-0.0049397+0.00086536i,-0.0024585-0.00051812i,-0.0027545-0.00019055i,-0.0027846+0.0013767i,-0.0019669+0.0027607i,-0.0013181+0.0019676i,-0.00026636+0.0017071i,0.00078783+0.0015043i,0.00091184+0.0011335i,0.00072161+0.00097276i,0.00074836+0.00075942i,0.00051017+0.00024672i,-5.0238e-05-0.00053312i,2.9962e-05-0.001106i,-9.2897e-05-0.0011658i,-0.00053021-0.00034354i,-0.00063773+0.00040751i,-0.0006277+1.1175e-06i,-0.00068116+0.0001384i,-0.00084151+0.00048083i,-0.00076148+3.944e-05i,-0.00074981+0.0003285i,-0.0011532+0.00031887i
-0.026677+0.057587i,-0.078361+0.089249i,-0.13219+0.077732i,-0.13733+0.038847i,-0.057387+0.0011425i,0.042399-0.049065i,0.061149-0.093802i,0.025092-0.099747i,0.0060034-0.084333i,-0.0012857-0.061239i,-0.0028064-0.024208i,0.010449+0.0074309i,0.023639+0.020675i,0.025979+0.019647i,0.015567+0.0094266i,0.00035574-0.00032261i,-0.0063256-0.0054492i,-0.0036469-0.0050053i,0.0028596-0.00098978i,0.0093539-0.00056523i,0.012008-0.0036611i,0.010122-0.0046624i,0.0061591-0.0022397i
0.034192-0.053225i,0.084382-0.08816i,0.14926-0.074246i,0.18681-0.017881i,0.15915+0.030506i,0.080238+0.04208i,0.029958+0.022179i,0.0309+0.0035234i,0.03595-0.010996i,0.018649-0.030339i,-0.0069835-0.036862i,-0.010636-0.030568i,0.0015739-0.030901i,0.0033656-0.030833i,-0.0045196-0.020766i,-0.015751-0.010689i,-0.022973-0.0044725i,-0.015255-0.0027633i,0.00053952-0.0040894i,0.011747-0.00073895i,0.016313+0.0069192i,0.017074+0.010499i,0.015082+0.0038304i
-0.034657+0.059011i,-0.090643+0.092887i,-0.17855+0.076672i,-0.25935+0.022602i,-0.27376-0.0035042i,-0.20786+0.022261i,-0.11824+0.068546i,-0.04551+0.094151i,0.0061341+0.090562i,0.03777+0.06689i,0.044548+0.038572i,0.023685+0.019371i,-0.002752+0.010114i,-0.009982+0.0085685i,0.0024566+0.012984i,0.020528+0.017054i,0.032137+0.017512i,0.029459+0.0098583i,0.013682-0.0024405i,-0.0045864-0.0069566i,-0.018317-0.0013885i,-0.021974+0.0069818i,-0.015764+0.010892i
0.02588-0.058061i,0.082436-0.11512i,0.15925-0.16232i,0.18591-0.20191i,0.12512-0.2028i,0.044711-0.12487i,0.015914-0.038596i,0.0065895-0.0083669i,-0.015471+0.010299i,-0.024023+0.031986i,-0.023342+0.026726i,-0.027694+0.013163i,-0.028298+0.0097709i,-0.024705+0.005985i,-0.015883-0.00039105i,-0.0038952-0.0065473i,0.0011153-0.01143i,-0.0032427-0.0099164i,-0.011365-0.0030965i,-0.011403+4.9846e-05i,-0.0033051-0.0040415i,0.0030725-0.0089982i,0.0041334-0.0068384i
-0.030679+0.068059i,-0.069699+0.14068i,-0.10601+0.2167i,-0.078856+0.264i,-0.0013377+0.22118i,0.043417+0.074658i,0.027681-0.04081i,-0.0063183-0.058284i,-0.019743-0.047565i,-0.013396-0.031295i,0.0049241-0.0098126i,0.020335+0.0018751i,0.024216+0.0092713i,0.021113+0.0097388i,0.0091243+0.00035262i,-0.0025111-0.0068221i,-0.0031981-0.010608i,0.0014254-0.012753i,0.0060275-0.011418i,0.010266-0.010712i,0.011073-0.0098693i,0.0073964-0.0026936i,0.0029977+0.0059797i
0.020851-0.065082i,0.060064-0.12604i,0.10592-0.16404i,0.11931-0.16095i,0.097575-0.12844i,0.052916-0.079939i,-0.00040623-0.055205i,-0.016757-0.059651i,-0.0071609-0.061892i,-0.015887-0.05405i,-0.030328-0.038396i,-0.025616-0.028493i,-0.0134-0.029702i,-0.010502-0.028271i,-0.022232-0.016074i,-0.038803+0.0059583i,-0.041737+0.024436i,-0.028054+0.026806i,-0.0093751+0.019171i,0.0024232+0.012219i,0.0025149+0.0070778i,-0.0045131+0.0013013i,-0.011921-0.0065985i
-0.023745+0.062684i,-0.065916+0.12827i,-0.10375+0.17672i,-0.06569+0.19295i,0.034589+0.18971i,0.10529+0.1603i,0.12201+0.12318i,0.11417+0.095467i,0.093721+0.051973i,0.065145+0.0022432i,0.041432-0.015926i,0.027368-0.010559i,0.016712-0.010417i,0.014527-0.014029i,0.026047-0.017228i,0.038961-0.02582i,0.042582-0.030728i,0.033855-0.026606i,0.017363-0.021395i,-8.6684e-05-0.016337i,-0.010323-0.010886i,-0.0087665-0.0085441i,-0.0025116-0.0074173i
0.018991-0.073511i,0.04327-0.15266i,0.017079-0.22117i,-0.13661-0.22135i,-0.30916-0.13996i,-0.31014-0.016658i,-0.19706+0.059037i,-0.12799+0.063305i,-0.091336+0.055139i,-0.049817+0.045986i,-0.031789+0.032861i,-0.026829+0.032014i,-0.015684+0.033471i,-0.0052868+0.030724i,0.010888+0.025288i,0.027781+0.012383i,0.026539-0.0036456i,0.011824-0.012511i,-0.0046089-0.0097253i,-0.012019-7.362e-05i,-0.0049833+0.0060449i,0.0036172+0.0070372i,0.0048249+0.0075755i
-0.0090322+0.079107i,-0.0288+0.14627i,-0.015363+0.16364i,0.062927+0.064582i,0.10925-0.084288i,0.041171-0.17018i,-0.030298-0.17005i,-0.034929-0.1267i,-0.028633-0.069989i,-0.016517-0.021344i,0.0045081-0.0076533i,0.0086322-0.0069847i,0.0048746+0.0033751i,-0.00084965+0.0082722i,-0.018776+0.0040017i,-0.038281-0.0038162i,-0.040711-0.013821i,-0.026882-0.02135i,-0.0095881-0.024445i,0.003937-0.026133i,0.0065673-0.025048i,0.00035054-0.018316i,-0.0020198-0.0086742i
0.0052246-0.079902i,0.049211-0.13673i,0.10917-0.11926i,0.13496+0.020057i,0.11712+0.16011i,0.086671+0.18213i,0.058063+0.15161i,0.05429+0.12711i,0.059204+0.083217i,0.036799+0.043492i,0.010527+0.026549i,0.00071092+0.0063262i,-0.0065143-0.015834i,-0.018146-0.027378i,-0.033154-0.019022i,-0.037503+0.012889i,-0.024297+0.044818i,-0.010688+0.059259i,-0.00050168+0.057i,0.0094412+0.047525i,0.012921+0.037149i,0.011298+0.0247i,0.0072302+0.011138i
-0.0093454+0.080764i,-0.059058+0.15777i,-0.11964+0.16624i,-0.099601+0.023904i,0.014498-0.17011i,0.088851-0.22805i,0.087863-0.16174i,0.085815-0.095291i,0.077456-0.069565i,0.042698-0.059105i,0.017489-0.039404i,0.0082675-0.021287i,0.0014209-0.014662i,0.0072674-0.012766i,0.023578-0.018738i,0.031239-0.023949i,0.026754-0.017928i,0.018126-0.011754i,0.005835-0.013671i,-0.011288-0.015599i,-0.024038-0.011997i,-0.022756-0.0042074i,-0.013239+0.0023913i
0.0043592-0.09144i,0.042814-0.18713i,0.10767-0.22269i,0.13202-0.091111i,0.10569+0.11097i,0.11329+0.16621i,0.11094+0.080225i,0.039749+0.013165i,-0.014622+0.0029558i,-0.016619+0.0038069i,-0.011657+0.0068902i,-0.0039505+0.015706i,0.009144+0.020168i,0.018377+0.01789i,0.029451+0.010754i,0.039719-0.0094309i,0.035429-0.032836i,0.022971-0.039785i,0.014295-0.027698i,0.014896-0.011542i,0.022411-0.0062663i,0.022135-0.0067325i,0.012308-0.0025859i
-0.01357+0.087033i,-0.067258+0.20203i,-0.21414+0.27337i,-0.39751+0.21717i,-0.49158+0.10336i,-0.4602+0.045562i,-0.36133+0.0037354i,-0.27228-0.046165i,-0.19555-0.047366i,-0.1108-0.023376i,-0.045352-0.014025i,-0.0075929-0.0048798i,0.011648+0.0029719i,0.0057815+0.0048367i,-0.015811+0.0092729i,-0.033087+0.010509i,-0.034168-0.0040155i,-0.022001-0.028122i,-0.0094218-0.044976i,-0.004313-0.047525i,-0.0086635-0.03877i,-0.018251-0.025348i,-0.02035-0.009791i
0.012569-0.11008i,0.07333-0.25415i,0.23618-0.38219i,0.40823-0.37332i,0.41405-0.23417i,0.28791-0.070767i,0.19307+0.045906i,0.16788+0.084337i,0.13888+0.066677i,0.086681+0.042525i,0.035633+0.021234i,-0.0099577+0.001612i,-0.037617-0.013794i,-0.046822-0.020527i,-0.047082-0.0082867i,-0.030339+0.017006i,-0.0036748+0.042246i,0.014399+0.055591i,0.019083+0.049774i,0.01545+0.035511i,0.011511+0.020561i,0.0084023+0.0027337i,0.0035734-0.011907i
0.00105+0.11998i,-0.032643+0.29912i,-0.1204+0.48011i,-0.19507+0.48651i,-0.1748+0.29711i,-0.12294+0.10818i,-0.07772+0.072181i,-0.0099742+0.10022i,0.032018+0.062026i,0.010406+0.0022862i,-0.012193-0.017428i,-0.010722-0.01769i,-0.0086438-0.011916i,0.0032727-0.0082984i,0.024111-0.014455i,0.030767-0.016897i,0.018976-0.0097399i,-0.0036339-0.004413i,-0.026995-0.0017497i,-0.039605+0.0030644i,-0.036824+0.010387i,-0.021173+0.019093i,-0.0036722+0.018165i
-0.0054953-0.12205i,-0.0048642-0.33329i,0.028151-0.58503i,0.074135-0.68785i,0.099162-0.57876i,0.096027-0.39527i,0.059815-0.26369i,0.013377-0.16954i,0.0037451-0.084781i,0.02725-0.032153i,0.038737-0.0051554i,0.035033+0.018186i,0.033934+0.029441i,0.029796+0.019827i,0.014996-0.0096117i,-0.0084203-0.045823i,-0.024987-0.068327i,-0.020855-0.062734i,-0.0026179-0.034622i,0.017975-0.011611i,0.029281-0.0063974i,0.024931-0.0078269i,0.013937-0.0054671i
0.031001+0.1327i,0.044409+0.35421i,0.040006+0.63193i,0.023623+0.76248i,0.025608+0.64442i,0.029421+0.39711i,-0.0082318+0.18019i,-0.065201+0.056655i,-0.090038+0.015081i,-0.082032+0.016138i,-0.055402+0.024175i,-0.014525+0.021993i,0.024325+0.010227i,0.042163-0.0090293i,0.030971-0.022254i,0.012519-0.019875i,0.0074142-0.017846i,0.0054983-0.022759i,-0.00058117-0.025333i,-0.0043586-0.022437i,-0.0036916-0.015764i,-0.0017648-0.0066324i,0.0015082+0.0044806i
-0.031542-0.12039i,-0.072383-0.34831i,-0.13229-0.60755i,-0.1947-0.64236i,-0.19619-0.39409i,-0.088648-0.13524i,0.051378-0.047524i,0.11871-0.044481i,0.12157-0.034399i,0.097428-0.034339i,0.05038-0.039499i,-0.0017265-0.033318i,-0.039814-0.026015i,-0.057247+0.00031961i,-0.043397+0.049568i,-0.0035848+0.091476i,0.037413+0.10814i,0.059249+0.089562i,0.056859+0.044742i,0.034165+0.010943i,0.0079495-0.002102i,-0.0093284-0.007515i,-0.02035-0.0049266i
0.051231+0.13966i,0.14662+0.36574i,0.30908+0.60873i,0.43242+0.58008i,0.35576+0.27303i,0.12682+0.064338i,-0.0047546+0.079956i,0.0051499+0.099828i,-0.00819+0.049776i,-0.05179+0.023498i,-0.050602+0.013695i,-0.035296-0.01414i,-0.038372-0.029476i,-0.039594-0.020235i,-0.022616-0.0067446i,-0.0050379-0.0035194i,-0.0099864-0.0044004i,-0.022436+0.0030721i,-0.023942+0.014287i,-0.020294+0.013592i,-0.017135+0.0052642i,-0.014584+0.0018115i,-0.010033-0.0033992i
-0.072918-0.13025i,-0.20156-0.34881i,-0.40259-0.57948i,-0.52951-0.56387i,-0.44667-0.29492i,-0.2702-0.098931i,-0.20304-0.083909i,-0.19721-0.088183i,-0.12121-0.06502i,-0.021643-0.061919i,0.023949-0.052665i,0.035152-0.010188i,0.037473+0.02166i,0.021715+0.010298i,-0.012157-0.023867i,-0.04723-0.058386i,-0.062109-0.084024i,-0.049898-0.085666i,-0.025592-0.056535i,0.0033703-0.018875i,0.024519+0.00025667i,0.025206+0.0015327i,0.015895+0.0014202i
0.070945+0.12435i,0.20164+0.31843i,0.37576+0.4939i,0.43447+0.41932i,0.29582+0.15476i,0.13327+0.019829i,0.087996+0.044502i,0.066279+0.067689i,0.011996+0.083902i,-0.015623+0.10874i,-0.01381+0.1035i,-0.0049799+0.076544i,0.025986+0.043981i,0.062753-0.0071387i,0.062915-0.060612i,0.038453-0.077204i,0.024758-0.055756i,0.016905-0.029477i,0.004842-0.01602i,-0.0074997-0.012662i,-0.01413-0.010158i,-0.0093732-0.003434i,0.0025288+0.00084241i
-0.071756-0.12122i,-0.21677-0.28943i,-0.40299-0.4081i,-0.42839-0.27277i,-0.19978-0.019073i,0.037779+0.034808i,0.07964-0.018176i,0.072709+0.0080112i,0.11152+0.0033196i,0.087331-0.065752i,0.011376-0.085885i,-0.033892-0.062875i,-0.049577-0.036562i,-0.041329+0.011131i,-0.00136+0.074233i,0.055336+0.11769i,0.0928+0.1179i,0.087999+0.071273i,0.052845+0.011268i,0.020182-0.019171i,0.0064442-0.020538i,0.0014049-0.012639i,-0.0014988-0.0021894i
0.079793+0.11371i,0.25964+0.27177i,0.4962+0.37802i,0.5429+0.25772i,0.27367+0.037968i,-0.010422-0.029671i,-0.028443-0.011641i,0.046224-0.030353i,0.03493-0.02529i,0.015385+0.016989i,0.030101+0.025283i,0.032268-0.0046804i,0.003458-0.031317i,-0.034154-0.032668i,-0.054172-0.023547i,-0.062581-0.02229i,-0.066714-0.023363i,-0.052045-0.0095682i,-0.02523+0.008559i,-0.014105+0.011926i,-0.016818+0.0094933i,-0.019004+0.0071777i,-0.021515+8.1737e-05i
-0.084753-0.098596i,-0.2581-0.2408i,-0.46658-0.34303i,-0.48795-0.28797i,-0.25322-0.16667i,-0.068417-0.096424i,-0.097536-0.027274i,-0.14024+0.01194i,-0.11196-0.029302i,-0.071994-0.062139i,-0.027827-0.037238i,0.015239+0.0080222i,0.037381+0.036926i,0.032136+0.024498i,0.011437-0.012849i,-0.01113-0.047568i,-0.02933-0.067046i,-0.038159-0.056811i,-0.030826-0.023386i,-0.0055998-0.00061885i,0.017325-0.002019i,0.025267-0.011366i,0.025197-0.012596i
0.066139+0.098433i,0.20632+0.20965i,0.3513+0.25616i,0.33946+0.16885i,0.18362+0.085044i,0.09629+0.074841i,0.10643-0.0019083i,0.069474-0.086698i,0.019169-0.04028i,0.019565+0.032853i,0.010713+0.048991i,-0.0089498+0.051627i,0.0061526+0.044929i,0.035099+0.017645i,0.034443-0.0085948i,0.01556+0.0017514i,0.012093+0.038583i,0.016707+0.051551i,0.012453+0.035985i,0.00017538+0.020854i,-0.010926+0.017078i,-0.013018+0.025122i,-0.009747+0.034839i
-0.072124-0.086421i,-0.20856-0.1756i,-0.35033-0.15314i,-0.3461+0.032467i,-0.18859+0.1678i,-0.026002+0.13837i,0.06219+0.12242i,0.1151+0.14353i,0.10295+0.093061i,0.020153+0.013006i,-0.041528-0.03889i,-0.063842-0.077884i,-0.077637-0.086041i,-0.069291-0.039741i,-0.021444+0.025591i,0.037332+0.051925i,0.064191+0.032691i,0.056634-0.0027868i,0.038005-0.027384i,0.024883-0.030461i,0.017664-0.030851i,-7.1405e-05-0.036899i,-0.017172-0.034681i
0.064499+0.090421i,0.20494+0.18851i,0.35721+0.19412i,0.35948+0.055024i,0.16638-0.040951i,-0.069407-0.004889i,-0.19492+0.023395i,-0.2144+0.0067682i,-0.15442-0.0050355i,-0.063019-0.0073143i,0.0057544-0.00017828i,0.049851+0.00069155i,0.0537-0.027935i,0.011997-0.059855i,-0.039035-0.067511i,-0.065006-0.069145i,-0.057065-0.07675i,-0.028268-0.07147i,-0.0049517-0.047577i,0.001091-0.018455i,0.00032152+0.0049548i,-0.0025909+0.014906i,-0.0080438+0.015591i
-0.05685-0.095945i,-0.15234-0.20007i,-0.22959-0.24178i,-0.20635-0.18603i,-0.12987-0.15521i,-0.06606-0.17116i,-0.0026401-0.14009i,0.055086-0.09172i,0.069728-0.056915i,0.062891-0.018769i,0.040868+0.0069878i,0.0044455+0.045156i,0.010018+0.084885i,0.047808+0.060248i,0.057471-0.013105i,0.035426-0.061257i,0.014307-0.056419i,0.0038945-0.031145i,-0.00032237-0.020838i,-0.0017306-0.027413i,-0.0040766-0.032307i,0.00083935-0.031248i,0.0081231-0.032535i
0.050806+0.098947i,0.090003+0.18918i,0.069035+0.16882i,-0.056916-0.018135i,-0.14477-0.18144i,-0.11253-0.16294i,-0.059268-0.044749i,-0.031876+0.054254i,-0.0078118+0.077533i,-0.0066347+0.044818i,-0.020051+0.022217i,-0.024953+0.021432i,-0.024295+0.03844i,-0.011084+0.071444i,0.01044+0.10513i,0.025256+0.13594i,0.027099+0.14742i,0.013815+0.12182i,-0.0060485+0.076168i,-0.019153+0.041829i,-0.014847+0.034701i,0.0057742+0.044958i,0.026807+0.048815i
-0.042433-0.10381i,-0.079218-0.21441i,-0.050087-0.21402i,0.11656-0.019247i,0.29199+0.158i,0.29182+0.11764i,0.15445-0.010481i,0.064683-0.055914i,0.061485-0.056466i,0.04861-0.076155i,0.0034267-0.087964i,-0.028159-0.086644i,-0.053024-0.093402i,-0.087843-0.077999i,-0.092124-0.035078i,-0.059057-0.012251i,-0.031405-0.021858i,-0.014867-0.034992i,-0.0039642-0.030443i,0.0018982-0.012551i,0.0003284-0.0071943i,-0.018049-0.017468i,-0.036704-0.01975i
0.040414+0.11161i,0.090493+0.27808i,0.11749+0.4276i,0.067674+0.44523i,0.003001+0.37739i,0.012925+0.31231i,0.074516+0.23487i,0.082011+0.12523i,0.018947+0.038317i,-0.021568+0.024949i,0.0099735+0.042885i,0.059898+0.033479i,0.075752-0.00028497i,0.063658-0.040471i,0.039664-0.07228i,0.012522-0.093363i,-0.0092792-0.10006i,-0.016586-0.07475i,-0.0029712-0.028034i,0.017654+0.00019146i,0.026585-0.0004995i,0.02082-0.0057904i,0.012227-9.1089e-05i
-0.015176-0.11185i,-0.040188-0.29674i,-0.040521-0.50396i,-0.021628-0.59098i,-0.033006-0.50099i,-0.062128-0.31339i,-0.065353-0.15792i,-0.04001-0.08347i,0.0018013-0.044064i,0.031902-0.014405i,0.012348+0.010031i,-0.027236+0.051654i,-0.024634+0.083049i,0.011221+0.06004i,0.021829+0.0045978i,0.0056249-0.018304i,0.0096318-0.0033032i,0.0273-0.0029425i,0.028256-0.021133i,0.014952-0.033274i,-0.0022408-0.036141i,-0.012159-0.025675i,-0.0095833-0.0074824i
0.0098186+0.12177i,0.015642+0.29015i,-0.011589+0.42949i,-0.10446+0.39431i,-0.19786+0.22987i,-0.18576+0.07948i,-0.081805-0.028731i,-0.030704-0.09046i,-0.080745-0.054761i,-0.10498+0.021554i,-0.055367+0.023451i,-0.019929-0.03016i,-0.020929-0.042258i,-0.011675-0.0035568i,0.011686+0.034977i,0.023064+0.052344i,0.018221+0.054009i,0.011513+0.040606i,-0.0016719+0.014624i,-0.018435-0.0051365i,-0.015233-0.0075858i,-0.0025552-0.0030087i,-0.00054483-0.00045171i
8.2916e-06-0.11516i,-0.04232-0.30073i,-0.11948-0.44917i,-0.16454-0.3786i,-0.11972-0.1658i,-0.089387+0.010308i,-0.12155+0.13533i,-0.1016+0.19481i,-0.025852+0.11524i,-0.0020604-0.017732i,-0.0076976-0.065483i,0.02168-0.063589i,0.030318-0.087882i,-0.022729-0.10066i,-0.064655-0.06426i,-0.043826-0.04006i,-0.0068775-0.063616i,0.0018235-0.083791i,-0.0053101-0.066637i,-0.010081-0.023204i,-0.011003+0.014987i,-0.012989+0.018132i,-0.02348+0.0012877i
0.013621+0.13256i,0.081129+0.32828i,0.24645+0.51508i,0.43039+0.48706i,0.43038+0.26107i,0.22535+0.046496i,0.023805-0.025303i,-0.041783-0.0087692i,-0.00097404+0.0080074i,0.050568+0.008574i,0.038804+0.022187i,0.0018822+0.068089i,0.018628+0.093056i,0.062936+0.055155i,0.069684-0.0018267i,0.040264-0.024518i,0.0096744-0.0066342i,-0.0070381+0.023103i,-0.0074786+0.032663i,0.00046994+0.0151i,0.003904-0.0071774i,-2.6651e-05-0.014403i,-0.010975-0.012453i
0.0025255-0.103i,-0.02741-0.26244i,-0.12212-0.39833i,-0.25434-0.37536i,-0.2812-0.25006i,-0.13173-0.13773i,0.068119-0.05414i,0.18842+0.0083665i,0.19722+0.041059i,0.1175+0.038126i,0.014556+0.010522i,-0.071593-0.010876i,-0.12035+0.011033i,-0.10616+0.056263i,-0.054715+0.074438i,-0.01628+0.072827i,0.0077604+0.069765i,0.034322+0.051222i,0.050494+0.020352i,0.044837-3.759e-05i,0.028373-0.0070174i,0.017628-0.0069916i,0.023949-0.0043944i
-0.026045+0.095519i,-0.03138+0.21032i,-0.014427+0.22785i,-0.0083085+0.031803i,-0.056711-0.17351i,-0.10294-0.16548i,-0.10366-0.093757i,-0.1228-0.11451i,-0.16263-0.15734i,-0.15753-0.14546i,-0.089504-0.087072i,-0.0042286-0.044799i,0.027411-0.045045i,0.0074654-0.050999i,-0.013764-0.046189i,-0.021688-0.038831i,-0.018925-0.036739i,-0.017964-0.036056i,-0.025212-0.023099i,-0.017573-0.012595i,0.0030733-0.019541i,0.012195-0.025433i,0.015753-0.016368i
0.020048-0.096161i,0.040364-0.21849i,0.049381-0.24149i,0.11243-0.035937i,0.27276+0.18151i,0.34625+0.1325i,0.21453-0.026884i,0.071748-0.067577i,0.051885-0.046701i,0.069521-0.046613i,0.059083-0.046903i,0.045972-0.033494i,0.049951-0.048608i,0.041694-0.094187i,0.018621-0.11327i,0.015597-0.1046i,0.025657-0.10188i,0.025842-0.10326i,0.019162-0.084375i,0.013124-0.040733i,0.010729-0.00021579i,0.0072345+0.015165i,0.00091933+0.011992i
-0.028221+0.10296i,-0.065218+0.23577i,-0.062532+0.33784i,-0.018004+0.30241i,-0.0060285+0.21583i,-0.013116+0.18066i,0.027201+0.1771i,0.086679+0.17781i,0.12909+0.16036i,0.1353+0.11217i,0.081088+0.071293i,0.011201+0.07639i,0.010681+0.10983i,0.065673+0.12008i,0.083+0.096293i,0.046552+0.079808i,0.0079246+0.084891i,-0.010415+0.09245i,-0.010598+0.07793i,-0.004376+0.038887i,-0.0032486+0.007025i,-0.0050174+0.0052141i,-0.001159+0.017755i
0.046269-0.086936i,0.11767-0.19125i,0.15603-0.26551i,0.070865-0.22583i,-0.09744-0.12247i,-0.2036-0.0268i,-0.19159+0.018125i,-0.1551+0.014724i,-0.15243+0.049197i,-0.11472+0.10524i,-0.022693+0.066482i,0.027403-0.048908i,-0.024855-0.10606i,-0.093233-0.061667i,-0.078503+0.00074238i,-0.017384+0.018155i,0.03547+0.018018i,0.078905+0.0094225i,0.082254-0.020181i,0.036638-0.03318i,-0.0060036-0.015054i,-0.015664+0.010085i,-0.0022046+0.028253i
-0.064365+0.088495i,-0.17562+0.19327i,-0.31435+0.25224i,-0.41293+0.16869i,-0.41639+0.051353i,-0.28249+0.034599i,-0.047402+0.018464i,0.12322-0.10155i,0.13184-0.21859i,0.052634-0.20929i,-0.0055219-0.084927i,0.020512+0.062768i,0.090298+0.11219i,0.10254+0.064544i,0.059878+0.022643i,0.032044+0.0022822i,0.015143-0.028225i,-0.02248-0.047326i,-0.045417-0.032313i,-0.023959-0.0056193i,0.0013121+0.010907i,-0.0029024+0.011578i,-0.026385+0.00805i
0.067331-0.084809i,0.19565-0.21696i,0.36079-0.36254i,0.45886-0.39219i,0.41035-0.27475i,0.21243-0.11732i,-0.033906+0.049973i,-0.16909+0.19269i,-0.16108+0.21515i,-0.10172+0.14057i,-0.064404+0.050437i,-0.078755-0.016435i,-0.1083-0.047155i,-0.11524-0.060005i,-0.11599-0.060086i,-0.11192-0.034451i,-0.092865-0.015694i,-0.070778-0.039092i,-0.061508-0.07225i,-0.072552-0.076037i,-0.086764-0.056162i,-0.079382-0.033447i,-0.06651-0.023151i
-0.077473+0.07762i,-0.18795+0.2011i,-0.26814+0.37366i,-0.20874+0.44477i,-0.095082+0.29504i,-0.085212+0.060598i,-0.11089-0.0097604i,-0.028495+0.070813i,0.08503+0.072315i,0.080096-0.0096815i,-0.0020183-0.025744i,-0.047773+0.0078716i,-0.044047+0.030528i,-0.038843+0.04433i,-0.050741+0.053377i,-0.075104+0.056549i,-0.10299+0.059141i,-0.11225+0.061281i,-0.076722+0.059137i,-0.0049791+0.039475i,0.042303+0.0041523i,0.032938-0.0070323i,0.0094856+0.012945i
0.076288-0.040464i,0.16784-0.13119i,0.15794-0.2571i,-0.069247-0.30072i,-0.28849-0.18388i,-0.25063-0.015083i,-0.06831+0.041556i,0.037663-0.045625i,-0.0066001-0.12065i,-0.10526-0.054204i,-0.10398+0.058673i,-0.042616+0.076914i,-0.071058+0.0087024i,-0.13515-0.062465i,-0.12171-0.10054i,-0.043193-0.10848i,0.054964-0.11047i,0.12924-0.11178i,0.13435-0.091981i,0.077032-0.065527i,0.0050141-0.060318i,-0.04784-0.056655i,-0.059756-0.037234i
-0.089743+0.038032i,-0.19845+0.1082i,-0.21299+0.15847i,-0.028312+0.038526i,0.15101-0.23972i,0.12136-0.40852i,0.015757-0.30485i,0.046791-0.090938i,0.18962-0.0182i,0.23476-0.14516i,0.076056-0.24314i,-0.090181-0.14912i,-0.053692-0.048082i,0.060326-0.074523i,0.084492-0.12158i,0.048717-0.11989i,0.02593-0.10239i,0.0098686-0.092952i,-0.015813-0.054891i,0.0023949+0.0089112i,0.056611+0.015504i,0.06011-0.037419i,0.010333-0.073422i
0.093089-0.019509i,0.23293-0.057796i,0.37122-0.062342i,0.4179+0.018533i,0.37828+0.11742i,0.24784+0.094978i,0.050393-0.0061197i,-0.084182-0.050298i,-0.12143-0.036953i,-0.095059-0.0033095i,-0.02897-0.022213i,-0.0080416-0.10698i,-0.034483-0.15193i,-0.034909-0.15035i,-0.026537-0.14075i,-0.017975-0.11121i,0.028313-0.085399i,0.1011-0.10351i,0.12725-0.15911i,0.070588-0.19073i,-0.0067415-0.14788i,-0.039762-0.068541i,-0.028625-0.012105i
-0.091046-0.005829i,-0.21657-0.014956i,-0.32833-0.037625i,-0.32027-0.018558i,-0.16263+0.057941i,0.011569+0.092314i,0.026986+0.065311i,-0.065108+0.11368i,-0.015205+0.15146i,0.1378-0.01671i,0.17934-0.17849i,0.18768-0.17521i,0.23733-0.15082i,0.25748-0.13218i,0.24787-0.096461i,0.22584-0.069913i,0.18666-0.019322i,0.12538+0.068182i,0.071162+0.13587i,0.082854+0.13957i,0.12901+0.075958i,0.11697-0.013318i,0.058034-0.050374i
0.037993+0.095854i,0.15996+0.14384i,0.2371+0.18334i,0.072958+0.15305i,-0.21104+0.13893i,-0.23236+0.20072i,0.027699+0.18801i,0.2052+0.053465i,0.16207+0.050421i,0.13701+0.20992i,0.16974+0.25682i,0.10679+0.20311i,0.030643+0.20421i,0.045836+0.22595i,0.098308+0.22101i,0.12862+0.2153i,0.12887+0.20071i,0.11242+0.11765i,0.053367-0.0018699i,-0.036317-0.030555i,-0.056898+0.032321i,-0.00043625+0.053279i,0.036825+0.0043495i
-0.6183+9.1918i,0.4581+9.0772i,4.1927+8.8502i,6.3834+5.0476i,5.7908+0.72422i,3.2929-1.7168i,0.93965-1.4646i,0.16669-0.24757i,0.62491+0.3384i,1.1277-0.099743i,0.68555-1.0043i,-0.34765-1.4445i,-1.256-1.1368i,-1.7669-0.29886i,-1.6929+0.44598i,-1.1251+0.65487i,-0.43866+0.49173i,0.034201+0.33207i,0.27521+0.326i,0.3573+0.39553i,0.37084+0.48746i,0.36725+0.55054i,0.3012+0.47818i
0.070715+0.022894i,0.25686+0.098002i,0.49928+0.13589i,0.63921+0.11309i,0.53129+0.088407i,0.22915+0.097354i,-0.027608+0.11606i,-0.10173+0.12676i,-0.080738+0.079133i,-0.062456-0.011681i,-0.050642-0.060088i,-0.016294-0.048825i,0.039457-0.014626i,0.087862+0.024172i,0.10042+0.053158i,0.069861+0.076473i,0.0058808+0.11819i,-0.060292+0.15349i,-0.080053+0.15113i,-0.041274+0.11838i,0.0085869+0.073748i,0.024437+0.033932i,0.021848+0.0063721i
