-0.004603+0.00099422i,-0.0032184+0.00058513i,-0.0039795+0.0020066i,-0.0023027+0.0028182i,0.00032493+0.0030176i,0.00031482+0.0020686i,-7.7074e-05+0.001886i,-7.5383e-05+0.0020608i,0.00011904+0.00074343i,0.00072365-1.2052e-07i,0.00071563+1.5399e-05i,0.00041882-0.00036269i,0.0004825-0.00086396i,0.00011893-0.0010374i,-0.00027674-0.00099168i,-1.5146e-05-0.00027769i,0.00045365+0.00033896i,0.00092331+7.7777e-05i,0.00082883-0.0001501i,0.00018882-0.00063736i,-9.2151e-05-0.00044069i,0.00022257+0.00020808i,0.00034259+0.0004083i
-0.00022603+0.00095711i,0.00075933+0.0015391i,-0.00044279+0.0019492i,-0.001151+0.0020644i,-0.00043966+0.0022784i,0.00013303+0.0010366i,-0.00032807-0.00021765i,-0.0010586-0.00050197i,-0.0014103-0.00090215i,-0.0010839-0.00094672i,-0.00043895-0.00047799i,-0.00058237-0.00024615i,-0.00067731-0.0001365i,-0.00053044+0.00023169i,-0.00036357+0.00033303i,-0.000221+0.00027326i,-0.00028267+0.00038777i,-0.00096379+0.00058237i,-0.00073747+0.0007052i,-0.00010667+0.00043799i,-6.0371e-05+0.00097254i,0.00036091+0.001404i,0.00049709+0.001087i
-0.0018322-0.0034885i,-0.0018085-0.0029467i,-0.0038216-0.0019207i,-0.003756+0.0001248i,-0.001813+0.0018448i,-0.00037677+0.0017022i,0.00023731+0.00029799i,0.00060042+0.00020863i,-0.00024143+0.00037089i,-0.00054961+0.00045118i,0.00012194+0.00076387i,0.0003988+0.00012701i,0.00053073-0.00053358i,0.00073879-0.00035768i,0.00044561+0.00024829i,5.0668e-05-5.7101e-05i,0.00034831-0.00068383i,0.00058956-0.00064835i,0.00084827-0.00019248i,0.001078-0.00042438i,0.0010873-0.00082315i,0.0007859-0.00023359i,0.00042726+0.0001594i
0.0001887-0.0029148i,-0.00056151-0.0024689i,-0.0027465-0.0010956i,-0.002628+0.00023773i,-0.0019999+0.00053151i,-0.00025708+0.00016893i,0.0012959-2.7418e-05i,4.9381e-05-2.0986e-05i,-0.0010826+0.00017529i,-0.00096358+0.00085325i,-0.0012368+0.0008483i,-0.0013762+0.00055728i,-0.00052029+0.00086945i,-0.00060627-4.2883e-06i,-0.00048151-0.00038455i,8.6327e-05+0.00036193i,-0.00012528-0.00020542i,-0.0002407-0.00052488i,5.6771e-05+0.00024286i,0.00031846+0.00062841i,0.00059981-0.00032539i,0.00044837-0.00083411i,-0.00033294-0.00047357i
0.0012605-0.0009321i,0.00060219-0.00082464i,-0.0012269-0.0019813i,-0.0020664-0.0024864i,-0.00065927-0.0013903i,0.00036606-0.0004169i,0.0003458-0.00077122i,0.0010437-0.0011158i,0.0011542-0.00026585i,0.00030357+7.9939e-06i,-0.00035247+9.1609e-05i,-0.00091932+0.00064701i,-0.0012277+0.0011046i,-0.0011557+0.00014541i,-0.00074017-0.00095416i,-0.0004719-0.00022594i,-0.00064306+0.0002848i,-0.0003058+0.00013542i,0.00073604+0.00032621i,0.00021742+0.00025381i,-0.00029847-0.00012999i,0.00091924-0.0001808i,0.0012757+0.00069576i
0.00062548-0.0012396i,0.0012197-0.00025195i,0.0010134+0.0011456i,0.0012613+0.0015693i,0.0012023+0.0014611i,0.00017044+0.00043495i,-0.00046981-0.00067094i,-0.00027395-0.0011122i,-0.00014666-0.00048142i,5.1386e-06+0.00081382i,0.00011273+0.00054229i,9.1106e-05+0.00039743i,4.2272e-05+0.000442i,-0.00030394+0.00027397i,-0.00016663+0.0004476i,-0.00023775+0.00027155i,-0.00040517+0.00021225i,8.7401e-06+0.00071155i,0.00043522+0.00064029i,0.00039866-1.2327e-05i,-0.00024075+0.00040265i,-0.00051362+0.00055373i,-0.0010031+0.00057094i
-0.00077066+0.00093582i,-0.0019073+0.001375i,-0.0020568+0.0017006i,-0.00095775+0.00077236i,-0.00040224+0.00035469i,-0.00070131+0.00079189i,-0.00064931+0.00011901i,-0.00063408-0.001148i,-0.0009847-0.00094299i,-0.0014239+0.00015497i,-0.0012167+0.00028313i,-0.00088036-4.3534e-05i,-0.00014603-0.00062163i,0.0003445-0.00059595i,-0.00010744+0.00021191i,-0.00034074+0.00039531i,0.00023119+0.00037674i,0.00026096+0.00024209i,-4.6241e-05-0.0007497i,0.00011416-0.0006248i,0.00022821+8.2712e-05i,0.00087422+0.00054278i,0.00050829+0.0013164i
4.0277e-05-0.0007246i,-0.00088144-0.00055065i,-0.0029216-0.00095426i,-0.0027357-5.7299e-05i,-0.0019774+0.0013083i,-0.0012182+0.00079388i,-0.00024093+0.00058533i,0.00024524+0.0010387i,0.00012536+0.0011107i,-0.00024446+0.00085001i,0.00015071+0.00020911i,0.00065942-0.00061654i,0.00037444-0.00081494i,-0.00028791-5.8624e-05i,-0.00051778+0.0003924i,-0.00034867+0.00016869i,-0.00037627+3.5319e-05i,-3.5969e-05+0.0002029i,0.00076301-0.00032087i,0.00070674-0.0012758i,0.00023616-0.0012105i,0.00060268-0.00085151i,0.00059835-0.00076104i
-0.0018998-0.0025324i,-0.0013847-0.0017065i,0.00017138+0.00085727i,-0.0005512+0.0020847i,-0.0014404+0.0020669i,-0.00022502+0.0014128i,0.00057309+0.00040635i,0.00010848-0.00059067i,-7.4166e-05-0.00084379i,0.00029846-0.00021794i,-2.3223e-05+0.00042506i,9.2953e-05+0.0007289i,0.00083535+0.0010296i,0.00068827+0.0011913i,7.8223e-05+0.0011235i,-5.2143e-06+0.0013348i,-2.749e-05+0.00093555i,0.00012386+6.6259e-05i,-5.9472e-06-5.758e-05i,0.00069211-0.00016962i,0.001169-0.00074328i,0.00066475-0.00031737i,0.00024692+0.00036545i
-0.0003502-0.0010574i,-0.00085148-0.0014085i,-0.0019083-0.00022319i,-0.0019439+0.0010499i,-0.00042528+0.0019625i,0.00010527+0.0013818i,-0.00096294-0.00044209i,-0.00078033-0.001311i,-0.00014223-0.00085601i,-0.00015032-6.0709e-05i,5.6854e-05+0.00087331i,-0.0002156+0.0011634i,-0.00051239+0.00083036i,-0.00065964+0.0003523i,-0.00033126+8.4605e-05i,-0.00032328+0.0002457i,2.7702e-05+0.00028113i,0.00047276+0.00049895i,-0.0001859+0.00046932i,-0.00031011+0.00045351i,9.4375e-05+0.00027908i,-6.256e-05+0.0003735i,-0.00045935+0.00010145i
-0.0013371-0.0021285i,-0.00041652-0.00071046i,-0.00058933+0.00202i,-0.00041848+0.0034999i,-0.00059897+0.0022982i,0.00019524+0.0003487i,0.00085801-0.00032315i,0.00062297-0.00028216i,0.00016859+0.00025021i,-0.00046471+0.00021989i,-0.00042148-0.00018737i,0.00036317-0.00017567i,0.00072861-0.00054584i,0.00035645-0.00030777i,0.00034116+0.00024574i,-0.00016512-0.00052765i,-0.00051781-0.00086172i,-0.00019027-6.8856e-05i,-0.00039998+0.00078629i,0.00015153+0.00078608i,0.0004343+0.00049548i,4.515e-05+0.00049851i,-0.00056477+0.00056573i
-0.00075367+0.0017516i,-0.0010596+0.0023869i,-0.0013699+0.0012626i,-0.0014528-0.00019485i,-0.0011912-0.00063855i,-0.001322-0.00054852i,-0.00031935-0.0010382i,0.00026421-0.00094733i,-7.5053e-05-0.00044262i,0.00016361-2.2393e-05i,-0.00051079+9.6324e-05i,-0.0011365-7.7334e-06i,-0.00083687-0.0003982i,-0.00011747-0.00017063i,0.00017968+0.0003457i,-2.6369e-06+0.00033061i,0.0007904-0.00046163i,0.0015394-0.00060694i,0.0013019-1.6635e-05i,0.00073494-3.4303e-05i,0.00040736+0.00025097i,0.0010206+0.00044623i,0.00070589+5.155e-05i
0.00048884+0.0014405i,0.00082714+0.0011322i,-0.00011218+0.00010741i,-0.00033379+0.00045327i,0.00062125+0.00078683i,0.00081771+0.00046014i,0.00010792-0.00015163i,0.0001135+0.00040092i,2.3026e-05+0.0005705i,0.00019298+0.00014589i,0.00034011+0.00042425i,-0.00037579+4.2206e-06i,-0.0009207-0.00018403i,-0.00053897+0.0001731i,0.00017038-0.00040995i,0.00010372-0.00074923i,0.00021199-0.00049313i,0.00033765+0.00020724i,0.0003617+6.7838e-05i,0.0004737-0.00064019i,0.00058708-0.00032373i,0.001139+0.00031771i,0.00074286+0.00045062i
-0.0003444+0.00047546i,-0.00095716+0.00075999i,-0.00056129+0.0018055i,0.00013718+0.0012186i,-7.3807e-05-0.00016491i,-0.00043081-0.0011618i,0.00022969-0.0012671i,-0.00026275+0.00030769i,-0.0010797+0.00101i,-0.00031994+0.00014587i,0.00014336-0.00045106i,-0.00030254-0.00086172i,-0.00061037-0.0014716i,-0.00042053-0.0013993i,0.00055828-0.00069406i,0.00087216-0.00020761i,0.00049833+0.00010671i,0.00073084+0.00075165i,0.00065562+0.00086615i,-0.00016127+9.2217e-05i,-0.00034396-7.3301e-05i,-0.00039485+0.00059402i,-0.00052582+0.00052837i
0.00064724-0.00032602i,0.0005868-0.0010818i,-0.0013927-0.00053656i,-0.0021353-0.00097542i,-0.0018341-0.0023777i,-0.00082864-0.0024496i,0.00026419-0.0017267i,0.00032764-0.0015388i,0.00019932-0.0015181i,9.2844e-05-0.0010442i,-0.00055328-0.00026644i,-0.00074965-0.00014102i,-0.0003406+0.00047134i,0.00014172+0.00081398i,0.00046539+0.00012152i,0.00049863-0.00036784i,0.0003118-9.9726e-05i,0.00019387+8.7576e-05i,0.00035561-8.4836e-05i,0.00068044-0.0003367i,0.00050577-0.0010613i,0.00038736-0.0013528i,-2.5635e-05-0.00062404i
0.0025631-0.00043502i,0.0023638+0.00027279i,0.0010748+0.00069072i,-0.00037055+0.00071371i,-0.0015658+0.0011518i,-0.0015467+0.00047842i,-0.00078236-0.00060421i,-0.00054932-0.00096976i,-0.00010584-0.00176i,-0.00051157-0.002226i,-0.0010089-0.0012773i,-0.0010674-0.0002634i,-0.00061794-0.00041987i,-9.8493e-05-0.00033221i,-0.00034743-4.4783e-05i,-0.00085891+5.8592e-05i,-0.00074101+0.00064455i,-0.00037752+0.00050158i,-0.00033813-0.00039522i,-0.00060114+3.6041e-05i,-0.00038165-7.3551e-05i,0.00011789-0.00039833i,0.00044468+6.9051e-05i
-0.00037181+0.00052486i,0.00067268+0.0006444i,0.0014109+0.00091995i,0.00047934+0.00063635i,-0.0004963-0.00048152i,-0.0007677-0.0010102i,-0.00044498-0.0011917i,0.00021269-0.0014738i,0.0010577-0.0012875i,0.00049278-0.0014759i,-0.00035213-0.001153i,-0.00052648-0.00037261i,-0.00063655-0.00059806i,-0.00060425-0.00092812i,-0.00028501-0.00046686i,0.00041902-0.00012089i,0.00044343+0.0003002i,0.00013631-6.7204e-05i,3.4792e-06-0.00062199i,0.0003777-0.00038633i,0.0011994+0.00017641i,0.00071797-9.1673e-06i,-0.00042385-0.0005313i
-0.00099433+0.0012753i,1.6303e-06+0.0011287i,-0.00046353+0.00076903i,-0.001008+1.0683e-05i,-0.00067094+0.00050312i,0.00055712+0.0001928i,0.00096814-0.0005819i,7.5449e-05-0.00013374i,-5.8334e-05+0.00012872i,0.00013239-0.00040622i,6.4077e-05-0.0008275i,-0.00031709-0.00078039i,-0.00095523-0.0013312i,-0.00072365-0.0015737i,0.00031508-0.0016116i,0.00083106-0.00092471i,0.00064819-0.00077563i,0.00044471-0.00089777i,0.00054601-0.00010713i,0.00081457+0.00010415i,0.00077124-2.4611e-05i,5.0926e-05+0.00039869i,-0.0003161+0.00064167i
-0.0011711-0.0029172i,-0.0017599-0.0018951i,-0.0030682+9.5791e-05i,-0.0028013+0.0014301i,-0.0005517+0.0022973i,0.00076486+0.0012404i,0.00057922-0.00095337i,0.00011295-0.0010322i,-0.00032938-0.00045491i,-0.00018277+0.00041228i,-0.00034042+7.7646e-05i,-0.00038829-0.0017622i,-0.00072438-0.0019299i,-0.001237-0.0011191i,-0.00061572-0.00078551i,2.9916e-05-0.00061695i,-0.00068834+0.00017792i,-0.00073671+0.00080893i,-9.8658e-05+0.0011639i,0.00030465+0.00071502i,0.00081893+1.3508e-05i,0.0010825-0.00018744i,0.00023433-0.00059256i
-0.0011028-0.000792i,-0.0020988-0.0011474i,-0.0029831+0.00069848i,-0.0027966+0.0032345i,-0.00088867+0.0035185i,0.00035173+0.0018869i,0.00042243+0.00026008i,0.00036862-0.00030755i,0.00030828-0.0003137i,-0.00042754-0.00028032i,-0.00049462-6.4572e-05i,-0.00018495+0.00092034i,-0.00010738+0.001407i,-0.00014581+0.00081115i,-0.00077882-0.00012528i,-0.00068208-0.00018784i,-0.0002316+1.8975e-05i,-0.00029171+0.00018879i,-0.00037359+0.00038923i,-0.00041243+5.7795e-06i,0.00026226-0.00035752i,0.00059968-2.5342e-05i,0.00011625+0.00030102i
-0.00093391+0.0016772i,-0.0010264+0.0018556i,-0.0011766+0.001755i,-0.00033117+0.0019012i,0.0015408+0.0018381i,0.002532+0.00075707i,0.0015489-0.00050163i,0.00051965-0.000725i,-0.00015561-0.00035259i,-0.00076519-0.0005567i,-0.00043498-0.00056617i,0.00045418-0.00025209i,0.0012598-0.00037313i,0.0011147-0.00011364i,0.00021377+3.2084e-05i,0.00012901+0.00058338i,0.00012741+0.00065809i,-0.0001642+0.00022101i,-9.6407e-05+0.00025866i,-3.5336e-05+0.0004688i,-0.00033983+0.00071263i,-0.00031293+0.00017685i,0.00022793-0.00047953i
-0.00048252-0.00055399i,-0.00043997+0.00051436i,-0.00053639+0.001611i,-0.00055089+0.0023605i,-0.00048484+0.0026117i,-0.00063641+0.0010131i,-0.00074796-0.00070993i,-0.00045619-0.00092426i,-0.00057006-0.00050504i,-0.00069957-0.00037565i,-0.00086548-0.00040002i,-0.00088667-0.00013484i,-0.00034667-0.00038904i,-8.26e-05-0.00070381i,0.0004591-9.8154e-05i,0.00011325+0.00070594i,-0.00084498+0.0011035i,-0.0009303+0.0011876i,-0.00093037+0.0011846i,-0.0010254+0.00097871i,-0.0007468+0.0003261i,-0.0005851+0.00052776i,-0.00069068+0.0011165i
-0.0022169-0.0021606i,-0.0044548-0.0034558i,-0.0044321-0.0025158i,-0.0035575+0.00035545i,-0.0021387+0.0013775i,-0.0012499+0.00060285i,-0.00082183-0.0002888i,-0.00071764-0.00034645i,-0.0013542-0.00058222i,-0.0014126-0.00063829i,-0.0010652-3.571e-05i,-0.00022575+0.00034905i,0.00054801+0.00064956i,0.00038123+0.00068383i,-0.00029515-7.5641e-05i,-0.00067147+0.00047227i,-0.00058441+0.0009165i,-0.00022825-0.00025546i,0.00026469-0.00050716i,0.0001837-0.00030205i,-0.00034117-0.00021184i,-0.00052017+4.204e-05i,-4.0945e-05+0.00062009i
0.00021241+0.00099137i,0.00024331+0.0030583i,0.00093284+0.0031328i,0.0010964+0.0025017i,1.3631e-05+0.0019697i,-0.00070334+0.00084746i,2.238e-05-0.0002109i,0.00055575+0.00017592i,8.0556e-05-0.00011627i,-0.00078241-0.00031814i,-0.00081915+0.00018687i,-8.369e-05+0.00050547i,-8.3974e-05+0.00062926i,-9.7867e-06+0.00028366i,0.00038442-0.00024694i,0.00059009-0.00050479i,0.00095622-0.00046124i,0.0015647-0.00019163i,0.00091624+0.00032557i,-0.00031296+0.00040809i,-0.00084649+0.0003003i,-0.00045441+1.5045e-05i,-0.00014951-0.00010225i
3.5333e-05+0.0010833i,0.0014853+0.00082501i,0.0019191+5.7886e-06i,0.0014543-0.00080974i,0.00097207-0.0011254i,0.00038985-0.0012261i,-0.00020423-0.0016278i,-8.2019e-05-0.0015619i,-0.00015267-0.0011909i,-0.00075434-0.00098969i,-0.00088929-0.00064499i,-0.00034216-0.00078159i,-0.00047689-0.0010275i,-0.0006008-0.00091747i,0.00055465-0.0010327i,0.00093697-0.00085497i,0.00025368-0.00092383i,6.5954e-05-0.0007818i,-3.6539e-05-0.00023735i,7.4415e-05-0.00014907i,0.00062927+0.00038585i,0.00019742+0.00065392i,-0.00029276+0.00064929i
-0.0014159-0.00037662i,-0.0002181+0.00032074i,-0.00025966+0.0017724i,-0.00068484+0.0021267i,-4.3381e-05+0.0014827i,0.0003711+0.00035675i,0.0003804-0.00059791i,0.00046019-0.00064033i,-0.00016474-0.00026519i,-0.0010333-9.5709e-05i,-0.00049264+0.00016387i,-0.00023007-0.00012767i,-0.00066924-0.00013941i,-0.00075008-0.00023099i,-0.00023129-0.00026944i,0.00050129-2.3881e-05i,0.00051827+0.00035139i,-0.000427+0.00077983i,-0.0014478-0.00011902i,-0.0010156-0.0006223i,-9.9704e-05-0.00061367i,4.2854e-05-0.0011055i,3.3709e-05-0.00090196i
-0.002597+0.00027827i,-0.0033235+0.00043281i,-0.0046177+0.0009513i,-0.0042323+0.0015496i,-0.0031681+0.0021356i,-0.0025025+0.0016953i,-0.0014924+0.0012237i,-0.00046853+0.00037869i,-7.0073e-05-0.0005442i,-0.00054902-0.0010619i,-0.0014961-0.00053276i,-0.0011936-5.9862e-05i,-0.00012687+5.6556e-05i,0.00017047-0.00025385i,-0.00029183-0.00091313i,-0.00018001-0.00042551i,5.4008e-05+0.00042665i,0.00042061+0.00069325i,0.0010886-0.00016415i,0.0016801-0.00043076i,0.0014402+0.00019348i,0.00056909+0.00013348i,-0.0003593+0.00028965i
-0.0021855-0.0010238i,-0.0020921-0.00038255i,-0.0025425+0.0012742i,-0.0021558+0.0030237i,-0.0013601+0.0032296i,-0.0011569+0.0018877i,-0.00064889+0.0007943i,-0.00066509+0.00013664i,-0.00032823-0.00019334i,-1.7552e-05-0.00020418i,-0.00056073+9.7176e-05i,-0.000132+0.00020918i,0.00044291+9.5826e-05i,0.00033424-0.00017068i,-0.00047034-0.0005393i,-0.00039351-0.00016618i,-0.00028223+0.00047261i,-0.00026197+5.4439e-05i,0.00054974-0.00017243i,-0.00013086+5.9014e-05i,-0.00039053-0.00027214i,0.00038522-0.00034313i,0.0010359+0.0001725i
-0.00039904+0.0023084i,0.00074926+0.0014959i,0.001373+0.0014208i,0.00071465+0.00069209i,0.00066928+0.00010786i,0.00072618-0.00064666i,0.00014165-0.0011887i,-2.8109e-05-0.00065363i,0.00062407+8.8571e-05i,0.00089927+0.00021472i,0.00061942+0.00057672i,0.00021938+0.00014216i,-1.5075e-05-0.00089484i,-0.00012182-0.00042054i,-0.00045209-0.00018973i,-0.0007473-0.00041204i,-0.00033717-0.00016353i,-3.3281e-05-0.00023582i,0.00081907-0.00049425i,0.001023-0.00046427i,0.0006438-0.00033854i,0.00036892+0.0001191i,0.00016891+0.00046788i
-0.00012229+0.0024895i,-0.0010188+0.0031439i,-4.9463e-05+0.0023813i,0.00057455+0.00058124i,-0.00058671-0.00042691i,-0.0010896-0.00055346i,-0.00015244-0.00088468i,0.00066483-0.00034126i,0.00012744-5.2386e-05i,-0.00042807+0.00018302i,-0.00034958+0.00029283i,-0.00041127+0.00036888i,-7.7605e-05+0.00015851i,-0.00020744-0.00075627i,-0.00084161-0.00079556i,-0.00074265+4.5407e-05i,-0.00052066+0.00013842i,-7.2611e-05-0.00010178i,-0.00019719+0.00038278i,-0.00059777+0.00048834i,-0.00025339+0.00056253i,-0.00024698+0.00040608i,-0.00023756+0.00012442i
0.001535-0.00077496i,0.0012459-0.0010383i,0.0016061-0.00060522i,0.00052968+0.00067772i,-0.00030747+0.0011941i,-0.00026276+0.00049136i,3.3488e-05-0.00046989i,9.1094e-05-0.00077824i,-0.00060914-0.00060951i,-0.00068581-0.00029175i,-6.5261e-05-0.00027707i,0.00017209-8.6333e-05i,0.00019592-0.00019642i,0.00037844-0.00059215i,-0.00042399-0.00056722i,-0.0009818+0.00011681i,-0.00092699+0.00052311i,-0.00020136+0.00024893i,0.0010683-0.00010982i,0.00072471+0.00024364i,8.4459e-05-0.00014086i,0.00027463-0.00034545i,0.0004931+0.00040419i
-0.00053586-0.00055398i,-0.0001044+0.00057046i,-0.00055621+0.00090983i,-0.0006547+0.0015542i,-0.0013476+0.0014101i,-0.00079059+0.0008549i,-9.5097e-05+0.00064741i,5.9619e-05-0.00018612i,-0.00035507-0.00087371i,-0.00096319-0.00034632i,-0.00084479+0.00075953i,-0.0010019+0.0012972i,-0.00085761+0.00099845i,-0.0010342-0.00020108i,-0.00083411-0.00076656i,-0.0002649-0.00050904i,0.00037102-0.00059451i,0.00061934-0.00047041i,-0.00063499-5.8438e-06i,-0.00086358+0.00025249i,-0.00020265-4.9033e-05i,0.00040066+3.0784e-06i,0.00041051+0.00056958i
0.0011927-0.0020516i,0.00025845-0.002979i,-0.0011819-0.0021465i,-0.0014725-0.00038317i,-0.00023086+0.00054561i,0.00036908+0.00056704i,-0.00031325+0.00055921i,-0.00040138-2.4846e-05i,-0.00017299-0.00034347i,-0.0005329-0.00023434i,-0.00059171-0.00066342i,-0.00019481-0.00038505i,-0.00051201+0.00023201i,-0.00047437+0.00026622i,9.6616e-05+0.00055344i,0.00029061+0.0010387i,0.00025708+0.0015751i,0.00010672+0.0015606i,2.2285e-05+0.00049693i,0.00041183-0.00021972i,0.0007556-0.0005818i,0.00091808-0.00087169i,0.00099774-0.0004969i
0.00024102+0.00060878i,-0.00074569+0.0009862i,-0.0014271+0.0023258i,-0.0011161+0.0025546i,-0.00063025+0.00078041i,0.00020552-0.00028611i,0.0007353-0.00026245i,0.0010413+0.00016141i,0.00079033+2.5102e-06i,0.00049734+0.00016168i,7.7629e-06-7.7441e-05i,-0.0007335-0.00077411i,-0.00078254-0.00080404i,-0.00026855-0.00063659i,-5.8201e-05-0.00033547i,-0.00030337-0.00054469i,-0.00041018-0.00065523i,-0.00046173-6.381e-05i,-0.00037744+0.00032686i,0.00037717+7.4007e-05i,0.00094161-8.1481e-05i,0.00015214-0.00023593i,-0.00037001-9.0805e-05i
-0.002146+0.0020972i,-0.0016477+0.0023643i,-0.001783+0.0023998i,-0.0019257+0.0031084i,-0.00046905+0.0018593i,0.00068231-0.00043398i,0.00085852-0.00082543i,0.00047115+0.00027638i,-1.1013e-05+0.0004653i,-6.1838e-05+0.00012865i,-0.00012049-2.3773e-05i,-5.0513e-05-0.00022178i,-0.00031051-0.00054574i,-0.00038881-0.00073397i,-0.00041108-0.00052666i,-0.00055088-0.00010931i,-0.00044322+0.00091869i,-0.00042987+0.0011706i,-0.00064755+0.00042377i,-0.00044197-0.00041381i,0.00072011+0.00017948i,0.00025015+0.00074819i,1.239e-07+5.8469e-05i
-0.0012136-0.0019916i,-0.00069527-0.0011841i,0.00019363+0.00024046i,0.00060391+0.0023515i,0.0003004+0.0025757i,0.00029525+0.0012345i,0.00037893-6.3998e-06i,0.00052002-6.9705e-05i,0.0004515+0.00096706i,0.00018525+0.00095937i,-0.00027058+0.00027212i,-0.00093792-0.00075278i,-0.00062627-0.0013996i,0.00084774-0.0004827i,0.00078939+9.4716e-05i,-0.00034525+3.1158e-05i,-0.0009818+0.00049131i,-0.00080305+0.00075226i,-0.00024684+0.00066128i,0.00041625+0.00063449i,0.00024804+0.00055411i,-0.00054465+1.6054e-05i,-0.00042496-0.0001126i
0.00022346-0.0013529i,-0.0010005-0.0011505i,-0.0018502-0.00075798i,-0.0021119+0.000615i,-0.001584+0.0010239i,-0.00074123+0.00095843i,-0.00021663+0.00094477i,-0.00034325+5.6067e-06i,-0.0011017-5.3816e-05i,-0.001122+0.00056671i,-0.00077078+5.3435e-06i,-0.0006213-0.00030928i,-0.0012547-2.6221e-05i,-0.00097449+9.3082e-05i,-0.00064747+0.00048698i,-0.00035251+0.00048194i,8.7731e-05+0.00012204i,0.00014071+0.00074862i,-1.9465e-05+0.0010905i,6.076e-05+0.0003107i,-0.00022091-0.00038371i,-0.00065633-0.00086941i,-0.00038478-0.00049081i
0.0011276+0.0012797i,0.0011982+0.00012517i,0.0018273-0.00045555i,0.0017554+0.00056541i,0.00044071+0.00077494i,-0.00034258+0.00037579i,-0.00068249-2.8463e-05i,-0.00047627-0.00070236i,-7.1405e-05-0.00074987i,-0.00077496-0.00030766i,-0.0014023-0.00040049i,-0.00046932-0.0003953i,0.00035658-0.0006237i,0.00057783-0.0013483i,0.00051178-0.0015584i,-3.9388e-05-0.00046388i,-0.00066714+0.00038949i,-0.00053959+3.5213e-05i,0.0007504-7.84e-05i,0.00071557+0.00027801i,-0.00017322+0.00020449i,-6.8672e-05+0.00032327i,0.00058226+0.00072283i
-0.00087391+0.00081998i,-0.0010702-6.5527e-05i,-0.0011349+0.00057341i,-0.00093653+0.00078224i,2.4559e-05-0.00012996i,-0.00052034-0.0015131i,-0.00090229-0.0021197i,-0.00042758-0.0012516i,-0.00042917-0.00026293i,-0.00014237+0.00015976i,-6.6524e-05-0.00040724i,-8.5614e-05-0.0008608i,0.00049195-0.00091207i,9.97e-05-0.00026393i,-0.00024504+0.00020746i,-0.00030925+0.00014446i,-0.00053894+0.000901i,-0.00044511+0.00096839i,-0.00028228+6.8728e-05i,-0.0011846-0.0004768i,-0.0015813-0.00017857i,-0.00030545-0.0001098i,0.00032764-0.00012463i
-0.0012944+0.0025284i,-0.0010725+0.0029034i,0.00041413+0.0017978i,0.0024863+0.00096021i,0.0022446-9.8185e-05i,0.00023211-0.0013702i,-0.00059429-0.001178i,-0.0002752-3.4871e-06i,0.00067489+0.00032753i,0.00093477-8.0577e-05i,-0.00026825-0.00081351i,-0.00096133-0.00096792i,-0.0010056-0.00045032i,-0.0010841-0.00016203i,-0.0012642-7.7874e-05i,-0.0012832+0.00021779i,-0.00081556+0.00021203i,0.0002882-0.00058289i,0.0012073-0.00046587i,0.001059-0.00019986i,9.3527e-05+3.7651e-05i,-0.00069114+0.00010846i,-0.00091338+0.00015522i
0.00020109-0.0030967i,-0.00019993-0.00074918i,-0.0014852-0.00076775i,-0.0029026+2.3123e-05i,-0.002999+0.001542i,-0.0016555+0.0016151i,-0.00035725+0.00098901i,0.00028262+0.00013149i,-4.1866e-06-0.00057015i,-0.0014713-0.0005212i,-0.0015069+4.3097e-05i,-0.00029343+0.00042612i,0.00052199+0.00061596i,0.0003905+0.00023441i,-0.00057273-0.00057246i,-0.00073245-0.00067977i,-0.00045972-0.00021604i,0.00048508+0.00046808i,0.0013647+0.00067927i,0.00057803-1.4535e-05i,-0.00060023-0.00030993i,-0.00035714-0.00016124i,0.00059611+0.00015005i
0.0024863+0.00028858i,0.00073611-0.00073495i,-0.00017232-0.00074767i,-0.0015573+5.1628e-06i,-0.0022886-0.00077831i,-0.001429-0.0012467i,-0.0004856-0.00093721i,0.00027345-0.00036216i,0.0006192+3.5708e-08i,-4.325e-05-0.00068953i,-0.00082766-0.00045184i,-0.00075566+0.00023424i,0.00010486+4.7963e-05i,0.00066179+0.00025548i,0.00053381-0.00042647i,0.00033256+0.00018424i,-0.00026583+0.0007971i,-0.00052987+0.0007326i,3.8305e-05+0.00038681i,-0.00025386-1.4119e-05i,-6.2706e-05-0.00014396i,0.00063782-0.00055409i,-3.3798e-05-0.00018258i
0.0010967+0.0033978i,0.0013531+0.0019768i,0.00012429+0.0010105i,-0.00044606+7.2476e-05i,-0.00019139-0.00018937i,-0.00017723-0.00014719i,-0.00037719-0.00069917i,-0.00046696-0.00071764i,-0.00026646-0.00022501i,-0.0007012-2.791e-05i,-0.001121-0.00012358i,-0.00061162-0.00033772i,-0.00052631-0.0004097i,-0.00087178-0.00065416i,-0.00063765-0.00052385i,-0.00028406-0.00030589i,0.00018122-6.6973e-05i,0.0002257+0.00024227i,0.0010275+0.00032671i,0.0014779+0.000429i,0.00097294+2.5747e-05i,0.0010453-0.0001609i,0.0010111-0.00034739i
