-0.00021779-0.0005998i,-9.8788e-05-0.0012811i,-0.0012628-0.00097194i,-0.0015051-0.00011614i,-0.0013324+0.00075164i,-0.00040506+0.0014372i,0.00012384+0.001111i,-0.00044936-0.00019918i,-0.00037727-0.0016732i,0.00010432-0.0012782i,0.00050098-0.0011644i,0.00086271-0.0018765i,0.00027115-0.0012778i,-0.00043592-6.17e-05i,-0.00056846+0.0008606i,-0.00070176+0.0008273i,-0.00031507+0.00096799i,0.00032853+0.00071749i,0.00086504-0.0001221i,0.000455-0.00052309i,-1.13e-06-0.00035515i,0.0003975-0.00010792i,0.0011051+0.00046848i
0.00038934-0.0025407i,-0.00029214-0.0024252i,-0.0012202-0.0026488i,-0.0011362-0.0030214i,-0.00062966-0.0019524i,8.2815e-05-0.0009088i,-0.0001605-0.00031555i,-0.00083452-0.00077797i,-5.415e-05-0.0021136i,0.0015352-0.0028004i,0.0024509-0.0025218i,0.0026308-0.0010035i,0.00084214+0.0023012i,-0.0013275+0.0057958i,-0.0017793+0.005143i,-0.0011584+0.0025686i,-0.00051131+0.0018779i,-3.2679e-05+0.0014358i,-0.00033452+0.00029317i,-0.00056188-0.00057046i,-0.00078563-0.00052469i,-0.00060268-0.00022714i,0.00077282+8.9989e-06i
-5.2382e-05+0.00059196i,-0.00075723+0.0011455i,-0.00014541+0.0026449i,-0.00010104+0.0033313i,-0.00082181+0.0015551i,-0.00076663-0.00056517i,-0.00051015-0.00124i,-0.00071614-0.0017191i,-0.0006636-0.0019563i,-0.0010505-0.00035982i,-0.0018036+0.00052467i,-0.0027449-0.00029279i,-0.0023965-0.0033748i,-0.00015119-0.0068801i,0.0015077-0.0066866i,0.0017043-0.0038122i,0.0011287-0.0017007i,0.00036943-0.00080248i,-8.4339e-05+0.00060908i,-0.00061404+0.0022163i,-0.00093168+0.0028198i,-0.0013269+0.0017651i,-0.0016745+0.00082754i
0.00016337-0.0020303i,-0.00047298-0.0019801i,-0.00034106-0.0034641i,0.00011174-0.0037206i,0.00021779-0.0020834i,0.00042562+0.00035763i,-0.00087869+0.00067443i,-0.0025858-0.00044433i,-0.0015672-0.00098319i,0.00056387-0.0012794i,0.0022566-0.0016579i,0.0038063-0.0012561i,0.0042909+0.0021849i,0.0026451+0.0062195i,0.00099143+0.0057042i,5.3251e-05+0.0028396i,-0.00065361+0.001363i,2.5846e-05+0.00046678i,0.00014193-0.00051559i,-0.00018816-0.0015337i,0.00055497-0.0019502i,0.0015964-0.0013778i,0.0021334-0.00069429i
0.00081966-0.00041887i,0.0010518+0.0018183i,0.00086973+0.00363i,-0.00063225+0.0035478i,-0.002012+0.0020412i,-0.0020136+1.3034e-05i,-0.0010632-0.0015847i,-0.0011776-0.0024135i,-0.00145-0.0011375i,-0.0009471+0.0013796i,-0.0011866+0.0023066i,-0.0025397+0.00017179i,-0.0033592-0.0029828i,-0.0015289-0.0056066i,0.0012348-0.0057774i,0.0018101-0.0037678i,0.0010796-0.0020486i,0.00029899-0.0010779i,0.00042561-0.00020102i,0.00069462+0.0010864i,0.00024301+0.0018609i,-0.00055101+0.0021959i,-0.0021214+0.0014087i
0.00098218-9.8878e-05i,-8.5748e-05-0.00047547i,-7.8921e-05-0.0026552i,0.00012321-0.0043332i,0.00016232-0.0031065i,-0.0013502-0.0013508i,-0.0020886-0.00082367i,-0.0020147-0.0012995i,-0.00091124-0.0020926i,0.0012373-0.0020869i,0.0028591-0.0023637i,0.004706-0.00235i,0.0055864+0.0013587i,0.0048725+0.0048582i,0.0028716+0.0053334i,0.0010887+0.0044706i,0.00060324+0.0031506i,0.00052037+0.0020286i,0.00013194+0.0001651i,-0.00046357-0.00097203i,-9.0598e-05-0.00061069i,6.6622e-05+2.5519e-05i,0.00082407+0.00074305i
-0.00058952+0.0021497i,-4.5717e-05+0.0021027i,0.0010743+0.0032222i,0.0017237+0.0039773i,0.0015504+0.001755i,0.00063324-0.00087457i,-0.00099697-0.00093007i,-0.0023154-0.00030365i,-0.0024312+0.00031357i,-0.0012936+0.0012762i,-0.0010414+0.0014971i,-0.0029812+0.00092671i,-0.0045355-0.00053526i,-0.0040543-0.0021805i,-0.0023926-0.0033171i,-0.0013481-0.0036122i,-0.00096169-0.0025745i,-0.00077291-0.00094312i,-0.00045329+0.0001276i,-0.00025948+0.00096909i,-0.00037506+0.0019055i,-0.00084716+0.001922i,-0.0015846+0.0003055i
-0.0019742-0.00016524i,-0.0031873-0.00038986i,-0.0040878-0.0021541i,-0.0025168-0.0028219i,0.00013227-0.0010359i,0.00084971-0.00018384i,-0.0012158-0.0017817i,-0.0034099-0.0023025i,-0.0030538-0.0014941i,-0.00020329-0.0017158i,0.001774-0.0023336i,0.0031358-0.0012855i,0.0046793+0.0020685i,0.0046172+0.00454i,0.0035747+0.0043639i,0.0024394+0.0032204i,0.0015273+0.0020899i,0.0011101+0.00083078i,0.00049601-0.00046432i,-6.0469e-05-0.0012682i,0.0003266-0.0015161i,0.0013607-0.0017884i,0.0018672-0.0012206i
0.0017582-0.00053065i,0.0024378+0.00013807i,0.0021809+0.00099802i,0.00063159+0.0018856i,0.00035+0.0016787i,0.00034319+0.0012147i,-0.00056716+0.00053673i,-0.001734-0.00032601i,-0.0027814-0.0007301i,-0.0022481+0.0007596i,-0.0014554+0.0028786i,-0.0033692+0.0032565i,-0.0060467+0.0006439i,-0.0058159-0.0020788i,-0.0035037-0.002492i,-0.0014313-0.0026076i,-0.00056744-0.002242i,-0.00053209-0.00088186i,-0.0007944+0.00068878i,-0.00095708+0.0012346i,-0.0010989+0.0013397i,-0.001401+0.0012821i,-0.0012723+0.00052222i
-0.00091207+0.0006114i,-0.0020616+0.0011139i,-0.0018374-0.00026784i,-6.5321e-05-0.001086i,0.0007384-0.00073963i,-0.000719+0.00038617i,-0.0013918+0.00061485i,-0.0015036-0.00028767i,-0.0017959-0.00094983i,-0.0010861-0.0014532i,0.00027441-0.0020854i,0.0018061-0.0021671i,0.003865-0.00058475i,0.004872+0.0013899i,0.0035534+0.0015362i,0.0017995+0.0015475i,0.0010145+0.0018793i,0.00055656+0.0010232i,-0.00038245+0.00064844i,-0.00086823+0.00011058i,-0.00034192-0.0012584i,0.00088748-0.0015383i,0.0018959-0.00022295i
-0.00039899+0.00056461i,0.00035254+0.00031953i,0.0016091+0.00018488i,0.0013733+0.00012342i,0.00064771-0.00026677i,-0.0007167-0.00033013i,-0.0017242-0.00058354i,-0.0028259-0.0012884i,-0.0029167-0.0012i,-0.0021413+3.2635e-05i,-0.0015489+0.00076397i,-0.0031101+0.0010027i,-0.0054695+0.00086166i,-0.0049461+0.00030098i,-0.0029624-0.00037159i,-0.0016482-0.0010749i,-0.0014976-0.0016424i,-0.0013307-0.0012371i,-0.00065019-0.00042741i,-0.00015348+0.0005738i,-0.00051525+0.0017001i,-0.00047091+0.0017503i,-0.0005295+0.00055684i
-0.0017839+0.0011728i,-0.0031043+0.0011165i,-0.0022323+0.00018291i,-0.00038037-0.00083145i,-0.0003025-0.001124i,-0.0013957-0.0017127i,-0.0020628-0.0017684i,-0.0023553-0.0016098i,-0.0024714-0.0018875i,-0.0018151-0.0023674i,-0.00052888-0.0034957i,0.0014501-0.0043728i,0.0037186-0.0032001i,0.0041397-0.0011418i,0.0030327-0.00021241i,0.0016994+8.4671e-05i,0.0014689-0.00025502i,0.0010372-0.00033441i,0.00014034-1.3345e-05i,-8.8538e-05-0.00038011i,0.00038006-0.001372i,0.00099177-0.0013146i,0.001281-5.352e-05i
-0.00098849-0.0036366i,-0.0010499-0.0034906i,-0.00065239-0.0023692i,-7.2065e-05-0.00023415i,0.0010162+0.000602i,0.00096373+1.073e-05i,-0.0004629-0.00050293i,-0.0012029-0.0012935i,-0.001184-0.00091243i,-0.00026615+0.00043843i,-9.1162e-05+0.00086444i,-0.0017121+0.0009084i,-0.0031315+0.00096416i,-0.0036367+0.0010994i,-0.0028527+0.00098595i,-0.0015337+0.00040736i,-0.00078898+6.4838e-05i,-0.00088862+0.00019955i,-0.0006914+0.00073191i,-0.00018227+0.001213i,-0.00086111+0.0016411i,-0.0015162+0.0012488i,-0.001287+0.00044905i
0.0018387+0.0028355i,0.0021428+0.0029553i,0.0024642+0.0021423i,0.0021983-0.00017394i,0.0010062-0.0011386i,-0.0005545-0.00088652i,-0.0020968-0.00057061i,-0.0036385-0.00086252i,-0.0031127-0.0017674i,-0.00044093-0.0016326i,0.0015358-0.0018464i,0.0026158-0.0030473i,0.004017-0.0031655i,0.0045541-0.0023219i,0.0028586-0.0024583i,0.0013655-0.0021714i,0.0019228-0.0010049i,0.0019214-0.00029739i,-0.0002305+0.00028895i,-0.00070573-1.3676e-05i,2.9744e-05-0.00066508i,0.00026382-0.0003092i,0.00066818+0.000263i
-0.00084652+0.0018785i,-0.0013384+0.00050718i,-0.00035045+0.00055555i,-0.00015458+0.00050138i,-0.00035961-0.0005243i,-0.0015207-0.0015565i,-0.0024764-0.0015511i,-0.0023605-0.00088879i,-0.0008998-0.0002467i,0.0012031+0.00093598i,0.0023852+0.002267i,0.0010078+0.0017302i,-0.00147+0.0019606i,-0.0018439+0.0044207i,-0.00068602+0.0048039i,-0.00024085+0.0023651i,-0.0010456-0.00012452i,-0.0011092-0.00098413i,-0.00028494-8.6102e-05i,-0.00014054+0.00029458i,-0.0013278+0.00092048i,-0.0019099+0.0017749i,-0.0015901+0.0017406i
-0.00040032-0.00047605i,-0.00080179+0.0001662i,-0.0027903+0.0019542i,-0.0034049+0.0010175i,-0.0020611+1.216e-07i,-0.00033167-0.00012668i,-0.0009432-0.0013617i,-0.0025221-0.0025915i,-0.0021914-0.0020103i,-0.00068392-0.0003512i,0.00080955-0.00022728i,0.0019459-0.00085877i,0.0034086-0.0011952i,0.0037941-0.0024211i,0.0018536-0.0034714i,0.00022077-0.0023068i,0.00057425-0.00053377i,0.00090988-0.00026738i,-0.00032092-0.00020635i,-0.00014883-0.00042774i,0.001341-0.00052582i,0.0015741-0.0001685i,0.0012138+0.00015895i
-0.00075765-0.0010683i,-0.0021496-0.0025317i,-0.0012959-0.003747i,-0.00011508-0.0028449i,0.00083315-0.0011015i,0.0011973-0.00048551i,0.00015984-5.5925e-05i,-0.0013478-0.00050354i,-0.0014536-0.00051589i,-0.00092572+0.0013592i,-0.00045562+0.0026184i,-0.0010058+0.0028303i,-0.001928+0.0033514i,-0.0013176+0.0048436i,-0.00017779+0.0046556i,-0.00029688+0.0026103i,-0.001019+0.00097291i,0.00021006-8.2459e-05i,0.0016828+0.00022683i,0.00048443+0.0015292i,-0.0012274+0.001966i,-0.0018298+0.0007328i,-0.0018584-0.00077792i
-0.0036921+0.0046239i,-0.0020278+0.0028412i,0.0018743+0.0053675i,0.0045018+0.003737i,0.0057619+0.00073468i,0.0040601-0.0024288i,-0.00073776-0.0035705i,-0.0039352-0.0014913i,-0.0049288+0.0010525i,-0.0031504+0.0021802i,-0.00062352+0.00024682i,0.0003622-0.00099784i,-0.0001244-0.0018681i,-0.0016817-0.0036935i,-0.0024007-0.0041351i,-0.0018008-0.0023889i,-0.0006043-0.00096663i,-0.00067267-0.0015893i,-0.0011836-0.001472i,-0.00025647-0.00063641i,0.00093545-0.00040409i,0.001362-0.00011945i,0.001374+0.00040562i
-0.00091986+0.0019878i,-0.0032537+0.002052i,-0.0027647+0.00091451i,-0.0018568+3.1791e-05i,-0.0012496-0.00091887i,-0.0014682-0.0010442i,-0.0025913-0.0008856i,-0.0031372-0.0011285i,-0.0033001-0.0011959i,-0.0017145-0.00095992i,-0.000229-0.00082672i,-0.0004605+0.00037952i,-0.0011183+0.0027417i,0.00047055+0.004961i,0.0026084+0.0053966i,0.0017655+0.0032586i,-0.00022845+0.001715i,-0.00034098+0.0013595i,0.00047589+0.00090023i,-0.00041159+0.00029585i,-0.001755+0.00056541i,-0.0021181+0.00068435i,-0.0019173+0.00014477i
0.00021164-0.00038358i,4.9504e-05-0.00016201i,-0.00023092-0.00029909i,-0.00098364-0.00015393i,-0.00016663+0.00011668i,0.0012155-0.00010687i,0.00035151-0.00073586i,-0.001838-0.0012216i,-0.0022253-0.0012516i,-0.00099285-0.0015943i,-0.00093256-0.0018568i,-0.0017827-0.0019589i,-0.0020879-0.0024372i,-0.0017474-0.0035749i,-0.0021318-0.0040314i,-0.0022011-0.0031148i,-0.0012988-0.0020426i,-0.00096197-0.0015548i,-0.00084822-0.00089929i,0.0001176+0.00029688i,0.00080338+0.00076232i,0.00087188+0.00050793i,0.00063453+0.00037007i
-0.0020709+0.00021179i,-0.0013618-0.00063289i,-0.00068874-0.00089458i,2.9604e-05-0.00041543i,0.00073663+0.00021923i,0.00092962+6.2683e-05i,-0.00080422-0.00072145i,-0.0028301-0.0011519i,-0.002571-0.00047853i,-0.00072791-0.00046502i,0.0010215-0.0010542i,0.00095044-0.0010466i,0.00079261-5.3429e-06i,0.0023323+0.002846i,0.0037267+0.0043038i,0.0022345+0.0030849i,-0.00012514+0.0020129i,0.00015018+0.0015565i,0.0015442+0.0011445i,0.0010085+0.00098924i,-0.00083199+0.00085471i,-0.00081477+0.00025807i,-0.00065044-0.0001168i
0.0016971-0.0013058i,0.0021475-0.0011726i,0.00084303-0.00027021i,1.4583e-05-0.00037225i,0.00042216-0.00078305i,0.00017123-0.00025i,-0.0010277-0.00040637i,-0.0022009-0.002002i,-0.0027867-0.0021503i,-0.0024849-0.00093306i,-0.001057-0.0009525i,-0.00061472-0.00090459i,-0.0010501-0.00055371i,-0.0020655-0.0017702i,-0.0030462-0.0026918i,-0.0025576-0.0022417i,-0.00094477-0.001672i,-0.00016671-0.001316i,-0.00081548-0.00057895i,-0.0005836+0.00016364i,0.00066819+0.0006502i,0.0010838+0.00045778i,0.00092811+1.5166e-05i
0.0013794+0.0018668i,-0.00023549+0.0013833i,0.00028113+0.00045571i,0.0012866-0.00040134i,0.00081876-0.0021077i,-0.00093717-0.0018261i,-0.0016648+0.00047277i,-0.002096+0.0002867i,-0.0014183-0.0005214i,0.00029068+7.1368e-05i,0.0011019+8.0072e-06i,0.00099207-5.1448e-06i,0.0014167+0.0012525i,0.0026+0.0031579i,0.0045635+0.0036119i,0.0046819+0.0021647i,0.002911+0.0012696i,0.0018085+0.0011491i,0.0011268+0.00032803i,-0.00015912+0.00038038i,-0.0006858+0.0014824i,-0.00026081+0.0010417i,0.00014647-0.00017968i
0.0012745+0.0021057i,0.00083125+0.0012159i,0.00090191+0.00034559i,0.00032566+0.00028809i,0.00025815+0.00043444i,-0.00010232+0.00054737i,-0.0011055+0.00038646i,-0.0017534+0.00016682i,-0.0016179+0.00057255i,-0.00057234+0.0010782i,-0.00014833+0.00056681i,-0.00010804-9.2271e-05i,-0.0007317-0.00029191i,-0.0029597-0.0014261i,-0.0043078-0.0023191i,-0.0027882-0.00093512i,-0.0007454-0.00021099i,-5.8605e-05-0.00049243i,-0.00042225-0.00022723i,-0.00070841+0.00069328i,0.00036962+0.00056196i,0.001345+0.00034507i,0.0013812+0.0010467i
-0.00079346+0.001462i,0.00018804+0.0018765i,0.00062831+0.0016716i,0.00073456+0.00049995i,0.00076563-0.00026138i,0.00083997+7.678e-05i,-0.00048043+8.8582e-05i,-0.0022172-0.00093998i,-0.0022713-0.0010903i,-0.00065472-0.00065649i,0.00076659-0.00065412i,0.00067342-0.00078829i,0.00065204-0.00036353i,0.0024321+0.00089723i,0.0044001+0.0012849i,0.00323+0.00027137i,0.0014376+0.00010464i,0.00093618+0.00089148i,0.00057587+0.00070216i,-0.00021653+0.00011113i,-0.0014534+0.00033725i,-0.0012046+0.001035i,-0.00010459+0.00042578i
-1.662e-05-0.00059221i,-0.0011013+0.00015322i,-0.001899+0.00072464i,-0.0010351+0.0002564i,-0.00029122-0.00015463i,0.00029261+0.00032807i,-8.2899e-05+0.00046931i,-0.0015143-0.0001698i,-0.0020245-0.00088433i,-0.0012162+0.00024891i,0.00020507+0.001477i,0.00048144+0.0014522i,-0.0012748+0.00067141i,-0.0037886-0.00010939i,-0.0046602+0.0002668i,-0.0034265+0.00072448i,-0.001521+3.6717e-05i,-0.00023095-0.00059177i,7.3658e-05-0.0007401i,0.00070455-0.00041443i,0.0011466+3.5676e-05i,0.0010275+0.00035413i,0.00035338+0.00010391i
0.00052541-9.7413e-05i,-0.00031935+0.00024305i,-0.0012614-1.3735e-05i,-0.0012065+4.597e-06i,0.00024657-0.00051938i,0.00079155-0.0009911i,-0.00013371-0.0015566i,-0.0018765-0.0017919i,-0.0022877-0.0016737i,-0.0010281-0.0011329i,0.00015374-0.00012734i,0.00015244+5.9635e-05i,0.00050753-0.00047085i,0.0034376-0.00053584i,0.0053094-0.00087497i,0.0037962-0.0011336i,0.0016505-0.00079234i,0.0006733+9.934e-05i,-0.00024884+0.00062907i,-0.0016325+0.0001557i,-0.0020262-0.00041746i,-0.0015828-0.00049468i,-7.2564e-05-0.00027143i
-0.00063713+4.3433e-05i,0.00035332-0.0016362i,0.00065565-0.0011981i,0.00068956+0.00021205i,0.00037078+0.0011713i,-0.00039159+0.0012307i,-0.001382+0.00054143i,-0.0023832-0.00055131i,-0.0022822-0.00094115i,-0.0013386+0.00063835i,-0.00049224+0.0010843i,-0.00080419-0.00018413i,-0.0016373-0.00031242i,-0.0029497+0.00075078i,-0.0039099+0.0019291i,-0.0028657+0.0025894i,-0.00066005+0.0019535i,-0.0003821+0.00077284i,-0.0012963+0.00050524i,-0.0005581+0.00073853i,0.00062453+0.000714i,0.00064009+0.00031964i,0.00049394+0.00013009i
0.00025833+0.00018437i,-7.69e-06+0.00054784i,-0.0001191-4.5754e-05i,-0.00077083-0.00060696i,-0.00033002-0.0008623i,0.00033409-0.00053816i,0.0001583-0.00089966i,-0.00048848-0.0019952i,-0.0013586-0.0025641i,-0.0018543-0.0018034i,-0.0010294-0.0018867i,-0.00053296-0.0018611i,-0.00028577-0.0019882i,0.0011897-0.0022264i,0.0026355-0.0024171i,0.0021992-0.0029617i,0.0013113-0.0019343i,0.00096921-0.00031136i,0.00013063+0.00021592i,-0.00090273-0.00017019i,-0.0012522-0.0003096i,-0.00038216-0.00010988i,-0.00017863-0.00013776i
0.0013841-0.001224i,-0.00073386-0.00060217i,-0.0010592-0.0010825i,-0.0013038-0.0016301i,-0.00098322-0.0012738i,-0.00089707-0.00062688i,-0.00151-0.00039557i,-0.0021935-0.00084441i,-0.0018238-0.00038824i,-0.0006065+0.00053564i,0.00025299+0.00067634i,-9.6295e-05+0.00078542i,-0.00059862+0.0014522i,-0.001109+0.0027372i,-0.0020415+0.0041639i,-0.0017289+0.0031872i,-0.00047956+0.00096481i,-0.00044742-0.00044724i,-0.00056202-0.00099117i,0.00019514-0.00014784i,0.0002525+0.00030581i,-0.00017117-0.00012342i,1.7656e-05+0.00013603i
0.00028623+0.001971i,0.00064634+0.0013575i,0.0015078+0.00039198i,0.0014392+3.7956e-07i,0.0012001+0.00028541i,6.0736e-05+0.00033345i,-0.0016817+1.0542e-05i,-0.0023637-0.00060438i,-0.0017964-0.00060119i,-0.00052667-0.00067239i,0.00023802-0.0012947i,9.1183e-06-0.0017597i,-0.00050187-0.0017685i,0.00034679-0.0019875i,0.0018382-0.0031623i,0.0018333-0.0036868i,0.00055091-0.0019384i,0.0003128+0.00067473i,0.00050418+0.0015277i,-0.00052253+0.00096716i,-0.0012479+0.00039255i,-0.0021608-0.00034217i,-0.0021503-0.0013324i
-0.00089866+0.0022774i,-0.0018219+0.0021265i,-0.0013238+0.0024189i,-8.1173e-05+0.0020639i,0.0002585+0.0005245i,-0.00038753-0.00074757i,-0.0011443-0.001057i,-0.0014494-0.0013241i,-0.0010064-0.001318i,0.00026444-0.00045166i,0.0010116+8.8523e-05i,0.0010892+0.00031655i,0.00062879+0.0017026i,-0.00050314+0.0034226i,-0.0007012+0.0040012i,-0.00039149+0.0041195i,-0.00099796+0.0027759i,-0.0011869+0.00047502i,0.00010418-0.00019i,0.00066987+5.9509e-05i,0.00045492-0.00048226i,0.0011674-0.00035856i,0.0012396+0.00096754i
-0.00051915-0.00072232i,-0.001132-0.00061052i,-0.0013832+3.5324e-05i,-0.00041363-0.00050236i,0.00042927+9.7458e-05i,0.00038531+0.0013515i,-0.00062747+0.00027745i,-0.0019834-0.0011791i,-0.0024558-0.0012347i,-0.0018778-0.0011163i,-0.00082429-0.00094598i,-0.0008354-0.00069863i,-0.00067206-0.0015476i,0.00012419-0.0032403i,0.0008999-0.0041812i,0.0011325-0.0031927i,0.00095495-0.0014375i,0.0011196-0.00084381i,4.8148e-05-0.00068602i,-0.0014084+0.00041464i,-0.0018258+0.00096161i,-0.00072246+0.00035094i,0.00046498-7.1523e-05i
-0.0020655-0.0027447i,-0.0022076-0.0013705i,-0.0032803-0.00064314i,-0.001867-1.8646e-06i,-0.00030298+0.00020447i,-0.00027837+0.000252i,-0.00029956-0.00063519i,-0.0008709-0.0021406i,-0.0012907-0.0023039i,-0.00040055-0.00092949i,0.0010052+0.00010548i,0.0014505+0.00015499i,0.00076049+0.0005802i,0.00047248+0.002692i,0.00047292+0.00424i,0.00073263+0.0043887i,3.5199e-05+0.0032282i,-0.0017565+0.0015066i,-0.0017012+0.0012275i,-0.00025108+0.0014999i,0.00063063+0.00067296i,0.0010092+0.00049015i,0.0011448+0.0017277i
-0.001991-0.0015697i,3.4054e-05-0.0028016i,0.0010611-0.0015434i,0.0016298-0.00081393i,0.0019062-0.00062221i,0.00085259-0.00037444i,-0.00087098-0.0013657i,-0.0025826-0.0020564i,-0.0028395-0.00067117i,-0.0020369+0.00033914i,-0.0011026+0.00022556i,-0.0017227-6.0591e-05i,-0.0026318-0.0010122i,-0.0013384-0.0023126i,-0.00026162-0.0033523i,-0.00077983-0.0032209i,-0.00075154-0.0017335i,-0.00011393-0.00051725i,9.876e-05-0.00063924i,-0.0001485-0.00053309i,-0.00066557+0.00058141i,-0.00025298+0.0007909i,-3.1033e-05+0.00027525i
0.0015434+0.00097134i,0.00017106+0.0019793i,5.4636e-05+0.0016723i,-0.00024815+0.0010863i,-0.0014238+0.0010896i,-0.0017316+0.00027761i,-0.0011626-0.00080539i,-0.00091051-0.0012146i,-0.00098122-0.0014455i,-0.00040653-0.0015081i,0.000464-0.0013402i,0.00079728-0.0012161i,0.00074418+0.00013181i,0.0010158+0.0025356i,0.0014345+0.0051052i,0.0012165+0.0055254i,0.00086042+0.0032232i,7.6317e-08+0.0012605i,-0.00054343+0.00063334i,0.00046628+0.00010163i,0.0013159+0.00032524i,-0.00012299+0.00043194i,-0.00098838+6.4127e-05i
0.00064848-0.00089813i,-0.00062858-0.00031332i,-0.0010956-0.00064749i,-0.0011048-0.0017008i,-0.0019925-0.0019763i,-0.0024053-0.0012134i,-0.0012303-0.0009186i,-0.00080045-0.00074187i,-0.0012798-0.00021185i,-0.00086827+2.2244e-05i,1.0988e-06-0.00045188i,-0.00050803-0.00057201i,-0.0015016-0.00055424i,-0.0009928-0.0015928i,-0.00046927-0.0031815i,-0.00075156-0.0035668i,-0.00086396-0.0025591i,-0.00016675-0.0010517i,-0.00048965+0.00025503i,-0.0014022+0.00089682i,-0.00094399+0.00081567i,-0.00036831+0.001099i,-0.00088319+0.00055785i
-0.00056206+0.0013278i,8.3176e-05+0.00049575i,0.00030137+0.001079i,0.00026045+0.001018i,0.00097485+0.00065146i,0.0012586+0.00037297i,-0.0002836-0.00032i,-0.0017902-0.00089311i,-0.0016949-0.0010069i,-0.00087268-0.00077253i,-3.3971e-05-0.00070637i,0.0012589-0.00058816i,0.0021053-0.00012026i,0.00249+0.0015279i,0.00258+0.0040005i,0.0014939+0.0042344i,0.00029096+0.0024207i,-0.00055276+0.0012393i,-0.00034677+0.00094188i,-0.00021977+0.00050761i,-0.00019836-0.00048308i,3.2943e-05-0.00093991i,0.00033847-0.00043434i
-0.00090913+0.00065837i,-0.00072733-1.6685e-05i,0.00032078-2.7862e-05i,0.0021297+0.00040825i,0.0021223+0.00083879i,0.00083234+0.0011254i,-0.00015136+0.00025488i,-0.0013442-0.00094032i,-0.001828-0.00089951i,-0.00055205+0.00027946i,0.0011357+0.0011045i,0.00054795+0.0010474i,-0.0016493-0.00012422i,-0.0025131-0.0021018i,-0.0027808-0.0027637i,-0.0027588-0.0025876i,-0.0012233-0.0020504i,0.00035311-0.00099946i,0.00042663-0.00053373i,-0.00040033-2.1623e-06i,-0.00038819+0.00093561i,0.0005545+0.00082937i,0.00017171-0.00077985i
0.0010805+0.00079595i,-0.00046641+0.00085482i,-0.0021678+0.0011876i,-0.0023005+0.0014381i,-0.001637+0.0010551i,-0.00076219-0.0001395i,-0.00032627-0.00089094i,-0.0007644-0.00059277i,-0.0013669-0.0005867i,-0.00061667-0.00039414i,0.00030831+6.8705e-06i,0.00074776+4.0069e-05i,0.0016714+0.00064929i,0.0026305+0.0021448i,0.0028031+0.0033368i,0.0021688+0.0037876i,0.0017263+0.0020748i,0.0006206+0.00026946i,-0.00033751+0.00024333i,0.00024832+0.00050576i,0.0010418+0.00034436i,0.00090917-0.00010701i,0.00088178-0.00071035i
-0.001761-0.002425i,-0.0011905-0.001685i,-0.00074674-0.00092953i,0.00012616+2.0688e-05i,0.00054057+0.0011684i,0.0010098+0.001108i,0.00025501-0.00035136i,-0.00092379-0.0015672i,-0.0013994-0.0016604i,-0.0012318-0.00060004i,-0.000234+0.0011577i,-0.00014767+0.0018776i,-0.00065125+0.0010509i,-0.0016605-0.0011039i,-0.0024506-0.0032573i,-0.0021016-0.0036337i,-0.0010248-0.002083i,0.00061995-0.00053993i,0.00025741+6.8766e-05i,-0.0007386+0.0005195i,-0.0013223+0.0013533i,-0.00085988+0.00070718i,-0.00074125-0.00029083i
-0.0017803+0.00067874i,-0.0011125-0.00020313i,-0.001235+0.0015003i,-0.0011372+0.0020376i,0.00022021+0.0012207i,0.0012772-0.00015197i,-0.00013089-0.0017731i,-0.0026633-0.0019552i,-0.0037822-0.0004512i,-0.0025633+0.0011079i,-0.00055809+0.00063032i,6.5983e-05-0.00053943i,0.00011867+0.00036529i,0.0016086+0.0019901i,0.0028799+0.0026092i,0.003025+0.0030041i,0.001898+0.003038i,-0.0005916+0.0023721i,-0.0015112+0.00081828i,-0.00046626+2.3116e-05i,0.00030787+0.00067844i,0.00019136+0.00064813i,0.00028504+0.0004384i
0.0012034+0.00060832i,0.00063425+0.0012414i,0.00038286+0.00046722i,-9.1963e-05-0.00042151i,-0.00096412-0.0014128i,-0.0012604-0.0011085i,-0.00073262-0.00071778i,-0.0010417-0.0011359i,-0.0010743-0.0014186i,-7.253e-05-0.0013604i,-6.7272e-05-0.00063304i,-0.0009027+0.0001155i,-0.0016151-0.00017621i,-0.0017008-0.0008533i,-0.0012749-0.0014891i,-0.0011869-0.0019257i,-0.00024052-0.0015902i,0.00046779-0.0012392i,0.00077993-0.0012368i,0.00094929-0.00031313i,0.00018262+0.00032102i,-0.0001376+0.00058147i,-0.00041807+0.00080058i
0.001075-0.0031676i,0.00018961-0.0021214i,-0.0017458-0.0017382i,-0.0019738-0.00082294i,-0.00086942+7.1916e-06i,-9.6944e-05+0.0010398i,-0.00048597+0.00057552i,-0.0016811-0.0010511i,-0.0027438-0.00088381i,-0.0028089-0.00015013i,-0.0022064-0.00053991i,-0.00092259-0.0010532i,0.0001559-0.001149i,0.0018187+0.00021567i,0.002622+0.002132i,0.0022327+0.002411i,0.0008796+0.0015453i,-0.00063894+0.0014i,0.00030581+0.0015234i,0.00084541+0.00028493i,0.00045135-0.00071205i,0.00050358-0.00017811i,0.00054508+0.00022673i
