-0.00021779-0.0005998i,-9.8788e-05-0.0012811i,-0.0012628-0.00097194i,-0.0015051-0.00011614i,-0.0013324+0.00075164i,-0.00040506+0.0014372i,0.00012384+0.001111i,-0.00044936-0.00019918i,-0.00037727-0.0016732i,0.00010432-0.0012782i,0.00050098-0.0011644i,0.00086271-0.0018765i,0.00027115-0.0012778i,-0.00043592-6.17e-05i,-0.00056846+0.0008606i,-0.00070176+0.0008273i,-0.00031507+0.00096799i,0.00032853+0.00071749i,0.00086504-0.0001221i,0.000455-0.00052309i,-1.13e-06-0.00035515i,0.0003975-0.00010792i,0.0011051+0.00046848i
-0.1486+0.076781i,-0.28226+0.14018i,-0.33788+0.17108i,-0.25832+0.13422i,-0.1216+0.061476i,-0.028834+0.018804i,0.0053837+0.010607i,0.012025+0.0040987i,0.011476-0.0038353i,0.0091647-0.0088561i,0.0024007-0.0089386i,-0.0052658-0.0059311i,-0.0075614-0.0043372i,-0.0041555-0.0058611i,0.0014026-0.0077471i,0.004377-0.0071712i,0.0036353-0.0037174i,0.0056735+0.0018926i,0.014112+0.0069384i,0.024402+0.0050825i,0.028039-0.0028105i,0.024122-0.0063879i,0.01895-0.0018393i
0.13086-0.09456i,0.24875-0.16578i,0.30141-0.18847i,0.22858-0.13556i,0.10253-0.057128i,0.016714-0.015934i,-0.015753-0.0077706i,-0.01908-0.0020889i,-0.01369+0.0057611i,-0.0055866+0.01186i,0.0023427+0.010578i,0.0043289+0.0059122i,0.0023614+0.0045779i,0.000485+0.0052096i,-0.0027897+0.0061866i,-0.0046921+0.0060894i,-0.0026378+0.0028885i,-0.0033505-0.0027784i,-0.011123-0.0076881i,-0.02213-0.0065484i,-0.029071-5.4162e-05i,-0.027676+0.0031424i,-0.020798-0.00079329i
-0.10296+0.11116i,-0.20599+0.18831i,-0.25583+0.20185i,-0.19274+0.13182i,-0.080435+0.048629i,-0.0090028+0.011366i,0.01037+0.0050376i,0.0055342+0.0018428i,-0.00018938-0.002227i,-0.0014871-0.0052898i,-0.0034373-0.0072092i,-0.0061255-0.0089934i,-0.0076689-0.0092015i,-0.0058703-0.0078089i,-6.0039e-05-0.0058367i,0.0047646-0.0039138i,0.0046041-6.3163e-05i,0.0046448+0.0057506i,0.011321+0.0094904i,0.022738+0.0085062i,0.030917+0.0047487i,0.029776+0.0032111i,0.020111+0.0062101i
0.071715-0.11637i,0.15798-0.19376i,0.20665-0.19689i,0.15826-0.1164i,0.062671-0.034612i,0.0020574-0.0068783i,-0.015161-0.0051476i,-0.014025+0.00039563i,-0.0097473+0.0081627i,-0.0047234+0.014387i,0.0020884+0.014025i,0.0054094+0.010737i,0.0051601+0.010634i,0.003758+0.009708i,2.0036e-05+0.0061423i,-0.0031322+0.0036876i,-0.0029821+0.0011938i,-0.0033786-0.0045037i,-0.0093178-0.009777i,-0.021104-0.011176i,-0.030096-0.010157i,-0.028049-0.010219i,-0.018678-0.011419i
-0.050194+0.11211i,-0.12237+0.18841i,-0.16954+0.18812i,-0.12978+0.10334i,-0.047352+0.024073i,0.0059325+0.0008295i,0.018364-0.0002052i,0.009612-0.004504i,0.00041056-0.0087606i,-0.0036005-0.010306i,-0.0051766-0.0089928i,-0.0047855-0.0088828i,-0.0036717-0.0090771i,-0.0015794-0.0066822i,0.0027108-0.0040585i,0.0043499-0.0021258i,0.0017381+9.0772e-05i,0.00098664+0.0043986i,0.006278+0.010182i,0.016258+0.014281i,0.025274+0.015896i,0.025648+0.017017i,0.016676+0.015301i
0.0302-0.10998i,0.084841-0.1816i,0.12816-0.17516i,0.099519-0.085394i,0.030828-0.011608i,-0.011961+0.0040781i,-0.018941-0.00071377i,-0.011424-0.0016393i,-0.0051131+0.0016259i,-0.0013899+0.0063078i,0.0020292+0.0089832i,0.0056051+0.010078i,0.006928+0.0094338i,0.005152+0.0060724i,0.0019082+0.0020494i,-0.0008548-0.00041644i,-0.00092125-0.0023342i,-0.0007667-0.0037152i,-0.005216-0.006831i,-0.014311-0.012675i,-0.021204-0.018113i,-0.019237-0.021135i,-0.011365-0.018971i
-0.0068563+0.099491i,-0.049618+0.1659i,-0.091944+0.15468i,-0.076432+0.064615i,-0.01988-0.0041957i,0.015174-0.012331i,0.014793-0.0029557i,0.0022757-0.0014303i,-0.0056514-0.0035035i,-0.0086425-0.0071886i,-0.0096197-0.0098363i,-0.008684-0.010022i,-0.0078654-0.0091138i,-0.0069507-0.0065518i,-0.0034952-0.0026175i,0.00025616-0.00056669i,0.0010079-0.00060687i,0.00023865+0.00082039i,0.0018695+0.0068438i,0.0077985+0.015082i,0.013572+0.021684i,0.011865+0.024353i,0.0054868+0.021349i
-0.0086846-0.080833i,0.021299-0.14059i,0.0642-0.12698i,0.061303-0.042511i,0.014869+0.013681i,-0.018449+0.013522i,-0.020753+0.0027619i,-0.01101+0.0022236i,-0.0051038+0.005764i,-0.0018131+0.0071343i,0.0016981+0.0067645i,0.0041421+0.0080852i,0.0059055+0.0092233i,0.005115+0.0063949i,0.00092171+0.0027234i,-0.0014497+0.00053557i,-0.00072661-0.00028517i,-0.00040353-0.00075909i,-0.0019475-0.0059352i,-0.0055139-0.015807i,-0.0076388-0.024003i,-0.0035125-0.025896i,0.0017459-0.019945i
0.017173+0.069722i,-0.0059914+0.11776i,-0.04759+0.10109i,-0.05047+0.022307i,-0.0079253-0.025564i,0.020217-0.020771i,0.015894-0.0068787i,0.0029137-0.0026989i,-0.0044297-0.0037831i,-0.0064353-0.0072874i,-0.006239-0.010257i,-0.0062856-0.010238i,-0.0069276-0.0068968i,-0.0060801-0.0018381i,-0.0029399+0.0011709i,-0.00036361+0.0018866i,-0.00054437+0.0015528i,-0.0015775+0.00039772i,-0.00099608+0.0042216i,0.001815+0.015178i,0.001798+0.024996i,-0.0034837+0.026781i,-0.0067994+0.020436i
-0.021908-0.054433i,-0.0048887-0.09207i,0.035844-0.074621i,0.04511-0.0044367i,0.0091065+0.037103i,-0.017252+0.027009i,-0.015233+0.005092i,-0.0070289-0.0044957i,-0.0027494-0.0056034i,0.0022189-0.0040526i,0.0066378-0.0014476i,0.0084883+0.0023368i,0.010906+0.0054594i,0.011174+0.0037967i,0.0071832+0.00036524i,0.00297-0.00090264i,0.0020434+0.00080537i,0.0016377+0.0025608i,0.00077314-0.0022584i,0.0010908-0.013005i,0.003956-0.020543i,0.008737-0.020329i,0.0099998-0.015117i
0.023304+0.040307i,0.0094783+0.070309i,-0.030965+0.054522i,-0.042442-0.0074287i,-0.0099025-0.041594i,0.014738-0.028547i,0.011861-0.010647i,0.00091743-0.0066887i,-0.0031511-0.0074571i,-0.0019345-0.0070319i,-0.0015341-0.0064148i,-0.0042107-0.0060584i,-0.0076665-0.0025994i,-0.0068055+0.0023221i,-0.0023893+0.0023632i,0.00017917+0.00060947i,0.00089266-0.0016546i,0.00093679-0.0035165i,-0.0010141+0.0012988i,-0.0043018+0.012417i,-0.0088223+0.019541i,-0.013796+0.016218i,-0.014462+0.010864i
-0.02412-0.025547i,-0.012172-0.046805i,0.026972-0.030003i,0.041456+0.021715i,0.010608+0.045053i,-0.015404+0.028248i,-0.014191+0.0091018i,-0.0061081+0.00029627i,6.9744e-05-0.0015216i,0.0071904-0.00020242i,0.010704+0.0012961i,0.0094961+0.0018373i,0.0082503+0.0006006i,0.0075587-0.00063457i,0.0055884-0.00044142i,0.0027919-0.00044417i,0.00022846+0.00087998i,-0.001544+0.0021898i,0.00011049-0.0016221i,0.0056234-0.0099306i,0.012025-0.014317i,0.016074-0.010618i,0.014334-0.0052975i
0.017221+0.017849i,0.0036045+0.031567i,-0.03488+0.015527i,-0.046864-0.030683i,-0.014215-0.050375i,0.011778-0.03132i,0.011973-0.0083523i,0.0057352+0.0016797i,0.0032586+0.0048662i,0.0024271+0.0070282i,-0.00033687+0.0062703i,-0.0064165+0.0029795i,-0.011061+0.0016266i,-0.0091865+0.0018129i,-0.00466+0.0014399i,-0.0022025+0.0010997i,0.00053176-0.0012362i,0.0017343-0.002949i,-0.0021222+0.00092525i,-0.009778+0.0089216i,-0.01689+0.012361i,-0.017658+0.0069713i,-0.013323+0.0023095i
-0.013043-0.008957i,0.0021517-0.020987i,0.039157-0.0088299i,0.05092+0.029382i,0.021393+0.044345i,-0.0066816+0.026676i,-0.010938+0.0075852i,-0.0051797+0.00053702i,-0.0014111+0.0020437i,0.0010254+0.0046255i,0.0038444+0.0031677i,0.0057039-0.00053085i,0.005224-0.0031105i,0.0034671-0.0036037i,0.0021194-0.0014356i,0.00034353+0.0010029i,-0.0016865+0.002971i,-0.0019886+0.0049457i,0.0023988+0.001962i,0.010879-0.0052426i,0.016157-0.0072254i,0.015682-0.0021941i,0.012239+0.0011079i
0.007233+0.0066693i,-0.010032+0.015448i,-0.044347+0.00232i,-0.052617-0.032962i,-0.021055-0.045731i,0.0056865-0.027959i,0.0065041-0.0086183i,-0.00036369-6.1235e-05i,-0.0046265+0.0035032i,-0.0074829+0.0066726i,-0.0086599+0.0060568i,-0.0081878+0.003312i,-0.0072668+0.0031543i,-0.0061957+0.0030852i,-0.0039096+0.0010956i,-0.00092705-0.00044614i,0.0018257-0.001146i,0.0022439-0.0016506i,-0.0028924+0.0005224i,-0.012146+0.0048114i,-0.017082+0.0050326i,-0.013871-0.00019674i,-0.0091275-0.0032607i
-0.00016017-0.0021661i,0.016994-0.0074538i,0.051581+0.002775i,0.059524+0.031107i,0.027278+0.041232i,-0.0019109+0.025392i,-0.0097176+0.0080476i,-0.010286+0.0014256i,-0.011129-0.00020007i,-0.0090638-0.0026864i,-0.0030203-0.0050343i,0.0040278-0.0064529i,0.0069983-0.0070324i,0.0054365-0.005389i,0.0026857-0.001777i,0.00015825+0.00054812i,-0.0020135+0.0012238i,-0.0019172+0.0012428i,0.0035747-0.00051718i,0.013598-0.0029978i,0.018407-0.0014802i,0.013126+0.0035591i,0.0066279+0.0056419i
-0.0051133+0.0049944i,-0.026137+0.012103i,-0.058541+0.0037834i,-0.063128-0.023788i,-0.028874-0.035053i,0.00055714-0.022117i,0.0048431-0.0069178i,-0.00040735-0.0012307i,-0.0037382-0.00075298i,-0.0052911-0.00065105i,-0.0058687-0.00025155i,-0.0049242+0.0022574i,-0.0026102+0.0046014i,-0.00039509+0.0032173i,0.00023684+0.00027404i,0.00049628-0.00069446i,0.001353-0.001014i,0.00030645-0.001441i,-0.0056085-0.00051327i,-0.013696+0.0014712i,-0.016649+0.00080483i,-0.011333-0.0024758i,-0.0048367-0.0042045i
0.0057207-0.0089109i,0.027972-0.016722i,0.060135-0.0093686i,0.063822+0.01806i,0.031461+0.032027i,0.0028253+0.020843i,-0.0050753+0.0047634i,-0.0051477-0.0030844i,-0.0049107-0.0056137i,-0.0025765-0.0070106i,0.0020158-0.0074186i,0.0050612-0.0071961i,0.0040388-0.0067053i,0.0020947-0.0042199i,0.0012873-0.00059126i,0.0010005+5.5298e-05i,-0.00060146-0.00079562i,-0.0011406-0.00039704i,0.004532+0.00055168i,0.013372+0.0015771i,0.016474+0.0043429i,0.010444+0.0064676i,0.0034158+0.005395i
-0.0069617+0.0077898i,-0.029208+0.017799i,-0.06073+0.013817i,-0.064846-0.010933i,-0.034694-0.024758i,-0.0073976-0.01648i,0.0013842-0.0055152i,0.001858-0.0032987i,0.0032216-0.0040221i,0.0040713-0.0031202i,0.0011301-0.00037219i,-0.0027147+0.0040287i,-0.0027883+0.0062437i,0.00013299+0.0035679i,0.0016093-0.00042586i,0.0011862-0.0014089i,0.00077772-0.00024275i,-0.00096126+0.00073657i,-0.0069242+0.00055584i,-0.014325-0.00078445i,-0.015407-0.0035396i,-0.0084895-0.0052331i,-0.0017437-0.0048219i
0.007778-0.0086924i,0.02943-0.022713i,0.05977-0.021846i,0.063822+0.0024659i,0.033849+0.019615i,0.006424+0.014456i,-0.003177+0.0043951i,-0.0045818+0.00074482i,-0.0038659+0.0010029i,0.00061963+0.00048i,0.004227-0.0020806i,0.0038889-0.0050959i,0.00056053-0.0055308i,-0.0023474-0.0017285i,-0.0020777+0.0025916i,0.00030737+0.0024853i,0.0019138+0.00035129i,0.003768-0.0007185i,0.008023+0.00027838i,0.01242+0.0033793i,0.012827+0.0066641i,0.0070738+0.0070434i,0.00016014+0.004208i
-0.005703+0.013625i,-0.027081+0.028584i,-0.055713+0.029218i,-0.059554+0.0063608i,-0.032922-0.012826i,-0.0086799-0.011643i,-0.001168-0.0042636i,-0.00080422-0.00066511i,-0.00045511+0.0011349i,-0.00024054+0.002949i,-0.0014299+0.0044538i,-0.0029841+0.005791i,-0.0012206+0.0070547i,0.0016042+0.004151i,0.0016319-0.00096881i,0.00041144-0.0020132i,-0.00035051-0.00080029i,-0.0021698-0.00039222i,-0.007092-0.001849i,-0.012753-0.0050729i,-0.013576-0.0074373i,-0.0077942-0.006505i,-0.00095039-0.0034802i
0.0013329-0.014562i,0.019336-0.031528i,0.045939-0.033552i,0.052549-0.010376i,0.03031+0.0091299i,0.0084953+0.0076713i,-0.00037565+0.0002712i,-0.0035777-0.0013567i,-0.0056658+0.0011521i,-0.0030921+0.0028781i,0.0026243-0.00028703i,0.004202-0.0050039i,0.0016599-0.006149i,-0.0012104-0.0018762i,-0.0017693+0.0021338i,9.6268e-05+0.0018875i,0.0019363+0.00034137i,0.0038982-0.0005186i,0.0078192+0.0013072i,0.012137+0.0055555i,0.011727+0.0099204i,0.0058207+0.010643i,-0.0005782+0.0067955i
-0.0031791+0.01372i,-0.019614+0.032653i,-0.044798+0.037564i,-0.049221+0.0164i,-0.027238-0.0035201i,-0.0072318-0.0058915i,-0.0012584-0.0030529i,-0.0017599-0.0037282i,-0.0020498-0.0048638i,-0.002267-0.003365i,-0.0027292-0.00011173i,-0.0022446+0.0037493i,0.00063585+0.0060741i,0.0035195+0.0028685i,0.0035371-0.0014691i,0.0013442-0.0013954i,-0.0010087+6.592e-05i,-0.0037718+3.7944e-05i,-0.0070752-0.00205i,-0.0088891-0.0064689i,-0.0072335-0.010151i,-0.0023795-0.0084647i,0.0011311-0.0043818i
0.0029246-0.016427i,0.013784-0.035203i,0.03572-0.04234i,0.042644-0.022413i,0.024145-0.00033246i,0.0056362+0.0056984i,-0.00065434+0.0028246i,-0.0022828-0.00084191i,-0.0036504-0.0022759i,-0.0021155-0.0021909i,0.0016656-0.0034044i,0.002475-0.0057981i,-0.0011301-0.0058236i,-0.0032616-0.0016149i,-0.0015664+0.0018089i,0.0013107+0.0023973i,0.0040662+0.0023531i,0.0064577+0.0026142i,0.008869+0.0040765i,0.010504+0.0070779i,0.007299+0.01013i,0.00084633+0.0095008i,-0.0035422+0.0050559i
0.0023654+0.015117i,-0.0077786+0.037409i,-0.027907+0.046256i,-0.035625+0.024985i,-0.020278+0.0024046i,-0.0044002-0.0034352i,0.00061241-0.003166i,0.00032832-0.0039985i,-0.00046186-0.0047217i,-0.0016177-0.0031661i,-0.0029878+0.00015121i,-0.0027851+0.0038628i,-0.0013364+0.0064182i,-0.00028809+0.0046718i,7.4338e-05-0.00027535i,-0.0014353-0.0026009i,-0.0039237-0.0016656i,-0.0058793-0.00068204i,-0.007773-0.0021695i,-0.0073207-0.0057774i,-0.0035224-0.0094321i,0.0010614-0.0085988i,0.0028711-0.0046248i
-0.0017036-0.014543i,0.0016727-0.035148i,0.017871-0.045591i,0.027961-0.028807i,0.017647-0.0063124i,0.0039369+0.0027393i,-0.0012312+0.0030276i,-0.0006688+0.001816i,0.0011365+0.0019012i,0.0028785+0.0016659i,0.0037218-1.6025e-05i,0.0022149-0.0037745i,-0.0016252-0.0063546i,-0.0034321-0.0042202i,-0.0020933+0.00046409i,0.00038036+0.002461i,0.0027395+0.0015392i,0.0040588+0.0016508i,0.0054778+0.0036277i,0.0056373+0.0078921i,0.0014104+0.010131i,-0.0037782+0.0078564i,-0.0050651+0.0046733i
0.0088367+0.016749i,0.0057866+0.033948i,-0.0087807+0.04341i,-0.02052+0.027373i,-0.013478+0.004778i,-0.0040903-0.0028732i,-0.0014924-0.001102i,-0.00096591+0.00085418i,-0.0008027+0.00096341i,-0.001214+0.00084542i,-0.0022441+0.0026366i,-0.0014205+0.005877i,0.0018899+0.0067877i,0.003495+0.0037259i,0.0026792-0.00018278i,-0.00033743-0.0017317i,-0.0035693-0.0012919i,-0.0049503-0.001439i,-0.0060623-0.0028048i,-0.0059166-0.0052564i,-0.0011513-0.0076832i,0.0045892-0.0068385i,0.0053653-0.0028867i
-0.008699-0.011115i,-0.0091693-0.028128i,0.0031173-0.037651i,0.016221-0.024314i,0.012033-0.0050327i,0.0029882+0.0022664i,-0.0011713+0.0031213i,-0.0027294+0.0023371i,-0.0029697+0.0024528i,-0.0011885+0.0030097i,0.00083844-0.00040808i,0.00090277-0.0056498i,-0.0001836-0.0082857i,-0.00030002-0.0062675i,0.00090685-0.0022921i,0.0023045-0.00055601i,0.0043022-0.00032168i,0.0045884+0.00074209i,0.0040038+0.0032346i,0.0025413+0.0061053i,-0.0021834+0.0068829i,-0.0063212+0.0045882i,-0.0061035+0.0017177i
0.0081712+0.0087725i,0.010133+0.025622i,-0.0012583+0.036879i,-0.014003+0.026339i,-0.011232+0.0082946i,-0.0045961+0.0011239i,-0.0023835-6.3478e-05i,-0.0036606-0.00056337i,-0.0062418-0.0012235i,-0.0075524-0.0010375i,-0.0059968+0.0011277i,-0.0017671+0.005377i,0.0022838+0.0083426i,0.0044588+0.0061956i,0.0034361+0.0019511i,0.00053469+0.00044499i,-0.0021289+0.00017617i,-0.0034986-0.00036229i,-0.0035154-0.0019938i,-0.0017708-0.0051477i,0.0027792-0.0055489i,0.0069551-0.0028577i,0.0062933+0.00011187i
-0.012493-0.0059792i,-0.015626-0.019682i,-0.0062955-0.02951i,0.0077624-0.020824i,0.0089636-0.0051432i,0.0030452+0.00052813i,-0.0011936+0.000134i,-0.0037582+0.00021629i,-0.0042706+0.00065656i,-0.0021975-0.00025015i,2.2011e-05-0.0034629i,-0.0010236-0.0072417i,-0.0038623-0.0078378i,-0.0039165-0.0054973i,-0.0020018-0.0020022i,-0.00016634+0.00049706i,0.0014933-0.00027576i,0.0027152-0.0010195i,0.0021134+0.0014428i,-0.00044576+0.0045424i,-0.004829+0.0043343i,-0.0076525+0.0014617i,-0.0066564-0.0010152i
0.008586+0.0025304i,0.014507+0.01458i,0.0081235+0.025715i,-0.0045326+0.020574i,-0.0057552+0.0073258i,-0.00054769+0.00025086i,0.0003265-0.0028893i,-0.0026764-0.0045878i,-0.0053543-0.0039619i,-0.0047182-0.0019196i,-0.002751+0.00069869i,-0.00064763+0.0053036i,0.0025426+0.0091388i,0.0038301+0.0089133i,0.002031+0.0047348i,0.00047274+0.0017495i,0.00014094+0.0013082i,-0.00032797+0.0011979i,-0.00018485-0.00025543i,0.0021042-0.0028224i,0.0055896-0.002404i,0.0070806+0.0014219i,0.0049954+0.0037563i
-0.0069773-0.0035462i,-0.014166-0.01258i,-0.010882-0.023204i,-0.00015217-0.019828i,0.0022435-0.0074326i,-0.00071381-0.00034034i,-0.0017544-6.1112e-05i,-0.0010016-0.0024056i,0.0011367-0.0036564i,0.0042807-0.0035099i,0.0047954-0.00414i,0.00026948-0.0070471i,-0.0042294-0.0089593i,-0.0041792-0.0075467i,-0.0025057-0.0039788i,-0.0014141-0.0020988i,-0.00020543-0.002449i,0.00011287-0.0014381i,-0.00089496+0.0012263i,-0.0025672+0.0033957i,-0.0046694+0.0026572i,-0.0055974+0.00015148i,-0.0030126-0.0021248i
0.0072051+0.002573i,0.014141+0.0090234i,0.011128+0.016923i,0.00039903+0.015119i,-0.0023733+0.0048302i,-0.00045643-0.0016162i,-0.0012088-0.0019388i,-0.002063-0.0012234i,-0.0019324-0.00085872i,-0.00049482+0.0003143i,0.0011331+0.0021699i,0.0023955+0.0040932i,0.0042049+0.0064527i,0.0038498+0.0068656i,0.0023561+0.0045466i,0.00093108+0.0028007i,-0.00023179+0.0025557i,-0.00012259+0.0018551i,0.0015326+0.00015566i,0.0040394-0.00093298i,0.0052131+0.0003881i,0.0040024+0.0021171i,0.0015282+0.002299i
-0.0091649+0.0015146i,-0.015177-0.0047202i,-0.011652-0.01227i,0.00030151-0.011559i,0.0049183-0.0035595i,0.0023083+0.00022726i,8.7769e-05-0.00075648i,-0.0016139-0.0018107i,-0.0013575-0.0005311i,0.0012225+0.0014959i,0.0017622+5.4111e-05i,-0.0016717-0.0043035i,-0.0052923-0.0067042i,-0.0057294-0.0058756i,-0.0048202-0.004078i,-0.003139-0.0024335i,-0.0014183-0.0015846i,-0.0014838-0.0014524i,-0.0029289-0.00037762i,-0.0050862+0.0012233i,-0.0060244+0.00076173i,-0.0040264-0.001194i,-0.00098351-0.0021672i
0.0048463-0.0018294i,0.012018+0.0017237i,0.011449+0.0085443i,0.0026849+0.0086357i,-0.0011447+0.0021347i,-5.6896e-05-0.0012461i,-6.2815e-05-0.00079595i,-0.0018673-0.00043076i,-0.0040784+0.0002503i,-0.004136+0.0037786i,-0.0014608+0.0062004i,0.0020852+0.0055928i,0.0057365+0.0056329i,0.0068156+0.0057582i,0.0049783+0.0039503i,0.0027787+0.002522i,0.00033265+0.0025212i,-0.00012474+0.002174i,0.0012937+0.00071549i,0.0032015-0.00050412i,0.0039251+0.0011947i,0.0019912+0.0030917i,-0.00066177+0.0029107i
-0.0048983+0.00071253i,-0.010629+0.00030429i,-0.01149-0.0040166i,-0.0041455-0.0047043i,0.00057118-0.00066961i,0.00076446+0.0018916i,-0.00074291+0.0010898i,-0.0026502-0.00092539i,-0.0037899-0.001719i,-0.0032647-0.0011483i,-0.0011268-0.0013262i,-0.0020856-0.0021774i,-0.0057066-0.0036602i,-0.0065154-0.0044318i,-0.0050258-0.0038183i,-0.0027518-0.0029572i,-0.0011697-0.0022302i,-0.00082994-0.0021567i,-0.001732-0.0018069i,-0.0041379-0.0013921i,-0.0047585-0.0013398i,-0.00162-0.0013121i,0.0018763-0.00061981i
0.0022538-0.002406i,0.0064115-0.0015995i,0.0074046+0.0035177i,0.0024255+0.0058971i,4.4516e-06+0.0029238i,0.00051826+8.9427e-06i,-0.00041061-0.0014895i,-0.0021772-0.0021897i,-0.0041896-0.0018831i,-0.0042465-0.00064395i,-0.0027991+0.00076781i,0.00017881+0.0018183i,0.0047366+0.0038358i,0.0072601+0.0051449i,0.0066456+0.0039297i,0.0040609+0.0030947i,0.0015685+0.0026403i,0.00095235+0.0020202i,0.002778+0.0025004i,0.0037981+0.0027992i,0.0025942+0.0025728i,0.0010232+0.0022559i,-0.0009301+0.00029036i
-0.0047485+0.0024657i,-0.0078226+0.0028042i,-0.008524-0.0015462i,-0.0026941-0.004336i,0.0012981-0.0019854i,0.00065008-0.0003516i,-0.00096075-0.00043089i,-0.0019542-0.0013864i,-0.0025818-0.0032165i,-0.0013074-0.0045428i,0.00047924-0.0048265i,-0.0011983-0.0049763i,-0.0054813-0.0042946i,-0.0076932-0.0024081i,-0.0067511-0.0015401i,-0.0038024-0.0022755i,-0.0019226-0.0027309i,-0.0016478-0.0019837i,-0.0026327-0.0013326i,-0.0038102-0.0018246i,-0.0029057-0.0023387i,-3.8244e-05-0.0010455i,0.0021148+0.000959i
0.00082765-0.0033894i,0.0014617-0.0034948i,0.0023493-0.00080453i,-0.00088109+0.0006696i,-0.002575-0.0011706i,-0.0019219-0.0020232i,-0.0024204-0.0011648i,-0.0027015-0.00082709i,-0.001797-0.0015303i,-0.0011619-0.0014962i,-0.00053709-0.00066123i,0.00089839+2.6224e-05i,0.0050157+9.1308e-05i,0.0088258+0.0005178i,0.0073843+0.0012263i,0.0041421+0.0018448i,0.0018322+0.0018457i,0.00094204+0.00086449i,0.0018942+0.0010917i,0.0027883+0.0020481i,0.0022033+0.0020851i,-0.0005719+0.00085826i,-0.0022646-0.00057951i
0.0024344+0.0020624i,0.00040792+0.0021979i,-1.4684e-05-0.0014031i,0.0019702-0.0039006i,0.0024846-0.0016867i,0.00064529+0.00056008i,-0.0013309+0.00064906i,-0.0015813-0.00048624i,-0.00078048-0.00032308i,0.00069931-0.00056346i,0.0023889-0.0017932i,0.00065342-0.0015175i,-0.0039822-0.00085919i,-0.0071574-0.00023456i,-0.006614-7.7896e-05i,-0.0034696-0.0014356i,-0.0014495-0.0018581i,-0.0014217-0.0011812i,-0.0025275-0.0014527i,-0.0036949-0.0019561i,-0.002678-0.0017135i,-0.00047151-0.00070416i,0.00082244+0.00040219i
-0.00099332+0.0011148i,0.0016132+0.00098855i,0.0043463+0.0033809i,0.0031766+0.0041871i,0.00084735+0.00069217i,9.936e-05-0.0019389i,-0.00068856-0.0015126i,-0.0018726-0.00011861i,-0.0022893+0.00061836i,-0.0007502+0.0014716i,0.00032391+0.0016319i,0.0014455+0.00074644i,0.0050322-0.00076606i,0.0076947-0.0017195i,0.0067614-0.00097149i,0.0045755+0.00022513i,0.0025577+0.00082504i,0.00067252+0.0014378i,0.00098567+0.0024403i,0.0013969+0.0031961i,0.0009494+0.0027224i,0.00025112+0.00082557i,-0.0014132-0.0010443i
0.00029938-0.00041534i,-0.0010445+0.00074197i,-0.0022013+5.2248e-05i,-0.00090935-0.0017172i,0.0013188-0.0020858i,0.0013661-0.0011381i,-0.0005606-0.00081309i,-0.0029873-0.0014548i,-0.0036264-0.0013458i,-0.0014336-0.0003589i,0.00073329-0.00055153i,0.00027737-0.00062481i,-0.0030324+0.0019137i,-0.0055723+0.0044137i,-0.0047705+0.0037556i,-0.0028088+0.001668i,-0.0017996+0.00026786i,-0.0011554-0.001004i,-0.0018981-0.0015176i,-0.0031981-0.002093i,-0.0026579-0.0021552i,-0.00063031-0.0012881i,0.001403-0.00030381i
-0.0018362+0.00092767i,-0.0015902-0.00029921i,-0.00041742+0.00080646i,-0.00052001+0.0027284i,-0.00051759+0.0020199i,-0.00081302-0.00076142i,-0.0016839-0.0019322i,-0.0030719-0.0012401i,-0.0040373+0.00044213i,-0.0042456+0.0018821i,-0.003705+0.0020836i,-0.0017945+0.00019102i,0.0013609-0.0023186i,0.0039704-0.0028846i,0.0046649-0.0017922i,0.0034067+0.00011353i,0.0019027+0.00073608i,0.0010648+0.00063916i,0.00040463+0.00173i,0.00066369+0.0031687i,0.0011757+0.002355i,0.0002976+0.00032978i,-0.0010733-0.0013343i
0.00048711-0.0018251i,0.0011031-0.0012857i,0.00086081-0.00061445i,0.0015694-0.0021908i,0.0017362-0.0010942i,0.0008596+0.00055499i,-0.00059676+0.00060063i,-0.0028396-0.0010237i,-0.0039704-0.0026163i,-0.0022427-0.0016881i,0.00062961-0.00069641i,0.0010496+0.00095845i,-0.0016605+0.0040087i,-0.0040818+0.0057489i,-0.0037806+0.0047209i,-0.0030768+0.0021025i,-0.0029469+0.00063107i,-0.002012+0.0006129i,-0.0012693+0.00024417i,-0.0011498-0.00096377i,-0.00050421-0.0017352i,0.00037782-0.0017943i,0.0014356-0.00056645i
0.00068017-0.00015479i,-0.00027312+0.0011391i,-0.00091865+0.0023702i,-0.0010143+0.0035633i,-0.0016631+0.0027848i,-0.0014384+0.0019612i,-0.00097714+5.3868e-05i,-0.0016837-0.0021799i,-0.0028304-0.0027869i,-0.0030897-0.0014228i,-0.0025231-0.00035139i,-0.0023371-0.0012879i,-0.0012325-0.003805i,0.0021017-0.0055836i,0.0036389-0.0044883i,0.0029175-0.002425i,0.001506-0.0012996i,0.00010042-0.0010087i,-2.0076e-05-0.00020105i,0.00063965+0.0017177i,0.00083407+0.0033858i,0.00083328+0.0028677i,0.0002932+0.0015808i
