-0.0017783+0.00035435i,-0.0010494-0.00035017i,-0.0012146+0.001096i,-0.0011902+0.0022717i,-0.00066324+0.0030371i,-6.6421e-05+0.0026866i,-0.0011405+0.0011208i,-0.00093986+0.00080251i,0.00098923+0.00081702i,0.0020423+8.5968e-05i,0.0017557-0.00086626i,0.00063778-0.0007871i,-5.5384e-05-0.00070716i,-0.00035108-0.00079523i,-0.00035189-0.00088524i,0.0006668-0.00077521i,0.0016833+7.4412e-05i,0.001386+0.00049452i,0.00028752+0.00043303i,-0.00027258+0.00024669i,0.00017309+0.00025506i,0.00016245+0.00040545i,-0.00057203+0.00035815i
0.0067516-0.029069i,0.016808-0.10367i,0.015807-0.20052i,-7.3587e-05-0.21909i,-0.0038427-0.13838i,0.010695-0.079391i,0.0097521-0.078172i,0.0079019-0.065177i,0.021753-0.03562i,0.031581-0.010771i,0.034165+0.0091967i,0.026459+0.0065513i,-0.0038798-0.011463i,-0.037914-0.013444i,-0.049713-0.0019132i,-0.040746+0.015247i,-0.017704+0.035765i,0.010436+0.03832i,0.022779+0.020003i,0.016384+0.0049322i,0.0077423-0.0068814i,0.0041536-0.023517i,0.002878-0.032221i
-0.009803+0.027621i,-0.03291+0.1015i,-0.044087+0.20231i,-0.017933+0.24287i,0.014093+0.19403i,0.0062506+0.13989i,-0.015815+0.11705i,-0.024009+0.081974i,-0.024223+0.041895i,-0.017357+0.012227i,-0.012081-0.01436i,-0.016779-0.014561i,-0.0097559+0.012099i,0.012747+0.028596i,0.032371+0.028583i,0.047891+0.015752i,0.051101-0.010249i,0.027951-0.028384i,-0.0044894-0.020758i,-0.018986+0.00061178i,-0.020074+0.018508i,-0.024762+0.026683i,-0.031196+0.022575i
0.021647-0.029086i,0.05941-0.096469i,0.088007-0.17515i,0.074676-0.17933i,0.050785-0.1005i,0.056682-0.029972i,0.073043-0.0067072i,0.070974+0.0031257i,0.053155+0.0090338i,0.023252+0.010929i,-0.0019546+0.016576i,-0.0011272+0.011043i,0.0081954-0.016252i,0.0048133-0.044493i,-0.0065033-0.059001i,-0.025232-0.059294i,-0.045604-0.040456i,-0.0444-0.010238i,-0.016606+0.0087025i,0.010438+0.0076266i,0.02226+1.2668e-05i,0.027844+0.003463i,0.029848+0.0164i
-0.021254+0.022147i,-0.07349+0.072154i,-0.1341+0.1371i,-0.1477+0.15116i,-0.11567+0.088865i,-0.096351+0.01582i,-0.084773-0.019587i,-0.063976-0.030591i,-0.053023-0.034354i,-0.04058-0.027724i,-0.017099-0.018578i,-0.0062216-0.0096423i,-0.012281+0.006888i,-0.020449+0.027283i,-0.025372+0.045461i,-0.020429+0.062026i,0.00034243+0.06271i,0.018387+0.032252i,0.011977-0.011003i,-0.0088375-0.035456i,-0.026163-0.036177i,-0.026573-0.028923i,-0.0079693-0.02479i
0.023959-0.026087i,0.072563-0.076081i,0.12958-0.12704i,0.13741-0.12973i,0.08689-0.077707i,0.034066-0.014572i,-0.0030914+0.016326i,-0.017151+0.025674i,-0.0012887+0.025832i,0.0091355+0.0095129i,-0.00076936+0.00019476i,-0.00085731+0.0060303i,0.020021+0.0075121i,0.045199+0.00028109i,0.064809-0.01508i,0.0722-0.037624i,0.055748-0.052646i,0.02305-0.040299i,-0.0016005-0.0046686i,-0.0069883+0.029584i,0.0015586+0.04498i,0.0071948+0.036085i,-0.001693+0.014842i
-0.024415+0.015506i,-0.082392+0.048885i,-0.14525+0.08011i,-0.14184+0.073797i,-0.066726+0.02891i,0.0037545-0.015271i,0.036445-0.022906i,0.039845-0.023864i,0.021032-0.038329i,5.1318e-05-0.033877i,-0.0065267-0.012346i,-0.0082954-0.0019696i,-0.017549-0.0053818i,-0.034517-0.016518i,-0.058921-0.027216i,-0.079887-0.025919i,-0.076679-0.009877i,-0.040552+0.0064004i,0.0074925+0.0053619i,0.039454-0.0096052i,0.048346-0.026658i,0.034674-0.034859i,0.010278-0.022164i
0.029413-0.012714i,0.088259-0.037651i,0.1564-0.057621i,0.16092-0.045555i,0.096203-0.0095898i,0.044775-0.0071742i,0.023262-0.045444i,-0.00074358-0.051i,-0.010031-0.0050413i,0.0016155+0.024457i,0.0024408+0.0183i,-0.01174+0.012961i,-0.015731+0.023468i,-0.003063+0.044623i,0.019978+0.067938i,0.042052+0.076713i,0.046167+0.061197i,0.026645+0.029825i,-0.0069391+0.0018216i,-0.037105-0.011071i,-0.055403-0.00938i,-0.053224+0.0067354i,-0.030017+0.021383i
-0.028787+0.011687i,-0.082556+0.020426i,-0.15409+0.023906i,-0.16594+0.017798i,-0.097141+0.015767i,-0.048753+0.030235i,-0.042883+0.056025i,-0.023553+0.05247i,-2.7915e-05+0.0078534i,-0.0009401-0.02703i,-0.0045982-0.025557i,0.0039198-0.012646i,0.014582-0.01193i,0.022955-0.031102i,0.028028-0.06261i,0.026067-0.081423i,0.018778-0.072022i,0.0090374-0.038644i,0.0023907+0.0022196i,0.0029088+0.035474i,0.012256+0.056612i,0.032042+0.052027i,0.042861+0.022569i
0.02941-0.0089036i,0.080398-0.012098i,0.13455+0.00050726i,0.13292+0.019724i,0.082083+0.025754i,0.068459+0.02556i,0.096154+0.01611i,0.081589-0.0038464i,0.018203-0.0077444i,-0.020727+0.0062414i,-0.019712+0.0053999i,-0.013016-0.010524i,-0.018552-0.015929i,-0.038836-0.0018802i,-0.063287+0.022594i,-0.072746+0.038228i,-0.059835+0.032807i,-0.032692+0.014313i,-0.005256-0.0037198i,0.017623-0.019874i,0.03114-0.040853i,0.019554-0.060768i,-0.0057239-0.060597i
-0.024249+0.0021938i,-0.071857-0.0091935i,-0.11557-0.03192i,-0.10077-0.055041i,-0.046739-0.072703i,-0.036939-0.087418i,-0.070826-0.084855i,-0.059825-0.053492i,0.0011764-0.029931i,0.034697-0.031209i,0.023262-0.019886i,0.0066249+0.00512i,0.0067675+0.019841i,0.026048+0.023773i,0.053531+0.021956i,0.065296+0.021915i,0.054878+0.024917i,0.032834+0.020697i,0.0098419+0.0060737i,-0.012393-0.010892i,-0.039611-0.018133i,-0.058409-0.0025164i,-0.052464+0.021829i
0.019862-0.0014264i,0.054713+0.012068i,0.085785+0.04456i,0.077903+0.077476i,0.036662+0.098107i,0.0052261+0.11971i,0.0028687+0.13615i,0.0081265+0.10173i,-0.0067187+0.040668i,-0.025729+0.013376i,-0.021132+0.0094636i,-0.0026017+0.0034053i,0.0079018-0.0089837i,-2.1901e-05-0.031378i,-0.018821-0.052627i,-0.025648-0.06094i,-0.016814-0.055131i,-0.0081842-0.036434i,-0.0073072-0.014987i,-0.009144+0.0069098i,0.00087575+0.032604i,0.026182+0.044672i,0.043566+0.035474i
-0.02133-0.0021312i,-0.049089-0.01992i,-0.065774-0.055242i,-0.040245-0.076752i,0.022657-0.065208i,0.087068-0.067546i,0.10209-0.090735i,0.065672-0.06604i,0.041104-0.0030912i,0.038888+0.022356i,0.019296+0.012667i,-0.0085094+0.0041564i,-0.020667+0.0050287i,-0.019757+0.018476i,-0.015583+0.036173i,-0.020877+0.041541i,-0.03208+0.034784i,-0.029512+0.023564i,-0.012812+0.017437i,0.010306+0.015277i,0.033382+0.00057715i,0.039688-0.024959i,0.027139-0.041409i
0.014724+0.003718i,0.034364+0.020539i,0.024413+0.05854i,-0.022739+0.09016i,-0.077255+0.072566i,-0.13335+0.032098i,-0.15582+0.016597i,-0.11559+0.0032012i,-0.070986-0.026465i,-0.055747-0.038279i,-0.037986-0.025168i,-0.01484-0.0095399i,0.003837-0.00016006i,0.021958-0.0031066i,0.036094-0.013033i,0.045823-0.012177i,0.049223-0.0044437i,0.037666-0.0047846i,0.019943-0.0121i,0.0050242-0.020488i,-0.013111-0.025366i,-0.030405-0.021437i,-0.039381-0.0096526i
-0.012807-0.0031983i,-0.021415-0.022832i,-0.0032801-0.056752i,0.041698-0.077191i,0.077863-0.03986i,0.1093+0.03318i,0.12474+0.064466i,0.082524+0.048037i,0.025666+0.036826i,0.0084175+0.030904i,0.0088283+0.013687i,0.0078336-0.0019047i,0.0031065-0.0099373i,-0.011778-0.012078i,-0.026537-0.015482i,-0.030234-0.02857i,-0.023967-0.038779i,-0.014905-0.028365i,-0.012688-0.0064034i,-0.017191+0.013883i,-0.022351+0.031947i,-0.022217+0.044068i,-0.0098515+0.045529i
0.010666+0.0014845i,0.0090886+0.0058578i,-0.022981+0.027278i,-0.064101+0.03948i,-0.060641-0.014087i,-0.040519-0.10815i,-0.03859-0.14751i,-0.014082-0.11716i,0.021837-0.089362i,0.023979-0.071452i,0.011069-0.038324i,0.0035889-0.010905i,-0.0022871+0.0058554i,-0.0018449+0.020256i,-0.00051638+0.031391i,-0.0066808+0.043461i,-0.008239+0.047397i,0.00058012+0.033193i,0.013017+0.01141i,0.025001-0.0016309i,0.035335-0.0019435i,0.043449+0.0016858i,0.042456-0.003724i
-0.0077883-0.0019457i,-0.0025927-0.0031545i,0.042248-0.0064837i,0.10071-0.0012776i,0.093198+0.043456i,0.032905+0.10961i,-0.005805+0.13072i,-0.021591+0.094267i,-0.030533+0.060468i,-0.020667+0.045683i,-0.0082748+0.030821i,-0.0046041+0.02268i,0.0022481+0.013462i,0.011062-0.0053343i,0.022224-0.019561i,0.038068-0.024918i,0.040313-0.022861i,0.020047-0.014524i,-0.0071845-0.0088931i,-0.023979-0.013488i,-0.025137-0.029979i,-0.018615-0.049216i,-0.01717-0.048822i
0.0051089-0.0044618i,-0.0059641-0.012379i,-0.055807-0.021807i,-0.10914-0.018493i,-0.074966-0.014599i,0.028367-0.033658i,0.083486-0.049928i,0.079877-0.030983i,0.06752-0.0082365i,0.042034-0.0063059i,0.011925-0.0048506i,-0.0018292-0.0043577i,-0.008051-0.0072557i,-0.016909-0.0048458i,-0.028596-0.005517i,-0.042607-0.011208i,-0.045053-0.010807i,-0.024778-0.00088097i,0.0035175+0.012562i,0.01544+0.022484i,0.0019101+0.025964i,-0.022646+0.025935i,-0.031336+0.024233i
-0.0041706+0.0013241i,0.003416+0.019775i,0.039337+0.054155i,0.079847+0.079332i,0.048631+0.072999i,-0.042547+0.053477i,-0.083495+0.034847i,-0.076547+0.0065689i,-0.075702-0.01032i,-0.060198-0.0040443i,-0.032605-0.0017707i,-0.021704-0.0028047i,-0.012249+0.0035843i,0.0050231+0.011632i,0.019072+0.023219i,0.027005+0.035284i,0.024864+0.031167i,0.012765+0.0056407i,-0.00036251-0.022975i,-0.0041472-0.033375i,0.0075369-0.018159i,0.025418+0.0079897i,0.030577+0.017404i
0.0070043-0.0080461i,0.00021873-0.038391i,-0.034758-0.098183i,-0.08631-0.14119i,-0.080635-0.11284i,-0.008161-0.045314i,0.037184-0.0017506i,0.038746+0.018681i,0.038274+0.018103i,0.026302-0.0020508i,0.0074353-0.010667i,0.0063265-0.0060262i,0.01028-0.0062145i,0.0056428-0.011893i,0.0024035-0.024129i,0.0020349-0.037827i,-0.00019746-0.035241i,-0.006354-0.0099753i,-0.013325+0.022758i,-0.014366+0.038984i,-0.0063325+0.024936i,0.0064484-0.0034363i,0.011556-0.016861i
-0.0039145+0.010249i,-0.0096403+0.038843i,0.005595+0.10731i,0.05024+0.16057i,0.066533+0.11592i,0.019991+0.025028i,-0.017136-0.016246i,-0.010433-0.034454i,-0.009554-0.051491i,-0.014971-0.03522i,-0.0054802-0.009987i,-0.0010534-0.0054067i,-0.0066536-0.0040605i,-0.012085+0.002378i,-0.01955+0.0095228i,-0.025248+0.017058i,-0.017408+0.015975i,0.0062817+0.0036936i,0.030607-0.012655i,0.037917-0.023276i,0.021614-0.021651i,-0.0045995-0.013871i,-0.015165-0.0071614i
0.011071-0.01025i,0.023882-0.0491i,0.036011-0.1288i,0.029409-0.19383i,0.023922-0.15898i,0.038331-0.069901i,0.038437-0.018715i,0.019645+0.014305i,0.021358+0.040441i,0.029239+0.026473i,0.012924+0.0054271i,-0.0028951+0.0096758i,-0.0017026+0.01524i,0.0048648+0.010076i,0.01328+0.0034742i,0.020487-0.0020596i,0.013995-0.0060996i,-0.0093476-0.0091955i,-0.035552-0.0079436i,-0.047696-0.0012869i,-0.039525+0.0075325i,-0.023521+0.01598i,-0.012845+0.015817i
-0.0093027+0.0069246i,-0.037553+0.039284i,-0.076451+0.11644i,-0.087216+0.19819i,-0.065425+0.18656i,-0.047059+0.099506i,-0.037633+0.033955i,-0.020767-7.8554e-05i,-0.011656-0.02235i,-0.02042-0.01807i,-0.019425+0.00071146i,-0.0053117+0.0026851i,0.0045275-0.0066876i,0.0087458-0.014106i,0.0067388-0.019221i,-8.8143e-05-0.017456i,-0.00012625-0.0047993i,0.010777+0.013723i,0.02735+0.025941i,0.038867+0.025308i,0.038115+0.014632i,0.030381+0.0045096i,0.019666+0.0025937i
0.012842-0.012777i,0.047307-0.042273i,0.096999-0.103i,0.12598-0.15287i,0.11213-0.12301i,0.083873-0.043297i,0.062165+0.00017113i,0.023062+0.010951i,-0.0095555+0.025208i,-0.0015194+0.02457i,0.0081202+0.0022964i,-0.0048136-0.0087713i,-0.015889-0.0019546i,-0.016201+0.0045087i,-0.012609+0.0073319i,-0.0071981+0.006435i,-0.00074865-0.0038228i,0.00041931-0.023028i,-0.0089855-0.04068i,-0.020238-0.045258i,-0.021942-0.037447i,-0.013534-0.027532i,-0.0034174-0.018993i
-0.014796+0.0081309i,-0.059494+0.025879i,-0.13466+0.061194i,-0.19513+0.089364i,-0.18837+0.063574i,-0.1267-0.0058736i,-0.068894-0.049265i,-0.022571-0.052601i,0.0077549-0.058322i,0.0015569-0.05817i,-0.0097373-0.031445i,0.00039116-0.003913i,0.015246+0.0077865i,0.022756+0.014396i,0.022277+0.016673i,0.013567+0.014066i,-3.0628e-05+0.014897i,-0.011103+0.023795i,-0.01173+0.040213i,-0.0045877+0.051797i,-0.00055178+0.046173i,-0.0037187+0.027357i,-0.0058581+0.0095594i
0.015543-0.010088i,0.059819-0.024178i,0.13572-0.037776i,0.20557-0.037925i,0.20385-0.010802i,0.128+0.040893i,0.058859+0.07205i,0.02692+0.053467i,0.0007566+0.029044i,-0.0080556+0.028916i,0.0040387+0.024345i,0.0066979+0.0037498i,-0.0052928-0.013105i,-0.014381-0.02023i,-0.012193-0.022713i,-0.0035264-0.020324i,0.0093263-0.014075i,0.024132-0.013617i,0.034838-0.026129i,0.0361-0.039134i,0.027903-0.034108i,0.017193-0.014002i,0.0074474+0.00094342i
-0.016383+0.0057636i,-0.058734+0.0071921i,-0.12778-0.0068129i,-0.17506-0.037248i,-0.13881-0.063657i,-0.04104-0.0786i,0.024933-0.071982i,0.042326-0.038955i,0.054794-0.012784i,0.048652-0.016502i,0.014794-0.015632i,-0.0074004+0.0071117i,-0.0089868+0.023848i,-0.010539+0.027664i,-0.016406+0.026108i,-0.020888+0.017109i,-0.023171+0.0028876i,-0.029783-0.0064948i,-0.044333-0.0023357i,-0.054164+0.0092044i,-0.045218+0.011932i,-0.023994+0.0056078i,-0.006669+0.0030844i
0.017887-0.0064094i,0.053204-0.0041858i,0.10658+0.033749i,0.14054+0.10477i,0.10418+0.14778i,0.012228+0.13309i,-0.053349+0.093657i,-0.062647+0.055989i,-0.059337+0.027056i,-0.058477+0.017386i,-0.040855+0.015636i,-0.01418+0.003447i,0.0049878-0.013644i,0.0176-0.022063i,0.025869-0.018901i,0.026909-0.0085682i,0.021354+0.0054369i,0.019883+0.019812i,0.031877+0.027466i,0.045634+0.024933i,0.042299+0.016607i,0.02485+0.006892i,0.011865-0.0010663i
-0.014602+0.0035881i,-0.044491-0.0066001i,-0.082894-0.051706i,-0.09528-0.11835i,-0.054831-0.13315i,0.011741-0.079774i,0.050322-0.027692i,0.038116-0.0031024i,0.02005+0.016755i,0.026174+0.017496i,0.021589-0.002346i,-0.0025814-0.0089685i,-0.017173-0.00024442i,-0.020119+0.0013432i,-0.022065-0.0075153i,-0.018533-0.015498i,-0.0079483-0.019215i,-0.00059624-0.026149i,-0.0061177-0.038626i,-0.017514-0.046726i,-0.020218-0.041228i,-0.015456-0.027227i,-0.011842-0.016284i
0.016935-0.0056265i,0.037392+0.0013055i,0.04344+0.040469i,0.0069175+0.10229i,-0.052482+0.10921i,-0.084029+0.031759i,-0.082404-0.040903i,-0.058539-0.059161i,-0.033938-0.066369i,-0.028825-0.064679i,-0.020988-0.039449i,-0.00010144-0.013958i,0.01497+0.00051328i,0.020285+0.010998i,0.017978+0.018713i,0.010341+0.020464i,-0.00067055+0.016596i,-0.012162+0.016903i,-0.015768+0.029872i,-0.01244+0.044227i,-0.0085339+0.044205i,-0.0067063+0.033989i,-0.0066214+0.024388i
-0.016156-0.00057592i,-0.033673-0.0073206i,-0.024991-0.039465i,0.037527-0.092983i,0.098343-0.10741i,0.092714-0.042748i,0.063143+0.023966i,0.04421+0.026647i,0.019736+0.019328i,0.0083324+0.032085i,0.012961+0.028983i,0.0078088+0.0088649i,-0.0026446-0.0037858i,-0.0039415-0.0099477i,0.0022577-0.016289i,0.0073342-0.016231i,0.011014-0.0082465i,0.018564-0.0036726i,0.027641-0.010852i,0.033419-0.021558i,0.034505-0.022602i,0.033365-0.016203i,0.028992-0.0090034i
0.014592-0.0039248i,0.028054-0.0045772i,0.0071244+0.0052371i,-0.059732+0.028821i,-0.09088+0.035309i,-0.035089-0.0069038i,0.019263-0.048442i,0.032391-0.040062i,0.04664-0.025787i,0.043359-0.031885i,0.016253-0.023142i,0.0011686-0.001372i,-0.0016446+0.0090358i,-0.0063259+0.010386i,-0.011408+0.0088854i,-0.012125+0.0042571i,-0.0087738-0.0030275i,-0.010336-0.009224i,-0.022609-0.0068006i,-0.036584-0.0020449i,-0.039745-0.0048478i,-0.033103-0.012677i,-0.022643-0.017211i
-0.018048+0.0017491i,-0.034387+0.0060765i,-0.012656+0.024494i,0.073152+0.048372i,0.12721+0.060449i,0.071711+0.066642i,0.0016571+0.069177i,-0.01574+0.054266i,-0.029363+0.032707i,-0.04576+0.027754i,-0.03765+0.026308i,-0.017205+0.01511i,-0.0034189+0.0034968i,0.0031643+3.3198e-05i,0.0078777+0.001837i,0.0078789+0.0036078i,0.0010929+0.0065678i,-0.0015882+0.011219i,0.0091342+0.015183i,0.021956+0.019296i,0.021733+0.024269i,0.010779+0.02867i,-0.00064534+0.026616i
0.016384-0.0043994i,0.037637-0.013984i,0.022569-0.04372i,-0.056669-0.076053i,-0.10706-0.065909i,-0.054282-0.025128i,0.0067157-0.0059421i,0.0088658+0.0030217i,0.0083458+0.018504i,0.023888+0.012799i,0.019192-0.0048619i,0.0022429-0.0085854i,-0.0036462-0.0056391i,-0.0026695-0.0065521i,-0.0013406-0.008524i,0.0016918-0.0077767i,0.0061783-0.0048708i,0.0071313-0.0058044i,0.0010456-0.013627i,-0.0051856-0.023269i,-0.00051434-0.026271i,0.011808-0.020434i,0.017994-0.010559i
-0.021532-0.002394i,-0.054133+0.0072416i,-0.06827+0.05131i,-0.021718+0.11568i,0.025766+0.12208i,0.0020294+0.052624i,-0.03896-0.0020256i,-0.037479-0.021052i,-0.030714-0.040816i,-0.038167-0.044656i,-0.032106-0.027106i,-0.016126-0.0090421i,-0.0065301+0.00065683i,-0.0042921+0.0040565i,-0.0067938+0.004108i,-0.0089726+0.00036736i,-0.0099055-0.0048i,-0.0094173-0.0032068i,-0.0058143+0.0074036i,-0.0059699+0.017404i,-0.012321+0.016023i,-0.017041+0.0030495i,-0.014564-0.0081117i
0.023723+0.0011026i,0.062697-0.0076721i,0.09591-0.056549i,0.074344-0.14075i,0.022281-0.16738i,0.0069642-0.091338i,0.0213-0.022263i,0.016586-0.011585i,0.0059782+0.0019896i,0.014417+0.018948i,0.021382+0.014456i,0.015721+0.0029733i,0.008805-0.00025866i,0.0066275+0.0019986i,0.0064584+0.0033782i,0.0060179+0.004977i,0.0056133+0.0082726i,0.0058659+0.0052999i,0.0082-0.0040247i,0.012341-0.0076781i,0.013772-0.00087161i,0.0081805+0.0094624i,0.00013228+0.012553i
-0.022364-0.0065064i,-0.07115-0.0081712i,-0.12934+0.025659i,-0.13272+0.10505i,-0.066111+0.14045i,-0.00064851+0.071043i,0.018035+0.00085577i,0.028159-0.011144i,0.041086-0.023604i,0.0281-0.038009i,0.0055171-0.026815i,-0.0059068-0.0090749i,-0.0083204-0.0026985i,-0.004984-0.0053411i,-0.0019333-0.010196i,0.00044652-0.013523i,0.0035044-0.014291i,0.0026267-0.0090701i,-0.0028071-0.0006551i,-0.0075271+0.0014552i,-0.0046257-0.0034293i,0.0043448-0.0063789i,0.0089861-0.0034753i
0.022366+0.0076224i,0.075557+0.018701i,0.15268+0.0068476i,0.19411-0.049841i,0.15081-0.085642i,0.067653-0.041742i,0.023649+0.0086529i,0.0083801+0.016405i,-0.011656+0.021991i,-0.020098+0.033534i,-0.013166+0.02907i,-0.0042714+0.016306i,-0.00063969+0.0080067i,-0.0031737+0.0051775i,-0.0053668+0.0056139i,-0.0071582+0.0081207i,-0.0089762+0.0089212i,-0.0054486+0.005894i,0.00052515+0.0013945i,0.0016342-0.00012624i,-0.0034962+0.0008719i,-0.0089499-0.0015019i,-0.0068442-0.0048707i
-0.022129-0.013622i,-0.07346-0.041961i,-0.1612-0.053916i,-0.22507-0.0056807i,-0.19146+0.05841i,-0.092719+0.056952i,-0.030495+0.028062i,-0.010204+0.026599i,0.0098359+0.022833i,0.020198+0.00099397i,0.010361-0.011746i,-0.00063219-0.0096827i,0.00018748-0.003817i,0.0065401-0.00081254i,0.010827-0.0012424i,0.012185-0.0017855i,0.01115-0.0013783i,0.0052145-9.7397e-05i,-0.0033009+0.00070687i,-0.0051029+0.0015423i,3.0649e-05+0.004957i,0.0022372+0.0079845i,-0.00041171+0.0072555i
0.019999+0.017041i,0.064457+0.055556i,0.14248+0.098504i,0.20571+0.087834i,0.17828+0.027458i,0.079693-0.0080776i,0.010495-0.0077062i,-0.013107-0.012847i,-0.032629-0.018905i,-0.041149-0.011406i,-0.028545-0.003099i,-0.012073+6.6521e-05i,-0.0050986-0.0010996i,-0.006087-0.0035583i,-0.0078338-0.0047261i,-0.0094598-0.0050957i,-0.010395-0.0049598i,-0.0059094-0.0034874i,0.0025885-0.0017482i,0.0068074-0.0033029i,0.0058166-0.0079275i,0.0043426-0.0095169i,0.0045154-0.0053052i
-0.016987-0.022379i,-0.052831-0.07599i,-0.11962-0.14748i,-0.17991-0.16786i,-0.16454-0.11547i,-0.0842-0.056059i,-0.027684-0.029177i,-0.015181-0.015454i,-0.0017793-0.0030357i,0.013935+0.001221i,0.014692+0.00028647i,0.0065824+0.00011479i,-0.0001635+0.0035044i,-0.00031024+0.0079106i,0.0021483+0.0083974i,0.0042848+0.0075292i,0.0067015+0.0059778i,0.0050117+0.00091665i,-0.0026792-0.0043903i,-0.0097533-0.002898i,-0.011427+0.0037505i,-0.0087296+0.0051141i,-0.0042398+0.0002847i
0.012715+0.022868i,0.033889+0.080723i,0.075965+0.16735i,0.12545+0.2088i,0.13585+0.15686i,0.091333+0.069911i,0.046158+0.016313i,0.030889-0.0095012i,0.017951-0.02728i,-0.00088186-0.029977i,-0.0081439-0.016769i,-0.004598-0.0038949i,0.0013565-0.0039124i,0.0053599-0.0084614i,0.004732-0.0095697i,0.001898-0.009946i,0.00096729-0.0082992i,0.0019948-0.0012427i,0.0049726+0.0072077i,0.010439+0.010827i,0.014035+0.0089929i,0.010722+0.0045508i,0.0037935+0.0016894i
-0.0042165-0.027937i,-0.010982-0.09151i,-0.022257-0.18596i,-0.03747-0.2322i,-0.037582-0.1757i,-0.014317-0.07729i,0.0043212-0.021392i,0.0060361-0.0035245i,0.0055316+0.0079564i,0.0047203+0.012644i,-0.0014172+0.010074i,-0.0072105+0.0060079i,-0.010367+0.0037858i,-0.009617+0.0028274i,-0.0052716+0.0025951i,-0.0029982+0.0034183i,-0.0015928+0.0039817i,0.0016373+0.00098207i,0.0031997-0.0068506i,-0.00054377-0.014199i,-0.0070964-0.013936i,-0.0079749-0.0073837i,-0.0032446+3.1976e-05i
0.0012042+0.022099i,-0.0093007+0.081391i,-0.032614+0.17427i,-0.045688+0.2318i,-0.035214+0.197i,-0.021894+0.11225i,-0.0093019+0.054285i,0.0063346+0.029367i,0.013597+0.0071016i,0.0097399-0.010365i,0.0023207-0.011127i,-0.0001421-0.0029427i,0.0055798+0.0026367i,0.0094944+0.0031616i,0.0069493+0.0013065i,0.0035126-0.0010147i,0.0010348-0.0026191i,-0.0037953-0.00043172i,-0.0093543+0.0064859i,-0.010462+0.014436i,-0.005563+0.017626i,0.00043668+0.012481i,0.0029916+0.0038971i
0.0052479-0.025305i,0.028137-0.0788i,0.070205-0.15456i,0.096085-0.19044i,0.077199-0.14627i,0.038616-0.069889i,0.01005-0.025556i,-0.0062444-0.011646i,-0.012821-0.0023292i,-0.01196+0.0013873i,-0.0087559-0.0032062i,-0.0063243-0.0073732i,-0.0060418-0.0079403i,-0.0048595-0.0042446i,-0.0012201+6.4722e-05i,0.0008775+0.00036753i,0.0003889-0.00010586i,0.00171+0.0003636i,0.0075423-0.00060569i,0.012882-0.0046732i,0.012294-0.009933i,0.0058509-0.010205i,-0.0006063-0.0052135i
-0.0089228+0.018927i,-0.043274+0.058934i,-0.10761+0.11058i,-0.15229+0.12599i,-0.12993+0.081674i,-0.073117+0.024684i,-0.033078+0.0019951i,-0.014827+0.0017041i,-0.002577+0.00037805i,0.0075174-0.0013332i,0.0094813+0.00040973i,0.0055685+0.0057637i,0.0022504+0.010014i,-0.00050903+0.0069492i,-0.0027977+0.00077081i,-0.0024134-0.0022761i,-0.00012519-0.0033297i,-0.0010302-0.005218i,-0.0078895-0.0072281i,-0.015188-0.0059122i,-0.014906-0.0013526i,-0.0087228+0.0024181i,-0.0026319+0.0041354i
0.014164-0.017516i,0.051517-0.04748i,0.11903-0.075914i,0.16719-0.069566i,0.14798-0.030023i,0.089566-0.00057252i,0.04348-0.0018828i,0.021004-0.011773i,0.0079174-0.012099i,-0.00084278-0.0081295i,-0.0021209-0.0058012i,0.00077911-0.0071429i,0.0021933-0.0082322i,0.0010802-0.0039625i,0.00062258+0.00070433i,0.00015994+0.0020583i,0.00057049+0.0012074i,0.0019682+0.0016588i,0.0039709+0.0053034i,0.0081544+0.0087663i,0.011214+0.0078577i,0.0093556+0.0019769i,0.0054685-0.004034i
-0.011503+0.0095597i,-0.051579+0.021391i,-0.11512+0.023304i,-0.14834+0.0014491i,-0.10922-0.026621i,-0.04593-0.030034i,-0.011919-0.013893i,-0.00069953-0.0021915i,0.0022909+0.0020146i,-0.00051755+0.0062777i,-0.006008+0.0099941i,-0.0097161+0.01056i,-0.0080388+0.0078478i,-0.0030671+0.00078361i,0.0003883-0.0073028i,0.00036292-0.0098492i,-0.00023482-0.0074491i,0.00011235-0.0055203i,0.00060402-0.0075066i,-0.00060917-0.010914i,-0.0030247-0.010156i,-0.004524-0.0048238i,-0.0051461+0.00041358i
0.016136-0.0090287i,0.051509-0.013951i,0.10273+0.0017686i,0.11806+0.043888i,0.073955+0.07691i,0.024155+0.070089i,0.0093998+0.041753i,0.010888+0.020772i,0.0077098+0.0068054i,0.0016359-0.0047497i,-0.0005143-0.0077636i,0.0024462-0.0045912i,0.0050405-0.0010168i,0.0029437+0.0024335i,-0.0005077+0.004527i,-0.0025651+0.0045115i,-0.0012679+0.0039888i,0.0001299+0.0033596i,-0.00076496+0.0051782i,-0.0021793+0.0087609i,-0.001652+0.0097202i,0.0026619+0.0074464i,0.0070352+0.0051221i
