-0.001065+0.00032186i,-0.00062748-0.00095417i,-0.0013565-0.0010484i,-0.0017881-0.0009495i,-0.0020359+0.00043529i,-0.0026944+0.0015933i,-0.0020053+0.0016041i,-0.00023914+0.0013215i,0.00144+0.0001911i,0.0019608-0.00063337i,0.001666-0.00070103i,0.0013909-0.00064687i,0.00032567-0.0010024i,-0.00052095-0.0011736i,-0.00090896-0.00057599i,-0.0012413-0.00040964i,-0.0013045-0.00016022i,-0.0006391+0.00028845i,0.00050296+0.00011919i,0.00054857-0.00087139i,0.000421-0.0010902i,0.00031749-0.00058003i,-0.00022002-0.00015251i
-0.00026713-0.00022023i,-0.00023888-0.0001111i,-0.00012685+4.3268e-05i,-0.00071746+0.0013605i,-0.00059481+0.0029198i,0.00023756+0.0028892i,0.00040785+0.0016683i,0.0006084+0.00041373i,0.00045198-0.0013505i,-0.00012723-0.0020247i,9.194e-05-0.00080125i,0.00070308+0.00045715i,0.0008457+0.00027398i,0.00071732-4.0911e-05i,0.00055843-0.00021662i,0.00052164-0.00045703i,0.00050694-0.00051388i,0.00015408-0.00026655i,-0.00023099-1.9891e-05i,-0.00019069+3.499e-05i,-0.00046699-0.00012009i,-0.00064666-0.00033082i,-0.00022784+0.00038337i
-0.0010305+0.0018555i,-0.0010816+0.0005145i,-0.00080025+0.00069162i,0.00014466+0.0012597i,0.0013935+0.00081983i,0.0014961+0.00067299i,0.0014511+0.0010411i,0.0016288+0.00073006i,0.0014752+0.00018378i,0.0012881-0.00071175i,0.00038639-0.0014956i,-0.00039347-0.00092614i,-0.0013223-0.00024889i,-0.0013666-0.00018203i,-0.00026337+0.00059345i,0.00036041+0.00065835i,9.7702e-05+0.00027101i,-0.00039765+0.00024449i,-0.00044209-6.6255e-05i,-8.3219e-05-0.00060636i,5.685e-05-0.00090168i,-0.00061154-0.00031293i,-0.00048649-0.00025752i
9.6932e-05+7.8343e-05i,0.00035649+6.8322e-05i,0.00044468-0.00037568i,0.00018901+0.00051037i,0.00035703+0.0017146i,0.00056483+0.0025163i,0.0012639+0.0023997i,0.0019768+0.0012832i,0.0023273-0.00054112i,0.00089298-0.0016385i,-0.00025462-0.0010963i,-0.00042363-0.00073926i,-0.0006876-0.00023088i,-0.00057038+0.00046632i,-2.3486e-05+0.00071507i,3.5931e-05+0.00066536i,-0.00042659+0.00028819i,-0.0011114-5.1062e-05i,-0.001085-0.00048331i,1.3351e-05-4.2667e-05i,0.0001176+0.00064067i,-1.5518e-05-0.00021999i,0.00013222-0.00026324i
-0.00017105-0.0011007i,-0.00043617-0.00072196i,-0.001173-0.00010417i,-0.00083907-6.6885e-05i,-0.0005909+0.00043071i,0.00034492+0.0015761i,0.0014967+0.0014733i,0.0017274+0.00045114i,0.0012294-0.00042961i,0.00077014-0.001246i,0.00016249-0.0011524i,-0.00013328-0.00096129i,-0.00030639-0.00082032i,-0.00051765-0.00037382i,0.00025843+0.00047472i,0.000787+0.0001038i,0.00059046-0.0011483i,0.00044371-0.00084666i,0.00020352-9.0244e-06i,-0.00012332+0.00097407i,-0.00034199+0.0017784i,-0.00053009+0.00091121i,-0.00018101-0.00047474i
-0.00071207-0.0022118i,-9.9435e-05-0.00075865i,-0.0013108-0.00019042i,-0.0015512+6.4549e-05i,-0.00072346+0.0022017i,0.00098214+0.0034978i,0.0015321+0.0022216i,0.001591+0.00034961i,0.0016772-0.0013322i,0.00092327-0.0020929i,0.00036332-0.0010204i,0.001015-0.00029574i,0.00091972-9.1895e-05i,0.00034652+0.00016303i,0.0001872-0.00024505i,0.00033649-0.00089075i,0.00056581-0.00060138i,0.00048517-7.0394e-06i,0.00040981+0.00028467i,0.00051291+0.00043531i,0.00035757+0.00038438i,-0.00053817+1.8836e-05i,-0.00038653+3.9171e-05i
0.00060007-0.0016195i,0.00035449+0.00014734i,3.9012e-05+0.00010187i,0.00019194-0.00055226i,0.00091719+0.00037908i,0.0011843+0.001646i,0.0019092+0.0013671i,0.002337-8.1541e-05i,0.0013732-0.001352i,0.0010724-0.0014687i,0.0010007-0.00091964i,0.00024243-0.00053781i,0.00023347-0.00012544i,0.00016092+2.1857e-05i,0.00013006-0.00010099i,0.00030835+0.0001011i,-0.00024265-0.00017044i,-0.00060898-0.00054753i,-0.00050498+9.4983e-05i,0.00020254+0.0002348i,0.00046648-0.00015272i,0.00019169-0.00038708i,-1.4851e-06-0.00038337i
-0.00093828-0.00034695i,-0.00055158-0.00086262i,-0.0010212-0.0010058i,-0.0016211+0.00067195i,-0.0010345+0.0018118i,6.5931e-05+0.0021118i,0.00063812+0.0013288i,0.00077351-0.00049382i,0.00033369-0.001547i,-3.8955e-05-0.00097405i,-0.00013549-2.8799e-05i,-4.8987e-05+0.00026579i,-0.0003342+0.00031268i,0.00014065-0.00045191i,0.0005303-0.0008923i,0.00020397-0.00072788i,0.00036743-0.00017663i,0.00082907+9.3283e-05i,0.00038518-7.2989e-05i,0.00014196+0.0007077i,-4.3407e-05+0.00072064i,-0.00058711+7.6097e-05i,-0.0005348-6.0557e-05i
0.00056221-0.00034902i,-0.00013002-0.00012174i,-0.00068136+0.00058233i,-0.00070649+0.0016481i,-0.0008771+0.0018593i,-0.00026201+0.0025489i,0.0003961+0.0024215i,0.0011134+0.00077734i,0.0021068-0.00051025i,0.0013886-0.00080252i,-0.00010227+7.493e-05i,-0.00029015+0.00013641i,0.00050569-8.6158e-05i,0.00045861+0.00014793i,0.0002867+0.00033791i,0.00038238-0.00010273i,0.00055176-0.00077355i,0.00059798-0.00026793i,1.6598e-05+0.00069142i,-3.4378e-06+0.00054929i,0.00016577-0.00047145i,0.00030301-0.001012i,0.00091801-0.00034986i
-0.0015036-0.00017573i,-0.0017013-0.00062603i,-0.00038042-0.00055386i,0.00081449+0.00063585i,0.0011626+0.0012648i,0.0014675+0.0010488i,0.0011441+0.0006689i,0.0008554-0.0005685i,0.00084812-0.0023813i,0.0011068-0.0021702i,0.0011631-0.00088518i,0.0001632+0.00045559i,-0.0001309+0.0007832i,-0.00010642+8.4546e-05i,-0.00013535+0.00016844i,-0.00010021-0.00029043i,0.00016605-0.0010272i,0.00030093-0.00062782i,-0.00018444-0.00019656i,2.4434e-05+0.00033877i,-2.0779e-05+0.00056406i,9.8009e-05+0.00032006i,-0.0001879+0.0002227i
0.0014918-6.9251e-05i,0.00070524-6.9684e-05i,0.00025463-0.00052804i,-2.4721e-05-0.00022313i,-0.00046319+0.00091104i,0.00036606+0.0016549i,0.0013003+0.0012439i,0.0011725+0.00012884i,0.0016323-0.00085154i,0.0014075-0.0012048i,8.8796e-06-0.00080667i,-0.00020202-0.00066976i,0.00028787-0.00098963i,0.00056086-0.00091654i,0.00058862-0.00051686i,0.00031974-6.9555e-06i,-0.00010229+0.00027566i,-9.8028e-05+0.00056778i,-0.0004349+0.00026281i,-0.00061887-0.00029059i,-0.00081036-8.581e-05i,-0.00014875-1.846e-05i,0.000397-0.00019722i
0.00013469-0.0010298i,0.00019757-0.00012128i,0.00032321+0.00041151i,-0.00041325+0.00053038i,-0.00038717+0.0013143i,0.0011675+0.0013085i,0.0014894+0.0010087i,0.0014254-0.0007083i,0.0012046-0.0015462i,0.00049026-0.0004008i,-0.00057054+0.00092529i,-1.1175e-05+0.00088802i,0.00036536+0.00032636i,-0.0002496-5.7861e-05i,0.00024699-0.00042496i,0.00041571-0.00029341i,0.00056295-9.0129e-05i,0.0002821-0.00010152i,-0.00079863-0.00050818i,-0.00080854-0.00063788i,-0.00027869-0.00098863i,-0.00011543-0.0005768i,-4.8728e-05+0.00012185i
-0.00041128+0.000881i,-0.00032355+0.0012983i,0.0003317+0.0015733i,0.0012055+0.0014692i,0.0015195+0.0017181i,0.0014268+0.0020127i,0.0013645+0.0016651i,0.001349+0.0011437i,0.00076089+0.00050002i,3.0204e-05+0.00050977i,-4.5304e-05+0.0005164i,0.00036774+0.00012114i,0.00059176-0.00049193i,-0.00014696-0.00098725i,-0.00040865-0.00050608i,0.00063766-9.7037e-05i,0.0010557-0.00059925i,0.0007397-0.00057252i,0.00078591+0.00071008i,0.00016375+0.00057003i,-9.8079e-05-0.00031121i,-0.00076281+0.00013491i,-0.0011556+0.00023944i
-0.0010835+0.00063052i,-0.00026425+0.00052288i,-0.0005868+0.00072552i,-0.00058814+0.00033604i,0.0010042-0.00013931i,0.0017437+0.00080405i,0.0014378+0.0016073i,0.0017407+0.00047232i,0.0019179-0.00060426i,0.0012812-0.0014456i,0.0014501-0.0013476i,0.0018102-0.0001752i,0.00082339+0.00064335i,1.1592e-05+0.0006437i,-0.00073559-6.4248e-05i,-0.00089592-0.0001205i,-0.00045838+0.00021056i,0.00021397+0.00032245i,0.00068937+0.00044045i,6.2573e-05-9.2988e-05i,-0.00022418-0.0011171i,-3.282e-05-0.0010694i,0.00024954-9.3813e-05i
-0.00012164-0.0017392i,-0.00018659-0.0014962i,-0.00031966-0.0015037i,-0.00026459-0.00019778i,-0.00021788+0.0019831i,0.00062095+0.0030071i,0.001232+0.0016886i,0.00084697-1.5546e-05i,0.00044532-0.00072029i,0.00094532-0.0011277i,0.0009132-0.00055205i,0.00025931-0.00066427i,0.00060911-0.001147i,0.0010847-0.0007819i,0.00085012+7.2972e-05i,0.00049266+0.00021443i,0.00030756+7.5316e-05i,0.00020095+9.9898e-05i,2.8045e-05-0.00018473i,1.4373e-05-0.00069271i,0.00021615-0.00035214i,3.9932e-05-0.00025611i,0.00010289-0.00060047i
0.0015573-0.00060569i,0.0010559-0.00016117i,0.00039211-0.00029273i,0.00017099+0.00038393i,-0.00081017+0.0017631i,-0.0011236+0.0024389i,-0.00023325+0.0016121i,0.00061105+8.1851e-05i,0.00088046-0.00085652i,0.00018947-0.00040921i,-0.00037485+0.00029573i,-0.00016929-0.00023258i,0.00019463-0.0011027i,0.0006361-0.00059353i,0.00077693+0.00026159i,0.0003559+0.00035542i,-0.00014517-0.00024452i,0.00037104-0.0010115i,0.00086-0.00071193i,0.00066695+0.00034509i,-4.8202e-05+0.00048673i,-0.00033926+0.00047193i,-0.00092432+6.0763e-05i
0.00049461-0.00030822i,0.00016845-1.7852e-06i,-0.00017032+0.0012432i,0.00013102+0.0016534i,0.00074583+0.0015737i,0.0015417+0.00086759i,0.0020046+0.0003941i,0.0019231+0.00026432i,0.0011908-0.00035013i,0.00044563-0.00060817i,-3.5867e-05-4.0257e-05i,-0.00021888+0.00020575i,-0.00033319-0.00023608i,-0.0013135-7.105e-05i,-0.0014184+0.0002729i,-0.00077359+0.00051105i,-1.0435e-06+0.0010533i,-9.6312e-05+0.00058044i,-0.00019066-0.00026853i,-3.4301e-05-6.4656e-05i,-8.9925e-05+0.0001519i,-0.00042045+0.00033178i,-0.0010367+0.00011339i
0.0019929-9.5475e-05i,0.00072208+0.00021825i,6.7685e-05+0.00034886i,0.0005871+0.0004484i,0.00037144+0.0016595i,-0.00017379+0.0022474i,6.8094e-05+0.00099859i,0.00020918-0.00024882i,0.00081449-0.0016244i,0.00093148-0.0021475i,0.00016852-0.0013834i,0.00041288-0.00086278i,0.00010865-0.00024862i,-0.00082295+0.00053252i,-0.00045228+0.00067609i,0.00025883-0.00056709i,0.00074681-0.0010262i,0.00041349-0.00094325i,-0.00010443-0.0011993i,0.00010952-0.00085749i,0.00030308-0.00046551i,0.00039202-0.00010267i,0.00041747+8.6907e-05i
-9.7468e-05-0.0019408i,-0.00014713-0.00085775i,-0.0016377-0.00041322i,-0.0036016-0.00024652i,-0.0027297+0.0010437i,-0.00012229+0.0023264i,0.0012456+0.0014274i,0.0014165-0.00030082i,0.00095003-0.00072578i,4.8021e-05-0.00019318i,-0.0004432+0.0001829i,-0.00057342+0.00026569i,-0.00054649-0.00054379i,-0.00014753-0.0012005i,1.4701e-05-0.00035971i,-5.5349e-05+0.00031208i,0.00013554+0.00068224i,0.00062769+0.00076525i,0.0010231+0.0003826i,0.00094549-0.00011646i,0.00066046-0.00020988i,0.00017972+0.00016693i,9.0476e-06+0.00064144i
0.00072128-0.0005957i,0.00024965-0.001139i,-0.00061243-0.00094923i,0.00013616+0.00034256i,0.00081813+0.0017205i,-0.00013733+0.0024055i,0.00040792+0.0013619i,0.0021106-0.00033432i,0.0015428-0.00093622i,0.00050671-0.00080642i,-0.00023532-0.0010929i,-0.00063163-0.00085352i,-6.8778e-05-0.00029259i,0.00013469+0.00031598i,0.00021257+0.001198i,0.00033165+0.0008088i,0.00077762-0.00013844i,0.00092784+0.00013835i,-0.00017878-6.5071e-05i,-6.938e-05-0.00022939i,0.00061969-0.00025685i,0.00038681-0.00043078i,-0.00019119+0.00021465i
-0.00054602+0.00053944i,-0.0013969-0.00031584i,-0.0016939-0.00082132i,-0.00066961-0.00064916i,9.1852e-05-0.00034571i,0.00081266-6.5263e-05i,0.0010279-0.00036069i,0.00037462-0.00062539i,0.00057543-0.0015419i,0.00085431-0.0023614i,0.00082591-0.0021301i,0.00019456-0.0016497i,-0.00019778-0.0011051i,9.2797e-05-0.00027232i,0.00044289+0.00042149i,0.00071059+0.00057149i,0.00050536+0.00017737i,0.00025197+0.00054318i,0.00059691+0.0012902i,0.00082893+0.0013197i,0.00030068+0.00099007i,0.00020825+0.00017186i,0.0002257-0.000397i
-0.00070584-0.0020695i,-0.00056632-0.0014821i,-0.00098642-0.00058213i,-0.00054253+4.8515e-05i,0.00053658+0.0018275i,0.0013272+0.0034478i,0.0011278+0.0026228i,0.00095851+0.00058616i,0.00041444-0.00081114i,-0.00021112-0.0012488i,0.0003354-0.0011214i,0.00065221-0.0012265i,6.4432e-05-0.00085003i,-0.00056451-0.00064931i,-0.000386-0.0010993i,5.6103e-07-0.00048445i,-1.6958e-05+9.6126e-05i,-0.00098397+0.00053612i,-0.001077+0.00057833i,-0.00039844+0.00022673i,-0.0002706+7.5575e-05i,-0.00011275-0.0003234i,0.00058342-0.00031025i
-0.0015155+6.6085e-05i,-0.0017522-0.00022415i,-0.0017168-0.00019421i,-0.0013198+0.00061984i,-0.00042171+0.0016811i,0.00082641+0.0015847i,0.001448+0.00040244i,0.0005627-0.00066666i,-0.00047457-0.0010432i,-0.0002422-0.00082689i,0.00031843-0.00075215i,0.0003064-0.0011112i,0.00050507-0.00097738i,0.0005786-0.00036158i,5.4319e-05-8.4727e-05i,5.5402e-05+1.7082e-05i,0.00011141+0.00032879i,-1.4895e-05+0.00027284i,0.00018801-0.0006765i,-0.00036617-0.0010591i,-0.00058229-0.00067029i,-0.00079911-0.00017172i,-0.00077005+0.00021856i
0.00087235-0.0010478i,0.00073979-0.00040303i,0.00031588+5.1014e-05i,0.00052189+0.00086898i,0.0012116+0.002442i,0.0013245+0.0031178i,0.0021199+0.0016195i,0.0020026+0.00043341i,0.00031473-0.00045005i,-0.00071823-0.00076672i,-0.00035574+9.0537e-05i,-0.00032338+0.0010677i,-0.00097514+0.00042044i,-0.00076207-0.00040863i,-0.00020461+0.00075735i,0.00024347+0.0011026i,-0.00025468+0.0005371i,-0.00082832+0.00029813i,-2.0506e-05-0.0001503i,0.00059075-0.00032426i,0.00013215-0.0008718i,-1.6592e-05-0.0012347i,0.00061571-0.0006184i
-0.00043494-0.00055512i,0.00066709-0.00017002i,-8.3272e-05-0.00048996i,-0.0013632-0.0005309i,-0.0013193-0.00013157i,-0.00023284+0.00035887i,0.00079852+0.00036032i,0.0010537-9.1406e-05i,0.00078726-0.0013326i,0.0002274-0.0016958i,-3.8534e-06-0.0009952i,0.00082465-0.0005893i,0.00069979+7.2169e-05i,0.00021402+0.0008431i,0.00045835+0.00078525i,0.00067317-0.00014703i,0.00072393-0.00070505i,0.00029012-0.0001736i,0.00017362-0.0001439i,0.00087714-0.00027619i,0.00091187+0.00031426i,0.00090454+0.00097578i,0.00017451+0.00053807i
0.00025996-0.00052014i,0.00020097-0.00011628i,0.00035946+0.00026852i,-0.0004614+0.0010658i,-0.00076+0.0019245i,8.137e-05+0.003151i,0.00094706+0.0028917i,0.0012962+0.0011806i,0.0009076-0.00078314i,0.00043845-0.0012734i,0.00050767-0.0011411i,0.00063146-0.0010679i,0.00035406-0.00034034i,0.00015959+0.00053416i,0.00058052+0.00115i,0.00058924+0.00088377i,0.00047246-0.00024371i,0.00024626-0.00078479i,0.000593-0.00016901i,0.00052131+0.00017654i,-0.000744+0.00019589i,-0.0011181+0.00046409i,-0.00021136+0.00052174i
-0.0017576+0.0010235i,-0.0010744+0.00087462i,0.00029233+0.00093931i,0.0013318+0.0012314i,0.0015677+0.0019113i,0.0016617+0.0020197i,0.0021268+0.0015078i,0.001996+0.00038305i,0.0013886-0.00070928i,0.00065581-0.00055185i,0.00049549-0.0009607i,-2.1355e-05-0.0011885i,-0.00014987-0.00062983i,0.0001335-1.3074e-05i,0.00049074-8.9937e-06i,0.00017367+0.00014917i,-0.00016143+0.00031362i,0.00069859+0.0003528i,0.00085636+0.00060529i,0.00022879+3.7206e-05i,0.00046777-0.0003082i,0.00020453-0.00044352i,0.00021473-0.00027113i
-0.0011981-0.00021486i,-0.0010743+0.00057254i,-0.00064258+0.0012255i,-0.0002314+0.0016346i,5.9149e-05+0.0020007i,0.00054855+0.0016796i,0.0011426+0.0014428i,0.0013101+0.00053482i,0.0014711-3.0327e-05i,0.00092906+0.00062747i,8.7947e-05+0.00069046i,-8.6108e-05-0.00035551i,0.00030398-0.00054716i,0.00048936-0.00086095i,-0.00016145-0.00057085i,-0.00018008+0.00028184i,0.0004512-0.00024135i,0.00051009-0.00041713i,0.00016536+0.00021631i,0.00048506+0.00034583i,0.00075961+3.0468e-05i,0.00014014-0.00027153i,1.1814e-05-0.0003318i
-9.089e-05-0.0023703i,-0.00053173-0.0016603i,-0.0013935-0.0017002i,-0.0013068-0.0012219i,-0.00072605+0.001222i,0.00011184+0.0023451i,0.00084136+0.0015383i,0.00077589+0.00037367i,0.00062913-0.00077033i,0.00044853-0.001189i,0.00074946-0.00048871i,0.0005703+0.00067519i,-0.00029126+0.00030413i,-9.4317e-05+0.00024403i,-0.00058043+0.00038882i,-0.00059131-0.00036103i,0.0006388-0.00071617i,0.00026486-0.0005273i,0.00058488-0.00010011i,0.0016199-3.8909e-05i,0.0011506+0.00028939i,3.6653e-05+0.00049036i,-0.00083204+0.0007438i
-0.00013532-0.00021174i,0.00045869-0.00058067i,0.00071479+0.00056733i,0.00051966+0.0019984i,0.00090107+0.0021719i,0.00087647+0.001641i,0.00045163+0.0019531i,0.00057429+0.0012023i,0.00073618+0.00064278i,0.000858-0.00024305i,0.00061869-0.00061709i,0.00080493+0.00077145i,0.00088614+0.0019331i,0.00011906+0.0015077i,-0.00046894+0.00088991i,-0.00046453+0.00093736i,-8.5524e-05-0.00026101i,0.0003587-0.00041098i,0.0004178+0.00059227i,0.0003161+0.00019347i,1.1091e-05-0.00057967i,-6.7367e-05-0.0003436i,0.00043464+0.00061958i
0.0020147+0.0005923i,0.00090415+0.00062381i,0.00035949+0.00036933i,0.00076179+0.00054715i,0.0013359+0.00098757i,0.00087176+0.0014299i,0.0006876+0.00090805i,0.0015305-0.0003806i,0.001875-0.0013248i,0.0011511-0.001184i,8.9139e-05-0.00079929i,0.00014505-0.00043293i,0.00028176+0.00045216i,-8.5526e-05+0.00099506i,-0.00024209+0.00081548i,-0.00025049+0.00044176i,0.0002431+0.00030845i,0.00086372-0.0002188i,0.00056759-5.8574e-05i,9.4828e-06+7.1094e-05i,-0.00068615-0.00034583i,-0.00088267-0.00047031i,0.00041959-0.00016059i
-0.00030301-0.00070808i,-0.0011569-0.00095966i,-0.0013883-0.0010099i,-0.00062271-0.001033i,-0.00041928-0.00022098i,0.00055061+0.0011401i,0.0016707+0.00071914i,0.0010202-0.00043698i,-0.0003058-0.00095014i,-0.00046036-0.00064309i,-0.0003804-0.00033048i,0.00041491-3.94e-05i,0.0006899+0.0004472i,0.0002035+9.5006e-05i,0.00045908-0.00068163i,0.00073456-0.0012859i,0.0011365-0.00032504i,0.0011621+0.0003184i,0.00055141+0.00041724i,-0.00029046+0.0010979i,-0.00049856+0.0013437i,-0.00045725+0.00048084i,0.00012571-0.00072112i
-0.00070788-0.0029656i,-0.00026968-0.0016479i,-0.00085499+0.00038972i,-0.0010245+0.0018633i,-0.00072176+0.0033621i,0.00017078+0.0036166i,0.0013946+0.0020198i,0.0018481+0.00016777i,0.0013165-0.00087768i,0.00063424-0.00081348i,0.00015175-0.00019088i,0.00032865-2.8106e-05i,0.00053329-3.2368e-05i,2.0278e-05-0.00030844i,-0.00051797+1.7712e-05i,-0.00024437+0.00021495i,0.00023755+0.00017366i,0.00019393-5.1983e-05i,1.5653e-05-0.0004131i,0.00036715-0.00023142i,0.00021583-5.0699e-06i,7.1371e-05-0.00013067i,-1.7019e-05-0.00013616i
-9.8911e-05-0.00065975i,0.00023634+0.00086282i,0.00093508+0.00067663i,0.0011509+0.00035631i,0.0010799+0.0010912i,0.0012106+0.001398i,0.0013525+0.0010821i,0.0010864+0.00028401i,0.0012653-0.00036928i,0.000941-0.00062143i,0.00054417-0.00070004i,0.00069974-0.00045953i,-0.00022733-1.7686e-05i,-0.00092103+0.0005296i,-0.00024416+0.00087009i,-5.1212e-05+0.00034042i,-0.00029941-0.00056461i,-0.00047194-0.00045344i,-0.00024435-0.00069761i,8.8312e-05-0.00058108i,0.00027941-0.00052014i,0.00040914-0.00089035i,0.00034061-0.00094808i
0.00028792-0.00056947i,0.00012899-0.00038229i,0.00029242-0.00116i,-0.00042248-0.00051541i,-0.00091894+0.00066658i,-0.00095524+0.0017706i,-0.00037526+0.0022669i,0.00045277+0.00088474i,0.00029969-0.00095056i,-0.00037599-0.0022963i,-0.00041759-0.0021952i,-0.00049415-0.0010727i,-0.00071522+0.00018975i,-0.00012249+0.00089383i,0.00023102+0.00093627i,0.00018074+0.00039141i,0.00029276+0.00035565i,-0.00041255+0.00050742i,-0.00063506-0.00013821i,-0.00042288-0.00031966i,-0.00066041-0.00018206i,0.00010222-0.00033972i,0.00048802-0.00032385i
-0.0017187+0.0014322i,-0.00061957+0.00024667i,-0.00036563+0.00061826i,-0.00046761+0.0011274i,-0.00017289+0.0011293i,9.6003e-05+0.001591i,0.00070741+0.001421i,0.0010815+0.00088305i,0.001139+0.00026684i,0.00073045+0.00010714i,0.00032694-0.00033197i,0.00017856-0.00053932i,-0.00010765-8.6888e-07i,-0.00036094+0.00060122i,-0.0004727+0.0014313i,-4.9846e-05+0.0011123i,0.00031957+0.00054925i,0.00033778+0.00094937i,0.00037627+0.00082773i,0.00025577+0.00060931i,-0.00037213+0.00054231i,-0.00060814+0.00073113i,-0.00013812+0.00035142i
-0.0012519+0.00078013i,-0.00093274+0.00084251i,-0.00039964+0.00073393i,0.00051852+0.001558i,0.00090547+0.0019963i,0.0004592+0.00095573i,-4.5991e-05-0.00063152i,0.00033995-0.0012464i,0.00099248-0.00097201i,0.00085783-0.00013052i,0.00093913+0.00030131i,0.001083+0.00017401i,0.00026514+0.00036747i,-0.00051451+0.00030127i,-0.00054483+0.00068386i,-0.00027732+0.0010463i,-0.00030177+0.00060322i,-0.00063089+7.6014e-05i,-0.00018229+0.00054926i,0.00029436+0.00083532i,0.00077598+0.00046673i,0.0012491-3.169e-05i,0.00019734-0.00032657i
0.0015444+0.0021609i,-6.8558e-05+0.002325i,0.00033451+0.0016579i,0.00061642+0.00038045i,-0.00033255-0.00035446i,-0.00033135+8.5071e-05i,0.00053363+0.00062493i,0.00061672-0.00047521i,0.00052078-0.0020116i,0.00028203-0.0015421i,0.00010039-0.00066469i,-8.0105e-05-0.00065476i,7.2263e-05+0.00011438i,0.00064574+0.0013371i,0.0015274+0.0012916i,0.001454+0.00079159i,0.00051306+0.00056473i,0.00045219+0.00052658i,-2.6761e-05+0.00053439i,-0.00013722-0.00059405i,0.00055317-0.0011109i,0.00065121-0.00080876i,0.00045235-0.00097657i
0.00026866-0.0010876i,0.00053836-0.0005203i,-0.00050209-0.00065053i,-0.0013099-0.00025841i,-0.0010175+0.001481i,4.1479e-05+0.0021556i,0.00038682+0.0013005i,0.00074882-0.00035785i,0.0010423-0.0014044i,-1.3236e-05-0.0010902i,-0.00085551-0.00065462i,-0.00061896-0.00080386i,-0.00044622-0.00077941i,8.1504e-05-4.3866e-05i,0.00053861+8.0077e-05i,0.00030454+5.8943e-05i,3.5699e-05-0.00012142i,-5.3724e-05-0.00054214i,0.00076678-0.00026111i,0.0015619+4.1515e-05i,0.00091807-0.00022389i,-0.00029009-0.00039403i,-0.00033094+0.00014227i
-0.0009499+0.0014798i,-0.0010368+0.00070386i,3.3621e-05+0.00091457i,0.00093845+0.0019663i,0.0011668+0.0017578i,0.0010292+0.0015435i,0.0013287+0.0012881i,0.0016499+0.00058924i,0.0015616-0.0001392i,0.0011909-0.00032098i,0.0014216-0.00024699i,0.0013414-0.0005581i,0.00023874-0.00019691i,6.8338e-05+4.5598e-05i,0.00031928+0.0002767i,0.00024812+0.001241i,7.7058e-05+0.0015632i,0.0002274+0.0006027i,0.00028163+1.6758e-05i,-6.0654e-05-0.00046422i,-2.7532e-06-0.00060369i,-0.00022381-0.00039899i,-2.6393e-05-0.00024494i
0.0005064-1.4663e-05i,-0.00026572+0.00030767i,-9.235e-05-0.00035915i,0.00031845-0.0001862i,0.00047946+0.00028927i,0.00049546+0.00054736i,0.00096541+0.001175i,0.0013643+0.00081273i,0.0016324-0.00087669i,0.0020559-0.0016101i,0.0014556-0.00084089i,0.00058133+0.00031075i,-5.3274e-05+0.00070904i,-0.00067917+0.00089965i,-0.0002838+0.00090996i,0.00085993+0.00091009i,0.00089044+0.00076318i,-0.00056955-5.5164e-05i,-0.0011734-0.00043236i,-0.00077387+2.8459e-05i,-0.00083209+0.00023419i,-0.00053014-3.9279e-05i,-0.000132-0.00016438i
-0.00063006-0.00033234i,-0.00081989-7.8543e-05i,-0.0009194+0.00043464i,-0.00016338+0.00037029i,0.00093412+0.00017309i,0.0011283+0.0010974i,3.4054e-05+0.0012841i,3.1166e-06-0.00067985i,0.00087133-0.001184i,0.00064901-0.00054763i,0.00072683-0.00047392i,0.0011461+0.00031406i,0.0011302+0.0012073i,0.0007154+0.0015202i,0.00014454+0.00098118i,-0.00042319+0.00047345i,-0.00063754-0.00032892i,0.00011078-0.00061234i,0.00038501-0.0007255i,-0.00037459-0.00072611i,-0.00064156-0.00098596i,-4.7998e-05-0.0010997i,0.00036487-0.0008498i
-0.00038524-0.0012086i,-0.00051581-0.0014264i,5.7037e-05-0.00078702i,-0.0002115-0.0001425i,-0.00037025+0.00099507i,0.00096085+0.0017227i,0.001425+0.0014374i,0.0011626+0.00018538i,0.00099274-0.0011273i,0.0010682-0.0021508i,0.00095163-0.0018715i,0.00036949-0.00078772i,0.00028047-1.8941e-05i,-0.00021331-0.00024378i,-0.00015368-0.00053507i,0.00018742+0.00022391i,-0.00030961+0.00037209i,0.00016114+0.00014544i,0.00077635+6.9701e-05i,0.00043629+0.00014686i,0.00062222+0.00045791i,0.00055097-0.00011316i,0.00051847-0.00081317i
-0.00018012-0.0018465i,-8.9305e-05-0.0011949i,0.00023057+7.1629e-05i,0.00068544+0.0017213i,0.00059868+0.0027338i,0.00088368+0.0020492i,0.0011103+0.0014773i,0.00077226+0.0005388i,2.1789e-05-0.0008963i,-0.00063664-0.0012801i,-0.00012091-0.00066116i,0.00092495-0.00074171i,0.0010247-0.00099741i,0.00055638-0.00084335i,-6.2867e-05-0.00030894i,-0.00039795-8.9032e-05i,-7.7871e-05+0.00017527i,-5.6146e-05+0.00078586i,0.00013347+0.00044186i,0.00052073-3.7309e-05i,0.0001348+7.6258e-05i,-0.00075324-0.00012144i,-0.00082575-5.8086e-05i
