0.00056937+0.00019808i,0.00092087-0.0011242i,0.0010762-0.0028588i,0.00081499-0.0026155i,-0.00060026-0.0011851i,-0.0017072-2.903e-05i,-0.0017154+0.0011274i,-0.0013101+0.0012215i,-0.00042806-4.3948e-05i,0.00032224-0.00097882i,-0.00027117-0.0013728i,-0.0014299-0.0012749i,-0.0018792-0.0010827i,-0.0015149-0.00065244i,-0.00094075+0.0004181i,-0.00036214+0.0007692i,-0.00031778+6.7751e-05i,-0.00060471-0.00062717i,-0.00069702-0.00067931i,-0.0001063-0.00048643i,0.00053843+0.00025895i,-0.00036503+0.00054538i,-0.00072248+0.00017412i
0.0051669+0.0038978i,0.0090409+0.0094305i,0.014153+0.023894i,0.02344+0.045196i,0.04372+0.052648i,0.041396+0.020385i,-0.020603-0.024581i,-0.0885-0.034199i,-0.094779-0.013946i,-0.058049-0.00096552i,-0.029493-0.00022153i,-0.016495+0.00071346i,-0.0083438+0.0024081i,-0.0048905+0.0015561i,-0.0074679-0.00063302i,-0.014612-0.00059695i,-0.019812+0.0026897i,-0.017736+0.0066868i,-0.0097094+0.0053003i,-0.0037641-0.0016039i,-0.0037487-0.0073873i,-0.0049419-0.0057431i,-0.003176+0.00082599i
-0.0022184-0.0014486i,-0.0040849-0.00038919i,-0.0094158+0.010839i,-0.022508+0.044172i,-0.04117+0.085625i,-0.053586+0.095842i,-0.056613+0.082302i,-0.049073+0.079523i,-0.019916+0.067278i,0.0045581+0.029909i,0.006122+0.008052i,0.0057415+0.010276i,0.0097244+0.010835i,0.010547+0.0051463i,0.0088704+0.00099741i,0.0064984+0.00017256i,0.0035779+0.0029503i,0.0012249+0.0073331i,0.0010862+0.0091805i,0.00079894+0.007659i,-0.0013077+0.0054782i,-0.0020456+0.0034473i,-0.0039624-0.00051044i
0.00055693-0.001256i,0.012132-0.0053591i,0.047899-0.017171i,0.11429-0.050597i,0.16764-0.085877i,0.15793-0.066617i,0.12444+0.0072154i,0.11492+0.050099i,0.085887+0.031105i,0.031634+0.012013i,0.0057269+0.0062563i,0.0030165-0.0055279i,0.00083986-0.010931i,0.00097486-0.0064627i,0.0021293-0.0018921i,0.0047711+0.00035042i,0.0082929-1.9157e-06i,0.0093505+0.00021273i,0.0075468+0.0028532i,0.0042989+0.005868i,0.0029993+0.0077094i,0.004346+0.0065746i,0.007002+0.0041489i
0.00030319-0.0024783i,-0.0020885-0.0080738i,-0.0078011-0.021771i,-0.022184-0.030423i,-0.038214-0.021307i,-0.031714-0.019581i,0.0073104-0.053011i,0.039558-0.089484i,0.035741-0.077539i,0.022938-0.039912i,0.015312-0.020457i,0.0072013-0.013567i,-0.00023174-0.0092123i,-0.0045171-0.0062468i,-0.0024924-0.0028305i,0.0012357-0.0022849i,0.00096211-0.0061168i,-0.00074805-0.011269i,-0.0027321-0.013082i,-0.0033839-0.0093759i,-0.0012503-0.0046295i,-0.00012961-0.002076i,-0.0017232+0.0011929i
0.0027231-0.0039936i,-0.003866-0.0031912i,-0.021518-0.01282i,-0.054476-0.046341i,-0.079191-0.094206i,-0.073916-0.10609i,-0.069315-0.08175i,-0.086967-0.055819i,-0.084777-0.025139i,-0.051236+0.00062175i,-0.024416+0.0044095i,-0.017193+0.00085392i,-0.015164-0.00039215i,-0.013488-0.0043071i,-0.015547-0.0067791i,-0.018626-0.0045208i,-0.016432+0.0025126i,-0.0089021+0.007916i,0.00017524+0.005987i,0.0060339-3.2916e-05i,0.0056324-0.0055286i,0.0011597-0.0068322i,-0.0019482-0.0045163i
0.0027021-0.0037714i,-0.0010144-0.0044588i,-0.016814+0.010064i,-0.046744+0.064778i,-0.071575+0.13752i,-0.076119+0.15281i,-0.077248+0.11063i,-0.07193+0.080783i,-0.035755+0.056039i,-0.0012591+0.015389i,0.0019291-0.0018307i,0.00099431+0.0064199i,0.005371+0.0092118i,0.005083+0.006979i,0.003463+0.0048529i,0.0018358+0.0025798i,-0.0010825+0.0030659i,-0.0019443+0.0076286i,0.0011345+0.011486i,0.0021341+0.009179i,0.00011181+0.0044918i,0.0019769+0.00035288i,0.0058278-0.0062675i
0.0046051+0.0057813i,0.010349+0.011752i,0.019169+0.015496i,0.029756+0.0045381i,0.041755-0.018724i,0.051981-0.017944i,0.077359+0.021582i,0.1015+0.046703i,0.078072+0.033026i,0.030172+0.016897i,0.0084578+0.010921i,0.0057168+0.0023667i,0.0017168-0.00062138i,0.00052243+0.0057487i,0.0036559+0.0077017i,0.0063509+0.0042333i,0.0075612-0.00048271i,0.0097143-0.0046269i,0.010236-0.0064645i,0.0065786-0.0052459i,0.0028056-0.0020177i,0.00093176+0.0019332i,0.0026477+0.0063653i
-0.00047969-0.011031i,0.012387-0.017926i,0.053423-0.017336i,0.11528+0.0070289i,0.14263+0.043375i,0.11368+0.04661i,0.068653+0.00051703i,0.047198-0.048326i,0.038205-0.06331i,0.019829-0.046607i,0.010301-0.022395i,0.011653-0.012559i,0.010303-0.011969i,0.0092834-0.010006i,0.0083693-0.008746i,0.0067152-0.0076288i,0.00447-0.0076923i,-0.0008912-0.012378i,-0.0058185-0.015768i,-0.0057407-0.012055i,-0.0039276-0.0076216i,-0.0051803-0.0071365i,-0.011141-0.007687i
0.0013401+0.0035099i,-0.0059117+0.003246i,-0.029499-0.017321i,-0.066712-0.073118i,-0.092815-0.13265i,-0.097141-0.13954i,-0.087109-0.10426i,-0.08053-0.070418i,-0.075388-0.029997i,-0.045648+0.0098211i,-0.012386+0.01302i,-0.0052316-0.0013759i,-0.0059389-0.0066049i,-0.0039625-0.01045i,-0.008063-0.014002i,-0.012475-0.011555i,-0.011808-0.005412i,-0.01044+0.0028834i,-0.0085437+0.0090474i,-0.0046874+0.0069216i,-0.0020171+0.001537i,-0.0010541-0.002043i,0.0018162-0.0038373i
0.0022192-0.0076349i,0.0039134-0.017033i,0.006827-0.027146i,0.010832-0.013313i,0.017238+0.034321i,0.01323+0.086037i,-0.015344+0.10809i,-0.046357+0.092879i,-0.0415+0.0558i,-0.016616+0.014786i,-0.0074661-0.0082898i,-0.0072428-0.0099099i,-0.0052889-0.0065114i,-0.0061077-0.0053557i,-0.0077729-0.0027159i,-0.0067489+0.0017311i,-0.0069362+0.0054498i,-0.0061997+0.010586i,-0.0045702+0.012663i,-0.0068671+0.0081577i,-0.0087363+0.0038394i,-0.0052178+0.0028357i,0.0011555+0.0060356i
0.0050141-0.0004016i,-0.013049+0.0080089i,-0.062209+0.014885i,-0.14063+0.010648i,-0.184+0.0018929i,-0.11584+0.002094i,0.0070524+0.0074238i,0.068346+0.018307i,0.061722+0.028047i,0.038575+0.020407i,0.017161+0.0047181i,0.0004462+0.0010985i,-0.009162+0.0065739i,-0.015098+0.011199i,-0.015542+0.011683i,-0.011362+0.0087552i,-0.0053461+0.0059223i,0.0035707+0.0023953i,0.011969+7.2824e-05i,0.01581+0.0014743i,0.013043+0.0043539i,0.0059382+0.0055043i,-0.00089298+0.0038933i
0.0024376-0.0027503i,0.026543-0.0015759i,0.086142+0.017812i,0.17718+0.060653i,0.2359+0.085531i,0.20606+0.049638i,0.13429-0.0067896i,0.093059-0.034695i,0.071123-0.04592i,0.034044-0.04464i,0.0030552-0.025372i,-0.0021433-0.010555i,0.00089911-0.0073417i,0.0046844-0.0020334i,0.010033+0.0027679i,0.011463+0.0033095i,0.0093005+0.00016779i,0.0074922-0.0037653i,0.007922-0.0050359i,0.0073389-0.0039189i,0.0050472-0.001051i,0.0056041+0.00059808i,0.0080854-0.0034357i
0.001535+0.0028741i,-0.009122+0.011483i,-0.032732+0.016652i,-0.068561+0.0021143i,-0.10428-0.035316i,-0.13107-0.073931i,-0.13503-0.094607i,-0.10941-0.085282i,-0.071771-0.044507i,-0.038332-0.0038053i,-0.014385+0.011211i,-0.0013142+0.0088883i,0.0050166+0.0051071i,0.0084116+0.0028048i,0.0077095+0.00029144i,0.0052772-0.0023364i,0.0027187-0.0018328i,-0.0023044+3.6412e-05i,-0.0099466-0.00069047i,-0.012847-0.0015572i,-0.0082397-0.0028173i,-0.0039167-0.0033879i,-0.0012501-0.00012403i
0.0084602-0.010705i,0.031627-0.030618i,0.089648-0.065253i,0.16332-0.095067i,0.18442-0.081673i,0.12216-0.0217i,0.031243+0.041469i,-0.025077+0.054133i,-0.042622+0.020466i,-0.039119-0.00019666i,-0.023931+0.00018168i,-0.011976-0.0030385i,-0.0053312-0.008481i,0.00021833-0.01119i,0.0022217-0.011465i,0.0030412-0.0066711i,0.0047047-0.0013886i,0.0052753-0.0022373i,0.0014442-0.0068379i,-0.0020758-0.009894i,0.00085068-0.011198i,0.0046077-0.01133i,0.0010218-0.010253i
-0.01252+0.0088455i,-0.043587+0.0088447i,-0.12816-0.0018542i,-0.24968-0.021664i,-0.30958-0.017882i,-0.24066+0.030997i,-0.11174+0.065142i,-0.027908+0.05782i,0.0038823+0.051223i,0.022903+0.042594i,0.030113+0.025332i,0.023748+0.014443i,0.011643+0.008689i,-0.0021655+0.0027904i,-0.011597-0.0038509i,-0.014641-0.0090942i,-0.012101-0.01046i,-0.0053461-0.0041357i,0.0046978+0.0086228i,0.012267+0.016368i,0.011268+0.015562i,0.0057666+0.0097455i,0.00058445+0.00088974i
0.014579-0.0061588i,0.034681-0.010163i,0.08226-0.012712i,0.14171-0.0071929i,0.1766-8.0164e-05i,0.17638-0.005301i,0.16228-0.0088948i,0.13555-0.008001i,0.088736-0.013318i,0.043115-0.01636i,0.017411-0.014855i,0.0015974-0.015328i,-0.007925-0.014554i,-0.0084536-0.010815i,-0.0047975-0.0076142i,-0.0039078-0.0067706i,-0.0087597-0.0081236i,-0.011264-0.0064211i,-0.0067024-0.000196i,-0.0027573+0.0014771i,-0.0043935-0.0036295i,-0.0070592-0.0052628i,-0.0041452+0.001315i
-0.0034092+0.0070783i,-0.030609+0.024468i,-0.09482+0.062029i,-0.17045+0.11823i,-0.19338+0.15005i,-0.14463+0.11058i,-0.089717+0.033098i,-0.056687-0.011642i,-0.025245-0.014913i,-0.00025761-0.013939i,0.010985-0.019526i,0.013326-0.018146i,0.010575-0.0099492i,0.004965-0.00076048i,-0.0036137+0.0057839i,-0.010421+0.010643i,-0.010913+0.015829i,-0.0099011+0.014479i,-0.0092442+0.0028971i,-0.0073193-0.0085543i,-0.0065035-0.012188i,-0.0088933-0.010245i,-0.01275-0.0045815i
0.013033-0.0088199i,0.054697-0.011428i,0.15843-0.012925i,0.29338-0.026719i,0.33891-0.06154i,0.24311-0.084945i,0.11443-0.077673i,0.032941-0.064897i,-0.010119-0.057319i,-0.027471-0.04234i,-0.03049-0.029144i,-0.029038-0.022578i,-0.019166-0.014495i,-0.0068956-0.0076371i,7.5981e-05+0.0019178i,0.0075703+0.012991i,0.017105+0.016809i,0.025117+0.010938i,0.026529-0.001758i,0.019008-0.010247i,0.011012-0.0070218i,0.010647+0.0019372i,0.014297+0.0042225i
-0.0023787-0.0013674i,-0.02801-0.0048371i,-0.094779-0.015597i,-0.18338-0.016772i,-0.21856+0.0090699i,-0.17888+0.03982i,-0.12384+0.044732i,-0.08261+0.039851i,-0.044825+0.035816i,-0.021513+0.022851i,-0.013902+0.016364i,-0.0049391+0.017635i,0.00069797+0.010088i,-0.0019855+0.0027825i,-0.0019203+0.00065166i,0.0012394-0.0037107i,0.0027555-0.0065379i,0.0036793-0.00058691i,0.0011868+0.013619i,-0.0053246+0.025223i,-0.010589+0.026637i,-0.010669+0.018252i,-0.0060669+0.0081271i
0.014017-0.0061349i,0.045884-0.022508i,0.11446-0.073998i,0.17283-0.1583i,0.16359-0.20812i,0.10298-0.17157i,0.060928-0.094252i,0.046392-0.042214i,0.02327-0.011387i,0.0018402+0.012043i,-0.010083+0.02096i,-0.018063+0.019885i,-0.019975+0.012451i,-0.014395+0.0015564i,-0.0025818-0.0093157i,0.0031588-0.021053i,-0.0025496-0.030022i,-0.01256-0.033457i,-0.019966-0.028983i,-0.018237-0.018276i,-0.0057646-0.010635i,0.0066576-0.0095289i,0.0090479-0.010132i
-0.012584+0.000157i,-0.057056-2.0349e-05i,-0.15846+0.018194i,-0.2776+0.074532i,-0.30667+0.1383i,-0.20406+0.16441i,-0.080133+0.1488i,-0.016822+0.11214i,0.011598+0.066863i,0.022777+0.031334i,0.03115+0.016131i,0.036008+0.0031846i,0.024961-0.0031341i,0.011997+0.0023447i,0.0013999+0.0045499i,-0.010118+0.0042854i,-0.015368+0.007485i,-0.013735+0.0096467i,-0.0049315+0.0066494i,0.0055688+0.0012003i,0.0082385-0.0017358i,0.0042528-0.0032212i,-0.0014485-0.006474i
0.01149+0.0061236i,0.043147+0.011833i,0.11655+0.020544i,0.2041+0.011548i,0.2265-0.023824i,0.15433-0.064722i,0.073717-0.083514i,0.039108-0.080831i,0.022741-0.06025i,0.020536-0.032039i,0.024082-0.022252i,0.016265-0.021063i,0.011184-0.011624i,0.010215-0.0044868i,0.0045512-0.00061799i,0.0016383+0.004957i,0.003816+0.01168i,0.0096764+0.019306i,0.018833+0.021333i,0.023911+0.013372i,0.018699+0.0021301i,0.0084359-0.00115i,0.0042109+0.00456i
-0.010719+0.00041477i,-0.037184+0.0097707i,-0.093342+0.045882i,-0.13994+0.12505i,-0.12389+0.19018i,-0.065475+0.15686i,-0.029373+0.067353i,-0.021259+0.013513i,-0.013356-0.0047972i,-0.0087898-0.014321i,-0.0041032-0.01584i,0.0058339-0.013906i,0.0086522-0.016351i,0.0037621-0.01593i,-0.00057232-0.0086387i,-0.0010926-2.8479e-05i,0.0012051+0.0058558i,0.0031975+0.0079524i,-0.00047619+0.0096354i,-0.0094437+0.01046i,-0.011813+0.0068396i,-0.0097239-0.002996i,-0.01218-0.009i
0.011158+0.004887i,0.048344+0.0070141i,0.13415-0.020424i,0.2168-0.11664i,0.19855-0.21598i,0.093687-0.19843i,0.004154-0.11184i,-0.029895-0.058312i,-0.025593-0.031562i,-0.011425-0.019526i,-0.018995-0.018272i,-0.035586-0.0095192i,-0.034102-0.005019i,-0.023012-0.010313i,-0.013381-0.016308i,-0.0075063-0.024391i,-0.0042189-0.03281i,-0.0018366-0.039381i,-0.0023328-0.041677i,-0.0020204-0.033385i,0.0012988-0.017926i,0.0075791-0.0029695i,0.014095+0.00251i
-0.00029203-0.0012156i,-0.020407-0.019047i,-0.072296-0.037096i,-0.13516-0.013732i,-0.14322+0.059108i,-0.084932+0.12136i,-0.0068146+0.14459i,0.038419+0.12674i,0.029696+0.074098i,0.0011921+0.031618i,-0.0046579+0.014223i,-0.00089294-0.00047891i,-0.0085414-0.0046927i,-0.014056+0.0042473i,-0.013321+0.010041i,-0.012626+0.011777i,-0.011666+0.012336i,-0.0076179+0.013006i,-0.00043366+0.012554i,0.0028452+0.0055665i,-0.00465-0.00094002i,-0.014867-0.0019825i,-0.015553-0.00071604i
0.01333+0.0062231i,0.035782+0.0028877i,0.07062-0.025969i,0.07682-0.094155i,0.036737-0.14726i,-0.0015738-0.12248i,-0.0033867-0.06747i,0.005013-0.044549i,0.0047455-0.027208i,0.0091736-0.0051097i,0.013016+0.003047i,0.010682+0.007561i,0.010895+0.013612i,0.0084725+0.015274i,0.0012324+0.015328i,-0.0026618+0.014551i,-0.0038902+0.013792i,-0.0059528+0.015813i,-0.0048011+0.018863i,0.00017485+0.016466i,0.0056823+0.0084046i,0.00921+0.0012947i,0.0079855+0.00012608i
-0.0029928-0.0061203i,-0.025525-0.014718i,-0.069585+0.0057514i,-0.1007+0.095821i,-0.07067+0.19353i,0.0069362+0.15455i,0.050081+0.016812i,0.033553-0.055093i,0.0056601-0.042579i,-0.0078682-0.013095i,-0.0027702+0.0072876i,0.012211+0.012428i,0.019989+0.0038803i,0.019445-0.0022238i,0.016287+0.0026143i,0.013225+0.012925i,0.010657+0.016967i,0.0072435+0.010683i,0.00043049+0.0021985i,-0.0072815+0.00076757i,-0.0079667+0.0053083i,-0.0021708+0.006213i,-0.00073813+0.00023834i
0.0023421+0.014965i,0.0082808+0.038303i,0.018636+0.060054i,0.025617+0.026636i,0.020769-0.062259i,-0.017034-0.098489i,-0.06329-0.05806i,-0.069588-0.015351i,-0.029717+0.00048452i,0.0082258-0.0080829i,0.0053396-0.016858i,-0.0066814-0.014117i,-0.0044126-0.015345i,-1.9477e-05-0.021151i,0.0026052-0.028507i,0.0015323-0.038493i,0.00061375-0.039742i,0.0047339-0.030826i,0.0093439-0.020483i,0.010434-0.013458i,0.006013-0.0067417i,0.003477+0.0017366i,0.0089974+0.006452i
-0.0061822-0.015958i,-0.012831-0.025716i,-0.0085873-0.020301i,0.030355+0.024982i,0.075888+0.087795i,0.074822+0.10157i,0.040442+0.080551i,0.020992+0.062469i,0.0070269+0.032171i,-0.0074218+0.0096938i,-0.001359-0.001359i,0.0011434-0.016306i,-0.012543-0.019704i,-0.017822-0.01083i,-0.010901-0.0049745i,-0.0020932-0.002661i,0.00114-0.00011973i,-0.0017006+0.0041121i,-0.0021916+0.0070193i,-0.00038673+0.0050666i,0.0012364-0.00089265i,-0.00057742-0.010155i,-0.0080967-0.013492i
0.0090392+0.0076771i,0.025272+0.017154i,0.044518+0.0046218i,0.020295-0.059489i,-0.057597-0.12825i,-0.096253-0.10193i,-0.047101-0.018652i,0.0093799+0.011484i,0.021513+0.0059088i,0.018634+0.0037474i,0.016833-0.0037673i,0.0078787-0.0083334i,-0.0022129-0.0022662i,-0.0083899+0.0045172i,-0.014196+0.0076045i,-0.018123+0.0063547i,-0.015508+0.0043087i,-0.0067018+0.0073606i,0.0025682+0.011594i,0.0062459+0.01215i,0.0078518+0.0096546i,0.0114+0.0043113i,0.012035-0.0027159i
0.0023817-0.01028i,0.024316-0.039178i,0.068178-0.07847i,0.11801-0.086676i,0.13836-0.046936i,0.1105-0.01333i,0.064607-0.032992i,0.027443-0.057286i,-0.0035819-0.0402i,-0.020796-0.0093943i,-0.016785+0.010445i,-0.0025128+0.019078i,0.010002+0.018388i,0.012256+0.014478i,0.0041385+0.015112i,-0.0037486+0.022213i,-0.0049819+0.025622i,-0.0034205+0.014668i,-0.0054277-0.00036558i,-0.0073384-0.0053216i,-0.0066019-0.0047002i,-0.0082097-0.0024419i,-0.0093967+0.0035171i
-0.0059455+0.010647i,-0.025019+0.025584i,-0.08016+0.035937i,-0.16896+0.032264i,-0.22151+0.032412i,-0.17631+0.033212i,-0.091788+0.031113i,-0.039758+0.033875i,-0.0017924+0.027452i,0.021124+0.0053755i,0.0075311-0.011272i,-0.0095439-0.010689i,-0.0078669-0.0091849i,-0.0024384-0.012589i,-0.00093868-0.019001i,-0.0033247-0.0258i,-0.0041652-0.027151i,-0.00012796-0.022979i,0.0063382-0.018603i,0.010714-0.018028i,0.0072033-0.0191i,0.0014265-0.016757i,-0.00034367-0.008388i
-0.0061989-0.0040416i,-0.016983-0.02378i,-0.024881-0.039137i,0.0097366-0.026062i,0.088057+0.0022293i,0.11747+0.011136i,0.058095-0.0034033i,-0.0055065-0.018439i,-0.024305-0.024931i,-0.016954-0.022465i,0.00012913-0.015017i,0.01069-0.013686i,0.0066046-0.013616i,0.00062767-0.008566i,0.0055485-0.0001076i,0.016808+0.0071697i,0.016223+0.0082683i,0.005189+0.0083814i,-0.0013031+0.010566i,-0.00074802+0.0094307i,0.001717+0.0075675i,0.0021753+0.0064752i,0.0020152+0.0011757i
-0.0093979+0.011144i,-0.029488+0.040585i,-0.073912+0.10281i,-0.13011+0.17214i,-0.16296+0.18611i,-0.12779+0.13451i,-0.035485+0.070839i,0.034889+0.024369i,0.047297+0.0034629i,0.032846+0.0028066i,0.018039-0.000121i,0.0034529-0.009855i,-0.0084081-0.012943i,-0.012881-0.0087672i,-0.015316-0.0077967i,-0.017436-0.012961i,-0.014238-0.012038i,-0.0054346-0.00065063i,8.1772e-05+0.0085107i,-0.0057059+0.010444i,-0.013484+0.011376i,-0.010171+0.010805i,0.00086644+0.0032259i
0.021163-0.00031246i,0.073544-0.012649i,0.18087-0.050635i,0.29269-0.1248i,0.30954-0.1895i,0.20028-0.17898i,0.065411-0.0952i,-0.00010203-0.018464i,-0.024376+0.0057546i,-0.034546+0.0056922i,-0.019436+0.0056096i,0.004562+0.0044953i,0.017661+0.002027i,0.017608+0.0011078i,0.01167+0.0032382i,0.0080187+0.0082083i,0.0064951+0.0092609i,0.0001343+0.00013943i,-0.010289-0.008267i,-0.011961-0.0079071i,-0.0052411-0.0063661i,-0.00076449-0.004392i,-0.0045695+0.0022628i
-0.0087905+0.012727i,-0.0091877+0.031872i,-0.004367+0.06462i,-0.0069302+0.096406i,-0.047094+0.12422i,-0.073254+0.13349i,-0.034989+0.10201i,0.010021+0.053848i,0.028859+0.028121i,0.031636+0.020266i,0.013526+0.011097i,-0.011616+0.0078809i,-0.021642+0.011245i,-0.017217+0.010264i,-0.01447+0.001693i,-0.020923-0.0033517i,-0.020708+0.00039039i,-0.0046335+0.0029384i,0.014844-0.0015594i,0.023665-0.0090475i,0.023602-0.011797i,0.021026-0.011683i,0.012597-0.011909i
0.0024421-0.010837i,0.0091037-0.050443i,0.0047322-0.14438i,-0.016603-0.26158i,-0.019569-0.30339i,-0.0020844-0.22479i,0.0065183-0.12449i,-0.0035168-0.082586i,-0.020848-0.065605i,-0.023968-0.043134i,-0.010794-0.023718i,0.0022392-0.014274i,0.0011537-0.013144i,-0.0090358-0.010584i,-0.010882-0.0012932i,-0.0017352+0.0046158i,0.0023134+0.0010368i,-0.0037256+0.0027636i,-0.0066869+0.016398i,-0.0026926+0.02647i,0.0017785+0.027094i,0.0038533+0.022136i,0.010464+0.013817i
-0.012335+0.0023421i,-0.060922+0.00014576i,-0.16587+0.031909i,-0.26673+0.14679i,-0.252+0.28468i,-0.13184+0.27932i,-0.036065+0.13198i,-0.0062764+0.018067i,0.013316-0.0067724i,0.027688-0.0083999i,0.015024-0.0099931i,-0.00043052-0.0049628i,0.0012717-0.0018399i,0.0075043-0.006148i,0.0092039-0.011274i,0.0098524-0.016947i,0.0085174-0.018634i,0.0084796-0.0098427i,0.0078116-0.0032252i,-0.00095135-0.0035798i,-0.0097377-0.0076897i,-0.013555-0.01351i,-0.016663-0.013181i
0.012777-0.00058777i,0.035811+0.0060336i,0.076715+0.0050944i,0.098861-0.045558i,0.07018-0.14605i,0.025863-0.18984i,-0.012807-0.11811i,-0.042371-0.024116i,-0.054591+0.015975i,-0.0469+0.017515i,-0.015371+0.0065518i,0.01619-0.0066837i,0.025729-0.0087001i,0.022253+0.0038862i,0.016974+0.01597i,0.011621+0.021637i,0.0080629+0.022383i,0.0050114+0.011355i,0.0031873-0.0018995i,0.0082444-0.007112i,0.012541-0.011043i,0.0099864-0.013173i,0.0063961-0.012436i
-0.0030375+0.0071967i,-7.0782e-05+0.040494i,0.036385+0.13555i,0.14177+0.26483i,0.23849+0.31972i,0.20786+0.25666i,0.11855+0.17151i,0.076501+0.11882i,0.065318+0.071019i,0.049417+0.033659i,0.024445+0.01714i,-0.0037877+0.0074395i,-0.021219+0.0014265i,-0.021352-0.0042035i,-0.02284-0.016592i,-0.035656-0.022108i,-0.038964-0.012015i,-0.024024-0.0018696i,-0.0046486-0.0052473i,0.0049586-0.016222i,0.0037525-0.018016i,-0.00053176-0.0074615i,-0.0043807+0.0038331i
0.0072963+0.006053i,0.0376-0.0034344i,0.089444-0.076101i,0.090899-0.24022i,-0.010868-0.36326i,-0.10785-0.30785i,-0.082995-0.16798i,-0.012875-0.099101i,-0.0014714-0.071877i,-0.013477-0.033986i,-0.0039437-0.016918i,0.004511-0.022883i,-0.00099313-0.030344i,-0.0080879-0.028777i,0.00022786-0.013931i,0.024136-0.005695i,0.036045-0.015918i,0.026725-0.023645i,0.011122-0.01637i,-0.002089-0.0073111i,-0.012474-0.001793i,-0.014985+0.005563i,-0.0021556+0.0090186i
-0.012988-0.025319i,-0.031562-0.063896i,-0.074344-0.11464i,-0.11507-0.099543i,-0.10866+0.01518i,-0.057604+0.10813i,-0.028452+0.079249i,-0.027062+0.017181i,-0.0063064-0.0087378i,0.013841-0.020045i,0.0029413-0.0098295i,-0.0054644+0.016774i,0.0035179+0.026113i,0.0067695+0.018083i,-0.003918+0.012819i,-0.014351+0.018546i,-0.010571+0.026324i,-0.00052605+0.025556i,-0.00011707+0.020377i,-0.0061762+0.019766i,-0.0029836+0.018433i,0.0055959+0.0083184i,0.00069996-0.0029149i
0.0020568+0.0032024i,0.0031515-0.0032078i,-0.040004-0.03249i,-0.14742-0.082383i,-0.23015-0.11661i,-0.19342-0.10561i,-0.10704-0.092135i,-0.075732-0.079963i,-0.075061-0.036553i,-0.057252-0.0028013i,-0.034021-0.0075662i,-0.022609-0.019205i,-0.021584-0.014493i,-0.01782+0.00036041i,-0.013653-0.00020355i,-0.025809-0.015654i,-0.04652-0.018901i,-0.054373-0.0052597i,-0.043376+0.0089284i,-0.024781+0.017613i,-0.0087568+0.02135i,0.0070785+0.017452i,0.01957+0.0062806i
-0.014282-0.00088521i,-0.030594+0.023387i,-0.037716+0.11772i,0.020922+0.29609i,0.14754+0.4311i,0.23705+0.38537i,0.22329+0.27383i,0.16713+0.19656i,0.11876+0.105i,0.073925+0.027222i,0.046365+0.00010932i,0.031909-0.011672i,0.016824-0.021376i,0.0088127-0.02472i,0.010125-0.022443i,0.016917-0.016929i,0.021459-0.013949i,0.019086-0.012495i,0.013572-0.010431i,0.009227-0.013528i,0.0038644-0.021979i,-0.0086403-0.023832i,-0.021721-0.014077i
0.0020348+0.0088442i,0.0071435+0.020825i,0.038911+0.026668i,0.086869-0.034868i,0.077245-0.1526i,-0.015717-0.20288i,-0.080888-0.16557i,-0.060601-0.11756i,-0.029089-0.064535i,-0.013256-0.0061722i,0.0016528+0.016948i,0.0051444+0.01074i,0.00011873+0.004646i,-0.0068845+0.0071021i,-0.0099922+0.025542i,0.0056144+0.049152i,0.031577+0.051688i,0.046714+0.035454i,0.050169+0.019611i,0.045779+0.0029378i,0.033567-0.014757i,0.020493-0.022103i,0.016102-0.01857i
0.005938+0.0024477i,0.030369-0.01601i,0.080608-0.039332i,0.13959-0.056442i,0.14996-0.054207i,0.10459-0.029214i,0.064463+0.0019833i,0.047157+0.015376i,0.03308-0.0020509i,0.017238-0.024469i,-0.00049665-0.021034i,-0.012981+0.0031511i,-0.013757+0.018612i,-0.011303+0.011982i,-0.018221-0.011187i,-0.037291-0.033405i,-0.048718-0.036112i,-0.037896-0.023751i,-0.023325-0.010285i,-0.019169+0.0079482i,-0.013663+0.027068i,-0.002835+0.031196i,0.00093763+0.021784i
-0.0069354+0.010207i,-0.0039464+0.010195i,-0.0043673-0.054784i,-0.049969-0.19825i,-0.13049-0.28932i,-0.17662-0.2464i,-0.18305-0.17019i,-0.17756-0.12804i,-0.14603-0.065932i,-0.087658-0.010769i,-0.043014-0.0084739i,-0.02225-0.024021i,-0.012393-0.026725i,0.0020253-0.010689i,0.029881-0.0018963i,0.044267-0.021679i,0.021717-0.036257i,-0.0059259-0.027246i,-0.009989-0.01684i,-0.0050512-0.016838i,-0.0059576-0.015879i,-0.0067296-0.0072366i,-0.00064049-0.0024551i
0.0091837-0.015303i,-0.00056642-0.012129i,-0.047788+0.050622i,-0.11749+0.22238i,-0.11631+0.39576i,0.012555+0.4103i,0.16459+0.29411i,0.20894+0.1676i,0.15447+0.059448i,0.080565-0.0018636i,0.04853-0.0021292i,0.05186+0.0054353i,0.05178+2.0584e-06i,0.032835-0.0076892i,-0.002377+1.0503e-05i,-0.024779+0.035052i,-0.012745+0.061632i,0.0034693+0.051273i,0.0015137+0.027137i,-0.00030018+0.011732i,0.0054552+0.00034679i,0.0060479-0.010096i,-0.0039522-0.013844i
