0.00056937+0.00019808i,0.00092087-0.0011242i,0.0010762-0.0028588i,0.00081499-0.0026155i,-0.00060026-0.0011851i,-0.0017072-2.903e-05i,-0.0017154+0.0011274i,-0.0013101+0.0012215i,-0.00042806-4.3948e-05i,0.00032224-0.00097882i,-0.00027117-0.0013728i,-0.0014299-0.0012749i,-0.0018792-0.0010827i,-0.0015149-0.00065244i,-0.00094075+0.0004181i,-0.00036214+0.0007692i,-0.00031778+6.7751e-05i,-0.00060471-0.00062717i,-0.00069702-0.00067931i,-0.0001063-0.00048643i,0.00053843+0.00025895i,-0.00036503+0.00054538i,-0.00072248+0.00017412i
-0.006844-0.01403i,-0.014005-0.034063i,-0.024428-0.083041i,-0.01696-0.16235i,-0.016116-0.22816i,-0.079852-0.209i,-0.15299-0.12591i,-0.15165-0.048405i,-0.096173+0.0097431i,-0.043553+0.038489i,-0.023318+0.027305i,-0.029651+0.005915i,-0.034521-0.0068218i,-0.031329-0.017808i,-0.029507-0.024903i,-0.026447-0.019935i,-0.012822-0.0077874i,0.0039813+0.0029141i,0.014214+0.006131i,0.012804-0.0014333i,0.00094906-0.0097509i,-0.0053705-0.0096481i,-0.0012667-0.0047753i
0.018005-0.0056608i,0.04701-0.0060795i,0.093874+0.0069911i,0.12099+0.067345i,0.11955+0.16036i,0.14472+0.19123i,0.18477+0.13589i,0.16913+0.063047i,0.11317+0.01287i,0.07532-0.023645i,0.054173-0.049409i,0.02635-0.058297i,0.001839-0.047911i,-0.00070831-0.029554i,0.016887-0.025644i,0.034842-0.049707i,0.034608-0.08028i,0.024079-0.083196i,0.013771-0.058276i,0.0014274-0.027928i,-0.0044442-0.0062288i,-0.0028945+0.0019548i,-0.00083422+0.0018208i
-0.0098814-0.0011576i,-0.025958-0.013339i,-0.031236-0.07618i,-0.029618-0.22191i,-0.070507-0.35042i,-0.15786-0.32906i,-0.22247-0.20436i,-0.20772-0.091875i,-0.13857-0.025931i,-0.078191+0.0085628i,-0.042462+0.024822i,-0.014462+0.030708i,-0.0018085+0.027157i,-0.012587+0.031998i,-0.023697+0.055086i,-0.024043+0.074287i,-0.027382+0.080541i,-0.028691+0.073928i,-0.016647+0.056113i,0.0038953+0.038806i,0.018226+0.024449i,0.020965+0.013278i,0.020299+0.0040136i
-0.0084235+0.006951i,-0.033275+0.056293i,-0.11328+0.18731i,-0.17387+0.39429i,-0.069963+0.51162i,0.13225+0.39286i,0.24248+0.14974i,0.21442-0.0096746i,0.13717-0.054528i,0.072305-0.05854i,0.017555-0.044731i,-0.019895-0.018655i,-0.027007-0.00048609i,-0.016996-0.0077428i,-0.02783-0.037148i,-0.070276-0.049215i,-0.096462-0.023946i,-0.08693+0.0088608i,-0.066268+0.02348i,-0.047765+0.021264i,-0.036147+0.014057i,-0.026822+0.011117i,-0.019149+0.011153i
-0.010921-0.021539i,0.0032864-0.066067i,0.0488-0.14163i,0.09156-0.21606i,0.011604-0.22874i,-0.15752-0.13502i,-0.23742+0.0033207i,-0.18178+0.059597i,-0.10882+0.046719i,-0.068676+0.049729i,-0.019852+0.04853i,0.02257+0.01506i,0.032138-0.014234i,0.030435-0.017012i,0.042417-0.0025144i,0.07917+0.0088574i,0.11538+0.00057209i,0.1164-0.016419i,0.088136-0.033891i,0.047569-0.050583i,0.011868-0.055855i,-0.0056707-0.04967i,-0.011734-0.042363i
0.0058101+0.0091677i,0.016761+0.035813i,0.043777+0.074359i,0.090148+0.074491i,0.1567+0.026542i,0.22258-0.02954i,0.21559-0.058843i,0.14515-0.047541i,0.09307-0.041559i,0.065068-0.057879i,0.0337-0.054581i,0.0053337-0.028561i,-0.0117-0.0063469i,-0.017852+0.0075151i,-0.013039+0.019285i,0.00071782+0.019726i,0.015712+0.0030936i,0.026305-0.010955i,0.030822-0.0036325i,0.033195+0.0171i,0.038092+0.029036i,0.039146+0.026066i,0.033664+0.021796i
0.016408-0.018074i,0.10229-0.065668i,0.25137-0.18926i,0.32453-0.33026i,0.17488-0.32619i,-0.064628-0.15417i,-0.1021+0.016222i,-0.0055644+0.05621i,0.024101+0.045536i,0.015778+0.044067i,0.011315+0.022587i,0.0052429+0.0055171i,0.0020563-0.00061405i,-0.013294-0.014937i,-0.044795-0.029505i,-0.083692-0.03372i,-0.11581-0.02821i,-0.11833-0.026514i,-0.091216-0.027459i,-0.05925-0.015596i,-0.034662+0.0013745i,-0.016766+0.0056265i,-0.0085263-0.0033135i
-0.031708+0.015682i,-0.16768+0.036982i,-0.43921+0.08401i,-0.66381+0.1333i,-0.55036+0.12236i,-0.19988+0.04806i,-0.011938-0.057135i,-0.050295-0.10557i,-0.09732-0.068932i,-0.07065-0.024089i,-0.0292-0.018494i,-0.02241-0.040213i,-0.030535-0.038071i,-0.0045087-5.0882e-05i,0.045359+0.014744i,0.068041-0.0086487i,0.052954-0.014146i,0.02716+0.019415i,0.011394+0.048999i,0.011027+0.041468i,0.014323+0.017622i,0.014348+0.0039445i,0.015106-0.0019012i
0.038454-0.021932i,0.15227-0.0375i,0.36512-0.021878i,0.50548+0.075349i,0.34943+0.20922i,0.0577+0.25367i,-0.083638+0.19168i,-0.063662+0.090821i,-0.018978+0.0060714i,-0.022223-0.014194i,-0.018373+0.022025i,0.030073+0.04484i,0.061147+0.022057i,0.030405-0.01376i,-0.03421-0.010638i,-0.064826+0.04506i,-0.038208+0.090083i,0.0066798+0.080063i,0.034912+0.037781i,0.032561-0.0063515i,0.010343-0.028265i,-0.0064397-0.024249i,-0.01208-0.015353i
-0.028729+0.0093155i,-0.16278+0.00051358i,-0.43243-0.029823i,-0.6113-0.040688i,-0.42091-0.029932i,-0.084001-0.058588i,0.033703-0.069569i,-0.016113+0.010148i,-0.023148+0.085443i,0.018641+0.065711i,0.022361+0.0024897i,-0.017628-0.038369i,-0.048826-0.038521i,-0.035263-0.025495i,0.0044052-0.04151i,0.030786-0.085998i,0.033103-0.11343i,0.017554-0.090954i,-0.0005853-0.031405i,-0.0015886+0.025657i,0.0091846+0.041835i,0.0081296+0.024665i,-0.0028304+0.011711i
0.075011+0.0079074i,0.29641+0.067716i,0.7361+0.16048i,1.0871+0.15026i,0.89437+0.026839i,0.39615-0.0025763i,0.18307+0.052405i,0.22758+0.011676i,0.19634-0.063361i,0.10824-0.057385i,0.070912-0.038078i,0.051135-0.03182i,0.039759-0.025039i,0.028186-0.029022i,0.011608-0.017778i,0.012107-0.00011773i,0.015484-0.015174i,0.015641-0.056672i,0.014022-0.09297i,-0.0054443-0.10007i,-0.025218-0.07666i,-0.023334-0.048582i,-0.011669-0.032498i
-0.064336-0.024964i,-0.25313-0.11695i,-0.64756-0.32335i,-1.0109-0.48129i,-0.92801-0.39778i,-0.5076-0.19564i,-0.20572-0.085967i,-0.11756-0.064298i,-0.073637-0.061618i,-0.033257-0.069762i,-0.026466-0.065434i,-0.033458-0.04859i,-0.045901-0.026177i,-0.055312+0.013338i,-0.055693+0.05119i,-0.058914+0.080718i,-0.054928+0.12317i,-0.034197+0.15679i,-0.0083451+0.14522i,0.0082657+0.097645i,0.0091656+0.053513i,0.010946+0.033326i,0.019174+0.020339i
0.063837+0.02007i,0.23384+0.18251i,0.56142+0.48987i,0.84565+0.72235i,0.75798+0.60691i,0.37714+0.30682i,0.10956+0.12883i,0.066988+0.04059i,0.067444-0.03359i,0.038287-0.052668i,0.018597-0.029746i,0.010411-0.0037336i,0.014511+0.0071511i,0.027848-0.0061166i,0.02397-0.042635i,-0.0022034-0.077799i,-0.019306-0.091093i,-0.015212-0.078734i,-0.0078157-0.045224i,-0.0095648-0.019917i,-0.017289-0.017838i,-0.021992-0.016367i,-0.018143-0.0065905i
-0.040273-0.051729i,-0.23556-0.2399i,-0.63012-0.51314i,-0.98616-0.58791i,-0.87197-0.31269i,-0.38013-0.041036i,-0.091223-0.0093459i,-0.11355+0.013123i,-0.12845+0.073i,-0.09472+0.068011i,-0.069339+0.047936i,-0.025247+0.015129i,-0.013842-0.032627i,-0.048696-0.031251i,-0.060979+0.012221i,-0.023022+0.047044i,0.02343+0.056852i,0.034531+0.043381i,0.012325+0.016875i,-0.0064665+0.0048565i,0.0023271+0.013435i,0.024867+0.017541i,0.037296+0.0057896i
0.033427+0.041128i,0.16052+0.19034i,0.47624+0.4062i,0.80136+0.4606i,0.7635+0.24988i,0.38711+0.027365i,0.15259+0.015467i,0.15559+0.050999i,0.1368+0.045576i,0.083817+0.057419i,0.06668+0.04998i,0.050342+0.036907i,0.047614+0.029401i,0.061747-0.011785i,0.053187-0.069342i,0.0094695-0.10266i,-0.040264-0.098507i,-0.050459-0.070073i,-0.0087392-0.040247i,0.045267-0.027458i,0.064007-0.037732i,0.038127-0.043173i,0.0026557-0.026166i
-0.047961-0.092133i,-0.14474-0.30504i,-0.39378-0.67208i,-0.74915-0.8915i,-0.87163-0.66211i,-0.60844-0.26727i,-0.32333-0.13872i,-0.24875-0.10516i,-0.19701+0.016531i,-0.086554+0.073516i,-0.030237+0.048512i,-0.028034+0.039033i,-0.029204+0.047965i,-0.018606+0.06132i,0.0058983+0.072248i,0.023047+0.067409i,0.012469+0.046682i,-0.013718+0.027014i,-0.021522+0.025488i,-0.0043122+0.026753i,0.013749+0.016931i,0.020557-0.0048097i,0.011431-0.026121i
0.065325+0.035173i,0.15327+0.0871i,0.35291+0.12199i,0.58733-0.018796i,0.56679-0.30695i,0.21393-0.41217i,-0.07056-0.25933i,-0.1054-0.19332i,-0.11651-0.24822i,-0.1499-0.199i,-0.10511-0.11108i,-0.057082-0.11236i,-0.08025-0.11404i,-0.097512-0.046678i,-0.073546+0.025005i,-0.036983+0.061233i,0.0092558+0.068997i,0.045043+0.054009i,0.028557+0.027951i,-0.027664+0.017732i,-0.060074+0.026831i,-0.047125+0.020881i,-0.029465-0.0002774i
-0.015035+0.09379i,0.032712+0.15616i,-0.094019+0.27182i,-0.29996+0.63267i,-0.1908+1.0979i,0.30057+1.1379i,0.59414+0.65619i,0.46348+0.24335i,0.32165+0.13678i,0.28182+0.046255i,0.18276-0.057015i,0.086269-0.061626i,0.066858-0.055376i,0.040357-0.10231i,-0.047766-0.13669i,-0.13601-0.12145i,-0.15383-0.085318i,-0.10008-0.065941i,-0.027105-0.074944i,-0.0053297-0.088434i,-0.031701-0.068301i,-0.035715-0.010932i,0.0063439+0.026407i
0.014723-0.054635i,0.063289-0.1707i,0.25494-0.37853i,0.46824-0.69504i,0.27257-0.84903i,-0.25106-0.5381i,-0.43472-0.068013i,-0.22488+0.024319i,-0.094729-0.11272i,-0.081418-0.10942i,-0.030755-0.094629i,-0.028181-0.17239i,-0.074837-0.19247i,-0.065404-0.1192i,-0.002353-0.046258i,0.065752-0.031554i,0.089183-0.046849i,0.054723-0.019727i,0.018359+0.051052i,0.024007+0.08216i,0.030367+0.039786i,0.0016744-0.015816i,-0.036211-0.040351i
0.21201-0.18146i,0.083642-0.13668i,0.0031881+0.24966i,-0.0074025+0.66703i,0.11169+0.63235i,0.22571+0.18607i,0.21357-0.14461i,0.17352-0.17181i,0.19702-0.066242i,0.26588-0.041487i,0.2457-0.088794i,0.1514-0.039152i,0.10278+0.03456i,0.031628+0.014134i,-0.089414-0.023038i,-0.15305-0.0036477i,-0.11744+0.051689i,-0.019261+0.079954i,0.069611+0.039205i,0.090741-0.01888i,0.08142-0.038197i,0.089135-0.040099i,0.10222-0.04878i
0.8394+8.9654i,1.6209+9.5624i,3.836+8.8309i,4.5614+4.1991i,4.0732+0.051407i,2.5102-1.9814i,0.79681-1.5217i,0.45309-0.22531i,0.99254+0.35954i,1.5+0.23952i,1.5559-0.11987i,1.4655-0.33698i,1.5065-0.43313i,1.425-0.40826i,1.2592-0.46265i,0.89652-0.58683i,0.33783-0.46862i,-0.066689-0.1857i,-0.22958+0.045653i,-0.13812+0.2271i,0.14522+0.30026i,0.37626+0.19485i,0.37352+0.028557i
0.089743-0.096851i,-0.11721+0.040828i,-0.21469+0.51244i,-0.2367+0.84358i,-0.33486+0.59138i,-0.54964+0.11577i,-0.60568+0.0013521i,-0.41637+0.022948i,-0.27914-0.074369i,-0.25673-0.076468i,-0.15442+0.025749i,0.017185+0.054208i,0.088194+0.0058817i,0.039177-0.018613i,-0.0091916-0.0019926i,-0.0030002+0.025036i,0.020968+0.049911i,0.023773+0.053288i,0.015909+0.032163i,0.018488+0.016393i,0.035191+0.022133i,0.057355+0.014475i,0.061464-0.014358i
0.026788-0.0036887i,0.0698-0.13104i,0.07929-0.39056i,-0.041285-0.59209i,-0.1156-0.47729i,0.10938-0.23479i,0.29943-0.23465i,0.10603-0.27541i,-0.17763-0.12602i,-0.25745+0.019051i,-0.21467+0.074969i,-0.16109+0.10095i,-0.12961+0.10584i,-0.09711+0.082188i,-0.063487+0.023929i,-0.0703-0.022907i,-0.082936-0.017972i,-0.056568+0.0094055i,-0.011319+0.024372i,0.021827+0.012318i,0.028614-0.018215i,0.019328-0.029657i,0.014392-0.017403i
-0.10833+0.11445i,-0.13473+0.23725i,-0.10434+0.35921i,0.10191+0.3531i,0.33854+0.058629i,0.3008-0.32624i,0.061273-0.34644i,-0.069728-0.12681i,-0.10729-0.091663i,-0.15942-0.14162i,-0.13756-0.10506i,-0.054023-0.071387i,-0.021724-0.054477i,-0.029398+0.0098628i,0.0024032+0.11229i,0.080125+0.17921i,0.13984+0.16744i,0.14565+0.10993i,0.10294+0.05157i,0.041815+0.018541i,0.005501+0.0056314i,-3.4358e-05-0.017104i,0.0011298-0.046241i
-0.0081679-0.03726i,-0.062638+0.036556i,-0.20887+0.08053i,-0.4522+0.029089i,-0.58697-0.11721i,-0.47093-0.22736i,-0.27822-0.26484i,-0.17598-0.25892i,-0.15406-0.17947i,-0.15214-0.069891i,-0.13426+0.01197i,-0.11437+0.089912i,-0.088489+0.1467i,-0.046764+0.1204i,-0.032285+0.044954i,-0.062337+0.00090787i,-0.084914-0.011487i,-0.061207-0.028188i,-0.012416-0.046563i,0.0077528-0.047438i,-0.016838-0.02844i,-0.051826-0.0041324i,-0.067694+0.014387i
0.064192-0.047776i,0.10739-0.26571i,0.054636-0.59148i,-0.17781-0.68779i,-0.37594-0.24705i,-0.22075+0.33157i,0.086514+0.42917i,0.088197+0.22657i,-0.080736+0.15321i,-0.10919+0.14212i,-0.071871+0.079778i,-0.051728+0.025799i,-0.028106+0.0059932i,0.008925+0.0193i,0.056903+0.03867i,0.076853+0.04137i,0.05513+0.040432i,0.011706+0.023355i,-0.038294+0.00086607i,-0.058155+0.016191i,-0.032275+0.046394i,-0.0070037+0.050119i,-0.0051137+0.040765i
-0.040464+0.084785i,-0.17247+0.32884i,-0.32589+0.85488i,-0.25412+1.3107i,0.042354+1.1013i,0.16711+0.3872i,0.0065702-0.022192i,-0.067433-0.019252i,0.0010916-0.023927i,-0.0051042-0.051998i,-0.030639+0.0055701i,-0.002834+0.063383i,0.025183+0.07373i,0.026774+0.06642i,0.027257+0.084954i,0.05678+0.12519i,0.092091+0.12446i,0.098163+0.071083i,0.071614+0.025584i,0.038919+0.023657i,0.021693+0.034198i,0.015519+0.029238i,0.019724+0.012828i
0.02537-0.05251i,0.13589-0.18889i,0.31848-0.4333i,0.47788-0.61131i,0.56613-0.52269i,0.57117-0.30923i,0.4356-0.24992i,0.20443-0.21345i,0.056639-0.085838i,0.017191-0.0065785i,-0.013027+0.017586i,-0.043063+0.038274i,-0.049421+0.044684i,-0.017877+0.026811i,0.036277-0.029605i,0.069039-0.10159i,0.067462-0.13859i,0.039672-0.11775i,0.022809-0.060558i,0.032295-0.032618i,0.026424-0.04406i,-0.0038788-0.042479i,-0.030031-0.021217i
-0.055591+0.028095i,-0.18574+0.045017i,-0.35295+0.090893i,-0.40059+0.16456i,-0.27425+0.17298i,-0.17699+0.073245i,-0.21737+0.053656i,-0.2366+0.12281i,-0.17484+0.12118i,-0.093877+0.078374i,-0.022586+0.051119i,0.020506+0.035528i,0.037872+0.029412i,0.023122+0.015112i,-0.02323+0.013919i,-0.056714+0.046771i,-0.059586+0.079799i,-0.043891+0.072686i,-0.024286+0.018587i,-0.0193-0.024719i,-0.011947-0.014397i,0.010742+0.011258i,0.021206+0.02237i
-0.012922+0.083916i,-0.035335+0.29934i,-0.071311+0.65255i,-0.058136+0.81832i,-0.025296+0.47443i,-0.116+0.011794i,-0.2431-0.10019i,-0.20198-0.0051988i,-0.072657+0.040888i,-0.022313+0.038347i,-0.023072+0.053854i,-0.014636+0.080202i,-0.00066717+0.090031i,0.0097198+0.079536i,0.015835+0.065025i,0.015064+0.053473i,0.012682+0.037684i,0.0038056+0.017595i,-0.02003-8.5216e-06i,-0.040377-0.01096i,-0.04862-0.022595i,-0.051212-0.030306i,-0.04373-0.022825i
0.039068-0.060327i,0.12348-0.23227i,0.24491-0.54872i,0.24581-0.71574i,0.14029-0.42454i,0.16846+0.0063983i,0.25053+0.16257i,0.17087+0.16448i,0.052847+0.14906i,0.0064679+0.078359i,-0.023842+0.01412i,-0.02759-0.0098834i,-0.0055025-0.021505i,0.027521-0.013178i,0.072106-0.011304i,0.094116-0.033015i,0.076021-0.045308i,0.037363-0.030564i,0.0015618+0.0059787i,-0.01075+0.03841i,-0.006905+0.053404i,-0.005262+0.062287i,-0.0074761+0.060393i
-0.054576+0.043289i,-0.22554+0.19658i,-0.47459+0.53859i,-0.50535+0.85697i,-0.22236+0.69888i,-0.055796+0.20257i,-0.13619-0.024492i,-0.11609+0.029525i,-0.0049151+0.04018i,0.0071834+0.030501i,-0.0026753+0.057748i,0.0066838+0.064251i,0.0073462+0.049555i,-0.0025155+0.017261i,-0.023923-0.00017682i,-0.033678+0.017626i,-0.022737+0.026345i,0.0026008+0.0050977i,0.030277-0.019846i,0.039467-0.014298i,0.040431+0.017071i,0.047242+0.033055i,0.05289+0.02753i
0.047067+0.021583i,0.18661+0.037911i,0.46119-0.0018905i,0.68353-0.16613i,0.62341-0.32149i,0.38526-0.30252i,0.21147-0.19346i,0.14395-0.1243i,0.10652-0.08219i,0.083922-0.047625i,0.063433-0.027656i,0.035832-0.012275i,0.015823-0.00038628i,0.01142+0.01079i,0.02601+0.010572i,0.044469-0.012979i,0.047612-0.036829i,0.030512-0.042707i,0.0066262-0.037396i,-0.0010579-0.031211i,0.0075058-0.041598i,0.006116-0.05943i,-0.0097685-0.056655i
0.011404-0.052293i,0.074838-0.1947i,0.16151-0.49498i,0.1481-0.75991i,-0.014319-0.63988i,-0.11708-0.18854i,-0.025159+0.13834i,0.032656+0.16607i,-0.017469+0.086571i,-0.03225+0.021936i,-0.016554-0.011093i,0.001258-0.0056059i,0.024622-0.0014577i,0.028014-0.012562i,0.011312-0.015796i,-0.0098508-0.0026935i,-0.027128+0.013688i,-0.035417+0.020027i,-0.032733+0.015546i,-0.02563+0.0019845i,-0.028876-0.0041364i,-0.031096+0.0090964i,-0.018773+0.021553i
-0.06602+0.042577i,-0.26101+0.19373i,-0.60851+0.52576i,-0.82979+0.8519i,-0.64747+0.76045i,-0.30871+0.30377i,-0.1643-0.02085i,-0.084309-0.064332i,0.015949-0.035874i,0.031809-0.0093643i,0.022852+0.028515i,0.030921+0.040735i,0.02369+0.036293i,0.0057563+0.028509i,-0.013686+0.03157i,-0.015261+0.053462i,-0.0035811+0.057051i,-0.0032037+0.030764i,-0.012573-0.0016706i,-0.024134-0.01784i,-0.027917-0.011943i,-0.018721-0.0055794i,-0.0062975-0.0078245i
0.046099-0.010974i,0.17813-0.059083i,0.40327-0.14439i,0.56139-0.17171i,0.52729-0.071526i,0.4303-0.0029759i,0.36353-0.071126i,0.24339-0.11973i,0.097463-0.070179i,0.020609-0.022196i,-0.0035459-0.02529i,-0.018712-0.039361i,-0.02419-0.027711i,-0.0053796-0.0013671i,0.032744-0.0036589i,0.059524-0.042604i,0.059845-0.06638i,0.042241-0.047352i,0.020023-0.0084297i,0.011168+0.023823i,0.017831+0.029259i,0.014862+0.014687i,-0.0027898+0.0054549i
-0.0036368-0.00064522i,0.05981-0.041545i,0.21478-0.18633i,0.33739-0.45847i,0.18974-0.61584i,-0.12974-0.43914i,-0.28071-0.13374i,-0.23708-0.0056123i,-0.15817-0.007784i,-0.090511-0.0052657i,-0.054519+0.0092305i,-0.039225+0.035146i,-0.013676+0.041648i,0.0016704+0.017816i,-0.0097148-0.0032771i,-0.040845-0.0091392i,-0.067994-0.003222i,-0.059426+0.0023186i,-0.023489-0.00099055i,0.0048119-0.010547i,0.0097855-0.016972i,0.00053177-0.003781i,-0.0016435+0.016876i
-0.062949+0.01061i,-0.25457+0.052495i,-0.63101+0.19089i,-0.91953+0.40672i,-0.73762+0.48779i,-0.32011+0.31368i,-0.14476+0.094105i,-0.12038+0.014571i,-0.043821-0.013968i,0.0071213-0.043508i,0.015933-0.030901i,0.030817-0.013826i,0.029112-0.012774i,0.010559-0.0055481i,-0.0017919+0.020608i,-0.0020676+0.059476i,0.00035132+0.081582i,-0.0069314+0.071766i,-0.018549+0.044075i,-0.026475+0.020668i,-0.030115+0.011999i,-0.020144+0.008436i,-0.0051873-0.00066336i
0.018121-0.017668i,0.075309-0.069506i,0.16097-0.12156i,0.21024-0.057997i,0.22484+0.12034i,0.30497+0.20586i,0.37839+0.12369i,0.27285+0.057211i,0.081519+0.08672i,-0.011069+0.10442i,-0.019109+0.062904i,-0.021755+0.010049i,-0.02519-0.013129i,-0.012451-0.010813i,0.0097443-0.0074614i,0.038409-0.01048i,0.072668-0.014763i,0.088921-0.017215i,0.069634-0.013675i,0.033634+0.0024018i,0.012303+0.023039i,0.0063208+0.024704i,-8.1785e-05+0.012369i
0.024356+0.038669i,0.11678+0.13016i,0.34646+0.21716i,0.58388+0.11001i,0.50356-0.19268i,0.098536-0.36737i,-0.21017-0.25189i,-0.20226-0.080144i,-0.066205-0.01783i,0.0041689-0.0060471i,0.00012169+0.010346i,-0.017709+0.040675i,-0.01462+0.057588i,-0.0038903+0.043827i,0.0033804+0.019672i,0.005674-0.010551i,-0.0035631-0.046961i,-0.014012-0.07364i,-0.015464-0.075863i,-0.0078935-0.05978i,0.0033809-0.044478i,0.0020594-0.02915i,-0.010455-0.0097997i
-0.044243-0.0099156i,-0.1702-0.056584i,-0.3944-0.11185i,-0.52324-0.10344i,-0.36015-0.008706i,-0.10674+0.080098i,-0.021782+0.081621i,-0.025183+0.021808i,-0.012688-0.045124i,-0.011154-0.072887i,-0.012894-0.053696i,-0.0041897-0.025822i,-0.00032575-0.003118i,0.00028472+0.010289i,-0.0031488+0.0095924i,-0.01872+0.0089597i,-0.047803+0.01869i,-0.072915+0.034178i,-0.067253+0.044884i,-0.034973+0.040633i,-0.0042758+0.026035i,0.014772+0.018339i,0.028067+0.018478i
0.0201-0.01761i,0.035865-0.083815i,0.0006662-0.18867i,-0.14564-0.21213i,-0.24522-0.073105i,-0.091189+0.073303i,0.13765+0.087088i,0.14035+0.076287i,0.017736+0.11327i,-0.017217+0.11662i,0.0012686+0.070338i,0.013272+0.028327i,0.019473+0.0021691i,0.01076-0.0082403i,-0.0050747+0.0025035i,-0.0083378+0.026881i,0.0085967+0.051602i,0.029511+0.060281i,0.035804+0.041543i,0.026527+0.011775i,0.010028-0.0056351i,-0.0015212-0.010025i,-0.0033498-0.011114i
0.0059861+0.0507i,0.063967+0.20058i,0.21532+0.45248i,0.4021+0.57352i,0.40029+0.32909i,0.13527-0.03249i,-0.12264-0.13632i,-0.12002-0.061566i,0.0066671-0.022205i,0.041858-0.025274i,0.01259-0.012254i,-0.00215+0.0085791i,0.00096861+0.016898i,0.016013+0.020922i,0.043672+0.019241i,0.064481+0.0018171i,0.064078-0.021668i,0.049343-0.038193i,0.020855-0.038922i,-0.012993-0.02448i,-0.033145-0.0092019i,-0.039129-0.0023742i,-0.039437+0.00072943i
-0.039451-0.022707i,-0.11366-0.077224i,-0.20607-0.17677i,-0.20512-0.24091i,-0.090261-0.15836i,-0.004957+0.0046752i,-0.0031238+0.078556i,-0.015002+0.04003i,-0.019941-0.016067i,-0.029485-0.015678i,-0.02673+0.020028i,-0.014233+0.038857i,-0.0093048+0.036649i,-0.0082525+0.019206i,-0.015568-0.0084798i,-0.032454-0.024429i,-0.041798-0.024081i,-0.037158-0.013468i,-0.019515+0.0068073i,0.0031531+0.026213i,0.01787+0.034534i,0.026017+0.03359i,0.029899+0.02831i
0.019512-0.031242i,0.045688-0.11027i,0.018444-0.2454i,-0.129-0.31459i,-0.26118-0.2178i,-0.1615-0.051841i,0.042381+0.035104i,0.086658+0.050883i,0.026219+0.059539i,0.0070364+0.052846i,0.021309+0.027487i,0.03203+0.0041456i,0.028867-0.012662i,0.0066445-0.013155i,-0.01602+0.011834i,-0.010874+0.040975i,0.0080167+0.04739i,0.016376+0.030174i,0.016951-0.00060239i,0.014902-0.025698i,0.012545-0.032911i,0.0079412-0.034787i,-0.0011506-0.036333i
0.001411+0.040387i,0.036096+0.16627i,0.1314+0.39214i,0.27266+0.53703i,0.34504+0.38418i,0.25276+0.054865i,0.089954-0.13332i,0.029971-0.12826i,0.044922-0.0879i,0.033469-0.074172i,-0.0020249-0.066521i,-0.031572-0.050081i,-0.033235-0.019614i,0.0018686+0.00851i,0.052353+0.0077696i,0.073456-0.022152i,0.052841-0.044462i,0.018469-0.044151i,-0.014619-0.032905i,-0.037511-0.01497i,-0.041293+0.0006792i,-0.037731+0.0089296i,-0.035157+0.016539i
-0.033307-0.0106i,-0.099005-0.058175i,-0.19392-0.14643i,-0.24239-0.1912i,-0.19644-0.091471i,-0.12346+0.053315i,-0.085696+0.07419i,-0.081924+0.019888i,-0.068318+0.0096746i,-0.027827+0.025742i,-0.00082018+0.031223i,0.004289+0.040692i,0.010379+0.045823i,0.011174+0.02279i,-0.01799-0.011602i,-0.064677-0.015701i,-0.082142+0.0048665i,-0.063615+0.019825i,-0.035349+0.029406i,-0.0088395+0.035819i,0.0090019+0.03601i,0.017506+0.038392i,0.02533+0.040006i
0.0029793-0.0093688i,0.025315-0.064655i,0.047835-0.14178i,0.045799-0.18836i,0.013626-0.16986i,-0.012197-0.097476i,-0.013348+0.0073114i,-0.0029325+0.064052i,-0.0066402+0.036698i,-0.019505+0.007139i,-0.0043921+0.0066028i,0.030836-0.0042909i,0.041148-0.027047i,0.012495-0.031697i,-0.016438+0.0023981i,0.00021484+0.052964i,0.036293+0.073996i,0.044633+0.064342i,0.040857+0.041607i,0.043249+0.012966i,0.041297-0.0098881i,0.034999-0.023068i,0.025142-0.031197i
0.01204+0.025557i,0.051809+0.10326i,0.13437+0.21857i,0.22032+0.24735i,0.24351+0.11461i,0.18981-0.035445i,0.10301-0.084249i,0.035597-0.058542i,0.00014912-0.014583i,-0.019838+0.00076597i,-0.03999-0.0095534i,-0.06077-0.020599i,-0.068526-0.020288i,-0.046982-0.0066067i,0.0051088-0.0028183i,0.055048-0.031972i,0.070817-0.06461i,0.06396-0.06728i,0.047668-0.054232i,0.022136-0.040834i,0.00081922-0.02997i,-0.010342-0.025746i,-0.017296-0.020018i
-0.030909-0.0060609i,-0.11588-0.032062i,-0.27562-0.070365i,-0.41999-0.044976i,-0.40626+0.075288i,-0.24995+0.14257i,-0.11506+0.086996i,-0.062549+0.039584i,-0.022621+0.045052i,0.014527+0.042109i,0.013725+0.040304i,-0.00056223+0.064068i,-0.0032691+0.083277i,-0.00061737+0.075238i,-0.0081084+0.045468i,-0.040857+0.010577i,-0.074531-0.016795i,-0.079248-0.039462i,-0.068605-0.047556i,-0.058755-0.030903i,-0.049601-0.0056669i,-0.042137+0.012804i,-0.031285+0.024328i
