-0.00091829+0.00031107i,-0.00095442+0.00038967i,-0.0013495-8.7924e-05i,-0.001387-0.00076887i,-0.00059614-0.00083232i,-0.00037813+0.00015113i,-0.00056699+0.0009606i,0.00013612+0.0016133i,0.00011146+0.00053126i,0.00076729-0.0010629i,0.001572-0.0013231i,0.00078082-0.0011277i,9.3244e-06+7.9052e-05i,-0.00043557+0.00082318i,-0.00046042-8.1181e-05i,5.6223e-05-0.0010824i,0.0002311-0.0011124i,0.00050488-0.00065902i,0.00039444+0.00020014i,2.8802e-05+0.00056144i,-0.00026024+0.00095547i,-0.00093551+0.00085589i,-0.00063563-0.00033559i
0.089238+0.0026918i,0.27248-0.015953i,0.52593-0.090698i,0.58179-0.20364i,0.2749-0.16964i,-0.045755+0.049169i,-0.050896+0.19541i,0.090549+0.11244i,0.1223-0.017787i,0.078892-0.023102i,0.052948+0.020485i,0.034868+0.032765i,0.011157+0.02148i,-0.018979+0.011076i,-0.053815+0.012906i,-0.073346+0.026617i,-0.059159+0.046553i,-0.014578+0.063834i,0.03005+0.056099i,0.038764+0.018511i,0.014694-0.014816i,-0.0072691-0.023558i,-0.015719-0.023846i
-0.071713-0.0096039i,-0.19229+0.041351i,-0.25666+0.16412i,-0.086153+0.27181i,0.19417+0.20487i,0.25427+0.029749i,0.10986-0.022438i,0.030241+0.054394i,0.075609+0.10166i,0.1166+0.05327i,0.08918-0.026642i,0.041977-0.060875i,0.03077-0.059863i,0.042126-0.072302i,0.043991-0.098022i,0.031695-0.10836i,0.023281-0.077221i,0.026322-0.019471i,0.025876+0.01528i,0.017802+0.011174i,0.013361-0.0074377i,0.01221-0.016822i,0.012412-0.014654i
0.084462+0.017293i,0.19348-0.059738i,0.20979-0.27171i,-0.002671-0.47432i,-0.23627-0.44651i,-0.2023-0.24409i,-0.011103-0.11385i,0.03632-0.084737i,-0.055934-0.062239i,-0.091515-0.010998i,-0.034469+0.040794i,0.020937+0.050202i,0.02282+0.041055i,0.017771+0.051943i,0.058859+0.066157i,0.11427+0.054168i,0.11952+0.017308i,0.071634-0.013704i,0.024299-0.0090047i,0.017349+0.014097i,0.025644+0.019485i,0.017363+0.0076975i,0.0029779+0.0046515i
-0.0781+0.032617i,-0.12096+0.12481i,-0.03546+0.30871i,0.18252+0.47902i,0.36454+0.51258i,0.35509+0.4328i,0.21484+0.32834i,0.11195+0.19088i,0.06895+0.059745i,0.013977-0.0076238i,-0.046026-0.004488i,-0.061813+0.037903i,-0.039798+0.074175i,-0.01657+0.084441i,-0.018338+0.079808i,-0.043761+0.077635i,-0.060636+0.068268i,-0.057483+0.035859i,-0.057944+0.00035171i,-0.054046-0.006392i,-0.02699-0.0015128i,-0.0045024-0.0078978i,-0.0023666-0.010518i
-0.021272-0.0059846i,-0.088973+0.080817i,-0.17422+0.24657i,-0.21087+0.35085i,-0.18658+0.2427i,-0.18107+0.025645i,-0.20292-0.07061i,-0.16903-0.011355i,-0.087341+0.03316i,-0.045905+0.0098343i,-0.040745-0.017555i,-0.048856-0.035679i,-0.068978-0.040718i,-0.084784-0.028517i,-0.090317-0.014728i,-0.086076+0.0095306i,-0.067647+0.061181i,-0.04391+0.11372i,-0.023937+0.11842i,-0.011602+0.07671i,-0.0032475+0.040341i,0.0095911+0.025109i,0.016508+0.0078361i
0.031058-0.1118i,0.026698-0.30011i,0.022867-0.54951i,-0.013595-0.57499i,-0.011466-0.25199i,0.11211+0.068629i,0.19944+0.072545i,0.059982-0.063107i,-0.13236-0.073311i,-0.14814-0.037158i,-0.070384-0.062172i,-0.018895-0.087185i,0.0077392-0.068872i,0.041394-0.034572i,0.08352-0.01682i,0.10228-0.026128i,0.086613-0.039972i,0.048889-0.049546i,0.0096639-0.06322i,-0.023528-0.066028i,-0.053118-0.045653i,-0.063277-0.01318i,-0.046366+0.0088067i
0.080345+0.14735i,0.12907+0.30211i,0.13759+0.42367i,0.13326+0.34318i,0.175+0.027189i,0.16466-0.29001i,0.093889-0.41231i,0.11678-0.40004i,0.17654-0.3936i,0.11699-0.34453i,0.029067-0.19945i,0.00081951-0.10609i,-0.051467-0.10556i,-0.12409-0.083353i,-0.14767-0.017407i,-0.11162+0.045283i,-0.05257+0.057301i,-0.014425+0.023507i,-0.0014698-0.013088i,-0.00021516-0.036498i,-0.0065138-0.045128i,-0.011754-0.039922i,-0.0053874-0.027559i
-0.093674-0.0022701i,-0.13544-0.065775i,-0.27555-0.22766i,-0.4705-0.076601i,-0.4397+0.5425i,-0.082199+1.0422i,0.21028+0.93204i,0.22614+0.56677i,0.23819+0.34734i,0.31641+0.18132i,0.27315+0.019163i,0.15605-0.038182i,0.10783-0.033083i,0.10052-0.058259i,0.045809-0.10034i,-0.057909-0.11015i,-0.14781-0.067028i,-0.17328-0.0015997i,-0.13131+0.023704i,-0.07361+0.0045576i,-0.048173-0.0058427i,-0.041467+0.0227i,-0.015934+0.061902i
0.036559+0.073523i,0.12735+0.20586i,0.38184+0.35494i,0.57565+0.23901i,0.39426-0.051368i,0.057897-0.11519i,0.02358-0.0094677i,0.12421-0.059429i,0.056235-0.15525i,-0.053211-0.10808i,-0.067435-0.034708i,-0.04279-0.028939i,-0.036576-0.034799i,-0.040224-0.0014521i,-0.021707+0.038338i,0.0088222+0.037641i,0.0091065+0.012529i,-0.026394+0.0027971i,-0.060031+0.019186i,-0.065068+0.030905i,-0.056572+0.022875i,-0.045302+0.013826i,-0.029362+0.0019671i
0.08604-0.17229i,-0.18539-0.33321i,-0.34438-0.23793i,-0.38842-0.05077i,-0.32236+0.09245i,-0.16923+0.16427i,-0.0041311+0.20479i,0.094207+0.2123i,0.13384+0.17691i,0.17937+0.069269i,0.15788-0.039449i,0.09899-0.0265i,0.083041+0.0034633i,0.038733-0.025503i,-0.017071-0.043361i,-0.018928-0.041909i,0.010206-0.037631i,0.032483-0.033209i,0.042243-0.041138i,0.041954-0.051691i,0.030735-0.04762i,0.019457-0.030122i,0.022958-0.013532i
0.80257+8.8808i,1.3065+9.5011i,3.1904+9.0635i,3.7844+4.8584i,3.5213+0.80249i,2.2008-1.569i,0.49248-1.4293i,0.079465-0.18031i,0.67089+0.46062i,1.28+0.30955i,1.3764-0.097523i,1.3358-0.27761i,1.483-0.34375i,1.4552-0.3552i,1.252-0.43529i,0.84674-0.55154i,0.287-0.4471i,-0.10537-0.21902i,-0.27014-0.044457i,-0.19944+0.13256i,0.061393+0.26126i,0.29687+0.2301i,0.33077+0.11134i
0.060818-0.29044i,-0.012203-0.38891i,0.10813-0.20075i,0.15104+0.074158i,-0.012819+0.20218i,-0.20408+0.18011i,-0.30575+0.10338i,-0.33564+0.023258i,-0.29073-0.033957i,-0.18041-0.05725i,-0.068897-0.053872i,-0.00090906-0.051471i,-0.016338-0.045963i,-0.079914-0.014327i,-0.10063-0.00065536i,-0.085975-0.027224i,-0.086341-0.047648i,-0.10176-0.040536i,-0.091382-0.024257i,-0.048875-0.016286i,-0.012215-0.0078047i,-0.0010408-0.003468i,-0.016727-0.018468i
-0.11267-0.057719i,-0.37878-0.091256i,-0.69389-0.031384i,-0.74337-0.038649i,-0.5085-0.21816i,-0.2743-0.33208i,-0.14661-0.17604i,-0.045678+0.0034492i,0.0098969-0.0090632i,-0.00060978-0.085771i,-0.021052-0.088297i,-0.01394-0.045399i,-0.0026334-0.035726i,-0.026397-0.055227i,-0.064445-0.049922i,-0.073225-0.019942i,-0.03955+0.0030733i,0.014639+0.0067665i,0.044064+0.00547i,0.038831+0.017167i,0.023537+0.037812i,0.014563+0.05016i,0.011833+0.048836i
0.18219+0.14064i,0.48076+0.079524i,0.7217-0.13909i,0.73931-0.34401i,0.62076-0.28019i,0.54047-0.12016i,0.44271-0.14453i,0.28934-0.21865i,0.15368-0.21556i,0.066365-0.17196i,0.01927-0.11948i,-0.00033629-0.080151i,-0.00048351-0.045661i,0.013975-0.0080994i,0.032973+0.017992i,0.053149+0.020346i,0.060986-0.0094269i,0.028132-0.040854i,-0.033614-0.026002i,-0.074365+0.01928i,-0.079663+0.056999i,-0.049084+0.080455i,0.0022163+0.076804i
-0.12222-0.095818i,-0.20868-0.11851i,-0.30549-0.099699i,-0.27806-0.056331i,-0.22601-0.16039i,-0.2677-0.2784i,-0.2448-0.19971i,-0.092307-0.13651i,0.021371-0.17941i,0.049999-0.17151i,0.06109-0.12205i,0.054683-0.087362i,0.041478-0.072763i,0.018155-0.091045i,-0.030742-0.10203i,-0.06236-0.090455i,-0.072503-0.07829i,-0.070933-0.047535i,-0.041569-0.0097392i,-0.012056+0.0088449i,0.0058026+0.022588i,0.020476+0.025055i,0.016927+0.003998i
0.060562+0.030469i,0.071486+0.14313i,-0.024889+0.2405i,-0.2283+0.20541i,-0.39012+0.076252i,-0.43374+0.032026i,-0.38309+0.078536i,-0.2819+0.1182i,-0.19356+0.13063i,-0.12531+0.1356i,-0.064795+0.10291i,-0.0456+0.043507i,-0.060904+0.010228i,-0.079514+0.016558i,-0.091238+0.04791i,-0.091283+0.067819i,-0.082603+0.060854i,-0.055812+0.06142i,-0.0052021+0.080505i,0.040455+0.085776i,0.067267+0.068649i,0.079023+0.042662i,0.07164+0.017875i
0.0308-0.14705i,0.050162-0.44134i,0.10038-0.75003i,0.18144-0.81032i,0.23973-0.61946i,0.18756-0.44655i,0.033833-0.31183i,-0.075675-0.12034i,-0.081212+0.051636i,-0.048086+0.1163i,-0.023019+0.094985i,-0.016733+0.04813i,-0.019772+0.027121i,-0.0067691+0.029631i,0.016647+0.0259i,0.027944+0.020005i,0.033056+0.017368i,0.041024+0.0077536i,0.044396-0.0014706i,0.035821-0.00030902i,0.024342+0.0038065i,0.028698-0.0019597i,0.03558-0.021596i
-0.033852+0.17852i,0.016558+0.46185i,0.12955+0.70884i,0.14288+0.60296i,-0.085759+0.25241i,-0.28621+0.018403i,-0.22357-0.056389i,-0.11834-0.081265i,-0.11311-0.045312i,-0.099407+0.029688i,-0.051277+0.076081i,-0.0082862+0.10101i,0.021921+0.10097i,0.035544+0.077868i,0.037178+0.058586i,0.029252+0.04529i,0.016118+0.035247i,0.011901+0.0075817i,0.017861-0.036832i,0.019058-0.06191i,0.010179-0.066305i,-0.0098906-0.064568i,-0.037298-0.049927i
-0.025038-0.12555i,-0.1242-0.31696i,-0.36414-0.44595i,-0.59441-0.32449i,-0.55903-0.082968i,-0.32313+0.059017i,-0.14742+0.11851i,-0.047301+0.16495i,0.032042+0.16169i,0.055178+0.10639i,0.036917+0.055282i,0.022106+0.028142i,0.027654+0.019904i,0.047946+0.009523i,0.059803-0.0058515i,0.058274-0.003893i,0.05371+0.01132i,0.041902+0.023855i,0.019386+0.026106i,-0.0024064+0.023349i,-0.016032+0.020623i,-0.028213+0.015626i,-0.037025+0.018837i
-0.03925+0.087132i,-0.096608+0.21671i,-0.09655+0.34603i,0.081514+0.35788i,0.29017+0.23479i,0.28053+0.08242i,0.14439+0.02877i,0.10631+0.049302i,0.14322+0.028797i,0.12138-0.017112i,0.055825-0.026025i,0.020691-0.021025i,0.016804-0.033184i,0.0043911-0.050455i,-0.0068873-0.051213i,0.011778-0.046729i,0.03663-0.056837i,0.03465-0.061631i,0.010861-0.034161i,-0.001024+0.0032876i,-0.0013394+0.019741i,-0.0096878+0.026314i,-0.011266+0.031642i
0.1182-0.067802i,0.38724-0.11499i,0.74116-0.11283i,0.89959-0.063652i,0.70456-0.050738i,0.3741-0.079932i,0.1261-0.093271i,0.010113-0.091584i,-0.024887-0.087799i,-0.022285-0.054136i,0.013295-0.01034i,0.048129-0.0022558i,0.04904-0.015928i,0.03829-0.022183i,0.029318-0.034879i,0.0074696-0.057938i,-0.025963-0.065693i,-0.04282-0.047755i,-0.02464-0.020115i,0.0054029-0.0041445i,0.019311+0.0013741i,0.02845+0.011621i,0.040033+0.015559i
-0.12538+0.020944i,-0.34085+0.029135i,-0.5884-0.017301i,-0.62894-0.15197i,-0.46047-0.2979i,-0.29146-0.30522i,-0.15214-0.17534i,-0.064891-0.066276i,-0.065666-0.020356i,-0.065563+0.0088766i,-0.040399+0.002689i,-0.047019-0.019865i,-0.066994-0.015534i,-0.070012+0.0010462i,-0.073963+0.0094117i,-0.085084+0.019352i,-0.07701+0.041208i,-0.040451+0.053157i,-0.0041082+0.038944i,0.008465+0.014984i,0.011077-0.0021499i,0.013121-0.019946i,0.0048727-0.032786i
0.062772+0.0064628i,0.1871-0.022992i,0.28431-0.11567i,0.16672-0.24538i,-0.10073-0.23298i,-0.24554-0.066672i,-0.21549+0.056701i,-0.11985+0.10369i,-0.02094+0.12603i,0.034369+0.09973i,0.037954+0.06312i,0.036908+0.056218i,0.041253+0.057459i,0.039561+0.054377i,0.039509+0.055324i,0.056699+0.059841i,0.082405+0.043268i,0.088473+0.0069371i,0.065415-0.021727i,0.02955-0.03076i,-0.0047133-0.024475i,-0.033058-0.0099023i,-0.042757+0.0080695i
-0.035982-0.058279i,-0.10911-0.13019i,-0.19159-0.096431i,-0.12744+0.12644i,0.071957+0.28225i,0.16864+0.19546i,0.094337+0.090813i,0.049673+0.0714i,0.063825+0.019118i,0.031273-0.025933i,0.0039893-0.017733i,0.021393-0.014957i,0.036978-0.032194i,0.030104-0.046969i,0.019801-0.048872i,0.022031-0.053916i,0.01499-0.072498i,-0.011258-0.078091i,-0.026903-0.055062i,-0.015867-0.017754i,0.0082009+0.016436i,0.031602+0.035518i,0.045754+0.029864i
-0.011361+0.083062i,-0.0098805+0.28658i,0.053503+0.50864i,0.14689+0.43671i,0.12266+0.084121i,0.024833-0.14212i,0.051753-0.16048i,0.089676-0.18067i,0.0087443-0.16245i,-0.042571-0.066618i,-0.028145-0.00808i,-0.033563-0.0038287i,-0.051183-0.00030537i,-0.04496+0.0076119i,-0.029756-0.0015463i,-0.041438-0.020159i,-0.072362-0.018347i,-0.086518+0.005334i,-0.070376+0.02054i,-0.043123+0.0074793i,-0.024178-0.018697i,-0.010557-0.033614i,-0.0039044-0.034977i
0.081941-0.08403i,0.21716-0.36277i,0.25643-0.82726i,0.051053-1.055i,-0.14626-0.72543i,-0.07927-0.25656i,0.011645-0.099485i,-0.039341-0.07199i,-0.06543-0.0041464i,-0.021011+0.015934i,0.0027965-0.015105i,0.0016566-0.033797i,0.0029775-0.031256i,0.0026219-0.025791i,-0.0089772-0.020366i,-0.016267+0.0038248i,0.004308+0.03943i,0.033491+0.056004i,0.034727+0.047773i,0.0059216+0.032211i,-0.021778+0.025045i,-0.029219+0.019739i,-0.025793+0.014382i
-0.12894+0.0022276i,-0.37629+0.11338i,-0.63351+0.389i,-0.59288+0.63631i,-0.3165+0.53085i,-0.1983+0.22299i,-0.23625+0.11599i,-0.17725+0.13747i,-0.077227+0.087065i,-0.051412+0.037131i,-0.038145+0.034475i,-0.01934+0.036482i,-0.0088369+0.037112i,-0.00028773+0.040156i,0.010571+0.049092i,0.035329+0.045494i,0.060155+0.01045i,0.067433-0.025975i,0.059953-0.028537i,0.051985-0.0074456i,0.048689+0.0040524i,0.034518-0.00154i,0.012037-0.0060927i
0.098623+0.095616i,0.33117+0.28574i,0.66114+0.51097i,0.79164+0.54224i,0.53717+0.36519i,0.20403+0.20827i,0.087333+0.108i,0.068974+0.016262i,0.035802-0.014638i,0.028933-0.0041463i,0.027288-0.010624i,0.017907-0.011345i,0.021626-0.0017651i,0.032315-0.0069506i,0.036289-0.02669i,0.017998-0.045851i,-0.018676-0.054001i,-0.049808-0.053295i,-0.055517-0.045854i,-0.04285-0.03108i,-0.032491-0.013778i,-0.023901+0.0066005i,-0.010167+0.019522i
-0.036401-0.1596i,-0.12707-0.4988i,-0.29032-0.97471i,-0.3971-1.1851i,-0.2727-0.93395i,-0.0026352-0.60091i,0.10934-0.42969i,0.042643-0.26231i,0.0051724-0.091732i,0.0089665-0.026919i,-0.01267-0.0081366i,-0.027687+0.0069971i,-0.025286-0.00069859i,-0.032529-0.012723i,-0.048018-0.010229i,-0.050201+0.00724i,-0.036295+0.027792i,-0.027418+0.039585i,-0.029019+0.042329i,-0.022931+0.036494i,-0.0042238+0.02333i,0.013384+0.0043399i,0.019069-0.011306i
0.0066797+0.09057i,-0.035074+0.24934i,-0.14003+0.43738i,-0.22663+0.50862i,-0.21556+0.40912i,-0.20252+0.27463i,-0.20922+0.22117i,-0.13938+0.18626i,-0.052177+0.10041i,-0.027457+0.040707i,-0.0086854+0.034359i,0.015272+0.026033i,0.014356+0.014517i,0.0079607+0.020521i,0.017781+0.031024i,0.035444+0.025856i,0.04335+0.01207i,0.045594+0.012213i,0.046437+0.023585i,0.034865+0.025181i,0.011861+0.016992i,-0.0076975+0.010124i,-0.013466+0.0046387i
0.0091508-0.0078626i,0.090996+0.074281i,0.28752+0.29448i,0.49013+0.48751i,0.48001+0.41763i,0.28624+0.23547i,0.11308+0.15559i,0.0070426+0.10354i,-0.062623+0.051047i,-0.074718+0.039952i,-0.048149+0.036666i,-0.02727+0.024462i,-0.015209+0.014445i,-0.0039677-0.0012024i,0.00022568-0.022444i,-0.009488-0.038479i,-0.019172-0.042263i,-0.0097552-0.038721i,0.010726-0.034856i,0.023388-0.025604i,0.025962-0.011233i,0.020597+0.0019504i,0.010841+0.011703i
-0.0259-0.011439i,-0.070781-0.1141i,-0.1408-0.34312i,-0.1975-0.5737i,-0.21563-0.61339i,-0.20376-0.51294i,-0.14553-0.36173i,-0.032844-0.147i,0.062531+0.018506i,0.08533+0.048097i,0.064684+0.021624i,0.043945+0.0047203i,0.02678-0.0016701i,0.009147-0.0019255i,-0.0064802+0.0017415i,-0.017439+0.012705i,-0.018736+0.018148i,-0.023365+0.0069656i,-0.032229-0.0072459i,-0.034428-0.018552i,-0.031459-0.023398i,-0.024188-0.020351i,-0.01582-0.013884i
0.0018435-0.03919i,-0.044783-0.086271i,-0.14699-0.11682i,-0.23116-0.092226i,-0.18877-0.00015244i,-0.05545+0.11916i,0.059884+0.14101i,0.11115+0.014338i,0.091261-0.10791i,0.036993-0.10852i,0.0052436-0.058235i,-0.0036741-0.024001i,0.00047434+0.00059261i,0.013032+0.013779i,0.021217+0.016542i,0.028551+0.016092i,0.033348+0.014677i,0.029376+0.017309i,0.02026+0.023385i,0.012077+0.033071i,0.011223+0.038633i,0.014528+0.02858i,0.01505+0.009748i
0.069701+0.068472i,0.21454+0.20035i,0.42787+0.35758i,0.54411+0.39832i,0.44673+0.26873i,0.26204+0.12147i,0.1181+0.077136i,0.005352+0.081983i,-0.058626+0.076216i,-0.042156+0.05619i,0.0026294+0.02993i,0.027532+0.0062646i,0.028871-0.011616i,0.019867-0.017331i,0.018981-0.016675i,0.022931-0.02261i,0.019685-0.029975i,0.014943-0.031131i,0.016922-0.029937i,0.02148-0.029532i,0.017655-0.028549i,0.0036578-0.018826i,-0.0061446-0.0045806i
-0.052047-0.053042i,-0.1304-0.14842i,-0.23308-0.26984i,-0.30673-0.31506i,-0.34742-0.24807i,-0.35355-0.18093i,-0.27187-0.15065i,-0.12101-0.10624i,-0.014128-0.064386i,-0.0017457-0.046165i,-0.029743-0.039306i,-0.047712-0.031603i,-0.047651-0.020963i,-0.041093-0.019538i,-0.044592-0.026555i,-0.056668-0.025989i,-0.05886-0.016725i,-0.050363-0.0054053i,-0.043168+0.0070921i,-0.037883+0.015257i,-0.030056+0.016589i,-0.018301+0.017389i,-0.010657+0.019688i
-0.019547+0.013053i,-0.070464+0.0020813i,-0.17244-0.037208i,-0.23785-0.074293i,-0.14597-0.05276i,0.028098+0.0018841i,0.08457-0.015826i,0.0046724-0.063338i,-0.061766-0.032121i,-0.044605+0.02876i,-0.0042146+0.047326i,0.012296+0.0394i,0.015239+0.032257i,0.01163+0.032272i,0.0014452+0.049271i,0.00052257+0.070864i,0.010745+0.06983i,0.022084+0.051277i,0.029816+0.030086i,0.027605+0.011641i,0.022096+0.0011725i,0.023359-0.007127i,0.025126-0.013892i
0.033698-0.027344i,0.0997-0.018848i,0.20394+0.066746i,0.29934+0.17417i,0.32584+0.16i,0.27431+0.04489i,0.18695+0.0039136i,0.11574+0.032647i,0.074182+0.021797i,0.050428-0.012659i,0.034147-0.034727i,0.015859-0.043668i,0.0053458-0.037312i,0.021399-0.028048i,0.057376-0.037928i,0.077413-0.0587i,0.065926-0.066408i,0.039799-0.06254i,0.010882-0.054069i,-0.01205-0.038976i,-0.022614-0.020378i,-0.023653-0.008499i,-0.019422-0.0081494i
0.012109+0.043401i,0.029397+0.074499i,0.045459+0.06522i,0.018683+0.015354i,-0.09365-0.0012988i,-0.21813+0.028379i,-0.24958+0.049517i,-0.18359+0.056959i,-0.096342+0.051586i,-0.056824+0.036599i,-0.05257+0.042414i,-0.039161+0.053425i,-0.022802+0.035011i,-0.034514-0.003093i,-0.071416-0.027387i,-0.094255-0.02418i,-0.085806-0.011061i,-0.066803+0.0010163i,-0.048947+0.01941i,-0.028585+0.038552i,-0.0097528+0.043547i,-0.00072935+0.039741i,0.0016436+0.035326i
-0.054211-0.028519i,-0.15077-0.068478i,-0.29092-0.10776i,-0.34371-0.12382i,-0.22866-0.13142i,-0.10597-0.12811i,-0.071541-0.084399i,-0.040346-0.037039i,-0.0023159-0.02722i,0.0045639-0.030768i,0.0058536-0.024123i,0.014092-0.013656i,0.0074765+0.0032901i,-0.0032473+0.040642i,0.013825+0.08088i,0.045041+0.084793i,0.055892+0.058124i,0.049626+0.036038i,0.046837+0.026627i,0.048166+0.014134i,0.041778-0.0034653i,0.031044-0.014872i,0.021179-0.017767i
0.034769+0.025533i,0.13687+0.075273i,0.31572+0.11823i,0.43316+0.07559i,0.3637-0.032775i,0.24605-0.094194i,0.17778-0.085389i,0.081658-0.04804i,-0.016798-0.004727i,-0.043997+0.019171i,-0.038742+0.01354i,-0.040379+0.0078151i,-0.023581+0.013292i,0.014187-0.00088857i,0.031402-0.044257i,0.011204-0.074278i,-0.012715-0.065363i,-0.015368-0.04528i,-0.0082764-0.037737i,-0.0058138-0.034764i,-0.011335-0.027571i,-0.016707-0.021912i,-0.017706-0.019524i
-0.0066952-0.046389i,-0.047562-0.098785i,-0.12209-0.098588i,-0.15293+0.0032948i,-0.1032+0.11867i,-0.051416+0.17068i,-0.0049496+0.17854i,0.071281+0.14532i,0.11069+0.08486i,0.089943+0.051859i,0.071272+0.049995i,0.067696+0.038084i,0.050829+0.0086717i,0.010417-0.008125i,-0.034814+0.011866i,-0.049988+0.051572i,-0.032096+0.069568i,-0.013546+0.056941i,-0.0091887+0.033393i,-0.0088347+0.014526i,-0.005356+0.0044209i,-0.0063205-0.0011729i,-0.012142+0.00041456i
0.016772+0.045405i,0.017095+0.089053i,-0.022655+0.080891i,-0.11475+0.0038717i,-0.18865-0.042091i,-0.18394-0.031978i,-0.13718-0.035039i,-0.095402-0.053818i,-0.062324-0.03954i,-0.029906-0.0083278i,-0.00010832-0.009098i,0.011846-0.033921i,0.0068672-0.042104i,0.012989-0.027033i,0.044807-0.015012i,0.07526-0.030001i,0.072819-0.056608i,0.045766-0.061196i,0.018554-0.042827i,-0.0041688-0.024112i,-0.019268-0.01108i,-0.020557+0.0052401i,-0.010296+0.019559i
0.0038764-0.042656i,0.030114-0.12703i,0.078317-0.23495i,0.10384-0.28599i,0.075475-0.27001i,0.028726-0.23846i,-0.011952-0.18846i,-0.027641-0.1039i,-0.0018477-0.040313i,0.018231-0.031194i,-0.0021278-0.028533i,-0.031723+0.00024724i,-0.03852+0.028044i,-0.029543+0.024735i,-0.035171-0.007363i,-0.064498-0.034021i,-0.088542-0.029738i,-0.084623-0.010513i,-0.065777+0.010014i,-0.044308+0.035927i,-0.018259+0.05546i,0.0096396+0.051736i,0.027274+0.02722i
-0.020046+0.045102i,-0.015013+0.14878i,0.047361+0.28073i,0.16241+0.31048i,0.22355+0.21032i,0.18632+0.1013i,0.13276+0.039242i,0.074817-0.012855i,-0.0052287-0.049468i,-0.04924-0.044286i,-0.034036-0.019727i,0.0052944-0.00014251i,0.035853+0.0093803i,0.040173+0.014078i,0.025443+0.034954i,0.021131+0.073581i,0.036236+0.1016i,0.048852+0.10073i,0.054122+0.078671i,0.060781+0.045059i,0.058025+0.010408i,0.040767-0.009035i,0.02-0.014254i
-0.0068779-0.059967i,-0.069077-0.13038i,-0.21045-0.15267i,-0.32359-0.047453i,-0.27462+0.094904i,-0.13405+0.14876i,-0.052049+0.1297i,-0.014597+0.098931i,0.020943+0.074876i,0.032765+0.056474i,0.020941+0.027985i,0.0020072-0.018143i,-0.015381-0.055493i,-0.023287-0.06053i,-0.0097022-0.047018i,0.025646-0.0471i,0.058223-0.064691i,0.071828-0.074407i,0.066897-0.075762i,0.042103-0.076033i,0.0094255-0.066996i,-0.0097586-0.050452i,-0.015785-0.030555i
0.026094+0.031238i,0.053831+0.034905i,0.076083-0.018472i,0.052236-0.12239i,-0.01645-0.18678i,-0.082687-0.16608i,-0.10606-0.11012i,-0.096399-0.069614i,-0.073225-0.045829i,-0.041751-0.029977i,-0.021137-0.016388i,-0.024955+0.0040304i,-0.035624+0.026119i,-0.031792+0.03399i,-0.021948+0.019716i,-0.034804-0.010235i,-0.066509-0.041188i,-0.087393-0.061266i,-0.088496-0.056639i,-0.072079-0.028943i,-0.047791-0.0074746i,-0.031863-0.0023169i,-0.023076+0.00093928i
0.018699-0.0032237i,0.085854-0.018711i,0.18719-0.063068i,0.22668-0.11991i,0.15992-0.14266i,0.068079-0.12744i,0.011559-0.082948i,-0.010061-0.0020378i,-0.0052171+0.056593i,-0.0029677+0.047976i,-0.011095+0.027455i,-0.0046872+0.030659i,0.015679+0.032997i,0.026175+0.015552i,0.017136-0.0039847i,-0.0026558+0.0065396i,-0.021215+0.045125i,-0.034297+0.077119i,-0.036321+0.085228i,-0.025618+0.073719i,-0.013473+0.056478i,-0.0011223+0.043832i,0.011706+0.029124i
-0.04493+0.025079i,-0.11128+0.12771i,-0.14148+0.30153i,-0.053571+0.4048i,0.064629+0.31976i,0.093192+0.17061i,0.079864+0.082719i,0.076347+0.0074986i,0.048219-0.047339i,0.012085-0.033376i,0.0072751-0.0019286i,0.017791+0.0020869i,0.020831-0.0052498i,0.0083324-0.00019177i,-0.006892+0.017081i,0.0054156+0.030166i,0.045451+0.031109i,0.080007+0.025985i,0.083482+0.016878i,0.060671+0.0081491i,0.038092+0.0060044i,0.025808+0.0018896i,0.013487-0.0052346i
0.011722-0.062303i,-0.0036879-0.1844i,-0.090278-0.31788i,-0.21624-0.32109i,-0.24835-0.1742i,-0.16921-0.030891i,-0.10336+0.031011i,-0.080417+0.060122i,-0.049014+0.068897i,-0.015375+0.046786i,-0.0032977+0.015322i,-0.0072797-0.0072474i,-0.011844-0.01449i,0.0022719-0.0072156i,0.029354+0.00083961i,0.042786-0.013109i,0.029149-0.048031i,0.0048438-0.072434i,-0.0079402-0.068614i,-0.010001-0.052351i,-0.011192-0.037832i,-0.014855-0.023683i,-0.015055-0.0085718i
0.023829+0.026886i,0.066985+0.044188i,0.11543+0.032429i,0.1228-0.018899i,0.071912-0.066054i,0.014267-0.075404i,0.014074-0.057141i,0.054439-0.042667i,0.062002-0.043276i,0.031104-0.030715i,0.012867-0.0026374i,0.0097974+0.015207i,-0.0015361+0.016507i,-0.017563-0.0022998i,-0.031304-0.031094i,-0.046899-0.037024i,-0.062878-0.012945i,-0.067034+0.013638i,-0.054293+0.026121i,-0.032373+0.030111i,-0.014116+0.029313i,-0.0029955+0.024074i,0.0035126+0.013516i
