0.0025211+0.0022129i,0.0024439-0.00035549i,0.0015791-0.0031407i,0.00037281-0.0034304i,-0.0013847-0.0013935i,-0.0026906+0.00093069i,-0.0017722+0.001933i,0.00051833+0.0017806i,0.0020747+0.00067027i,0.0016802-5.2552e-05i,0.0007177-0.00026362i,0.00025703-0.00094549i,-0.00074091-0.0010499i,-0.0015236-0.00024476i,-0.0015349+0.0003794i,-0.0010994+0.00040776i,-0.00054376+0.00011861i,0.00021018-0.00049098i,0.00078497+5.8456e-05i,0.00083385+0.00079471i,0.00031059-6.1846e-05i,-0.0001541-0.00095848i,4.0837e-05-0.00056908i
-0.00028317-0.00023735i,-0.00068785-0.00079421i,-0.00040547+0.00011914i,0.00011046+0.0008007i,-0.00043677-0.00047047i,-0.00056409-0.00025142i,0.00014191+0.0012155i,0.0011026+0.0017855i,0.00074811+0.0021421i,-0.00020476+0.0018133i,-9.6894e-06+0.00080289i,0.00015659+0.00084564i,0.00015059+0.00032159i,5.7971e-05-7.9898e-05i,-0.00030219+0.00036732i,-0.00074839+0.00090584i,-0.00061597+0.00069418i,0.0001583+5.5369e-05i,-5.9946e-05-0.00040013i,-0.00037634-0.00073091i,0.00034826-0.00065704i,0.00065195-0.00043983i,0.00113-0.00076383i
0.00012003+0.0033342i,0.00046694+0.0025223i,0.00013374+0.001166i,0.00027533-0.00077218i,0.0011318-0.0018371i,0.00044678-0.0010704i,-0.00024988-0.00039328i,0.00019244-0.00047853i,0.0011651-0.00091051i,0.0011223-0.00095328i,-0.00032371-0.00093905i,-0.00069109-0.00057071i,-0.0010733+0.00010832i,-0.0017638+7.8485e-05i,-0.0012433-0.00043529i,-0.00056715-3.3098e-05i,-0.00057402+0.00049508i,-0.00097923+0.0003879i,-0.0014145-6.2236e-05i,-0.00082536-0.00015964i,0.00017765+0.00014965i,0.00040722-2.8721e-06i,0.0004353-0.0002237i
0.0016541-0.0014198i,0.0010185-0.0010648i,0.00056329-0.0019124i,0.00023721-0.0016647i,-8.0646e-05+0.0001994i,0.00080007+0.0014679i,0.0010781+0.0013257i,0.0001479+0.00053703i,9.0173e-05-5.3848e-05i,0.00072831+0.00031668i,3.0971e-05+0.00042861i,-0.00084708+0.00011331i,-0.00030219-0.0001301i,-0.00010423-0.00031278i,-3.1733e-06-0.00040877i,0.00052909-2.8108e-05i,6.1346e-05+0.00056778i,-0.00064372-3.4985e-05i,-0.00054017-0.00087604i,-0.00015931-8.5321e-05i,-7.1884e-05+0.00056948i,7.1837e-05+0.00052363i,0.00028607-0.00022114i
0.0022774-0.00028801i,0.0026343+0.00022249i,0.0013547+0.0003405i,0.00051649-8.8258e-05i,-8.7561e-05-0.00047508i,-0.00036462-0.00049495i,0.00014366+0.0010027i,0.00049583+0.0014822i,0.00015045+0.00049056i,0.00014587-0.00030447i,0.0001936-0.00020086i,-0.00063303+5.2633e-05i,-0.00049543+0.00069862i,-0.00042788+0.00088405i,-0.00057988+0.0003706i,-0.0002962-0.00023927i,-0.00018861-0.00074095i,0.0001542-0.0009223i,-0.00017106-0.00046439i,-0.00047506-0.00037885i,0.00044882-0.00031664i,0.00059142+0.00030195i,0.0004453+0.0002265i
-0.0017664-0.00028768i,-0.0017282+7.3643e-05i,-0.0012222+0.00050799i,-0.00098092+0.00097832i,-0.0004779+0.0018452i,0.001075+0.0023411i,0.001596+0.002211i,0.00018029+0.0007466i,-0.00016757-0.00084607i,-0.00020228-0.00077367i,-0.00032794-0.0001261i,-7.7345e-05-0.00064241i,1.356e-05-0.0001243i,-0.00028106+0.0015301i,0.00047011+0.001435i,0.00083917+0.0010561i,-4.2483e-05+0.0011925i,-0.00037842+0.00041037i,0.00034181-0.00059854i,0.00060595-0.00086591i,0.00033814-0.0010436i,0.00025932-0.00091537i,3.3159e-05-0.00044615i
0.00092638+0.00076611i,0.00063242+0.00040048i,0.00024088-0.00033808i,-0.00078098-0.001831i,-0.0009431-0.0019878i,-0.00056304-0.00062198i,-0.00045955-5.5179e-05i,0.0002484+0.00011792i,6.6223e-05-0.00017256i,0.00011578-0.00012745i,0.00055451+0.00059706i,-0.00036261+0.00031407i,-0.00092787-4.6135e-05i,-0.00075375+0.00055948i,-0.00074985+0.001099i,-8.6469e-05+0.00040202i,0.00083716+0.00014357i,0.0005586+0.00085208i,-0.00050772+0.00036584i,-0.00045832+0.00071207i,-0.00020994+0.00045901i,-8.4775e-05-0.00017619i,0.00011546-0.00051611i
0.0023691+1.3767e-05i,0.003765-0.0015404i,0.0031217-0.0020733i,0.0015884-0.001023i,0.00075257+0.0002146i,0.00045249+0.00095449i,0.00025022+0.0011197i,-5.229e-05+0.00077297i,2.2567e-05-0.00013141i,-0.00025503-0.00031028i,-0.00036852+0.00012565i,0.00023629-5.856e-05i,0.00051056-0.00050232i,0.00027308-0.00049755i,-1.951e-05+0.00033861i,4.0789e-06-0.00012371i,0.00016859-0.00060104i,-0.00019033+0.00014533i,-0.00049887+3.5046e-05i,-0.00020709-0.00027211i,0.00026135+0.00024611i,0.0011905+0.00066248i,0.00093858+0.00082579i
0.0020446+0.00065249i,0.0028727+0.00089066i,0.0028381+0.0013554i,0.0020801+0.0014397i,0.00146+0.00022597i,0.00035573-0.00088057i,0.00061462-0.0010461i,0.00089005-0.0013086i,0.00048576-0.0012541i,0.00040608-0.00093633i,0.00017329-0.0007987i,-0.00062372+0.00019901i,-0.001047+0.00082163i,-0.00046255+0.00091907i,-0.00010729+0.00043112i,-5.772e-05-0.00024507i,-2.1962e-05-0.00038779i,0.00034235+2.3207e-05i,0.00042726+0.00026875i,-0.00010499-0.00019145i,0.00016045-0.0004577i,0.00043879-0.00058095i,3.0859e-05-0.00031303i
-0.00069886+1.9922e-05i,-0.00079261-0.00065699i,-0.0012016-0.00094284i,-0.00080992-0.00014962i,-0.00054323+0.00051416i,0.0006748+0.00063382i,0.00055864+0.00040711i,-4.0035e-05+4.018e-05i,-6.1116e-05+0.00026691i,5.9174e-05+0.00065117i,0.00035068+0.00047232i,-1.0015e-05-6.445e-05i,-0.00036098-0.0006174i,7.8152e-05-0.00069408i,-0.00023238-6.2564e-06i,-0.0010179+0.00061662i,-0.0009678+0.0011876i,-0.00041754+0.00068654i,0.00053923+0.00038576i,0.0010679+0.00051337i,0.00068201+6.7847e-05i,0.00050232+0.00028819i,0.00021209+0.0007436i
-0.00037728+0.00036392i,0.0011413-0.00010033i,0.0011779+0.0004631i,0.00036819+0.0013836i,0.00051062+0.0017218i,0.00063852+0.001456i,0.0010939+0.00047097i,0.0013964+9.6241e-05i,0.00071624-0.0003849i,0.00025942-0.00033914i,-0.00097177+0.00015268i,-0.0015924+0.00019657i,-0.00078905-0.00029725i,-0.00047556-0.00075734i,-0.00035865-0.00039884i,-2.9823e-06+7.5171e-06i,-0.00027559+0.00015656i,-0.0010271+0.00026886i,-0.00059205+7.0165e-05i,0.00055355-0.00025292i,0.0011207+0.00025107i,0.00044873+0.00070304i,0.00015988+0.00076536i
-0.00069875-0.0011805i,-0.0011549+0.00045024i,-0.0018824+0.00042725i,-0.0025964+0.00073023i,-0.0022558+0.0012531i,-0.0013288+0.0017344i,-0.00047819+0.00136i,0.00039816+0.00095573i,-0.00038689+0.00079081i,-0.0005359+0.00017135i,0.00017291+0.00013699i,0.000167+0.00052245i,0.00024278+0.00059119i,0.00053951+0.00027703i,0.00076001+0.00023099i,0.00072615+0.00071107i,0.00039788+0.00065383i,-6.5505e-05+7.0617e-05i,0.00011998-0.00029024i,0.00030701+0.00010328i,8.486e-05-0.00025314i,-0.00015896-0.00086904i,-0.00045084-0.0002606i
0.0012412+0.00053272i,2.8802e-05-0.00050457i,-0.00097281-0.0014933i,-8.0886e-05-0.0014005i,0.00017071-0.00099606i,-0.00039979-0.00091177i,-0.00041182-0.00048926i,-8.3599e-05-0.00025632i,0.00098615-0.0005149i,0.00097038-0.00057497i,0.0001601-2.4281e-06i,8.4029e-05-0.00026882i,-0.00025413-0.00015656i,-0.00049472+0.00053507i,-0.00062597+6.2996e-05i,-0.0010565-0.00056569i,-0.0013803-0.00040722i,-0.0014326+0.00024334i,-0.00092595+0.00065803i,0.00027935-0.00012018i,0.00097146-0.00031156i,0.00028603-0.00046471i,-7.6487e-05-0.00031777i
0.0014754-0.00061896i,0.0019111-0.0011596i,0.0023786-0.0022969i,0.0016036-0.0020849i,0.00038392-0.00038477i,-0.00011098+0.0014921i,9.2647e-05+0.0022611i,-9.1663e-05+0.001474i,-0.00012419+4.009e-05i,-0.00061217-0.00011323i,-0.0011806+0.00027853i,-0.00038475+0.00020253i,-3.385e-05+8.8034e-05i,-0.00058545+0.00070904i,-9.9994e-05+0.0014516i,0.00024689+0.00088303i,-0.00053563-9.8687e-05i,-0.0004398-0.00023564i,-0.00040306-0.00016552i,-0.00044281-0.00080926i,0.0003144-0.00044663i,0.00030877+0.00037788i,0.00024434+0.00029009i
-0.0013787-6.8752e-05i,-0.00073332+0.00079945i,0.00018587+0.001676i,0.001904+0.0018829i,0.0022817+0.0012722i,0.0014396-9.1407e-05i,0.00080456-0.0011771i,0.00091586-0.00086239i,0.00061255-0.00054081i,0.00095897-0.0001188i,0.0016381-0.00058961i,0.0011296-0.0014281i,0.00010931-0.00053105i,-0.00064533-0.00018515i,-0.00040604-0.00055462i,-0.00044149-0.00048932i,-0.00033988-0.0004141i,-0.00048531-0.00030215i,-0.00053097-0.00021445i,0.0002394-0.00049887i,0.00037603+0.00032469i,0.00039332+0.00091587i,1.0649e-05-0.00042034i
-0.00018622+0.00028449i,-0.00048899+0.00045648i,-0.0012625+0.0010457i,-0.0016757+0.00027342i,-0.0012351-0.00031399i,-0.00073579+0.00022414i,-1.4017e-05+0.00058981i,0.00057465+0.00013186i,-0.00015336-0.00051959i,-0.00070437-0.00066666i,-0.0011302-0.0011488i,-0.00066332-0.0014291i,4.7164e-05-0.00079143i,0.00050615-0.00048664i,0.00086289-0.00069652i,0.0001035-0.00058048i,-0.00039032-0.00069753i,-0.00057044-0.00067623i,-0.00042442-0.00037519i,0.00026547-0.00010945i,0.00013594-0.00061219i,-0.00075079-0.0002898i,-0.00052948+0.00034864i
-0.0003433+0.0011641i,0.00063194+0.00057987i,0.00041911-0.00014987i,0.00034237-0.000101i,0.00043503+0.00011587i,0.00040109+9.9431e-05i,0.00035169+0.00083949i,0.00062148+0.00076139i,0.0011285-1.4182e-06i,0.00069814+0.00048093i,-6.3181e-06+0.00029095i,0.00024094-0.00095857i,0.00041648-0.0013293i,-0.00016045-0.0014219i,-0.00051194-0.0009278i,-0.00023012+0.00044609i,0.00015685+0.00077896i,0.00047468-5.2424e-05i,0.00090302+0.00022451i,0.00060829+0.00050329i,-0.00067147-8.9377e-06i,-0.0011349-0.00035845i,0.00013269-0.0001945i
0.0023398+0.0015457i,0.0020244+0.00026405i,0.0021113-0.00078347i,0.00093189-0.0020178i,-0.00033239-0.0018814i,-0.001168-0.00052718i,-0.00087237+0.0003437i,-0.00030545+0.00016286i,-0.00018112-0.0010931i,0.000347-0.00089611i,0.00034749-0.00015434i,-0.00091456-0.0005753i,-0.00098009-0.00019292i,-0.00041954-8.1948e-05i,-0.00038081-0.00056192i,-0.0009541+0.00026845i,-0.00065731+0.0015255i,-0.00013118+0.0009691i,-0.00046002+5.0951e-05i,-0.00088347+0.00030918i,-0.00074945+0.00027581i,-0.00030262-0.00042419i,-6.9427e-05-0.0011747i
0.00072806+7.7366e-05i,0.001249+0.00036328i,0.0020787+0.00059118i,0.0020399+0.00064212i,0.0012537+0.00013032i,0.00072515-0.0005812i,0.00055835-0.00090906i,-1.7668e-05-0.00096527i,-0.00025619-0.0010052i,0.00031769-0.00033017i,0.00089071+0.00060931i,0.00057969+0.00042868i,0.00020157-0.00018949i,-0.00032382-0.00023592i,-0.00081637-0.0004971i,-0.00045337-0.000705i,0.00035735-0.00015507i,0.00079363+0.00013295i,0.00028978+0.00012214i,0.00026289-0.00023164i,0.00041501+0.00020159i,0.00054863+0.00063675i,0.00045317+0.00026301i
0.0019951+0.00037586i,0.0028453-0.00020008i,0.0018353-0.00041152i,0.00017725+0.00068536i,-0.00029033+0.00078154i,0.00021745+0.00089167i,0.00073267+0.0012797i,0.0010385+0.00069726i,0.00086982+0.00010864i,0.00068736-0.0002164i,0.00046844+0.00035226i,-2.7322e-05+4.3231e-05i,-0.00021444-0.00032296i,-0.00050822+0.00020917i,-0.00072704+0.00011857i,-0.0008644-0.00024835i,-0.00097315+4.6444e-05i,-0.00052657+0.00032176i,0.00017807+1.615e-05i,0.00015838-0.00016503i,6.7715e-05-2.2694e-05i,0.00038988-0.00045185i,0.00036917-0.00045651i
0.0012249-0.0017359i,0.00028222-0.0018512i,-0.0011796-0.0012784i,-0.0012075-0.00013316i,-0.00042933+0.00076249i,0.00038182+0.00022551i,0.0010046-0.00020698i,0.0013682+0.00064516i,0.00073959+0.0001452i,-0.00026734-0.00088664i,-0.00098727-0.00035433i,-0.00066148-0.00010433i,0.00036889+7.7979e-05i,0.00024235+0.00052081i,7.7818e-05+0.00068472i,0.00013704+0.00089365i,0.00049993+0.00070925i,0.00088305-2.6424e-05i,0.00060751-0.00030693i,0.00021378-0.00085559i,0.0001202-0.00066877i,0.00049266-0.00040466i,2.9392e-05-0.00058754i
0.0022267-0.0015707i,0.0016731-0.0012676i,0.00031784-0.0014842i,-0.00050274-0.0016901i,-0.00080134-0.0009402i,-0.00090236+0.00084432i,0.00019776+0.0018132i,0.00095122+0.0016457i,0.00048911+0.00061312i,-0.0001421-0.00050305i,-0.00031048-0.0006807i,-0.00032414-0.00020842i,-0.00068381+0.0001955i,-0.00065964-7.9137e-05i,-0.00048116+0.0003552i,-0.00071095+0.0011826i,-0.0012261+0.00091098i,-0.0011904+0.00036353i,-0.00043129+0.00061803i,-9.754e-05+0.00082193i,0.0001415+0.00022319i,0.00015547-9.697e-05i,-5.8377e-05+0.00046246i
-0.00045347+0.0033219i,2.0231e-05+0.0034104i,0.00085216+0.0025363i,0.0019656+0.00073771i,0.0017857-0.000358i,0.0004992-0.00063751i,-0.00050583-6.8557e-05i,-0.00089547+0.0013749i,-0.00014278+0.0014289i,0.00020722+0.00027408i,0.00030383-0.00015623i,0.00036309-0.0003651i,-0.00031169-0.0010576i,-0.001687-0.0010545i,-0.0019348-0.001141i,-0.00040645-0.00029753i,0.00031624+0.00042984i,0.00011891-0.000307i,-0.00012679-0.00016238i,-0.00048022+0.00075107i,-0.0003676+0.00083049i,-0.00043548+0.00020112i,-0.00027744-0.00038802i
-0.00034371-0.00053295i,5.5672e-05-0.00096993i,-0.00022501-0.0023462i,-4.0612e-05-0.0025495i,0.00074876-0.0015892i,0.0011718-0.00036989i,0.0007081+0.00079787i,0.00081644+0.00093207i,0.00081077-0.00012284i,-0.00035966-0.00050564i,-0.0012485-0.00094119i,-0.0010446-0.0011412i,-0.0010651-0.00056011i,-0.001317-0.00078488i,-0.00070525-0.00052669i,0.00043807-0.00023102i,0.00080547-0.00028925i,0.00040381-0.00054285i,-0.0003211-0.00031826i,-0.00031308+0.00022745i,0.00017283-0.00020774i,0.00024607-0.00058644i,0.00071221-0.00073695i
0.0026533-0.0002803i,0.0032951+0.00030868i,0.0022783+0.00087399i,0.00021546+0.0013492i,-0.00049831+0.0012206i,0.00039899+0.0010082i,0.0015509+0.00066079i,0.001953+0.00050205i,0.00084485+0.00065909i,-0.00011437-0.00037878i,-9.7322e-05-0.00079457i,-0.00052029-0.00015241i,-0.0017201+2.8333e-05i,-0.0017938+0.00037582i,-0.00056062+0.0005825i,0.00036616+0.00042781i,0.00035105+5.4856e-05i,0.00018149-0.00043686i,-7.3059e-05-0.00066332i,-1.8303e-05-0.00081611i,-0.00032721-0.00080619i,-0.00066532-0.00046809i,6.0878e-05-0.00028927i
-0.0015132+0.0013039i,-0.00091235+0.0014026i,-0.0011302+8.2033e-05i,-0.0014053-0.00067367i,-0.00092047-0.0002358i,0.00015303+0.00030908i,0.0009304+0.0012356i,0.0013391+0.0017444i,0.00082831+0.0014252i,-0.00024957+0.00073244i,-0.00053089+0.00020783i,-0.00012594-0.00010466i,-6.5823e-05+7.4046e-05i,0.00011033+0.00015174i,6.2469e-05+0.00013601i,-0.00061969+9.8821e-05i,-0.00018546+0.00043227i,0.0002825+0.00029569i,-0.00069237-0.00066689i,-0.00071894-0.00039474i,0.00037476+0.00019497i,0.00024393-4.7275e-05i,-0.00016032-0.0002943i
0.0023007+0.00044232i,0.0016099-0.00026878i,0.0014039-0.001117i,0.00026574-0.0012971i,-0.00049973-0.00058513i,-0.00067315+0.00022126i,-0.00054229+0.0010929i,0.00040505+0.0013054i,0.00022134+0.00074446i,-6.1661e-05-0.00032972i,-0.00010386-7.659e-05i,-0.0011951+0.00047591i,-0.0011537+0.00031197i,-0.00064776+1.3103e-05i,-0.00098329+0.00034952i,-0.00068133+0.00051983i,-8.607e-05+0.00013254i,0.00030723+9.0992e-05i,3.3461e-05+9.4917e-05i,-0.00023836-0.00054983i,0.00010928-0.0011503i,0.00058601-0.0011134i,0.00068362-0.00094769i
-0.00055215-7.0078e-05i,0.00011757-0.00031332i,0.000992-0.00048302i,0.001386-0.0003683i,0.00087946+7.1158e-05i,0.00030589-0.00022788i,0.00068901-0.00057536i,0.00084212-0.00031622i,0.00051467+0.00031903i,0.00074134+0.00039135i,0.0001642+0.00047182i,0.00010192+0.00043705i,0.00032578+0.00034721i,-0.00046735-2.9014e-05i,-0.0011068-0.000512i,-0.0005346-9.4031e-06i,0.00037147+0.00037072i,0.00038863+0.0002645i,0.00038608+0.00021091i,0.0011038+0.00017946i,0.001205+0.00059974i,0.00035492+0.0007384i,-0.00031958-9.7923e-05i
0.0011026-0.0018868i,0.00049485-0.0015422i,-0.0003485-0.00023565i,-0.0011558+0.0014569i,-0.0014378+0.0015271i,-0.0010653+0.0010097i,6.7304e-05+0.001618i,0.00014677+0.0010016i,-2.0387e-05-6.1475e-05i,0.00040673+0.00017039i,0.00045155+0.00099143i,0.00038268+0.00069447i,-0.0002297-1.629e-05i,-0.0007815+5.3121e-05i,-0.00047046+0.00048467i,-0.0002871+0.000753i,-0.00025504+0.00023085i,0.00015298+0.00035073i,0.00048661+0.00055241i,-0.00012293-0.00029793i,-0.00021245-0.00015609i,-0.00023048-0.0001859i,0.00016142-0.00041739i
0.0016059+0.0019657i,0.0023248+0.00045048i,0.0014091-0.00073266i,0.00066499-0.0017996i,0.00042717-0.0017617i,4.8065e-05-0.00067232i,0.00017234+0.00023025i,0.00015364+5.9159e-05i,0.00026808-0.00075712i,0.00075008-0.00071607i,-1.3172e-05-0.00024234i,-0.00082122+0.00023459i,-0.00087451+0.00035357i,-0.00090398+0.00037444i,-0.00096934+0.00084007i,-0.00066977+0.0015476i,-0.00026469+0.0011879i,-0.00057762+6.5415e-05i,-2.6017e-05-0.00028815i,0.00043771-0.00029653i,4.7836e-05-0.00032535i,0.00020599-0.00056142i,0.00066655-7.0252e-05i
0.0010603-0.00017842i,0.0013629-0.00022012i,0.0010669-0.00042098i,0.0003463+0.0004306i,-0.00027537+0.0012892i,-0.00081612+0.0016014i,-0.00062389+0.0012609i,-6.879e-05+0.00044647i,-0.00022807-0.00010789i,-0.00030489-0.00030728i,0.0004891-0.00028093i,0.00029164+0.00041776i,-0.00045391+6.0321e-06i,-0.00031245+0.00024662i,6.4322e-05+0.0013719i,0.00030014+0.0011353i,-5.7318e-05+0.00068074i,-0.00020279+0.000456i,1.5841e-05-0.00035816i,-0.00023299-0.00089676i,-0.00033507-0.00078099i,-0.00025939-0.00071728i,7.5916e-05-0.00091019i
0.00038199-4.257e-05i,0.0011729-0.00015583i,0.0018548-0.00030925i,0.0010561-0.0010341i,0.00024058-0.00099666i,0.00036469-0.0011012i,0.00032001-0.00094662i,1.8791e-05-0.00015822i,0.00082677+0.00028771i,0.0013275-0.00010474i,0.00047963-0.00019894i,0.00022278-0.00031874i,0.00010531-0.00037996i,-0.00033015-0.00024759i,-0.00029479-3.8963e-05i,0.00013441-0.00023557i,0.0001155-0.00087467i,0.00043201-0.0015178i,0.00028603-0.00073629i,0.00070566+3.7198e-06i,0.0015011-0.00018131i,0.0011109-9.5137e-05i,0.00061324+0.00016573i
0.00082875-0.0025397i,-0.00050644-0.0013983i,-0.0016614-0.00026311i,-0.0014766+0.00088066i,-0.00073904+0.00071236i,3.192e-05+0.001179i,0.00065524+0.002233i,0.0013859+0.0017273i,0.0016211+0.00044455i,0.0010209-0.0003138i,0.00013564-0.00034917i,-0.00038467-0.00059414i,-8.824e-05-0.0010402i,-6.1291e-06-0.00092157i,-0.00094612+6.5463e-05i,-0.00079076+0.00077626i,0.00020387+0.00057364i,0.00038369+0.00047354i,0.00025826+0.00020413i,-0.00046656-0.00045598i,-0.0014239-0.00081109i,-0.0012553-0.00073085i,-0.00087049-0.00016558i
0.0010933+0.0003278i,0.0012163-1.2037e-05i,0.0016472-0.0004286i,0.00097522-0.00049189i,0.00036253-0.0010897i,0.00020409-0.0013874i,0.00016939-0.0012222i,0.00039308-0.00042219i,0.00019265+0.0002164i,0.00041988-0.00032363i,0.00046346-0.00073206i,-2.606e-05-0.00090316i,-4.0634e-06-0.00018985i,0.00034497+0.00061884i,-9.3499e-05+0.0010257i,-0.001051+0.00047554i,-0.00079373-0.00066512i,0.00034905-0.00071125i,0.0008862-7.7545e-05i,0.00070625+0.0002956i,-0.00021323+0.0011699i,-0.0013721+0.0013261i,-0.001281+0.00044186i
-0.00085692+0.0017702i,-0.0005139+0.0023707i,-0.00045115+0.0019957i,-0.0002178+0.0016291i,0.00032748+0.0013503i,0.00082479+0.0011956i,0.00062791+0.00057716i,0.00049637+0.00074539i,0.00024169+0.00093776i,-0.00038061+7.5309e-05i,-0.00077069+9.6873e-05i,-0.00056455+0.00051918i,9.0598e-05+0.0002438i,-5.8806e-05+0.00011384i,-0.0008815+2.2937e-05i,-0.0013524+1.6234e-05i,-0.00038076+0.00024718i,0.00022164+0.00046319i,-0.00043018+0.00039316i,-0.00059933+0.00041279i,-0.00037143+0.00057514i,-0.00037354+0.00018164i,-0.00086659-5.775e-06i
-0.00068074-0.0014645i,-0.0014771-0.0025747i,-0.0020695-0.0024301i,-0.001496-0.0012216i,-0.00029125-0.0003135i,0.0010768+0.00028244i,0.0011976+0.00084935i,0.00087362+0.00056804i,0.00054187+0.00038811i,0.00013044+0.00047027i,9.7072e-05+0.00032299i,0.00021787+0.00055669i,-0.00017048-0.00014182i,-0.00056053-0.0004157i,-0.00066791-3.6149e-05i,-0.00070452+2.7528e-05i,-0.00058786+0.00049319i,-0.00054686+0.0008469i,-0.00051747-7.9702e-05i,0.00042442-0.00069336i,0.00070389+5.4281e-05i,-0.00037189+0.00025163i,-0.00020849-0.00011815i
0.001218+0.0020421i,0.0020693+0.0028249i,0.0025578+0.0028245i,0.0019539+0.0019799i,-4.4124e-05+0.00040007i,-0.0014604+0.00017791i,-0.0011393+0.00032123i,-0.00063557+0.00017014i,-0.00011311+0.00010959i,0.00012218-6.0307e-05i,-0.00033362-0.00025246i,-0.00033537-0.00045372i,-0.00064535-0.00082914i,-0.0010604-0.0011289i,-0.00038086-0.00052689i,0.00064088-0.00021623i,0.0005529-5.8258e-05i,0.00066933+0.00050988i,0.0011091+1.7992e-05i,0.00065319-0.00026898i,0.00021925-3.5403e-05i,-8.742e-05-0.00027585i,-1.3413e-05-0.0007296i
-0.0034603-0.0015226i,-0.0032855-0.00086103i,-0.0034436+2.1513e-06i,-0.003114+0.00022352i,-0.0010232+0.00017659i,0.00093863+0.00042436i,0.0013897+5.3573e-05i,0.0010392-0.00083475i,0.0011152-0.00075512i,0.00097245-0.0006369i,0.00039844-0.00084545i,-0.00017335-0.00037287i,-0.00012802-2.0549e-06i,0.00037199+3.2099e-05i,0.00067866-0.00036814i,0.00043056-0.00087357i,-0.00094616-0.00046893i,-0.00092955-0.00039568i,0.00017409-3.1475e-05i,0.00020072+0.00041474i,2.3007e-05+0.00022522i,-0.00031468+7.8573e-05i,-0.00015483-0.00013579i
0.0020046-0.0002379i,0.0024911+0.00027554i,0.0015206+0.00091751i,0.00091083+0.00076567i,0.0007515+0.00026188i,0.00041854-0.00088145i,-0.00036615-0.00047472i,-0.00071891+0.00032239i,-4.6327e-05+0.00027528i,0.00039225+0.00014729i,0.00069171-0.00076821i,0.00065702-0.0012407i,0.00069921-0.00084457i,0.00015695-0.00043323i,-2.0727e-05-0.00026199i,0.00087493-2.2653e-05i,0.00065146+0.00056969i,0.00015905+0.0006408i,8.4395e-05+0.00082865i,-0.00022774+0.00027305i,0.00049343-0.0001816i,0.00089437+8.0125e-05i,0.0001205-0.00021249i
-0.0013948+0.0035492i,-0.00064006+0.0040655i,0.00032327+0.0031415i,0.0014288+0.0026172i,0.0020874+0.0019557i,0.002151+0.0014288i,0.0012014+0.00099137i,0.00052825+0.00072431i,0.00016182+0.00029244i,-0.00010281-0.00051986i,0.00011309-4.4992e-05i,-0.00016846-2.018e-05i,0.00033256-0.00080513i,0.00091632-0.00073814i,0.0009534-0.00045723i,0.000563-0.00054839i,-0.00011171-0.00044181i,-0.00071031-0.00021271i,-0.00064038-4.5886e-05i,-2.8715e-05+0.0001406i,0.00011417+0.00083117i,0.00049005+0.0016922i,0.00073225+0.0014656i
3.9757e-05-0.00040334i,2.7317e-05-0.00053534i,0.0002946-0.00068817i,0.00046496-0.00058807i,-9.573e-05+0.00024248i,-0.00070703+0.00082205i,-0.00038359+0.00090715i,0.00023907+0.00059581i,0.00072597-7.4073e-05i,0.00060104-4.3716e-05i,-7.9263e-05+0.00048638i,-0.00016994+0.00022399i,-0.00023097+8.1193e-06i,-0.00078614+0.0001983i,-0.0011893+0.00021525i,-0.00066666+9.4348e-05i,0.00027867+0.00017795i,0.00081601-0.0004289i,0.00055407-0.0011822i,0.000322-0.00070664i,0.00051399-0.00026109i,0.00042877+0.00024129i,-0.00019578+0.00080727i
0.0017749+0.0023783i,0.0023168+0.0021571i,0.0020934+0.00042089i,0.0010453-0.0009434i,-0.00033521-0.0003902i,-0.0011933+0.00045625i,-0.00086067+0.00055342i,-1.7343e-05+0.00038379i,-0.00014307+0.00033645i,-0.00038619+0.00028717i,0.00070843+0.00018752i,0.0010224-1.7371e-05i,-0.00037537+0.00025181i,-0.00090448+0.00065761i,-0.00053785+0.00049446i,-0.00028161+0.00033083i,-0.0001806+0.00028544i,-0.00052091+6.9393e-05i,-0.00028612+1.8303e-05i,0.00033686+0.00020793i,-0.0002387-0.00025657i,-0.00022099-0.00021484i,0.00066879+0.00044337i
-4.7815e-05+0.0011692i,0.0013371+0.0010957i,0.0020421+0.0010737i,0.0016437+0.0009227i,0.00090901+0.00037713i,0.00095475-0.00063751i,0.0015616-0.0007671i,0.00087005-0.00058899i,0.00033286-0.00087574i,0.0003105-0.0012136i,-0.00015805-0.0010752i,-0.00040346-0.00044073i,-0.00091468-0.00080137i,-0.0011691-0.0015483i,-0.00066068-0.0014024i,-0.00044256-0.00072694i,5.1603e-05-0.00010158i,0.00021585+0.00028079i,7.2376e-05+0.00011629i,-0.00014615-2.5361e-05i,5.1667e-05+0.00015588i,0.00051332+0.00063321i,0.00012068+4.9438e-05i
-0.0003-0.00036074i,-0.00027178-0.00086016i,-0.00053174-0.00068583i,-0.00080443-0.00036995i,0.0001562+0.00032285i,0.0013443+0.0011019i,0.0022377+0.00078669i,0.0024892-0.00061218i,0.0018613-0.0015309i,0.00094125-0.00092618i,0.00051168+0.00026679i,7.342e-06+0.00060199i,-0.00012158+0.00012893i,-4.6191e-05-0.00049627i,-0.00051282-0.00014878i,-0.00043241+0.00058294i,6.0727e-06+0.00073647i,-0.0001583+0.00014171i,0.00017468-0.00035182i,0.00064364-0.00074459i,0.00015217-0.00064606i,-0.00037961-0.00043445i,0.0002875-0.00091819i
