0.0039427-0.00021468i,0.0031783-0.0029463i,0.0019868-0.0044535i,-0.00053925-0.0042434i,-0.0027776-0.0017239i,-0.0035956+0.0018902i,-0.0019623+0.0030366i,0.0005671+0.0024235i,0.0017074+0.00094482i,0.0011865-0.00088776i,-0.00048341-0.0019051i,-0.0012558-0.0017446i,-0.0015423-0.001071i,-0.0017351+0.00052487i,-0.002389+0.00097873i,-0.002216+0.0010082i,-0.00064721+0.0011378i,0.00015724+0.00080562i,0.00060703+0.00095999i,0.0010334+0.00043836i,0.00021216-0.00014276i,6.9547e-06-0.00013436i,-0.00041106-0.00028694i
-0.0019366+0.00085692i,-0.0017803+0.0025474i,-0.0015448+0.0038956i,-0.00074112+0.0027132i,0.00020525+0.0022083i,0.00059258+0.0023172i,0.00063938+0.0011806i,0.00024192+3.475e-05i,-0.00015329-0.00043051i,4.1983e-05+0.00016684i,0.00043341+0.00021216i,-0.00015999+1.4914e-05i,-0.00075016-2.7613e-05i,0.00010901-0.0003962i,0.00054243-8.1056e-05i,0.00056097+0.00030024i,0.00038271+0.00053932i,-0.00019285+0.00011644i,-7.3552e-05-0.00040856i,0.00019558-0.0005075i,-0.0001449-0.00042724i,-0.00020785-8.1488e-05i,3.1867e-05-8.9212e-05i
0.00056006-0.0004453i,-0.00090041-0.00054391i,-0.00063414-0.00069801i,0.0008952-0.0011195i,0.00043402-0.0012097i,-0.00025645-0.00087968i,0.00038804+0.0004563i,0.0010509+0.0011635i,0.0010307+0.00011004i,0.00044833-0.00079094i,0.00025413-0.00081296i,0.00034033-0.0004541i,-3.6864e-05-0.00013518i,-0.00065904+0.0004129i,-0.0010749-2.4083e-06i,-0.00071236-0.00074958i,0.0001032-0.00067149i,5.5927e-05-5.8796e-05i,-0.00094609+6.7043e-05i,-0.00080322-0.00057691i,-5.2516e-05-0.00025991i,0.00013017+0.00083599i,0.0002516+0.0011144i
-0.001948-0.0021954i,-0.0013012-0.0016492i,-0.00097888-0.00040827i,-0.00035004+0.0012062i,0.00059324+0.0010954i,0.0011848+0.0009001i,0.0010565+0.00039657i,0.00081605-0.00054186i,-2.5888e-05+3.1941e-05i,-0.00054353+0.0010167i,-0.00053155+0.0011277i,-0.00067084+0.0011913i,-0.00044789+0.00080566i,0.0010879-0.00020863i,0.002519-0.00018545i,0.0018028+0.00015711i,0.0001952-0.00015319i,0.00011163-4.7299e-05i,4.2308e-06-0.00018741i,-0.00034273-0.00080699i,0.00017184-0.00067717i,-1.807e-05+0.00022304i,-0.00055537+1.0232e-06i
-0.0029925+0.0012399i,-0.003511+0.0027703i,-0.0028046+0.0032986i,-0.0012593+0.0033154i,0.00071382+0.0027882i,0.0017006+0.0015689i,0.0011938-0.00012909i,0.00032167-0.0011601i,7.2421e-05-0.0010886i,0.00019096-0.0011546i,0.00037049-0.001213i,0.00035157-0.0010218i,-0.00021685-0.00063975i,-3.6508e-05+0.00010734i,0.00081749+0.0006467i,0.00037238+0.00063264i,-0.00084601+8.0382e-07i,-0.0010798-0.00056426i,-0.00099452-0.00076145i,-0.00015802-0.00047394i,0.00028895+0.00010155i,-0.00037643+0.00046653i,-0.00045718+0.00085574i
-0.00037507-0.00021769i,-0.00083857+0.00020296i,-0.0009144+6.3092e-05i,-0.00046216-0.00066889i,6.6182e-05-0.0008364i,-0.00042286+2.3554e-05i,-0.00024371+0.00013338i,0.0006113+0.00050705i,0.00067586+0.0011044i,-2.4873e-05+0.00067655i,-0.00040329+0.00074045i,-0.00050949+0.00066597i,-0.00044568-0.00015386i,-0.00016395-0.00018347i,-0.00011249+0.00023065i,-0.00031543+0.00033037i,-2.7119e-06+3.2125e-06i,-0.00029855-0.00042831i,-0.0010985+0.0003172i,-0.00060038+0.00076662i,0.00017505+0.00067897i,0.00010094+0.00058547i,-0.00043387+0.00085504i
-0.0007431+0.0011411i,-0.00083469+0.0015035i,-0.00021702+0.0016086i,0.0009051+0.0019428i,0.001409+0.0015398i,0.0015764+0.0006904i,0.0014497+0.00051824i,0.00043757+0.0010431i,-2.3583e-05+0.0010538i,0.00016943+0.00035875i,0.00022018+0.00014534i,0.0005677-8.6805e-05i,0.0004487-0.00040969i,2.9372e-05-0.00051607i,0.00010906+0.0002531i,-4.895e-05+0.00060202i,0.00010226-0.00014656i,0.00064949-0.00019588i,4.9623e-05+0.00026374i,-0.00027208+5.0302e-05i,-0.00025547+4.9981e-05i,-0.00056408-0.00020422i,-0.00064452-0.00038392i
-0.00090981+0.00053401i,-0.0023666+0.0013217i,-0.0013496+0.0028394i,-0.00053437+0.0022186i,-0.00078417+0.0012425i,-0.00026445+0.00083488i,-0.00029999+0.00033115i,-0.0008713-0.00053425i,-0.00091011-0.00067409i,-0.00044918-4.2054e-05i,2.9154e-05-0.00040713i,-7.4682e-05-0.00097514i,-0.00037543-0.00042325i,-0.00055853+0.00016001i,-0.00033448+0.00032963i,-0.00080859+0.0002728i,-0.0010789-4.9762e-05i,-0.000542-0.00033449i,4.8224e-05-3.6163e-05i,0.00040532+0.00016625i,0.00027204-0.00012708i,0.00023419-2.5019e-05i,-2.4136e-05-0.00048283i
-0.00097093-0.0011946i,-0.0027482-0.0017383i,-0.0033231-0.001113i,-0.0018782+0.00056434i,0.00017349+0.0013432i,0.0013243+0.0010481i,0.001236+0.00069437i,0.00026344+0.00066824i,-0.00017217-0.00018571i,-0.00015387-0.0004004i,-0.00023051+0.00016883i,0.00038627+0.00054022i,0.001032+0.00038125i,0.0016825+0.00051813i,0.0018179+0.0010543i,0.0013799+0.00073634i,0.00060207-0.00035541i,0.00013455-0.00078645i,-0.00021395-0.00072163i,-0.00072408-0.00042172i,-0.0011987+0.00041439i,-0.00069364+0.000303i,0.00014753+3.238e-05i
-0.0011957+0.00030245i,-9.7614e-05+0.0006523i,0.0011703+0.00021768i,0.0015321-0.00053142i,0.0009185-0.00092996i,3.0827e-05-0.00080973i,3.9931e-05-0.00032714i,0.00056934-4.2576e-05i,0.00023328+0.00022179i,6.9677e-05-6.5072e-05i,-0.00030043-0.00050912i,-0.00020265+0.00061199i,-0.00036853+0.00080118i,-0.0005596-0.0004169i,-0.00018234-0.00059977i,0.00031331-0.00049597i,0.00026387-0.00028088i,-0.00082884+4.3961e-05i,-0.0012833+0.00022307i,-0.00054725+0.00014134i,-0.00032345+6.6135e-06i,-0.0004887-6.4669e-05i,-0.00023827-0.00037754i
0.0011813+0.0012275i,0.0015133+0.0019276i,0.0022555+0.0015938i,0.0015826+0.00049321i,0.00036868-0.00046723i,-0.00041717-0.00021757i,-3.4504e-05+0.00073223i,0.00065241+0.0011965i,-3.4859e-05+0.001208i,-0.00030712+0.00031309i,5.5614e-05-0.00039748i,-5.8538e-06-0.00059713i,-0.00018957-0.00010095i,-0.0004247+0.00092818i,-0.00059407+0.00074536i,-0.00035148+0.00045758i,0.00013693+0.00018642i,-8.2413e-05-0.00010668i,-2.1358e-06-0.00024094i,0.00059651-0.00024697i,0.00038674-0.00033745i,-0.00037835-0.00065107i,-0.00015443-0.00068189i
-0.00046932-0.0019627i,-0.0024046-0.001959i,-0.0030869-0.0013873i,-0.002016+0.00024374i,-0.0014429+0.0014495i,-0.00085022+0.0015487i,-0.00041698+0.0016203i,-0.00012194+0.0011858i,-0.00038838+0.00038856i,-0.0008436+6.3116e-05i,-0.00060851-0.00027488i,-7.5577e-05-0.0004254i,-0.00012393-0.00016968i,-0.00022961+0.00029143i,-0.00023802+0.0012661i,-0.0003563+0.0022785i,-0.00027546+0.0017522i,6.9616e-05+0.00032118i,0.00060454+0.00036506i,0.001086+0.00052522i,0.00057216-0.00070671i,-6.7648e-05-0.0011397i,-0.0003633-0.00045516i
-0.0025048+0.0023681i,-0.0018708+0.0026304i,0.0010291+0.0033673i,0.0021509+0.0030941i,0.0016924+0.0011785i,0.0011747-0.0011321i,0.00055564-0.0017006i,-0.00036537-0.00086336i,-0.00084508+0.00011211i,-0.00049774+0.00012663i,8.2662e-05-0.00034018i,0.00070057-0.00048652i,0.00086469-0.00029802i,1.3866e-06-0.00034673i,-0.00024739-0.00085378i,0.00014454-0.00040386i,0.000238+4.8234e-05i,-0.00037916-0.00020314i,-0.0010754-0.00015126i,-0.0013276-8.547e-05i,-0.0011318-0.00026655i,-0.0004094-0.00023709i,1.2516e-05-2.8414e-05i
-3.9332e-05+0.0019275i,0.00062927+0.0024197i,6.243e-06+0.0020431i,-0.00016083+0.0013183i,-0.00032926+0.00072866i,-0.00082737-0.00010898i,-0.00070181-0.0003402i,-0.000648-0.00017459i,-0.00089737-0.00016134i,-0.00044849+0.00010935i,0.00035489-0.00049394i,0.0007114-0.0010467i,0.00033859-0.00081836i,8.2644e-05-0.00011411i,-0.0003407-0.00016064i,0.00017304-0.00050872i,0.0006131+0.00065735i,0.00016357+0.00093241i,-0.00080511+0.00032772i,-0.0011665+0.00065797i,-0.00080155+0.00075184i,-0.000532+0.00035845i,-0.00053026+8.2303e-05i
-0.0019319-0.00020697i,-0.0026354+0.00063923i,-0.0021489+0.0012005i,-0.00045934+0.0010591i,0.00046648+0.0012053i,0.0007887+0.00099331i,0.0008606+2.0116e-05i,-2.0805e-05-8.7056e-05i,-0.0003806-0.00025322i,-0.0001597-0.000358i,-0.00039921-0.00079722i,-0.00056748-0.0008248i,-0.00015497-0.00024704i,0.00086947+1.3525e-05i,0.0016324+0.00022404i,0.0011434+0.00033191i,-7.9109e-05-3.8055e-05i,-0.00060551-0.00049954i,-0.0002852-0.00052454i,0.00048879-0.00025096i,0.00089787-4.4454e-05i,0.00022463-0.00018482i,-0.00011271-0.00067122i
-0.00069075-0.0022709i,-0.00023124-0.0022182i,0.00029446-0.00048646i,-0.00019959+0.00028879i,-0.00035727-0.0006807i,-8.6848e-05-0.00040076i,-6.5341e-05+2.1532e-05i,0.00011302+0.0002885i,-0.00038097+0.00076893i,-0.00075301+0.00030681i,-0.00041805-0.0003484i,0.00026961-0.00052689i,0.00041874-0.00031652i,-0.00061848+0.00054652i,-0.00080355+0.00070245i,-0.00071823+0.0010349i,-0.00065726+0.0012393i,-6.1341e-05+0.00037793i,0.00062707+0.00040116i,0.0006972+0.00052306i,0.00031583-0.00037292i,-0.00039193-9.0191e-05i,-0.00043474+0.00035365i
0.0019789+0.0012547i,0.0020035+0.001109i,0.0018623+0.00034136i,0.0016904-8.7214e-05i,0.0009857+0.00016053i,9.8238e-05+0.0012017i,-0.00051584+0.0016971i,-0.00047065+0.0013165i,-4.6973e-05+0.00032702i,0.00028572-0.0002508i,0.00072409-0.00020122i,0.0008211+8.3375e-07i,0.00038901-2.0718e-05i,-0.00024244+0.0003992i,-0.00045818+0.00089162i,0.00032486+0.00020116i,0.00053262-0.00031889i,0.00038635-0.0004277i,0.0005718-0.00037504i,8.0112e-05-4.3687e-05i,-0.00037274+0.0001474i,-0.0011901-0.00010699i,-0.0012772-0.00026185i
-0.001095+0.002167i,-0.0012512+0.0035459i,-0.0014362+0.0027018i,-0.00027964+0.0016872i,0.00079602+0.00126i,0.0010984+0.00047256i,0.00088365+0.00024548i,0.0002749+0.0008093i,0.000138+0.00055961i,-9.9451e-05+0.00011601i,-0.00013935-0.00011118i,5.7915e-05+6.6817e-05i,0.0003368+0.00025896i,0.00026106-6.3597e-05i,0.0007686-0.00027075i,0.001064+0.00013061i,0.0004184+0.00032001i,-0.00037765+0.00029064i,-0.00028552+0.00063631i,0.00039868+0.00099264i,-0.00023348+0.00075111i,-0.0005246-0.00019066i,5.7067e-06-0.00010212i
-0.00041982+0.0011223i,-0.0013399+0.0016484i,-0.00099501+0.0023477i,0.00060269+0.0011674i,0.00011537+0.00013319i,-0.0009059+0.00084755i,-0.00064765+0.0010777i,3.2634e-06+0.00048054i,0.00029799-5.4196e-05i,-0.00011979-0.00038758i,-0.00013898-0.00080544i,0.00010388-0.00040735i,5.4681e-05+0.00042147i,0.00020537+0.00030818i,0.00012983-5.3031e-05i,8.981e-05+0.00060761i,0.00033611+0.00071713i,0.0001257+8.4509e-05i,-0.00024626+0.00016305i,-0.00022309+0.00027272i,-0.00021505+0.00015554i,0.00019488+0.00032403i,0.00018929+2.4487e-05i
-0.0017285-0.001337i,-0.0030519-0.00093103i,-0.0032348-0.00099024i,-0.0021118-0.0006236i,-0.0011484-0.00057354i,0.00037921-0.00032849i,0.0012853+0.00010055i,0.0009744-1.7681e-05i,5.7537e-05-0.00035102i,-0.00024466-0.00042885i,0.00032343-0.0005554i,0.00052838-0.00092996i,0.00064421-0.00083694i,0.0006335+0.00015452i,0.00029511+0.00062115i,0.00052514+0.00081164i,0.00083019+0.0009098i,0.00021599+0.00039982i,-0.00024114+0.00044048i,0.00028742+0.00030667i,0.00040413-3.1459e-05i,-0.00013067-7.7327e-05i,-0.00043562+0.00052171i
-0.0028387-0.000544i,-0.0012116-0.00049471i,0.00049425-0.00010259i,0.0010875+0.00012945i,0.0016565+0.00010928i,0.0022752-0.00013024i,0.0020521-0.00044543i,0.00022787+9.5134e-05i,-0.00095165+0.00068919i,-0.00050244+0.00031539i,-0.00034746-0.00068622i,-0.00019314-0.00032078i,6.4452e-05+7.5416e-05i,0.00025301-0.00026615i,0.00016361-0.00075616i,-0.00041126-0.0012686i,-0.00036385-0.00050706i,-0.0002437+0.00034621i,-0.00040263+0.00026667i,-5.9978e-05-0.00032586i,-0.00018275-0.0010102i,-0.00015839-0.00094736i,0.00027392-0.00013912i
0.0013824+0.00088463i,0.0015794+0.0022132i,0.0018517+0.002658i,0.00092655+0.0024583i,0.00025519+0.0018103i,0.00059061+0.00089966i,0.00056737+0.00047346i,0.00046652+9.8815e-05i,0.00050699-0.00031718i,0.00012095+0.00025925i,1.7903e-05+6.1168e-05i,-0.00035555-0.00032342i,-0.0006499-0.00060608i,5.7099e-06-0.00027043i,0.00078233+0.00062136i,0.00073522+0.00063455i,0.00049902-0.00015415i,0.00020581-0.000361i,-0.00014158-0.00031594i,0.00011976-0.000839i,0.00021359+5.7111e-05i,-7.9907e-05+0.00029028i,-0.00019027-0.00013201i
-0.00083889-0.00042142i,-0.0013371-0.0008049i,-0.0020044-0.00082388i,-0.0017283-0.00067388i,-0.00094387+4.114e-05i,-0.00067141+0.0010365i,-0.00046807+0.00032017i,-2.9968e-05-0.00063927i,0.00022212-0.00091755i,-0.00024995-0.0007044i,-0.000667-0.00021493i,-4.9151e-05+0.0008508i,-0.0001934+0.0010863i,-0.00042305+0.00050287i,0.00011019+0.00063422i,0.00016061+0.00047911i,0.0001024-0.00054906i,0.00047696-0.00086119i,0.00092247-0.00063798i,0.00040667-0.0008773i,-0.0004343-0.00097573i,-0.00053903-0.00093001i,-0.00046286-0.00020466i
-0.0017616+0.001627i,-0.0018041+0.0020196i,-0.00101+0.0015116i,0.00030938+0.0009482i,0.0010529+0.00055813i,0.0011484-0.00024491i,0.0015495-0.00053565i,0.0011326-3.3341e-05i,0.00017628+5.27e-05i,7.6434e-06-0.00016479i,-0.00017826-0.00060612i,-3.9213e-05-0.0011513i,0.0004784-0.00056547i,0.00058429+0.00038334i,0.00070901+0.00014013i,0.00053978-0.0004341i,-9.4071e-05-4.1111e-05i,0.00099649+0.00025794i,0.0011821+2.4884e-05i,0.00022953-0.00012524i,-0.00032313+5.9324e-05i,-0.00028712+0.00016493i,-0.00027262+1.8023e-05i
-0.0005418-0.00056911i,-0.0018257+0.000678i,-0.0020264+0.00091089i,-0.001558+0.00075917i,-0.0014582+0.00089032i,-0.0011443+0.0016062i,-0.00020728+0.0013168i,-0.00032221+0.00082792i,-0.00051064+7.3119e-05i,-0.00064318-0.00048617i,-0.00096498-0.00013186i,-0.00058634+9.5054e-05i,0.00026233+0.0004343i,0.00074785+0.00017906i,0.00072997-0.0002031i,6.185e-05+1.5031e-06i,0.00012986+0.00028686i,3.8008e-05-0.00018216i,-0.0007887-0.00076419i,-0.00028233-0.00013449i,0.00032581+0.00038454i,6.6731e-05+0.0002768i,0.00040847+0.00016332i
-0.0014252-0.001549i,-0.0017768-0.0014171i,-0.00098662-0.00085879i,-0.00066009-0.00025456i,-0.00038323-3.1186e-05i,-5.4846e-05+0.0013068i,-8.3116e-05+0.001869i,0.00010585+0.0012618i,8.7919e-05+0.00042361i,-0.00026187-0.00049444i,-0.00080949-0.00039822i,-0.0012804+0.00020711i,-0.0017353-2.7756e-05i,-0.0010686-0.00030117i,-0.0001356+0.00011998i,0.00031628-0.00031522i,0.00059115-0.00055803i,-5.6001e-06+1.78e-05i,-0.00019244+0.00039742i,-2.0462e-06+0.00031816i,-0.00014378-0.00022041i,-2.2814e-05-0.00010893i,-0.00019256-0.00051789i
-0.00096975+0.00081305i,-0.00082939+0.00033572i,-0.00048822+0.00024692i,7.7877e-05+0.00049434i,0.00063895+0.0006228i,0.00072636+0.00086066i,0.0003246+0.00097119i,2.5816e-05+0.001312i,0.00013842+0.001218i,0.00049479+0.00030032i,0.00063103-0.00020534i,0.00051782+0.00024175i,0.00040257+3.2651e-05i,0.00052317-0.00063206i,0.0010439-0.00077263i,0.00094686-0.00099352i,0.00035323-0.00097684i,-0.00035305-0.0010207i,-0.00065775-0.0010922i,-0.0010503-0.00046777i,-0.001106+6.097e-05i,9.7048e-05+0.00023457i,0.00076409+0.00044267i
-0.00068413+0.0017098i,-0.0010343+0.0016628i,-3.6202e-05+0.0011797i,0.0011478+0.00060001i,0.00021852+0.00033175i,-0.00093598+8.4835e-05i,-0.0010317-8.4162e-05i,-0.00070123+0.00024017i,2.3886e-05+0.00036229i,0.00012148+0.00026783i,0.00029584-0.00029822i,0.00047269-0.00024598i,0.00080014-0.00010812i,0.0016513-2.2364e-05i,0.0017205+0.0008432i,0.0011796+0.00080345i,0.0003382-0.00059476i,-0.00020883-0.0012956i,-0.00032477-0.00033905i,-0.00035421-0.00024936i,-0.00054932-0.000762i,-0.00025279-0.00045275i,0.00066984+0.00021222i
-0.00045074+0.0013699i,-0.0012367+0.00057941i,-0.0010373+0.00067119i,3.5703e-05+0.00076443i,9.9401e-05-0.00013021i,-0.00029899-3.5409e-05i,6.338e-05+0.0011235i,0.00071816+0.0017052i,0.001085+0.0012056i,0.00099712+0.00091055i,0.00012691+0.00056005i,-0.00037016+3.8275e-05i,-0.00075867-8.6384e-05i,-0.001069+0.00044561i,-0.00060057+0.0014198i,6.2027e-05+0.0012635i,0.00039968+0.00049377i,-0.00019092+0.00025797i,-0.00042855-0.00019846i,-4.92e-05-0.00053505i,0.00013433-0.00028145i,0.00012919+0.00017032i,0.00028571+0.00017524i
0.00079624+0.0017749i,0.0004688+0.00032632i,0.00068443+1.1275e-05i,0.0012627+0.00017165i,0.0011823-9.6298e-05i,8.7372e-05-0.0009593i,-0.00079043-0.00096178i,-3.7708e-05-6.1362e-05i,0.00083627-6.6594e-05i,0.00081729+0.00027241i,0.00098447+0.00035117i,3.8619e-05-0.00046888i,-0.00096939-0.00018094i,-0.0009814+0.00032996i,-0.0013004-0.00073669i,-0.0015243-0.0009991i,5.6431e-05-2.2353e-05i,0.0012275+0.00018248i,0.00011125+0.0007039i,-0.00060064+0.00076421i,-0.00056982+0.0001889i,0.00011124-0.00027702i,0.00095534-8.5662e-05i
-0.00073978+0.00010936i,-0.0015142+0.0010191i,-0.001083-0.00022988i,2.5323e-05-0.0014746i,-6.6752e-05-0.00044972i,-0.0004365+0.00070831i,-0.00028116+0.00060932i,-0.00017307+0.00088076i,-0.00011514+0.0010807i,-0.00024983+0.00019255i,0.00027851-0.00047722i,0.0009229-0.00021219i,0.00099184-2.0221e-05i,0.0010372+0.00030035i,0.00088812+0.00087795i,0.00023573+0.0011934i,-0.00020975+0.00071639i,-0.000129+0.00020644i,0.00060714+0.00012807i,0.001185+0.00066513i,0.00077719+0.00060366i,0.00058204+0.00035166i,0.0009366+0.00067909i
0.0004554+0.0005549i,0.00012721-0.00040537i,0.00065898-0.00030677i,0.001286+0.00036839i,0.00079702+0.0005262i,-0.0001735+0.00079777i,-0.00023422+0.00059214i,0.00070748+0.00023669i,0.00079533-0.00038629i,-9.9888e-05-0.00045702i,-0.00079215-0.00021134i,-0.00064784-0.00032841i,0.00026797+0.00029292i,0.00061301+0.00042267i,0.001349-5.6699e-05i,0.0014486+0.00016882i,0.00047334+0.0004761i,-2.059e-05-0.00025102i,0.00027127-0.00062138i,0.00011256-0.00042505i,-3.0899e-05-0.00076671i,-9.4394e-07-0.0013055i,-0.00062693-0.00096634i
-0.0010978+0.0017073i,-0.0014741+0.0012858i,-0.00058018+0.0018421i,0.00081611+0.0015114i,0.00098322+1.4151e-05i,0.00033766-0.0011291i,0.00053574-0.00050076i,-0.00076028+0.0011527i,-0.00082856+0.00078398i,0.00065326-0.00040193i,0.00057329+8.4734e-05i,5.7962e-05+0.00033787i,-0.00050023-0.00063827i,-0.00019643-0.00061033i,1.468e-05+0.00053212i,-0.00019839+0.00068637i,-9.7273e-05+0.00061463i,-0.00097892+0.0005742i,-0.0014942+7.5516e-05i,-0.00082881-0.00010581i,-0.0004743-2.1936e-07i,-0.00031147-0.00022469i,0.00055577+0.00017953i
0.0012353+0.00089224i,0.00095392+0.0013311i,0.00072159+0.0011464i,0.00077728+0.00034676i,0.00077605+1.9576e-05i,-0.00012597+0.00031898i,-0.00097348+1.7097e-05i,-0.00040796-0.00048194i,-0.00037236-0.00072002i,-0.00071453-0.00055558i,-0.00044111-0.00027953i,-0.00041151+0.00047595i,-0.0002533+0.00031594i,0.00026689-0.0003718i,0.00035981-0.00016505i,0.00041206+0.000454i,0.00051786+0.00059313i,0.00082214+0.00030852i,0.0007621-0.00019222i,-0.00027315-0.00047445i,-0.00071655-7.2496e-05i,0.00011611+0.0001537i,0.00021595+2.9416e-05i
-0.0024301-0.00055127i,-0.001264+5.3658e-05i,-0.0011664+0.00089055i,-0.0013249+0.0015233i,-0.00063046+0.0014944i,-0.00047829+0.00098649i,8.0735e-05+0.00037159i,0.00026441+0.00015953i,4.8475e-05-0.00018381i,0.00028993+0.0002082i,0.00045504-3.0897e-05i,0.0004476-0.00033707i,-4.4818e-05+0.00039008i,0.00052859+0.00011684i,0.0018992-0.00043752i,0.0009945+0.00013479i,-0.00037162+0.00045508i,0.000143+0.00015008i,0.001068-6.9123e-05i,0.00054145-0.0003693i,0.00016114-0.001036i,0.00044918-0.0008161i,0.00040153-9.1197e-05i
-0.0024726-0.00080843i,-0.0032304+0.0004995i,-0.0030568+0.00099314i,-0.00076802+0.0011273i,-2.0193e-05+0.0011234i,-3.3883e-05+0.0013322i,0.00029572+0.00159i,0.00067291+0.0010795i,0.0010966+0.00025223i,0.0010144-0.00019567i,0.00071304-0.00031459i,0.00062005-0.00037543i,-0.00025875+0.00039974i,-0.00063298+0.0012421i,0.00032294+0.001323i,0.00043981+0.00095243i,-0.00035711+0.00082994i,-0.00057575+0.00047861i,-0.00047446-0.00073325i,-0.00081471-0.00063389i,-0.0013413+4.5145e-06i,-0.00065099+0.00056455i,0.00016538+0.00058705i
-8.7034e-05-0.00059699i,-0.00016796-0.00011758i,5.9701e-05+0.00020022i,0.00092906+9.2489e-05i,0.00047155+9.1618e-05i,-0.0010296+0.00058412i,-0.001071+0.0006003i,-0.00060979+0.00087558i,-0.00040572+0.00070607i,-7.4055e-05-7.8339e-05i,0.00010879-0.0004472i,-0.00027189-0.00088761i,-0.00052777-0.001286i,0.00019679-0.00058225i,0.00030696-0.00013738i,-3.8307e-05-0.00046566i,0.00026918-0.00031315i,-1.6302e-05-0.00020634i,-7.0299e-05+0.00024823i,-0.00047139+0.00070316i,-0.00078356+0.00058365i,-0.00068704+0.00066818i,-0.00029114+0.00065241i
-0.0012747+0.002418i,0.00037204+0.0024509i,0.0014108+0.00089788i,0.0011913-0.0004668i,0.00085708-0.00096093i,0.00060891-0.00045716i,0.00043896+9.609e-05i,0.00093341-0.0001003i,0.0011186-0.00031995i,0.00035517-0.00049344i,0.00030629-0.00080685i,0.00037024-0.00031966i,-0.00044967-0.00039429i,-0.00083801-0.00078293i,-0.00010099-0.00039665i,0.00061285+1.4009e-06i,-3.0697e-05+0.00038214i,-0.00023903+0.00012481i,-6.4908e-05-0.0003309i,0.00030986-4.5067e-05i,0.00053562-0.00029254i,0.00019244-0.00068371i,-0.00042897-0.00057715i
-0.0013634-0.0014965i,-0.002475-0.0015459i,-0.0021835-0.00035983i,-0.0019471+6.0577e-05i,-0.0010027+0.00046864i,-0.00072524+0.00057642i,-0.00024568-0.00020192i,0.0001012-0.0013767i,-0.00014731-0.0010645i,-0.00030195+0.00044589i,-0.00050578+0.00045398i,-0.00067858+0.00018326i,0.00029912+3.1305e-05i,0.00091362+0.00054304i,0.00055792+0.0014365i,0.00092746+0.001377i,0.00094661+0.00090004i,0.0005474-0.00014192i,0.00013648-0.00037297i,-0.00016978-0.00026338i,-0.00027708-0.00049139i,-0.00059952-0.00019842i,-0.00067996+0.0003149i
-0.00063385+0.001019i,0.00067468+0.001907i,0.001033+0.0025584i,0.00087344+0.0014851i,0.0011977+0.0005661i,0.00099506+0.00047736i,0.00097516+0.00075454i,0.00090938+0.0010511i,0.00035226+0.00096345i,0.00021395+0.00032796i,8.2837e-05-0.00045809i,-0.00056611-0.00064483i,-0.00033532-2.4918e-05i,-0.00039913+0.00066456i,-0.0008747+0.00053746i,-0.00040251+0.00034617i,-0.00048598+0.00012451i,-0.00072138-0.00035007i,-0.00048111-0.0002251i,-0.00024338+4.6887e-05i,0.00038127-2.12e-05i,0.00020438-0.00082146i,-8.9335e-05-0.0010323i
-0.0012588-0.00091949i,-0.0021724+9.2256e-05i,-0.0020773+0.0009233i,-0.0012832+0.00078495i,-0.00086499+0.00064728i,-0.0005454+0.00039881i,0.00018278+2.1387e-05i,0.00081197-0.00022346i,0.00038486-0.00060336i,-0.00020683-0.0008241i,-0.00020584-5.7407e-05i,0.00020392+0.0004937i,0.00072586+0.00080218i,0.00058995+0.00090207i,0.00044839+0.0005174i,-0.00029965+0.00010567i,-0.00047669-0.00016633i,0.00052551-0.00014507i,0.0013953+0.00014936i,0.0011393+0.00018892i,6.7926e-07-0.00017089i,-0.00020634-9.9722e-06i,-1.5984e-05+0.00026547i
-0.001005-0.00155i,-0.00067096-0.0015682i,-9.4619e-05-0.00060535i,-0.00033734+0.00045892i,-0.00048937+0.0007605i,-0.00092049+0.00041832i,-0.0011139+0.00049867i,-0.00018139+0.00051432i,0.00076477+1.0485e-05i,0.00066849-0.00024071i,-0.00059753-0.00070953i,-0.00086201-0.00083562i,-0.00036263-0.00044178i,0.00028345+9.0665e-06i,-0.00028185+0.00030534i,-0.00075026+0.00034038i,-0.00024194+0.00050313i,-2.0614e-05-0.00046434i,-0.00011481-0.0013172i,-0.00032348-0.00095675i,0.00049006-0.00032526i,0.00068176+1.1504e-05i,0.00039741-0.00044034i
0.00096628+0.0019446i,0.00071745+0.0026795i,0.00048652+0.0023344i,0.0008959+0.0011055i,9.057e-05-0.00045499i,-0.00078489-0.00072019i,-0.00025377-0.00042528i,0.00091692-0.00020774i,0.001231+0.00030119i,0.0010867+0.00033364i,0.00030561+9.8733e-06i,-0.00046352-0.00023778i,-3.9126e-05-0.0002597i,-1.7694e-05+0.0001134i,0.00023778+0.00076458i,0.00089647+0.00093259i,0.00069112+0.001072i,-0.00076689+0.00030014i,-0.0014085-0.00021441i,-0.00034337-0.00021898i,-3.6383e-05-0.00031606i,-0.00040471-3.9724e-05i,-0.00032609+0.00024714i
