5.357e-05-0.0010916i,0.00056196-0.0024671i,-0.00034037-0.0033526i,-0.0018697-0.0035051i,-0.0029668-0.002445i,-0.0036645-0.0011855i,-0.0032879-0.00034231i,-0.0021085+0.00036387i,-0.0012515+0.00049301i,-0.00025712+0.00048704i,0.00057351-0.00032089i,0.00034498-0.00089932i,-0.00065558-0.00086352i,-0.00026742-0.0010042i,-0.00017389-0.00059461i,-0.0011062-0.00034415i,-0.0015423-0.00064711i,-0.001697-0.00032765i,-0.00094872-8.5263e-05i,0.00013687-0.0002031i,-8.1167e-05+8.5994e-05i,-0.00047334-0.00042787i,-0.0003085-0.0010159i
0.00040184-0.00038416i,-0.00045834-0.00057432i,-0.0010583-2.6281e-05i,-0.0015854-0.00085515i,-0.0017227-0.0019109i,-0.0012042-0.0026427i,-0.001041-0.0021004i,-0.0011623-0.0017577i,-0.0013746-0.0020501i,-0.0011467-0.0014251i,-0.00063081-0.00072474i,-0.00018679-0.00099067i,-1.8173e-05-0.00085208i,-0.00044639-0.0002905i,-0.00093719-0.0001746i,-0.0010323-0.00019282i,-0.00077469-0.00046997i,-0.00027206-0.00078584i,-0.00016231-0.00072714i,-0.00049948-2.6134e-06i,-0.00063445+0.00093704i,-0.00035946+0.0011011i,-0.00051671+0.00015427i
-0.00020109-0.00074926i,-0.00061236-0.00064775i,-0.00060893-0.00095022i,-0.00086247-0.0021306i,-0.00056358-0.0033419i,-0.0013928-0.002516i,-0.0021135-0.0008119i,-0.0010014-0.00012057i,-6.2218e-05-0.0006981i,-0.00030046-0.00098591i,-0.00059177-0.00052595i,-0.0006809-0.00012695i,-0.00050226-0.00025636i,-0.00031529-0.00049527i,-0.00025229-0.00048358i,-0.00012754-0.00042171i,-0.00083437+0.00033926i,-0.00060239+0.00085513i,0.00014496+0.00038038i,0.00042139-0.0002055i,0.00060505-0.00012177i,0.00054701-0.00034743i,-0.00012956-0.00057588i
9.4754e-05-0.0015424i,-0.00019855-0.00076154i,-0.000188-0.00051838i,-0.0015973-0.0010125i,-0.0027467-0.00087574i,-0.0017123+2.6209e-06i,-0.00077412-0.00046018i,-0.00041911-0.0013408i,-0.00077703-0.0013968i,-0.0017016-0.0011691i,-0.0016473-0.0010435i,-0.0008888-0.00063285i,-0.0003383-0.00011484i,0.00013774-5.8658e-05i,-0.00037941-0.00045157i,-0.00054071-0.00096656i,-0.00040518-0.00041501i,-0.0011533-4.3763e-05i,-0.0014875-0.0001142i,-0.0011368-6.7471e-05i,-0.00090582-5.0938e-05i,-1.4545e-05-4.408e-05i,0.00093152-0.00051495i
0.00012768-0.00077546i,-0.0010352-0.00077422i,-0.0018181-0.0014643i,-0.0010308-0.0012121i,-0.0013683-0.00086373i,-0.00226-0.0019059i,-0.0017199-0.0028545i,-0.0011724-0.0022006i,-0.0013426-0.0013851i,-0.00061685-0.0006943i,-0.00019573+1.6523e-05i,-0.00080048-0.00014446i,-0.00052135-0.00020467i,-1.2069e-05-0.00062706i,-6.414e-06-0.00051666i,-0.00031014+0.0004185i,-0.00056843+0.00028047i,-0.0010271+9.886e-05i,-0.0018704+5.1006e-05i,-0.00099801+6.0724e-06i,0.00032049-0.00032346i,-0.00010686-0.00034369i,-0.00087127-0.00028519i
0.00061962-0.0015212i,0.0012453-0.00080417i,0.00019495-0.000304i,-0.0017106-0.00067212i,-0.0029692-0.00073076i,-0.0030579-0.00043888i,-0.0014824+0.00032526i,-0.00068598-0.00037216i,-0.00072232-0.001143i,-0.00023813-0.0010412i,0.00054632-0.0013391i,9.6275e-06-0.0011861i,-0.00068113-0.00071913i,0.00035851-0.00046015i,0.00071085+0.00016395i,0.00041566-7.2046e-05i,0.0003257-0.00068661i,6.8823e-05-0.0006559i,0.0002625-8.2452e-05i,0.00058606+5.0873e-05i,-0.00012843-0.00024162i,-0.00066965-6.6511e-05i,-0.00062735-0.0004069i
-0.00077732+0.0015607i,-0.0009396+0.00055208i,-0.00073118-3.9848e-05i,-0.0012457-0.0013471i,-0.0014276-0.0021594i,-0.0012214-0.0017129i,-0.0013014-0.0015062i,-0.0012425-0.0011953i,-0.0014623-0.0008725i,-0.00071965-0.00042225i,0.00045746-0.00058775i,9.4705e-05-0.0011615i,-0.0011805-0.00023961i,-0.001105+0.00060236i,-0.00060062+0.00076403i,-0.00053337+0.00017551i,-0.00097856-0.00016018i,-0.00077409-0.00049029i,-0.00029289-0.00028412i,-8.0429e-05+0.00033414i,0.00032958+0.00058216i,-2.3101e-05+0.00061435i,-0.00077087-0.0001565i
-7.6178e-05+0.00013667i,0.0005693-0.00047i,0.00025357-0.0015222i,-0.00079777-0.0013677i,-0.0020221-0.00099666i,-0.0023217-0.00094865i,-0.0015883-0.00077383i,-0.00026812-0.0012334i,0.00056377-0.0021585i,-0.00039999-0.001437i,-0.0010457-0.00079919i,-0.00046501-0.00076029i,-0.0003129+4.2051e-05i,-0.00049077+0.0005569i,-0.00081545-0.0001175i,-0.00098775+0.00024861i,-0.0014164+0.00099289i,-0.0011428+0.00037296i,-0.00010075-0.00037403i,7.9493e-05-0.00013767i,-0.00034123+0.0002863i,-0.00011704+0.00037973i,2.3419e-05+0.00020846i
0.0011502+0.0013904i,0.00024882+0.0006105i,4.6744e-06-0.00041883i,-0.0012086-0.0013519i,-0.0023409-0.0019992i,-0.0015807-0.0015454i,-0.00056536-0.00085176i,-0.00021057-0.0011883i,-0.00066844-0.0024284i,-0.001591-0.0023851i,-0.0013476-0.00099228i,-0.00057703-0.00064143i,-0.00056465-0.00048185i,-8.4846e-05-0.00013919i,0.00012071-0.00025815i,-0.00036315-0.00025449i,-0.00074601-0.00019037i,-0.00063187+8.7102e-05i,2.572e-05+0.00038928i,0.00015731+0.00042286i,-2.8138e-05-0.00018889i,-0.00020144-0.00041012i,0.00058614-8.3948e-05i
-0.00050102-0.00059792i,-5.816e-05-0.001641i,-0.0004872-0.0011152i,-0.0018652-0.0010261i,-0.002656-0.0014432i,-0.0021869-0.0012787i,-0.0015002-0.0013591i,-0.001316-0.0014146i,-0.0010634-0.0015176i,-0.0015126-0.0011635i,-0.001496-0.00055993i,-0.00017776-0.00043631i,2.721e-05-4.5648e-05i,-0.00053528+0.00026707i,-0.0006512+0.00077292i,-0.00038064+0.00037485i,-0.00046724-0.00048201i,-0.00065236-0.00024232i,0.00031498-1.4835e-05i,0.0014063+4.3052e-05i,0.0013825+0.00014037i,0.00080041-0.00053503i,7.8552e-05-0.00089773i
-0.00070248-0.0005004i,-0.0005571+0.00067525i,-0.00094888+0.00056418i,-0.0013676-0.00061819i,-0.0020753-0.0014958i,-0.0021413-0.0015587i,-0.0010471-0.0011933i,-0.00057883-0.0012213i,-0.00098303-0.0011248i,-0.0011301-0.00088647i,-0.00091987-0.00068613i,0.0002245-2.661e-05i,0.0010441+0.00058899i,0.00033582+0.00050698i,-0.00078328-0.00032357i,-0.0010413-0.00072675i,-0.00071105-0.00063384i,-0.00024884-0.00014244i,-0.00035254+0.00013164i,-0.00023451-0.0001922i,-0.00013846-0.00074262i,-0.00010703-0.00071518i,0.00039731-0.00014801i
-0.00057275-0.001356i,0.00013077-0.002743i,-0.00011716-0.0025188i,-0.0020086-0.00099448i,-0.0026558-0.00018647i,-0.0012416-0.00074964i,-0.00042764-0.0014104i,-0.00090159-0.0015268i,-0.0014679-0.00075078i,-0.0013843+0.00096256i,-0.00048541+0.0010879i,0.00098548+0.0002526i,0.00042354+0.00017668i,-0.00049398+0.00037641i,-0.00031608+0.00022143i,5.1757e-05-0.00017223i,-0.00011096-0.00041112i,-0.00072655-0.00022196i,-0.00038471+0.00059454i,-0.00014825+0.00090335i,-0.00081955+0.00060582i,-0.0016409+0.00047043i,-0.0015724+0.00017537i
-0.00077916-0.0010719i,-0.00017415-0.00079894i,-0.00062145-0.00052977i,-0.0015857-0.00046777i,-0.0024684-0.0014421i,-0.0023589-0.0015777i,-0.0013272-0.001273i,-0.00032111-0.0017507i,5.3976e-06-0.0014916i,-0.00047178-0.00099565i,-0.00050257-0.00027717i,-0.00021402+0.00067601i,5.6926e-05+0.00072344i,0.00019078+0.00048907i,-0.00016631+0.00066737i,-0.00065983+0.00035305i,-0.0010099-7.8933e-05i,-0.00097989+0.00023722i,-0.00053874+0.00066344i,-0.00052553+0.00084073i,-0.00086903+0.00029628i,-0.00074089-6.4509e-05i,-1.0853e-05-0.00049544i
0.0011409+0.00097994i,-0.00042615-0.0006897i,-0.00063525-0.00096154i,-0.0015528-0.0017226i,-0.0021485-0.0020726i,-0.0016674-0.0010524i,-0.0010857+0.00016391i,-0.00088211+0.00023785i,-0.00074666-0.00054563i,-0.00032598-0.00098635i,-0.00066577-0.00050933i,-0.00055558-0.00051667i,-0.00034759-0.00048654i,-0.00019099+0.0003939i,-0.00015387+0.00010705i,-0.00026875-0.00011511i,-0.000283+0.0010128i,-4.8968e-05+0.00099371i,0.00051843+0.0001821i,0.00085273+0.000269i,0.000163+0.00059629i,6.0574e-05+0.00046894i,0.00034397-0.00010499i
0.00016603-0.00068247i,5.4996e-05-0.00099409i,-0.00063726-0.0010452i,-0.0021568-0.00037585i,-0.0025655-0.00020988i,-0.0015386-0.0010078i,-0.0010946-0.0018851i,-0.00085868-0.0019669i,-0.00088404-0.0011324i,-0.0010154-0.00054769i,5.9525e-05-0.00041023i,0.00032628+0.00098532i,4.4701e-05+0.0011674i,-0.00041862+0.00042135i,-0.0010218-0.00042128i,-0.0012048-0.00052657i,-0.0014202-0.00012874i,-0.00071693-0.00025815i,0.00026967+0.00028658i,0.00057615+0.0016429i,0.00013392+0.0015192i,0.00028147-0.00022657i,0.00030662-0.00045413i
-0.0015666+0.0018261i,-0.0011031+0.00072597i,0.00032869-4.5827e-05i,0.00076719-0.00088581i,-0.00021282-0.0008367i,-0.0014026-0.00068897i,-0.0016582+2.5422e-05i,-0.0010042+0.00010543i,-0.0011071+0.00015609i,-0.0011091+0.00040687i,-0.00064404+0.00012156i,-0.00012466-0.0001902i,-0.00024116-0.0002109i,-0.000428+0.00072277i,-0.0003715+0.00069827i,-0.00075907+0.00017927i,-0.0012138+2.7928e-05i,-0.0012436-0.0001083i,-0.0010239+1.43e-05i,-0.001126+0.00037821i,-0.0011105+0.00095369i,-0.00044362+0.00083347i,0.00035913+0.0001079i
5.0894e-05-0.00078426i,-0.00056463-0.00098489i,-0.0020801-0.0010528i,-0.0031157-0.00097357i,-0.0024996-0.00082584i,-0.0016384-0.00087825i,-0.0014551-0.0010644i,-0.00057592-0.00074075i,-0.00020011-0.00038595i,-0.0004234-0.00018312i,-0.00070287-0.00040327i,-0.00043696-0.00088419i,-0.00027769-0.00047564i,-0.00038607-0.00066161i,-0.00034063-0.0010996i,-0.00087388-0.0012544i,-0.0005386-0.0011956i,-0.00017333-0.00015939i,-0.00098117+0.00024432i,-0.0014737+6.891e-05i,-0.00083126+0.00010184i,-0.00031875-0.00030905i,0.00015077-0.00019557i
0.00021533-0.00012588i,0.00071154+0.00062996i,-0.0001047-6.803e-05i,-0.0014627-0.0010165i,-0.0020498-0.0011507i,-0.0018657-0.00063768i,-0.00071933-0.00061836i,-7.7271e-05-0.0013362i,-0.00010833-0.0016662i,-0.0011349-0.00099494i,-0.00129-0.00055006i,-0.00097844-0.0009816i,-0.00095072-0.00091049i,-0.00032811-0.00079892i,-0.00018949-0.0012845i,-0.00010239-0.00091312i,-0.00027873-0.00014988i,-0.00061931+0.00067806i,-0.00046422+0.00035791i,-0.00025793-0.00047151i,-0.00022496-0.00024192i,0.00018196-0.0003844i,0.0004254-0.00090413i
-0.00047926-0.00041206i,-0.00073112-0.00090151i,-0.0022451-0.001642i,-0.0032046-0.0014062i,-0.003176-0.0013002i,-0.0030339-0.00079475i,-0.0018133-0.00018565i,-0.00054129-0.00057218i,0.00012659-0.00062789i,0.00052652-0.00034104i,9.0552e-05+0.00024358i,-0.00056026+0.00048956i,-0.0012489+0.00044091i,-0.0018093+0.0007687i,-0.0011657+0.00071969i,-0.00048894+0.00030009i,-0.00055409+0.00093543i,-0.00024164+0.0013877i,-0.00037859+0.00051839i,-0.00083388+0.00024475i,-0.00053436+0.00087183i,6.5374e-07+0.00083889i,0.00063174+0.00066698i
0.0014963-0.0007255i,0.0011365-0.00078408i,7.7945e-05-0.00087031i,-0.0009365-0.0010948i,-0.0016084-0.001845i,-0.0014241-0.0019369i,-0.00062749-0.00098505i,-0.00078279-0.00037086i,-0.0015636-0.00059243i,-0.0020926-0.00081706i,-0.0014003-0.00066653i,0.00025332-0.00025908i,0.00095543+0.0010757i,0.00041842+0.00090494i,-0.00026148-3.7219e-05i,-0.00063693+0.00035093i,-0.0011061+0.0007429i,-0.00056428+0.00029015i,0.00017085+0.00034011i,-0.00058552+0.00031016i,-0.00062911+0.00040258i,-0.00033334+0.00031214i,-0.00057236-0.0002313i
0.00088511+0.0002003i,0.00050326-0.0010975i,9.124e-05-0.0021412i,-0.0010999-0.0027741i,-0.0023525-0.0023637i,-0.0024734-0.00096051i,-0.0014564-0.00059704i,0.00010983-0.00014631i,0.00068735+0.00018319i,-0.00024175-0.00030656i,-0.00096785-0.00069843i,-0.00064057-0.0008346i,-3.4841e-05-1.8229e-05i,-0.00021983+0.0003244i,-0.00020503+6.8927e-05i,0.00019485+0.00025021i,0.00062691+0.00033087i,0.00045141+0.00025216i,0.00010164-4.242e-05i,-0.00031644+0.00053843i,-0.00051529+0.00084741i,8.7327e-05+0.000673i,5.1771e-05+0.00012274i
0.00053562+0.00017939i,1.7514e-05+0.00056419i,0.00059119+1.7714e-05i,0.00034367-0.00055248i,-0.0013994-0.00089085i,-0.0024958-0.00077267i,-0.0018345-0.00064836i,-0.00082388-0.0010588i,-0.00042674-0.00099138i,-0.00053203-0.0004656i,-0.0005441-0.0001431i,2.2075e-05+0.00011684i,-0.00036236+6.8264e-05i,-0.00067288-0.00014896i,-0.00066397+0.00010544i,-0.00083656+0.00028847i,-0.00089782-0.00037491i,-0.0010998+0.00018843i,-0.00051777+0.0013946i,0.00028204+0.00095542i,0.00039514+0.00029847i,-0.00036777-0.00013959i,-0.00095998-0.00044544i
-0.0011511-0.0017089i,-0.001837-0.0015312i,-0.0028174-0.0013151i,-0.0027072-0.00090493i,-0.0022342-0.00041432i,-0.0014392-0.0010191i,-0.0014181-0.0020516i,-0.0010238-0.0025864i,-0.00057153-0.0022941i,-0.00061105-0.0014834i,-0.00076778-0.00092713i,-0.0010611-0.00021446i,-1.4077e-05+2.1198e-05i,0.00059223+3.7431e-05i,-5.1394e-05+0.00076363i,-0.00037581+0.00098318i,-0.00034524+4.9179e-05i,-0.00035621-0.00061434i,-0.00041677-0.00029149i,-0.00083577+0.00043206i,-0.0004025+0.00060574i,9.2365e-05+0.00010989i,4.1029e-05+0.00015042i
0.0008856-0.00051409i,0.00060711-0.00083641i,0.00011304-0.001248i,-0.001352-0.00084162i,-0.0020423-0.00077225i,-0.0017344-0.0010423i,-0.00059515-0.0013004i,0.00024459-0.001781i,0.00021326-0.0013855i,0.00026605-0.00073057i,-0.00025053-0.00065843i,-0.00089109-0.00080984i,-0.0014806-3.5431e-05i,-0.00036299+0.00095771i,0.00079348+0.00071383i,0.000544-3.0481e-05i,-8.899e-05-0.00046035i,-0.00042622-0.00045015i,-0.00010764+0.0001278i,0.00010513+0.00020813i,-0.00025312-0.00023783i,-0.00037215-0.00052912i,-0.00040566-0.00059795i
-0.00016531+0.00026421i,-0.00082857-0.00052341i,-0.0014303-0.00023128i,-0.0015874+0.0004732i,-0.0017931-0.00058126i,-0.0018567-0.00095955i,-0.0018789-0.00081157i,-0.0016972-0.0010257i,-0.00091912-0.00052097i,-0.0009148-0.00060451i,-0.0014223-0.00040406i,-0.00037416-0.00037522i,0.00037254-0.00095875i,-0.00032957-0.00050767i,-0.00080875+0.00021268i,-0.00062154+0.00088333i,-0.00029009+0.00059254i,-0.00064724+0.00020878i,-0.001274-0.00025375i,-0.0011855-0.00074607i,-0.00023077-0.00031591i,0.00034894+0.00026036i,0.00010701+3.9897e-05i
-9.4429e-05-0.00031924i,9.7393e-05-0.001063i,-0.00033788-0.00077961i,-0.001357-0.00054458i,-0.0020114-0.00085665i,-0.0018483-0.00077029i,-0.0016177-0.00044213i,-0.0012413-0.00072899i,0.00018299-0.0010986i,0.00046226-0.00044497i,-0.00030259-0.00016237i,-0.00020709-0.00039261i,-0.00012171-0.00047951i,-0.00079097-0.00027492i,-0.00099517-0.00085101i,-0.00043528-0.00090734i,-0.00025231+0.00010383i,0.00033898+0.00077815i,0.00045806+0.000576i,-0.00059705+0.00033269i,-0.0011103-1.9625e-05i,-0.0012405-0.0003394i,-0.00093199-0.00057208i
0.00087716-0.00057878i,0.00065305+0.00025556i,-4.6045e-05-0.00015432i,-0.0016579-0.0012988i,-0.0021227-0.0016652i,-0.0013267-0.0012546i,-0.00056028-0.00078377i,-0.00066768-0.0011532i,-0.0013282-0.0020684i,-0.0012519-0.002405i,-0.00070643-0.00097932i,-0.00078948+0.00031104i,-0.00086083+0.00013593i,-0.00019224+0.00024327i,-0.00040829+4.7525e-05i,-0.00023911-4.7695e-05i,-7.408e-05+0.00066724i,-0.0005047+0.00057438i,-0.00014205+0.00048621i,0.00040784+0.00073346i,0.00060232+0.0002662i,0.00016679-8.3816e-05i,-0.00020923+5.1781e-05i
0.00099423-0.00090975i,-0.00070799-0.0015067i,-0.0017639-0.0016029i,-0.0034024-0.00141i,-0.0044242-0.001154i,-0.0032761-0.00064087i,-0.0016204-6.1366e-06i,-0.00072376-7.8981e-05i,-0.00024233-0.0013934i,-0.00053851-0.0017088i,-0.00066929-0.00083583i,-0.00079193-0.00046357i,-0.001394-6.5963e-05i,-0.0010694+0.0004528i,-0.0010623-0.00045217i,-0.0011394-0.00064973i,-0.00094085-3.0968e-05i,-0.00094421+0.00038956i,-0.0012146+0.00093655i,-0.0011985+0.00094159i,-0.00066547+0.00044818i,0.00025296-7.0771e-05i,0.00056525-0.00053979i
-0.0013-0.0016519i,-0.0006751-0.0012717i,-0.00027999-0.00034238i,-0.00043568-8.2312e-05i,-0.00068867-0.00046174i,-0.00067075-0.00059808i,-0.00086377-0.00035634i,-0.0012375-0.0010118i,-0.0010214-0.0016218i,-0.00041086-0.00046033i,-0.00067356+0.0001761i,-0.00068942-0.00024591i,-0.00037852-0.00022794i,-0.0001791+0.00021642i,-0.00041157+0.00036605i,-0.00068995-0.0002667i,-0.00020084-0.00053708i,0.00049393-0.00010467i,0.00089581+0.0005315i,0.00052322+0.00010945i,-0.00038766-5.8597e-05i,-0.00063669+0.00061581i,-0.00051996+0.00021705i
0.00062419-0.00049013i,0.00035172-0.0016843i,0.0003449-0.0016217i,-0.00048466-0.0013477i,-0.0014805-0.0017952i,-0.0024148-0.0015202i,-0.0016168-0.00034582i,-5.3705e-05+0.00017109i,0.0001328-0.00012433i,-0.00024705-0.00016792i,7.4014e-05-0.00048604i,0.00068383-0.00076957i,0.00020583-0.00038993i,-0.00086932+0.00025229i,-0.0013899+0.00077596i,-0.0016978+0.00076552i,-0.0014972+0.0009685i,-0.00091727+0.00076576i,-0.0001801-0.00068394i,0.00033767-0.00099488i,-4.9952e-05-0.00017824i,-0.00048288-0.00042119i,-0.00055727-0.00058976i
0.0015456-0.001193i,0.001311-0.00057774i,5.9638e-05-0.00033032i,-0.00097012-0.00056831i,-0.0016194-0.00098966i,-0.001535-0.0013583i,-0.0010652-0.0015921i,-0.00095453-0.0013289i,-0.0011159-0.00045541i,-0.00091427-0.00011666i,-0.00022301-0.00015417i,9.4343e-05-0.00023322i,-0.00052406-0.00017096i,-0.0007148+0.00015447i,-0.00022976+0.00020548i,-3.6282e-05-7.0946e-05i,-0.00035141-0.00051459i,-0.00073595-0.00032892i,-0.00064183+0.00031691i,-0.00047617+0.00011555i,-0.00068464-0.00029719i,-0.0007117-0.00029663i,-0.00043835-5.2467e-06i
-0.00086852-0.0006723i,-0.0014247-0.00068648i,-0.0014645-0.0013254i,-0.0016091-0.0014548i,-0.0019609-0.00087877i,-0.0011265-0.0017488i,-0.0003918-0.001778i,-0.0010011-0.0010446i,-0.0011232-0.00090681i,-0.0004739-0.00086773i,1.0701e-05-6.105e-05i,-5.76e-05+0.00056287i,-0.00014491+0.00051497i,-0.00075217+0.00026527i,-0.00099955-0.00042218i,-0.0003927-0.00032668i,-0.00012204+0.00056725i,-0.00042625+0.00045812i,-0.00086056-0.00022376i,-0.00046117-0.00030818i,0.00037182+5.8749e-05i,0.00051711+7.3982e-05i,0.00035562-0.00030222i
0.000489-0.00097773i,0.00075367-0.0022034i,-0.00080668-0.0020469i,-0.0024108-0.0019511i,-0.0027636-0.00094741i,-0.0019078-0.00019989i,-0.00087219-0.00033348i,-0.00028938-0.0012214i,-0.00016009-0.0020142i,-0.00029895-0.0016389i,-8.0057e-05-0.00085312i,-0.0005282-0.00081585i,-0.00089704-0.00060694i,-0.00071286+0.00049277i,-0.0004596+0.00036507i,-0.00060235-0.00053991i,-0.00089465-0.00074713i,-0.00067632-0.00035945i,-0.00021527+0.00015369i,-0.00018843+0.00015227i,-0.0001487-0.0001887i,-0.00013437-0.00066198i,-3.2019e-05-0.001068i
0.0019917-0.0011483i,0.00032759-7.0149e-05i,-0.00089447-3.2964e-05i,-0.0023496-0.00046887i,-0.003038-0.00053607i,-0.0023789-0.00094695i,-0.0013788-0.00065369i,-0.00040487-0.00048463i,-8.205e-07-0.0013309i,-0.00017576-0.0011736i,0.00022957-0.00076471i,-0.00015649-4.934e-05i,-0.00056008+0.00093511i,-0.00047413+0.001613i,-0.00051537+0.00080762i,-0.00083318-0.00064003i,-0.0010259-0.00035912i,-0.0010989+6.1431e-06i,-0.00088428-0.00066082i,-0.00058398-0.00035225i,-0.00037333-0.00015788i,-0.00019233-0.00077162i,-0.00027787-0.00064769i
0.00019033-0.0014675i,-0.00036502-0.002132i,-0.0018899-0.0023273i,-0.0033524-0.0027985i,-0.0037627-0.0023298i,-0.0028842-0.001167i,-0.0015778-0.00068076i,-0.0012683-0.0010748i,-0.0013004-0.0014103i,-0.00047837-0.0011789i,4.7985e-05-0.00078533i,-0.00052473+0.00010078i,-0.00093685+0.00067651i,-0.00093481+0.0001193i,-0.0012484+9.1755e-05i,-0.0011219+7.9944e-05i,-0.0012278-0.00035727i,-0.0018348-9.5005e-05i,-0.0017276+0.00080549i,-0.00089112+0.00032504i,-0.00046716-0.00073227i,-0.00078734+0.00042147i,-0.0013326+0.00053279i
0.00083393+0.00036073i,0.00031002+0.00023334i,-0.00026393-0.00059232i,-0.0011977-0.00070695i,-0.0015298-0.00048796i,-0.00086423-0.0010782i,-0.00016983-0.0010947i,-1.6356e-05-0.001357i,-0.00028283-0.0013875i,-0.00084447-0.0011468i,-0.00078915-0.00084445i,-0.00011297+0.00013774i,-7.7501e-06+0.0010508i,-9.3355e-05+0.00094586i,-0.00010359+0.00018179i,0.00021825-0.00013622i,-0.00014003-0.00041552i,-0.00068726-0.00074872i,-0.00074679-0.00086408i,-0.00045228-0.00052511i,4.6224e-05-0.00015119i,0.00019176-0.00032303i,-3.1498e-05-2.3243e-05i
-0.00022739-0.0014479i,-0.0011822-0.00071466i,-0.0030204-0.00074441i,-0.0034653-0.00010971i,-0.0022105+0.0007037i,-0.0016835-0.00043136i,-0.0020837-0.0016767i,-0.00097399-0.0021273i,-0.00046193-0.0019282i,-0.0011247-0.00082753i,-0.00071558-5.8702e-05i,1.1963e-05-3.1481e-05i,-0.00019329-0.00049894i,0.00012049-0.0003035i,0.00065698-4.2905e-05i,0.00024496+0.00015258i,-0.00061596+0.00043893i,-0.00036238+6.9221e-05i,0.00048638-0.00038704i,0.00051119+0.00054733i,0.00013167+0.0010958i,-0.00019842+0.00010992i,-0.00060445-0.00068502i
0.0014741+0.0011714i,0.0018764+0.0010972i,0.0012784+0.00056892i,0.00028657-0.0016123i,-0.00028446-0.0024162i,-0.00096868-0.001696i,-0.00055052-0.00066156i,-9.7407e-05-0.00014557i,-0.00046116-0.00063509i,-0.00065884-0.0012124i,-0.00043821-0.0014043i,-1.5e-05-0.0011633i,0.00043345-0.0004889i,0.00039308+2.4754e-05i,-0.00026422+0.00025182i,-0.0010506+5.4596e-05i,-0.0010841+0.00027039i,-0.00071257+0.0002815i,-0.00018417-0.00040333i,7.5368e-05-0.00028065i,0.00029018+0.0001487i,-1.4538e-05-0.00028712i,-0.00067999+7.0317e-06i
0.00080678+0.00014945i,-0.0011692-0.00093932i,-0.0012425-0.0015569i,-0.0011212-0.001891i,-0.0015127-0.0020829i,-0.0016367-0.0015557i,-0.0014317-0.0013238i,-0.00077059-0.0011639i,-0.00060743-0.00077269i,-0.0008442-0.00077617i,-0.0011563-0.000602i,-0.0014152+0.0002839i,-0.001176-8.369e-05i,-0.000516-0.00055526i,-0.00040185-0.00043342i,-0.00038859-0.00070485i,-0.00040218+0.00033362i,-0.00072536+0.001173i,-0.0010088+0.00033844i,-0.00060417-0.00019399i,-6.3525e-05+0.00020876i,-0.0003938+9.6761e-05i,9.1548e-07-1.6205e-05i
0.00080639-0.0012829i,0.00086072-0.00084322i,4.1908e-05-0.00091294i,-0.0006546-0.0010695i,-0.0017134-0.00093274i,-0.0017093-0.00081189i,-0.0010764-0.0012875i,-0.00080499-0.0022793i,-0.00059658-0.002393i,-0.00094514-0.0019065i,-0.00087094-0.0015039i,-0.00061348-0.0010842i,-0.00047684-0.00042633i,-0.00023303-0.0002275i,-0.00016196-0.00052839i,-0.00055387-0.00032861i,-0.0004494+2.2484e-05i,-0.00048804-7.8093e-06i,-0.00081257-0.00025954i,-0.00075246-4.2219e-05i,-0.00030322+0.00029542i,0.00040552+1.9927e-05i,0.00043391-0.00040085i
0.00029685-0.0030289i,-0.00060514-0.0028388i,-0.0016285-0.0025368i,-0.0029269-0.0020783i,-0.0032726-0.0010218i,-0.0018023-0.0010293i,1.2195e-05-0.0018789i,0.00036915-0.0023158i,-0.00023625-0.0023167i,-0.00060267-0.0012773i,4.692e-05+0.00025213i,0.00053693+0.00058068i,0.00075366+0.00050966i,0.00059731+0.00068923i,0.00023523+0.00045355i,0.00014718+0.00014329i,0.00026853-6.413e-06i,0.00010444-0.00033913i,-0.00043842+2.1674e-05i,-0.00022304+0.0005053i,0.00021092+0.00029365i,0.00010138+0.00041447i,0.00010919+0.00023438i
-0.00036857+0.00097971i,-0.0008598+0.00033843i,-0.0016815-0.00054274i,-0.002569-0.00094848i,-0.0032625-0.00084573i,-0.0031029-0.00078091i,-0.0015606-0.0013695i,-0.00016362-0.0014506i,-6.5758e-05-0.0010902i,-0.00087956-0.00080786i,-0.0011646-5.0403e-05i,-0.00073148+0.00047406i,-0.00025019+0.00011762i,0.00029591-9.3225e-05i,0.00051673-7.0673e-05i,-0.00043921-0.00038673i,-0.00086994+0.00036835i,-0.00050224+0.00049394i,-0.0002163+0.00025781i,-0.0001128+0.00082149i,-0.00023267+0.00023497i,0.00092137-0.00041976i,0.00087042+0.0002431i
-0.00043087-0.00091725i,0.00062885-0.0013762i,0.00045338-0.0016475i,-0.00097246-0.0016918i,-0.0010152-0.0015393i,-0.00046138-0.0014079i,-0.00092584-0.0014086i,-0.00039702-0.0021656i,1.1101e-05-0.0015394i,-0.00025417-0.00037564i,0.00018816+0.00022574i,-0.00030573+0.00048797i,-0.00095531+0.00058506i,-0.00082387+0.00036581i,-0.00083079-0.00019753i,-0.00055476-0.00034503i,-0.00046022+0.00012962i,-0.00026607+0.0008783i,0.0001806+0.00082268i,4.0891e-05+0.00031942i,-0.00057531+0.00030376i,-0.00097521-0.00022i,-0.00052738-0.00054135i
