0.0029645-0.000461i,0.0024126-0.0010491i,0.0018566-0.0019332i,-0.00069263-0.0025012i,-0.003405-0.0016112i,-0.0041071+0.00046472i,-0.0031377+0.0015858i,-0.001589+0.0016152i,0.00012021+0.00048586i,0.00059144-0.00039108i,0.00028438-0.00061213i,-0.00013801-0.00060911i,-8.9611e-05+4.2296e-06i,-0.00042561+0.0010135i,-0.0013171+0.00097069i,-0.0014225+0.00027223i,-0.0015561+0.00026655i,-0.0010352+0.00058357i,6.1354e-05+3.0358e-05i,0.00039273+6.7074e-05i,0.00041698+0.00040093i,-6.4599e-05+0.00034322i,-0.00037407+0.00053352i
-0.0016241-0.00077142i,-0.0021996-0.00042307i,-0.0017954-0.00028217i,-0.0012951-0.00036099i,-0.00056497-0.00034773i,-0.00054793+7.5457e-05i,-0.0013325+0.000665i,-0.0010895+0.00018385i,-0.00020995-0.00028057i,0.0002138-0.0002487i,-5.0846e-06-0.00040016i,-0.00085427-0.00087947i,-0.00015004-0.00063188i,0.00092916-0.00018109i,0.00082428-8.5447e-06i,0.00029541-0.00014157i,-0.00029115-0.00051304i,0.00027249-0.0010431i,0.00075545-0.00021584i,-3.2542e-05+0.00080718i,-0.00058064+0.00033509i,3.0894e-05-0.00025907i,0.0011619+0.00019734i
-0.0015548-0.00059578i,-0.0011596+0.0010273i,-0.00088078+0.0013282i,-0.00093352+0.0013626i,-0.00065285+0.0015774i,-3.927e-05+0.0011685i,-0.00047127+0.00067272i,-0.00044108+0.00028739i,0.00029469-2.25e-05i,0.00063027+0.00066717i,0.00038224+0.0010778i,4.7516e-05+0.00013687i,0.00012592-0.00057369i,0.00056061-0.00045478i,0.00055046-0.0001077i,2.0135e-05-0.00012342i,-0.0011092-0.00022613i,-0.001535-0.00034631i,-0.0010723-0.00025236i,-0.0007797+9.9928e-05i,-0.00088131+2.7001e-05i,-0.0010784+0.00045978i,-0.00027159+0.00031156i
-0.00017929+0.00023413i,0.00012235+0.00077953i,0.00010694+0.00056264i,0.00057345-0.00049013i,0.00047521-3.4653e-05i,-0.00045184+0.00084295i,-0.00075614+0.00047094i,0.00010814-0.00022852i,0.0009659+0.00032958i,0.00080815+0.0007173i,0.00028095-0.00069035i,0.00042918-0.00086016i,0.00060959-0.00017796i,-0.00043095-0.0005821i,-0.00065306-0.00053488i,4.7129e-05-0.00036583i,5.6392e-05-0.00017281i,8.1214e-06-1.259e-05i,0.00051705-0.00011922i,0.00044842-0.00034707i,0.00023288-0.00037571i,0.00013139-0.0002227i,-0.0002093+0.00034366i
0.00098944+0.00036863i,-0.0003021+0.00015758i,-0.0015527+0.00031071i,-0.0012747+0.00076342i,-0.00051187+0.00076877i,-0.0007102+0.00026684i,-0.0011039+0.00060499i,-0.00061825+0.0011719i,0.00014692+0.00068613i,0.00048424-9.7545e-05i,0.00069061-0.00091228i,0.00049353-0.00074031i,-0.00058097-0.0002767i,-0.00090458-0.00013202i,-0.00090204+0.00036884i,-0.00056609+0.00035578i,-0.00045908-0.00076836i,-0.00026838-0.0015114i,-0.00026156-0.00090531i,-0.00098096-0.00024145i,-0.00057478-0.00036943i,0.00021956-0.00048873i,0.00012886+0.0004902i
0.0023754-0.00023077i,0.00292+0.00021988i,0.0028752+0.00034448i,0.0013485-0.00081643i,-0.0011905-0.00081078i,-0.0021453-0.00041501i,-0.0019089-0.00020533i,-0.00096873+0.00056526i,-0.00043437+0.00074338i,-0.00037366+0.00048103i,-0.0002632+0.00077207i,7.3176e-05+0.00076585i,0.00016142+0.00095747i,-6.2552e-05+0.0005135i,-0.00042977+0.00020946i,-0.00025727+0.00090946i,0.00049256+0.00068148i,0.0009516-0.00013013i,0.00073027-0.00033986i,0.00044344-0.00038027i,0.00034527-0.00064345i,0.00044087-0.00077683i,0.00040552-0.00014739i
-0.0013246+0.0020879i,8.0471e-05+0.0013215i,0.0010208+0.00041692i,0.00073564+0.00011329i,0.00057284-7.3609e-05i,0.00064348+6.8349e-05i,0.0002139+0.00053811i,-0.00047564+0.00073206i,-0.0005746+3.381e-06i,-0.00035864-0.0009644i,3.9477e-05-0.0012371i,0.0008732-0.0010102i,0.0005415-0.0008816i,-0.00088601-0.00065305i,-0.0012879-0.00030686i,-0.00026977-0.00031102i,0.00013259-9.3142e-06i,0.0004967+0.00048372i,0.00047608+0.0010296i,-0.00016998+0.00089265i,-0.00024995+0.00011956i,-0.00052382+0.00025811i,-0.00042896+0.00016475i
-0.00091671+0.00054i,0.00023662+0.00015498i,0.0010191-7.7697e-05i,0.00084421-0.00035564i,0.00060265-0.00057244i,0.0012342-0.00056651i,0.0012209-0.00035467i,7.1476e-05-0.00012199i,-0.0010193+0.00026765i,-0.00071929+0.00023269i,0.00053796-7.3234e-05i,0.00074882-0.00018501i,0.00013637+0.00048006i,7.1778e-06+0.00010012i,-0.0001094-0.00042564i,-0.00011213-0.00010241i,0.00029273-0.00052692i,0.00062375-0.00089737i,0.00043024-0.00045835i,-0.00050061-0.00016681i,-0.00086615-0.00024571i,-0.00074698-0.00031381i,-0.00037646-0.00019794i
3.7836e-06+0.0016694i,6.8974e-05+0.0015421i,-0.00032259+0.0015138i,-0.00088512+0.001754i,-0.00026947+0.0010041i,-0.0001958+0.00074802i,-0.001571+0.00066271i,-0.0014733+0.00051606i,-0.00025426+0.00062504i,4.1442e-05+0.00047172i,0.00015269-0.00034643i,0.0011667-0.00019641i,0.0016994+0.00022778i,0.00055535-0.00029489i,0.00015494-0.000742i,-0.00012787-0.00083748i,-0.00044801-0.0004555i,-5.688e-06+0.00010022i,0.00064062+7.1353e-05i,0.00037656+1.0075e-05i,-0.00025678-7.3811e-05i,-0.00033909-0.00025984i,0.00038417-0.00057366i
-0.00078748-0.0011703i,-0.00072828-0.0013629i,-0.00081972-0.00098603i,-0.00092764-0.00014456i,-0.00051818+0.0010194i,-0.00080642+0.0010904i,-0.0014837+0.0003844i,-0.0009626+0.00049757i,-6.0481e-05+0.00010864i,9.5489e-05+0.00017187i,0.00061313+0.00046977i,0.00058733-7.5489e-05i,0.00037929-0.00037597i,0.00038382-0.00071632i,-0.00012812-0.00052082i,-7.671e-05-0.00013359i,9.7333e-05+0.00033647i,0.00050409+0.00017542i,0.00054115-0.00024824i,0.00019213-0.00020089i,0.00018661-0.00050914i,-0.00067122-0.00031749i,-0.00022499+0.0001917i
0.00016619+0.0011196i,-0.00027517+0.0012839i,-0.00064661+0.0014732i,-0.00027739+0.00083383i,-0.00035563+0.00011616i,-0.0010151-0.000344i,-0.0008996+0.00027071i,-0.00030066+0.00011658i,-0.00013953-0.00021567i,0.00039091+3.4536e-05i,0.00082751+0.00049769i,0.00063587+0.0001774i,-0.00016854-0.00017211i,-0.00085579-8.2323e-05i,-0.00077166-0.00013371i,-0.00042766+0.00032765i,-0.00026876+0.00077433i,-0.0013921+0.00056575i,-0.0024216+0.00089037i,-0.0013696+0.00093736i,-0.0002835-6.7976e-05i,-0.00031126-0.00017839i,-3.1951e-05+0.00036704i
0.0010847+0.0019092i,0.001018+0.00087426i,0.0021345+7.0575e-05i,0.0020904-9.8083e-05i,0.0004085-0.0003758i,0.00053773-0.0003883i,6.4902e-05+0.00010207i,-0.00062471+0.00027115i,0.00037817+0.00033089i,0.00055954-0.00026195i,8.3642e-05-0.00044589i,-0.00018666-0.00073108i,-0.00023707-0.0012213i,-1.2987e-05-0.00040398i,-0.00028002+0.00034973i,-0.00041068-0.0003064i,-2.0299e-06-0.00074975i,-9.8002e-05-0.00046265i,-0.0002374-0.00024689i,0.00021385-0.00018537i,0.00051496-0.00037363i,-0.00014413-0.00048167i,-0.00018695-0.00055377i
-0.0015069+0.00038259i,-0.0012395+0.00016176i,-0.00085409-2.8444e-05i,-0.00027646+0.00025411i,1.8549e-05+0.00073083i,-0.0011394+0.00068336i,-0.00095422+8.5489e-05i,3.5969e-05-0.00015066i,5.4836e-05+0.00010694i,0.00044402+4.2802e-05i,0.00066123+8.8435e-07i,0.00040444+0.00043215i,0.00043102+0.00022074i,0.00047941-0.00034827i,0.0004741+0.00051108i,-4.035e-05+0.00062849i,-0.00028734+0.00028912i,5.2954e-05+0.0011589i,0.00024041+0.0014156i,5.0757e-05+0.00065863i,-0.00087946-0.00011927i,-0.00072853-0.0012018i,0.00043466-0.0015324i
0.00019684+0.0016689i,0.00075032+0.0017903i,0.00039198+0.0021153i,-6.5656e-05+0.0018658i,-0.00047484+0.001176i,-0.00042301+0.0012168i,-0.00066528+0.00060507i,-0.0011873-6.416e-05i,-0.00057763-0.00048671i,0.00051343-0.00084411i,0.00071337-0.00020528i,0.00060862+8.0204e-05i,-0.00011235+0.00013628i,-0.0013079+0.00031953i,-0.0015859-0.00018262i,-0.00095108-0.00032213i,-0.00026093-0.00039642i,0.00011786-0.00040485i,9.9603e-05-0.00014927i,-0.00018011+0.00047883i,-0.00024804+0.001049i,-0.00017644+0.00086792i,-0.0002645+0.00049383i
-0.00069902+0.00096365i,-0.00032635+0.00029868i,-0.00010025-0.00029665i,-0.00011865+0.00019331i,0.00019517+0.00016938i,0.0002937-0.00011633i,8.3389e-05+0.00057004i,-0.00020943+0.0007865i,-0.00043585+0.00043459i,-7.2374e-05+0.00014626i,0.00065937+0.00041963i,0.00055674+0.00056744i,-0.00014616-0.00027299i,-0.00018912-0.00068542i,0.00046769-6.0735e-06i,0.00056191+0.00045608i,4.5703e-06+0.00034821i,-0.00016035+0.00044906i,-0.00044526+0.00023351i,-0.00057452-0.0003606i,-0.00052312-0.0004725i,-0.00071025-6.6074e-05i,-0.00056316-2.0848e-05i
0.00060075+0.001053i,0.00137+0.0016464i,0.0014389+0.0006733i,0.0011074-0.00092977i,0.00060053-0.0014264i,-2.7838e-05-0.0014539i,0.00035807-0.0010517i,0.00090379+0.00023358i,0.00097136+0.00068809i,0.00023016+0.00056161i,-0.0006448-0.00013691i,-0.00060824-0.0004256i,-0.00082621-0.00011734i,-0.00091798-0.00038363i,-0.00061763-0.00080901i,-0.00021804-0.00064241i,-6.7788e-05-0.00033778i,-7.0531e-06-0.0003584i,-0.00041904-0.00025053i,-0.00074541-0.00020025i,-0.0011688-0.00076379i,-0.00066839-0.00091812i,0.00025778-0.00010785i
-0.0011143+0.00015635i,-0.0016625+0.0018729i,-0.00137+0.0015097i,-0.0011491+0.00099413i,-0.001291+0.0015096i,-0.00081054+0.0017889i,-0.00051356+0.0015236i,-0.00039101+0.0010526i,-0.00020613+0.00075435i,-0.00028115+0.0012585i,-0.00032484+0.00097869i,0.00027371-0.00055031i,0.0014263-0.00065765i,0.0013829-0.00015956i,0.00060067+1.1039e-05i,-2.3691e-05+0.00018379i,0.00020185-0.00025643i,0.0002808-0.001053i,-0.00019979-0.0010711i,-4.2949e-05-0.00068578i,-4.9343e-05-0.00017028i,-5.7352e-05+0.00016565i,-9.2829e-05+0.00025244i
0.00029383-0.00068494i,-0.0008887-0.00067313i,-0.002436-0.00021801i,-0.0028989+0.00098354i,-0.00112+0.00087362i,0.00037812+0.00031145i,5.6137e-05+0.0011431i,-0.00033394+0.0012058i,-0.00067728+0.00083074i,-0.00076841-0.00071527i,-0.00041586-0.0015241i,-0.00016152-0.0010317i,-0.00040628-0.00029815i,-0.00039068+0.0011906i,-0.00073578+0.0012399i,-0.00095929-7.6576e-05i,0.00021396+5.0797e-05i,0.00071339+0.00056594i,0.00050654+0.0001604i,0.000781-0.00031319i,5.4814e-05-0.00051459i,-0.00076969-0.0006066i,-0.00059182-0.00017696i
0.0030484+0.00077914i,0.0043115+7.5636e-06i,0.0039277-0.00064458i,0.0010809-0.00034495i,-0.00096589-0.00015334i,-0.0013822-0.00062368i,-0.0015105-0.00057628i,-0.0017479-0.00028587i,-0.0011925+0.00023259i,-9.8151e-05+0.00014063i,-4.0306e-05-0.0003105i,-0.00093597+0.00033108i,-0.0010172+0.00055718i,-0.00082442+0.00030351i,-0.00071074+0.00018748i,-0.00031232-0.00045643i,0.00030667-0.00057609i,0.00077294-0.00021997i,0.00038444-0.00018076i,0.00019943-4.8131e-05i,0.0001218+6.1045e-05i,4.2309e-05-0.00026091i,-0.00023328-0.00055478i
0.00029855+0.00049189i,0.00068032+0.00061208i,0.00063428-9.3446e-05i,0.0002023-0.0010533i,-0.00088924-0.00085065i,-0.0015236-0.00037706i,-0.001776-2.1634e-05i,-0.0011761+9.6346e-05i,-0.00050804+2.0665e-05i,-0.00041501+0.00071292i,-0.00044613+0.0015613i,-0.00031963+0.0007997i,1.7152e-05+0.00021201i,0.00028147-3.3143e-06i,0.00037989+0.00016665i,0.00034582+0.00052056i,-0.00050365+0.00023618i,-0.00051273-0.00023193i,0.00030193+0.00025736i,0.00042376+0.00086277i,-0.00038731+0.0011891i,-0.00047681+0.00095049i,-0.00018099+0.00044843i
0.0011312-8.4502e-05i,0.00044687+9.2373e-05i,0.00021166+0.00016245i,-0.00012343+0.0001382i,-7.5765e-06-0.00018313i,-0.0001194-0.00048236i,0.00026953-0.00079079i,0.0004865-0.0006897i,0.00015651-0.00012328i,0.00010247+0.00039829i,-7.2532e-05+0.00030373i,-0.00043638+0.00018004i,-0.00051422+3.5013e-05i,-0.000824-0.00037725i,-0.00021368-0.00014649i,0.0006852+0.00012335i,0.00024124+0.00056822i,-0.00025222+0.0010674i,-2.0203e-05+0.0010857i,0.00012929+0.00064098i,-8.3472e-05+0.00038892i,-0.00042618+0.00040268i,-0.0002731+9.1994e-05i
-0.00088667-0.00045133i,-0.00035134-0.00026215i,0.00089403+9.7149e-05i,0.0012185+0.00052077i,0.00132+0.0005861i,0.0011975+0.00080398i,0.00046028+0.00066834i,-0.00055533+0.00014387i,-0.00047384-7.7309e-05i,-0.00026425+4.5369e-05i,-0.00081209-0.00019665i,-0.0006835-0.00039008i,0.00019457+1.7673e-05i,0.00031743+0.00038234i,-0.00085281+0.00049789i,-0.0010482+0.00096912i,-0.00042422+0.00095668i,-0.00024007-6.553e-05i,-0.00025806-0.00021748i,-0.00037417-0.00020127i,-0.0004523+0.00010461i,2.9525e-05+0.00042168i,0.00019921+0.00027475i
0.0020004+0.0012274i,0.0016351+0.00023322i,0.00014829-1.4376e-05i,-0.0012495+9.5118e-06i,-0.0014372-0.00018762i,-0.0010817+0.0006865i,-0.0012565+0.0013551i,-0.00054728+0.00062765i,0.00018383-0.00015047i,5.0183e-05-0.00018052i,-0.00037877+0.00019038i,-0.00064455+0.0003125i,-0.00053636-0.00029504i,-0.0004089-0.00056582i,-0.00050846-0.00032489i,-0.00078271-5.3887e-05i,-0.0010054+0.00015273i,-0.00065869-2.2337e-05i,-2.415e-05-0.00060807i,-0.0002256-0.00073949i,-0.00013648-0.00019303i,0.00025114+0.0003763i,0.00048559+0.00057676i
0.0016216+0.0013717i,0.0016682+0.00043537i,0.00090785-0.00080255i,9.4617e-05-0.00093175i,-0.00091014-0.00034009i,-0.0011558-0.00010693i,2.0954e-05+0.00076431i,0.00098895+0.0010995i,0.00032455+0.00035623i,-0.00017948-0.00047451i,-0.00024324-0.00056036i,-0.00063034-0.00027487i,-0.00059995+0.00010361i,-0.00064268+0.00031071i,-0.0010141+0.00017026i,-0.001367+7.6463e-05i,-0.0013009+0.00016656i,-0.00062998+0.00014819i,8.4508e-05+6.3154e-05i,0.0010079+0.00024309i,0.0012355+0.00032925i,0.0009589-2.6191e-06i,0.00057653+0.00020575i
-0.00072244+0.0027834i,-0.00065743+0.0026553i,0.0011441+0.0015645i,0.001347-4.7997e-06i,0.00050639-0.00085434i,-0.00019974-0.00041722i,-0.00056778+0.00068174i,-0.00061607+0.00093885i,-0.00021563+0.00069837i,0.00063107+1.8555e-05i,0.0013266-0.00031339i,0.00156-0.0007144i,-5.9107e-05-0.0018969i,-0.0012149-0.0016833i,-0.00073229-0.00055655i,-0.00036114-0.00024267i,-0.000408-0.00062773i,-0.00034704-0.00075025i,3.6718e-05-0.00060435i,0.00031027-8.4203e-05i,0.00054449+0.00042332i,0.00028589+0.00010011i,-0.0005255-0.00067038i
-0.0007657-0.00051446i,-1.0209e-05+8.5614e-05i,0.0003132+0.0011037i,0.00027847+0.0010488i,4.7951e-05+0.00022144i,-0.00040462-0.00045403i,-0.0004929+0.00024158i,-0.00058003+0.00044731i,-0.00070557+0.00081875i,-0.00047264+0.00089591i,-0.00024958+0.00014215i,-0.00014931+0.00023157i,-4.1809e-05+6.9593e-05i,0.00056807-0.00063385i,0.00075551-0.00096992i,-0.00012863-0.00096395i,-0.00037869-0.0013193i,-0.00046299-0.0010321i,-3.9456e-05-0.0001802i,0.0005377-0.00023617i,0.00034696-0.00029322i,-0.00027727+0.00046301i,-0.00082202+0.00066203i
-0.0015198-0.00025398i,-0.0013363+0.00023778i,-0.00033374+0.00044753i,0.00050034+1.5562e-05i,0.00061828+0.00024055i,0.00012888+0.00010854i,-0.00024823-0.00029534i,-0.00013059-0.00012721i,3.6179e-05+0.00048632i,8.0691e-05+0.00040181i,0.00051963+0.00032729i,0.00064086+0.00080574i,0.00035254+0.00014109i,0.00025756-0.0011457i,0.0001151-0.0014183i,0.00024332-0.0007924i,5.0802e-05-0.0010956i,8.7172e-06-0.0013661i,0.00057462-0.00018884i,0.00045101+0.00030821i,-0.00047119-0.00041895i,-0.0010548-0.00011426i,-0.0011966+0.00069396i
0.0011415-0.00078404i,0.00045942-0.0012433i,-0.00072829-0.00020358i,-0.001605+0.00077045i,-0.0014064+0.00067824i,-0.00092278+0.00031352i,-0.00034025-0.00030339i,-0.00020567-0.00050963i,-0.00061507-0.00042951i,-0.0010597-0.00043591i,-0.0014072-0.00024391i,-0.0010857-0.00026242i,-0.00032955-0.00038364i,0.0003513+0.00011541i,0.00011743+0.00093366i,-0.00058608+0.00073967i,-0.00043833+0.00051504i,8.8055e-05+0.0004982i,-1.2554e-06+0.00075188i,-0.00031141+0.00079004i,4.0603e-05+0.0010549i,0.00017988+0.0008314i,-0.00015562+0.00011033i
-0.00033507-0.00027672i,0.0003431-0.00043469i,-0.00041818+0.00018207i,-0.0024214+0.00050658i,-0.0027851-0.00031038i,-0.0018589-0.0002709i,-0.00088725+0.00021985i,-0.00021322+0.00056273i,-0.00013523+0.00067126i,0.00049389+0.0001004i,0.00052011+0.0004158i,2.5836e-05+0.00053492i,-0.00036002-0.00061415i,-0.00037267-0.00055273i,0.00019846+0.00055834i,0.00019762+0.00069302i,8.5598e-05+0.00011464i,-3.9564e-05-9.3265e-05i,-0.00047733-0.00036617i,-0.0003637+0.00016208i,-0.00015604+0.00074731i,4.1682e-05+0.00020912i,4.3913e-05-0.00025175i
0.0003512+0.0031683i,0.002594+0.0032252i,0.0033157+0.0021089i,0.0022787+0.00090565i,0.0014158+0.00040791i,-0.00011979+0.00086441i,-0.0011743+0.00089552i,-0.0011493+0.00089365i,-0.00055487+0.00073053i,-0.00026842+0.00020003i,-0.00034056-0.00018721i,-0.00085543-0.0014711i,-0.00078346-0.001383i,-0.00071773-0.0002462i,-0.0011962+0.00022409i,-0.0014467-0.00031132i,-0.00142+4.5626e-05i,-0.00082316+0.00054839i,-0.00016353+0.00035872i,-0.00028088+0.0010004i,-0.00029944+0.00079581i,0.00016541-2.7594e-05i,0.00051151-5.5041e-05i
-0.0013691+0.00075728i,-0.00095404+0.00084139i,-0.001108+0.00078901i,-0.00056019-0.00037037i,-0.00012506-0.0011858i,4.7811e-05-0.00094606i,-0.00016193-0.00057484i,-8.6706e-05-0.00024362i,-0.00041428+0.00020042i,-0.00032269-0.0001361i,0.00016785+7.0821e-05i,-7.3312e-05+0.00024445i,-0.00053409-0.00046898i,-0.00015717-0.0012747i,0.00022428-0.00093533i,-0.00031361-7.9492e-05i,-0.00054726-0.00010158i,-0.00035357-0.00014076i,-0.00072903-0.00028324i,-0.00053052+0.00016603i,-3.3887e-05+0.00087416i,0.00026482+0.0010455i,-3.9023e-05+0.00016957i
0.0010335-0.00012265i,0.0017294-0.0006121i,0.0019787-0.00030509i,0.00054861-1.3605e-05i,-0.00073879-0.00049203i,-0.0007451-0.00020986i,-0.00041115+0.00039316i,-0.0003229+0.000431i,-4.332e-05-0.00034294i,0.00035904-0.00068921i,-0.00026639-0.00068474i,-0.00038501-0.00079521i,0.00042868-0.0004928i,0.00061286-0.00078932i,-9.7122e-05-0.0010734i,-0.00017107-0.00033218i,0.00023023+0.00047057i,0.00016515+0.00068229i,0.00012921+0.000377i,0.00020886-3.7553e-05i,-0.00053692-0.00042419i,-0.00039236-0.00043527i,-0.00025177+3.9311e-05i
0.00069693-0.00079571i,-0.00019671-0.0010593i,-0.0015977-0.00025296i,-0.0017602+0.001152i,-0.0015653+0.0023879i,-0.0012208+0.0021645i,-0.0010746+0.0012833i,-0.0010285+0.0012177i,-0.00051788+0.00094904i,0.00025703+0.00035525i,-2.0386e-05+0.00011521i,0.00010795-0.00012066i,0.00073791-0.00025924i,0.00018155+0.00015305i,-0.00027127+0.00053388i,-0.00016872+0.00098939i,5.9892e-05+0.00015963i,0.00039859-0.00021527i,0.00027452-0.00037329i,0.00037957-0.00041348i,0.00025981+0.00020146i,-0.00011265+0.00041586i,-0.00024789+0.00038923i
-0.00050384-0.0008779i,-0.00035796-0.00085327i,0.00012298-0.00072144i,0.00032206-0.000269i,-9.6445e-05+0.0008075i,-0.00066489+0.00088719i,-0.00045302-8.5782e-05i,-0.00086793-2.7668e-05i,-0.0010422+0.00023879i,1.562e-05+3.5199e-07i,0.00047265+0.00050069i,0.00071552+0.00082408i,0.00061321+0.00019123i,-0.00028223-0.00015997i,-0.0002053-0.0006949i,0.00049306-0.00064123i,-0.00033265-0.00027791i,-0.00086312+0.000267i,-0.00040475+0.00071281i,-0.00038354-0.00017337i,-9.7031e-06-0.00034368i,0.00023778+0.0003972i,0.00060721+0.00044028i
0.00020213+0.00099494i,-0.00042436+0.0019968i,-0.0012204+0.0017108i,-0.0012484+0.0010422i,-0.00089398+0.00038604i,-0.00060656+0.00028872i,-0.00051418+0.001243i,-0.00056439+0.0017164i,0.00057103+0.00094523i,0.0012846+0.00046227i,-0.00011093+0.0011518i,-0.00087311+0.001611i,-0.00037627+0.00078032i,-1.8169e-06+0.00022768i,-0.00030757+0.0002845i,-0.00095837-0.00088884i,-0.00041051-0.00067626i,-1.3732e-06+0.00051506i,-0.00015634+0.00045596i,-0.00078106-0.00010713i,-0.00086541-0.00059939i,-0.00053463-0.00074129i,-0.0004122+0.00012351i
-0.00081577+0.0012304i,-0.00048042+0.0013989i,-0.00016055+0.0017678i,7.8319e-05+0.0017136i,0.00039187+0.00071698i,0.00034971-0.00069319i,-0.00064627-0.00052231i,-0.0010197+0.00015505i,-0.00058743-5.449e-05i,-3.8584e-05-0.00010858i,0.00038223-1.009e-05i,0.00038677-0.0004465i,-0.00045482-0.00077638i,-0.0011312-0.0011567i,-0.0010329-0.0012006i,-0.00080333+7.3085e-05i,-0.00060548+0.0011029i,-0.00036315+0.0012181i,-0.00013439+0.00085177i,0.00010425+0.00028324i,0.00050848+0.00020111i,0.0011094+0.00075062i,0.00055151+0.0011444i
-9.9001e-05+0.0034767i,0.0014243+0.0028415i,0.00095222+0.0010408i,3.4939e-05-0.00035126i,0.00031285+8.4462e-05i,0.00020669+5.6844e-05i,-0.00023847-0.00052847i,-0.00043196-0.00012839i,-0.00036754+0.00020887i,0.00020155+0.00013286i,0.00080711+0.0005903i,0.00063596-0.00048385i,0.00021199-0.0012923i,-0.00031594-0.0009215i,-0.00070953-0.00051729i,-0.00060925-0.00065863i,-0.00023263-0.00083993i,-0.00047161+0.0003843i,-0.00092602+0.00096649i,-0.00073921+0.00041261i,-0.00082406+0.00056627i,-0.00086917+0.00071806i,-0.00042831+0.00043493i
-0.0014892+0.00060368i,-0.0007239+0.0020812i,0.00042792+0.0025095i,0.0010077+0.0018329i,0.0014142+0.0014172i,0.0014196+0.0014755i,0.00018373+0.0011865i,-0.00040349+0.00029762i,0.0001067+2.5278e-05i,0.0006146+0.00027728i,0.00095189+0.00014219i,0.0010049-0.00018126i,0.00022199-0.00023219i,-0.00023787-7.9275e-05i,2.8165e-05-0.00062102i,0.00011281-0.0012212i,0.00039024-0.00064884i,0.00064678-0.00049175i,0.00057247-0.00045692i,8.2039e-05+3.8274e-05i,-0.00064285+5.711e-05i,-0.00068562+8.2124e-06i,-0.00050689-0.00053944i
0.00057443-0.0012424i,0.00053325-0.00072419i,0.00037356-0.00018663i,-0.0012049-0.00024431i,-0.0016098-9.9964e-05i,-0.00098762+9.3404e-05i,-0.0006344+1.8029e-05i,-2.8848e-05+0.00050215i,0.00037339+0.00075997i,0.0005813+0.00010557i,0.00079095-0.00037197i,0.0011548+0.00046008i,0.0007921+0.0013705i,0.00097568+0.0012781i,0.00088772-9.0041e-05i,-0.00012288-0.00084224i,-0.00011962-0.0010003i,-0.000599-0.0006322i,-0.0011735+0.00030651i,-0.00027418-0.00010923i,0.00022169-0.00044381i,-8.9707e-05+0.00040796i,-0.0001985+0.00079767i
-0.002543-0.00087252i,-0.0026199-0.00063778i,-0.0022968-0.00024396i,-0.0016893+0.00025243i,-0.0014079+0.00075802i,-0.00089693+0.0011271i,-0.00068148+0.001058i,-0.0008331+0.00092296i,-0.0012299+0.0004513i,-0.00076446-0.00029028i,-0.00041772-0.00034164i,-0.00014093-0.00029104i,0.00054594-6.5994e-05i,0.0011108+0.00014766i,0.00076835+0.00056057i,0.00017363+0.00064983i,-0.00060711+0.00062833i,-0.0006268+0.00036265i,1.4955e-05-0.00070116i,-0.00015809-0.00077259i,-0.00051735-0.00042298i,-0.00076378-0.00017367i,5.6048e-05+0.00031048i
0.0011579+0.00069391i,0.0016567-0.00041111i,0.0014932-0.00049038i,0.00041543-0.00078973i,-0.00024362-0.0005461i,-0.00015007+0.00044412i,-0.00012099+0.00073098i,0.00041848+0.00071249i,0.00099906+0.00041881i,0.00036969-0.00025905i,-4.5729e-05-6.8311e-05i,-0.00017762+0.00042437i,0.00016613+0.00053397i,-4.5357e-05+0.00041775i,0.00025883+0.0005467i,0.00059125+0.00022545i,-0.00039487-0.00052586i,-0.0013749-8.7514e-05i,-0.00072844+0.00073158i,0.00082691+0.00054922i,0.0012127+0.00030319i,0.00041567+0.00046387i,4.6291e-05+0.00041028i
-0.00046295+0.00047632i,-0.00021568-0.00070274i,-0.00024154-0.0013507i,-0.0007726-0.00036349i,-0.00077989-0.00029398i,-0.00069004-0.00017706i,-0.00063299+0.001216i,-0.00012798+0.0011567i,0.00010567+0.00021554i,-0.00061639-0.00051676i,-0.00051991-0.00055053i,-5.3643e-05+0.00046166i,8.4648e-05+0.00093569i,0.0002118+0.00027478i,-0.00045689+0.00043373i,-4.8832e-05+0.00061453i,0.00051474-0.0001544i,-0.00021823-0.00032856i,-0.00068504-0.00045022i,-0.00075546-6.5846e-05i,-0.00097217+0.00061176i,-0.00011428+0.00083881i,3.7685e-05+0.0011076i
-0.00017977+0.0012506i,-0.00084608+0.002003i,-0.0013632+0.0017719i,-0.0021977+9.3409e-05i,-0.0020585-0.00084286i,-0.00070487-0.00067574i,0.00036781+0.00022192i,0.00025786+0.00061216i,-0.00030312+0.00093604i,-0.00070887+0.0010377i,-0.00057655+0.00025838i,-1.3326e-06+0.0001496i,0.00026598+0.00043923i,-0.00010988+0.00034994i,-9.5277e-05+0.00013866i,-0.00060836+0.00026821i,-0.001335+0.00038639i,-0.00062879-0.00024992i,0.0003872-0.00070037i,0.00036554-0.00069589i,3.9645e-05-0.0001753i,-0.00036742+9.3933e-05i,-0.00045016-0.0004682i
