-0.0011476-0.00091289i,-0.00030312-0.0025226i,-0.0014528-0.0016772i,-0.0013192-0.00068399i,-0.00082363+4.3759e-05i,-0.00092509-0.00016181i,-0.00074831-0.00046885i,0.00070196-6.8507e-05i,0.0016841-0.00056463i,0.0016806-0.0010853i,0.0017419-0.00055477i,0.0012058-0.00027257i,0.00051323-0.00025469i,0.00048707-5.2391e-06i,0.00020886-0.00019829i,0.00016342-0.0001188i,5.6462e-05+0.00028218i,-0.00039808+0.0010138i,-0.00078544+0.0012591i,-0.00074204+0.00037073i,-0.00025397-0.00031047i,0.00015839-0.00069413i,0.00013218-0.00039589i
-0.00015767+0.002434i,0.0016383+0.0013695i,0.0020245-0.00042187i,0.0018513-0.00054554i,0.00087781-0.00071932i,-0.00021505-0.0012095i,-0.00022175-0.0017241i,0.00095997-0.0024226i,0.00093619-0.0019849i,0.00054316-0.001515i,0.00048642-0.00040315i,0.00028827+4.4249e-05i,-0.00017153-0.00016826i,-0.00030565+0.00042608i,0.00021106+0.00035296i,-0.00029698+0.00017114i,-0.00077534+0.00015415i,-0.00051466+0.00079175i,-9.1556e-05+0.00073906i,0.00011085-0.00064109i,-0.00037392-0.0011859i,-3.9311e-05-0.00056655i,0.00043674+9.6813e-06i
0.00034775-0.00083423i,0.0003219-3.7949e-05i,0.00088938+0.00052771i,0.00086283+0.00037679i,0.0006309+0.00063333i,0.0015436+0.00038147i,0.0016751-0.00065747i,0.0016088-0.0013972i,0.00094559-0.0014792i,0.00050834-0.00088455i,0.00075343+4.3835e-05i,0.00053558-2.0057e-06i,0.00078141-0.00089405i,0.00065728-0.0009412i,-0.00016715-0.00040782i,-0.00031783-0.00022352i,0.00043464-0.00044683i,0.0010376-0.00026116i,0.0012443+0.00040572i,0.00080747+0.0011921i,0.00061088+0.00015453i,0.00070916-0.000654i,-0.00017896-0.00027062i
0.001434+0.0015564i,0.00086656+0.00068406i,0.0010419+0.00069587i,0.0011757-0.00041773i,0.00070233-0.0017919i,0.00025715-0.0023197i,0.00033019-0.0017047i,0.00096323-0.0017525i,0.0011627-0.0025267i,0.00048749-0.0022798i,0.00070737-0.001043i,0.0010412+0.00019306i,0.0012063+0.00016569i,0.00088097-0.00018589i,-0.00014381-0.00073765i,-0.00074173-0.00092627i,-0.00024809-0.00051927i,0.00028903+0.0001474i,0.0005808-7.1512e-05i,0.0011847+2.6391e-06i,0.00064745-0.00012366i,-0.00033511-0.00073218i,-0.00030098-2.5123e-05i
-0.00060843+0.00010955i,0.00059487-0.00014349i,0.0012058-5.5614e-05i,0.0011191-0.00030456i,0.00062084-0.00064914i,0.00063602-0.00042389i,0.00056719-0.00082609i,0.0010503-0.0015972i,0.0016227-0.0014894i,0.0015379-0.00099314i,0.00062824-0.00076072i,-5.1956e-05-0.0011215i,-0.00020689-0.00099565i,-0.00071011-0.00039495i,-0.00070054-0.00015574i,0.00015898-0.00042306i,0.00037751-0.00064992i,0.00011392+0.00017745i,-0.00010179+0.00096387i,-0.00020193+0.00057642i,0.0001316-0.00013419i,0.000559-0.00011194i,0.0012443+0.00011566i
0.0026578+0.0024125i,0.0017928+0.0020192i,0.0019924+0.0023866i,0.0021843+0.0021015i,0.0017174+0.00045553i,0.00073318-7.9764e-05i,0.00058238-0.00033123i,0.0002903-0.0015233i,0.00056523-0.0019145i,0.00091856-0.0013176i,0.00024694-0.001024i,-0.00040788-0.00055861i,-0.0013607+0.00022397i,-0.001445+0.0010118i,-0.0004758+0.0013548i,-0.00038512+0.00080891i,-0.00037266+4.6468e-05i,1.4211e-05-0.00030747i,2.3571e-05-0.00038183i,3.1243e-05+8.1663e-05i,0.00020823+0.00032505i,0.00060344+0.00057341i,-9.6555e-05+0.00052621i
-0.00066101-0.00064529i,-0.0015947-0.00041762i,-0.0020977-6.3162e-05i,-0.00094457+0.00017695i,-7.4369e-05+0.00026405i,0.00013173+1.1143e-05i,0.00024709-0.00045267i,0.00076791-0.00094412i,0.00099489-0.0018676i,0.00065673-0.0024539i,0.00058951-0.0016428i,0.00042272-8.1683e-05i,0.00066173+0.00060644i,0.00088526-0.00032984i,2.9763e-06-0.00059288i,-0.00055734-5.5479e-05i,-0.00066479+0.00035737i,-0.00075532-4.0824e-05i,-0.00044312-0.00069459i,-7.7504e-05+6.9153e-05i,0.00014994+0.0010752i,0.00040652+0.00058785i,0.00045073-8.2681e-05i
0.0040459-0.00055334i,0.0045279+0.00061978i,0.0028245-0.00010634i,0.0016088+3.0158e-05i,0.00081552+0.00035236i,0.00018026-0.00041768i,0.00012406-0.00083228i,0.00057645-0.00055421i,0.001-0.0014319i,0.00079697-0.001926i,0.0010312-0.00064927i,0.00054+9.2064e-05i,-0.00087094+1.5554e-05i,-0.00085143-9.4441e-05i,-0.0004934-0.00016977i,-3.3244e-05-0.00034242i,0.00092883-0.00072057i,0.0012975-0.00030228i,0.00078559-0.0002172i,0.00035607+0.00020607i,0.000496+9.7034e-05i,0.00042746-0.00035152i,0.00041213-0.00020621i
-0.0032796-0.0010914i,-0.002534-0.0002245i,-0.0014873+0.0011549i,-0.00036105+0.0013444i,0.00072315+0.0011632i,0.0015217+1.2437e-05i,0.0018305-0.0020375i,0.0019487-0.0017244i,0.0014782-0.00031409i,0.00032493-0.00012054i,-0.00014227-0.00043336i,8.9455e-05-0.00087021i,0.00085271-0.0011291i,2.8588e-05-0.00037002i,-0.0016764+0.0006313i,-0.0013626+0.00040328i,-0.00022431-0.00030882i,0.00033028-0.00027569i,3.634e-05+0.00022828i,0.00063365+0.00092022i,0.00077344+0.0010768i,-0.00019053+0.00051527i,-0.0005488-4.1792e-05i
0.0031022-0.00077454i,0.0026188-0.00077905i,0.0019064-0.0016336i,0.00093357-0.0010294i,0.0001457-0.00050769i,0.000396-0.0010861i,0.0011892-0.0011423i,0.0021735-0.0011052i,0.0017907-0.0011933i,0.00067009-0.00082608i,0.00014113-0.00053399i,0.00037714-0.00099455i,0.00027747-0.00085789i,-9.0887e-05+0.00012634i,0.00053019-7.0051e-05i,0.00044924-0.0012151i,-0.0009374-0.0017555i,-0.0012419-0.0015792i,-0.00036284-0.00071651i,-5.8948e-05-0.00015732i,0.00040067-0.00046577i,0.00069136-0.00017934i,0.0002206+0.00021328i
-0.0028052+0.0017149i,-0.0013029+0.0014959i,0.00092817+0.0021388i,0.0023111+0.0011858i,0.0023626+0.00039698i,0.0019707-0.00041441i,0.0020384-0.0017781i,0.0015798-0.0019831i,0.0015714-0.0013756i,0.0018436-0.0008858i,0.0012971-6.2101e-05i,0.00059655+0.00033683i,-0.00015698-0.00055939i,-0.00070474-0.00026146i,-0.0013764+0.0008262i,-0.0013189+0.00023119i,-0.0002789+0.00014152i,-4.7303e-05+0.0003985i,0.00024998-4.1496e-05i,0.00060645-0.00072113i,0.00034522-0.00056135i,0.00036714-0.0001345i,-2.3687e-05-0.00042911i
0.00067546+0.00091365i,0.0017056+0.00037221i,0.0035063+0.00060934i,0.0034866+0.00016912i,0.0016374-0.00075606i,0.0014358-0.0011687i,0.0017094-0.0015038i,0.0013569-0.0020053i,0.0014778-0.0022726i,0.0016981-0.0015223i,0.0014159-0.00066066i,0.0012168-4.6328e-05i,0.00051458+3.7944e-05i,-0.00042206+6.8084e-05i,-0.00042347+0.0001098i,-0.00020566-0.00018476i,0.00049039-0.00021256i,0.00067059-0.00026814i,0.00051846-0.00017121i,0.00054246-0.0002107i,0.00062489-0.00090071i,0.00037678-0.00099292i,0.00040112+2.0893e-07i
-0.0023389+0.0019523i,-0.0011997+0.0024042i,-0.00022824+0.001331i,9.124e-05+0.00021856i,0.00011056-0.00043156i,0.00034043-0.0013447i,0.00099272-0.0020651i,0.0015689-0.0021354i,0.0021886-0.0020423i,0.0016693-0.0017455i,0.00045501-0.0012068i,-0.00048718-0.0013382i,-0.00065376-0.0015571i,-8.148e-05-0.0009288i,0.00019763-0.00040867i,-0.00050271-0.00065501i,-0.00073684-0.00049832i,-0.00061548-0.00044276i,-1.9342e-05-0.00072983i,0.00052216-0.00025947i,0.0002351+0.0003581i,0.00024621+0.0002003i,0.0002122-0.00019222i
0.0027396-0.00098361i,0.002801-0.00027588i,0.001312+0.00027879i,3.0473e-05+0.00062942i,-0.00017988-0.00037184i,3.8171e-05-0.00095212i,0.00075217-0.00090129i,0.0013867-0.001673i,0.001299-0.0024488i,0.0012621-0.0026073i,0.0012073-0.0016616i,0.00093625-0.0010573i,0.00085191-0.00099381i,0.00088114-0.00077359i,0.00094596-0.00049734i,0.00092784+0.00011457i,0.00096716+0.00064161i,0.00077588+0.00039106i,0.00046612+0.00035146i,0.00022076+0.00098029i,0.00027196+0.00063084i,0.00048637+0.00021174i,0.00039191-2.1375e-05i
4.1476e-05+0.0012186i,0.00083467+0.0016253i,0.0020223+0.0012629i,0.0021121+0.00021799i,0.001326+4.7132e-05i,0.0011301-0.00042708i,0.0011306-0.0013869i,0.00077875-0.0021121i,0.00033817-0.002555i,0.00069156-0.001965i,0.00076499-0.00080431i,0.00076298-0.00042964i,0.00056666-0.0010076i,1.9884e-05-0.0010374i,-0.00084744-0.00030935i,-0.00038217+0.0005067i,0.0007268+9.5981e-05i,0.00022009-0.00042342i,0.00032194+0.00020798i,0.00050751+0.00029247i,-0.00070719-2.9473e-05i,-0.00093685-0.00025641i,-2.9977e-05-0.0010995i
0.0010362-0.0029627i,0.0017454-0.0019961i,0.0008745-0.0019903i,-3.0536e-05-0.0013808i,-0.00036868+8.4161e-05i,-0.00063545+0.0012301i,0.0004516+0.00036874i,0.0013198-0.0012941i,0.0012876-0.0016431i,0.00067663-0.0014717i,9.5035e-05-0.00051607i,0.00064737+0.00017325i,-3.7315e-06-0.00023835i,-0.00081367-0.0011073i,-0.00025624-0.0010496i,-0.00015147-0.00030618i,-0.00064294-0.00024968i,-0.00032186-0.00047886i,0.0002405-0.00079812i,0.0009958-0.00028782i,0.00088033+0.00037172i,0.00015135-0.00060033i,7.7647e-05-0.00041725i
-0.0010855+0.0025875i,-0.00055276+0.0027369i,0.00052511+0.0019562i,0.001494+0.00033285i,0.0023927-0.00089508i,0.0022672-0.0013976i,0.0014442-0.0014457i,0.0015076-0.0013564i,0.0016932-0.0012772i,0.0010638-0.00094102i,0.00046829-0.0009711i,-0.0004944-0.001247i,-0.0010988-0.0010606i,-0.00070712-0.00090324i,-0.00039461-0.00074602i,-0.0009919-0.00045933i,-0.00036602+0.00031721i,-0.00013965+0.00097973i,-0.00059735+0.00081836i,-0.00064843+0.0003928i,-0.00057637-0.00038748i,-8.7379e-05-0.00052236i,0.00016866-0.00059964i
0.0010091-0.0014602i,0.0015409-0.0011042i,0.0022564-0.00031089i,0.0013964+0.0005316i,0.00066095+2.1642e-06i,0.00040774-0.0010359i,0.00045721-0.0013317i,0.0012089-0.0019589i,0.0021289-0.0020277i,0.0015614-0.0010332i,0.00018811-0.00040472i,1.9544e-05-7.4257e-05i,8.9121e-05+7.5913e-05i,0.00022782+0.00026887i,6.3314e-05+9.839e-06i,-8.298e-05-0.0004577i,0.00027074-0.00025109i,0.00045813-0.00023521i,0.00032002-0.00040259i,0.00022831+0.00037273i,0.00058376+0.00099827i,0.0012404+0.0011268i,0.0012268+0.00070048i
-0.0019252+0.00041226i,-0.0014152+0.0017122i,-0.0016149+0.0030345i,-0.0018163+0.0025372i,-0.002112+0.001584i,-0.00014033+0.00074719i,0.0018343-0.00065055i,0.0023596-0.0017074i,0.0021472-0.0022519i,0.0014598-0.0018433i,0.0010856-0.0013523i,0.00095752-0.00048083i,0.0010558+0.00053452i,0.0012191+0.00073925i,0.00078836+0.00061806i,0.00045638+0.0010486i,0.00079733+0.0010108i,0.0009791+0.00032637i,0.00095094+0.00040227i,0.0010556+7.4115e-06i,0.0011896-9.5095e-05i,0.00056885+0.00021099i,-0.00012111-0.00018587i
0.0016872-0.0025357i,0.0023865-0.0031149i,0.0026357-0.0038466i,0.002291-0.0035982i,0.0018465-0.0020942i,0.00050556-0.0016553i,0.0010353-0.0021198i,0.0020233-0.0013206i,0.0015297-0.001414i,0.0016265-0.0018873i,0.0016984-0.00085329i,0.001362+6.1159e-05i,0.00063201+0.00019419i,0.00063852+0.00061479i,0.00074274+0.00070693i,-0.0002146+0.00013263i,-0.00090476+2.9935e-05i,-0.00069217+0.00017854i,-0.00052057+0.00062135i,-0.00075139+0.00040768i,-0.00022496-0.00025396i,0.00053687-0.00056368i,0.00020644-0.00045394i
-0.00013035+0.0017762i,0.00088341+0.0031205i,0.0015613+0.0027116i,0.001866+0.0017097i,0.00058624+0.00042308i,0.00023673-3.9386e-05i,0.00090095-0.0012368i,0.001766-0.0022304i,0.0016343-0.0020868i,0.00085883-0.0014293i,0.00067047-0.00040609i,0.00099721-0.00051216i,0.0012729-0.0009263i,0.00037699-0.0010198i,-0.00011778-0.00056905i,-9.8961e-06+1.5931e-05i,-0.00024338-0.00020528i,-5.111e-07-0.00030369i,-0.00015092-0.00040363i,0.00041455-0.00040663i,0.00078698+4.6505e-05i,4.2032e-05+0.0006727i,-0.00011135+0.00013645i
0.0012117-0.0018577i,0.0014811-0.00098277i,0.0015892-0.00047623i,0.0010069-0.00044259i,0.00015992-0.00011283i,2.7002e-05+0.00031096i,0.00062758-0.00038462i,0.00081513-0.0012013i,0.0011046-0.0016912i,0.00044694-0.0014243i,-0.00021622-0.0010614i,-0.00018913-4.5309e-05i,-0.00067759+0.00079246i,-0.00051417+0.0001195i,-0.00044628-0.00085876i,-0.0010443-0.00046713i,-0.00121-0.00019501i,-0.00042297-0.0004001i,0.00051057+0.00022318i,-0.00016999-3.9303e-05i,6.0341e-05-0.00010432i,0.0008272+0.00019796i,0.00075235+0.00029748i
0.00072701+0.0023565i,0.00096392+0.0016412i,0.0020837+0.00053174i,0.0017439+7.5747e-05i,0.0013985+7.7916e-05i,0.0013889-0.0012395i,0.0010282-0.0024014i,0.001292-0.0018784i,0.00094295-0.0011524i,-2.4812e-05-0.0011653i,0.00013292-0.00069197i,0.00047573+0.00026807i,0.0001269+6.7445e-05i,0.00032758-0.00082455i,0.00028645-0.00094329i,-0.00055612-0.00074838i,-0.0006015-0.00045417i,-0.00044046-6.4353e-05i,-0.00041822-0.0001462i,0.00038115+5.9481e-05i,0.00029541+0.00074351i,-0.00028839+0.00054547i,6.1221e-05-0.00013351i
0.0010065-0.00041891i,0.00052731+0.0003563i,0.00081863+0.0010597i,0.0013514+0.00080818i,0.001835+0.00019194i,0.0013936+0.00027941i,0.0011687-0.00060337i,0.0013293-0.0010913i,0.0013288-0.0012377i,0.00040812-0.0011107i,-0.00076072-0.00014861i,-0.0004361-6.1339e-05i,0.00045618-0.00028325i,0.0001625-0.00048501i,2.1674e-05-0.00040296i,0.00027846-0.00021559i,-1.8886e-06-6.7178e-05i,0.00036677+4.3905e-05i,0.00077234+0.00043684i,0.00060974+0.0013806i,0.00068842+0.0011741i,0.00049477+0.00052429i,-0.0002688+0.00072581i
0.00053325+0.0014111i,0.0006878+0.0011975i,-0.00050787+0.00022031i,-0.00078248+0.00046058i,-0.00023754+0.0010691i,0.00040112-0.00021188i,0.00073027-0.0012667i,0.0010575-0.0017352i,0.0017213-0.0014898i,0.00079408-0.0010725i,0.00020145-0.00096616i,0.00065779-0.00083531i,0.001063-0.00033387i,0.0010525+1.3828e-06i,0.00035042+0.00011593i,-3.0213e-07+0.00032345i,-8.6627e-05+0.00035885i,-0.0001011+0.00023811i,0.00029704-0.00053806i,0.0004015+0.00014133i,-0.0002718+0.0005981i,0.00013993+0.00026846i,0.0011344+6.1823e-05i
0.00024444-0.00032053i,0.00064165-0.00070755i,0.002091-0.0020737i,0.0029706-0.0022592i,0.0022543-0.0014142i,0.00069145-0.0013485i,0.00031516-0.0012431i,0.001074-0.00080468i,0.00090956-0.00029346i,0.00051615+7.8306e-05i,0.00038088-2.3045e-05i,0.00039184-0.00047695i,0.0012504-0.0004409i,0.00083952-0.00010115i,-0.00037843-2.0036e-05i,6.1419e-06+0.00025451i,0.00053391+7.1328e-05i,0.00082414-0.00051694i,0.00039562-0.00063667i,-0.00041468-0.00026441i,-0.00044841-0.00016447i,8.93e-05-0.00080974i,-0.00015528-0.00064115i
0.00021734+0.00038578i,0.0018208+0.0012496i,0.00098965+0.0017107i,0.00063289+0.0018641i,0.0008716+0.0021482i,0.002066+0.00103i,0.0026009-0.00087039i,0.0024788-0.0015546i,0.0015276-0.0011738i,0.00081859-0.0010823i,0.00073401-0.0011552i,0.00045295-0.00030179i,0.00028515+8.1017e-05i,0.00040412-0.00028136i,0.00020846-0.00071087i,-0.00029415-0.00098769i,-0.00047157-0.00060099i,6.2122e-05+0.00048417i,0.0010275+0.00095813i,0.0013373+0.00075444i,0.00045577+0.00093403i,-2.0445e-05+0.00030196i,0.00049826-0.00025995i
-0.0024232-0.00094588i,-0.0016762-0.00012784i,-0.00053075+0.0014548i,0.0011866+0.0022649i,0.0025133+0.00099097i,0.0021796-0.0010702i,0.002465-0.0027102i,0.0024265-0.0028056i,0.0015393-0.001276i,0.00061557-0.0002934i,0.00044058+2.371e-05i,0.00101-0.00041008i,0.00094018-0.0011411i,0.00078092-0.001064i,0.00078028-0.00079871i,0.00030474-0.00046665i,-0.00017005+0.00024184i,0.00010201+0.00020221i,0.00050451+0.00018556i,0.00074337+0.00017978i,0.0012897-0.00036293i,0.0012609-0.00024116i,0.00024286+0.00063734i
0.0026098+0.00061336i,0.0039409+0.00068498i,0.0024403+0.00043435i,0.0015664+0.00079953i,0.0010782+0.00033731i,0.0016197-0.00015622i,0.0020372-0.00094584i,0.0018302-0.0022256i,0.0015875-0.0024956i,0.0011606-0.0022287i,0.0010223-0.000634i,0.00052745+0.00070775i,-0.00075359+0.00046822i,-0.0004626+0.00027056i,-0.00013722+0.00028026i,-0.00024177+0.00023419i,-0.00029878+0.00012548i,-0.00024342+0.00024859i,-1.5718e-05+0.00064691i,0.00051483+0.00090351i,0.00099078+0.0010271i,0.0011022+0.0012325i,0.00054299+0.0011355i
-0.0024358+0.00067582i,-0.0025715+0.00062567i,-0.00082496-0.00013987i,7.8405e-05-0.00011894i,-0.00029034-0.00034352i,-9.8166e-05-0.00086666i,0.00094718-0.00057355i,0.0015683-0.00079983i,0.0011937-0.0018556i,0.00066847-0.0022843i,0.00048245-0.001531i,0.00010527-0.00072467i,-0.0011435-0.00027021i,-0.0011397+0.00045049i,-0.00052112+0.00064825i,-0.00063771+3.3482e-05i,-0.0004125-0.00014009i,0.00083551+0.00013838i,0.0016043-0.0001211i,0.001022-0.00016769i,0.0002783+0.00042524i,8.7305e-05+3.0652e-05i,0.00041962-0.00042785i
0.0029099+0.00030204i,0.0042496-0.00042811i,0.0041348-0.00026002i,0.0026648+0.00020929i,0.0021528-0.00030091i,0.0031787-0.0010185i,0.0036927-0.0013119i,0.004049-0.0013124i,0.0035852-0.0011189i,0.0023758-0.00093322i,0.00085904-0.00072692i,0.00046686+1.2321e-05i,0.00056981-2.2483e-06i,-0.00010457-0.00033793i,1.5074e-05-0.00071357i,0.00018434-0.00052744i,-0.00091909-1.5604e-05i,-0.0016382+0.00013189i,-0.00073126+0.00079556i,0.00022485+0.0003893i,0.00018139-0.00022656i,0.00015001+0.00017796i,0.00021761+4.9093e-05i
0.00015552+0.00044249i,-0.00038327+0.0017168i,-0.00059177+0.00062478i,4.9452e-05-0.00054119i,0.00057383-0.0012585i,0.00039919-0.0011659i,0.00097128-0.0015314i,0.0019579-0.0015583i,0.0021069-0.0015067i,0.0015274-0.0011338i,0.00066662-0.00027497i,2.0874e-05-4.2252e-05i,0.00018871-0.00021684i,0.00046135-0.00058976i,-1.1971e-05-0.0003354i,0.00015078+0.00016442i,0.00059945+0.0002336i,0.00063256+0.00061859i,0.00044489+0.00060639i,0.00030751+0.00039559i,0.00050219+6.2247e-05i,0.00083402-7.1022e-05i,0.00092571+9.013e-05i
0.0011009+0.00064874i,0.0011868+8.5868e-05i,0.0016799-2.8132e-05i,0.0017224-0.00059262i,0.00079398-0.00088934i,-0.00065685-0.00071747i,-0.00022845-0.0011817i,0.00084802-0.0021509i,0.0013168-0.0026028i,0.0012828-0.0017978i,0.0013034-0.00050582i,0.0012918-5.7116e-05i,-0.00022997-0.00037838i,-0.00084473-0.00043279i,-0.00026427-0.00011695i,-0.00023864+0.00013425i,-0.00032267+0.00068263i,-0.00040372+0.00048794i,-0.00066855+0.00040781i,-2.3181e-05+0.00016516i,0.00021488+0.00027495i,0.0001954+0.00025996i,0.00033142-0.00020601i
-0.00086464+0.00040963i,-8.5659e-05+0.0011067i,-0.00027069+0.0014982i,-0.00030268+0.0016221i,0.00069502+0.0007809i,0.001791+0.00091474i,0.0023046+0.0003347i,0.0022321-0.00095803i,0.0018598-0.0011166i,0.00087529-0.0011108i,0.00083501-0.00028077i,0.00064306+0.00026585i,-0.00022505-2.2435e-05i,-0.0003533-0.00033511i,-6.7603e-05-0.00079297i,0.00044578-0.00048425i,6.0367e-05+0.00019894i,-0.00030343+0.00065099i,-0.00015048+0.0010618i,0.00010801+0.0019434i,0.00062936+0.0017557i,0.00068296+0.00067972i,0.00038753+0.0004917i
0.00030119+0.00066226i,-0.00037812+0.00016886i,0.0012177-0.00064462i,0.0018545-0.00098i,0.001762-0.00090472i,0.0019953-0.0010944i,0.0018747-0.00053419i,0.0014816-0.0008501i,0.001219-0.0021476i,0.00019009-0.0020489i,-0.00019927-0.0012333i,0.00039459+3.8379e-05i,0.00056953+0.00073322i,4.2074e-05+0.00059226i,-0.00031439+9.2518e-05i,0.0001305-0.00070665i,0.00027149-0.00012182i,0.00025162-4.5151e-05i,0.00058697-9.2243e-05i,0.00070594-2.505e-05i,4.4992e-06-0.00021413i,3.0011e-05-0.00057507i,9.9018e-05-0.00073631i
0.0027226-0.0010094i,0.0019044-0.00079956i,0.0012557-0.00093457i,0.00068254-0.00024098i,0.00032138-0.00018435i,1.4178e-05-0.00013446i,0.00064687-0.00027363i,0.0023856-0.0010101i,0.0016526-0.0010576i,0.00060014-0.0014491i,0.00085093-0.00071112i,0.00053459+0.00021544i,0.00043276+0.00041347i,7.1743e-05-0.00012623i,0.0001211-0.00036028i,0.00018325-1.4513e-05i,-7.3167e-05-0.00053065i,0.00014041-0.00041475i,0.0003642+0.00048275i,0.00019901+0.0011324i,0.00040549+0.00093335i,0.00012982+0.00027011i,-0.00033297-0.00037522i
-0.00050397+0.001694i,0.0011874+0.0028533i,0.0029212+0.0027971i,0.0027965+0.0018367i,0.0015624+0.00014547i,0.00080256-0.0011519i,0.00049777-0.0014742i,0.001454-0.0014822i,0.0022618-0.0013534i,0.0010673-0.0016287i,-5.6184e-05-0.0011626i,0.0007124-0.00065299i,0.001538-0.00039241i,0.0010536+0.0001686i,-0.00014329+0.00015808i,-0.00067041+3.3341e-05i,-0.0002067-1.2179e-05i,0.00017233+0.00054575i,0.00029034+0.00082013i,7.2419e-05+0.00070089i,0.00025844+0.00054688i,0.00030678-0.00012205i,6.9411e-05-0.00068727i
-0.0013902-0.0016464i,-0.0015191-0.00075878i,-0.00030688+0.0011625i,0.00083503+0.0011458i,0.00098917-0.00013387i,0.0016432-0.00094484i,0.0017122-0.0019955i,0.0011405-0.002025i,0.0012522-0.0017096i,0.0012456-0.0010484i,0.0011809-0.00025393i,0.00081463-0.00027866i,2.927e-05-0.00016701i,-0.00028761+0.00015235i,7.9854e-05+0.00020294i,-0.00024005-9.958e-06i,-0.00084776-0.00045509i,6.8318e-05-0.00088459i,0.00041317-0.00055621i,-0.00021335+0.00014804i,-0.00043772+0.00060062i,-0.00071904+0.00084624i,-0.00065543+0.0001694i
0.0022951+0.0024349i,0.0025426+0.0025649i,0.002941+0.0013533i,0.0028825+0.00033324i,0.001258-0.00043907i,-0.00032968-0.0017516i,0.0001975-0.0023147i,0.0016078-0.001815i,0.0025727-0.0020882i,0.0019998-0.001696i,0.00067506-0.00093106i,4.4318e-05-0.00051532i,-3.9935e-05-0.00022219i,-3.8601e-05+0.00019i,8.1202e-05+0.0001516i,0.00045531-0.000348i,0.00032862+6.3441e-05i,-0.00032802+0.00070746i,-0.00040254+0.00082147i,1.2523e-05+0.0011074i,1.8686e-05+0.00039398i,0.00047928-0.00063554i,0.00044703-0.00076731i
-0.0012811-0.0019009i,-0.0017635-0.00061712i,-0.0013542-0.00034536i,-0.00080784-0.00072164i,-0.00086695-0.0004437i,-0.00031856+0.00041951i,0.00093141-0.00021369i,0.0016609-0.0012926i,0.0015014-0.0012718i,0.00013917-0.00070219i,-0.00065979-0.00058106i,-0.00031684-0.00021958i,0.0002071+0.00011173i,0.00047795-0.00021168i,0.00085589-0.00033328i,0.0015806-0.00021883i,0.0013224+0.00056294i,0.00031604+0.00059431i,-0.00010944+7.6302e-05i,0.00059793-0.00027411i,0.00081284+0.0001678i,0.00079942+0.0010077i,0.00084829+0.00050408i
0.0042744+0.00044547i,0.0040434-0.0004185i,0.003329-0.00088584i,0.0020825-0.00039889i,0.00099096-0.00040583i,0.0001816-0.0010242i,0.00072162-0.0012887i,0.0018761-0.0015334i,0.0015512-0.0015179i,0.00087328-0.001863i,0.00079027-0.001345i,0.00071699+1.6997e-05i,0.00086065+0.00059885i,0.0011864+0.00093748i,0.00083354+0.0015579i,8.175e-05+0.00060256i,0.00057578-0.00073396i,0.0011176-0.00054722i,0.00049612+0.00034668i,-0.00019709+0.0006089i,0.00012245+0.00066827i,0.00088487+0.00064803i,0.00030854+0.00075489i
-0.00081546+0.0022064i,-0.00071282+0.0027835i,0.0012178+0.00058744i,0.0027091-0.0011731i,0.0016991-0.0012325i,0.0003495-0.00071018i,0.0005055-0.0010921i,0.0019013-0.001324i,0.0020739-0.00048104i,0.0016629-0.00060437i,0.0013351-0.00086413i,0.0011561-0.000585i,0.00080742+4.7597e-05i,-2.1053e-05+0.00028315i,-0.00041451-0.00038568i,1.395e-05-0.00042795i,-3.8084e-05-0.00012826i,-0.00019739+0.00031271i,0.00022162+0.00090262i,-9.6104e-05+0.0012111i,5.7778e-05+0.00063397i,0.00027328+0.00045128i,5.8157e-05+0.00071535i
0.0019435+0.00013852i,0.0018875-0.00011082i,0.0028258+0.0007841i,0.0024616+0.00082737i,0.0010418-0.00053688i,-0.00049837-0.0012517i,-4.9656e-05-0.00093164i,0.0020356-0.00085321i,0.0022486-0.0011914i,0.00089101-0.001532i,0.00038614-0.0010689i,0.00044887-5.8189e-05i,0.00085416-0.00025779i,0.0007033-0.00033125i,2.7927e-05+0.00042527i,-0.00049674+0.00039581i,-0.00027322+0.00038906i,0.00034015-0.00013308i,0.0005326-0.00092291i,0.0007132-0.00021522i,0.00050475+0.00016236i,0.00080586-0.00040408i,0.00073558-0.00022004i
-0.0015389+0.0014842i,-0.00054143+0.0027277i,-0.00021964+0.0019844i,0.00048752+0.001889i,0.0015223+0.0013785i,0.0019992-0.00070646i,0.0023193-0.0019162i,0.0024998-0.0017711i,0.0024956-0.0015636i,0.0015262-0.0012748i,0.00023357-0.00091912i,0.00036597-0.00059826i,0.00062848-0.00052236i,0.0008072-0.00038924i,0.0010273-0.00033892i,0.00057872-0.00060156i,0.00034702-0.0006505i,6.3503e-05+0.00012721i,-0.00010257+0.0003137i,-7.0503e-05+8.7207e-05i,-0.00018052+0.00064688i,0.00085241+0.00026466i,0.0008364-0.00041962i
