-0.0029828+0.0022193i,-0.0026207+0.002291i,-0.0031543+0.0031301i,-0.0023788+0.0022868i,-0.00043315+0.0019061i,0.0003365+0.0010092i,6.7405e-05+0.0007617i,-5.8949e-05+0.002109i,-0.00046634+0.0022466i,3.5293e-05+0.0010758i,0.00053688+7.2125e-05i,-0.00027776-0.00038291i,8.9678e-05-0.00071126i,0.00052888-0.0011695i,0.00010392-0.00042308i,-0.00020353+0.00057913i,-0.00066856+0.00037927i,-0.00049937+0.00022556i,0.00021366+0.00052594i,0.00019228+0.00038293i,0.00020487+0.00010751i,8.6952e-05-0.00042151i,0.00041737-0.0010063i
-0.00058274+0.0012936i,0.0013561+0.00036283i,0.0032843+0.00036491i,0.0033241+0.00057451i,0.0025014-0.00019949i,0.0013565-0.0010497i,0.00046283-0.00087519i,-0.00024623-0.00019043i,-0.00016434+0.00027189i,0.00050265+0.0004438i,0.00056736+0.00011215i,0.00050081-0.00030607i,9.1951e-05-0.00040171i,-0.00083619-0.00058628i,-0.00065633+0.00026849i,7.9018e-05+0.0010637i,0.00015832+0.0002952i,0.00012602-0.00030195i,0.00026088-0.00078282i,-0.00010264-0.00055053i,6.1948e-05-0.00019086i,0.00084127+0.00072253i,0.00077934+0.0011254i
0.00065274+0.0010053i,0.00036419+0.0010929i,0.0002125+0.00017047i,-0.00045426-0.00032091i,-0.0012819-0.0003424i,-0.0015542-0.00030543i,-0.001566-0.00075583i,-0.00038484-0.0013012i,0.00058261-0.0015592i,0.00054291-0.0014347i,2.4646e-07-0.00086103i,0.00022203-0.00032197i,0.00076027-0.00015356i,0.00032889+0.00050299i,-0.00073699+0.00036805i,-0.00090957+0.00011842i,0.00031136+0.00025312i,0.00056979-0.0004656i,0.00014916-0.0013258i,-0.00043385-0.0014473i,-0.00089687-0.0007321i,-1.342e-05-0.00028272i,0.00070943+2.6363e-05i
0.00063602+0.0017606i,0.00036065+0.00016529i,0.00011995-0.00036625i,0.0004175-0.00010878i,0.00076389+0.00012389i,-0.00029415-7.1214e-05i,-0.0009248-0.00021911i,-5.1105e-05-0.00031717i,0.00072264-0.00063641i,0.00055765-0.00071591i,0.00021441-0.00094224i,0.00030731-0.00098036i,0.0001511-0.00059627i,0.00043783+0.00050146i,0.00029285+0.0012012i,-0.00016749+0.00097324i,0.00015586+0.00051892i,0.00026116+0.00022761i,0.00021775-0.00027701i,0.00010628-0.00045894i,-0.00046319+6.9137e-05i,-0.00051118+0.00050129i,-0.00032186+3.9321e-05i
-0.0010439+2.3543e-05i,-0.00051031+0.00058229i,0.00087876-0.00029493i,0.00075661-0.000483i,-0.00033429+0.00015162i,4.4092e-05+0.00049559i,0.00010731+0.00074932i,-0.00032221+0.00024261i,-3.7713e-05-0.00013707i,0.00057616-0.00035083i,0.00080431-0.00078496i,0.0010876-0.00047632i,0.00094009-0.00029476i,-0.00014193+7.996e-05i,-0.00079513+0.00011945i,-0.00099146-9.8532e-05i,-0.00091186+0.00029128i,-0.00093982+0.00068989i,-0.00070487+0.00083466i,-0.00028003+0.00060578i,-1.4468e-05+0.00049172i,-4.0904e-05+0.00019997i,-4.6802e-05-0.00081988i
-0.0010813-0.00044013i,-0.0019544+0.00020739i,-0.0018619+0.0010194i,-0.0010318+0.00057222i,-0.00051262+0.00027983i,4.5948e-05+6.0108e-05i,-7.8872e-05+0.0001434i,-0.00090347+0.00013099i,-0.00094234-0.00075914i,-0.00074906-0.00058728i,-0.00052015-0.00020256i,7.9238e-05+0.000117i,-0.00010718+0.00058539i,-0.00073456-0.00021106i,-0.00074009-0.0011157i,-0.00048532-0.00052995i,-0.0003935+0.00011379i,-0.00017862+0.00056468i,-0.00015147+0.00066999i,0.00012872-3.6147e-05i,0.00027789-0.00039494i,-0.00055542-0.00026054i,-0.0013741+0.00031412i
0.0009021+0.00087361i,7.3181e-05+0.0010943i,0.00014405-0.00018892i,-0.00019794-0.00059837i,-0.00041758-0.00065577i,-2.0944e-05-0.00080516i,-0.00025645-7.5683e-05i,0.0001089+7.324e-05i,0.0010934-0.00024441i,0.0010767-8.3748e-05i,0.00064856-0.00024549i,0.00028285-0.00033671i,-0.00048685+0.00018209i,-0.00046482+0.0012268i,-3.6178e-05+0.0015043i,-0.00041601+0.00084931i,-0.00091493-5.8545e-05i,-0.00074495-0.00068053i,9.7937e-05-0.00080271i,0.00030265-0.0005448i,0.00086536-0.00055382i,0.00059564-0.00047248i,-0.00014478-0.00048084i
6.1384e-05+0.002812i,6.0619e-05+0.0029045i,0.00069236+0.0019132i,0.0016116+0.00091407i,0.0012356+0.00017876i,0.00047087-0.00043435i,-0.00059859-0.0007613i,-0.0009641-0.00054154i,-1.0954e-05-5.8359e-05i,0.00055174-0.00035712i,0.00065135-0.00048544i,0.00017917-0.00026457i,0.0002867+0.00023151i,0.00021759+0.00070485i,-0.00084107+0.00070347i,-0.0012351+0.00062493i,-0.00051929+0.00077979i,8.4728e-05+0.00027343i,-0.00016176-0.00041385i,-0.00059916+0.00036806i,-0.00043194+0.00059002i,-7.3831e-05-5.2e-05i,0.00038735-0.00040143i
0.00018164-0.0010533i,-0.0022017-0.00041661i,-0.0024482+0.00046918i,-0.0012716+0.00065548i,-0.001146+0.00090746i,-0.00092044+0.0017184i,-0.00047459+0.0011047i,-6.4756e-05-0.00013753i,3.3037e-05-0.0010761i,0.00040418-0.00073375i,0.0010393+0.00065721i,0.00092568+0.00097174i,0.00078937-6.8858e-05i,0.00091437-0.00050679i,0.00085555+0.00019617i,-0.00015272+0.00068028i,-0.00046623+0.00056463i,-0.00016304+0.00047447i,8.5167e-05+0.0002369i,0.00034257+0.00080856i,4.7036e-05+0.0013485i,0.0001065+0.001035i,0.00025068+0.00073281i
-0.00048594+0.00065881i,-0.0006106-0.00069614i,5.8359e-05-0.00074386i,-0.00026651-0.00046235i,-0.00038627-0.00035944i,0.00049767+0.00023737i,0.0008893+0.0001829i,0.00028015-0.00053747i,-0.00023349-0.00068301i,3.6943e-05-0.00053661i,0.00056099-0.00048264i,0.00013405-0.00016725i,-0.00061894+0.00060592i,-0.00086815+0.00023342i,-0.00015137-0.00015335i,-0.00013847-0.00029488i,-0.00035133-0.00021796i,3.0637e-05+0.00027154i,-6.2082e-05+0.00020008i,-0.00026274-0.00042143i,0.00010541-0.00082291i,0.00051281-0.00022112i,0.0009002+0.00041967i
-0.0012918-6.5549e-05i,-0.0011611+0.0011786i,-0.0013109+0.00168i,-0.00098262+0.0020074i,-0.00085546+0.0021603i,-0.00024492+0.0010498i,0.00027125-0.00033564i,-0.00029774-0.00025647i,-0.00059629-0.00036713i,-0.00059149-0.0010962i,-0.00082762-0.0013728i,-0.0003223-0.0011847i,0.00063677-0.00096535i,0.00048647-0.0010174i,-0.00031857-0.00028513i,-0.00031572+0.00041992i,0.00039052-0.00026064i,0.00075706-0.00040344i,0.0002662+0.00010994i,0.00024929-8.4544e-05i,0.00023427-0.00084243i,-0.00019978-0.0010972i,-0.00072122-0.00046496i
0.00013756-0.00010991i,-0.00048627-0.00079521i,-0.00026912-0.0015586i,0.00044565-0.0013655i,0.00067329-0.0011183i,0.00036752-0.00059031i,-0.0003394+0.00028009i,-0.00052867+0.00012739i,-2.9002e-05-0.00034098i,0.00059992-0.00059799i,0.00044548-0.00026257i,1.3986e-05+0.00026411i,0.00026119+0.00048408i,0.00036685+0.00024922i,2.413e-05+0.00094742i,-2.3309e-06+0.0015251i,5.9347e-05+0.00091799i,0.00038167+0.00012245i,0.00045689+0.00010679i,0.00041675+0.00034529i,0.00034822+0.00021216i,1.4545e-05+0.00013836i,-0.00016156+0.00027305i
0.0017655+0.0022718i,0.0030592+0.0021082i,0.0038106+0.001685i,0.0037148+0.00035108i,0.0019627-0.0011862i,0.00061778-0.0018561i,-5.3007e-05-0.00099318i,-0.00036773+0.00015374i,0.00059104+0.0006786i,0.0011255+0.00021748i,0.0011578-5.5444e-06i,0.00074333+8.172e-05i,-0.00020491-3.3769e-05i,-0.00041589+0.00013219i,-1.8216e-05+0.00029853i,-0.00051948+0.00029063i,-0.00065097-0.00017121i,7.0737e-05+0.00036648i,-0.00045006+0.00060982i,-0.0006035-5.9167e-05i,-0.00014872-0.00022133i,-6.5055e-05-0.00047967i,-3.3365e-05-0.00020994i
0.00045603-0.00041125i,-0.00062925-0.0010185i,-0.00074249-0.0018719i,-0.00048521-0.0020601i,-0.00017815-0.0015539i,-0.00071729-0.00086542i,-0.00022721+0.00028574i,-0.00019439+0.00084556i,-0.00068794+0.00070733i,-0.00069924+0.0005803i,0.00041746-0.00015012i,0.001429-0.00090021i,0.0013734-0.00045439i,0.0011548+0.0005874i,0.00079998+0.00048312i,0.0006118-0.00028075i,0.00025026-0.00061308i,0.0003063-8.3647e-06i,0.00018501+0.0005326i,-0.0010562+0.00048758i,-0.0017095+0.00030567i,-0.00096681+0.00092956i,-3.9867e-05+0.0013222i
0.0010034-0.001081i,0.0016695-0.0011246i,0.0020146-0.0012451i,0.0021111-0.001164i,0.0021209-0.001213i,0.0010954-0.00050222i,-7.9356e-05-0.00017471i,-0.00016028-0.00059468i,0.00051252-0.001035i,0.00049953-0.0015458i,-0.00018983-0.0011557i,-0.00053661-9.6376e-05i,-0.00043851+0.00047762i,-0.00018581+0.00023099i,0.00011119-0.00030071i,-0.0001219-0.00057712i,-0.00028967-0.00093558i,0.00021191-0.00095666i,0.00038665-0.00016962i,0.0001925+0.00031082i,0.0004705+0.0003778i,0.00042442+0.00073178i,-0.00044184+0.00055761i
-0.0013194+0.00025271i,-0.0012267+0.0016099i,-0.00074105+0.0020163i,-0.00094195+0.0014214i,-0.0012287+0.00088701i,-0.0003583+0.0011407i,-0.00012609+0.00069663i,-0.0010308-0.00040841i,-0.0016994-0.00088589i,-0.0015884-9.6561e-05i,-0.00056452+0.00022457i,8.7612e-05-9.1486e-05i,4.6601e-05+0.00015329i,-0.00021117+0.0007066i,-0.00026449+0.0013384i,7.4747e-05+0.0013662i,-0.00064846+0.0001731i,-0.0010741-0.0010081i,-0.00024322-0.00033065i,0.00075814+0.0005421i,0.00043422+0.00059776i,-0.00018175+0.00058765i,0.00020586-5.9209e-05i
9.6521e-06-0.0018596i,-0.00076267-0.00096637i,-0.0011394-0.0011378i,-0.0012882-0.00050185i,-0.00030699+0.0007527i,0.0010328-8.7163e-05i,0.001209-0.0012347i,0.0012457-0.00093359i,0.0010786-0.0012748i,0.00035474-0.001277i,-0.0002903+7.7036e-05i,-0.00012601+0.00081817i,0.00055626+0.00044026i,0.00069963+0.00015844i,0.00064636+0.00090181i,0.00022002+0.0010238i,-0.00022993+0.00013901i,-0.00039739-0.00024519i,-0.00061223+0.00081398i,-4.0555e-05+0.0010757i,0.00019142+0.00021164i,-0.00046832-0.00020774i,-0.00049994-0.00029399i
-0.0018255+0.00018773i,-0.0021319+0.0014753i,-0.001524+0.0023902i,0.00015357+0.0020063i,0.0011873+0.0013229i,0.0015357+0.00097969i,0.0015177+0.00063096i,0.00073593+0.00020656i,-0.00027465-0.00031981i,-0.00057713-0.00010924i,-0.00036601+0.00040026i,4.652e-05+0.00070512i,0.00053878+0.00098153i,0.00061635+0.00065322i,0.0006301+0.00050686i,0.0002141+0.0004308i,-8.5e-05+0.00020301i,0.0002988+0.0010613i,0.00069361+0.0011443i,0.00050798+0.00025977i,0.00035405+2.3686e-05i,0.00015047+0.00021487i,-0.00028364+0.00036895i
0.00024544-0.00065324i,0.00039424-0.00019769i,4.9418e-05+0.00010868i,-1.2074e-05+0.00020031i,0.00046722+0.00050905i,0.0004707+0.0001999i,0.00014913+0.00022459i,-7.0829e-05+0.00024892i,-0.0003906-0.00053549i,-0.0005734-0.00092392i,-0.00065839-0.0014468i,-0.00094887-0.0012951i,-0.001502-0.00071239i,-0.0011551-0.00019907i,-0.00062488+0.00035791i,5.8557e-05+0.00047336i,0.00083823+0.00066768i,5.3481e-06+0.0006758i,-0.0012621+0.00084036i,-0.0012338+0.00089107i,-0.0002313-0.00032112i,-8.5917e-05-0.00063638i,-0.00058643+3.3593e-05i
0.00076547-0.0010528i,-0.00071965-0.00082373i,-0.001077-0.0017126i,-0.00067275-0.0018171i,-0.00084813-0.0013201i,-0.0011364-0.00093486i,-0.00074441+2.9504e-05i,0.00011696+0.00017262i,0.00062678-0.000461i,2.8827e-05-0.00082605i,-0.00022829-0.00015015i,0.00029519+0.00043959i,0.00056281+0.0005714i,0.00024062+0.00075247i,0.00032027+0.00082313i,0.00022558+0.00071326i,-0.00051271+0.00050769i,-0.00058258-1.9226e-05i,-4.0241e-05-0.00080936i,0.00049534-0.00090328i,0.00072082-0.00046665i,0.0003667+0.00048267i,4.7058e-05+0.00049171i
-0.00035845+0.00063486i,0.00067952+0.00057974i,0.0020847+0.001694i,0.0016847+0.0013683i,0.00084012-7.7507e-05i,0.00074703-0.00041251i,0.00036636-0.00035365i,-0.0005159-0.00078367i,-0.000342-0.00090703i,3.9441e-05-0.00013568i,-2.6612e-05+0.00032226i,3.0904e-05+0.00065511i,-0.00062676+0.00035364i,-0.0010811-0.00056506i,-0.00059537-9.1061e-05i,-0.00051212+0.00043886i,-0.00069338+0.0002216i,5.8078e-05-0.00035282i,0.00053535-0.00017026i,0.00024146-0.00022393i,-0.00018013-0.0005794i,-3.4737e-05-0.00025796i,-4.5776e-05-0.00010546i
0.00040403-0.0017791i,-0.0011011-0.0011166i,-0.0024618-0.0018276i,-0.0026909-0.0020359i,-0.0025575-0.00079297i,-0.0008674+0.00046992i,0.00091008+0.00086228i,0.001782+0.00030547i,0.0018465-0.00057575i,0.0007124-0.0012824i,0.000427-0.0010738i,0.00036978+0.00052668i,-0.00011237+0.001537i,-0.00029632+0.0004877i,-0.00054696-0.00040023i,-0.00046061-0.00011991i,4.7337e-05+0.00027643i,0.00053126+0.000184i,0.00030195+4.0081e-05i,-0.0003691+0.00026832i,0.00012317-0.00019382i,0.00088986-0.00055395i,0.0002202+0.00016659i
0.00082842-0.0021295i,-0.00013882-0.0011137i,1.8877e-05-0.0002477i,4.7343e-05+5.5253e-05i,-0.00077908+6.0823e-05i,-0.00057665-0.00031467i,-0.00046525-0.00093112i,2.1985e-05-0.0014364i,-0.00010474-0.0013228i,-0.00075979-0.0011909i,-0.00033601-0.001138i,-0.00052556-0.00012781i,-0.00053003+0.00070004i,-0.00022986+0.00020407i,-3.2826e-05-0.00050842i,5.7446e-05-0.00064481i,0.00028791-0.00016319i,0.0003013-0.00044955i,-0.0001884-0.00033053i,-0.00015272+0.00069259i,-8.186e-05+0.0011952i,-0.00046433+0.00123i,-0.00092659+0.0016649i
-0.0014367-0.00044359i,-0.001954+0.0001924i,-0.0014593+0.00072163i,-0.0012562+0.00050776i,-0.00021587+0.0008516i,0.0010422+0.00091958i,0.00018408+0.00075695i,-0.00099705+0.00045395i,-0.00057339+3.3775e-06i,0.00031954-0.00063159i,0.00030027-0.00074831i,3.0303e-05+0.00049166i,0.00026835+0.00097857i,0.00051121+0.00079304i,0.00052645+0.0010341i,0.000612+0.00072257i,0.00042977+0.00051492i,0.00052054+0.00091005i,0.00063384+0.0013981i,-2.1073e-05+0.0010755i,-0.00082316+0.00025446i,-0.00068937-0.00033496i,0.00018601-0.0005401i
0.00045213+0.0012646i,0.0015681-0.00035902i,0.0023142-0.00157i,0.0023977-0.0015319i,0.0015331-0.0014132i,-0.000174-0.0020559i,-0.0012508-0.0021222i,-0.0016847-0.0019045i,-0.00068639-0.0014932i,-0.00011121-0.00058539i,-0.00042102-0.0008981i,-0.00015609-0.00063991i,0.00012912+0.00032405i,0.00026928-0.00037639i,0.00013691-0.00059742i,0.00013727-0.00028535i,0.00066553+4.1781e-06i,0.00091363+0.0002163i,1.063e-06+0.00044873i,-0.0011858+0.00037027i,-0.0011167+0.00016746i,-0.0003892+4.1006e-06i,0.00042247+0.00035488i
0.00016485+0.00056464i,-0.00073685+0.0016098i,-0.0015459+0.0017394i,-0.0016213+0.0016896i,-0.0015134+0.0017122i,-0.0010167+0.00087725i,3.3723e-05-8.8977e-05i,0.00044696-0.00064969i,0.00032673-0.0013764i,-0.00010931-0.0018966i,0.00037583-0.0017448i,0.0010334-0.00071688i,-4.382e-05-0.00010305i,-0.00059381-0.00010098i,0.00032609+0.00052908i,0.00036098+7.0617e-05i,-0.00039492-0.00070524i,-0.00026608-0.00040147i,0.00016468-0.00012261i,-4.0206e-05-0.00029482i,-3.0221e-05-0.00051196i,0.00044673-0.00020344i,0.00065766-0.00017011i
-0.0013236+0.00031949i,-2.265e-05-0.0010411i,0.00070328-0.00078763i,0.00065349+7.8345e-05i,0.00035787+0.00020279i,0.00046945-0.00013848i,0.00031792-0.00053648i,-0.00040544-0.00032749i,-0.00077982+0.00011576i,-0.00057745-0.00027127i,-0.00035106-0.0011681i,-0.00032205-0.0014688i,0.00012228-0.0010866i,0.00017303-0.00042243i,-0.00027353+0.0008234i,-0.00068973+0.0012751i,-0.0011418+0.0008631i,-0.0012333+0.00074533i,-0.00082469+0.00095165i,-0.00023983+0.00066146i,-0.00043775+0.00038144i,-0.0006662+0.00038898i,-0.0004793+0.00049101i
-0.00020859-0.00043446i,-0.00069992-0.00012586i,-0.00072762+0.00030115i,-0.00088016+0.00098708i,-0.0011434+0.0006788i,-0.00076342+0.00015201i,-4.2367e-05-0.00022189i,-0.00011839-0.00060487i,2.5558e-05-0.00071732i,0.00020878-0.00039026i,0.00070739-6.1985e-06i,0.0010879+8.6315e-06i,0.00070245-0.00013993i,0.00083796+0.00036222i,0.00023003+0.00093644i,-0.00063603+8.456e-05i,-0.00041235-0.00084329i,-0.00024387-0.00041858i,7.5666e-05+0.00039654i,4.2234e-05+0.00059001i,-0.00025431-2.572e-05i,-7.7537e-05-0.00069964i,0.00071954+0.00024853i
-0.00049248-0.00075981i,-0.00051596+0.00025498i,-0.0010092+0.00058972i,-0.00057005+0.0013342i,0.00099162+0.0014558i,0.0009142+4.1305e-05i,-0.00021736-0.00080568i,-0.00014741-0.0001988i,0.00032308-0.0002553i,0.00023383-0.00065279i,0.00055926-0.00016284i,0.0007594-0.00026248i,2.251e-05-0.00088096i,-0.00042671-0.00077392i,-0.00036279+0.00021004i,0.00015571+0.0009336i,0.00076206+0.0014078i,0.00022814+0.0019375i,0.00010154+0.001267i,-2.7637e-05-0.00015804i,-0.00035907-0.00026531i,0.00076908-0.00012016i,0.0012747-0.00052678i
-0.00021691+0.00037121i,-0.0012765+0.00083006i,-0.0025168+0.00038664i,-0.0014986+0.00025015i,-0.00049468+0.00058407i,-0.00016864+0.000621i,0.00044359+6.5848e-05i,0.00032476-0.00083234i,-0.00042059-0.0010146i,-0.0008714-0.00079313i,-0.00037961-0.00074387i,0.00064337-0.0002152i,0.00070634-8.0839e-05i,0.00020679-0.00014833i,-7.6658e-05+0.00026526i,-0.00010541+0.00028684i,5.7418e-06+0.00038836i,-2.1947e-05-0.00012409i,5.2657e-05-0.00023641i,-0.00010891+0.00011042i,-0.00060612+3.4975e-05i,-0.00090911+0.00044323i,-0.00046352+0.00089545i
-0.0012912-0.0011294i,-0.00035349-0.0013575i,-0.00036353-0.0013952i,-0.00081261-0.00068483i,0.0002458-1.7941e-05i,0.0010821-0.00011531i,0.00043786+0.00069547i,-0.00020791+0.00076139i,-0.00040387-0.00093108i,0.00025281-0.0013843i,0.0010371-0.00057939i,0.00054352-0.00088563i,-0.00020262-0.0009513i,-0.00037212-0.00065507i,-2.4221e-05-0.00093793i,0.00083114-0.00048757i,0.0014342+0.0004316i,0.0010938+0.00093553i,0.00029988+0.0010029i,0.00059863+0.0010308i,0.00038428+0.00055811i,0.0002771+0.00035569i,0.00059653+0.00092914i
-0.0026282+0.00070667i,-0.00060549+0.0014768i,0.0004562+0.0023033i,-2.6695e-05+0.0023777i,-8.5236e-05+0.0012156i,0.0004365+0.00017835i,0.00027996-0.00014601i,-9.354e-05-0.00047936i,7.9309e-05-0.00033654i,-0.00016114-0.000859i,-0.00060678-0.00065895i,-0.00149+8.5591e-05i,-0.0018034+0.00058954i,-0.0013379+0.00061431i,-0.00092842+2.9741e-07i,-0.00041343-0.00051816i,-5.3381e-05-0.00058805i,0.0006785-0.00044448i,0.0016843-0.00015865i,0.001203+0.0002983i,0.00061481+0.00073366i,0.0011546+0.00022528i,0.0011898+0.00020189i
-0.0020405+0.00048041i,-0.0026977+0.00083817i,-0.0016089+0.00049918i,0.00014875+0.0001532i,0.00065261+0.00073815i,-0.00016724+0.00027599i,-0.00032049-0.0010996i,-0.00010202-0.0011048i,-0.0010328-0.00016909i,-0.00065762+2.4081e-05i,0.00019589+0.00011268i,0.00052491+0.00018857i,0.00042696-0.0007106i,0.00017784-0.0011515i,-9.9799e-05-0.00053164i,-0.00029142-0.00031603i,-0.00043573-3.0599e-05i,-0.0004762+0.00052827i,-0.00035852+2.7332e-05i,3.3608e-05-0.00074083i,7.4541e-05-0.00046551i,6.6763e-05-0.00020956i,-0.00051269-0.00051172i
-0.00092726-0.00057942i,-0.0012559+0.00037085i,-0.0012887+0.001301i,-0.0010048+0.0023574i,0.00021857+0.0017768i,0.00061567+0.00053296i,0.00058834+0.00033966i,0.00083487+0.00022427i,0.00029862-0.00062751i,0.00013143-0.00092958i,0.00058069-0.00016254i,0.00018829+0.00058844i,-8.0861e-05+0.00045291i,0.00080429+0.00065565i,0.00068877+0.00085679i,0.00038015+0.00060067i,0.0002839-0.00013637i,0.00018975-0.00016953i,1.6161e-05+0.0001596i,8.6107e-05-0.00041276i,-7.1047e-05-0.00017521i,-0.00026869+0.00054372i,-3.862e-05+0.00059521i
-0.0014346+0.00025116i,-0.001504-0.00015526i,-0.00073672-4.2683e-05i,-0.00074775-0.00034375i,-0.00042634+0.00029475i,-0.00019874+0.00046239i,-0.00022776-0.00039166i,-1.2298e-05-0.00096877i,0.00018109-0.00067129i,-5.4933e-05-4.7422e-05i,0.00023213-1.3111e-05i,0.0010683+0.00034629i,0.00094877+0.00061159i,8.0205e-05+0.00015325i,-0.00044533-3.4488e-05i,-0.00085477+0.00015134i,-0.00058428+0.00036088i,-0.00015672+0.00032464i,-0.00060476-0.00052978i,-0.00047093-0.00079496i,0.00051053-7.1356e-05i,0.00086823+0.00014848i,0.0004944+0.00022717i
-0.0004586+0.00044254i,-0.00037794-0.00025845i,0.00025663-0.00037666i,0.00089251-0.0002109i,0.0016804-0.00045265i,0.0019532-0.00073959i,0.0016173-0.00085631i,0.00076116-0.00061672i,9.8524e-05-0.0009199i,0.00054639-0.00069108i,0.00016403+0.00058247i,-0.000752+0.0011183i,-0.00012922+0.00076946i,-5.1913e-05-0.00014877i,-0.00035894-0.00029929i,-9.4487e-05-0.00011565i,-6.3528e-05-6.2384e-05i,0.00024166+0.00029669i,0.00012906-0.00014948i,-0.00038236+4.0964e-05i,-0.0001177+0.00047724i,0.00035025-0.00018118i,0.00045618-0.00093644i
0.0013391-0.00091343i,0.0026133-0.00036475i,0.0036873+0.0012769i,0.0034869+0.0015178i,0.0027743+0.00094474i,0.001915+3.2902e-06i,0.00085296-0.00072597i,-0.00011351-0.00090685i,-0.00025979-0.00039248i,0.00028875-0.00048793i,-0.00017734-0.00078366i,-0.00051971-0.001023i,2.6987e-05-0.0010155i,0.00057461-0.00022823i,0.00053193+8.4741e-05i,0.00037058+0.00026522i,0.0003337+0.00015594i,0.00017916+6.47e-05i,-7.9594e-05+0.00029097i,8.386e-05-5.2248e-05i,-9.8247e-05-0.00019379i,-0.00033464-0.00050829i,0.00011757-0.00067976i
0.00043731-1.0724e-06i,0.00010691-0.00036174i,0.00023694-0.00096802i,-0.0005402-0.0010975i,-0.0012823-0.00068716i,-0.0013416-0.00022681i,-0.00076738+1.2679e-05i,7.5448e-05-0.00040683i,0.00039765-0.0014854i,9.9259e-05-0.001528i,-0.00025786-0.00085i,-0.00071531+8.9196e-05i,-0.00094882+0.00079682i,-0.00066597+0.0004655i,-0.00066912-8.0717e-05i,-9.4908e-05-0.00028801i,-9.8311e-05-0.00033656i,-0.00035721+0.00031573i,-0.00052123+0.00065692i,-0.00068433+0.00056877i,-0.00085407+0.00040703i,-0.0007063-3.6433e-06i,-0.00038869-6.2246e-05i
0.00063329-0.0012223i,0.00033695-0.0021928i,-0.00042604-0.0018069i,-0.00048784-0.0018404i,0.00045337-0.002024i,-0.00020961-0.0010901i,-0.00066009-0.00020413i,-0.0007607+0.00010405i,-0.0011093+0.00030676i,-0.00017582+0.00030565i,0.00074458+0.00031222i,0.00024931+0.00059068i,-0.00024284+0.00031509i,-0.00060345-0.00051047i,9.5595e-05+0.00034856i,0.0011042+0.00097073i,0.001464+9.1425e-05i,0.00084326-0.00024371i,-0.00036757-0.00061944i,-0.00023323-0.00028053i,0.00054735+6.1814e-05i,0.00070653-0.00024674i,0.00084823+3.3763e-05i
-0.0015751-0.00080602i,-0.0011573+0.001199i,-0.0014695+0.0019807i,-0.00067888+0.0026738i,0.0005234+0.0031252i,0.0011665+0.0023364i,0.0013686+0.001312i,0.00029989+0.00019248i,-0.00096263-0.00092577i,-0.0012516-0.00067179i,-0.00049659+0.00086143i,0.0003407+0.0012621i,0.00094283+0.00046554i,0.0012896+0.00023876i,0.00060208+1.5415e-05i,0.00017557-0.00079259i,0.00098792-0.0012084i,0.00080322-0.0011616i,0.0001044-0.00092302i,-0.00016664-0.00056357i,-0.00042157-0.00034935i,-0.00043143+0.00054855i,-0.00056469+0.00096872i
-0.00084579-0.0021909i,-0.0014594-0.0030047i,-0.0029132-0.0020227i,-0.0032047-0.00057149i,-0.0016421+0.0011128i,-0.00016206+0.0013346i,0.00089215-0.00013052i,0.0012092-0.001319i,0.00035162-0.0013565i,-0.00073139-0.00062885i,-0.0013371-5.684e-05i,-0.0010372+0.00048372i,-0.0009252+0.00031793i,-0.00074108+0.00019821i,-0.00012212+0.00036973i,1.4231e-05-2.9705e-05i,0.00012425-0.00032203i,0.00060462-4.3771e-05i,0.00050061+0.00043817i,-0.00019243+9.5014e-05i,-0.00071294+1.3752e-05i,-0.00041893+0.00017357i,0.00027428+0.00036983i
6.8054e-05+0.00021735i,0.001289+0.0005427i,0.0023078+0.0014685i,0.002803+0.00076887i,0.0020341-0.00052393i,0.0015838-0.00097768i,0.00096579-0.00065959i,0.00012501-0.00040933i,0.00037151-9.1977e-05i,0.00028574+0.00056797i,-0.00043188+0.0009062i,-0.00028742+0.0009216i,-0.00022551+0.00053905i,0.00019287+0.00019855i,9.5837e-05+0.00053297i,-0.00030839+0.00028614i,-0.00018003-5.4187e-05i,-0.00026904+4.8563e-05i,-0.00048655-0.00021912i,-0.00015452-0.00041922i,0.00038989-9.6646e-05i,4.6245e-05+5.2319e-05i,0.00011267-0.00014211i
-0.00083084-0.0012365i,-0.0017511+8.4125e-05i,-0.0022911+0.00098966i,-0.0017986+0.00043027i,-0.0011169+0.00053649i,-0.0002118+0.00056506i,0.0007317+0.00028016i,0.00069571-0.00015474i,0.00054212-0.0009631i,0.00020584-0.0012933i,-0.00071811-0.0011748i,-0.00051211-0.00016563i,-0.00017996+7.7158e-06i,0.00019557-0.00083864i,0.00027004-0.00072084i,9.0876e-05-0.00021133i,-0.00017153+8.8787e-05i,-6.6177e-05-0.0011714i,0.00035123-0.0012349i,1.6516e-05-0.00039185i,0.00025439+1.3609e-05i,0.00059197+0.00024294i,0.00086872-0.00022308i
