0.0015505+0.0013313i,0.0011975+0.0015594i,-8.2261e-05+0.00016036i,-0.00080704-0.001437i,-0.0017748-0.001152i,-0.0026828+0.0010747i,-0.0015357+0.0029141i,0.00059332+0.0026693i,0.0020637+0.00091295i,0.001507-0.0007798i,0.00064631-0.0011669i,0.00052355-0.00049219i,0.00085905+0.00015366i,0.00078035-4.1395e-05i,0.00059789-0.00013553i,0.00086461+0.00033625i,0.00091349+0.00057049i,0.00059837+0.00043908i,0.0003967+0.00044612i,0.0006889+0.00048776i,0.00066548+0.00078307i,-0.00024596+0.00091122i,7.2606e-06+0.00085247i
0.0010544-0.00026927i,0.00042966-0.0001374i,-0.0006708+8.0247e-05i,-0.00028178-0.00061473i,0.00065472-0.00052922i,-0.00010251+0.00033662i,-0.00017598+0.00013105i,0.00075219+0.00041945i,0.0012367+0.00044985i,0.0013224-0.00015475i,0.0011851-0.00045044i,0.0015263-0.00066347i,0.0016975-0.00093164i,0.0011054-0.00052738i,0.00038195-0.00021574i,0.000422-0.0002871i,0.00035747+0.0004173i,0.00023797+0.00076991i,-6.6605e-05+0.00045099i,-0.00041633+0.00034428i,-0.00053732-9.0511e-05i,0.00013769-0.00076599i,0.0010987+8.7498e-05i
-0.00014997+0.0006979i,-0.00047615-0.0008161i,-0.00042241-0.0011918i,-0.00067636-0.00019357i,-0.00053532+0.00079683i,0.00015353+0.0011254i,0.001252+0.00072148i,0.0020136+0.000496i,0.0023104+0.00062173i,0.0016658+0.00042817i,0.00074877-0.00014626i,3.25e-05-0.0010175i,0.00028228-0.0013885i,0.00010868-0.0011447i,-0.00014941-0.00052417i,-0.00016452+0.00011493i,0.00039451+0.0002059i,0.00082992+0.00017357i,0.00055481-1.9449e-05i,0.0003657-0.00029098i,-0.00010208-0.00014863i,-0.00026306-0.00055769i,0.0001075-0.001842i
0.001092-0.00051976i,0.0010523+0.00024481i,0.00069767-6.2643e-05i,-0.00029836-0.0005076i,-0.00035513+0.00016524i,0.0001424+0.00054743i,0.00058538+0.0010189i,0.0016289+0.0011919i,0.0019321+0.00078472i,0.0011964+0.00022566i,0.00077207-0.00029149i,6.3102e-05-0.0003221i,0.00034128-0.00013278i,0.001165+6.3368e-05i,0.0010626-5.1259e-05i,0.00074816-0.00037174i,0.00076921-0.00034998i,0.00031526-0.00022376i,-0.00070091-0.00037128i,-0.00027033-0.00017907i,0.0014117+0.0002257i,0.0013729+0.00041123i,0.00011839+0.00032405i
-9.1831e-05+0.0002163i,-0.00021531+0.00070785i,-0.00076641+0.00062256i,-0.00032704+0.00014909i,0.00045258+0.00018586i,0.00088761-0.00060206i,0.00097667-0.0010882i,0.0012125-0.00030813i,0.0011835+9.994e-05i,0.00082101+0.00020943i,0.00053694+0.00010563i,0.00041823-0.00047161i,-0.00025717-0.00055246i,-0.00073646-0.00030077i,-0.0003799+0.00039956i,0.00023905+0.00029547i,0.00094556+1.744e-05i,0.0011547+0.00046012i,0.0010807+0.0011253i,0.0010329+0.0013894i,0.00075072+0.00084775i,0.00071671+0.00036491i,0.00064087+0.00061578i
0.00067161-0.0010902i,0.00071687-0.00066574i,0.00011107-0.0010189i,-0.00030216-0.00077243i,-0.00095751+0.00048762i,-0.00063533+0.00092187i,0.00081162+0.00064302i,0.00099767+0.00044655i,0.0008611+0.00040663i,0.00041982+6.5811e-05i,9.19e-05-0.00052503i,0.0012049-0.00031795i,0.0014183-5.1917e-05i,5.7144e-05-0.00046087i,-0.00050269-0.00045768i,-7.6042e-05-8.8727e-05i,0.00051941+0.00010287i,0.00080874+3.7654e-05i,0.00010135+1.42e-05i,-0.00045247-0.00071064i,2.8826e-05-0.00057375i,0.00077835+5.5038e-05i,0.00099795-2.1088e-06i
-0.00035907+0.00080311i,-0.00047699+0.0013464i,-0.00045511+0.0016712i,-0.00090364+0.0016516i,-0.00064725+0.0013769i,0.00062379+0.0014603i,0.00096104+0.0010917i,0.0011043+0.0006403i,0.0014407+0.00081082i,0.00088045+0.00039523i,0.00044191-1.6262e-05i,0.00045625-0.0004967i,0.00036958-0.00096786i,0.00047301-0.00031726i,0.00077713+0.00015326i,0.00065021-9.8686e-05i,0.00010532+0.00021295i,-0.00034582+0.00022007i,-0.00047351-0.00037579i,-0.00046769+0.00015299i,-0.00016048+0.0011809i,-0.00059354+0.00098107i,-0.0012641+0.00035797i
-0.00012015-0.00039474i,-4.1744e-05-0.00033i,0.00059486-0.00076451i,0.00081994+5.5367e-05i,0.00047174+0.0011156i,0.00083455+0.00086065i,0.00089216+0.00093021i,0.00078809+0.0011094i,0.0013181+0.00068559i,0.0017811+0.00027954i,0.0012614+0.00024658i,0.00039657+5.5058e-06i,0.00057314-0.00016127i,0.00034006-8.631e-05i,0.0001515+1.6481e-05i,0.00024509+0.0002099i,0.00028811+0.00072599i,0.00016051+0.00089673i,-5.1196e-05+0.00076046i,-0.00012806+0.00067733i,-0.00019242+0.00074706i,-0.0002936+0.00011483i,-0.00017295-0.00056497i
-0.00094181+0.0016376i,-0.00029181-4.7428e-05i,0.00069332+0.00016741i,0.0015986-1.5059e-06i,0.001328-0.0015782i,0.0004153-0.0019791i,0.00076034-0.00045801i,0.0010957+0.0010162i,0.0013088+0.00099887i,0.00088024+7.7699e-05i,0.00067705-0.00021483i,0.00077837-0.00010151i,0.00071747-0.00020568i,-9.9137e-05-0.0002658i,-0.00030079-0.00046495i,-0.00011938-0.00059546i,-9.788e-05-0.00016861i,-0.00015572+0.00011382i,-7.6722e-05+0.00045566i,2.8925e-05+0.00019028i,0.00027285-0.00049907i,0.00042929-0.00011579i,-0.00028377+0.00079424i
-0.00090098-0.0023382i,-0.00061382-0.0013502i,-0.0016919-0.00037573i,-0.0016589+0.00078486i,-0.00019929+0.0017901i,0.0010593+0.0018238i,0.0013605+0.001029i,0.0014006+7.2728e-05i,0.0010909+7.0613e-05i,0.00038849-0.0006224i,0.00014431-0.0012923i,0.00025826-0.00054322i,0.00056655-0.00012892i,0.00067631+0.00051285i,5.1154e-05+0.00074345i,0.00039787-0.0002079i,0.0006663+1.5618e-05i,-1.3004e-05+0.00019221i,0.00056349-0.00033093i,0.0013468-0.00029644i,0.0013421+0.00031387i,0.00086577+0.00030745i,0.00069322+6.6614e-05i
0.00053179+0.0010736i,8.2308e-05+0.0012856i,-0.00043219+3.873e-05i,-0.00019752-0.00057839i,-1.6771e-05-0.00024361i,0.00016216+0.00051478i,1.9655e-05+0.00046609i,0.00046759-0.00019486i,0.0012472-7.7964e-06i,0.0012174+0.00013219i,0.00096478-0.00083768i,0.00050967-0.001452i,5.2418e-05-0.001515i,-0.0001411-0.00077806i,-0.00013286+0.00017285i,-0.00019542+0.00011945i,-0.00018115+0.00057343i,0.00039058+0.0010145i,0.00025164+0.00030464i,-0.00076248-0.00073426i,0.00017641-0.0005181i,0.00051863-0.00016324i,-8.3697e-05-0.00040083i
-0.00033594+0.00074867i,-9.5278e-05+0.0012265i,0.00022769+0.0011451i,0.00014543+0.00069829i,0.00044489+0.0001488i,0.00094189-0.00034928i,0.00051028-8.859e-05i,0.00065192+0.00088802i,0.0011959+0.00071051i,0.00087596+0.00056202i,0.00034218+0.00040887i,0.0008+0.00039212i,0.00072194+0.00010559i,0.00013392-0.0007638i,-0.00024552-0.00063367i,-0.00018017+0.00014913i,0.00036224+0.00050987i,8.9521e-05+0.00040236i,-0.00059495+0.00065362i,-0.00015207+0.00062124i,0.00097782+0.00058599i,0.0011076+0.00019127i,0.00043373-0.00014081i
-0.00023798-0.00041078i,4.1613e-05-0.00044514i,-0.00023936-0.00027838i,-0.00056278+0.00091719i,-0.00072733+0.0011081i,-0.00024342+0.0006488i,0.00037495+0.0010711i,0.0013274+0.00098952i,0.0021801+0.00049349i,0.00097948+6.1409e-05i,-0.00018333-0.00085096i,-1.5859e-05-0.0011697i,0.00079053-0.0003509i,0.00071396+0.00057213i,-0.00016357+0.00056769i,-0.00025341+0.00065745i,5.6386e-06+0.00089795i,-0.00013046+0.00020247i,3.1142e-05-0.00084301i,0.00033864-0.00095587i,-9.8028e-05-0.00060974i,-0.00084929-0.00032093i,-0.0007238-2.4412e-05i
0.0014701-0.00035754i,0.0018007-1.5955e-05i,0.0012636+0.00011929i,0.00071165+0.00046966i,0.00024202+0.00097664i,0.00036196+0.0010781i,0.00080558+0.0011675i,0.0013579+0.00074603i,0.0018485-5.9248e-07i,0.0016244-0.00038178i,0.0010001-0.0010053i,0.0011683-0.001476i,0.00087841-0.00047877i,2.7183e-05-9.8061e-05i,6.5645e-05-0.00049494i,-0.00011637-0.00063708i,-0.00034951-0.00050961i,3.6492e-05-3.7635e-05i,0.00048673+5.5384e-05i,0.00053576-0.00081222i,0.00035074-0.00085572i,0.00013888-0.00021424i,3.6024e-05-0.00018287i
-0.0013555-3.0323e-05i,-0.0014059+0.00045157i,-0.00072595+0.0013122i,0.00018633+0.0012687i,0.00083158+9.0185e-05i,0.0015107-0.0001985i,0.0013387+0.00025693i,0.00074811+0.0008162i,-6.8247e-05+0.0011111i,0.00020275+0.0012886i,0.00020021+0.00042166i,-5.4325e-05-0.00053124i,-5.5854e-05-0.00050583i,-0.00026725-0.00015743i,0.00050978-0.00013416i,0.0013864-0.00040919i,0.0013627-0.00039702i,0.00031154-0.00028413i,-0.00026712-0.00065928i,-0.00034181-0.00071683i,-0.00033506-0.00080879i,0.00031856-0.00064287i,0.00043362-8.3336e-06i
-1.4326e-05-0.0022223i,-0.0010409-0.0011125i,-0.0024651-0.0010938i,-0.0025561-0.00053245i,-0.0017722-0.00041657i,0.0001251+0.00030997i,0.00080848+0.0020792i,0.0011432+0.0010254i,0.0014377-0.0002516i,0.00064241-0.00023313i,0.00049576-0.0003145i,0.00038274-0.00068514i,9.0629e-05-0.0011059i,-0.00014397-0.00059755i,-0.00038527-0.00060703i,0.00033855-0.0013918i,0.00035914-0.0012161i,0.00025063-0.00070183i,0.00065784-0.00062449i,0.00040002-0.00046137i,-5.6273e-05-0.00011902i,3.6413e-05-0.00012723i,0.00029089-0.00012357i
0.00094128-0.0009993i,0.00022674-0.0010585i,0.00011621-0.00090892i,-0.00061618-0.00012647i,-0.0014252+0.00068431i,-0.00044625+0.00075536i,0.00074972+0.00011045i,0.0010525-0.000173i,0.00087274+0.00062785i,0.00069906+0.0011757i,0.000633+0.00050701i,0.00057667-0.00026351i,-0.00017475-0.00078819i,-0.00083475-0.00073501i,-4.6973e-05+0.00032075i,0.00029909+0.00063571i,3.6081e-05+0.00046547i,8.3967e-05+0.00042922i,0.00013741-1.0053e-05i,-0.00071885+0.000461i,-0.0011698+0.00050827i,-0.0011157+0.00017112i,-0.00036021+0.00091604i
-4.4196e-05-0.0013467i,0.00010477-0.00042494i,0.00016871+0.00024578i,-0.00073043-0.00036292i,-0.00091689-0.00011792i,-7.2481e-05+0.00047121i,0.0014835+0.00029787i,0.0021328+0.00012289i,0.0019945-0.00019344i,0.0016758+9.4242e-05i,0.00034808+0.00033701i,-0.00068814+5.4678e-05i,-0.00057801-0.00062258i,0.00023719-0.0011227i,0.001318-0.00049791i,0.0016411-9.2126e-05i,0.00086782-0.00054094i,0.00054414-0.00029927i,0.00055235+0.00038164i,0.00029601+0.0002392i,0.00038499-0.00043689i,0.00024992+1.0647e-05i,-0.00042549+0.00095147i
0.00021579-0.0015027i,-0.00097068-0.0016869i,-0.002537-0.0024413i,-0.0025074-0.002051i,-0.0017555-0.00031199i,-0.0013098+0.001038i,0.00052553+0.0012217i,0.0017695+0.00040037i,0.0018538-0.00039119i,0.0019205-0.00074765i,0.00077088-0.00069652i,0.00049088-0.00080075i,0.0012814-0.0012727i,0.00098039-0.00043292i,0.0004265+0.00022898i,0.00040179+0.00025006i,0.00021759+0.00051012i,0.00010417+0.00041173i,0.00061288-9.9458e-05i,0.0011233-0.0002007i,0.00061913-1.441e-05i,0.00025781+0.00025123i,2.2797e-05+0.00050613i
-0.0011108-0.0012993i,-0.00030465-0.00022844i,-0.00077499+0.00082512i,-0.0017616+0.001585i,-0.0013213+0.0013869i,-0.00049799+0.00098931i,0.00035077+0.00049592i,0.00062216-9.5722e-05i,3.2326e-06-0.00027392i,8.4333e-05-0.00020344i,0.00048344-0.00025686i,0.00077783-0.00023717i,0.00064494-6.2739e-05i,0.00050227-3.5157e-05i,0.00038811-0.00014225i,0.00056696-0.00024247i,-3.6646e-06+0.0003131i,-0.00036756+7.3384e-05i,-0.00029078-0.00029655i,-0.00066807-5.9046e-05i,-0.0004631-0.0004769i,-3.3815e-05-0.0007723i,0.00068551-0.00066308i
-1.3933e-05+0.00036728i,-4.1964e-05+0.00031342i,5.5379e-06-2.9396e-05i,0.00066157+7.8989e-05i,0.00099583-0.00030788i,0.00093194+0.00031125i,0.0012422+0.0011916i,0.0014157+0.0011813i,0.0015764+0.00040729i,0.0017767-0.00031939i,0.00090485-0.00023746i,0.00039053-0.00052619i,-0.00016479-0.00094612i,-0.00030177-0.0010834i,-0.00033436-0.0014638i,-0.00030503-0.0007245i,0.00026235+0.00026332i,-0.00026358+0.00068925i,-0.00070728+0.00047967i,-0.00065523-0.00062951i,-0.00085534-0.00085562i,-0.00056019-0.00020186i,0.00030564+1.7767e-05i
-1.9526e-05-0.0002918i,0.00049769+0.00031138i,0.0010277+0.00071664i,0.00078945+0.00087316i,0.00019608+0.0011971i,0.0006406+0.0017304i,0.001295+0.0017399i,0.00070173+0.00068446i,0.00032809-0.00018781i,0.00049257-0.00021253i,8.9926e-05-0.0002945i,0.00016428-0.0001498i,0.00068843-0.00010566i,0.0011522-0.00073756i,0.0011876-0.00066823i,-0.00016752-6.0434e-05i,4.9937e-05-0.00019634i,0.00062632-3.1652e-05i,3.8512e-05-0.00012784i,-0.00046235-9.613e-05i,-0.00028638-0.00045985i,-0.00034034-0.00019642i,-0.00058581+0.00019186i
0.00028784-0.00044782i,0.00096557-0.00068795i,0.0011251-0.0010822i,0.0001749-0.00069249i,-0.00031248-0.00048143i,0.00021072+0.00010492i,-4.9371e-05+0.0010467i,-0.00014569+0.0008655i,0.0002905+0.00016489i,0.00031152-0.00036588i,0.00050291-0.00094081i,0.00086982-0.0012484i,0.0011893-0.00080768i,0.00049471+0.00025769i,-0.00027718+0.00025159i,-0.00056633+0.00023666i,0.00024046+0.00062142i,0.0010015+0.00042361i,8.8197e-05+0.00053021i,-0.00039051+0.000689i,-0.00014268+0.0005592i,-0.0004254+0.00068874i,-0.00016193+0.00068992i
-0.00043807+0.00084818i,-0.00034714+0.0011996i,-3.0049e-05+0.0012045i,-0.00024346+0.00070267i,-0.00012685+0.0010416i,0.00072945+0.0015928i,0.001212+0.00033301i,0.0011653-6.147e-05i,0.0007222+0.00059436i,0.00040629+0.00021055i,0.001069-0.0007468i,0.001842-0.00041229i,0.0016221-0.00031195i,0.00099858-0.00027791i,0.00033473+3.4289e-05i,0.00061615-0.00021773i,0.00071934-0.00065908i,0.00025719-0.00051249i,0.0001154-0.00026774i,2.7075e-05-0.0004006i,-0.0002788-0.00032385i,0.00010765-0.00031775i,5.1755e-05+1.386e-05i
-0.0013611+0.002138i,-0.00025666+0.0018105i,0.00099847+0.0010858i,0.00056975+0.0017072i,0.00076788+0.0022613i,0.0011749+0.0016088i,0.00051954+0.001255i,0.0012906+0.0011004i,0.0021074+0.0014107i,0.001551+0.0011378i,0.00084355-0.00013748i,0.00064955-0.00095383i,0.00039232-0.0009104i,0.00019368-0.00037732i,-0.00019943-0.00038785i,-0.00041524-0.00060759i,-0.00034164-0.0010101i,0.00051216-0.0008464i,0.0008567+8.9016e-05i,0.0010382+0.00063103i,0.0013562+0.00023644i,0.0012406-0.00023502i,0.00049432-0.0002126i
0.00052006+0.0010604i,0.00043808+0.00065679i,-0.00037824-0.00063421i,-0.0001596-0.0010753i,0.00042836-0.00012418i,0.00081928+0.00057571i,0.0010925+0.001146i,0.001297+0.001092i,0.0005621+0.00047212i,0.00041218-0.00036721i,0.00014087-0.00043201i,-0.00026932+0.00011288i,-9.8257e-05+0.00016505i,0.00055574+0.00024026i,0.001262+0.00023995i,0.00077132-7.4389e-05i,0.00039356-0.00019541i,-1.9149e-05-0.00050737i,2.7252e-05-0.00028889i,0.00032436+0.00017652i,-0.00036251-0.00021356i,1.9375e-05-0.00050836i,0.00018259+0.00024059i
-0.00014933-0.00046857i,0.00026769-0.001051i,-0.001165-0.0014253i,-0.0027561-0.00048957i,-0.0024502+0.00061425i,-0.001722+0.00092292i,-0.00016249+0.00054141i,0.00076894+4.0697e-05i,0.0011259-0.00069389i,0.001106-0.00069106i,0.00065254-0.00012432i,0.00046645+0.00060117i,0.00091243+0.00021059i,0.00136-0.00016326i,0.0005535+0.00082813i,0.00024654+0.0013413i,0.00065654+0.00016923i,0.00040047-0.00059657i,0.0001751-2.6601e-05i,-9.2111e-06+0.0009973i,-0.00014999+0.00048119i,0.00023106-0.00041844i,0.00067677-0.00056223i
0.00093061-0.0014638i,0.00075624-0.0014558i,-9.2812e-05-0.0011617i,-0.00099127+0.00047069i,-0.00083035+0.00089425i,0.00054166+0.00080131i,0.0015614+0.00090147i,0.0015896+0.000413i,0.00097774+1.5242e-05i,3.419e-05+0.00086331i,-0.00035874+0.0015107i,0.00021119+0.0010889i,0.00040525+0.0004247i,0.00044128-0.00054396i,0.0010138-0.0001881i,0.00060066+0.00068982i,-0.00032719-7.181e-05i,6.8507e-06-0.00047328i,0.00047792-0.00045586i,0.00031957-0.0010521i,0.00020785-0.0011743i,-4.5314e-05-0.0008866i,-0.00067585-0.00077284i
0.00023609+0.001451i,0.00088223+0.00091973i,0.0012875+0.00012248i,0.0010282+0.00021298i,0.00084763+0.00031564i,0.00089673+0.00042031i,0.0012866+0.00065068i,0.0010055+0.0012507i,0.001048+0.0011781i,0.0017368+0.00036006i,0.0014884-0.00035609i,0.0005285-0.0011509i,-1.6931e-06-0.001298i,-0.00024844-0.00061569i,6.8543e-05-0.00067222i,0.00080785-0.00048461i,0.00059885-0.00020154i,0.00050593-0.00057301i,0.0011902-0.00095319i,0.00087352-0.00061158i,0.00028266+0.00024965i,0.00012067+0.0004273i,-0.00049858-0.00027701i
0.00011684+0.0018452i,-0.00036246+0.0016659i,-0.00011408+0.0013849i,0.00074292+0.00024793i,0.00080897-0.00025307i,0.0015304+0.00024078i,0.001287+0.00036613i,0.00092839+0.00072507i,0.0014265+0.00086063i,0.0013882+0.001255i,0.0012201+0.00074676i,0.00053471-1.305e-05i,-0.00010737-0.00067024i,-0.00011785-0.0010079i,7.2331e-05-0.0004201i,0.00020076-0.00023351i,0.00047364-8.1071e-05i,0.00061172+0.00046874i,0.00029464+0.00070047i,0.00011346+0.00028135i,-1.9068e-05-0.00012354i,-2.5375e-05+0.00028489i,-0.00027724+0.00022245i
0.00057603+0.0013648i,0.00024012+0.00023827i,-0.00060833+0.00038055i,-0.0007482+0.00037224i,-0.00016744-0.00026867i,-0.00030286+0.00033352i,1.2935e-05+0.00098643i,0.00044312+0.00094116i,0.00087559+0.00085051i,0.0012657+8.828e-05i,0.0012425-0.00043825i,0.00057609-0.00071612i,-0.00016187-0.00067772i,-0.00034097+0.00015988i,-0.00023512+0.00017952i,-0.0005677-0.0001088i,-0.00080968-0.00022402i,-0.00052443-0.00052363i,0.00014089-7.76e-05i,0.00024975-1.829e-05i,0.00023034-0.00062663i,0.00028696-0.00061388i,0.00024646+9.4883e-05i
0.00095175+0.0012108i,0.0014181-0.00029843i,0.0015389-0.00039335i,0.00065127-0.00071326i,-0.00072569-0.0011455i,-0.00088878-0.00028835i,3.5731e-05+0.00070063i,0.00093178+0.00077061i,0.0015665+0.00052387i,0.00093339+0.0006332i,0.00013125+0.00021348i,-0.00022945-0.00062422i,-0.00027692-0.00091875i,-0.00013579-0.0006514i,-0.00019643-9.0951e-05i,2.2272e-05+0.00024251i,0.00026074+0.00049922i,-0.00011967+5.1302e-05i,-0.00054372-0.00044118i,-0.00062797-0.00025859i,-0.00066801+0.00060453i,-0.00028008+0.00099217i,0.00050251+0.0007553i
-0.0012578+0.00091088i,-0.0010807+0.00030706i,-0.00056565+0.00029166i,0.00049611+0.000751i,0.00095879+0.00054084i,0.001518-4.7666e-05i,0.0015138+0.00012419i,0.00095001+0.00062478i,0.0010275+0.00045771i,0.0013333+2.5077e-05i,0.0005235+0.00012551i,-0.00035336-7.8467e-05i,0.00031764-0.00052366i,0.00081888-0.00094468i,0.0005057-0.00088805i,0.00029536-0.00040865i,0.00038228+4.2864e-06i,4.3832e-05+0.00038258i,-0.0003909+0.00081695i,-0.00044707+0.00059499i,-0.00063282+0.00054774i,-0.00029612+0.00083949i,0.00057801+0.0011506i
-0.001856+0.0017927i,-0.00092496+0.0030962i,-0.00068603+0.003888i,-0.00046534+0.0029739i,0.0003809+0.002384i,0.00079363+0.0014064i,0.00048619+0.00079997i,0.00044144+0.00036993i,7.3929e-05+0.00032866i,-5.8608e-05+0.0004307i,0.00047295+0.00016109i,0.00057631-0.00036553i,0.00013513-0.0013024i,-0.00045708-0.001281i,-0.00022734-0.0002049i,0.00023981+0.00027842i,0.00032769+0.00063562i,0.00028292+0.00063832i,0.00031667+0.00022139i,0.00011772+0.00021199i,-0.00011486+0.00017489i,-0.00023721-3.1258e-05i,1.5975e-06-0.00065864i
0.00045062-0.0004471i,0.0017139-0.00041349i,0.0013757-0.00076033i,0.00039984-0.0003767i,-0.00065217+0.00016206i,-0.00031246+0.00066718i,0.00038391+0.00082552i,0.00037556-0.0001691i,0.00071029-0.0010139i,0.00092769-0.0010157i,0.00088785-0.000785i,0.00017054-0.0006248i,-0.00084173-0.00080298i,-0.0013311+9.8181e-05i,-0.0008953+0.00058486i,-0.00045241+0.00046892i,-0.00011054+0.00060353i,0.00014807+0.00081581i,0.0006702+0.0010023i,0.0012554+0.00072225i,0.000708+0.00030599i,-0.00014537-0.0001668i,-0.00064869-8.9961e-06i
0.00059546-0.0009998i,0.00041298-0.00054454i,-3.6178e-05-0.000118i,-0.00022775-8.9071e-05i,-0.00023988+0.0001974i,0.00036671+0.00094353i,0.0012703+0.0012203i,0.0015104+0.0013325i,0.0010601+0.0011493i,0.00019189+0.0009586i,0.00016181+0.00041235i,0.0002269-0.00039133i,0.00032148-0.00065983i,0.00089901-0.00052445i,0.00072002-0.00028483i,0.0002072+0.0001328i,0.00059051+0.0002177i,0.00058296+0.00019301i,7.3069e-05+0.00028967i,-0.00022895-0.00032015i,-0.00037891-0.00066602i,-0.00032652-0.00085711i,-0.00016844-0.00076076i
-0.0012036-0.00011854i,-0.0011565+0.0011144i,-0.0012301+0.0018864i,-0.00079879+0.0013674i,-0.00017506+0.0019099i,-6.3179e-05+0.0019124i,0.00039693+0.0012921i,0.00038893+0.0014395i,0.0004238+0.0012994i,0.00098238+8.1394e-05i,0.0015461-0.00071123i,0.0016249+7.3967e-05i,0.00046816+2.0878e-05i,-0.00018097-0.0010487i,-0.00023628-0.0003579i,0.00027734+0.0008396i,0.00020681+0.00079439i,-0.00018454+0.00099264i,0.00023668+0.0011816i,0.00036833+0.00061252i,0.00073914+5.3711e-05i,0.00074789-0.00024627i,0.0002519-1.6007e-05i
4.1107e-05+0.00039891i,0.00054111-0.00117i,0.00068379-0.0012378i,0.00048982-0.00095318i,4.0303e-05-0.00045748i,-0.00091573+8.7727e-05i,-0.00022009+0.00029938i,0.00073787+0.00062513i,0.0016391+0.00078993i,0.0013543+0.00025797i,0.00022687-0.00065257i,0.00035244-0.00052507i,0.00042604-0.00038571i,-0.00028465-0.00066032i,-0.00071704-0.00025087i,-9.4512e-05-0.0002369i,0.00033298-3.9037e-05i,1.5923e-05+0.00013273i,-7.6891e-05+0.00030003i,3.5154e-05+0.00061645i,-0.00029952+0.00080637i,-0.00065557+0.00077092i,-0.00024547+0.00072309i
0.00012647+0.0019913i,-4.1286e-05+0.002061i,0.00023843+0.0011208i,0.00068054-0.00024357i,0.0017703-0.0011542i,0.0018104-0.00068307i,0.0017236+0.00033797i,0.0021977+0.00086775i,0.0017112+0.0013961i,0.00060194+0.00099426i,0.00064208-0.00012556i,0.00074493-0.00012847i,6.0219e-05-0.00022674i,-0.00057879-0.00062862i,4.462e-05-0.00071158i,0.0011167-0.00010308i,0.001072-0.00012066i,0.00040381+0.00011019i,-0.00025538+0.00012583i,-0.00080404-0.000823i,-0.00031983-0.00094671i,0.00029582-0.00079657i,0.00014861-0.0010495i
0.00060495+0.00092221i,0.00070216+0.0014485i,0.0012386+0.0009795i,9.4923e-05+0.0011643i,-0.001475+0.0012511i,-0.0014319+0.001163i,-0.00020023+0.001339i,0.0010072+0.0012513i,0.0019575+0.00054195i,0.0016322-0.00012537i,0.00084091-0.00082931i,0.00030563-0.00064272i,0.00024214-0.00013332i,0.00022459+0.00032644i,-0.00059762+0.00046813i,-0.001147-0.00017017i,-0.00054124+9.3845e-05i,0.0001497+0.00024071i,9.6205e-05+0.00037649i,-0.00051182+0.00059428i,-0.00054305-0.00011832i,-0.0003055-0.00017006i,-0.00064268-0.00032197i
0.0012531+0.00045953i,0.0013576+0.0014884i,0.0017401+0.0010508i,0.0013608-0.00011496i,0.00025549+0.00014241i,-0.00017864+0.00042981i,-2.401e-05+0.0003964i,0.00044532+0.0010002i,0.00063716+0.0012593i,0.00048198+0.00018962i,-6.4053e-05-0.00030357i,0.00017536-0.00018341i,0.00047569-0.00027455i,-3.9524e-05-0.0002896i,-6.8565e-05+9.069e-05i,7.4672e-05+3.3418e-05i,-1.4342e-05-0.00052898i,5.7757e-05-0.00048199i,0.00036768-0.00043392i,0.00043465-0.00079316i,-0.00015803-0.00053429i,-0.00012939-0.00049244i,0.00074025-0.00068676i
-0.0009151-0.00091448i,-9.965e-05-0.00071133i,-0.00025224-6.3005e-05i,-0.00034433+0.00021259i,-0.00024483+0.00073291i,0.00044337+0.00090525i,0.0016737+0.00039299i,0.0018646+5.0537e-05i,0.0012562+0.00087844i,0.000721+0.0016196i,0.0013957+0.00049404i,0.001619-0.0005791i,0.0013073-0.00093487i,0.00042533-0.00087687i,-0.00010704-0.00102i,0.00039912-0.00036474i,-3.0711e-05+0.00071948i,-0.00026319+0.00035151i,2.3416e-05+0.0003315i,7.7827e-05+0.00063662i,0.00056068+0.0003663i,0.00060009+0.00020641i,-4.0045e-05-0.0004089i
-0.00050596-0.0011767i,-0.0009525-0.00032134i,-0.001086-0.00020744i,-0.0014244-0.00014083i,-0.0016014+0.00047271i,-0.0011723+0.00090011i,-0.00061851+0.0016508i,0.00033132+0.0014831i,0.00044059+0.0005606i,0.00062937-0.00028326i,0.001549-8.5527e-05i,0.0018234-6.8901e-05i,0.0015887-0.00019785i,6.0691e-05-0.00012906i,-0.00085454-0.00039584i,2.7018e-05-0.00021488i,0.0003168+0.00050067i,-0.00034343+0.00080282i,-0.000219+0.00042239i,0.00030227-0.00017031i,0.00021817-0.00020206i,2.5907e-05+0.0002871i,-0.00065216+0.00023066i
0.0010212+0.00099461i,0.0019005+0.0010808i,0.0022606+0.0002764i,0.0014615-0.00038759i,0.00082918+0.00098428i,0.00080657+0.0015652i,0.00035734+0.0008605i,0.00029597+0.00089925i,0.00072804+0.00015648i,0.00083966-0.00061785i,0.00061625-0.00080956i,0.00083137-0.00070436i,0.00073217+0.00023739i,-0.00043855+0.00025554i,-0.00080837-0.0003365i,-0.00026318-0.00018181i,-0.00047869-0.00017446i,-0.00040118-0.00032958i,-0.00016971+0.000423i,-2.4306e-05+0.00078628i,0.00029129+0.00021056i,0.00025615-0.00016175i,0.00068716-0.00065759i
