0.00076075-0.00034503i,0.00073054-0.0012995i,0.00012916-0.002971i,-8.4379e-05-0.0038061i,-0.0007307-0.002238i,-0.00065791+0.00022739i,0.0013081+0.0013258i,0.0025849+0.00077399i,0.0023672+8.0449e-05i,0.0017232-0.001026i,0.0007902-0.0012534i,-0.00074477-0.00061502i,-0.0014446+0.00042447i,-0.00093268+0.0010817i,-0.00083241+0.00051018i,-0.00067324+3.9368e-06i,0.00013638-0.00011145i,0.00086045+4.0158e-05i,0.00038676-0.00017174i,-0.00014168-0.00010492i,-0.00022821+0.00031833i,-0.00052732+0.00027075i,-0.00086791-0.00024776i
-0.28796+0.050358i,-0.36747+0.14749i,-0.26576+0.22484i,-0.044662+0.22658i,0.14881+0.15817i,0.2563+0.056261i,0.24193-0.026452i,0.123-0.035068i,0.049232+0.023148i,0.066624+0.038118i,0.064614-0.011624i,0.027672-0.048079i,0.013505-0.054881i,0.012338-0.038919i,0.011992-0.0095235i,0.017845+0.000309i,0.016054-0.013145i,0.003368-0.026923i,-0.0084688-0.025625i,-0.0085956-0.014199i,0.002439-0.008894i,0.013138-0.013203i,0.014541-0.019393i
0.04708-0.12957i,0.050324-0.2142i,-0.052384-0.1854i,-0.18061-0.048511i,-0.20363+0.067614i,-0.1259+0.10673i,-0.0060448+0.073137i,0.074727-0.016158i,0.041352-0.077025i,-0.01854-0.046257i,-0.01238-0.0041326i,0.015526+0.0010543i,0.025634+0.00066581i,0.016136-0.00013994i,-0.0030507+0.0023037i,-0.012526+0.012188i,-0.010101+0.017683i,-0.002775+0.015246i,-0.0042488+0.0074934i,-0.01541+0.0038641i,-0.020583+0.0090439i,-0.019327+0.014119i,-0.016739+0.015871i
0.0094766+0.17641i,0.049551+0.27154i,0.090966+0.17796i,0.060915-0.041135i,-0.015447-0.10981i,-0.055193+0.0048176i,-0.067585+0.1255i,-0.053649+0.1675i,-0.020707+0.11526i,-0.037685+0.035671i,-0.078477+0.023447i,-0.089048+0.046621i,-0.080246+0.055247i,-0.051895+0.043372i,-0.027298+0.012586i,-0.022655-0.0085812i,-0.015625-0.010713i,-0.0028991-0.0084452i,0.0075063-0.0059924i,0.012861-0.0061155i,0.010957-0.0078907i,0.0049247-0.0058503i,-0.0029856-0.00090047i
-0.16977-0.37989i,-0.33972-0.51488i,-0.33784-0.415i,-0.12341-0.18223i,0.061353-0.050483i,0.075053-0.051445i,0.010656-0.098512i,-0.059693-0.10741i,-0.059589-0.034696i,0.02695+0.0083092i,0.08075-0.028476i,0.079496-0.058749i,0.072018-0.059596i,0.044618-0.044137i,0.016424-0.014844i,0.015699+0.0017328i,0.017956+0.0028305i,0.0098552+0.0019073i,0.0040562-0.00070116i,0.0045072-0.00031069i,0.010564+0.0064782i,0.025269+0.010458i,0.037353+0.0030016i
0.29186+0.0047475i,0.49946+0.088812i,0.52895+0.17392i,0.34572+0.17614i,0.1135+0.099015i,-0.025653+0.016916i,-0.026311-0.014944i,0.031413-0.039245i,0.02672-0.067724i,-0.012383-0.045358i,-0.015612+0.00035681i,-0.01127+0.028314i,-0.012817+0.040403i,-0.0053421+0.027596i,-0.001182+0.0031117i,-0.0078549-0.010202i,-0.017023-0.015236i,-0.021987-0.013623i,-0.024391-0.0035465i,-0.027649+0.0042101i,-0.031296+0.0041431i,-0.038634+0.0043793i,-0.042405+0.012999i
-0.21714+0.15368i,-0.38465+0.30171i,-0.36471+0.34178i,-0.1953+0.22228i,-0.06161+0.11908i,0.03649+0.14082i,0.099414+0.17661i,0.098029+0.13599i,0.064472+0.05824i,0.014177-0.011818i,-0.045888-0.050138i,-0.091731-0.055693i,-0.10491-0.031701i,-0.071731+0.0042624i,-0.023178+0.01392i,0.0013962+0.009295i,0.014029+0.017555i,0.025099+0.025919i,0.025072+0.022145i,0.020637+0.01233i,0.01465-0.00080493i,0.0020934-0.014947i,-0.010097-0.02648i
0.21346-0.32528i,0.18702-0.69716i,-0.042012-0.8127i,-0.22232-0.52852i,-0.16517-0.21326i,-0.042666-0.082162i,0.035492-0.048976i,0.073602-0.042327i,0.06363-0.017833i,0.071558+0.034391i,0.11402+0.043078i,0.13823+0.0094225i,0.12839-0.020123i,0.077735-0.029162i,0.022134-0.0021457i,0.00064742+0.027055i,-0.012944+0.026072i,-0.031746+0.018006i,-0.029499+0.011801i,-0.01229+0.0012488i,-0.0014838-0.0045111i,0.013718-0.0013536i,0.033532+0.0035385i
0.21755+0.32862i,0.37507+0.51685i,0.43429+0.51114i,0.34911+0.305i,0.20778+0.11549i,0.083227+0.036064i,-0.020019+0.028506i,-0.069918+0.048806i,-0.059049+0.03839i,-0.055412+0.0015802i,-0.071575+0.00055173i,-0.075064+0.026835i,-0.061169+0.036604i,-0.039519+0.024407i,-0.027869+0.0047943i,-0.022847-0.011141i,-0.012319-0.031216i,-0.0096206-0.052889i,-0.022081-0.049076i,-0.025786-0.023606i,-0.0086205-0.0050031i,0.003425-0.0016978i,-0.0051905-0.0013048i
-0.22111-0.093503i,-0.38269-0.057099i,-0.36687+0.044955i,-0.17483+0.10641i,-0.034308+0.1074i,-0.030133+0.10645i,-0.053229+0.10822i,-0.055112+0.083429i,-0.026527+0.054202i,0.015773+0.0032421i,0.018504-0.059972i,-0.0064116-0.07853i,-0.02073-0.051151i,-0.018172-0.017863i,-0.0092941-0.0088725i,-0.0084936-0.0096066i,-1.3171e-05+0.006726i,0.026029+0.013182i,0.036635-0.0039939i,0.020497-0.0094396i,0.0031871+0.0051499i,-0.0019546+0.01736i,0.0030075+0.015837i
0.16011-0.079791i,0.27677-0.28449i,0.2277-0.46308i,0.053764-0.40553i,-0.029766-0.22414i,0.02008-0.13625i,0.068861-0.12003i,0.088542-0.098045i,0.060015-0.065869i,0.023205+0.0076196i,0.045787+0.073273i,0.08326+0.070271i,0.083999+0.031701i,0.04863-0.00043456i,0.0062083-0.010602i,-0.011936-0.013772i,-0.018042-0.016098i,-0.022014+0.0052071i,-0.0068836+0.028908i,0.010581+0.015409i,0.0042054-0.010252i,-0.012551-0.011034i,-0.018996+0.0074905i
-0.10456+0.23662i,-0.03743+0.40833i,0.093527+0.43363i,0.15538+0.28335i,0.10167+0.17025i,0.060254+0.18024i,0.071836+0.12558i,0.033105+0.0079048i,-0.02317-0.031911i,-0.035568-0.035142i,-0.060788-0.04766i,-0.10403-0.021814i,-0.10028+0.020372i,-0.052089+0.025048i,-0.0062618+0.0064764i,0.018689-0.0037906i,0.021323-0.0047583i,0.0052184-0.008527i,-0.014351-0.0071611i,-0.014323+0.0072477i,0.0026093+0.011997i,0.010659-0.0048107i,0.0015137-0.022779i
-0.022149-0.054068i,-0.089764-0.032336i,-0.16094+0.081751i,-0.125+0.2177i,0.00024001+0.21774i,0.088981+0.13477i,0.14423+0.10251i,0.15569+0.074063i,0.10945+0.027265i,0.067739+0.0020092i,0.056393-0.023518i,0.033209-0.045877i,0.0023909-0.030111i,0.0039425+0.0010048i,0.024274+0.012215i,0.023447+0.01114i,0.012208+0.011276i,0.016829-0.0017896i,0.020985-0.021986i,0.010507-0.021852i,0.0014111-0.0073742i,0.0039967+0.00046323i,0.0080141-0.0021303i
-0.0087698-0.16166i,-0.044351-0.29539i,-0.16114-0.38181i,-0.31492-0.27545i,-0.33464-0.0050518i,-0.24322+0.23726i,-0.15942+0.37121i,-0.040625+0.34839i,0.04069+0.19276i,0.022489+0.077484i,0.016394+0.046456i,0.049734-0.0001392i,0.058964-0.054322i,0.03725-0.058803i,0.012452-0.027757i,0.012386-0.0024771i,0.023085+0.0011505i,0.016088+0.0099895i,0.0064534+0.028725i,0.0045638+0.024083i,-0.0033534+0.0035069i,-0.012379-0.0074353i,-0.013208-0.012978i
0.12212-0.028121i,0.22202+0.03714i,0.32973+0.015916i,0.30767-0.15111i,0.095187-0.22279i,-0.11236-0.13748i,-0.19035-0.092868i,-0.20319-0.086293i,-0.16366-0.028482i,-0.080937-0.00037427i,-0.030734-0.027202i,-0.029795-0.026574i,-0.039195+0.011384i,-0.047736+0.040187i,-0.058654+0.054638i,-0.055204+0.058349i,-0.039676+0.037884i,-0.032784+0.0010647i,-0.037763-0.023441i,-0.035111-0.014805i,-0.0089456+0.0059246i,0.020552+0.014661i,0.03635+0.017933i
-0.10769+0.22302i,-0.1349+0.36918i,-0.032098+0.41911i,0.10848+0.29803i,0.11041+0.11318i,0.083543+0.03659i,0.14034-0.0034504i,0.13783-0.062226i,0.06528-0.075482i,0.021261-0.05136i,-0.016546-0.013313i,-0.048919+0.044158i,-0.051053+0.076733i,-0.045225+0.058697i,-0.042743+0.014051i,-0.044996-0.020087i,-0.033782-0.019048i,-0.0027635-0.013786i,0.012828-0.021491i,0.0078843-0.013689i,0.0031511+0.0045485i,0.0011817+0.011831i,-0.0010396+0.01389i
0.063479-0.28699i,-0.032633-0.54622i,-0.18867-0.56467i,-0.22923-0.30145i,-0.15805-0.1301i,-0.19508-0.15856i,-0.26333-0.15043i,-0.17463-0.098464i,-0.068079-0.066595i,-0.021338-0.020067i,0.024738-0.0018407i,0.045442-0.035816i,0.044883-0.059291i,0.053792-0.055654i,0.057077-0.043463i,0.044333-0.025518i,0.020346+0.0015723i,0.0051689+0.040486i,0.011169+0.062542i,0.016663+0.041207i,0.012035+0.0061345i,0.012794-0.012779i,0.014636-0.020873i
0.22722+0.27591i,0.41699+0.36492i,0.40177+0.30334i,0.20866+0.1574i,0.080312+0.028888i,0.048515-0.059114i,0.047446-0.026217i,0.076727+0.043542i,0.06515+0.023638i,-0.0072327+0.011669i,-0.021545+0.033766i,-0.0047524+0.0084497i,-0.029286-0.023357i,-0.040514-0.031257i,-0.022084-0.040885i,-0.0019333-0.051034i,0.0071904-0.056251i,0.0073595-0.057238i,0.0030833-0.045028i,0.0021281-0.01698i,0.0050628+0.0024213i,0.0018885+0.0072814i,-0.0055057+0.010931i
-0.16598-0.051776i,-0.29734+0.073017i,-0.22258+0.18737i,0.0027465+0.15156i,0.13918+0.07343i,0.15583+0.090044i,0.085434+0.13246i,0.016616+0.15185i,0.067438+0.11263i,0.10744-0.011526i,0.057893-0.090307i,0.014674-0.085311i,-0.012077-0.055994i,-0.032049-0.011541i,-0.022985+0.028304i,0.0142+0.053188i,0.050332+0.050833i,0.045631+0.016494i,0.010053-0.018258i,-0.017633-0.02942i,-0.01508-0.019259i,0.0053932-0.0075563i,0.015027-0.0065094i
-0.205-0.019486i,-0.16889-0.082087i,-0.10862-0.17583i,-0.13807-0.11586i,-0.12582+0.052858i,0.079043+0.11804i,0.3438-0.0048474i,0.34214-0.19906i,0.10558-0.19721i,-0.012797-0.052393i,-0.0062186+0.0027202i,-0.015847+0.018167i,-0.013671+0.049739i,-0.027484+0.060246i,-0.068369+0.060946i,-0.088026+0.04996i,-0.081566+0.038464i,-0.052554+0.04219i,-0.026368+0.042713i,-0.029768+0.043309i,-0.042145+0.057453i,-0.043859+0.07032i,-0.039088+0.066402i
-1.5997+7.4904i,0.80228+7.3643i,3.6484+6.2278i,4.523+2.6723i,3.7154-0.84492i,1.7257-2.6062i,-0.29583-1.9724i,-1.1238-0.36625i,-0.44965+0.59869i,0.55783+0.18925i,0.60192-0.68551i,0.10668-1.1527i,-0.43307-1.7075i,-1.1355-2.4262i,-1.4181-2.4159i,-0.91675-1.3741i,-0.30767-0.32645i,-0.30206+0.1298i,-0.69439+0.3898i,-0.6945+0.68932i,-0.16021+0.78671i,0.38453+0.48093i,0.48084-0.018229i
-0.23858+0.18102i,-0.16864+0.25066i,0.017929+0.11069i,0.10304-0.21484i,-0.014884-0.49239i,-0.15477-0.61336i,-0.28585-0.6067i,-0.40733-0.39891i,-0.34255-0.12664i,-0.21228-0.015664i,-0.16502+0.038267i,-0.079565+0.081687i,0.00054835+0.045566i,0.017523+0.032821i,0.038009+0.05561i,0.031702+0.042884i,-0.011894+0.025166i,-0.041386+0.015592i,-0.048784+0.003978i,-0.040442+0.0012724i,-0.020298-0.0032424i,-0.0057804-0.012494i,-0.0053396-0.011953i
-0.056843-0.069602i,0.019937-0.24658i,0.19176-0.42118i,0.31028-0.46638i,0.27535-0.44505i,0.13098-0.46589i,-0.031583-0.45168i,-0.10801-0.30963i,-0.075013-0.14417i,-0.025703-0.036013i,0.01443+0.035243i,0.066641+0.041727i,0.083274-0.013193i,0.046889-0.049604i,-0.00093505-0.048111i,-0.026296-0.029639i,-0.0087518-0.0077063i,0.029357-0.0025645i,0.042196-0.0042147i,0.02944+0.0057991i,0.019482+0.017014i,0.020233+0.01278i,0.011418-0.0035898i
0.12982+0.11069i,0.27195+0.41097i,0.3439+0.75915i,0.36078+0.82546i,0.34225+0.43204i,0.23069-0.10015i,0.12853-0.28287i,0.13072-0.17469i,0.10372-0.089542i,0.0051817-0.018873i,-0.026657+0.067773i,0.0036861+0.075731i,0.023344+0.015971i,0.040973-0.047663i,0.064495-0.072148i,0.074913-0.049767i,0.064294-0.0076173i,0.051982+0.0344i,0.049727+0.062533i,0.041259+0.069915i,0.025407+0.058093i,0.020948+0.038082i,0.031395+0.019395i
-0.21105+0.3328i,-0.29752+0.56533i,-0.33092+0.53118i,-0.46014+0.25833i,-0.67846+0.095874i,-0.79778+0.15094i,-0.73254+0.24403i,-0.48974+0.28205i,-0.2117+0.21456i,-0.089834+0.11622i,-0.058171+0.11783i,0.0035025+0.12952i,0.050907+0.085127i,0.089442+0.037391i,0.1224-0.02019i,0.092397-0.067179i,0.033666-0.064674i,0.0023689-0.040766i,-0.0082546-0.023709i,-0.012158-0.015066i,-0.016454-0.01339i,-0.020383-0.0060665i,-0.01507+0.0032154i
-0.048902-0.38026i,-0.43188-0.81245i,-0.8713-1.004i,-0.88283-0.68262i,-0.41501-0.18418i,0.013423+0.021651i,0.050087-0.0050322i,-0.083685+0.016726i,-0.061434+0.086575i,0.052181+0.040832i,0.056497-0.061374i,-0.0022134-0.089598i,-0.021241-0.074746i,-0.0039987-0.067049i,0.018155-0.064031i,0.022845-0.046326i,0.016061-0.0078197i,0.011693+0.020241i,0.0055921+0.020587i,0.0034325+0.010148i,0.002208+0.0019024i,-0.009876-0.0026679i,-0.019188+0.006489i
0.43338+0.10985i,0.85452+0.036278i,1.1674-0.10631i,1.1446-0.2699i,0.83077-0.4571i,0.45891-0.59239i,0.24382-0.56501i,0.17049-0.42895i,0.079278-0.27344i,-0.0094774-0.11472i,-0.015904-0.015605i,0.0058794-0.001301i,-0.0022956-0.018146i,-0.022497-0.019814i,-0.015608-0.017472i,0.0047891-0.036225i,0.014608-0.047928i,0.036009-0.038714i,0.065098-0.033085i,0.071919-0.028871i,0.067394-0.020982i,0.059342-0.020122i,0.034521-0.023551i
0.14897+0.15499i,0.39166+0.35202i,0.56534+0.45266i,0.38108+0.3611i,-0.077165+0.27662i,-0.36533+0.30265i,-0.32145+0.28048i,-0.1703+0.17436i,-0.08526+0.085899i,-0.039457+0.072427i,0.021404+0.090495i,0.076261+0.080654i,0.10778+0.050435i,0.12506+0.011035i,0.12093-0.014521i,0.099658+0.0029959i,0.06839+0.03256i,0.025047+0.049413i,-0.0071083+0.050634i,-0.019614+0.029599i,-0.028405+0.0069265i,-0.025072-0.0033933i,-0.013324-0.016735i
-0.55418+0.31393i,-1.0302+0.61594i,-1.2725+0.82674i,-0.98761+0.80975i,-0.39713+0.55679i,0.029324+0.2472i,0.1309+0.098086i,0.088926+0.085256i,0.052052+0.065357i,0.0098529+0.015604i,-0.04135-0.00095765i,-0.059926+0.017651i,-0.043383+0.023966i,-0.021357+0.015004i,-0.0059709+0.016436i,-0.0042984+0.020078i,-0.01363+0.017258i,-0.0078556+0.015102i,0.012165+0.013189i,0.021777+0.0092931i,0.019217+0.0025773i,0.009113-0.0017522i,0.0039944+0.0042461i
-0.33163-0.50423i,-0.47279-0.76402i,-0.42368-0.78319i,-0.23812-0.65235i,-0.080746-0.56121i,-0.05847-0.48683i,-0.12357-0.3596i,-0.14727-0.18707i,-0.077463-0.064372i,-0.016913-0.050678i,-0.042559-0.056254i,-0.076683-0.021429i,-0.066854+0.010285i,-0.028983+0.022109i,0.008266+0.0090217i,0.012314-0.019878i,-0.003603-0.031937i,-0.014466-0.026668i,-0.015683-0.015566i,-0.0047215-0.014484i,0.0047699-0.026816i,0.008928-0.033911i,0.014196-0.034457i
0.60151-0.0016119i,1.1065-0.38352i,1.1423-0.91052i,0.61155-0.98263i,0.12536-0.50487i,0.014953-0.089322i,0.05297-0.010499i,0.057079-0.061492i,0.00053725-0.071365i,-0.025634-0.004264i,0.038558+0.024134i,0.085459-0.026574i,0.068498-0.050906i,0.040542-0.026125i,0.02535+0.0053105i,0.025614+0.023882i,0.02521+0.026119i,0.020698+0.023814i,0.017299+0.019521i,0.011153+0.021943i,0.010306+0.032749i,0.015889+0.034693i,0.01017+0.02709i
-0.18355+0.32269i,-0.26768+0.85683i,-0.095578+1.255i,0.22291+1.0603i,0.30163+0.52458i,0.1586+0.16537i,0.068851+0.058703i,0.053004+0.053533i,0.061246+0.045357i,0.046422+0.0060742i,0.0025305-0.0021217i,-0.0057068+0.018159i,0.011912+0.0029569i,0.017873-0.025005i,0.020597-0.030804i,0.024328-0.027042i,0.025113-0.018545i,0.022971-0.0011041i,0.022142+0.017978i,0.022342+0.021871i,0.018169+0.013297i,0.012983+0.0049255i,0.012601-0.0070562i
0.12855+0.0092463i,0.11527+0.070639i,0.12838+0.13428i,0.14909+0.13161i,0.0834+0.029379i,-0.018716-0.064225i,-0.069627-0.048846i,-0.045825-0.001769i,-0.0094941-0.00039879i,-0.01492-0.0046957i,-0.017767+0.024522i,0.0014543+0.051531i,0.012684+0.059672i,0.019068+0.061808i,0.021478+0.060842i,0.0086946+0.060158i,-0.010301+0.051485i,-0.021442+0.027857i,-0.018692+0.0052533i,-0.011102-0.0067436i,-0.012644-0.011549i,-0.020259-0.008033i,-0.016527+0.0018951i
-0.48385-0.45538i,-0.975-0.69429i,-1.2283-0.57778i,-0.97682-0.20944i,-0.45965+0.017015i,-0.075853+0.057812i,0.057911+0.03835i,0.034413+0.019876i,-0.0031469+0.033056i,0.014361+0.018336i,0.00771-0.030649i,-0.027688-0.045911i,-0.029423-0.036557i,-0.020044-0.032092i,-0.023172-0.031452i,-0.02815-0.035564i,-0.027039-0.03637i,-0.021639-0.021509i,-0.014259-0.0033008i,-0.0021954+0.00096847i,0.011939-0.00028444i,0.019995+0.00090105i,0.016963+0.0039015i
0.61585+0.032207i,1.0127-0.087791i,0.94438-0.21015i,0.48896-0.206i,0.14602-0.11262i,-0.00023151-0.081503i,-0.078976-0.10085i,-0.097246-0.07991i,-0.06834-0.030398i,-0.030362+0.013438i,0.00032882+0.022634i,0.0079117+0.010722i,-0.0049685+0.012475i,-0.014879+0.024991i,-0.0063885+0.032337i,0.011972+0.025154i,0.025479+0.013677i,0.026039+0.0029265i,0.011988-0.0031865i,-0.0020405-0.00027859i,-0.007352-0.00017512i,-0.0095-0.0016004i,-0.008384+0.0021592i
-0.17232+0.42001i,-0.056806+0.52956i,0.17663+0.26973i,0.23228-0.09158i,0.065741-0.12922i,-0.043468+0.035661i,-0.024998+0.12701i,0.023315+0.10735i,0.029402+0.032969i,-0.0010453+0.0053187i,0.011799+0.035725i,0.0531+0.03759i,0.061999+0.011659i,0.050213-0.0086356i,0.027084-0.014945i,0.0064728-0.0038406i,0.00082103+0.0036943i,0.0017536+0.0051844i,0.0093325+0.0073145i,0.015158+0.0053261i,0.010579+0.0066848i,0.0048881+0.006148i,0.00062854-0.00548i
-0.029067+0.11638i,-0.16985+0.16853i,-0.32221+0.23078i,-0.26377+0.23368i,-0.078291+0.078155i,0.002797-0.10906i,-0.018078-0.1498i,-0.042985-0.084744i,-0.038889-0.021694i,-0.028104-0.0073361i,-0.042398-0.023658i,-0.063459-0.035925i,-0.06871-0.038299i,-0.055248-0.026359i,-0.019427-0.010745i,0.0066243-0.0065083i,0.0055399+0.0017337i,-0.0062843+0.010445i,-0.018618+0.0090679i,-0.023782+0.0036985i,-0.02249-0.006651i,-0.022046-0.011686i,-0.013368-0.0032121i
-0.27973-0.076658i,-0.25897-0.026431i,0.01197+0.020895i,0.18697-0.0084091i,0.079753-0.069407i,-0.069193-0.089039i,-0.11468-0.084147i,-0.071105-0.059469i,0.0043369-0.052809i,0.014793-0.05819i,-0.0075474-0.01179i,0.011267+0.042467i,0.041455+0.054386i,0.049729+0.043847i,0.026707+0.027802i,-0.010535+0.01887i,-0.025165+0.013156i,-0.01435+0.0044868i,0.0033328+0.00032974i,0.014659+0.00073179i,0.020262+0.0050138i,0.023006+0.0069412i,0.017732+0.0011443i
0.18832-0.45679i,0.14164-0.66023i,-0.068895-0.5513i,-0.1679-0.21173i,-0.041313+0.038486i,0.071266+0.10127i,0.066929+0.076815i,0.001538+0.038544i,-0.057485+0.049884i,-0.027895+0.074388i,0.029385+0.030991i,0.035441-0.030511i,0.013469-0.058714i,-0.012565-0.055296i,-0.013052-0.036234i,0.012645-0.032797i,0.022931-0.035785i,0.013857-0.024823i,0.005482-0.011663i,0.0023733-0.0046518i,-0.0027379+0.0031503i,-0.013318+0.012784i,-0.019414+0.021664i
-0.084342+0.20181i,-0.017038+0.42944i,0.12244+0.4858i,0.17461+0.28521i,0.12317+0.057446i,0.10273-0.060862i,0.10866-0.10953i,0.088103-0.08372i,0.07659-0.036991i,0.044883-0.024627i,-0.0059954+0.00864i,-0.017695+0.064111i,0.0012765+0.083439i,0.014731+0.059386i,0.007688+0.023067i,-0.014476+0.0067405i,-0.021281+0.010125i,-0.0034599+0.008156i,0.014744-0.0042979i,0.01675-0.013513i,0.012959-0.013513i,0.015227-0.012149i,0.014858-0.015963i
0.25029-0.02256i,0.29453-0.13618i,0.14667-0.22962i,-0.061886-0.17485i,-0.15726-0.024863i,-0.15198+0.072544i,-0.10325+0.089927i,-0.052732+0.046263i,-0.055695-7.5422e-05i,-0.055592+0.0077593i,-0.017522+0.0073852i,-0.0017532-0.033222i,-0.014085-0.061449i,-0.023169-0.057757i,-0.01271-0.029012i,0.017325-0.0048073i,0.031684-0.0050919i,0.012628-0.0088684i,-0.010337-0.0040672i,-0.013249-0.0007233i,-0.011684-0.0068323i,-0.017567-0.012902i,-0.016318-0.010657i
-0.28835+0.24445i,-0.48462+0.35813i,-0.46071+0.32967i,-0.23198+0.15711i,-0.042193-0.034193i,0.021849-0.13467i,0.0048308-0.13576i,-0.017349-0.075805i,0.0082567-0.03028i,0.0097729-0.043284i,-0.045073-0.041888i,-0.078056+0.0031343i,-0.061295+0.040769i,-0.017766+0.048744i,0.012749+0.030006i,0.0033508+0.0089587i,-0.014117+0.0070503i,-0.010176+0.014205i,0.00060141+0.016241i,0.00062209+0.013491i,-0.0012487+0.010273i,0.0024344+0.0094068i,0.0050307+0.0095656i
0.31484-0.12434i,0.50555-0.26751i,0.49714-0.31032i,0.28463-0.2141i,0.068126-0.10143i,-0.047898-0.044143i,-0.054688-0.0026968i,-0.0010322+0.017727i,0.024943+0.0092504i,0.028114+0.017087i,0.062711+0.019058i,0.10335-0.015648i,0.10376-0.051322i,0.061953-0.054818i,0.02003-0.026512i,0.013812+0.00092568i,0.02394+0.0019418i,0.023416-0.0066948i,0.018867-0.0048847i,0.018661+0.0028219i,0.014829+0.0059338i,0.0053518+0.0025748i,-0.00041042-0.0014218i
-0.33876-0.035466i,-0.55409-0.028332i,-0.53079+0.027795i,-0.2367+0.082977i,0.040332+0.060692i,0.12983+0.0075516i,0.082161-0.026042i,-0.0032769-0.030637i,-0.040778-0.009334i,-0.028028-0.010601i,-0.031719-0.024184i,-0.053753-0.011239i,-0.059215+0.011489i,-0.042644+0.020974i,-0.022736+0.0096743i,-0.022477-0.0045407i,-0.029254-0.0011019i,-0.022809+0.0082937i,-0.012439+0.0066729i,-0.013427+0.00077751i,-0.015956+0.0038928i,-0.010359+0.0085357i,-0.0056463+0.0051853i
0.36364+0.014511i,0.72924+0.016726i,0.77668-0.021881i,0.42186-0.029179i,0.11314+0.05113i,0.050254+0.11575i,0.06287+0.11298i,0.057967+0.097217i,0.038887+0.085919i,0.025937+0.085986i,0.04286+0.079999i,0.066925+0.054064i,0.070803+0.023495i,0.052113-0.0054772i,0.027373-0.016477i,0.019798-0.0080728i,0.024111-0.00046472i,0.023093-0.00019409i,0.018359-0.0013101i,0.018018-0.0020808i,0.016373-0.0086751i,0.010939-0.01597i,0.0048145-0.01846i
-0.4634+0.11878i,-0.73979+0.24725i,-0.71448+0.27373i,-0.42308+0.16469i,-0.18941+0.037486i,-0.10839-0.028436i,-0.081365-0.059203i,-0.064491-0.077783i,-0.043462-0.083089i,-0.034177-0.078159i,-0.048047-0.052477i,-0.063699-0.021731i,-0.067861-0.0061065i,-0.049712+0.0018422i,-0.023106+0.00022225i,-0.014545-0.0092948i,-0.020198-0.012972i,-0.020669-0.0082438i,-0.014457-0.00491i,-0.012928-0.0067454i,-0.014076-0.0026784i,-0.010245+0.0082664i,0.00010877+0.015066i
0.2534-0.017115i,0.42783+0.0057265i,0.44872+0.0034612i,0.25678-0.026559i,0.042926-0.009515i,-0.046424+0.030395i,-0.049664+0.035704i,-0.02327+0.028493i,-0.0065955+0.021215i,-0.009045+0.022985i,0.00016127+0.030437i,0.02437+0.026568i,0.04424+0.01695i,0.052351+0.011139i,0.047592+0.011009i,0.036726+0.014561i,0.028693+0.014583i,0.021794+0.011298i,0.016571+0.0095939i,0.017316+0.0060895i,0.018204-0.0015689i,0.012234-0.0057418i,0.0054002-0.0038607i
-0.30803-0.15422i,-0.63017-0.19107i,-0.66981-0.098076i,-0.35826-0.021333i,-0.095277-0.10253i,-0.044054-0.19733i,-0.050501-0.17565i,-0.035949-0.10515i,-0.008568-0.058344i,0.0040249-0.049011i,-0.0097031-0.041919i,-0.020325-0.024603i,-0.023281-0.018112i,-0.027858-0.01192i,-0.026189-0.0029395i,-0.020955-0.00018497i,-0.018073+4.3621e-05i,-0.015511-0.0011515i,-0.014195-0.0025265i,-0.015781-0.000126i,-0.015234+0.0027379i,-0.011947+0.0025594i,-0.0079087+0.0018178i
0.4671-0.12569i,0.68328-0.27214i,0.57727-0.29952i,0.26996-0.15387i,0.083998+0.013285i,0.02854+0.078197i,-0.0009091+0.069548i,-0.012665+0.053396i,-0.0121+0.04773i,-0.0021014+0.045919i,0.013326+0.033621i,0.018357+0.016908i,0.013429+0.016272i,0.008955+0.024371i,0.012463+0.023197i,0.014127+0.010675i,0.006549+5.2799e-05i,-0.0049715+0.0021368i,-0.0094094+0.012329i,-0.00272+0.017375i,0.0041375+0.013089i,0.0017001+0.0046337i,-0.0079327-0.00027805i
-0.086676+0.15814i,-0.12642+0.18447i,-0.12344+0.12245i,-0.062815+0.038792i,0.034085-0.0079625i,0.121-0.021342i,0.14226-0.019492i,0.098761-0.0035777i,0.055047+0.015874i,0.036913+0.016003i,0.016846+0.0081529i,0.0013894+0.014882i,0.0025565+0.014745i,0.001334-0.0040858i,-0.0073215-0.018079i,-0.013019-0.017228i,-0.009379-0.0068382i,0.0037802+0.00089473i,0.013059+0.00023601i,0.010503-0.0040255i,0.0041056-0.0059377i,0.0046201-0.0043875i,0.011384-0.004452i
0.088906+0.20592i,0.23201+0.23937i,0.2635+0.12473i,0.12248+0.0014407i,-0.034465-0.0086833i,-0.094351-0.0046654i,-0.091284-0.037405i,-0.064165-0.055427i,-0.041779-0.054676i,-0.038557-0.034041i,-0.027736-0.0089928i,-0.017225-0.011941i,-0.023766-0.022224i,-0.023424-0.014468i,-0.0090375-0.0022044i,0.0048048-0.0021979i,0.009026-0.015192i,0.0052182-0.026957i,-0.00069751-0.026398i,-0.004218-0.014795i,-0.003525-0.00055906i,-0.0019565+0.0070062i,-0.0026474+0.0055834i
