-0.0031565-0.00042812i,-0.0023025+0.00042211i,-0.0030716+0.0022024i,-0.0028265+0.0033839i,-0.0012087+0.0030474i,0.00022613+0.0022389i,0.0011237+0.0026974i,0.00066504+0.0031704i,-0.00049533+0.0022784i,-6.7803e-05+0.0018727i,0.00043996+0.0015165i,0.00066366+0.00086819i,0.0010402+0.0007112i,0.001067+0.00027038i,0.00062568-0.00010915i,0.00024394-0.00038517i,4.641e-06-0.0014878i,0.00031859-0.0015226i,0.00055239+0.00022925i,4.5251e-05+0.00056551i,-0.000697-0.00025858i,-0.00066278-0.00067657i,0.00037152-0.00031607i
-0.00050281+0.00016252i,-4.2434e-06+0.00066069i,0.00044495+0.00096724i,-8.1364e-05+0.0013299i,-0.0007372+0.001298i,-0.00050462+0.001134i,4.2257e-06+0.0012618i,0.00033704+0.0018575i,0.00011693+0.0010214i,-0.0011747+0.00039625i,-0.0014588+0.00060222i,-0.00094987+0.00039589i,-0.0013122+0.00024596i,-0.00080588-0.00032144i,6.3046e-05-0.00066504i,-0.00015288-0.00043531i,-0.00010051-0.00014797i,-0.0001775+0.00054415i,0.00010051+0.0006133i,0.00016038-8.3136e-05i,-0.00042343+2.6284e-06i,-0.00060055-1.7627e-05i,-0.00087784+3.1929e-05i
-0.0017171-0.0014675i,-0.0008974-0.00064685i,-0.0016179+0.00050259i,-0.001495+0.00159i,-0.00072694+0.001911i,-1.8077e-05+0.0017774i,0.00019983+0.001843i,0.00026637+0.00090809i,-0.0002253-1.218e-05i,-0.0014092+0.00015758i,-0.0018004+0.00040258i,-0.0018797+0.00056875i,-0.0017973+2.9828e-05i,-0.00071766-3.9749e-06i,-0.00032881+0.00045018i,-0.00056993+0.00037586i,-0.00063639-0.00020527i,-0.00090785-0.00016187i,-0.00030631+0.00060591i,0.00061169+0.0013481i,0.0012689+0.00089629i,0.0014552+0.00035565i,0.0012409+0.00062912i
-0.00087919+0.0016854i,-0.0006103+0.0016139i,5.2742e-05+0.0012623i,0.001113+0.00062457i,0.0012234+0.00043881i,0.0007186+0.0014439i,0.0003324+0.002369i,-2.0004e-05+0.0016109i,-0.00039328+0.0015196i,-0.00040739+0.0014149i,-0.00013428+0.00068343i,0.00017317+0.0005281i,0.0005279+0.00038979i,0.00056731-3.776e-05i,0.00047064-0.00067175i,0.00059187-0.00074715i,0.00040499+0.00030949i,0.00053895+0.00019914i,0.00022724-0.00045819i,6.3227e-05-0.00032872i,-7.1533e-05+0.00067755i,-0.00029346+0.00094689i,-9.2169e-05+0.00036173i
-0.0016376+0.00060603i,-0.0010493+0.00099328i,-0.00067046+0.0010302i,-7.0097e-05+0.00062992i,0.00071977+0.00078442i,0.0013209+0.001239i,0.00131+0.00077389i,0.00091728+0.00086596i,5.5346e-05+0.0014378i,-0.0010367+0.0012357i,-0.00085741+0.0010727i,6.8004e-05+0.00052514i,0.00041942+2.6651e-05i,0.00023174-0.00032619i,0.00034341-0.00040377i,0.00050676-3.2609e-05i,0.00013481-0.00015467i,3.8469e-05+0.00026947i,-2.2265e-05+0.00049836i,0.00031706+0.00028186i,0.00094853+0.00063031i,0.0005035+0.00085996i,-0.00028513+0.00069173i
0.00019384-0.00054976i,-0.00010482+0.00075487i,-0.00036221+0.0018026i,-0.0001118+0.002261i,2.0219e-05+0.0025746i,6.3029e-05+0.0016197i,0.00019012+0.00054189i,0.00067632+0.00047409i,-1.3396e-06+0.0002006i,-0.00026906+0.00024899i,-0.00011388+0.00043414i,-0.0001984-0.00057443i,-0.00064506-0.0011026i,-0.00055261-0.001127i,-0.00028464-0.0010452i,-9.0091e-05-0.00054477i,-0.00010673+5.5198e-05i,-0.00028372+0.0002856i,3.5112e-05-1.7031e-05i,0.00050962-0.00090212i,0.00072607-0.0010567i,0.00047892-0.00054499i,0.00067824+4.3788e-05i
-0.0011775+0.0003373i,-0.00035926+0.00068298i,0.00057745+0.00083735i,0.00081896+0.0011437i,-6.0842e-05+0.0020471i,-0.00056862+0.0023367i,-8.9379e-06+0.0022857i,0.00013851+0.0020382i,-0.00055387+0.0011886i,-0.0010349-5.8392e-05i,-0.001384-0.00079598i,-0.0013145-0.00079834i,-0.00022532-0.0009984i,0.00014306-0.00095664i,8.982e-06-0.00018501i,-0.00026937+5.7064e-05i,-2.2466e-06-0.00047174i,0.00038608-0.00057194i,0.00025771+6.4492e-05i,0.00022362+0.00047846i,0.00014557+0.00093729i,-4.795e-05+0.00073444i,-0.00091439+0.00014752i
9.2605e-05+0.0016718i,2.293e-05+0.00033412i,0.00043805+0.0007682i,0.0013787+0.0017885i,0.0020928+0.0016193i,0.0017904+0.0015553i,0.0016507+0.0014476i,0.00064331+0.0011718i,-0.00051404+0.00096899i,-0.00086885+0.00059195i,-0.00084789+0.00018615i,-0.0002612+0.00027707i,-0.00079885+0.00053629i,-0.0015149-0.00012973i,-0.0005652-0.00070453i,0.00090787-0.00056076i,0.00084539-8.9036e-05i,-0.00028623+0.00054514i,-0.00022918+0.00079404i,0.0005157+0.00072381i,0.00062444+0.0003171i,0.0011306+0.00035873i,0.0012918+0.00086027i
-0.0013461+0.00039657i,-0.0013396+0.00085837i,-0.0020254+0.0016049i,-0.0017232+0.0019936i,-0.00086465+0.0023233i,4.8146e-05+0.0026656i,0.00051145+0.0022657i,0.00013876+0.0017587i,-0.000973+0.0014693i,-0.0013957+0.0013819i,-0.00090514+0.0010528i,-0.00071916+0.0011605i,-0.00081844+0.0013042i,-0.00056911+0.0013627i,-0.0003616+0.00042154i,-0.00030103-0.00015637i,-0.00039711+0.00073762i,-6.5415e-05+0.00076497i,0.00037943+0.00037881i,0.00043368-0.00013887i,-6.6878e-05-0.00024166i,-0.00041612+0.00014583i,-6.1149e-05+0.00053723i
-0.0005482-0.001115i,-4.4511e-05-0.00064107i,-0.00016226+0.00050677i,-0.00059812+0.00094648i,-0.00093603+0.0011498i,0.00012241+0.0022367i,0.00089962+0.0026392i,0.00048232+0.0019827i,0.00020677+0.00054122i,-5.1282e-05+0.0002098i,-0.00070278+0.0008622i,-0.00045778+0.0016598i,-0.00043431+0.0015328i,-0.0010001+0.00023204i,-0.0014053+0.00045744i,-0.0014877+0.00063189i,-0.00087697-7.9206e-05i,-0.00019704+9.2722e-05i,-0.00016177+0.00098755i,-0.00036331+0.0006674i,1.8208e-05+0.00047173i,0.00032514+0.00081191i,0.00044313+4.2103e-05i
-0.00094394+0.00045629i,-0.00078907+0.00079554i,-0.0016006+0.0013797i,-0.0022509+0.0023671i,-0.0022342+0.0028477i,-0.0015478+0.0027401i,-7.759e-05+0.0027625i,0.00061978+0.0024077i,-0.00029224+0.0017985i,-0.00095574+0.00069984i,-0.00040339+0.00041349i,0.00019978+0.00065483i,4.7805e-05+0.00029305i,-0.00043278+0.00027268i,-0.00082046+0.00055542i,-0.00062919+0.00037601i,-0.0005724+0.00063336i,-8.0034e-05+0.00065861i,0.00038953+0.00026557i,1.2685e-05-8.1039e-05i,-0.00023996-3.9179e-05i,-0.00067123-0.00011703i,-0.00059578-0.00014476i
0.00020909+0.00085426i,0.0006163+0.00082573i,0.001289+0.0014042i,0.0013806+0.0012841i,0.00092705+0.0012291i,0.00070559+0.0017179i,0.00046339+0.0018045i,0.00095985+0.0011536i,0.0013694+0.00059694i,0.0011229-0.000267i,0.00088073-0.00036423i,0.00092833+0.00014574i,0.00021549+0.000274i,-0.00070767+0.00024747i,-0.00025025-0.00021862i,0.0005827-0.00077358i,0.00023263-0.00069253i,-0.00037842-0.00059576i,-7.7692e-05-0.00057941i,-2.4272e-06-0.00051858i,-0.00038727-0.00020255i,-0.00010423-1.281e-05i,0.0004773-0.00020742i
0.0019682+0.00022677i,0.0018242+0.00018777i,0.0017148+0.00014995i,0.0014531-4.6264e-05i,0.00025555+0.00020237i,-0.00013045+0.0017332i,0.0014853+0.0032131i,0.0025113+0.0026697i,0.0021138+0.001044i,0.0015157-0.00031834i,0.00064902-0.0012364i,-0.00027705-0.0020126i,-0.0004373-0.0023785i,-0.00016058-0.0018651i,-0.0006958-0.0007846i,-0.00074563-0.00065564i,0.00035485-0.00023042i,0.00076962+0.00040634i,0.00080954+0.00071723i,0.00082239+0.00050503i,0.00051459+6.7491e-05i,0.00040738+4.5219e-06i,5.2418e-05+3.0488e-07i
0.00038217+6.59e-05i,-0.00044594-0.00088141i,0.00010384-0.00015043i,0.0011636-2.8885e-06i,0.001022-0.00026046i,0.00031126-0.00082855i,-0.00070228-0.00063128i,-0.0020516-0.0011134i,-0.0032935-0.0017939i,-0.0037569-0.00026626i,-0.002681+0.00066287i,-0.0017139+0.00092169i,-0.00080059+0.0012852i,-0.00025342+0.00035762i,-0.00010746-0.00043116i,0.00017677-0.00044497i,0.00092805-0.00060762i,0.00056914-0.00075655i,0.00052963+0.00027299i,0.00069627+0.00062346i,0.0003931-0.0003457i,0.00025213-0.00084425i,-0.00056604-0.0002527i
0.00036147+0.00050897i,0.0012871+0.00022i,0.0016735+0.00063481i,0.0014659+0.00087432i,0.00043564+0.0011035i,-5.4351e-05+0.0009041i,1.0712e-05+0.00022375i,-0.00039729+0.00030243i,-0.0022731+0.00077144i,-0.0033755+0.0010647i,-0.0025746+0.00098084i,-0.001241+0.00094136i,-0.00020307+0.00026015i,0.00014445-0.00012693i,-0.00035484-0.00012696i,-0.00074288+9.1136e-05i,-0.00030344+0.00042425i,6.424e-06+6.5746e-05i,-6.3343e-05+1.5627e-05i,0.00058773+0.00011987i,0.00078607-0.00021659i,0.00036402-0.00039047i,6.3767e-05-0.00033103i
0.0020954+0.00090797i,0.001467+0.00089299i,0.0015812+0.001665i,0.00077986+0.0014647i,-0.00023755+0.00060467i,-0.0011741+0.00061825i,-0.0011933+0.00063949i,-0.0013283+0.0003457i,-0.0020291-1.5808e-05i,-0.0014036+0.00012041i,-0.00082189+0.00036813i,-0.0012025+0.00035513i,-0.00075764+0.00036527i,-0.00049675-0.00034629i,-0.0011288+7.281e-05i,-0.0013936+0.00075841i,-0.00083513+0.00074155i,0.0002371+0.00058471i,0.00094573+0.00040805i,0.00046131+0.00023569i,-0.00013266+6.7674e-05i,-8.9656e-05-5.465e-05i,0.00041984+0.00022404i
0.0029282+0.0011625i,0.0030813+0.00092526i,0.0039104-0.00055984i,0.0032656-0.0011471i,0.0016227-0.00037402i,2.2048e-07+0.00014554i,0.00015654+0.0011186i,0.00027221+0.0012277i,-0.0011899+0.0002694i,-0.001412-0.00038481i,-6.0987e-05-0.000296i,0.00050071+0.00067227i,0.00068633+0.0010257i,0.00067563+0.00070086i,3.8153e-05+0.00015767i,-0.0012615-2.0893e-05i,-0.001472-0.0003969i,-0.00012288-0.00029581i,0.00079304+0.00054343i,0.00071758+0.00056251i,-0.00014682+7.077e-05i,-0.00082557-6.1802e-05i,-0.0003203-1.1776e-05i
0.00052004-0.0016596i,0.00088549-0.0015794i,-0.00020942-0.00114i,-0.0012867+0.00047696i,-0.0020772+0.0019887i,-0.0024096+0.002083i,-0.0010184+0.0014736i,-0.0002418+0.00075022i,-0.00056809+6.2739e-05i,-0.00079909-0.00014181i,-0.00093202+0.00060101i,-0.0001853+0.0016199i,-8.6865e-05+0.0015845i,-0.00022767+0.00077453i,-6.7396e-05+0.00021185i,-0.00046371+0.0004425i,-0.00092496+0.0010588i,-0.00085742+0.00093234i,-0.00016656+0.0007142i,0.00015168+0.00023421i,0.00056819-1.2422e-05i,0.00086304+0.00075654i,0.00061669+0.00069432i
-0.00106-0.00039732i,-0.0014562-0.00061378i,-0.0019182-0.00022737i,-0.0020429-0.00010564i,-0.0010326-2.45e-05i,0.00064563+0.001435i,0.00046433+0.002018i,-7.1274e-05+0.0016086i,-0.00044052+0.0018315i,-0.0011505+0.0014061i,-0.001442+0.00022833i,-0.00039876-5.0923e-05i,0.00032415-8.6491e-05i,0.00041993-1.486e-05i,0.00010585+0.00095395i,-0.00023954+0.00098073i,-0.00030541+0.00053915i,-0.00045798+0.0013514i,-0.00039369+0.0017297i,-0.00025218+0.0010815i,-0.000665+0.00036324i,-0.00031969-0.00029444i,0.00039064+0.00014119i
0.00065295+0.00027534i,0.00015331+0.00053569i,0.00017339+0.0012488i,0.00013649+0.00065415i,-3.2652e-05-0.00019278i,0.00050319+0.00085549i,0.00075778+0.0011046i,0.00023264+0.00077757i,-0.00025621+0.00052929i,-0.00038702+0.0002669i,-0.00051379+0.00029248i,-0.00035452-2.972e-05i,0.00033069-0.0002499i,0.00034364+9.4083e-05i,0.00026927+0.00037401i,0.00051678+0.0002157i,0.00041689-0.00016149i,-0.00064565-0.00032146i,-0.0011685+0.00029074i,-0.00086654+0.0006207i,-0.00042586+0.00083981i,5.859e-05+0.00051048i,6.6354e-05-0.00050427i
4.7886e-05+0.0020358i,0.00039738+0.00107i,0.0016274+0.0003568i,0.001884+0.00050855i,0.00090756+0.0011651i,0.00033735+0.00063163i,0.0010615+0.0010952i,0.0011097+0.0010491i,-6.0653e-05+0.00013444i,-0.00080588+0.00021255i,-0.00044075-6.5504e-06i,-0.00024803-0.00030582i,-0.00013247-0.00020398i,0.00043671+0.00045479i,0.00019697+0.00031283i,-0.00022799-0.00060344i,-0.00041494-0.00039816i,-0.00050451+1.5789e-05i,0.00057207+0.00033997i,0.00021168+0.00052466i,-0.00075162+0.0010631i,-0.00052412+0.00128i,0.00079619+0.0006814i
-0.00041253+0.0013208i,-3.0076e-05+0.0019984i,-0.00013376+0.0018315i,-0.00072216+0.0011718i,-0.00097247+0.00065675i,-0.00057607+0.00040778i,1.7112e-05-0.000307i,0.00036764-0.00086222i,0.00026113-0.0007369i,-0.00064909-0.00077422i,-0.00081502-0.00080781i,-0.0011625-0.00023875i,-0.00093817+0.00042062i,-0.00028434+0.00048249i,-0.00057051-4.7518e-05i,-0.00057153+2.6374e-05i,-0.00017385+0.00037784i,0.00020152+0.00014576i,0.00031696-2.4419e-05i,4.9095e-05-0.00013252i,-0.00020885+0.00013118i,0.00018624+0.00044864i,0.0001916+0.0015113i
0.00015138-0.0024216i,0.00031115-0.00164i,8.3403e-05-0.001627i,-0.0006702-0.0012965i,-0.0022437+0.00017695i,-0.0013419+0.0013055i,-2.9102e-05+0.00085965i,-0.00094428-0.00010274i,-0.0016635-0.00036866i,-0.0020118+0.00052102i,-0.0023359+0.0018268i,-0.0021896+0.0017992i,-0.0014401+0.0005266i,-0.00090489-0.00032051i,-0.00082369-3.1959e-05i,-0.00054263+0.00063415i,-0.00039152+0.00023443i,-0.00021522-0.00038617i,-2.9441e-05-0.00021589i,5.7116e-05-0.00027098i,0.00014846-0.00016836i,0.00010907+0.00059515i,-0.00038067+0.0010042i
0.00039444+0.001515i,0.0011941+0.0013305i,0.0011805+0.0015725i,0.0011703+0.0011972i,0.0010699+0.001205i,0.00021612+0.0016098i,-0.00062595+0.0017252i,-0.00047611+0.0012976i,-0.00044157+0.00061612i,-0.0014497+0.00056839i,-0.001466+0.0010838i,-0.00040709+0.001267i,5.5066e-05+0.00084262i,-0.00015933+0.00042134i,0.00013523+0.00023467i,8.0012e-05+0.00019344i,-0.00028079+0.0001663i,0.00017231+3.3539e-05i,0.00047391+0.00064186i,0.00032809+0.0006332i,-0.00054632-0.00017919i,-0.00051532-0.00033917i,0.00017656+0.00014793i
-0.00067065-0.001644i,-0.00042246-0.00099984i,0.00065264+0.00028181i,9.1053e-05+0.0011588i,-0.00062591+0.001458i,0.00037115+0.0021668i,0.00070601+0.0028439i,0.00072552+0.0024758i,0.00030273+0.0018192i,-0.0012595+0.0014559i,-0.0011077+0.00099742i,-0.00022965+0.00084012i,-0.00012246+0.00011659i,-0.00032602-0.00096564i,-0.0007538-0.00023214i,-0.00055593+0.00014143i,-0.00013029-0.00023574i,8.493e-05-0.00044519i,0.00048833-0.00033351i,0.00053299+0.00022936i,3.6392e-05+0.00012148i,-0.00033714-0.00015552i,-8.9817e-05+1.8925e-05i
-0.00015567-0.00031643i,-0.0010821+0.00035307i,-0.0011141+0.00046447i,-0.00031056+0.00096119i,-0.00017781+0.0021392i,-0.00061581+0.0021656i,-0.0011982+0.0019422i,-0.00071407+0.0020376i,-0.00038048+0.0013358i,-0.00064361+0.00088842i,-0.00062415+0.00077306i,-0.00038857+0.00037851i,0.00090948+8.9734e-05i,0.0014315-0.00034857i,0.00041312-0.00060708i,0.00012792-8.746e-05i,9.5871e-05+0.00022794i,-0.00028742+0.00035132i,-0.00024913+0.00024449i,0.00024475-0.00035694i,2.1403e-05-0.00023612i,0.00048445+0.00084417i,0.0010503+0.0010011i
-0.0011867-0.00052064i,-0.0011085-0.00010952i,-0.0014093+0.00016283i,-0.0013814+0.0012612i,-0.0011317+0.0017426i,-0.00042396+0.0019903i,0.00060289+0.0015014i,0.00080568+0.0012148i,0.00027886+0.0013024i,-1.0803e-05+0.0011602i,-0.00036205+0.00059702i,-0.0010879-0.00076076i,-0.0010494-0.0015924i,-6.4222e-05-0.0015041i,0.00038524-0.00054532i,8.9992e-05+0.00051362i,-0.00019976+0.0005255i,-0.00042579+0.00041231i,0.00015975+0.00050442i,0.00062053+0.00030997i,0.0005242+0.00028582i,0.00028206+0.00022079i,-2.033e-05+0.00020024i
0.00046725-0.00023428i,0.00062578+9.4547e-06i,0.0011415+0.00028195i,0.0013872+0.00061482i,-2.8445e-05+0.0014466i,-0.00079632+0.0019454i,0.00045952+0.0010835i,0.00088312+9.6e-05i,0.00061291+0.00034633i,-0.00033349+0.0010577i,-0.0011885+0.0012244i,-0.0014326+0.00093318i,-0.0024338+0.000181i,-0.0020628+7.6678e-05i,-0.00055715+6.7291e-05i,1.6372e-05+0.00016014i,-0.00022907-0.00014508i,-0.00057235+0.00043706i,4.7621e-06+0.00093934i,0.00061392+0.00049816i,-3.9123e-05+0.0010825i,-0.0003285+0.00082506i,0.00086355+0.00041262i
-0.0017088-0.00048281i,-0.0012017-8.5317e-05i,-0.0014032+0.00038485i,-0.0012046+0.0010475i,-0.00095142+0.0018269i,-0.00043798+0.0018739i,0.00031066+0.0014315i,0.00035489+0.00091749i,-0.00016712+0.00045661i,-0.00099398+0.000187i,-0.00097062-0.00015713i,-0.00070006-0.00046784i,-0.00046416-6.6383e-05i,-0.00013708+0.00031724i,-0.0002784-9.1847e-05i,-9.6232e-05+0.0001695i,0.00010206+0.0011052i,3.629e-05+0.001372i,0.00037962+0.0011878i,0.00021907+0.001069i,0.00029425+0.00081203i,0.00079604+0.00049886i,0.00063822+9.1122e-05i
0.0017295+0.00045721i,0.0014384+0.00092022i,0.00032438+0.00036957i,-0.00072095-0.00020686i,-0.00075473-0.0003286i,-0.0009731+0.00037977i,-0.00063221+0.001082i,0.0001359+0.0010605i,-0.00027491+0.00095733i,-0.0010465+0.0007518i,-0.00094279-2.555e-05i,-0.00066545-0.00049446i,-0.00059055+0.00034857i,-0.00051239+0.001089i,-3.0295e-05+0.00081103i,6.2147e-05-0.00037679i,-8.9248e-05-0.0011942i,0.00080183-0.0010915i,0.0016544-0.0007188i,0.0014153-0.00034942i,0.00013409-6.3754e-05i,-0.00052682-0.00019408i,-0.00026534-0.00085172i
-0.0025026-0.0018668i,-0.0017688-0.00066966i,-0.0019581+0.0011075i,-0.0021582+0.0013443i,-0.00069727+0.0018434i,0.0003858+0.0021893i,0.00013842+0.0019696i,-0.00063494+0.0012471i,-0.0016194+6.2599e-05i,-0.0021673-0.00042576i,-0.0016358+6.8911e-05i,-0.00078188+0.0010591i,-0.0002883+0.00094685i,-0.00013675-0.00015669i,-0.00054289-0.00068676i,-0.00057739-0.00055816i,-0.00023962-0.00031043i,-0.0005688+0.00017315i,-0.00069449+0.00070501i,-8.8857e-05+0.00059139i,0.0005434+0.00047435i,0.0010899+0.0009349i,0.0011146+0.00064642i
-0.00053104-0.001881i,-0.00056902-0.00096614i,-0.00039816+0.00015839i,-0.0011555+0.00072848i,-0.0014037+0.00090552i,-0.00026839+0.0018401i,0.00066904+0.0022353i,0.00013216+0.0017881i,-0.001212+0.00074253i,-0.0013363+2.8406e-05i,-0.0009541+0.00050421i,-0.0012725+0.00053031i,-0.0012808-0.00031047i,-0.00056406-0.001172i,8.9971e-05-0.00091606i,-0.00074832-3.1177e-05i,-0.0012696+0.00045565i,-0.0013137+0.00095436i,-0.00093288+0.00062226i,-0.00060724-0.00024814i,-0.001525-0.0005028i,-0.0020802-0.00018644i,-0.0016923+0.00013115i
-0.00024975-0.0019299i,0.00054539-0.0018538i,0.00027355-0.001221i,-0.00075385-0.00082288i,-0.0014933+0.00028197i,-0.00078813+0.0013812i,0.00039571+0.0013013i,0.00066203+0.00026211i,-0.0003496+0.00031623i,-0.00088977+0.0011882i,-0.0011063+0.0011484i,-0.00077981+0.00097173i,-4.8463e-05+0.00093048i,-0.00027177+0.00031433i,-0.00055702-0.00039423i,-0.00057018-0.000585i,-0.00087151-0.00069679i,-0.001282-4.1751e-05i,-0.0010085+0.00073832i,-0.0003376+0.00026628i,4.8556e-05-0.00010907i,0.00050843+0.00029134i,0.00037362+0.00081691i
-0.0010612+0.001661i,-0.0013804+0.0021316i,-0.0020325+0.0023115i,-0.0015064+0.0016736i,-0.0010982+0.0010449i,-0.0011891+0.00063797i,-0.00046876+0.00064389i,-0.00045336+0.0012608i,-0.00021542+0.00057069i,-6.4787e-05-3.8364e-05i,-0.00035591+5.1757e-05i,-0.00089584+0.00011792i,-0.00097716-0.00020135i,-0.00066834-0.00030047i,-0.00058075+0.00011868i,-0.00031331+0.00024583i,-2.9086e-05+0.00059306i,-0.00029818+0.001008i,-0.00030589+0.00050988i,-8.9962e-06-0.00014255i,-0.00071378-0.00056139i,-0.0008928-0.0011198i,-0.00026032-0.00010837i
0.00032883-0.0013509i,0.00066354-0.000658i,0.00043124+0.00043351i,0.00013861+0.0010262i,-0.0004955+0.00078628i,-0.00031647+0.0013725i,4.4634e-05+0.0021935i,0.00031889+0.0016867i,-8.5357e-05+0.001269i,-0.00065424+0.00052269i,-0.00068724+0.0002936i,-0.00076333+0.0005888i,-0.00056371-0.00013982i,-0.00015551-0.00036033i,-0.00039067+5.8964e-05i,-0.00038422-0.00030328i,0.00015212-0.0010269i,0.00028902-0.00045388i,0.00037748+0.00058127i,0.00071657+0.0009022i,0.00050761+0.00046838i,9.6298e-05-0.00018657i,5.8076e-05-0.00032103i
0.0011658+0.00047108i,0.0015646+0.00010564i,0.00045544+5.3255e-05i,-0.0010821+0.0011594i,-0.0012324+0.0015424i,-0.00086497+0.0015702i,-8.7807e-05+0.0013268i,0.0010938+0.00053105i,0.0011675+0.00035882i,-0.00033577+0.00013204i,-0.0016726+0.00018531i,-0.001742+0.00061706i,-0.00094092+0.001377i,-0.00052604+0.0013045i,-0.00073964+0.00045621i,-0.00025314-0.00023421i,0.0005323-0.00037754i,0.0011775-0.00027997i,0.0010191-1.806e-05i,0.00019375+0.00015252i,-0.0002488+0.00033913i,-0.00042443+0.00015864i,-0.00026209-0.00040102i
4.1234e-05+0.0016746i,0.00082225+0.0014408i,0.0011229+0.0013907i,0.00053522+0.0012289i,0.00011652+0.0011723i,8.3854e-05+0.0019468i,0.00020103+0.0019338i,-3.9041e-05+0.001851i,-0.00084958+0.0011215i,-0.0014212+0.00042628i,-0.0013377+0.00028717i,-0.0017585+0.00041562i,-0.001792+0.00093215i,-0.0010793+0.00019463i,-0.00078407-0.00039287i,-0.00046091+0.00015536i,-5.5626e-05+0.00064117i,0.00036832+0.00081391i,0.00029495+0.0013608i,7.8161e-05+0.00078834i,-0.00012952-0.00046237i,-9.2272e-05-0.00022375i,-8.8293e-05+0.00030719i
-0.00073452+0.0016386i,-0.00047132+0.0007678i,-0.0002869+0.0003226i,-0.0005157+0.00079026i,-0.00079871+0.0011981i,-0.0004649+0.00060325i,0.00012185+0.00023949i,-0.00011307+0.00082075i,-0.00091701+0.00091009i,-0.0012365+0.00053049i,-0.00062751+0.00057851i,-0.00032586+0.00043478i,-8.0705e-05-0.00022264i,0.00039647-0.00065507i,0.00023516-0.00047705i,-5.4626e-05+7.9366e-05i,-0.00011082+0.00045788i,-0.00049438+0.00036132i,-0.00060416-7.3986e-05i,-0.00011877-0.00031111i,-4.579e-05-0.00018331i,0.00038168-0.00046884i,0.00093564-8.9685e-05i
9.5284e-05-0.00078882i,0.00041972-8.4085e-05i,0.00044685+0.00030283i,-0.00015073+0.00032022i,0.00039642+0.0010495i,0.00062714+0.0018162i,0.000385+0.001259i,0.00016617+0.00062548i,-0.00035576+0.0001597i,-0.00056923+0.00020076i,-0.00060291+0.00011716i,-0.00031292-0.00032263i,-0.00016549-0.00041519i,-0.00012995-0.00049298i,-0.00066034-0.00046901i,-0.00074214-0.00064729i,-0.00060821+0.00011046i,-0.00046242+0.0011462i,3.2617e-05+0.00076367i,-4.2215e-06+0.00063267i,-0.0005564+0.00073367i,-0.00058447+0.00056651i,-0.00015019+0.00088784i
0.0013184+0.00010299i,0.00072742+0.00020121i,0.0010851+0.00025749i,0.00083556+0.00050593i,0.00024195+0.00065068i,-8.5511e-05+0.00095951i,0.00029892+0.0019103i,0.00088972+0.0021045i,0.00034802+0.0014257i,-0.00048797+0.0010453i,-0.00020379+0.00044307i,0.00025151+0.00011159i,7.4943e-05+0.00014374i,-0.00048606-0.00045827i,-0.00029638-0.0013292i,0.00025648-0.0011908i,0.00023738-0.00068437i,0.00017025-8.0933e-06i,0.00013057-0.00013295i,0.0001608-0.00087126i,0.00058688-0.00094241i,0.0002604-8.5253e-05i,-6.0708e-05-0.00021385i
-0.0015113-0.0022918i,-0.00090802-0.0019019i,-0.00031361-0.0010553i,-0.00013438+0.0001747i,-0.000585+0.00040816i,-0.00063731+0.00063974i,-0.00013831+0.00082734i,7.453e-05+0.00056194i,-0.00084863+0.00057148i,-0.0018161+0.00047898i,-0.0014913+0.00016107i,-0.00088153-0.00038935i,-0.00068399-0.00057851i,0.00023203-0.00034301i,0.00060576-0.00010315i,-0.00013341-5.8854e-05i,-0.00085212-9.7847e-05i,-0.0012615+1.4135e-05i,-0.00098332+0.00062831i,-0.00061792+0.00030428i,-0.00059322-0.00029463i,-0.00080349-0.00039367i,-0.00080977-0.00072262i
-0.0028583+0.00013301i,-0.0025031+0.0014461i,-0.0035267+0.0025396i,-0.0035929+0.0031729i,-0.0016553+0.0035294i,0.00075503+0.0031376i,0.001138+0.0024181i,0.00011731+0.0022523i,-0.00095846+0.0017238i,-0.0012215+0.0011479i,-0.00024324+0.0010121i,-0.00042224+0.0011821i,-0.00126+0.00064091i,-0.00094612-2.835e-05i,-0.00026243+0.00025379i,-0.00037603+0.00041588i,-8.4484e-05+0.00036077i,4.3893e-05+0.00064888i,-2.0161e-05+0.00065008i,0.00078042+0.00076492i,0.00076226+0.00076449i,0.00025407+0.00045803i,0.00034472+0.00050091i
0.00038453+0.0012715i,5.9056e-05+0.0013931i,-0.00052884+0.0014704i,-0.00092416+0.0015585i,-0.00046168+0.0015589i,-0.00041804+0.00076935i,-0.00030362+0.00098251i,-0.00016027+0.0012463i,-0.00037561+0.00024319i,-0.00072342-0.00060126i,-0.00093404-2.6461e-05i,-0.00081473+6.8097e-06i,-0.0006798-0.00092304i,-0.00062104-0.00032662i,-0.00078003+0.00031951i,-0.00054643-0.00053267i,-0.00032226-0.0013939i,5.5933e-05-0.0010519i,0.00041733+0.00037453i,0.00010039+0.00047822i,6.4353e-05-0.00075276i,-0.00019184-0.0006164i,-0.00042901+0.00026902i
