-0.00058455-0.00033422i,-0.00032548-0.0016136i,-0.0008999-0.0016351i,-0.0017187-0.0010054i,-0.0017267-0.00050694i,-0.0015378+0.00034866i,-0.001551+0.0020167i,-0.0008281+0.0023287i,0.00041628+0.0012852i,0.00081275+0.00050437i,0.0004656-0.00030688i,-4.3761e-05-0.00092134i,-0.00051581-0.0008192i,-0.0010513-0.00086532i,-0.00060804-0.00033092i,-3.4839e-05-0.00012555i,7.3894e-05-0.00025688i,0.00022433+0.00024076i,-0.00024636+5.8245e-06i,-0.00030651-0.00013257i,0.00012344+0.00013952i,0.00015739-0.00018715i,0.00021612-0.00037583i
-0.0028123-0.00056627i,-0.0017606+0.00050874i,-0.00023102+0.00092616i,0.0014494+0.0021132i,0.0011465+0.0020858i,-3.0523e-05-8.5651e-05i,-0.0009626-0.00074135i,-0.00062659-0.00018989i,7.9242e-05-2.5305e-05i,0.00031624+2.0027e-05i,0.00084668+1.3074e-05i,0.00072931-0.00039354i,0.0002721-0.00095988i,0.00012416-0.0014073i,0.00013085-0.0016555i,0.00014741-0.0010474i,-0.00066335-0.00064687i,-0.0013834-0.00052668i,-0.0010904-0.00038188i,-0.00035161-0.00080347i,0.00046086-0.00059633i,0.00093658+8.1272e-05i,0.00082771+0.00048629i
-0.0006748-0.00046732i,-0.0011511-0.00048001i,-0.0015272+0.00086255i,-0.0017717+0.00054411i,-0.0011307-0.00029408i,-0.00051876-0.00053613i,-0.00033572-0.00051561i,5.3467e-05-0.00028029i,0.00020182+3.2161e-05i,5.3029e-05-0.00011989i,-5.4927e-05-0.00028199i,-3.2676e-05-8.0618e-06i,0.00042533-6.2732e-05i,0.00058531-0.00061546i,1.3854e-05-0.00076459i,-0.00063169-0.00065149i,-0.00092666+0.00019043i,-0.00057669+0.00076888i,0.00018065-7.1552e-05i,0.00045039-2.1432e-05i,0.00034466+0.00045971i,-2.4771e-05+0.00069149i,-0.0007523+0.00041832i
0.0014074-0.00031431i,0.0011757+8.5226e-05i,0.00082537+0.00068324i,0.00075861+0.00027463i,0.0008009-0.00070271i,0.0005211-0.00029528i,-0.00069774+0.00049593i,-0.0011134+0.00078428i,6.1643e-05+0.0010989i,0.00085586+0.00085734i,0.00027433-9.9753e-05i,-0.00059339-0.00030895i,-0.00080025-0.00043891i,-0.0006966-0.00033304i,-0.0013533-2.9124e-05i,-0.0015873-0.00043556i,-0.0011063-0.00024105i,-0.00041873-0.00012823i,0.00041877-0.00078792i,0.00033528-0.00083032i,-0.00032881-0.00051843i,-0.00095471-0.00023181i,-0.00089147-0.00048217i
-0.0028485-0.00053087i,-0.0028517+0.00029878i,-0.0019745+0.0013151i,0.00036856+0.0018771i,0.00095313+0.00048305i,0.00057229-0.0011811i,-0.00022156-0.001055i,-5.3517e-05-0.00026171i,0.00076299+0.00025248i,0.00061297+0.00053358i,0.00067032+0.00052152i,0.0010131-1.2499e-05i,0.00039705-0.00025304i,-0.00024659+0.00011418i,-0.00072514+0.00013492i,-0.00071965+0.00029942i,-0.00010058+0.00027533i,0.00025642-6.7508e-05i,0.0003402+0.00029935i,-4.7428e-05+0.00059959i,-0.00030224+0.00075959i,6.5345e-05+0.0011972i,-0.00043676+0.00090052i
5.8661e-05+0.0017143i,0.00067337+0.003077i,0.00073366+0.0025221i,-2.0007e-05-3.3756e-05i,-0.00085554-0.0020694i,-0.0012624-0.0021578i,-0.0018764-0.0017879i,-0.0019026-0.001352i,-0.001348-0.0010913i,-0.00050209-0.0010158i,0.00060877-0.0011257i,0.0008461-0.00070743i,0.00066507+5.034e-05i,0.0001982+0.00073805i,-0.00039304+0.00025306i,-0.00031919-0.00043694i,-0.00016482-2.5394e-05i,-0.00040699+0.00056617i,-0.00093837+0.00030815i,-0.0011879-0.0002829i,-0.001164+5.3022e-05i,-0.00098765+0.00078246i,-0.0008851+0.00078406i
0.0013569+6.9506e-05i,0.0012444-0.00088778i,0.0028698-0.0018569i,0.0026114-0.0020453i,1.1012e-05-0.0021565i,-0.001722-0.0019864i,-0.00067672-0.0020999i,0.00037513-0.0013203i,-0.00013712-0.00015755i,0.00013267+0.00015941i,0.00011544-7.9308e-06i,-0.00024795+0.0002206i,-0.00037751+0.00012056i,0.00030464+7.0624e-06i,0.0003463+0.00048279i,0.00015332+4.9098e-05i,0.00060617+2.0838e-05i,0.00026736-0.00041902i,0.000259-0.001019i,0.00036958-0.00092279i,0.00038769-0.00029479i,0.00010575+0.00060598i,-0.00057168+0.00078793i
0.00045151+0.0011249i,-0.00018903+0.0015424i,-0.0010816+0.00068838i,-0.0012364+4.9243e-05i,-0.00086242+4.8076e-05i,-0.00083336-0.00067178i,-0.00080561-0.0014841i,-0.0002793-0.00091239i,-0.00044003-0.00028432i,-0.00027286-0.0002049i,5.2336e-05-0.00025002i,-0.00033686-0.00054301i,-0.0008615-0.00062842i,-0.00057988-0.00056373i,-0.0003703-0.0010474i,0.00017959-0.00066315i,0.00065192-4.1896e-05i,0.00094788+7.0149e-05i,0.00053697+0.0006782i,-0.00010228+0.00089123i,-0.00016841+0.00066339i,0.00028978+0.00020256i,0.00059407-0.00010763i
-0.00044205-0.00023693i,-0.00038849+4.4838e-05i,-0.00091315+0.00065104i,-4.2664e-05+0.00072265i,0.00024136+0.00038145i,-0.00074417-0.00018111i,-0.0012579-0.00045294i,-0.00056178+0.00011698i,-0.00029232+0.0003023i,-0.001287+0.00035879i,-0.0017665+0.00056578i,-0.0012459+0.00067107i,-0.00084518+0.00015412i,-0.0008079-0.00083267i,-0.00090284-0.00078172i,-0.00059121-9.8038e-05i,-8.4714e-05+0.00031725i,-0.0002698-0.00027889i,-0.00045269-0.001242i,-9.9136e-05-0.00019934i,0.00039894+0.00038372i,0.0006172+0.0002603i,7.7185e-05+0.00095934i
0.00051611-0.0015059i,-0.00024874-0.00086587i,-0.0011532-0.0010867i,-0.00091871-0.0016254i,-0.0012273-0.0019509i,-0.0016888-0.0017457i,-0.001587-0.00093754i,-0.00031275-0.0010073i,0.00093141-0.0005933i,0.00096085+0.00076089i,0.0011198+0.00068911i,0.00036738-0.00016882i,-0.0012058-0.00072348i,-0.0011567-0.00028301i,-0.0007239+0.00029334i,-0.00061413+0.00013648i,-0.00044907-0.00058797i,1.2791e-07-0.00024301i,-1.4396e-05+0.00020201i,0.0001843-0.00013789i,0.00067914-0.00022261i,0.00098462-0.00022682i,0.0010416-0.00067093i
-0.0012304-0.0013609i,-0.00091703-0.0016026i,-0.0010352-0.0011113i,-0.00067651-0.0011623i,-0.00064274-0.00097263i,-0.0018996-0.00084211i,-0.0020677-0.00029034i,-0.00098462+0.00025733i,-0.00050743-7.4364e-05i,-0.00012545-0.00013652i,0.00024252+0.00032345i,0.00072954+0.001096i,0.00087244+0.00088857i,0.00079837-0.00031436i,0.00044939-0.0004036i,-2.4663e-05-0.00010924i,0.00022179+0.00037392i,-6.6623e-06+0.00038194i,0.00013268-5.2798e-05i,0.001024-0.00065968i,0.00060372-0.00087183i,-0.00048789-0.00024902i,6.4181e-05+0.00023118i
0.0017707-0.00074211i,0.0020345-0.00043893i,0.0017486-0.00069701i,0.00071343-0.0011078i,-0.00012024-0.0016596i,-0.0010981-0.0015152i,-0.00071551-0.00091866i,-0.00017456-0.000214i,-0.00044594+0.00056086i,-0.00070613+0.00030554i,-0.0010956+5.1767e-05i,-0.00022117-0.00017031i,0.00063379-0.00020104i,-0.00019279-8.7165e-05i,-0.00018035+0.0008543i,0.00014943+0.0015731i,-0.00021322+0.00027575i,-0.00042335-0.00037846i,-0.00051305-0.00018673i,-0.0007206-0.00030705i,-0.00010566+0.00026912i,4.235e-05+0.00056841i,-0.00044663-3.1925e-05i
-1.2358e-05+0.00046399i,-0.0006226-0.00053148i,-0.0011487-0.00115i,-0.001478-0.00089884i,-0.00085034-0.0010902i,-0.0012122-0.0010558i,-0.0012547-0.00098168i,-0.00024579-0.00091114i,-0.00018393-0.00069557i,-0.0005544-0.00044442i,-0.00071649-0.00023437i,-0.00064816-0.00036792i,0.00024365-8.8207e-05i,0.00045871-0.00042674i,0.00049799-0.00039208i,0.00048229-0.0002164i,0.00057835+2.2446e-05i,0.00047811+0.00061864i,-0.00043286+0.00020011i,-0.00039601-0.00052241i,0.00010697-0.00033082i,0.00020234-3.823e-06i,0.00022856+0.00038376i
-0.0011045-0.00058302i,0.00024274-0.00025038i,0.001184+0.00079442i,0.0010184+0.00019609i,0.00038017-0.00076059i,-0.0010356-0.0012702i,-0.0013842-0.0016487i,-0.00019972-0.001383i,0.00043214-0.00068208i,-3.4769e-05-0.00066398i,-3.266e-05-0.00082954i,0.0002103-0.0010465i,-0.0001068-0.0016265i,-0.00018209-0.0015925i,-0.00016223-0.0014505i,-0.00018416-0.00098432i,0.00044569-0.00043365i,0.0010609+4.8697e-05i,0.00062633+0.00018886i,5.6994e-05+0.00030126i,0.00035502+0.00064677i,0.00035097+1.1785e-05i,9.7738e-05-0.00039117i
0.0026683+3.9022e-05i,0.0012343-0.0008004i,0.001514-0.0011059i,0.00018075-0.0020674i,-0.0016948-0.0034051i,-0.001804-0.0027336i,-0.00091722-0.0013764i,-0.00029605-0.00047992i,4.0282e-05-0.00012616i,-4.2713e-05+0.0001535i,-0.00066022+0.00056177i,-0.0013777+0.0010327i,-0.0012586+0.001043i,-0.00056965+0.00078354i,-0.00014163+0.00092033i,7.2066e-05+0.00038379i,-0.00030885+0.00035467i,-0.00047603+0.00061132i,0.00017608-0.00047949i,0.00060695-0.0010609i,1.1076e-05-0.0002167i,-0.00069166-0.00048315i,-0.00064649-0.0011031i
0.0011371+0.00051211i,0.0010343+0.00031033i,-0.00035507-7.4551e-06i,-0.00052997-0.00076236i,-3.2231e-06-0.00087447i,-0.0011461-0.0012733i,-0.0011268-0.0010458i,-0.00024739-0.00014047i,7.016e-05+0.00023869i,0.00067851-0.00010978i,0.00097005-0.00032855i,0.00013858+0.00037911i,-0.00045603+0.00039292i,-0.00093765-0.00010786i,-0.001232-0.00014324i,-0.00054742+0.00019831i,0.00070438+0.00022558i,0.00050778-7.3007e-05i,0.00032948+9.0001e-05i,0.000559+0.00021474i,0.00037583+0.00023789i,-2.7879e-06+0.00040831i,-0.00046017-1.7052e-05i
-0.00081217-0.00019541i,5.2563e-05+0.0010576i,0.00077283+0.0018457i,0.0013209+0.0015079i,0.00072981+0.00027711i,-0.00070423-0.00078616i,-0.0012668-0.00067429i,-0.00039075-7.9612e-05i,0.00066539-0.00024834i,0.0010558-0.00044413i,0.0010811+0.00013728i,0.00095509+0.00067973i,0.00043595+0.00051357i,0.00051832-1.763e-06i,0.00067168+0.00022522i,6.3661e-05-0.00012101i,-0.00052285-0.00026601i,-8.0656e-05+0.00043126i,0.00016546+0.0002847i,-9.7815e-05-0.00029146i,-0.00025883-0.00043048i,-9.3094e-06-0.00020267i,-0.00022794+0.00019989i
0.0018477+0.00052057i,0.0015288+0.0012478i,0.00048149+0.00038625i,-0.00097519-0.001145i,-0.001572-0.0019659i,-0.00096082-0.0012339i,-0.00072389-0.00079867i,-0.00086572-0.0012078i,0.00032224-0.0011974i,0.00059044-0.0014208i,-0.00041263-0.0018368i,0.00034977-0.001255i,0.0007919-3.8075e-05i,0.0003052+0.00025569i,0.00049475+0.00046062i,0.00045288+0.00034697i,-0.00040592-0.00013925i,-0.00079458-0.00085127i,-0.00018167-0.0010484i,0.00027559-0.00035115i,0.00044559-0.00015249i,0.00031041+5.6994e-05i,7.152e-05+9.6988e-05i
0.00026898-0.00069442i,-0.0005237-0.0010036i,-0.00063186-0.0003066i,-0.00044369-0.00017385i,-0.00047167-0.00083543i,-0.0011116-0.00050926i,-0.0013858+2.2024e-05i,-0.00070077-0.00028478i,-2.5629e-05-0.0010156i,-0.0010796-0.0012323i,-0.0019114-0.001142i,-0.00048599-0.0015832i,0.00091101-0.0016778i,0.0006125-0.00090998i,-0.00042422-0.00072253i,-0.00058078-0.00068891i,-0.00075004-0.00039202i,-0.00015312-0.0004006i,4.8453e-05-8.2448e-05i,-0.00047127+0.00025948i,-0.00014571+9.1333e-05i,0.00036046+0.00047391i,0.0005971+0.00075691i
0.00046401-0.0028541i,0.00088596-0.0022175i,0.00049532-0.0018172i,-0.0008676-0.0012669i,-0.0012601-0.00087829i,-0.0002467-0.00097813i,-0.00034483-0.00080474i,-0.00094401-0.00033029i,-0.001137+7.1474e-05i,-0.00089511+8.1556e-05i,-0.00097412+4.8951e-05i,-0.00071938-0.00013614i,-0.00013422-0.00065219i,-0.00046706-5.5664e-06i,-0.0006439+0.00044987i,-7.6243e-05-0.00023164i,0.00028976-0.00048272i,0.00058462-0.00041116i,0.00095999-0.00064801i,0.00073794+9.878e-05i,-0.00022678+0.00091073i,-0.00054358+0.00010394i,-0.0002362-5.5749e-05i
-0.00047457-0.00050615i,-0.0020936-0.0012127i,-0.0028594-0.0017686i,-0.0018677-0.0012252i,-0.0013196-3.1041e-05i,-0.00197-0.00038756i,-0.0022157-0.0011724i,-0.0012743-0.00025267i,0.00023068+0.00093472i,0.0010628+0.00083365i,0.00052462+0.00090295i,-0.00033493+0.00092676i,-0.00068425+0.000428i,-0.00032146+0.00028695i,0.00023243+0.0003128i,0.00024784-2.1225e-05i,0.00023631-0.00026396i,0.00026266+0.00033107i,0.00054241+0.00090473i,0.00086371+0.00091174i,0.0012673+0.00070534i,0.0012124+8.821e-05i,0.00057474-0.00015824i
0.0021867-8.4139e-05i,0.002376+0.00055405i,0.0018305+0.0009256i,-7.7806e-05+0.00022074i,-0.00069514-0.0010226i,-0.00059678-0.0014381i,-0.0010411-0.00083511i,-0.00025503+0.00014621i,0.0017529+0.00041501i,0.0017829+0.00053833i,0.00064718+0.00054278i,8.2991e-05+0.00051594i,0.00031801+0.00052313i,0.00075277+0.00092073i,9.3336e-05+0.00094284i,-0.00046286-0.00011649i,0.00049523-0.0008446i,0.00088419-0.001182i,0.00046491-0.0013231i,0.00023208-0.00027552i,-0.00036964+0.00030816i,-0.0008824-0.00027376i,-0.00041227-0.00035614i
-0.0011681-0.0017295i,-0.0021992-0.0016022i,-0.0035603-0.0013249i,-0.0034532-0.0017925i,-0.0023028-0.0014894i,-0.0010687-0.00036733i,-0.00052041-0.00073757i,-5.176e-05-0.0011243i,8.1982e-05-0.00036978i,0.00040297+5.7568e-05i,0.0011713-0.00022912i,0.0016445-0.00047419i,0.0012265+0.0001119i,0.00057873+0.00060873i,0.00012439-0.00030475i,-0.00049936-0.0010845i,-0.00062124-0.00095498i,-0.00021918-0.00075355i,-8.6563e-05-0.00035554i,-0.0002572+0.00028206i,0.00058607-3.9122e-05i,0.000929-0.00065301i,0.00045481-0.00038145i
0.0001061-0.00039804i,5.5468e-05-0.00017409i,0.00046957-0.00057219i,0.00044746-0.00064101i,-1.7801e-05-0.00051514i,-8.1932e-05-0.00084526i,-0.00065452-0.00078823i,-0.0012266-0.00012128i,-0.00084026+0.00020276i,-0.0003558-0.00016297i,-0.00034463-0.00063117i,0.00034693-0.00054838i,0.0011328+0.00026249i,0.00043455+0.000668i,1.7216e-05+0.00081949i,0.00044061+0.0002379i,0.0003469-0.00038639i,-0.00049558+6.4333e-05i,-0.00079558-7.9236e-05i,-0.00057694-0.00032289i,-0.0010805+0.00043762i,-0.0011945+0.00088408i,-0.00074079+0.00038501i
-8.9746e-05-0.0003098i,-7.77e-05-0.00026977i,-0.0010621-0.00013255i,-0.00069437-0.00062504i,-0.00035215-0.0011363i,-0.0010345-0.00072273i,-0.0010503-0.00027643i,-0.0002317-0.00033998i,0.00022825-0.00055009i,4.0488e-05-0.00042747i,-0.00027136+0.00068655i,-0.00022185+0.00096521i,0.00012785+8.2849e-05i,0.00029539-0.000418i,-2.7584e-05-0.00021733i,-0.00047168+8.947e-05i,3.9555e-05+0.00044328i,-0.00025962+0.00081372i,-0.0012398+0.00062161i,-0.0012333+9.2504e-05i,-0.00022217-0.00022485i,0.00047998+0.00049707i,0.00061333+0.00062433i
0.00063168-0.00090132i,0.00024404-0.0013626i,-0.00035984-0.0012092i,-0.0016596-0.0011423i,-0.0026715-0.00099551i,-0.0026096-0.001153i,-0.0022765-0.0010633i,-0.0012406-0.00056868i,-0.00079804-0.00087907i,-0.0010482-0.00076413i,-0.00097839+0.00032257i,-0.00041436+0.00048174i,-0.00016978-0.00011246i,-0.00027451-0.00051462i,0.00030934-0.0002301i,0.00049507+0.00012924i,-0.00085929+0.00010569i,-0.00083454+0.00058747i,8.8789e-05+0.0010507i,0.00036966+0.0012297i,0.00079117+0.0004149i,0.00066163+3.5706e-05i,-0.00031446+0.00087181i
-0.0010227-0.00023658i,0.00080489+0.00020464i,0.00086394+0.00021618i,-0.0010296+0.00049689i,-0.0014319-0.00034797i,-0.0013657-0.0012433i,-0.0014092-0.00097846i,-0.0010069-0.00031752i,-0.00072665+0.00074011i,0.00026835+0.00070972i,0.00074762+0.00038965i,0.0004965+0.00063141i,0.00021082-0.0001444i,-4.5223e-05-7.5917e-05i,-9.0321e-05+0.0003752i,2.4892e-06+3.4119e-05i,0.00014228-7.1842e-05i,0.00067984-0.00010586i,0.00084872+0.00010371i,7.5925e-05+0.00085636i,0.0004795+0.00095261i,0.0012234+0.00087329i,0.00045138+0.00039746i
-0.0011047+0.0027331i,-0.000364+0.0020663i,0.0014254+0.00099294i,0.0025674-0.00049656i,0.0017665-0.0018471i,7.7854e-05-0.0020057i,-0.00063355-0.001016i,-0.00011095+0.00028791i,0.00024868+0.0008478i,0.0010054+0.0003038i,0.00040306-0.00026124i,-0.0006258+4.6703e-05i,-0.00046004+0.00020592i,-2.2046e-05-9.0926e-05i,0.00015222-1.0356e-05i,0.00046803+4.4386e-05i,0.00033226-5.8903e-05i,-7.3554e-05-0.00059002i,-0.00028987-0.00075156i,-0.00036281-0.00029877i,-0.00058242-0.00028963i,-0.00074647-0.00034281i,-0.00091478+0.00031383i
-0.00080305+0.00048091i,-0.00096894+0.0023499i,-0.001355+0.0039102i,-0.001402+0.0030512i,-0.00073815+0.00056478i,-0.00024376-0.001078i,0.00017913-0.00083447i,0.00059364-0.00087061i,0.00084209-0.0015565i,0.00089529-0.0014758i,0.0008807-0.00089421i,0.0014688-0.00056536i,0.0015229-0.00014342i,0.0010506-0.00019531i,7.6729e-07-0.00058586i,0.00033371-0.00046332i,0.0011315-2.4686e-05i,0.00010154-0.00011523i,-0.00037609+9.8941e-05i,0.00042981+0.00038396i,0.00044624-0.00025276i,-0.00025033+2.3976e-05i,-0.00044476+4.0343e-05i
0.0010345-0.0015251i,0.001029-0.0020506i,0.00081133-0.0022845i,0.00029662-0.0022986i,9.8258e-06-0.0016036i,-0.00075883-0.00049544i,-0.0014385-2.1903e-06i,-0.0011316-0.00061171i,-0.00029455-0.00084226i,0.00031573-0.0003737i,0.00033916-0.0006899i,0.00025494-0.00036837i,0.00039132-0.00043459i,-1.3736e-05-0.0011016i,-0.0006129-0.00085119i,0.00031148-0.00063769i,0.0011586-0.00028805i,0.00073508-2.6303e-05i,-0.00034089-0.00059279i,-0.00087871-0.0010474i,-0.00045683-1.3564e-05i,0.00036886-0.00013009i,0.00043624-0.00063788i
5.6674e-05+0.0010484i,-0.00043972+0.0020954i,-0.00035413+0.0020776i,0.00024506+0.00090667i,0.00031619-0.00044817i,0.00020259-0.0023159i,-5.9158e-05-0.0023672i,-0.00023576-0.0018509i,5.2741e-05-0.0012599i,-0.00053205-0.00014464i,-0.0012443+0.00014797i,-0.0011805+0.00014072i,-0.0012971-0.00037302i,-0.0010947-0.0010136i,-0.00055183-0.0010597i,-0.00073249-0.00048518i,-0.00052023-0.00020118i,0.000107+0.00030288i,-9.6338e-05+0.00088092i,-0.00058524+0.00087203i,-0.00056295+0.00044452i,0.00013413+0.00021914i,0.00071376-0.00015668i
-0.00039915+0.0021237i,0.00017846+0.0017711i,0.00034246+0.0017933i,0.0013052+0.00079153i,0.002208-0.0011329i,0.0013231-0.0027086i,0.00017265-0.0019558i,0.00012144-0.00066894i,0.00018647-0.00053739i,0.00018823-0.00049393i,0.00050401-0.00030318i,0.00037731-0.00012307i,-0.00016269-0.00034088i,-0.00033283-0.00085108i,-0.0003808-0.00031072i,-0.00037817+0.00057597i,-0.00021046+0.00021357i,0.00062399+0.00031143i,0.00092321+0.00030603i,0.00023994+0.00040655i,0.0001572+0.00061186i,0.00022147+0.00054068i,7.3035e-05+0.00029632i
-0.0011303-0.00052839i,-0.0014155-0.00044529i,0.00018108+9.3896e-05i,0.0014358+0.00081399i,0.00027716+0.00013324i,-0.0020294-0.0005297i,-0.0022473-0.00095713i,-0.0016413-0.0013805i,-0.0012946-0.0010475i,-0.00014346-0.00067147i,0.00068941-0.00050743i,0.0008293-0.00047034i,-8.7474e-06+0.00067832i,-0.00024522+0.0011921i,0.00043977+0.00039335i,0.00062915-0.00020389i,0.00062598-0.00047265i,0.0005622-0.00024503i,0.00018733+4.3088e-05i,-3.3484e-05+1.0919e-05i,0.00016629-0.00010655i,0.00015702+1.7325e-05i,-0.00028935-0.00028875i
0.0015303+0.002633i,0.0022105+0.0013546i,0.0017434-8.5864e-05i,0.0004826-0.0015259i,-0.0014386-0.0017554i,-0.0023791-0.0015198i,-0.0014933-0.00079215i,-0.00037723+0.00027126i,-4.57e-05+0.00039813i,0.00075258-0.00044917i,0.0009377-0.00094705i,-0.00012783-0.0013754i,-0.00025695-0.0008442i,0.00058495+0.00022777i,0.00070672-0.00027394i,0.00051261-0.00050716i,0.0010251+0.00031294i,0.0014179+0.0011211i,0.00078251+0.00091424i,0.00055571+0.00023415i,0.00060246-0.00036674i,-0.00013224-0.00069581i,-0.00075735-0.00047322i
0.00099231-2.6573e-06i,0.00087171+0.00048656i,0.0012551-0.00011292i,0.0020993-0.00078065i,0.0009384-0.0011399i,9.5389e-05-0.0015219i,0.00062074-0.0012905i,0.00056175-0.00068616i,0.00041986-0.00072014i,0.00051373-0.00016015i,-0.00061369+0.00033229i,-0.0014057+0.00052707i,-0.00061927-2.2152e-05i,0.00031499-0.00056696i,0.00064029-0.00057765i,0.00054371-0.00022931i,0.00010143+0.00042265i,-0.00051802-2.0729e-05i,-0.00080839-0.00086826i,-0.00033118-0.00089615i,3.1297e-05-0.00055905i,0.00019208-0.00045105i,-0.00047672-0.00025061i
-0.0016928-0.00048015i,-0.0018184+0.00020975i,-0.0018583+0.0010434i,-0.0012001+0.00015063i,-0.0003521-0.0010409i,0.00055749-0.0014621i,0.00037732-0.00094542i,-0.00012497-0.00054808i,0.00034217-0.00046675i,0.00077274+0.00025607i,-7.1635e-05+0.0011937i,-0.0005803+0.001628i,-0.00024359+0.00019318i,0.00031248-0.0014232i,0.00047874-0.0014751i,0.001395-0.00073929i,0.0012975-8.7829e-05i,0.00021101-0.00026088i,0.00021576-0.00013344i,0.00071235+0.00025476i,0.00045331+0.00021078i,0.00032324+1.5949e-05i,0.00065337+0.00015344i
0.0014654+0.0013066i,0.00018733-0.00038023i,0.00020652-0.001362i,0.0005003-0.0022457i,-0.00074663-0.0028455i,-0.0033329-0.0024791i,-0.0035073-0.0017339i,-0.0015154-0.0018114i,-0.00028001-0.0015985i,0.00027031-0.0012127i,0.0006309-0.00063752i,0.00059358-0.00048597i,0.00018589-0.00044213i,-0.00051455+0.00016995i,-0.00086323+0.00043397i,-0.00043216-0.00014759i,0.0005787-0.00089948i,0.00051003-0.00059283i,-0.00038412+3.8391e-05i,0.00013043+0.00031915i,-0.00030202+0.00048609i,-0.0012139+7.8008e-05i,-0.00060774-0.00010834i
-0.00084724-0.00013551i,-3.8968e-05-0.00010803i,-0.00026096+0.00085656i,-0.00063211+0.0010147i,-0.00095723+8.9396e-05i,-0.0015939-0.00083183i,-0.0010244-0.00095898i,-0.00051835-0.0007407i,-0.00047185-0.0013209i,4.933e-05-0.00098006i,0.00064642-0.0004564i,0.0014001-0.00018622i,0.0013905-0.00010148i,8.1004e-05-0.00039449i,-0.00048563-0.00068772i,0.000109-0.00030957i,0.00026518-0.0003036i,0.00020995-7.3287e-05i,0.00034191-0.00011216i,0.00064215-0.00055499i,0.00016136-0.00054842i,-0.00038291+0.00028432i,-0.00081638+0.00016008i
-0.00073761-0.00056146i,0.00017668-0.00072396i,0.00040289-0.0010963i,0.00015044-0.001923i,0.00045822-0.0021507i,-0.00072207-0.0016011i,-0.0010325-0.0010068i,-0.00068375-0.00020583i,-0.00075923+0.00030891i,0.00044505+0.00014721i,0.0011898-0.00058829i,0.00094-0.0012946i,0.0007156-0.00053729i,0.00066692+0.00045119i,-5.6535e-05+0.00013725i,-0.00016751-0.00072083i,-0.00035709-0.00099105i,-0.00036363-0.00042897i,0.00037628+0.00029911i,0.00011331-0.00012036i,-0.00051419-7.2849e-05i,-0.00054164+0.0001964i,-0.000354+9.4627e-05i
0.00045139-0.0012623i,0.00050663-0.00041641i,0.00084702+0.00012612i,-0.0001057+0.00041923i,-0.0021165-0.00089242i,-0.0024373-0.0016919i,-0.0015197-0.0012597i,-9.4828e-05-0.00050473i,0.00073372+0.00035214i,-0.00034491-2.694e-05i,-0.0014809-0.0017013i,-0.0013695-0.0022577i,-0.00034395-0.0011881i,0.00038469-0.00019438i,6.777e-05-0.00011511i,-0.00096249-7.6693e-05i,-0.0014572+4.1406e-05i,-0.00087583-0.00057721i,-0.00012264-0.0013778i,3.3744e-05-0.00075528i,0.00074153+0.0002336i,0.0010824+0.00012285i,0.00062624+0.00032119i
0.0016959+0.00063157i,0.0023358-0.00011007i,0.0022206-0.0013455i,0.0011261-0.0023629i,-0.00027977-0.0021162i,-0.00085992-0.0013224i,-0.00076744-0.00086384i,-0.00079979-0.00061116i,-0.00026913-0.00033184i,-0.0005144-0.00079189i,-0.001346-0.0014837i,-0.0017571-0.0012177i,-0.001642-0.00057394i,-0.00053129-1.9399e-05i,-0.00023486+0.00076718i,-0.00049085+0.00089962i,-0.00010022+0.001106i,0.0002624+0.00064208i,0.00010094-0.00049415i,0.00034638-0.00058367i,0.00049525-7.3882e-05i,0.00013131-2.6892e-05i,-9.9545e-05-7.5892e-05i
0.0022788+0.0018832i,0.0022862+0.0018818i,0.0015457+9.3591e-05i,0.00052149-0.002233i,8.9982e-05-0.0036824i,-0.0009245-0.0033043i,-0.00084957-0.0020007i,1.3098e-05-0.00082584i,0.0007951-0.00079018i,0.00086013-0.0010486i,-0.00013285-0.00041129i,-0.00075363+0.00071846i,-0.00036625+0.0011526i,-0.00044406+0.0010629i,-0.00045039+0.0011721i,0.00016405+0.00066394i,0.00087746-0.00020651i,0.00073687-0.000289i,0.00027436-0.00031487i,0.00087101-0.00085888i,0.00057226-0.00073483i,-0.00033996-0.00034028i,-0.00030958+0.00013985i
0.00011769-0.00078626i,-0.00043294-0.00090534i,-0.00022343-0.00022406i,0.00019581-0.00059731i,-0.0010874-0.0010696i,-0.0015678-0.0015571i,-0.00028487-0.0022107i,0.00033825-0.0023528i,0.00037304-0.0014051i,0.00095811-0.000126i,0.0013646+0.00047723i,0.0013882+0.00030305i,0.0011899-7.0711e-05i,0.00096784+8.8192e-05i,0.0013208+0.00036268i,0.00073688+0.00021482i,0.00029845+1.2093e-05i,-0.00017093-0.00010421i,-0.00077652-0.00011085i,-0.001323+0.00028165i,-0.00088722+0.00022937i,-6.6553e-05+0.00025762i,0.00024692-0.00015966i
