-0.0015055+0.00055566i,-0.0012495+0.0012356i,-0.0015334+0.0021231i,-0.00082461+0.0017862i,-0.00020814+0.0018395i,-0.00092409+0.0018092i,-0.00057474+0.0014518i,0.00052232+0.00095664i,0.00070075+7.2377e-05i,0.00054724-0.00085956i,0.00060768-0.0016484i,0.00045635-0.0013479i,0.00051682-0.00065665i,0.00045203+0.00044908i,0.00031425+0.00048496i,0.0009518-0.00020067i,0.00084393+0.00021599i,0.00052771-9.4904e-05i,4.1092e-06-0.00071391i,-0.00041219-0.00033026i,-0.00050212-8.3933e-05i,-0.00070006-0.00010081i,-0.00016623+0.00046782i
-0.11043+0.024052i,-0.28843-0.01232i,-0.4877-0.11555i,-0.52686-0.1886i,-0.37623-0.1565i,-0.22195-0.084532i,-0.13119-0.053831i,-0.084411-0.08419i,-0.082172-0.097237i,-0.061522-0.054771i,-0.01633-0.022691i,0.0059636-0.0161i,0.017731-0.0075858i,0.033806-0.0061403i,0.037398-0.015687i,0.025956-0.023605i,0.0095871-0.02343i,0.0023437-0.020164i,0.003649-0.016893i,0.001986-0.0062183i,-0.00066112+0.0078172i,0.00086599+0.012642i,0.0059627+0.0096792i
0.074797-0.067287i,0.21047-0.090048i,0.38974-0.059672i,0.44741+0.0040664i,0.32156+0.055489i,0.18748+0.080019i,0.1209+0.077724i,0.056362+0.079834i,0.0034834+0.085161i,-0.015461+0.053002i,-0.027067-0.0038828i,-0.044547-0.026995i,-0.046607-0.0069729i,-0.028247+0.015i,-0.010995+0.021373i,-0.0031322+0.018328i,0.00042639+0.012833i,0.0025833+0.013169i,0.0063717+0.01453i,0.0073401+0.0057143i,0.0036017-0.0050734i,-0.0011881-0.0049936i,-0.0064766+0.0066428i
-0.034296+0.081403i,-0.13909+0.19782i,-0.28555+0.37618i,-0.31121+0.49002i,-0.16366+0.38157i,-0.030823+0.15488i,0.0052267+0.053905i,0.057264+0.060502i,0.10676+0.036395i,0.079838+0.0032584i,0.033323+0.0090974i,0.01765+0.016729i,0.0066397-0.0023404i,-0.019599-0.018761i,-0.039611-0.01604i,-0.039079-0.0059329i,-0.025993+0.0015577i,-0.015731-0.00089569i,-0.016955-0.0077165i,-0.014153-0.010819i,-0.00083594-0.011172i,0.012928-0.010545i,0.018887-0.01601i
0.034592-0.14948i,0.079475-0.42948i,0.05887-0.80138i,-0.064085-0.92376i,-0.13365-0.61191i,-0.062863-0.20313i,0.025289-0.044571i,0.038465-0.047791i,0.017364-0.052423i,0.0025949-0.029531i,0.006667+0.0014516i,0.023097+0.0085587i,0.028783+0.0023778i,0.02646+0.0061906i,0.028536+0.0093458i,0.028828+0.0033997i,0.021086-0.0042968i,0.01737-0.0068193i,0.020771-0.0065971i,0.01516-0.0045962i,-0.0017281+0.00040719i,-0.012381+0.0034421i,-0.0086527+0.0058957i
0.04381+0.12509i,0.16028+0.293i,0.36703+0.43913i,0.52049+0.40669i,0.43448+0.22447i,0.19266+0.06323i,0.0030079-0.024707i,-0.098282-0.0591i,-0.116-0.033169i,-0.059791-0.009788i,-0.010335-0.028276i,-0.0042435-0.040083i,-0.010457-0.021757i,-0.0045891-0.0023969i,0.0035578+0.005131i,0.0050811+0.008249i,0.0069889+0.011279i,0.006298+0.015285i,0.0039585+0.021249i,0.010125+0.021902i,0.021099+0.011488i,0.021457+0.00029786i,0.0074221-0.001595i
-0.095611-0.017208i,-0.25366+0.055277i,-0.43888+0.24634i,-0.46675+0.42502i,-0.27199+0.35515i,-0.040401+0.10108i,0.080996-0.029007i,0.13585+0.0047017i,0.14653+0.043383i,0.10723+0.041015i,0.051991+0.026068i,0.014257+0.01463i,0.0058591-0.0084596i,-0.0018637-0.041029i,-0.015266-0.049126i,-0.017458-0.03395i,-0.013718-0.015691i,-0.0087266-0.0031071i,-0.0070135+2.8013e-05i,-0.010547+0.0010519i,-0.0090919+0.0080104i,0.00034369+0.018381i,0.011961+0.021363i
0.07656+0.030216i,0.18653-0.022832i,0.27892-0.20254i,0.20115-0.39632i,-0.042143-0.33527i,-0.21026-0.0046722i,-0.17985+0.26391i,-0.081511+0.28659i,-0.041181+0.17072i,-0.049929+0.074978i,-0.03841+0.048955i,-0.00022272+0.036578i,0.019098+0.020428i,0.021658+0.017057i,0.019182+0.014237i,0.012026+0.0094228i,0.0026307+0.00053492i,-0.010563-0.0052324i,-0.016955-0.0033505i,-0.017319-0.0036948i,-0.019375-0.0054031i,-0.017756-0.0058899i,-0.012936-0.0037253i
-0.06597-0.053134i,-0.11096-0.091491i,-0.090242-0.093381i,0.010037-0.052458i,0.085688-0.029323i,0.069535-0.10042i,-0.020644-0.22826i,-0.12698-0.26646i,-0.14177-0.19329i,-0.072589-0.12857i,-0.031312-0.10648i,-0.035213-0.073301i,-0.042881-0.022064i,-0.034473+0.024088i,-0.012914+0.037854i,-0.00074836+0.019088i,0.0015692+0.0048385i,0.0064733+0.00094111i,0.013793-0.0026227i,0.022911-0.0023511i,0.025095+0.0030214i,0.017641+0.0082216i,0.0098046+0.0074644i
0.083359-0.015725i,0.10849-0.031263i,0.013916+0.0088191i,-0.12924+0.13672i,-0.095845+0.21411i,0.087207+0.15232i,0.20856+0.065471i,0.21615+0.028771i,0.16136+0.039522i,0.11003+0.064217i,0.080464+0.045453i,0.046287+0.0071602i,0.032359-0.017551i,0.031249-0.045536i,0.013935-0.052669i,-0.00064421-0.027405i,-0.0028796-0.00018794i,0.0012037+0.016334i,0.0066036+0.02363i,0.009241+0.021086i,0.0078177+0.0085405i,0.00074701+0.00047356i,-0.0066439+0.0055324i
-0.081245+0.0565i,-0.13748+0.14853i,-0.12112+0.21875i,-0.032009+0.1482i,-0.016669-0.011015i,-0.10476-0.076303i,-0.14814-0.016633i,-0.1063+0.050692i,-0.06174+0.054262i,-0.060469+0.033524i,-0.064759+0.045242i,-0.03661+0.060133i,-0.01056+0.046126i,-0.0027072+0.030091i,0.00075114+0.020128i,-0.003842+0.0096697i,-0.010125-0.0021402i,-0.016016-0.013998i,-0.028422-0.017721i,-0.038924-0.0098713i,-0.032138-0.0011487i,-0.014662-0.0035075i,-0.0047168-0.013035i
0.093823-0.04798i,0.19403-0.1406i,0.28031-0.24926i,0.27403-0.26204i,0.2099-0.13406i,0.19426+0.019596i,0.21118+0.068054i,0.17+0.012433i,0.086791-0.040947i,0.04883-0.050931i,0.054416-0.065951i,0.032178-0.086091i,-0.020755-0.067396i,-0.052887-0.015825i,-0.041013+0.024443i,-0.0045307+0.025784i,0.01531+0.0075509i,0.012547-0.00036182i,0.0119-0.00040902i,0.014476-0.0013265i,0.0084731+0.0001173i,-0.0018243+0.0050107i,-0.0047588+0.012134i
-0.057191+0.1306i,-0.10329+0.27855i,-0.16467+0.35554i,-0.21281+0.2441i,-0.21182+0.050699i,-0.20812-0.057692i,-0.22374-0.065392i,-0.18652-0.017478i,-0.098958+0.015825i,-0.055193+0.026908i,-0.042338+0.051035i,-0.0042709+0.061323i,0.041859+0.043181i,0.07126+0.010539i,0.063161-0.022605i,0.026416-0.019922i,0.0074705+0.0078297i,0.0071239+0.017562i,0.0040447+0.013302i,0.0020976+0.010241i,0.0044818+0.0059032i,0.0029051+0.0032292i,-0.0014425+0.0037228i
-0.019366-0.16047i,-0.085865-0.35361i,-0.11354-0.47308i,-0.028139-0.38594i,0.092409-0.21298i,0.16507-0.12092i,0.19316-0.11286i,0.15802-0.13542i,0.074659-0.11859i,0.023212-0.075813i,-0.01127-0.058609i,-0.048863-0.031992i,-0.048931+0.00088361i,-0.029071+0.0087323i,-0.014298+0.0049485i,-0.0083963-0.0047085i,-0.012315-0.012973i,-0.0075826-0.014582i,0.00047906-0.019163i,-0.0047105-0.022668i,-0.010648-0.018266i,-0.001808-0.01068i,0.01388-0.00527i
0.089091+0.1032i,0.26996+0.26973i,0.47863+0.44081i,0.53024+0.46996i,0.37312+0.35799i,0.14997+0.2534i,0.031569+0.21898i,0.033349+0.19419i,0.053882+0.12582i,0.053139+0.059559i,0.066961+0.018542i,0.068438-0.028712i,0.01856-0.058805i,-0.042009-0.045818i,-0.062644-0.011535i,-0.036208+0.008706i,-0.0039018+0.00309i,0.0045211+0.00012998i,0.010105+0.013732i,0.021261+0.021157i,0.021547+0.014151i,0.0080726+0.0040655i,-0.011227-0.0020086i
-0.14965-0.094071i,-0.48417-0.18885i,-0.89086-0.19865i,-0.99819-0.047672i,-0.66344+0.082357i,-0.22163+0.019295i,-0.018606-0.090136i,-0.0077634-0.094631i,-0.011917-0.045834i,-0.016787-0.038109i,-0.051762-0.043976i,-0.067626-0.014829i,-0.034265+0.023475i,0.016209+0.042069i,0.04626+0.032412i,0.039972+0.011469i,0.014214+0.0071264i,-0.0077311+0.015229i,-0.024429+0.019143i,-0.031383+0.018501i,-0.022254+0.018071i,-0.0045288+0.013088i,0.011272+0.0031987i
0.19172+0.023953i,0.49823-0.06974i,0.70058-0.29773i,0.4909-0.47303i,0.068858-0.32789i,-0.15058+0.01381i,-0.1475+0.20206i,-0.089641+0.18983i,-0.050349+0.098854i,-0.0313+0.030929i,-0.004398+0.0042212i,0.015143-0.022189i,0.010388-0.037226i,0.0025752-0.031477i,-0.0035337-0.018437i,-0.0015911-0.0055898i,0.011263-0.008996i,0.021137-0.029145i,0.020609-0.04826i,0.011742-0.050509i,0.0038462-0.036145i,0.0033029-0.015893i,0.0076999+0.0023758i
-0.13735+0.10821i,-0.22819+0.33562i,-0.096626+0.54875i,0.26392+0.48795i,0.43419+0.21531i,0.30894-0.0025323i,0.17886-0.11796i,0.1006-0.17221i,0.062354-0.13402i,0.077112-0.073848i,0.079705-0.043343i,0.067932-0.024548i,0.044898-0.038449i,0.0021313-0.059084i,-0.026853-0.052601i,-0.033706-0.025618i,-0.024223+0.0073878i,-0.0015306+0.028969i,0.023193+0.040939i,0.039917+0.039387i,0.038987+0.017817i,0.023944-0.0058324i,0.0081238-0.014302i
0.075942-0.1395i,0.13785-0.35527i,0.088356-0.49073i,-0.056884-0.34507i,-0.079856-0.11338i,0.046657-0.02776i,0.15273+0.00014432i,0.17188+0.075397i,0.12755+0.14253i,0.082584+0.13991i,0.041007+0.061927i,-0.023652-0.0011582i,-0.048667+0.013983i,-0.025642+0.041401i,-0.010232+0.042448i,-0.016012+0.027261i,-0.035628+0.011624i,-0.052552+0.015897i,-0.055478+0.028075i,-0.045406+0.033i,-0.023051+0.035565i,0.0012653+0.03777i,0.011144+0.03685i
-0.057828+0.070761i,-0.12764+0.23704i,-0.18114+0.37093i,-0.20524+0.31449i,-0.20468+0.15831i,-0.17938+0.074359i,-0.11615+0.07089i,-0.036802+0.023169i,-0.016901-0.0867i,-0.058929-0.12363i,-0.060715-0.073753i,-0.025535-0.054719i,-0.019563-0.052936i,-0.0024578-0.020738i,0.031669-0.0035651i,0.047992-0.0045067i,0.04868-0.0022129i,0.035434-0.008863i,0.016313-0.026226i,0.0029277-0.036384i,0.0031382-0.028126i,0.012565-0.016229i,0.016147-0.011975i
0.026076-0.094742i,0.0075676-0.19218i,-0.026727-0.20643i,-0.011755-0.071144i,0.045222+0.064125i,0.061405+0.071141i,0.023138+0.031977i,-0.0005573+0.035624i,0.0219+0.063721i,0.065228+0.060712i,0.082404+0.023615i,0.066854+0.00208i,0.05138-0.0069571i,0.040734-0.027107i,0.020657-0.034792i,0.0064178-0.012714i,0.0091596+0.012791i,0.011761+0.023114i,0.0137+0.026527i,0.016894+0.022806i,0.0087805+0.01458i,-0.0023883+0.019019i,-0.0038169+0.027072i
0.022647+0.036846i,0.067872+0.031365i,0.11761-0.090129i,0.089343-0.28014i,0.0031749-0.35208i,-0.0067491-0.32071i,0.0077591-0.31961i,-0.039606-0.2685i,-0.045543-0.11801i,0.019202-0.016433i,0.065747-0.013414i,0.071499-0.030898i,0.05508-0.033694i,0.024562-0.029908i,0.0014894-0.029722i,-0.0039472-0.027564i,0.0032147-0.011341i,0.008593+0.0061666i,-0.0046582+0.020758i,-0.020037+0.032263i,-0.02196+0.032096i,-0.016921+0.030045i,-0.010277+0.035329i
0.13283+0.0415i,0.34873-0.0079848i,0.51928-0.11723i,0.42433-0.19593i,0.17173-0.048481i,0.11668+0.29869i,0.27238+0.47759i,0.28392+0.37528i,0.11343+0.23745i,0.025275+0.17072i,0.041381+0.083812i,0.044154-0.0082643i,0.03412-0.02931i,0.037565-0.0064164i,0.028938+0.009584i,-0.0020913+0.0067313i,-0.029838-0.0069106i,-0.046271-0.01468i,-0.051415-0.0096634i,-0.031285-0.0020474i,-0.00032677+0.00084698i,0.0093594+0.007314i,-0.0022258+0.022076i
-1.3621+7.1425i,0.73565+7.161i,3.3769+6.3116i,4.3003+3.0549i,3.466-0.4277i,1.1457-2.2899i,-0.99199-1.5543i,-1.4437+0.079186i,-0.41475+0.73697i,0.67491+0.040805i,0.71968-0.91583i,0.14069-1.3929i,-0.64268-1.8542i,-1.5451-2.4085i,-1.8336-2.3828i,-1.2283-1.4405i,-0.48698-0.42807i,-0.35476+0.047687i,-0.64301+0.29845i,-0.58901+0.52175i,-0.07946+0.53908i,0.39011+0.22653i,0.41976-0.20797i
0.0011096-0.2039i,-0.088817-0.43349i,-0.28066-0.50903i,-0.42322-0.22931i,-0.28452+0.1233i,0.075913+0.22232i,0.34661+0.15557i,0.41614+0.10714i,0.35555+0.079159i,0.25694+0.038692i,0.1629-0.019009i,0.080264-0.064476i,0.040632-0.054663i,0.040216-0.011547i,0.049557+0.023146i,0.046564+0.034155i,0.02477+0.018467i,-0.011936+0.011613i,-0.032091+0.033642i,-0.01982+0.040193i,-0.013932+0.025264i,-0.011291+0.02103i,0.0024431+0.013008i
0.065194+0.075602i,0.16589+0.12621i,0.20945-0.010212i,0.065062-0.29973i,-0.097867-0.35811i,-0.040532-0.14602i,0.07649-0.029881i,0.011639-0.016607i,-0.10658+0.041794i,-0.13233+0.07489i,-0.11526+0.055674i,-0.093444+0.027221i,-0.070183+0.0081624i,-0.043578+0.0063057i,-0.023003+0.010917i,-0.016414+0.0090657i,-0.011702-0.002529i,-0.0090198-0.012126i,-0.014258-0.0080473i,-0.014987+0.0030138i,-0.0039394+0.012659i,0.0041896+0.020015i,0.0023853+0.024659i
0.010614-0.012253i,0.043433-0.062744i,0.17212-0.080202i,0.35672-0.073503i,0.34171-0.099592i,0.069822-0.12094i,-0.16138-0.082802i,-0.1948-0.046681i,-0.14274-0.059418i,-0.10802-0.066121i,-0.093514-0.019884i,-0.068089+0.030182i,-0.05847+0.031823i,-0.080567+0.020957i,-0.083542+0.027917i,-0.050067+0.038946i,-0.0075141+0.040903i,0.020866+0.029997i,0.03452+0.0082251i,0.038728-0.017489i,0.034383-0.036773i,0.033229-0.036135i,0.038811-0.022696i
-0.013034+0.10416i,0.036375+0.29109i,0.14564+0.52654i,0.24846+0.64234i,0.23241+0.48122i,0.073628+0.12595i,-0.11166-0.12991i,-0.16927-0.14437i,-0.076406-0.039094i,0.020573+0.005726i,0.016244+0.0013765i,-0.015661+0.033103i,-0.0077508+0.050016i,-0.014121+0.014784i,-0.043605-0.010777i,-0.044974-0.002312i,-0.017887+0.0039704i,0.0090907-0.0034834i,0.023094-0.0043765i,0.024774-1.8903e-05i,0.019248-0.0058607i,0.012241-0.024279i,0.0054976-0.042778i
-0.00017319-0.074589i,-0.077564-0.2074i,-0.30013-0.29638i,-0.54462-0.20921i,-0.49024-0.021776i,-0.13889+0.096299i,0.13039+0.062705i,0.14102-0.023003i,0.031817-0.031099i,-0.01088+0.026157i,0.023997+0.051259i,0.038709+0.03378i,0.043236+0.026247i,0.065999+0.01396i,0.067796-0.0077906i,0.036463-0.018022i,-0.0020043-0.011877i,-0.022129+0.005447i,-0.023282+0.017619i,-0.016062+0.018816i,-0.0063076+0.014922i,-0.0023089+0.009326i,-0.01015+0.0082701i
-0.029081+0.083109i,-0.01563+0.19688i,0.039058+0.18664i,0.098345-0.024773i,0.10328-0.17862i,0.05711-0.13236i,0.023952-0.044207i,0.0046129-0.020368i,-0.037461-0.038314i,-0.093744-0.040127i,-0.10995-0.0099973i,-0.082161+0.011454i,-0.051816+0.02339i,-0.021352+0.032118i,-0.0033231+0.022239i,-0.0052574+0.0084296i,0.0020537+0.0037187i,0.022059-0.0012293i,0.027775-0.01207i,0.012781-0.014531i,-0.00069138-0.0051306i,-0.0041237+0.0038287i,-0.0064695+0.0088386i
-0.029548-0.14463i,-0.043873-0.3106i,0.092843-0.3728i,0.36501-0.27539i,0.43205-0.20261i,0.17945-0.20326i,-0.091391-0.13832i,-0.14722-0.036002i,-0.075067+0.022724i,-0.003675+0.038577i,0.018053+0.03569i,0.0068494+0.043611i,-0.00098427+0.040393i,-0.020049+0.018867i,-0.035653+0.013369i,-0.017527+0.017539i,0.0078052+0.0029166i,0.0082603-0.014835i,-0.0028904-0.014012i,-0.0065956-0.0089157i,-0.0088978-0.010684i,-0.011104-0.015428i,-0.0056059-0.021916i
0.078651+0.053456i,0.17519+0.10135i,0.16892+0.12588i,0.01057+0.11892i,-0.10225+0.065634i,-0.087884-0.026775i,-0.071865-0.10104i,-0.082877-0.083336i,-0.052986-0.01682i,-0.017744+0.015113i,-0.0075697+0.021184i,0.0012015+0.021223i,0.0029212+0.012997i,-0.0025706+0.0032037i,-0.0045573-0.0084879i,-0.00617-0.022195i,-0.0088588-0.026527i,-0.011463-0.022749i,-0.013628-0.014677i,-0.012271-0.0054101i,-0.010525-0.0020971i,-0.0085617-0.0062185i,-0.0046464-0.016076i
0.011119+0.022305i,-0.015504+0.036414i,-0.10238+0.048172i,-0.20001+0.069964i,-0.14287+0.11895i,0.063801+0.15756i,0.21787+0.16024i,0.24137+0.13238i,0.17177+0.076888i,0.078353+0.040089i,0.035295+0.040132i,0.037476+0.02682i,0.03991-0.00091452i,0.040475-0.012303i,0.041928-0.014027i,0.02762-0.013278i,0.010916-0.0053167i,0.0095908-0.0029893i,0.0057327-0.012267i,-0.005198-0.013234i,-0.0077327-0.0077114i,-0.0076058-0.0062892i,-0.010981-0.0023175i
-0.035351+0.10173i,-0.013212+0.22753i,0.12884+0.2678i,0.29478+0.096193i,0.23882-0.10752i,0.004956-0.14209i,-0.13386-0.090636i,-0.13179-0.066599i,-0.087478-0.060397i,-0.062841-0.037918i,-0.052877-0.0020673i,-0.032992+0.021096i,-0.022169+0.025586i,-0.0258+0.030995i,-0.023478+0.032606i,-0.010667+0.015967i,-0.0015805-0.0043094i,0.0011638-0.0087386i,0.0052378-0.0065152i,0.0041073-0.0078154i,-0.0044343-0.0035484i,-0.012999+0.0057193i,-0.012601+0.01134i
-0.070345-0.16726i,-0.22533-0.38228i,-0.41682-0.4876i,-0.46036-0.29132i,-0.30547-0.01469i,-0.14915+0.070075i,-0.10943+0.032227i,-0.11236-0.012295i,-0.092484-0.022925i,-0.040689-0.024937i,-0.012197-0.040165i,-0.022252-0.024816i,-0.013263+0.004413i,0.0041053+0.0057811i,0.0061842+0.0035825i,0.0052792+0.010427i,-0.00086213+0.014942i,-0.0071326+0.017443i,-0.0013735+0.018775i,0.0095935+0.014725i,0.013374+0.0060633i,0.010928-0.0035361i,0.0073411-0.011817i
0.063964+0.027203i,0.13167+0.083647i,0.16816+0.16561i,0.12899+0.18086i,0.0657+0.080672i,0.021648-0.030038i,-0.022855-0.038671i,-0.033702+0.033806i,-0.010378+0.066599i,-0.019471+0.044698i,-0.039912+0.031707i,-0.029883+0.022936i,-0.015456+0.003505i,-0.013406-0.013067i,-0.016855-0.017014i,-0.018488-0.0089937i,-0.012749-0.0031292i,-0.0086798-0.007898i,-0.0088993-0.011078i,-0.0059352-0.0073867i,0.00012848-0.0046456i,0.00077921-0.0023289i,-0.0035687+0.0016312i
0.062443-0.0037115i,0.17286-0.065008i,0.28278-0.22152i,0.2611-0.37771i,0.12169-0.35672i,0.039225-0.18527i,0.078163-0.065913i,0.11922-0.06306i,0.10077-0.07266i,0.08939-0.049655i,0.099484-0.037041i,0.080441-0.031764i,0.042058-0.005226i,0.023421+0.024648i,0.022285+0.032167i,0.022775+0.019916i,0.016708+0.0072249i,0.0096746+0.0065533i,0.0087886+0.0085915i,0.0044819+0.0060311i,-0.0025644+0.0078007i,-0.00086167+0.013634i,0.0056507+0.013147i
-0.068811+0.13348i,-0.15739+0.34738i,-0.22884+0.54751i,-0.20908+0.54481i,-0.12964+0.36068i,-0.092782+0.15156i,-0.11338+0.010926i,-0.13196-0.038977i,-0.10723-0.038282i,-0.077999-0.030529i,-0.07374-0.0063729i,-0.056451+0.020606i,-0.024331+0.023774i,-0.0069524+0.013907i,-0.0029092+0.0064429i,-0.0014402+0.0027224i,0.0024739+0.00046795i,0.0071595-0.0030481i,0.0060189-0.005063i,0.0044737+0.00020048i,0.0069906+0.005518i,0.0063503+0.0016744i,-0.0024504-0.0095628i
-0.04414-0.070999i,-0.11263-0.14083i,-0.13417-0.11653i,-0.024081+0.018669i,0.13958+0.093944i,0.22566+0.075496i,0.21249+0.068244i,0.15262+0.070635i,0.083454+0.070335i,0.037495+0.075393i,0.020657+0.067985i,0.0068006+0.049863i,-0.0040064+0.024257i,-0.0075188-0.0029965i,-0.013182-0.015021i,-0.016667-0.010242i,-0.013974-0.0035865i,-0.01492+0.00080839i,-0.017339+0.0056543i,-0.013153+0.0019878i,-0.0085619-0.011463i,-0.0084438-0.018724i,-0.0088283-0.012541i
0.038113-0.068132i,0.089201-0.19702i,0.10939-0.38167i,0.04084-0.48077i,-0.060498-0.39827i,-0.12924-0.26163i,-0.17971-0.18294i,-0.17932-0.11659i,-0.12637-0.064156i,-0.082332-0.042778i,-0.054129-0.029332i,-0.026491-0.020652i,-0.0054038-0.013328i,0.0026988-0.0064951i,-0.0017473-0.0075528i,-0.0060847-0.009072i,0.00043907-0.0078808i,0.013031-0.0097876i,0.01717-0.01367i,0.0052786-0.0104i,-0.0073362+0.00080848i,-0.0074848+0.0066495i,0.0040001+0.0025089i
0.064465-0.0043708i,0.13586-0.0095415i,0.16469+0.026017i,0.12359+0.11047i,0.067391+0.17089i,0.024862+0.18075i,0.013509+0.16496i,0.01476+0.11583i,0.0040138+0.057768i,0.0028761+0.022012i,0.009268+0.004502i,0.01401+0.00094332i,0.019833-0.0015386i,0.016044-0.0083719i,0.012797-0.010709i,0.016446-0.013376i,0.014592-0.017767i,0.0078318-0.020218i,0.0021325-0.017754i,0.0054763-0.010323i,0.013879-0.0061024i,0.013061-0.005497i,0.0028493-0.003374i
-0.025207+0.093394i,0.0013517+0.2452i,0.089848+0.3215i,0.13885+0.18518i,0.064109-0.0032614i,-0.0070083-0.080205i,0.017483-0.081933i,0.064598-0.063494i,0.079571-0.034503i,0.057835-0.0087179i,0.030191+0.012316i,0.016395+0.021094i,-0.0039809+0.018183i,-0.022066+0.020954i,-0.020361+0.025389i,-0.01357+0.025418i,-0.0096892+0.025632i,-0.0035612+0.025252i,0.0034004+0.017479i,0.0016224+0.0037897i,-0.008706-0.0062005i,-0.015373-0.0065896i,-0.013058+0.0010458i
-0.078789-0.043557i,-0.27126-0.13933i,-0.51999-0.19321i,-0.59028-0.11807i,-0.4102-0.016055i,-0.18719+0.024136i,-0.075383+0.035955i,-0.027141+0.032294i,-0.0012568+0.0087127i,0.0041954-0.0072919i,-0.0052398-0.014356i,-0.023688-0.010299i,-0.018073+0.0096841i,0.0094313+0.019288i,0.023176+0.011762i,0.017665+0.00070628i,0.0053199-0.0059275i,-0.0039081-0.0053694i,-0.0085554-0.0023777i,-0.0089682+0.0036458i,-0.0056999+0.011532i,-0.0011973+0.010582i,0.005629-0.0012207i
-0.0078482-0.014975i,0.03147+0.0302i,0.13786+0.12035i,0.24798+0.17386i,0.24656+0.13179i,0.12037+0.047542i,-0.0045906-0.00076461i,-0.062238-0.010147i,-0.071965-0.0092074i,-0.059734-0.0021775i,-0.036502+0.01446i,-0.0065152+0.015087i,0.0058579-0.0093121i,-0.0017504-0.025741i,-0.015189-0.021861i,-0.022867-0.0088084i,-0.020655+0.0011613i,-0.016241+0.0055095i,-0.0063473+0.0096921i,0.0070618+0.0078264i,0.013265+0.00091962i,0.0085216-0.002217i,-0.0049862-0.0002923i
0.10132-0.028147i,0.22671-0.13874i,0.30993-0.29276i,0.25567-0.33486i,0.16514-0.21078i,0.16162-0.090834i,0.15095-0.070188i,0.081131-0.062271i,0.024506-0.028419i,0.016655-0.0085356i,0.02897-0.024074i,0.019662-0.03493i,0.0034417-0.0062544i,0.0044019+0.023873i,0.014846+0.026322i,0.023266+0.01695i,0.023348+0.010059i,0.02053+0.0024925i,0.013044-0.0075675i,-0.0014818-0.0098733i,-0.0098308-0.0046961i,-0.0051462+0.00047318i,0.0068127+0.0035376i
-0.040093+0.067422i,-0.10079+0.21686i,-0.16108+0.39237i,-0.15833+0.38506i,-0.12502+0.15783i,-0.15292-0.027359i,-0.16946-0.036372i,-0.10473+0.0075477i,-0.024744+0.012754i,-0.0055067-0.0029626i,-0.030459+0.012987i,-0.023111+0.044212i,0.011836+0.028297i,0.021546-0.0064297i,0.011399-0.017132i,0.0016324-0.014819i,0.00056144-0.01336i,0.00058557-0.013293i,-0.0040495-0.0068328i,-0.0037641+0.0061339i,0.0023302+0.012646i,0.0031776+0.0033705i,-0.0075043-0.013926i
0.026587+0.0072441i,0.077788-0.042443i,0.15605-0.17333i,0.16972-0.27194i,0.091284-0.18015i,0.052534+0.019539i,0.08596+0.11732i,0.084225+0.081057i,0.035375+0.032434i,0.010077+0.019968i,0.014822+0.0074151i,0.0053649-0.013772i,-0.028729-0.017073i,-0.052746-0.004382i,-0.047346+0.0055866i,-0.029538+0.0032591i,-0.021002-0.0021i,-0.015717+0.0023198i,-0.0027864+0.0029347i,0.007343-0.0095891i,0.0062249-0.022051i,0.00048201-0.015664i,0.00027159+0.0067856i
-0.088325-0.077885i,-0.23878-0.15509i,-0.40422-0.15805i,-0.41007-0.05252i,-0.23049+0.010348i,-0.080846-0.06882i,-0.088349-0.14856i,-0.12044-0.10365i,-0.077228-0.02442i,-0.029445-0.0031099i,-0.02849-0.0024701i,-0.030953+0.014801i,-0.0012207+0.027789i,0.028427+0.020157i,0.027987+0.0059405i,0.016026+0.0019861i,0.014422+0.0058084i,0.016318+0.0035452i,0.0072901-0.002957i,-0.007806-0.0015444i,-0.017705+0.0063217i,-0.014865+0.0068518i,-0.00090964-0.0024606i
0.085844+0.051601i,0.21613+0.12368i,0.34793+0.19905i,0.34816+0.21728i,0.20393+0.17585i,0.054481+0.14924i,0.023695+0.14521i,0.059466+0.095967i,0.045079+0.025702i,0.010691+0.012978i,0.028037+0.026146i,0.054682+0.0073819i,0.038761-0.023929i,0.0045872-0.037569i,-0.0097698-0.031574i,-0.0042177-0.021041i,-0.0019546-0.021165i,-0.006977-0.017945i,-0.0039438-0.001844i,0.0091135+0.010694i,0.019641+0.011345i,0.015079+0.0079927i,-0.0018527+0.0078663i
-0.023391-0.041159i,-0.065267-0.11065i,-0.13521-0.1911i,-0.19181-0.20159i,-0.16095-0.11972i,-0.06033-0.071304i,-0.0048494-0.10301i,-0.013992-0.10925i,-0.015541-0.055836i,0.0034101-0.01829i,0.0034077-0.016392i,-0.012274-0.0034767i,-0.011758+0.030509i,0.0065893+0.057087i,0.017617+0.055983i,0.0099375+0.041028i,-0.00043414+0.032009i,-0.00050148+0.021257i,0.00044935+0.0030965i,-0.0046939-0.011056i,-0.0083439-0.017498i,-0.0034725-0.018529i,0.0044154-0.01662i
