-0.0041173+0.00034742i,-0.0029617+0.00054204i,-0.0026949+0.0017272i,-0.0031124+0.0019997i,-0.0020522+0.0017971i,0.00063586+0.0011451i,0.0012354+0.00018625i,0.00032426-0.00048361i,-0.00022853-0.00013251i,4.8151e-05+0.00081181i,0.0012002+0.00073361i,0.0016748-0.00022265i,0.0011964-0.0013292i,-0.00014809-0.0015353i,-0.00083859-0.00082828i,6.6767e-05+0.00022084i,-3.9932e-05+0.00054509i,-0.00046227+0.00044199i,-0.00054456+0.00012154i,-0.00065518+0.00020989i,-0.00062712+0.0010954i,-0.00079084+0.0014953i,-0.001125+0.00091335i
-0.0039929-0.00048122i,-0.01363-0.011907i,-0.022649-0.032064i,-0.022542-0.043514i,-0.019141-0.029953i,-0.016892-0.0082079i,-0.012312-4.2444e-05i,-0.006545+0.0006213i,-2.6582e-05+0.0028192i,0.0046816+0.002368i,0.0036972-0.0024606i,0.00029404-0.004574i,-0.00074757-0.0033892i,0.00016147-0.0022322i,0.00094153-0.0020734i,0.0010282-0.0027596i,0.00055001-0.0024257i,0.00047207-0.00030483i,0.0018684+0.0022342i,0.004509+0.0026599i,0.0065194+0.00044251i,0.005317-0.0015797i,0.0029762-0.00295i
0.0031754+0.0022347i,0.0092557+0.014028i,0.012894+0.034778i,0.010262+0.046558i,0.0081039+0.033683i,0.010215+0.012926i,0.008934+0.0057947i,0.0035317+0.0067563i,-0.00045+0.0067448i,0.00015202+0.0060324i,0.0016628+0.0028903i,0.0010625-0.00046739i,-0.0013557-0.00098831i,-0.0030063-0.00046095i,-0.0018701+0.00062517i,1.9689e-05+0.0022139i,0.0015191+0.0021086i,0.0019661+0.00074573i,0.0011688-0.0027029i,-0.0011191-0.0054029i,-0.0040177-0.0047648i,-0.0046234-0.0023728i,-0.0030946-0.00042529i
-0.0058148-0.0035837i,-0.011564-0.014048i,-0.011453-0.032198i,-0.0048715-0.042522i,-0.0050395-0.030802i,-0.013185-0.014094i,-0.014988-0.0093805i,-0.011341-0.0082198i,-0.010124-0.0031092i,-0.0062641+0.0023497i,-0.00065696+0.0029958i,0.0026916-0.00027547i,0.0028577-0.0019729i,0.0012507-0.0010601i,0.00027283+0.00016664i,0.00039598+0.00080912i,-0.00014154+0.00045757i,-0.0017711+4.7857e-05i,-0.0034473+0.0020409i,-0.0031831+0.0050804i,-0.00048648+0.0066183i,0.00066036+0.0063789i,0.0006311+0.0041797i
0.0016403+0.0052715i,0.0034177+0.017058i,0.0024713+0.034452i,-0.0040805+0.041999i,-0.0048101+0.028444i,0.0017621+0.013001i,0.0035123+0.00861i,0.00098342+0.0032655i,-0.00083785-0.0024253i,-0.0019683-0.0034757i,-0.0012425-0.0017956i,0.00021954-0.00090966i,0.00039214-0.00082838i,-0.00036403-0.00099501i,-0.0016948-0.00069363i,-0.0022293+0.0015238i,-0.0023718+0.0035299i,-0.0012769+0.0030046i,0.0015589+0.0010542i,0.0046396-0.0011791i,0.0061618-0.0037645i,0.0050168-0.0041545i,0.002929-0.0018314i
-0.0020595-0.0022389i,-0.002786-0.010819i,0.0050838-0.02627i,0.013524-0.03482i,0.0052274-0.027006i,-0.0070624-0.016532i,-0.0053337-0.011718i,-5.7374e-05-0.0088015i,0.001524-0.0060728i,0.0015888-0.002514i,0.0023428+0.00096871i,0.0030652+0.0027389i,0.0023795+0.0035453i,0.0013377+0.0023071i,0.00053223-0.00051007i,-0.00039982-0.0019647i,-0.00085775-0.0022182i,-0.00066419-0.0021991i,-0.0018133-0.0017401i,-0.0039647-0.00088203i,-0.0056699-0.00074871i,-0.0055098-0.0015361i,-0.0039464-0.0016034i
-0.00040859+0.0035637i,-0.0026046+0.013751i,-0.011473+0.026104i,-0.020797+0.030413i,-0.014849+0.024155i,-0.0008841+0.015584i,0.0026151+0.009131i,0.0001973+0.0057637i,0.0015908+0.0048567i,0.0029627+0.0030271i,0.0020009+0.001124i,0.00044184+0.00028576i,-0.00054134-0.0004503i,-0.00035516-0.00065808i,0.00012947+1.9362e-05i,-0.00064158+0.00012818i,-0.0013304+0.00012542i,-0.00090374+0.0012233i,-3.0545e-05+0.0027437i,0.0011733+0.0039634i,0.0025613+0.0055196i,0.0029995+0.0058789i,0.001942+0.0038098i
-0.0025105-0.0027069i,0.00040797-0.0091838i,0.0088353-0.01643i,0.016759-0.017416i,0.012306-0.012935i,0.0012579-0.012751i,-0.001951-0.010867i,-0.00018748-0.0036993i,-0.001224+0.0007572i,-0.0019139+0.0021538i,-0.001157+0.0020009i,-0.0011012+0.0010775i,-0.0016258+0.00045794i,-0.002433+0.00096795i,-0.0014803+0.00067601i,0.0011124-0.00056813i,0.0024725-0.00058624i,0.0021602+0.0010675i,0.0015317+0.00079938i,0.0020425-0.0023642i,0.0026976-0.0057485i,0.0032791-0.0068518i,0.003078-0.0045013i
0.00099959+0.0015887i,-0.0039129+0.0076133i,-0.014946+0.014309i,-0.022658+0.015596i,-0.015875+0.012134i,-0.0067411+0.012937i,-0.0055218+0.010845i,-0.0046256+0.0033127i,-0.0024927+0.00032738i,-0.00063848-0.00048131i,0.0012057-0.0029018i,0.0025235-0.0050391i,0.0024243-0.004834i,0.0010342-0.0022031i,-0.0007173-0.00044871i,-0.0013557+0.0001047i,7.289e-05+5.2429e-05i,0.0011685-0.00013805i,-0.00042513-0.00053335i,-0.0033019-0.00094541i,-0.0061449-0.00026673i,-0.0076085+0.0013047i,-0.006276+0.0010093i
0.00085316-0.0035132i,0.0037802-0.0087414i,0.014109-0.01269i,0.021047-0.010894i,0.01217-0.009741i,0.0019218-0.0094925i,0.0015713-0.0046995i,0.0010181-0.0028859i,-0.0011509-0.0034633i,0.00030768-0.0020975i,0.002926-0.00096405i,0.0015354-0.0014809i,-0.0011405-0.0011783i,-0.001627-0.00081457i,-0.0017997-0.0011041i,-0.0012016-0.0004859i,-0.00063739+0.00021785i,-0.001641+0.0004401i,-0.0012078+0.00068067i,0.001244+0.0017744i,0.0035866+0.0037712i,0.0058203+0.0047353i,0.0051258+0.0046032i
0.0010219+0.0035231i,-0.0050128+0.0068348i,-0.013571+0.007654i,-0.019228+0.0039229i,-0.017663+0.0030947i,-0.011467+0.0059605i,-0.006049+0.0030919i,-0.004081-0.00045857i,-0.0021731+0.0006528i,-6.0531e-05+0.0025662i,0.0022461+0.0018955i,0.0037827+0.00029023i,0.0035731+0.00038373i,0.0027202+0.00033365i,0.0017313-0.00012503i,0.0011237-0.00075397i,0.0009912-0.0010124i,0.0017853+0.00023813i,0.0025246+0.0004828i,0.0024623-0.0018278i,0.0018496-0.0045995i,0.00079366-0.0067385i,0.00073929-0.0060665i
0.0010219-0.0023i,0.0054183-0.0022371i,0.014476-0.0015963i,0.018983+0.0014163i,0.013587+0.0011542i,0.0070583-0.0056254i,0.0039868-0.0079756i,0.0016365-0.0051002i,-0.00066852-0.003681i,-0.0028558-0.0010942i,-0.0028988+0.0016175i,-0.001461+0.0017398i,-0.00075547+0.00059894i,-0.00035722+0.00044128i,0.00031871+0.00073855i,7.1719e-05+0.00044897i,-0.00019774-0.00064954i,-0.00044317-0.0021055i,-0.0012019-0.0022787i,-0.0022403-0.00043885i,-0.0043821+0.0030443i,-0.006189+0.0053439i,-0.0056538+0.0035886i
-0.0031502+0.00086958i,-0.0083748+0.0020404i,-0.01809-0.0014031i,-0.023195-0.0056708i,-0.017674-0.0022882i,-0.011978+0.0028531i,-0.0084989+0.0010032i,-0.0027678-0.0019214i,4.768e-05-0.001868i,-0.0010439-0.0012388i,-0.0027466-0.00012032i,-0.0010552+0.0018573i,0.0010615+0.0029339i,0.00054276+0.0021778i,-0.00018386+0.00094636i,-0.00051631+0.001506i,-0.00075858+0.0026897i,-0.00055683+0.0029311i,-0.00029559+0.0034935i,0.001634+0.0033526i,0.0052417+0.0022343i,0.0076095+0.0014797i,0.006443+0.0015666i
0.0021574+0.00031461i,0.0044505+0.0012386i,0.0090062+0.0056631i,0.012128+0.010981i,0.01014+0.0062477i,0.0067466+0.00033625i,0.005029+0.0015016i,0.0041785+0.0010582i,0.0035124-0.00044438i,0.0026664-0.0010933i,0.0014863-0.0030216i,-0.00041055-0.0040931i,-0.0023908-0.0027002i,-0.0029362-0.00085636i,-0.0022881-0.00020183i,-0.00022107+0.00072294i,0.0016826+0.00028449i,0.003198-0.00036087i,0.0036502+0.00034012i,0.0025149-0.00079635i,-0.00019949-0.0045558i,-0.002623-0.0066454i,-0.0021518-0.0048855i
-0.00011714+0.0012307i,-0.0039412-0.00045585i,-0.0091177-0.0051546i,-0.011997-0.010794i,-0.012206-0.010407i,-0.010312-0.0048803i,-0.0047661-0.001497i,-0.0026518+0.0010226i,-0.0019139+0.0046603i,0.0020494+0.0054553i,0.00419+0.0033876i,0.0032286+0.0014545i,0.0019299+0.0008358i,0.00089302-0.00080209i,0.00037852-0.0017508i,0.00010973-0.00082927i,-0.00062102-0.00030638i,-0.0018199-6.0222e-05i,-0.0018086-0.00019743i,-0.0015416+0.0013502i,-0.0023033+0.0048752i,-0.0032644+0.0070876i,-0.0034571+0.0055926i
-0.00014085+0.00021623i,0.00090204+0.00095305i,0.0042915+0.006043i,0.0069136+0.011896i,0.0053112+0.012009i,0.0049932+0.0073378i,0.0029792+0.0031878i,-0.0023107+0.0025525i,-0.0044947+0.0034123i,-0.0033339+0.0050351i,-0.00057249+0.0047226i,0.0023016+0.00055443i,0.0028226-0.0027783i,0.0016063-0.0024696i,0.00093819-0.00083119i,0.0011186+8.0208e-05i,0.0011958+0.00087562i,0.0010457+0.0019006i,0.00026994+0.003391i,0.0014226+0.0029383i,0.0049182-0.00042771i,0.0076872-0.0023016i,0.0074229-0.00067015i
-0.00079151-0.00050422i,-0.0058536+0.00034724i,-0.0098174-0.0026845i,-0.0093804-0.0076894i,-0.007954-0.0066928i,-0.0091033-0.0044151i,-0.0084186-0.0059304i,-0.0057566-0.0062407i,-0.0063473-0.0054284i,-0.0073613-0.0032992i,-0.0042935+0.00044899i,0.00042387+0.0026466i,0.002361+0.0019572i,0.0018764+0.00040099i,0.00031151-0.00040588i,-0.0010952-0.00079197i,-0.0013794-0.0022052i,-0.00072521-0.0034961i,0.001551-0.0037508i,0.0019144-0.0046503i,-0.0017503-0.0061497i,-0.0053117-0.0066281i,-0.0038294-0.0057339i
-0.00066062-1.2889e-06i,-0.00046456+0.0017185i,0.0011391+0.0067189i,0.00048597+0.011025i,-0.00025074+0.0094159i,-0.0012269+0.0061317i,-0.0026848+0.0028762i,0.00026251-0.002186i,0.0026989-0.0060264i,0.0016223-0.0063152i,-0.00027479-0.0039286i,6.0403e-05-0.0012321i,0.001735+0.00058971i,0.0019609+0.0022363i,0.0013154+0.0023176i,0.00096973+0.0011001i,0.00086322+0.000902i,-0.00075584+0.001666i,-0.00344+0.0014931i,-0.0040223+0.0016082i,-0.0015764+0.0054163i,0.0001007+0.0081926i,-0.0011581+0.0072599i
-0.00089423+0.000289i,-0.0029384+0.0002204i,-0.0022757-0.0042787i,-0.00050981-0.0097113i,-0.0019602-0.011743i,-0.0041918-0.0094398i,-0.00063519-0.0048795i,0.0043422-0.0032236i,0.0061051-0.0019688i,0.0060576-0.00058065i,0.0049035-0.0012628i,0.001771-0.0011145i,-0.0010024+0.00073321i,-0.0011535+0.0011689i,-0.00032693-7.432e-05i,0.00026812-0.0017082i,0.0011156-0.0015166i,0.0033395+0.00048276i,0.00549+0.0020008i,0.0061456+0.00017186i,0.006463-0.0039989i,0.0055584-0.0050162i,0.0043194-0.0027949i
-0.00072624+0.00010566i,-0.0016651+0.0011404i,-0.0038388+0.0033085i,-0.0067568+0.0060987i,-0.0077405+0.0082987i,-0.0034138+0.0072154i,0.0017021+0.0031664i,0.0015454+0.0032028i,0.0017561+0.0065255i,0.0033721+0.0076294i,0.0037367+0.0047682i,0.0021217+0.001148i,0.00020454-0.00051579i,-0.00075527-0.00079315i,-0.0011865-0.00057991i,-0.001704+0.00017208i,-0.0019069+0.0017174i,-0.0017987+0.00042928i,-0.0026117-0.0029983i,-0.0048081-0.0043405i,-0.0075548-0.001798i,-0.0088655+0.00084422i,-0.0066557-5.4457e-05i
-0.00067905+0.00038i,-0.00064538+0.0004611i,-4.1288e-05-0.0014878i,0.0021593-0.0036334i,0.0027848-0.0033892i,0.0015172-0.0042894i,0.00060209-0.0040213i,-0.0022127-0.0002599i,-0.0054248+0.0024153i,-0.0049609+0.0042925i,-0.0018855+0.0047221i,0.00041199+0.0022682i,0.00042271-0.001496i,0.00026075-0.0037094i,0.00018273-0.0032053i,0.00070378-0.0012767i,0.001803+0.00098659i,0.0010363+0.0028894i,-2.844e-05+0.0052334i,0.0016038+0.0064566i,0.0045531+0.0063069i,0.0052757+0.0056169i,0.003016+0.0044497i
-0.00012802+0.000258i,-0.00063164+0.0006879i,-0.0033625+0.0047895i,-0.0068262+0.008886i,-0.0064534+0.0091253i,-0.0058531+0.0059156i,-0.00662+0.0026322i,-0.0066137+0.0010577i,-0.007078-0.00011646i,-0.0062687-0.00089437i,-0.0031514-0.00032288i,2.3148e-05-0.00091504i,0.0014489-0.0021647i,0.00063416-0.0022437i,-0.00074571-0.0011775i,-0.0017111+0.00038052i,-0.0021958-0.00027842i,-0.0010021-0.0016734i,0.0013687-0.0028851i,0.001542-0.0050049i,6.3662e-05-0.007253i,-0.0003769-0.007183i,0.001102-0.004896i
-0.00072686-0.0015209i,-0.0025905-0.00057582i,-0.00035597+0.00038728i,0.0051881+0.00047313i,0.005591-0.0021158i,0.0010713-0.0032595i,-0.0010476-0.0020413i,-0.00063173-0.0034069i,-0.00078248-0.0048926i,-7.1807e-06-0.0038245i,0.0012342-0.0020798i,0.0016667-0.0008621i,0.0015049+0.00016734i,0.001605+0.00092239i,0.0015088+0.00074594i,0.0017964+0.00013499i,0.0018138-4.3327e-05i,0.00026086+0.0010875i,-0.0025461+0.0021952i,-0.005449+0.002561i,-0.006006+0.0044311i,-0.0046555+0.0051168i,-0.00345+0.0032821i
-0.0011016-0.0017897i,-0.0043539+0.00057968i,-0.0064547+0.0020533i,-0.0084552+0.0020976i,-0.011128+0.00052158i,-0.0096086+0.0012639i,-0.0043499+0.001208i,-0.00057309-0.0015395i,0.00070834-0.0020124i,0.00060068-0.00076117i,0.0010548+0.00062401i,0.0015503+0.0017807i,0.0013018+0.0023168i,-3.0518e-05+0.001671i,-0.0019339-2.8357e-05i,-0.0030919-0.00061492i,-0.0023766+3.5794e-06i,-0.00044553+0.00078223i,0.001765+0.0011321i,0.0044877+0.00068944i,0.0073602-0.00068166i,0.0076878-0.00089266i,0.0046247+0.00069472i
-0.00051454-0.0012555i,-0.00024725+0.00027561i,0.0035214-0.0018754i,0.0056875-0.00369i,0.0028692-0.0017822i,0.0019218-0.0017682i,0.0035655-0.0029645i,0.0033524-0.0032568i,0.001879-0.0019638i,0.00024867-1.9967e-05i,5.0088e-06+0.0018018i,-0.00034018+0.0028111i,-0.0003145+0.0016727i,4.7338e-05+0.00034038i,0.00020206+0.00019901i,0.0010975-1.056e-05i,0.0010407+0.00014502i,0.00057282-0.00022562i,-0.00031434-0.0015141i,-0.0025287-0.0026536i,-0.0053489-0.0027812i,-0.0056685-0.0025011i,-0.0024313-0.0024119i
-0.00047346+0.0008265i,-0.00067219+0.0014634i,-0.0034533-0.00067722i,-0.0087315-0.0029766i,-0.010567-0.0016708i,-0.0078491-0.00034634i,-0.0031649-0.002103i,0.00018622-0.0017899i,0.00094427-0.00086261i,0.00094361-0.0010431i,0.00031797-0.00072303i,-0.00017416-0.00028994i,-0.00049869-0.00073919i,-0.00087015-0.001984i,-0.00055732-0.0017909i,-0.00035074-0.0017306i,-0.00012937-0.0016238i,-0.00053953-0.00041784i,-0.00017553+0.0012938i,0.0020285+0.0038694i,0.0041328+0.0058859i,0.0034903+0.0052959i,0.00038582+0.0032593i
-0.0005718+0.0020256i,0.00041918+0.0029869i,6.805e-05+0.0041432i,0.00083566+0.0058099i,0.0037078+0.0052484i,0.0041843+0.0034594i,0.0029042+0.0035605i,0.003249+0.0035189i,0.0030265+0.002483i,0.0021334+0.0015497i,0.0020392+0.00040682i,0.0019207-0.00055911i,0.00088356-0.00055645i,0.00012861+0.00015727i,0.00088732+0.00091053i,0.0021719+0.0016689i,0.0026529+0.0014578i,0.0015187+0.0012858i,0.00043049+0.00099925i,-0.0001206-0.0012133i,-0.00044804-0.0031413i,-0.00018638-0.0026318i,0.00050549-0.0012607i
0.0016428-0.0015227i,-2.019e-05-0.002803i,-0.0021032-0.0031789i,-0.0047017-0.0029786i,-0.0060047-0.0036028i,-0.005083-0.0012661i,-0.0029154+0.0012732i,-0.0021105+0.0016553i,-0.0021503+0.0029829i,-0.00045436+0.0039328i,0.0016803+0.001871i,0.0026097-0.00052237i,0.0021922-0.0010444i,0.0012387-0.0012348i,0.00033969-0.00090552i,-0.0010062-0.000304i,-0.00076563-0.0012213i,0.0006958-0.0015811i,0.00045876-0.00046501i,-0.0011643+0.0013127i,-0.0024013+0.0034049i,-0.0021164+0.0032224i,-0.0016358+0.0015398i
-0.00042838-0.0014303i,-0.0037884-0.00127i,-0.004365+0.0013588i,-0.002973+0.0042765i,-0.0035822+0.0030872i,-0.0040904+0.00147i,-0.0038871+0.0012985i,-0.0052429+0.00069978i,-0.0070568+0.0011983i,-0.0065926+0.0027373i,-0.0031288+0.0036019i,-0.00045647+0.0022423i,0.00013001+0.0010805i,-7.5928e-05+0.00095303i,-0.0001279+0.0011751i,-0.00048019+0.0023285i,-0.0010717+0.0023001i,-0.00052121+0.0013029i,0.00023106+6.7106e-05i,0.0020515-0.0010591i,0.0040272-0.002059i,0.0029264-0.0021857i,0.00096078-0.00084377i
-0.00077141-0.0024019i,-0.0025645-0.0017971i,-0.0017573-0.0028661i,-0.0010268-0.0050554i,-0.0046367-0.0042807i,-0.0070354-0.0037566i,-0.0055528-0.005205i,-0.0045883-0.0063194i,-0.0049468-0.0062295i,-0.0047361-0.0043068i,-0.0031106-0.0025642i,0.00022663-0.0011798i,0.002742-0.00045705i,0.0024832-0.00084036i,0.0013288-0.0019273i,-0.00018024-0.0027088i,-0.00081248-0.0017275i,0.00041522-0.00040334i,0.00046492+0.00012918i,-0.00061841-0.00026447i,-0.0018754-0.0010934i,-0.0025991-0.0005823i,-0.0013348+0.00030016i
-0.0026264-0.00068985i,-0.0021787+0.0025949i,-0.0022975+0.0052407i,-0.0025719+0.0061972i,-0.0017274+0.0056851i,6.454e-05+0.0020061i,0.00093686-0.0021202i,0.0022402-0.0055871i,0.0026974-0.0076349i,0.0011674-0.006356i,6.3921e-05-0.0030236i,0.00011448-3.2754e-05i,0.0002094+0.00081367i,-0.00057627+0.00080416i,-0.0010298+0.0013903i,-0.00067413+0.00084424i,-0.0012724+0.00042796i,-0.0014428+0.00025133i,-0.00037681+0.00066659i,0.0018281+0.0019234i,0.0042385+0.0026718i,0.0045612+0.0027305i,0.0023839+0.0019167i
-0.00065351-0.00034682i,-0.00072705-0.00054749i,-0.0020247-0.0015003i,-0.0034712-0.0025334i,-0.0023467-0.003736i,-0.0006671-0.0024937i,0.0017301-0.00026316i,0.0045758-0.00029369i,0.0061171-0.00038513i,0.0073689+0.00059705i,0.0062272+0.00090507i,0.0034906+0.00035747i,0.0013504-0.00014119i,0.00059774-0.00097008i,0.00026348-0.0015154i,-0.00026084-0.001443i,3.5895e-05-0.00091639i,9.9426e-05+0.00049489i,0.00065789+0.00032717i,0.00032869-0.0019126i,-0.00085709-0.0039573i,-0.001726-0.0037318i,-0.0012128-0.0021765i
0.0015118-0.0015283i,1.0558e-05-0.0026518i,-0.0029054-0.0013924i,-0.0053694+0.0023406i,-0.0066381+0.0022614i,-0.0061131+0.0029273i,-0.0032393+0.0041123i,-0.00099665+0.0043892i,0.00035137+0.0058033i,0.0013629+0.0063939i,0.00152+0.0047485i,0.00051204+0.0012707i,-0.0011622-0.001384i,-0.001912-0.0016854i,-0.0015109-0.00090668i,-0.0015121+0.0002584i,-0.0013712+0.0010155i,-0.00033036+0.00033541i,5.4455e-05+0.001002i,-0.0010035+0.0034795i,-0.002063+0.0054162i,-0.0020373+0.0052699i,-0.0016118+0.0034208i
0.0013983-0.0013693i,0.00029313-0.002727i,9.0339e-05-0.0027829i,0.00060156-0.00010459i,-0.001217+0.0014098i,-0.0012616+0.00048581i,-0.00077866-0.0012444i,-0.0038974-2.6349e-05i,-0.0061067+0.0022768i,-0.0062958+0.0034188i,-0.0031593+0.0028412i,0.001181+0.001047i,0.0032328-0.00018794i,0.003287+0.00013963i,0.0032493-0.0002463i,0.0026119-0.00099837i,0.0011398-0.00066864i,-0.00058235-0.00074193i,-0.00073291-0.0013693i,0.00086383-0.0026637i,0.0035057-0.0045805i,0.0042228-0.0046517i,0.0027404-0.0022621i
0.002485-0.001677i,0.00013846-0.0016533i,-0.00086219-0.0032868i,-0.0032771-0.0031363i,-0.0076462-0.0010624i,-0.0086783-0.00023486i,-0.0065822-0.0023397i,-0.0053181-0.0046958i,-0.0068695-0.0061777i,-0.0071387-0.0049236i,-0.0050123-0.0019913i,-0.0024242-0.00030074i,-0.00070288-0.0002897i,-0.00017989+0.00011949i,-0.00046973-0.00025881i,-0.0010774-0.0011258i,-0.001318-0.00075807i,-0.001104-6.3757e-05i,-0.0014957+0.00070124i,-0.0028939+0.00038115i,-0.004653-0.00065369i,-0.0049847-0.00067019i,-0.0036136-0.00046773i
0.0035995-0.0096861i,0.0028161-0.0086203i,0.0018721-0.01987i,-0.0016648-0.021779i,-0.006712-0.016792i,-0.009889-0.0059308i,-0.0046625+0.0010848i,0.00080141-0.0032622i,0.00014173-0.0077608i,-0.003508-0.0069726i,-0.0048595-0.0025491i,-0.0011816+0.0023616i,0.0021084+0.0060801i,0.0039853+0.0072109i,0.0055944+0.004834i,0.0048263+0.00045664i,0.0025762-0.0018472i,0.0017951-0.00095546i,0.0035659+0.00082328i,0.005132+0.0018226i,0.0063277+0.0024237i,0.0070577+0.0030814i,0.0053196+0.0026008i
-0.0027757+0.00134i,-0.0034713+0.0034953i,-0.0044286+0.0065436i,-0.0044418+0.0060084i,-0.00021151+0.0041363i,0.0030196+0.00055056i,0.00203-0.0017728i,0.0021987-0.0020061i,0.0039811-0.00069164i,0.0058543-0.00015365i,0.0053018-0.0011227i,0.001676-0.003025i,-0.0015728-0.0035729i,-0.0019563-0.0029697i,-0.0024486-0.002408i,-0.0038269-0.001458i,-0.00307+0.00066521i,-0.0011747+0.0011205i,-0.00061031-0.00074318i,-0.0011496-0.0028767i,-0.0022897-0.0045919i,-0.0026229-0.0050192i,-0.0013291-0.00418i
-0.0021384+0.0014692i,0.0010871+0.0029527i,0.0017381+0.0051083i,0.0010528+0.0060948i,0.00075034+0.0050381i,0.0021454+0.0037465i,0.0033782+0.0021928i,0.0017416+0.00088617i,0.0013405+0.0016237i,0.0021944+0.0029564i,0.0016028+0.0026129i,0.00058611+0.00066885i,-0.00040875-0.00047055i,-0.0021076-0.00049478i,-0.001886+0.0011972i,0.00017016+0.0025009i,0.0014165+0.0012396i,0.00089032-4.4821e-05i,-9.2755e-05+0.00072716i,-0.00085456+0.0035835i,-0.0021918+0.0063866i,-0.0027342+0.0064453i,-0.0024321+0.0042194i
-0.0017497+0.00021805i,-0.0010995-0.0011646i,-0.0030578-0.0011091i,-0.0049163-0.0005185i,-0.0057221-0.0010436i,-0.0043818+8.8872e-05i,-0.0019237+0.0014646i,-0.0018348+0.0029449i,-0.0027528+0.0035206i,-0.0023517+0.003672i,-0.00042789+0.002961i,0.0014705-0.0004746i,0.0021228-0.0035723i,0.0015611-0.0038031i,0.00064052-0.0026224i,-3.2725e-05-0.0012685i,-7.3565e-05-0.00050322i,-0.00030647-9.8861e-05i,-0.00079869-0.00017354i,0.0010377-0.00092563i,0.0039627-0.0023183i,0.0052345-0.0038867i,0.0043757-0.0034361i
-0.0012925-0.00065773i,-0.0035621+0.0005541i,-0.0031685+0.0036597i,-0.0013492+0.0057176i,-0.00030753+0.0057483i,-0.00063524+0.0037671i,-0.002752+0.0016182i,-0.0037298+0.0011i,-0.0042457+2.8523e-05i,-0.0037491-0.00043471i,-0.0028114+0.00024071i,-0.0019277+0.00052959i,-3.6462e-07-0.0001548i,0.00048907+0.00012581i,6.8827e-05+0.0011546i,0.00016884+0.0010226i,0.00049743+0.00012072i,0.00061583-9.9632e-05i,-0.00014883+0.00025822i,-0.0020304+0.00015204i,-0.0041941-0.00063961i,-0.0049664-0.0014339i,-0.004144-0.0015067i
-0.0020436+0.0005101i,-0.0028555+0.0014185i,-0.0011151+0.0026899i,0.001639+0.00079686i,0.0027029-0.00024858i,0.0011078-0.00139i,-0.0023002-0.0036957i,-0.0036514-0.0048084i,-0.0035985-0.0030338i,-0.0018073-0.00091689i,-0.00014952-0.00064081i,0.0002039-0.0016421i,0.00022635-0.0016485i,-0.00061223-0.00040309i,-0.00045566-0.00014853i,-1.5352e-05-0.00054399i,-0.00031693-0.00062713i,0.00034301-0.00094938i,0.0017046-0.00051222i,0.0036944+0.0012915i,0.0054858+0.0037914i,0.0048099+0.0044066i,0.0024844+0.0030323i
-0.0018545+0.00094395i,-0.0023003+0.005186i,0.00017084+0.0085817i,0.0026991+0.0070613i,0.0023809+0.0036766i,-8.6837e-05+0.00041923i,-0.00094265-0.00071414i,0.00046864-0.002331i,0.0005239-0.0021433i,0.00079983-0.00055862i,0.00182-0.00013908i,0.0010945-7.3538e-05i,-0.0010524+0.00030026i,-0.0024091-6.546e-05i,-0.0028435+0.00055886i,-0.001916+0.0017997i,-0.0011686+0.0012695i,-0.00048739+0.00086325i,0.00031894+0.00091734i,6.5101e-06-0.00091108i,0.00011746-0.0034273i,0.00016112-0.0044389i,8.4655e-05-0.0037214i
-0.0012066+0.0009946i,-0.0011146+0.00085305i,-0.0021411-0.00025911i,-0.0036133-0.0015885i,-0.0021891-0.0029708i,-0.00080069-0.0032938i,0.00064378-0.0010553i,0.0014641+0.00053897i,0.0021765+0.0011405i,0.0025911+0.0017313i,0.0025656+0.00090216i,0.0022357-0.00099657i,0.00057315-0.0015479i,-0.00040406-0.0011256i,0.00045435-0.00033941i,0.00063529-4.1208e-05i,-0.00047635-2.734e-05i,-0.0011264+4.3913e-05i,-0.0010367+0.0013674i,-0.0012308+0.0035667i,-0.0024613+0.0044829i,-0.0036999+0.0041321i,-0.0033985+0.0024767i
-0.0015876+0.00013722i,-0.00015429-0.0014102i,-0.0010313-0.0021548i,-0.0039105-0.00069519i,-0.0049351+0.00094755i,-0.0041414+0.0016709i,-0.0019064+0.0010064i,-0.00076656+0.0016052i,-0.00043278+0.0023888i,0.00040966+0.0022644i,0.0022098+0.0017933i,0.0021809+0.00027963i,0.00090742-0.0012955i,0.00059082-0.0020109i,-0.00048447-0.0015696i,-0.00093569-2.9183e-05i,-4.5254e-05+0.0014975i,7.1816e-05+0.0012675i,7.0182e-05+0.00013677i,0.00096064-0.00078924i,0.0022988-0.0021079i,0.0025441-0.002108i,0.0011799-0.0015246i
0.0016849+0.0012818i,0.002301-0.00030365i,0.0041051+0.0011888i,0.0044041+0.0033107i,0.0021986+0.0023451i,0.00065973+1.5711e-05i,-0.00029882-0.0018952i,-0.0023278-0.0010156i,-0.003389+0.00072272i,-0.0027687+0.0018647i,-0.0020949+0.0021772i,-0.00072606+0.00074613i,0.0010373+0.00048752i,0.0011221+0.001123i,0.00082496+0.00056828i,0.0007785-0.0005292i,0.00088369-0.0016245i,0.0013006-0.0011158i,0.00076624+0.00043512i,-0.0014004-0.00036864i,-0.0033204-0.0022796i,-0.0036053-0.0023481i,-0.001776-0.0017551i
