-0.0029702+0.00014561i,-0.00069514-0.0008023i,-0.0011331-0.00031779i,-0.00086412+0.00012595i,-9.6356e-05+0.00084686i,0.00016316+0.0017304i,0.00035377+0.0023978i,0.0001745+0.0026109i,-8.5089e-05+0.0015149i,6.6289e-05+0.00024482i,0.00060155+0.00012319i,0.0014508+0.00016501i,0.00090751-0.00055448i,6.7642e-05-0.00094921i,-0.00043166-5.5757e-05i,-0.0011471+0.00016791i,-0.00082701-0.00033313i,-0.00089856-0.00053948i,-0.00051917-0.00029971i,0.00019975+0.0001914i,-1.0651e-05+0.00078109i,-0.00012683+0.00053924i,-0.00014601-0.00024727i
-0.048547-0.08414i,-0.16996-0.22992i,-0.31564-0.39054i,-0.33054-0.42969i,-0.19211-0.34938i,-0.11695-0.22646i,-0.14132-0.062063i,-0.093523+0.041776i,0.0041475+0.01173i,0.049517-0.045906i,0.066638-0.052703i,0.081447-0.029461i,0.079332-0.014146i,0.04931-0.021126i,0.0039719-0.024523i,-0.024593-0.015114i,-0.029202-0.0097531i,-0.028105-0.0047006i,-0.02841+0.0076022i,-0.021971+0.015969i,-0.012831+0.0076262i,-0.0074181-0.0079694i,-0.00065464-0.013855i
0.069444+0.078791i,0.22181+0.19605i,0.41232+0.30176i,0.43536+0.29724i,0.23858+0.23699i,0.086656+0.18667i,0.083849+0.079642i,0.069006-0.026319i,0.024125-0.032159i,0.0013611+0.0017307i,-0.021834+0.022675i,-0.028986+0.044473i,0.0094759+0.048732i,0.062568+0.012773i,0.078608-0.042287i,0.062211-0.066742i,0.051551-0.056299i,0.042899-0.036751i,0.025393-0.017444i,0.010615-0.014521i,0.0067362-0.031474i,0.0056258-0.044972i,-0.0047934-0.040055i
-0.071794-0.064724i,-0.25301-0.13929i,-0.50292-0.14951i,-0.59068-0.015648i,-0.37448+0.11464i,-0.066359+0.094593i,0.074447+0.037753i,0.06056+0.039331i,0.00081621+0.049337i,-0.036457+0.03249i,-0.035444-0.01007i,-0.039045-0.056356i,-0.061286-0.057442i,-0.063422-0.013279i,-0.031814+0.030991i,0.0004819+0.040715i,0.0029451+0.020491i,-0.0079947-0.0046002i,-0.0031999-0.015331i,0.013745-0.0024558i,0.028206+0.02069i,0.034092+0.032644i,0.031331+0.028066i
0.082021+0.051775i,0.2373+0.087994i,0.44303+0.033795i,0.52328-0.14285i,0.37957-0.25765i,0.13063-0.1905i,-0.023092-0.11075i,-0.037211-0.12702i,0.00080634-0.15782i,0.023521-0.12364i,0.0478-0.039646i,0.087872+0.00304i,0.088308-0.02933i,0.033842-0.061333i,-0.024732-0.049544i,-0.055946-0.022645i,-0.05086+0.001291i,-0.02011+0.012284i,0.0014709-6.2763e-05i,-0.0027608-0.01206i,-0.015603-0.0041612i,-0.013243+0.0065784i,0.007855+0.0061551i
-0.066583-0.057003i,-0.17008-0.085438i,-0.25982-0.036657i,-0.23128+0.097499i,-0.13152+0.17829i,-0.042979+0.14761i,0.036958+0.12398i,0.098726+0.12714i,0.10989+0.13292i,0.10453+0.13566i,0.086016+0.10113i,0.045685+0.084471i,0.044037+0.11122i,0.07887+0.1077i,0.10056+0.066917i,0.10812+0.033929i,0.10703+0.020944i,0.082692+0.02156i,0.041193+0.026184i,0.010543+0.023741i,0.00042816+0.015336i,-0.00060953+0.01085i,-0.002757+0.0090318i
0.057939+0.052142i,0.13901+0.10197i,0.15086+0.10285i,-0.0091858+0.044434i,-0.20677+0.032i,-0.25212+0.08877i,-0.2062+0.094165i,-0.21406+0.051264i,-0.24839+0.016714i,-0.23873-0.0058466i,-0.18192-0.011068i,-0.12072-0.017742i,-0.099754-0.017011i,-0.094407+0.012463i,-0.078059+0.041115i,-0.067606+0.043619i,-0.070442+0.021273i,-0.072805-0.0041045i,-0.05852-0.0037361i,-0.031533+0.0097974i,-0.016108+0.0083822i,-0.025648+0.0017734i,-0.040155+0.0076762i
-0.0568-0.065602i,-0.14929-0.13601i,-0.19747-0.17734i,-0.090627-0.14507i,0.077837-0.12663i,0.11102-0.17647i,0.040136-0.18645i,0.035047-0.12713i,0.080541-0.098308i,0.060373-0.12064i,-0.0077997-0.1142i,-0.027085-0.08838i,-0.0071246-0.11435i,-0.017653-0.15212i,-0.052334-0.14545i,-0.081279-0.11165i,-0.099842-0.06909i,-0.095039-0.025384i,-0.062088+0.0064105i,-0.02554+0.018295i,-0.0045066+0.013069i,0.0072927+4.4977e-05i,0.020441-0.0097717i
0.056787+0.05954i,0.14548+0.13255i,0.21789+0.17956i,0.18715+0.13463i,0.093709+0.063834i,0.053895+0.087548i,0.094893+0.17287i,0.15612+0.19329i,0.17611+0.12364i,0.14098+0.061293i,0.096897+0.047297i,0.070626+0.052659i,0.066834+0.066002i,0.082441+0.063702i,0.086694+0.045597i,0.079895+0.034209i,0.083485+0.027023i,0.078243+0.012247i,0.044939-0.010505i,0.0096118-0.026604i,-0.001868-0.028015i,0.0072429-0.02199i,0.018056-0.015876i
-0.05064-0.067886i,-0.12719-0.14645i,-0.17568-0.20891i,-0.1247-0.18825i,-0.035977-0.1298i,0.0022339-0.13037i,-0.04281-0.17635i,-0.13427-0.16848i,-0.17406-0.063019i,-0.11139+0.045239i,-0.030553+0.055875i,-0.020315+0.024791i,-0.035316+0.033509i,-0.014957+0.04829i,0.017866+0.026549i,0.035765-0.002096i,0.049313-0.0095207i,0.061903-0.0054989i,0.059463+0.0012631i,0.045919+0.0049937i,0.039687-0.00024448i,0.029177-0.012166i,0.00078808-0.018415i
0.04126+0.056253i,0.1254+0.17193i,0.17349+0.30518i,0.12305+0.3652i,0.054802+0.32532i,0.073097+0.20754i,0.13399+0.012649i,0.102-0.17218i,-0.016572-0.23101i,-0.093382-0.19016i,-0.072975-0.13406i,0.0040239-0.11051i,0.049641-0.11747i,0.035272-0.09483i,0.016604-0.04464i,0.0025189-0.033017i,-0.036501-0.055399i,-0.079134-0.061068i,-0.085222-0.035323i,-0.055475+0.0034766i,-0.021196+0.032688i,0.0033395+0.04427i,0.020571+0.041212i
-0.061833-0.06482i,-0.17437-0.20734i,-0.2952-0.38575i,-0.32062-0.45602i,-0.2461-0.3207i,-0.15527-0.058165i,-0.090934+0.18858i,-0.0036036+0.30298i,0.10986+0.24636i,0.16708+0.11534i,0.14836+0.048769i,0.12825+0.056606i,0.1221+0.0446i,0.066856+0.0021482i,-0.018083+0.0018297i,-0.044957+0.045726i,-0.014983+0.073898i,0.010503+0.065437i,0.013692+0.034099i,-0.0017574+0.0034843i,-0.0252-0.0010482i,-0.024958+0.013374i,-0.00087621+0.018023i
0.063722+0.058706i,0.20227+0.18156i,0.37509+0.32472i,0.44114+0.36658i,0.32453+0.27687i,0.14865+0.14966i,0.060132+0.037819i,0.016222-0.026132i,-0.049622+0.0077806i,-0.086283+0.096938i,-0.081769+0.122i,-0.11018+0.090771i,-0.15169+0.099996i,-0.12773+0.11683i,-0.068821+0.084341i,-0.035492+0.048615i,-0.020686+0.038305i,-0.0070549+0.029338i,0.0010109+0.016531i,0.0058951+0.010189i,0.0099482+0.0076396i,0.00020178+0.0039692i,-0.019894-0.0049637i
-0.073064-0.055683i,-0.22124-0.12583i,-0.42632-0.14009i,-0.52245-0.01474i,-0.4094+0.12589i,-0.19775+0.12508i,-0.024928+0.038616i,0.084709-0.08039i,0.092565-0.22482i,-0.000953-0.27229i,-0.063943-0.17834i,-0.033972-0.086276i,0.0013418-0.085124i,-0.0075288-0.11525i,-0.024358-0.11198i,-0.034191-0.091223i,-0.047782-0.078592i,-0.049476-0.051558i,-0.029727-0.0044381i,-0.0051478+0.01644i,-0.0013233-0.0074555i,-0.023764-0.036178i,-0.034553-0.038819i
0.054946+0.052775i,0.1905+0.10622i,0.37084+0.050651i,0.40712-0.20316i,0.1794-0.41631i,-0.14317-0.30989i,-0.29532-0.0018999i,-0.22194+0.22409i,-0.042723+0.25962i,0.072718+0.14764i,0.0413+0.026717i,-0.028406-0.0084537i,-0.014755-0.025639i,0.036824-0.071768i,0.043119-0.10353i,0.012481-0.098359i,-0.0064646-0.070818i,-0.022572-0.049699i,-0.046175-0.02874i,-0.033902-0.001216i,0.011046+0.0025443i,0.047859-0.0059565i,0.067329+0.0017288i
-0.057554-0.06314i,-0.16087-0.13588i,-0.26632-0.13324i,-0.21557-0.0004345i,-0.0052016+0.075325i,0.16514-0.038782i,0.16905-0.17768i,0.075858-0.15985i,-0.0060915-0.01426i,0.0034993+0.10626i,0.078512+0.085269i,0.11304-0.016381i,0.11191-0.05987i,0.12908-0.03764i,0.14412-0.016235i,0.13682-0.0011789i,0.12695+0.029559i,0.13674+0.054631i,0.14053+0.036579i,0.09736+0.0033694i,0.03949-0.00045044i,0.0047478+0.0067013i,-0.0086849+0.0060059i
0.041933+0.068663i,0.11965+0.14551i,0.14268+0.19996i,0.015519+0.21465i,-0.098862+0.25309i,-0.016397+0.24171i,0.091086+0.10099i,0.021271-0.024081i,-0.10212-0.033204i,-0.1269-0.0046508i,-0.04755-0.0070128i,0.040822-0.0458i,0.04535-0.041411i,0.021433+0.034188i,0.013056+0.075547i,-0.00019547+0.043342i,-0.011556-0.010909i,-0.027335-0.038811i,-0.044449-0.014399i,-0.031639+0.033898i,0.00822+0.048885i,0.03108+0.012162i,0.013718-0.023195i
-0.043693-0.058659i,-0.11359-0.1242i,-0.13559-0.15648i,-0.029306-0.12775i,0.080869-0.093977i,0.060426-0.061737i,-0.016431-0.048627i,-0.037815-0.09786i,-0.011653-0.12988i,0.0052591-0.077791i,-0.0033854+0.032622i,0.02828+0.14445i,0.099257+0.16329i,0.11064+0.10467i,0.072646+0.071055i,0.047021+0.076273i,0.018102+0.096473i,-0.033455+0.1071i,-0.075019+0.088147i,-0.072716+0.060366i,-0.029362+0.047004i,0.032622+0.043481i,0.076055+0.031987i
0.034284+0.071577i,0.099751+0.15604i,0.18421+0.20774i,0.2332+0.14707i,0.23305+0.07429i,0.21239+0.1196i,0.20542+0.17448i,0.095409+0.090448i,-0.17859-0.0043098i,-0.35389+0.032426i,-0.29994+0.062312i,-0.24224+0.0084604i,-0.2816-0.0022782i,-0.30154+0.054539i,-0.25616+0.10735i,-0.19762+0.10951i,-0.18119+0.066723i,-0.18006+0.033808i,-0.14377+0.018886i,-0.10711+0.0063489i,-0.092506+0.015147i,-0.063166+0.04534i,-0.01783+0.050865i
-0.01636-0.071241i,-0.068018-0.19384i,-0.17902-0.30684i,-0.35004-0.25633i,-0.51869-0.050759i,-0.52424+0.13648i,-0.27995+0.23279i,0.12648+0.18484i,0.40827-0.079713i,0.31291-0.34705i,0.087052-0.32303i,0.081586-0.17338i,0.16089-0.19075i,0.10266-0.28117i,-0.014719-0.26678i,-0.065031-0.17397i,-0.043383-0.10381i,-0.009378-0.058381i,0.026359+0.0034162i,0.079599+0.023807i,0.089797-0.026302i,0.036781-0.064074i,-0.010331-0.054546i
0.028914+0.084564i,0.076368+0.22508i,0.13539+0.37794i,0.12679+0.40674i,0.053344+0.33215i,0.011555+0.21899i,-0.02367+0.023296i,-0.16346-0.12634i,-0.24251-0.030919i,-0.074954+0.1153i,0.1042+0.085077i,0.10076+0.03467i,0.068062+0.062468i,0.071247+0.036752i,0.027038-0.040789i,-0.043997-0.10336i,-0.10409-0.17585i,-0.16908-0.24935i,-0.22092-0.23084i,-0.20276-0.094082i,-0.11802+0.041078i,-0.044402+0.10158i,-0.0044964+0.1145i
-0.071731-0.055804i,-0.14727-0.18529i,-0.23777-0.33235i,-0.25141-0.39555i,-0.21543-0.3694i,-0.22591-0.21243i,-0.13326+0.099654i,0.16196+0.25222i,0.31745+0.035088i,0.14061-0.18838i,-0.051038-0.15146i,-0.05657-0.068871i,0.0014329-0.12755i,0.0091667-0.22484i,-0.017271-0.20836i,-0.013733-0.09423i,0.045991-0.0065272i,0.12455-0.0034988i,0.14961-0.044231i,0.10435-0.078149i,0.044475-0.080114i,0.0031225-0.05845i,-0.0098023-0.030848i
-0.32775+9.2945i,0.9664+9.3266i,4.9369+9.192i,6.9977+5.3509i,5.9643+0.93446i,3.1976-1.6159i,0.84591-1.5151i,0.12173-0.36494i,0.69604+0.25895i,1.3176-0.24724i,0.78155-1.2223i,-0.40095-1.5173i,-1.2785-1.0342i,-1.6831-0.18841i,-1.5648+0.47319i,-1.023+0.59592i,-0.40066+0.3613i,0.027782+0.15841i,0.2502+0.18406i,0.34496+0.37269i,0.41612+0.55115i,0.4308+0.59687i,0.33067+0.48746i
-0.035029-0.010748i,-0.068803-0.10181i,-0.13841-0.18726i,-0.18319-0.18048i,-0.1441-0.14547i,-0.075853-0.1413i,-0.047853-0.085996i,0.010807+0.06777i,0.12813+0.15783i,0.17483+0.069186i,0.099848-0.060853i,-0.00089473-0.10535i,-0.047205-0.11131i,-0.046974-0.14434i,-0.04027-0.17497i,-0.036189-0.1745i,-0.010209-0.16832i,0.033588-0.17499i,0.043152-0.16521i,0.0042123-0.1265i,-0.041178-0.085034i,-0.066365-0.050375i,-0.062416-0.018656i
0.0058877+0.052853i,0.02988+0.14352i,0.08342+0.16223i,0.12168+0.01008i,0.091655-0.18778i,0.013141-0.24741i,-0.042189-0.17023i,-0.05533-0.076351i,-0.041617-0.040369i,-0.035813-0.039069i,-0.047887-0.02275i,-0.024337-0.020016i,0.041099-0.090661i,0.077807-0.19501i,0.043453-0.2333i,-0.001768-0.17511i,0.01007-0.12229i,0.041744-0.14209i,0.058468-0.15332i,0.071322-0.11115i,0.056157-0.062733i,-0.0027818-0.019269i,-0.044778+0.019691i
0.00034475-0.068815i,-0.017468-0.16878i,-0.064278-0.19937i,-0.085186-0.053056i,-0.016128+0.08333i,0.039365-0.014297i,-0.055315-0.15159i,-0.15449-0.04003i,-0.063658+0.17709i,0.1006+0.19282i,0.11063+0.0299i,-0.007972-0.091708i,-0.10601-0.094406i,-0.12698-0.058469i,-0.10533-0.038211i,-0.092997-0.044979i,-0.11153-0.064442i,-0.14378-0.050552i,-0.1466-0.013506i,-0.1119-0.011i,-0.079481-0.022942i,-0.047691-0.01181i,-0.0061076-0.010712i
-0.011876+0.050445i,-0.035092+0.16847i,-0.04887+0.28529i,-0.019079+0.28017i,0.043003+0.1262i,0.047814-0.080892i,-0.021147-0.1773i,0.0085496-0.11891i,0.15614-0.088881i,0.18798-0.13423i,0.080181-0.096249i,0.0074062-0.0021467i,-0.01017-0.0048227i,-0.050819-0.075571i,-0.091523-0.083617i,-0.074006-0.040424i,-0.015849-0.030949i,0.057092-0.04399i,0.12822-0.059823i,0.12286-0.092853i,0.030458-0.10798i,-0.048646-0.073169i,-0.064949-0.030308i
0.028349-0.053165i,0.093015-0.16826i,0.20966-0.31189i,0.31233-0.40991i,0.27441-0.40216i,0.10453-0.23785i,0.01025+0.0026204i,0.042909+0.08919i,0.029117+0.00013043i,-0.059996-0.054253i,-0.1329-0.03474i,-0.18736-0.017256i,-0.22456+0.0038115i,-0.2046+0.041664i,-0.13626+0.076305i,-0.075231+0.099009i,-0.050018+0.11062i,-0.034634+0.093076i,-0.011435+0.042309i,-0.0063029+0.0078742i,-0.02033+0.021177i,-0.029566+0.043189i,-0.038516+0.040245i
-0.044093+0.047756i,-0.10453+0.17532i,-0.16865+0.31361i,-0.1849+0.31296i,-0.16505+0.14007i,-0.14951-0.050397i,-0.13284-0.12184i,-0.10662-0.078151i,-0.07296-0.0027047i,-0.040736+0.032293i,-0.026014+0.040339i,-0.037626+0.055718i,-0.085766+0.08764i,-0.1208+0.14052i,-0.079251+0.16228i,-0.019551+0.12444i,0.001674+0.086164i,0.0042927+0.067192i,-0.00073494+0.034979i,-0.019548+0.0044205i,-0.033023+0.0046491i,-0.021355+0.012916i,-0.0050541+0.0068411i
0.031212-0.059174i,0.067311-0.21236i,0.030276-0.39278i,-0.093811-0.39684i,-0.1204-0.20695i,0.010619-0.088977i,0.051518-0.12721i,-0.0455-0.11122i,-0.080905-0.0067442i,-0.037652+0.060737i,0.018305+0.090555i,0.061099+0.098793i,0.052675+0.097379i,0.020485+0.098871i,0.012096+0.078827i,0.019278+0.05081i,0.024796+0.0339i,0.02754+0.0056272i,0.031089-0.033134i,0.035222-0.050242i,0.031955-0.044293i,0.017562-0.023513i,-4.5836e-05+0.012557i
-0.040409+0.054484i,-0.061561+0.18724i,0.009666+0.34164i,0.18462+0.34237i,0.27136+0.17528i,0.17769+0.045369i,0.069689+0.034143i,0.022823+0.035i,-0.01227+0.039455i,0.0053219+0.063901i,0.046758+0.020419i,0.02293-0.035612i,0.0061519+0.017191i,0.051473+0.090728i,0.077483+0.09672i,0.053186+0.091019i,0.022344+0.11038i,0.0078391+0.12334i,-0.00271+0.10418i,-0.01034+0.068138i,-0.0059065+0.038534i,0.0013286+0.014001i,0.0011208-0.0047549i
0.034651-0.034413i,0.071494-0.096203i,0.061226-0.12642i,-0.0035022-0.067497i,-0.048176-0.0023292i,-0.065857-0.0087958i,-0.094104-0.031393i,-0.096791+0.0059866i,-0.036491+0.064541i,0.038153+0.045673i,0.040952-0.022713i,0.011818-0.046294i,0.024509-0.047888i,0.038202-0.054456i,0.047879-0.035576i,0.088091-0.019104i,0.11706-0.025923i,0.10175-0.017462i,0.058625+0.0030807i,0.011598-0.0020243i,-0.020852-0.021935i,-0.026241-0.029761i,-0.0069883-0.026136i
-0.060579+0.022599i,-0.14446+0.044713i,-0.2222+0.028763i,-0.2323-0.036516i,-0.16911-0.044037i,-0.05766+0.026591i,0.055926+0.09768i,0.13449+0.11466i,0.15901+0.081831i,0.10827+0.043265i,0.029141+0.046329i,-0.016482+0.059616i,-0.027911+0.029047i,-0.014186-0.024196i,-0.0035364-0.071047i,-0.018325-0.1022i,-0.034039-0.11299i,-0.032153-0.1064i,-0.0179-0.07929i,0.001901-0.036138i,0.016431-0.0019803i,0.011176+0.0088921i,-0.010536+0.0066i
0.074387-0.02271i,0.21632-0.067288i,0.38784-0.12404i,0.45035-0.15067i,0.36533-0.12571i,0.25513-0.061296i,0.18972-0.038909i,0.13659-0.062066i,0.097141-0.070707i,0.088997-0.054149i,0.080072-0.049588i,0.046339-0.054058i,0.018461-0.034686i,0.021484-0.027876i,0.015846-0.053462i,-0.020734-0.056023i,-0.037914-0.02858i,-0.017543-0.0098757i,0.0085965-0.0016073i,0.02131+0.0070473i,0.017614+0.0082348i,0.0043759+0.0016352i,-0.0067071-0.0033773i
-0.094954+0.030149i,-0.24899+0.10549i,-0.42843+0.23524i,-0.45972+0.32275i,-0.30919+0.24388i,-0.1785+0.017227i,-0.18795-0.15673i,-0.22728-0.17761i,-0.1921-0.13579i,-0.12104-0.11225i,-0.072635-0.080788i,-0.024198-0.038878i,0.0065439-0.037999i,-0.028955-0.041237i,-0.064125-0.0016703i,-0.036589+0.032278i,0.0097527+0.03196i,0.039863+0.02175i,0.054847+0.002834i,0.041666-0.030473i,0.0080773-0.051178i,-0.0062231-0.039316i,0.0096602-0.017823i
0.06321-0.0022957i,0.16535-0.070952i,0.23621-0.17203i,0.17773-0.20179i,0.071288-0.10785i,0.037648+0.00067556i,0.020033+0.046429i,-0.030942+0.091298i,-0.070363+0.1337i,-0.084657+0.12578i,-0.067556+0.083715i,-0.048608+0.023141i,-0.070082-0.018048i,-0.083291+0.0048143i,-0.057183+0.047038i,-0.03642+0.049976i,-0.047504+0.028615i,-0.068798+0.014927i,-0.06075+0.011852i,-0.022483+0.014127i,0.0082273+0.017393i,0.0065107+0.013834i,-0.018936+0.0054234i
-0.049451-0.0059077i,-0.097765+0.02587i,-0.055857+0.078675i,0.1409+0.075697i,0.31287-0.02611i,0.2875-0.11091i,0.19605-0.068659i,0.17739-0.0043004i,0.16279+0.0074162i,0.11555+0.028614i,0.0704+0.04201i,0.015289+0.033732i,-0.031218+0.055575i,-0.022504+0.073071i,0.0086494+0.047345i,0.0078706+0.029315i,-0.0034219+0.04611i,0.0050245+0.057533i,0.0048642+0.037711i,-0.020781+0.013925i,-0.037815+0.010685i,-0.027443+0.013607i,-0.011909+0.01236i
0.054055+0.036386i,0.13035+0.062377i,0.17682+0.064005i,0.1042-0.0028976i,-0.036873-0.089636i,-0.10792-0.098295i,-0.095856-0.070679i,-0.087829-0.057741i,-0.080475-0.033296i,-0.037451-0.017633i,-0.0029253-0.016877i,0.0061627+0.009793i,0.021869+0.04286i,0.028714+0.042105i,0.022924+0.030917i,0.038709+0.030626i,0.06809+0.020907i,0.075113-0.0010767i,0.054427-0.01682i,0.028398-0.021949i,0.012587-0.025782i,0.010295-0.027722i,0.015566-0.021595i
-0.062055-0.045048i,-0.18234-0.12257i,-0.34455-0.20129i,-0.4453-0.17147i,-0.40527-0.030607i,-0.27264+0.068254i,-0.14964+0.076497i,-0.056834+0.073709i,0.015974+0.086071i,0.045271+0.069615i,0.026236+0.026462i,0.00073467-0.0036855i,-0.0042832-0.012962i,0.0054451-0.0042954i,0.021273-0.00064573i,0.028856-0.023728i,0.02009-0.045691i,0.0085424-0.038775i,0.016496-0.019017i,0.035014-0.011277i,0.028856-0.0097615i,-0.0017605-0.0032626i,-0.020613-0.00029325i
0.055851+0.054923i,0.18308+0.11949i,0.34048+0.17714i,0.40396+0.16314i,0.32754+0.10653i,0.20286+0.069837i,0.10485+0.030754i,0.028389-0.018805i,-0.0085732-0.047133i,0.0067382-0.044175i,0.033528-0.035148i,0.036798-0.036968i,0.026695-0.030992i,0.026689-0.019859i,0.022332-0.02219i,0.0020102-0.022098i,-0.011473-0.0073591i,-0.009595+0.0013313i,-0.012367+0.00080193i,-0.023946+0.0053448i,-0.023548+0.015325i,-0.0069559+0.021037i,0.0031134+0.018076i
-0.043141-0.039812i,-0.14308-0.075451i,-0.2407-0.064092i,-0.21717+0.013972i,-0.06175+0.044013i,0.072221-0.032236i,0.07311-0.083789i,0.022098-0.039584i,-0.006663+0.015982i,-0.029108+0.021647i,-0.048139+0.016414i,-0.040758+0.026997i,-0.0065139+0.021183i,0.015963-0.0038066i,0.011152-0.0084907i,0.0056693+0.011175i,0.0096614+0.026503i,0.013831+0.033269i,0.014409+0.033666i,0.013324+0.021759i,0.015674+0.0019966i,0.014989-0.013133i,0.0082596-0.01095i
0.038564+0.049253i,0.090772+0.10455i,0.13744+0.13717i,0.13508+0.101i,0.083406+0.040654i,0.018176+0.025197i,0.0029619+0.033328i,0.042564+0.034738i,0.081354+0.024104i,0.065889+0.013858i,0.025471+0.017221i,0.0033618+0.0081947i,-0.024355-0.018738i,-0.055954-0.024968i,-0.055832-0.010629i,-0.031767-0.0081057i,-0.0098873-0.017681i,0.0023387-0.023213i,0.013218-0.022738i,0.018497-0.019337i,0.007037-0.014654i,-0.009175-0.013697i,-0.013512-0.017604i
-0.015279-0.064835i,-0.014624-0.16313i,0.017774-0.28257i,0.063834-0.33349i,0.07676-0.27813i,0.051879-0.18421i,0.016237-0.097304i,-0.0064261-0.063449i,-0.017702-0.080162i,-0.011207-0.075993i,0.0078959-0.05154i,0.00047469-0.030611i,-0.036887+0.0036639i,-0.055559+0.038271i,-0.042474+0.041671i,-0.031189+0.022656i,-0.036163+0.011573i,-0.036444+0.0078549i,-0.026148-0.0067368i,-0.018033-0.023341i,-0.01678-0.026381i,-0.018128-0.018109i,-0.01985-0.0087317i
0.017677+0.067957i,0.011206+0.17204i,-0.015182+0.27329i,-0.057072+0.23852i,-0.099343+0.072671i,-0.11106-0.034645i,-0.091297-0.053883i,-0.10652-0.04076i,-0.13757+0.0115i,-0.11009+0.046067i,-0.057897+0.030307i,-0.025704+0.015827i,0.0076138+0.021856i,0.039075+0.021482i,0.045329+0.013761i,0.034385+0.020949i,0.030003+0.03263i,0.030549+0.030491i,0.020756+0.021881i,0.0030837+0.017874i,-0.0065035+0.025415i,-0.0017838+0.040379i,0.0092721+0.046248i
-0.014548-0.074097i,-0.033043-0.16975i,-0.092664-0.2477i,-0.17391-0.15206i,-0.16991+0.073065i,-0.060659+0.15658i,0.0012249+0.086298i,0.0089967+0.065328i,0.047264+0.10289i,0.067435+0.099106i,0.03991+0.057792i,0.0079357+0.022426i,-0.0085518+0.0051155i,-0.010515+0.00037358i,-0.0010862+0.0050544i,0.016459+0.0027864i,0.025832-0.01277i,0.018427-0.015645i,0.013728-2.1306e-05i,0.021872+0.011152i,0.030113+0.0021553i,0.029305-0.021003i,0.023234-0.034359i
0.0068366+0.060095i,0.0054917+0.14398i,0.048854+0.24431i,0.16622+0.24913i,0.23829+0.13571i,0.16151+0.052177i,0.0752+0.049079i,0.068746+0.028349i,0.070997-0.032838i,0.059204-0.060138i,0.052864-0.043053i,0.04341-0.018502i,0.028839+0.0035967i,0.016961+0.017705i,0.0077219+0.01182i,-0.0041807+0.0014832i,-0.011943+0.0048701i,-0.0088279+0.0061549i,-0.0022851-0.0092188i,-0.0013079-0.028123i,-0.011452-0.035787i,-0.027474-0.030039i,-0.037497-0.020449i
0.021808-0.045661i,0.078922-0.10557i,0.14588-0.19014i,0.13925-0.2466i,0.080325-0.23159i,0.052469-0.176i,0.042318-0.10726i,0.0257-0.038237i,0.0014162+0.0069186i,-0.024564+0.018514i,-0.037845+0.016557i,-0.030601+0.012446i,-0.0082909+0.00025271i,0.0083817-0.01427i,0.011226-0.018093i,0.0083539-0.0098895i,0.0063718+0.0018347i,0.0067459+0.010027i,0.0031995+0.013844i,-0.0056468+0.020474i,-0.0045668+0.035445i,0.0097994+0.046758i,0.017606+0.042375i
-0.043692+0.022228i,-0.13349+0.063809i,-0.24752+0.11795i,-0.26384+0.13656i,-0.18098+0.088089i,-0.10685+0.03036i,-0.074925-0.0064892i,-0.050303-0.032713i,-0.016847-0.038325i,0.003961-0.024209i,0.001031-0.009336i,-0.0092971-0.0065116i,-0.015453-0.015551i,-0.014523-0.02194i,-0.0054034-0.019631i,0.0061615-0.018432i,0.012869-0.022787i,0.014934-0.021022i,0.01683-0.013833i,0.016316-0.013925i,0.0071529-0.026222i,-0.0062536-0.040453i,-0.0092997-0.039521i
0.039722-0.031595i,0.13476-0.07421i,0.24562-0.1471i,0.24059-0.19074i,0.13503-0.13027i,0.06895-0.03569i,0.043941-0.0071097i,-0.0063672-0.0139i,-0.040285-0.011271i,-0.023847-0.013324i,-0.0023553-0.019964i,-0.0066043-0.015502i,-0.027993+0.0018575i,-0.042516+0.020434i,-0.040904+0.026284i,-0.0348+0.018282i,-0.031054+0.0082756i,-0.02811-0.0024563i,-0.022126-0.012562i,-0.011153-0.015962i,-0.0052771-0.010781i,-0.010671-9.9696e-05i,-0.020017+0.0083363i
-0.036577+0.022108i,-0.13381+0.041568i,-0.26291+0.090503i,-0.29986+0.13918i,-0.21683+0.10588i,-0.11874+0.022395i,-0.056975-0.0087601i,-0.013548+0.016203i,0.0020523+0.042789i,0.004461+0.047576i,0.017619+0.036992i,0.0297+0.02318i,0.031672+0.016961i,0.027365+0.015616i,0.018622+0.015193i,0.010496+0.024271i,0.0099262+0.038056i,0.01564+0.043387i,0.016864+0.037584i,0.011974+0.027927i,0.010934+0.022326i,0.017397+0.022446i,0.025326+0.024251i
0.028654-0.00036186i,0.10629+0.030322i,0.20242+0.080652i,0.22944+0.12571i,0.18168+0.14999i,0.11981+0.11764i,0.064735+0.052765i,0.029217+0.0205i,0.018462+0.020949i,0.0011882+0.019483i,-0.020616+0.0094404i,-0.024032-0.0037243i,-0.018628-0.015022i,-0.013971-0.012405i,-0.00065883-0.0026279i,0.017566-0.005397i,0.025518-0.01926i,0.023412-0.024088i,0.019787-0.016439i,0.011259-0.0093463i,-0.0035188-0.0076816i,-0.010904-0.011465i,-0.0079525-0.021121i
