-0.0029702+0.00014561i,-0.00069514-0.0008023i,-0.0011331-0.00031779i,-0.00086412+0.00012595i,-9.6356e-05+0.00084686i,0.00016316+0.0017304i,0.00035377+0.0023978i,0.0001745+0.0026109i,-8.5089e-05+0.0015149i,6.6289e-05+0.00024482i,0.00060155+0.00012319i,0.0014508+0.00016501i,0.00090751-0.00055448i,6.7642e-05-0.00094921i,-0.00043166-5.5757e-05i,-0.0011471+0.00016791i,-0.00082701-0.00033313i,-0.00089856-0.00053948i,-0.00051917-0.00029971i,0.00019975+0.0001914i,-1.0651e-05+0.00078109i,-0.00012683+0.00053924i,-0.00014601-0.00024727i
0.00057426-0.0027347i,0.00072821-0.0030159i,0.0004087-0.0017616i,-0.00074476-5.6557e-05i,-0.0020746+0.0018965i,-0.001885+0.0030274i,-0.00017943+0.0020808i,0.00014764+0.00030605i,-0.0007921-0.0010396i,-0.0011384-0.0015371i,-0.00040442-0.001106i,-2.4965e-05-0.0011641i,-0.00030126-0.0014496i,-0.00018242-0.0012374i,0.00037637-0.0009847i,0.0010834-0.0007671i,0.00019839-0.0010132i,-0.00071281-2.0505e-05i,-0.00031202+0.0017242i,0.00038071+0.0017348i,0.00075644-0.00013639i,0.00038932-0.0016818i,-0.0003327-0.0009541i
-0.0011439-0.001072i,-0.0018421-0.00088953i,-0.0019463-0.00014885i,-0.0014183+0.000261i,-0.0008691+0.0010586i,-0.00047512+0.0017683i,0.00034798+0.0013293i,8.1518e-05+0.00039492i,-0.00089543-0.00034787i,-0.00073267+0.00027556i,-0.00013992+0.00077785i,4.231e-05+0.00050089i,0.00093884+0.00027835i,0.0014681+0.0003355i,0.00049895-1.8204e-06i,-0.00066316-0.00060214i,-0.00041448-0.00051791i,-0.00053615+0.00041649i,-0.0013579+0.0016705i,-0.00070816+0.001331i,-6.9226e-06+0.00016286i,-0.00025493-0.00051371i,-0.00013001-0.00031795i
-0.0019614+0.00089942i,-0.0020046+0.00080152i,-0.0006972+0.0014139i,0.0003252+0.0017965i,0.00021516+0.0016318i,0.00010533+0.001921i,0.000741+0.0015068i,0.0012159+0.00015488i,-9.118e-05+9.3781e-05i,-0.0015998+0.00039404i,-0.0011735-3.9636e-06i,0.00065469-0.00023355i,0.0012395-0.00047414i,0.00045895-0.00095043i,0.00026319-0.0012714i,-0.0004455-0.00132i,-0.00062236-0.00067158i,5.1749e-05-0.00017004i,-7.1289e-05+0.00010285i,-0.00024721-2.8862e-05i,1.1904e-05-0.00014904i,-0.0001466-0.00039637i,-0.00011478-0.00073487i
0.0013137-0.00014704i,0.00094806+0.00017756i,0.00077087-0.00043445i,-0.00026333-0.00043362i,-0.00095474+0.00082465i,-0.00052219+0.0017619i,-0.00021731+0.0017746i,-0.00013828+0.00098541i,9.117e-05-0.00034133i,9.4923e-05-0.00059143i,-0.00023387-0.00033628i,-0.00025717-0.00085345i,0.00080246-0.0014182i,0.0012992-0.0017212i,0.00040677-0.0015391i,3.242e-05-0.0011883i,-7.5192e-05-0.00072389i,-0.00030562-0.00025667i,-0.00040456+0.00010815i,-0.00024616+0.00069288i,0.00026845+0.0012664i,0.00065279+0.0010219i,0.00034933+0.00063143i
0.00078764+0.0011506i,0.0010254+0.00073593i,0.00071073-0.00031154i,0.001273-0.0011114i,0.0012633-0.00075858i,0.0010093+0.00072454i,0.0010337+0.0010867i,0.00050901-0.00072041i,-0.0011189-0.001186i,-0.0022188-0.00031053i,-0.0012782-0.00071891i,-0.00030283-0.0017432i,-4.0097e-05-0.0013991i,-0.00025073-9.0478e-05i,-0.00055067+0.0005294i,-0.00058494+0.00025909i,-0.00041315+8.0694e-05i,-5.1775e-05-0.00011264i,-0.00034161-0.00016477i,-0.00033681+0.00023939i,0.00045833+0.00056553i,0.00060842+0.00037168i,0.00039662+9.064e-05i
0.00013497-0.0011007i,0.00060638-0.0014133i,-2.7133e-05-0.0017472i,-0.00067129-0.00082854i,-0.0011986+0.001216i,-0.0010119+0.0018429i,2.7968e-05+0.0011174i,0.00015129+0.00051995i,-0.00094423-0.00025788i,-0.0014308-0.00028182i,-0.00072412+0.00061122i,-0.00065722+8.4799e-05i,1.9445e-05-0.00067293i,0.00042791-0.00023652i,0.00065686+0.00044037i,0.0006628+0.00074582i,-0.00010692+0.0014356i,-0.00036219+0.0012075i,0.00032666+0.00046841i,0.0006846+6.941e-05i,0.00056652+0.00017867i,0.0006108+0.0003723i,0.0010199-0.00028563i
-0.0030644+0.001373i,-0.0027314+0.0023316i,-0.0016125+0.004759i,0.00021446+0.00446i,0.00076557+0.0026624i,0.00058276+0.0018962i,0.00019313+0.0019813i,-0.00055588+0.00092423i,-0.00080025-2.4351e-05i,-0.00012881+0.00022144i,0.00042701+0.00015953i,0.00046952-0.00086511i,8.9865e-06-0.00078203i,-7.831e-05-1.4634e-05i,-0.00013591-0.00052247i,-0.00056118-0.00090134i,-0.00065531-0.0003173i,-0.00016266+2.6846e-05i,-8.048e-05-0.00017819i,0.00034742-0.00045216i,0.00053892+0.00027602i,2.0539e-05+0.00033876i,-0.00018998-0.00013055i
-0.00012177+0.00032116i,0.00034911+0.00026282i,-2.0334e-05-0.00079177i,3.2603e-05-0.000985i,-0.00034986+0.00037816i,-0.00055417+0.00082633i,9.7203e-05+0.0012326i,0.00022665+0.0013862i,-2.5285e-05+0.00099372i,-0.00072634+0.00059604i,-0.00053599-0.00027027i,0.00099758-0.00075707i,0.0012833-0.00078588i,0.00071105-0.00091644i,0.00011238-0.0010538i,0.00043299-0.0011956i,0.00025887-0.00089552i,-0.00072456-0.00043083i,-0.0015075-0.00044975i,-0.0012223-0.00028618i,0.00021323-0.00026839i,0.00065466+0.00047375i,0.00075064+0.0010407i
-0.0017408-1.6012e-05i,-0.0011828+0.00042944i,-0.00017582+0.0021432i,-0.00048377+0.0029633i,-0.0010186+0.0032226i,-0.0013114+0.0029315i,-0.00049491+0.0016078i,0.00080204+0.0012931i,0.00051183+0.0013982i,-0.0004862+0.00011273i,-0.00058639-0.0010389i,0.00054271-0.0012109i,0.0010599-0.0010125i,8.9789e-05-0.00077997i,-0.00075498+0.000197i,-0.00066366+0.00075224i,-8.7544e-05+0.00060271i,-0.00064387+0.00037434i,-0.0010354-0.00011249i,-0.00016333-4.6821e-06i,0.00070212+0.0003426i,0.0009107+3.0147e-05i,0.00086056-0.00029926i
-0.00017772-0.0010647i,-0.00023204-0.0015351i,-0.00021248-0.0026554i,0.00073177-0.0017817i,0.00082224+0.00056548i,0.00044605+0.0018524i,0.00028578+0.001168i,-0.00040641-0.00022301i,-0.00063494-0.00029835i,-0.00059412+0.00022531i,-0.00092813+7.0099e-05i,-0.00075261-0.00069938i,-0.00038285-0.0013279i,-5.3664e-06-0.001245i,-0.00027766-0.00087003i,-0.00079911-0.00074353i,-0.00076546-0.00022803i,-0.00084336+0.00021751i,-0.00055284-0.00027789i,-0.00016155-0.0014163i,-8.4169e-05-0.00097634i,9.5439e-05+0.00021325i,0.0008578+0.00048319i
-0.00010917+0.0012322i,-0.00045006+0.0010161i,0.00031803+0.0010792i,0.00039181+0.0020396i,0.00029974+0.0022158i,0.00058172+0.0026058i,0.0011121+0.0023379i,0.0012984+0.0011231i,0.00075804+0.00061475i,-0.00018865+0.0010152i,-6.0849e-05+0.0010468i,0.0004862+0.00032136i,0.00044987-7.4155e-05i,0.00038751-0.00022261i,0.00030843-0.00087455i,-6.9343e-05-0.0014591i,0.00048309-0.0015684i,0.00065013-0.00058202i,0.00056065+0.00052897i,0.0008147+0.00050101i,0.00063975+0.00010822i,0.00067163-8.5788e-05i,0.00020163-0.00017962i
0.0009329+0.0022836i,0.00038424+0.00096864i,0.00063947-0.00020943i,-0.00028904-0.0012345i,-0.00046869-0.0016542i,-0.0001353-0.00070913i,-0.00022981-0.00034867i,-0.00027594-0.00082634i,-0.00064429-0.00031826i,-0.0005464+0.00018011i,0.0003166-0.00010002i,7.6055e-05+0.00019137i,-0.00083891+0.00023714i,-0.00097074-0.00020949i,-0.00028095-0.00035129i,0.00088863-0.00060359i,0.0011958-0.0011231i,0.00060791-0.0013348i,-0.00050632-0.00060792i,-0.00058644+8.1577e-05i,0.00043284-0.00036532i,0.0011857-0.0010409i,0.0015652-0.00056244i
-0.00074093-0.0032977i,-0.00088892-0.0023233i,-0.0010617-0.0012985i,-0.0012421+0.00079533i,-0.00094646+0.002287i,-0.00050622+0.0022859i,0.00029073+0.001701i,0.0011137+0.00068368i,0.00055173-0.00030818i,-0.00015373-9.6027e-05i,-8.854e-05+0.00085264i,0.0003102+0.00055649i,0.00078719-0.00046472i,0.00069916-0.00081636i,-0.00022061-6.0851e-05i,-0.001415+0.0012406i,-0.0021912+0.0017253i,-0.0022869+0.00050377i,-0.0016828-0.0003396i,-0.00091529-0.00015219i,-0.00053002-0.00017465i,-0.00013892-9.3387e-05i,8.7273e-06+0.00029554i
0.0012999-0.0011071i,0.00182-0.0020032i,0.00087236-0.0031595i,-0.0014492-0.0025962i,-0.0025995-0.00036843i,-0.0012137+0.0015105i,0.00019726+0.0015951i,0.00019202+0.00069177i,-0.00066792-0.00024143i,-0.00086452-0.00061605i,-0.00011678-0.0002879i,0.00031861+0.00034301i,-0.00016999-0.00039206i,-0.00011114-0.001068i,-1.0329e-05-0.0013491i,-0.00034946-0.00096077i,-0.00079402+0.0001685i,-0.00063669+0.00029408i,0.0001631-0.00023609i,0.00048015+9.9325e-05i,0.00062262+0.00043514i,0.00097096+3.2477e-05i,0.00084487-0.00038112i
0.0023488-0.0027553i,0.0016634-0.0027372i,0.0012886-0.0044831i,-0.00023598-0.0038822i,-0.001794-0.0017601i,-0.0019155+0.00079977i,-0.0002858+0.0017009i,0.00050093+0.00030819i,-0.0011478-0.00034851i,-0.0020102-5.8779e-05i,-0.0012765+0.00028644i,-0.00010426-5.0814e-05i,0.001606-0.00042845i,0.002532-0.00086257i,0.0019809-0.0016199i,0.0010207-0.0015077i,0.00063175-0.00074779i,0.00033548+0.00035584i,-0.000392+0.0011689i,-0.00077071+0.00071495i,-0.00025149+0.00016396i,0.00070653+0.0002814i,0.0010923+7.9571e-05i
2.8069e-05+0.00016119i,0.00048924+0.00072204i,0.00062623+0.00042538i,-0.00036085+0.00056345i,-0.0014513+0.0010738i,-0.0011192+0.0017317i,0.00043453+0.0013133i,0.00065552-0.0001359i,6.3569e-05-0.0011867i,-0.0003693-0.0012269i,-0.00060128-0.0005776i,-0.00039822-0.00040346i,4.1135e-05-0.00041819i,0.00056176-0.00087593i,0.00083515-0.00047869i,0.00062655-9.9166e-05i,-0.00018228+2.4744e-05i,-0.0014935-0.00018417i,-0.0015033-0.00019061i,-0.0004012+0.00044367i,0.00032996+0.00048032i,0.00059536+6.8678e-05i,0.0011211-3.1758e-05i
-0.00094284+0.00065342i,-0.00063119+0.0015981i,0.00038355-1.2129e-05i,0.0013821-0.00079044i,0.00040923+0.00044253i,-0.00043639+0.0016683i,0.0002149+0.0020139i,0.00053619+0.0010995i,0.00024822+9.2303e-05i,0.00011562-0.0003099i,0.00011372-0.00017284i,5.984e-05-0.00054643i,-0.000354-0.0012779i,-0.0012651-0.0014606i,-0.0016-0.00097471i,-0.0016546+0.00017405i,-0.0013561+0.0010753i,-0.0015114+0.0012941i,-0.0021463+0.0011203i,-0.0015281+0.00096754i,0.00013387+0.0015603i,0.0011562+0.0020654i,0.00069577+0.0011773i
-0.0014279-0.00084175i,-0.00073322-0.00050133i,-0.00043543+0.00015784i,-0.00067442+0.0017451i,-0.00076679+0.0031343i,0.00016803+0.0039379i,0.00074624+0.0026848i,-0.00074212+0.00044173i,-0.0014289-0.00068207i,-0.00051617-0.00074371i,0.00017535-0.0013487i,0.0012345-0.0011464i,0.0020611-0.0011187i,0.0014711-0.0022142i,0.00040239-0.0022901i,0.00047114-0.0013071i,0.00066373+0.00030367i,0.00053387+0.0011015i,5.3478e-05+0.00098588i,-0.00039271+0.0004866i,-6.3297e-05-0.00058329i,0.00039717-0.0010664i,8.544e-05-0.0010778i
-0.00020168+0.00049805i,0.00077564-0.00030698i,0.00019281-0.0010973i,-0.0010606-0.00075655i,-0.0018386+0.00022503i,-0.0015937+0.0010633i,-0.00050551+0.00088212i,0.0001026-0.00011738i,-0.00080395-0.00094525i,-0.0011756-0.00077802i,-0.00060878-6.733e-07i,-0.00016315+0.00018256i,0.00053501+0.00042024i,0.0011177+0.00064445i,0.0010424+0.00067751i,0.0013442-0.00095148i,0.0013333-0.0027159i,0.0006901-0.0013983i,0.00071116+0.00078172i,0.00067845+0.0014016i,0.00059486+0.00079866i,0.0015019-0.00023985i,0.0014963-0.00064769i
-0.0020863-0.00090363i,-0.0019466-0.00011069i,-0.0017605+0.0015044i,-0.0019428+0.0023787i,-0.0017251+0.0026686i,-0.00075982+0.001965i,-0.00051272+0.00042216i,-0.00033015-0.00063972i,-0.00050489-0.0010182i,-0.0012787-0.00046697i,-0.00091183-0.00012404i,0.00026979-0.00054277i,0.00036075-0.00065443i,-0.00045685-0.0011264i,-0.00057756-0.0012053i,-0.00049838-0.0010116i,-0.00078633-0.0006299i,-0.00070254+0.00024774i,-0.00057481+0.00084551i,0.00012678+0.00099303i,0.00067915+0.00086696i,0.00049851-2.795e-05i,0.00076198-0.00078042i
-0.0026393-0.0019462i,-0.0025082-0.0011839i,-0.0042804-0.0003058i,-0.0044228+0.00052181i,-0.0028771+0.0023111i,-0.00016006+0.0029199i,0.0016738+0.002076i,0.0009367+0.00051697i,6.6706e-05-0.00011224i,-0.00061245-0.00011923i,-0.000269-0.00022067i,0.00045803-0.00053613i,0.00037893-0.0015365i,-0.00038911-0.0022056i,-0.0012507-0.0020435i,-0.0015194-0.0013828i,-0.0013711-0.00083187i,-0.0012631-0.0002516i,-0.0010539+1.8917e-05i,-0.00060979+0.00066443i,-0.00089094+0.00068176i,-0.0010292+0.0001666i,-0.00019315-0.00061053i
-0.0014324-0.0010013i,-0.0005805-0.00036635i,0.00044297-0.0004955i,0.00073144+0.00036472i,-0.0007007+0.0019451i,-0.0014453+0.002793i,0.00071887+0.0012256i,0.0019305-0.00050715i,0.0010783-0.00089512i,0.00034228-0.00067829i,0.00015664-5.8522e-05i,0.00035848-0.00027016i,0.00082998-0.0008114i,0.0011345-0.0010753i,0.00091783-0.00060601i,0.00094079+3.6042e-05i,0.00042602+0.00035919i,-0.00063911+0.00044971i,-0.00028371+0.00071489i,0.0002617+0.00055311i,0.00037592-0.0001698i,0.00019976-0.00061471i,0.00011242-0.00046792i
0.0030949+0.00019895i,0.0024913+0.00061459i,0.0011152-0.000516i,-0.00079828-0.00092343i,-0.0010603+0.00051403i,-0.00069683+0.0019109i,-0.00063584+0.00097154i,-0.00059125-0.00088101i,-0.0010999-0.0014932i,-0.0015557-0.00055073i,-0.0015124+0.00066071i,-0.00049812+0.00053742i,0.00071242+0.00059476i,0.00092586+0.0012363i,0.00081294+0.0010476i,0.0010431-0.00034834i,0.0012264-0.0017472i,0.0013296-0.001578i,0.00053533-0.00027932i,-0.0002838+0.0010579i,0.00043004+0.0009188i,0.0015286+6.5391e-05i,0.001644-0.00031295i
-0.00064564-0.0011024i,-0.0007638-0.0017284i,-0.0013692-0.0025657i,-0.0006538-0.0015808i,-0.0012383+0.00083643i,-0.00036898+0.0025247i,0.0010599+0.0019298i,0.00031853-0.00016577i,-0.00063607-0.001183i,-0.0011005-0.00077487i,-0.0011937+0.0002049i,-0.00065467+0.00029559i,5.3699e-05-0.00026189i,2.4662e-05-0.0014004i,-0.00091647-0.0023039i,-0.0010007-0.0014953i,-3.197e-05-0.00069251i,-0.00096245-3.3469e-05i,-0.0020213+0.00044307i,-0.00073404+0.00041406i,0.00053523-2.1051e-05i,0.00043136-1.4554e-05i,8.7965e-05+0.00038772i
-0.00027887+0.0033739i,-0.00056076+0.0031964i,1.9768e-06+0.0037406i,0.00070314+0.0029541i,0.00074908+0.0018055i,0.00049588+0.0018447i,0.00043719+0.0016263i,0.00078241+0.00092355i,0.0005115+0.00079723i,-0.00019339+0.00061498i,-0.00028124-0.00044697i,-0.00033874-0.0014128i,-0.00045468-0.0017209i,-0.00065433-0.0019766i,-0.0012491-0.0018356i,-0.0014667+0.00021878i,-0.0020002+0.0015531i,-0.0022891+0.0017873i,-0.0018916+0.0014687i,-0.0013703+0.0012226i,-0.00082162+0.0012947i,-0.0001275+0.00053863i,-2.0123e-05-0.00042716i
0.00054814-0.0015232i,0.00020418-0.0014366i,-0.00055479-0.0014109i,-0.0015504-0.00052531i,-0.0023591-3.6752e-05i,-0.0019311+0.00048273i,-0.00057711+0.00096444i,0.00044103+0.0007124i,-0.0002212+0.00059246i,-0.00082491+0.00016066i,-0.00056257+8.2498e-05i,-0.00051849+0.00030677i,0.00014473-6.6241e-05i,0.0010206-0.00034043i,0.0011893+6.1475e-06i,0.00078954+0.000771i,-0.00029118+0.00032251i,-0.00049086-0.00058679i,0.0003639-0.001141i,0.00058273-0.0011348i,0.00015922-0.00025793i,-0.00049128-0.00020852i,-0.0014513-0.00032575i
-0.0011034+0.00302i,-0.0014115+0.0024043i,-0.00047004+0.0029397i,0.0011342+0.0023265i,0.0011949+0.0010405i,0.00039018+0.00032136i,0.00098539+0.00030533i,0.0010629-0.00010977i,-0.00022031-0.00091844i,-0.0013837-0.00038529i,-0.001445-5.3588e-05i,-0.00093605-0.0006208i,-0.00080587-0.00087604i,-0.00068819+7.8101e-05i,-0.00011435+0.00098934i,0.00042+0.00034959i,0.00028796-0.00046273i,6.3368e-05-1.3566e-06i,5.2004e-06+0.00053768i,0.00091145+0.00021124i,0.0011622+7.3743e-05i,0.00053663-0.00024481i,0.00049416-0.00010267i
-0.0030579-0.00038901i,-0.0034213-9.3326e-05i,-0.0036225+0.001206i,-0.0023471+0.0016308i,-0.00085853+0.0019598i,6.9431e-05+0.002198i,0.00094127+0.00069521i,0.00089308-0.00041495i,-0.000383-0.00077489i,-0.00056403-0.00079206i,0.00014192-0.00034926i,-0.00016389-0.00049972i,0.00017962-0.0014295i,0.00061566-0.0018558i,-0.00041321-0.0020769i,-0.0018629-0.001654i,-0.0021122-0.001016i,-0.0011602-0.0011582i,-0.00053256+7.9082e-05i,-0.0005358+0.001076i,0.00013664+0.00051347i,0.00045097+0.00010832i,0.00035044-8.139e-05i
-0.0017572+0.0018332i,-0.00057322+0.0018417i,0.0014895+0.0027838i,0.0020028+0.0031205i,0.0014119+0.002028i,0.00086415+0.0012262i,0.00073577-0.0001023i,0.00053073-0.00040237i,0.00033052+7.5935e-05i,0.00047059+0.00026357i,0.00028141+0.00031466i,-0.00032578-0.00051463i,-2.5709e-05-0.0017306i,0.00015057-0.0020199i,7.7891e-05-0.0015891i,-0.00035206-0.00020816i,-0.0010574+0.00077435i,-0.0016388+0.00099933i,-0.0012735+0.0015562i,-0.00075577+0.0010412i,-0.00078302-0.00037026i,-0.00077031-0.00046469i,-0.00034015-0.00037705i
-0.001765-0.0029416i,-0.0016008-0.0015578i,-0.0026672-0.0012015i,-0.0036162-0.0002818i,-0.00362+0.00080988i,-0.0021449+0.0020993i,-0.00053506+0.0020738i,-0.00026308+0.00097196i,-0.00071172+0.00035769i,-0.0006723+0.00070021i,0.00020468+0.00099545i,0.00094037+0.00029321i,0.00071399-0.0009559i,0.00089291-0.0011432i,0.0011698+3.0036e-05i,0.00082268+0.0015265i,-0.00060431+0.0010665i,-0.0011665+6.644e-05i,-0.0012825-0.00023384i,-0.00096146-0.00028866i,-0.00050903+2.6478e-05i,-0.00080233-2.2211e-05i,-0.00071679+0.00023635i
-0.0012905-0.0014482i,-2.273e-05-0.00071879i,-0.00013951-0.0010291i,0.00027664-0.0013752i,0.00058479+0.00019749i,0.00068962+0.0020529i,0.0016421+0.002708i,0.0018574+0.0010069i,0.001017-0.00075089i,0.00022294-0.00037607i,-0.00012288+0.00058244i,0.00088802+6.5663e-05i,0.0015125-0.00071899i,0.00044809-0.00050979i,-0.00036379-6.5857e-05i,-0.00014299+0.00019455i,0.00039201-0.00067315i,0.0012144-0.0012036i,0.0015877-0.00034023i,0.0018297+0.00028612i,0.0014037-0.00020749i,0.00079962-0.00015645i,0.0011264-0.00011662i
-0.00045996-0.00059782i,-0.0001589+0.00078518i,-0.00079869+0.001945i,-0.0015083+0.0025869i,-0.0013183+0.0022283i,8.7428e-05+0.0019998i,0.0008501+0.00063672i,0.00095465-0.00093859i,4.8327e-05-0.0011613i,-0.001428-0.0007267i,-0.0013015-0.00012678i,-0.00031887-0.00033009i,1.5402e-06-0.0014289i,-0.00035338-0.0021457i,0.00024676-0.0014793i,0.000772-0.0011467i,0.00059018-0.00057548i,0.00036405+0.00069895i,-3.6483e-05+0.0017792i,0.0006843+0.0023254i,0.0014431+0.0019204i,0.0012225+0.00097442i,0.00064433+0.00010643i
-0.00043575-0.0015508i,-0.00045569-0.0019168i,-0.00139-0.0020465i,-0.0029714-0.00042917i,-0.0025328+0.00072442i,-0.00092832+0.0014001i,2.9294e-05+0.0012555i,0.00010214-0.00018967i,-0.00031485-0.00084732i,-0.00060771+3.4864e-05i,-0.00084422-8.9313e-05i,-0.00093241-0.00064822i,-0.0011704-0.00098449i,-0.0014621-0.0011578i,-0.001083-6.7503e-05i,-0.0008839+0.0012308i,-0.0012427+0.002144i,-0.001552+0.0025087i,-0.00081534+0.0017783i,0.00018364+0.0012862i,0.00070889+0.00081137i,0.00090261+2.9763e-05i,0.00077555-0.00077522i
2.1415e-05-0.0012645i,-0.00049628-0.00073463i,0.00019124-0.0010824i,0.00068901-0.0003096i,-4.6993e-05+0.0012122i,0.00011126+0.0026908i,0.00083035+0.0025729i,0.00035188+0.0012606i,-0.0015804+0.00034789i,-0.002439+0.00071047i,-0.001013+0.0011891i,0.00019443+0.00022479i,3.3971e-05-0.0014446i,-0.00023031-0.0015211i,-0.00022497-0.00088549i,-0.00067182-0.00064666i,-0.0016536-0.0001239i,-0.0022773-0.00027905i,-0.002234-0.00046486i,-0.00094951-0.00022397i,-0.00011391+8.7638e-05i,4.5613e-05-0.00012236i,0.00055182-0.00018524i
0.0027877-0.0012915i,0.0014382-0.00098547i,-0.00010523-0.0018395i,-0.0029442-0.0022161i,-0.0035646-0.0013586i,-0.0020322+0.00032898i,-0.0010652+0.001042i,-0.00058833+0.00027377i,-0.00068786-0.00050693i,-0.00098407-0.00083255i,-0.00059023-0.00040812i,-0.00051953-8.2812e-05i,-0.00046587+0.00029062i,0.00015245+0.00088779i,0.00035619+0.0016341i,0.00027086+0.0012463i,0.00050689-0.0012452i,9.361e-06-0.0023467i,-0.00075313-0.0015271i,-0.00077076-0.00051314i,-0.00038789-8.3603e-05i,-0.00025356+0.00040653i,-0.00052644+0.0006938i
0.00040218+0.00033391i,0.00091841+0.0007265i,0.0020359+0.00096967i,0.0017306+0.00061243i,0.0009169+0.00084008i,0.00072689+0.0017995i,0.00093636+0.00205i,0.00094248+0.0004707i,0.0012188-0.0004945i,0.0011608-0.00061626i,0.00032613-0.00073785i,9.8125e-05-0.00068099i,0.00075354-0.0010803i,0.00061478-0.0017872i,4.556e-06-0.0019983i,0.00036464-0.0020189i,0.0015837-0.0019072i,0.0021035-0.0012622i,0.0017417+7.5093e-05i,0.0014344+0.00067679i,0.00066027+0.00047205i,0.00044736+3.4584e-05i,0.00050093-0.00046143i
-0.0021532+0.00055027i,-0.0025978+0.0012184i,-0.0037617+0.0016407i,-0.0044385+0.0020865i,-0.0031317+0.0021397i,-0.0017578+0.0019761i,-0.00090196+0.001107i,0.00034244+0.00069138i,0.00026052+0.00099264i,0.0003117+0.00081402i,0.00023737+0.000393i,-0.00015695-0.00022346i,0.00028836-0.0014821i,0.0012201-0.0026872i,0.0020645-0.0021037i,0.0015894+0.00010425i,-0.00013495+0.0020751i,-0.001467+0.0024698i,-0.0023023+0.0020642i,-0.0018127+0.0013911i,-0.00079226+0.00128i,-0.00088359+0.0009018i,-0.00038222+0.0003926i
-0.00029983+0.0015206i,-0.00016655+0.00039451i,0.0013478+8.9466e-05i,0.0035394+0.00017131i,0.0030716+0.00073536i,0.00062421+0.00047119i,-7.6848e-05+0.00068145i,1.3494e-05+0.00077753i,-0.00033225+0.00057702i,-0.00073956+0.00065717i,-0.00032075+0.00083204i,0.0007336+0.0011724i,0.00024107+0.00060998i,-0.001429+0.00052196i,-0.0022779+0.0011276i,-0.0029672+0.0014209i,-0.0029055+0.00087248i,-0.0023443+0.00044804i,-0.0023985+0.00093568i,-0.0018544+0.0010254i,-0.00039494+0.00061932i,0.00039799-8.4782e-05i,0.001053-0.00066928i
0.0006719+0.0027994i,0.000955+0.0027355i,0.0011979+0.0032986i,0.00067389+0.0030998i,0.00047559+0.0025743i,-6.3344e-05+0.0027453i,0.000221+0.002168i,0.00011754+0.00011047i,-0.0011957-0.0014757i,-0.0020675-0.0017051i,-0.0013921-0.0014596i,-0.00037424-0.00098056i,-0.00083312-0.00023936i,-0.0012759-0.00017145i,-0.00083372-0.0013621i,0.00044043-0.0020227i,0.0012022-0.0017052i,0.00012856-0.0011279i,-0.00092037-0.00053557i,-0.00088101+0.00017593i,2.3601e-05-0.00011423i,0.0010612-0.00025353i,0.00070935-0.00015983i
-5.3937e-05-0.0005028i,3.8555e-05-0.00015143i,-0.0010691-3.4041e-05i,-0.0013147+0.00041461i,-0.0022461+0.001147i,-0.002067+0.0025621i,-0.0001186+0.0022396i,0.00058942+0.00043727i,0.00091405-0.00023534i,0.00084274-0.00029359i,0.00061102-0.00048038i,0.00085083-0.00076794i,0.0010056-0.0011775i,0.0011591-0.00081881i,0.0014175-0.00021368i,0.0015488-0.00036166i,0.0010037+0.00035477i,0.00067449+0.00089387i,0.00053514+8.7626e-05i,-3.2891e-05-0.00022479i,-0.00071432-0.00043274i,-0.00025982-0.00094086i,-0.00043819-0.00074606i
-0.0011419-0.0020782i,-0.00091198-0.001664i,-0.00095719-0.0012161i,-0.0010221+9.6315e-05i,-0.00153+0.0020155i,-0.001542+0.0029537i,-7.3321e-05+0.003058i,0.00071347+0.0023392i,0.00092552+0.0016741i,0.0012602+0.0017566i,0.00097609+0.00099664i,0.00058176-0.00054964i,0.00084567-0.0026783i,0.00082951-0.0035862i,0.00075086-0.0023512i,0.00063529-0.0007614i,-0.00013578+0.00035245i,-0.0009083+0.001252i,-0.00070462+0.00077712i,0.00028643+0.00012612i,0.001011+0.00058509i,0.0006837+0.00092371i,0.00013174+0.00028152i
0.0010502+0.0030958i,0.0012462+0.0031046i,0.0021707+0.0035092i,0.0014398+0.0027938i,0.00059917+0.0015354i,0.0014936+0.0012173i,0.001209+0.00071404i,5.6272e-05-0.00086182i,-0.00044988-0.0013974i,-0.00065009-0.00055778i,-8.3803e-05-0.00021738i,-0.00021362+0.00022133i,-0.0011736+6.7406e-05i,-0.00094174-0.00030688i,-0.0020751-0.00016504i,-0.0036825+3.0901e-05i,-0.0036097+0.0002417i,-0.0036227+0.00019004i,-0.0028435+0.00044735i,-0.0007349+0.0012274i,0.00056036+0.0005489i,0.00060349-0.000355i,0.00048332-0.00028159i
0.0020538-0.0016219i,0.0016571-0.0021906i,0.0017766-0.0026444i,0.00097907-0.0028622i,-0.00036643-0.0016925i,-0.00061003+0.00022191i,-0.00039026+0.00050814i,-0.0015065-0.00079692i,-0.0022863-0.0021641i,-0.0026169-0.0023862i,-0.0024236-0.00039545i,-0.0015447+0.0010842i,-0.00057249+0.00076624i,4.3263e-05-0.000296i,9.1232e-06-0.0012849i,0.00048215-0.0023455i,0.00017815-0.0028734i,-0.00053767-0.0023023i,-0.0009852-0.00069059i,-0.00078984+0.00056503i,0.00058834+0.000208i,0.00093973-0.00019708i,0.00064266-2.2342e-05i
