0.000374+0.00034737i,0.00053064+0.00028064i,0.00032336-0.00026226i,-0.00035839-0.0008752i,-0.0011478-0.00064232i,-0.0016052+0.00031269i,-0.00070029+0.0013325i,0.0012198+0.0024655i,0.0022542+0.0023013i,0.0016518+0.0014505i,9.8029e-05+0.00097788i,-0.00014328+0.00059776i,-0.00019662+0.00061173i,-0.0010839+3.8789e-05i,-0.00096602-0.00058426i,-0.00028389-0.00021092i,0.00062632+0.00026582i,0.00061735+0.00052361i,6.2857e-05-7.876e-05i,-0.00039064-0.0013748i,-0.00057138-0.0016627i,-0.00020515-0.00089203i,0.00038184-0.00057849i
-0.055121-0.002437i,-0.11134-0.015743i,-0.13179-0.026468i,-0.096109-0.014441i,-0.052245-0.0070011i,-0.023995-0.014129i,-0.0044724-0.0091497i,0.0080107+8.8818e-05i,0.0095647+0.0002963i,0.0044227-0.0016334i,0.00063883-0.00065383i,-0.0026079-0.00035003i,-0.0078196+0.00057482i,-0.013781+0.0036016i,-0.015441+0.0049605i,-0.011983+0.0033727i,-0.0058296+0.00011571i,0.00069024-0.0021557i,0.0031199-0.0015764i,-0.0015998+0.0033661i,-0.011318+0.0097359i,-0.017358+0.0077937i,-0.014824+0.00077542i
0.051572-0.013724i,0.10258-0.013888i,0.12106-0.0091922i,0.086869-0.011618i,0.044692-0.005144i,0.018307+0.009279i,0.0038755+0.0075044i,-0.0015741-0.00021998i,-0.0033327-0.0018946i,-0.0045565-0.00099633i,-0.0037619+0.00019975i,4.4169e-05+3.5112e-05i,0.0044093-0.0011401i,0.0084337-0.0015992i,0.011028-0.0017882i,0.0089123-0.0020228i,0.0029479-0.0003969i,-0.0018013+0.0019308i,-0.0016047+0.0028354i,0.004364+9.916e-05i,0.013712-0.0039336i,0.018377-0.0015966i,0.01444+0.002833i
-0.043076+0.019721i,-0.092064+0.030118i,-0.11366+0.033039i,-0.084751+0.030612i,-0.045279+0.014439i,-0.017935-0.0051151i,-0.00068445-0.0052906i,0.0066423+0.00060542i,0.0056534-0.00086667i,0.00098491-0.003419i,-0.0013674-0.0032999i,-0.0021224-0.0036797i,-0.0055305-0.0049901i,-0.011643-0.004323i,-0.013928-0.0020011i,-0.0091168-0.0015489i,-0.0020779-0.0027126i,0.0030525-0.0031779i,0.0033015-0.0029328i,-0.0037642-0.00076355i,-0.014015+0.00035101i,-0.017561-0.0035979i,-0.012776-0.0061008i
0.034247-0.027973i,0.076886-0.049091i,0.097186-0.05808i,0.073452-0.04952i,0.04093-0.024437i,0.018491-0.00037335i,0.003619+0.0037285i,-0.0010343+0.0010035i,0.0010503+0.0012538i,0.0028349+0.0024278i,0.0038993+0.0035368i,0.0064401+0.003278i,0.0092628+0.0012657i,0.011228-0.00075149i,0.010642-0.00055388i,0.0060909+0.00034285i,-0.00049729+0.00066545i,-0.0060931+0.00089054i,-0.0058433+0.00078013i,0.0027701+0.0010882i,0.012489+0.0033941i,0.013271+0.007775i,0.0076828+0.0094403i
-0.024244+0.031255i,-0.060003+0.060288i,-0.082906+0.073925i,-0.06789+0.062851i,-0.038337+0.032101i,-0.013975+0.0035391i,0.0027317-0.0037115i,0.010277-0.0025685i,0.010745-0.0038302i,0.006688-0.0042952i,0.0032469-0.0030949i,0.0011736-0.0029804i,-0.0017667-0.0044481i,-0.0062195-0.0049606i,-0.0089383-0.0038067i,-0.0064661-0.0022342i,-0.00089818-0.00019258i,0.0028722+0.0010997i,0.0020948+9.4354e-05i,-0.0035561-0.0038578i,-0.010233-0.0098706i,-0.010754-0.014225i,-0.0059122-0.014187i
0.014808-0.035807i,0.041562-0.070076i,0.061165-0.086841i,0.050517-0.071152i,0.027793-0.034383i,0.010292-0.0042427i,5.3786e-05+0.0019897i,-0.0014744-0.00062932i,-0.00085344-0.00058429i,-0.0013573+0.0019358i,4.8496e-05+0.0047564i,0.00256+0.005618i,0.0052637+0.0053938i,0.0077532+0.0040622i,0.0075584+0.0027153i,0.0041186+0.0012004i,-0.00047783+0.00038286i,-0.0034074-0.0005049i,-0.0022129-0.00060382i,0.0032214+0.0042026i,0.0079177+0.010469i,0.0059427+0.013198i,0.0011037+0.011019i
-0.0060003+0.034919i,-0.025038+0.071014i,-0.043785+0.092165i,-0.042107+0.076296i,-0.027804+0.036565i,-0.011676+0.007012i,0.0022418-0.0003675i,0.0076735-0.0012586i,0.0048423-0.0033076i,-0.0012211-0.0031636i,-0.0042697-0.0017211i,-0.0024567-0.0019281i,-0.0021356-0.003587i,-0.0050079-0.004519i,-0.0068456-0.004213i,-0.0051096-0.0040919i,-0.00084239-0.0031482i,0.0024692-0.0011932i,0.0026921-0.0019761i,-0.00038134-0.0073754i,-0.0024504-0.013329i,-0.00052088-0.015266i,0.0022583-0.011915i
-0.0015493-0.032051i,0.0079189-0.070824i,0.02212-0.094874i,0.02531-0.080355i,0.017464-0.040099i,0.0062386-0.0089338i,-0.0010948+0.00026286i,-0.00057712+0.0014238i,0.00076979+0.0025248i,-0.0012064+0.0024184i,-0.0017998+0.0021564i,-0.00093312+0.0028879i,0.00017921+0.0039911i,0.0015849+0.004746i,0.002107+0.0045938i,0.00081396+0.0028533i,-0.0014822-0.00021023i,-0.0023183-0.0021153i,-0.0017655-7.5874e-05i,0.0004188+0.0067213i,0.002176+0.01361i,-2.4695e-05+0.013935i,-0.00293+0.0099102i
0.0060701+0.026521i,0.0031528+0.064005i,-0.0094899+0.091257i,-0.016749+0.07837i,-0.012885+0.037612i,-0.002718+0.0073012i,0.0059017-0.00074738i,0.0083706-0.0034802i,0.0066605-0.0072933i,0.0029877-0.0076196i,0.00089043-0.0045374i,0.0017856-0.0032011i,0.0020008-0.0045612i,-0.00096092-0.005148i,-0.0031813-0.0043621i,-0.0020445-0.0029202i,-0.0001109-0.0012802i,0.00064663+6.5808e-05i,0.0013129-0.00099431i,0.001353-0.0054742i,0.0017938-0.009851i,0.0035461-0.010337i,0.0048434-0.007696i
-0.012492-0.025147i,-0.017416-0.061199i,-0.0095298-0.088447i,0.002596-0.077111i,0.0068787-0.038414i,0.0025424-0.0085431i,-0.0017936-0.0006945i,0.00019786-0.0008109i,0.0038644-0.0025591i,0.0040214-0.0057683i,0.0028191-0.005768i,0.0017098-0.0031173i,-0.00050335-0.00047442i,-0.0011495+0.0010157i,0.00087945+0.0024062i,0.001318+0.0032413i,-0.00015211+0.0028105i,-0.00080372+0.0021889i,-0.0015387+0.003323i,-0.0027946+0.0075362i,-0.0049222+0.012296i,-0.0073565+0.011899i,-0.0074993+0.0070321i
0.017109+0.019333i,0.025228+0.051599i,0.019247+0.077575i,0.0041927+0.069178i,-0.0049879+0.034604i,-0.0017829+0.0076869i,0.0052363-0.0001407i,0.0074871-0.0018843i,0.0068772-0.0052643i,0.0056275-0.0053608i,0.004714-0.0011845i,0.0057085+0.0018918i,0.0055348+0.00103i,0.0023639-0.0025007i,-0.00020299-0.0046723i,-0.00029134-0.0044214i,0.00065074-0.0032063i,0.00039305-0.0018938i,0.0011194-0.0024255i,0.0036531-0.0064135i,0.0056737-0.01066i,0.0063544-0.0099067i,0.0054511-0.0055432i
-0.016773-0.01537i,-0.032853-0.042446i,-0.031637-0.068586i,-0.015714-0.064035i,-0.0040988-0.033122i,-0.0025212-0.0084438i,-0.0023787+0.00012574i,0.0020344+0.0027064i,0.0061874+0.0028361i,0.0063708+0.0011593i,0.0034845-0.0001287i,0.0013621-0.00026351i,-0.00015028+0.00060808i,-0.00044726+0.0015301i,-0.00076548+0.0019247i,-0.0016599+0.0022929i,-0.001468+0.0019036i,-0.00082133+0.00092199i,-0.0022028+0.0016737i,-0.0054605+0.0048758i,-0.0085974+0.0073087i,-0.0093336+0.0072721i,-0.0082557+0.0053328i
0.017925+0.010472i,0.033875+0.03366i,0.034362+0.058785i,0.018495+0.056925i,0.005434+0.02886i,0.0046328+0.0057738i,0.0082576-0.002283i,0.0094789-0.0031701i,0.0096672-0.00080322i,0.0094034+0.0029732i,0.0081204+0.0066095i,0.0067059+0.0077828i,0.0046243+0.0060458i,0.0018184+0.0028213i,-0.00023199-0.00053929i,-0.00068917-0.0030334i,-0.0002282-0.003112i,-0.00061497-0.0022782i,0.00089247-0.0028383i,0.0051193-0.0056535i,0.0084325-0.0078812i,0.0094676-0.0070802i,0.0083021-0.0039505i
-0.020866-0.0058558i,-0.040064-0.024461i,-0.044121-0.04649i,-0.026797-0.04778i,-0.0088453-0.025591i,-0.002912-0.0063817i,-0.0013734-0.00037087i,0.0020107+0.0010844i,0.0041318+0.0019363i,0.0029033+0.0022263i,0.00024118+0.0010473i,-0.0023634-0.0010195i,-0.003944-0.00027508i,-0.002304+0.0011313i,0.00023669+0.002045i,-7.4707e-05+0.0033753i,-0.0011636+0.0043579i,-0.0011436+0.0040933i,-0.0021385+0.0038425i,-0.005631+0.0046307i,-0.0093283+0.00531i,-0.010364+0.0039228i,-0.0089194+0.00127i
0.016488+0.00015219i,0.034585+0.0131i,0.0399+0.034999i,0.02454+0.041137i,0.0094023+0.024266i,0.0064083+0.0070904i,0.0081486+0.00078052i,0.007062+0.00030077i,0.0034654+0.0011334i,0.00052034+0.0040469i,6.7544e-05+0.0074368i,0.00053433+0.0074051i,-0.00028764+0.0045872i,-0.0011085+0.0021218i,-0.0010104-0.00091702i,-0.00022032-0.00307i,-0.0003304-0.0031105i,-0.00018227-0.0028066i,0.0028269-0.0022963i,0.0072629-0.0027705i,0.011519-0.0029674i,0.012322-0.0013325i,0.009467+0.00023088i
-0.016147+0.00049268i,-0.035206-0.0096173i,-0.043245-0.028223i,-0.028358-0.033021i,-0.010202-0.017761i,-0.0034445-0.0023102i,-0.0019118+0.0033234i,0.0014088+0.0030357i,0.0012338+0.0011404i,-0.0036671+0.00076126i,-0.0063077-0.00057203i,-0.005765-0.0043443i,-0.0049584-0.0057133i,-0.0029213-0.0039057i,-0.00085642-0.0011559i,-0.00093977+0.00063477i,-0.0012611+0.0021561i,-0.00071028+0.0032081i,-0.0024954+0.002623i,-0.0075586+0.0020142i,-0.011245+0.00095366i,-0.012375-0.00034806i,-0.010695-0.0019445i
0.013953-0.0041202i,0.030994+0.0011956i,0.039265+0.016612i,0.025976+0.025587i,0.0088085+0.016618i,0.0042819+0.0056205i,0.0056266+0.0021235i,0.0053336+0.00061793i,0.0036916-0.00060831i,0.0014729-3.6056e-06i,0.0011033+0.0029843i,0.0018161+0.0047752i,0.00080868+0.0032929i,-0.0023176+0.0014256i,-0.0038762-0.00051427i,-0.0025767-0.003256i,-0.0013612-0.0048471i,-0.00040402-0.0034143i,0.0016087-0.00064294i,0.0053891+0.00035528i,0.0097773+0.00074643i,0.01153+0.0018088i,0.0095201+0.0033425i
-0.01251+0.0082011i,-0.028642+0.005973i,-0.038742-0.0072796i,-0.028189-0.017196i,-0.010903-0.01095i,-0.0052176-0.0031037i,-0.0043357-0.00029011i,-0.00028058-5.4514e-05i,0.0026951-0.0010162i,0.0016456-0.0017439i,8.2038e-05-0.0039429i,0.0003758-0.006485i,0.0011325-0.0072083i,0.0014477-0.0045856i,0.0016216-0.00059805i,0.00015195+0.0019822i,-0.0019048+0.0031182i,-0.0026213+0.0016445i,-0.0044695-0.0010388i,-0.0080806-0.0018837i,-0.010745-0.0034193i,-0.010297-0.0061039i,-0.0076033-0.0080403i
0.0056231-0.0079364i,0.020138-0.0084413i,0.030088+0.0016553i,0.022055+0.011826i,0.0074536+0.0092639i,0.0028967+0.0026687i,0.0032719+0.0006387i,0.0032613+0.00023961i,0.0023238-0.0009217i,0.0015704-0.001184i,0.0029475+0.001509i,0.0040423+0.004135i,0.0034002+0.0038145i,0.001003+0.0023475i,-0.0014882+0.00052599i,-0.0015922-0.0021333i,-0.00036575-0.003214i,-0.00012754-0.0021156i,0.0018011-0.00064334i,0.0069421+0.00064027i,0.010753+0.0031158i,0.010009+0.0054905i,0.0068825+0.006098i
-0.0073273+0.0074497i,-0.019735+0.0096664i,-0.029737+0.0025669i,-0.022999-0.0072105i,-0.0099962-0.006741i,-0.0041015-0.0024496i,-0.0019346-0.0010894i,0.0016629-0.00030387i,0.0021849+0.00011835i,-0.00069478-3.9204e-05i,-0.0018834-0.00043651i,-0.00013023-0.0018537i,0.002191-0.0032843i,0.0029033-0.0033055i,0.0023763-0.0012655i,0.0018713+0.0010861i,0.0013344+0.0017989i,0.00060015+0.00022638i,-0.0013064-0.0024381i,-0.004287-0.0037184i,-0.0053316-0.0060416i,-0.0044113-0.0090755i,-0.0031933-0.0090687i
0.001334-0.010028i,0.01065-0.013955i,0.018346-0.0076649i,0.014134+0.0029691i,0.0053885+0.0043684i,0.0025137+0.00085497i,0.0026141-8.7332e-05i,0.002301-0.00065665i,0.0011168-0.0015964i,-0.00091805-0.00041736i,-0.00044857+0.0029809i,0.001715+0.0051268i,0.00094193+0.0043005i,-0.0023098+0.0015642i,-0.004331-0.00060839i,-0.0037617-0.0018822i,-0.0022026-0.0026502i,-0.00087768-0.0016366i,0.0016871+0.00091764i,0.0055419+0.0037531i,0.0070193+0.0061867i,0.0048003+0.0080437i,0.0019513+0.0083775i
0.00038698+0.0078144i,-0.0075131+0.010976i,-0.017381+0.0074763i,-0.016683-0.001313i,-0.0081258-0.0046586i,-0.0030212-0.0026272i,-0.00025355-0.0018604i,0.0027522-0.0018707i,0.0032106-0.0027894i,0.00052167-0.0041499i,-0.0017592-0.0039169i,-0.00093963-0.0026835i,0.001422-0.0016556i,0.0022483-0.0011708i,0.0023255-0.00032477i,0.0016071+0.00054071i,0.00082044+0.00064668i,0.0010525-0.00020731i,-0.0010962-0.0019744i,-0.0039083-0.003445i,-0.0037217-0.0050148i,-0.0018461-0.0067643i,0.00036428-0.0066927i
-0.0010373-0.0068835i,0.0041998-0.011217i,0.011922-0.0098852i,0.01123-0.0017407i,0.0040011+0.0016061i,0.0021164+0.00035975i,0.0039766-0.0005548i,0.0049171-0.0020276i,0.0045412-0.0051592i,0.0033451-0.0072616i,0.0023319-0.0049853i,0.0013001-0.00034635i,-0.00061427+0.001702i,-0.0031086+0.0012293i,-0.0050978+0.00026455i,-0.0047469-0.0002311i,-0.0032019-4.6574e-05i,-0.0018917+0.00041712i,-0.00027953+0.0019285i,0.0018667+0.0051064i,0.001763+0.0076081i,-0.00082858+0.0076543i,-0.0035555+0.0057653i
0.0019778+0.0056496i,-0.0017102+0.010076i,-0.0091569+0.0089969i,-0.010498+0.0018029i,-0.0046381-0.0021039i,-0.00097031-0.0022498i,0.0011998-0.0022062i,0.0045481-0.0016817i,0.0069574-0.0033977i,0.0064964-0.0058011i,0.0032796-0.0058564i,9.118e-05-0.005368i,0.00039364-0.0041741i,0.0029277-0.0032891i,0.0042186-0.0030215i,0.0035442-0.00094984i,0.0025533+0.0010744i,0.001618+0.00086963i,-0.00026166-0.00067325i,-0.0019998-0.0031681i,-0.0012239-0.0053328i,0.0017337-0.0051071i,0.0036192-0.0028982i
-0.0026196-0.0031658i,-0.0023268-0.0091999i,0.0042791-0.011781i,0.0075196-0.0063334i,0.0043383-0.0018588i,0.0032987-0.00067393i,0.0047201+0.00048906i,0.0052124+0.00079201i,0.0070144-9.115e-05i,0.0084799-0.00082623i,0.00723-0.00015089i,0.004288+0.00081036i,0.00064639+0.00077706i,-0.0025344+0.00037374i,-0.0038136+7.7365e-05i,-0.0033485-0.00012331i,-0.0027814-0.00052434i,-0.0023357-0.00087983i,-0.00095378+0.00023351i,-0.00053172+0.0023703i,-0.0021296+0.0037308i,-0.0038259+0.0025329i,-0.0047852+0.00067432i
0.0033612+0.0018595i,0.00086023+0.0066342i,-0.0050389+0.0096825i,-0.0070231+0.0063487i,-0.003979+0.0022741i,-0.00065182+0.00073968i,0.0021505+5.1549e-05i,0.0051659+0.00018538i,0.0074112+0.0018045i,0.0067939+0.0038418i,0.0047954+0.0039152i,0.0031174+0.0013922i,0.0022869-0.0012656i,0.0026391-0.0025058i,0.0037991-0.002709i,0.0031073-0.0022962i,0.0016502-0.0011503i,0.00066778-0.00062672i,-0.00026067-0.0018896i,-0.00019277-0.0037637i,0.0012188-0.0037821i,0.002664-0.0018841i,0.0026583+0.00010346i
-0.0040193-0.0026329i,-0.0037381-0.006747i,-0.00081308-0.0098579i,0.0016966-0.006558i,0.0014732-0.0012988i,0.0019068+0.00099799i,0.002604+0.00062468i,0.0040919+9.785e-05i,0.0045991+0.001765i,0.0031878+0.0041891i,0.0025761+0.0045576i,0.0025608+0.0026811i,0.00057295+0.0014249i,-0.0026254+0.0014477i,-0.0037064+0.0026767i,-0.0029014+0.002869i,-0.0026909+0.0010343i,-0.0024549-0.00048452i,-0.001494-0.00087938i,-0.0011361-8.6213e-05i,-0.001503+4.1687e-05i,-0.0029522-0.0020217i,-0.002936-0.0031914i
0.0017281+0.00081487i,0.0024878+0.0038433i,-0.00013454+0.0081296i,-0.0024858+0.006588i,-0.0015396+0.0018958i,0.0001498+0.00075731i,0.0020779+0.00079725i,0.0025408+0.0013126i,0.00092793+0.0015076i,-0.0012274+0.002702i,-0.0027277+0.0032939i,-0.00099041+0.0011667i,0.0019451-0.0019675i,0.0030972-0.0025837i,0.0024928-0.0021569i,0.002129-0.0013445i,0.001953+0.00024476i,0.00061135+0.00055402i,-0.00060916-0.0005957i,-0.00010884-0.0017998i,0.0015567-0.0012914i,0.0018039+0.00086006i,0.0007157+0.0024716i
-0.0027643-0.0024688i,-0.0046662-0.0064536i,-0.0041322-0.01006i,-0.00097186-0.007724i,-0.00022339-0.0025424i,-0.00031315+0.00030748i,0.00066318+0.0010002i,0.0018619+0.0014464i,0.00028924+0.00091851i,-0.0031903-0.00022217i,-0.002776+0.00032489i,-0.00034245+0.0014184i,-0.00072724+0.0020467i,-0.0026299+0.0022331i,-0.0028512+0.0024966i,-0.0021856+0.0018675i,-0.00090644+0.00058962i,0.00035893+9.4184e-05i,0.0014939-4.0443e-05i,0.0012651-1.868e-05i,-0.00048547-0.00054425i,-0.00042635-0.0030744i,0.00044395-0.0048302i
0.0037858-0.00020027i,0.0046462+0.0033664i,0.0033229+0.0072715i,-0.00066077+0.0065364i,-0.0027285+0.0031281i,-0.00096963+0.0016402i,0.0017613+0.0011868i,0.0040251-0.00038717i,0.0031577-0.0020665i,-0.00088885-0.0024845i,-0.0019103-0.00080475i,-3.2588e-06+0.00071607i,0.0011754-0.00016988i,0.0015989-0.0019106i,0.0013362-0.0035983i,0.00053133-0.0033381i,-0.00035502-0.0019433i,-0.00088173-0.0011593i,-0.0013463-0.00086859i,-0.00044932-0.00085138i,0.0012521+0.0003478i,0.00063887+0.0018711i,-0.0012388+0.002137i
-0.00040357+0.00026597i,-0.0044854-0.001845i,-0.0048173-0.0067062i,-0.0019644-0.0078523i,0.00012312-0.0045612i,-4.7257e-05-0.0016167i,0.0009525+0.00024225i,0.0036276+0.00015041i,0.0046337-0.0021276i,0.0029594-0.0030285i,0.0013399-0.0015561i,0.00096371+0.00050259i,-0.00063793+0.0026936i,-0.0028168+0.0041336i,-0.0026248+0.0043548i,-0.0014831+0.0035277i,-0.0010091+0.0029418i,0.00031093+0.0025385i,0.0014005+0.0014265i,0.00033948-4.5503e-05i,-2.5965e-05-0.0011817i,0.0013272-0.0024225i,0.0017773-0.0029752i
0.00083991+0.0011739i,0.002426+0.0023992i,0.0015915+0.0047055i,-0.00074822+0.0048983i,-0.0023974+0.0024077i,-0.0027378+0.0005712i,-0.0018763-0.00013968i,0.00092653-0.00030492i,0.0023098-0.00085265i,0.0011904-0.0014077i,0.00078643-0.0011368i,0.0013677-0.0010312i,0.001677-0.0017719i,0.00060702-0.0030054i,-0.0014076-0.0041522i,-0.0016945-0.0037617i,-0.0011915-0.0022948i,-0.0021852-0.0014258i,-0.0029176-0.00083533i,-0.0022888+0.00054396i,-0.001292+0.0016859i,-0.0014291+0.0021292i,-0.0022137+0.0015804i
0.00044359+0.0010609i,-0.0032878-0.0012361i,-0.0041645-0.004656i,-0.0020033-0.0049874i,1.7872e-05-0.0024459i,0.0002775-0.00045219i,0.0015366+0.00079672i,0.0036547+0.00055776i,0.0038096-0.00059657i,0.0014945-0.00089827i,-0.0011557-5.2793e-05i,-0.001274+0.00091203i,-0.0010825+0.0012083i,-0.0019793+0.0020384i,-0.00046053+0.0028972i,0.0013655+0.002582i,0.0013652+0.0023163i,0.001778+0.0022361i,0.0019946+0.0014984i,0.0014692+0.00048083i,0.0012979-0.0010643i,0.0021558-0.0016327i,0.0031556-0.00032711i
0.00060141-0.0021453i,0.0023288-0.0012819i,0.0020723+0.00036558i,-0.00068774+0.001489i,-0.0015418+0.00082248i,0.00087422-4.5447e-05i,0.0026854-0.001569i,0.0031189-0.0017619i,0.0019934-0.00068335i,-4.3442e-05-0.00062059i,-0.0009608-0.0006175i,-1.1234e-05-0.0010089i,0.0010758-0.0024717i,0.00010702-0.0048042i,-0.0021616-0.0059355i,-0.003386-0.0048732i,-0.0032239-0.0041173i,-0.0024579-0.003513i,-0.0014998-0.0020403i,-0.00098005-0.00075691i,-0.0013325+0.00014622i,-0.0024115-0.00012988i,-0.0028843-0.00067765i
-0.0014257-0.0014595i,-0.0031635-0.0025354i,-0.0043143-0.0041024i,-0.0033905-0.0037922i,-0.0013635-0.0018768i,0.00064154+0.0001905i,0.0018529+0.00052228i,0.0032136-0.00055929i,0.002872-0.0015054i,0.00044707-0.0018249i,-0.00030507-0.00091025i,-0.00013405+0.0011638i,-0.0004676+0.0015055i,0.00044846+0.0009845i,0.0029379+0.0016404i,0.0036511+0.0029737i,0.0019992+0.0036027i,0.001398+0.0033117i,0.0018527+0.0022861i,0.0016562+0.0002601i,0.0010052-0.0002903i,0.0010299+0.0010024i,0.00098194+0.0010974i
0.00082886+0.00025609i,0.0022695+0.00038789i,0.002225+0.0032529i,0.0006026+0.0041507i,-0.00065845+0.0018537i,-0.00081231-0.000127i,0.0010843+0.00022472i,0.0040052+0.00021154i,0.0055164-0.0012624i,0.0041381-0.0025497i,0.0023118-0.0029981i,0.0019046-0.0017875i,0.0012356-0.002026i,-0.00014357-0.0038439i,-0.0028492-0.0041648i,-0.0043075-0.0034055i,-0.0029354-0.0033576i,-0.0015268-0.0034341i,-0.0019729-0.0021508i,-0.0023337-0.0003008i,-0.0017483+0.00089368i,-0.0019945-3.7189e-05i,-0.0015923-0.0011672i
0.0034931+0.0027059i,-5.419e-05+0.001922i,-0.0027022-0.00081357i,-0.0025024-0.0028992i,-0.0023272-0.0021338i,-0.0029003+0.00022239i,-0.00057772+0.0021474i,0.0037791+0.0013988i,0.0059565-0.00031174i,0.0051457-0.0013723i,0.0032747-0.0017108i,0.0022005-0.0016193i,0.0021776-0.00076721i,0.0034887+0.0017527i,0.006187+0.004668i,0.0067405+0.0053131i,0.0044971+0.0043198i,0.0025534+0.003776i,0.002971+0.0031092i,0.0026646+0.0012501i,0.0012341-0.00013328i,0.0011898+4.3458e-05i,0.0010214+0.00037907i
-0.0016442+0.002023i,-0.00084958+0.00072883i,0.00045575+0.0014429i,0.0016814+0.0012121i,0.0020978-0.00044556i,0.0025299-0.0015393i,0.0027142-0.00066407i,0.0039845+0.00070533i,0.0056547+0.0013581i,0.0053338+0.0015016i,0.0032058+0.0011998i,0.0016711-2.8629e-05i,0.00059024-0.0009347i,-0.0020824-0.00169i,-0.0060847-0.0027497i,-0.007684-0.0027889i,-0.0053282-0.0027024i,-0.0021841-0.0031109i,-0.0022426-0.0023285i,-0.0024101-0.0011975i,-0.0015169-0.00087061i,-0.00039577-0.0012161i,0.00083683-0.0017411i
-0.0015233-0.00042541i,-0.0042526-6.3328e-05i,-0.0059271-0.00095465i,-0.0042466-0.0027554i,-0.0025323-0.0019071i,-0.0014067-2.8127e-05i,0.00038607+0.00033739i,0.0019338-0.00024671i,0.0025794-0.00068273i,0.0022426+0.00019234i,0.0022692+0.0013899i,0.002245+0.0019219i,0.0017716+0.0017831i,0.003189+0.0025698i,0.0058779+0.0046591i,0.0062539+0.0048477i,0.0039352+0.0034399i,0.0012581+0.0026643i,0.00086446+0.0017493i,0.001573+0.00017665i,0.00071214-0.00057177i,-0.00069983-0.0011393i,-0.0015111-0.0012785i
0.00061467-0.0029056i,0.0014748-0.0030688i,0.001125-0.0029321i,0.00061467-0.0011257i,0.00020894+0.00014415i,0.0011151-0.0001641i,0.0027683-0.00064702i,0.0030652-0.0013352i,0.0019317-0.0014128i,0.00069351+0.00021304i,0.00055663+0.0022822i,0.001754+0.0024922i,0.0013959+0.00096198i,-0.0033491-0.000877i,-0.0091106-0.0022954i,-0.0091898-0.0028149i,-0.0052357-0.003421i,-0.0028459-0.0041999i,-0.0023725-0.0029937i,-0.0019618-0.00078147i,-0.00094784+1.2523e-05i,0.00027038-0.00052649i,0.0004192-0.0011129i
-0.0010668-0.00043023i,-0.00087734+0.00012165i,-0.0015419+0.00069323i,-0.0022784+0.0013268i,-0.0018784+0.0021969i,-0.00012202+0.0022248i,0.0011813+0.0010196i,0.0019959-0.00083021i,0.0015397-0.0010248i,-0.00069889-0.00021821i,-0.0013854+0.0004402i,-5.1822e-06+0.00074445i,0.0014311+0.00023284i,0.0032759+0.00087075i,0.0065246+0.0021261i,0.0076102+0.0026835i,0.0042952+0.0029207i,0.0016885+0.003276i,0.0015969+0.0017266i,0.0015636-9.6258e-05i,0.00093313-0.0004525i,0.00083736-0.00077701i,0.00046478-0.00059578i
-0.00041141-0.00083795i,-0.00057862-0.00084391i,-0.00059122-0.00012532i,-0.00087135+0.00055823i,-0.00049322+0.00020852i,0.00024805-0.00035677i,0.0018599-0.00058315i,0.0037968-0.0012022i,0.0029902-0.0021964i,7.2907e-05-0.0013208i,-0.0013718+0.00067409i,-0.0011739+0.0016768i,-0.0018782+0.0015324i,-0.0049311+0.00015298i,-0.0084458-0.0019192i,-0.0090116-0.0029693i,-0.0052832-0.0034288i,-0.0020096-0.0033694i,-0.001134-0.00244i,-0.00012517-0.0011803i,0.00077607-0.00031012i,0.0012366-0.0001243i,0.000983-0.00016724i
0.0011572+0.001369i,0.0012843+0.00095942i,-0.00067715+0.00043891i,-0.0014111-0.00012032i,-0.0016922-0.00053226i,-0.00078924-0.0011328i,0.00011225-0.0014365i,0.0021768-0.00096595i,0.0030659-0.0012274i,0.001777-0.0020102i,0.00098814-0.001434i,0.00074828-0.00051254i,0.0012904-0.00025103i,0.003249+0.00022762i,0.0062563+0.0011545i,0.0064653+0.0014205i,0.0035356+0.00092602i,0.0019837+0.0015501i,0.0014277+0.0023821i,0.0010372+0.0010127i,0.00042516-0.00015643i,7.41e-05-0.00045968i,0.00029147-0.00091997i
-0.0028634-0.0017917i,-0.0030986+0.00052719i,-0.0023183+0.00041365i,-0.0020161+0.0002528i,-0.0011445+0.00063698i,0.0017252+0.00039617i,0.0042426+0.00041841i,0.0056548+0.00056684i,0.0049192-0.00031008i,0.0021109-0.00064139i,-6.319e-05+9.4165e-05i,-0.00081182+0.00045967i,-0.0021426-0.0004361i,-0.0053543-0.0011877i,-0.0083461-0.0014682i,-0.0087589-0.0010007i,-0.0062359-0.0016714i,-0.0029021-0.0020316i,-0.0014101-0.00065057i,-0.00056214-0.00018223i,0.00071913+0.00015734i,0.00092047+0.0012626i,-0.00013932+0.00094587i
-0.0026243-0.0021818i,-0.002335-0.0034059i,-0.0022251-0.0023778i,-0.0014754-0.00059172i,0.00011231+6.0517e-05i,0.0017919-0.00025932i,0.0016301-0.00031964i,0.002576+0.00030095i,0.0035046+0.00058981i,0.0027168+0.00021015i,0.0019703-0.00049145i,0.0016229-0.0012226i,0.0015562-0.0020713i,0.003517-0.0023508i,0.0065211-0.00083326i,0.0066828+6.2514e-05i,0.0042793-0.00042115i,0.0022553+0.00018093i,0.00060835+0.00066924i,-0.00056319+0.00047715i,-0.00055274+0.00036572i,1.6871e-05-0.00021073i,-0.00010532-0.00038027i
