0.000374+0.00034737i,0.00053064+0.00028064i,0.00032336-0.00026226i,-0.00035839-0.0008752i,-0.0011478-0.00064232i,-0.0016052+0.00031269i,-0.00070029+0.0013325i,0.0012198+0.0024655i,0.0022542+0.0023013i,0.0016518+0.0014505i,9.8029e-05+0.00097788i,-0.00014328+0.00059776i,-0.00019662+0.00061173i,-0.0010839+3.8789e-05i,-0.00096602-0.00058426i,-0.00028389-0.00021092i,0.00062632+0.00026582i,0.00061735+0.00052361i,6.2857e-05-7.876e-05i,-0.00039064-0.0013748i,-0.00057138-0.0016627i,-0.00020515-0.00089203i,0.00038184-0.00057849i
-0.11072-0.053001i,-0.20515-0.072197i,-0.20422-0.02765i,-0.059276+0.048434i,0.10606+0.045033i,0.15784-0.027063i,0.10664-0.071744i,0.055392-0.058432i,0.043358-0.033822i,0.032824-0.024695i,0.014541-0.018249i,0.0020248-0.013732i,-0.010534-0.007661i,-0.020956+0.0095055i,-0.019812+0.029264i,-0.0076796+0.038709i,0.0059292+0.03508i,0.014212+0.022445i,0.018984+0.0086265i,0.023291+0.00065564i,0.026753-0.00045321i,0.028156+0.00075097i,0.027602+0.002029i
0.1222+0.024956i,0.23151+0.012002i,0.26017-0.060963i,0.15617-0.15604i,0.0044941-0.19238i,-0.082756-0.14557i,-0.079027-0.073304i,-0.046748-0.035707i,-0.043152-0.019514i,-0.045515+0.0061846i,-0.02792+0.022049i,-0.0093229+0.022792i,0.005506+0.018255i,0.020743+0.0029863i,0.025543-0.018349i,0.014781-0.03327i,-0.0021106-0.035109i,-0.016607-0.0251i,-0.024535-0.0099492i,-0.025545+0.00043041i,-0.023503+0.0020701i,-0.023329+0.00048553i,-0.02185+0.0022594i
-0.13434+0.0094101i,-0.24154+0.06177i,-0.24324+0.16464i,-0.11339+0.25219i,0.027571+0.25989i,0.10099+0.18868i,0.10069+0.087904i,0.061141+0.027551i,0.040505+0.0092629i,0.035063-0.006672i,0.020731-0.015758i,0.0065391-0.015069i,-0.0086485-0.010791i,-0.024358+0.0016899i,-0.030293+0.016956i,-0.026997+0.028269i,-0.018744+0.031439i,-0.0077339+0.025725i,0.0029235+0.018591i,0.011679+0.013358i,0.019897+0.010455i,0.025975+0.0097442i,0.024496+0.0093708i
0.13451-0.043083i,0.23674-0.10849i,0.23512-0.17549i,0.1355-0.19138i,0.059583-0.17421i,0.016897-0.14239i,-0.013492-0.075632i,-0.0089801-0.019923i,-0.007536-0.010801i,-0.027276-0.0057177i,-0.029534+0.0094111i,-0.015742+0.017688i,0.0042766+0.016617i,0.027369+0.0061891i,0.038906-0.010012i,0.036073-0.022905i,0.026548-0.026751i,0.013749-0.026905i,-0.00097316-0.030538i,-0.015202-0.031611i,-0.025994-0.024809i,-0.034014-0.019855i,-0.039082-0.017834i
-0.12621+0.067678i,-0.23247+0.165i,-0.26006+0.2429i,-0.20803+0.24499i,-0.15487+0.21885i,-0.081126+0.20189i,0.012795+0.14266i,0.049723+0.062611i,0.04486+0.02148i,0.037645+0.0024866i,0.026677-0.0097222i,0.017004-0.01737i,-0.0020066-0.025934i,-0.031829-0.02173i,-0.046853-0.0058917i,-0.041146+0.0057196i,-0.026826+0.0090399i,-0.012403+0.010562i,-0.0025682+0.017354i,0.0065059+0.023612i,0.015073+0.025802i,0.01958+0.028749i,0.019469+0.029274i
0.11402-0.10902i,0.18601-0.23788i,0.16901-0.31258i,0.10654-0.25248i,0.1015-0.1556i,0.091875-0.11841i,0.024441-0.089859i,-0.011479-0.04502i,-0.010997-0.025988i,-0.021723-0.019229i,-0.026115-0.0057278i,-0.019031+0.0058396i,-0.0038433+0.016893i,0.019079+0.021787i,0.034981+0.016453i,0.037246+0.0058889i,0.030158-0.0043648i,0.020331-0.011346i,0.013497-0.019187i,0.0050741-0.025886i,-0.0064863-0.030815i,-0.013241-0.038405i,-0.01503-0.043233i
-0.095092+0.13594i,-0.14575+0.27114i,-0.11989+0.30207i,-0.078681+0.16185i,-0.11746+0.024587i,-0.14402+0.01721i,-0.079413+0.041358i,-0.024512+0.023188i,-0.010001+0.013226i,0.012001+0.013318i,0.027831+0.0030955i,0.026616-0.0076607i,0.013059-0.018616i,-0.0099804-0.024515i,-0.02801-0.020399i,-0.03267-0.010708i,-0.027257+0.00020351i,-0.018973+0.010814i,-0.011789+0.021061i,-0.0023194+0.024889i,0.0047612+0.023293i,0.0040936+0.025911i,0.0029668+0.028222i
0.065982-0.15358i,0.092636-0.30903i,0.062833-0.34572i,0.030513-0.17575i,0.07083+0.016249i,0.098795+0.048424i,0.043051+0.008955i,0.00073703+0.0081921i,0.0070894+0.0053226i,0.0047528-0.0111i,-0.010068-0.01218i,-0.016066-0.00016657i,-0.0068844+0.018002i,0.012065+0.031005i,0.024782+0.032694i,0.026231+0.027241i,0.022816+0.01959i,0.020784+0.009768i,0.022232-0.0048435i,0.019646-0.018266i,0.013219-0.025931i,0.012114-0.032222i,0.012511-0.03576i
-0.02795+0.17632i,-0.011754+0.33969i,0.064711+0.37442i,0.1262+0.17695i,0.074245-0.062029i,-0.0063685-0.11619i,0.0047139-0.057594i,0.033206-0.035123i,0.017583-0.028942i,0.0046628-0.0046109i,0.012842+0.012459i,0.021311+0.0084931i,0.015508-0.010611i,-0.0018965-0.027832i,-0.015978-0.03247i,-0.021686-0.026684i,-0.019613-0.016053i,-0.015533-0.0059865i,-0.016728+0.0040959i,-0.015303+0.014147i,-0.008791+0.018613i,-0.0089591+0.01987i,-0.013585+0.023569i
-0.0076626-0.18486i,-0.058704-0.33966i,-0.15889-0.35084i,-0.2376-0.12229i,-0.19712+0.13406i,-0.091169+0.17731i,-0.041548+0.087953i,-0.022701+0.034084i,0.0053745+0.013727i,0.0087937-0.0046361i,-0.0077863-0.010403i,-0.018867-0.0064253i,-0.024088+0.0066546i,-0.020217+0.023974i,-0.0094711+0.031092i,-0.00061624+0.025964i,0.0018799+0.017495i,0.00094979+0.012475i,0.0027924+0.0092219i,0.0048163+0.0042841i,0.0065253-0.00030505i,0.013403-0.0039368i,0.020085-0.0085444i
0.045172+0.17836i,0.11442+0.34294i,0.21458+0.38214i,0.29375+0.18209i,0.27321-0.080917i,0.17235-0.16446i,0.094487-0.10233i,0.057077-0.055256i,0.020054-0.038694i,-0.0025221-0.01096i,0.0021974+0.0093836i,0.012759+0.0082085i,0.015846-0.0049673i,0.011989-0.020256i,0.0050514-0.029383i,-0.0014439-0.029986i,-0.0048701-0.023634i,-0.0055759-0.013861i,-0.005603-0.0036052i,-0.0021904+0.0066898i,0.0032326+0.010897i,0.0019931+0.0071929i,-0.0054573+0.0042259i
-0.087085-0.16721i,-0.19888-0.32853i,-0.34325-0.39069i,-0.46321-0.23528i,-0.4606+0.001532i,-0.32549+0.10609i,-0.18408+0.082002i,-0.09399+0.05756i,-0.024167+0.049448i,0.011918+0.017028i,0.0076335-0.01412i,-0.0039315-0.020409i,-0.011891-0.012506i,-0.017609+0.00076068i,-0.01668+0.012292i,-0.01077+0.017348i,-0.0078199+0.016597i,-0.0086929+0.011881i,-0.0067358+0.0028323i,-0.0066708-0.0082683i,-0.01028-0.010842i,-0.0090431-0.003484i,-0.00074263+0.0016886i
0.11483+0.14341i,0.24126+0.28232i,0.38262+0.34512i,0.50349+0.22401i,0.52556+0.022959i,0.39927-0.075863i,0.23202-0.063357i,0.12515-0.043034i,0.056044-0.039269i,0.011817-0.020135i,0.0021487+0.0031319i,0.0094977+0.011483i,0.020874+0.0066079i,0.028071-0.0049826i,0.02594-0.013647i,0.020159-0.016004i,0.017547-0.014507i,0.016303-0.012212i,0.0098663-0.0069689i,0.0035695+0.0036894i,0.0048473+0.012929i,0.0074863+0.012689i,0.0038566+0.0075917i
-0.13953-0.1197i,-0.27813-0.25865i,-0.40718-0.37067i,-0.50832-0.3401i,-0.53305-0.19235i,-0.409-0.066494i,-0.22698-0.02583i,-0.10975-0.0099331i,-0.044314+0.011763i,-0.0050055+0.011083i,0.0061043-0.0024811i,0.0048736-0.0088773i,-0.0030264-0.0095106i,-0.013984-0.0040618i,-0.017412+0.0062842i,-0.014228+0.012826i,-0.012905+0.010362i,-0.01563+0.0029605i,-0.014648-0.0057869i,-0.01193-0.017221i,-0.01528-0.025185i,-0.019607-0.022202i,-0.015183-0.011024i
0.1615+0.081137i,0.31493+0.20372i,0.45606+0.34187i,0.56393+0.38864i,0.59309+0.30263i,0.46528+0.16394i,0.26939+0.065912i,0.13724+0.0085456i,0.058984-0.023501i,0.011724-0.013915i,-0.001391+0.0093094i,-0.0030006+0.018077i,0.0014988+0.021986i,0.013555+0.020167i,0.020122+0.0088549i,0.017989-0.00089755i,0.016688-0.0012704i,0.019092+0.0035285i,0.017847+0.010417i,0.012915+0.021438i,0.011063+0.030948i,0.01015+0.029868i,0.005377+0.020977i
-0.1634-0.045729i,-0.31043-0.14108i,-0.42213-0.28765i,-0.49112-0.38923i,-0.51092-0.35873i,-0.40519-0.2267i,-0.22788-0.10239i,-0.10818-0.030753i,-0.04952+0.0068132i,-0.014848+0.011255i,-0.00087758+0.00072633i,0.0020495-0.0058678i,-0.0028375-0.010723i,-0.013816-0.010119i,-0.020968-0.0038014i,-0.023402+0.0010394i,-0.024879-4.4669e-05i,-0.022641-0.0040651i,-0.012211-0.010857i,0.00065563-0.025187i,0.0047315-0.040826i,0.0013749-0.044242i,-0.002857-0.033003i
0.15579+0.014366i,0.29059+0.098376i,0.36912+0.28425i,0.3969+0.47198i,0.40272+0.49845i,0.327+0.35282i,0.19678+0.18794i,0.11368+0.084525i,0.071575+0.021399i,0.032979-0.00050013i,0.0091419+0.0019232i,-0.00043982+0.0015314i,-0.0026032+0.0037885i,0.0017063+0.0072722i,0.0065308+0.0041194i,0.0096292+0.0017761i,0.012728+0.0069058i,0.013912+0.014096i,0.0066711+0.019673i,-0.007188+0.027893i,-0.015225+0.036595i,-0.014384+0.036951i,-0.011269+0.026796i
-0.14563+0.019069i,-0.27555-0.041323i,-0.34315-0.23184i,-0.34843-0.46387i,-0.33597-0.53368i,-0.26221-0.39037i,-0.14325-0.20352i,-0.065236-0.089186i,-0.032927-0.030111i,-0.016221-0.0090225i,-0.0060446-0.0055869i,0.0047332-0.0055566i,0.0073322-0.013727i,-0.0030582-0.017368i,-0.012695-0.010481i,-0.014454-0.007813i,-0.014781-0.014648i,-0.01494-0.01995i,-0.0074071-0.019465i,0.008761-0.023323i,0.022871-0.030669i,0.02703-0.031872i,0.022576-0.025648i
0.12163-0.055518i,0.21914-0.019221i,0.23639+0.16346i,0.19153+0.41722i,0.16848+0.51724i,0.13688+0.39163i,0.075996+0.20664i,0.0394+0.090118i,0.026836+0.031992i,0.014872+0.012001i,0.0092988+0.006983i,0.0065313-0.00015509i,0.0022304-0.0014141i,0.004803+0.00071667i,0.012759-7.5417e-05i,0.015103+0.0014467i,0.011221+0.0084792i,0.0060292+0.013398i,-0.003064+0.013327i,-0.018417+0.016589i,-0.031256+0.02304i,-0.033655+0.022301i,-0.026757+0.015515i
-0.097876+0.067673i,-0.17113+0.044008i,-0.15771-0.14689i,-0.076456-0.42393i,-0.035983-0.53128i,-0.030914-0.40111i,-0.018264-0.21495i,-0.018979-0.098826i,-0.030187-0.038419i,-0.028699-0.010641i,-0.020125+0.0037961i,-0.0074185+0.014156i,0.0045106+0.0117i,0.004172+0.0039362i,-0.0017446+0.00051003i,-0.0033138-0.0054612i,-0.0021357-0.014519i,-0.00059537-0.018844i,0.0050612-0.018056i,0.02003-0.016739i,0.035685-0.014922i,0.038299-0.011032i,0.030189-0.0063467i
0.072069-0.084103i,0.12144-0.081679i,0.094818+0.086668i,0.0023054+0.35324i,-0.049919+0.46741i,-0.042255+0.36063i,-0.023814+0.1991i,-0.0025175+0.097379i,0.014432+0.042533i,0.016619+0.015947i,0.01518+0.0056746i,0.012365-8.934e-05i,0.0075488+0.00086721i,0.0082113+0.0024063i,0.010793+0.00092429i,0.0066283+0.0039437i,8.2667e-05+0.01293i,-0.0021855+0.017066i,-0.004422+0.011077i,-0.016441+0.0029719i,-0.032128-0.0018065i,-0.036137-0.0047731i,-0.028811-0.0046564i
-0.038861+0.093341i,-0.055879+0.10663i,0.001403-0.032268i,0.11723-0.2635i,0.17017-0.36519i,0.12788-0.28193i,0.073135-0.15615i,0.038744-0.085724i,0.011451-0.054072i,-0.0096936-0.03407i,-0.021144-0.014332i,-0.018767+0.0032619i,-0.0098743+0.0062292i,-0.0086476+0.0037063i,-0.012425+0.0043533i,-0.008329+0.001478i,0.0020956-0.006502i,0.0086044-0.011099i,0.012083-0.0071471i,0.01983+8.3493e-05i,0.028581+0.0056555i,0.028072+0.0090589i,0.020371+0.0086609i
0.0066597-0.085591i,0.0016142-0.1039i,-0.067953+0.016528i,-0.19276+0.21875i,-0.24924+0.30365i,-0.18908+0.22818i,-0.1054+0.12068i,-0.043672+0.056573i,-9.4085e-05+0.019751i,0.019592+8.3325e-05i,0.023017-0.0078089i,0.016636-0.013072i,0.0057894-0.011499i,0.0019803-0.0052698i,0.0023883-6.7912e-05i,-0.0025677+0.0044847i,-0.010658+0.0074102i,-0.013472+0.0088704i,-0.010137+0.0066965i,-0.011518-0.0016382i,-0.018252-0.011895i,-0.01857-0.016447i,-0.01382-0.013733i
0.01037+0.076718i,0.025131+0.10604i,0.089002+0.030583i,0.2034-0.11963i,0.25383-0.19542i,0.18761-0.15683i,0.10271-0.093873i,0.050951-0.05711i,0.017889-0.036743i,-0.00495-0.023461i,-0.020037-0.011619i,-0.023203+0.00072326i,-0.01722+0.0060519i,-0.01419+0.0055815i,-0.011335+0.0040094i,-0.0019578+0.00035061i,0.0066972-0.0023372i,0.0077211-0.002238i,0.0044743-6.9642e-05i,0.0052923+0.0066483i,0.011343+0.013977i,0.012459+0.014626i,0.0086025+0.0092462i
-0.031759-0.06934i,-0.06329-0.10596i,-0.14337-0.071756i,-0.26516+0.025029i,-0.30162+0.082076i,-0.21105+0.065943i,-0.10896+0.039419i,-0.045884+0.034455i,-0.0026623+0.031316i,0.021872+0.020459i,0.030674+0.007929i,0.028034-0.0016707i,0.01799-0.0042326i,0.011602-0.0035307i,0.0071691-0.0033366i,-0.0013539-0.0039182i,-0.008957-0.0040215i,-0.010834-0.0010789i,-0.0077743+0.0023442i,-0.0046648-0.00091837i,-0.0031632-0.008005i,-0.0024992-0.0099119i,-0.0029963-0.0064776i
0.038966+0.051542i,0.073202+0.088627i,0.14934+0.077825i,0.26206+0.015374i,0.29462-0.025773i,0.2131-0.027464i,0.12651-0.022721i,0.075122-0.018744i,0.034828-0.011603i,0.0049569-0.0064888i,-0.011475-0.0037838i,-0.015173+0.00054704i,-0.010836+0.0011964i,-0.0077909-0.0016328i,-0.0049894-0.0037194i,0.00060957-0.0020095i,0.0052658+0.0017979i,0.0069808+0.00067168i,0.0042419-0.0035782i,2.9592e-05-0.0019532i,-0.00098584+0.0036424i,0.00048591+0.005283i,0.0024241+0.0018422i
-0.040794-0.037909i,-0.072635-0.085055i,-0.13624-0.11492i,-0.22795-0.09798i,-0.24255-0.064326i,-0.15995-0.031546i,-0.080834-0.0051294i,-0.037837+0.0080423i,-0.0068622+0.010252i,0.014284+0.0083858i,0.024309+0.0043432i,0.023298-0.003547i,0.012888-0.0081518i,0.0047208-0.007511i,0.00024394-0.0055213i,-0.0042336-0.0045764i,-0.0062975-0.0064872i,-0.0069129-0.0061682i,-0.005058-0.00119i,-0.00045512+0.0017325i,0.0014098+0.00048387i,-0.00072389+0.00015304i,-0.0030678+0.0020465i
0.039104+0.025673i,0.07003+0.07959i,0.13012+0.13714i,0.21135+0.15688i,0.22134+0.13619i,0.14542+0.086505i,0.079726+0.040412i,0.043952+0.01026i,0.012108-0.0059461i,-0.0088564-0.0073311i,-0.01589-0.0027286i,-0.014641+0.00058521i,-0.0094211-0.00081056i,-0.0056561-0.0027008i,-0.00066506-0.00072295i,0.0046816+0.0039498i,0.0051408+0.0083959i,0.0051429+0.0066236i,0.0057949-0.0016409i,0.0040022-0.0077061i,0.0012495-0.008497i,0.0009743-0.0072024i,0.0030228-0.0064598i
-0.030216-0.013293i,-0.055094-0.068851i,-0.098067-0.1423i,-0.16274-0.17703i,-0.1768-0.15119i,-0.11967-0.085165i,-0.07201-0.031009i,-0.046533-0.0047884i,-0.018025+0.0063943i,0.0050059+0.0099276i,0.017043+0.010448i,0.017684+0.0057686i,0.0092034+0.00076821i,0.0023572-9.8744e-05i,-0.0018497-0.0012184i,-0.0035418-0.0043552i,-0.0012653-0.008065i,-0.0010833-0.0059332i,-0.003768+0.0022033i,-0.0052788+0.0090234i,-0.0045215+0.010721i,-0.0048993+0.0088712i,-0.0081078+0.0070717i
0.01823+0.0086195i,0.028534+0.068951i,0.051215+0.16533i,0.094004+0.22613i,0.10329+0.19685i,0.063036+0.11307i,0.038453+0.050011i,0.033613+0.018024i,0.018778+0.003286i,6.6276e-05+0.0016662i,-0.0087057+0.0051783i,-0.0053416+0.0083981i,0.0030849+0.0070146i,0.0074916+0.0041167i,0.0076475+0.0041687i,0.0039365+0.0049533i,-0.00092683+0.0058865i,0.0004685+0.0045515i,0.0063269-0.00073305i,0.0099731-0.0065315i,0.0098813-0.010102i,0.0088541-0.0099296i,0.0089889-0.0068278i
-0.005657-0.0049346i,-0.010459-0.072354i,-0.028957-0.18615i,-0.07156-0.25948i,-0.083711-0.22466i,-0.05364-0.13344i,-0.035106-0.06796i,-0.021439-0.031861i,-0.00045361-0.0088977i,0.010384+0.0024427i,0.010788+0.0057693i,0.008101+0.0020524i,0.0031752-0.0026623i,-0.00099719-0.0042278i,-0.0041638-0.0050626i,-0.0030337-0.0061771i,0.00069245-0.0066923i,-0.0011312-0.0046139i,-0.007565+0.00015467i,-0.012293+0.0042884i,-0.013652+0.0079705i,-0.012919+0.0088058i,-0.012322+0.0059448i
-0.0087245+0.006126i,-0.020415+0.07542i,-0.017674+0.19239i,0.015142+0.26006i,0.033176+0.20831i,0.026325+0.11131i,0.03191+0.048667i,0.034588+0.014262i,0.016655-0.0045476i,-0.0035839-0.0064689i,-0.012891-0.00083869i,-0.010046+0.0050838i,-0.0016338+0.0078139i,0.0033352+0.0068869i,0.0047437+0.006245i,0.0017736+0.0073284i,-0.003113+0.0085805i,-0.0030565+0.0075607i,0.0018252+0.0044849i,0.0087777+0.00082702i,0.013862-0.0035535i,0.01405-0.0063907i,0.011493-0.0049893i
0.02147-0.018367i,0.046637-0.096058i,0.051707-0.22376i,0.023862-0.29023i,0.0061746-0.22627i,0.0048232-0.11993i,-0.0079372-0.056148i,-0.015122-0.021793i,-0.0087666-0.0037081i,-0.003583+0.0010995i,-0.00072867-0.0002812i,-0.00062049-0.0052074i,-0.0049392-0.0087552i,-0.0076211-0.010192i,-0.0060273-0.0098241i,-0.00064311-0.0076938i,0.0042921-0.0057615i,0.0032321-0.0034987i,-0.0023549-0.0026775i,-0.0097669-0.0037167i,-0.016706-0.0021927i,-0.018077-0.00045858i,-0.014738-0.0023198i
-0.035127+0.028221i,-0.067204+0.11375i,-0.073014+0.24207i,-0.040591+0.29624i,-0.013317+0.22476i,0.0018469+0.12238i,0.021258+0.06494i,0.027347+0.033311i,0.013188+0.011543i,-0.002477+0.0021816i,-0.008441+0.0024261i,-0.0052306+0.0071685i,0.00019445+0.01192i,0.0015083+0.014105i,-0.00037977+0.012125i,-0.0048874+0.006563i,-0.0079415+0.0015621i,-0.0050607-0.00067589i,0.0008976+0.0026925i,0.0067343+0.0078902i,0.012843+0.007661i,0.01453+0.004649i,0.010004+0.0039865i
0.041809-0.038944i,0.080108-0.13346i,0.094336-0.25407i,0.069629-0.287i,0.038891-0.2029i,0.011633-0.10393i,-0.013164-0.050065i,-0.016232-0.017626i,-0.0038317-0.0012925i,0.0026208-0.00020245i,0.0043501-0.0032341i,0.0045485-0.0086542i,0.0019911-0.012492i,0.000593-0.010874i,0.0015316-0.006953i,0.0033893-0.003142i,0.0031016-0.00064202i,0.0015264-0.00071223i,0.00083128-0.0044746i,-0.0019644-0.011266i,-0.0073832-0.015416i,-0.010473-0.012632i,-0.0070318-0.0086789i
-0.043413+0.054547i,-0.085503+0.15979i,-0.10658+0.27918i,-0.090223+0.2997i,-0.058147+0.20597i,-0.024558+0.10602i,0.0056821+0.053157i,0.01739+0.017959i,0.010951-0.0054021i,-0.00032378-0.010776i,-0.0076858-0.0041809i,-0.0075488+0.0046877i,-0.0031312+0.0099435i,-0.0011549+0.012007i,-0.0023602+0.009092i,-0.0049754+0.004981i,-0.0063513+0.0024854i,-0.0053985+0.0012141i,-0.0058902+0.0030086i,-0.0053619+0.0092481i,0.00024335+0.016355i,0.0052527+0.016218i,0.0037399+0.010074i
0.035158-0.066023i,0.071377-0.17727i,0.091944-0.28804i,0.078802-0.29271i,0.04713-0.19398i,0.014813-0.10443i,-0.012105-0.060192i,-0.018923-0.028993i,-0.009111-0.012097i,0.00071068-0.0082563i,0.0060195-0.0086237i,0.0071993-0.012278i,0.0049086-0.015967i,0.0028065-0.014954i,0.0030238-0.0090221i,0.0056725-0.0021388i,0.0073304+0.0018105i,0.0058161+0.0024686i,0.0065084-0.00041911i,0.0098411-0.0091898i,0.0086828-0.019324i,0.003928-0.021311i,0.003239-0.014316i
-0.030847+0.076357i,-0.065667+0.18997i,-0.090594+0.29134i,-0.085994+0.27856i,-0.054514+0.17173i,-0.016665+0.086517i,0.013541+0.045804i,0.020805+0.014482i,0.010407-0.0056254i,0.0003698-0.011613i,-0.0050001-0.0066285i,-0.006754+0.0029274i,-0.0078859+0.0090832i,-0.010088+0.010171i,-0.011013+0.005354i,-0.009475-0.00061852i,-0.0070428-0.0034477i,-0.0055245-0.0045241i,-0.0075863-0.0030901i,-0.01325+0.0047839i,-0.015962+0.016613i,-0.01391+0.02019i,-0.012496+0.012264i
0.022692-0.088103i,0.045996-0.20431i,0.067511-0.30299i,0.068733-0.27962i,0.046534-0.16699i,0.018799-0.084952i,-0.00056152-0.045779i,-0.00085893-0.015924i,0.008603-0.00084269i,0.015072+0.00031299i,0.01934-0.0025206i,0.01819-0.0069973i,0.011335-0.010441i,0.0057801-0.0094075i,0.0039362-0.0036238i,0.0024367+0.0014901i,7.0112e-05+0.0032192i,-0.00084665+0.004081i,0.0043755+0.0033619i,0.015987-0.0029409i,0.024804-0.013598i,0.023629-0.017124i,0.016923-0.0092314i
-0.0052051+0.087964i,-0.020655+0.20432i,-0.040073+0.29287i,-0.046631+0.25967i,-0.032207+0.15164i,-0.0068361+0.081884i,0.015481+0.046954i,0.023971+0.013754i,0.020194-0.0041487i,0.011855-0.0044506i,0.0029128+0.000961i,-0.0033549+0.0054594i,-0.0055518+0.0068268i,-0.0058549+0.0050317i,-0.0057161-0.00015352i,-0.0063778-0.0034047i,-0.0063785-0.0025819i,-0.004123-0.0028666i,-0.0060586-0.0049269i,-0.016862-0.0027552i,-0.029001+0.0047819i,-0.029872+0.0072975i,-0.020958+0.0012927i
-0.0065867-0.089044i,-0.0021824-0.20091i,0.013026-0.27935i,0.025197-0.23584i,0.019375-0.13002i,0.0023143-0.067918i,-0.0097176-0.038287i,-0.0067009-0.010503i,0.0043489+0.0029456i,0.01173+0.0065305i,0.016235+0.0082533i,0.017585+0.0039018i,0.014609-0.0035516i,0.010211-0.0048243i,0.0065144+0.00026303i,0.0044506+0.0041367i,0.0024764+0.0037157i,0.00028659+0.0036424i,0.0025892+0.0062255i,0.015576+0.0061132i,0.03111+0.0016199i,0.033908-0.0015072i,0.023862+0.0005056i
0.018176+0.090647i,0.024855+0.19599i,0.01414+0.26616i,-0.0088901+0.21839i,-0.016572+0.11785i,-0.0058611+0.061878i,0.005338+0.034942i,0.0062442+0.01081i,0.00016574+0.0014417i,-0.0075745+0.0028384i,-0.01353+0.0061058i,-0.014112+0.0069775i,-0.010466+0.0034892i,-0.0062815-0.00051124i,-0.0028245-0.0056028i,-0.0012986-0.0088921i,0.00024145-0.0076572i,0.0022593-0.0062929i,-0.00019449-0.0074654i,-0.012453-0.0090191i,-0.028306-0.009165i,-0.032379-0.0095629i,-0.02295-0.010509i
-0.032757-0.08123i,-0.055124-0.17941i,-0.05076-0.2389i,-0.022175-0.18967i,-0.0065497-0.10152i,-0.007901-0.056883i,-0.0086856-0.031082i,-0.0025009-0.0046507i,0.0027122+0.0071492i,0.0026409+0.0079261i,0.0049053+0.0065214i,0.0080517+0.0034403i,0.0074929+0.00019841i,0.0033877+0.001109i,-0.00026965+0.0048145i,-0.00081342+0.0050769i,-0.0014009+0.0011353i,-0.0036219-0.00025179i,-0.0013208+0.0032842i,0.011379+0.0097804i,0.026638+0.016453i,0.029987+0.019104i,0.019572+0.017214i
0.043708+0.065561i,0.074306+0.15252i,0.069836+0.20281i,0.034194+0.15525i,0.011889+0.07852i,0.011399+0.043828i,0.01463+0.022466i,0.011134+8.823e-05i,0.0028582-0.0079936i,-0.0059267-0.0078002i,-0.012349-0.0059848i,-0.01162-0.0036663i,-0.005681-0.0026651i,0.0002001-0.0030329i,0.0033853-0.005897i,0.0029218-0.0071632i,0.0011668-0.0034114i,0.0012058+0.00070058i,0.00076622-0.0013135i,-0.0071256-0.010235i,-0.019271-0.019823i,-0.021681-0.023408i,-0.013371-0.020135i
-0.051662-0.057555i,-0.093839-0.13171i,-0.096188-0.17444i,-0.055957-0.1331i,-0.023442-0.069162i,-0.011279-0.042315i,-0.0050645-0.023904i,0.002952-0.0058163i,0.0083249-0.0036792i,0.0091969-0.0075045i,0.0097863-0.0058039i,0.0093338-0.00049327i,0.0061732+0.0035543i,0.00015428+0.0058611i,-0.0046483+0.0084261i,-0.0046382+0.0075998i,-0.001286+0.0034598i,0.00025331+0.00027924i,-0.00036938+0.0026152i,0.0032434+0.012648i,0.010609+0.024451i,0.010375+0.027984i,0.0023933+0.021172i
0.057987+0.042874i,0.10628+0.10163i,0.11336+0.13602i,0.0719+0.10113i,0.035542+0.050967i,0.01943+0.033612i,0.010214+0.018649i,0.0032544+0.00025167i,8.1618e-05-0.0061213i,-0.0017489-0.0061864i,-0.0033299-0.0046472i,-0.0021266-0.0029157i,0.0015495-0.0029905i,0.0065594-0.004555i,0.010069-0.0068465i,0.0084001-0.0056924i,0.0043075-0.0011527i,0.0022216+0.0023626i,0.0014595+0.0006045i,-0.0023137-0.0098396i,-0.0064093-0.02295i,-0.0041652-0.027562i,7.6789e-05-0.020757i
-0.061485-0.027203i,-0.11585-0.069895i,-0.12665-0.096284i,-0.083565-0.068444i,-0.04122-0.031581i,-0.019911-0.022704i,-0.006661-0.011319i,0.0050349+0.0031686i,0.01135+0.006023i,0.011479+0.004657i,0.010389+0.0048468i,0.0068513+0.0048032i,-5.2086e-05+0.0041868i,-0.0078133+0.0059708i,-0.011472+0.0077613i,-0.0099048+0.0056135i,-0.0061179+0.00089744i,-0.0025064-0.0028523i,-0.00074974-0.0024697i,-0.00062626+0.0066125i,-0.002456+0.019978i,-0.0071724+0.022995i,-0.010101+0.015453i
0.058472+0.014173i,0.11313+0.040959i,0.12732+0.058957i,0.087101+0.040762i,0.044312+0.020223i,0.021521+0.020345i,0.0095932+0.012398i,0.0042267+0.001226i,0.003362+0.0015089i,0.0024484+0.0050741i,0.00020957+0.0047424i,-0.00040923+0.0028859i,0.002084+0.00075822i,0.0070585-0.001921i,0.010038-0.0043414i,0.0075115-0.0040918i,0.0013394-0.00045527i,-0.0035667+0.0038538i,-0.0038571+0.0031723i,0.00025312-0.0061672i,0.0071028-0.017345i,0.013345-0.018796i,0.013756-0.0118i
