-0.00065458-0.00019655i,-3.9349e-05-0.0016443i,5.2883e-05-0.0012668i,7.7087e-05-0.0004311i,-0.00033742+0.00058574i,0.00010424+0.00078708i,0.0011449+0.00018034i,0.0019633+0.00049512i,0.0017676+9.2272e-05i,0.00049174-0.00025701i,-0.0003177-0.00012727i,0.00030714-0.00084165i,0.00029526-0.0012876i,-0.00031713-0.00040229i,-0.00056876+0.00074581i,-0.0001259+0.00030228i,0.00036358-0.0003846i,0.00065063-4.4201e-05i,0.00078033-0.00030835i,0.00014363-0.00061239i,-0.00044799-0.00028357i,-0.0002443-0.0001417i,-0.00010985-0.0003315i
0.00033345+0.00039935i,-0.00081495-0.00061529i,-0.00042602-0.0013034i,-0.00010031-0.00071267i,-0.00013709-7.5852e-05i,-6.6753e-05-0.00035255i,0.00052576+0.00089505i,0.00094599+0.0024468i,0.00088579+0.0018968i,-0.000134-0.00010197i,-0.0013018-0.00049819i,-0.0012169+0.00015977i,-0.0004649+0.00044941i,0.00016781+0.00023983i,-0.00049099-0.00025444i,-0.00085876-0.0006319i,-0.00044578-0.0010257i,-0.00057438-0.00081827i,-5.6479e-05+0.00020558i,0.00019302+0.00045064i,-0.00056106+0.00071132i,-0.00071173+0.00072573i,-0.0002134+0.00020177i
0.00040022+0.0007897i,0.0010582+0.0002075i,0.00089546-0.00029833i,0.00033846-0.00041936i,-0.0013105-0.00076627i,-0.00128+0.00013985i,0.00010386+0.0024371i,0.0013023+0.0036424i,0.0022374+0.0027371i,0.0013488+0.0014971i,-0.00034013+0.0019654i,-3.5153e-05+0.0023884i,0.0014306+0.0016645i,0.0011892+0.00043793i,-9.8622e-05-0.00051487i,-4.0732e-05-0.00019169i,0.00049641+0.00047301i,-0.00017892+5.3379e-05i,-0.00066342-0.00030189i,6.6038e-05-6.4609e-05i,0.00080742+0.00012331i,0.0005281-0.00018761i,-0.00019353-0.00096633i
0.00040675-0.00012202i,0.00011758-5.0112e-05i,-0.00018031+0.00027228i,5.5934e-05-0.00039469i,0.0012311-0.00078927i,0.00112+0.00062602i,0.00051067+0.001763i,0.00079142+0.0025209i,0.0018425+0.002929i,0.0020577+0.0018501i,0.001102+6.5971e-05i,0.00069911-0.00012945i,0.00024774-0.00074072i,-0.00010272-0.00091284i,-0.00013312-0.00055428i,0.00037586-0.0006224i,0.0011828-6.2844e-05i,0.0010529+0.00027691i,0.00044625+0.00082174i,-6.1345e-05+0.00098323i,0.00019155+0.00035637i,0.00045363+0.00019611i,0.00011264+0.00038563i
-1.0229e-05-0.0023221i,0.00046555-0.0020465i,0.00085435-0.0026589i,0.00086337-0.0013637i,0.00025596+0.00050588i,-0.00020145+0.0019473i,0.00043854+0.0031136i,0.0018824+0.0034461i,0.0027551+0.0023706i,0.0016309-0.00018699i,0.00037374-0.0020736i,9.477e-05-0.0021202i,0.00053968-0.0015138i,0.00082624-0.00031423i,5.4484e-05+0.00014058i,-0.00058765-0.00043961i,-0.00037632-0.00031051i,0.00012108-0.00014884i,0.0005819-0.00061922i,1.6462e-05-0.00012585i,-0.00059469+0.00067815i,-0.00065575+0.0003058i,-0.00027005-7.3449e-05i
0.00077015+0.00027528i,0.00085036-7.6734e-05i,0.00046976+0.00027869i,-0.00034354+0.0010455i,-0.00084157+0.0011489i,-0.00047516+0.0010493i,-6.0184e-05+0.0019534i,0.0012619+0.0037344i,0.0022844+0.0035547i,0.0013488+0.00060591i,-0.00055043-0.0013573i,-0.0024069-0.00054814i,-0.002222+0.00049454i,-0.001269+0.00048586i,-0.0005762-0.00010668i,-0.00025527+0.00013396i,-9.2668e-05+8.6912e-05i,3.4733e-05-0.00048998i,7.8888e-05-0.0012147i,0.00020607-0.0015014i,0.00030797-0.00091804i,0.00037693+2.4238e-05i,0.00028726+0.00010582i
0.00036501-0.00013097i,0.00021577-0.0009495i,-0.00052531-0.0020757i,-0.0018526-0.0023668i,-0.0021398-0.001478i,-0.0016058+0.00073981i,-0.00065904+0.0025155i,0.00030678+0.0026118i,0.0011007+0.0016202i,0.00034416+0.00045172i,-0.0016677+0.00078361i,-0.0025822+0.0015548i,-0.0021657+0.0017553i,-0.0006651+0.0010647i,0.00026599-1.4776e-05i,-0.00029583-0.00067438i,-0.00062857-0.0008616i,-0.00069874-0.001239i,-0.00058917-0.0013171i,0.00035764-0.00071756i,0.00092894-1.898e-05i,0.00086405-0.00028561i,0.0012823-0.00093564i
0.0011316+0.00035487i,0.0017383-0.00020395i,0.0021016-0.0003762i,0.0011636-0.0009853i,0.0004218-0.001151i,0.00025108-1.8658e-05i,0.00016688+0.0013897i,0.0014046+0.0026401i,0.0023375+0.0024392i,0.0017716+0.00097056i,0.00068092+0.0001874i,0.00092335+0.00036658i,0.0020109+0.00079043i,0.0013744+0.00032608i,2.2956e-05-0.00034131i,-9.368e-05-0.00029743i,-0.00019112-0.00039496i,-0.00063723-0.00066127i,-0.00087548-0.00075016i,-0.00042469-0.0012846i,-0.00031812-0.0010526i,-0.0011933-0.00047907i,-0.0013177+7.919e-05i
-7.8998e-05+3.0932e-05i,-0.0006719+0.00035797i,-0.0017942-0.00011394i,-0.0017908-0.00064375i,-0.0004334-0.00093838i,-0.00023182+0.00020712i,0.00048377+0.0022547i,0.0015953+0.0030343i,0.0016976+0.002368i,0.0012662+0.0010487i,0.00071241+0.00050537i,0.0010342+0.00035013i,0.0014611-0.0003571i,0.00073803-0.0010357i,0.0002317-0.00055326i,-0.00047033+0.00054842i,-0.00057477+0.00037332i,-1.0384e-05+6.2632e-05i,0.00078817-4.9291e-05i,0.00059612-0.00011552i,-0.00039142+0.00025568i,-0.00066286-0.00012593i,-0.00025645-0.0006122i
-0.00056575+0.0009036i,0.00022248-0.00035727i,0.0016029-6.6643e-05i,0.0012761+0.00047568i,0.00047363+0.00072542i,1.1167e-05+0.00015293i,-0.0005453+0.0012926i,0.00029179+0.0034397i,0.0014508+0.0035449i,0.0016155+0.0011462i,0.00049887-0.00025719i,3.8112e-05-0.0012193i,0.00049136-0.0023732i,0.00013902-0.0019539i,-0.00011836-0.0012166i,4.8773e-05-0.00057213i,0.00066662-0.00017613i,0.0012232+0.00071054i,-9.6905e-06+0.00095762i,-0.00059343+0.00029903i,0.00015534+0.00048622i,0.00062179+0.0002706i,0.00025677-9.9364e-05i
0.0019007+0.0010247i,7.5098e-05+0.00027998i,-0.0010791-0.00015133i,-0.0013441-0.0011425i,-0.0014579-0.0017398i,-0.0013331-0.00052916i,-0.00062552+0.0016403i,0.0010092+0.0035396i,0.0027961+0.0032392i,0.0021644+0.0013787i,-0.00016905-0.00011221i,-0.0022307-4.4594e-05i,-0.0025809+0.00031081i,-0.0017257-0.00035895i,-0.00057453-0.00041415i,0.00025052+0.00034468i,0.000474+2.3664e-05i,-5.8689e-05-0.00035188i,-0.00076642-0.0007114i,-0.00058307-0.00079507i,-0.00018974-0.0005439i,6.196e-05-0.00061639i,0.00014389-0.0010125i
0.0017383-0.00057148i,0.00099533-0.00066816i,-0.00032494-0.0014535i,-0.0007901-0.0015857i,-0.00038498-0.0007257i,2.2436e-05+0.00098195i,0.00028709+0.0018524i,0.0015081+0.00247i,0.0021171+0.0028966i,0.00093587+0.0025367i,-0.00045778+0.0020574i,-0.00092943+0.0017762i,-0.00078846+0.0010851i,-0.00019627+0.00033009i,-3.2614e-05+2.7459e-05i,-0.0002173-0.00079365i,-0.00044398-0.0016897i,-0.00055643-0.0014475i,0.00027656+6.2721e-05i,0.0011694+0.00035035i,0.0016264-0.00073028i,0.0016812-0.00051208i,0.0012558-0.00018075i
0.00075461-2.9932e-05i,0.00079292+1.7004e-05i,0.00056563-0.00035901i,-0.00037004-0.0004151i,-0.00046885+0.00015888i,-7.6538e-05+0.0013559i,1.6801e-05+0.0024125i,0.001063+0.0033752i,0.0023288+0.0025698i,0.0018355+0.00051777i,0.00059337+0.00063472i,0.00091849+0.0021898i,0.0016819+0.0024294i,0.001952+0.0018952i,0.0015416+0.0014327i,0.00026143+0.00060223i,-0.0010081-0.00060071i,-0.0011985-0.00076259i,-0.00067072-0.00059969i,-0.00033669-0.00014052i,-0.0003895+0.00032249i,0.00015009-0.0001584i,0.00086252-0.00057882i
0.001448+0.00095567i,0.00057903+0.00068925i,0.00052765-0.0010207i,0.00062792-0.0015089i,0.00040034-0.0011874i,0.00051251-0.000567i,0.00095864+0.0012723i,0.0015242+0.0030581i,0.0026136+0.0029404i,0.0029864-9.649e-05i,0.0019709-0.0017528i,0.0013055-0.00097191i,0.0010734+0.00027852i,4.1477e-05+0.00073454i,-0.000447+0.00049496i,-0.00086953+0.0002964i,-0.0012095+0.00029643i,-0.00052259+2.494e-05i,-0.00042324-0.00079484i,-0.00015827-0.0010746i,3.2572e-05+1.7548e-05i,-0.000176+0.00027106i,-0.00041708-0.00044811i
-0.00026529-0.0015629i,-0.00051811-0.0016343i,-0.0011216-0.0009196i,-0.0017462-0.00085926i,-0.0016542-0.00074206i,-0.0014531+0.00049189i,-0.001417+0.0019792i,-0.00063274+0.0025739i,0.0002744+0.0014677i,-0.00037576+5.6319e-05i,-0.0014788-0.00056178i,-0.0013835-0.001486i,0.00010283-0.0022469i,0.0010145-0.0020784i,0.00078984-0.0016062i,0.00034818-0.00029718i,-5.3396e-05-0.00010977i,6.1634e-05-0.00073451i,0.00046731-0.00044778i,0.00035165+0.00045716i,-0.00072294+0.00090235i,-0.00057788+0.00054353i,0.00042572+2.1349e-05i
-6.6954e-05-0.00091959i,-0.00060159-0.0010527i,-0.0016941-0.0012563i,-0.0014023-0.00065581i,-0.00061118+0.00031959i,-0.00069948+0.00016122i,0.0001132+0.0014029i,0.00096116+0.0037922i,0.00019437+0.0037176i,-0.0014963+0.0019089i,-0.0031189+0.0010244i,-0.0035593+0.001004i,-0.0020968+0.00024631i,-5.1414e-05-0.00091861i,0.00058999-0.0013486i,0.00028423-0.00068518i,0.00060623+8.934e-05i,0.00078464+0.00050836i,-5.3034e-05+0.00077375i,0.00073541-0.00024272i,0.0012444-0.00028225i,-6.3619e-05+0.00092478i,0.00036362+0.0012831i
-0.00047578+0.0020754i,-0.00047801+0.00057663i,-0.00025611-0.0011854i,5.3822e-05-0.0010795i,0.00059159+0.00054597i,0.0006952+0.00063894i,0.00057331+0.00069848i,0.00059792+0.0030626i,0.0017655+0.005056i,0.0021338+0.0041542i,0.00086809+0.0026251i,-0.00096228+0.0028366i,-0.0019584+0.0027212i,-0.0019814+0.00030865i,-0.0016879-0.001226i,-0.00076338-0.00092821i,5.5352e-05-0.0013439i,0.00041245-0.0016892i,0.0001147-0.0011583i,-2.4789e-05-0.0007306i,0.00028064-0.00013254i,0.00040265-4.1847e-05i,0.00055248-0.00040754i
-0.00070041-0.00037721i,5.7944e-05-0.00059773i,0.00090274-0.00076714i,0.00076494-0.00030589i,0.0007904+0.00070214i,0.00073783+0.00092794i,0.0013519+0.0020367i,0.0025022+0.0034763i,0.003543+0.0035127i,0.0032381+0.0024946i,0.0019093+0.0020798i,0.001878+0.0019641i,0.0025606+0.0010709i,0.002687+0.00016178i,0.002056-0.00025888i,0.0013319-0.00058496i,0.0011966-0.0010081i,0.0010277-0.00066556i,0.00059227-0.00018387i,0.00053032+0.00051967i,0.00058162+0.00092852i,0.0011823-0.00022189i,0.0012862-0.0012297i
0.00013337-0.00018505i,0.00065535-4.294e-05i,9.931e-06-0.00034336i,-0.00050645-0.00091347i,0.00011716-0.00099242i,0.00058477-5.8923e-05i,0.00077594+0.0019479i,0.00089249+0.003454i,0.0019303+0.0021097i,0.0023123-0.00071777i,0.0015611-0.0015169i,0.0017654-0.001031i,0.0019561-0.00061434i,-4.6143e-05+0.00066954i,-0.0022533+0.001543i,-0.0026951+0.00098344i,-0.00090732+0.00047164i,0.00032727+0.00010584i,-0.00045477-0.00023427i,-0.00032278-0.00016021i,0.00033362-0.00012192i,-2.7501e-05-0.0003469i,-0.00016155-0.0010307i
0.0021627+0.00018226i,0.0018099+0.00070141i,0.0020398-8.4549e-05i,0.0006695-0.00074383i,-0.00095259+3.3174e-05i,-0.00052094+0.001268i,0.00034797+0.0027706i,0.00090073+0.0040523i,0.0017929+0.0027815i,0.0015839-0.00059047i,2.4113e-05-0.0028157i,-0.00097395-0.0033402i,-0.00064083-0.0032112i,-0.00072226-0.0022127i,-0.0010039-0.0011079i,-0.00069658-0.00029364i,0.00010537-0.00038795i,0.00046516-0.00076363i,-5.2963e-05-0.00069131i,-0.0006091-0.00049751i,-0.00070404+0.00027484i,-0.00039654+0.00054063i,0.00027131+5.136e-05i
0.00024579-0.00022072i,5.0239e-05-0.0016997i,-4.5944e-05-0.0018119i,-0.00011426-0.0017255i,-0.00046644-0.0017068i,-0.00020418+0.00011278i,0.00069025+0.0015971i,0.0018959+0.0026494i,0.0020942+0.0031551i,0.00034412+0.0017134i,-0.0027865+0.0005374i,-0.0043212+0.00073558i,-0.0026811+0.00011455i,-0.00033778-0.00073453i,0.00096726+3.0733e-05i,0.00058074+0.00060344i,0.00032358+0.00033713i,6.3837e-05-3.7512e-05i,0.00021872-8.3329e-05i,0.00049935-2.2707e-05i,-0.0003166+2.4323e-05i,-0.0010637-8.8094e-05i,-0.00062291-0.00038141i
7.9821e-05+5.1496e-05i,0.0011135-0.00052199i,0.00071231-0.0011499i,1.3295e-06-0.0009561i,-0.00098983-0.00048342i,-0.001564-0.00010268i,-0.0004864+0.00072233i,0.00030951+0.0017956i,-9.656e-05+0.0021715i,-0.001141+0.0019573i,-0.0025716+0.0019453i,-0.0021317+0.002713i,-0.00032529+0.0025493i,0.00043004+0.00098951i,-0.00021056-0.00045505i,-0.0002537-0.00080136i,0.00041468-0.0012547i,0.00085658-0.00068203i,0.00069134+0.00012399i,0.00078972+0.00045679i,0.00090122+0.00074376i,0.00061474+0.00079344i,-0.00015032+0.00014178i
0.00010491+0.0012968i,-0.0010458-0.00027382i,-0.0013418-0.00082399i,-0.00049959-0.001633i,4.7495e-05-0.0026131i,-0.00068635-0.0017191i,-0.0014364+0.0017455i,-0.00080605+0.0040495i,0.00092446+0.0037329i,0.0024793+0.0031566i,0.0026628+0.0030934i,0.0023313+0.0024311i,0.0018845+0.0012664i,0.0013775+0.00021449i,0.0017386+5.3089e-06i,0.0015049-0.00049464i,0.00046063-0.0013189i,0.00093635-0.0011993i,0.00065198-0.00076166i,-0.00039167-0.00040806i,-0.0008153-0.00043036i,-4.1852e-05-0.00071762i,0.0004779-0.00097011i
0.0031079-8.3845e-05i,0.0010062-0.00018745i,0.00031558+0.00013675i,-0.00067369-0.00064636i,-0.001425-0.00077737i,-0.00044187+0.00032054i,0.0012412+0.0015455i,0.0031774+0.002751i,0.0045261+0.0030887i,0.0043168+0.0021291i,0.0034085+0.00042652i,0.0027365-0.00041438i,0.0017746-0.0003238i,0.0013002+0.00029928i,0.00027254+0.00077992i,-0.00080086+0.00047209i,-0.0012453+8.1529e-05i,-0.0012613-0.00085556i,-0.00068738-0.00083362i,-9.0059e-05+0.00025596i,0.00020404+0.00013266i,0.00035632-0.00052862i,-4.4239e-05-0.00093974i
1.8489e-05-0.00044939i,0.00020417-0.00025301i,-0.00027181-7.2316e-05i,0.00070399-0.00047377i,0.00092426+4.6323e-06i,-0.00021724+0.0011159i,5.3663e-05+0.0022293i,0.0021887+0.0024915i,0.0036187+0.000923i,0.0025475-0.0021263i,0.00078769-0.0037107i,-0.00025022-0.0029344i,-0.00096088-0.0014255i,-0.00099701-0.00050666i,-0.00056249-0.00087927i,-0.0012615-0.00096827i,-0.0024628-0.00037437i,-0.0018193+0.00025227i,-0.0010362+0.00043104i,-0.0010778-0.00044634i,-0.00033613-0.00095725i,0.00048464-0.00029249i,9.332e-05+0.00031371i
0.0013731-0.00062203i,0.00092048-0.0014562i,-0.00037249-0.0002916i,-0.002088+0.00082989i,-0.0032972+0.00104i,-0.0012168+0.0021199i,0.00063594+0.0036205i,-0.00020359+0.0051519i,-0.00022213+0.0043745i,-0.00063984+0.00116i,-0.0024059-0.00036248i,-0.0030966-0.00025485i,-0.0018712-0.00065971i,-0.00029827-0.0017151i,0.00026178-0.0018707i,0.00062439-0.00084427i,0.00078324-0.00041438i,0.0005912-0.00033724i,0.00068171+0.00052305i,0.00055611+0.00097561i,8.1722e-05+0.00069062i,-0.00023073+0.00034931i,0.00012191+0.00028663i
0.0034486-0.0039792i,0.0035942-0.0021589i,0.00072023-0.0041896i,-0.0018732-0.003104i,-0.0033249-0.0012483i,-0.0023107+0.0021362i,0.0010739+0.0040953i,0.0023222+0.0034163i,0.0011315+0.0015189i,-0.0022826+6.2861e-05i,-0.0041368+0.00051554i,-0.0025362+0.001988i,0.00081459+0.0021766i,0.0020431+0.00057117i,0.0015084-0.00036251i,0.00094893-1.1496e-06i,0.00055777+0.00048011i,0.00022586+0.00068789i,-0.0001676+0.0010108i,0.00079687+0.0013962i,0.0013186+0.0017233i,0.00051838+0.0015115i,0.00029046+0.00099239i
-0.00014946-0.00053895i,0.00096768+0.00028093i,0.0001708-0.00028679i,0.00029907-0.00077052i,0.0011527-0.00070053i,0.001582-0.00047571i,0.0020622+0.00077516i,0.002602+0.002477i,0.0025439+0.0036431i,0.0010366+0.0029225i,-0.00017998+0.0020871i,9.6683e-05+0.0024542i,0.00070923+0.0014771i,0.00072953-0.00012335i,0.00021462-0.00099053i,-0.00010842-0.0014291i,-0.0003864-0.00091611i,-0.00014678-0.00037079i,-0.0003048-0.00083237i,-0.00054064-0.00072351i,-0.00011165+0.00032462i,-5.2864e-05+0.00090893i,9.562e-05+0.00032696i
0.00045979+0.0012646i,0.00024646+0.0013118i,5.5074e-05+0.00048718i,-0.00026131+0.00028314i,-0.0011854+0.00078417i,-0.00088586+0.00093804i,0.00073478+0.0013803i,0.0021061+0.0035617i,0.0028866+0.0044431i,0.0029036+0.0029069i,0.0016285+0.0015483i,0.0010522+0.00087149i,0.00093336+7.0286e-05i,0.00018737-0.00040482i,0.00079426-0.00041473i,0.0006674+3.8748e-05i,0.00019388-0.00022374i,0.00020846-0.0014926i,-0.00013388-0.0020127i,0.00044825-0.0013516i,0.00043084-0.00070781i,0.00023923-0.0014786i,0.0003318-0.0017226i
-0.0018581-0.0012974i,-0.00049332-0.00038527i,-0.0011738+0.00060594i,-0.0010732+0.00038234i,-0.00058663+0.0010388i,-0.00051342+0.0018469i,0.00041673+0.0023847i,0.0011391+0.0037965i,0.0023623+0.0039743i,0.0029698+0.0019639i,0.0016672+0.00076951i,-0.00044579+0.00099967i,-0.00032048+0.0002247i,0.00042812-0.00082369i,5.3635e-05-0.0010586i,-0.00025116-0.0010671i,0.00021299-0.0011324i,0.00093147-0.0016834i,0.00065948-0.0026255i,-0.00070144-0.0024163i,-0.00065718-0.0013696i,-0.00028911-0.00039086i,-0.00060257-9.2235e-05i
-0.0015583-0.001141i,-0.00064021-0.0015938i,-0.00080204-0.0015625i,-0.0010033-0.0017386i,6.7256e-05-0.0021078i,0.00080614-0.0005806i,0.00020889+0.0012738i,0.0012434+0.0017355i,0.0025974+0.00060292i,0.0018871-0.00095945i,-4.3896e-05-0.001608i,-0.00048328-0.00077848i,0.00037066-0.0001844i,0.00010595-0.0007601i,-0.00029022-0.00097638i,-0.00017402-0.00089358i,-0.0002994-0.0020453i,-0.0012397-0.0016459i,-0.0014134-0.00091148i,-0.00088062-0.00075419i,-0.00083263-7.9342e-05i,-0.00056009-0.0004841i,-0.00059048-0.00057182i
0.00036895+0.00079144i,0.0012637-3.7154e-05i,0.0009346-0.00072687i,0.00022049-0.00051311i,0.00067427+0.00062069i,0.0010528+0.0020722i,0.00041318+0.0036791i,0.00025556+0.0055097i,0.0015762+0.0043864i,0.0018942+0.0012458i,0.0008696+1.2081e-05i,0.0002255+0.00034149i,0.00065044+5.1486e-05i,0.00032276-0.00019008i,3.1595e-05+3.1252e-05i,0.00029443+0.0010215i,0.0010498+0.0016209i,0.0016472+0.0013126i,0.00094671+0.0018078i,-9.5486e-06+0.0022579i,0.00051878+0.0014251i,0.0011397+0.0014309i,0.0011086+0.0010861i
0.0016647-0.0001119i,0.0012421-6.7423e-06i,0.0010567-0.0010581i,0.00061444-0.00041029i,0.00040754+0.0015311i,-0.00015964+0.0029443i,0.00056029+0.0041992i,0.002217+0.0046194i,0.0021135+0.0040948i,1.1935e-05+0.002611i,-0.0016183+0.00065915i,-0.0012037-0.00022401i,0.0001599-0.00035876i,0.00068981-8.9233e-05i,-0.00013986+0.00038461i,-0.00074644+0.00095775i,-0.00030042+0.0013099i,0.00063112+0.0012742i,0.00089258+0.0014735i,0.00023986+0.0013089i,-0.000169+0.00083707i,0.00038359+0.00031896i,0.00068478-0.00021117i
0.00028468-0.00037674i,0.00046635+0.0005262i,0.00042493+0.00033961i,-0.00036896-0.0011819i,-0.0003377-0.0024415i,0.00023518-0.002423i,0.0010878+0.00026691i,0.0021115+0.0037153i,0.0027559+0.0050021i,0.0025465+0.0030496i,0.00039186+0.0008181i,-0.0019629-4.5406e-05i,-0.001827-0.000262i,0.00059033-0.00025481i,0.001664-0.0012467i,0.0010332-0.001796i,7.8676e-06-0.0018699i,-0.00035845-0.0022419i,-1.584e-05-0.0015075i,9.3073e-05-0.00087394i,4.5421e-05-0.00080215i,0.00053942-0.0007762i,0.00098912-0.0016876i
-0.001599-0.0014619i,-0.00012947-0.0014731i,-0.0002249-0.001115i,-0.00041542-0.00073019i,-0.00037024-0.00083947i,7.6697e-06-7.1341e-05i,-0.0005111+0.0019364i,0.00060506+0.0027486i,0.0022932+0.0024372i,0.0018716+0.0024305i,-0.00047497+0.002272i,-0.0015216+0.0021571i,-0.00030662+0.0018706i,0.00034117+0.0018603i,0.00049077+0.0016056i,0.0010166+0.0012319i,0.00077464+0.00080103i,-0.00016829-0.00038448i,-0.0005259-0.001493i,-0.00019397-0.0014267i,-0.0001324-0.00013791i,-0.00080732+0.00091451i,-0.001411+0.00030633i
-0.00038453+0.001983i,-0.00035482+0.00038969i,3.1744e-05-0.001978i,0.00057726-0.0021645i,5.0807e-06-0.0012637i,-0.0022313-0.00073823i,-0.0025578+0.00095306i,-0.0002253+0.0033036i,0.0024163+0.0035925i,0.0030922+0.0013106i,0.0013746+0.00069166i,0.00080022+0.0020334i,0.00058563+0.0025141i,0.0001702+0.0015809i,-0.0001334+0.00013854i,-0.0010782-0.0011347i,-0.0017886-0.0015475i,-0.0019603-0.0013386i,-0.0019023-0.0013819i,-0.0013096-0.0012543i,-0.0011218-0.00048707i,-0.0016259-0.00038592i,-0.0014635-0.00028576i
0.0023502-0.0014131i,0.002739-0.0011529i,0.0024353-0.0016092i,0.001656-0.0012158i,0.00014016+0.00040037i,0.00015551+0.0027196i,0.00056205+0.0039227i,0.0012178+0.0041161i,0.0026482+0.0035772i,0.0026531+0.00081016i,0.0019473-0.0007831i,0.00095467-0.00045756i,0.00076208-0.00034419i,0.00088788-0.00072038i,0.00034483-0.0015838i,0.00029533-0.0027118i,0.0015166-0.0023853i,0.0019861-0.0012389i,0.00034366+0.00025829i,-0.00058973+0.00064413i,-0.00024435+0.00028045i,0.0004993+0.00077389i,0.0010255+0.00051863i
0.0003984+0.0017333i,-0.00078132+0.00044462i,-0.0014331+0.00013593i,-0.0016626+0.00020579i,-0.001349+0.00075596i,-0.00086799+0.0012852i,-0.0010384+0.0029433i,-0.00072825+0.0048944i,0.0011945+0.0037066i,0.0021238+0.0011408i,0.00011165-0.00070751i,-0.0012364-0.0014883i,-0.0016221-0.0022809i,-0.0017545-0.002599i,-0.0012469-0.0010735i,-0.00077115+0.0010163i,-1.8472e-05+0.0022956i,0.00045868+0.0026981i,0.00029011+0.0025759i,0.00019259+0.0023007i,0.00063945+0.0019242i,0.0013942+0.0013295i,0.0010206+0.00037154i
0.00014944+0.00097628i,0.00033098+0.00036152i,0.00046511-0.0014442i,0.00077554-0.0022324i,0.00012093-0.0021248i,-0.00027279-0.00056224i,0.00038532+0.0019363i,0.0015506+0.0044817i,0.0018293+0.0048057i,0.00065518+0.0017632i,-0.00083741-0.00031327i,-0.0014167+0.00032984i,-0.0015882+0.0015376i,-0.002163+0.0010108i,-0.0015413-0.00078725i,-0.00077089-0.0021914i,-0.0014559-0.0023922i,-0.0021078-0.0014175i,-0.0013761-0.00084865i,-5.9779e-05-0.00066505i,0.00065851-0.0004168i,0.00084707-0.00046223i,0.0017359-0.00041226i
0.00040675-0.0030741i,0.00087073-0.002478i,0.00084463-0.0017104i,-0.00076478-0.0011087i,-0.001389-0.00057133i,-0.00054089-9.2291e-05i,0.00073281+0.0011308i,0.0015234+0.0030727i,0.0018518+0.0027858i,0.0013258+0.0009722i,-0.00013014+0.00045856i,-0.00057014+0.0011321i,-0.0005566+0.0010049i,-0.00025622+0.0004007i,0.00037622+0.00010484i,0.001397-3.1045e-05i,0.0027915-4.1611e-05i,0.0025145-0.00035457i,0.0016812-0.0010764i,0.0011001-0.00093916i,0.00095653-5.756e-05i,0.0011949+0.00021182i,4.9742e-05+0.00080022i
0.0015992-0.00045425i,0.0015958-0.00039385i,0.0010079+0.0010206i,-0.00026612+0.0011205i,-0.00087219+0.00046869i,-0.0013772+0.0013647i,-0.0013418+0.0024869i,1.7099e-06+0.002961i,0.00053082+0.0031081i,-0.00113+0.0021173i,-0.0017271+0.0015327i,0.00041665+0.0019331i,0.0030938+0.0023643i,0.0034516+0.0029078i,0.0020196+0.0027648i,-0.00046253+0.0019509i,-0.0019729+0.0018278i,-0.0019482+0.0014949i,-0.0017038-2.6987e-05i,-0.0016226-0.0002571i,-0.0013227+4.5309e-07i,-0.00052818-0.00015729i,-0.00014845-0.00042881i
0.00097514+0.00097166i,0.0010865+0.00019677i,0.00033341-0.0010302i,-0.00062043-0.0014062i,-0.0012828-0.00095711i,-0.0022-0.00042621i,-0.0018763+0.0028349i,-0.00016299+0.0053686i,0.0025825+0.0040693i,0.0032672+0.0016897i,0.00099766+0.0007033i,-0.00049573+0.00070758i,-0.00052522-0.00011283i,-0.00029416-0.00097586i,0.00070489-0.00085706i,0.00052567-0.0011545i,-0.00020528-0.0021731i,-0.00016581-0.0023782i,-0.00013678-0.0017862i,-0.00032371-0.001586i,-0.00069474-0.00064258i,-0.00077081+0.00062468i,-0.00046757+0.0012225i
0.0024311-0.00058079i,0.002111-0.00068725i,0.00164-0.0011656i,0.0021291-0.00087819i,0.0022394-0.0001185i,0.001834+0.0016164i,0.0022361+0.0039509i,0.003307+0.0056185i,0.0041997+0.0053165i,0.003923+0.0035261i,0.0015243+0.0018413i,-0.00073809+0.00033191i,-0.00085972-0.0014986i,-0.0004865-0.0020859i,-0.0003635-0.0011575i,0.00080975+9.5877e-06i,0.0015806+0.0012524i,0.0016866+0.0016195i,0.00087855+0.0013608i,8.2802e-05+0.0019993i,0.00066053+0.0025118i,0.00075736+0.0017041i,-0.00027216+0.00017421i
0.0005317-0.0025716i,0.00044447-0.0020399i,-0.0011348-0.0024659i,-0.0024043-0.0028215i,-0.0019682-0.0018761i,-0.0013004+0.00064849i,-8.3943e-05+0.0025199i,0.0024022+0.0032556i,0.0035419+0.003787i,0.0022237+0.002426i,-0.00043417+0.0012226i,-0.0017874+0.0012074i,-0.0014803+0.0011603i,-0.001547+0.00039786i,-0.0017252-0.00045762i,-0.0024366-0.00040209i,-0.0033382+0.00023321i,-0.0033024+0.00026969i,-0.0022088+0.00016135i,-0.00066531+0.00039207i,0.000498+2.387e-05i,0.001102-0.00091222i,0.00090022-0.0018221i
