-0.0016073+0.00054414i,-0.0011996+0.00068266i,-0.0015872+0.00061227i,-0.0023963+0.00018039i,-0.0023627+0.0009613i,-0.0016149+0.0018605i,-0.00063383+0.0022329i,-0.00070573+0.0016545i,-0.0013843+0.00095413i,-0.00097408+0.00041237i,0.00014466-1.3577e-05i,0.0004155+4.3229e-05i,0.00011215+0.00031275i,-0.0002337+0.00044316i,-0.00044789+0.00025995i,-0.00040082-0.00043657i,-7.3143e-06-0.00054896i,0.0002079-0.00038862i,-0.00042384+1.4801e-05i,-0.00071039+0.00037569i,-0.0003014+0.00024184i,0.0001257-1.952e-05i,0.00093288+0.00052215i
-0.003475-0.00030743i,-0.0031131-0.00017044i,-0.00286+0.00085405i,-0.0013936+0.0027429i,-0.00084879+0.0048597i,0.00036553+0.0039042i,7.1799e-05+0.00061881i,-0.0018943+8.4986e-05i,-0.0018157+0.00060196i,-0.00094008-0.00040027i,-0.0010797-0.0020281i,-0.001961-0.0027178i,-0.0022308-0.0034153i,-0.0035419-0.003226i,-0.0035805-0.0016173i,-0.0019027+0.00016994i,-0.00033412+0.0011158i,0.0011177+0.0019263i,0.00017499+0.0016618i,-0.0037462-0.00098694i,-0.0067074-0.0011523i,-0.0059349+0.0026648i,-0.0023865+0.0057567i
-0.0025068+0.0041137i,-0.00084569+0.0041383i,0.00092233+0.0051733i,0.001607+0.00397i,0.0018372+0.0023337i,-0.00045904+7.5542e-05i,-0.0045302-0.00093054i,-0.0053758+0.0013145i,-0.0033595+0.0039405i,0.00034+0.0050076i,0.0042725+0.0044081i,0.0058893+0.0029336i,0.0049042+0.0017038i,0.003412+8.363e-05i,0.0022754-0.0012113i,0.0016747-0.00083467i,0.0010664-0.00053667i,0.00074695-0.00032672i,0.00088786+0.0015772i,0.0016844+0.0043543i,0.0036678+0.0051962i,0.0067368+0.0029359i,0.0082101-0.0004315i
0.0020902+0.00090476i,0.0019855-0.00030595i,0.0012378-0.00043638i,0.00041159-0.00016669i,0.00085066-0.0010767i,-0.001146-0.0009304i,-0.0040821-0.00012889i,-0.0045228-0.00079298i,-0.0044786+0.00081227i,-0.0038325+0.0042261i,-0.0024516+0.0065926i,-0.0013767+0.0072824i,2.4026e-05+0.0060891i,0.0011256+0.003566i,0.0010036+0.0014522i,-0.00059032-0.00014662i,-0.001956-0.00011113i,-0.0013948+0.0010889i,0.00053817+0.00042839i,0.0024011-0.0028648i,0.0027367-0.0064817i,4.4651e-05-0.0074491i,-0.0033911-0.0054007i
0.0045895+0.00013098i,0.0036194-0.0010836i,0.002374-0.0024005i,0.00051599-0.0025456i,-0.0010905-0.0025234i,-0.0027848-0.0010844i,-0.0018315+0.00063335i,-0.001655-0.00048145i,-0.0033037-0.0013424i,-0.0037445-5.9123e-05i,-0.0036343-0.0001196i,-0.0036795+0.00047073i,-0.0037563+0.0019839i,-0.0028182+0.0024167i,-0.0011695+0.0028236i,0.00057502+0.0022005i,0.0017037+0.00097012i,0.0014331+0.00016243i,-0.00052511-0.00072813i,-0.0047461-0.00069517i,-0.0084853+0.0020239i,-0.0068656+0.0064791i,-0.0028007+0.0076708i
0.0025093-0.0045489i,0.0010829-0.0038541i,2.5539e-06-0.0012383i,-0.0021302+0.0007571i,-0.0047518+0.00095372i,-0.0035905+0.0012837i,-0.001033+0.00091824i,-0.0018532-7.4019e-05i,-0.00074096+0.00028586i,0.0026261+0.00010547i,0.0042459-0.0017902i,0.0046407-0.0022052i,0.0042081-0.0023938i,0.0023832-0.003384i,0.00041561-0.0031723i,-0.00040911-0.0029715i,-0.0010483-0.0021964i,-0.0016765-0.00071043i,-0.00030715+0.0018167i,0.0027618+0.0049902i,0.0062374+0.0053585i,0.0087659+0.0019329i,0.009288-0.001906i
0.0023539-0.0040784i,-0.00053976-0.0032384i,-0.00018597-0.0019467i,-0.00054997-0.0013802i,-0.0028019+0.00035551i,-0.0020062+0.0013961i,-0.0014383+0.00056966i,-0.0025198+0.002055i,-0.0019322+0.0036017i,-0.00046934+0.0048342i,0.00044751+0.0045437i,0.0014675+0.0037492i,0.0023414+0.0033204i,0.0018834+0.0021252i,0.0010962+0.0006451i,0.00092389+0.00082462i,0.0013794+0.0019378i,0.0019664+0.0013118i,0.0029684-0.00058535i,0.0040258-0.0042962i,0.0020953-0.00802i,-0.0023328-0.0085418i,-0.0051479-0.0061522i
-0.0024789-0.00090458i,-0.0022223+0.00085302i,6.4384e-05+0.0018511i,0.0010125+0.0022328i,0.0026117+0.0022439i,0.0021152-0.00075402i,-0.0024252-0.0028124i,-0.0048264-0.0006283i,-0.0048513+0.0013088i,-0.0045376+0.0014736i,-0.0035286+0.0019624i,-0.001762+0.0030827i,-0.00094727+0.003281i,-0.0015578+0.0024393i,-0.001441+0.0014041i,-0.0011879+0.00036848i,-0.0015944-0.00061137i,-0.0022914-0.0011569i,-0.0033895-0.0005328i,-0.0051377+0.002023i,-0.0073684+0.0056642i,-0.0067704+0.0080669i,-0.0033125+0.0085095i
-0.0020694+0.00062803i,-0.001432+0.002968i,-0.0012944+0.0010293i,-0.00064921-0.001226i,0.0001904-0.0016574i,-0.0011703-0.0015012i,-0.0026988-0.0010417i,-0.0021469-0.0017339i,-0.0022679-0.0016908i,-0.0017685-0.0011387i,-0.0015101-0.0021462i,-0.0021347-0.002217i,-0.0023636-0.0013216i,-0.0020331-0.0014657i,-0.0017099-0.0013662i,-0.0017737+2.845e-05i,-0.001939+0.0014073i,-0.0017389+0.0022093i,0.00066716+0.0036705i,0.0040392+0.0041274i,0.0072389+0.0033339i,0.0089794+0.0011935i,0.0083005-0.0014189i
-0.00017777+0.0032266i,0.0038487+0.0026601i,0.0036672+0.00038944i,-9.1878e-05-0.0014881i,-0.00097177-0.0025721i,-0.0020462-0.0020634i,-0.0030152-0.00012761i,-0.0035905+0.00073281i,-0.0035276+0.0029768i,-0.00077101+0.005604i,0.0026615+0.0048385i,0.0026887+0.0025861i,0.0015477+0.0016449i,0.0018066+0.0008235i,0.001002-0.00032597i,0.00098789-0.0003481i,0.0019871+8.2844e-05i,0.0022509+0.00033321i,0.0020308-0.0017131i,0.0013091-0.005478i,-0.00030169-0.0079078i,-0.0035582-0.008235i,-0.0052362-0.0063562i
0.00029024+0.0054756i,0.002162+0.0017293i,7.9301e-05-0.0005063i,-0.0015045+0.00081256i,-0.0010589+3.5855e-05i,-0.0017669-0.0012514i,-0.0024139-0.00084102i,-0.0044192+0.00050558i,-0.006072+0.0026204i,-0.0047219+0.0032817i,-0.0029136+0.0031721i,-0.0022081+0.0032662i,-0.00050436+0.0032838i,0.00031864+0.0016468i,-0.00030043+0.00014282i,-0.00086612-0.00023004i,-0.0012033-2.0228e-05i,-0.00162+0.00019439i,-0.0023775+0.00068367i,-0.0038347+0.0028778i,-0.0053199+0.005786i,-0.0046476+0.0083501i,-0.0015735+0.0082872i
0.018673+0.0036542i,0.019838-0.0067783i,0.020071-0.016524i,0.012013-0.01751i,0.00077573-0.016557i,-0.0081225-0.010756i,-0.0073751-0.0035267i,-0.0036761-0.00053313i,-0.00069334-0.0012275i,-0.0005522-0.003298i,-0.0044108-0.0024531i,-0.0066715+0.0018846i,-0.0057357+0.004886i,-0.0031798+0.0055504i,-0.00016614+0.0049992i,0.0022961+0.0041012i,0.0028584+0.0033956i,0.001951+0.0021334i,0.00071877+0.0021322i,0.0024899+0.0034296i,0.0069964+0.0032729i,0.0093867+0.001276i,0.0076281-1.3954e-05i
0.0021918-0.0012027i,-0.0026353-0.002091i,-0.0053806+0.0018244i,-0.00339+0.005435i,-0.0024387+0.0048555i,-0.0019421+0.0020107i,-0.0024974-0.00077768i,-0.0033689-0.00089526i,-0.0020241+0.0012384i,0.00086624+0.0032993i,0.0022137+0.0024877i,0.0022749+0.00013668i,0.0025109-0.0010879i,0.0017539-0.0013498i,0.0012884-0.00088571i,0.0014278-0.00083314i,0.0012223-0.0018451i,0.00055488-0.0017808i,1.1524e-06-0.0017172i,-0.00010919-0.0040941i,-0.0022962-0.0073055i,-0.005577-0.0091677i,-0.0058277-0.007172i
0.0019607-0.0043759i,-0.0017236-0.003221i,-0.00094343-0.0011071i,0.0019658-0.00084496i,-9.0993e-05-0.00057659i,-0.0020144+0.001158i,-0.0029496+0.0025126i,-0.0028354+0.002541i,-0.0017619+0.0038403i,0.00011719+0.0043437i,0.0021976+0.0032455i,0.0024916+0.0017453i,0.0014402+0.00091307i,0.00043303+0.00066619i,0.00038473-0.00018204i,0.00045811-0.00046554i,-0.00061812+0.00039445i,-0.0012195+0.0011504i,-0.00109+0.0014046i,-0.0026005+0.0028256i,-0.0038388+0.0056664i,-0.0028736+0.008194i,-0.00084707+0.0070452i
0.002827-0.0026333i,0.001782-8.389e-05i,0.0045799-0.00035349i,0.0043434-0.0034618i,0.00049295-0.0039556i,-0.0019487-0.0018391i,-0.002452+0.0011886i,-0.0023069+0.0022482i,-0.0016836+0.0020606i,-0.001612+0.0017133i,-0.0011989+0.0019727i,-0.00054528+0.0026942i,-0.00044132+0.0027328i,-0.0011257+0.002042i,-0.00047627+0.0011643i,0.00093822+0.00032133i,0.00074369-0.00015439i,0.00073821+0.00029081i,0.0016426+0.0015504i,0.0036298+0.0028649i,0.0066322+0.0026084i,0.0083252+0.00035158i,0.0072085-0.0016949i
-0.0033979-0.0028612i,-0.0030017+0.001386i,-0.0040845+0.0017871i,-0.0067674+0.00090112i,-0.0061006+0.0024604i,-0.0034036+0.0026383i,-0.0021062+0.00092089i,-0.0026028+0.000115i,-0.00188+0.00086525i,1.7891e-06+0.0010792i,0.00054031+0.00039059i,0.00039704+0.00081533i,0.0010241+0.00097613i,0.0011289-0.0012134i,-0.00034336-0.0025011i,-0.0020539-0.0018307i,-0.00242-0.0017092i,-0.0014864-0.0018951i,5.1161e-05-0.0022098i,0.00029751-0.0042428i,-0.0021693-0.0061825i,-0.0051258-0.0062905i,-0.0051884-0.0039109i
-0.0020849-0.0015596i,0.0016322-0.00050796i,0.0013812-0.002094i,-0.0020819-0.0010674i,-0.0017351+0.0012033i,-0.00078054+0.0012641i,-0.0017427+8.7054e-05i,-0.0036418+0.00046109i,-0.0031601+0.0024635i,-0.00058359+0.0032733i,0.0024907+0.0019028i,0.0035591+0.00089829i,0.0026011+0.0012696i,0.0013792+0.0015326i,0.0001109+0.0005289i,-0.00060953-0.00016747i,-0.0012189+0.0012224i,-0.0018721+0.0018846i,-0.0020621+0.0011518i,-0.0016549+0.0018856i,-0.0015305+0.0050787i,-0.0014918+0.0076732i,-0.0008444+0.0061812i
-0.0034834+0.0014206i,-0.0026495+0.00012305i,-0.0044278+0.0020446i,-0.0041592+0.0071116i,0.00056602+0.0065173i,0.0015306+0.0024813i,-0.0010162+0.0010186i,-0.001899+0.0021239i,-0.0021833+0.0024851i,-0.0015782+0.0024299i,-0.00023465+0.0022906i,0.0011094+0.0022515i,0.0014761+0.0018463i,0.00017627+0.0012569i,-0.0009226+0.00047976i,-0.00099711+8.7722e-05i,0.00015088+0.00042885i,0.00073855+0.0012784i,0.0013137+0.002768i,0.0034958+0.0023208i,0.0058663-0.00030644i,0.007668-0.0020526i,0.0067539-0.0015137i
-0.0030474+0.002888i,-0.0027785+0.002039i,-0.0014946+0.003806i,0.0025345+0.0047203i,0.0035909+0.0013675i,0.00064226+5.3671e-05i,-0.0019696+0.00087163i,-0.0023176+0.00065765i,-0.001422+0.00070055i,-0.00049367+0.000448i,-8.8965e-05+0.00036037i,-0.00022218+0.0012218i,-0.00075759+0.0011696i,-0.00055302-0.00054055i,-0.0010302-0.0010166i,-0.0018048+0.00094806i,-0.0020947+0.0013604i,-0.0013969+0.00083718i,-0.0006135-0.00012044i,-0.0016089-0.0024013i,-0.0035633-0.0040167i,-0.004981-0.0039653i,-0.0043268-0.0036639i
-0.0015288+0.00066013i,-0.0032669+0.00072929i,-0.0023468+0.000176i,0.00040879-0.00076491i,-0.00081041-0.0018539i,-0.0028257-0.0015668i,-0.0034792+4.982e-05i,-0.003826+0.00040126i,-0.0026674+0.0016066i,-0.00027467+0.003737i,0.00057101+0.0036672i,0.00034884+0.0015455i,0.00057757+0.00095714i,0.00077805+0.001197i,0.00027957+0.00062394i,0.00069712+0.00044191i,0.0010292+0.00080931i,0.00093805+0.00077186i,0.00050285+0.0009903i,-0.0010329+0.0024348i,-0.0015699+0.0050386i,-0.00036875+0.0067475i,0.00086511+0.0052612i
0.0007393+0.00066316i,0.00049992+0.0029957i,-0.00027888+0.0039006i,-0.0020575+0.0028644i,-0.0034837+0.0037657i,-0.0018059+0.0026177i,-0.0012098+9.8648e-05i,-0.0039361-0.00043525i,-0.0042485+0.001809i,-0.0019738+0.0036113i,-0.00053282+0.0036799i,-0.00016897+0.0037247i,0.000454+0.0034232i,0.00084896+0.0026666i,0.00043596+0.0019018i,9.8757e-05+0.00044432i,0.00017919-0.00063787i,0.0013666+0.00025819i,0.0018713+0.00038482i,0.0023333-0.00045667i,0.0045013-0.0025871i,0.0056324-0.0043177i,0.0041279-0.0034382i
9.5912e-05+0.00070766i,0.0015097+0.0017497i,0.00021815+0.00054998i,-0.001591-0.0014555i,-0.00080638+0.00024867i,-0.00086862+0.00019215i,-0.0026876-0.0003041i,-0.0047462+0.00090017i,-0.0049523+0.0019303i,-0.0020895+0.00234i,0.00064009+0.0010616i,0.00097009-0.0001158i,0.00076657-0.00030583i,0.0003084-0.00071334i,-0.0006339-0.00080887i,-0.0003574-9.0652e-05i,0.00050742+0.00042846i,0.00019517+0.00010343i,-0.00039514-0.00018678i,-0.0015946-0.00030352i,-0.0033029-0.0014976i,-0.0041183-0.0019112i,-0.0030672-0.00059178i
0.002962+0.0021946i,0.0049755+0.00093497i,0.0025501+0.0020017i,1.0624e-05+0.0036222i,0.0021803+0.0024755i,0.0012717+0.00053135i,-0.0016394+0.00051307i,-0.0016391+0.0022795i,-0.00073459+0.003784i,0.00023537+0.0029547i,0.0011814+0.001797i,0.0017333+0.0014858i,0.0020607+0.001312i,0.0016157+0.0012939i,0.0008512+0.00037582i,0.00032706-0.0011735i,0.00072582-0.00090279i,0.0010905+0.00064044i,0.00089829+0.00082832i,0.0015225+0.0012518i,0.001685+0.003251i,0.0014702+0.0053199i,0.0015018+0.0042013i
0.0021184-0.0021135i,0.0014891-0.0050358i,0.00010796-0.0019791i,-0.0012579+0.0026653i,-0.00073929+0.00045555i,-0.00072215-0.0014629i,-0.0019436-0.0008896i,-0.0028121-0.00011547i,-0.0025174+0.0015799i,-0.00039305+0.0029404i,0.0016863+0.003111i,0.0026078+0.0026289i,0.0030209+0.0013002i,0.0030025+0.00064741i,0.0021498-0.00091495i,0.00061517-0.0017274i,-0.00038278-0.0013922i,-0.00014554-0.0012918i,-0.00016025-0.00066826i,-0.00022509-0.0010322i,0.0010094-0.0024169i,0.0022888-0.003883i,0.0020875-0.002975i
0.0032683-0.00333i,-0.00046052-0.0052365i,-8.6787e-05-0.0051547i,0.0022586-0.004287i,-0.0013104-0.0049329i,-0.0039178-0.0022227i,-0.0023694+0.00087732i,-0.002648+0.0012936i,-0.0038101+0.0016164i,-0.0031323+0.0019877i,-0.00080273+0.0012013i,0.00042938+0.00046797i,-0.00019574+0.00042289i,-0.0010422+0.00033855i,-0.001423-0.00033564i,-0.001029-0.00050638i,-0.00060487+0.00037851i,-0.00046128+0.00084356i,4.9733e-05+0.00098275i,-0.00054684+0.0013027i,-0.0023665+0.0012443i,-0.003418+0.00048401i,-0.002895+9.7715e-05i
-0.00017687-0.0042633i,-0.004179-0.0012111i,-0.0033396+0.0010431i,-0.0010024+0.001376i,-0.0026818+0.0029566i,-0.0023625+0.0034207i,-0.0015368+0.0019163i,-0.0023341+0.0011052i,-0.0016909+0.0015686i,0.00014702+0.0013885i,0.0013388+0.00056822i,0.00067783+0.00030325i,-0.00035842+0.00013784i,-0.00019547-0.00036329i,-0.00034765-0.0013676i,-0.00063775-0.0011623i,-0.00047451-0.00010935i,-0.00043528-0.00018671i,-0.00013094-0.00017074i,0.00056822+0.00030385i,0.0017496+0.0018912i,0.0024962+0.0036657i,0.0026799+0.0031177i
-0.004163-0.0031213i,-0.0049067+0.0004456i,-0.0041104-0.00038945i,-0.0051029-0.0016695i,-0.0045238+0.0023841i,-0.0011356+0.0026304i,-0.00086157+0.00081294i,-0.0020687+0.00064156i,-0.0019032+0.0019687i,-1.7796e-05+0.0031538i,0.0017319+0.0022183i,0.0022658+0.00079037i,0.0022359-0.00021747i,0.0015641-0.00033951i,0.00021095-0.00066212i,-0.0011076-0.0013672i,-0.0012948-0.00074298i,-0.0010216+0.00043948i,-0.00072703+0.0010958i,-0.0015597+0.00092394i,-0.0011975-0.00058624i,0.00088882-0.002123i,0.0012188-0.0019695i
-0.0034386-0.0034146i,-0.0017836-4.869e-05i,-0.002178-0.00062228i,-0.0047041+6.8623e-07i,-0.0024669+0.0027938i,-0.001392+0.0016361i,-0.0023116-0.00052136i,-0.0031843-0.00084972i,-0.0037863+9.9806e-05i,-0.0026765+0.0014274i,-0.0024409+0.0019455i,-0.0014205+0.0022829i,0.00044296+0.0026121i,0.00058337+0.0019182i,8.9554e-05+0.001185i,-0.00017597+0.00077623i,7.8442e-05+0.0010176i,0.00044655+0.0014733i,0.00074989+0.0018273i,0.00053819+0.0013975i,-0.00090683+0.0014628i,-0.0022319+0.0016409i,-0.0027551+0.00018004i
-0.0039648+0.0024726i,-0.00019169+0.0030224i,0.00044498+0.0047034i,0.00053089+0.0074758i,0.0038969+0.0039438i,0.0020505-0.00074982i,-0.0013123-0.0012986i,-0.0023798-0.00068628i,-0.002041+9.6637e-05i,-0.00034074-0.00060036i,0.0006003-0.0013308i,-0.00014836-0.00053598i,-0.00063154+0.00018175i,-0.00071895+0.00037028i,-0.00071905+0.001249i,-0.00075254+0.0013044i,-0.00014003+0.00068366i,0.00029943+0.0012137i,0.00053992+0.0012537i,0.0011909+0.00037393i,0.0022624+0.00096514i,0.0034059+0.0022597i,0.002835+0.0024895i
-0.0049099+0.0054866i,-0.0020274+0.0031774i,-0.0017758+0.0028385i,-0.00073073+0.0032791i,-0.00014385+8.3229e-05i,-0.00092138-0.00058219i,-0.0011728+7.8277e-05i,-0.0022275-0.00053237i,-0.0023933+0.00072128i,-0.00086371+0.0017349i,0.0011231+0.0014021i,0.0017601+0.00090266i,0.0014609+3.2555e-05i,0.00055923-0.00070411i,-0.0010386-0.00087599i,-0.0016582+8.7667e-05i,-0.00090372+0.0010753i,-0.00080585+0.0010423i,-0.00093402+0.00028664i,-0.0013578-0.00019875i,-0.0015805-0.0011118i,-0.0004419-0.0024255i,0.00061202-0.0025058i
0.00098371+0.0028606i,0.0011391+0.00029032i,0.0020152+2.4167e-05i,0.0030875+0.00066316i,-0.00041513-0.00012747i,-0.00191-0.00043024i,-0.0011833-0.001495i,-0.0028603-0.0014446i,-0.0044882+0.00069626i,-0.0035354+0.0032398i,-0.00094016+0.0042599i,0.0010572+0.0044536i,0.0014079+0.0042955i,0.0012382+0.0029405i,0.0012006+0.0015766i,0.0011692+0.0013193i,0.00081685+0.00039502i,0.00092632-0.00032418i,0.0015434+0.00029592i,0.0015329+0.0008728i,0.00083943+0.0013757i,-0.00080295+0.0018567i,-0.0015932+0.001243i
0.0061983+0.0027292i,0.0033785+0.0012676i,0.0015121-0.00018153i,0.00056392-0.0018525i,-0.0017048-0.0002396i,-0.0020514+0.00017388i,-0.0022946-0.0013291i,-0.0039983-0.00080387i,-0.0043891+0.00099551i,-0.0032374+0.00054611i,-0.002096-0.00073495i,-0.0018759+0.00043709i,-0.0014292+0.0010871i,-0.00095339+0.00032598i,-0.00074089+0.00065729i,0.0001818-5.9816e-05i,0.0010905-0.0017588i,0.0011942-0.0020921i,-1.0415e-05-0.0013474i,-0.00033422-6.6272e-05i,0.00049801+0.0008875i,0.0015383+0.0012345i,0.0023629+0.0013328i
0.0045675-0.0033055i,0.0023485-0.0032025i,-0.00023589-0.0045631i,-0.0040629-0.0050608i,-0.0058223-0.0015888i,-0.0049328+0.0001294i,-0.005018-0.00024707i,-0.0048841+2.6641e-05i,-0.0029341+0.0010118i,-0.00028868+0.0024461i,0.0018043+0.0025854i,0.0022047+0.0021049i,0.001856+0.0018784i,0.0012818+0.00069195i,0.00018271-0.0004223i,9.5952e-05-0.00031436i,7.1962e-06+0.00040767i,-9.2242e-05+0.00032293i,7.9412e-05+4.7481e-05i,0.00013321+0.00014888i,4.8397e-06-0.00056358i,-6.2791e-06-0.0017718i,0.0001793-0.0018142i
0.0017863-0.003453i,-0.00068657-0.0019994i,-0.0030755-0.00057117i,-0.0045796+0.0015593i,-0.0023161+0.001465i,-0.0018398-9.0711e-05i,-0.003331+0.00024354i,-0.0038908+0.0012651i,-0.0033692+0.0024279i,-0.0018029+0.002967i,0.00026342+0.0030156i,0.0020528+0.0031035i,0.0026756+0.0022012i,0.0025892+0.00028862i,0.0018426-0.00057294i,0.00056179-0.00094104i,-0.00021904-0.00090394i,-0.00060176-7.6195e-05i,0.00032899+0.00085866i,0.0014698+0.0015191i,0.0010971+0.0020617i,0.00019822+0.0026238i,0.00019647+0.0028129i
-0.00067513-0.0054261i,-0.001081-0.0036817i,-0.0013871-0.0019068i,-0.0015233-0.00021126i,-0.0022869-0.00086726i,-0.0033571-0.00025526i,-0.0026163+0.00079826i,-0.0031325+0.0011126i,-0.00362+0.0019002i,-0.0027926+0.0017606i,-0.002078+0.0017032i,-0.00092237+0.0017482i,0.00018419+0.00080927i,0.00065292-0.00022303i,0.00012483-0.0009668i,-0.00046383-0.0015117i,-0.00067417-0.00075391i,-0.00093497-0.00021355i,-0.001171-0.00094245i,-0.00058407-0.0018347i,0.0011539-0.0020672i,0.0020402-0.00086058i,0.0017501+0.00028945i
-0.0026932-0.0057928i,-0.0033446-0.0030553i,-0.0035172+0.00093617i,-0.00426+0.002563i,-0.0060732+0.0014871i,-0.0044939+0.0021914i,-0.0019944+0.0014392i,-0.002443+0.00050207i,-0.0028819+0.0010014i,-0.0015967+0.00066301i,0.0002177-5.8348e-05i,0.0010299-0.00014721i,0.0012999+0.00066027i,0.00097116+0.0011858i,0.00034924+0.00064627i,-0.00015763+0.00079378i,-0.0012277+0.0013942i,-0.0014506+0.0021296i,-0.00060169+0.0023386i,8.8426e-06+0.0011977i,-0.00040973+6.9581e-05i,-0.0011829-0.0007691i,-0.0010099-0.00074551i
-0.003825-0.00074445i,-0.003021+0.0014569i,-0.0012228+0.0020497i,0.00050978+0.00075447i,-0.00024146+0.0024317i,-0.00027888+0.0026394i,-0.00038493-2.3871e-05i,-0.0017685+0.0012256i,-0.0018767+0.0036348i,6.1939e-05+0.0033663i,0.0016029+0.0029174i,0.0014454+0.0026478i,0.00086811+0.001593i,-0.00021476+0.000382i,-0.00077594+3.4218e-05i,-0.0011184+0.00037136i,-0.0010096+0.00054387i,0.00029819-7.4813e-05i,0.0012289-0.00059258i,0.0011305-0.00013286i,0.00065666+0.00099051i,0.00030249+0.0017733i,0.000674+0.0016564i
-0.0031042+0.001456i,-0.0013935+0.0015275i,-0.00033874-0.00032868i,-0.0015614-0.00064811i,-0.0011634+0.0023499i,0.00038293+0.001678i,-0.00058671-0.00074154i,-0.0017092-3.8075e-05i,-0.0020539+0.0017287i,-0.001127+0.0015065i,0.0004905+0.0011352i,0.000625+0.001309i,-0.000233+0.0013826i,-0.0011526+0.00041339i,-0.0019878-0.00053876i,-0.0014915-0.00011128i,-0.00042358+0.000596i,-0.00093714+0.0004026i,-0.00060463+0.00045635i,-0.00028008+0.00026619i,-0.00095681-0.00075152i,0.0013905-0.0013002i,0.0030362-0.0004619i
-0.0016544+0.0010951i,-0.0010006+2.4477e-05i,-0.0017676-0.00056437i,-0.0022139+0.0021131i,-0.00023234+0.0025332i,-0.0009822+0.00053479i,-0.0023923-0.00035706i,-0.0015346-0.0012235i,-0.0020552-0.0010706i,-0.0019266-0.00058646i,-0.0010617-0.00025797i,-0.0007034+0.0011839i,-4.0304e-05+0.0022108i,0.00060515+0.0016793i,0.00074791+0.00067344i,0.00049714+7.9024e-05i,0.00067135+0.00030607i,0.00074049+0.0010041i,0.00077617+0.0014781i,0.0010216+0.0015917i,-0.00015256+0.0010845i,-0.0014099+0.00051652i,-0.0012066+0.00047981i
0.0015697+0.0011193i,0.0011181-0.0004617i,-0.0010318+0.0011484i,-0.0010076+0.0024081i,0.00053225-0.0016493i,-0.00052307-0.0021789i,-0.0027304+0.00085367i,-0.0036409+0.00081416i,-0.00221+0.00091214i,-1.9071e-05+0.0015333i,0.0011541+0.0016925i,0.0011873+0.0013144i,0.00068008+0.00064055i,-5.6609e-05+0.00054237i,0.00010093+0.00035378i,0.00023919+0.00043614i,-0.00032324+7.2261e-05i,-0.00041407-0.00047052i,0.00014658-0.00050767i,0.00072012+0.00041724i,0.00054308+0.000717i,0.00044346+0.00022836i,0.00024313+0.00059449i
0.0011232-0.00024844i,0.00029472-0.0023655i,0.00057529-0.0011311i,0.0013575+0.00035411i,-0.00085943-0.00084296i,-0.0019802-0.00089161i,-0.001894-3.0691e-05i,-0.0032793+0.00061595i,-0.0036396+0.0016857i,-0.0021605+0.0022001i,-0.0011072+0.0023839i,-0.00071093+0.0026559i,-0.00014171+0.0019015i,0.00049232+0.0010071i,0.00027074+0.00033092i,-0.00014386-0.00036119i,0.00082194+0.00011655i,0.0017639+0.00017051i,0.0013815-0.00024565i,0.00092546-5.2374e-05i,0.00048898-0.00029502i,-0.00026934-0.0010777i,-0.00051343-0.0014199i
0.0021937+0.0034601i,0.0031899+0.0043786i,0.0063366+0.0055969i,0.0074788+0.0025836i,0.0037187-0.00032431i,-0.00011536-0.0013397i,-0.0023386-0.0020136i,-0.0038225-0.00026219i,-0.0038268+0.0016144i,-0.0023312+0.0018358i,-0.0011206+0.0012563i,-0.00043254+0.00040693i,0.00016852+0.00056785i,0.00074525+0.00030684i,0.00073776-0.00045306i,-4.3816e-05-0.00077471i,0.00072512-0.00069926i,0.0017297-0.00020264i,0.0012182+0.00087553i,0.00048274+0.001407i,0.00020819+0.00080503i,-6.5265e-05+0.00097992i,-0.0002912+0.00051716i
0.0010258-0.0016913i,-4.9017e-05-0.0014059i,-0.00086033-0.0026973i,-0.0022194-0.0037958i,-0.0031769-0.0011169i,-0.0030211-0.00014336i,-0.0029836-0.0012325i,-0.0029263-0.00029761i,-0.0021133+0.0014149i,-0.0002772+0.0017946i,0.0015405+0.0013756i,0.001853+0.00067044i,0.00060532-0.0001854i,-4.804e-05-0.00025761i,-0.00057904-0.00032366i,-0.00099011-0.00046987i,-0.00079193-0.00057794i,-0.00042656-0.00043048i,-0.00066766+7.6848e-05i,-0.0004677-0.00029901i,0.00083409-0.00065778i,0.001056-9.1296e-05i,0.00099312+0.00047846i
0.0031812-0.0042116i,0.0014343-0.0049476i,-0.00234-0.0065506i,-0.0051657-0.0035547i,-0.0039712+0.0015873i,-0.0034557+0.0023129i,-0.003264+0.0011824i,-0.0026895+0.00090173i,-0.0029595+0.001499i,-0.0020054+0.0028535i,0.00029517+0.0030896i,0.0015387+0.0024155i,0.0014829+0.0020093i,0.00093168+0.0011069i,0.00020401+0.00040023i,3.4223e-05-0.00021894i,0.0002721-0.00033309i,-0.00034063+0.00025801i,-0.0003323+0.00053892i,0.0010487+0.00066404i,0.00087335+0.00083146i,0.00014393+0.00080536i,0.00046258+0.00010288i
