-0.0013109+0.00012582i,-0.001433-0.0014426i,-0.00064719-0.0016737i,-0.00023992-0.0015004i,-0.00091954+0.00022165i,-0.00057217+0.0019832i,1.1488e-05+0.0020377i,0.00087421+0.0016232i,0.0010145+0.0019519i,0.00022527+0.001056i,-0.00024953-0.00050853i,-0.00037009-0.00091825i,-0.00061282-0.00044598i,-0.00081501+9.8734e-05i,-0.00098711+0.00068527i,-0.0011319+0.00084863i,-0.00044336+0.00023777i,0.00066938-0.00025979i,0.0004943-8.3135e-05i,-0.00018807-6.8057e-05i,0.0001733-0.00032347i,-0.00011921-0.00022052i,-0.00033504-0.00015594i
-1.2155e-05+0.001039i,-0.00014446-0.00056401i,0.0003511-0.00056107i,0.00031367-9.5784e-05i,9.3241e-05-0.00061531i,0.00078646+1.9756e-05i,0.0011395+0.0015418i,0.00091011+0.0015399i,0.00080491+0.0012367i,4.4252e-05+0.00027382i,-0.00081876-0.00031175i,-0.00055089-6.2918e-05i,0.00069144+0.0001814i,0.00069999+0.00033435i,-5.488e-05+4.5629e-05i,-0.00054843+0.00081978i,-0.00035731+0.0013505i,0.001045+0.0014456i,0.00071189+0.0010693i,-3.4023e-05-8.565e-05i,0.00029269+3.4049e-05i,-0.00024727+0.00044151i,-0.00090113-9.1333e-05i
0.00019976-0.0026385i,0.00037229-0.0019706i,-0.00088385-0.0024492i,-0.0016804-0.0016801i,-0.0014486-0.00035842i,-0.00045402+0.0003416i,0.00078948+0.00064288i,0.001253+0.00081061i,0.00082997+0.00097088i,0.00058966+0.00054554i,0.0005199-0.0002841i,0.00021931-0.0002829i,-0.00018401+0.00011908i,-0.00049626+0.00022457i,-0.00052518+0.0001008i,-0.00012456-0.00029162i,-0.00057428+0.00029469i,-0.00087897-9.3311e-06i,-5.9672e-05-0.00045137i,-2.6619e-05-0.00025714i,-0.00057708-0.00023598i,-0.00061292+0.0004886i,-0.000235+0.00061366i
0.0014405+0.0019352i,0.001166+0.0010534i,0.001352-0.00088021i,0.00013567-0.0016749i,-0.0014167-0.0018946i,-0.0010994-0.0010564i,-0.00059204+0.00054725i,-0.00047238+0.0011127i,6.1142e-05+0.00057671i,0.00048349-0.00063799i,0.00037744-0.0013496i,-6.4146e-05-0.00093536i,-0.00073877-0.00054418i,-0.00056031-3.4841e-05i,-0.00032869+0.00036744i,0.00028812-0.00038342i,0.001302-0.00043842i,0.0014525-0.00026313i,0.00059936-0.00038914i,-0.00034395-0.00030108i,-4.2406e-06-0.00041022i,-1.3393e-05-0.00069195i,-0.0009644-0.00037381i
-0.00066928+0.00065875i,-0.0005052-8.169e-05i,-6.9586e-05-0.00079031i,-0.00018983-0.00070145i,-0.0005405-0.0004039i,-0.00048219+0.00031126i,-0.00019425+0.00081707i,-0.00036641+0.00092035i,-8.6679e-05+0.00095051i,-5.1901e-05+0.0010881i,-0.00091432+0.00021983i,-0.0011031-0.00055382i,-0.00064517-0.0003947i,-0.0005037+0.00010453i,-5.5187e-05+0.00016049i,-0.00028237-0.00021653i,-0.0001734-1.2599e-05i,0.00031883+0.00065031i,0.00074469+0.00034483i,0.00054019+0.00032099i,4.6631e-05+0.000812i,0.00047444+0.00085799i,0.00030119-2.3576e-05i
0.00081604-0.00017081i,0.00056392-0.00018109i,-0.00012627-0.00033719i,0.00040371-0.0006671i,0.00016491-0.0007601i,0.00065963-0.00097066i,0.0011028-0.00052764i,0.0007337+0.00096423i,0.00029771+0.0011288i,0.00035223+0.00019011i,-0.00013025-0.00034988i,-0.00098414-0.0011091i,-0.0010589-0.0014395i,-0.00071275-0.0010529i,9.7518e-05-0.0006876i,0.0010407+0.00088133i,0.0010736+0.00098832i,0.00050018+0.00039256i,-6.1621e-05+0.00025069i,-0.00081963+0.00017053i,-0.0011696-0.00011807i,-0.00053303-0.00027383i,-0.00020475+1.4328e-05i
0.00020693-0.00082862i,-0.00043157-0.00046966i,-0.00098009-0.0013375i,-0.0017772-0.0011553i,-0.0010492-3.604e-05i,-0.00071236+0.0012619i,5.485e-05+0.00097166i,0.00068474+0.00015649i,0.00070398+0.00027449i,0.0001709+0.00089049i,-0.00082896+0.00076004i,-0.00076478+0.00034226i,0.00011727+0.00016061i,0.00059861-4.0875e-05i,0.00061595-0.00031713i,0.00016422-0.00043268i,0.00014637-3.1282e-05i,0.00086815+0.00020266i,0.0006825+0.00061205i,0.00030659+0.00091759i,3.1575e-05+0.00041516i,-0.00018284+0.00020337i,-0.00038167+0.000402i
0.00075317-0.0019482i,0.0018314-0.0014092i,0.00053514-0.00062888i,-0.00098359-0.0001481i,-0.0020601+0.00031031i,-0.0021084+8.7407e-06i,-0.00064959+0.00020149i,-0.00011827+0.0016875i,-0.00028878+0.0017667i,-0.00045357+0.00070055i,-0.00055656-2.186e-05i,-5.0921e-05-0.00047648i,0.00055446+0.00020346i,0.00040563+0.00062894i,-0.00025902+0.00011774i,-0.00036713+0.00018169i,-0.00024689+0.00070682i,-2.3191e-05+0.00090701i,-0.00036509+0.00045435i,-0.00073931-0.00020322i,-0.00057529+0.00016557i,-0.00042757-3.6752e-05i,-3.4526e-05-0.00031812i
0.0014609+0.001189i,0.0016319+0.00018944i,0.00078952-0.00067455i,0.0004321-0.0011229i,0.00027654-0.0013683i,-0.00029116-0.00089879i,0.00040699+0.00057439i,0.0004861+0.0015274i,0.00022981+0.00084722i,0.00070288-0.00033044i,0.00070376-0.00035683i,-0.00040382+0.00023873i,-0.00064424-7.1145e-05i,-0.00050769-7.8104e-05i,-0.00027708-5.381e-05i,0.00045198+1.2374e-05i,0.00066803+0.00032077i,0.0010735+0.00011512i,0.0010004-0.00080217i,0.00021236-0.00021778i,-0.00014741+0.00042867i,0.00026966-4.0498e-06i,7.8179e-05-0.00047637i
-0.00021125+0.00035077i,-0.00070364-0.00086552i,-0.00023539-0.0010603i,-0.00059254-0.0012057i,1.5808e-05-0.00053058i,0.00056243+0.00050501i,-0.00021131+0.00094864i,-0.00042215+0.0009002i,0.0001895+0.00062699i,0.00056596+0.0010865i,-6.8164e-05+0.0010019i,-0.00082928+3.8992e-05i,-5.974e-05-0.00037874i,0.00031146+4.3277e-05i,3.0543e-05+5.2009e-05i,-0.00013133-0.00034198i,-0.0005904-0.00024525i,-0.00087983-0.00020379i,-0.00019996-0.0004097i,0.00079706-0.00016764i,0.00044453-1.5281e-05i,-0.00063932+0.00014094i,-0.00081925+0.00039489i
0.00089913+0.00059716i,0.00043886-0.00048045i,-1.6354e-05-0.0020383i,-0.00073899-0.001306i,-0.0010588-0.00040411i,-0.00052717-0.00015209i,0.0003533-0.00010562i,-7.0635e-05-0.0001442i,-0.00070037-0.00066784i,-0.00019199-0.0012912i,0.00041793-0.00055806i,0.00011079+0.00068585i,-0.00060814+0.0005166i,-0.00071807-0.00034516i,0.00018426+0.00022969i,0.00066395+0.00093512i,0.00085324+0.00056862i,0.00090439+0.00068099i,0.00019383+0.00023541i,9.9052e-05-0.00045019i,-0.00010459-0.00045834i,-9.0618e-05-0.00045489i,-8.1605e-05-0.00036385i
0.0014973+0.0022627i,0.0016772+0.0013527i,0.0014668-0.0006337i,0.00061726-0.0021753i,-0.00052228-0.0017873i,-0.0011739-0.00068676i,-0.00085999+0.0005049i,-0.0002212+0.0010607i,0.00049802+0.00081597i,0.00028052+0.0005519i,-0.00025028+0.00033677i,-0.00033589+0.00031276i,-0.00064493+0.00090643i,-0.00088666+0.00088922i,-0.00077392+0.00034522i,-0.00062829+0.00071507i,-0.00046641+0.00069882i,-0.00015298-0.00063269i,-0.00012223-0.00098902i,-6.9165e-05-0.00058342i,0.00023088-0.00026907i,0.00055278+7.4236e-05i,0.00022877+0.00054425i
-0.0010426-0.0004115i,-0.0014669-0.001261i,-0.00068318-0.001035i,-0.00032256-0.00050299i,-7.8263e-05-0.00070425i,0.00061914-0.00028441i,0.00050281-0.00038204i,-0.00017877-0.00022825i,-0.00010021+0.0006478i,0.00013805+0.0010821i,-0.00071933+0.00094872i,-0.001522+0.00031232i,-0.00083375-0.00032977i,0.00013644-0.00027148i,-0.00026092+0.0005528i,-0.00033258+0.00056058i,-7.7434e-05+7.251e-05i,-0.00013721-0.0002004i,0.00029584-0.00018732i,0.00022315+0.00027377i,-0.00045207+0.00097912i,-0.00062109+0.00069796i,-8.1935e-05+0.00010688i
-0.0002692+0.0002144i,0.00051857+0.00073059i,0.00085959-0.00025635i,0.00021236-0.00042099i,0.00031452-7.7932e-05i,0.0005071-0.00015107i,-3.5399e-05+0.00015933i,-6.1051e-05+0.000583i,6.619e-06+0.0001826i,0.00021831-0.0013986i,0.0006922-0.0019358i,0.00031224-0.0014741i,-0.00049413-0.0011946i,-0.00049844-0.00061052i,-0.00023685+0.00018143i,5.454e-05+0.0010195i,0.00047653+0.00052837i,0.00013787-0.00011481i,-0.0001268+4.852e-05i,0.00017052+0.00087495i,0.0004272+0.00095932i,0.00042691+0.00021486i,-3.135e-05+0.00039434i
-0.00092849+0.00070788i,-0.00031107-0.0010124i,0.00055059-0.0021863i,0.00025566-0.0024345i,-0.00013005-0.0017342i,-0.00014313-0.0011754i,-1.4147e-05+0.00037965i,0.00057417+0.0015301i,0.0009561+0.00087444i,0.00080276-0.00032893i,0.00014912+3.7554e-06i,-0.00051792+0.00073825i,-0.00090579+0.00045044i,-0.00077268+0.00046671i,-0.00066277+0.00090549i,-0.0010847+0.0010505i,-0.00074994+3.8185e-05i,-0.0005501-0.00085779i,-0.00043165-0.00075144i,-3.5538e-05-0.00027337i,-0.00017094-7.3818e-05i,-3.707e-06+9.036e-05i,-9.6036e-05+1.7838e-05i
0.00024212+0.0022253i,0.00043397+0.0015163i,-5.5085e-05+0.00017178i,-0.00060343-0.0010914i,-0.00028702-0.001419i,0.00015715-0.00078416i,-6.2952e-05-0.00028453i,0.00064136+0.00011938i,0.001031+0.00042957i,0.0004662-0.00049683i,-0.00010771-0.00096792i,-0.00039176-0.00096386i,-0.00077949-0.00077485i,-0.00096619-0.00024274i,-0.00052665-8.9353e-05i,5.8653e-05+0.00057645i,0.0003255+0.00030741i,1.668e-05-0.00022914i,-0.00071013-0.00025772i,-0.0015441+0.00023877i,-0.0012201+0.00019088i,-0.0001492-0.00041592i,0.00016042-0.00066024i
-0.00053759-0.0022961i,-0.00069798-0.0018706i,-0.0013591-0.00094652i,-0.0018855-0.00087604i,-0.0016828-0.00071932i,-0.0009365+0.00021738i,-7.4051e-05+0.00079645i,0.00015246+0.00084759i,-0.00023655+0.0004798i,-0.00018997+9.7023e-05i,0.00088191+0.00051088i,0.00015324+0.00066936i,-0.00042585-0.00041868i,0.00090864-0.0010762i,0.00081496-0.0011377i,3.7133e-06-0.00090087i,-0.00021957-0.00090618i,0.00072065-0.0003754i,0.0010243+0.0002975i,0.00051509+0.0001363i,0.0007441+0.00067663i,0.00068647+0.00069545i,0.0008178+6.2438e-05i
0.0015955-0.0019124i,0.0011446-0.001303i,0.0007034-0.0021705i,0.0001643-0.002296i,-0.00061526-0.00093118i,2.7412e-05+0.00095594i,0.001083+0.0013412i,0.0014871+0.00054374i,0.00063298-3.5839e-05i,-5.72e-05-0.00017047i,-0.00050567+0.00025363i,-0.00068429+0.00065142i,-0.00012991+0.00040315i,0.00074781+0.00047786i,0.00061109+4.1823e-05i,-6.6215e-05-0.00086019i,0.00019194-0.00023506i,0.00045926+0.00067329i,0.00060046+0.0014057i,0.00030026+0.0013462i,-0.00013597+0.00029133i,-2.8611e-05-0.0001662i,-0.00012689-0.00063784i
-0.00025535+0.0002662i,-0.00019715-0.0018132i,-0.00018894-0.002404i,-0.0012153-0.0015724i,-0.00074819-0.00036504i,0.00022711+0.00092802i,-9.7785e-06+0.0014232i,-0.00068359+0.0013878i,-0.00029838+0.0011315i,0.00018788+0.00043818i,-0.00024823+0.00012268i,-0.00055197+0.00024284i,0.00028776+0.0005911i,0.00071406+0.00050048i,-0.00011006-8.3692e-05i,-0.00044243+0.00015454i,-0.00020774+0.00055581i,2.7531e-05+7.8907e-05i,0.00013235-0.00075551i,0.00065722-0.00031897i,0.00045383+2.6841e-05i,-0.00012503-9.5814e-05i,0.00026217+0.00015816i
0.000491-0.0015948i,0.00079283-0.0012576i,0.0001703-0.00019129i,-0.0008454+0.00024008i,-0.00065892+0.0006618i,0.0004756+0.00064859i,0.0011354+0.00089595i,0.001041+0.0016834i,7.4014e-05+0.0011301i,-0.00088132-0.00017055i,-0.00082541+0.00021087i,-0.00037476+0.00061696i,-0.00018631+0.00018899i,-5.7629e-06+2.6494e-05i,-0.00049117-0.00015099i,-0.00045286-3.2096e-05i,5.358e-05+0.00039358i,0.00026486+0.00051664i,0.00019173+0.00090044i,-0.00034564+0.00060444i,-0.00044795+0.00012277i,-0.00039381-3.0015e-05i,-0.00027409-0.00027278i
-0.001051+0.0021305i,-0.00083607+0.0018757i,-0.00018785+0.0011392i,1.1119e-05+7.159e-06i,1.3138e-05-0.00035322i,0.0006266+9.6879e-05i,0.00053091+0.0004347i,0.00011505+0.0011027i,0.00016799+0.00090825i,-2.2983e-06-0.00041562i,0.00016709-0.00049562i,6.5064e-05-0.00020374i,-0.00036489-0.00087715i,-0.00031302-0.00082666i,-0.00073262-0.00030293i,-0.0010599+0.0001137i,-0.00039807+0.00067899i,8.4143e-05+0.0012581i,-0.00042001+0.00037139i,-0.00070344-0.00014481i,-0.00060056+0.00044601i,-0.00021891+0.00069892i,0.00065132+0.00052301i
0.0029873-0.0015709i,0.002139-0.0014604i,0.00082688-0.0026102i,-0.0010085-0.0028397i,-0.0024411-0.0016277i,-0.0026307-0.00095567i,-0.00094042-0.0001083i,0.00017487+0.0011147i,-0.00021392+0.0011337i,-0.00077833+8.7825e-05i,-0.00078695-0.00053046i,0.000572-0.00012783i,0.0010067-0.00081378i,-5.908e-05-0.00064951i,-0.00034396+0.00092601i,-3.6865e-05+0.0010307i,0.00055809+8.268e-05i,0.0014581-0.00028736i,0.0011781-0.00012276i,0.000869-0.00017618i,0.00069213-0.00017284i,5.5831e-05+0.00039359i,-0.00043878+0.00089685i
0.00027469-0.00087427i,0.0012758-0.00075156i,0.00074165-0.00092382i,-0.00049249-0.00054145i,-0.001206+0.00027723i,-0.00090235+0.0011768i,0.00043683+0.0015106i,0.0010372+0.0015929i,0.00065885+0.00066372i,-0.00049428+0.00043159i,-0.0010889+0.0013559i,-0.00069042+0.0009385i,8.4562e-05-0.00016574i,-4.8567e-05-0.0002566i,-0.00040299+0.00023697i,-0.00015357-0.00013394i,-0.00021083-0.00090147i,-0.00019046-0.00038511i,-8.5111e-06+2.4221e-05i,0.00082882+0.00019494i,0.00040771+0.00040803i,-0.00019634+0.00016268i,0.00025625+0.00056711i
-1.4105e-05-0.00053285i,0.00018935-0.0010508i,0.00051073-0.00018266i,0.00084862+0.00033141i,0.00044892+0.00012687i,0.00073549-0.00070076i,0.000714-0.00072261i,5.9046e-05+0.00040357i,-0.0007037+0.00058543i,-0.00075705-0.00069884i,-1.478e-05-0.001054i,-0.00011065-0.00045917i,-0.00052579-0.0010302i,-0.00032842-0.0015349i,-6.5566e-05-0.00096967i,6.5617e-05-0.00057881i,0.00026888-5.9536e-05i,0.00038164+0.00077752i,-0.0002632+0.00096623i,-0.00085185-2.4896e-05i,-0.00020959-0.00027049i,0.0004173-9.4334e-05i,1.0038e-06-0.00020785i
0.00079421+0.00094342i,-0.00047103-9.5231e-05i,-0.00046291-0.0010019i,-0.00037518-0.0021541i,-0.00065158-0.0018177i,-0.00077789-0.00037156i,-0.00063138+0.0010973i,-0.00044424+0.0018996i,0.00056385+0.00081025i,0.0014545-0.00059412i,0.0015666-0.00062707i,0.001034+0.00052139i,0.00032201+0.0012517i,-0.00039965+0.0007017i,3.4586e-05+0.00047563i,0.0007851+0.0010348i,0.0003043+0.0009574i,-0.00055196+0.00011723i,-0.00082267-0.00024019i,-0.00060137-0.00039291i,-0.00022667-0.00045131i,-0.00011822-7.3354e-05i,9.3584e-05-0.00030539i
-0.0008816+0.00031293i,-0.0011407-0.00067376i,-0.0012663-0.00215i,-0.0011851-0.0011635i,-0.0010003+0.00094966i,-0.000499+0.001076i,-0.00061554+0.00017611i,-0.00042564-0.00019956i,-0.00065338+0.00024297i,-0.0009521+0.00035772i,-0.00074452-0.00029801i,-0.00041695-0.00071048i,-0.00014489-0.00051872i,-0.00014789+1.9514e-05i,-9.1149e-05+0.00015367i,1.9564e-06+4.5904e-05i,-0.00050756-1.9484e-05i,-0.00041477+5.9488e-05i,-8.1741e-06+0.00041143i,-0.00022201+0.00081503i,-0.00071121+0.0011321i,-0.00081543+0.00084983i,-0.00021622+0.00030136i
0.0018784+0.0015462i,0.0014397+0.000591i,0.0015294-0.0005315i,0.0007511-0.00086739i,-3.675e-05-0.0012225i,-0.00098297-0.00093959i,-0.0014146+0.00020235i,-0.00041271+0.00069037i,0.00030852+0.00048904i,0.00063402-0.00038585i,0.00056447-0.00037863i,0.00043709+0.00012744i,0.00027704+0.00012426i,-0.00052755+5.8106e-05i,-0.00062312+0.0004482i,-0.00028621+0.0010694i,0.00032618+0.00053988i,0.00072351-0.00040989i,0.00084439-0.00086943i,0.00016017-0.0003413i,-0.00066934+0.00015281i,-0.00054533+0.00013786i,-0.00047797-2.7791e-05i
-0.00038763-0.00032321i,0.00036103+0.00044593i,0.0007353+0.001348i,-0.00049811+0.00045672i,-0.00074-0.00056826i,-0.00031787-0.0011288i,-0.00022906-0.00095143i,0.0002059+0.00019641i,-3.7135e-05+0.00040706i,-0.00081428+0.00039804i,-0.00077567+0.00046738i,-0.00052759+0.00015037i,-0.00057707-0.00052646i,-3.7266e-05-0.00040019i,-0.00017994+0.00049749i,-0.00011873+0.00078392i,0.00024386+9.8708e-07i,0.00022138-0.0008401i,0.00012827-0.00076399i,0.00048736+4.5493e-05i,0.00076+0.00049376i,0.00032548+0.00047143i,0.00026082+0.00051287i
0.00053919-0.0007583i,0.00044096-0.001432i,-0.00030843-0.0021696i,-0.00042873-0.00092305i,-0.00053696+0.00028534i,6.4743e-07+0.00090415i,1.5184e-05+0.0011545i,-0.00033754+0.00069206i,-9.91e-05+0.00017312i,-0.000217-8.0462e-05i,-0.00028006-1.8241e-05i,-0.00012017-8.9427e-05i,8.3627e-05-0.00082265i,0.00092276-0.0012797i,0.001173-0.00050231i,0.00012542+0.00018566i,-0.00067685-0.00015097i,-0.0010934-0.0004015i,-0.0009632-0.00060167i,-0.00010509-0.00035658i,0.000159-0.00010168i,6.8205e-05-4.209e-05i,0.00022898-0.00034326i
6.7758e-05+0.00045326i,-8.8438e-05-0.00015736i,-0.00026018-0.00095111i,-0.00014125-0.0012023i,7.755e-05-0.00047063i,0.00033501-0.00026759i,0.00070416+0.00024169i,0.00030269+0.0012792i,-0.0008487+0.0012672i,-0.0012234+0.0012061i,-0.00050952+0.00075981i,-0.00042296-0.00059515i,-0.00031177-0.001259i,0.00052596-0.0006642i,0.0013482-3.0448e-05i,0.00097486-3.0115e-05i,-0.0002362+0.00012793i,-3.8454e-05-1.152e-05i,0.00069509+0.00018172i,0.00068862+0.001064i,4.5295e-05+0.00044781i,-0.0010477-0.00060456i,-0.0014409-0.00050775i
-0.00072977-0.0005021i,-0.00097092-0.0010515i,-0.00048066+1.6356e-05i,-5.4315e-05+0.00067717i,-8.5681e-05+0.00023627i,0.00017566+9.9907e-05i,0.00014077+0.00068087i,-0.00015453+0.0011331i,6.4589e-05+0.00030066i,4.7336e-05-0.00024805i,-0.0002523-0.00015439i,-0.00039619-0.0005384i,-0.00072261-0.0010283i,-0.00078409-0.001109i,-0.0003831-0.00048354i,-0.00013578-0.00046627i,-0.00037101-0.00057976i,-0.00019449-0.00023956i,0.00046487-0.00021894i,0.00040439-0.00026944i,-0.00016431-0.0001764i,-0.00012885+0.00022571i,0.0004367+0.00022214i
-0.00055706+0.0024074i,0.00057032+0.0020049i,0.00049786+0.0010375i,-0.00021879+0.00058959i,-5.8598e-05+0.0006346i,0.00058831+0.00043669i,0.0006398+0.00039865i,-0.00054138+0.00084479i,-0.0002662+0.00081171i,0.00078001+0.00030492i,0.00038684+0.00067853i,-0.00024491+0.00031341i,-0.00012654-0.00039075i,0.0005381-0.0002943i,0.00027435-9.8116e-05i,-0.00038177+0.00040318i,-0.00033303+0.00052871i,-0.00036464+0.0001061i,-8.3339e-05-0.00020616i,0.00019544-0.00069298i,-0.0002547-0.00050285i,-0.00064567+0.00026531i,-0.00014047+0.00036591i
-0.00036875-0.00020264i,-0.00089373-0.0014935i,-0.0012534-0.0019416i,-0.0010188-0.0010716i,-0.00030047+5.8879e-05i,0.00040662+0.00023001i,0.00018503+0.00051268i,0.00018934+0.00096141i,0.00021464+9.1563e-05i,-0.00036619-0.0012001i,-0.00090871-0.0015841i,-0.0010524-0.0010296i,-0.0010124+0.00034191i,-0.00089619+0.00073985i,-0.00058747+0.00073558i,-0.00036448+6.3211e-05i,-0.00023067-0.00066514i,-0.00015879-0.00050336i,0.00084211-0.00061603i,0.00080436-0.00083162i,-0.00033036-0.0004943i,-0.00070625+0.00025i,-0.00068826+0.0005376i
0.0017772+0.0010562i,0.0022288+0.0013714i,0.0021068+0.00067929i,0.00017134-0.00011091i,-0.0001656-0.00073832i,0.00011709-0.00039266i,-0.00060092-0.00016501i,-0.00057193-0.00042225i,0.00011215-0.00011696i,-0.00040781+0.00014542i,-0.0007606-0.00015712i,-0.00023465-9.7511e-05i,0.00011881+0.00035094i,0.00015491+0.00070549i,0.00028634+0.00018446i,0.00025937-0.00047275i,0.0001648+0.00033158i,-0.0003212+0.0012933i,8.399e-05+0.0010512i,0.00026619+0.00049585i,-0.00087202+0.00026359i,-0.001265-1.7325e-05i,-0.000158-5.1165e-05i
-0.0016223-0.00074869i,-0.0012713-0.0018458i,-0.00015407-0.0022371i,1.96e-05-0.0017455i,0.00017575-0.0013896i,-0.00018823-0.00062657i,-0.00049907+0.0007977i,-0.00023416+0.0011302i,0.00048303+0.00064732i,0.00046665+0.00069234i,0.00012333+0.0003327i,4.357e-05-0.00045729i,-0.00073294-0.00044504i,-0.00097644-0.00069781i,-0.00029566-0.00063186i,0.00038787+0.00022086i,0.0010547+0.00038949i,0.00086015+0.00040171i,5.9244e-05+9.1007e-05i,-0.00041831-0.00020692i,-0.00040686-6.6091e-05i,-0.00040149-0.00029475i,-0.00058603-0.00015958i
0.0033955+8.1179e-05i,0.0040092+0.0014552i,0.0027449+0.00032823i,0.0010517-0.00095607i,0.00044744-0.00072255i,0.00030752-0.0001237i,0.00046665+0.00036392i,0.00065496+0.0015284i,-7.1779e-05+0.0015145i,-0.00068472+1.6835e-05i,-0.0010014-0.00072788i,-0.00097523-0.00036025i,-0.00077282+0.00050396i,-0.0004899+0.00077963i,-0.00041825-1.771e-05i,0.00015391-0.00043286i,0.00031738-0.00039241i,0.00019943-0.00023011i,0.00024852+0.00036039i,0.00040363+0.00023602i,-0.00027753-0.00070028i,-0.00086634-0.0010638i,-0.00052175-0.0012074i
-0.00031112+0.00058245i,6.2603e-05+0.00024144i,-0.00019756-0.00090342i,-0.00047185-0.0018869i,-0.0010739-0.00068482i,-0.0012329+5.5834e-05i,-8.6304e-05-0.00028513i,-0.00018492+1.8968e-05i,-0.00018738-0.00033234i,0.00041562-0.0004528i,0.00052413-0.00015258i,0.00032238-0.00016488i,-0.0008979+9.6782e-05i,-0.00098937+0.00046868i,0.00010219+0.00068373i,-7.1655e-05+0.0003125i,-0.00048344-0.00056287i,-0.00010934-3.0459e-05i,-0.00017552+0.0007781i,-0.00053862+0.00025481i,-9.7295e-05-0.00025309i,0.00071065+0.00048832i,0.00096502+0.00086585i
0.00043217+0.00141i,9.257e-05+0.00073353i,0.00075924+0.00062111i,0.0011845+0.00022735i,0.00070679-0.00037745i,0.00040091-0.00024095i,-8.2774e-05+0.0007679i,-0.00035441+0.0014806i,-0.00011314+0.0014494i,0.000109+0.00042921i,0.00067243-0.00036804i,0.00082814-0.00067148i,-0.00017823-0.00078925i,-0.00016309-0.00036388i,0.00040831+0.00060371i,0.00046325+0.00080526i,0.0003064-3.7852e-05i,-3.4317e-05-0.00051795i,-7.1065e-05-6.1267e-05i,-0.0004065+0.0005325i,-0.00069913+0.00062893i,-0.0008455+0.00037846i,-0.001035+0.00017336i
0.00060242-0.00087813i,-0.00021923-0.0012044i,-7.4299e-05-0.0015134i,0.00026331-0.0011612i,4.3293e-05-0.00069458i,0.0002812-0.00062223i,0.00076944-0.00050799i,5.3045e-05+0.00023974i,-0.00043401+0.00052948i,0.0001051+9.5436e-05i,0.00045682-0.00012533i,0.00036107-0.00027468i,0.00015383-0.00091207i,0.00017842-0.0011828i,0.00039706-0.00058632i,0.00056838-4.0534e-05i,0.00032975+0.00079852i,-0.00032809+0.0012023i,-0.00027731+0.001022i,3.4965e-05+0.00038894i,-0.00069121-0.00073346i,-0.0007534-0.00066225i,-0.00057379-0.0004093i
-0.0011494+0.00010567i,-0.00055529+0.0013183i,-0.00051311+0.0014039i,-0.00019838+0.0012059i,0.00037246+0.00097813i,0.0002648+0.0011885i,-9.1084e-05+0.0019193i,-0.00020062+0.002387i,-4.2345e-05+0.0012836i,0.00043929-0.00010805i,0.00016408+0.00024354i,-0.00074428+0.00054171i,-0.0005272-7.3119e-05i,9.6122e-05-0.0014527i,6.3834e-06-0.0015859i,0.00056185-0.00061514i,0.0010937+5.2966e-07i,0.001314+3.7217e-05i,0.00095133-0.00010666i,0.00025894-1.1599e-05i,0.0006308-4.6063e-05i,0.00051056-4.0768e-05i,-0.00012703+0.00021068i
0.0011959-3.9567e-06i,0.0010955-0.0019207i,0.0013611-0.0030695i,0.00056978-0.0024969i,-0.00048992-0.0012146i,-0.0004878-9.9079e-05i,-0.00029992+0.00027237i,-0.00047045+0.001042i,5.572e-05+0.001194i,0.00058189-0.00014723i,0.00012555-0.0011958i,-8.6702e-05-0.0010147i,-0.00018405-0.00061085i,-7.666e-06-2.2557e-05i,-0.00020465+0.0007757i,-0.00058375+0.00052375i,7.9542e-05+0.00050107i,0.00013506+0.00089576i,-0.00025231+0.00060542i,3.1527e-05+0.00039089i,0.00021482+0.00012428i,0.00058466-0.0003828i,0.00061377-0.00065553i
0.00030044+0.00053364i,0.00098788+0.00021577i,0.00064072-6.1196e-06i,-0.00047534-0.00017455i,-0.00070759-0.0009496i,-0.0004535-0.00057212i,0.00030908+0.00058369i,0.00062194+0.0010261i,0.00015732+0.00099541i,-0.00022601+0.00038675i,-0.00075614-0.00036987i,-0.00067859-0.00015403i,-0.0006442+0.00035973i,-0.0010681+0.00033821i,-0.00037538+0.00030207i,0.00049333+0.00097795i,0.00032719+0.0011506i,0.00028816+0.00030064i,0.0006368+0.00021489i,0.00060639+0.0002243i,-5.0573e-05+0.00012726i,-0.00049138+0.00035628i,-0.00029574+0.00077604i
-0.0033949-0.00097791i,-0.0023884-0.0014613i,-0.00097311+6.4955e-06i,0.00065024+0.00037712i,0.0013177-5.6729e-05i,0.0014212-0.00060347i,0.00053525+0.00029808i,-0.00080199+0.0015969i,-0.0011872+0.0014129i,-0.00058613+0.0010674i,-0.00033883+0.00095873i,-0.00057552+0.00027529i,-0.00054076-0.00062527i,-0.00038139-0.0013383i,-0.00044856-0.00085911i,-0.00018392+0.00034562i,-7.9695e-05+0.00099103i,-0.00044133+0.00072549i,-0.00055165+0.00066778i,-0.00017238+0.00061234i,-5.7628e-05+0.00028693i,-0.00054185-0.00036187i,-0.00050343-0.00048093i
