-0.0024469+0.00063301i,-0.002262-0.00069905i,-0.0032608-0.00075431i,-0.0027361-0.00062369i,-0.0017874-0.00045492i,-0.00024733-4.6303e-05i,0.00064781+0.0011257i,0.00079251+0.0014552i,0.001152+0.00082621i,0.00047889+0.00027087i,-4.4253e-05-0.00029999i,0.0003752-0.00043444i,0.00076577-4.9203e-06i,-0.00057009+0.00020865i,-0.0013457+0.00012307i,-0.00017199-4.4681e-06i,-0.00013726-7.872e-05i,-0.00029604+0.00054101i,0.00056582+0.00044102i,0.00058233+0.00028125i,0.00067418-0.00045045i,0.0013596-0.00083846i,0.00054797-0.00027031i
-0.0001527-0.0017354i,-0.00049883-0.0010671i,0.00027976-0.00014196i,0.001077+0.0012252i,0.001018+0.0015829i,0.001391+0.00082589i,0.0015046+1.8867e-06i,0.001006-0.00065464i,0.00063769-0.00038538i,0.00044169+0.00036263i,0.00020465+0.00027225i,-0.00036501+0.00020647i,-0.001476+0.00050283i,-0.0011703+0.0005712i,-0.00071979+0.00028409i,-0.00067783-7.8073e-05i,7.5127e-05+0.00060844i,0.00061251+0.0004504i,0.0010901-0.00016354i,0.00052165-0.00049808i,-0.00042202-0.00025865i,-0.00042861+0.00035017i,-0.00052147+0.00049879i
-0.0011049-0.00024082i,3.8329e-05-0.00099606i,0.0006185-0.00088387i,-0.00072265-0.00019929i,-0.00056277-0.00012575i,0.00085628-0.00052713i,0.00064001+0.0002025i,-0.00023284+0.00024971i,2.3782e-05+0.00064881i,0.00056143+0.00089058i,0.00029535+0.00012977i,-0.00030644-0.00035146i,-0.00068439+0.00035147i,1.0852e-05+0.00092674i,0.0011058+0.00056165i,0.0010412-0.00020477i,0.00059431-0.00051233i,0.00019066-0.00035122i,-0.0003693-0.00056521i,-0.00064012-0.00049536i,-0.00046758-0.0008559i,-0.00019023-0.00055918i,-0.00038094+0.00023388i
-0.00016032-0.00038877i,0.00029541-0.00039271i,-5.8672e-05-1.5275e-05i,-0.00039835-7.1608e-05i,0.00035913-0.00036653i,0.00041504-0.00068013i,8.4862e-06-0.00050446i,-0.00041941-0.00035908i,-0.0001148-0.00015716i,0.00024586+0.00045945i,0.00034274+0.00042996i,0.00036732+3.9637e-05i,0.00052147+7.0969e-05i,0.00048523-0.00011488i,0.00029762-0.00037597i,0.00021071+0.00056557i,0.00035405+0.0011633i,0.00073745+0.00070612i,0.00021432+1.1404e-05i,-0.00030404-7.0057e-06i,-0.00021839+6.7161e-05i,-0.00019038+0.00031572i,0.00015087+0.00024509i
-0.0017384-3.1221e-05i,-0.00075182-0.00017687i,-0.0016503+0.00075066i,-0.0015869+0.0012085i,-0.00064007+0.00031287i,-0.00012017-0.00055746i,9.4572e-06-0.00069499i,-0.00065026-0.00013759i,-0.00058074+0.00027197i,-0.00012194+0.00038932i,4.1486e-05+0.00013946i,0.00073726-0.00027207i,0.0010796-2.939e-05i,0.00061893-8.506e-05i,9.3286e-05-0.00037908i,-0.00027227-0.00021948i,-0.00030737+0.00053284i,0.00010316+0.00069545i,0.00061405+0.00087182i,0.00069339+0.00088947i,0.00056092+0.00058371i,0.00017946+0.00025449i,0.00014244-6.5876e-05i
0.0013937+0.0014676i,0.0019455+0.00094239i,0.0020795+0.0016931i,0.0011575+0.0015148i,0.0013892+0.00058837i,0.00077501+3.0454e-05i,9.0702e-05-2.1341e-05i,0.00034197+0.00017037i,0.00077854+0.00053316i,0.0011201+0.0004934i,0.0009532-6.1954e-05i,0.00013831-0.00065452i,6.6361e-07-0.000713i,0.00045721-0.00075461i,0.00074768-0.00013376i,0.00075724+0.00042153i,0.00071618+0.0007991i,0.00061694+0.0008405i,0.00052243+0.0003438i,0.00022013+0.00038718i,-0.0003604+0.00049117i,-0.00044404-0.00010592i,-0.0005195-0.00055178i
0.0012402+0.00069531i,0.00072003+0.00034449i,-0.00012337+0.00014372i,-0.00092709+0.00042968i,-0.001394+0.00078741i,-0.00023022+0.0010002i,0.00055308+0.0006419i,-0.00014479+0.00010758i,-0.000937-0.00050876i,-0.0012432-0.00077338i,-0.00070158+0.00013454i,-0.00012663+3.1627e-05i,0.00021226-0.0010065i,0.00036417-0.00043308i,0.00024681+3.7692e-07i,-0.00039923-0.00023563i,-0.001012+3.2599e-05i,-0.00062134+2.628e-05i,-2.4999e-05-0.00041809i,0.00024222-0.0005433i,0.00020748-0.0005428i,-0.00024359-0.00051795i,-0.00074779-0.00035796i
-0.001897-0.0025769i,-0.0026669-0.0024514i,-0.0033385-0.0024205i,-0.0032158-0.0014123i,-0.00071198+0.00015004i,0.0017117+0.0012076i,0.0014819+0.00074475i,0.0010507+0.00055468i,0.00043794+0.00064519i,2.0073e-05+4.8986e-05i,0.00012198-0.00061701i,3.3123e-05-0.0010119i,-0.00046408-0.00037999i,-0.0012131+0.00058881i,-0.0010358+0.00081638i,-0.00054842+0.00043141i,0.00016526+0.00039613i,0.00035054+0.00089976i,-0.00093283+0.0007581i,-0.0015895-8.8853e-05i,-0.00096124-0.00011575i,-0.0005732+0.00056375i,-8.4026e-05+0.00039833i
-0.00035989-0.0013369i,-0.00094354-0.0014227i,-0.0012473-0.00083919i,-0.00035176+0.00067224i,0.0013194+0.0011224i,0.0019798+0.0013698i,0.0011141+0.00054664i,9.3421e-05-3.1346e-05i,-0.00078656+0.0009144i,-0.0011934+0.0014378i,-0.00088707+0.0011511i,-0.00051937+0.00084429i,-0.00066853+0.00091673i,-0.0011935+0.0010313i,-0.00042306+0.00010919i,0.00010304-0.00029739i,-3.1262e-05-2.3832e-05i,-2.6758e-05+0.00033606i,-0.00025983+0.00013202i,-0.00031922-0.00069604i,0.00072553-0.00025817i,0.00085067+0.00063244i,-0.00010976-0.00017046i
0.00071378-0.0023487i,0.0011514-0.002147i,0.00010414-0.0023118i,-0.0012741-0.0020302i,-0.0017416-0.00040477i,-0.00045424+0.00066863i,0.00053398+0.00034836i,0.00013211+0.00055805i,-1.5921e-05+0.00018744i,-0.00023916-4.1218e-05i,-0.00036197+0.00017895i,-0.0003797+0.00018491i,-0.001012+0.00049412i,-0.00088379+0.00028773i,-0.00021583+0.00022432i,-0.00017051+0.00027957i,0.00059015-0.00029569i,0.0014919+9.6728e-05i,0.00069667+0.00050751i,-2.364e-05-0.00015146i,7.3185e-05-0.00056765i,6.5651e-05-0.00034097i,0.00029675-5.4403e-05i
-0.00052069-0.00072183i,-0.00053923-0.0012865i,-0.00089162-0.00041709i,-0.00158+0.00060713i,-0.0011385+0.00099791i,-4.9494e-05+0.00033359i,0.00062429-0.00092005i,0.00053464-0.00076047i,0.00045706-0.00041372i,0.00014398-0.00046765i,-0.00041378-0.00058403i,-3.0234e-05-0.00057539i,-0.00021472-5.6125e-05i,-8.7101e-05+0.00024401i,0.00013684+0.00033567i,-7.955e-05-4.7231e-05i,5.8783e-05-0.00096006i,-7.8529e-06-0.00094066i,-7.3688e-05-0.00064058i,2.8882e-05-0.00016855i,0.0004204+0.00067088i,0.00029698+0.0004177i,-0.00029563-0.00034865i
-9.9388e-05-0.00041128i,-0.0007305-0.0013762i,-0.0017286-0.0010893i,-0.0016505-0.00042367i,2.8831e-06-1.049e-05i,0.00096328-0.00048113i,0.00017392-0.00056854i,-0.00060645-0.0008763i,0.00010771-0.0009577i,0.00097473-0.00045051i,0.0011365-0.00010843i,0.0007796+0.00028621i,0.00073584+0.00042217i,0.00052256-4.3109e-06i,0.00083462-0.00016024i,0.0011271+0.00066842i,0.00099289+0.00085838i,0.0012201+0.00023906i,0.00098339+9.8774e-05i,0.00067795-0.00017874i,2.8148e-05-0.0010689i,-0.00073335-0.00087295i,-0.0007288-0.00069826i
0.0012459-0.00092671i,0.0013246-0.00090129i,0.0018739-0.0019633i,0.0014647-0.0021546i,5.2599e-06-0.00073827i,-0.00048699+5.0248e-05i,-3.2326e-06-0.0001164i,5.0159e-05+0.00017278i,-0.0001146+0.00056518i,-3.7445e-05+0.00028069i,-0.00035659-0.00070567i,-0.00036183-0.00114i,-0.00014612-0.00018882i,-0.0004457+0.00037435i,-0.00069005-0.0003566i,0.00026333-0.00065856i,0.0012387-0.00011773i,0.00091437+0.00016554i,0.00012611+0.0002155i,0.00020633+0.00029023i,0.00031165-8.3508e-05i,0.00022354-0.00030766i,0.00017796-0.00048341i
0.0017876+0.00077494i,0.0020328+0.0012982i,0.002107+0.0014655i,0.0014269+0.0015647i,0.0018878+0.0012699i,0.0018827-2.3478e-06i,0.001116-0.00055214i,0.001083+0.00020129i,0.00033889+0.00046892i,0.0001791-5.8421e-05i,0.0006796-0.00073024i,-9.2399e-05-0.00091946i,-0.00076249-0.0006207i,-0.00032337-6.235e-05i,0.00027255+8.1669e-05i,0.0004383+0.00026558i,0.00043245+0.00066979i,0.00074209+0.00071694i,0.00069853+4.0265e-05i,0.00026404-0.00066005i,0.00040234-0.00072199i,0.00014412-0.00050897i,-0.0005087-0.00022862i
-0.00047661+0.00025217i,-0.00057095+0.00076799i,-0.0013914+0.0015271i,-0.0017231+0.0002759i,-0.00059856-0.0010987i,0.0011398-0.0020967i,0.00054888-0.0018998i,-0.00042827-0.00056106i,-0.00040434-0.00027305i,-0.00010271-0.00031805i,1.1643e-05-8.0216e-05i,-0.00042811+0.0001786i,-0.00025592+0.00064126i,7.5807e-05+0.00058329i,0.00073641+0.00024517i,0.0015115+0.00062509i,0.0012912+0.00078091i,0.00059943+0.00023878i,0.00090109-0.00068317i,0.00092164-0.00096512i,0.00033449-0.00011314i,0.0001826+0.00066432i,4.8053e-05+0.00034326i
0.00022964+0.00097851i,-0.00055422+0.0010375i,-0.001361+4.5377e-05i,-0.00075785+0.00069833i,0.00015388+0.0021713i,0.00084544+0.0016329i,0.00044741+0.00045002i,-1.8537e-05+0.00032618i,-0.00033076+0.0006129i,-0.00018573+0.00093819i,0.00053748+0.00067644i,0.0011437+0.00019655i,0.0016239-2.7495e-05i,0.0012075-0.00058605i,0.00056123-0.00047757i,-4.1986e-05-0.00021829i,-0.00017169+0.00017868i,4.5848e-06+0.00091153i,-0.00023376+0.00049527i,-0.0003113-0.00038359i,-4.2145e-05-0.00095091i,0.00024861-0.00071617i,-1.2175e-05-0.00069994i
0.00056064-0.00056448i,0.00082842-0.0019776i,0.00039839-0.0017095i,0.00014458-3.65e-05i,0.00042685+0.00096552i,0.001653+0.00079384i,0.0015115+3.7675e-06i,0.00048998+0.00054632i,-0.0005681+0.0006132i,-0.0011656-0.0002032i,-0.00095153-0.00040455i,-0.00077433-0.00021837i,-0.00071623-0.00037245i,-0.0004555-0.00024254i,3.5619e-05-0.00080535i,0.00074049-0.00099975i,-0.00013191-0.00032961i,-0.0005603-0.00014141i,0.00026575-0.00038222i,0.00018801-0.00064039i,2.4534e-05-0.00032338i,0.0001375+0.00027982i,-0.00058824-2.7472e-06i
-0.00039276-0.00033193i,-0.00034402-0.00014528i,-0.00021065-0.0003386i,3.7783e-05+0.00036814i,0.00068519+0.00055502i,0.00051397-0.00062553i,-7.8789e-05-0.0011771i,-0.00014018-0.00023767i,-0.00019506+0.0002487i,-0.00014579+0.00071375i,-0.00024589+0.00039788i,-0.00068674-4.0978e-05i,-0.0011466-0.00028157i,-0.00089894-0.00079585i,-0.00022738-0.00044434i,1.2211e-05+0.00027333i,0.00014352+0.00060732i,0.00026956+0.00074539i,-0.00057497+0.00093742i,-0.0011187+0.00091998i,-0.00044764+0.00061195i,-0.00027465+0.00035583i,0.00058538+0.00036444i
-0.00073644-0.0013929i,-0.00063855-0.0013972i,-0.0017558-0.0011809i,-0.00081765-0.00029264i,0.00051603+0.00073168i,0.00084011+0.00070277i,0.00021549-3.2831e-05i,-0.00027214-0.00043602i,-0.00029408-0.00013126i,0.00032108+0.00057458i,0.00083076+0.0011625i,0.00055019+0.00071632i,0.00018855-2.1138e-05i,-0.00019777-0.00045179i,-7.1788e-05-0.00031125i,-0.00072383-0.00025163i,-0.0014989-0.00013541i,-0.00082458-0.00014539i,0.00051694+0.00020569i,0.00079799+0.001117i,-0.00029463+0.00095156i,-0.00052083+0.00023828i,-0.00016536+0.00017695i
-0.0021946+0.00078531i,-0.0019028+0.0013672i,-0.0015474+0.00067889i,-0.00058529+8.0892e-05i,0.00022343+0.00013612i,0.00045949-0.00066248i,0.00055839-0.00027002i,0.0009261+6.0913e-05i,0.001055+0.00032057i,0.00079784+0.00030999i,0.0001015-4.4544e-05i,-0.00045679-0.00010467i,-2.0706e-05-0.00055553i,0.00061892-0.00037801i,0.00043791+0.00071992i,-0.00011382+0.00098079i,-0.00088174+0.0003104i,-0.00099752+9.6444e-05i,-0.00065718+0.00043083i,-0.00068855+1.7229e-06i,-0.00020385-0.00016461i,0.00024655-8.0401e-05i,-0.00033661-0.00054825i
0.0027776+0.00029385i,0.003136+0.00040981i,0.0026573+0.0015655i,0.0014912+0.0017929i,0.0016328+0.0013603i,0.0016755+0.0001345i,0.0011149-0.00054304i,0.00053561+0.00071112i,-0.00030693+0.0010553i,0.0001507+0.00056807i,-0.0003218+5.7076e-05i,-0.00090078-0.00044858i,-0.00049791+0.00012744i,-0.00029505+0.00018352i,-0.00015284+0.00035299i,-1.224e-05+0.00088862i,-0.00030529+0.0013575i,-0.00048318+0.0015657i,1.0594e-05+0.00073951i,0.00030823+0.00062287i,0.00071189+0.00049915i,0.00054972-3.4207e-06i,-0.00011344-0.00031262i
0.001134-0.00033299i,0.001016+0.00015202i,0.00055815-0.0007274i,0.00021856-0.00070786i,0.00031279-0.00063073i,9.7929e-06-0.00086857i,-0.00056387-0.00055588i,-5.6955e-05-0.00046327i,0.00099102-0.00011204i,0.0012353+0.00038553i,0.00082803-6.1709e-06i,-4.7324e-05-0.00048526i,-0.00029889-0.00034301i,0.00030659-0.00085969i,0.0003268-0.00093334i,-0.0006575-0.00061831i,-0.00080704-2.3883e-05i,0.00012821+0.00028904i,0.0002884-1.5708e-06i,0.00026834-0.00031018i,0.00060125-0.00061777i,-0.00019783-0.00046235i,-0.00021729-0.0010031i
-0.0010264+0.0017697i,-0.0010911+0.0025207i,-0.0011231+0.0018531i,-6.8128e-05+0.0015904i,0.0017318+0.0011897i,0.0016693-0.0005541i,0.00076517-0.0011264i,0.00077758-0.00048005i,0.00086004-4.3772e-05i,-1.1745e-05+0.00029923i,-0.0003484+0.00074106i,-9.0145e-05+0.00016366i,0.00038585-0.00039566i,0.00059735+0.0003239i,0.00056316+0.00087955i,-0.00072613+0.00072745i,-0.0017879-5.4981e-05i,-0.001122-0.00023109i,-0.00083968+0.00068672i,-0.00054657+0.00088678i,-0.00053201+0.00010347i,-0.00053636-0.00092554i,0.00018481-0.0011888i
-0.0012105+0.00078314i,-0.0021097+0.00059612i,-0.0014709+0.0013813i,-0.00077734+0.0013124i,0.0001431+0.0014888i,0.00037904-1.942e-05i,0.0003735-0.0012837i,0.00035665-0.00042696i,4.3195e-06+0.00052563i,-0.00022559+0.00033157i,7.4952e-05+7.4335e-05i,0.0003123+0.00037864i,0.00015061+0.00041006i,0.00025839-0.00080308i,0.00023416-0.0013343i,0.00043544-7.5311e-06i,0.00084462+0.00080468i,0.00090721+0.00060218i,0.00028361+0.00037589i,-0.00032825+3.3574e-06i,-0.00050935-2.1931e-05i,-0.00049944+0.00078256i,0.0001572+0.00069378i
0.0022751+0.0012123i,0.0019449+0.0003648i,0.0030652+0.0005188i,0.0022799+0.00019939i,0.0017329-0.00017987i,0.001349-0.00046026i,0.00048996-0.00058194i,3.535e-05-9.3427e-05i,0.00045933-0.00017694i,0.0012864+0.00014067i,0.0006863+0.00052258i,-0.00068798-0.00029748i,-0.00035631-0.00065649i,0.00020698-0.00032361i,0.00036314-0.00073525i,0.00058685-0.00044212i,0.0005677-0.00014416i,0.00080375-0.00049613i,0.00022375-0.00028766i,-0.00017232-0.00033744i,-1.8131e-05-0.00082689i,-7.4795e-05-0.0007626i,-8.233e-05-0.00028855i
0.0018998-0.00046811i,0.0014856-0.0011962i,0.0013993-0.0013899i,0.00093434-0.00023828i,0.0016078+0.00094597i,0.001741+0.00075935i,0.00079419+6.236e-05i,0.00090369+0.00036316i,0.0013436+5.5644e-05i,0.00033495-0.00053979i,-0.00051073-0.00026262i,0.0001245+0.00012641i,0.00038725-0.00043107i,-0.00063497-0.001256i,-0.00096362-0.0011548i,-0.00061236-0.0012449i,-0.00053458-0.00075658i,-0.00036344+0.00015952i,-0.00096872-7.8527e-05i,-0.00087856-0.00026948i,0.00017259-0.00021693i,0.00030846-0.00055749i,0.0002113-0.00033802i
0.00068301-0.0010755i,0.00016526-0.0012419i,-7.471e-05-0.0012673i,0.00032978-0.0013205i,0.00035057-0.00038378i,0.00073025-0.00020323i,0.0008776-0.00030892i,0.00096858+0.00023134i,0.00079156+0.00082866i,0.00021627+0.00089591i,-3.3577e-05+0.00055138i,-7.5914e-05+0.00044501i,0.00012923+0.00059606i,0.00044802+0.00053762i,0.0001387+0.00019883i,0.00023666+1.9094e-05i,0.00039351-0.00038443i,0.00019704-0.00022946i,8.1045e-05+0.0002787i,-0.00037955+0.00041113i,-0.00060004+7.1448e-05i,-0.00068612-0.00057918i,-0.00039948-0.00050578i
0.0011852-0.00048112i,0.0010108-0.00075321i,0.00051449-0.00065037i,-1.6132e-05-0.00063685i,-0.00017817+0.00029507i,8.0672e-05+0.00075699i,0.00012074+0.00014924i,0.0002069+0.00032379i,0.00016537+0.000876i,0.00012749+0.00059234i,-0.00031081-0.00017512i,-0.0005341-0.0010036i,-0.00016858-0.0005747i,-0.00044493+0.00017605i,-0.00059844+0.00013474i,0.00014031+6.2865e-05i,0.00041029-0.00027606i,0.00061424-3.0528e-05i,0.00070459+0.00050987i,-0.00021992+0.00041037i,-0.00084968+0.00021633i,0.00018798+0.00014777i,0.00017608+0.00020166i
-5.3583e-05-0.00036823i,-0.00094425-0.0014736i,-0.0016956-0.0014416i,-0.001428-0.00044116i,-0.00011993+0.00016008i,0.0011272-0.00063196i,0.00086413-0.0011766i,0.00020002-0.00056916i,0.00069662-0.00016077i,0.00031892+5.8991e-05i,-0.00036109-0.00060065i,-0.00088052-0.00044644i,-0.00091279+0.00070814i,-3.1799e-05+0.00086124i,-0.00027812+0.00043551i,-0.00092618+0.00011348i,-0.00024955-1.0841e-05i,-0.0001556-3.292e-05i,-0.00066223+0.00035475i,-0.00054995+0.00057011i,-0.00068805+0.00034014i,-0.00078539-0.00013274i,-0.00030252-0.00069923i
0.001801-0.00029704i,0.0011591-0.00042165i,5.7829e-05-0.00027629i,-0.00061216-0.00014807i,-6.5303e-05+0.00028301i,-0.00017798-6.8046e-05i,-0.00026981-9.408e-05i,0.00024656+0.00060323i,8.2187e-05+0.0011488i,-4.6863e-05+0.00089419i,0.00043215+0.00066369i,0.00086698+0.00054927i,8.3133e-05-0.00017476i,-0.00075305-8.9804e-05i,-0.00066775-0.00043731i,-2.9202e-05-0.00067255i,-0.00035655+0.00052679i,-0.00085887+0.00061135i,0.00020431+9.2382e-05i,8.4714e-05-0.00058603i,-0.00046418-0.00085059i,-7.6308e-05-0.0002719i,0.00031205-0.00028128i
0.0017348-0.0024229i,0.0014672-0.002339i,0.0015662-0.0018469i,0.0010855-0.00089125i,0.00027103-4.2238e-05i,0.00059329+0.00044579i,0.00032673+0.000619i,-0.00042449+0.00040283i,-0.00033696-0.00029583i,0.00028029-0.0015251i,0.00075318-0.0011431i,0.00046184-0.00063399i,-0.00015187-0.0012468i,-0.00088114-0.00021536i,-0.0014662+0.00014137i,-0.00067479+0.00013796i,9.9944e-05+0.00046i,0.00057098+0.00046356i,0.00055562-0.00016977i,0.00048184-0.00091911i,-0.00010908-0.00062668i,-0.00066412-0.00026761i,-0.00087744-0.00038799i
0.00056861-0.0024325i,-0.00060188-0.0028949i,-0.0019321-0.0029885i,-0.0020608-0.0021841i,-0.00086851-0.0007261i,0.00083968+0.00036245i,0.00085113+0.00043242i,8.8956e-05+0.00039753i,0.00026964-1.2144e-05i,-0.00016591-0.00027519i,-0.000603+5.6449e-05i,8.2356e-06-0.00020807i,-0.00038377-0.00062643i,-0.0012877-0.00061214i,-0.0010914-0.00026718i,4.8539e-06-0.00012413i,0.00060262+4.5075e-05i,0.00057259+0.00038306i,0.00034892+0.00060096i,8.4625e-05+0.00045851i,-0.00031293+9.3905e-06i,-0.00042716-0.00045779i,-0.00032192-0.0010411i
0.0020762-0.0017893i,0.0020366-0.0015698i,0.00065479-0.0016455i,-0.00063314-0.00044971i,-0.00043497+0.00025963i,3.2157e-05+0.00067085i,9.485e-05-8.387e-07i,-6.6834e-05-0.00023971i,-1.1317e-05+0.00057523i,-0.00034127+0.00065808i,0.0001826+0.0001587i,0.00053329-0.00041769i,-0.00047077-0.00040813i,-0.0014473-0.00021897i,-0.0013544-0.00013474i,-0.00070123+0.00038586i,0.00040913+0.00059178i,0.00095552+0.00040648i,0.00038616+6.0372e-05i,0.00029831+0.00046814i,0.00025949+0.00045035i,-0.00062768+0.00044035i,-0.00021687+1.5378e-05i
-0.00037769-0.0018818i,0.00029053-0.0017054i,0.00025351-0.0018769i,-0.00087302-0.001836i,-0.00027245-0.0010057i,0.001069-0.0011159i,0.00060498-0.0010238i,6.4055e-05-0.00030181i,-5.8456e-05+0.00014261i,0.00012395+0.00020613i,0.00015331+0.00013195i,0.00014262+0.00016551i,0.0002877+0.00033567i,-0.00015691+0.00051977i,3.3512e-05+0.00027597i,0.0006504-0.00062488i,0.00013703-0.00085305i,-0.00038822-5.2941e-05i,-0.00017336-0.00012926i,0.00022506-0.0006108i,0.00076774+1.788e-05i,0.00019348+0.00011704i,0.00017839+0.00018761i
-0.0015242-0.0004438i,-0.002011+7.1229e-06i,-0.0021158+0.00054674i,-0.0016358+0.0018245i,-0.00096993+0.0018064i,-2.7891e-05+0.000727i,0.00026589+0.00044884i,0.0002195+0.000938i,0.00017574+0.0010007i,-0.00035512+0.00057221i,-0.00062272+0.00072899i,-0.00013057+0.00080748i,-0.00016558-0.00036347i,-0.00017008-0.0011904i,-7.4041e-05-0.00059222i,-9.0043e-05+0.00027875i,-0.00011029+0.00016354i,-0.00046799+0.0002837i,-0.00030925+0.0010392i,-4.3343e-05+0.0013327i,-2.5439e-05+0.00071015i,-0.00017221-0.0002947i,0.00015578-0.00077822i
-0.00015112+0.0023198i,-9.3697e-06+0.001778i,9.3225e-05+0.0019141i,-0.00036497+0.0013985i,0.00032253+0.0011562i,0.0014949+0.00033782i,0.00059258-0.0003512i,-0.00012121-0.00021803i,-0.00026457+0.00037834i,6.7039e-05+0.00081035i,0.001084+0.00018441i,0.00086297-0.00080529i,0.00069927-0.00049703i,0.00074946+0.00035742i,8.3522e-05+0.00011236i,-0.00024605-0.00039515i,0.0001485-3.4613e-05i,0.00030446-3.5151e-05i,0.00034704-0.00010475i,0.00034634+0.0003003i,0.00033039+0.00068704i,0.00035979+0.00033796i,-0.00011493-0.00083152i
-0.00015569+1.4957e-05i,0.00068793-0.00016125i,0.00051605-1.9462e-05i,-0.00057429+0.00082383i,0.00068064+0.00088233i,0.0015711-0.00025028i,0.00097829-0.00043957i,0.00030084-0.00038506i,0.00085387+8.3357e-05i,0.0013852+0.00048983i,0.00077094+0.00020577i,0.00044455-0.00030997i,-0.0003746-0.00040025i,-0.0012036+0.00027693i,-0.00066604+0.00048333i,0.00015091+0.00052288i,9.0687e-05+0.0008408i,-0.00015344+0.00064806i,-1.3395e-05+0.00044601i,-0.00012799+0.00014335i,-0.0011126-0.00023317i,-0.00059952-0.00076796i,0.00058864-0.00068244i
0.00015049+0.00030705i,0.0011087-0.00083407i,0.0012825-0.00082373i,0.00076815+0.00068721i,0.0010056+0.0013979i,0.00098781+0.00054618i,0.0003108-0.00074423i,-0.00026305-0.00053145i,-0.00078326-0.00023861i,-0.00020654-1.566e-05i,0.00095177+0.00052725i,0.0008322-0.00024401i,-0.00017278-0.0008887i,-0.00040814-0.00021311i,-0.00058218-0.0001364i,-0.00080208-7.0705e-05i,-0.00040438+0.00034221i,0.00024227+0.00067956i,0.00062922+0.00079141i,0.0010292+0.00012047i,0.00043443-0.00060555i,-0.00031975-0.00038066i,-0.00058072+0.00031249i
-0.00045557+0.00095297i,-0.00097815+0.00076733i,-0.0011556+0.00033595i,-0.00044619-0.00023639i,-0.00011214-0.00073841i,0.00071092-0.00078468i,0.00059008-0.00078501i,-0.00068502-0.00048055i,-0.0003352+0.00031339i,-0.0002577+0.00040961i,-7.0695e-06+3.2064e-05i,0.0008575-2.3041e-05i,0.0004614+0.00043956i,0.00027474+0.00070808i,-5.8087e-05+0.00049848i,-0.00037019+0.00059572i,0.00028891+0.00080846i,-1.78e-05-0.00012887i,-0.000412-0.00041751i,-0.00029153-0.00031003i,0.00015844-0.00031492i,-0.0003937-0.00032078i,-0.00024226-0.00095697i
0.00054907+0.0007301i,0.00096646+0.00080009i,0.0006988+0.00097208i,0.0001218+0.0016717i,0.00070324+0.0013308i,0.00096397+0.00052146i,0.00016301-5.0622e-07i,-0.00017948+0.00023041i,0.00080267+0.00029772i,0.00094249+0.00010284i,0.0006027-0.00014352i,0.00092621-0.00038825i,0.00094889-0.00040274i,0.00021046-0.00012347i,-0.00032672+0.00066123i,-0.00038006+0.00095326i,9.1789e-06+0.00062104i,0.00022043+9.1201e-05i,-0.00035837-0.00023834i,-0.00068324-0.00048297i,-0.0001969+0.00027696i,2.6378e-05+0.0011041i,4.4483e-05+0.00077584i
0.0020347+0.00073223i,0.0025214+0.0007355i,0.002716+0.0013929i,0.0024008+0.0018319i,0.0019891+0.0019653i,0.0017315+0.0010339i,0.0011865+0.00017651i,0.00044955-0.00035342i,-8.2126e-05-0.00060477i,-0.00025889-5.2461e-05i,-0.00020449-0.00036963i,0.00010535-0.00078015i,0.00028369-0.00074389i,-5.3909e-05-0.00044242i,-0.0007908+0.00031589i,-0.00030915+0.00031888i,0.00069864+0.0006307i,0.0016056+0.00041388i,0.0016446-0.00012522i,0.00030607-0.00048697i,-0.00029592-0.00029645i,-0.00039163+3.3431e-05i,-0.00062575-0.00024653i
0.0015801+0.0012356i,0.0012393+0.001791i,0.0011764+0.0012978i,0.0012808+0.00061852i,0.0011298+0.00028984i,0.00080465-4.5607e-06i,0.00063977+0.00058054i,0.00075767+0.00084722i,0.0010142+0.00021621i,0.0010134+9.3132e-06i,0.00075464+8.3128e-05i,0.00030994-0.00062001i,0.00049474-0.00072264i,0.00086678+9.3358e-05i,0.00081618+0.00045435i,0.00055301+0.00033502i,-9.1446e-05+0.0005565i,-0.00043277-8.9921e-05i,-0.00015611-0.0010475i,-0.000101-0.00047325i,-0.00023434-0.00015631i,8.628e-05-0.00035981i,0.00040687+0.00032518i
-3.5996e-05+0.0012632i,-0.0006799+0.0010772i,-0.00018766+0.0011513i,-0.00010313+0.001624i,0.0005836+0.00069528i,0.00059661-0.0012527i,-0.00045809-0.0015837i,-0.00068808-0.00087199i,-8.1485e-05+0.00012228i,8.3145e-05+0.0007365i,0.00016031+0.00045849i,0.00064883-0.0006315i,0.0007774-0.001063i,0.00045949-0.0012343i,0.00031172-0.0005767i,0.00051183+0.00065066i,-0.00010392+0.000279i,1.261e-05-0.00039954i,-9.0397e-05+0.00016093i,-0.00026126+4.243e-05i,0.00022205-0.00021793i,-0.00010292-9.9692e-05i,-0.00037546+0.00034238i
