0.0019296-0.001665i,0.0015048-0.0019651i,0.00026272-0.0023844i,-0.0010553-0.0022981i,-0.00076988-0.0010288i,-0.00043237+0.0015135i,-0.00021889+0.0022908i,0.00035428+0.0016081i,0.00054671+0.00096023i,0.00029229+0.00034394i,0.00022902+0.00012658i,0.00019138-6.3003e-05i,0.00041195+0.00042277i,0.00054843+0.0011382i,7.7708e-05+0.0011565i,-0.00039039+0.00036866i,-0.00018615-0.00039769i,0.00026821-0.0012944i,0.00027232-0.0010579i,-0.00032103-0.00042722i,-0.00076271-0.00040217i,-0.00029185-0.00053022i,-0.00028597-0.00047972i
-0.01171-0.13616i,-0.028738-0.28945i,-0.060331-0.38688i,-0.10997-0.32307i,-0.14723-0.14233i,-0.13509+0.012926i,-0.091723+0.039982i,-0.086441-0.015538i,-0.1073-0.032729i,-0.081175-0.0043615i,-0.03564+0.0041756i,-0.017207-0.0046284i,-0.010741-0.0051403i,-0.003762-0.0014991i,0.00026204+9.132e-05i,0.0029543+0.0018537i,0.0074812+0.0074925i,0.013355+0.010921i,0.015347+0.006249i,0.011313-0.00013068i,0.0052686-0.0031569i,-0.00081459-0.00373i,-0.0093911-0.0018591i
0.10392-0.0058856i,0.20516-0.010873i,0.23416-0.0016493i,0.14795+0.052985i,0.073501+0.13173i,0.081767+0.15319i,0.087373+0.11655i,0.065574+0.1069i,0.049722+0.11155i,0.035298+0.080137i,0.020037+0.034327i,0.0063691+0.0029337i,-0.0086663-0.01058i,-0.017572-0.0078862i,-0.012576-9.3938e-05i,-0.006801-0.0014166i,-0.01123-0.0029154i,-0.016685+0.0046274i,-0.014428+0.013095i,-0.0060287+0.014525i,0.0044946+0.0096029i,0.014313+0.0041447i,0.022206+0.0014381i
-0.20223+0.041724i,-0.41129+0.12042i,-0.48723+0.21987i,-0.30083+0.25432i,-0.048864+0.15213i,0.061203-0.0060735i,0.068367-0.058252i,0.07788-0.015934i,0.10353+0.0080988i,0.088569-0.0089773i,0.036887-0.011973i,0.0075762+0.01227i,0.007251+0.029857i,0.0081485+0.028506i,0.0024722+0.017252i,-0.001442+0.0084586i,-0.0034378+0.0033144i,-0.0095918-0.00027475i,-0.014574+0.00027512i,-0.013616+0.0030819i,-0.010331+0.0057457i,-0.0096104+0.0097625i,-0.010281+0.013179i
0.12625-0.01585i,0.26513-0.051902i,0.33478-0.094223i,0.2294-0.11062i,0.03236-0.066117i,-0.10267+0.018014i,-0.1312+0.044132i,-0.1205-0.013812i,-0.12042-0.066773i,-0.10035-0.054531i,-0.054618-0.025551i,-0.024098-0.018446i,-0.012518-0.014344i,-0.0038671-0.0073718i,0.00053789-0.00043691i,0.0034712+0.0055484i,0.0054748+0.0044411i,0.0023274-0.0020398i,-0.002817-0.006492i,-0.0055838-0.0047743i,-0.0054813-0.0027842i,-0.0059149-0.0070593i,-0.011551-0.016404i
0.038211+0.11528i,0.082868+0.20972i,0.1113+0.19321i,0.077512+0.04533i,0.016557-0.049147i,-0.0027786-0.013485i,0.0018145+0.023925i,-0.022495+0.023015i,-0.047953+0.032794i,-0.038343+0.040659i,-0.014227+0.028238i,0.0029515+0.0096091i,0.0078998-0.0080114i,0.0022224-0.01703i,-0.00092931-0.012842i,0.0022429-0.0088733i,0.0044632-0.011043i,0.0063664-0.013996i,0.0079773-0.016351i,0.0053654-0.015654i,0.0012869-0.0080762i,0.0027187+0.0022973i,0.010249+0.0099114i
-0.049505-0.21032i,-0.14553-0.42449i,-0.24691-0.50682i,-0.24553-0.35334i,-0.11462-0.18821i,0.037261-0.16221i,0.10715-0.14232i,0.12652-0.062489i,0.13199+0.0021824i,0.10591+0.018512i,0.05893+0.018668i,0.019673+0.02152i,-0.0036149+0.025148i,-0.011602+0.025199i,-0.010965+0.015935i,-0.01056+0.0066278i,-0.0053939+0.0051956i,0.0046339+0.0048965i,0.0094654+0.0030992i,0.0079249-0.00078361i,0.00065237-0.0059984i,-0.0095086-0.0076742i,-0.016568-0.0032188i
0.031022+0.1096i,0.083626+0.24909i,0.12885+0.33992i,0.11276+0.28312i,0.019887+0.15548i,-0.092001+0.074259i,-0.11931+0.034771i,-0.061075-0.021412i,-0.019244-0.085207i,-0.020769-0.091523i,-0.015525-0.058161i,-0.0008476-0.03843i,0.0048475-0.025956i,0.005072-0.011351i,0.00029626-0.00099217i,-0.0051264+0.0058235i,-0.0054751+0.0088896i,-0.0051035+0.010166i,-0.0051636+0.0085424i,-0.0010745+0.0031299i,0.0059302-0.0024218i,0.013145-0.009062i,0.018112-0.01849i
-0.14171+0.050513i,-0.25462+0.12278i,-0.23651+0.18199i,-0.051678+0.1753i,0.093604+0.13867i,0.075308+0.11733i,-0.0062753+0.10076i,-0.065848+0.081039i,-0.079256+0.065806i,-0.050236+0.034793i,-0.024359-0.0040961i,-0.013543-0.016528i,0.0026297-0.01314i,0.01725-0.013426i,0.021903-0.014049i,0.020114-0.013724i,0.010141-0.0095944i,0.0020871-0.0017015i,0.0027008+0.0019947i,0.0054822+0.0029089i,0.008223+0.005607i,0.0072886+0.010161i,0.0037298+0.019864i
0.2118-0.055461i,0.42835-0.17042i,0.49943-0.28132i,0.31607-0.25691i,0.13563-0.12787i,0.15232-0.034729i,0.19313-0.0018869i,0.14272+0.04635i,0.084248+0.09486i,0.049638+0.093052i,0.019343+0.066982i,-0.00015001+0.046387i,-0.0091428+0.030118i,-0.01391+0.020896i,-0.0077444+0.018209i,0.0012042+0.012291i,0.0031381+0.0049618i,-2.3406e-05+0.001696i,-0.0052711+0.0028696i,-0.0079111+0.0070393i,-0.010021+0.0063277i,-0.014013-0.0007346i,-0.018926-0.0095255i
-0.087178+0.067539i,-0.21675+0.15751i,-0.3385+0.21693i,-0.36025+0.16838i,-0.31065+0.067729i,-0.25591+0.010954i,-0.17674-0.017118i,-0.072349-0.062689i,-0.0021878-0.097677i,0.012468-0.078802i,0.011821-0.027699i,0.0192+0.0044095i,0.017652+0.010672i,0.0025664+0.011957i,-0.013469+0.010739i,-0.020337+0.0092321i,-0.015556+0.0039693i,-0.0082909-0.0087431i,-0.004522-0.017989i,-0.0025178-0.017565i,-0.00010943-0.0092181i,0.0073492+0.00047651i,0.02025+0.00098365i
-0.049237-0.15984i,-0.1211-0.31467i,-0.15983-0.36194i,-0.094495-0.22761i,0.0054031-0.071293i,0.016573-0.037165i,-0.04313-0.074274i,-0.095965-0.095385i,-0.10753-0.067021i,-0.063911-0.024473i,-0.01037-0.019082i,-0.00061209-0.032463i,-0.014052-0.026515i,-0.014492-0.013552i,-0.004918-0.007727i,0.0060531-0.0086155i,0.011663-0.011369i,0.012758-0.0060179i,0.015798+0.004291i,0.015686+0.0078483i,0.010267+0.0059377i,0.0021529+0.0054557i,-0.0095162+0.012672i
0.074662+0.18831i,0.24656+0.38976i,0.44283+0.46913i,0.45834+0.3014i,0.29922+0.086131i,0.18529+0.03826i,0.16603+0.09838i,0.13499+0.14104i,0.071227+0.12922i,0.0094212+0.084989i,-0.026947+0.042846i,-0.032888+0.017299i,-0.020776-0.0010789i,-0.012558-0.013374i,-0.010742-0.00904i,-0.0062113+0.0059275i,-0.00080362+0.01907i,-0.00090599+0.027562i,-0.0082969+0.027542i,-0.015098+0.019119i,-0.016027+0.006431i,-0.012018-0.0063127i,-0.0055001-0.016249i
-0.10978-0.048113i,-0.26649-0.11619i,-0.40964-0.16554i,-0.4092-0.15651i,-0.31654-0.12238i,-0.26877-0.078567i,-0.21301-0.0047391i,-0.07401+0.036046i,0.045173-0.0042964i,0.055383-0.050102i,0.017249-0.037801i,0.0081173-0.0030395i,0.020775+0.012484i,0.026863+0.0089351i,0.016568-0.0039746i,-0.0046729-0.0094261i,-0.017831-0.0076246i,-0.018299-0.012578i,-0.013904-0.018635i,-0.0061696-0.015321i,0.0019474-0.0077057i,0.0052327+0.00091627i,0.0097953+0.01023i
0.16477-0.050283i,0.30638-0.16008i,0.34181-0.25786i,0.22508-0.19198i,0.12059-0.021966i,0.12319+0.016651i,0.098672-0.11248i,-0.0044993-0.20572i,-0.074567-0.16024i,-0.0496-0.070278i,0.011717-0.029347i,0.038511-0.028313i,0.030714-0.02479i,0.020058-0.0082464i,0.023589+0.003867i,0.03185-0.0019367i,0.029518-0.015147i,0.020804-0.02016i,0.013199-0.017686i,0.0073217-0.012152i,0.0040161-0.0049622i,0.0013795-0.003482i,-0.0116-0.0077588i
-0.10715+0.090265i,-0.20185+0.28855i,-0.20211+0.51107i,-0.073579+0.51878i,0.055039+0.30812i,0.10702+0.14391i,0.10895+0.11061i,0.060757+0.1106i,0.0056542+0.10268i,-0.014047+0.074235i,-0.022226+0.037946i,-0.02812+0.026988i,-0.022685+0.027255i,-0.017378+0.019814i,-0.018343+0.015747i,-0.01597+0.018125i,-0.012593+0.02025i,-0.010237+0.019292i,-0.0058657+0.012356i,-0.0072781+0.00077144i,-0.011778-0.0063032i,-0.0087737-0.0039922i,0.0025494-0.0023791i
0.029322-0.12911i,0.022499-0.29825i,-0.030867-0.44713i,-0.10372-0.43732i,-0.14402-0.30462i,-0.18292-0.17343i,-0.19741-0.041808i,-0.099702+0.070954i,0.028722+0.07675i,0.05475+0.021701i,0.0099713+0.0032172i,-0.024924+0.012208i,-0.036013+0.022419i,-0.032459+0.027226i,-0.0256+0.018123i,-0.022462+0.003977i,-0.014407-0.0070695i,-0.0032595-0.012848i,0.0043343-0.008426i,0.011297+0.0012753i,0.012601+0.0049968i,0.00579+0.0044873i,0.0016215+0.0093899i
0.014285+0.12373i,0.125+0.20583i,0.26983+0.17238i,0.29063+0.053139i,0.18832+0.027323i,0.14866+0.068061i,0.18663-0.00054316i,0.1565-0.12259i,0.064014-0.14347i,0.016674-0.076648i,0.030624-0.026998i,0.045223-0.026471i,0.031646-0.034335i,0.014757-0.025227i,0.01334-0.0073344i,0.022222+0.0070854i,0.027273+0.014738i,0.023007+0.018739i,0.01627+0.017035i,0.011224+0.0076683i,0.0080309-0.00083673i,0.0076383-0.0079222i,0.0025442-0.017437i
-0.072509-0.040332i,-0.22913-0.036114i,-0.37506+0.061426i,-0.33208+0.16351i,-0.14634+0.12687i,-0.011168+0.036001i,0.022243+0.040034i,0.0060062+0.075424i,-0.022276+0.076495i,-0.02245+0.057769i,-0.0046381+0.026472i,-0.00027216+0.0050815i,0.00063017+0.0001797i,0.0034287-0.0028545i,-0.0003731-0.0048148i,-0.011276-0.0024657i,-0.024044+0.0022213i,-0.031066+0.0043632i,-0.027705+0.0038939i,-0.01705+0.00088373i,-0.0097448-0.0048402i,-0.0086146-0.0048669i,-0.0055982+0.00335i
0.12688+0.042824i,0.26324+0.022791i,0.319-0.05744i,0.20082-0.13143i,0.0065623-0.13697i,-0.15406-0.10213i,-0.25966-0.044985i,-0.25511+0.045974i,-0.14046+0.089419i,-0.049159+0.050791i,-0.033663+0.015638i,-0.025238+0.011752i,-0.0088399+0.0052061i,-0.0088155-0.0045097i,-0.014302-0.0086932i,-0.011991-0.014558i,-0.0010281-0.022681i,0.010709-0.028493i,0.0096875-0.027041i,0.00076094-0.011624i,-0.0008128+0.0066108i,0.0031575+0.012724i,0.002617+0.01187i
-0.065023-0.033163i,-0.099552+0.0031817i,-0.040584+0.083808i,0.06532+0.15147i,0.086415+0.19627i,0.070699+0.21749i,0.11797+0.13411i,0.13582-0.033005i,0.063907-0.11524i,0.0019756-0.072242i,1.3713e-05-0.012969i,0.014995+0.0093211i,0.017997+0.011329i,0.013629+0.011157i,0.011158+0.013471i,0.011978+0.015554i,0.010031+0.015288i,0.0078625+0.013356i,0.011761+0.0094113i,0.014148+0.0034855i,0.009681-0.00027635i,0.0074527+9.9855e-05i,0.010502-0.0047344i
0.013828-0.040025i,-0.016796-0.11268i,-0.121-0.1576i,-0.19656-0.09778i,-0.10206-0.024281i,0.0698-0.026853i,0.15395-0.03508i,0.14538-0.023888i,0.083471-0.022775i,0.01834-0.0071922i,-0.0040248+0.0082564i,-0.017125-0.0021638i,-0.032763-0.0047401i,-0.026505+0.0040991i,-0.012331+0.0049806i,-0.0042633-0.00024567i,-0.0038189-0.0088091i,-0.0086886-0.008319i,-0.010274+0.003493i,-0.0081049+0.0078524i,-0.0067255-0.00051517i,-0.011451-0.010064i,-0.016458-0.0077859i
-0.080655+0.079228i,-0.11136+0.17495i,-0.081266+0.18142i,-0.054873+0.013496i,-0.10526-0.16847i,-0.18931-0.2207i,-0.23528-0.16949i,-0.19731-0.059849i,-0.081719+0.014801i,0.00053263-0.0084734i,-0.00099444-0.039594i,-0.0072229-0.021463i,0.012752-0.0023494i,0.022445-0.0065729i,0.013686-0.013672i,0.0032433-0.0087103i,0.0047293+0.006007i,0.011024+0.014022i,0.0080871+0.0082202i,-0.0024411+0.0019352i,-0.0098125+0.0033722i,-0.0065982+0.0064693i,7.955e-05+0.0064672i
0.084735-0.042644i,0.14084-0.099226i,0.17098-0.12728i,0.16647-0.08393i,0.10531-0.013338i,0.01903+0.039373i,-0.013432+0.064884i,0.0086372+0.047394i,0.024631+0.0017132i,0.019612-0.023232i,0.014907-0.014241i,0.018476+0.0041244i,0.016051+0.014372i,0.0074427+0.021208i,0.0069023+0.02477i,0.0040302+0.018408i,-0.0058383+0.0071613i,-0.012283-0.0040565i,-0.010348-0.0097478i,-0.00023683-0.0086695i,0.0096096-0.0083382i,0.010809-0.0082526i,0.0053168-0.0062092i
0.020742+0.025977i,0.065214+0.042424i,0.11017+0.057067i,0.11317+0.087482i,0.12436+0.11362i,0.18695+0.11483i,0.211+0.10373i,0.14966+0.086066i,0.059692+0.066513i,-6.9657e-05+0.058666i,-0.013406+0.048134i,-0.012631+0.01591i,-0.019913-0.011632i,-0.025475-0.016523i,-0.02337-0.0097079i,-0.012661-0.0035873i,0.001477-0.0045131i,0.0098773-0.0090572i,0.0077815-0.012972i,-0.0013986-0.013296i,-0.0048827-0.0090076i,-0.0031079-0.0080021i,-0.0056985-0.011989i
-0.0017884-0.088391i,-0.081938-0.11187i,-0.20907-0.062165i,-0.24487-0.0023789i,-0.18001-0.014214i,-0.14837-0.073039i,-0.15145-0.11068i,-0.14177-0.091823i,-0.097568-0.030662i,-0.025048+0.0012149i,0.011391-0.020955i,-0.0020752-0.025905i,-0.0034347+0.00037096i,0.014044+0.010108i,0.018154-0.00014148i,0.010044-0.0085169i,0.0016027-0.0069188i,-0.0019854+0.00059371i,0.0022269+0.0061651i,0.0031827+0.003817i,-0.0060627+0.0019508i,-0.011833+0.0088481i,-0.0034746+0.016087i
0.0056814+0.14044i,0.0555+0.19814i,0.13119+0.12874i,0.14197+0.0053144i,0.081164-0.012631i,0.048065+0.017584i,0.035961-0.028162i,0.0042231-0.098937i,-0.010176-0.10595i,0.012805-0.071149i,0.033026-0.040325i,0.029743-0.023672i,0.0072137-0.012146i,-0.01253+0.0096079i,-0.0068529+0.029375i,0.012303+0.025545i,0.022503+0.0065654i,0.021411-0.0050296i,0.014862-0.0016218i,0.01592+0.0062524i,0.024565+0.0061176i,0.02579-0.0010158i,0.01516-0.0062439i
-0.064728-0.058405i,-0.052813-0.077364i,0.021448-0.038974i,0.096544+0.01324i,0.12787+0.034236i,0.16143+0.069541i,0.21113+0.11248i,0.20994+0.11002i,0.13763+0.072424i,0.042088+0.050716i,-0.0039014+0.054771i,0.0074123+0.045285i,0.02299+0.014218i,0.018866-0.011813i,0.0044805-0.018633i,-0.0095508-0.0065394i,-0.017376+0.015007i,-0.017173+0.027802i,-0.012309+0.018391i,-0.011143+0.0035518i,-0.010337-0.00014521i,-0.0028207-0.001426i,0.0022176-0.0082952i
0.13542+0.12559i,0.18999+0.16652i,0.12548+0.1608i,0.0053859+0.14473i,-0.073953+0.11044i,-0.12814+0.045784i,-0.15523+0.04691i,-0.091801+0.089179i,-0.02057+0.061449i,-0.014272+0.01967i,-0.013409+0.019007i,-0.0010044+0.021303i,0.0029286+0.020117i,0.0070048+0.017199i,0.0048533+0.005948i,-0.0080555-0.0025101i,-0.017029-0.0078751i,-0.022115-0.012277i,-0.024824-0.0085433i,-0.021627-0.0053236i,-0.019074-0.0083574i,-0.019655-0.0049982i,-0.014721+0.0045058i
-0.2658+0.034688i,-0.42914+0.11051i,-0.46257+0.19281i,-0.36156+0.22752i,-0.22875+0.20661i,-0.1393+0.15937i,-0.09835+0.060795i,-0.09265-0.050357i,-0.066421-0.077032i,-0.012057-0.054223i,0.0085545-0.037665i,-0.010192-0.019662i,-0.034631-0.0048708i,-0.049582+0.0085024i,-0.045959+0.024132i,-0.025601+0.028385i,-0.0013944+0.023549i,0.01715+0.014369i,0.022758+0.0037146i,0.01875+0.0050043i,0.016513+0.013983i,0.014024+0.012483i,0.0059392+0.0037883i
0.19748-0.21586i,0.29248-0.40565i,0.23028-0.51752i,0.020291-0.50277i,-0.12189-0.36622i,-0.08088-0.18255i,0.0076451-0.05386i,0.026915+0.021384i,-0.003532+0.068451i,-0.024843+0.074225i,-0.027902+0.040352i,-0.027024+0.0019618i,-0.017025-0.014787i,-0.00077021-0.020731i,0.011089-0.02709i,0.01311-0.033788i,-0.0020858-0.037657i,-0.01781-0.028143i,-0.015917-0.014554i,-0.010441-0.010088i,-0.012907-0.0082375i,-0.011754-0.0043437i,-0.0012098+0.0013989i
-0.12244+0.2487i,-0.11811+0.41235i,0.02788+0.29181i,0.17384-0.075135i,0.12564-0.30273i,-0.032228-0.25946i,-0.087827-0.1038i,-0.039527+0.01351i,0.01067+0.029777i,0.011433-0.0027057i,0.0007397+0.00011441i,0.020932+0.020046i,0.043247+0.013991i,0.043857-4.8635e-05i,0.032201-0.0048374i,0.026646-0.0056334i,0.032091-0.011062i,0.027397-0.020033i,0.0067045-0.020526i,-0.0058713-0.015727i,-0.0024417-0.013374i,0.003065-0.0071564i,0.0029092+0.0037015i
-0.12654-0.35586i,-0.27222-0.53647i,-0.24613-0.34193i,0.053057+0.068103i,0.28924+0.20977i,0.23483+0.11414i,0.0932+0.023115i,0.027804-0.04293i,0.012838-0.064244i,0.027214-0.041914i,0.020494-0.033097i,-0.017881-0.028043i,-0.044468-0.01524i,-0.056998+0.0025907i,-0.05262+0.023508i,-0.037262+0.034051i,-0.029516+0.038665i,-0.021739+0.042545i,-0.006608+0.035814i,0.0045707+0.024136i,0.0048022+0.01595i,-0.005311+0.0042059i,-0.016812-0.011009i
0.41066+0.24119i,0.74656+0.40048i,0.77843+0.45362i,0.4549+0.43081i,0.18248+0.35342i,0.11989+0.16364i,0.068364-0.0047796i,-0.015126-0.037202i,-0.061748-0.019192i,-0.080675+9.2832e-05i,-0.054592+0.0101i,-0.011286-0.0019047i,0.008687-0.0012939i,0.018514+0.0081909i,0.018753+0.0080166i,0.012669+0.0028357i,0.0062683-0.011076i,0.0043737-0.023584i,0.010654-0.02329i,0.012479-0.020197i,0.0075299-0.021526i,0.0043024-0.023175i,0.0048581-0.018882i
-0.32304+0.026568i,-0.61816+0.084852i,-0.76459+0.11023i,-0.68688+0.061307i,-0.50536-0.0079399i,-0.33064-0.02393i,-0.20072+0.0055111i,-0.090421+0.036813i,0.006077+0.02055i,0.037253-0.026198i,0.018234-0.020836i,0.01617+0.022782i,0.033884+0.040696i,0.044005+0.021166i,0.029497-0.0092402i,0.0044827-0.013674i,0.0029063+0.00098547i,0.01044+0.0067075i,0.007594+0.005101i,0.0068721+0.00082425i,0.0098696+0.0039557i,0.014729+0.017844i,0.018578+0.026212i
0.29336-0.30673i,0.39367-0.69445i,0.21466-0.95725i,-0.078746-0.80352i,-0.11781-0.37378i,0.05211-0.053999i,0.14678+0.0092081i,0.10936-0.034504i,0.038187-0.026536i,0.033212+0.0097683i,0.05445-0.014742i,0.026077-0.070632i,-0.02604-0.088044i,-0.057016-0.059555i,-0.045277-0.023472i,-0.015816-0.014691i,-0.0074062-0.017917i,-0.014097-0.014135i,-0.022339-0.0027999i,-0.02292+0.012327i,-0.015893+0.011404i,-0.016563-0.0053757i,-0.020856-0.016204i
-0.05018+0.46561i,0.091855+0.85905i,0.38566+0.92374i,0.55104+0.54013i,0.40232+0.15492i,0.19528+0.0099981i,0.12066-0.037398i,0.074867-0.057431i,0.014826-0.04679i,-0.040082-0.01917i,-0.059106+0.025021i,-0.026369+0.06478i,0.013491+0.067933i,0.025764+0.044695i,0.021834+0.030219i,0.023639+0.027459i,0.028319+0.019001i,0.028957+0.0053985i,0.024613-0.0097259i,0.012899-0.015589i,0.0056051-0.0055884i,0.0085028+0.0051505i,0.0094616+0.0085734i
-0.20278-0.16661i,-0.36372-0.19099i,-0.37637+0.043816i,-0.16332+0.3383i,0.0030199+0.31215i,-0.05274+0.13355i,-0.11682+0.10425i,-0.05533+0.14331i,0.037341+0.10574i,0.061714+0.021093i,0.014307-0.017912i,-0.035696+0.0040145i,-0.038996+0.034517i,-0.010341+0.040841i,0.0077685+0.024507i,-0.003483+0.0094172i,-0.018761+0.0067703i,-0.022428+0.0063322i,-0.014714+0.0043365i,-0.0026214-0.0048768i,-0.0049561-0.011426i,-0.016954-0.0037741i,-0.017523+0.0029026i
0.22814+0.079904i,0.39971-0.012095i,0.29455-0.22798i,-0.1209-0.27568i,-0.36696-0.038057i,-0.2611+0.14508i,-0.1626+0.10131i,-0.17316+0.0058587i,-0.15416-0.012548i,-0.073508+0.019927i,0.024303+0.016707i,0.07066-0.04093i,0.043206-0.077037i,-0.013963-0.051022i,-0.040703+0.0045274i,-0.018397+0.02992i,0.011629+0.01087i,0.018542-0.010615i,0.0053116-0.0093719i,-0.0057085+0.005882i,0.0036889+0.0043991i,0.016543-0.021776i,0.014308-0.036331i
-0.18465+0.072714i,-0.29728+0.18658i,-0.28146+0.12078i,-0.20078-0.21452i,-0.14429-0.45823i,-0.026583-0.44631i,0.12287-0.4024i,0.12817-0.33258i,0.05391-0.17923i,0.0094589-0.074711i,-0.027064-0.035812i,-0.045523+0.008466i,-0.026852+0.045869i,0.0019356+0.042585i,0.0015512+0.0093906i,-0.021292-0.0064753i,-0.02615+0.0094806i,-0.006178+0.02638i,0.016347+0.023109i,0.020532+0.012624i,0.011881+0.01772i,0.012037+0.032559i,0.010803+0.034746i
0.048911-0.085872i,0.077036-0.16169i,0.18974-0.17397i,0.35658-0.14752i,0.31775-0.098108i,0.092005+0.06357i,0.0019188+0.24557i,0.064726+0.26047i,0.093737+0.15475i,0.077426+0.067494i,0.053616+0.022084i,0.027714-0.0025958i,0.0067692-0.021166i,0.0062931-0.035946i,0.020704-0.05127i,0.01288-0.058548i,-0.011633-0.041474i,-0.027364-0.019602i,-0.033266-0.0115i,-0.029713-0.015426i,-0.025355-0.023915i,-0.028097-0.022047i,-0.023163-0.01414i
-0.0055342-0.059476i,0.078948-0.085659i,0.20483+0.019999i,0.29129+0.2507i,0.27518+0.37611i,0.16168+0.31934i,0.048161+0.23811i,0.0062616+0.1338i,-0.025749+0.0023928i,-0.052317-0.025649i,-0.015445+0.0038729i,0.018653-0.0044798i,0.0032497-0.0074576i,-0.01651+0.022325i,-0.0090968+0.051098i,0.01683+0.052073i,0.028998+0.028986i,0.019986+0.0065235i,0.0086302-0.0057186i,0.004223-0.0071833i,0.0065975-0.0047634i,0.0087015-0.010425i,0.0066065-0.016794i
0.065046+0.16525i,0.022542+0.37537i,-0.13953+0.53101i,-0.28284+0.48307i,-0.26625+0.22265i,-0.18947-0.089814i,-0.17357-0.23045i,-0.16974-0.18753i,-0.11844-0.088354i,-0.060211-0.023574i,-0.028511-0.0099291i,-0.019768-0.010382i,-0.019228+0.0004082i,-0.022824+0.019663i,-0.02011+0.042444i,0.0011232+0.043624i,0.016836+0.017112i,0.017603-0.0020725i,0.016254-0.00078031i,0.0081889+0.0082241i,-0.0022623+0.015044i,-0.0048311+0.016427i,-0.0021708+0.012147i
-0.26222+0.10565i,-0.48011+0.18479i,-0.50729+0.18444i,-0.34016+0.0051575i,-0.19298-0.2443i,-0.072636-0.31903i,0.073627-0.27887i,0.165-0.23968i,0.16494-0.18425i,0.11852-0.13034i,0.072852-0.077389i,0.055001-0.02689i,0.049586-0.011233i,0.03013-0.027583i,-0.0072808-0.039183i,-0.033798-0.023582i,-0.030082-0.0023388i,-0.016219+0.0059281i,-0.0079106-0.0004274i,-0.0017457-0.017859i,0.010008-0.028587i,0.020216-0.023374i,0.015761-0.0098752i
0.22087-0.21359i,0.48711-0.51801i,0.63248-0.68339i,0.57526-0.50628i,0.4638-0.13045i,0.37147+0.20696i,0.29971+0.37671i,0.2523+0.37113i,0.18667+0.25891i,0.092884+0.15184i,0.013441+0.097838i,-0.029252+0.055997i,-0.063971+0.018115i,-0.096068+0.010523i,-0.10198+0.0069382i,-0.093801-0.0093123i,-0.079027-0.015249i,-0.058531-0.0094964i,-0.042974-0.00071927i,-0.028719+0.0069673i,-0.01982+0.011053i,-0.019508+0.010637i,-0.016675-0.0058154i
0.047034+0.27218i,0.11425+0.55878i,0.076234+0.64573i,-0.20217+0.5203i,-0.58304+0.45181i,-0.77219+0.46105i,-0.67371+0.44619i,-0.43363+0.33421i,-0.2276+0.14768i,-0.092962+0.029688i,0.028904-0.024242i,0.09161-0.073327i,0.073077-0.064324i,0.050573-0.00011266i,0.057829+0.053999i,0.080222+0.057047i,0.088248+0.017381i,0.07606-0.022738i,0.061365-0.048485i,0.047163-0.055885i,0.038222-0.045862i,0.034105-0.038717i,0.025264-0.034082i
-0.29513-0.089204i,-0.69365-0.064727i,-0.92641+0.082435i,-0.70882+0.1806i,-0.22879-0.0010579i,0.05252-0.31151i,-0.020058-0.40987i,-0.10022-0.24665i,0.0041044-0.080096i,0.058251-0.047993i,0.0067082-0.010781i,-0.013963+0.047733i,-0.01378+0.057964i,-0.03789+0.066592i,-0.049402+0.097291i,-0.030338+0.10952i,-0.018161+0.082968i,-0.021671+0.052456i,-0.01007+0.043445i,-0.00024306+0.037601i,-0.014792+0.033779i,-0.030375+0.033982i,-0.038661+0.024583i
-1.3725+6.5129i,1.188+6.1964i,4.0988+4.9064i,4.8277+1.6105i,3.7535-1.2757i,1.6418-2.3664i,-0.17476-1.4093i,-0.73969-0.015887i,-0.12843+0.5823i,0.75442+0.071292i,0.81735-0.82429i,0.18015-1.3501i,-0.68632-1.7633i,-1.5678-2.2582i,-1.8288-2.2673i,-1.2213-1.3966i,-0.49236-0.46271i,-0.42126-0.021477i,-0.77219+0.28008i,-0.72843+0.59386i,-0.17795+0.71128i,0.37668+0.44738i,0.46959-0.056195i
0.076171+0.039601i,0.22986-0.021006i,0.38969-0.1664i,0.54532-0.3257i,0.70964-0.47847i,0.65505-0.61427i,0.32646-0.54816i,0.076437-0.24752i,0.044064-0.023897i,0.0041752+0.0219i,-0.066251+0.059821i,-0.048494+0.10321i,0.034437+0.089325i,0.090495+0.040229i,0.083274+0.018406i,0.060872+0.039427i,0.04815+0.050787i,0.025912+0.040649i,0.0067069+0.026099i,-0.0030357+0.0070069i,-0.013419-0.0070178i,-0.018192+0.00035969i,-0.014194+0.025839i
0.13308+0.15742i,0.051642+0.37193i,-0.051003+0.60237i,0.080312+0.61729i,0.30082+0.2817i,0.20944-0.10306i,-0.042418-0.15209i,-0.070845-0.065471i,0.0039738-0.088276i,0.0071533-0.12096i,0.00075275-0.11024i,0.0043389-0.10744i,-0.01733-0.11069i,-0.056162-0.088623i,-0.071126-0.043088i,-0.05969-0.0079083i,-0.04507+0.0016785i,-0.027793-0.00025116i,-0.013284-0.0062238i,-0.020665-0.0080104i,-0.025728+0.007996i,-0.010122+0.022805i,-0.0019928+0.018416i
