0.00029476+0.0011705i,0.00011908-0.00021133i,-0.0013175-0.0018119i,-0.00080236-0.0035553i,-0.00012814-0.0026493i,-0.00037782-1.5316e-05i,-0.0012057+0.00063734i,-0.00093939+0.00049714i,0.00023818+0.00017897i,0.00094559+4.1142e-05i,0.0002639-0.00026241i,0.00019373-0.0010675i,0.00044807-0.00074895i,-0.00031391-0.00048032i,-0.00057546-0.00036367i,9.4319e-05-0.00048679i,0.00072157-0.0011998i,0.00058372-0.00087411i,0.00032039-7.3787e-05i,0.00065508+0.00027992i,0.00044104+0.00018408i,-0.00010465-5.2738e-05i,5.2326e-05-0.00055983i
-0.0017043+0.0011702i,0.00011633+0.00054094i,-0.00028364-0.00040222i,0.00079429-0.00084945i,0.0023893-0.00084238i,0.0012756-0.0012545i,0.00034366-0.0022194i,-0.00064805-0.0017829i,-0.0008447-0.0011717i,-0.00014949-0.00065764i,-0.00018345-0.00022969i,0.00036351-0.00054769i,0.0015251-0.00015152i,0.0011498+0.00036336i,0.0005016-0.00015991i,-0.00045543-0.00033661i,-0.00050617+3.8354e-06i,5.4382e-05+3.3912e-05i,1.4011e-06+4.2161e-05i,-0.00025819-0.00016217i,-0.0004782+0.00024582i,-0.00013348+0.00087728i,-0.00014301+0.00029413i
-0.00072586+0.0012666i,-0.00031398+0.00048898i,-0.0010329+0.00086783i,-0.00074965+0.00038727i,-0.00025966-0.00063497i,-0.00011736-0.0016282i,9.5807e-05-0.0016812i,-0.00011892-0.00091147i,-0.00021971-0.00034693i,0.00022987-7.4691e-05i,0.00056005-0.00078038i,0.00065384-0.00095103i,0.00055561-0.00021444i,0.0001363-0.00029807i,0.0003967-0.0010499i,0.00037547-0.0010138i,-0.00060359-0.0005595i,-0.0010425-0.00033994i,-0.00084423+0.0001918i,4.4498e-05+0.00054447i,0.00031948-7.5654e-05i,1.1071e-05-0.00067629i,0.00023321-0.00072209i
0.0010786-0.00095519i,0.0013018-0.0012604i,0.0018988-0.0026917i,0.0022084-0.00243i,0.0016823-0.0017675i,0.00060674-0.0017581i,0.0001226-0.0016126i,0.00041012-0.0010527i,0.00043155-0.0005551i,-0.00055156-0.00018687i,7.6864e-05+0.00040069i,0.0010156+0.00013043i,0.00034776-0.00036644i,-0.00019581-0.00014448i,0.00063973-0.00033091i,0.0013004-0.00019979i,0.00042094+4.8752e-05i,3.8075e-05-0.00017307i,-0.00024595+0.00042393i,-6.9503e-05+0.00075947i,0.00074697+0.0004365i,0.0011525-0.00024566i,0.00049607-0.00026943i
6.558e-05-0.00095523i,-0.00031751-7.1489e-05i,4.6377e-05-0.00017783i,0.0014023-0.0003465i,0.0021078-0.00070236i,0.0019684-0.001611i,0.0015054-0.0011682i,0.00095938-0.00027368i,0.00074047-0.00020194i,0.00085312-0.00068671i,0.00058681-0.00050711i,0.00048048-0.00019431i,0.00056202+0.00022615i,-0.00018416+0.00016698i,-0.00054578-0.00072886i,-0.00030609-0.0010214i,-0.00054855-0.00062096i,-0.00037545-0.00024046i,9.755e-05-0.00028169i,-0.00035417-0.00072003i,0.00010494-0.0008041i,0.00087604-0.0001265i,0.00094548+0.00066602i
-0.0010787+0.0013591i,-0.00048071+0.00087674i,-0.00028527+0.00029893i,-0.00030685-0.00041553i,0.00030111-0.0013745i,0.00069598-0.00079724i,0.00050994-0.00014517i,-0.00031554-0.00068717i,-0.00025851-0.0011481i,-4.3418e-05-0.00049071i,-0.00036016+0.00054337i,-5.5272e-05+0.00070457i,0.00098057+0.00024418i,0.0010167+0.00023247i,0.00041176-0.00028097i,4.1894e-05-0.00067945i,-7.4409e-05+0.00010176i,7.0463e-05+0.00066612i,-0.00013902+0.00076839i,-6.0176e-05+0.00054821i,-0.00026045+0.00057238i,-0.00054159+0.00048928i,0.0001621+0.00047413i
0.001792+0.00028305i,0.0019907-0.0008021i,0.0021834-0.00072659i,0.002909-0.0010639i,0.0028475-0.0020917i,0.0017234-0.0023233i,0.0006367-0.0014716i,-0.00017733-0.0013319i,-6.2199e-05-0.00081572i,0.0009166-0.00017869i,0.0012315+0.00015788i,0.00094282-8.2428e-05i,0.00096998-0.0010261i,0.00072159-0.00077442i,4.0927e-05-0.0006671i,0.00015281-0.00076212i,-9.844e-05-0.00032227i,-0.00054684+0.00028511i,-0.00070387+0.00027511i,-0.00051651+1.9901e-05i,-0.00026708-0.00037923i,8.186e-05-0.00052332i,0.00034038-0.00041193i
-0.0013248-0.004186i,-0.0013616-0.003252i,-0.0020302-0.002483i,-0.0022434-0.00090003i,-0.0014744+0.0004321i,-0.00068438+0.00081727i,-0.00050862+0.00040367i,-0.00095709-0.00025097i,-0.0006297-0.00026217i,-0.00026752+0.00014979i,-2.9985e-05+0.00025254i,0.0002764+0.00070209i,-0.0004304+0.00040709i,-0.00012083-0.00064561i,0.00095111-0.0010199i,0.00068771-0.00077057i,0.00030374-0.00031265i,0.00067398+0.00021613i,0.00032511+0.00024166i,-0.00053228-0.00021101i,-0.00040705-8.6799e-06i,0.00072407+0.00014834i,0.0016492-0.00041691i
0.00098378+0.0021391i,0.0012+0.0016493i,0.0018068+0.00043024i,0.0034476-0.0012073i,0.0036638-0.0019619i,0.0020862-0.0022494i,0.00096329-0.0019017i,0.00020033-0.00092285i,-2.6885e-05-0.0005262i,-3.6342e-05-0.00060148i,0.00070002+0.0002809i,0.0010844+0.00034738i,0.00062652-0.00039685i,0.00025466-0.00034616i,0.00038275-0.00025564i,0.00050415-0.00049848i,0.00056809+5.9082e-05i,8.7427e-05+0.00084752i,-0.00026597+0.00060657i,0.00018149+7.9438e-05i,0.00040932+0.00056086i,0.00068807+0.00096818i,0.001281-0.00028258i
0.001971+0.0030589i,0.0036156+0.0037836i,0.0041456+0.0037753i,0.0041272+0.0019611i,0.0039164-0.00019795i,0.0019984-0.0019304i,0.00091964-0.0024643i,0.00051616-0.0018851i,-0.00033564-0.0013896i,-8.1772e-05-0.00089776i,2.6133e-05+0.0006435i,0.00010934+0.0012966i,0.00033549+0.00047326i,0.0005933+0.00024627i,0.00069407+0.00025929i,3.8567e-05-0.00015865i,-0.00023914-0.00028364i,-0.0006083-0.00011087i,-0.0013094+7.0051e-05i,-0.00061751+0.00052233i,0.00061593+0.00064834i,0.00081305-8.6973e-05i,0.0001017-0.00040067i
0.0019213-0.00019739i,0.0014788-0.0013659i,0.0016518-0.0022934i,0.0022338-0.0025747i,0.0025021-0.0028138i,0.0005565-0.0025106i,-0.00078667-0.0015663i,-0.00061419-0.0001253i,-0.00054721+0.0001664i,-0.00034836-0.00036318i,-0.00061362-0.00097361i,-0.00106-0.00091034i,-0.00054555-0.00089561i,-5.7457e-06-0.00097295i,-0.00052699-0.0008825i,-0.00071477-0.0010244i,-0.0009272-0.00058411i,-0.0012216+0.00034251i,-0.0011432+0.00078661i,-0.0010987+0.00056294i,-0.00037652+0.00032623i,6.349e-05+0.00011497i,-0.00024571-0.00030219i
0.00022037+0.0014587i,0.00040898+0.0015738i,0.001628+0.0018196i,0.0030972+0.0013744i,0.002997-0.00077415i,0.0023891-0.0021042i,0.0009216-0.0013013i,0.00015272-0.00086494i,0.00028281-0.00070146i,-0.00035784-0.00031174i,-0.00025999-0.00020797i,-0.00011545-0.00071131i,4.0102e-05-0.00085432i,-9.5063e-05-0.00050139i,1.271e-05-0.00022936i,0.00038146-4.9567e-05i,-0.0006206-0.00043481i,-0.0010786-0.00030366i,-0.00029057-0.00028758i,-0.00017434-0.0001248i,-0.00042876-0.00014666i,-2.9983e-05-0.00049284i,0.00016575-0.00067936i
-0.00012187+0.0015267i,-0.00011504+0.0005266i,-0.00065703+0.00029854i,0.00033163-0.00011029i,0.001974-0.0012298i,0.0014243-0.0023679i,-0.00032275-0.0024282i,-0.00066249-0.0021065i,-0.00038515-0.0013993i,-2.8141e-05-0.00035403i,0.00077888+0.00023664i,0.00084016+0.00036261i,-4.0871e-05-0.0001331i,0.00037924-0.00067097i,0.00059057-0.00034867i,0.00012998+0.00012848i,0.00038554+0.00032284i,5.6596e-05-0.00018229i,-7.4558e-05+0.00011888i,0.00040849+0.00086707i,9.4401e-06-0.00035707i,-0.00035594-0.0015251i,0.00039322-0.0012921i
0.00072652-0.000813i,0.00029807-0.0018912i,0.00031017-0.002458i,0.0013206-0.002835i,0.00087902-0.0023637i,-0.00023148-0.0018025i,-0.0011535-0.0012958i,-0.0011366-0.0011689i,-0.00056809-0.001508i,-0.00095997-0.00102i,-0.00099778-0.0004606i,-0.0010719-0.00049656i,-0.0011882-0.00060929i,-0.00091422+0.00018718i,-0.00093409+5.3771e-05i,-0.00076681-0.00051494i,-0.00018095-0.00096941i,-1.2603e-05-0.00040258i,5.1176e-05-0.00015259i,1.5303e-05-0.00029164i,-0.00077038+0.00011875i,-0.0013127-0.00050817i,-0.00044947-0.00091752i
-0.0012401-0.0013373i,-0.0012721-0.0014211i,-0.0010241-0.0012057i,0.00034495-0.0006461i,0.0018274+0.00016687i,0.0014549+0.00036127i,0.00058228+0.00027828i,4.872e-05+0.00045246i,-0.00019196-0.00024498i,-0.00034498-0.00046294i,-0.0006486-0.00030404i,-0.00033554-0.00079573i,0.00044914-0.00014231i,0.00010558+3.6679e-05i,-0.00016922-0.0011348i,0.00037907-0.00074947i,0.00069345+0.00022975i,0.0010682+0.00012988i,0.0012763+0.0004652i,0.0003914+0.00082648i,0.00038026+0.0003691i,0.0013228-0.00026477i,0.00072874-0.00069777i
-0.00012459+0.000891i,0.00088808+0.001367i,0.0025073+0.00062356i,0.0034881-0.0012964i,0.003428-0.00234i,0.0021735-0.0023742i,0.00045501-0.0013523i,-6.3398e-05-0.00048292i,0.00015444-0.00046505i,-0.00049325+6.7082e-05i,-0.00058912+0.00029526i,-0.00028093-0.0001799i,-0.00020994-8.1969e-05i,-0.00010881-0.00014075i,0.00024227-0.00072994i,0.0012558-0.00068396i,0.0012605-0.00034804i,-4.5888e-05-0.0002127i,-0.00082966-0.00043238i,-0.00050489-0.0010519i,3.8025e-05-0.0010749i,0.00045022-0.00016242i,0.00036566+0.00066679i
0.00018499+0.00015833i,0.00053021+0.001401i,0.0013677+0.001734i,0.00069687+0.00011059i,-3.261e-05-0.0017919i,-0.00035552-0.0015012i,-0.0011245-0.00072365i,-0.00061073-0.00058578i,0.00041357-0.00074602i,0.00038945-0.00068122i,0.0010487-0.00042455i,0.0013995-0.00018715i,0.00066505+0.00010865i,0.00031896-0.00024422i,0.00060072-0.00059815i,0.00028148-0.00086754i,0.00010753-0.00099654i,0.00064562+0.00017088i,0.00010567+0.00097885i,0.00011396+0.00059009i,0.00058747+6.64e-05i,-7.1164e-06+0.00039066i,-0.00031049+0.00084119i
0.0021704-0.001693i,0.0019252-0.0016232i,0.0024366-0.0019179i,0.0018618-0.0016484i,0.00090349-0.0017925i,0.00060737-0.001726i,-0.00030066-0.0010232i,-0.00074088-0.00064841i,-0.0011828-0.00083086i,-0.0015798-0.00090743i,-0.00089131-0.00067355i,-0.00024729-0.00074562i,-0.00026368-0.00070669i,-0.0003542-0.00085165i,-0.00077004-0.00043391i,-0.00032839+0.00020427i,0.00018405+0.00041563i,-0.00013719+7.8763e-05i,-0.00027799+0.00036164i,-0.00013597+0.0010507i,9.2226e-07+0.00036i,0.00049211-0.00026561i,0.00095633-0.00019348i
0.0013271-0.00015227i,0.0026621-0.00025768i,0.0029126-0.00081545i,0.0027539-0.00075141i,0.002178-0.00152i,0.0020758-0.0018813i,0.0013457-0.0014656i,0.00010906-0.001025i,-0.00015583-0.00045415i,-0.00024985-0.00061055i,0.00032874-0.00025954i,0.00080246+0.00010492i,0.00031858-0.00079766i,0.00035393-0.0013774i,0.00020144-0.001145i,0.00021011-0.00072511i,0.000362-0.00057227i,-0.00073554-7.9774e-05i,-0.0007553-0.00023308i,-0.00028525-0.00075062i,-0.0004529+9.6821e-05i,-0.00078314+0.0012229i,-0.0011681+0.0014984i
0.0023054+0.00046893i,0.0022874+0.00024452i,0.0022515-0.0011841i,0.0016208-0.0015372i,0.0015628-0.0021496i,0.00081809-0.003132i,-0.0005332-0.002434i,-0.0002945-0.0010626i,0.00038912-0.00096965i,-0.00064614-0.0010269i,-0.00058413-6.9712e-05i,0.0013071+0.00070842i,0.0014955+0.00043977i,0.00083148-0.00026143i,0.00029006-0.00013876i,-0.00018857+0.0001357i,6.1699e-05+7.4274e-05i,0.00019366+0.00015949i,2.9739e-05+0.00067297i,0.00015461+0.00083305i,9.5714e-05+0.00018914i,3.5837e-05-0.00036445i,5.4919e-05+3.6938e-05i
0.0019354+0.00021954i,0.0027103-1.4653e-05i,0.0032887-0.00055533i,0.0027731-0.0013383i,0.0016735-0.0028664i,0.00056573-0.0030688i,-0.00037673-0.0013031i,-0.00076285-0.00053251i,-0.0001758-0.00060997i,0.00020518-0.00076245i,-0.00061092-0.00034189i,-0.00074487-0.00095717i,-0.00029995-0.0014022i,-0.00015612+6.2434e-06i,0.00048765+0.00065182i,0.0013316+0.00030418i,0.0014097+0.00011345i,-1.3728e-05+3.4894e-05i,-0.00049932+0.00015834i,-7.5996e-05+0.00036549i,-0.00019315+0.00035565i,5.9982e-05+4.501e-05i,0.00016207-2.777e-05i
0.0016352+0.00096652i,0.0021028+0.0013546i,0.0031285+0.0009001i,0.0037977-0.00041258i,0.0036146-0.0017218i,0.0025376-0.001744i,0.0014322-0.001457i,0.0011981-0.0015255i,0.0010662-0.00095041i,0.00061133-0.00059221i,0.00031961-0.00019967i,0.00022492+0.00093016i,-0.00054157+0.0014001i,-0.00088112-0.00018317i,0.00060007-0.0012726i,0.0013216-0.00057366i,0.00024643-0.00035938i,-0.00014424-0.0004894i,0.00074519-0.00030006i,0.00079297+0.00026531i,0.00063606+0.00012444i,0.00099393+4.7507e-05i,0.00049105+0.00078453i
-0.00095142+0.0013883i,-0.0014921+0.00083538i,-0.0011171+0.001052i,0.0011185+0.00057986i,0.0023749+0.00021215i,0.0015847-0.00072001i,8.8567e-05-0.001112i,-0.00063124+2.1754e-05i,-0.00059667+0.0004214i,-0.00049801+0.00020272i,0.00024233+7.5918e-05i,0.00071905+3.8434e-05i,0.00075559+0.00035746i,0.00090431+0.00037759i,0.00074182+0.00010525i,0.00052644-0.00011443i,5.4742e-05-0.00066794i,-0.00051975-0.00020503i,-0.0014311+0.00060733i,-0.0016551+0.00017094i,-0.00053462-0.00027774i,0.00033735+1.2377e-05i,0.00046068+0.00038859i
-0.0009933-0.001088i,-0.0011023-0.0011125i,0.00041653-0.00039629i,0.0017798-0.00098013i,0.0026571-0.0024797i,0.0031493-0.002849i,0.0016826-0.0019217i,-4.0327e-05-0.001413i,-0.00042041-0.00093558i,-0.0001899-0.00064675i,-0.00053368+1.0534e-05i,-0.00069668+0.00072212i,0.00043757+0.00041217i,0.00051663+0.00028623i,-9.1332e-05-0.0001293i,-0.00057701-0.00066017i,-0.00057371+8.1316e-05i,-0.00049887+0.0011252i,-0.00010307+0.00081819i,0.00040849+0.00035719i,0.00048496+0.00036566i,0.00016276+3.7238e-05i,-0.00026053+4.0348e-05i
0.00066402-0.0015341i,-0.00029312-0.0012872i,-0.0012861-0.0015602i,-0.0010384-0.00088991i,-0.00099233-0.00024209i,-0.00048497-0.00021637i,0.00043669-0.001194i,0.00057334-0.0014036i,-0.00016874-0.00070616i,-0.0013245-0.00068822i,-0.0012203-0.0006067i,-0.00022769-0.00031678i,-0.00026535-2.5496e-05i,-0.00033888-3.5234e-05i,-0.00013968-0.00067369i,-0.0003476-0.00088081i,-0.00066497-0.00058652i,-0.00050282-0.00053697i,0.0007343+0.00010029i,0.0012564+0.00015869i,0.0011766-0.0012828i,0.00082155-0.0010552i,0.00039254+0.00032039i
0.0021787+0.00041947i,0.00334+0.00052712i,0.0034915-0.0010439i,0.0033025-0.0024056i,0.0031266-0.0029295i,0.0023427-0.0019961i,0.0012542-0.0010383i,4.799e-05-0.00017854i,4.709e-05+0.00049775i,0.00030641+0.00065783i,2.11e-05+0.00031126i,0.00031881-0.00044112i,0.00062341-0.0006224i,0.0006802-0.0010162i,0.00076078-0.00083689i,0.00023433-0.00093069i,-0.00013975-0.00064458i,-0.00031443-0.00040041i,1.1639e-05-0.00060079i,0.00011769-0.00027672i,-5.7966e-05+0.00033712i,0.00041288+0.0010662i,0.00036293+0.0012464i
-0.00025065-0.0012012i,0.00067132-0.00011725i,0.0011675+0.00058847i,0.0027059+0.00050917i,0.0027223-0.00036898i,0.0015998-0.0019049i,0.00063071-0.0015957i,-5.2417e-05-0.00074373i,0.00012188-0.00048511i,0.00022011-0.00031858i,-0.00030387-0.00017728i,-0.00023709+1.3117e-05i,0.0005525+0.00030099i,0.000624+0.00055455i,-0.00027183+1.4996e-06i,-0.00046025-0.0010296i,-6.6488e-05-0.0010874i,-5.8014e-05-0.00071028i,-5.3153e-05-0.00022556i,0.00042439+0.00056604i,0.00018486+7.8362e-05i,-0.00047553-0.00011505i,-0.00040583+0.0002717i
-0.00020195+0.00045477i,-0.00052377-0.00075707i,0.00047189-0.0012667i,0.0010646-0.0013398i,0.0012878-0.0010199i,0.0012058-0.00040073i,0.00050956-0.0004395i,3.1217e-06-0.0013594i,3.6042e-05-0.0011932i,0.00048255-0.00080144i,0.0011349-0.00075319i,0.000996-0.00038028i,0.00063799-0.00012089i,0.00026764-3.4145e-05i,-8.9161e-05+0.00020841i,-0.00016088-0.00030022i,0.00053359-0.00072039i,-0.00010729+2.0294e-05i,-0.0012835-0.00043377i,-0.001271-0.00098246i,-0.0011782-0.00045762i,-0.00059239-0.00011962i,-0.00027688-0.00021923i
0.0023865+6.9013e-05i,0.0033657+0.00040467i,0.0044166-3.4711e-06i,0.0041922-0.0010824i,0.0026496-0.002197i,0.00095234-0.0030281i,-0.00037514-0.0030126i,-0.00052848-0.0017711i,4.201e-05-0.00061049i,-1.4048e-06-6.8435e-05i,-0.00026639-8.7179e-05i,-0.00025231-0.00032222i,0.00012355-3.5688e-05i,0.00047994+0.00038959i,0.00018743-0.00016621i,-0.00046339-0.00069516i,-0.00020097-0.0013682i,-0.00013207-0.0010616i,0.00033686-0.00032029i,0.001143-0.0005726i,0.00089431-0.00030207i,-7.8341e-05-0.00029268i,-0.00062945-0.00087218i
-0.0016615-0.0024692i,-0.00085288-0.002154i,-3.2592e-05-0.0017357i,0.0007579-0.00048067i,0.0007256+3.5107e-05i,-0.00033741-0.00072437i,-0.00090712-0.0015694i,-0.0005847-0.00082492i,-0.00048989+0.00011797i,-0.00062951+0.00023963i,-0.00048975+0.00013722i,-0.00056402-0.00029401i,-0.00022114-0.00031778i,0.000353-2.9034e-05i,0.00042445-0.00011332i,0.00037217+0.00062639i,3.1422e-06+0.00082718i,-0.00034999+0.00061907i,-0.00057411+0.00070807i,-0.00025825+0.00037892i,0.00054631-1.7615e-05i,0.00053606+0.00012484i,5.5187e-05+0.00027483i
0.00099502+0.0015697i,0.0013883+0.0023235i,0.0018947+0.00065921i,0.0025217-0.0019082i,0.0028545-0.003163i,0.0016707-0.0034946i,3.7505e-05-0.0026652i,-0.00010635-0.0013971i,0.00010985-0.00090953i,0.00026252-0.0010948i,0.00065036-0.00085474i,0.0008012-4.0591e-05i,0.00055463+0.00037772i,0.0001434+0.00045573i,0.00023184+0.00025005i,0.00040292-0.00027899i,0.00026187-0.0006996i,-0.00040109-0.00010337i,-0.00039273+6.81e-05i,0.00027126-0.00017496i,-4.7677e-05-0.00023609i,-0.00078354-6.1995e-05i,-0.0011303+1.2808e-06i
0.00012727+0.00031279i,0.00098099+0.00037491i,0.00096175+0.00031209i,0.00059382-0.00041967i,0.0014526-0.0013638i,0.0010818-0.0021513i,-9.7637e-05-0.0016142i,0.00018443-0.00071457i,0.00044541-0.00066355i,0.00041275-0.00064239i,0.00073226-0.00025522i,0.00043272-8.5332e-05i,0.00017855-4.6435e-06i,0.00034033+0.00053195i,-8.4752e-06+0.00078666i,-0.00036712+0.0010973i,-0.00057647+0.00053601i,-0.00059476-0.00037906i,-0.00060241-0.00047848i,-0.00030156-8.463e-05i,0.00035923+5.3546e-05i,0.00056687+0.00028857i,0.00086119+0.00076502i
0.00023089+0.00063304i,4.6624e-05+0.00078314i,0.00079232+0.001326i,0.0022898+0.00072598i,0.0022686-0.00052364i,0.00067834-0.0012984i,-0.00074222-0.001169i,-0.0011686-0.00022782i,-0.0011165-0.00020018i,-0.00034222-0.0008651i,0.00034208-0.0012857i,0.00064685-0.00091132i,9.0627e-05-0.00048198i,0.0003127-0.00079277i,0.0011615-0.00074129i,0.00046819-0.0010483i,-0.00019069-0.0011743i,-0.00014491-0.0003077i,0.00020007-7.5193e-05i,-0.00011442-0.00052849i,-0.00074796-0.00030884i,-0.00015353+0.00042438i,0.00035666+4.7734e-05i
-0.00093799+0.00085488i,-0.00018691+0.0013288i,0.0013235+0.0013889i,0.0024742-0.0003075i,0.0031929-0.0014798i,0.0026248-0.0013437i,0.0012979-0.00078853i,0.00042002-0.00066546i,0.00021905-0.0011276i,0.00067536-0.0011738i,0.0010863-0.00021163i,0.00082923+0.00038752i,0.00084203+0.00053973i,0.0011523+0.00045338i,0.00091454-0.00024371i,-5.9094e-05-0.00060523i,-0.00038345-0.00023015i,0.00026521-2.7294e-05i,0.00032179+0.00074214i,0.00025285+0.00079286i,0.00034582+1.027e-05i,0.00027979-0.00030514i,3.8046e-05-0.00034708i
0.0017875+0.0013078i,0.002298+0.0013718i,0.0022076+0.0003803i,0.0016805-0.00078839i,0.00060246-0.0023069i,7.8339e-06-0.003575i,-0.00030462-0.0027262i,-0.00044955-0.0010879i,-0.000782-0.00077014i,-0.0012799-0.0011641i,-0.00068063-0.0005624i,-0.00043164-0.00045832i,-0.00067941-0.00090269i,0.00012797-0.00072949i,0.00065411-0.0011053i,0.00011541-0.001798i,0.00033569-0.0014732i,0.00046258-0.00038691i,0.00013878+0.00035977i,9.1086e-05+0.00053755i,0.00092533+0.00028225i,0.00099631-0.00029929i,0.00049253-0.00022739i
0.00069006+0.00090188i,0.00073279+0.00090524i,0.00041054+0.0010687i,0.0013506+0.00022512i,0.0026479-0.00079024i,0.0021119-0.00060707i,0.00046097+0.00014855i,-0.00023602+0.00043704i,-5.4258e-05-3.5173e-05i,0.00065134+1.4536e-05i,0.0013256+0.00022322i,0.00062827-0.00065857i,0.00023145-0.00083066i,0.00052061+6.4373e-05i,0.00034963+0.00021171i,-0.00025533-0.00084056i,-0.00059396-0.00079899i,-0.00016292+2.791e-06i,0.00023431+0.00038486i,0.00020495+0.00098831i,-0.00019497+0.00061999i,-0.00067724-0.00050042i,-0.00019809-0.00061184i
-0.00014831+0.0023913i,0.00072749+0.001757i,0.0034473+0.0020692i,0.0047896+0.00054622i,0.0035678-0.0016504i,0.00093282-0.002478i,-0.00080945-0.0020709i,-0.00079696-0.00086526i,-0.00079765-0.00026629i,-0.00094569-0.00058177i,-0.00064401-0.0010674i,5.0245e-05-0.0015776i,0.0001918-0.0014445i,-0.00018264-0.0011787i,-0.0002522-0.00080767i,0.00010353-0.00030365i,0.00020744+0.00011286i,-0.00024827+0.00010133i,-0.00031166-0.00019836i,0.00073078+0.00031552i,0.00082571+0.00088574i,3.1244e-05+0.00078167i,-0.00017032+0.00063716i
-0.00074745-6.2072e-05i,-0.00018522+2.972e-05i,0.00054362+0.00020952i,0.0010317-0.00057003i,0.00076681-0.0015812i,-0.00012923-0.0022627i,-0.00057692-0.0018487i,-0.00041691-0.00074941i,-0.00017303-0.0001289i,0.00018588-0.0001518i,0.00080045-0.0010434i,0.0007946-0.00102i,0.00093312-0.00019199i,0.00097213-0.00049557i,0.00082207-0.0010268i,0.00084263-0.00065128i,0.00012654-0.00051793i,-0.00055995-0.00083739i,0.00020164-0.00076338i,0.0012403-0.00046262i,0.0007912-0.00031795i,-6.6268e-05-4.2729e-05i,-0.0006407+0.00028704i
0.00027705+0.00044765i,0.00045141+0.0017569i,0.0014814+0.00064238i,0.0018091-0.00095621i,0.0018293-0.0026129i,0.0016367-0.003062i,0.00056804-0.0025987i,-0.00035197-0.0023012i,-0.00037847-0.0011457i,-0.00010902-0.00063227i,-0.00040478-0.00049729i,-0.00025051-0.00036905i,0.00031646-0.00033948i,-8.7741e-05-0.00044507i,-0.00045291-0.00047033i,-0.00017441+0.00021026i,-0.00016665+0.0010199i,-0.0011185+0.0011787i,-0.0013514+0.00043648i,-0.00029958-0.00011931i,0.00026524-0.00071707i,0.00041213-0.0013632i,0.00031804-0.0010614i
0.0005484-0.0016009i,0.001116-0.0010289i,0.0028141-0.001896i,0.0042307-0.0021025i,0.0027575-0.0016762i,0.00035539-0.0018966i,-0.00061712-0.0015533i,-0.00026692-0.00063758i,0.00020878-0.00022711i,-0.0003622-3.5021e-05i,-0.00080086-0.00021693i,-0.00033776-4.0116e-05i,-8.8665e-06+1.4342e-05i,0.00022657+0.00033753i,0.00073382+0.00092297i,0.00082788+0.00087455i,0.0012525+0.00074083i,0.0012202+0.00076438i,0.00027914+0.00049931i,0.00034755+0.0014591i,0.00042931+0.0017919i,-0.00010572+0.00074433i,-0.00065021+0.00026084i
0.0015347+0.00031379i,0.0020572-0.00024316i,0.0023318-0.00030198i,0.0016588-0.001451i,0.00088277-0.0030508i,0.00035284-0.0028217i,-6.7315e-05-0.0013366i,-0.00096618-0.00042274i,-0.0009977-0.00030359i,-0.00061682-0.00034473i,2.5313e-05-0.00066336i,0.00050439-0.00088184i,0.00018324-0.0006615i,0.00037766-0.00048989i,0.00025329-0.00050972i,-6.5362e-05-0.00097569i,8.0249e-05-0.00023856i,0.00024499+0.0008953i,0.00024774+0.0010616i,0.00013+4.4059e-05i,9.506e-05-0.00037346i,3.1119e-05-0.00058091i,-6.3696e-05-0.00090396i
0.001035-0.00020429i,0.0017177-0.00028045i,0.0019656-0.0007338i,0.0015741+9.7531e-05i,0.00091007-0.00062694i,0.00055851-0.0019471i,0.00027246-0.0013892i,-0.00095819-0.00062424i,-0.0012841-0.00049894i,-0.00027546-0.0005484i,0.00024783-0.00034464i,0.0002495-0.00042099i,-7.0167e-05-0.00030753i,0.00029716+0.00013635i,-0.00013146+0.00018837i,-0.00082359+0.00043756i,-0.00052206+0.0005193i,-0.00051045+0.00014312i,-0.00023065-0.00023i,-0.00016737+0.00042319i,-0.00089096+0.00075506i,-0.00076679+0.00049125i,-0.00032198+0.0004731i
0.00076419-0.0012501i,0.0011006-0.0010084i,0.00081255-0.0014384i,0.00193-0.0016752i,0.0020957-0.00062666i,0.00065657-0.00068363i,-0.00058927-0.0016162i,-0.001482-0.0016218i,-0.0013734-0.00099939i,-0.00029989-0.00036035i,0.00035169-6.175e-05i,0.00015842+6.8116e-05i,-0.00017511+8.9377e-05i,-0.00057137-0.00045041i,-0.00074935-0.00034582i,-8.7102e-05-0.00020698i,9.9817e-05+0.00010883i,-0.0004304+0.00079106i,-0.00025514+0.0010084i,-0.00028386+0.0012083i,-6.3376e-05+0.00074878i,0.00074115+6.3958e-05i,0.00091653+0.00051353i
0.0014617-0.00027449i,0.00113-0.0022553i,0.00071191-0.0029554i,0.00043523-0.0022776i,0.00060042-0.0017176i,2.1412e-05-0.00067773i,-0.00042233-0.00056883i,-0.00025963-0.00057306i,2.1889e-05-0.00015159i,0.00050155-1.8159e-05i,0.001+5.7931e-05i,0.00058249-0.00033254i,0.00028547-0.0011628i,-0.00011936-0.001462i,-0.00045762-0.0010069i,0.00057814-0.00076941i,0.0015406-0.00054318i,0.0012938-0.00011573i,0.00068186-6.7782e-05i,0.00071872+0.00026589i,0.00050566+0.00025794i,-0.0002982+0.0001885i,-0.00080332+0.00014605i
