-0.0012301-0.00029107i,-0.0017755-0.00036694i,-0.0031936-0.00012842i,-0.0036953-0.00094235i,-0.0043719-0.00045333i,-0.0038176+0.0021677i,-0.0017393+0.002674i,0.00024442+0.0011806i,0.0010655+0.00031209i,0.0011328+0.00090876i,0.00094521+0.00077516i,0.00031095-5.573e-05i,-0.00043592+0.00058846i,-0.00042992+0.00075653i,0.00018995-0.0006393i,0.00017675-0.00091628i,-0.0003106-2.214e-05i,-0.00036251-4.0783e-05i,-0.00027465-0.00020425i,-0.0002356+0.0002161i,0.00054664+3.46e-05i,0.00090086-0.00019737i,0.00029812-0.00049408i
0.0011331-0.0010241i,0.00049289-0.0011545i,4.1496e-05-0.0019979i,-0.0014021-0.0023564i,-0.0018233-0.001107i,-0.00092884-0.00025979i,0.00022843-0.00028672i,0.00027307-0.00029773i,-0.00059756+0.00022166i,-0.00051954+0.00043135i,-0.0001566+8.8588e-05i,-0.00051498+0.00044153i,-0.00061212+0.00098974i,-0.00025264+0.0008803i,0.00045312+9.0508e-05i,0.0008313-0.00027979i,0.0011186+0.00023625i,0.0008513+0.00053406i,-0.00011767+0.00070016i,-0.000437+0.0009154i,7.5068e-05+0.0012253i,-5.7928e-05+0.0010678i,-0.00019521+0.00049181i
-0.0033871+0.0020669i,-0.002686+0.0040096i,-0.001816+0.003618i,-0.00024058+0.0022296i,0.00028682+0.0014769i,-0.00010826+0.00074725i,6.0428e-05-0.00040604i,0.00077122-0.00059169i,0.0012388+5.7644e-05i,0.00056908+0.00090055i,0.00011808+0.00038576i,0.00061077-0.00085345i,0.00028251-0.00057147i,2.9401e-05-0.00040286i,0.00039309-0.00018766i,0.00055956+0.00072897i,0.000264+0.0011158i,-0.00029384+0.00098714i,-0.00029916+0.00028449i,-9.9541e-05+0.0003952i,0.0005779+0.00049917i,0.00086335+0.00057152i,0.00079198+0.00054245i
-0.00013848-0.00073783i,0.00052983-0.001543i,9.0649e-05-0.0011862i,-0.00072562-0.00057368i,-0.0021883+0.0005745i,-0.00276+0.0013344i,-0.0011387+0.00094648i,0.00029+0.00016393i,0.00042213-0.00016002i,2.3306e-05+0.00033835i,-0.00019561+0.0007383i,-9.9093e-05+0.00077391i,-0.00013388+0.00011985i,-0.00026258-0.00031992i,0.00029625-0.00049533i,-0.00033354-0.0012551i,-0.00049329-0.00084812i,5.364e-05-0.00028884i,-0.0001348-0.00033926i,9.6469e-05-0.00040146i,0.00041867-0.00013587i,0.00066575+0.0002356i,0.00080929-0.00024879i
0.0012528-7.1691e-05i,0.0013941-0.00075975i,0.00061146-0.00099463i,-0.00068243-0.0011087i,-0.00175-0.0012028i,-0.0019926-0.00093282i,-0.00060184-0.00034967i,0.00015692+0.00039289i,-0.00043806+0.00017378i,-0.00039841-0.00048628i,0.00084607-0.00053126i,0.00063681-0.00026671i,-0.00019612-0.00012508i,-0.00014671+0.00011982i,0.00034958+0.00016587i,0.00057158+0.00023415i,0.00038128+0.00034058i,-0.00017547+0.0009396i,-0.00037283+0.001042i,-0.00022356+0.00067124i,-4.9401e-05+7.6779e-05i,0.00028708-0.00034275i,0.00031533-0.00054099i
0.00039635-0.00078417i,-5.2473e-05-0.0012186i,0.00047488-0.0021633i,0.00061972-0.0010734i,-0.00064398-0.00081533i,-0.0008889-0.00045708i,0.0002478+0.00046965i,0.0010038+0.00035629i,0.00073608-0.00033818i,0.00040435-0.00051299i,-5.1702e-05-8.3043e-05i,-0.00063254+0.00065011i,-0.000976+0.00045196i,-0.0006825-0.00048777i,-4.3176e-07-0.00056442i,-0.00027337-5.5374e-05i,-0.00063783+0.00026576i,-0.00010981+5.8732e-05i,0.00052311-0.00046841i,0.00072888-0.00028227i,0.00038203+0.00039305i,-0.00052651+0.00062636i,-0.0011333+0.00032833i
1.6873e-06-0.00055013i,-0.0007677+0.00061666i,-0.00075861+0.00020911i,-0.000527+0.00052978i,-0.0013462+0.0010822i,-0.0011674+0.0010634i,-0.00012583+0.0015262i,0.00072984+0.0012025i,0.00056701+0.00018759i,0.00036299-1.6701e-05i,-0.00017482+8.5239e-05i,-0.00093663+9.2231e-05i,-0.00048556+0.00016641i,0.00011023+0.00019281i,-5.8942e-05+0.00023898i,-0.00061359-0.00034024i,-0.00069976-0.00048702i,-0.00062849-0.00013931i,-0.00020017-0.00032176i,0.00033874-9.1587e-05i,0.00040571-0.00047274i,-3.7456e-05-0.0011238i,-0.00043434-0.00082979i
-0.0011487-0.00011944i,-0.00092136+0.0008065i,-0.0013297-0.00063837i,-0.001474-0.0017834i,-0.0011488-0.00065841i,-0.00083147+0.00038942i,-0.00021649+0.001088i,-1.7782e-05+0.00049837i,-3.9865e-05-0.00041075i,0.00016598-0.00054041i,-0.00034306-2.4073e-06i,-0.00085753-0.00024652i,-0.0010884+4.807e-05i,-0.0012343+0.00064374i,-0.00077364+0.00096157i,-0.00017989+0.0014169i,-0.00080209+0.0010562i,-0.0011659+0.00028515i,-0.00023891+9.8976e-05i,0.00014472-0.00056705i,0.00055795-0.0007004i,0.00038508-0.00060268i,0.00030522-0.00065223i
-0.0040145-0.0017003i,-0.0039758-0.0011661i,-0.0041322-0.00090203i,-0.0034247-0.00064595i,-0.0032342-0.00013241i,-0.0018803+0.00033645i,0.00039346+3.5133e-05i,2.556e-05-0.0006818i,-0.0011704-0.00028469i,-0.00040776+0.001015i,0.00077472+0.0016994i,0.00076813+0.0011111i,0.00010199+0.00057776i,-0.00036419+0.00075346i,2.5765e-05+0.000537i,0.00059141+0.00014831i,0.00059322-0.00028912i,5.4173e-05+8.8936e-05i,-0.00032325+0.0012983i,-0.00055917+0.00096942i,-0.00029467-9.0337e-05i,0.00060441-0.00023614i,0.00033526-0.00044394i
-0.0011423-6.2524e-05i,-0.00060436-0.00016585i,-0.0015122+0.00012668i,-0.0020537+0.00026827i,-0.0015107+0.00028325i,-8.9194e-05+0.00044911i,0.00079993+0.00043381i,0.00076217-0.00023179i,8.7971e-06-0.00032294i,-0.00092835+0.00050873i,-0.00082154+0.00051858i,-0.00057219+0.00027353i,-0.00010009+0.00035428i,0.00082279+0.0001935i,0.0013347-0.00018067i,0.0013071+0.00015584i,0.00062672+0.00057762i,0.00019672+0.00046915i,-2.7797e-06+0.00031063i,0.0001768+0.00021598i,-0.00024657+0.00046005i,-0.00034123+0.00031719i,0.00072428+0.00029564i
0.0003555-6.1487e-05i,4.4591e-05-0.00077709i,0.00036788-0.00088518i,-7.1175e-05-0.0009082i,-0.0010283-0.0007194i,-0.00082266+0.00023634i,0.00054154+0.0004521i,0.00037246+0.00089678i,-0.00077734+0.00089933i,-0.00058192-0.00016823i,1.1448e-05-0.00045066i,-0.00021316-0.00021009i,0.00020765-4.679e-05i,0.00060899-0.00043766i,-0.00025448-0.00082012i,-9.0588e-05-0.00078302i,-5.7198e-05-0.00074729i,-0.00084163-0.00024156i,-0.0004809-4.4014e-05i,0.00011573-0.00010945i,0.00035932-0.00041516i,0.00083371-2.1942e-05i,0.00076772+0.00010768i
-0.0024106-0.0014115i,-0.0021487-0.0014772i,-0.0033361-0.00093088i,-0.0040512-0.00013056i,-0.0033298+0.00083985i,-0.0021174+0.00075337i,-0.00059434+0.00016588i,-5.6562e-05-0.0001071i,5.6594e-05-0.00035884i,0.00010427+0.00023511i,0.0001377+0.00064434i,0.00030266+0.00056196i,0.00041563+0.00062439i,1.3238e-05+0.00042437i,-0.00065963+0.00027563i,-0.00063824+0.00032151i,-0.00063967+0.00035108i,0.00016756+0.00026964i,0.00096613+2.7417e-05i,0.00032195+4.6005e-05i,-0.00043697+9.9081e-05i,-1.114e-05+7.6421e-05i,0.0008163+0.00044118i
0.00037434+0.0004184i,0.0010251+0.00027541i,0.0015383+0.00049567i,0.00087834-0.00069748i,0.00056271-0.0013198i,0.00059318-0.00058071i,0.00097994+0.00018013i,0.001107+0.00054296i,0.00027146+0.00019145i,0.00044461+0.00011766i,0.00076986+0.00049154i,0.00022316+0.0013474i,-0.00015739+0.0016347i,-0.00012814+0.00076046i,0.00047327-7.861e-05i,0.00083101+0.00048952i,-0.00015515+0.0015247i,-0.00081051+0.0013365i,-0.00067096+0.00023106i,-6.4602e-05+0.00015679i,0.0002098+0.00030156i,0.00068555+4.9952e-05i,0.00015262-6.9643e-06i
0.0015448+0.0003156i,0.0011942+0.00020653i,0.000413+0.0002984i,-0.00056218+0.00010601i,-0.0019341-0.00024194i,-0.0016268-0.00028251i,-0.00010669-0.00065876i,3.8288e-05-0.00081903i,-0.00033331-0.00056415i,0.00010604-0.00024263i,7.5724e-05+0.00021958i,-0.00022705-0.00033184i,-0.00039102-0.0010994i,-0.00014136-0.0011606i,0.00056534-0.00086621i,0.00031587-0.00044786i,-0.0003508-0.00021333i,-0.00032313+0.00019145i,0.00042789+0.00035583i,0.000289+0.0005977i,-5.9036e-05+0.00059026i,0.00046161-0.00045964i,0.00018365-0.00053299i
-0.00011977-0.0020582i,-0.00046492-0.002701i,-0.0013147-0.0028613i,-0.0021595-0.00087285i,-0.0030378+0.0012455i,-0.0025883+0.001751i,-0.00074838+0.0010023i,0.00023827+0.00052455i,-0.0011379+0.00029601i,-0.0019519+0.00028997i,-0.0014618+0.0010659i,-0.00085093+0.0012811i,-0.00037799+0.00096262i,-0.00019137+0.00087907i,0.00013294+0.0010625i,-0.00010812+0.0006903i,-0.00018506+0.00036391i,-0.00021619+0.00051513i,0.00029229-0.00017725i,0.0006331-0.00061687i,-0.00024952-0.00036052i,-0.00023013-0.0010953i,0.00060536-0.0011544i
0.00010916+2.7842e-05i,8.7814e-05+0.0003723i,-0.00018697-0.00059375i,0.00058868-0.00064505i,0.00012298+9.3492e-05i,-0.00031567-0.00018207i,0.00072048-0.00010476i,0.00055816-6.8945e-06i,0.00020117-4.869e-05i,-4.6946e-05+9.4396e-05i,-0.00042829+2.9071e-05i,-0.00074107-7.3751e-05i,-0.00036935+0.00022994i,0.00020192+0.00015004i,0.00016572-2.5397e-05i,-0.00027129-0.00031637i,-0.00019862-0.00021995i,4.8624e-05+0.00025811i,8.6166e-05+0.00044918i,-0.00015945+0.00060055i,-0.00043931+0.0006197i,-0.00014472+0.00075378i,0.00035469+0.00025893i
-0.0022202+0.00070411i,-0.0026003+0.0016455i,-0.0028094+0.001776i,-0.0019683+0.00065559i,-0.0017152-5.2661e-05i,-0.002165+0.00043574i,-0.0020071+0.00051632i,-0.0008703+0.00018247i,0.00055026+0.00028417i,0.00045088+0.00085033i,-0.00024226+0.00093767i,-8.2351e-05+0.00064307i,0.00029802+0.00085246i,-0.00047576+0.00070953i,-0.0010515+0.00028429i,0.00029467+0.00030205i,0.0013215+0.00084255i,0.00064921+0.00087219i,-0.00024045+0.00056424i,-0.00049939+0.00025238i,-0.00029441+0.0001148i,0.00036945-0.00060071i,0.00068335-0.00129i
-0.000141-0.001146i,-0.00012884-0.0011426i,0.00012922-0.0018157i,-2.4519e-05-0.0023488i,-0.00040054-0.0014922i,-1.3684e-06-0.00022306i,0.00038627-0.00010854i,5.0222e-05-9.3587e-05i,-0.00077624+0.00027226i,-0.00097002+0.00060544i,-0.00084293+0.00081748i,-0.0010591+0.00031568i,-0.0006211-0.0002845i,-0.00011614+0.00018657i,-2.7103e-05+0.0008359i,-0.00046374+0.00083302i,-0.00020514+0.00081536i,-0.00010994+0.0014368i,-0.00041381+0.00094077i,-0.00015887+2.7602e-05i,-0.000477-0.00063845i,-0.0007511-0.00057819i,-0.00018914-0.00047007i
-0.00092836-0.00076135i,-0.00051147+1.4248e-05i,-0.000193-0.00011192i,-0.00022136-0.00055294i,-0.00090821-0.00024009i,-0.00063553+0.00012755i,0.00026798+0.00033683i,4.6221e-05-2.9153e-06i,-6.3093e-05+0.00033284i,0.00042611+0.00075101i,-0.00013546+0.00051971i,-8.92e-05+0.00011555i,-9.9519e-05-0.00019796i,-0.00079835-0.00031357i,-0.00053289-0.0010031i,-0.00028076-0.0013826i,-0.00043426-0.00092938i,0.00014041-0.0003961i,0.00035788-0.00064971i,0.00046028-0.00085229i,0.00030444-0.00058515i,9.2624e-05+0.00010285i,-0.000262+0.001295i
0.00025432+0.0010652i,-0.00014853+0.0003407i,-1.5728e-05-0.00096828i,-0.00087715-0.00047394i,-0.0025545-0.00029452i,-0.0020924-0.00020853i,-0.00015672+0.00031328i,1.3055e-05+0.00042452i,-0.00047893-0.00041179i,-0.00054495-0.0011232i,-0.00060706-0.00035575i,-0.00075039+0.00046015i,-0.00074353-0.0002573i,-0.00068796-0.00054904i,-0.00051184+0.00028713i,-0.00021832+0.00057595i,8.5131e-05+0.00041118i,0.00051486+0.00054712i,0.00013883+0.00072976i,-2.6675e-05-0.00035386i,0.00061743-0.00032303i,0.00015689+0.00024003i,-0.00061076-0.00043389i
0.00023405-0.0021915i,0.00047449-0.0017778i,-0.00012643-0.00079841i,-0.0007703-0.0012611i,-0.0011212-0.00091635i,-0.001073+0.0010163i,-0.0001445+0.0016322i,0.00041912+0.00040051i,0.00076051+0.00025108i,6.8399e-05+0.00023702i,-0.00091503+7.6262e-05i,-0.0004549+0.00025454i,0.00052427+0.00027526i,0.00049992+0.00013522i,0.00064795+0.00085967i,0.00058749+0.0014296i,0.00025284+0.00051583i,0.00018853+0.0005426i,2.1537e-05+0.0010814i,0.00039353+7.215e-05i,0.0013694-0.00065512i,0.0010124-0.0011763i,0.00034492-0.0011932i
-0.00013716-0.00067315i,0.0003125+0.00033296i,-0.001327+0.00036749i,-0.0019371+0.00028754i,-0.0012148-0.00013028i,-0.00052833-0.00045222i,0.00028661-7.2269e-05i,0.00060586+0.00046193i,2.8595e-05+0.00069286i,-0.0004478+0.00071371i,-0.0015079+0.00060528i,-0.0013822+0.00048236i,-0.00028712+8.2332e-05i,4.5536e-07-0.00016517i,-0.00045098+5.2055e-05i,-0.001045+0.00029496i,-0.00099691+0.00032217i,-0.00084607+0.00035831i,-0.00076646+0.00016462i,0.00046356+0.00013256i,0.00079143+0.00041982i,-1.9171e-05+0.0005711i,-0.0001072+0.00010136i
-0.0010086-0.00093334i,-0.00063016-0.00069383i,-0.0005353-0.0018783i,-0.0011379-0.0020606i,-0.00076664-0.00079745i,0.00010125-0.00017148i,0.00077098-0.00039822i,0.00030677-0.00087407i,-0.00042133-7.0604e-05i,-0.00066814+0.00079009i,-0.00048128+0.0002932i,0.00012385+0.0001128i,0.00034394+0.00037369i,-0.00015989-1.5439e-05i,-0.00054331-0.00034344i,-0.00062379-0.00040925i,-0.00028179-0.00065122i,-0.00018252-0.00060069i,0.00017823-0.00051324i,0.000277-0.0009208i,0.00041446-0.0010288i,0.00098332-0.0007693i,0.00084479-0.00021764i
0.00027787-0.0010525i,-0.00012154-0.00020199i,-0.0019154-0.00035825i,-0.0031448-0.00023658i,-0.0033633-0.000228i,-0.0022115+1.024e-05i,-0.00034427+0.00050502i,0.00045511+0.00023409i,-0.00022604-0.00010125i,-0.00065901+0.00038135i,-0.00082208+0.00058141i,-0.0013198+0.00041867i,-0.00156+0.00031493i,-0.00084292+0.00031842i,-0.00012407+0.00048046i,0.00069638-0.00056847i,0.001138-0.0013763i,0.00062731-0.00044304i,-0.00032761-3.5967e-05i,-0.00018805-0.0007498i,0.00087486-0.00081473i,0.00091649+0.00033461i,2.0678e-05+0.000608i
0.00091489+0.00040973i,0.0018195+0.000704i,0.0018147+0.0012196i,0.00090305+0.00026501i,0.00038931-0.00046261i,0.00073802-0.00036807i,0.0012631-7.3615e-05i,0.0010881-0.00063074i,0.00060089-0.00042612i,0.00099834+0.00051764i,0.00041869+0.00063623i,0.00034732+0.00043317i,0.0012615+2.5305e-05i,0.00093484-0.00018053i,0.00071058+0.00013435i,0.00069658+0.00065324i,-0.00016569+0.00096077i,-0.00022468+0.00093019i,0.00033168+0.00059105i,0.00052969+0.00022924i,0.00058533+2.0785e-05i,0.00049267+0.00035083i,0.00041606+0.00038756i
0.001494-0.0013489i,0.00067463-0.0019839i,-0.00016587-0.0021115i,-0.0012556-0.001014i,-0.0024587+2.1836e-05i,-0.0021725+4.9472e-05i,-0.0011657-0.00047689i,-9.0727e-05-0.0004856i,0.00046882-0.00025391i,0.00016271-0.00016799i,-7.2045e-05-5.612e-05i,-0.00057484+0.00058564i,-0.0010683+0.00022674i,-0.00042188-0.00063515i,-4.5423e-05-0.00033129i,-0.00049838+5.5049e-06i,-0.00031463+0.00043108i,-0.00055051+0.0011517i,-0.00090869+0.00064471i,-0.00027803-5.3064e-05i,-0.00056484+0.00050465i,-0.00015232+0.0010743i,0.0011147+0.00085269i
-0.00073322-0.00075966i,0.00050743-0.00071554i,0.0016245-0.00047151i,0.00037937-0.00038553i,-0.00079442-8.1732e-05i,-0.00040085+0.0010599i,0.00081297+0.0008844i,0.0012284+0.00015416i,0.00099656+8.7644e-05i,0.00091159-2.5466e-05i,0.00057755-0.00039479i,0.00027921-0.0002014i,-8.608e-05+0.00020675i,-0.00010481+0.0002331i,1.4106e-05+7.5778e-05i,-0.00065723-0.00015092i,-0.00050082-8.2161e-05i,-2.3799e-05+0.00019375i,-0.00036699+0.00050376i,-0.00033659+0.000548i,0.00014065+0.00029142i,0.00041803+0.00041738i,0.00057404+0.00042204i
0.00094025-0.0015011i,0.0004991-0.001129i,0.00071621-0.00067379i,-0.00057526-0.00029254i,-0.0017046+0.00072975i,-0.0015157+0.001601i,-0.00079461+0.00053741i,0.00037146-0.00034959i,0.00083709-0.000171i,0.00032119-0.00027938i,0.00032949-0.00042071i,0.00076295+7.2629e-05i,0.00028689+0.0005033i,-0.00042373+0.0003554i,-0.00044945+0.00019243i,-0.00031948-0.00040047i,0.00012168-6.3893e-05i,-0.00031352-3.0203e-05i,-0.00042105-0.00053013i,0.00083832-0.00043673i,0.00096055-0.00039059i,0.00050683-0.00046163i,0.00041786-0.00075033i
0.00071007+0.00044521i,-0.00017536+0.00090072i,-0.0011362+0.00073492i,-0.00051317+0.00032381i,-0.00099882+0.00025272i,-0.001193+0.00029536i,-0.0003033+0.00036548i,-0.00015512+0.0006243i,-0.00061482+3.3964e-05i,-0.0007591-0.00022431i,-7.6313e-05-0.00043937i,0.0005515-0.00019756i,0.00023204+0.00062497i,-0.00038568+0.00026527i,-0.00032646-0.00028877i,2.8604e-05+0.00048828i,-0.00036279+0.0011518i,-0.00070508+0.0009489i,5.0743e-05-0.00042039i,0.00018358-0.00095563i,-0.00095255-0.00083804i,-0.0002606-0.00078228i,0.00045537-0.00053984i
-0.00018772+0.0014248i,0.00050774+0.0019177i,0.00099405+0.0015625i,0.00056814+0.00090648i,0.00051203+0.0014086i,0.0007054+0.0020337i,0.00051392+0.0013421i,0.00035075+0.00078517i,8.4008e-05+0.00073782i,7.6849e-05+0.00046989i,0.00020187+0.00011844i,0.00039425+4.4889e-05i,-0.00018708+0.00048283i,-0.0005428+0.00015772i,-0.00011617-0.00034867i,0.00036338-0.00028254i,0.00050022+7.0913e-05i,4.3636e-05+0.0009996i,0.00038196+0.00098067i,0.00025675+0.00015864i,-0.00074906+0.00011464i,-0.00050927+0.00026216i,-0.0001949-0.00039989i
-0.00062366-0.00030856i,-0.00056638-0.00032628i,-0.0016564+0.00016395i,-0.002103+0.00094656i,-0.0013207+0.00063611i,0.00035762-8.637e-05i,0.00032778+0.00020194i,-0.00013172+0.00044444i,-0.0001452+6.7534e-05i,9.4778e-05+0.00023764i,0.00052607-2.5196e-06i,0.00061437-0.00045349i,0.00023048+0.00014135i,-0.00012453+0.00094011i,-1.2391e-05+0.00072205i,-0.00016489+0.0004549i,-0.00017611+0.000494i,0.00019628+0.00035106i,4.6931e-05-0.00072077i,0.00015533-0.000591i,0.00020657+6.9778e-05i,0.00039426+8.2205e-06i,0.0006627-0.00011789i
0.0014202+0.0016901i,0.0020944+0.0013994i,0.0016174+0.00044961i,0.00015687-0.00036353i,-0.00093854-0.0011605i,-0.0019132-0.00072341i,-0.0011457+0.00078516i,0.00020362+0.0010312i,0.00021365+0.0003451i,-0.00045476-2.8407e-05i,-0.00034605-0.00041273i,-1.5639e-05-0.00028981i,0.0001566+2.9416e-05i,0.00073036-0.00027055i,0.0015901-0.00045609i,0.00081515+0.00022116i,-0.00045007+0.00022623i,-0.00048921+0.00027262i,0.00028479+0.00093366i,0.00096818+0.00025942i,0.00033182-0.00057056i,-0.00056885-0.00019725i,-0.00010868-0.00021704i
0.00011765+0.00024677i,-0.00019346-0.00087788i,0.00031343-0.00090894i,0.00061208-0.00051674i,-0.00027702-0.00059244i,-0.001461-0.00048653i,-0.00045499-0.00078258i,0.0004245-0.0013839i,0.00021264-0.00091848i,-0.00022352-0.00034616i,-0.00021453-1.6541e-05i,0.00014221+0.00039094i,0.00025981+0.00054456i,0.00046635+0.00051706i,0.001358+0.00050746i,0.0017305-9.7122e-05i,0.00092106-3.7342e-05i,0.00040133+0.0004368i,0.00014363-0.00014948i,-2.7225e-05-5.6121e-05i,-7.289e-05+0.00036769i,0.00011349+0.00016668i,0.00021032-0.00066117i
-0.0010632-0.001198i,-0.001455-0.00081402i,-0.0020463-0.0025143i,-0.0021824-0.0027209i,-0.0025595-0.00080443i,-0.0016338+0.00054453i,-0.00054025+0.00015278i,-0.00053612+0.00020012i,-0.00033059-2.4199e-07i,0.00012416+0.00028453i,-5.1329e-05+0.00054422i,0.00018071+0.00049164i,0.0004665+0.0010326i,0.00057509+0.0014659i,0.00015294+0.0012835i,-0.00040084+0.00068278i,-0.00050213+0.00049873i,-0.00054546+0.00070764i,-0.00046581+0.00069086i,-0.00024973+0.00057807i,6.2361e-06+0.00051128i,-0.00013253+0.00069026i,-0.00023985+0.00051095i
-0.0012583-0.0011671i,-0.00078649-0.0014729i,-0.0012674-0.00058233i,-0.0010442+0.00060164i,-0.00064736+0.0014464i,-0.00034196+0.001689i,0.00056455+0.0011395i,0.00061062+0.00020489i,3.3494e-05+0.00021909i,-0.00039812+0.00074242i,-0.00038852+0.00045307i,-0.0001484+0.00049756i,-0.00081828+0.0010026i,-0.0010515+0.00061535i,-0.00054492+0.00044357i,-0.00023725+0.00033133i,-0.00020913+0.00021754i,-0.0005368+4.7983e-05i,-0.00063721+0.00013466i,0.0001048+2.2312e-05i,0.00069708-3.9802e-05i,-2.1258e-05+0.00030643i,-0.00072484+0.00053686i
-0.0017327-0.00056685i,-0.0028923-0.00048829i,-0.003017-0.0016117i,-0.0024872-0.0017396i,-0.0019147-0.0011551i,-0.00052929-0.00066936i,0.00039834+0.00060759i,-6.205e-05+0.00109i,-0.00061445-9.2458e-06i,-0.00045694-0.00013214i,-0.0011413+0.00031944i,-0.001358+0.00048375i,-0.00091239+0.00084519i,-0.00054252+0.0010181i,-0.00033765+0.0014047i,-0.00082389+0.0013266i,-0.00083025+0.00067964i,-0.00019388+0.00039742i,0.00020712+0.00053894i,-0.00047179+0.0011084i,-0.00090652+0.0017129i,8.0842e-05+0.001499i,0.00081681+0.00085444i
0.00076483+0.00026925i,0.0018898-0.00066126i,0.002359-0.0017052i,0.00098117-0.0013695i,-8.4572e-05-0.00057198i,-0.00021214+0.00021055i,5.1189e-06+0.00064019i,0.00033365+0.00048655i,0.00018347+0.00068524i,-0.00033022-8.617e-06i,-0.00065693-0.00034834i,-0.00039133+0.00018268i,-8.1022e-05-0.00025414i,0.00035429-0.00094326i,0.0008183-0.00095136i,0.00026451-0.00075129i,-0.00038096-0.00074284i,-0.00021034-0.00065811i,0.00026206+0.00018881i,9.8829e-05+0.00052931i,0.00022745+0.0004462i,-0.00018269-6.4101e-05i,-0.00042118-0.00084231i
-0.00013093+0.0011671i,-0.00077076+0.00051909i,-0.0011274+0.00013857i,-0.0013214+0.00037102i,-0.0012176+5.9255e-05i,-0.0014458+0.00034167i,-0.00074527+0.00039946i,0.000531-0.00014623i,0.0010226-0.00053219i,0.0010817-9.5018e-05i,0.00019854+0.00032672i,-0.00011132+9.7502e-05i,0.00048347+0.00064963i,-1.9243e-05+0.0011329i,-0.00057859+0.00029261i,0.00020034-0.00037192i,0.00072418+6.5075e-05i,0.00037661+0.00057728i,3.9771e-05+2.8518e-05i,-0.00013461-0.00042451i,-0.00014094+0.00045367i,-0.00025284+0.00072431i,-0.00015649+0.00066588i
-0.00027229+4.648e-05i,-0.00048993-2.1133e-05i,-0.00096444-0.00095001i,-0.0016352-0.00070575i,-0.0016807-0.00018306i,-0.0012811+0.00023732i,-0.00046953+6.8548e-05i,-0.0003345-0.00026073i,-0.0010333-0.00034128i,-0.0011041+3.6873e-05i,-0.0010367+0.00087473i,-0.00066801+0.00079853i,-0.00016469+0.00013492i,0.00020867-0.00014309i,0.00039075-8.6446e-05i,0.00060637-0.00015245i,0.00028665-0.00012463i,-0.00058961+0.00029719i,-0.00054333+5.9761e-05i,-8.8934e-05-0.00052716i,0.0002737+0.00019916i,0.0003613+0.00074866i,0.00013229+0.00032658i
0.001321-0.00030033i,0.0015463-0.00088397i,0.0012592-0.001493i,9.7302e-05-0.0016662i,-0.0007804-0.001566i,-0.00088618-0.0016078i,0.00030616-0.00080115i,0.00085116-0.00019501i,-4.9254e-05+0.00020103i,-0.000915+8.9015e-05i,-0.0011322-0.00048352i,-0.00036609+5.2695e-05i,0.00034777+0.00078396i,0.00040206+0.00057627i,-0.00015626+0.00058756i,-0.00089881+0.00066102i,-0.0011254+0.00082337i,-0.00048701+0.0010251i,-0.00039875+0.0011089i,-0.00086746+0.00076203i,-0.0010425-8.9399e-05i,-0.0005661-0.00041264i,0.00030972+0.00016985i
-0.00083122+0.00073208i,-0.0010605+0.00087811i,-0.0010399+0.00010038i,-0.0015561-0.00025077i,-0.0019091-0.00029772i,-0.0014924-0.00054205i,-0.00072201+0.00065212i,-1.7446e-05+0.0013194i,0.00032162+0.00064463i,0.00019833+0.0002527i,-0.00033745+0.00053381i,-0.00031493+0.00097674i,-0.0001869+0.0013595i,0.00011168+0.00035139i,0.00067736+0.00021137i,0.00013796+0.0007127i,-0.00063546+1.616e-05i,-0.00075392+0.00067645i,-7.3967e-05+0.0013438i,0.00069672+0.00054747i,0.00022886+5.4179e-05i,0.00043054+0.00042491i,0.00086546+0.00046395i
-0.00038424+0.00011383i,-0.00022801+0.00025749i,0.0004781-5.4516e-05i,0.00069444-0.00049722i,0.00029379-0.00033493i,-0.00064431-0.00031769i,-0.00053517-0.00063812i,0.00022241-0.00087465i,-0.00029736-0.00010502i,-0.0009355+0.00049721i,-0.00081176+0.00070432i,-0.00041729+0.00051978i,-0.00013113+2.4661e-05i,-5.4464e-05+3.8506e-05i,-0.0004321+0.00036464i,-0.00061909+0.00035366i,-0.00056795+0.00027725i,-0.00027977+0.00050546i,-0.00045506+0.00036837i,-0.00065255+0.0001226i,0.00030499+0.00029016i,0.0012138+0.00069254i,0.00079313+0.00094598i
-0.0017637-0.00062626i,-0.0015816-2.0382e-05i,-0.0018108+0.00052415i,-0.0015317+0.00068681i,-0.0017157+0.00045345i,-0.001477+0.00044133i,-0.00060442+0.00042694i,0.00034047-0.0003867i,0.00015243-0.00079128i,-0.00023469-0.00066988i,0.00062349-0.00021978i,0.00069859+0.00096337i,-2.8957e-05+0.00082886i,-6.3844e-05+0.00038393i,-9.7304e-05+0.00038619i,-0.00025045+0.00029529i,-2.9973e-05+0.00021871i,0.00047586-4.1945e-05i,8.8025e-05-0.0001815i,-0.00026747-0.00015793i,-0.00020126+1.1211e-05i,-0.00013559+0.00064177i,0.00011272+0.00094816i
