-0.0036722-5.5365e-05i,-0.0032949+0.0016065i,-0.0044065+0.0029851i,-0.0032964+0.0029672i,-0.0022423+0.0021264i,-0.00246+0.0016975i,-0.0023666+0.0011118i,-0.0013219+0.00065962i,-0.00032732+0.00054252i,-0.00014767+1.2301e-05i,0.00019174-0.00027137i,3.8402e-05-0.00010208i,0.00013677+0.00022157i,0.00048775+0.00030423i,-0.00013427+0.00047909i,-0.00062491+0.00059618i,4.1435e-05+0.00072831i,0.00028079+0.000671i,-0.00017788+0.00055404i,-0.00040604+0.00067218i,-0.00071644+0.0010722i,-0.0012869+0.00090504i,-0.0005539+0.00038113i
0.001974+0.00029018i,0.0018328-2.3434e-05i,0.00079118-0.00050188i,-0.00083099-0.00083118i,-0.0015993-0.00054116i,-0.0014768+0.0002167i,-0.0011772+0.00045189i,0.00032614+0.00016263i,0.0012558-1.6475e-05i,0.00012966-0.00061041i,-0.00069761-0.0010235i,-0.00083165-0.0007365i,-0.00061896-0.00050271i,-9.507e-06-0.0011182i,-4.684e-06-0.0006861i,-9.2111e-05+9.2278e-05i,0.0002162+0.00072701i,-8.6377e-05+0.0013034i,-0.00069932+0.00055622i,-0.00044565+0.00012919i,-0.00020311+1.0843e-06i,-8.0027e-05+0.00037315i,-0.00013045+0.00022037i
-0.0022567+0.0011111i,-0.0016348+0.00092019i,-0.0017756+0.0011458i,-0.0020855+0.0022858i,-0.0023825+0.0028355i,-0.0018725+0.002126i,-0.00041222+0.0014635i,2.741e-05+0.0016525i,-0.00048969+0.0011361i,-0.00078956+0.00024241i,-0.00047591-0.00041924i,0.00011788-0.00046779i,-9.4446e-05-0.00023493i,-0.00076063-0.00028316i,-0.00019454+0.00018352i,0.00040463+0.00095531i,-0.00038408+0.00090471i,-0.00096915+0.0001827i,-0.00085241-0.00021263i,-0.00066488+0.00034098i,-0.00010093+0.00020726i,0.00040772-0.00054476i,0.00023544-0.00056314i
-0.00030432+0.0010708i,-0.00046744+0.0017559i,-0.0022222+0.0007335i,-0.0027599+0.0012043i,-0.0012837+0.0019025i,-0.00037823+0.0014811i,-0.00089389+0.00090093i,-0.00098255+0.00092i,-0.0015119+0.00099808i,-0.0016932+0.00061399i,-0.00090769+0.00058249i,-0.00079005+0.00099279i,-0.0010509+0.00072582i,-0.0009754+0.00011407i,-0.0010889+0.00021969i,-0.0011187+0.00070596i,-0.00038555+0.00036508i,0.00019055+2.9009e-05i,0.00010362+0.00010444i,-0.00064066+0.00010614i,-0.00089167-4.6937e-05i,-0.00087995+0.00022492i,-0.00011427+0.00023825i
0.00012772+0.002052i,0.00051323+0.0011603i,0.00027443+0.00061479i,0.00034213+0.00051239i,-5.6429e-05+0.00067376i,-0.00068157+0.00048359i,-0.0011662+0.00016358i,-0.0010675-0.00049223i,-0.00085-0.0005586i,-0.00080905+0.0001008i,-0.0010531+0.00053269i,-0.00086396+0.0002024i,0.00044156+4.0022e-06i,0.0003056+9.8709e-05i,-0.00054786-0.00013531i,-0.00058399+0.00019214i,-0.0002351+0.0006071i,-0.00010215+0.00027801i,-0.00012716+0.00015626i,-0.00078254+0.00057372i,-0.0012013+0.00090994i,-0.0012375+0.00055995i,-0.0012906-4.6881e-05i
-0.00071751+0.00086142i,-0.00050353+0.0012205i,-0.0005252+0.0020996i,-0.00060657+0.0021126i,-0.00064529+0.0011594i,-0.00065793+0.00123i,-0.00050131+0.0017017i,0.00028566+0.00097743i,0.00024713+0.00018943i,-0.00041526-0.00049704i,-0.00077565-0.00050151i,-0.00042602-0.00066542i,-0.00056245-0.00036852i,-0.00041021+0.00063214i,-0.0001609+0.00069273i,-0.0001187+0.0011743i,0.00018786+0.0020126i,-0.00038876+0.0019179i,-0.0014392+0.0010144i,-0.0011221+0.00042248i,-0.0003065+0.00058378i,-5.7382e-05+0.00054572i,0.00033141+0.0001206i
0.00069447-2.4331e-05i,0.00027464-0.00089068i,-0.00040858-0.0013259i,-0.0021249-0.0017402i,-0.0022518-0.0011953i,-0.001962-0.00026871i,-0.0013041+0.0007033i,-0.00036723+0.00071415i,7.1678e-05-0.00048899i,-0.00010561-0.00022236i,-0.00038406-4.4236e-05i,-0.001073+6.1413e-05i,-0.0016969+0.00015692i,-0.0013453+0.00059801i,-0.00087104+0.00076148i,-0.0010722+0.00030886i,-0.00097589+0.00042883i,-0.00056748+0.0010148i,-0.00069202+0.0003157i,-0.00059873-0.00027441i,-0.00032083+0.00028489i,0.00020638+0.00051503i,0.00030337+0.00056076i
0.00032187-0.00025035i,0.0006482+0.00011761i,0.0006616-0.00046259i,-0.00019783-0.00070506i,-0.0018719-0.00035334i,-0.0013478+0.00014036i,-0.00058986+0.0006505i,-0.00084261+0.00038074i,-0.00087858-0.00011922i,-0.001192+0.00018559i,-0.00074244+0.00092849i,-0.00057416+0.00069843i,-0.00031938+0.00027328i,4.9169e-05+4.3807e-05i,0.00010625+5.73e-05i,-0.00031875-5.2867e-05i,-0.00076554-0.00030296i,-0.00081851-0.00067854i,-0.00081893-0.0010422i,-0.00095124-0.00055053i,-0.00099819-8.122e-05i,-0.00055885-0.00032944i,-0.00065271-0.00059249i
-0.0012619-0.00075548i,-0.001426+0.00053995i,-0.0025656+0.0013377i,-0.003205+0.0018016i,-0.002449+0.0019383i,-0.0017593+0.0016493i,-0.0010161+0.0010293i,-0.00054931-0.00045617i,-0.0010868-0.0012003i,-0.0017128-0.00041265i,-0.0013726-7.1457e-05i,-0.0005534-4.257e-05i,0.00082671+0.00041949i,0.0013804+0.00068517i,0.00089494+0.0014527i,9.3709e-06+0.0015592i,-0.00022972+0.00078845i,-6.7965e-06+0.00057896i,-0.00037218-1.399e-05i,-0.000132-0.00068975i,-4.3038e-05-0.00086813i,-0.00024495-0.00038713i,-0.00012048-0.00012392i
0.00058734+0.0033922i,0.00089074+0.0031987i,0.00063087+0.0018143i,0.00043195+0.0011599i,0.00028668+0.0011402i,-0.00036827+0.00075585i,-0.0010279+0.00066811i,-0.00086776+8.518e-05i,-0.00031514-0.00027646i,3.4581e-05-0.000311i,0.00047944-0.0007456i,0.00022001-0.00024158i,-0.00037713+0.00037477i,-0.00026917+0.00048714i,-0.00012949+0.00036479i,-0.00046704-0.00031582i,-0.00038124-0.00035273i,0.00076569+0.00026653i,0.00062744-5.7748e-05i,-0.0003494-0.00079498i,-0.00094031-0.00066203i,-0.0006974-0.00042867i,-5.646e-05-0.00066855i
0.00039484+0.00038493i,0.00016906+0.00087277i,-0.0017522+0.00021278i,-0.00306+0.00019252i,-0.0028828+0.00095009i,-0.0023939+0.0012438i,-0.0015039+0.0014063i,-0.00038024+0.00048818i,-0.0003987+2.3201e-05i,-0.001087+0.00034503i,-0.00087307+0.00027629i,0.00017789+0.00063463i,0.00046185+0.00064233i,0.00032679+0.00013804i,0.00021991+0.00014699i,0.00082464+0.00014329i,0.0011814-7.8998e-05i,0.00049586-0.00039729i,-0.00016303-0.00040877i,-0.00048928-0.00040504i,-0.00079236-0.00049177i,-0.00080799+0.00023464i,0.00058308+0.00058329i
-0.00079705+0.0011616i,0.00015747+0.00069099i,3.68e-05+0.00052126i,-0.0010072+0.00061275i,-0.001027+0.00044935i,-0.00061094+0.00098484i,-0.00064147+0.00094197i,-0.00038253+0.00068887i,-2.4577e-06+0.00080879i,-0.00013958+0.00095412i,-0.00022286+0.00042002i,-0.00046563-0.00022528i,-0.00045494-0.00058614i,0.00018306-0.00037714i,0.00030772-0.00025485i,0.00010552-0.00058816i,0.00031834-0.00060315i,0.00030641-0.00020375i,-0.00021459+0.000703i,1.7306e-05+0.00067084i,-5.5943e-05+0.00024144i,-0.00085371+0.00047315i,-0.00072755+0.00039366i
0.00085567+0.00055233i,0.0015716+0.0015564i,0.0013327+0.0016804i,0.00018105+0.0014765i,-0.00068209+0.0020149i,-0.00090254+0.0021992i,-0.00083997+0.0014778i,-0.00045816+0.0006556i,-0.00017827+0.00034755i,-0.0001076+1.1246e-05i,-0.00073316-0.00037502i,-0.001844-0.00057993i,-0.0016818-0.00024666i,-0.00062002+0.00054991i,0.00040778+0.0011637i,-0.00025707+0.00091906i,-0.0007716+0.00052417i,9.1802e-05+0.00059777i,0.00041447+0.00077848i,-0.00021394+0.00086086i,-0.00070493+0.00023586i,-0.00083342+0.00013501i,-0.00073855+0.00017464i
0.0010781+0.0020703i,0.0020148+0.00062508i,0.0013861+1.1199e-05i,0.00035591+0.00021716i,-3.068e-05+0.00035897i,-0.00081716-0.00019366i,-0.0016227+0.00010215i,-0.0011224+0.00048669i,4.6728e-05-0.00046541i,0.00038614-0.0011354i,0.00021137-0.00050562i,-0.00026952+0.00058252i,-0.00026015+0.00024135i,0.00021196-0.00016428i,0.00048306-0.0001687i,0.00044271-0.00067153i,0.00015361-0.00058957i,0.00073162+0.00028852i,0.00077313+0.00050962i,0.00017275-1.2228e-06i,0.00062603-0.00049144i,0.0004115-0.00053927i,-0.00029773-4.3852e-05i
0.0014119+0.0016655i,0.0010929+0.00030531i,0.0010601-0.0004121i,0.00019885-0.00011207i,-0.0008546+0.00057925i,-0.0014594+0.0015055i,-0.0009031+0.0019335i,-0.00062158+0.000817i,-0.00046072-0.00019069i,0.00040251-0.00023801i,0.00035396+0.00026228i,-1.714e-05+0.00074153i,0.00030538+0.00040527i,0.0007565-0.00026126i,0.00079276-0.00055866i,0.0011739-1.2433e-05i,0.00092815+0.00089935i,-0.00021327+0.00086933i,-0.0012045+2.128e-05i,-0.00081862-0.0002969i,-0.00020218+2.3867e-05i,0.00040495+0.00034422i,0.00082645+0.00035743i
0.0015682-0.0038304i,5.3135e-06-0.0031369i,-0.0020242-0.0023611i,-0.0032879-0.0010339i,-0.0034333+0.00060681i,-0.0024744+0.0023072i,-0.00096712+0.002991i,-0.00010255+0.0021326i,-0.00052181+0.00020655i,-0.0015284-0.00067635i,-0.0020181-7.2132e-05i,-0.0015701+0.00046777i,-0.0011457+0.00019329i,-0.0011223+0.00037051i,-0.00085368+0.00043519i,-0.0005756+0.00026497i,-0.00044085+0.0010415i,-0.00043958+0.0011325i,-0.001025+0.00059224i,-0.0010213+0.00029524i,-0.00042076+0.00032974i,-7.6625e-05+0.00038484i,0.00028056-0.00012023i
-0.00069145-0.0013341i,-0.0010034+0.00071506i,-0.0021356+0.0018909i,-0.0025491+0.0026894i,-0.0023082+0.0020385i,-0.0013885+0.0012588i,-0.00048716+0.0015886i,-0.00058085+0.00068189i,-0.00088719-0.00075858i,-0.0011126-0.00085658i,-0.0011391-0.0001431i,-0.001069+0.0003899i,-0.0017077+0.00076285i,-0.0014691+0.00049212i,-0.00055001-0.00058335i,-0.0008485-0.0002022i,-0.0010824+0.00050528i,-0.00035665-6.1519e-05i,-7.5292e-06+1.5892e-05i,-0.00044645+0.00059345i,-0.00063282+0.00030731i,-0.00023071+0.00034861i,0.00034739-9.8563e-05i
-0.001917+0.00065047i,-0.00039814+0.00096816i,0.00051645+0.0020618i,-0.00022118+0.0023535i,-0.0014342+0.001896i,-0.0010312+0.0014292i,-9.5396e-05+0.00086068i,0.00035357+5.0804e-05i,-0.00014511-0.00020227i,-0.0013341-0.00031756i,-0.0018424-0.00011903i,-0.00097069-5.0041e-05i,-0.00042132-0.00017555i,-0.00068949+0.00043546i,-3.6389e-05+0.0011072i,0.00047806+0.0011131i,-8.0846e-05+0.0010036i,0.00016377+0.00099528i,0.00074598+0.00045817i,0.00064644+0.00080953i,0.00034154+0.0012184i,7.582e-05+0.00072052i,0.00014823+7.7389e-05i
-0.0023742+0.00098413i,-0.0025126+0.0010937i,-0.0035079+0.0014667i,-0.0027249+0.0019869i,-0.0011986+0.0026006i,-0.00045099+0.0018997i,-0.00016833+0.00048614i,-0.00030894+0.00035818i,-0.00044393+0.00035406i,-2.4517e-05+0.00063767i,-0.00013398+0.0012912i,-0.00039252+0.0011108i,1.0614e-05+0.00083998i,0.00010359+0.00047362i,-0.00023676+5.5454e-05i,-0.00053993+0.00041505i,-0.00064479+0.0010612i,-0.00036044+0.0010165i,-0.00012981+0.00086068i,-0.00040885+0.00060362i,-0.00052491+0.00023804i,-0.0005141+4.4503e-05i,-0.00044002+0.00020601i
-0.0013734+0.00084213i,-0.0012925+0.002145i,-0.002016+0.0029049i,-0.0017052+0.0028144i,-0.00069506+0.0026629i,-0.00072291+0.0016581i,-0.00076558+0.0013603i,-0.00084268+0.0010312i,-0.0015052+0.00077757i,-0.0023453+0.0010965i,-0.0017834+0.00057599i,-0.0010073+0.00017509i,-0.00066984+2.8002e-05i,-0.00036678-0.0004615i,0.00026353+0.0001838i,0.00056322+0.00071394i,0.00023466+0.00073355i,-0.00044755+0.00059851i,-0.00081355+0.00022551i,-0.00075239-0.0001858i,-0.00094284-0.000289i,-0.00099812+7.7358e-05i,-0.00058715+0.00038554i
-0.00050661+0.00066718i,-0.00073786+0.00078123i,-0.0016855+0.00081766i,-0.0024585+0.0011796i,-0.0025184+0.0015656i,-0.0023722+0.00098949i,-0.0013885+0.00041931i,-0.00087769+0.00089551i,-0.0013194+0.0011254i,-0.0016464+0.00015222i,-0.0012977-0.00097326i,-0.001286-0.00072468i,-0.0011378+0.00023562i,-0.00098491+0.00030687i,-0.00086416-0.00010151i,1.6877e-05-6.5132e-05i,0.0002807+0.00038722i,-0.00045125+0.00074064i,-0.0010061+0.00059545i,-0.0012655+0.00026452i,-0.0012744-0.0001821i,-0.00028693-7.1318e-05i,0.00086183+8.0825e-05i
0.00085835+0.0016223i,0.0013468+0.001869i,0.0014421+0.0013069i,0.00044086+0.0011942i,-0.00057964+0.0014291i,-0.00024026+0.0009845i,0.00032614+0.00063514i,-0.00017833+0.00044971i,-0.00010799-5.4627e-05i,0.0003262-0.00074037i,-0.00043121-0.0012823i,-0.0012986-0.0014757i,-0.00045532-0.0010348i,-0.00032962-0.0012035i,-0.00058174-0.00065176i,0.00014225+0.00051656i,0.00073932+0.0007265i,0.00056537+0.00070588i,-0.00019024+0.00030413i,-0.00058808-8.6345e-05i,-0.00047486-8.6131e-05i,-0.00020463-0.00016126i,-0.00021816-0.00062887i
0.00024771-0.00076943i,-0.00088669-0.0012843i,-0.0019435-0.0018692i,-0.0017233-0.00096271i,-0.0018736+9.2376e-05i,-0.0018097+0.00066967i,-0.00096178+0.0014668i,-0.00039187+0.0016075i,-0.00011165+0.00014512i,-0.00051687-0.00094774i,-0.0011435-0.00036749i,-0.0015477+0.00029855i,-0.0016903+0.00055875i,-0.0011415+0.00049708i,-0.00043838+0.00091935i,-0.00047153+0.0015055i,-0.00053983+0.0012723i,-0.00064392+0.00071098i,-0.0012337-0.00017578i,-0.0011854-3.2866e-05i,-0.00012008+0.00089443i,8.7577e-05+0.000949i,-6.8983e-05+8.9041e-05i
0.0015381+0.00051794i,0.00097655+0.00045264i,-0.00020276+0.00010466i,-0.0018528+0.00049324i,-0.002665+0.0011635i,-0.0030951+0.0013807i,-0.0026539+0.001685i,-0.0017772+0.00056443i,-0.00075072-0.00094401i,-0.00074232-0.00087132i,-0.0010453+6.1579e-05i,-0.0014263-0.00023875i,-0.0014458-0.00047701i,-0.0009034+2.254e-05i,-0.00088477+0.00029503i,-0.00088056+0.00032632i,-0.00039966+0.00017748i,7.0158e-05+0.00056105i,-0.00032298+0.00066709i,-0.00093966-0.00015728i,-0.00049552-0.00041749i,-0.00038948-0.00029953i,-0.00032834-0.00040792i
-0.0011359+0.00039467i,-0.00078306+0.00089701i,-0.00080789+0.0012798i,-0.0012609+0.0017621i,-0.001679+0.001812i,-0.00088223+0.00089606i,-0.00060369+0.00063533i,-0.0011292+0.00078463i,-0.00087407-0.00046412i,-0.00048006-0.0011567i,-0.00076477-0.00051171i,-0.00086825+0.00019521i,-0.0011064+0.00058736i,-0.0011112+0.00040231i,-0.0011708-5.6602e-05i,-0.00088418-0.000276i,-0.00027367+0.00017765i,3.765e-05+0.0005951i,-0.00030538+0.00038213i,-0.00025398+0.00050298i,-9.1071e-05+0.00083196i,-0.00056269+0.00031372i,-0.0011615-0.00012034i
-0.0021338-0.00039436i,-0.0022072+0.0013556i,-0.0024203+0.0020095i,-0.0029649+0.0016975i,-0.0024142+0.0013782i,-0.00093261+0.0011786i,-0.00030237+0.001375i,0.0002852+0.0011882i,0.00016285+0.0003956i,-0.0014269+0.0002564i,-0.0016363+9.1217e-05i,-0.00087946-0.00052644i,-8.5008e-05-0.00044613i,-0.00023669+0.00010715i,-0.00074049+0.00025297i,-0.00022652-3.776e-05i,0.0002091+0.00032056i,-0.0002061+0.00055121i,-0.00035986+0.00031488i,-2.9822e-05+9.8331e-05i,-0.00056664-0.00015004i,-0.00079918-0.0002454i,-0.00029968-0.00051924i
0.0014174-0.0014582i,0.0010879-0.0008362i,0.00088553-0.0013729i,-0.00051274-0.0018011i,-0.0018478-0.00042328i,-0.0023595+0.00079516i,-0.0016845+0.00095593i,-0.00019854+0.00044611i,6.4216e-05-0.0010062i,-0.0010289-0.0016232i,-0.0018012-0.00071317i,-0.0016346-0.00052303i,-0.0013137-0.00068i,-0.00080832-0.00066i,-0.00039562-0.00030097i,-0.00085188+0.001463i,-0.0006496+0.0021983i,9.441e-05+0.0019026i,-0.00035717+0.00055164i,-0.00068922-0.00034033i,-0.00013761+9.2482e-06i,0.00036551-0.00014521i,0.00066873-0.00084543i
0.0016942+0.00018497i,0.0015962+0.00024625i,0.0012853-0.00063892i,-0.00023794-0.0016523i,-0.0019084-0.00096452i,-0.0019432+0.00051065i,-0.0014159+0.0011136i,-0.00030844+0.00076004i,-0.00015025-0.00011479i,-0.00022118-0.0011611i,-0.00092382-0.0014166i,-0.0016304-0.0008706i,-0.0011252-0.00024683i,-0.00072038+0.0002916i,-0.00065786-3.5777e-06i,-0.00047487-0.00047551i,-0.00038884-0.00063848i,-0.00063514-0.00058059i,-0.0013269-0.00029933i,-0.0012137-0.00032738i,-0.00095546-2.9039e-05i,-0.00054583+0.00058978i,0.00052551+0.00092787i
-0.0012436-0.0011321i,-0.0020269-0.0015591i,-0.0030802-0.0010711i,-0.0034494+0.00055638i,-0.003013+0.0019852i,-0.0020466+0.0022991i,-0.00087482+0.0019549i,-0.00022489+0.0010443i,-0.0004634-0.00041148i,-0.00094765-0.0013794i,-0.0012245-0.0011204i,-0.00087051-0.001042i,-0.00067725-0.00066489i,-0.00079591+0.00070873i,-7.0626e-05+0.00087623i,9.1795e-05+1.5956e-06i,-0.00015991+0.00029204i,-0.00025643+0.00015653i,-0.00024448-0.00039774i,-0.00016437-0.00016445i,-0.00026669+0.00015307i,-0.00015708+0.00049966i,0.001318+0.00043288i
0.00037012+0.0022331i,0.00075385+0.0020082i,0.0014857+0.001367i,0.00089955+0.0012102i,3.8593e-05+0.00087375i,-0.00039935+0.00066007i,-0.00027982+0.00067045i,-0.00034054+0.00031512i,-0.00070714-0.00064889i,-0.00065841-0.0011122i,-0.00067712-0.0011098i,-0.00029967-0.0014513i,-0.00014344-0.001297i,-0.0010074-0.00099433i,-0.0013321-0.00022761i,-0.00057078+0.00090645i,-0.0004253+0.00083227i,-0.00095029+0.00012353i,-0.00081758+0.00015487i,-0.00049091-1.444e-05i,-0.00036755-0.00017861i,-1.6337e-05+0.00059441i,0.00029262+0.00040764i
0.00016955+0.0011737i,0.0014213+0.00045856i,0.0023206+0.00050458i,0.0017307+0.00068029i,0.00037009+0.00045132i,-0.00061153-0.00013289i,-0.00079761+0.00072974i,-0.00036877+0.00037144i,0.00034073-0.0007785i,0.00032021-0.00044411i,-0.0002073-0.00027894i,-0.00015875-0.00066451i,4.6414e-05-0.00064895i,0.00022214-0.00055505i,1.2616e-05-0.00035761i,0.00026944+0.00029513i,0.00048448+0.00109i,2.7796e-05+0.001244i,0.00013406+0.001052i,-0.0003888+0.00082767i,-0.00072674+0.00092768i,-0.00020356+0.00096102i,-0.00034229+0.00044618i
-0.00040194+0.001717i,-0.001063+0.0019085i,-0.00054411+0.0027634i,-0.0010352+0.0020396i,-0.0012777+0.0012572i,-0.00023913+0.0010868i,0.0013074-6.2048e-05i,0.0015753-0.0032346i,0.00026428-0.0053969i,-0.0016542-0.0054085i,-0.0028255-0.0040892i,-0.0032123-0.0017045i,-0.0030166+0.00044734i,-0.0018934+0.0013041i,-0.00046296+0.00097007i,0.0003223+0.00059035i,0.00071+0.00053595i,0.0006358+0.00044162i,0.00044459+0.00027973i,-0.00080534+2.8628e-06i,-0.0014554+0.0010007i,-0.0010545+0.002071i,-0.0012436+0.0010213i
0.0018401-0.0001086i,0.001534-0.00027774i,0.0010877-0.0010981i,0.00037832-0.0021911i,-0.0012693-0.0009484i,-0.0025547+0.0008869i,-0.0027004+0.0017064i,-0.0025557+0.0026751i,-0.0019546+0.0029081i,5.175e-05+0.0028391i,0.0018869+0.0024288i,0.0015615+0.0016458i,0.001245+0.00053265i,0.00028636-0.0004518i,-0.00092268-0.00053073i,-0.00053758-0.00028456i,-3.1829e-05+0.00027375i,-0.0003733+0.00093617i,-0.00033243+0.00025568i,-0.00065993-0.00094205i,-0.0013681-0.0010933i,-0.00093642-0.0003252i,-2.949e-05+0.00018771i
0.00070782-0.0015378i,-0.00026864-0.00076559i,-0.0014679-0.0012246i,-0.0018858-0.00075008i,-0.0021233+1.1946e-05i,-0.0021714+0.00038503i,-0.0021595+0.0014657i,-0.002029+0.0017929i,-0.0015438+0.0011869i,-0.00091433+0.00089081i,0.0001466+0.00050469i,0.00076352+0.00075601i,0.00029828+0.00087611i,0.00013431+0.0003319i,0.00022385+0.00013201i,-0.00037844+0.00031259i,-0.00053323+0.00078513i,-0.00057519+0.0011919i,-0.00074934+0.00078549i,-0.00054041-0.00041649i,-0.00056216-0.0013306i,-0.00076195-0.00072973i,-0.0001604+0.00039141i
-0.00049262+0.0028302i,-0.00026852+0.0028851i,2.3584e-05+0.0022089i,0.00023752+0.0020576i,-8.1884e-05+0.0013929i,-0.00053129+0.00073583i,-0.001297+0.0010628i,-0.0017161+0.0011678i,-0.0011575+0.00098588i,-0.00052215+0.0019246i,5.2476e-05+0.0012379i,0.00054349+0.0002159i,0.00022566+0.00027686i,0.00069522+0.00044259i,0.0015424+0.00069093i,0.00053157+0.00032519i,-0.00077481-0.00017825i,-0.0007732+0.00034466i,-0.00018082+0.00010577i,-0.00021166-0.00082366i,-0.00067921-0.00082663i,-0.0006828+8.2182e-05i,-0.00049803+0.00027822i
0.0012985+2.5775e-05i,0.0014097-0.00020051i,0.0019409-0.00097562i,0.0015318-0.00087671i,0.00051237-0.00039636i,-0.0002129-0.00012708i,-0.00097705+0.0011033i,-0.0020103+0.0015052i,-0.0013404+0.00091768i,-0.00051086+0.00057904i,-0.001137+0.00050172i,-0.0015907+0.00086919i,-0.00055777+0.00048481i,0.00038748+0.00031352i,0.00017334+0.001393i,-0.00032269+0.0014885i,-0.00052124+0.00040533i,-0.00060145+0.00046249i,-0.00082682+0.0014185i,-0.00088989+0.0011261i,-0.00082743+0.00069201i,-0.00086574-0.00013709i,-0.00044636-0.00022598i
-0.00046821+0.00012914i,-0.0003826+0.00035751i,-0.00015579-0.0001454i,-0.00023643-0.00071505i,-0.0012621-0.00073719i,-0.002011-0.00029323i,-0.0016445+1.799e-05i,-0.0010617+0.00015826i,-0.0006427-0.00010988i,-0.00033346-0.00011582i,-0.00047808-0.00027413i,-0.00084762-0.00019455i,-0.00083004+5.0583e-05i,-0.00050077+0.00030709i,-0.00090631+0.00052188i,-0.0011426+4.2327e-05i,-0.0012919-0.0006623i,-0.00084258-0.00095126i,-3.3997e-05-0.000486i,0.00056856+9.8793e-05i,0.00077983+0.0006326i,0.00047767+0.00063189i,0.00043914+0.00031827i
0.00016999-0.00034104i,5.403e-05-0.00028365i,-0.00082327-0.001622i,-0.0018042-0.0018442i,-0.0031119-0.00035744i,-0.0031411+0.00089374i,-0.0017282+0.00081481i,-0.0010948+0.00047232i,-0.0017363+0.00079202i,-0.0022266+0.0010392i,-0.0015823+0.00056472i,-0.0013547-2.3607e-06i,-0.0012948-0.0003417i,-0.00074475-0.00034409i,-0.00052683+0.00022609i,-0.00024992-4.5144e-05i,-0.00022736-0.00019369i,-5.7442e-05+0.00013508i,0.00021674-9.8944e-05i,-0.00057454-0.00049039i,-0.00071541-0.00031916i,-0.00010812+0.00045358i,1.9956e-05+0.00092259i
-0.0007455+0.0011151i,-0.00023857+0.0026561i,-0.00086231+0.0016248i,-0.00079597+0.00036i,-0.0011945+0.0010606i,-0.0017834+0.0018271i,-0.0017565+0.0013061i,-0.0013394+0.00087798i,-0.00080218+0.0012241i,-0.00058299+0.00090304i,-0.00077758+0.00019288i,-0.00071535-0.00059935i,-0.00033358-0.00011617i,-0.00082023+0.00030188i,-0.00046744+0.00023779i,-0.00023118+0.00024855i,-0.0011056+3.0186e-05i,-0.00079604-0.00023342i,-0.00043118-0.00055033i,-0.00094651-0.000461i,-0.00094797-0.00052485i,-0.00046241-0.00045694i,8.0707e-05+0.00014508i
0.00011574-0.0027562i,-0.00054201-0.0020661i,-0.0026-0.0022154i,-0.0031815-0.001499i,-0.0023924+0.00038094i,-0.0016227+0.00071557i,-0.0011243+0.00025666i,-0.00079804+0.00022276i,-0.0006592-0.00030112i,-0.00038097-0.00066939i,1.8145e-05-0.00038611i,-0.00013953+0.00074125i,-0.00053411+0.00060356i,-0.00049234-0.00023983i,-0.00072019-1.7916e-05i,-0.0012381+0.00011394i,-0.00049019+0.00035899i,1.2076e-05+5.0392e-05i,-0.00023052-0.00096845i,0.00030253-0.00071715i,0.00040934-0.00026125i,0.00014201-0.00036086i,0.00065429+0.00011481i
-0.0010766+0.0011052i,-0.0012478+0.00098003i,-0.00085595+0.0014958i,-0.0014979+0.0023476i,-0.0028208+0.0018572i,-0.002544+0.0013624i,-0.001304+0.0015163i,-0.00087779+0.0011581i,-0.00059626+0.00032103i,-0.0010483+0.00029279i,-0.0012151+0.00060775i,-0.0010575+0.00056612i,-0.00088845+0.00016343i,-0.00058195+0.00024225i,-0.00086072+0.0004422i,-0.001278-6.7308e-05i,-0.00093932-0.00042697i,-9.6092e-05+0.00049932i,0.00039219+6.7541e-05i,0.00050587+1.3387e-05i,0.00028596+0.00011252i,-0.00016541-0.00033393i,-5.3807e-06-0.00046362i
0.00079067+0.0003808i,0.0012953-0.0003429i,-0.00031643-0.00065679i,-0.0019542-0.00076839i,-0.0018059+9.9532e-05i,-0.0012875+0.00067604i,-0.00098924+0.00053686i,9.2967e-05+0.00043897i,0.0002538+0.00014615i,-0.00093169+0.00031513i,-0.0016598+0.00014037i,-0.00174-7.1674e-05i,-0.0010388-8.2804e-05i,-0.00048943-0.00052629i,-0.00051304-9.8513e-05i,-0.0011433+0.00044978i,-0.0010456+0.00082405i,-0.00079759+0.00033194i,-0.00044433+6.2445e-05i,4.6247e-05+0.00039664i,-4.2987e-05+0.00099185i,-4.8841e-05+0.0011978i,-7.8602e-06+0.00037532i
-0.00075335+0.0018724i,-0.0013658+0.0023932i,-0.0011498+0.0024513i,0.00012339+0.0018522i,0.0003798+0.0011261i,-0.00073699+0.0011076i,-0.0013016+0.00055509i,-0.0012658+0.0002152i,-0.00090027+0.00032334i,-0.00045479+0.00016394i,-0.00074943-0.00011059i,-0.0009278-0.00051292i,-0.00086115-0.00085897i,0.00034216-0.0009257i,0.00083527-0.00017368i,-8.7303e-05+0.00015434i,-0.00043944+0.00043569i,-0.00020131+0.00097785i,-8.0385e-05+0.0011034i,8.3511e-05+0.0010398i,0.00030327+0.0012183i,0.00048497+0.00079713i,0.00037626+3.4843e-05i
