-0.0012338+0.0012149i,-0.00050245+0.00055416i,-0.0017983+0.0011492i,-0.0028661+0.0013132i,-0.0022752+0.0016376i,-0.0010173+0.0019351i,-0.0011031+0.0017062i,-0.0014215+0.0011589i,-0.0012917+0.00046001i,5.851e-05+0.00064711i,0.0016647+0.00049248i,0.0014652-0.00055195i,0.00038005-0.0018436i,-7.9399e-05-0.0017393i,-0.00033755-0.00064119i,-0.00024364-0.00011989i,-8.3947e-05-0.00031909i,8.8481e-05-0.00052921i,0.00012308-0.00046097i,-0.00046796-0.00073128i,-0.0005576-0.00091779i,-0.0003563-0.0010936i,-0.0008144-0.0010694i
0.0015199-0.00013813i,0.0035237-0.00012953i,0.0041058-0.0012513i,0.0018331-0.0017548i,-0.00021745-0.00065335i,0.00020096+0.00074463i,0.0012047+0.0021766i,0.0029792+0.0024429i,0.0045993+0.0017948i,0.0044737+0.0016429i,0.0040272+0.0014717i,0.0027141+0.0015433i,-0.00030347+0.0014869i,-0.0025163+0.00058714i,-0.0024794-0.00042789i,-0.0014942-0.00059938i,-0.00081036-0.00022713i,-0.0005609-0.00022931i,0.00017279+1.766e-05i,0.00081504+6.9962e-05i,0.0015044+1.5455e-05i,0.002247+0.00045124i,0.0019514+0.00026614i
0.0027138+0.00019268i,0.003086+0.00058932i,0.0021375+7.7638e-05i,0.0011841-0.00048221i,0.00090099-0.00055828i,0.0013129+0.00052797i,0.0037141+0.00054748i,0.0062384-0.0011256i,0.0054458-0.0030112i,0.0035682-0.0031942i,0.0033096-0.0021853i,0.0032045-0.0008054i,0.002582+0.0016755i,0.0019057+0.0023708i,0.0012861+0.00087833i,0.00070339+0.00058711i,-1.2577e-05+0.00011087i,3.6347e-06-0.00057825i,2.8797e-05-0.00019614i,0.0002748-9.3604e-05i,0.0011245-0.00087237i,0.0020552-0.00044522i,0.0020928+0.00026976i
0.00062309-0.00037i,0.0023525+0.00012673i,0.0022427+6.4969e-05i,0.00038547-0.0010668i,0.00041246-0.0014929i,0.0029746-0.0027171i,0.0047044-0.0067838i,0.0041311-0.0090996i,0.001352-0.0078927i,-0.00058452-0.0053554i,-0.00069564-0.004007i,-0.00042527-0.0031126i,0.00010861-0.0013234i,0.00029736+0.00046759i,-0.00047853+0.0013767i,-0.0013981+0.0015516i,-0.0017246+0.0011248i,-0.0017775-8.1749e-05i,-0.0018283-0.0004212i,-0.0010122-0.00011163i,-0.000261-0.00048575i,0.00014395-0.0014214i,0.00044144-0.0015318i
0.0013888+0.00064961i,0.0012498+0.0010996i,0.0014317+0.0029362i,0.0017705+0.0025735i,0.0024989-3.4983e-05i,0.0025557-0.004152i,0.00022381-0.0079924i,-0.002192-0.0091306i,-0.002679-0.0068865i,-0.0017588-0.0028521i,-0.00082532-0.00095969i,-0.00018744-0.001062i,0.0016875-0.0019022i,0.0030855-0.0020007i,0.0026342-0.00026878i,0.0014383+0.00095i,-0.00039692+0.0010717i,-0.00099121+0.0015098i,-0.00076168+0.0021233i,-0.0005988+0.0011844i,-0.00086467-0.00083971i,-0.00183-0.0014534i,-0.0023208-0.0015411i
-0.0014562+0.0044163i,0.00070644+0.003235i,0.0022963+0.0045677i,0.0033825+0.0048973i,0.0037804+0.0027226i,0.0023741-0.0026551i,-0.0032085-0.0065894i,-0.0077084-0.0065652i,-0.0072498-0.003621i,-0.0036944-0.00013897i,-0.00066866+0.00083949i,-0.00022731-0.00069437i,-0.00086026-0.0031434i,-0.00185-0.0038363i,-0.0016929-0.002084i,-0.0004104-0.00014707i,0.00035872+9.143e-05i,0.00042957-0.00017816i,0.0001816+0.0001542i,0.00011948+0.00018616i,-0.00057328+0.00047007i,-0.0018448+0.00084634i,-0.0016159+0.00082309i
0.0065716-0.0055592i,0.0054756-0.0076607i,0.0039468-0.018947i,-0.0018752-0.020576i,-0.0084513-0.016643i,-0.012965-0.0084214i,-0.010688-0.00021059i,-0.0066085+0.0025924i,-0.0028858+0.001278i,-0.0016483-0.0020016i,-0.0019771-0.0010401i,-8.1918e-05+0.002053i,0.0011359+0.0027574i,0.0015086+0.0021709i,0.0029775+0.0010132i,0.002645-0.0008762i,0.0015977-0.0017546i,0.0015803-0.00076761i,0.0015862+0.00045073i,0.0020032+0.00075448i,0.0022515+5.3147e-05i,0.0018853-0.00014872i,0.0011544+0.00045356i
0.0027459-0.00036367i,0.0043129-0.0017924i,0.0036292-0.0042783i,0.00036456-0.0042606i,-0.0025471-0.0023477i,-0.003562+0.0010295i,-0.0016189+0.0045925i,0.00093219+0.0063754i,0.0019789+0.0045305i,0.0019649+0.00054954i,0.0018538-0.0017169i,0.00094091-0.0014653i,-0.00083687+0.0014424i,-0.0018173+0.0040678i,-0.0010231+0.0038998i,-0.00063839+0.0014803i,-0.0011433-0.00081865i,-0.0020356-0.0013011i,-0.0015897-0.0013462i,0.00054653-0.001729i,0.0017985-0.0014062i,0.0019487-0.00018843i,0.0014947+0.0012503i
0.0027002-0.0012529i,0.0030016-0.0016155i,0.0030632-0.0048732i,0.0021044-0.0053506i,0.00081025-0.0027747i,0.0018288-0.00029372i,0.0047435+0.0014727i,0.0071281+0.001171i,0.0064114-0.0012512i,0.0026958-0.0030426i,0.00045305-0.0021932i,0.00046522-0.0011709i,0.0010502+0.00032607i,0.0012753+0.0019724i,0.0011014+0.0014794i,0.00039412+0.00053783i,-0.00034795+0.00026775i,-0.0012416-0.00053492i,-0.0015874-0.0012327i,-0.00029514-0.0011266i,0.0011855-0.0016182i,0.0016451-0.0015593i,0.0014582-0.00086343i
0.00030406-0.0001179i,0.0031001+0.0017485i,0.0039848+0.0026035i,0.0023522+0.0031136i,0.002622+0.0029371i,0.0054754+0.00077507i,0.0087966-0.0032371i,0.009483-0.0065005i,0.0060746-0.0066411i,0.0021392-0.003792i,-0.00075331+0.00029665i,-0.0017363+0.0025258i,0.00010399+0.0019839i,0.0017168+0.0012032i,0.0010192+0.0011974i,-0.00027495+0.0016188i,-0.0005876+0.001394i,-0.0014822+0.0010087i,-0.0022328+0.0012268i,-0.0016346+0.0011439i,-0.0013177+5.3664e-05i,-0.0017245-0.00037112i,-0.0013388-0.00020908i
0.00051213+0.0015638i,0.0010591+0.0014761i,0.001165+0.001331i,-0.00044828-0.0013609i,-0.00049851-0.0042028i,0.0024391-0.0058954i,0.0045809-0.0085226i,0.0036524-0.010389i,0.00085913-0.0082576i,-0.00058662-0.0031085i,-3.315e-05+0.0011492i,0.00079661+0.0019104i,0.0013367+0.00015411i,0.00086444-0.0011345i,0.00040001-0.00084508i,0.00012735+6.4057e-05i,-0.00022001+0.00094903i,-0.00022828+0.0019231i,-0.00010104+0.0015785i,-0.00049774+0.00055294i,-0.00042807+0.00031434i,-0.00031987+8.133e-05i,-0.00085973-0.00063318i
0.0007224+0.0012159i,0.00026304+0.0010487i,-0.00017479-0.00082052i,0.00012561-0.0030106i,0.001038-0.0026739i,-0.00065559-0.0036368i,-0.0041404-0.0069586i,-0.0063874-0.0083655i,-0.0059902-0.0059261i,-0.0023348-0.0016447i,0.0018069+0.0013212i,0.002969+0.0022117i,0.0016352+0.0019726i,0.00019042+0.00065943i,-0.00011778+0.00028822i,0.00012342+0.00084003i,-9.2219e-06+0.00039036i,0.00083019-0.00042358i,0.001213+5.4752e-05i,0.00098026+0.001234i,0.0016273+0.0012901i,0.0011595+0.0011074i,0.00010467+0.0010873i
-0.00082376+0.001121i,0.0017991+0.0017211i,0.0043388+0.0031389i,0.0037916+0.003985i,0.0020737+0.0020767i,0.00055939-0.0021978i,-0.0039208-0.0051273i,-0.0078146-0.0031045i,-0.0068252+0.00048301i,-0.0015179+0.00096633i,0.00306-0.0008285i,0.0039312-0.0016104i,0.0008516-0.0010176i,-0.0022203-0.00080365i,-0.0013618-0.00057519i,-0.00011616-0.00070793i,0.00042576-0.0012914i,9.1687e-05-0.0012362i,0.0003793-0.0013512i,0.0021397-0.0013826i,0.0022301-0.00093702i,0.00088029-0.00077469i,3.4629e-06-0.00023082i
0.0017782+0.00086975i,0.0019373+0.0010687i,0.0011253-0.00064598i,-0.00064973-0.00098168i,-0.0023962-0.000845i,-0.0036038-0.00035935i,-0.0045829+0.002426i,-0.0035544+0.0053663i,-0.00063644+0.0046148i,0.00040833+0.00020289i,0.00065521-0.0035266i,0.0011463-0.0033986i,0.0013507-0.00047617i,0.001689+0.0016397i,0.0018848+0.0015819i,0.0014068+0.000219i,0.00069182-0.00051934i,0.00068435-0.00068792i,0.00086373-0.00072533i,0.0017717-0.00067401i,0.0026591-0.0016208i,0.0021042-0.0018679i,0.0010576-0.0010577i
0.0035951-0.0013258i,0.003151-0.0019176i,0.0030318-0.0045369i,0.0019551-0.0059073i,-0.00024917-0.0040567i,-0.00059274-0.00030517i,0.00052645+0.0033303i,0.0025522+0.0051973i,0.004034+0.0033616i,0.0020228-0.0004709i,-0.0018652-0.0027933i,-0.002237-0.0028073i,0.0006106-0.0015537i,0.0020659-0.00044711i,0.0013495+0.00022189i,-0.00042823-0.0001556i,-0.0019736-0.0010593i,-0.0024735-0.0015711i,-0.0018788-0.0010837i,-0.0013247-0.00065218i,-0.0012784-0.00045831i,-0.0010354-0.00041134i,-0.00050863-0.00097691i
0.00035926-0.0014333i,0.0011397-0.0002721i,0.0007104-0.0014817i,0.00040455-0.001966i,0.00017822-0.0012053i,0.0010892+0.00073629i,0.0045236+0.0019291i,0.0079168+0.0010912i,0.0070708-0.0016884i,0.0017608-0.0020062i,-0.0019445+0.00012477i,-0.0017641+0.00066195i,0.00032186-0.00079975i,0.0017687-0.0021827i,0.00092375-0.0017866i,5.9962e-06+9.9129e-05i,-0.00052812+0.0011719i,-0.0013776+0.0010659i,-0.0014301+0.00086505i,-0.0011403+0.00066344i,-0.001707-0.00013317i,-0.0015982-0.0010657i,-0.00088328-0.0015668i
-0.0014471+0.00082374i,-0.001504+0.0028699i,-0.0025626+0.0040842i,-0.0029708+0.0051009i,-0.0011825+0.0052879i,0.0032295+0.0013864i,0.0066222-0.0032408i,0.0061576-0.0056711i,0.0033934-0.0054892i,0.00085761-0.0032514i,-2.1943e-05-0.00020128i,-0.00053028+0.0011511i,-0.0019122+0.00022888i,-0.0025436-0.00040248i,-0.0026185+6.7818e-05i,-0.0020101+0.00085956i,-0.00077096+0.0013682i,-0.00067784+0.0019541i,-0.00093404+0.001756i,5.5581e-05+0.00092925i,0.00080054+0.00042804i,0.00036433+0.00054603i,-0.0013203+0.00037619i
-0.00047906+0.0012952i,-4.0564e-05+0.001156i,-0.00037666-0.00049585i,-0.0001545-0.0022621i,0.00063209-0.0042639i,0.0027369-0.0058353i,0.0043628-0.0082199i,0.0024595-0.0096117i,-0.0014308-0.0069885i,-0.0015273-0.0031841i,0.0013764-0.00025682i,0.0019408+0.0010981i,0.00065511+0.0015287i,0.00044621+0.00091061i,0.0021133+0.00046852i,0.0037647+0.00092831i,0.0036395+0.0010597i,0.0024199+0.00094198i,0.001159+0.00081769i,0.0014439+0.00071572i,0.0026568+0.00033041i,0.002574-3.6059e-05i,0.0011195+6.7594e-06i
-0.00062275+0.0011589i,0.00099277+0.00053532i,0.0019913+7.5579e-05i,0.002041+0.000239i,0.0010511+7.9494e-05i,-0.00046868-0.0023652i,-0.0020519-0.0056334i,-0.0033717-0.0064392i,-0.0035226-0.0031847i,-0.0017498-0.00093405i,0.0011249-0.0015445i,0.0033095-0.00096327i,0.0036079+0.0014723i,0.0025716+0.0032444i,0.001176+0.002303i,0.00033802+0.00037192i,0.0008178+5.2381e-05i,0.0011845-0.00024292i,0.00097145-0.00056973i,0.00097629-0.00045895i,0.00088946-0.00065366i,0.00098346-0.00083509i,0.0013654-0.0002983i
0.0016124+0.0023501i,0.0025859+0.0025072i,0.002632+0.0012194i,0.0024142-0.00010096i,0.0019708-0.0016533i,0.00013295-0.0038196i,-0.0034773-0.0052206i,-0.0051823-0.0037531i,-0.002748-0.00015994i,-0.00079957+0.00025636i,-0.00051386-0.0015944i,0.0014645-0.0023901i,0.0033612-0.0022182i,0.0025817-0.0011471i,0.0015194-0.00098856i,0.0010549-0.0017976i,0.00019625-0.0014808i,-0.00019517-0.00084i,-0.00046446-0.00014832i,-0.00031055-0.00025532i,-0.00018249-0.0015616i,-0.00037309-0.002538i,7.4354e-05-0.0026204i
0.0025296+0.0010914i,0.0045052+0.00024926i,0.0063316+0.00059042i,0.0050761+0.0021837i,0.002132+0.0011214i,-0.0019686-0.00035455i,-0.0047571+0.0013326i,-0.004113+0.0031794i,-0.00020376+0.0019985i,0.0014593+0.00034754i,0.00037387-0.00063073i,0.00061257-0.0019057i,0.001837-0.0022399i,0.0011616-0.0012343i,-0.00044633+0.00048133i,-0.0013568+0.0022619i,-0.001085+0.0021961i,-0.00043903+0.00093728i,-0.0003459-0.0001758i,-0.00047832-0.0015146i,-0.00065003-0.0020666i,-0.00063638-0.0015348i,8.7616e-05-0.0016193i
0.0016942-7.199e-05i,0.0029126+0.00054899i,0.0032317-0.0027169i,0.0021124-0.0057664i,0.00017534-0.0046566i,-0.00064912-0.0010905i,0.00075544+0.002304i,0.0020299+0.0027683i,0.0032157+0.00082868i,0.0035489-0.00013396i,0.0018586-0.00041768i,-0.00041338-0.0016741i,-0.0022855-0.0027632i,-0.003337-0.0023877i,-0.0034633-0.0015717i,-0.0017863-0.00070387i,-0.0011609+0.00021201i,-0.0015183-0.00045357i,-0.00095374-0.0008287i,-0.00035476+3.7901e-05i,-6.7562e-05-0.00026251i,1.4941e-05-0.00021757i,6.2926e-05-0.00035055i
-0.00053132-0.0012226i,-0.00099232-0.0022666i,-0.0013599-0.0032944i,-0.0011735-0.0022604i,0.00052696+4.1579e-05i,0.0033794+0.0014826i,0.0054221+0.0024555i,0.005679+0.0016663i,0.0043634-0.0012823i,0.0024491-0.0031571i,0.001778-0.0016824i,0.00051195+0.00037029i,-0.001651+0.0011355i,-0.0012988+0.0023345i,0.00088187+0.0030204i,0.0018361+0.0032367i,0.0017852+0.0025118i,0.0016501+0.00091897i,0.0010755+0.00080266i,0.00078105+0.001262i,0.00074534+0.0010732i,0.00018198+0.00082519i,-0.00067713+0.00067416i
0.00098229+0.0013464i,0.00058643+0.0030498i,-0.0010758+0.0033095i,-0.0026917+0.0026758i,-0.0015176-0.00028516i,0.0014353-0.0023485i,0.0048677-0.0028358i,0.0062103-0.0024378i,0.0037312-0.0030791i,0.00024878-0.0042331i,-0.00028754-0.0023648i,-3.1449e-05+0.0027918i,-0.00055525+0.0065452i,-0.00040329+0.0052424i,0.00063709+0.0020178i,0.0012806+0.00052776i,0.00054356+0.00022859i,-0.000444+0.00048083i,-0.00024753+0.00070505i,0.00099429+0.00064164i,0.001993+0.00017641i,0.0020887-0.00034407i,0.0013851-0.00040849i
0.0012944-0.0014338i,0.0025485-0.0030184i,0.0036217-0.0051444i,0.0038363-0.005195i,0.0021976-0.0044184i,0.0006121-0.0059616i,0.0020514-0.0080083i,0.0032835-0.0080307i,0.0016447-0.0069303i,-0.0015564-0.0057668i,-0.0018041-0.0033061i,0.0015271+0.00072131i,0.0054377+0.0023559i,0.0065786+0.00063116i,0.0053643-0.0014706i,0.0039541-0.0017978i,0.002184-0.00116i,0.00059332-0.00015578i,0.00083516+0.00023755i,0.0013496-0.00080969i,0.00055041-0.002139i,-0.00054785-0.0022892i,-0.00060107-0.0021857i
0.0015882+0.00059448i,0.0011044+0.0015069i,0.00044852+0.0024291i,-0.0016288+0.0018595i,-0.0030843+0.00021783i,-0.0029813-0.002028i,-0.0022711-0.0050047i,-0.0019489-0.0059361i,-0.0024173-0.0040639i,-0.003238-0.00046291i,-0.0020761+0.0018594i,0.0015232+0.00094786i,0.0039713-0.0017903i,0.0024388-0.0025423i,-0.00071046-0.0014994i,-0.0025848-0.0011452i,-0.0028125-0.00099186i,-0.0012527-0.00044514i,5.4189e-05-0.0006226i,0.00030518-0.00086385i,-0.00021362-0.0010727i,-0.0014179-0.0013049i,-0.0015551-0.00096948i
0.0013363+5.6765e-05i,0.003088-0.0022062i,0.0037841-0.0050579i,0.0038775-0.005231i,0.001966-0.0030056i,-0.00059736-0.0027265i,-0.00198-0.0043253i,-0.0031463-0.0045044i,-0.0026087-0.001859i,-0.00071171+0.0021408i,0.0011474+0.003138i,0.0021131-0.00033729i,0.00079136-0.0041607i,-0.00090294-0.0048487i,-0.0010868-0.0031552i,-0.00085714-0.001571i,-0.00061419-0.0012502i,-4.0956e-05-0.00065292i,0.00039261-0.00020417i,0.00059971-0.00053022i,-6.6521e-06-0.00097972i,-0.00048776-0.00091252i,0.0005377-0.00076169i
0.00084397+0.0013051i,0.0021997+0.001968i,0.0024085+0.0034356i,0.0003395+0.0045491i,-9.3632e-05+0.0030872i,-0.00053502+0.00061856i,-0.00309-0.00058466i,-0.0040569-0.000156i,-0.00093435+0.0009139i,0.003332+0.0013136i,0.0041109+0.0012439i,0.001392+0.00018169i,-0.0025588+7.4629e-05i,-0.0043515+0.0017984i,-0.0028296+0.0031467i,-0.0015747+0.0026676i,-0.0011368+0.0010067i,-0.00082075+0.0001879i,-0.0010921+0.00034012i,-0.00056923+0.00085916i,0.00060167+0.0014383i,0.00065675+0.00077348i,0.0001562+0.00062251i
0.00054529-0.0010834i,-0.0019944-0.0012879i,-0.0042152-0.0043751i,-0.0037302-0.0076088i,-0.0015503-0.0070013i,-0.00035423-0.0023969i,-0.0005512+0.001326i,-0.00090725+0.0020948i,0.0013226-0.00013308i,0.00458-0.0035159i,0.0046198-0.0039121i,0.0014135-0.00027261i,-0.0015671+0.0031399i,-0.0014499+0.0032282i,0.00013351+0.0008629i,0.00021669-0.0010569i,-0.00032061-0.00096425i,-0.0010885+0.0004559i,-0.0008321+0.0014201i,0.000562+0.0013725i,0.0017387+0.0002849i,0.0024008-0.00014799i,0.0021281+0.00037786i
0.0019735+0.00092513i,0.0051046+0.0014868i,0.0069393+0.0032492i,0.0061938+0.0041284i,0.0051966+0.002737i,0.005329+0.0006604i,0.0048928+0.00045914i,0.0040336+0.0010856i,0.0033641-0.0021244i,0.0019782-0.0063285i,-3.4057e-05-0.0058704i,0.0008819-0.0012669i,0.0041783+0.0040913i,0.0062452+0.0056369i,0.0046523+0.0037518i,0.0020551+0.0023787i,0.00082295+0.0018624i,0.00015095+0.0020386i,0.00024143+0.002019i,0.001047+0.0011324i,0.0012133-0.00033532i,0.00093579-0.0013801i,0.00046038-0.0013155i
0.0018563+0.0029636i,-0.00094303+0.0032945i,-0.0031456-0.00017554i,-0.001402-0.0032641i,0.0005129-0.0042433i,0.00083931-0.0052805i,0.0017624-0.0037108i,0.0032579-0.001829i,0.0023139-0.0034373i,-0.0015882-0.00478i,-0.0037591-0.0033842i,-0.0012761-0.0027911i,0.0021842-0.0032051i,0.0022553-0.0032456i,0.00044785-0.0024381i,-0.00081052-0.0011392i,-0.00093455-0.00070082i,-0.0004907-0.00070131i,-0.00024205-0.0006536i,-0.00061883-0.0010191i,-0.00097567-0.002446i,-0.00051847-0.0034471i,0.00059183-0.0026651i
0.0039894-0.0023244i,0.0063405-0.0026648i,0.0095063-0.0034734i,0.0079201-0.00286i,0.0031248-0.0022236i,0.00069716-0.0023108i,0.0032189-0.0026939i,0.0050096-0.00278i,0.0018801-0.0025381i,-0.0031997-0.00096719i,-0.0037543+0.00043038i,-0.00042071-0.0011633i,0.0020126-0.0037767i,0.0027574-0.0038583i,0.0027869-0.0023161i,0.0023591-0.00062248i,0.0017677-0.00018594i,0.0012845-0.00069508i,0.00063194-0.00076391i,8.6883e-05-8.7804e-05i,-0.00031098+0.00013724i,-0.0011294-0.00049313i,-0.0013161-0.00066344i
-0.0010192+0.0019592i,-0.0022436+0.0037232i,-0.0068133+0.0038758i,-0.0090581+0.0018859i,-0.0064744+0.0009979i,-0.0021607-7.2006e-05i,0.002109-0.003654i,0.0044819-0.0058161i,0.0040136-0.0035616i,0.0021403+0.00098923i,0.00084113+0.0041739i,-0.0009829+0.0030964i,-0.0051827+0.00033i,-0.0075845-0.00050656i,-0.0060671+0.0010787i,-0.0031761+0.0012788i,-0.0013604+0.00014647i,-0.0011538-0.00066189i,-0.0011197-8.168e-05i,-0.00060513+0.00096565i,1.6904e-07+0.0011524i,-0.00019524+0.0012679i,-0.001359+0.00068598i
0.00076332+0.00075107i,0.0046269-0.0014305i,0.0092248-0.0037575i,0.0097799-0.0045573i,0.0067582-0.0040806i,0.0034264-0.0047004i,0.00017-0.0077056i,-0.001608-0.010174i,-0.00024232-0.0068925i,0.0028408-0.0012641i,0.0040634+0.0015092i,0.0014659+0.0020781i,-0.0016193+0.0026323i,-0.0011677+0.0021772i,0.0011114+0.00068848i,0.0022614-0.00074267i,0.0018523-0.00088922i,0.0010376-0.00027211i,0.00027433+0.00058492i,0.00091817+0.0018124i,0.002116+0.001791i,0.0016748+0.00073618i,0.0006513+0.00063429i
-0.00052133+0.0019031i,-0.00041193+0.0044176i,-0.0029381+0.0066518i,-0.0037583+0.0070435i,-0.0017159+0.0047328i,-9.5587e-05+0.00022343i,-0.0027667-0.0032014i,-0.0066706-0.0043965i,-0.0053751-0.004174i,-4.1101e-06-0.0028831i,0.0041492-0.00057942i,0.0053178+0.0035125i,0.0049342+0.0068234i,0.0030577+0.0066226i,0.0013065+0.004517i,-0.00046266+0.003013i,-0.0021776+0.0022568i,-0.0022101+0.0025725i,-0.0007878+0.0024318i,0.0017451+0.0012093i,0.0028182-4.9818e-05i,0.0017821-0.0007436i,0.0017249-0.0014581i
-0.00063174-0.00099855i,0.00060224-0.002944i,0.0025902-0.0052959i,0.0041555-0.0056955i,0.0039481-0.004519i,0.001251-0.0033433i,-0.0038175-0.0014822i,-0.0080985+0.00050982i,-0.0066473+0.00083232i,-0.0020959-0.0028595i,0.0011556-0.0060506i,0.0046628-0.0054113i,0.0068547-0.003345i,0.0059734-0.0023951i,0.0039067-0.0031081i,0.00264-0.0019945i,0.0018708+0.00020389i,0.0015461+0.00021251i,0.0017976-0.00046526i,0.0015773-0.0010821i,0.00090211-0.0023403i,0.000829-0.0032632i,0.0007405-0.0030704i
0.00090717+0.0048808i,0.003012+0.0084606i,0.0037732+0.011195i,0.0024383+0.0084104i,0.0025439+0.0035798i,0.0027599+0.0014464i,0.0014265+0.0045695i,0.0010097+0.0094174i,0.0016295+0.0076808i,0.0012749+0.0010592i,0.00020657-0.0038803i,-0.000318-0.005359i,4.1252e-05-0.0048233i,-0.00027264-0.0025573i,-0.00041034+0.00041539i,0.00043069+0.0018178i,0.00039685+0.00088069i,-7.6673e-05-0.00065087i,-2.4978e-05-0.0011789i,-0.00065145-0.0011106i,-0.0017154-0.001059i,-0.002561-0.0010673i,-0.002892-0.00089487i
-0.0018856-0.0012643i,-0.0031757-0.0042031i,-0.0036784-0.0085262i,-0.004429-0.009609i,-0.0045837-0.0080118i,-0.0026878-0.0055109i,0.0029098-6.9199e-05i,0.0087128+0.0040761i,0.0093329+0.0024141i,0.0043567-0.00038423i,-0.001527-0.00088273i,-0.0054117-0.0018783i,-0.0068034-0.0041617i,-0.0052745-0.0055588i,-0.0027297-0.005141i,-0.0015217-0.0040916i,-0.0014053-0.0041541i,-0.001704-0.0032857i,-0.0020445-0.0015728i,-0.0013259-0.00026945i,-0.00058682+0.00066415i,-0.00078212+0.00068522i,-0.0010712+0.00078017i
0.0052353+0.00065176i,0.0084315+0.0031826i,0.0093594+0.005681i,0.005585+0.0055496i,9.9494e-05+0.0033089i,0.00036598+0.0019205i,0.0071181-0.0014598i,0.012755-0.0068963i,0.010459-0.0095344i,0.0033911-0.0060217i,-0.0018247+0.00015053i,-0.0030908+0.0042689i,-0.002394+0.0058064i,-0.00069229+0.0063236i,0.000295+0.0053911i,-0.00056412+0.0033799i,-0.001344+0.002463i,-0.0013982+0.0028938i,-0.00085193+0.0030681i,-0.00022125+0.0030808i,0.00082199+0.002731i,0.0014593+0.001944i,0.00054115+0.0018562i
-0.0036143-0.0022945i,-0.007732-0.0041775i,-0.012566-0.0074284i,-0.013009-0.004408i,-0.0088836+0.0016092i,-0.0026322+0.00070358i,0.0012159-0.0064492i,0.00082108-0.014199i,-0.001391-0.014697i,-0.0028223-0.0068241i,-0.00055679+0.0017462i,0.0021711+0.0053657i,0.0023401+0.005052i,0.001175+0.0026551i,-0.00018459+0.0010016i,-0.00082496+0.00095976i,-0.00013348+0.00094569i,0.00030007+0.001407i,0.0010292+0.0023023i,0.002378+0.0015758i,0.0026453+0.00044739i,0.0027648-0.00029554i,0.0043204-0.00067803i
0.0032217-0.0003457i,0.0078186+0.0023978i,0.011089+0.0056142i,0.011088+0.0056473i,0.0092552+0.003909i,0.006256+0.0004857i,-0.00027543-0.0066758i,-0.0093264-0.011389i,-0.012554-0.0076465i,-0.0067978-0.0010279i,0.00075257+0.0016763i,0.0064332+0.0014711i,0.0088245+0.0008857i,0.0077457+0.0014558i,0.0059814+0.002421i,0.0047909+0.0024586i,0.0035807+0.001487i,0.0028859-6.8517e-05i,0.0031998-0.0010575i,0.0026665-0.0020098i,0.0011311-0.0031168i,0.00035525-0.0033482i,0.0011848-0.0028675i
-0.0048464+0.00071937i,-0.0089528+0.0021948i,-0.01191+0.00092989i,-0.007322+0.00014625i,0.00033575+0.00074954i,0.0028488-0.0014269i,-0.0023669-0.0020405i,-0.0099179+0.0033885i,-0.0095957+0.0079373i,-0.00276+0.0060752i,0.0023182+0.00024256i,0.0033733-0.0035133i,0.0015368-0.0048078i,-0.00064169-0.0055639i,-0.0010146-0.0044314i,0.00016224-0.0029102i,0.00068902-0.0030779i,0.00042331-0.0032077i,0.00019788-0.0022139i,0.00011374-0.0020187i,-0.00029231-0.0025481i,-0.002179-0.0030518i,-0.0037203-0.0034059i
0.0037395-0.00091189i,0.010252-0.0013364i,0.012738-0.0019628i,0.008345-0.0038529i,0.0035325-0.0061528i,0.0018415-0.0047985i,0.00094485+0.00023943i,0.002406+0.006188i,0.0063392+0.0083183i,0.00709+0.0034431i,0.0044353-0.002315i,0.0022566-0.0040486i,0.00048004-0.003722i,-0.00031998-0.0027241i,-0.0001157-0.0025996i,0.00011465-0.0027323i,-0.00052343-0.0022522i,-0.0016398-0.0012325i,-0.0022319-0.00035161i,-0.0016207+0.00036831i,-0.00066964+0.0014455i,-0.00091569+0.0016904i,-0.0018323+0.0014182i
-0.0010331+0.0054661i,-0.0050653+0.0050674i,-0.0069928+0.0033533i,-0.0054617+0.0013899i,-0.0039229+0.00033259i,-0.0032019-0.0016794i,0.001085-0.00056905i,0.0089538+0.0008651i,0.013415-0.0026125i,0.0089439-0.005774i,0.00059345-0.0053519i,-0.0048811-0.0028055i,-0.0068115+0.00059297i,-0.0068101+0.0031607i,-0.0049439+0.0038782i,-0.0033865+0.002592i,-0.0030863+0.0015345i,-0.0027603+0.0022991i,-0.0013327+0.0030226i,-0.00019602+0.0029704i,4.0126e-05+0.0025329i,0.00066461+0.0023075i,0.00069636+0.002934i
0.0064944-0.0021957i,0.012267-0.0050856i,0.014116-0.0059734i,0.0077027-0.0020236i,-0.0015953+0.00029661i,-0.0030494-5.356e-05i,0.0015463-0.0026877i,0.0053699-0.0090917i,0.0040515-0.01499i,-0.00048712-0.013633i,-0.0025537-0.0055346i,-0.0014306+0.0015993i,0.0015879+0.0047211i,0.004559+0.004476i,0.0043277+0.0028813i,0.0025909+0.0021145i,0.0018923+0.0027152i,0.001122+0.0030953i,0.00041435+0.0020382i,0.001552+0.0014218i,0.0028654+0.00057931i,0.0031565+0.00010744i,0.0034661+0.00075327i
