-0.0012338+0.0012149i,-0.00050245+0.00055416i,-0.0017983+0.0011492i,-0.0028661+0.0013132i,-0.0022752+0.0016376i,-0.0010173+0.0019351i,-0.0011031+0.0017062i,-0.0014215+0.0011589i,-0.0012917+0.00046001i,5.851e-05+0.00064711i,0.0016647+0.00049248i,0.0014652-0.00055195i,0.00038005-0.0018436i,-7.9399e-05-0.0017393i,-0.00033755-0.00064119i,-0.00024364-0.00011989i,-8.3947e-05-0.00031909i,8.8481e-05-0.00052921i,0.00012308-0.00046097i,-0.00046796-0.00073128i,-0.0005576-0.00091779i,-0.0003563-0.0010936i,-0.0008144-0.0010694i
0.019963+0.014617i,0.051993+0.060327i,0.071089+0.12913i,0.045526+0.16819i,3.4003e-05+0.13797i,-0.013532+0.081087i,0.0011985+0.045961i,0.010521+0.030266i,0.01148+0.022313i,0.01015+0.014048i,0.0070214+0.0056532i,0.0050381-0.0004805i,0.0039426-0.0036804i,0.0014763-0.001897i,-0.00042978+0.002604i,-0.00039452+0.0036371i,-0.0011418+0.0010702i,-0.0042885-0.00077361i,-0.008004+0.0050203i,-0.0094719+0.015018i,-0.0067032+0.017572i,-0.0035203+0.011875i,-0.0033589+0.005806i
-0.014232-0.023493i,-0.027552-0.071264i,-0.018204-0.13067i,0.029387-0.142i,0.067903-0.089664i,0.05347-0.044512i,0.01256-0.035673i,-0.0098937-0.030695i,-0.012983-0.021962i,-0.012672-0.012206i,-0.011162-0.00276i,-0.0049727+0.0011396i,0.0011914-0.00078392i,0.0024065-0.0048953i,5.4004e-05-0.0074755i,-0.0024831-0.0061995i,-0.0028373-0.00085629i,0.0019006+0.0035676i,0.011929+0.00033673i,0.018627-0.0068439i,0.015995-0.0090556i,0.010613-0.0057076i,0.0085726-0.0010147i
0.0061272+0.01989i,0.0022123+0.06132i,-0.025274+0.10723i,-0.066702+0.10383i,-0.080304+0.053541i,-0.057456+0.027549i,-0.026355+0.030444i,-0.0099384+0.027457i,-0.0062239+0.020204i,-0.0013062+0.012445i,0.0033443+0.0037798i,0.0026633+0.0002242i,0.0017924+0.00238i,0.0016466+0.0047149i,0.0010483+0.0045763i,0.00029845+0.0024713i,0.00037561-0.0010399i,-0.00068246-0.0051388i,-0.007523-0.0084531i,-0.017649-0.0084075i,-0.021364-0.0050645i,-0.016453-0.0033814i,-0.010125-0.0038035i
0.00055148-0.021178i,0.011722-0.05388i,0.03928-0.078354i,0.059031-0.051085i,0.045478+0.0012098i,0.027025+0.008529i,0.021487-0.01129i,0.01913-0.017752i,0.017236-0.014277i,0.012321-0.010382i,0.0049701-0.0078004i,-0.0022044-0.0041893i,-0.0052229+0.00032244i,-0.00023813+0.0022316i,0.0054627-0.00088476i,0.0055976-0.0050848i,0.00046416-0.006778i,-0.0039487-0.0024608i,-0.00083157+0.0075796i,0.0078459+0.015451i,0.011273+0.015017i,0.0068643+0.010784i,0.00095894+0.008562i
-0.005366+0.011686i,-0.024485+0.033203i,-0.051784+0.04187i,-0.054837+0.0080805i,-0.03067-0.034831i,-0.022666-0.030473i,-0.028168-0.0035726i,-0.025448+0.0058828i,-0.019212+0.0064219i,-0.010667+0.0094813i,-0.0011432+0.0072495i,0.0035103+0.00083033i,0.0021256-0.0027113i,-0.0027131-0.002461i,-0.0064211-0.00042976i,-0.0055063+0.0018515i,-0.0014886+0.0032282i,0.0032732+0.0012583i,0.006205-0.0065121i,0.0054908-0.016746i,0.0028171-0.021193i,0.0017746-0.016953i,0.0024976-0.010301i
0.0083601-0.012023i,0.026196-0.030161i,0.043689-0.036474i,0.033005-0.013844i,0.0081795+0.012685i,0.0089563+0.014149i,0.018921+0.006261i,0.01471+0.0046879i,0.006934+0.0063407i,0.0013175+0.0044082i,-0.0031457+0.0011128i,-0.0038001-0.0021965i,-0.002166-0.005061i,0.00019092-0.0047523i,0.0033668-0.0018946i,0.0059802+0.00020898i,0.0062801-0.00083554i,0.0026121-0.0030014i,-0.0052176-0.00093129i,-0.013557+0.0053304i,-0.016262+0.010778i,-0.013153+0.010749i,-0.0080386+0.0061295i
-0.0064387+0.0076648i,-0.024538+0.016764i,-0.035304+0.024187i,-0.011345+0.021954i,0.016062+0.012916i,0.0061511+0.0019788i,-0.01212-0.0080663i,-0.014956-0.013416i,-0.015153-0.013621i,-0.016836-0.0072344i,-0.013134+0.0018365i,-0.0047358+0.0076227i,0.0031645+0.0073122i,0.0045669+0.0017563i,-8.2559e-05-0.0043457i,-0.0038679-0.004163i,-0.0053359+0.001014i,-0.0030464+0.004732i,0.0044514+0.0040828i,0.012536+0.002011i,0.015793+0.0017743i,0.013658+0.0023654i,0.0093424+0.0018782i
0.0086669-0.0079525i,0.026075-0.016758i,0.034344-0.022482i,0.010853-0.022999i,-0.016508-0.015164i,-0.013653+0.0045714i,-0.0015377+0.017922i,0.0017638+0.016281i,0.0017544+0.0096623i,0.0010498+0.0023669i,-0.00095955-0.0030659i,-0.0022865-0.0041534i,-0.0019958-0.0014204i,-0.00029523+0.0038784i,0.0016154+0.0073094i,0.0023308+0.0077404i,0.0025984+0.0055818i,0.0022249+0.001951i,-0.0011355-0.0040218i,-0.0076926-0.01043i,-0.011919-0.011645i,-0.010817-0.0091522i,-0.0073736-0.0053289i
-0.0090066+0.0024051i,-0.028553+0.0059392i,-0.044709+0.014399i,-0.038046+0.026821i,-0.021938+0.025717i,-0.011849+0.0025631i,-0.0039634-0.01032i,0.0034446-0.0065075i,0.0077005-0.0055089i,0.0057928-0.0064921i,-0.00022904-0.0052505i,-0.0061968-0.0027321i,-0.0093769+0.00096725i,-0.0063635+0.0022048i,-0.0017224-0.00097066i,-0.0014067-0.0047798i,-0.0032756-0.0061709i,-0.0035589-0.0037923i,-0.0030561+0.0023767i,-0.0021075+0.0099993i,-0.00079766+0.013786i,0.0002043+0.012273i,0.0016158+0.0081232i
0.011143-0.00296i,0.031156-0.0075329i,0.051202-0.01779i,0.053456-0.033929i,0.039011-0.034626i,0.013205-0.010182i,-0.0073737+0.0090531i,-0.010776+0.011801i,-0.0038792+0.0124i,0.0046812+0.010286i,0.0093858+0.0020408i,0.0087871-0.0052009i,0.0045292-0.0069034i,-0.0011107-0.0035884i,-0.0040094+0.0010584i,-0.0038181+0.0039019i,-0.0027444+0.0038671i,-0.0002981+0.0019652i,0.0038745-0.0011573i,0.0086345-0.0059834i,0.010735-0.0089577i,0.0088806-0.0084605i,0.0046785-0.0077823i
-0.010299-1.6897e-05i,-0.031864-0.0035582i,-0.056464-0.0022814i,-0.061936+0.0095988i,-0.040192+0.015373i,-0.0075498+0.0049491i,0.006236-0.001392i,0.002434+0.0014608i,-0.00064292+0.0041662i,5.9319e-05+0.0041326i,0.0011705+0.00101i,0.00099218-0.0030907i,0.00027362-0.0060304i,0.0014386-0.0070732i,0.0037661-0.0063375i,0.0038661-0.0054619i,0.002996-0.0051656i,0.0021356-0.0041123i,-0.00097861-0.0021134i,-0.0064305-0.0017352i,-0.010715-0.0022358i,-0.011403-0.00025537i,-0.0092512+0.003109i
0.011246+0.0030337i,0.032668+0.0090013i,0.059772+0.021982i,0.071678+0.02806i,0.048715+0.02347i,0.0072699+0.012579i,-0.012243-0.0012514i,-0.012991-0.008984i,-0.014245-0.0056912i,-0.011699+0.0025811i,-0.0041094+0.00692i,0.0019199+0.0079398i,0.0047181+0.0065623i,0.0031809+0.0019809i,8.967e-06-0.0015556i,-0.002286-0.0019626i,-0.0022295-0.00035387i,0.00015452+0.00075469i,0.0036996+0.0013211i,0.005595+0.0035147i,0.0057504+0.0064185i,0.0062069+0.0068654i,0.0074424+0.0043269i
-0.0073349-0.0069922i,-0.02774-0.02145i,-0.052529-0.041387i,-0.065492-0.051587i,-0.049755-0.040238i,-0.016909-0.015849i,-0.0005478+0.00099417i,-0.00067346+0.0010561i,-0.0028817-0.0043751i,-0.0064433-0.0048985i,-0.0080003-0.002341i,-0.0065223-0.00074265i,-0.0035799+0.0012322i,0.00018972+0.0028126i,0.0035253+0.0027947i,0.0039888+0.0023005i,0.0028464+0.0014443i,0.0013196+4.4206e-05i,-0.00057155-0.0027596i,-0.0018273-0.0064815i,-0.0011511-0.0087216i,-0.0013106-0.0087318i,-0.0041213-0.008236i
0.0075839+0.003514i,0.020265+0.020494i,0.032706+0.04567i,0.033398+0.059614i,0.016157+0.041034i,-0.00022432+0.0088598i,0.00061907-0.0049618i,0.0064513-0.0054716i,0.004576-0.00676i,-0.0017197-0.0057984i,-0.0062699-0.0028308i,-0.0078505-0.0001239i,-0.0070096+0.0012584i,-0.0048836+0.00012571i,-0.0024418-0.0017642i,-0.0012615-0.001556i,-0.00061525+5.5564e-05i,-0.00072822+0.0019628i,-0.0021408+0.004588i,-0.0049757+0.0056279i,-0.0084457+0.0052752i,-0.0092561+0.0069282i,-0.0060325+0.0087167i
-0.0073766-0.011717i,-0.01468-0.032423i,-0.018347-0.063021i,-0.0095266-0.075961i,0.0056404-0.049132i,0.0076172-0.009637i,-0.0022076+0.0086403i,-0.0034347+0.010468i,0.0036959+0.0084728i,0.0076388+0.0025675i,0.0059181-0.0036489i,0.002607-0.0060862i,0.0008965-0.0051842i,-0.00011884-0.0019945i,-0.00089639+0.00098694i,-0.00062595+0.001773i,9.858e-05+0.00070699i,0.0006537-0.001654i,0.0026468-0.0040724i,0.0047472-0.0028928i,0.0061062+0.0012041i,0.008704+0.0022943i,0.0097863-0.0008075i
0.00076666+0.0054655i,-0.00019189+0.028178i,-0.0089594+0.058488i,-0.019431+0.071649i,-0.01882+0.049266i,-0.0055193+0.017296i,0.0024851+0.0072409i,0.0006537+0.010497i,0.00043862+0.010831i,0.0026435+0.007157i,0.0042836+0.0021355i,0.0041553-0.0021787i,0.0031751-0.0032897i,0.0025295-0.0034515i,0.0014432-0.0034793i,-0.000205-0.0021029i,-0.00098563+0.00011627i,-0.0013948+0.0020419i,-0.0020208+0.0015548i,-0.0029951-0.0015196i,-0.0044663-0.0047613i,-0.0069365-0.0063641i,-0.0089093-0.0045527i
-0.0007019-0.010839i,0.0050406-0.03036i,0.020171-0.050476i,0.033955-0.048723i,0.024694-0.021598i,-0.00062917-0.00072092i,-0.014739+0.00041292i,-0.014993-0.00033585i,-0.011776+0.0047513i,-0.0066854+0.0086884i,-0.00074662+0.00775i,0.0015416+0.0054321i,0.0011634+0.004161i,2.3726e-05+0.0020882i,-0.0013857+0.000716i,-0.0010536+0.0006142i,9.7572e-05+0.0007422i,0.0020808+0.0011411i,0.0046575+0.0023061i,0.0042541+0.0032899i,6.6255e-05+0.0047311i,-0.0021708+0.0073265i,0.0010437+0.0084981i
-0.0042839+0.0044053i,-0.018038+0.018779i,-0.042458+0.032319i,-0.057673+0.026778i,-0.043076+0.0059423i,-0.013369-0.0020689i,-0.00027362+0.001223i,-0.0032929-0.00026508i,-0.008866-0.0033847i,-0.01135-0.0013913i,-0.0091966+0.0010521i,-0.0048377+0.00086886i,-0.0013994-0.00020472i,0.0013414-0.00090412i,0.0026521-0.0019598i,0.0016963-0.0028315i,-0.00077536-0.0025286i,-0.0025813-0.0026089i,-0.0034845-0.0046861i,-0.0023398-0.0058267i,0.00090447-0.0052763i,0.0034027-0.0068229i,0.0033615-0.0087912i
0.0036825-0.0068923i,0.018317-0.014844i,0.042259-0.017681i,0.053817-0.0080977i,0.033876+0.0021484i,0.0064404-0.0025711i,-0.0023306-0.010344i,-0.00087582-0.011034i,-0.0023489-0.0091903i,-0.005277-0.0066782i,-0.0065616-0.0044609i,-0.0064475-0.0036154i,-0.0052412-0.0034844i,-0.0032964-0.0036253i,-0.0015334-0.0037629i,-0.0007285-0.0032391i,-0.0011325-0.0020213i,-0.0017919-0.00022649i,-0.0029942+0.0015941i,-0.0036942+0.0022429i,-0.0046033+0.00070482i,-0.0070167-0.00036841i,-0.0085011+0.0017005i
-0.0058365+0.00060638i,-0.022292+0.0030513i,-0.044994-0.0018656i,-0.048318-0.011787i,-0.024439-0.011077i,-0.0030092+0.0028558i,0.00033098+0.0099905i,0.00033237+0.0049516i,0.0022468-0.0014407i,0.0015834-0.0048984i,0.00069751-0.0048115i,0.0018243-0.0031245i,0.0028297-0.0016018i,0.0028321-2.1632e-05i,0.0027475+0.0010359i,0.0033823+0.0014589i,0.0039992+8.8545e-05i,0.0049644-0.0025247i,0.0060624-0.0042954i,0.0049155-0.004035i,0.003501-0.0010595i,0.0049632+0.002699i,0.0062474+0.003536i
0.0084675-0.0038756i,0.022885-0.0037973i,0.038661+0.0080898i,0.03643+0.023834i,0.0158+0.020597i,0.0026405+0.0046421i,0.0038658-0.00053666i,0.0044029+0.0033024i,0.0033548+0.0045072i,0.0041501+0.0028494i,0.0047058+0.0019917i,0.0033843+0.001876i,0.0023874+0.0011244i,0.0021075-0.00027187i,0.00035439-0.0014495i,0.00044304-0.0015528i,0.0018539-0.00035601i,0.0010112+0.00038971i,-0.0016907+0.00058028i,-0.0039484+0.00093742i,-0.0038383+0.00056617i,-0.0020414-0.001369i,-0.0017083-0.0030259i
-0.0051498-0.0015292i,-0.017706-0.0087483i,-0.029404-0.023992i,-0.027807-0.031454i,-0.015996-0.017648i,-0.012863+0.001564i,-0.012642+0.0077043i,-0.0069779+0.0064347i,-0.0020797+0.0064299i,0.00048156+0.0066454i,0.0014585+0.0059464i,-5.1228e-05+0.0056843i,-0.0013616+0.0058668i,-0.0022349+0.0052625i,-0.0039585+0.004268i,-0.0043766+0.0045408i,-0.0031293+0.0057422i,-0.00049417+0.0061615i,0.0031245+0.0056959i,0.0053721+0.0041504i,0.0032443+0.0028099i,-0.0009993+0.0035982i,-0.0028623+0.0053795i
0.006629-0.00050331i,0.01543+0.0064343i,0.021076+0.021134i,0.01238+0.025167i,0.0024677+0.010123i,0.0040254-0.0015118i,0.0055482+0.00056165i,0.0011124+0.0035558i,-0.0023592+0.0033717i,-0.0031111+0.0024817i,-0.004179+0.0012513i,-0.0049938-0.00054874i,-0.0036837-0.00068997i,-0.00089897+0.0004561i,0.0021718+3.4301e-07i,0.0032201-0.0012679i,0.00074371-0.0018404i,-0.0017671-0.0016689i,-0.0031698-0.0032082i,-0.0041035-0.0056604i,-0.0038771-0.0050448i,-0.0011573-0.0028151i,0.0013282-0.001623i
-0.0027781-0.0024345i,-0.0095001-0.011463i,-0.0090831-0.023898i,-0.00013713-0.026591i,0.0029463-0.015282i,-0.0063575-0.0063139i,-0.012257-0.0041317i,-0.0090179-0.0014418i,-0.0055566+0.00019781i,-0.0050342-0.0014475i,-0.0049464-0.0036348i,-0.0042088-0.0042885i,-0.0039837-0.0032338i,-0.0025215-0.0018929i,-0.00071125-0.0025589i,-0.0014125-0.0050772i,-0.0029577-0.0055909i,-0.003943-0.0037993i,-0.0033221+0.0005194i,-0.0017558+0.0049357i,-0.00061488+0.0046617i,-0.00044456+0.00097242i,-0.0019212-0.0014528i
0.0041132+0.00050442i,0.0062063+0.0078566i,0.0026378+0.016437i,-0.0041677+0.016946i,-0.0024745+0.0097417i,0.0026969+0.007119i,0.0014675+0.0072662i,-0.0029529+0.004169i,-0.0041384+0.00080418i,-0.002781-0.001931i,-0.0014565-0.0040566i,0.00063708-0.0041209i,0.0019152-0.0028026i,0.0016318-0.0019386i,0.0016015-0.00052656i,0.0027916+0.00069418i,0.0036517+0.00079524i,0.0030236-0.00044322i,0.0034583-0.0037556i,0.0051965-0.0075536i,0.0047212-0.0071437i,0.0019583-0.0036685i,-0.0004463-0.00042452i
-0.0039155-0.0034891i,-0.0045494-0.011046i,0.0016571-0.017336i,0.0075939-0.012528i,0.0015737-0.003887i,-0.0062148-0.0042817i,-0.0062538-0.0072514i,-0.005912-0.0055033i,-0.0068545-0.0030013i,-0.0042942-0.001442i,4.5332e-05-0.00048253i,0.0021601-0.00092028i,0.0021495-0.0015888i,0.0010834-0.0021672i,-2.1263e-05-0.0027296i,0.00033853-0.0019525i,0.0009743-0.0012084i,0.00054221-0.0016016i,-0.0020409-0.00067792i,-0.0065521+0.0014391i,-0.0078087+0.0036844i,-0.0048016+0.0045896i,-0.0007376+0.0033314i
-0.0017156+0.0019852i,-0.0034119+0.0090137i,-0.010566+0.017282i,-0.015766+0.016541i,-0.010956+0.010557i,-0.0041275+0.0090059i,-0.0011041+0.0061156i,0.00056037-0.00099474i,0.00038402-0.0033557i,-0.00019467+0.00020263i,0.00040642+0.0026036i,0.00096057+0.0021639i,0.00081882+0.0020196i,-0.00052793+0.0019628i,-0.0026135+0.0013452i,-0.0037234+0.002492i,-0.0027862+0.0039325i,-0.0004396+0.0045708i,0.0036025+0.0049409i,0.0071876+0.0045818i,0.0069608+0.0035923i,0.004143+0.0019965i,0.0010836+0.00060676i
-0.00044793-0.0041747i,0.0024791-0.01004i,0.010322-0.012256i,0.015296-0.0090866i,0.011496-0.0073931i,0.0069914-0.0079754i,0.0056457-0.0047371i,0.0053965-0.0018908i,0.0040613-0.0018256i,0.0023476+0.00039401i,0.00049993+0.0024255i,-0.00028785+0.0025812i,0.00022904+0.0021262i,0.0011953+0.0015893i,0.0014567-6.8953e-05i,0.00070847-0.0015757i,0.00060875-0.0012904i,0.00028411-0.0013936i,-0.0009168-0.0044065i,-0.0027062-0.0085074i,-0.0048735-0.0089136i,-0.0058214-0.0052555i,-0.0049368-0.0011375i
-0.0018821+0.0053069i,-0.0067987+0.0070051i,-0.012832+0.0071139i,-0.013812+0.0036619i,-0.0089749+0.003305i,-0.0068608+0.0064097i,-0.005188+0.0077802i,-0.00021844+0.0080599i,0.0029245+0.0070498i,0.0020379+0.0046819i,-0.00059312+0.0016202i,-0.0019687-0.00051078i,-0.002645-0.000913i,-0.002864-0.00021042i,-0.0019565+0.00077445i,-0.0011058+0.00042999i,-0.0011014-0.00030818i,-0.00050219+0.00076374i,-0.0003444+0.0038005i,-0.0021002+0.0070405i,-0.0027128+0.0088643i,-0.00057856+0.0071897i,0.0014619+0.0027695i
0.0020664-0.0027329i,0.0064394-0.0056214i,0.013539-0.0042177i,0.015807+0.00077137i,0.01185+0.0023007i,0.0071757+0.0016413i,0.0023792+0.0047083i,-0.0015984+0.0084738i,-0.0019815+0.0083784i,-0.0014249+0.0044766i,-0.0025995+0.00063622i,-0.0028216-0.00050764i,-0.0016012-0.00011893i,5.0699e-05+0.00086672i,0.0011066+0.0021285i,0.0025139+0.0017982i,0.0031973+0.00038441i,0.0023168-0.00093986i,0.0037219-0.002377i,0.0070015-0.0032221i,0.0076981-0.0034405i,0.0050772-0.0035971i,0.0014392-0.0031361i
-0.0013844+0.0016527i,-0.0072023+0.0025356i,-0.01316+0.0015133i,-0.014057-0.0019035i,-0.013116-0.0043866i,-0.014154-0.0046767i,-0.01419-0.0028032i,-0.012864+0.00085699i,-0.011759+0.0023304i,-0.0084529+0.00044345i,-0.0049409-0.0028519i,-0.0020254-0.004898i,0.0002316-0.0041485i,0.0004249-0.0033256i,-0.00016256-0.0024871i,-0.0004412-0.00067016i,-0.0008128+0.00051943i,-0.0015659-0.00044598i,-0.0035906-0.0022368i,-0.0075403-0.0039119i,-0.0091719-0.0040357i,-0.007342-0.0017927i,-0.0039602+0.000344i
0.00065515-0.0032723i,0.003218-0.0034035i,0.0057671-0.00046203i,0.0059067+0.0036032i,0.0040314+0.0050652i,0.0017966+0.0051852i,-0.0014694+0.0031144i,-0.0053589-0.0010505i,-0.0065812-0.00408i,-0.0042812-0.0038828i,-0.0013833-0.0030447i,-0.00038486-0.0028951i,-0.00062662-0.0019839i,-0.001289-0.0015487i,-0.0015389-0.0017417i,-0.0013663-0.0013317i,-0.0010214-0.00072185i,-2.1034e-05-0.00022822i,0.00070359+0.0010131i,0.0012778+0.0038654i,0.0014258+0.006835i,0.0018215+0.0063502i,0.0023354+0.0027585i
-0.0023589-1.4868e-05i,-0.0071425-0.0023912i,-0.0098855-0.0060944i,-0.0061604-0.0092188i,-0.0018207-0.0098268i,-0.0020613-0.009756i,-0.0022654-0.0089467i,-0.0012869-0.0087925i,0.00015608-0.0079329i,0.0014042-0.0047373i,0.0027579-0.0020725i,0.0035543-0.00041247i,0.0026397+0.00039325i,0.001573+0.00053103i,0.0012901+0.00016854i,0.00043389+0.00011478i,6.4593e-05+0.00057449i,0.00088954-0.00069335i,0.001781-0.0040676i,0.0024781-0.0075344i,0.0035904-0.0083981i,0.002189-0.0064629i,-5.3843e-05-0.0033764i
0.00061405-0.00079642i,0.0035731+6.5026e-05i,0.0052442+0.0048792i,0.0028828+0.008312i,-0.00047992+0.0092315i,-0.0012907+0.0091175i,0.00055201+0.0053904i,0.0038175+0.00070806i,0.0055312+0.00032111i,0.0043236+0.0025014i,0.0013295+0.0043148i,-0.00072192+0.0042537i,-0.001427+0.0017587i,-0.0011306-0.00042503i,-0.00022558-0.0011619i,0.00039041-0.00074945i,0.001555-0.00079223i,0.0020443-0.00083369i,0.00058944+0.00097935i,-0.0026309+0.0018767i,-0.0066856+0.0011897i,-0.0074928+0.0014721i,-0.0049599+0.0020918i
-0.00097019-0.001868i,-0.0034632-0.0050946i,-0.0042681-0.0071975i,-0.00085744-0.0056429i,0.0022713-0.0030233i,0.0026152-0.0013644i,0.0015219+0.00093268i,0.0011162+0.0033658i,0.00073913+0.0044426i,-0.0015031+0.0044332i,-0.0034964+0.0036357i,-0.0034034+0.0033449i,-0.0018051+0.0030427i,-0.00059633+0.0017602i,-0.00037905+0.00066563i,-0.00024596+0.00038952i,-0.00039276+0.00034405i,6.6252e-05+0.0011932i,0.0019966+0.0025297i,0.0042397+0.004439i,0.0051826+0.0063754i,0.0045685+0.005262i,0.0028935+0.0020242i
0.00027671-0.0010392i,-0.00081918-4.5536e-05i,-0.0026225+0.0020928i,-0.005327+0.002315i,-0.0079738+0.0001167i,-0.007915+0.00075893i,-0.0050575+0.0030916i,-0.0029324+0.0039043i,-0.0030595+0.004606i,-0.0040811+0.003064i,-0.0048514-0.00076896i,-0.0049516-0.0025113i,-0.0025497-0.0024418i,0.0010355-0.0023962i,0.0019614-0.001958i,0.0019671-0.0014458i,0.0024231-0.00020477i,0.001308+0.00066541i,-5.1682e-05-0.0010029i,-0.0004069-0.0049402i,-0.00052571-0.0084331i,-0.0014627-0.0082494i,-0.0013813-0.0057291i
0.0018339-0.00056356i,0.0019009-0.0045041i,0.0033415-0.0074701i,0.0040611-0.0043433i,0.0035764+0.00058622i,0.0015024+0.0020312i,-0.0020424+0.0034662i,-0.0050063+0.0038562i,-0.0053396+0.0012192i,-0.0040022-0.0017837i,-0.0027083-0.0033396i,-0.0026395-0.0034474i,-0.0025617-0.0015998i,-0.001867+0.00036136i,-0.0012217+0.0011664i,-0.00031988+0.00038464i,5.9855e-05-0.00091402i,-0.00059456-0.00084069i,-0.0015066+0.00029823i,-0.0039064+0.0017005i,-0.0064782+0.0035556i,-0.005055+0.0045629i,-0.0026518+0.0027039i
0.0015493-0.0020532i,0.0002983-0.0020466i,-0.0014207-0.0024323i,-0.0028401-0.0038987i,-0.0035075-0.0066066i,-0.005385-0.0060208i,-0.0064966-0.002834i,-0.0060561-0.0014552i,-0.0050129-0.0025426i,-0.0031136-0.0033575i,-0.00038764-0.0031074i,0.0015901-0.002814i,0.0015068-0.0017433i,0.0016152-0.00075988i,0.0020108+0.00024917i,0.0015734+0.0011672i,0.00074888+0.0015817i,9.8218e-05+0.00093661i,0.0012661-0.00067246i,0.0040885-0.0016543i,0.0068852-0.00092837i,0.0074365-0.00045551i,0.0054157-0.00021771i
9.8351e-05-0.002649i,0.00041055-0.0040577i,0.00036813-0.0030613i,-0.00094349+0.00089991i,-0.0028986+0.0055959i,-0.0036344+0.00619i,-0.0030899+0.0033261i,-0.0032102+0.00098972i,-0.0020308+0.00012974i,-0.00026573+0.00015189i,0.00030684+0.00079055i,0.00073841+0.00054794i,-5.3547e-05-0.001197i,-0.0019499-0.0015058i,-0.0026251-0.00062757i,-0.001487-0.00083804i,0.0011584-0.00087739i,0.0027065-0.0005158i,0.00089928-0.0012751i,-0.0024505-0.0042791i,-0.004729-0.0067867i,-0.0048048-0.0053396i,-0.0028764-0.001892i
0.00093508+0.0018285i,0.00010747+0.0014748i,-0.00074871+0.0021006i,-0.0009963+0.0004418i,0.00074611-0.0034154i,0.00026905-0.0054615i,-0.0023769-0.0046378i,-0.0033179-0.0026007i,-0.001528-0.00054414i,-2.5687e-05-0.00027776i,-0.00067101-0.00032498i,-0.0010131+0.00072844i,-0.00057829+0.0016766i,-0.0009023+0.0012522i,-0.00097677+0.00011833i,-0.00053874-0.00034333i,-0.0011796+0.00024597i,-0.0010766+0.0010947i,0.00018262+0.0027778i,8.74e-05+0.0056608i,-0.0012235+0.0082874i,-0.0017539+0.0082523i,-0.0020279+0.0052655i
0.0015192-0.002568i,0.0024243-0.0040148i,0.0037663-0.0040884i,0.0025668-0.0033191i,-0.001234-0.0020201i,-0.0018474-0.00040584i,-0.0010616+0.00015621i,-0.0010516-0.00030651i,-0.0012378+0.0007261i,-0.0010039+0.0016097i,-0.0014215+0.0017569i,-0.0019153+0.0019338i,-0.00013934+0.0011678i,0.0018877-0.00074079i,0.0023835-0.0021341i,0.0016096-0.0027812i,0.0010594-0.001531i,0.00095045-0.00057814i,0.0014967-0.0024005i,0.0037774-0.0044896i,0.0045657-0.0050144i,0.0026698-0.0041885i,0.0010733-0.0017832i
-0.00069842+0.0005998i,-0.0021551+0.0010187i,-0.0043602+0.0019343i,-0.0026689+0.0029012i,0.00014628+0.002338i,0.0011219+0.00075263i,0.00028158+0.0010881i,0.00017792+0.0019201i,0.00079381+0.0011603i,0.00093411+0.00098785i,0.00088743+0.00062335i,0.00042188-0.00013207i,-0.00078326+0.0010491i,-0.0012768+0.0019388i,-7.8845e-05+0.0015232i,0.00086132+0.00022543i,0.00055058-0.00064871i,5.0566e-05-0.00026599i,-0.0006278-0.00052196i,-0.0036135-0.00082763i,-0.0068984-0.00072794i,-0.0070475-0.0011016i,-0.0050402-0.001335i
0.0042799-0.00049055i,0.0049874-0.0025618i,0.0060855-0.0035702i,0.0052022-0.003797i,0.0022465-0.0029207i,-0.00037948-0.00045539i,-0.00098373+0.0016823i,-0.00070908+0.002242i,-0.0010049+0.0033978i,-0.0014211+0.0038927i,-0.0018262+0.0021092i,-0.0017211-2.0677e-05i,-0.0013043-0.0011001i,-0.00067156-0.00030299i,0.0002345+0.0016423i,0.00051918+0.0020617i,0.00058679+0.001736i,0.0012089+0.00083727i,0.0026005-0.00077888i,0.004518+7.4743e-05i,0.0054558+0.0017875i,0.0049039+0.0027749i,0.0028145+0.0024415i
0.00030336-0.00052997i,-0.0022019-0.001509i,-0.0056311-0.001063i,-0.0072823+0.00049302i,-0.0056708+0.0021889i,-0.004416+0.0029158i,-0.0045496+0.00473i,-0.0042928+0.0056461i,-0.0038287+0.0040926i,-0.0037166+0.002101i,-0.0025705+9.9248e-05i,-0.00061686-0.0018604i,-0.0008668-0.0021163i,-0.0019068-0.0015067i,-0.0013861-0.000592i,-0.0011314+0.0009351i,-0.00063043+0.00094954i,-0.00034684-0.00043752i,-0.0011642-0.0017291i,-0.00058353-0.0034175i,0.00022233-0.0044574i,0.00079669-0.0036133i,0.0016815-0.0024037i
0.0026298-0.00021482i,0.0055802-0.001327i,0.0091555-0.0019998i,0.0094399-0.00259i,0.0054503-0.0025881i,-0.00033046-0.0013957i,-0.0040322-0.00026708i,-0.0059545+0.00012194i,-0.0062405-0.00051391i,-0.0050733-0.002291i,-0.0035136-0.0033355i,-0.0017075-0.0028797i,-0.00016713-0.0019861i,0.00052731-0.0014139i,0.00059756-0.0012508i,-0.00091283-0.001694i,-0.0020514-0.0011044i,-0.0010279+0.00017901i,0.00067302+0.0013327i,-0.00075384+0.003575i,-0.0036432+0.0045989i,-0.0030048+0.0031178i,-0.0010793+0.0019225i
