0.0014317+0.00055129i,0.0024428-0.00014106i,0.0021884-0.00016054i,0.0010647-0.00067667i,-0.00036541-0.00087236i,-0.0010745-0.0001684i,-0.0013768+0.00065675i,-0.0014998-0.0003748i,-0.00096628-0.00082706i,-0.00011248-0.00017731i,4.3762e-05-0.00056793i,-0.00020779-0.0012199i,-0.00094654-0.00090407i,-0.00037618-0.00036838i,0.00056706-0.000454i,-0.00016811-0.00044957i,-0.00029124-0.00044323i,0.00038551-0.00022197i,8.8508e-05-0.00029443i,-0.00015797-6.1434e-06i,-0.00031975+0.00075693i,-0.00072499+0.0005922i,-0.00054291+2.3856e-05i
-0.044233-0.034048i,-0.071098-0.073919i,-0.072448-0.090485i,-0.050501-0.067013i,-0.022445-0.033721i,-0.0051618-0.010797i,-0.0031944+0.0022i,-0.0031004+0.0060755i,-0.00096633+0.0061758i,0.001266+0.0056573i,0.0002311+0.0059324i,-0.0049869+0.0072001i,-0.010194+0.0083674i,-0.012077+0.0090794i,-0.010495+0.0080374i,-0.0069547+0.0052567i,-0.0041803+0.0014103i,-0.0019617+0.00034922i,-0.0006429+0.00026229i,-0.0026674-0.0010585i,-0.0069566-0.0023734i,-0.010491-0.0044142i,-0.010918-0.006131i
0.046735+0.025751i,0.078141+0.058679i,0.081932+0.074122i,0.057793+0.055248i,0.026165+0.028068i,0.0069125+0.0088544i,0.00084313-0.0019563i,-0.0040903-0.0040397i,-0.0074277-0.0017822i,-0.0079294-0.001098i,-0.0060218-0.003314i,-0.0010382-0.0053897i,0.0051615-0.0070514i,0.0090248-0.0093641i,0.0084285-0.0089124i,0.0056392-0.0051031i,0.0043924-0.00055762i,0.0036399+0.00098705i,0.0026164+0.0016381i,0.0024283+0.0039578i,0.0053179+0.0063234i,0.0079051+0.0084376i,0.0074449+0.0082204i
-0.048674-0.01301i,-0.08248-0.040109i,-0.086738-0.05595i,-0.060777-0.04407i,-0.027085-0.023148i,-0.0067832-0.0074688i,-0.0030623+0.0023738i,-0.0017579+0.0053099i,0.0012361+0.0047624i,0.0027698+0.0035587i,0.0012968+0.0023315i,-0.0029+0.0028153i,-0.0082947+0.0054308i,-0.011912+0.0076625i,-0.010999+0.006709i,-0.007696+0.0035284i,-0.0051304+0.00017762i,-0.0025258-0.0011835i,9.5042e-05-0.0023366i,-0.00045533-0.0052713i,-0.0035518-0.0091851i,-0.0054868-0.011486i,-0.0053599-0.010761i
0.049284+0.0073123i,0.08604+0.024858i,0.094342+0.040334i,0.067715+0.033594i,0.031595+0.017577i,0.0088359+0.0054598i,0.00011012-0.00061883i,-0.0045743-0.00037149i,-0.0063715+0.0020354i,-0.004931+0.00059169i,-0.0028852-0.0036036i,0.00025044-0.0061765i,0.005181-0.0070878i,0.009099-0.0076052i,0.0089298-0.0070323i,0.0059972-0.0035381i,0.003767+0.00019485i,0.0016567+0.001118i,0.00023693+0.0016963i,0.00040971+0.0051445i,0.0017052+0.0094741i,0.002459+0.011437i,0.0015244+0.0097745i
-0.043105+0.0050018i,-0.082065-0.0082016i,-0.093208-0.024105i,-0.067054-0.024135i,-0.031498-0.014099i,-0.010834-0.0039137i,-0.0050427+0.0024842i,-0.0022449+0.0037485i,0.00036575+0.0025185i,0.0016776+0.0011036i,0.00071317+0.00096608i,-0.0020051+0.0027294i,-0.0057159+0.0046261i,-0.0087603+0.0050331i,-0.0089236+0.0044281i,-0.0065207+0.0019424i,-0.0047185-0.001419i,-0.0026601-0.0031066i,0.00045856-0.0037566i,0.0013051-0.0060733i,0.0011176-0.0099123i,0.0019963-0.010685i,0.0026667-0.0075671i
0.040458-0.01079i,0.078107-0.0047973i,0.092073+0.0084776i,0.067146+0.012359i,0.031362+0.0077784i,0.0095892+0.0017384i,0.00062412-0.00080419i,-0.005203+0.00097371i,-0.0079108+0.0031845i,-0.0051797+0.0015412i,-0.0023161-0.0026108i,-0.0010242-0.0047537i,0.0031795-0.0049054i,0.0081276-0.0052204i,0.0088448-0.0047297i,0.0061075-0.0025343i,0.0039234+0.0003119i,0.0024225+0.0019211i,-0.00047159+0.0028012i,-0.0024967+0.0059364i,-0.0030058+0.0097698i,-0.0031484+0.010556i,-0.0026273+0.0079446i
-0.033497+0.01749i,-0.070156+0.019253i,-0.085472+0.0078198i,-0.063264-0.0020508i,-0.030413-0.0032533i,-0.011333+0.0010036i,-0.0045019+0.0043932i,-0.0011428+0.0039243i,0.0011839+0.0027164i,0.0021988+0.00066521i,0.0020161-0.00041909i,0.00049208+0.0014041i,-0.002233+0.0029891i,-0.0053503+0.0035257i,-0.0062518+0.0029487i,-0.0048153+0.0011288i,-0.0033725-0.0012468i,-0.00097771-0.0025603i,0.0017664-0.0030063i,0.0037276-0.0054727i,0.0064827-0.008158i,0.0073166-0.0073691i,0.0061015-0.0037581i
0.028524-0.021403i,0.061577-0.028594i,0.079561-0.019952i,0.060418-0.0067959i,0.027737-0.0014142i,0.0075218-0.0023763i,-0.00050726-0.003067i,-0.0042455-0.00083474i,-0.0046081+0.0012077i,-0.0014613-0.00022502i,0.00039128-0.0028742i,0.0010407-0.0035795i,0.0041805-0.0030161i,0.0075711-0.0032114i,0.0084696-0.0028824i,0.0066146-0.0012425i,0.0045017+0.00063496i,0.0019776+0.0029333i,-0.0014088+0.0028668i,-0.0045489+0.0040263i,-0.0069296+0.0069585i,-0.0073679+0.0059008i,-0.005642+0.002709i
-0.02147+0.027165i,-0.051604+0.036816i,-0.068262+0.030193i,-0.052521+0.013338i,-0.024802+0.0032299i,-0.0093266+0.0020732i,-0.0047876+0.0026494i,-0.002694+0.0024277i,-0.00028163+0.0027339i,0.001968+0.0023715i,0.0030013+0.00085005i,0.0023468+0.0006559i,-8.7733e-05+0.0019356i,-0.0036974+0.003463i,-0.0058429+0.0042975i,-0.004648+0.0039876i,-0.0022117+0.0014678i,0.00044113-0.00066769i,0.0027591-0.0017453i,0.0049824-0.0035166i,0.007553-0.0046497i,0.0078449-0.0014552i,0.0046241+0.0026873i
0.014699-0.027424i,0.040733-0.041606i,0.05976-0.035145i,0.049499-0.016879i,0.024872-0.0058633i,0.0087128-0.0041897i,0.0010111-0.0028069i,-0.0030844+0.00092666i,-0.003737+0.0037059i,-0.0010455+0.0033449i,0.00040372+0.00069951i,-0.00054967-0.00019032i,0.00072698-1.309e-05i,0.0041252-0.0018525i,0.0065555-0.0034605i,0.0060697-0.0017853i,0.0033411+0.0012538i,0.00060407+0.0026324i,-0.0020624+0.0025541i,-0.0050588+0.0033919i,-0.0076255+0.0033816i,-0.0073908+0.00014096i,-0.00381-0.0029805i
-0.010184+0.02685i,-0.031441+0.044145i,-0.049974+0.041261i,-0.042219+0.021769i,-0.02095+0.0081906i,-0.0079374+0.0046223i,-0.0037805+0.0028396i,-0.0028535+0.0015657i,-0.0020889+0.0017486i,-0.00043568+0.0019583i,0.0009472+0.0019064i,0.00052103+0.0023928i,-0.0015172+0.0032092i,-0.0042537+0.0032898i,-0.0057232+0.0034177i,-0.0051755+0.0030021i,-0.0023308+0.0012098i,0.00056714-0.00030283i,0.0023333-0.0014108i,0.0045201-0.0024103i,0.006068-0.0014318i,0.0057888+0.0016079i,0.0026017+0.0042361i
0.00094939-0.024982i,0.019201-0.043895i,0.038873-0.043593i,0.035489-0.024061i,0.017476-0.008502i,0.005261-0.0044302i,-0.00083923-0.0030493i,-0.0040718+0.0011813i,-0.004678+0.004854i,-0.0031226+0.004527i,-0.0032988+0.0020457i,-0.0037861+0.00056886i,-0.0018846+0.00046742i,0.0011726-0.0013181i,0.0041196-0.0032859i,0.0045097-0.0032334i,0.0021571-0.0015972i,-0.0012032+0.00079513i,-0.0038332+0.0025419i,-0.0063473+0.0023404i,-0.0071899-9.8601e-05i,-0.0050247-0.0032988i,-0.00087986-0.0050212i
-0.00040713+0.024195i,-0.012404+0.0432i,-0.029086+0.044968i,-0.027981+0.026889i,-0.013302+0.010624i,-0.0046506+0.004699i,-0.0030641+0.0029363i,-0.0035167+0.0022784i,-0.0032148+0.0032802i,-0.0023128+0.0035565i,-0.0010331+0.0015307i,0.00043129+0.00036204i,-1.4392e-06+0.0010301i,-0.0025884+0.002057i,-0.0048297+0.0032139i,-0.0053723+0.0037928i,-0.0029638+0.0032553i,0.00036147+0.0011182i,0.0023498-0.0017388i,0.0043095-0.002331i,0.0057988+0.00048708i,0.0037085+0.0039255i,-0.00063053+0.0048352i
-0.0049223-0.020916i,0.0049119-0.039287i,0.022303-0.043531i,0.024328-0.027692i,0.011697-0.012442i,0.0029166-0.0058804i,0.0010672-0.0016344i,-0.00085267+0.0017162i,-0.0030936+0.0028219i,-0.0032625+0.0010483i,-0.0042401-0.0012255i,-0.0052304-0.0010294i,-0.003548-0.00050423i,0.00046985-0.0022987i,0.0039236-0.0031841i,0.0039781-0.0029792i,0.0022116-0.0025999i,-6.4906e-05-0.0010714i,-0.0030925+0.00045893i,-0.0042854+0.0009111i,-0.004296-0.00042893i,-0.0022304-0.0029581i,0.001267-0.0038086i
0.0085911+0.01389i,0.0028205+0.035429i,-0.012841+0.042006i,-0.018696+0.02606i,-0.010799+0.010488i,-0.0044129+0.0054819i,-0.0026039+0.0035494i,-0.0022221+0.0010351i,-0.0028759-0.00013184i,-0.0026277-0.00047113i,-0.00068844-0.0014551i,0.00042464-0.0016141i,0.00064585-9.8383e-05i,-0.00040515+0.0020589i,-0.0020993+0.0034969i,-0.0029424+0.0038205i,-0.0017347+0.0022303i,0.0012799+0.00033873i,0.0040893-0.0014365i,0.0050769-0.0014675i,0.0047758+0.00095731i,0.002313+0.0021311i,-0.0013246+0.0014371i
-0.010779-0.015577i,-0.0074073-0.033765i,0.0047824-0.04032i,0.011005-0.025506i,0.0067074-0.0087423i,0.0025626-0.0022348i,0.00028887-0.001208i,-0.0020958+0.000109i,-0.0035098+0.00090467i,-0.0030578-0.00052489i,-0.0034809-0.0022836i,-0.0040022-0.0021531i,-0.0025608-0.0015714i,0.00071193-0.0026536i,0.0038002-0.0041998i,0.0048854-0.0040871i,0.0032352-0.0029493i,-0.00035901-0.0014087i,-0.0030768+0.00081361i,-0.0043347+0.0016427i,-0.0036839-0.0005585i,-0.00023457-0.0021693i,0.0032234-0.0013233i
0.010749+0.011886i,0.010783+0.028072i,0.00066702+0.034659i,-0.0071335+0.023097i,-0.005283+0.0096808i,-0.0022851+0.0040902i,-0.0017529+0.0025617i,-0.0019951+0.0020369i,-0.0010238+0.0017472i,0.001633+0.00027073i,0.0032898-0.0012474i,0.0032064-0.0012279i,0.0024473-0.00032981i,0.00082557+0.0019954i,-0.0014952+0.0036007i,-0.0026904+0.0033185i,-0.0013666+0.0023008i,0.0017048+0.0008055i,0.0047918-0.00059652i,0.0058861-0.00088055i,0.004597+0.00064588i,0.0017289+0.002075i,-0.0007658+7.6375e-06i
-0.010878-0.010124i,-0.013076-0.025474i,-0.0042992-0.034057i,0.003858-0.023997i,0.0022414-0.0092008i,0.00039896-0.0021585i,0.00032516-0.00019381i,-0.00092127+0.00072496i,-0.00097841+0.00068774i,-0.00034919-0.00024665i,-0.00055977-0.0016262i,-0.0017224-0.0017268i,-0.0020233-0.0018441i,-0.00044037-0.00379i,0.0021035-0.0044088i,0.0035663-0.0031195i,0.0023701-0.0016049i,-0.00022524+0.00016304i,-0.0029567+0.00093611i,-0.0044459+0.00080199i,-0.0032582+1.5672e-05i,-0.00085164+4.4557e-06i,0.0011983+0.00075998i
0.012756+0.0065148i,0.017445+0.020278i,0.010284+0.028838i,2.6487e-05+0.020655i,-0.0019+0.007867i,-0.0009814+0.0026824i,-0.0010805+0.0019604i,-0.0018742+0.0018607i,-0.0014053+0.0022762i,0.0010768+0.0022329i,0.003077+0.00066133i,0.0032811-0.00038793i,0.003447+0.0014355i,0.0023315+0.003812i,8.9179e-05+0.0043331i,-0.0017348+0.0042226i,-0.0015887+0.0027584i,0.00089051+0.0010664i,0.0038688+0.00023757i,0.0048651+3.1156e-05i,0.0033804+0.00063894i,0.0015511+0.0010699i,0.00045633-6.7087e-05i
-0.012206-0.0045677i,-0.018543-0.01501i,-0.013692-0.02285i,-0.0026304-0.016198i,0.00079606-0.005149i,-0.00022369-0.00087817i,-0.00060239+0.00037179i,-0.0014184+0.0015719i,-0.0019102+0.0026636i,-0.0023489+0.003337i,-0.003164+0.0021782i,-0.0030667+0.0011622i,-0.0025878+0.00015841i,-0.0018776-0.0030315i,-4.2386e-05-0.0051249i,0.0019599-0.0031239i,0.0017975-0.00072868i,6.9578e-05+0.00015675i,-0.0020254+0.00033003i,-0.0034549+0.00039329i,-0.0024676+0.00053485i,-0.00090316+0.00061919i,-0.00065512+0.0012223i
0.010544-0.00058444i,0.017449+0.0078318i,0.013368+0.017337i,0.0036013+0.014748i,0.00090254+0.0056565i,0.00112+0.0017818i,-0.00066889+0.001363i,-0.0027765+0.0015323i,-0.0028073+0.0023141i,-0.00085234+0.0023926i,0.00070393+0.0016493i,0.0024249+0.0013545i,0.0035054+0.0021596i,0.0031044+0.0034939i,0.00090256+0.0032827i,-0.0015484+0.0020973i,-0.0010748+0.00096816i,0.0013692+0.00011546i,0.0025506+0.0001718i,0.0024342-2.4738e-05i,0.0019953+3.5652e-05i,0.00098301+0.00040203i,0.00014602-0.0004289i
-0.010134+0.002076i,-0.017272-0.0039634i,-0.015675-0.012854i,-0.0063308-0.01162i,-0.00091276-0.0040395i,-0.00056128-5.8221e-05i,-0.0015247+0.0010026i,-0.0031316+0.00153i,-0.0039146+0.0023972i,-0.0040404+0.0021492i,-0.0044275+0.00051896i,-0.0052222+9.9811e-05i,-0.0038105-0.00052785i,-0.0017797-0.0025851i,-0.00027136-0.0032349i,0.00044944-0.0019668i,-0.00016327-0.00033056i,-0.00050034+0.00083564i,-0.0016093+0.00065868i,-0.0021832+0.0001211i,-0.0018405+0.00051358i,-0.0016644+0.00093159i,-0.001764+0.00097795i
0.0085547-0.0052721i,0.016698-0.00053061i,0.015476+0.0084295i,0.0063151+0.0094694i,0.00058332+0.0047848i,-0.00059137+0.0025874i,-0.00059109+0.0015466i,-0.0014581+0.0013555i,-0.0018977+0.0013551i,-0.00088748+0.00047178i,0.00055087-0.0010943i,0.0012917-0.0016078i,0.0019196-0.00017437i,0.0027383+0.0021738i,0.0017285+0.0031267i,0.00040748+0.0010287i,0.00050407-0.0015703i,0.0011662-0.001403i,0.0019936-0.00011102i,0.0025369+6.5257e-05i,0.0017478+9.4045e-05i,0.00048017+0.00034457i,0.00030884+0.00059181i
-0.0063367+0.007125i,-0.014316+0.0036779i,-0.014672-0.0044992i,-0.0067568-0.0083262i,-0.0018692-0.0053897i,-0.0017174-0.0022878i,-0.0027453-0.00034876i,-0.0030513+0.00087027i,-0.0033884+0.0020852i,-0.0038195+0.0022315i,-0.003707+0.0012612i,-0.0038094+0.0005721i,-0.0037053-0.00036679i,-0.0033077-0.0021453i,-0.0019987-0.0023574i,-0.00093063-9.4747e-05i,-0.0010354+0.0014401i,-0.0013025+0.0011795i,-0.0011318+0.00043952i,-0.0010605+0.00042793i,-0.0015235+1.6954e-06i,-0.00097396-4.9939e-05i,-0.000245+0.00084688i
0.0059431-0.003842i,0.012703-0.002333i,0.016332+0.0043696i,0.010432+0.0060983i,0.0027264+0.0020043i,-0.0018551-0.00050515i,-0.0027403-0.00033053i,-0.002349+0.00087586i,-0.0016034+0.0011013i,-4.1988e-05-5.7095e-05i,0.00052766-0.0016755i,0.00053823-0.00095588i,0.0019016+0.0014326i,0.0033569+0.0030259i,0.0026796+0.0024834i,0.0019564+0.00082873i,0.0022968-0.0007375i,0.0021729-0.0021266i,0.0011362-0.0014004i,0.00022847-0.00046651i,7.0912e-05-0.00048941i,-0.00028233-0.00040931i,-0.00097706-0.00048246i
-0.0020872+0.0053693i,-0.0083322+0.0055614i,-0.010639+0.00046617i,-0.0057544-0.003666i,-0.00063627-0.0031998i,0.00065884-0.001726i,-0.0009155-0.00016996i,-0.0034037+0.0010412i,-0.0048013+0.0016962i,-0.0035342+0.0022075i,-0.0031328+0.0015203i,-0.0042363-0.00036756i,-0.0036319-0.001642i,-0.002373-0.0024679i,-0.0017982-0.002629i,-0.001757-0.00089352i,-0.0020028+0.0014207i,-0.0015019+0.0017732i,-0.0011943+0.0013131i,-0.00064877+0.0013831i,0.00035052+0.0020169i,0.0012207+0.002462i,0.001725+0.001427i
-0.0013166-0.0043019i,0.0040805-0.005767i,0.0083791-0.001652i,0.004884+0.001639i,0.00019291+0.00066038i,-0.0015106-0.00062286i,-0.0025361-7.023e-05i,-0.0039617+0.00056148i,-0.0035299-0.00025839i,-0.0012795-0.0015492i,0.00086382-0.0022885i,0.001549-0.0021332i,0.0019186-0.00062465i,0.0025326+0.0013941i,0.0021836+0.0014936i,0.0026313-0.0001034i,0.0029959-0.0013156i,0.0014487-0.0016401i,0.00026663-0.0011791i,4.3269e-05-0.00057949i,-0.00030447-0.00095879i,-0.000242-0.0013306i,-0.00033611-0.0016949i
0.00032753+0.0094901i,-0.005689+0.0086746i,-0.004781+0.0047135i,0.00098533-0.0010804i,0.0044093-0.0030156i,0.0012928-0.0042265i,-0.0026081-0.0032254i,-0.0034025+0.0008428i,-0.0020666+0.003348i,0.00041593+0.002221i,0.00055314+0.00020133i,-0.00091049+0.00018422i,-0.0023929+0.00060781i,-0.0027459-4.2029e-05i,-0.0019723+0.00022582i,-0.0019349+0.0015807i,-0.0020936+0.002976i,-0.00061234+0.0030651i,0.00078612+0.0015562i,0.00010956+0.00099657i,-0.0013285+0.001898i,-0.00084477+0.0033585i,0.0012087+0.0030734i
-0.0023752-0.0037947i,0.0018804-0.0049966i,0.006027-0.0020844i,0.0060748+0.0010482i,0.003737+0.000942i,0.0015175-0.00014464i,-0.00039363-0.0002789i,-0.0027307+0.00052792i,-0.0035118+0.00093587i,-0.0018354-0.00014861i,0.00026653-0.001678i,0.0012489-0.0020662i,0.0016618-0.00075462i,0.0014564+0.0011747i,0.00065316+0.00082005i,0.0015974-0.00063738i,0.0027067-0.0021379i,0.0012731-0.0026242i,-1.6835e-05-0.0026764i,0.00075563-0.0016515i,0.0012686-0.0012673i,0.0010925-0.0024071i,-3.9072e-05-0.0023816i
0.0010953+0.0024238i,-0.00041424+0.0052612i,-0.0031042+0.0046118i,-0.0032816+0.00075379i,-0.001993-0.0010728i,-0.0013461-0.00051395i,-0.0014735+0.00072642i,-0.0022931+0.0013207i,-0.0026153+0.0015928i,-0.0013791+0.0022274i,-0.00024755+0.0017821i,-0.0002477+0.0009232i,-0.00079613+0.0010316i,-0.0015143+0.0015055i,-0.0016573+0.0013082i,-0.0022776+0.00040313i,-0.0028292+0.00037276i,-0.0011914+0.0020332i,0.0010971+0.0029309i,0.0008356+0.0025714i,-0.00087242+0.0022229i,-0.0014147+0.0026285i,-0.00020511+0.0025122i
-0.0036463+0.00048979i,-0.0023593-0.0016224i,0.0012056-0.00031648i,0.0028653+0.0026031i,0.0015852+0.0024529i,0.00015156+0.00042623i,-0.0017653-0.00019566i,-0.0036618+0.00091514i,-0.003756+0.0020695i,-0.0018278+0.0017473i,-0.00055262+3.7663e-05i,-0.00057949+5.0427e-05i,6.4055e-05+0.00030169i,0.00040003-0.001229i,-4.7705e-05-0.0019484i,0.00023553-0.00090222i,0.00097747-0.00093562i,0.00013317-0.0023673i,-0.0012333-0.0027973i,-0.00020864-0.0025314i,0.0003933-0.0027327i,-9.637e-05-0.0028229i,-0.00078843-0.002535i
0.0026401+0.0013998i,0.0023223+0.0023943i,-0.00054241+0.00093104i,-0.0019112-0.0018939i,-0.00038699-0.0020565i,0.00043718-0.0016068i,-0.0015017-0.00034188i,-0.0030109+0.0018419i,-0.002666+0.0028983i,-0.0013475+0.0025372i,-0.00037078+0.0012239i,-0.0010901+0.0010597i,-0.001272+0.0014659i,-0.00025526+0.0010118i,0.00036503+0.00092948i,-0.00085447+0.0010852i,-0.001979+0.0016933i,-0.001095+0.0032732i,0.00030447+0.0033371i,0.00055574+0.0025342i,-7.2971e-05+0.0029844i,-0.00086522+0.0037806i,-0.00028564+0.0040649i
-0.0020902+6.0777e-05i,-0.00088206+0.00016188i,0.0016288+0.00052404i,0.0025896+0.0015573i,0.00099098+0.0008805i,-0.00034962+0.00022064i,-0.0016376+0.00031532i,-0.0028218+0.0012776i,-0.0027324+0.0024482i,-0.001754+0.0017426i,-0.0011081-0.00037929i,-0.00082804-0.0014906i,-0.00042756-0.0022381i,0.00019024-0.0028994i,8.5412e-06-0.0018395i,0.00070108-0.00056383i,0.0023438-0.0015214i,0.0016234-0.0034584i,-9.1062e-05-0.0033626i,-0.0001358-0.0025496i,0.00022339-0.002511i,0.00047272-0.0029996i,0.00011564-0.0030558i
0.00029988-0.0011976i,0.00038386-4.5861e-05i,-0.0019558+0.0011003i,-0.0026657-0.00059013i,-0.00056285-0.001298i,0.00053882-0.0012795i,-0.00054834-0.00066957i,-0.0018016-0.00012541i,-0.0025742+0.00027885i,-0.0016101+0.00083803i,-0.00032845+0.00080308i,-0.0001936+0.0010059i,4.8618e-05+0.0016063i,0.00085366+0.001598i,0.0012796+0.00094072i,0.00026207+0.00033229i,-0.00072464+0.00064967i,-2.8639e-06+0.0014003i,0.000661+0.0011051i,-0.00052429+0.0011068i,-0.0020879+0.0016328i,-0.0021378+0.0011203i,-0.00061023+0.00096863i
-0.002217+0.0019788i,-0.0015505+0.00036198i,0.0016314-0.00011735i,0.0034651+0.00094186i,0.0025336+0.00046103i,0.00094058-0.0011012i,-0.0016921-0.0014759i,-0.0040953-0.00071778i,-0.004854+0.0015621i,-0.002893+0.0014247i,-0.00067478-0.00029327i,-0.00035382-0.00075872i,-0.0012322-0.00093229i,-0.0026155-0.0011516i,-0.0031237-0.00085322i,-0.0018387-0.00051029i,0.00050888-0.00080247i,0.0010357-0.0016111i,-0.00022748-0.0016862i,0.0001226-0.0013952i,0.0013102-0.0017516i,0.0014767-0.0020231i,0.0010511-0.0017096i
-0.00098196-0.00033779i,-0.00043418+0.00067998i,-0.0010269+0.0011394i,-0.0017521+0.00079959i,-0.00018132+0.00091724i,0.0012293+0.00065531i,-0.00011923+0.0008222i,-0.0022614+0.0014268i,-0.0027808+0.0011087i,-0.0010503+0.00029847i,0.00064089-0.00050438i,0.0008494-0.0011044i,0.0012679-0.0002005i,0.0027714+0.000926i,0.0034717+0.0013296i,0.0018934+0.00056063i,-0.00047237+0.00081932i,2.5851e-05+0.0022637i,0.0017927+0.0024391i,0.00083579+0.0014159i,-0.00074093+0.0014134i,-0.0013422+0.0023089i,-0.0010711+0.0020118i
-0.00033738+0.00017235i,0.00069908-0.00076141i,0.00095077-0.0021391i,0.00084931-0.001358i,0.00086798-6.2881e-05i,0.0012463+0.00013606i,-0.00029639-0.00029258i,-0.0026564+0.00018159i,-0.0032332+0.001359i,-0.0012021+0.0010895i,2.1047e-05+2.7004e-05i,-0.00067772-0.00051424i,-0.0012973-0.0010036i,-0.0026454-0.002108i,-0.00346-0.0018772i,-0.002207-0.00072231i,-0.00038816-0.0011516i,-0.00033329-0.0028366i,-0.0015141-0.0024403i,-0.0003129-9.9952e-05i,0.001278+0.0003074i,0.001803-0.00057009i,0.0015057-0.00048784i
0.00021812+0.00072636i,0.00038937+0.0014028i,0.00020178+0.0014828i,-0.00020362+7.7258e-05i,-1.9488e-06-0.0010536i,0.00043748-0.00022309i,-0.00098455+0.0004467i,-0.0024445+0.00059633i,-0.0022227+0.00063771i,-0.00070779-0.00020585i,0.00083819-0.00090375i,0.00020605-0.00044141i,-0.00017925+0.0011892i,0.0019071+0.0024411i,0.0037534+0.0018774i,0.0030995+2.2292e-05i,0.00098107-0.00021718i,0.00068307+0.00044108i,0.0015141-2.9177e-05i,0.00047774-0.00019488i,-0.00092085+0.00021087i,-0.0011514+0.0011779i,-0.00029841+0.0016844i
0.0012457-6.0639e-05i,0.0010856+4.2404e-05i,0.0016569-0.00088568i,0.00091027-0.00051232i,-0.0012583+0.00042284i,-0.0023436+0.00034891i,-0.0025259-0.00027754i,-0.0032176+0.00053172i,-0.0029431+0.0010683i,-0.0010306+0.00097839i,-0.00092437+0.0011138i,-0.0014395+0.0010092i,-0.0016881+0.00011399i,-0.0039057-0.0012107i,-0.0058052-0.0014702i,-0.0041703-0.00037987i,-0.001771-0.00076676i,-0.00077591-0.0020199i,-0.00074621-0.0015227i,-0.00035557-0.00017372i,0.00075773+0.00054576i,0.00081976+5.4718e-05i,-0.00029514-0.0010344i
0.0014272+5.4032e-05i,0.00035375+0.00053744i,8.2729e-05+0.00062245i,0.00012913-0.0002425i,-9.6192e-05-0.00099794i,-0.00083014-3.2924e-05i,-0.0016651+0.0010607i,-0.0030528+0.0018676i,-0.0029061+0.0022106i,-0.00096526+0.00071014i,0.00062015-0.0010845i,0.00080029-0.0013462i,0.0022192-7.4069e-05i,0.0047492+0.0021159i,0.0055978+0.0020781i,0.0040394+0.00023812i,0.0019937+0.00040794i,0.0015322+0.001667i,0.0017896+0.0012177i,0.00085688-0.00010379i,-0.00029018-0.00088024i,-0.00022608-0.00071992i,0.00029478+0.00010148i
0.00065447-0.00018871i,0.0011141-5.4195e-05i,0.0019708-0.00048165i,0.0023738-0.00023571i,0.001292+0.00031002i,-0.00030614+0.00090201i,-0.00037574+0.0019042i,-0.00060383+0.003097i,-0.0014368+0.0036552i,-0.001787+0.0027558i,-0.0011689+0.00076162i,-0.0014264+0.0001492i,-0.0023222+0.00073069i,-0.0033841-6.9954e-06i,-0.004652-0.0005937i,-0.0040013-0.00031719i,-0.002185-0.00085086i,-0.0015549-0.0014408i,-0.0015123-0.00049534i,-0.00084246+0.00067242i,0.00027924+0.00049405i,0.00024927+0.00010017i,-0.00064839+7.0201e-05i
0.0016764-0.00087213i,0.00075259+0.00040996i,-0.00013232+0.00036587i,-0.0011417-0.00020466i,-0.0018019-0.00062214i,-0.0023561+0.00055011i,-0.002337+0.0016125i,-0.0021752+0.0014548i,-0.0020584+0.0013876i,-0.0011948+0.00028374i,-0.0010401-0.00083274i,-0.00065947-0.00092216i,0.0016057+1.7097e-06i,0.0046446+0.0010519i,0.0064731+0.00082026i,0.0060703+0.00043526i,0.0035547+0.00059324i,0.0019934+0.0010226i,0.0013569+0.00070558i,0.00082608+0.00055164i,0.00014437+0.00093521i,-0.0010254+0.00035241i,-0.00089998-0.0002554i
0.0009684+0.00050205i,0.00089838-0.00044432i,0.0013742-0.001405i,0.0016132-0.00065068i,0.00035058+0.001377i,-0.0013206+0.0018147i,-0.0021925+0.0015767i,-0.0022775+0.0018172i,-0.0022146+0.0018887i,-0.0014276+0.0017958i,-0.00066472+0.0012866i,-0.0016517+0.0002557i,-0.0031024+3.4864e-05i,-0.0045867-0.00019408i,-0.0055071+1.5251e-05i,-0.0048754+0.00054655i,-0.0028019+0.00060742i,-0.0007444-0.00021156i,-0.00050786-0.00027851i,-0.00059836-0.00013296i,0.00033891-0.00020385i,0.00023264-0.00035816i,0.00015649-0.00070657i
0.001176+0.00058001i,0.00075979+0.0015871i,-0.00014044+0.0011846i,-0.00041627+0.00016267i,0.00012362-0.0014972i,-0.00057513-0.00087717i,-0.0018371+0.00029825i,-0.0029036+0.00088244i,-0.0028819+0.0014254i,-0.0016964+0.00026377i,-0.0006744-0.0016155i,-7.8497e-05-0.0015163i,0.0015512+0.00023626i,0.0042082+0.0012306i,0.0064613-4.2961e-05i,0.0059162-0.00076481i,0.0033593+0.00022151i,0.0019035+0.00070943i,0.0018234-0.00022815i,0.0018975-0.00084061i,0.0015119+0.00026537i,0.00044518+0.0014934i,0.0002198+0.0017602i
