0.00057662-0.00011521i,0.00040074+9.713e-05i,0.00048349-9.7413e-05i,0.00020086-0.0014716i,-0.0012417-0.0012563i,-0.0026978-4.1704e-05i,-0.0013479+0.00023881i,9.3507e-05+0.00063685i,0.00054341+0.00022636i,0.0014162-0.00085871i,0.0013652-0.0011004i,0.0007492-0.00087759i,0.00060434-0.00045052i,-1.3418e-05-0.00025164i,-0.00021922-0.00044877i,-5.569e-05-0.00052817i,-0.0003324-0.00042153i,0.0001346+0.00025786i,0.00012081+0.00034386i,-0.00061793+0.00021616i,-0.00036777+0.00016384i,-9.5449e-05+0.00013343i,0.0004164+7.6514e-05i
-0.0013227+0.00010918i,-0.00115+0.00015529i,-0.00070509-0.00042248i,-0.00060297-0.00051899i,-0.00038442+0.00066923i,-0.00013357+0.0020839i,0.00021472+0.0006959i,0.0010386-0.00067533i,0.00098656-0.00022972i,0.00034183-0.00084777i,-2.1231e-05-0.001157i,-0.0004779-0.00027722i,-0.0002439-0.00017499i,-1.2839e-05-0.00043749i,-0.00064804-0.00029567i,-0.0011343+0.00026726i,-0.001305+0.00065546i,-0.00061159+0.0007327i,-0.00023784+7.459e-05i,-0.00018754-8.361e-05i,-0.00038313+0.00036882i,-0.00019991+6.5097e-05i,8.5151e-06-2.0026e-05i
-0.00013034-0.00055506i,-0.0005119-0.00040449i,-0.0012213-0.00064847i,-0.0014082+0.00057157i,-0.00076034+0.0011815i,-0.00032762+0.00038817i,0.00023286+0.00069622i,0.00030163+0.00034979i,-3.369e-05-0.00033813i,0.0002728-0.000801i,0.00012107-0.0001207i,-0.00034317+0.00060013i,-0.00047189+0.00014951i,-0.00059666-0.00023308i,-1.91e-05-0.00057898i,0.00037826-0.00035175i,0.00020454+0.00042752i,0.00052539+0.00050901i,0.00063172+0.00057082i,0.00019706+0.00054391i,-0.00048784+0.00058267i,-0.0013715+0.00025856i,-0.0010469-0.0002141i
-0.0011429-0.0011212i,-0.00072283-0.00089127i,-0.00040919-0.0013449i,-0.0011976-0.0019909i,-0.0015073-0.0016484i,-0.0017988-0.0004831i,-0.0010878+0.00063758i,0.00062424+0.00022346i,0.0011859+0.00010238i,0.00075021+0.00045075i,0.0013001-6.8587e-05i,0.00097139-0.00015243i,-0.00055933+0.00023225i,-0.0010228+0.00024353i,-6.5105e-05-0.00013099i,0.00070413-0.00020651i,0.0008375-0.00031607i,0.00083319-0.00014857i,0.00043489-0.00026579i,0.00030122-0.00076368i,0.00050918+7.2461e-05i,-0.00018109+0.00041013i,-0.00049629+0.00019395i
-0.0017368+0.0016907i,-0.0012886+0.0013295i,0.00022213+0.0014526i,0.001155+0.0011628i,0.00086726-2.0991e-05i,0.00093945-0.001044i,0.0010833-0.0013021i,0.0010547-0.00091383i,0.0012415-9.8323e-05i,0.001433+4.4565e-05i,0.00097259-0.00052143i,0.00016183-0.0012171i,-0.00049637-0.0011022i,-0.00068895-0.00031708i,-0.00019123-0.00037377i,0.00040437-0.00076854i,0.0001371-0.00028663i,-0.00079037+6.7484e-05i,-0.0012724+0.00011327i,-0.00054143+0.00026885i,-0.00029003-0.00011005i,-0.00069526-0.00042604i,-0.0004798-0.00025338i
0.0013362+0.00090966i,0.0016994+0.00025957i,0.0011039-0.00010506i,0.0008759-0.0010417i,0.0014928-0.0011512i,0.00078794-0.00088769i,-2.5318e-05-0.0011819i,0.00036011-0.0012633i,0.00092731-0.0010975i,0.00089552-0.00046255i,0.00011762-0.00030874i,-0.00067791-0.00026727i,-5.6208e-05-0.00037969i,0.00074374-0.0003912i,0.00048574-0.00033528i,0.00037353+0.00045626i,0.00042689+0.00040751i,0.00017212-0.00057191i,3.9365e-05-0.00045541i,0.00034005+5.7253e-05i,0.00056288+0.00035062i,0.0006361+0.0005513i,0.00012584+0.00052944i
-0.00075242+0.0012633i,0.00042062+0.0010539i,0.0013675+0.0012471i,0.0019561+0.00073512i,0.0019747+0.00034845i,0.0016067-0.00050671i,0.00039508-0.00076213i,-3.2349e-05+7.1796e-06i,0.00024998+0.00017718i,0.0007795-0.00063348i,0.00074851-0.0013226i,0.00045547-0.0013808i,-0.00024042-0.00092287i,-0.0010564-0.0010478i,-0.00043409-0.0010702i,0.00042942-0.00067825i,3.1724e-05-0.00059466i,0.00016448-0.00081253i,9.1638e-05-0.00098793i,-0.00053932-0.00084445i,-0.00047302-0.00017302i,-0.00029718+0.00043314i,-0.00011596+0.00040981i
6.9746e-05-7.8995e-05i,0.00035896-0.00044945i,-0.00017424-0.0001046i,-0.00040526+0.00012841i,0.0004144-0.00025398i,0.0010161-0.00069672i,0.001401-0.0018235i,0.0013305-0.0015828i,0.00076312-0.00063505i,0.00010943-0.00042603i,7.9951e-05-0.00019982i,0.00023274-0.00027683i,0.00024527-0.00039285i,-0.00051539-0.00055172i,-0.0012008-0.00064308i,-0.0014621-0.00062274i,-0.001071+0.00027204i,-0.00023635+0.00043895i,-3.6941e-05-2.6832e-05i,-0.00048744-0.00032597i,-0.00054941-0.00028486i,-0.00056345-9.2589e-05i,-0.00021123-0.00030428i
0.001973-0.0013709i,0.0014731-0.0021028i,0.00039959-0.0027214i,-0.00068456-0.0027683i,-0.0013903-0.001838i,-0.0012002-0.0004069i,-2.5969e-05-0.00011963i,0.0008628-0.0001254i,0.0013861-0.00077649i,0.00095066-0.0010695i,-0.00046374-0.0001327i,-0.0013829+0.00045434i,-0.00092931+0.001012i,-0.00011456+0.00073949i,0.00021849+9.8046e-05i,0.00047882+0.00048932i,0.00011429+0.00061562i,-0.00086538+0.00016554i,-0.00073152-0.00037029i,-0.00010715-0.00014037i,8.926e-06+0.00073287i,9.098e-05+0.0010255i,0.00042983+0.00027314i
-7.8535e-05+0.0011508i,0.00059108+0.00046132i,0.0013074-0.00042397i,0.0018802-0.00097807i,0.0016932-0.00055446i,0.0010463-5.0123e-05i,0.00062859-0.00088091i,0.0008861-0.00078026i,0.0010837+8.0175e-05i,0.00088897+0.00016235i,0.00077586+2.9663e-05i,0.00069391-0.00067479i,-0.00013992-0.0011858i,-0.00097554-0.00090625i,-0.00099086-0.00026952i,-0.00069394+2.9016e-05i,-0.00047125+0.00010561i,-0.00030684+0.00045667i,-0.00024529+0.00076426i,-0.00027498+0.00089916i,-8.3339e-05+0.00099963i,5.0299e-05+0.00092168i,0.00033342+0.00077321i
-0.00046295-0.00053525i,-0.000868-0.00025441i,-0.0013469+0.00011313i,-0.0017312+0.00092314i,-0.0017142+0.0011915i,-0.00070683+0.00045656i,-0.00031687+0.00056499i,-0.0001539+0.00040639i,0.00061388-3.4996e-05i,0.00028146-0.00048828i,8.2602e-05-0.00072788i,-0.00068156+5.0615e-05i,-0.0014204+0.00055069i,-0.00088177-0.00021402i,-6.911e-06-0.00048279i,0.00089653+0.00015319i,0.00055115+0.00057274i,-7.8042e-05+0.00058465i,-0.00030446+0.00067583i,-0.00044702+0.00019271i,-0.00034291+8.5468e-05i,-0.00068073+9.8911e-05i,-0.0017425+0.00053289i
0.00045449-8.0883e-05i,-0.00025056-0.00094094i,0.00014249-0.0017628i,0.00051983-0.0011918i,-0.00043118-0.00051907i,-0.00064654-0.00016198i,-0.00041887+0.0001306i,-4.6611e-05+0.00014622i,0.00041171-0.00092885i,0.00048456-0.001629i,0.00011846-0.00051415i,-7.9105e-05+0.00060625i,0.00032767+0.00043956i,0.00076714-0.00042471i,0.00052026-0.00068756i,0.00062685-0.00026748i,0.0013075+5.9686e-05i,0.0014445-0.00042629i,0.00098159-0.0007153i,0.00016142+3.5045e-05i,-0.00038987+0.00014333i,4.6164e-05-2.2901e-05i,0.00072591+0.00027702i
0.0004237+0.00027556i,0.00034413-0.00054428i,0.00037691-2.6984e-05i,0.00067238+0.0006629i,0.00063662+0.00074429i,0.00076619-0.00023931i,0.00078999+5.7189e-05i,0.00059744+0.00057098i,0.00091231-0.00090693i,0.0021277-0.0012947i,0.0021434-0.00068207i,0.00039684-0.00023748i,-0.00047027+5.6744e-05i,-0.00090424-0.00020516i,-0.00073856+0.0001288i,-0.00024573+0.00090633i,-0.0005902+0.001158i,-0.00051022+0.00083949i,0.00049412+0.00044815i,0.0015226+0.00038817i,0.0016082+0.00037979i,0.00087532+0.00029858i,0.00026405-1.7503e-05i
0.00017722+0.0010705i,0.00056617-0.00041149i,0.00016483-0.0011502i,-0.00024919-0.00090526i,-0.00015418-0.0012159i,0.00029353-0.0015661i,0.00053641-0.0012633i,0.00092104-0.0010529i,0.0014454-0.001053i,0.0011847-0.0015856i,0.00032412-0.0017341i,-0.00020842-0.00068894i,-0.00053678+0.00028497i,-0.00055616+0.00041985i,-2.269e-05+0.00024363i,0.00029112+0.00040305i,0.00011307+0.00092591i,0.00012524+0.00030458i,0.00021061-0.00073429i,0.00072383-0.00079302i,0.00088123-0.00081559i,-8.6867e-05-0.00033304i,-0.00058851-0.00025114i
-0.0015995+0.00094602i,-0.00080271+0.0015207i,-0.00046758+0.0019975i,-0.00064302+0.0010753i,-0.00088228+0.00047224i,-0.00069443+7.4288e-06i,-7.9979e-05-0.00018615i,0.00025626-0.00057905i,0.00068689-0.0007316i,0.00086208-0.0002485i,2.6125e-05+0.00016463i,-0.00038669+0.00036792i,-0.00020228+0.00036632i,-3.5761e-06+0.00019962i,-0.00015319+7.8713e-05i,-6.9137e-05+3.0217e-05i,9.3096e-05-4.2182e-05i,-0.00010297+0.00040897i,-0.00031875+0.00090391i,-0.00026967+0.00032353i,-1.8215e-05-0.0001707i,0.00027954-0.00014502i,-0.00014847-1.0659e-05i
0.00084886+0.0011147i,0.0009452-0.00049371i,0.0013324-0.0010785i,0.0011618-0.0011959i,0.001045-0.001584i,0.00056715-0.0011265i,0.0004308+1.0577e-05i,0.00068297+0.00062648i,0.0012295+0.00030827i,0.0019561-0.00066631i,0.0012099-0.0005361i,0.00012258-0.00038624i,0.00042546-0.00052455i,0.0010401-0.00010597i,0.0010169+0.00040831i,0.00027929+0.00029813i,-0.00041251-0.00029786i,-0.00066644-0.00020929i,-7.6008e-05+0.00025265i,0.00022192+0.00021225i,-8.4631e-05+0.00036471i,-0.00011547+0.00045084i,0.00042534+0.0004873i
0.00081131+0.00024039i,0.0012907+0.00089925i,0.0022898+0.0014381i,0.0019419+0.00080569i,0.001039-0.00050707i,0.00033871+1.5455e-05i,-0.00013542+0.0006888i,0.0005749+0.00039099i,0.0017696+0.0001571i,0.0021288-0.0001156i,0.00064168-0.00024028i,-0.0005444-0.00017175i,-0.00029572-0.00047337i,-0.00013544-0.00091473i,-0.00060071-0.00096032i,-0.001236-0.00057796i,-0.0006841-2.5684e-05i,-0.00023884+5.7094e-05i,-0.00071588-7.6915e-05i,-0.00068729+0.00037951i,-0.00040242+0.00029696i,-0.00014972-0.00037669i,0.00028607-0.00061848i
-0.00094636-0.00043499i,-0.0010432-4.7446e-05i,-0.00073509+0.00097168i,-0.0010162+0.0014194i,-0.00012207+0.0010377i,0.00037101+0.0008153i,-4.556e-05+0.00024885i,-0.0001025-2.0834e-05i,-0.00026519+0.00037884i,-8.0671e-05+0.00054357i,-9.2257e-05+0.00039943i,0.00013057+0.0001604i,0.00020581-0.00011344i,-0.00051548-0.00012485i,-0.00063647-0.00042532i,-0.00021265-0.0003922i,0.00016198-0.00039937i,0.00031624-0.00049213i,0.00049313-0.00054469i,-0.00052115-0.00057312i,-0.001207-0.00099955i,-0.00022665-0.00053599i,0.00071961+0.00044603i
0.0014638+0.00040038i,0.0016977+0.00020462i,0.001582-0.00069273i,0.0010908-0.0011467i,0.00030179-0.0014777i,-0.00044707-0.00098895i,-0.00030479-0.00042874i,0.00035733-0.0009181i,0.00062261-0.0010759i,0.00039751-0.0018301i,-0.00023457-0.0019705i,9.9484e-05-0.0011728i,1.9951e-05-0.00052703i,0.00014241+0.00046434i,0.00037771+0.00094617i,0.00021734+0.00046926i,0.00046384+0.00044724i,-0.00021337+0.00026191i,-0.00051921+2.6653e-05i,-0.0003085-0.00055609i,-5.7147e-05-0.0001494i,0.00029272+0.00056776i,-2.3745e-08+0.00056437i
0.0011832+0.0015163i,0.0018916+0.00068047i,0.002794-0.0010439i,0.0023108-0.0019289i,0.00070148-0.0019678i,-0.00033749-0.0010985i,-0.00045297-8.9668e-05i,0.00037465-5.3986e-05i,0.00044867-0.00054971i,0.00014714-0.0012142i,-7.5276e-05-0.001476i,-0.00063777-0.0013035i,-0.0011221-0.00093357i,-0.00078999-0.00064964i,-0.00038236-0.00070829i,-5.9618e-05+0.00049603i,-0.00042971+0.0017408i,-0.00097934+0.0017009i,-0.0010676+0.0013644i,-0.0011662+0.00093114i,-0.00076005+0.00037371i,0.00021648-0.00014344i,0.0004597-0.00058422i
-0.0021464-3.473e-05i,-0.002737+0.00098468i,-0.0029695+0.00099124i,-0.0019434+0.0015089i,-0.0015229+0.0023244i,-0.00075883+0.0019101i,-0.0003042+0.00032535i,5.8106e-05-0.00082911i,0.00052315-0.0010724i,0.00064554-0.0008304i,0.00035859-0.00061262i,-0.00046627-0.00062772i,-0.0014918-0.00061648i,-0.00182-0.00042356i,-0.0011022-0.00092914i,-0.00044625-0.00086961i,-0.0003778+0.00036196i,-0.00049035+0.00081979i,-0.00024858+1.6024e-05i,-0.00025496-0.00016314i,-0.00049392+0.00020395i,-0.00038783+0.00030001i,2.4688e-05+0.0002829i
0.0011239-0.0013994i,-0.0010653-0.0018445i,-0.0014224-0.0020466i,-0.0017397-0.0020859i,-0.0016135-0.0016194i,-0.00050403-8.447e-05i,-7.9201e-05+0.00043378i,0.00033675-3.0251e-05i,0.00046131-0.00038654i,-9.8417e-05-0.00099682i,-0.00074633-0.001356i,-0.00062379-0.00051274i,-2.6678e-06+0.00013335i,0.00062858+3.1805e-05i,0.0010313+0.00018851i,0.00055511+0.0003603i,-0.00011442+0.0008829i,7.1548e-05+0.0009388i,9.4086e-05+0.00011787i,-7.9024e-05-0.00091653i,-0.00039126-0.001497i,-0.00074135-0.0013528i,-0.0011892-0.0005927i
0.0012971+0.00010803i,0.0015251-0.00094349i,0.0008547-0.0010489i,0.00040758-0.0013138i,0.00048641-0.00092702i,0.00032112+0.00040213i,0.00057964+0.00092717i,0.00046562+0.00053444i,0.00077801-0.00058283i,0.0015429-0.00084732i,0.0015059-9.1375e-05i,0.0011287-0.00037158i,0.00068585-0.00087815i,0.00020082-0.00012913i,-3.5397e-05+0.00058049i,5.5076e-05+0.00082419i,0.0004731+0.00088665i,0.0015467+0.00034679i,0.00059336-0.00036539i,-0.00027441-0.0012329i,0.00018901-0.0012016i,-7.505e-06-0.0003215i,2.0144e-05-1.8789e-05i
0.00026467-0.00073165i,0.00033255-0.0010704i,-0.00045606-0.0014365i,-0.0011198-0.0012033i,-0.00034481-0.00045673i,9.8896e-06+7.8307e-05i,-1.9396e-05-0.00012729i,0.0015339-0.0011987i,0.0025453-0.001288i,0.0013236-0.00072732i,0.00022979+0.00011048i,3.4279e-05-0.00023681i,-7.0849e-05-0.0013038i,-0.00045963-0.00052409i,-0.0010107+0.00013994i,-0.00077048-0.000229i,-0.00020116-0.00025961i,0.00022679-0.00022115i,-0.0001582+5.5463e-06i,-0.00088769-0.00031906i,-0.00086357-5.9442e-05i,-0.00025249-5.7219e-05i,-0.00048491+0.00021842i
-0.00018932+0.00027161i,-0.00023854+0.00093448i,-0.0017665+0.0016447i,-0.0011679+0.00092505i,-1.8868e-05+5.0086e-05i,-0.00020902-0.00028538i,0.00017369-0.0005207i,0.0011933-0.00082317i,0.0011098-0.00050023i,0.0011175-0.00045707i,0.00045466-0.00020277i,-0.00086846+0.00033829i,-0.0010601+0.00028923i,-0.00013954-0.00028377i,0.00068313-0.00038738i,0.00061803-0.00028547i,0.00043319-6.7787e-05i,-0.00034535+0.00054008i,-0.00021409+0.0002677i,0.00039409-9.0866e-05i,0.000188+0.00020359i,0.00075673+0.00071488i,0.00066351+0.00020052i
0.0012726+4.1654e-05i,0.0006813-0.00029657i,-0.00030958-0.00096634i,-0.00067536-0.0018003i,-0.00080648-0.0012659i,-0.0010468+0.00019718i,-0.0008603+0.00066468i,5.8869e-05+0.00083779i,0.00066821+0.0011376i,0.0010233+0.0005726i,0.0011167-0.00061544i,0.00050888-0.00063887i,0.00033156+0.00017003i,0.00036182+0.00074034i,-0.00019918+0.00054871i,-0.00016418+0.0001106i,0.00020662-0.00016315i,-0.0004027-0.00070705i,-0.00058501-0.0010447i,-0.00016577-1.4259e-05i,1.0912e-05+0.00053136i,-8.7749e-05+0.00015245i,-0.00034095+1.3836e-05i
-1.5988e-05-0.00076338i,0.00011323-0.00060784i,0.00012749-0.00096245i,0.00010508-0.0010219i,-0.00047833-0.00058211i,-0.0010003-3.4901e-05i,-0.00047927+0.00020871i,0.00024041-0.00074754i,0.00075498-0.0007107i,0.0011278-0.00050106i,0.0012927-0.00044976i,0.0009711-0.00017519i,0.00094765-0.0003405i,0.0001656+0.00013935i,-0.00099683+0.00033406i,-0.0012952+0.00032021i,-0.00081085+0.00019221i,-0.0002225+7.6217e-05i,-6.9162e-05+9.8793e-05i,-5.2801e-05+0.00012752i,0.00048513-8.2228e-05i,0.00030144+0.00018038i,0.00084039+0.00040831i
0.00066706+0.00093339i,-0.00047008+0.0010755i,0.00052688+0.00042128i,0.00025025-0.00047279i,-0.00041286-0.0014507i,0.00041856-0.0016642i,0.0010904-0.0015444i,0.001276-0.00079551i,0.0018793-3.3146e-05i,0.0017035-0.000328i,0.00056112-0.00062526i,-0.00072368-0.0002267i,-0.0010723+0.00027069i,-0.0003234+0.00033923i,-9.6096e-05+0.00065032i,-4.2282e-05+0.0008366i,0.00058466+0.00052959i,0.00084414+0.0007585i,0.00025921+0.00038028i,-0.00024337-0.00012439i,0.00031468-0.00012405i,0.00061058-0.00035417i,-3.8971e-05-0.00026845i
0.0011249+0.00092187i,0.0012378+0.00039813i,0.0013952-0.00020963i,0.00056107+0.00014401i,-0.00029943+8.252e-05i,-0.00013646+0.00075307i,-0.00064814+0.00063284i,-1.1197e-05-0.00063344i,0.001573-0.0016278i,0.001878-0.001422i,0.00070249-0.00039606i,-8.9085e-05-0.00076358i,-0.0003688-0.00023634i,-0.00075164+0.00033873i,-0.00032004-0.00011688i,-0.00074875+0.00028322i,-0.0013485+0.00045206i,-0.00075229+0.00033811i,-0.00041109-0.00016595i,-0.00044431-0.0008441i,-0.00078338-0.00050876i,-0.00029073-0.00034384i,0.00016968+0.00010266i
-0.00095167-0.0006141i,-0.0013292+0.00027116i,-0.0014144+0.0014019i,-0.00015493+0.0013488i,0.00020739+0.0014365i,-0.00097104+0.0013765i,-0.0014158+0.00076364i,-0.00063989+0.001016i,0.00030299+0.00077958i,0.00061467+0.00048472i,0.00095426+0.00051891i,0.0012588+0.00071873i,0.00086479+0.00028175i,0.00024222-8.6917e-05i,-0.00046466+0.00072097i,-0.00045924+0.00082672i,0.00067198+0.00012337i,0.00055922-0.00037347i,8.8354e-05-9.3857e-05i,-0.00034324+0.00037137i,2.6854e-07+0.0003524i,0.00048604-0.00019181i,0.00036856-0.001033i
-0.00048565+0.00011671i,-1.8359e-05+3.8811e-05i,-9.4631e-05-0.0008989i,-0.00056823-0.00094281i,-0.00084246-0.00037981i,6.7988e-05-0.00031356i,0.00096986-4.2856e-05i,0.001603-6.2592e-05i,0.00127-0.00016446i,0.00055513-0.00020447i,4.0103e-05-5.3822e-05i,-0.00023124+0.00028228i,0.0001425-0.00098064i,-0.00020439-0.0018742i,-0.00088013-0.00093501i,-0.00078337-0.00046544i,-7.3084e-05-0.0009049i,-0.00012042-0.0006766i,0.00029225-0.0001512i,0.00041823-0.00048917i,-8.4406e-05-0.00060816i,0.00029621-0.00017974i,0.00027845+4.2839e-06i
-0.00036784+0.00057661i,-0.00021204+1.4415e-05i,0.00067959-0.00013205i,0.00078781-0.00029587i,0.00079307-0.00069859i,0.001112-0.00087408i,0.0012496-0.000901i,0.0011547-0.00030518i,0.0010134+6.3408e-05i,0.0012292-0.00069266i,0.00044999-0.0015988i,-0.0004975-0.0015739i,-0.0007626-0.0010014i,-0.00080065-0.00092614i,-0.00053365-0.00061174i,-2.5561e-05-0.00021949i,0.00050361+0.00074395i,0.00062786+0.00052778i,0.00015089-0.00032784i,-0.00012343-4.2274e-05i,-0.00019269+0.00064579i,-0.00039834+0.00076842i,-0.00035204-2.7862e-06i
-0.00010213+0.0013549i,0.0011957+0.0020894i,0.0019432+0.0023767i,0.0019305+0.0020019i,0.0012008+0.00099495i,0.00031231-0.00080432i,-0.00021175-0.0016182i,-5.2704e-05-0.00029577i,0.00049006+0.00076771i,0.00035451+0.00016334i,0.00017582-0.00040317i,-1.6838e-05-0.00031955i,-0.00027895-4.0468e-06i,-0.0010841-0.00023838i,-0.0010223-0.0004193i,-0.00065006-0.00016779i,-0.00066608+0.00046331i,-0.00032329+0.0008752i,-0.00013412+0.00073148i,0.00023919+0.0004569i,0.00082411+0.00064023i,0.00066624+0.0011909i,-0.00033132+0.0010339i
4.9799e-05-0.00085585i,-0.0018184-0.00073888i,-0.0022242-0.0012457i,-0.0013116-0.0011726i,-0.0010612-0.00061445i,-0.00088219+0.00015891i,-1.7619e-05+0.0011681i,0.0004498+0.00087068i,-1.8877e-05-0.00055386i,0.00060323-0.00061889i,0.0012846-0.00030401i,0.0007546-0.00086645i,0.00077353-0.00069743i,0.00058577-0.00054411i,0.00050346-0.0009289i,0.0005709-0.0010389i,0.00011501-0.00067289i,0.0001082-1.9026e-05i,2.738e-06+0.00041818i,-0.00026039+0.00011056i,0.00015761+9.587e-06i,-0.00012274+0.00017351i,-0.0010598-0.00028189i
-0.0011766-0.00019131i,-0.0008618-6.1121e-05i,0.0003979+0.00013955i,8.233e-05+0.0002642i,-0.00015272-0.00038164i,0.0003039-0.0017163i,0.00017077-0.0016962i,-0.00020704-0.0010461i,0.00049825-0.000377i,0.0012757-0.00052345i,0.00080058-0.00082544i,0.00023738-0.00048879i,0.00039323+6.7085e-05i,0.00056841-0.00012735i,0.00039051-0.0007742i,4.6705e-05-0.00085084i,0.00051022-0.00020412i,0.0010975+0.0002697i,0.0010877-0.00023309i,0.00031142+6.1435e-05i,-0.0005405+2.1875e-05i,-0.0001633-0.00077043i,0.00057065-0.00087399i
0.0010649+0.00021246i,0.0017446-1.9528e-05i,0.0016538-0.00025083i,0.00029608-0.0016387i,-0.00083227-0.0022811i,-0.00077427-0.00059979i,0.00019076-0.00021739i,0.00025077-4.882e-05i,7.7424e-05-0.00023615i,0.00030167-0.0004395i,0.00057525+0.0002234i,0.00055637+0.0007089i,0.00037323+0.00032248i,0.00033652-0.00063002i,-0.00053923-0.000523i,-0.00098362+0.00059908i,-0.00052481+0.00055112i,-0.00058151+0.00018963i,-0.00077098+9.8685e-05i,-0.00035688+0.0007401i,-0.00036004+0.00058847i,0.0001421-1.3969e-05i,0.00038269+0.00049395i
-6.1663e-05-0.0016824i,0.00046834-0.0016863i,0.00015359-0.0017159i,5.1469e-05-0.0011797i,-5.0319e-05-0.00060817i,-0.00014141-0.00048541i,0.00055235-0.00033044i,0.00066899+0.00045152i,0.00043584+0.00018139i,0.00015739-0.0010579i,-0.00037257-0.00077502i,-0.00073065+0.00010318i,-0.00041473+0.00012851i,-0.00028081-0.00056511i,-0.00044834-0.0010087i,-0.00038329-0.0013089i,-0.00083349-0.00053216i,-0.00087355+0.00052577i,0.00028493+0.00022634i,0.00050849+6.1979e-05i,0.00055938+0.00011097i,0.00049156-0.00049716i,0.00030087-0.000736i
-0.00036393-8.6684e-05i,-0.0013842+0.0011826i,-0.0019727+0.0014463i,-0.0012497+0.00018499i,7.6918e-05+5.4791e-05i,0.00092285+0.0007612i,0.0007317+1.4846e-05i,0.00037106-0.00099916i,3.6686e-05-0.00094805i,-0.00025392-0.00084772i,-0.00047001-0.0013781i,-0.0009648-0.0011377i,-0.0012266-0.00070948i,-0.00081144-0.0003734i,-0.00089633-0.00046903i,-0.00096766-0.00025315i,-0.00038752+0.00010476i,-0.00055556+0.00051064i,-0.00017225+0.0013977i,0.00023808+0.0012283i,0.00030107+9.6622e-05i,0.00013703-0.00062634i,0.0012726+0.00014057i
0.00054237-0.00022638i,-7.6157e-05-0.001544i,0.00055464-0.0024378i,0.0011199-0.0017351i,2.8074e-05-0.00099792i,-0.00081417-0.00016154i,-0.00030277+0.00050506i,0.00061523+9.9273e-06i,0.0012717-6.2197e-05i,0.00096041-0.00019164i,-0.00032282-0.00054584i,-0.00078887-0.00015511i,-0.00029241-0.00012192i,-0.00064417-0.00056526i,-0.0010135-0.00014212i,-0.0009411+0.00015493i,-0.00028531+0.00020645i,2.2377e-05+0.00049125i,-0.00039385+0.00026468i,-0.00050802-0.00071102i,-0.00011345-0.00081607i,0.00058871-0.00016717i,3.7093e-05-3.0703e-06i
-0.00034828-0.00029824i,-0.001295+0.00067428i,-0.0023626+0.0019545i,-0.0016276+0.0012388i,-0.00046301+0.00031859i,-5.0081e-05+0.00047478i,0.00039283+0.000462i,0.00036341+0.00010009i,7.7685e-05+1.7465e-05i,5.6803e-05+1.1533e-05i,-0.00033817-0.00026389i,-0.00060276-2.4882e-05i,-1.6434e-05+0.00061894i,0.00057556+0.00090145i,0.0006387+0.0003623i,-2.2789e-05-4.7458e-05i,-0.00072483+0.00021912i,-0.00039497+0.00059645i,0.00030608+0.00024139i,-1.5871e-05-0.00014315i,-0.00029457-0.00039029i,-0.00050784-0.0010468i,-0.00019553-0.0016132i
-0.00097034+0.00088051i,-0.00095915-0.00021708i,-0.00080912-0.00073193i,-0.0008273-0.00065872i,-0.00040293-0.00035695i,0.00016276-8.4839e-05i,0.00028293+7.6683e-05i,-5.919e-05-8.5629e-05i,0.0002613-0.00024652i,0.0010466-0.00031376i,0.00059158-0.0005381i,0.00019886-0.00040545i,-5.3672e-05+0.00010096i,-0.00079472+0.00048241i,-0.00059994+0.00019439i,-0.00058825+0.00059699i,-0.0009505+0.00061978i,-0.00076633-0.0004691i,-0.0001856-0.000773i,9.2763e-05-0.00015933i,0.00029509-0.00046803i,0.00032578-0.00046766i,0.00023778-6.687e-05i
-0.00066909-0.00079025i,-0.00046925+0.0010426i,-0.0009331+0.0015213i,-0.0010636+0.00087472i,-0.00086629-0.00020531i,-0.00069572-0.00080984i,-0.00021673-0.00060976i,0.00043331-0.00088864i,0.00038489-0.0013027i,-1.7405e-05-0.00083491i,-2.0236e-05-0.00042947i,0.00037977-0.00050865i,0.00029899-0.00036445i,1.6528e-05+0.00018481i,1.9586e-05-0.00020294i,-0.00013377-0.00031147i,-0.00026832+0.00038727i,-0.00016175+4.228e-05i,-0.00035255-0.00018985i,-0.00040236-0.00031286i,-0.00024433-0.00044831i,-0.00016402-0.00054623i,-0.00018027-0.00052549i
0.0010087+0.00067189i,0.00039009+0.00031052i,0.00012367-0.00037366i,0.00057828-0.00065114i,-0.0002991-0.00048037i,-0.00062051+0.00024756i,-0.00011956+0.00018722i,1.1101e-05-0.00013298i,3.8285e-06-0.0002345i,0.00032085-0.00071622i,0.00035051-0.0009295i,-0.00010093-0.00057626i,-0.0003749-0.00036919i,-0.00014161-0.00038859i,-0.00031517-1.9494e-05i,-0.00036097+0.00043452i,-0.00024124-3.6724e-05i,-0.00028855-0.00053201i,-0.00019695-0.00063426i,0.00064341-0.00048615i,0.00094617-8.2008e-05i,0.00069797+0.00021806i,8.2e-05+0.00024232i
