-0.0042654+0.0016316i,-0.0032681+0.0025789i,-0.0039664+0.0033489i,-0.0033156+0.0033386i,-0.001421+0.002955i,-0.00016701+0.0016023i,-0.0010194+0.00033995i,-0.0017304+0.00051921i,-0.00083108+0.00015656i,-8.3229e-05+7.5276e-05i,-0.00026345+0.00024842i,-0.00031366+0.00051964i,0.0003245+0.00070377i,0.0010618+0.00060673i,0.0011299+5.0305e-05i,0.00072115-0.00024414i,0.0005034+0.00066732i,0.00020396+0.00055692i,0.00030688-0.00030528i,0.00027528+0.00021312i,0.00026183+0.00091095i,0.00034728+0.00013857i,-3.0385e-05-0.00062903i
-0.096261+0.078426i,-0.15179+0.25528i,-0.11438+0.53369i,0.032958+0.69725i,0.1325+0.54966i,0.081512+0.28095i,-0.0074392+0.16477i,-0.012853+0.15003i,0.023611+0.093423i,0.024485+0.023738i,-0.0026778+0.0063406i,-0.024341+0.021969i,-0.02477+0.025302i,-0.0094541+0.0093345i,0.010157-0.006312i,0.028285-0.017558i,0.039066-0.023788i,0.035125-0.018448i,0.017735-0.0077401i,0.0011037-0.0033439i,-0.0060015-0.0067746i,-0.0049463-0.010192i,-0.0037158-0.01081i
0.071385-0.083256i,0.090724-0.22679i,0.028695-0.40942i,-0.05549-0.4739i,-0.071132-0.33961i,-0.057479-0.16745i,-0.051551-0.06931i,-0.016612-0.011356i,0.017402+0.015941i,0.014646+0.013946i,0.0083264-0.0047983i,0.014814-0.028018i,0.021273-0.029379i,0.025043-0.0044157i,0.03522+0.021056i,0.05757+0.026439i,0.074398+0.017476i,0.069+0.0078209i,0.048613+0.0004048i,0.0272-0.0046177i,0.012171-0.0044749i,0.0022239+0.0022789i,-0.0027068+0.0093767i
-0.058061+0.080679i,-0.01411+0.18958i,0.16233+0.26149i,0.32692+0.18344i,0.284+0.018723i,0.15798-0.054626i,0.14778-0.072666i,0.14379-0.12609i,0.059321-0.1216i,0.0097965-0.053359i,0.019035-0.024997i,0.02259-0.028412i,0.012733-0.023651i,-0.0059818-0.018237i,-0.030667-0.0068985i,-0.045255+0.01537i,-0.046727+0.03068i,-0.035322+0.028631i,-0.015429+0.014965i,-0.0016446+0.0034144i,0.00097891+0.0032168i,-0.00042378+0.0091937i,-0.0017511+0.012374i
0.038026-0.10246i,-0.047854-0.23755i,-0.29562-0.36319i,-0.51926-0.36565i,-0.44419-0.24167i,-0.17253-0.12685i,-0.013167-0.10268i,-0.0057313-0.10482i,-0.022218-0.076677i,-0.014943-0.033339i,-0.0026385-0.00162i,0.0028629+0.0052989i,-5.3271e-05-0.0029023i,-0.0041557-0.011579i,-0.0075935-0.024151i,-0.028151-0.037178i,-0.052866-0.03563i,-0.054803-0.021292i,-0.035085-0.0040872i,-0.012339+0.0071094i,-0.0016517+0.0098016i,0.0022927+0.0078589i,0.0073751+0.0048371i
-0.011329+0.088082i,0.087463+0.14377i,0.29502+0.10195i,0.39303-0.028164i,0.24263-0.086771i,0.03291-0.029137i,-0.092791+0.021125i,-0.15317+0.03872i,-0.12432+0.050975i,-0.059178+0.026907i,-0.045073+0.0085631i,-0.048215+0.024628i,-0.037257+0.028776i,-0.020395+0.015537i,0.0025271+0.00068258i,0.020556-0.014069i,0.023698-0.024347i,0.011755-0.023343i,-0.0061818-0.0099033i,-0.014799+0.006182i,-0.0076478+0.010906i,0.0039157+0.0032437i,0.0079442-0.0053565i
0.0082726-0.061271i,-0.10809-0.028955i,-0.33791+0.1914i,-0.45215+0.4832i,-0.3203+0.51486i,-0.17405+0.27672i,-0.15173+0.11078i,-0.11374+0.10812i,-0.033172+0.088534i,-0.0046885+0.027811i,-0.01337-0.0010266i,-0.017155-0.0055639i,-0.012433+0.0010469i,0.0053691+0.015119i,0.030527+0.021747i,0.051454+0.022007i,0.063208+0.020197i,0.060252+0.01128i,0.040807-0.0011401i,0.019644-0.0055501i,0.010662-0.0041479i,0.0057864-0.0058973i,-0.0032741-0.011154i
-0.012398+0.080286i,0.044096+0.071033i,0.15195-0.046589i,0.18815-0.15719i,0.12857-0.099403i,0.12495+0.031917i,0.18959+0.0763i,0.19437+0.060241i,0.12451+0.044538i,0.059889+0.026176i,0.037894+0.0028672i,0.036627-0.011564i,0.028072-0.011407i,0.0053279-0.0058649i,-0.020884+0.0085011i,-0.025806+0.030943i,-0.0094814+0.04345i,0.0063858+0.035976i,0.013972+0.017155i,0.011968+0.00047271i,0.0023812-0.0062578i,-0.0064715-0.0055053i,-0.010098-0.0013895i
0.0067794-0.073613i,-0.023078-0.053482i,-0.041819+0.10911i,0.037514+0.26651i,0.13785+0.21509i,0.13856+0.055653i,0.12544-0.029986i,0.12978-0.082812i,0.076388-0.11174i,0.025955-0.065563i,0.032735-0.015759i,0.039687-0.0069931i,0.03266-0.0122i,0.024267-0.027919i,0.0014106-0.04306i,-0.030424-0.039518i,-0.051365-0.024938i,-0.050819-0.007207i,-0.029251+0.0020793i,-0.0071326-0.0081729i,-0.0024714-0.019574i,-0.0042835-0.014947i,-0.0041492-0.0033348i
0.010779+0.062459i,0.082345-0.011387i,0.16803-0.27751i,0.15395-0.55638i,0.064257-0.56097i,0.024364-0.36138i,-0.0073461-0.22423i,-0.055728-0.15352i,-0.036168-0.069562i,0.0054859-0.020377i,-0.0056841-0.0057733i,-0.025471+0.0061064i,-0.024656+0.0068938i,-0.015153+0.0074977i,0.0016112+0.0022026i,0.011521-0.020762i,0.0027834-0.038878i,-0.013803-0.032098i,-0.020599-0.0072826i,-0.0099914+0.013184i,0.004526+0.020656i,0.011078+0.020951i,0.01619+0.017438i
0.0037183-0.06643i,0.0059927-0.0079474i,0.073901+0.15609i,0.19495+0.23474i,0.18466+0.12017i,-0.025932-0.0094011i,-0.21499-0.032983i,-0.24507-0.0047501i,-0.18689+0.023227i,-0.114+0.020028i,-0.068187-0.0065784i,-0.049182-0.014695i,-0.032223-0.0033109i,-0.015301+0.0055456i,0.0040113+0.0091066i,0.026044+0.0096686i,0.038212+0.0085109i,0.038304+0.0044714i,0.022643+0.00038503i,-0.0030833+0.0069868i,-0.014459+0.016976i,-0.011956+0.016458i,-0.0087045+0.010788i
-0.0070269+0.073966i,-0.082538+0.051186i,-0.29151-0.053713i,-0.53168-0.075153i,-0.49916+0.041575i,-0.17997+0.10227i,0.066382+0.075117i,0.11188+0.066084i,0.090872+0.03348i,0.056603-0.026029i,0.028053-0.037127i,0.0218-0.013437i,0.013013+0.00038897i,-0.005853+0.0073814i,-0.015948+0.023549i,-0.013549+0.042386i,5.4572e-05+0.050673i,0.018353+0.038882i,0.022897+0.015782i,0.013116+0.0020728i,0.0039686-0.0025678i,0.00035858-0.0080688i,-0.0028512-0.015i
-0.015004-0.091946i,-0.037907-0.10945i,-0.034827-0.033033i,-0.021165+0.088261i,-0.039252+0.19974i,-0.039481+0.30922i,0.041228+0.33779i,0.10812+0.23199i,0.085149+0.12062i,0.045819+0.085862i,0.033178+0.072075i,0.029231+0.042371i,0.027661+0.0068547i,0.024726-0.015433i,0.011691-0.019994i,-0.0050579-0.012546i,-0.010886-0.0035855i,-0.0098236-0.0027418i,-0.0039115-0.010539i,0.0004385-0.019792i,-0.0030995-0.019072i,-0.00066101-0.010815i,0.0037356-0.0054701i
0.051676+0.082397i,0.078848+0.095463i,0.040883+0.061994i,-0.056019+0.046861i,-0.095357-0.0087888i,-0.05921-0.18648i,-0.040954-0.31986i,-0.035836-0.27767i,-0.022771-0.18172i,-0.039244-0.11584i,-0.050528-0.058495i,-0.034857-0.025947i,-0.018744-0.011766i,-0.0018947+0.0011539i,0.013396+0.0014599i,0.020376-0.0079004i,0.016309-0.018876i,0.0045938-0.01678i,0.0038185-0.0033734i,0.016402-0.0030302i,0.020436-0.011578i,0.011162-0.010034i,0.0034209-0.0038459i
-0.024675-0.072087i,0.014436-0.062974i,0.20026+0.00058464i,0.4608-0.0022267i,0.54537-0.070257i,0.40507-0.067462i,0.21535-0.041235i,0.066618-0.048835i,0.0032033-0.020208i,0.029822+0.004049i,0.042296-0.021494i,0.013707-0.028361i,-0.0025528-0.008532i,-0.0029872-0.0050434i,0.0061296-0.018273i,0.012516-0.033802i,0.0034762-0.033908i,-0.00916-0.017586i,-0.020389+0.0056065i,-0.019161+0.032384i,0.00059596+0.044931i,0.01303+0.034976i,0.010006+0.019217i
0.042559+0.097135i,0.068377+0.15562i,0.069621+0.19535i,0.066084+0.2071i,0.033365+0.15675i,-0.087518+0.043492i,-0.20001-0.0079536i,-0.18085+0.0026233i,-0.12092-0.005025i,-0.085618+0.0020165i,-0.039056+0.016421i,-0.0078012+0.01446i,-0.010305+0.013985i,-0.018459+0.011979i,-0.021563+0.0070203i,-0.017514+0.0055179i,-0.0065377+0.0044871i,0.0018165-8.2627e-05i,-0.00025621-0.0048308i,-0.0093971-0.005287i,-0.016215-0.0076704i,-0.018592-0.0095428i,-0.016784-0.0045169i
-0.089807-0.098541i,-0.1921-0.18061i,-0.30431-0.26418i,-0.35328-0.2957i,-0.24491-0.20177i,-0.0085207-0.030092i,0.16213+0.074487i,0.16344+0.095688i,0.12491+0.085396i,0.10184+0.038736i,0.051301+0.0085268i,0.021812+0.0087452i,0.022433-0.0090994i,0.012385-0.026423i,-0.0085595-0.0189i,-0.024484+0.003669i,-0.025842+0.022521i,-0.018527+0.023296i,-0.0090725+0.0065539i,-0.0027159-0.0098115i,-0.0021698-0.0064974i,0.0025057+0.002823i,0.0041008+0.0034359i
0.099239+0.045197i,0.18947-0.00047495i,0.17306-0.13734i,-0.03475-0.25417i,-0.28923-0.21352i,-0.36279-0.034792i,-0.26373+0.077725i,-0.15771+0.074045i,-0.11153+0.050726i,-0.089172+0.040682i,-0.064525+0.028323i,-0.044973+0.0086719i,-0.028564+0.0034912i,-0.0081531+0.019311i,0.0094911+0.038496i,0.020837+0.045494i,0.026136+0.040468i,0.032757+0.031432i,0.043349+0.014523i,0.035236-0.01407i,0.0035998-0.032568i,-0.018953-0.028005i,-0.015505-0.018591i
-0.10881-0.045764i,-0.20078+0.011367i,-0.21011+0.12538i,-0.082784+0.17549i,0.085988+0.065451i,0.1891-0.14911i,0.18139-0.28011i,0.12178-0.24544i,0.079057-0.16827i,0.046941-0.13406i,0.025373-0.10685i,0.018429-0.073415i,0.0068642-0.047969i,-0.005222-0.02853i,-0.0019639-0.018591i,0.0024486-0.016749i,-0.0034508-0.0096183i,-0.015911+0.010255i,-0.024879+0.039343i,-0.013911+0.057589i,0.012584+0.050001i,0.027472+0.028469i,0.024994+0.011167i
0.11739+0.055896i,0.21615+0.077539i,0.24211+0.14064i,0.16364+0.29857i,0.07697+0.45202i,0.062756+0.44883i,0.077748+0.30991i,0.064154+0.14684i,0.029108+0.059004i,0.026448+0.056874i,0.044415+0.064396i,0.035098+0.070784i,0.022607+0.079578i,0.029015+0.054981i,0.034812+0.0095924i,0.03405-0.031369i,0.030432-0.062582i,0.024006-0.074873i,0.0070394-0.066267i,-0.010252-0.040836i,-0.012535-0.017884i,-0.0094389-0.0053246i,-0.0072526+0.0040226i
-0.15099-0.022909i,-0.30575+0.058104i,-0.35386+0.19409i,-0.19018+0.24231i,-0.0018618+0.10418i,-0.017774-0.12085i,-0.11735-0.17334i,-0.094478-0.073616i,-0.011572-0.024559i,-0.0088001-0.024863i,-0.047287-0.010725i,-0.053032-0.0026083i,-0.033376-0.010519i,-0.021766-0.016076i,-0.023031-0.011979i,-0.017945+0.00098942i,-0.0044958+0.012793i,0.0057621+0.011966i,0.009613+0.0039696i,0.011715+0.0046531i,0.017049+0.015862i,0.019274+0.020049i,0.0088971+0.0144i
0.16605-0.017617i,0.34368-0.17806i,0.3745-0.38754i,0.19437-0.42296i,0.064404-0.25067i,0.088424-0.063323i,0.074132-0.031454i,-0.039989-0.041909i,-0.097599+0.0070148i,-0.054538+0.013177i,-0.017818-0.024212i,0.002463-0.034047i,0.023093-0.03071i,0.023154-0.029685i,0.011172-0.016109i,0.00081428+0.011982i,0.00034515+0.035261i,0.0079613+0.031003i,0.013482+0.0015719i,0.0018443-0.027079i,-0.024639-0.031582i,-0.036074-0.020144i,-0.030056-0.013359i
-0.13937+0.029297i,-0.24682+0.13412i,-0.17668+0.1467i,0.0061085-0.12863i,-0.0061958-0.39384i,-0.12515-0.27488i,-0.067868-0.034896i,0.04317-0.012661i,0.039131-0.070036i,0.014515-0.060929i,0.020682-0.046809i,0.0078754-0.059004i,-0.02718-0.067118i,-0.044217-0.039698i,-0.026246+0.0028545i,-0.00206+0.024635i,-0.006254+0.038413i,-0.021223+0.061278i,-0.01432+0.074244i,0.0069502+0.060056i,0.021252+0.035252i,0.027074+0.014751i,0.030955-0.0028975i
0.14764-0.032928i,0.27457-0.15301i,0.28832-0.24577i,0.18487-0.10484i,0.15539+0.14785i,0.18453+0.20488i,0.1347+0.14752i,0.063624+0.13734i,0.027044+0.11341i,0.0015954+0.079675i,0.0052768+0.081822i,0.026159+0.084129i,0.029519+0.06396i,0.021096+0.025425i,0.0094087-0.01621i,-0.0061331-0.047903i,-0.019677-0.070663i,-0.029573-0.073675i,-0.038561-0.044664i,-0.039531-0.0068783i,-0.033917+0.0071994i,-0.029524+0.0075204i,-0.020488+0.012394i
-0.16824+0.071437i,-0.37468+0.25767i,-0.56317+0.51225i,-0.60765+0.61002i,-0.51784+0.46681i,-0.3335+0.24295i,-0.11116+0.056619i,0.024009-0.040597i,0.057038-0.059132i,0.027078-0.059289i,-0.032512-0.043511i,-0.063904-0.0057596i,-0.05056+0.033675i,-0.021064+0.051194i,-0.00018995+0.030524i,0.010463-0.00085164i,0.025955-0.016056i,0.038062-0.020092i,0.03456-0.017898i,0.030731-0.014277i,0.035994-0.014338i,0.036209-0.0187i,0.024122-0.020034i
0.15965-0.11102i,0.27557-0.35983i,0.2645-0.58834i,0.10604-0.51998i,0.04233-0.301i,0.11526-0.26462i,0.04541-0.30973i,-0.10552-0.21252i,-0.10651-0.057093i,-0.0098511-0.0050486i,0.04597-0.02672i,0.0495-0.031872i,0.044507-0.01641i,0.038448-0.013093i,0.018169-0.0079458i,-0.0031357+0.016776i,-0.0040242+0.037858i,0.0064407+0.032358i,0.0049777+0.0062441i,-0.012619-0.0093801i,-0.02547+1.4426e-05i,-0.025171+0.011836i,-0.024165+0.016329i
-0.11212+0.14174i,-0.1467+0.43936i,-0.018137+0.69539i,0.2038+0.5944i,0.24998+0.29169i,0.094896+0.12706i,-0.0011974+0.052402i,-0.011631-0.050902i,-0.020863-0.083733i,-0.0069436-0.031485i,0.016315+0.0060967i,0.019722-0.003466i,0.0047743-0.02979i,-0.015954-0.023568i,-0.015203+0.017948i,0.0098302+0.047033i,0.02492+0.056122i,0.023751+0.058418i,0.028602+0.041856i,0.034473+0.0086849i,0.033187-0.011773i,0.033074-0.0096206i,0.028505-0.0055702i
0.11931-0.13896i,0.16255-0.41346i,0.13425-0.64594i,0.091532-0.5877i,0.08372-0.37171i,0.052575-0.20128i,-0.014631-0.030306i,-0.039971+0.11577i,-0.045931+0.11919i,-0.068903+0.052406i,-0.076851+0.015913i,-0.061319+0.0087063i,-0.031195-0.0010153i,-0.0032476-0.029149i,0.015112-0.053643i,0.024089-0.06563i,0.013002-0.066189i,-0.0047416-0.042797i,-0.0069801-0.0058138i,-0.0024024+0.023366i,-0.0089191+0.040804i,-0.02144+0.049218i,-0.024105+0.042298i
-0.097176+0.12396i,-0.12092+0.37636i,-0.021228+0.56561i,0.10002+0.45382i,0.091342+0.25568i,0.041651+0.24246i,0.088369+0.25652i,0.14113+0.15059i,0.12521+0.02829i,0.076035-0.040892i,0.032101-0.06378i,0.00578-0.057129i,-0.018218-0.031887i,-0.034122+0.0043858i,-0.030959+0.02592i,-0.020618+0.026772i,-0.0053832+0.021579i,0.0116+0.01661i,0.018056+0.016071i,0.01669+0.014301i,0.014972-0.0010361i,0.013099-0.022148i,0.013326-0.033249i
0.098481-0.15303i,0.070124-0.46018i,-0.16655-0.74078i,-0.46741-0.63633i,-0.48174-0.29388i,-0.21391-0.16832i,0.0044281-0.24324i,0.059108-0.23017i,0.049371-0.12365i,0.037865-0.053393i,0.02478-0.020701i,0.019837+0.016578i,0.032991+0.035639i,0.042106+0.0040788i,0.02646-0.051132i,-0.015125-0.073458i,-0.053596-0.047937i,-0.06142-0.02321i,-0.051878-0.020805i,-0.044682-0.018353i,-0.038208-0.0124i,-0.027965-0.0077482i,-0.015555-0.0043457i
-0.061645+0.1401i,-1.3362e-05+0.40428i,0.19881+0.57947i,0.30364+0.39712i,0.1646+0.12059i,0.039281+0.080466i,0.070338+0.10942i,0.090455+0.036865i,0.052516-0.032i,0.030475-0.030533i,0.028342-0.0068631i,0.020606-0.0095547i,0.0026821-0.023647i,-0.011723+0.0011515i,-0.0057238+0.062389i,0.023177+0.1086i,0.044667+0.094679i,0.034968+0.042313i,0.011795+0.0092922i,0.004085+0.002544i,0.016141-0.0070705i,0.026137-0.026482i,0.014348-0.035194i
0.051731-0.084063i,-0.040659-0.22449i,-0.2321-0.21646i,-0.23991+0.035632i,-0.030932+0.15678i,-0.014904-0.014944i,-0.23933-0.11757i,-0.34286-0.036791i,-0.25726+0.030769i,-0.14606+0.033931i,-0.078563+0.01489i,-0.051186+0.0043027i,-0.022489+0.0092407i,0.015128-0.009115i,0.026916-0.050638i,0.021622-0.082604i,0.027889-0.094167i,0.033733-0.081894i,0.018482-0.058249i,-0.0098176-0.034139i,-0.026612-0.003713i,-0.022234+0.021451i,-0.0095867+0.030094i
-0.083182+0.05029i,-0.075657+0.17382i,0.037582+0.29635i,0.14466+0.32778i,0.16808+0.26935i,0.17949+0.12073i,0.14684-0.041676i,0.055325-0.071917i,0.016791-0.026871i,0.015409-0.032648i,0.00082246-0.040715i,0.0075877-0.025972i,0.004617-0.021584i,-0.019871+0.0075789i,-0.0085532+0.052872i,0.029287+0.0601i,0.048241+0.044834i,0.049388+0.041796i,0.046179+0.037251i,0.039906+0.019452i,0.03205+0.0071938i,0.022833+0.0086069i,0.015158+0.012586i
0.11969-0.055939i,0.15184-0.18954i,-0.0067553-0.32304i,-0.27275-0.27627i,-0.34337-0.036368i,-0.15062+0.21401i,0.06808+0.28933i,0.12418+0.20525i,0.082288+0.1367i,0.081119+0.12269i,0.083198+0.099462i,0.042694+0.091178i,0.0098435+0.093019i,-0.0090593+0.05387i,-0.040473-0.0049784i,-0.079706-0.035978i,-0.10012-0.022206i,-0.083046+0.0059569i,-0.043487+0.012557i,-0.011533+0.0045122i,-0.0021039+0.0051804i,0.0002425+0.0206i,0.01257+0.027757i
-0.14696+0.035719i,-0.19946+0.11548i,-0.084063+0.07758i,0.062515-0.19924i,-0.01361-0.44578i,-0.16326-0.41566i,-0.13816-0.29177i,-0.021966-0.22748i,0.012525-0.17235i,-0.047381-0.093807i,-0.10114-0.022483i,-0.088034-0.0049291i,-0.051224-0.030257i,-0.035658-0.041378i,-0.032785-0.021426i,-0.017035+0.023179i,0.010446+0.070631i,0.025468+0.084574i,0.024926+0.06861i,0.023354+0.055613i,0.022307+0.056132i,0.01731+0.052205i,0.0020858+0.035791i
0.1919-0.032732i,0.30715-0.1132i,0.29376-0.13942i,0.18888-0.031621i,0.17423+0.058422i,0.24253+0.046701i,0.27206-0.0091226i,0.19409-0.061338i,0.070694-0.070527i,0.031668-0.069566i,0.049874-0.099832i,0.02959-0.1102i,-5.9506e-05-0.067954i,0.0060514-0.036314i,0.025367-0.046001i,0.036113-0.058442i,0.032447-0.052808i,0.016667-0.032516i,0.0067132-0.011598i,-0.0057507-0.0035624i,-0.030337-0.0050682i,-0.044612-0.014641i,-0.04278-0.027159i
-0.2083+0.0088845i,-0.40095+0.098353i,-0.44475+0.21076i,-0.24769+0.23999i,-0.023366+0.16822i,0.039804+0.044391i,-0.022551-0.038497i,-0.086492-0.033734i,-0.068821-0.0030562i,-0.010842-0.01335i,0.019028-0.032119i,0.022192-0.02624i,0.026324-0.021612i,0.03393-0.028652i,0.047925-0.028754i,0.073557-0.015916i,0.08212+0.0028025i,0.065515+0.017041i,0.05052+0.022294i,0.043987+0.012403i,0.041877-0.010852i,0.034808-0.028378i,0.019637-0.023587i
0.24528-0.024876i,0.49583-0.13226i,0.58147-0.21369i,0.34799-0.10632i,0.0031131+0.085609i,-0.20825+0.11647i,-0.30619+0.070825i,-0.27122+0.084801i,-0.14498+0.061288i,-0.086546+0.022892i,-0.069843+0.040155i,-0.035495+0.031438i,-0.02278-0.02426i,-0.013512-0.055448i,0.012519-0.057283i,0.0037163-0.070665i,-0.059067-0.096419i,-0.11791-0.093395i,-0.12436-0.047068i,-0.092642-0.0010058i,-0.059928+0.014584i,-0.038982+0.016156i,-0.024216+0.0089059i
-0.25754+0.047427i,-0.5112+0.22105i,-0.62894+0.43299i,-0.4584+0.36923i,-0.18182+0.046522i,-0.020248-0.16009i,0.0023352-0.14995i,-0.036277-0.047621i,-0.027596+0.013018i,0.0045507-0.034579i,-0.014698-0.071085i,-0.01511-0.018729i,0.033524+0.044282i,0.068048+0.079875i,0.083363+0.10953i,0.10109+0.13718i,0.1285+0.13476i,0.13897+0.07696i,0.10254-0.00014701i,0.046861-0.047598i,0.011887-0.060563i,-0.0038957-0.06083i,-0.016166-0.054407i
0.22414-0.014756i,0.38939-0.20057i,0.36986-0.46458i,0.18654-0.49888i,0.11462-0.29142i,0.14047-0.20075i,0.10708-0.21102i,0.075317-0.16743i,0.076658-0.13949i,0.045645-0.11289i,0.022592-0.04023i,0.033022-0.013383i,0.0087102-0.048262i,-0.044324-0.061587i,-0.073016-0.049318i,-0.08384-0.047185i,-0.080563-0.037964i,-0.050838-0.0077822i,-0.023582+0.024524i,-0.020771+0.041886i,-0.018152+0.045923i,0.0034707+0.046704i,0.026265+0.039281i
-0.18747+0.026668i,-0.31205+0.1998i,-0.26959+0.53583i,-0.056166+0.85329i,0.17974+0.92437i,0.45381+0.63386i,0.55417+0.10928i,0.30375-0.18645i,0.044216-0.094246i,-0.0037263+0.031914i,-0.012728+0.055056i,-0.021752+0.089215i,0.03065+0.11664i,0.078249+0.11522i,0.098629+0.12471i,0.12797+0.1218i,0.14753+0.071425i,0.12959-0.0081352i,0.078037-0.075012i,0.030178-0.087439i,0.016257-0.06498i,0.0027836-0.05467i,-0.028387-0.046473i
0.1779+0.064252i,0.24081-0.023154i,0.014945-0.23956i,-0.47114-0.36856i,-0.67859-0.31283i,-0.40532-0.3437i,-0.099541-0.46854i,-0.013225-0.37477i,0.017345-0.11835i,0.053011-0.013092i,0.0099178-0.055354i,-0.034633-0.044384i,-0.0072175-0.0041235i,-0.023205-0.027189i,-0.11779-0.062721i,-0.18856-0.056157i,-0.16572-0.013185i,-0.068522+0.026519i,0.020059+0.029644i,0.039501+0.021858i,0.026998+0.035943i,0.038732+0.049306i,0.058559+0.027523i
-0.13004-0.13906i,-0.18821-0.2086i,0.061023-0.2553i,0.56354-0.33342i,0.83228-0.27478i,0.75639+0.015544i,0.61544+0.17885i,0.3665+0.03886i,0.045655-0.044808i,-0.031636+0.042509i,0.072955+0.07334i,0.068982+0.038139i,-0.019113+0.029976i,-0.029085+0.029533i,0.03597+0.017729i,0.094469-0.00084458i,0.096261+0.001028i,0.064655+0.04816i,0.050041+0.084193i,0.049292+0.060756i,0.046311+0.032182i,0.056535+0.034549i,0.073916+0.02179i
0.21886+0.17632i,0.47173+0.3516i,0.66406+0.57489i,0.68942+0.69168i,0.54874+0.69099i,0.41505+0.62102i,0.38544+0.50414i,0.36157+0.34331i,0.25105+0.16114i,0.096365+0.044744i,-0.018007+0.024073i,-0.057959+0.035087i,-0.053478+0.0080416i,-0.074727-0.030641i,-0.11216-0.0082604i,-0.086326+0.067553i,-0.0054208+0.11906i,0.066015+0.10534i,0.087834+0.059695i,0.069262+0.025586i,0.038562-0.006187i,-0.0064719-0.03828i,-0.040216-0.057193i
0.82034+7.8256i,1.8861+6.5847i,4.423+7.186i,5.9423+5.1029i,5.3251+1.6282i,2.7745-0.95712i,0.5529-0.87918i,0.1242+0.10059i,0.4824+0.55656i,1.0921+0.62868i,1.5626+0.2144i,1.6474-0.42567i,1.4935-0.90133i,1.1049-0.95748i,0.81507-0.75541i,0.66041-0.65709i,0.37369-0.60148i,0.11919-0.29927i,0.15896+0.11659i,0.40449+0.28011i,0.60928+0.13245i,0.59819-0.081393i,0.4085-0.12646i
0.090685+0.32081i,0.56987+0.50426i,1.1261+0.438i,1.2124+0.10317i,0.73641-0.072671i,0.28754+0.020954i,0.16798+0.089349i,0.13219+0.063135i,0.026719+0.023888i,-0.049924+0.026426i,-0.036054+0.059554i,-0.012887+0.074873i,-0.03842+0.077773i,-0.079918+0.088524i,-0.098825+0.094873i,-0.086994+0.09584i,-0.053148+0.11106i,0.012704+0.11148i,0.076922+0.066494i,0.080346+0.01472i,0.049366-0.013347i,0.033247-0.03036i,0.02503-0.048311i
-0.2259-0.088392i,-0.46198+0.040799i,-0.47609+0.52772i,-0.010063+0.96185i,0.44014+0.74243i,0.33592+0.19084i,0.030141+0.029408i,-0.02959+0.17032i,-0.041209+0.21807i,-0.16415+0.24352i,-0.19791+0.2932i,-0.13404+0.26054i,-0.077328+0.1669i,-0.051886+0.054063i,-0.06847-0.048953i,-0.077436-0.093557i,-0.038419-0.0819i,0.01161-0.035014i,0.034821+0.012005i,0.030655+0.024843i,0.011134+0.034703i,0.0036261+0.063565i,0.01455+0.076674i
0.081396+0.13386i,0.082225+0.11743i,-0.049066-0.019236i,-0.16709+0.043789i,-0.1184+0.3849i,-0.039836+0.58682i,-0.054592+0.49802i,-0.11479+0.3212i,-0.16633+0.19262i,-0.16335+0.11908i,-0.10092+0.047495i,-0.056424-0.0058758i,-0.038613+0.0045066i,-0.014357+0.030681i,-0.0024129+0.033397i,0.014459+0.020086i,0.059003-0.0046677i,0.088624-0.012896i,0.081346-0.0074174i,0.059568-0.012558i,0.040631-0.019053i,0.03267-0.021281i,0.034246-0.016043i
0.077206-0.23851i,0.31932-0.42145i,0.76343-0.49804i,1.0277-0.4674i,0.78475-0.33021i,0.32047-0.048294i,0.08358+0.22047i,0.041142+0.30501i,0.0013489+0.29223i,-0.014731+0.29269i,0.033702+0.28465i,0.093652+0.24691i,0.098696+0.17337i,0.034612+0.10035i,-0.050784+0.059589i,-0.10977+0.040492i,-0.10299+0.035077i,-0.01785+0.012171i,0.058209-0.035952i,0.062819-0.064535i,0.051108-0.067025i,0.052401-0.065252i,0.050694-0.051886i
-0.075757+0.3214i,-0.16955+0.75932i,-0.22469+1.1422i,-0.1383+1.0807i,-0.034067+0.60173i,-0.074981+0.14286i,-0.15683-0.0062179i,-0.12774+0.067386i,-0.051206+0.13408i,-0.063528+0.12733i,-0.11119+0.11499i,-0.076661+0.10874i,-0.0042774+0.080477i,0.0151+0.056235i,0.001816+0.053001i,0.010789+0.02966i,0.041066-0.041759i,0.056704-0.11755i,0.035773-0.13894i,0.011398-0.1056i,0.0083095-0.074617i,-0.0011088-0.0665i,-0.015558-0.049089i
-0.062489-0.36884i,-0.21338-0.76038i,-0.48736-0.9943i,-0.6118-0.70747i,-0.41773-0.12515i,-0.17713+0.2467i,-0.041317+0.35883i,0.098866+0.33984i,0.19625+0.19585i,0.18183+0.04112i,0.15178-0.050842i,0.13209-0.1144i,0.098803-0.12261i,0.07714-0.065593i,0.063767-0.0022126i,0.037679+0.021774i,-0.0041516+0.0088972i,-0.051391-0.0035709i,-0.077555+0.015925i,-0.068164+0.041192i,-0.041264+0.039658i,-0.011648+0.020622i,0.017619-0.0026505i
