-0.0044094+8.6681e-05i,-0.0032848-0.00015042i,-0.0044642+0.0013853i,-0.0039327+0.0023313i,-0.00085957+0.0019598i,0.00070943+0.0017683i,0.00041021+0.0019325i,0.00093445+0.0016436i,0.0017148+0.0013718i,0.001572+0.0012082i,0.0015092+0.00099627i,0.0011851+0.0010525i,0.00058486+0.001095i,0.00036626+0.0005586i,0.00038203+0.00035451i,0.00012121+0.0013041i,-0.00077447+0.0012618i,-0.00093896+0.00018824i,-0.00037234-6.2352e-05i,0.00016928+0.00044463i,0.00022788+0.00011474i,-7.6021e-05-0.0001776i,-0.00052857+0.00027829i
-0.0024268+4.5936e-05i,-0.0019885+0.00093595i,-0.0011598+0.0011331i,-0.0006748+0.0011969i,-0.00038276+0.0015056i,-0.0001242+0.0012105i,-2.2993e-05+0.0013733i,0.00019788+0.0013485i,0.0008028+0.001238i,0.0015096+0.0010853i,0.0010009+0.00076926i,0.00051869+0.00022521i,0.0010932-0.00055046i,0.00061306-0.00059743i,0.00057901-0.00038315i,0.0010934+0.00017609i,-5.2967e-06+0.00020978i,-0.00046364-0.00060341i,0.00025675-0.00084985i,0.00024854-0.0002942i,-0.0003351+0.00043817i,-0.00029312+0.00059672i,-0.00018315+1.5263e-06i
-0.00063731+0.00074679i,-2.921e-05+0.0003348i,0.0019942-0.0006195i,0.0030316+0.00014735i,0.0024926+0.0016013i,0.00069757+0.00082742i,-0.00035375-0.00040746i,0.0004744+2.612e-05i,0.00093497+0.00057096i,0.00078709-3.7929e-05i,0.00090736+0.00020187i,0.00074124+0.001452i,9.7935e-05+0.0016994i,-0.00018591+0.0011055i,0.00038468+0.00013395i,0.001386-0.00033919i,0.0012471+2.5544e-05i,0.00031708+0.00038335i,-6.9083e-05-0.00011105i,-0.00033738-0.00040676i,-0.00076598+9.4327e-07i,-0.00083242+0.00069954i,-0.00065935+0.00084696i
0.00030373-0.0014915i,-0.00068645-0.0011434i,-0.0011174-0.0010857i,-0.001117-0.000382i,-0.0014827-0.00023633i,-0.0010497+0.00048732i,-4.3396e-05+0.0012002i,0.00042016+0.0010001i,0.00052242+0.00034939i,0.00016912-0.0003177i,1.5828e-05-3.1303e-05i,0.00036874-6.1562e-05i,0.00080461-0.00013324i,0.0010639+0.00035656i,0.00068848+0.00018251i,0.00060116-1.9784e-05i,0.0013015+3.3384e-05i,0.0011419+0.00021763i,-0.00023417+0.00031007i,-0.0010376+7.9019e-05i,-0.0010687+0.00028287i,-0.00014896+0.000677i,0.00047789+5.3178e-05i
0.0016772+0.00032273i,0.0019553-0.00067208i,0.0024476-0.0014366i,0.0020804-0.0014693i,0.0009044-0.0012409i,7.365e-05-0.00018659i,0.0002264+0.001108i,0.0011101+0.00082938i,0.0012817+0.00027102i,0.00064461-1.176e-05i,0.00066221-7.9517e-05i,0.00079883-6.0491e-05i,0.00079886-0.00046976i,0.00019414-0.00054325i,-0.00014413-0.00043724i,-4.989e-06-0.00015344i,0.0003916+0.00020293i,0.00052174+0.00018511i,0.00048044-9.0532e-05i,0.00059221-0.00018202i,0.00061185+6.7517e-05i,8.4737e-05-0.00022066i,0.00024072-0.00025974i
-0.00065603-0.0029874i,-0.00072848-0.0025534i,-0.0014232-0.0020205i,-0.001806-0.00076515i,-0.0013352-2.9839e-05i,-0.00043961+0.00045698i,-6.5476e-05+0.00062374i,-0.0002604+0.00042942i,0.00010068-0.00020649i,0.00052614-0.00016912i,-0.0002731-0.00019405i,-0.0011728-0.00028429i,-0.0011118-5.7557e-05i,-0.00033-1.2255e-05i,0.00044685-0.0004647i,0.00033015-5.5692e-06i,-0.00045168+0.00045309i,-0.0010218+0.00013007i,-2.6442e-06+0.0003225i,0.00040292+0.00023081i,-0.00022081-0.00049682i,-9.1633e-05+0.00016057i,0.0004275+0.00078605i
-0.00084283-0.00064255i,-0.001907-0.0013468i,-0.0010543-0.0016533i,0.00022615-0.0013779i,-0.00043607-0.00071252i,-0.00079979+2.6099e-05i,-0.00068631+0.00013987i,-0.00017224-1.952e-05i,4.1102e-05+4.5232e-06i,0.00030626+0.00030296i,0.00099922+0.00042443i,0.0008371+0.0007873i,0.0010015+0.0010114i,0.0014595+0.00066921i,0.0010676+0.00067193i,0.00043842+0.00042278i,-0.00015853+0.00055765i,-0.00028398+0.00066688i,-0.00012492+0.00036716i,0.00046991-0.00023423i,0.00078633-0.00064507i,0.00029654+0.00034771i,0.00034661+0.00053052i
0.0030384+0.0011446i,0.0028063+0.00060662i,0.002705+0.00019595i,0.0023933-0.0014678i,0.0013834-0.0022853i,0.00055183-0.0016183i,-0.00028979-0.00051185i,-0.00062096-6.9444e-05i,0.00037783-9.067e-05i,0.0011701-0.00012509i,0.00073952+0.00037802i,0.0001021+0.00064723i,0.00022889+4.1912e-05i,0.00047144-0.00022969i,0.0004441-0.0002438i,0.00026399-0.00023324i,-0.00029187-0.00016751i,-0.00075387-9.1967e-05i,-0.00023343+0.0003415i,0.0002495+0.00024419i,0.00053604-7.3268e-05i,0.00076337-0.00071236i,0.00054637-0.00088811i
-0.00032182-0.00040087i,-0.0011072-0.00076827i,-0.0015755-0.00062541i,-0.0012082-0.00032139i,-0.0013307+0.00012614i,-0.0014102+0.0015493i,-0.00059104+0.0020735i,0.00047962+0.0015727i,0.00047503+0.0012771i,3.7218e-05+0.0012097i,0.00013815+0.00076242i,0.00014719-5.1957e-05i,5.1631e-05-0.00031681i,0.00014763-0.00028754i,0.0001414+0.0003322i,2.2517e-05+0.00073568i,0.00059589+0.000129i,0.0010321-0.0006907i,0.00050139-0.00061848i,1.4537e-06-8.3962e-05i,-0.00018919+0.00024359i,-3.2403e-05+0.00034611i,0.00012964+0.00029779i
0.0014023-4.6128e-05i,0.0016866-0.00059534i,0.001455-0.0010288i,0.00095294-0.0012144i,-9.9558e-06-0.001411i,-0.00071692-0.0013973i,-0.00072963-0.00068196i,-0.00034502-7.3211e-05i,5.7852e-05+0.00054674i,8.1338e-05+0.00044419i,-0.00012747+0.00028755i,0.00082878+0.00013026i,0.0011249+0.00042398i,0.00051063+0.0010966i,-8.3421e-05+0.00079636i,-5.819e-05+0.0004248i,0.00029464+2.7022e-05i,0.00032025-0.00062763i,0.00019247-0.00032202i,-0.00013412+0.00063451i,4.154e-05+0.0008948i,0.00038629+0.00035264i,6.0062e-05-0.0003204i
-0.00085279+0.00088898i,-0.0010321+0.00076847i,-0.00037828+0.00086726i,0.00055261+0.00087541i,0.0011072+0.0012723i,0.00064282+0.0010419i,9.904e-05+0.00095053i,0.00050891+0.00082386i,0.00068988+0.00095365i,0.00043777+0.0007198i,0.00043579+0.00040734i,0.00052473+0.00027401i,0.00013718-0.00026655i,0.00035703-0.000511i,0.00091544-0.00060667i,0.00057838-0.00027679i,-8.6809e-05-0.00014063i,-9.8056e-05-0.00056136i,0.00011115-0.00046484i,0.00011839+5.7666e-05i,-0.00045585+0.0003357i,-0.00031043+0.00040137i,0.00043774+0.00044886i
-0.00055469-0.0010571i,-0.00096748+0.00036969i,-0.0013325+0.00036713i,-0.001265+0.00029629i,-0.0010856+0.00099133i,-0.00022435+0.0019963i,0.00049556+0.0015658i,0.00049705+0.00087485i,0.00053806+0.0011596i,9.7374e-05+0.0013811i,-0.00049762+0.00095323i,-0.00039849+0.00066229i,-7.4171e-06-5.9987e-05i,0.0003134-0.00031339i,0.00042636+0.00031842i,0.00024056+0.00023872i,-0.00014191-0.00030556i,-0.00081164-0.00012542i,-0.00058449+0.00017746i,0.00032734+0.00041513i,0.00025501+0.00055079i,0.00027889+0.00045376i,0.0008274+0.00015473i
-0.0018801-2.9464e-05i,-0.0015165+0.00042191i,-0.00085897+0.0014386i,-0.00065266+0.0018333i,0.00076963+0.0015221i,0.0020354+0.0010899i,0.0011288+0.00096428i,0.000583+0.00099719i,0.00053266+0.0013309i,8.2373e-05+0.0012879i,-0.00018102+0.00077877i,0.00023415+0.00021254i,0.00085496-0.0005139i,0.00047914-0.00023787i,-9.8543e-06+0.00039646i,-0.00028611+0.00029689i,-0.00075491+7.887e-05i,-0.0002178-0.00014842i,0.00040778+0.00026678i,0.00044046+0.0003964i,0.00037174+0.00044098i,0.00036187+0.00031546i,0.00083615+0.00019774i
-0.00052141+0.00025554i,0.00013127+0.00040086i,0.00046634+0.0010584i,0.00061514+0.001283i,-0.00034028+0.00070457i,-0.00088362+0.00065987i,-0.00094698+0.00062988i,-0.00051341+0.00058322i,-0.00028609+0.00093356i,0.00017821+0.00048409i,0.0006392-0.000368i,0.00012585-0.00043953i,-8.0498e-05-0.00017823i,-8.8084e-05+0.00012566i,0.00017607+0.00010995i,0.00011013-0.00037501i,-0.00073413-0.0006598i,-0.00095873-5.6507e-05i,-0.00081124-0.00015051i,-0.00086426-0.00050274i,-0.00054632-0.0001824i,-0.00091246-0.00041718i,-0.00072672-0.00065072i
-0.00094345-0.0015131i,-0.0011626-0.00066497i,-0.00082717-0.001299i,4.008e-05-0.0014603i,0.00039172-0.00037969i,0.00059296+0.00081892i,0.00020397+0.00051499i,-9.8879e-05-0.0005302i,-0.00037746-0.00054694i,-0.0002407-0.0001501i,8.7745e-05-0.00017254i,0.00063741-0.00030842i,0.00063134+0.00048573i,0.00060522+0.00069958i,0.00079904-0.00035703i,0.00011117-0.00087712i,-0.0002937-0.00051908i,0.00054128-0.00011477i,0.00088646+6.5809e-05i,-0.00038046+0.00018697i,-0.00087167-7.2538e-05i,-0.00059858+0.00015566i,-0.00079944+0.00020102i
0.00017052-0.0019134i,-0.00033655-0.00084848i,-0.00056874-0.0014306i,-0.00056741-0.0010485i,-0.00093144+0.00054713i,-0.00027373+0.0018669i,0.00013498+0.0021206i,-0.00017911+0.0016599i,-0.00033722+0.0012787i,0.00019864+0.0007992i,0.00023851+0.00040473i,-0.00024369+0.00012462i,-0.00042413+0.0001066i,-1.4507e-05-5.9951e-05i,-0.00052375+5.0144e-05i,-0.00039426+0.00026664i,0.00098775+0.00026698i,0.00086179-0.00031863i,9.5661e-05-0.00082281i,-0.00024105-0.00026645i,-0.00058254+0.00030776i,-0.00050106+0.00025305i,0.00027842+0.00029043i
-0.0016979-0.00023861i,-0.00062937-0.0006461i,-0.00073953-0.0017003i,9.1595e-05-0.00083461i,0.0014535+0.00050927i,0.0010522+0.0009183i,-6.6654e-05+0.0010011i,-0.00010213+0.00075404i,0.00033886+0.00070041i,0.0003453+0.00089277i,3.7527e-05-5.9536e-05i,-0.00037951-0.0012424i,2.8295e-05-0.00093016i,0.0011968-0.00075127i,0.001436-7.4917e-05i,0.00073069-5.7374e-05i,-9.9966e-05-0.0011553i,-0.00014-0.00064652i,-0.00041374-0.00012932i,-3.2817e-05-0.00028984i,0.00051409-0.00025468i,0.00050126-0.00011989i,0.00055619+0.00039704i
-0.0020847+0.00018763i,-0.0021397+0.0013664i,-0.0024946+0.0019955i,-0.0012182+0.0013916i,0.00062543+0.00091989i,0.0015221+0.00082671i,0.0013252+0.00087373i,0.0004152+0.0010522i,0.00012527+0.0010393i,0.00030289+0.00086911i,0.00079532+0.00035642i,0.00082835+0.00038574i,0.00060375+4.45e-05i,0.0007249-0.00032122i,2.4209e-05-0.00025611i,-0.00043142+6.3168e-05i,-0.00013203+0.00058692i,5.4832e-05+0.0003571i,0.00016341+2.0837e-05i,4.6524e-05+0.00042092i,0.00027257+0.0011044i,0.00020832+0.00097679i,8.8819e-05+0.00026977i
-2.4948e-05-0.00038101i,-0.0004197-0.00086729i,-0.0011089-0.0019466i,-0.0015004-0.0012561i,-0.00097092+0.00044187i,0.00047323+0.00071761i,0.00082789+0.0012256i,0.00081803+0.0013507i,0.0001469+0.00082361i,0.00012818+0.0013143i,0.0010026+0.0016021i,0.0011616+0.00093878i,0.00065149+0.00025578i,0.00057581+0.00036484i,0.0003277+0.00051962i,0.00019891+0.00058468i,0.00089651+0.00016012i,0.0012128-0.00055356i,0.0014582-0.00039821i,0.00086815-0.00024272i,-0.0002986+0.00019561i,-0.00064857+0.0001414i,-0.00040713-0.00013756i
0.001235-0.00086936i,0.0016229-0.0010684i,0.0015633-0.00093181i,0.0010816-0.0014266i,0.00043327-0.0017098i,-0.0004644+7.221e-05i,-0.00097286+0.0008857i,-0.00062508+0.00030236i,-0.00022824+0.0011488i,0.00042314+0.0012666i,0.00094636+0.00057372i,0.00053161-2.5783e-05i,-8.7569e-06-6.0796e-05i,-0.00037504-0.00035295i,-0.00053259-0.00034813i,-0.00053093-0.00054892i,-0.00018514-0.0007731i,0.00015898+0.00026079i,-0.00010026+0.0004202i,-0.00010382-0.00065912i,0.00035635-0.00094719i,0.00049746-0.00058994i,-0.00040134-0.00051871i
-0.003378+0.0011369i,-0.0038946+0.0020876i,-0.0045999+0.0037247i,-0.0027076+0.004201i,-0.00064777+0.0042319i,0.00031699+0.0035536i,0.00046206+0.001975i,0.00021128+0.00047574i,-0.00019882+0.00048416i,-8.2477e-05+0.00073195i,0.00074583+0.00062335i,0.0008293+0.0011281i,4.3027e-05+0.0006224i,-0.00054024+0.00011517i,-0.00029126+0.0010156i,0.00023826+0.0017169i,0.00069166+0.0011873i,0.00080713+0.00025503i,-0.0001198-0.00018196i,-0.00049146-2.7948e-05i,0.00033764+0.00087369i,0.00073407+0.0013515i,-0.00040655+0.0014695i
0.0010337-0.00069861i,0.001285-7.0123e-05i,0.0013735+0.00058786i,0.00091855-0.0002901i,0.00092089-0.00048825i,0.00064567+9.5389e-05i,0.00053236+2.7723e-05i,0.00089901+0.00014163i,0.000218+0.00049787i,-0.0001814+0.00015266i,-0.00031548-0.00023706i,0.0001307+0.00021062i,0.0003038-4.2716e-05i,0.00016538-0.0003563i,-0.00038331-0.00042402i,-0.0002942-0.00057997i,0.00029172-0.0002113i,0.00029993-1.7191e-05i,-0.00037047-0.00012804i,0.0002977-0.00022161i,0.0012302-0.00013384i,0.0010538-0.0001734i,0.00079442+0.00018017i
-0.00099577-0.0003322i,-0.00031631-0.00053892i,0.00034601-0.0001661i,0.00052002-0.00038093i,0.00094823-0.00053325i,0.00029651-0.0002696i,-0.0013059+0.00018766i,-0.001428+0.00045891i,-0.00082832+0.00041852i,0.00049661+0.00070961i,0.0013346+0.0012602i,0.00084521+0.00084192i,0.00068014+0.00042361i,0.00065218+0.00053347i,0.00064954+0.00080094i,0.0010415+0.00055214i,0.00069853+8.5125e-05i,-0.00027277-0.00050596i,-0.00070645-0.00093013i,-0.00055647-0.00018555i,-0.0003843+5.7481e-05i,-0.00021323-9.8122e-05i,-0.00066849-0.00012755i
0.0011436-0.0006817i,-0.00051916-0.00064795i,0.00021309-0.00096733i,0.00049353-0.00081029i,-0.00030103+0.00013872i,-0.0010229+0.00095827i,-0.00024759+0.00095913i,0.00047252+0.00051424i,0.00058971+0.0010899i,0.00050618+0.0015054i,-5.8838e-05+0.000583i,-0.00039644+0.00039759i,-0.0005467+0.00021913i,-0.0004093-0.00016718i,-0.00044518-0.00043992i,-0.00046396-0.00055236i,-0.00069189+6.775e-05i,-0.0010151+0.00016674i,-0.00091729-0.00053141i,-0.00085771-0.00058966i,-0.00014468-0.00036664i,6.7373e-05-0.0002776i,-0.00017244-0.00019287i
-0.00022419-0.00065845i,-8.4407e-05-0.0015125i,0.00038386-0.0026276i,0.00034805-0.0019446i,-0.00083772-0.0011786i,-0.0015682-0.00071961i,-0.00068413-7.0625e-05i,-0.00030591+0.00018712i,-0.0002371+0.00089578i,0.00011096+0.00097976i,-0.0001573+0.00049172i,-0.00043483+3.2085e-05i,-0.00026878-0.00048073i,-0.00012251-0.00030102i,-1.7882e-05+3.2015e-05i,0.00020696+0.00047725i,-0.00022058+0.0007436i,-0.0008749+0.00024315i,-0.00065906+0.00020911i,0.00013568+0.00035335i,0.00060568+0.00066042i,0.00037332+0.00033465i,-0.00044783+0.00018979i
0.00087089-0.00054535i,0.0011595-0.00019308i,0.00077072-0.00059873i,0.00024215-0.00074067i,0.00010724-0.00069347i,-0.00016956+6.052e-05i,-0.00023694+0.00056378i,-8.9885e-05+0.00029051i,-0.00029847+0.00044822i,-0.00070475+0.00066999i,-0.00032361+0.00045701i,-0.00010556+0.0004414i,-1.3208e-05+0.00070713i,-0.0002176+0.000631i,-0.00045832+0.00032009i,-0.00027592+0.00043343i,-0.00035774+0.00020288i,-0.0011894-0.00040947i,-0.0015099-0.00014945i,-0.0010124+0.00035025i,-0.00076772+0.00031406i,-0.00069882+0.00053105i,-7.7485e-05+0.00023657i
-0.00062776-0.00091198i,-0.00035049-0.00074206i,-0.00044679-0.0017289i,-0.00045655-0.0022188i,-0.00016241-0.000458i,0.00033793+0.00081274i,0.00089262+0.00057529i,0.0015505+0.0010202i,0.0011922+0.0010705i,0.00026891+0.00075256i,-3.2055e-05-1.5845e-05i,0.00021661-0.00040072i,-5.7251e-05-3.3636e-05i,-0.00042322-0.00030361i,-0.00023796-0.00036768i,5.5011e-06+7.3898e-05i,-0.00028803-9.0554e-05i,-0.00035113-6.2014e-05i,-0.00028873+0.00013548i,-0.00078101+3.9715e-05i,-0.001079+0.00013482i,-0.00092737+0.00035973i,-0.0003806+0.00091418i
0.0008978-0.00057925i,0.00039875-0.000551i,0.00077128-0.001275i,0.0010349-0.0015212i,0.00025248-0.0009722i,4.534e-05-0.00045011i,0.00081409-0.00048131i,0.00027543-9.2286e-05i,-5.019e-05+0.00027372i,0.0012994+0.00094076i,0.0021296+0.0017286i,0.0012721+0.0013787i,-0.00063879+0.00093953i,-0.001061+0.0004662i,-0.00046733+0.00051126i,-0.00026261+0.0011963i,0.00061925+0.001081i,0.00086685+0.0006299i,-0.00013892+0.00020293i,3.7586e-05-0.00050552i,0.00085587-0.00077362i,0.00055791-0.0010475i,-4.2769e-06-0.0010034i
0.001197-0.0016736i,0.00082463-0.0022658i,0.00010631-0.0018919i,-0.00021655-0.00072089i,-0.00063683+8.4646e-05i,-0.00050624+0.00075568i,-0.0012729+0.0010616i,-0.001412+0.00080399i,-0.00051639+0.00026359i,-3.8427e-05+0.00066447i,0.00042335+0.00063339i,-5.5748e-05+0.00031036i,-0.00069062-0.00039031i,-0.00045396-0.00064064i,0.0002941-0.00012452i,0.00076969+0.00041877i,0.00018077+6.2512e-05i,-0.0001845-0.00052214i,-3.6878e-05-0.00025775i,0.0005883-0.00026i,0.00063982-1.8704e-05i,-0.00047244+0.00040908i,-0.00058021-0.00047363i
-0.00025643-0.0011384i,0.00035321+5.2151e-05i,-0.00014258-0.00054148i,-0.00039521-0.0014278i,-0.00027209-0.00027028i,0.00040705+0.00035841i,0.00080879+0.00034613i,0.0001094-0.0004079i,0.00070053-0.00060711i,0.00081351+0.00033123i,0.00018849+0.00036168i,0.00038024-0.00020539i,0.00032892-0.00062664i,0.00016727-0.00085845i,0.0001348-7.8823e-05i,-6.0017e-05+0.00026021i,0.00024944-0.00050467i,0.00029422-0.0011214i,8.2512e-05-0.00055538i,0.00022463+6.7393e-05i,-0.00015753-0.00013383i,-0.00022343+0.0005758i,0.00011666+0.00081497i
-0.0003971+0.00082918i,-0.00046954+0.0010994i,-0.00079403+0.00097763i,-0.00068602+0.0015833i,0.00019328+0.0019883i,3.2706e-05+0.0017153i,-0.00055158+0.0013393i,1.4716e-05+0.0012799i,0.00059081+0.0011936i,0.0009986+0.00022629i,0.0007581-0.0007591i,-0.00032159-0.00062754i,-0.00040725+0.00011103i,4.0704e-05-0.0004104i,-7.2067e-05-0.00030861i,-1.7987e-05+4.6859e-05i,7.8504e-05+0.00018555i,-6.7639e-05+0.0002699i,0.00038084-0.00064595i,0.0002141-0.0013264i,-0.00040875-0.0010575i,-0.00038688-0.0011094i,-0.0003648-0.0009335i
0.00039009-0.0015235i,-0.00079339-0.001369i,-0.0013563-0.0021189i,-0.00038943-0.0030558i,-0.00030862-0.0014144i,-0.0010541+0.00076665i,-0.00037741+0.00087629i,0.00061271+0.0010488i,0.0005147+0.001304i,0.00041268+0.00063504i,-1.9279e-05+1.107e-05i,-0.00027043+0.00013089i,-0.00035448+4.7703e-05i,-0.00056152-0.00015875i,-0.00016029-0.00035716i,-0.00034672-0.00052235i,-0.00076326-0.00048659i,-0.000557-6.5039e-05i,0.00044736+0.0010245i,0.00060765+0.0014817i,-0.00031328+0.00091668i,-0.00089524+0.00060109i,-0.00053495+8.1975e-05i
-0.0025714-0.001466i,-0.0011621-0.00061079i,-0.00093139+0.00026027i,-0.00023287+0.00078314i,0.00051518+0.0010736i,0.00036507+0.00069887i,-0.00029354+0.00014165i,-0.00031303+0.00040176i,0.00026891+0.00055837i,0.00050121+0.00039795i,0.00027032+0.00011673i,-6.3486e-05+0.0005598i,-5.1898e-06+0.0012609i,-5.4403e-05+0.00078214i,4.0092e-05+0.00023909i,0.00059364-0.00013587i,0.0010605-0.00035538i,0.0013469+0.00014588i,0.00073+0.00053161i,-2.2595e-05+0.00043464i,0.00024027+0.00060971i,0.00020094+0.00056522i,-0.00015303+6.6438e-05i
0.0003628+0.00040865i,5.83e-05+0.00086717i,-5.8677e-06+0.00099228i,9.182e-05+0.00066249i,0.00041844+0.0010295i,0.00013711+0.00086667i,-0.00015977+0.00052136i,-0.00018936+7.5035e-05i,-0.00040995+0.0002323i,0.00071436+0.0011868i,0.0017736+0.00074738i,0.0015233-0.00054796i,0.00062208-0.0012298i,-3.9885e-05-0.00099079i,-0.00021701-0.0010705i,7.3629e-05-0.00095345i,-0.00017581-0.0001866i,0.00011964-0.00043731i,0.00055044-0.00028164i,0.00055051+0.00091219i,0.00060438+0.00048013i,0.0002738-5.754e-05i,-0.00050549+6.9453e-05i
0.0017955-0.0015333i,0.0009697-0.0021769i,0.00052201-0.0029953i,-0.00051803-0.0031327i,-0.0014769-0.0021851i,-0.0017402-0.00050424i,-0.00083813+0.00063917i,-0.00025921+0.00028178i,0.00013147+4.1994e-05i,0.00086593-0.00029442i,0.00070932-0.0010513i,5.1941e-05-0.00051131i,9.2379e-05+0.00038662i,1.207e-05-6.6431e-05i,-0.00020565-0.00069077i,-0.00035169-0.00036188i,-0.00028167+0.00012927i,0.0003542+0.00033543i,0.00077869+0.00017217i,0.00096075-0.00053522i,0.0010621-0.0006028i,0.00046755+0.0001589i,0.00057809+0.00079428i
-0.00031764+0.0013739i,0.00076717+0.0013265i,0.00062521+0.0009345i,8.2635e-05+0.00015543i,0.00080109+0.00075372i,0.0010333+0.0013325i,0.00015315+0.0011724i,-0.000247+0.00074532i,-0.00018033+0.00070365i,-0.00056369+0.00098239i,-0.00025412+0.0015257i,0.00067987+0.0015987i,0.0004657+0.00066525i,0.00060387-0.00041528i,0.00091847-0.00075939i,0.00072637-0.00014932i,0.00091297+0.00040665i,0.00073763-0.00013638i,5.1597e-05-0.00090246i,0.00023042-0.00050092i,0.00024589+0.00015534i,1.4565e-05-0.00048937i,-0.00016745-0.00055283i
0.00022486-0.00084493i,-0.0010383-0.0011234i,-0.0015591-0.0019825i,-0.0018875-0.00067419i,-0.0015748+0.00067706i,-0.00072839+0.00026508i,-0.00057775-0.00077471i,-0.00049854-0.0008133i,6.764e-05-0.00022256i,0.00077795-0.00032323i,0.001416-0.00045509i,0.00078805+2.9376e-05i,-0.00049135+0.00018909i,-0.00088012-0.000182i,7.6554e-05-0.00054799i,0.00061793-0.00032497i,3.7963e-05+0.00025718i,-0.00030524+0.00037244i,0.00014968+0.00032337i,0.00011751+0.000269i,-4.9612e-05+0.0001011i,-1.9186e-05+0.00016822i,-0.00021169-1.2284e-06i
0.00024081-0.00027965i,0.00031265-0.00040526i,-0.00024626-0.00098145i,0.0010377-0.0011665i,0.0020175-0.00098937i,0.00071562-0.00035709i,-0.0010849-0.00027658i,-0.00087373-0.00052426i,0.00072326-0.00025619i,0.0013376+0.00033088i,0.0010958+0.00089075i,0.00061422+0.00067616i,0.00027176+0.00050961i,0.00023766+0.00047357i,0.00033416+0.00024492i,0.000218-0.00011499i,-5.4509e-05-3.3912e-06i,-0.00015914+0.00067683i,-0.00029718+0.00012467i,2.4321e-05+1.9851e-05i,9.5633e-05+0.00048557i,-3.5166e-05+0.00065993i,-0.00012645+0.00056798i
-0.00053885-0.00090532i,-0.0010625-0.0012273i,-0.00064034-0.0012378i,0.00029183-0.00045375i,0.001517+0.00083844i,0.0014719+0.0010021i,0.0015608+0.0011881i,0.00065766+0.001082i,8.9278e-05+0.00082521i,0.000406+0.00059977i,3.3944e-05-0.00043295i,-0.00013288-0.00038748i,0.00010365-0.00019877i,0.00058519-0.00053179i,0.00053729-0.00026533i,-0.00065376+0.00015662i,-0.0012713+0.00015164i,-0.00089614+0.00037169i,-9.4679e-05+0.00030637i,0.00057557+8.4783e-05i,0.00050383+0.00017453i,-0.00019634+0.00027214i,-0.001106+7.3716e-05i
0.00010062-0.00011524i,0.00011996-0.00033451i,0.00087102-0.00071111i,0.0016717-0.0011598i,0.0013845-0.00019908i,0.00036003+0.0004725i,4.898e-05+0.00020156i,0.00038891+0.00011771i,0.00088406+7.3694e-05i,0.00099126+9.1813e-05i,0.00067292-0.00012286i,0.00068205-0.00040383i,0.00088321-0.00054997i,0.00048544+0.00020162i,0.00031798+0.00060755i,0.00057209-0.00040346i,0.00084418-0.00070876i,0.00084957+0.0003343i,4.5424e-05+0.00088952i,-0.00037383+0.00015151i,-0.00048675-0.00016946i,-0.00053378-0.00023507i,-0.00039628-2.2591e-05i
-0.00089796+0.00065879i,-0.00075753+9.3039e-05i,-0.0011153+2.257e-05i,-0.0014101+0.0009419i,-0.00073948+0.0013782i,-0.00035828+0.0013581i,-0.0001798+0.0010842i,-0.0001134+0.001526i,-0.00034716+0.0016269i,-0.00014329+0.00042675i,-0.0002955-0.0002367i,5.4676e-05-0.00045196i,0.00066805+0.00010813i,0.00022777+0.00033332i,0.00026895+0.00031046i,0.00040739+0.00016727i,3.5279e-05-0.00017464i,-0.00013663+0.00030382i,-0.00014827+0.00010845i,-2.621e-06-0.0001706i,0.00018828+0.00020594i,6.9457e-05+0.00022272i,9.0635e-06-0.0004992i
0.0010876+0.00094164i,0.0019846+0.00068247i,0.0025082-0.00015132i,0.0023538-0.0013655i,0.001889-0.0021055i,0.00081943-0.0016438i,6.3581e-05-0.00066273i,-3.8224e-05-7.2499e-05i,6.7338e-05+0.00019225i,0.00041358-0.00012584i,0.00023746-0.00013927i,-4.9242e-05+0.00015332i,0.00021715+0.00023552i,5.6122e-05-0.00013355i,2.1591e-05-0.00083832i,0.00036467-0.00037842i,0.00042265+0.00080192i,0.00018464+0.00043546i,-8.0801e-05-0.00015542i,6.1424e-05-0.00046249i,-0.00013215-0.00072313i,-0.00085468-0.00044162i,-0.00053269-0.00012899i
0.00058549-0.00018862i,0.00032003-0.00067683i,-0.00044009-0.0021996i,-0.00059553-0.0019518i,-0.00014892-0.0010251i,-0.00017663+0.00020004i,1.1978e-05+0.0018358i,0.00020404+0.0022408i,0.0004235+0.0020126i,0.0011117+0.0015293i,0.0011573+0.00092871i,0.00093018+0.00072038i,0.0012553+0.0006863i,0.0013594+0.00028216i,0.0008877+0.00057245i,-1.0865e-05+0.00090709i,-0.00060615+0.00030707i,-0.00031199+0.00026981i,-0.0001636-0.0001951i,-0.00029156-0.00082217i,-7.541e-05-0.0010556i,-5.8325e-05-0.0011582i,-0.00021853-0.00064161i
