-0.0011203+0.0006573i,-0.00020581+0.00045598i,-0.0012347+0.00050013i,-0.0021328-0.00014363i,-0.0030184-0.00013226i,-0.0027348+0.002311i,-0.0012219+0.0029441i,0.00030899+0.0014538i,0.0011936+0.0010755i,0.0011982+0.0018194i,0.00064768+0.0017094i,-6.8015e-05+0.0010191i,-0.00033963+0.00071817i,0.00013662+0.0010522i,-0.00012099+0.00095441i,-0.00034561+0.00087409i,-5.8455e-05+0.00073982i,0.00021143+0.00020836i,-3.3231e-05+0.00032315i,-0.00047174+0.000385i,-0.00017779+0.00016787i,0.00024867-0.00016702i,0.00063754-0.00024345i
0.0025857-0.0011539i,0.0020784-0.0011491i,0.0013998-0.0010408i,0.0016705-0.0011813i,0.00024637-0.0011847i,-0.0009527-0.0019083i,-5.83e-06-0.0021405i,3.3306e-05-0.0010076i,-0.00026437+0.00040431i,-0.00051159+0.00052246i,-0.00045168+1.1426e-06i,0.00041487+0.00024851i,0.00072703-0.00016437i,0.00064324-9.5102e-05i,3.3051e-05+1.1897e-05i,-0.0002756-0.00063898i,-0.0003582-0.00014799i,-0.000724+0.00048797i,-0.00011364-0.00036694i,0.0003428-0.00090924i,-6.9432e-05-0.00057943i,-0.0011039-0.00017949i,-0.00064863-0.00030709i
-0.001914+0.00012086i,-0.0017947+0.000562i,-0.0018919+0.0010505i,-0.0015139+0.00092937i,-0.00051598+0.0013508i,-0.00068329+0.0009648i,-0.00059908+0.00043258i,-0.00014919+0.00031423i,-0.00031002-0.00012847i,-0.0011174+9.291e-05i,-0.0011624+0.00090602i,-0.00035915+0.0010517i,0.00023137+0.00064866i,-0.00010474+0.00011959i,-0.00040349+0.00030378i,0.00027905+0.00023859i,0.00050295+0.00022777i,-0.00028978+0.00031576i,-0.00072014-0.00040451i,-0.00076851+0.00015406i,-0.00077749+0.00073233i,-0.00082112+0.00093009i,-0.0003271+0.0010905i
0.00045516+0.0028314i,0.00090299+0.0038733i,0.00056799+0.0034902i,0.0011928+0.0017163i,0.0015645-0.00024107i,1.2708e-05-0.001088i,-0.000518-0.00080849i,0.00035687-0.00076772i,0.00016636-0.00018297i,-0.00024053+0.0004763i,0.00037019+0.00074769i,0.0011597-3.113e-05i,0.0011865-0.0010262i,0.0014519-0.0011683i,0.0013375-0.00079487i,0.00076225-0.00085633i,0.00069225-0.00058551i,0.00040954+0.00083764i,-0.00020977+0.0007851i,-0.00051836-0.00032984i,-5.7728e-05+7.465e-05i,6.1554e-05+0.00032653i,-0.00014973+0.00051881i
-0.00015209-0.0018631i,-0.0010637-0.0016062i,-0.0003068-0.0013881i,-0.00014204-0.00056537i,-0.00099613+0.00047622i,-0.00040859+0.0013073i,0.00041889+0.0015918i,0.00011914+0.0010867i,-0.0013356+0.00064574i,-0.0014732+0.00045146i,0.00020553+0.0012423i,0.00096838+0.0013641i,0.00024224+0.00066431i,-0.00038925-0.00010005i,-0.00025887-0.0008164i,0.00031472-0.0010644i,0.00086747-0.001096i,0.00056325-0.00045446i,-0.00042363-0.00019464i,-0.0011918-0.00027432i,-0.00051986-0.00042343i,0.00035415-0.00086428i,0.00055539-0.00050792i
0.0018865+0.0018333i,0.0024027+0.0022677i,0.0023908+0.0010369i,0.0012615-5.9144e-06i,0.00036832+6.1255e-05i,0.00016179-0.00068338i,0.00031056-0.0017514i,0.00095041-0.0013226i,0.0010631-0.00030443i,0.00091238-5.1076e-05i,0.00079679-0.00012748i,0.00061986-0.00088252i,0.0002902-0.00097581i,-0.00050583-0.0006804i,-0.00063587-1.9812e-05i,-3.4951e-05+0.00071542i,-0.00041977+0.00021175i,-0.0007737-0.00078639i,-0.00067045-0.0011314i,-0.00041037-0.0005731i,-0.000176-0.00019753i,-0.00039271-3.925e-05i,-0.00021601-0.00049683i
-0.0009731+0.0019291i,0.00010762+0.0025505i,0.00041169+0.0030167i,0.0014343+0.0021765i,0.002308+0.00036805i,0.0011784-0.00031352i,-0.00017307-0.0001378i,7.7051e-06-0.0001349i,-8.042e-05+0.00015601i,-0.00021418+0.00070788i,0.00045692+0.00044257i,0.0006504-0.00011704i,0.00084333+0.00033536i,0.0009763+0.00048233i,0.00072518+0.00053886i,0.00016457+5.1211e-05i,-0.00025804+0.00046936i,0.00030614+0.001206i,-6.5547e-05+0.00026569i,-0.00079355-0.00049312i,-0.00018085-0.00055614i,-0.00019513-0.00016739i,-0.00011078+0.00019375i
-0.00082743+0.0023019i,-0.0015359+0.0016486i,-0.0018743+0.00074325i,-0.0016444-0.00054307i,-0.001098-0.0011652i,-0.00081117-0.0011646i,-0.00017656-0.0011142i,0.00096889-0.00010963i,0.00078498+0.00060777i,0.00016383+0.00047289i,0.0010154+0.00038538i,0.0014661+0.00025918i,0.00061017+0.00061016i,0.00041821+0.0011342i,0.00092223+0.00062915i,0.0010057-3.0493e-05i,0.00088499+0.00027207i,0.00071772+0.00068271i,3.4728e-05+0.00033477i,-0.00027309-0.0005814i,4.1383e-05-0.00042934i,-1.8733e-06+0.00035774i,-0.00046105+6.7103e-05i
0.00072371+0.0010925i,0.0022669+0.0017146i,0.002141+0.001892i,4.4271e-05+0.0013489i,-0.002121+0.0007232i,-0.0018851-0.000166i,-0.00061683-0.0011199i,-0.00081985-0.0006858i,-0.0013997-0.00052252i,-0.0010145-0.00017903i,-2.9664e-05+0.00091507i,0.00039104+0.00098447i,-0.00017817+0.00014964i,8.1665e-05-0.00059215i,0.00094097-6.8691e-05i,0.00033528+0.00090186i,-0.00038878+0.00066421i,-0.00013893-3.5537e-05i,-0.00057982+0.00024216i,-0.0012033+0.0007343i,-0.0011752+0.00012428i,-0.00067633-0.00048361i,0.0003724+0.0001742i
-0.0014787-0.00074148i,-0.0018016-0.00079268i,-0.0018253-0.00083982i,-0.0016067+0.00021352i,-0.0013595+0.00084384i,-0.00068894+0.00056328i,0.00065701+0.00020358i,0.00054911-0.00021944i,-0.00037796-0.00030877i,-0.00080919-8.3027e-05i,-0.00048964+0.00030334i,-0.00051081+0.00024082i,-0.00083326-0.0003034i,-0.00043733+0.00035746i,-2.6741e-05+0.0014166i,0.00025184+0.00034071i,0.00051722-0.00047607i,-6.7808e-06-0.00040162i,-1.2165e-05-0.00052442i,3.0228e-05-0.0003719i,-0.00027927-0.00032801i,0.00015993+9.9741e-05i,-0.00014212+0.00090697i
-0.0022094+0.00099147i,-0.0019198+0.0010721i,-0.0013019+0.0011938i,0.00011279+0.00093538i,0.0011995+0.00077775i,0.0010848+0.00040661i,0.00088799+0.00031581i,0.00019771+0.00022133i,-0.0010545+0.0005386i,-0.0013579+0.0011764i,-0.00056477+0.001287i,0.00016315+0.00027911i,0.00050697-0.00030805i,0.00089262-0.0001527i,0.00066296-4.8824e-05i,-1.3672e-05+0.00042365i,-0.00024301+0.00066685i,4.2343e-05+0.00015855i,2.2995e-05+3.7575e-05i,3.8669e-05+0.00056235i,-0.00012953+0.0010774i,0.00016092+0.0010975i,0.001006+0.0012537i
0.00064184-0.00016365i,0.00093272+1.6886e-06i,0.00099611+0.00088837i,0.00097602+0.00026523i,0.00014463+0.00048406i,-0.0010912+0.00095436i,-0.00085891-0.00049309i,0.00018447-0.00061263i,0.0005607+0.00023032i,0.00024773+9.4167e-05i,0.00048038+0.00035429i,0.00083187+0.0010896i,-0.00039437+0.0012014i,-0.00074168+0.00022794i,-0.00027504-0.00028555i,-0.00015585+0.00019048i,6.2828e-05+0.00088486i,0.00014724+0.0010823i,0.00016506+0.00018392i,-2.017e-05-0.00049294i,0.00018116-0.00031337i,0.00052123+1.0306e-05i,0.0004634-0.00049194i
0.0014704+0.0010846i,0.00079089+0.00037979i,0.0011539+3.4884e-05i,0.0012866-0.00050028i,0.00013924-0.0014278i,-0.0012085-0.0015438i,-0.0010179-0.0008236i,-0.00033886+2.3283e-05i,-0.00054301+0.0009672i,-0.00088193+0.00099356i,-0.00065083-0.00019079i,7.4348e-06-0.00063953i,-0.00026505-0.00038505i,-0.00046811-6.0035e-05i,0.00054017+0.00023734i,0.0011583+0.00028126i,0.0006577-8.7844e-05i,-3.6974e-06-8.4099e-05i,-6.9799e-05-8.4203e-05i,-0.00046012+6.2112e-05i,-0.0010002+1.4923e-05i,-0.00039848-0.00013934i,-6.9364e-05-0.00054444i
-0.0011664-0.0017789i,-0.00029729-0.0013883i,-0.00098796-0.001751i,-0.0022152-0.0010727i,-0.0025196-0.00078367i,-0.0016269-0.0006434i,-0.00072129-0.00054056i,-0.00063343-0.00031741i,-0.00037428-0.00022325i,-0.00061763+0.00011252i,-0.00099795+0.00037333i,-7.398e-05-0.00067766i,0.00072899-0.0012298i,0.00013031-0.00070971i,-0.00064775+0.00017461i,0.00022178+0.00081082i,0.00092191+0.00096003i,0.00016777+0.00064636i,-0.00078954+7.5235e-05i,-0.00078233-0.00016694i,-8.9767e-05-2.5477e-05i,-0.00019987+0.00035186i,-0.00017982+0.00038357i
0.00076436+0.0010512i,0.0021447+0.0015477i,0.0019934+0.0013212i,0.0013384+0.0011117i,0.00078996+0.0007746i,0.00033532-9.4471e-05i,-0.00014694-0.00012947i,-0.00023843+5.5307e-05i,8.2116e-05+0.00021205i,0.00041716+0.00035558i,0.00052511+0.00071172i,0.0010331+0.0010224i,0.0015677+0.00049331i,0.00090248+5.252e-06i,2.8384e-05-0.00071787i,-0.00033354-0.00087055i,-0.00066887-0.00025131i,-0.00040212-1.6525e-05i,0.00018236+9.6154e-05i,0.00022155-0.00041352i,0.00022431-5.8513e-05i,0.0002073+0.00034891i,9.1756e-06-0.00018782i
-0.0001173-0.00014966i,-9.4259e-05+0.00043437i,8.9495e-05-5.2864e-05i,0.00064504+0.00031277i,8.1845e-05-0.00024509i,-0.0002146-0.00075665i,-0.0005911-0.00057484i,-0.0013229-0.00092687i,-0.00073339-0.0010763i,-0.0007131-0.00042874i,-8.0391e-05+0.00051193i,0.0008795+0.0010787i,0.00035648+0.0011499i,-4.9143e-05+0.00039674i,-0.0003134-5.5469e-05i,-0.00051084+4.1821e-05i,0.00019274+0.00025257i,0.00096219-0.00024735i,0.00093227+0.00033035i,-1.151e-05+0.0013427i,-0.00059152+0.00077931i,-0.0005991+0.00043231i,-0.00049326+0.00028455i
0.00092936-0.00010806i,0.00062259+0.00053557i,-0.0010415-0.00069256i,-0.001333-0.00065735i,-0.0008824+0.0001021i,-0.00045638+0.00018266i,3.761e-05+0.00014285i,0.00010477+0.00087763i,0.00039999+0.00091594i,0.00018609+0.00046434i,-0.00088004+0.00064026i,-0.0002013+0.00041544i,0.00039803-0.00027764i,-1.5036e-05-3.0561e-05i,0.00011777+0.00051522i,-2.9255e-05+0.00056852i,-5.9772e-05+0.00050816i,0.00074634+0.00015846i,0.0011141-0.00012679i,0.00086204+0.00016118i,-8.4349e-05+0.00076016i,-0.00091946+0.0010927i,-0.0007316+0.00092795i
0.00070828-0.00080992i,0.0010776-0.0012756i,0.0015284-0.0010765i,0.001444-0.00080568i,0.00054976-0.00094412i,3.2692e-05-0.00080846i,0.00023335-0.0011339i,-7.3075e-05-0.00079886i,-0.0010007-0.00021116i,-0.00097011+0.00067652i,-0.00010718+0.0013214i,0.00013356+0.0002689i,-4.3202e-05-0.00029459i,0.00010076-8.3312e-05i,9.2391e-05-8.4144e-05i,0.00044349+0.00024222i,0.00048284+0.00068455i,0.00059216+0.00053921i,0.00053593+0.00035627i,-9.8857e-05+0.00035732i,-0.00062873+0.00026409i,-0.00049686+0.00069424i,0.00014023+0.00075504i
-0.003736+0.0024223i,-0.0032315+0.0027176i,-0.0024048+0.0027456i,-0.0015046+0.001777i,-5.1957e-05+0.00014838i,0.00017325-0.0008662i,0.00063159-0.00054939i,0.00083526-0.0001885i,0.00061591+0.00020535i,0.00043285+0.00083645i,0.00018913+0.001049i,0.00052756+0.00061512i,0.00050614+0.00012464i,0.0005731+0.00037631i,0.00037115+0.00055209i,5.2804e-05-0.00014366i,0.00019419-0.00026194i,0.0002429-0.00021161i,0.0001502+0.00043714i,0.00018531+0.0007697i,2.1601e-05+0.00032306i,-3.9787e-05+0.00058986i,0.0004093+0.00072373i
0.0010982-0.0013421i,0.0005826-0.0017664i,-0.00016248-0.0024103i,-0.00016942-0.0015792i,-0.00011225-0.00062853i,-0.00076663-1.2902e-05i,-0.00065041+0.00062926i,-0.000377+0.00025165i,-0.00047935-0.00011809i,-0.00059281-7.6578e-05i,-0.0007285+0.00011639i,-0.00055644-8.1557e-05i,-0.00041424+0.00016858i,-0.00024885+0.00013619i,-0.00056345-0.00061891i,-0.00073759-0.00073558i,0.00014183-5.0163e-05i,0.0010906+0.00068123i,0.0014917+0.00046316i,0.001109+0.00058447i,-7.6142e-05+0.00039445i,-0.00075328+0.00054979i,-0.00023833+0.00067132i
-0.00097461-0.0019097i,-0.0012014-0.00084701i,-0.0015576-0.00020498i,-0.0015297+0.0007676i,-0.0017712+0.0015258i,-0.0020493+0.0014238i,-0.0012314-6.3479e-05i,5.5613e-05-0.00071289i,-0.00019191-0.00015169i,-0.00072731+0.00074163i,-0.00022471+0.00075631i,-0.00011581+0.00051299i,-0.00077503+0.0010435i,-0.0012697+0.00065807i,-0.0010193-1.1206e-05i,-0.00023773+0.00019196i,0.00010923+5.1914e-05i,0.00040624-0.0002527i,0.00027843-0.00032125i,-0.00042265-0.00053489i,-0.00037323-0.00058077i,0.00014934-0.00035291i,-0.00015674+0.00033548i
0.00025423-0.00057945i,0.00055278-0.00042749i,4.0682e-05-0.0011079i,-0.0007388-0.0010608i,-0.00063856-0.00076039i,0.00010702-0.00089086i,0.00082106-0.00071165i,0.00031754+1.9679e-05i,-0.0010722+0.00046486i,-0.0016131+0.00061109i,-0.0013416-0.00014443i,-0.00056923-0.00075614i,0.0002537-0.0005776i,0.00013013-0.00017392i,0.00012177+0.00018525i,0.00017068+0.00017099i,0.00016174-0.00018007i,-0.00011034-0.00070635i,-0.00053949-0.0008215i,-0.00027926-0.0003298i,-4.6617e-05+0.00034797i,-0.00028899+0.00082103i,-2.406e-05+0.00051033i
-0.0017776-0.00096047i,-0.0031338-0.00046636i,-0.0032479-0.00063273i,-0.0021522+0.0009909i,-0.0022054+0.0017852i,-0.0022789+0.001182i,-0.0017647+0.00058525i,-0.00066869-1.1558e-05i,-0.00036962+0.00015785i,-0.00031186+0.00082957i,-7.339e-05+0.00056917i,-5.3434e-05+0.00021328i,0.00042236+0.0002997i,-0.00027201+0.00028488i,-0.0012851+0.00035024i,-0.00067571-9.126e-05i,-2.5679e-05-0.00062115i,0.00073915-0.00048971i,0.00068569-4.5381e-05i,2.0142e-05+0.00020515i,-0.00033381-0.00028145i,-0.0008759-0.00084159i,-0.00053158-0.00090227i
0.0014524-0.00037703i,0.0021885+0.00062026i,0.0020227-0.00023904i,0.00042479-0.00035767i,-0.0008005-0.00032308i,-0.00063507-0.00048916i,-0.00086457-0.00036057i,-0.0010706-0.00047158i,-0.0008779-0.00061068i,-0.00082991-0.00076863i,-0.0004815-0.00035722i,6.785e-05+0.00039767i,0.00012011-4.283e-05i,0.00040813-0.00093364i,0.0004483-0.00060863i,0.00022647+6.1803e-05i,0.0010416-0.00028856i,0.0010871-0.00048454i,-3.8509e-05-0.00027553i,-0.00045956-0.00049277i,-1.0644e-05+0.00024209i,0.00028286+0.00072305i,0.00060285+0.00047494i
-0.0007601-0.00069475i,6.3093e-05-0.001166i,-0.00064535-0.0014876i,-0.00047904-0.00058172i,-0.00016773-9.0496e-05i,-0.00060742-0.00037665i,-0.0010827-0.00045097i,-0.00010791-0.00012202i,0.00078021+0.00057855i,0.00033186+0.0011358i,-0.00040937+0.00082665i,-0.0006534+0.00034131i,-0.00056949+0.00075867i,-0.00084764+0.0012879i,-0.00017142+0.001595i,0.00064464+0.0010884i,0.00091361-0.00019571i,0.00098143-2.3893e-05i,-2.0731e-05+0.00091326i,-0.0005558+0.00062965i,-0.00064619+0.00020118i,-0.00076423+1.6609e-05i,-0.0003949-0.00010305i
-0.00059409+7.831e-06i,1.0437e-05+0.0010942i,-0.00023627+0.0023718i,-0.00030536+0.001778i,-0.00022486+0.0011049i,-0.00047233+0.0006036i,-8.8633e-06+0.00013103i,0.00029108+0.00047764i,-0.0002298+0.0007293i,1.752e-05+0.00091479i,1.5794e-05+0.00096126i,-0.00041828+0.00097278i,2.8687e-06+0.0010091i,0.00021097+0.0010858i,0.00031022+0.00095075i,0.0011439+0.00079585i,0.0011346+0.00051991i,0.00028233+0.00062962i,-0.00014685+0.00040857i,-8.7974e-05+0.00043492i,-0.00051889+0.0014702i,-0.00099358+0.00095659i,-0.00052464+0.00059898i
0.0021661-8.18e-05i,0.0015616-0.00055677i,-5.3233e-05-0.0015948i,-0.00097963-0.0010385i,-0.0012481-0.0009461i,-0.0013719-0.00080567i,-0.0011322-0.00012633i,-0.00013073+0.00022802i,6.5435e-06+0.00087409i,-0.00040526+0.001477i,-0.00029061+0.0015025i,4.3623e-05+0.00080047i,0.00016833-8.4439e-05i,0.000287-0.00027461i,-0.0003968+0.00029722i,-0.00038581+0.00017146i,8.0126e-05+0.00019015i,0.00026581+0.00040643i,0.00088019+0.0005015i,0.0010678+0.00084186i,0.00047654+0.00075315i,-0.00020332+0.00022447i,9.3904e-05+0.000638i
0.00083876+6.2603e-05i,0.00032012+0.0012147i,-0.00029688+0.0015507i,-0.0010322+0.0007602i,-0.0014781-0.00043685i,-0.0010018-0.0011878i,-0.00045884-0.00082626i,-0.00071425-0.00014799i,-0.0016869-3.2306e-05i,-0.0013456+0.00018888i,-0.00022879+0.00018487i,0.00026159-1.8438e-05i,0.00038107-0.00019133i,0.00073829-0.00021816i,0.000586+0.00055992i,0.00017863+0.00078606i,0.00018245+3.6872e-05i,0.00042747-0.00026004i,0.0002301-0.00037103i,0.00050217-0.00047961i,0.00038371-0.00069702i,-0.00010299-0.00018043i,0.0002605+0.0006374i
0.00080086-0.0010138i,-0.00034619-0.0012445i,-0.00086746-0.001434i,-0.00079405-0.00023134i,-0.0012224+0.00021552i,-0.001301+0.00034845i,-0.00093121+0.0004592i,-0.00061195+0.00077375i,-0.00035373+0.0017288i,-0.001142+0.0019096i,-0.00068166+0.00093645i,0.0003808+0.00025964i,0.00040074-0.00019986i,-2.0789e-05-0.00042369i,-3.3753e-05-0.00020714i,-9.618e-05+9.046e-05i,6.842e-05+0.00036539i,0.00048262+0.00039962i,0.00018402+0.00021933i,-9.8615e-05+0.0002081i,0.00014605+0.00017127i,-0.00012713+0.00013385i,-3.0314e-05+0.00023716i
0.0018947-0.0014174i,0.0026143-0.0014428i,0.0016712-0.0021163i,0.00065223-0.0012525i,-0.00027805+3.6956e-05i,-0.0002011+0.00050343i,0.00052393+0.0008139i,0.0002525+0.0003167i,0.00022383-0.00018415i,0.00023896+0.00050813i,4.0145e-05+0.00072593i,6.3188e-05+0.0003193i,-1.7503e-05-0.00018861i,0.00047329-0.00011839i,0.0010981+0.00028029i,0.00075848-0.0002504i,-0.00022623-0.00079417i,-0.00074202-0.00074516i,-0.00023758-0.00068523i,-0.0003484-0.00030502i,-0.00084743+0.00023256i,-0.00051982+0.00064924i,0.00012367+0.00045921i
0.0010332-0.0014822i,0.00082974-0.0017376i,0.00036297-0.00073439i,0.00024536-0.00027782i,-0.00053814-0.0016198i,-0.001389-0.0021086i,-0.00042265-0.0017598i,0.00078528-0.0012756i,0.00070206-0.00029767i,0.00017257+0.00022139i,0.0004646+8.8519e-05i,0.00042131+0.00034945i,0.00028869-9.6961e-05i,0.00033575-0.00073727i,0.0005939-0.00076786i,0.00066283-0.00021233i,-3.6485e-05+8.6915e-05i,-0.00010579+0.00040398i,0.00018622+0.00093803i,2.6793e-05+0.00040602i,-7.3914e-05-0.00019977i,0.00014271-0.00034126i,-0.00076734+0.00020885i
-0.00098964-0.0014277i,-0.00089143-0.0018362i,-0.0014206-0.0018617i,-0.0020564-0.000881i,-0.0017174-0.00057199i,-0.0013466+0.00024339i,-0.0016097+0.00032974i,-0.00099708-0.00041167i,-0.00046834+2.1917e-05i,0.00015281+0.00082528i,0.00055796+0.0008928i,0.00043287+1.1746e-05i,0.00035451-5.4177e-05i,4.9811e-05+0.00016207i,0.00034409-0.00018907i,0.00053017+0.00018021i,-0.00016599+0.00048227i,8.0954e-05+0.00097103i,0.00010308+0.00089049i,7.6663e-05+0.00062054i,-0.00024391+0.00041737i,-0.0012145-0.00035568i,-0.0012269-9.8806e-05i
-0.00063936-0.0002542i,-0.00053788+0.00084506i,-0.00020685+0.00148i,0.00052963+0.0020965i,-1.2169e-05+0.0016686i,-0.0003626+0.00043304i,0.00044784-0.00021975i,0.00064337+0.00039265i,0.00061839+0.00071086i,0.00045053+0.00059187i,0.00034455+0.00017895i,0.00020866-0.00048075i,-0.00023116-0.00053604i,-0.00019525-2.5567e-05i,-2.0648e-05-0.00015817i,0.00020133-0.00011504i,0.00025327+0.00026704i,-0.00024968+0.00026369i,-0.00019463+0.00021309i,-0.00079447+0.00039869i,-0.00066428-0.00012738i,0.00020932-0.00033554i,0.0001889+0.00013673i
0.00159-0.0020494i,0.0016538-0.0021451i,0.0018516-0.0027259i,0.000725-0.0022173i,-0.0011289-0.0019091i,-0.0023976-0.0014986i,-0.0020565-0.00073623i,-0.00069372-0.00039626i,4.3906e-05-0.00018621i,-0.00021285+0.00049413i,5.3292e-05+0.00086702i,0.00018316+0.00056738i,-3.2257e-05+0.0002412i,0.00028968-0.00039202i,-9.1421e-05-0.00034137i,-0.00053412-0.00076542i,-0.00037982-0.00027809i,0.00065777+0.00065198i,0.0012592+0.00061298i,0.00043718+6.3154e-05i,-0.00044194+3.2671e-05i,-0.00051265+0.00070703i,0.00038621+0.00028599i
-0.0015727-0.0036657i,-0.00093797-0.0023875i,-0.0015818-0.0018583i,-0.0017027+0.00025047i,-0.0010339+0.0021355i,-0.00047497+0.0021189i,1.9629e-05+0.00077203i,0.00034607-0.00015599i,-0.00039183+0.00039206i,-0.0015989+0.0011422i,-0.0013936+0.00091228i,-0.0010966+0.00062499i,-0.00065242+0.00083774i,9.8433e-05+0.00071539i,-6.3314e-05+0.00022678i,0.0001513+5.4455e-05i,0.00040008-5.2121e-05i,0.00016852+2.0194e-05i,-0.00017523+0.00031472i,-0.00026341+0.00037558i,-0.00011613+0.0004581i,-0.000378+0.0007615i,-0.00072926+0.00086673i
0.00078832-0.000254i,0.00048133-0.00065388i,-0.00026877-0.00087686i,0.00097503-0.00014394i,0.001309+0.00025675i,1.1655e-05+0.0004117i,-0.00017324+0.00017554i,0.00031009+0.00033939i,0.00018027+0.00044097i,-0.00032834+0.00026887i,-0.00046261+0.00067545i,-2.2947e-05+0.00095322i,-8.6179e-05+0.001637i,8.6277e-05+0.001148i,0.00040559-0.00016303i,0.00070817-0.00038928i,0.00046895+7.5077e-05i,-0.00024689-2.4796e-06i,-0.00051749-0.00019351i,-0.00059089-0.00029354i,-0.00075221+1.3436e-05i,-0.00057476+0.00013771i,9.4715e-05+0.00070209i
0.00040665+0.00021679i,0.0003572+0.00099755i,-0.00061898+0.00069784i,-0.0010745+4.8463e-05i,-0.00085161-0.00031723i,-0.00020439-0.00049027i,4.5737e-06-0.00070844i,-0.0004369-0.00092634i,-0.00032737-0.0012807i,-0.00025773-0.0010975i,-3.7161e-05-0.00045122i,0.00067627-0.00031644i,0.00071088+0.00030523i,-6.4005e-05+0.000464i,-0.00075396-0.00056727i,-0.0010967-0.00095088i,-0.00070871-0.00040575i,-0.00032239+0.00060616i,-0.00034833+0.00061231i,-0.00022192+0.00046524i,-7.3971e-05+0.00042307i,-1.587e-05+0.00023912i,0.00016792+0.00084364i
0.00052057+0.00067917i,0.00092692+0.0011497i,0.0017864+0.00033701i,0.00090942-0.0010622i,-0.0011072-0.0012016i,-0.0021969-0.00060112i,-0.0021026-8.5248e-06i,-0.00092178-3.1906e-05i,0.00012415+5.456e-05i,0.00033769+0.00044118i,3.2476e-05+0.00050598i,-0.00028674-0.00022417i,-0.00015895-0.00035591i,-0.00015451-0.00041675i,-0.00027904-0.00055403i,-0.00020011-0.00064908i,0.00018219-0.00043297i,-0.00038574+0.00053962i,-0.00047397+0.00081033i,0.00014897+0.0012189i,0.00031072+0.0015568i,0.00052426+0.0008072i,0.00032261+0.00044976i
-0.0019999+0.00018678i,-0.0022292+0.00061409i,-0.0022779+0.00088637i,-0.0014799+0.0012716i,1.4491e-05+0.00085935i,0.00091564+0.0008844i,0.00070945+0.0010877i,-0.00028956+0.0007474i,-0.000356+0.00054108i,4.5821e-05+0.00037725i,-0.00014737+7.6529e-05i,-0.00059178-0.00069117i,-0.00014173-0.00020542i,0.00095079+1.1733e-05i,0.0013769-0.00063343i,0.00056263-0.00082499i,-0.00053661-0.00021273i,-0.00063656+0.00077904i,-0.00055201+0.00049128i,-0.00086064+0.00037095i,-0.0011045+0.00082716i,-0.00064495+0.00051444i,-0.00043378-0.00044413i
0.00027926+0.0018004i,-9.3013e-05+0.0022357i,0.00105+0.002423i,0.00089105+0.0016522i,-6.453e-05-0.00054272i,-0.00042917-0.0021737i,-0.00029225-0.0016145i,-0.00022637-0.00020582i,-0.00039443+0.00014887i,-0.00077399-5.8345e-05i,-0.00064275-6.2847e-06i,3.7251e-05+0.00018655i,9.1896e-05+6.2007e-05i,0.00016668-0.00053668i,0.00047175-0.00065002i,0.00054157-0.00015727i,0.00026084+4.4916e-05i,0.0002514+0.00033889i,0.0007685+0.00074747i,5.727e-05+0.00037347i,-0.00074472+0.00038903i,-0.00074103+0.00044331i,-0.00077286+0.00012723i
0.0029333-0.00033953i,0.0028563-0.00074578i,0.0027273-0.00097532i,0.0012283-0.001345i,-0.0006241-0.0010772i,-0.0013064+0.00020436i,-0.00049428-0.00011508i,0.00015035-0.0011845i,0.00035859-0.00084404i,0.00048959-0.00039693i,9.4555e-05+8.6032e-05i,-0.00057029+0.00038122i,5.4132e-05-0.00036757i,0.0011612+1.452e-06i,0.0011065+0.00053983i,0.00044863+0.00014337i,-0.00028449+0.00028964i,-0.00045623+0.0012055i,0.00026288+0.0010341i,0.00064265-0.00085248i,0.0004854-0.0012888i,-0.00031663-0.00037296i,-0.00076267-0.0004935i
0.001842+0.0021788i,0.0025586+0.0033395i,0.0023241+0.0043281i,0.0019245+0.0023804i,0.0013429-0.00025277i,0.00027013-0.001574i,-0.00040332-0.0014147i,-0.00049139-0.00041144i,-7.7235e-05-0.00016348i,0.00013075-0.00070418i,0.00017283-0.00042555i,0.00082026-0.00060499i,0.0010092-0.00064215i,0.00059764-4.2243e-05i,0.00060709+0.00053444i,0.00018435+0.00051953i,2.3681e-05-0.00034492i,-0.00043503-0.0015899i,-0.00092784-0.0010539i,-0.00080878+0.0002877i,-0.00027547+2.8131e-05i,0.00054058-0.00027672i,0.00033038+7.0657e-06i
0.00042557-0.0015138i,-0.00020763-0.00087605i,-0.0010618-0.00055143i,-0.0017207-0.00014203i,-0.0027051+0.00018562i,-0.0026988+0.00021929i,-0.0013429-8.0148e-05i,-0.00081455-0.00020386i,-0.0013619-1.5676e-05i,-0.001678+0.00065307i,-0.0009212+0.00090649i,0.00027749+9.8055e-05i,0.00051822-0.00070069i,-0.00024445-0.00026797i,-0.00059171+0.0011052i,-0.00018636+0.0010042i,6.9376e-05-0.00015868i,0.00054977+0.00010824i,0.00065769+0.00033705i,0.00048888-0.00031185i,-0.000291-0.00024375i,-0.0009175+0.000407i,-0.00026309+0.00018089i
