-0.00090043+0.00076462i,-0.0012882+0.00022655i,-0.0027127+0.00026301i,-0.0020353+0.00086961i,-0.0011187+0.0024814i,-0.0011243+0.0031944i,-0.00065455+0.0029287i,0.00011828+0.0022475i,0.00010445+0.0012043i,0.0003228+0.0004526i,0.00014678-0.00045138i,-0.00047552-0.00059881i,-0.0009783+0.00019584i,-0.0012371+0.00012876i,-0.00094198-0.00011448i,-0.00081456-7.9266e-05i,-0.0014693-0.00035983i,-0.00085331-0.00014452i,0.00036834-0.00011526i,0.00074255-0.00041935i,-1.0385e-05-0.00036133i,-0.00043959-0.000193i,-0.00031201-0.0001227i
-0.00078434+0.0071811i,-0.047652-0.0069794i,-0.16005-0.04005i,-0.26685-0.054955i,-0.24981-0.025895i,-0.13277+0.0020866i,-0.052423-0.009073i,-0.042082-0.0089574i,-0.036017+0.015573i,-0.014208+0.023095i,0.0039047+0.012027i,0.010312+0.00072112i,0.0092326-0.00074632i,0.0093765+0.0014184i,0.007513-0.0035471i,-0.0030154-0.011619i,-0.016505-0.017593i,-0.022037-0.019856i,-0.014646-0.017403i,-0.0033673-0.01476i,0.00080396-0.010978i,-9.048e-05-0.0029277i,0.0013544+0.0036861i
-0.0036038-0.013348i,0.026708-0.0086807i,0.10858+0.016909i,0.20973+0.03816i,0.2339+0.027372i,0.15125+0.015244i,0.063269+0.030362i,0.037611+0.032245i,0.032525+0.0045536i,0.016632-0.019764i,-0.00050831-0.027556i,-0.010369-0.021021i,-0.0074699-0.008933i,-0.002464-0.0046092i,-0.0066338-0.00070067i,-0.011951+0.012265i,-0.012817+0.026931i,-0.011338+0.030814i,-0.010518+0.020501i,-0.01154+0.0074029i,-0.0090571+0.00086588i,-0.0019113-0.0011988i,0.0043079-0.0028964i
0.0061722+0.011413i,0.021855+0.010488i,0.052221-0.0085673i,0.065388-0.035082i,0.029293-0.038323i,-0.0024017-0.018199i,-0.0047861-0.0093533i,-0.01643-0.0102i,-0.029299+0.00045468i,-0.028698+0.013043i,-0.023822+0.018086i,-0.014846+0.016395i,-0.01015+0.0060204i,-0.012405-0.0008503i,-0.0085834+0.00043697i,0.0017861+0.00058964i,0.013869-0.00040022i,0.020774+0.0008421i,0.015438+0.0049784i,0.0059113+0.01054i,0.0016946+0.01277i,0.00096888+0.0087131i,-0.00091272+0.0026898i
-0.0073948-0.0061554i,-0.050249+0.0084574i,-0.1479+0.049059i,-0.24315+0.099707i,-0.22223+0.10805i,-0.12426+0.053593i,-0.064221+0.0049437i,-0.035784+0.012064i,-0.0035989+0.029558i,0.015527+0.024255i,0.016947+0.014171i,0.014032+0.0077342i,0.00996+0.0061026i,0.00842+0.0070623i,0.008322+0.0045034i,0.0060309-0.0032196i,0.0018655-0.014093i,-0.00080527-0.01976i,0.0028777-0.014809i,0.0088515-0.0090084i,0.0091186-0.0067015i,0.0055317-0.0044535i,0.0036879-0.0032151i
-0.0029716+0.0044148i,0.025153-0.0078903i,0.11079-0.042996i,0.21434-0.087483i,0.22853-0.093476i,0.15005-0.036872i,0.088435+0.021118i,0.071327+0.014852i,0.043284-0.022551i,0.010016-0.033229i,-0.0036366-0.024762i,-0.0079464-0.015297i,-0.0048409-0.0071622i,-0.0010396-0.0039553i,-0.0033675-0.00097997i,-0.0075878+0.0064935i,-0.012465+0.012932i,-0.014546+0.011425i,-0.011157+0.0034661i,-0.0060993-0.0035693i,-0.0032155-0.0063995i,-0.0023162-0.0055958i,-0.0029101-0.004655i
0.012634-0.00485i,0.022099-0.015928i,0.017755-0.041335i,-0.0095875-0.067838i,-0.032768-0.062729i,-0.023616-0.03375i,-0.0024277-0.015321i,-0.0076542-0.00821i,-0.018659+0.0083274i,-0.012601+0.021855i,-0.0049863+0.021591i,-0.0022672+0.012877i,-0.0076448+0.0018998i,-0.013886-0.0012357i,-0.010208-7.9795e-05i,-0.0033728-0.00042429i,0.0016942+0.0015045i,0.0037317+0.0040897i,0.00079651+0.0047631i,-0.0018289+0.0072437i,-0.00097081+0.009863i,0.0018295+0.0090752i,0.0028611+0.0079406i
-0.015266+0.0086607i,-0.044036+0.042548i,-0.095481+0.12332i,-0.14392+0.20695i,-0.14221+0.1926i,-0.099218+0.088827i,-0.069023+0.010883i,-0.042731+0.004979i,-0.0045375+0.011657i,0.015131+0.0030128i,0.015032-0.00063915i,0.011344+0.001489i,0.0068173+0.0064747i,0.0064268+0.011408i,0.0084256+0.0094247i,0.0078233+0.0013342i,0.0050465-0.0071052i,0.0038255-0.0089507i,0.005218-0.0054548i,0.0075644-0.0047743i,0.0077083-0.0059915i,0.0062713-0.0047343i,0.0064107-0.0039104i
0.008641+0.0017004i,0.02768-0.022651i,0.072632-0.08748i,0.13132-0.16043i,0.15147-0.15709i,0.1145-0.073541i,0.079543-0.011673i,0.055244-0.021888i,0.012986-0.042676i,-0.014299-0.03454i,-0.015092-0.021685i,-0.010314-0.010232i,-0.0019156+0.00015309i,0.0053714+0.0024293i,0.0048444+0.002285i,-0.00013297+0.0039229i,-0.0066691+0.0043412i,-0.010407+0.0023473i,-0.0086915+0.00020985i,-0.0063881-0.0017093i,-0.0059407-0.0029906i,-0.0044714-0.0030336i,-0.0041035-0.0042647i
-0.0080469-0.011146i,-0.015558-0.021624i,-0.031952-0.033337i,-0.061707-0.037558i,-0.076725-0.024491i,-0.042575-0.0074149i,-0.0027961-0.0036901i,-0.0027146+0.0046696i,-0.0089368+0.023012i,-0.0017393+0.02633i,0.0013245+0.01404i,-0.00095792+0.0015364i,-0.0048683-0.0066011i,-0.0068909-0.0076691i,-0.0061299-0.0076631i,-0.0071992-0.0060452i,-0.0075801+0.001279i,-0.0064159+0.0078211i,-0.0062526+0.0093055i,-0.0047697+0.0089785i,0.00033084+0.0084908i,0.0053998+0.0042901i,0.0041689+0.00065038i
0.0049331+0.016148i,0.0055843+0.057642i,0.0036515+0.14103i,-0.0031526+0.23068i,-0.018552+0.22684i,-0.044704+0.12461i,-0.066117+0.04975i,-0.048744+0.037986i,-0.0085129+0.026115i,0.0079141+0.0058343i,0.0066836+0.00081586i,0.0040834+0.004744i,-2.6172e-05+0.0073434i,-0.0011271+0.0069328i,-0.00052313+0.0047648i,0.00043984+0.0030723i,0.0038244+0.0028381i,0.0083875+0.004095i,0.010381+0.0032184i,0.0091-0.00065977i,0.0055223-0.0052762i,-0.00064807-0.0052802i,-0.0026748-0.0001251i
-0.00099433-0.01366i,-1.9878e-05-0.043857i,0.013007-0.11159i,0.043965-0.19017i,0.073251-0.19223i,0.074571-0.10497i,0.060177-0.039131i,0.030394-0.035236i,-0.011491-0.033121i,-0.027983-0.014481i,-0.017726-0.0034207i,-0.0047527+0.0014124i,0.0053701+0.0059729i,0.0089187+0.0079162i,0.0078929+0.0083164i,0.0077704+0.0057578i,0.0056334-0.00065452i,0.0026376-0.0053297i,0.00087386-0.0049083i,-0.00072229-0.0025991i,-0.004692+3.0313e-05i,-0.0066141+0.0059078i,-0.0012479+0.0090112i
2.257e-05+0.0040242i,-0.010099+0.0039452i,-0.034574-0.0029641i,-0.070369-0.0027162i,-0.079632+0.0052209i,-0.036238+0.0021944i,0.013272-0.0094028i,0.024273-0.0048005i,0.022+0.011877i,0.019+0.013296i,0.0063087+0.0019968i,-0.0030887-0.0074588i,-0.0038177-0.013638i,-0.0035442-0.016073i,-0.0048448-0.01528i,-0.0071782-0.011636i,-0.0087832-0.0053782i,-0.0087399-0.00077988i,-0.0063313+0.00081822i,-0.0018699+0.0027933i,0.0042426+0.0063633i,0.012373+0.0042876i,0.01436-0.0042446i
0.0077317+0.0032909i,0.028919+0.030014i,0.066988+0.096992i,0.10661+0.17397i,0.099575+0.18111i,0.033221+0.11421i,-0.025068+0.066491i,-0.020996+0.052796i,0.0067712+0.023983i,0.010507-0.001792i,0.0041647-0.0039858i,0.00074984+0.00054439i,-0.0055949+0.0024139i,-0.011092+0.002543i,-0.013019+0.0031745i,-0.0098744+0.0065798i,-0.0025825+0.0097774i,0.0036589+0.0086541i,0.0059858+0.0039144i,0.0064244-0.0011151i,0.0065168-0.0061837i,0.0028792-0.011709i,-0.0049449-0.012841i
-0.0048544+0.0011184i,-0.020374-0.021508i,-0.039182-0.087309i,-0.047463-0.17385i,-0.025781-0.19578i,0.0042924-0.12217i,0.013086-0.050085i,-0.0037702-0.029594i,-0.026736-0.016659i,-0.024397-0.00035358i,-0.0064886+0.0031239i,0.0044971+0.0018637i,0.0087236+0.0062874i,0.0097574+0.011357i,0.011018+0.012485i,0.013055+0.0071337i,0.010078-0.0023397i,0.004669-0.0083526i,0.0025728-0.0069297i,0.00099731-0.0040233i,-0.0044228-0.0029884i,-0.010474+0.0020538i,-0.010596+0.011397i
-0.0037616-0.00089155i,-0.012897+0.004858i,-0.041684+0.020931i,-0.079987+0.043175i,-0.093425+0.046841i,-0.056435+0.017662i,-0.0070028-0.018573i,0.012808-0.027071i,0.015748-0.011042i,0.012644-0.0013005i,0.00035012-0.00012482i,-0.0085426-0.0019163i,-0.0067542-0.0079787i,-0.00094483-0.010957i,0.0026915-0.011796i,-5.5059e-05-0.011992i,-0.0068564-0.0096964i,-0.010406-0.0065612i,-0.0074943-0.0058362i,-0.0045309-0.0044098i,-0.0022953+0.0021664i,0.0035996+0.0080638i,0.010944+0.0060176i
0.0038044+0.0011013i,0.032339+0.0091531i,0.099369+0.034584i,0.16768+0.071229i,0.16089+0.089636i,0.085658+0.07914i,0.024361+0.065117i,0.011291+0.047888i,0.013601+0.01493i,0.0040462-0.0077382i,-0.0028118-0.0065845i,-0.0046064+0.0017308i,-0.010439+0.0056436i,-0.01591+0.0039736i,-0.018056+0.0028604i,-0.015717+0.0073627i,-0.0093764+0.012908i,-0.0045103+0.012964i,-0.0046358+0.0080828i,-0.0041445+0.004593i,0.0022788+0.0022034i,0.0090084-0.0029858i,0.0073489-0.010671i
-0.0021226+0.00051515i,-0.027534-0.011077i,-0.084377-0.04787i,-0.13319-0.099557i,-0.11092-0.11961i,-0.045318-0.079329i,-0.0087741-0.026834i,-0.011978-0.0021165i,-0.023433+0.0090994i,-0.018107+0.01311i,-0.0040716+0.0045948i,0.0034794-0.0011524i,0.0079584+0.0044231i,0.010892+0.011916i,0.01141+0.01354i,0.010817+0.0075016i,0.0078703+0.00088441i,0.003305+0.0010334i,0.0012768+0.0050443i,0.0039116+0.0057602i,0.0054463+0.00050847i,0.0013539-0.0056627i,-0.0045898-0.0045097i
-0.003277+0.00078124i,-0.0022246+0.016371i,-0.0031009+0.049569i,-0.021107+0.083072i,-0.052037+0.088122i,-0.053732+0.045859i,-0.026502-0.012325i,-0.0083895-0.033568i,0.0012215-0.019503i,0.0075151-0.0050826i,0.0032393+0.0021448i,-5.2921e-05+0.0045587i,0.0033907-0.0011728i,0.0069562-0.0079407i,0.007466-0.011863i,0.0024836-0.01306i,-0.0037319-0.010561i,-0.0043-0.0076382i,-0.00060087-0.0069844i,-0.00080699-0.0091654i,-0.0067065-0.0096909i,-0.011048-0.0048886i,-0.008549+0.0030541i
0.0064794+0.0012659i,0.029191-0.014488i,0.078298-0.037586i,0.13808-0.036703i,0.16133-0.0055401i,0.1151+0.020546i,0.050572+0.03035i,0.024607+0.024189i,0.015836+0.0044742i,0.0019133-0.0064274i,-0.0026067-0.0040721i,-0.0013252-0.00028654i,-0.0062776+0.0017757i,-0.011995+0.0017153i,-0.014684+0.0022956i,-0.01265+0.0071214i,-0.0074868+0.011277i,-0.0051068+0.010366i,-0.0066045+0.0070535i,-0.0082677+0.0073682i,-0.0064788+0.01166i,-0.00028938+0.01382i,0.0059206+0.0098153i
-0.0061441+0.0064901i,-0.034739+0.017873i,-0.082378+0.036031i,-0.11724+0.021749i,-0.10135-0.028792i,-0.047428-0.040935i,-0.0045816-0.0080695i,0.0028152+0.012825i,-0.0061572+0.018257i,-0.0051318+0.016483i,-0.00037456+0.0038169i,-0.0011509-0.0049502i,0.00019358-0.0011352i,0.0040936+0.0050764i,0.006727+0.0084003i,0.0077625+0.0073181i,0.0072872+0.0061849i,0.006864+0.0088715i,0.0082893+0.012949i,0.012536+0.014264i,0.018138+0.010206i,0.019781+0.0017287i,0.016198-0.0059527i
0.0030835+0.0021697i,0.022158+0.0078334i,0.044936+0.013359i,0.03326+0.031041i,-0.01693+0.05839i,-0.046879+0.05152i,-0.041512+0.0041922i,-0.031283-0.022186i,-0.013572-0.012902i,0.0029784-0.0038276i,0.0056893+0.00094058i,0.0058406+0.0014165i,0.0068746-0.0045971i,0.0073821-0.0074647i,0.0067827-0.0074817i,0.0034703-0.0077605i,0.0021402-0.0088091i,0.0046492-0.010883i,0.00855-0.014227i,0.0080067-0.020193i,-0.00065483-0.023667i,-0.010439-0.019836i,-0.013231-0.013287i
-0.00081497-0.0058959i,-0.0076462-0.031736i,-0.004123-0.062042i,0.040216-0.072966i,0.097283-0.056723i,0.094376-0.032121i,0.046338-0.0055953i,0.020985+0.0079276i,0.012851-0.0009157i,0.00091341-0.0074161i,-0.0036641-0.005789i,-0.0036825-0.0028895i,-0.0051102+0.00048417i,-0.0075244+0.00036436i,-0.0092391+0.00021273i,-0.0079315+0.0019755i,-0.0067998+0.0028481i,-0.0077802-0.00017384i,-0.011264-0.0055574i,-0.01719-0.0038042i,-0.020076+0.0062509i,-0.016007+0.014388i,-0.011197+0.015067i
-0.0047684+0.011107i,-0.0075177+0.044503i,-0.0094503+0.083376i,-0.025946+0.074275i,-0.047356+0.01543i,-0.030362-0.016941i,0.011841-0.006423i,0.022357+0.0057738i,0.0053632+0.010678i,-0.0019903+0.010478i,-0.0044678+0.0043289i,-0.0091621+0.00092269i,-0.0096402+0.0023374i,-0.0072942+0.0040486i,-0.0027126+0.0041331i,0.0018823+0.0034562i,0.0036214+0.0050338i,0.0022995+0.0091819i,0.0011289+0.014482i,0.0067084+0.018657i,0.018264+0.017452i,0.024673+0.010645i,0.022732+0.0051308i
0.009946-0.0025483i,0.022903-0.027123i,0.01986-0.055348i,-0.012964-0.032375i,-0.044878+0.042377i,-0.051856+0.068271i,-0.048494+0.029385i,-0.034901+0.0036795i,-0.010208+0.00040014i,0.0041077-0.0027456i,0.0065944-0.0012283i,0.0079542+0.0014678i,0.0069382+0.0010048i,0.0059476+0.0020071i,0.005563+0.0012281i,0.0043427-0.0030322i,0.0035351-0.0073991i,0.00454-0.0092226i,0.008519-0.0098454i,0.0098522-0.014485i,0.0038164-0.020422i,-0.0035541-0.020197i,-0.0037917-0.015701i
-0.018496-0.0025773i,-0.046118+0.0044801i,-0.054443+0.016109i,-0.0018296+0.00347i,0.068105-0.03714i,0.069136-0.043659i,0.031257-0.00788i,0.014455+0.0056642i,0.0059791-0.0051113i,-0.0039517-0.0080712i,-0.0054135-0.0041449i,-0.001488-0.00072546i,0.0017978+0.00016124i,0.0010771-0.0017116i,-0.0022589-0.0022434i,-0.0058259-0.0015001i,-0.0096098-0.0018321i,-0.012039-0.0034224i,-0.014922-0.0063306i,-0.019353-0.0044332i,-0.021178+0.0048261i,-0.01776+0.011888i,-0.012473+0.011551i
0.012369+0.013953i,0.04673+0.028037i,0.080896+0.029199i,0.059186+0.007045i,-0.002121-0.018898i,-0.010152-0.028692i,0.022767-0.028699i,0.021339-0.01847i,0.0008556+0.0023905i,-0.0037334+0.012407i,-0.0036909+0.0083587i,-0.0066346+0.0056006i,-0.0084716+0.0062595i,-0.0068552+0.0057947i,-0.0036947+0.004235i,-0.0014149+0.0044307i,0.00028345+0.0079868i,-0.00041859+0.011976i,-0.001021+0.01565i,0.0051831+0.018377i,0.017765+0.015369i,0.024017+0.0087866i,0.017714+0.0035617i
-0.013435-0.018867i,-0.041473-0.044738i,-0.087197-0.049193i,-0.10586+0.007057i,-0.077042+0.082856i,-0.043439+0.094493i,-0.031277+0.050467i,-0.019218+0.01601i,-0.0041515+0.00018737i,-8.0763e-05-0.0053314i,0.00074624-0.0027504i,0.0033644-0.00098012i,0.0047291+0.0024037i,0.0063087+0.0072719i,0.0068544+0.0079631i,0.0049723+0.0045527i,0.0025481-0.00018185i,0.0033267-0.0019031i,0.0079124-0.0035754i,0.0088197-0.010666i,0.0026957-0.019365i,-0.0031886-0.020725i,-0.0022992-0.01406i
-0.0045232+0.023886i,-0.0015699+0.058473i,0.029814+0.080451i,0.077012+0.035736i,0.090541-0.036645i,0.059135-0.045752i,0.025978-0.0081082i,0.010625+0.0061168i,0.0012508-0.0024371i,-0.0031198-0.0048612i,-0.0017542-0.0040545i,0.0021006-0.0063315i,0.0044351-0.010297i,0.0035467-0.012362i,0.001244-0.0095239i,-0.0023113-0.0046085i,-0.0056567-0.0021342i,-0.0064375-0.0028557i,-0.0088468-0.0040238i,-0.015933+0.00020695i,-0.021197+0.0095175i,-0.018536+0.014093i,-0.0093985+0.0098443i
0.017584-0.016277i,0.039681-0.050202i,0.046551-0.09132i,0.010458-0.094865i,-0.031537-0.062747i,-0.025973-0.047081i,-0.0044448-0.044084i,-0.0029652-0.019497i,-0.0029501+0.0096304i,0.0031338+0.015344i,0.0015961+0.0083365i,-0.0054036+0.0039387i,-0.0093655+0.0024235i,-0.01005+0.0011165i,-0.0074774+0.00065299i,-0.0027134+0.0022445i,0.00061712+0.0047453i,0.0010855+0.0073895i,0.0028803+0.011049i,0.010612+0.013856i,0.02125+0.013849i,0.024191+0.010254i,0.015551+0.0045924i
-0.026489+0.0094254i,-0.067649+0.031212i,-0.10596+0.077473i,-0.091329+0.12957i,-0.036006+0.14696i,-0.010124+0.11467i,-0.012643+0.060826i,-0.0089153+0.01692i,-0.0056307-0.0029962i,-0.0047565-0.0030925i,-0.0026387+0.0011858i,-0.00032556+0.0049121i,0.0027234+0.0088103i,0.0063263+0.010822i,0.0076796+0.0091843i,0.0059933+0.0047268i,0.0044019+0.0010697i,0.0064078+6.562e-05i,0.0096823-0.0040902i,0.0076929-0.013935i,0.0023877-0.022627i,-0.0013967-0.023755i,-0.0026934-0.016043i
0.018941+0.0080059i,0.063007+0.013613i,0.11611-0.0052398i,0.1289-0.061605i,0.091034-0.10352i,0.049851-0.071014i,0.029994-0.012816i,0.016625+0.0066904i,0.0048218+0.00079301i,-0.0016026-0.00581i,-0.0028578-0.0085138i,-0.001878-0.0102i,-0.0014693-0.011766i,-0.0017938-0.010989i,-0.0023466-0.0083656i,-0.0037958-0.0057358i,-0.0050881-0.0046453i,-0.0062488-0.0062917i,-0.0089907-0.0056851i,-0.014637-0.00010279i,-0.020579+0.0071819i,-0.020564+0.010492i,-0.012872+0.007898i
-0.012404-0.017237i,-0.042226-0.050278i,-0.083883-0.07723i,-0.10713-0.064516i,-0.093347-0.03403i,-0.059092-0.03016i,-0.029347-0.027153i,-0.008572-0.00376i,0.005769+0.011834i,0.010056+0.0090469i,0.005231+0.0041266i,-0.002268+0.0037063i,-0.0069492+0.0054971i,-0.0076432+0.00622i,-0.0057455+0.003692i,-0.0024575+0.00096115i,-0.0010703+0.0013193i,-0.0015639+0.0034044i,0.00038609+0.0059826i,0.0071839+0.0095858i,0.01583+0.012552i,0.018063+0.013169i,0.011831+0.01063i
0.00037832+0.025581i,0.0047087+0.074347i,0.021212+0.13673i,0.044324+0.1677i,0.04923+0.15297i,0.032494+0.11353i,0.014765+0.056251i,0.00063789+0.006914i,-0.0078242-0.0079223i,-0.0067766-0.00211i,-0.0011437+0.0036387i,0.0035407+0.0070308i,0.0071884+0.0097249i,0.0090493+0.010474i,0.0074177+0.0089909i,0.0053728+0.0059284i,0.0049612+0.0025572i,0.0050494+0.00011372i,0.0053975-0.0042124i,0.0058251-0.010862i,0.0048448-0.017167i,0.0036841-0.018421i,0.0033163-0.012844i
0.012158-0.015002i,0.032667-0.05635i,0.049994-0.11689i,0.040486-0.15643i,0.021118-0.14147i,0.019174-0.088682i,0.023327-0.033658i,0.02041-0.0056902i,0.010673-0.0052865i,-0.0015914-0.0095042i,-0.0071817-0.0087707i,-0.0057702-0.0078984i,-0.0039855-0.0087161i,-0.0032616-0.0080523i,-0.0034332-0.0058452i,-0.0045579-0.0046508i,-0.0058196-0.0048159i,-0.0075567-0.005139i,-0.0099033-0.0036644i,-0.012122+0.00076529i,-0.015391+0.0051174i,-0.016137+0.0058164i,-0.010898+0.0026795i
-0.021819+0.0087371i,-0.062617+0.027393i,-0.10409+0.051136i,-0.10923+0.059092i,-0.084258+0.038549i,-0.058416+0.0074867i,-0.032436-0.0035672i,-0.0083936+0.0035301i,0.0033905+0.0080531i,0.0057033+0.0051317i,0.0031857+0.001292i,-0.00065215+0.00095502i,-0.0018139+0.0013907i,-0.0023042+0.00084208i,-0.0024394+0.00040582i,-0.0025052+0.00059006i,-0.0036724+0.0025417i,-0.0041905+0.0054655i,-0.0022427+0.0068202i,0.0033344+0.0063212i,0.010728+0.0069736i,0.013237+0.0083895i,0.0094143+0.0076077i
0.022887+0.0054069i,0.064876+0.017071i,0.11202+0.036968i,0.12663+0.065333i,0.10694+0.088356i,0.070295+0.079309i,0.024939+0.036439i,-0.010985+0.0016077i,-0.019973-0.002557i,-0.010133+0.0028721i,-2.9298e-05+0.004038i,0.0044545+0.0034929i,0.0056481+0.0041407i,0.0063616+0.0057116i,0.005879+0.0062014i,0.0045665+0.0052286i,0.0041787+0.0036613i,0.0050199+0.0025738i,0.0046086+0.00073887i,0.0020025-0.0035905i,-0.00015535-0.010048i,0.00057583-0.012697i,0.0027684-0.0090205i
-0.019723-0.015227i,-0.047918-0.044485i,-0.07465-0.084327i,-0.075486-0.11326i,-0.054223-0.1179i,-0.025994-0.087115i,-0.00033681-0.037057i,0.012933-0.012174i,0.0074137-0.011884i,-0.0040247-0.0095922i,-0.0080227-0.0036681i,-0.0086157-0.0030408i,-0.0087616-0.0050611i,-0.0076326-0.0048726i,-0.0067274-0.0031162i,-0.0064562-0.0022717i,-0.0065551-0.0019506i,-0.0059914-0.0013141i,-0.0052112+0.00031556i,-0.0062278+0.0044026i,-0.0083729+0.0094943i,-0.007709+0.0087946i,-0.0042023+0.0024796i
0.0062062+0.02399i,0.011081+0.058397i,0.0075299+0.093387i,-0.010289+0.094476i,-0.029726+0.064378i,-0.033685+0.035131i,-0.017897+0.020237i,-0.00026439+0.018221i,0.0091191+0.017882i,0.012312+0.0097178i,0.0090566+0.0014283i,0.0040771-0.0012379i,0.00041033-0.0030081i,-0.0017677-0.0038503i,-0.0018916-0.0027132i,-0.0011652+8.9054e-05i,-0.0016593+0.0037251i,-0.0024254+0.0048379i,-0.00046849+0.0041134i,0.0054321+0.0038974i,0.011961+0.003764i,0.012319+0.0026009i,0.0067418+0.0010708i
0.0025997-0.017793i,0.017837-0.044605i,0.046312-0.055652i,0.079033-0.023365i,0.092601+0.024084i,0.072489+0.03522i,0.023867+0.01676i,-0.014892+0.0072065i,-0.019319+0.0081757i,-0.0077143+0.0066798i,-0.00067705+0.0043952i,0.0011382+0.0049646i,0.0040751+0.0077242i,0.0066757+0.0086645i,0.00668+0.0065775i,0.0059514+0.003545i,0.0075624+0.00077627i,0.0077431-0.00010635i,0.0057112-0.0010362i,0.0021823-0.0054735i,-0.0031457-0.010486i,-0.0051689-0.010011i,-0.0027875-0.0032853i
-0.013827+0.015166i,-0.038855+0.027609i,-0.068864+0.021868i,-0.085544-0.020317i,-0.080108-0.059352i,-0.055326-0.052457i,-0.016184-0.024784i,0.0075854-0.017985i,0.0023661-0.018412i,-0.005683-0.0083359i,-0.0053348+0.00019971i,-0.0047625+0.001759i,-0.0051064+0.0011775i,-0.0047392+0.0014143i,-0.0040692+0.001037i,-0.0044163-0.00037512i,-0.0051046-0.0013751i,-0.0034854-0.0016928i,-0.0024876+0.00049783i,-0.0036923+0.0057514i,-0.0046538+0.011079i,-0.0031386+0.010108i,0.00055794+0.003763i
0.014947-0.0027198i,0.037438-0.0015147i,0.051903+0.012268i,0.034505+0.035606i,0.0057383+0.047384i,0.001318+0.037356i,0.012064+0.020231i,0.022277+0.014438i,0.026207+0.010624i,0.018097+0.00058666i,0.0069175-0.0055717i,0.0014497-0.006983i,-0.002711-0.0068947i,-0.0053102-0.0055233i,-0.0033916-0.0032557i,-0.0011335-0.00059267i,-0.0019086+0.0011335i,-0.0035582+0.0010809i,-0.0018965-0.00032431i,0.004742-0.0012916i,0.010894-0.0015416i,0.01021-0.0025228i,0.0037215-0.0045421i
-0.01052-0.0022066i,-0.026832-0.010915i,-0.023257-0.017566i,0.022155-0.0098966i,0.068836+0.0040807i,0.05735+0.0074221i,0.01041+0.010412i,-0.016014+0.015801i,-0.016502+0.013054i,-0.0084375+0.0069847i,-0.0023895+0.0048121i,0.0015527+0.0060837i,0.007414+0.0068368i,0.009602+0.0052439i,0.0057456+0.002569i,0.0030825-0.0010492i,0.0033531-0.0040017i,0.0031692-0.0037441i,0.0009378-0.0027123i,-0.0026742-0.0051265i,-0.0064962-0.0083878i,-0.0083372-0.0064136i,-0.006633+0.00061091i
0.0098569+0.01015i,0.017654+0.023334i,0.010303+0.02346i,-0.030887-0.0034742i,-0.072301-0.028615i,-0.061938-0.021742i,-0.021994-0.012569i,-0.0064479-0.020451i,-0.011188-0.01867i,-0.0097383-0.0059106i,-0.0035401+0.00054438i,-0.00038075+0.0014661i,-0.0011139+0.0015594i,-0.0021465+0.0015999i,-0.0023954+0.0026543i,-0.0044131+0.0021551i,-0.0060962+1.496e-05i,-0.0041625-0.0010858i,-0.0018107-0.00030351i,-0.00217+0.0031925i,-0.0017044+0.0080948i,0.001235+0.0087579i,0.0047811+0.0047979i
-0.004122-0.011785i,-0.00843-0.024745i,-0.0080463-0.022465i,0.0011209+0.0082995i,0.016428+0.032211i,0.024571+0.018373i,0.024705-0.0023719i,0.02854-0.0071615i,0.027015-0.0086186i,0.013219-0.010978i,0.00026117-0.010734i,-0.0064551-0.0089583i,-0.0089341-0.005624i,-0.0084227-0.0033959i,-0.006369-0.0023737i,-0.0036278-0.00029826i,-0.0036856+0.0022924i,-0.0058368+0.0042302i,-0.0048915+0.0038576i,0.00043864+0.00099044i,0.0063078-0.0023563i,0.0067943-0.0045062i,0.0021636-0.0073134i
-0.0060555+0.012063i,-0.0070186+0.025786i,0.0078708+0.031074i,0.040598+0.012009i,0.056619-0.0083767i,0.036548-0.0014103i,0.0064576+0.016369i,-0.011543+0.025027i,-0.015751+0.023304i,-0.0091633+0.016568i,-0.0014617+0.009981i,0.0035147+0.0059974i,0.0077062+0.0030885i,0.00841-1.9943e-05i,0.0043509-0.0011379i,0.00051027-0.0008311i,-0.0002101-0.00043316i,0.00056266-0.00010758i,0.00028719+0.00010279i,-0.0031926-0.00072754i,-0.0080769-0.0013844i,-0.0088087+0.001405i,-0.0064038+0.0052463i
0.0053579-0.012208i,0.010181-0.026167i,-0.0064126-0.03794i,-0.052468-0.02996i,-0.079948-0.0057219i,-0.055469+0.0092275i,-0.023349+0.0022682i,-0.017464-0.0074984i,-0.016759-0.0048014i,-0.0078264-8.7148e-05i,-0.0013927-0.00015472i,-0.0004614-0.0003222i,-0.0014266+0.0012518i,-0.0013158+0.0036695i,-0.00016587+0.0046625i,0.00021952+0.0034277i,0.00019836+0.0023617i,0.0015777+0.0017576i,0.0019195+0.0020648i,0.0020729+0.0041252i,0.0030829+0.0076129i,0.0055493+0.0085223i,0.0080267+0.0062139i
-0.011319+0.0070518i,-0.023943+0.019043i,-0.022025+0.038461i,0.0068998+0.048037i,0.030962+0.029742i,0.023567-0.0040625i,0.011736-0.019173i,0.015526-0.018821i,0.016646-0.01868i,0.0060388-0.014101i,-0.0049226-0.0066356i,-0.0093015-0.0017167i,-0.0093693+0.00010687i,-0.0070542+0.00027236i,-0.0034659+0.00082861i,-9.2737e-05+0.0019288i,0.00068814+0.0028071i,-0.00031152+0.00318i,-0.00012051+0.0021506i,0.0016512-0.0010764i,0.0041946-0.00507i,0.0038172-0.008062i,0.0013668-0.0093709i
