-0.0012437+0.002462i,-4.5702e-05+0.00050151i,0.00072566-0.00037571i,0.001931+0.0013022i,0.002451+0.0032155i,0.0020395+0.0021915i,0.0014189+0.00019356i,0.0011127+0.00067129i,0.0016157+0.00086442i,0.00094869+0.00023889i,0.00042595-0.00027729i,0.00095095-0.0007118i,0.00057062-0.00046343i,-0.00035269-0.00013075i,-0.00013139-8.1779e-05i,0.0008148+0.00027363i,0.00099949+0.00065492i,0.00014721+0.00044903i,-0.00026338-0.00021358i,-0.00027382-0.00046239i,-0.00026289-0.00042662i,0.00050311-0.00098951i,0.00064681-0.0012245i
0.034879+0.0044984i,0.098716+0.075196i,0.18282+0.21277i,0.1118+0.3012i,-0.21703+0.25024i,-0.46184+0.18292i,-0.38676+0.15277i,-0.20139+0.09774i,-0.10849+0.047131i,-0.090211+0.0415i,-0.073376+0.052784i,-0.043052+0.056964i,-0.015446+0.049315i,-0.0013506+0.037394i,0.0023868+0.022622i,0.0040617+0.010914i,0.011296+0.0096485i,0.02841+0.0087784i,0.041748-0.0057693i,0.036629-0.022093i,0.02779-0.02293i,0.023283-0.016252i,0.01215-0.01329i
-0.059176+0.0079415i,-0.16478+0.007381i,-0.35121+0.024571i,-0.40397+0.10429i,-0.14427+0.14473i,0.13442+0.010966i,0.1111-0.13859i,-0.037829-0.12611i,-0.065356-0.04039i,-0.029485+0.0014414i,-0.014898+0.0097015i,-0.0097028+0.0088029i,-0.0013554+0.011298i,0.013303+0.019098i,0.014487+0.020297i,-0.0051942+0.021089i,-0.021397+0.024183i,-0.023201+0.018626i,-0.018392+0.0063387i,-0.016602+0.00065195i,-0.021221+0.008341i,-0.021113+0.020342i,-0.013891+0.026895i
0.051019+0.0017708i,0.18249+0.0096956i,0.39474+0.0466i,0.53705+0.10938i,0.42568+0.1896i,0.20154+0.25621i,0.14407+0.24293i,0.17187+0.14648i,0.10712+0.045245i,0.012063+0.012112i,-0.015012+0.018095i,-0.0043645+0.0078183i,-0.0043009-0.010995i,-0.010699-0.028471i,-0.014645-0.045333i,-0.013552-0.04283i,0.0042298-0.020299i,0.026914-0.0036635i,0.03186-0.007002i,0.021998-0.020237i,0.0083569-0.028834i,-0.0052296-0.027407i,-0.013598-0.020903i
-0.065779+0.020437i,-0.22973+0.058131i,-0.47866+0.10136i,-0.62053+0.085649i,-0.47648-0.022528i,-0.19559-0.13159i,-0.043609-0.1241i,-0.0087853-0.045785i,0.0032164+0.015792i,0.027249+0.029039i,0.045435-0.0063735i,0.034747-0.036073i,0.02305-0.031587i,0.024406-0.011273i,0.032117+0.015228i,0.050018+0.022997i,0.057447-0.0026559i,0.041227-0.025035i,0.022388-0.015159i,0.016271+0.0052266i,0.013896+0.012521i,0.0076492+0.0096118i,0.0047496+0.0045019i
0.059863-0.038653i,0.19945-0.186i,0.37914-0.5077i,0.36574-0.83831i,0.051155-0.82911i,-0.28162-0.45363i,-0.31551-0.14055i,-0.16075-0.088171i,-0.043491-0.11991i,-0.013226-0.11677i,-0.022697-0.063792i,-0.012121+0.0030787i,-0.0041165+0.023094i,-0.035554+0.013083i,-0.068377+0.013673i,-0.070514+0.03012i,-0.050599+0.044386i,-0.026723+0.034609i,-0.0087121+0.0042574i,-0.0065936-0.018285i,-0.01474-0.0161i,-0.011543-0.01353i,-0.0042735-0.024511i
-0.022573+0.054642i,-0.11999+0.21341i,-0.28007+0.57566i,-0.36659+0.97012i,-0.23475+1.042i,0.051799+0.76916i,0.21486+0.43215i,0.15799+0.24488i,0.079516+0.21104i,0.077888+0.18557i,0.060326+0.10309i,-0.00047144+0.028486i,-0.017882+0.0097366i,0.036807+0.0067555i,0.079757-0.027335i,0.047845-0.074359i,-0.015931-0.085895i,-0.042147-0.046209i,-0.023167+0.0035136i,0.0022714+0.01655i,0.0082482+0.0013335i,0.0089138-0.0038824i,0.022985+0.0095314i
0.013028-0.071145i,0.026246-0.23173i,-0.012539-0.54122i,-0.19057-0.77741i,-0.40273-0.6456i,-0.41989-0.30552i,-0.2722-0.098294i,-0.15667-0.079315i,-0.12975-0.10822i,-0.12454-0.082673i,-0.06965-0.020471i,0.0077204+0.0029212i,0.022064-0.011826i,-0.027441-0.0033256i,-0.060428+0.042661i,-0.02354+0.087018i,0.035221+0.10014i,0.041715+0.084474i,0.00017514+0.066432i,-0.031324+0.060919i,-0.020691+0.054433i,-0.0031506+0.040572i,-0.0080417+0.03007i
0.0031367+0.019828i,0.03373+0.21141i,0.233+0.63977i,0.64655+1.0303i,0.95528+0.9295i,0.87346+0.46694i,0.53533+0.10828i,0.26128-0.00027561i,0.14158+0.022021i,0.072819+0.037572i,0.0037998+0.024144i,-0.049715+0.026582i,-0.058006+0.029614i,-0.033594+0.0010368i,-0.024075-0.041885i,-0.035181-0.056974i,-0.017583-0.059155i,0.028364-0.079438i,0.051236-0.098986i,0.037347-0.090465i,0.017293-0.063041i,0.016031-0.041609i,0.022379-0.038731i
-0.015147+0.041013i,-0.10932-0.026224i,-0.41444-0.15693i,-0.79228-0.14906i,-0.83244+0.059464i,-0.5105+0.14631i,-0.2464+0.07885i,-0.13089+0.12595i,0.026879+0.17747i,0.11265+0.083514i,0.065116+0.0099835i,0.043122-0.0081797i,0.04025-0.04378i,0.017392-0.050116i,0.025308-0.028061i,0.046064-0.024307i,0.032682-0.021483i,0.0047519-0.011864i,-0.0088222-0.015321i,-0.012012-0.025877i,-0.0098764-0.020888i,-0.0054967+0.0016458i,-0.0055665+0.0233i
-0.08436+0.043735i,9.4677e-05+0.074422i,0.15567-0.073558i,0.12135-0.34626i,-0.29749-0.30423i,-0.56339+0.20212i,-0.30986+0.54664i,-0.11634+0.35017i,-0.25107+0.12761i,-0.25913+0.16324i,-0.084577+0.14827i,-0.001842+0.076808i,0.026554+0.088176i,0.088108+0.081837i,0.10968+0.025444i,0.076088-0.01485i,0.031993-0.03197i,0.0064445-0.043138i,0.012041-0.050063i,0.01609-0.054572i,-0.016602-0.054716i,-0.075258-0.027373i,-0.10727+0.029838i
0.031481-0.030578i,0.0074367+0.028621i,-0.010095+0.28588i,0.12837+0.56279i,0.42073+0.37012i,0.51677-0.27224i,0.28328-0.63453i,0.17007-0.44129i,0.24891-0.20704i,0.17706-0.13186i,0.021317-0.039154i,-0.047976+0.021025i,-0.063466+0.017132i,-0.040162+0.027709i,0.0052896+0.056493i,0.050124+0.094002i,0.10501+0.10458i,0.14185+0.074166i,0.11398+0.048683i,0.057187+0.045143i,0.039954+0.03493i,0.054707-0.0087328i,0.050138-0.065607i
0.16351-0.088197i,-0.037181-0.28287i,-0.42365-0.41932i,-0.84688-0.25023i,-0.77239+0.38652i,-0.1507+0.89231i,0.34272+0.71114i,0.26051+0.30568i,0.054392+0.22708i,0.12687+0.21249i,0.16554+0.020804i,0.056816-0.11934i,-0.003198-0.136i,-0.029101-0.13148i,-0.063866-0.1086i,-0.077876-0.10017i,-0.078521-0.11034i,-0.065706-0.087056i,-0.044634-0.045612i,-0.051731+0.0015682i,-0.068416+0.072644i,-0.043296+0.1374i,0.012932+0.15983i
0.87681+9.101i,1.8997+10.099i,4.5524+9.9829i,5.6817+5.8253i,5.1042+1.5182i,3.0031-1.1493i,0.88815-1.1485i,0.55676-0.095336i,1.1987+0.26875i,1.6344+0.067841i,1.5459-0.21335i,1.4071-0.28865i,1.5099-0.31395i,1.4453-0.30421i,1.226-0.31592i,0.87778-0.38697i,0.38141-0.34293i,-0.013413-0.20964i,-0.24369-0.084343i,-0.25+0.096467i,-0.016144+0.23929i,0.22838+0.1908i,0.26979+0.037805i
-0.032188-0.16277i,-0.41011-0.087678i,-0.83819+0.30755i,-0.9109+0.85187i,-0.34753+0.95171i,0.21745+0.42596i,0.28989-0.051476i,0.28756-0.051934i,0.42122+0.032538i,0.39446-0.037387i,0.16962-0.07246i,-0.0003483-0.018838i,-0.03495+0.0015278i,-0.055432-0.013791i,-0.086159+0.00075999i,-0.10006+0.016805i,-0.11263+0.0093747i,-0.11504+0.012595i,-0.10789+0.039238i,-0.092179+0.080192i,-0.05736+0.10773i,-0.022483+0.085375i,-0.0030023+0.03999i
0.094907-0.045196i,0.23068-0.19569i,0.36296-0.5054i,0.24352-0.71965i,-0.088978-0.38166i,-0.19158+0.26182i,0.0086403+0.48693i,0.078804+0.29934i,0.018925+0.15239i,0.029357+0.089921i,0.0052703+0.01973i,-0.045425-0.012876i,-0.032468-0.006701i,0.010917+0.022533i,0.055339+0.060008i,0.08898+0.055523i,0.095739+0.021011i,0.092131+0.0036002i,0.068725+0.020359i,0.027301+0.070148i,0.0011939+0.10806i,-0.011505+0.10711i,-0.01469+0.099489i
0.026374+0.072656i,0.16341+0.10556i,0.43575+0.26393i,0.89606+0.58185i,1.2577+0.7653i,1.1674+0.57766i,0.76137+0.28827i,0.49183+0.1361i,0.39149+0.050431i,0.26493+0.03291i,0.14571+0.078902i,0.095363+0.10648i,0.092048+0.086883i,0.076288+0.046483i,0.034695+0.048624i,0.037563+0.080667i,0.071551+0.051169i,0.067317-0.032428i,0.015532-0.075667i,-0.028541-0.03295i,-0.011722+0.028226i,0.021454+0.031018i,0.013041+0.0054827i
-0.077068+0.055095i,-0.1543+0.27412i,-0.26494+0.67617i,-0.1125+1.0055i,0.37815+0.75078i,0.64971+0.047755i,0.49518-0.37448i,0.38747-0.32242i,0.41013-0.21678i,0.32027-0.17098i,0.18303-0.086274i,0.084007-0.031046i,0.029171-0.012449i,0.04745-0.029955i,0.07349-0.08846i,0.044172-0.13236i,-0.027412-0.12908i,-0.08577-0.076622i,-0.06735-0.012451i,-0.0030165+0.0066728i,0.032623-0.012304i,0.031741-0.031951i,0.022262-0.035861i
0.025915-0.097189i,0.081444-0.35599i,0.17527-0.84925i,0.17822-1.222i,0.038563-1.0166i,-0.12872-0.53894i,-0.27084-0.2633i,-0.38905-0.13949i,-0.38224-0.051935i,-0.23652-0.01379i,-0.071477-0.03215i,0.021327-0.067201i,0.028284-0.070213i,-0.0067218-0.040417i,-0.040676+0.0047437i,-0.048082+0.038426i,-0.032781+0.051739i,-0.018872+0.059792i,-0.016424+0.061026i,-0.015289+0.044655i,-0.0076656+0.016188i,-0.0044342-0.0023077i,-0.0085553-0.0012877i
0.010045+0.059473i,0.052725+0.2587i,0.30806+0.58323i,0.75173+0.55329i,0.83965-0.056192i,0.26278-0.5169i,-0.3434-0.30155i,-0.43041+0.048646i,-0.25013+0.10595i,-0.11167+0.051246i,-0.043271+0.012461i,-0.020003+0.0043168i,-0.0019217+0.022571i,0.011592+0.033491i,0.020407+0.037036i,0.036455+0.036823i,0.051678+0.03129i,0.060431+0.011734i,0.038737-0.014829i,-0.0065749-0.011126i,-0.034954+0.011077i,-0.034632+0.013532i,-0.018557-0.0042557i
0.024239-0.0188i,0.097947-0.093106i,0.17717-0.25829i,0.13886-0.40406i,0.048767-0.35261i,0.053641-0.19047i,0.12861-0.10671i,0.15989-0.076868i,0.11087-0.05019i,0.044591-0.035971i,-0.0015294-0.014256i,-0.021024+0.017739i,-0.010849+0.028527i,0.015117+0.0037194i,0.03648-0.048942i,0.022564-0.10391i,-0.015436-0.12975i,-0.040754-0.12661i,-0.041466-0.093907i,-0.018106-0.043086i,0.0032049-0.0033861i,0.0095158+0.019591i,0.014514+0.029587i
-0.050027-0.051146i,-0.26156-0.20909i,-0.68976-0.44345i,-1.062-0.54196i,-0.97662-0.38562i,-0.51335-0.14615i,-0.1239-0.018951i,0.0024987+0.023761i,-0.0037948+0.042466i,-0.0086941+0.029198i,0.010079+0.0082085i,0.040569-0.011574i,0.042607-0.032546i,0.0052711-0.018606i,-0.020785+0.033928i,-0.016391+0.079114i,-0.021232+0.092172i,-0.057367+0.092563i,-0.079458+0.090051i,-0.048152+0.071738i,0.0055595+0.042059i,0.034287+0.013971i,0.034259-0.0061059i
0.08815+0.053696i,0.35564+0.19782i,0.82004+0.35793i,1.0782+0.32915i,0.71485+0.1473i,0.097677+0.1301i,-0.16367+0.23488i,-0.13104+0.18896i,-0.078015+0.078247i,-0.040203+0.03377i,-0.016936+0.0171i,-0.019757+0.023764i,-0.027733+0.044206i,-0.032347+0.046987i,-0.035141+0.027208i,-0.033514+0.0044864i,-0.01961+0.0017263i,0.0061736+0.01728i,0.029702+0.034063i,0.036194+0.032376i,0.022563+0.010445i,-0.00026314-0.0074752i,-0.010655-0.011702i
-0.061693-0.049994i,-0.21047-0.15102i,-0.45022-0.2473i,-0.54286-0.16862i,-0.25816+0.020393i,0.12559+0.010502i,0.19934-0.11172i,0.13374-0.073019i,0.15666-0.019695i,0.13414-0.065743i,0.048-0.073553i,0.0084117-0.036735i,0.011432-0.0088077i,0.033167+0.0064097i,0.044033-0.0098273i,0.018928-0.044413i,-0.015475-0.063068i,-0.022376-0.057556i,-0.0037317-0.042267i,0.0048427-0.033275i,-0.0082694-0.02383i,-0.017828-0.0079312i,-0.014279+0.005909i
-0.060901+0.072182i,-0.17653+0.25595i,-0.35426+0.55119i,-0.42604+0.70661i,-0.3109+0.50824i,-0.13646+0.18065i,0.056531-0.0015825i,0.18962-0.10244i,0.1172-0.16526i,-0.018382-0.10467i,-0.016859-0.023783i,0.034168-0.032697i,0.033954-0.057764i,0.018397-0.050875i,0.01036-0.02767i,0.0059735+0.010491i,0.0040026+0.048505i,-0.0062908+0.05638i,-0.021906+0.036165i,-0.021225+0.018775i,0.00070664+0.014741i,0.020365+0.0054617i,0.016405-0.010342i
0.10293-0.079972i,0.33741-0.32271i,0.6687-0.76477i,0.77064-1.0703i,0.50578-0.84807i,0.20944-0.36893i,0.045415-0.13533i,-0.12688-0.10747i,-0.22891-0.0085376i,-0.14755+0.09564i,-0.04684+0.072527i,-0.034227+0.018382i,-0.042331+0.0084625i,-0.033809+0.009269i,-0.025558+0.0057108i,-0.016961+0.0077264i,-0.0017573+0.014905i,0.014929+0.02868i,0.027969+0.039169i,0.030083+0.027137i,0.015992+0.0039965i,2.8685e-05-0.0023011i,-0.0040979+0.009745i
-0.062539+0.034932i,-0.21938+0.18144i,-0.42602+0.5055i,-0.42141+0.82141i,-0.14844+0.74664i,-0.0053786+0.32174i,-0.15634+0.04391i,-0.221+0.090078i,-0.051986+0.13647i,0.060796+0.048522i,0.022358-0.0039252i,-0.022168+0.023952i,-0.021518+0.040086i,-0.030897+0.018251i,-0.053444-0.00022479i,-0.051225+0.00057579i,-0.02371+0.0016239i,0.017483-0.0086783i,0.04547-0.026916i,0.031935-0.035315i,0.0043398-0.02074i,-0.00016397-0.0063339i,0.0067711-0.0107i
0.044517+0.026612i,0.14619+0.13385i,0.34631+0.30802i,0.5199+0.3751i,0.46497+0.2099i,0.22479+0.04202i,0.07957+0.055858i,0.093924+0.087482i,0.097537+0.036589i,0.045993-0.0091202i,0.0091627-0.0079453i,0.010534+0.007517i,0.018161+0.015328i,0.0080598+0.03107i,0.010551+0.05773i,0.035306+0.04869i,0.036504+0.00046518i,-0.00036001-0.045941i,-0.042001-0.05972i,-0.051925-0.033427i,-0.028-0.006713i,-0.0091262-0.0081487i,-0.0097411-0.016376i
-0.028967-0.057029i,-0.08944-0.27847i,-0.18623-0.74347i,-0.2948-1.1934i,-0.32723-1.1444i,-0.19684-0.65854i,0.020576-0.25467i,0.11867-0.11901i,0.054441-0.092107i,-0.030663-0.049579i,-0.050888+0.00041239i,-0.03062+0.01239i,-0.0074078+0.0012382i,0.029549-0.0042936i,0.061333-0.022521i,0.042331-0.042451i,-0.0035334-0.030737i,-0.03688+0.0048746i,-0.045367+0.037916i,-0.027834+0.047315i,-0.010139+0.038212i,-0.0073217+0.034364i,-0.0052761+0.039231i
0.031093+0.0089515i,0.074726+0.066885i,0.085037+0.20804i,0.037173+0.40957i,0.013838+0.51513i,0.042111+0.42023i,0.029041+0.20428i,-0.026434+0.025008i,-0.036176-0.028121i,0.0085051-0.00092243i,0.054928+0.018387i,0.065468+0.01555i,0.049254+0.013475i,0.024674+0.0045016i,-0.0073127+0.0010822i,-0.02561+0.025994i,-0.01439+0.057368i,0.011843+0.066814i,0.029039+0.052896i,0.028501+0.03045i,0.021617+0.0099291i,0.019003-0.0064185i,0.017504-0.015859i
-0.018692+0.015233i,-0.021492+0.10967i,0.048757+0.33393i,0.22288+0.55852i,0.33827+0.51107i,0.2528+0.2138i,0.064717+0.0079631i,-0.034139+0.0041802i,-0.0058667+0.029687i,0.050306-0.0034593i,0.063416-0.048083i,0.042391-0.066229i,0.015525-0.063658i,-0.005879-0.045333i,-0.0042415-0.023112i,0.017294-0.020599i,0.038171-0.03399i,0.050142-0.042466i,0.051412-0.036559i,0.040897-0.024548i,0.023743-0.018695i,0.0089053-0.020354i,0.0024082-0.02351i
-0.002158-0.0011856i,-0.010289-0.060679i,-0.050035-0.2401i,-0.11311-0.51848i,-0.16261-0.67577i,-0.20205-0.5605i,-0.19142-0.30531i,-0.11511-0.099099i,-0.063271-0.0046832i,-0.064894+0.022093i,-0.065247+0.029426i,-0.054176+0.026068i,-0.048395+0.021775i,-0.04142+0.016574i,-0.033177-0.0014627i,-0.033528-0.026755i,-0.042445-0.053566i,-0.052586-0.072753i,-0.052314-0.069442i,-0.035873-0.050139i,-0.019351-0.026787i,-0.014639-0.0027423i,-0.017216+0.018144i
-0.017221-0.01528i,-0.053087-0.095117i,-0.12837-0.23099i,-0.21923-0.28002i,-0.19664-0.10748i,-0.014858+0.12606i,0.13892+0.18792i,0.13483+0.10163i,0.064499+0.012938i,0.020445-0.022824i,0.0081531-0.021969i,0.015737-0.0084802i,0.026115+0.0089965i,0.031518+0.020145i,0.025726+0.02193i,0.0084977+0.033032i,-0.016954+0.05705i,-0.044545+0.074003i,-0.057273+0.0692i,-0.053536+0.050724i,-0.041119+0.03567i,-0.0209+0.026345i,-0.00011824+0.016071i
0.028629+0.042794i,0.088088+0.16317i,0.19616+0.41439i,0.31758+0.64304i,0.35459+0.57905i,0.28247+0.26219i,0.18125+0.0011951i,0.097392-0.07214i,0.035835-0.049258i,0.0078707-0.028777i,-0.0046903-0.03071i,-0.020084-0.029404i,-0.018277-0.015782i,-0.0038475-0.001434i,0.0099288+0.0079046i,0.028928+0.0049203i,0.048176-0.001561i,0.061879+0.0025229i,0.059729+0.0072786i,0.042733+0.0093881i,0.031305+0.010727i,0.026802-0.0013619i,0.019082-0.020238i
-0.001723-0.016306i,0.0038746-0.03315i,0.065987-0.089241i,0.1405-0.20978i,0.060823-0.32486i,-0.18448-0.31212i,-0.32746-0.16895i,-0.2242-0.045994i,-0.057822-0.017796i,0.0016538-0.016165i,-0.0091536+0.0038549i,-0.011009+0.025837i,0.0022162+0.01972i,0.0078572-0.0036353i,0.0025758-0.021851i,-0.018323-0.035141i,-0.043565-0.041097i,-0.052411-0.037508i,-0.043554-0.020217i,-0.021534-0.0031088i,-0.0046756-0.0040163i,-0.0044142-0.0031204i,-0.0062458+0.0086082i
-0.0094824-0.0088525i,-0.073227-0.066387i,-0.22725-0.17483i,-0.36505-0.24654i,-0.28222-0.18126i,-0.050527-0.015401i,0.064958+0.093283i,0.023123+0.094768i,-0.051901+0.054343i,-0.08451+0.037827i,-0.056323+0.04479i,-0.010702+0.030161i,-0.00060345+0.001838i,-0.023389-0.01928i,-0.059536-0.015858i,-0.070244+0.029885i,-0.040832+0.080187i,-0.0053137+0.097732i,0.020477+0.082533i,0.028452+0.049916i,0.018678+0.02947i,0.014679+0.025288i,0.018161+0.014998i
0.008556-0.0072267i,0.045634+0.018469i,0.10562+0.10241i,0.14141+0.24429i,0.13583+0.32103i,0.15582+0.1984i,0.17831+0.0016357i,0.1286-0.038274i,0.081246+0.044196i,0.090122+0.071954i,0.082359+0.028036i,0.042626-0.0040894i,0.0095456-0.00051198i,-0.0014137+0.029427i,0.029294+0.059158i,0.085769+0.040063i,0.11563-0.018502i,0.10532-0.064601i,0.069915-0.080251i,0.032112-0.069364i,0.01282-0.050353i,0.0045035-0.045118i,-0.0095103-0.042626i
0.01397+0.01085i,0.064198+0.0076429i,0.15161-0.042047i,0.19091-0.14228i,0.07923-0.18473i,-0.092014-0.10485i,-0.15549-0.028945i,-0.11054-0.055768i,-0.04488-0.098361i,-0.0046133-0.088046i,6.8735e-05-0.051495i,-0.013956-0.012668i,-0.01106+0.016153i,0.021992+0.014981i,0.04813-0.031371i,0.017657-0.093821i,-0.050016-0.11976i,-0.093172-0.10287i,-0.094151-0.063432i,-0.071778-0.022595i,-0.047181+0.00097625i,-0.03576+0.012119i,-0.027489+0.022041i
-0.028955+0.0034248i,-0.084921+0.031138i,-0.13665+0.087847i,-0.072172+0.09641i,0.089259-0.0057353i,0.12915-0.088236i,0.033505-0.016739i,-0.013076+0.070577i,-0.01307+0.048996i,-0.021746+0.011526i,-0.003961+0.016759i,0.036628+0.024014i,0.057206+0.0079482i,0.029292-0.015518i,-0.034632-0.0031677i,-0.080793+0.059453i,-0.082794+0.12204i,-0.064322+0.14002i,-0.039601+0.11908i,-0.0091371+0.082382i,0.015033+0.049045i,0.029714+0.030347i,0.039497+0.019456i
0.013026-0.0033046i,0.029915-0.022963i,0.043104-0.035703i,0.049429+0.013455i,0.069765+0.10012i,0.10488+0.10151i,0.10824+0.028109i,0.086369+0.00026729i,0.067954-0.0047104i,0.033482-0.034426i,0.0010078-0.061413i,-0.015684-0.086605i,-0.037061-0.091665i,-0.0405-0.055372i,-0.005317-0.0085152i,0.052033+0.016572i,0.10168+0.02358i,0.11988+0.028179i,0.10363+0.021601i,0.061647-0.00089137i,0.01515-0.01941i,-0.011167-0.026275i,-0.0222-0.030746i
-0.0046254-0.0078133i,-0.030549-0.042705i,-0.10674-0.086471i,-0.22779-0.085383i,-0.27889-0.01645i,-0.17595+0.037213i,-0.024863+0.00045479i,0.019924-0.046038i,-0.0077637-0.011101i,-0.012636+0.036177i,-0.022849+0.044148i,-0.053678+0.058809i,-0.059662+0.082874i,-0.03635+0.072704i,-0.013524+0.020981i,-0.012353-0.042247i,-0.01775-0.092165i,-0.0095054-0.12259i,-0.0044771-0.11878i,-0.011235-0.069617i,-0.011739-0.0099724i,-0.0074427+0.019982i,-0.0093705+0.029736i
0.027351+0.022328i,0.088763+0.05316i,0.20421+0.045333i,0.28033-0.086598i,0.20656-0.26695i,0.052501-0.30485i,-0.04027-0.20381i,-0.055657-0.10688i,-0.043285-0.053436i,-0.01979-0.013153i,0.019319+0.013716i,0.066316+0.0192i,0.095513+0.011502i,0.08619+0.006751i,0.056268+0.0099919i,0.024256+0.016109i,-0.019488+0.020551i,-0.073041+0.020737i,-0.093622+0.026769i,-0.052378+0.031114i,0.0055208+0.013733i,0.032049-0.0064466i,0.039552-0.0085789i
-0.017177-0.011919i,-0.039164-0.0069235i,-0.026504+0.03554i,0.096765+0.096546i,0.23876+0.095034i,0.18497+0.050702i,0.020183+0.078635i,-0.024289+0.11609i,0.0065163+0.061569i,-0.00099765-0.0032577i,-0.023217-0.024816i,-0.037045-0.038062i,-0.042691-0.052234i,-0.036056-0.058601i,-0.03477-0.050923i,-0.036931-0.027396i,-0.021668+0.01286i,0.010261+0.063082i,0.038399+0.082114i,0.037483+0.047733i,0.010369+0.0050029i,-0.011259-0.0088682i,-0.015641-0.011679i
-0.0076974+0.0083103i,-0.023565+0.029319i,-0.076235+0.077118i,-0.1492+0.17287i,-0.15539+0.27386i,-0.048099+0.24909i,0.05221+0.10195i,0.056715-0.0036411i,0.034991-0.024698i,0.025825-0.024166i,0.013826-0.0066568i,0.0071273+0.027112i,-0.0042115+0.044765i,-0.023201+0.045796i,-0.027392+0.056674i,-0.01099+0.068055i,0.013749+0.043696i,0.035377-0.011992i,0.03444-0.053661i,0.0073517-0.050038i,-0.01404-0.018515i,-0.013984+0.00059551i,-0.010638-0.0020924i
-0.0030943-0.019333i,-0.016457-0.072087i,-0.073901-0.15537i,-0.19042-0.21423i,-0.28495-0.20927i,-0.25877-0.1696i,-0.17096-0.14405i,-0.11994-0.10581i,-0.078109-0.022419i,-0.018859+0.028574i,0.012734+0.011021i,0.015272-0.016091i,0.020397-0.016384i,0.035846-0.0093208i,0.060553-0.026523i,0.074361-0.061429i,0.049363-0.075714i,-0.0067973-0.059908i,-0.046345-0.02821i,-0.042809+0.0016627i,-0.02045+0.013232i,-0.0081826+0.0074599i,-0.0078738+0.0012691i
0.015812+0.019524i,0.068471+0.031348i,0.19369-0.0067918i,0.32638-0.14336i,0.32502-0.25177i,0.17941-0.17481i,0.059811-0.0047496i,0.041817+0.061217i,0.03553+0.014282i,0.0085143-0.017842i,-0.0028342-0.0043466i,-0.0012099+0.0065362i,-0.0016118-0.0032242i,-0.015452-0.018022i,-0.05168-0.024883i,-0.085891-0.016854i,-0.081851+0.0065568i,-0.045608+0.035898i,-0.0048149+0.050538i,0.021135+0.037549i,0.02605+0.016512i,0.02197+0.010471i,0.018329+0.016433i
-9.5679e-05-0.0038473i,-0.010071+0.0060259i,-0.011734+0.070724i,0.047682+0.19333i,0.16468+0.26386i,0.22186+0.21806i,0.18123+0.13664i,0.10945+0.074955i,0.032444+0.024427i,-0.024343+0.0022267i,-0.027215-0.00088702i,-0.011278-0.011131i,-0.0141-0.0098909i,-0.01495+0.019398i,0.0040089+0.064042i,0.028487+0.090575i,0.039851+0.079364i,0.044226+0.045452i,0.041559+0.010363i,0.021542-0.008324i,0.0031669-0.0087866i,-0.0006592-0.0071755i,0.0014258-0.0061255i
-0.0080228+0.019542i,-0.02968+0.058094i,-0.07987+0.12666i,-0.14774+0.20079i,-0.18188+0.20543i,-0.1482+0.082471i,-0.10305-0.069874i,-0.082637-0.099107i,-0.04044-0.027788i,0.0064524+0.016254i,0.0073206+0.018039i,-0.0090803+0.024394i,-0.0066794+0.031171i,0.011432+0.017718i,0.031334-0.022775i,0.032206-0.061596i,0.015514-0.069487i,-0.0048945-0.060694i,-0.020891-0.043367i,-0.018615-0.014982i,-0.0062103+0.0073334i,-0.0026053+0.012153i,-0.0037698+0.0047897i
-0.0034982-0.024744i,-0.022095-0.085609i,-0.07544-0.19636i,-0.15833-0.29939i,-0.2031-0.30949i,-0.17931-0.20904i,-0.13805-0.07754i,-0.08445+0.0081846i,-0.017184+0.025473i,0.022978+0.0042954i,0.034375-0.013516i,0.036109-0.020881i,0.032378-0.023149i,0.015475-0.024618i,-0.016565-0.017102i,-0.037619+0.0013028i,-0.036402+0.01468i,-0.031286+0.020191i,-0.025597+0.019996i,-0.012257+0.0072819i,0.0017211-0.010175i,0.0080958-0.01775i,0.0093489-0.016786i
0.0072452+0.0095456i,0.043286+0.03161i,0.14713+0.046102i,0.30425+0.0079386i,0.39472-0.054746i,0.34719-0.051179i,0.26718+0.0074942i,0.20704+0.013586i,0.11681-0.032291i,0.032819-0.045787i,-0.0053932-0.028939i,-0.019247-0.015981i,-0.021815-0.010947i,-0.010846-0.0055175i,0.010521+0.0040373i,0.029034+0.0069493i,0.03814+0.0025754i,0.043256+0.0028193i,0.040659+0.0082714i,0.022254+0.0083815i,-0.0020016+0.002559i,-0.01197-0.0009438i,-0.0099768-0.00037195i
0.0036998-0.012156i,0.021609-0.016926i,0.045275+0.00086487i,0.057055+0.066837i,0.044574+0.12716i,0.016904+0.082169i,-0.037368-0.020328i,-0.092624-0.044734i,-0.091461+0.0024244i,-0.052973+0.032936i,-0.020165+0.038569i,0.0017825+0.042041i,0.010803+0.041011i,0.005828+0.027138i,-0.0085317+0.0058588i,-0.023861-0.0069081i,-0.033768-0.015911i,-0.032389-0.030785i,-0.017585-0.037101i,-0.00097913-0.019958i,0.0074119+0.004019i,0.0066258+0.01574i,0.0023229+0.017916i
