0.00045451+0.00026006i,0.0018277-0.0023034i,-0.00022509-0.003906i,-0.0019745-0.002771i,-0.0020733-0.00017165i,-0.0017986+0.0019915i,-0.0012183+0.0034362i,0.00035475+0.0028128i,0.0014748+0.00089367i,0.0017405+0.00016618i,0.0010353+0.0005174i,0.00027365+0.00077953i,0.00018445+0.00043264i,7.1034e-05-0.00036459i,0.00085634-0.00047315i,0.00088889-0.00062251i,0.00052752-0.00081382i,0.00020276-0.00068563i,0.00017353-0.00058628i,0.00041863-0.0001338i,0.00015163-0.00049181i,-0.00038673-0.0005253i,-0.00041451+0.00032736i
0.001354-0.0020016i,0.0010474-0.0016532i,-0.00065918-0.0027028i,-0.00075392-0.0018062i,-0.00061585+6.1864e-05i,-0.00052195+0.0018759i,4.564e-05+0.0025635i,0.00044006+0.0015832i,0.00097669+0.00050805i,0.00037092-0.00013003i,-0.00062832-0.0006192i,-0.00023622-0.00035311i,0.0011067+0.00021808i,0.0011158+0.00034997i,6.4654e-05+0.00082132i,-0.00036236+0.00035287i,-2.7279e-05+0.00025944i,-0.00052732+0.00038146i,-0.00060819-3.3066e-05i,-0.00017841-0.0003535i,-0.0005735-0.00072192i,-0.00057992-0.0004923i,0.00027789+0.0003824i
0.00079182-0.00088437i,0.00036277-0.00087024i,0.0010335-0.0022327i,0.0012953-0.0024087i,0.0010919-0.001025i,0.00087443-0.00030087i,0.00089354+0.00071635i,0.00033383+0.0009238i,-0.00013679+2.0257e-05i,0.00069896-0.00053319i,0.00077594-0.00019736i,0.00035653+0.00022419i,-3.8143e-05-2.6868e-05i,-0.00032776-0.00060404i,-0.00023674-0.00046723i,7.3114e-05+0.00055137i,0.00031473+0.00039689i,0.00043928-0.00013634i,0.00055079+0.00073449i,0.00066428+0.0015184i,0.00029641+0.0010216i,-0.00037196+0.00012637i,-0.0004464-0.00010669i
-0.00034084-0.0022253i,3.8586e-05-0.0031922i,-0.00098866-0.0027864i,-0.0016365-0.0016865i,-0.0013547-0.0002782i,-0.00059414+0.0014242i,-0.00036265+0.0012879i,-0.00020633+0.00078029i,0.00046093-3.6673e-05i,0.00093403-0.00094077i,0.0002732+0.00015063i,-0.0004042+0.00031455i,-0.00017387-0.00037741i,0.00032146-0.00035993i,0.0012066-0.00055203i,0.0010214-0.00038023i,-0.00063788+0.00056738i,-0.00087021+0.00063737i,-0.00012562-0.00017517i,4.1226e-05-0.00047703i,0.0002198-0.00060486i,0.00021367-0.0005465i,-0.00055324+1.9634e-05i
0.0012609-4.2645e-05i,0.0014757+0.00010384i,0.0009379+0.00036261i,0.00058304-0.00076248i,0.00027714-0.00032276i,-0.00068598+0.00025253i,-0.00012556+0.00055794i,0.00070816+0.0016039i,0.00082882+0.0011727i,0.00078587+1.2508e-05i,0.00028754+0.00033411i,0.00015801+0.00039204i,0.00019483+0.00029258i,0.00018444+0.001319i,0.00052238+0.00084346i,0.00078166-0.00021872i,0.00058954+0.00092453i,0.00024866+0.0017601i,-0.00015875+0.00076803i,-0.00010924-0.00051606i,0.00025988-0.00052448i,0.00015777-0.00040314i,1.3542e-05+3.2825e-05i
-0.001275-0.00094352i,-0.0021088-0.0017555i,-0.0023513-0.0018128i,-0.0013728-0.00077172i,-0.00032356+0.00072103i,0.0005416+0.0010288i,0.00097312+0.00035791i,0.0010195+3.8489e-05i,0.00099594+0.00061105i,0.00058713+0.00082667i,0.00075971+3.1799e-05i,0.0015302-0.0004289i,0.00087874-0.0003709i,0.00054994-0.00058687i,0.00074023-0.00069166i,4.2762e-05-0.0009036i,-0.00019473-0.00098244i,-0.00011074-0.00012806i,-0.00031662+8.9878e-05i,0.00028683-0.00010676i,0.0010345+5.1773e-05i,0.00016383+0.00014592i,-0.00097776+9.9456e-05i
0.0010213+0.00083043i,0.00037719+0.0014787i,0.001363+0.0021516i,0.0020581+0.0013353i,0.0017068+0.00024821i,0.00039367+0.00038523i,-0.00053979+0.00080549i,2.2648e-05+0.00087816i,0.00083165+0.0004682i,0.0006335+4.0487e-05i,0.00060434-0.00063635i,0.00074629-0.00078853i,0.00056903+0.00013064i,0.00047826+0.00058416i,6.5715e-05+2.6807e-05i,-0.0007848-0.00025027i,-0.00028894-0.00023852i,-0.00016489+7.4762e-05i,-0.00024981+0.0002979i,7.089e-06-4.2725e-05i,-5.3809e-05-0.00061044i,-0.00019594-0.00044241i,2.2438e-05+0.00049417i
-0.0028138-0.0011664i,-0.002769-0.00043793i,-0.0022416+0.00041073i,-0.00056572+0.00097246i,0.0012158+0.0017406i,0.0021118+0.0013461i,0.0014366+0.00017923i,0.00035121+6.8043e-05i,-0.00035408+0.00024014i,-0.00067771+9.4824e-05i,-0.00041426+9.8495e-06i,0.00013909-0.00016258i,0.00022119-0.00044873i,0.00024372-0.0007848i,0.00016631-0.00077205i,-0.00015013-0.00024981i,0.00010831+0.00014857i,-4.0731e-05-0.00043717i,7.2696e-05-0.00077268i,0.00059358-0.00030655i,0.00056787-0.00012936i,-7.2474e-07-0.00025911i,-0.00027048-8.4205e-05i
0.00024749+0.00017346i,0.00036594+0.0001591i,0.0010628+0.00014814i,0.00087237-0.00059983i,0.00059995-0.0010752i,0.00036053-0.00010921i,-2.9458e-05+0.00016522i,0.00045687+0.0001079i,0.00071202+0.00010573i,0.00061336-0.00018122i,0.00088001-0.00021829i,0.00066624-9.3196e-05i,-1.4949e-06+0.0005038i,-0.00034346+0.00059146i,-0.00015969+1.6188e-05i,8.4586e-05+0.00050169i,0.00017299+0.0011673i,0.00071662+0.00040902i,0.0010225-0.00052604i,0.00021392-0.00022447i,-0.00079887-0.00027979i,-0.0013476-0.00023173i,-0.0013517+0.00032167i
0.00066904-0.00078058i,4.6466e-05-0.0015199i,0.00088475-0.0019853i,0.0015041-0.001522i,0.00096278-0.00083696i,0.00030617-0.00017103i,0.00042466+0.0011261i,0.00075075+0.0017961i,0.0004476+0.0012834i,0.00021391+0.00014818i,-8.3927e-05-0.00030404i,-2.1428e-05-0.00017006i,0.00030265-0.00069787i,0.00021855-0.0012373i,8.6394e-05-0.00096082i,0.00027647-6.2255e-06i,0.00064635+0.00058826i,0.00063241+0.00060265i,0.00049445+0.00058139i,0.00059228+0.0002557i,0.00056839-7.3118e-05i,-3.697e-05-0.00033368i,9.4618e-05-0.0011087i
0.00074784+0.0010225i,0.00053176+0.00017821i,8.1637e-05-0.00061129i,0.0013056-0.00070157i,0.0018576-0.00030363i,0.001343+0.00021298i,0.00014548+0.00090818i,-0.00027536+0.0014404i,-7.3274e-06+0.0010535i,-0.00016114+0.00069129i,9.7554e-05+0.00061401i,0.00018923+0.00028356i,0.00016583+0.00016361i,0.00010089+0.00064657i,-0.00031103+0.00035628i,-0.00048449-9.942e-05i,-0.00040149+9.8949e-05i,-4.843e-05+0.0003932i,0.00015507+0.00058183i,0.00011658+0.00057337i,0.00039258+0.00054687i,0.0004477+0.00080307i,-1.5874e-05+0.00078831i
0.0018781-0.0011342i,0.0018698-0.0022887i,0.0018971-0.0028558i,0.0018217-0.0021996i,0.00085295-0.00042301i,0.00050118+0.00097795i,0.00077295+0.00079241i,0.00067671+0.00082456i,-0.00024909+0.0005431i,-0.00077475-0.00052721i,-0.00040719-0.00059569i,0.00017655+0.00023289i,0.00043349+0.00048766i,8.3635e-05+0.00064041i,-0.00064299+0.00070171i,-0.00047754-0.00042442i,0.00046032-0.00071496i,0.00050104+0.00029191i,0.0004737+0.00068554i,0.00011596+0.00064531i,-0.00025858+0.00030971i,-6.5032e-05-0.00022922i,0.00013518-0.00057922i
0.00039219+0.000216i,5.4206e-05-0.00060744i,-6.3985e-05-0.0018327i,-0.00027278-0.0022467i,-4.0728e-05-0.0024458i,-7.3454e-05-0.00085088i,0.00015739+0.0011218i,0.00066548+0.0014196i,0.00070319+0.0010394i,0.00047425+0.00035136i,0.00058108+0.00024599i,0.0012143+0.00057754i,0.00074249+0.00031077i,0.00010143+6.8776e-05i,0.00055871+0.00020052i,0.00092225-0.00045463i,0.00090011-0.00080601i,0.00025017-0.0005517i,-0.00012131-0.00036866i,-0.00011064+0.00047385i,-0.0002606+0.00044487i,-0.00055517+0.00022998i,-0.00020362-2.8506e-05i
0.0018075+0.00021794i,0.0019688-0.0017782i,0.00055105-0.0023187i,-0.0006762-0.0024522i,-0.00010103-0.0013495i,0.0008928+0.0003063i,0.00075931+0.0016346i,0.00066278+0.0024342i,0.00088013+0.0013763i,0.00037176+0.00018779i,0.00052912-8.3664e-05i,0.00061124-0.00034896i,-0.00027181-0.00077666i,-0.00035754-0.00066071i,0.00014121+9.1716e-05i,1.2728e-05-9.0213e-05i,-6.7293e-05+0.00016107i,-0.00018892+0.00071394i,0.0001309-0.00014335i,5.9506e-05-0.00016879i,-0.0004949+0.00067414i,-7.276e-05+0.00042299i,0.00032658+0.00066724i
0.0020929+2.2524e-05i,0.0010298+0.00014431i,0.00069535+0.00038115i,0.00064077+0.00055364i,0.00042219+0.00029599i,-0.00041501+0.00012747i,-2.3702e-05-5.0456e-05i,0.0010124+0.00036314i,0.00090176+0.00025346i,0.0006221-0.0010057i,0.00052749-0.001245i,3.7786e-05-0.00064615i,0.00057201-0.00048496i,0.0015809-0.00010066i,0.00094499-0.00058436i,0.00011553-0.0016202i,-0.00035485-0.0018102i,5.3903e-05-0.00044302i,0.00057294+0.00077575i,0.00023035+0.00079609i,-0.00097935+0.00018404i,-0.0013871+0.0002821i,-0.00073251+0.00084821i
-0.0012499-0.0025455i,-0.0011035-0.0020262i,-0.0010923-0.0020191i,-0.00081876-0.0015403i,-0.00023786+0.0010341i,0.00028907+0.0029692i,0.00076942+0.002281i,0.00036921+0.0011992i,0.00012281+0.00062383i,-0.00010111+0.00056608i,-0.00020642+0.00076222i,5.6906e-05+0.00044458i,-0.00015166-1.6889e-05i,0.0007888+5.4675e-05i,0.0018242+0.0003247i,0.0013001+0.00047165i,0.00012102+0.0011188i,-0.00035287+0.0011628i,-0.0003186+0.00038552i,-0.00046431+0.0001586i,-8.7692e-05+4.1453e-05i,0.0005409-0.00054854i,0.0010608-0.0015475i
-0.0013367+0.0019483i,-0.00035531+0.0016789i,0.00060617+0.0016537i,0.0018999+0.00087813i,0.0024811-0.00053727i,0.0023066-0.00056736i,0.0010421-0.00025284i,9.9411e-05-0.00060245i,0.00014834+6.1363e-05i,0.00026849+0.00075975i,0.00025654+0.00014909i,0.00058421-3.7662e-05i,0.00078964+1.6339e-05i,0.00095193-0.00030445i,0.00038684-0.00027246i,-0.00025581-4.9644e-05i,0.00017987+0.00035236i,-0.00012291+0.00081451i,-0.00040334+0.0012938i,-0.0006065+0.00077342i,-0.00084734+0.00053772i,-0.00069839+0.00087256i,-0.00057101+0.0007416i
0.00087362+0.00047002i,-0.00060744-0.00066515i,-0.00054764-0.0025655i,0.00014978-0.0019781i,-0.00060805-0.00010738i,-0.00019865+0.00024246i,0.00059389-0.00010421i,0.00036267-0.00050527i,0.0006689-0.00087874i,0.0011307-0.00057533i,0.00062408+0.00018044i,0.00049335-0.00021576i,0.00022059-0.00044542i,0.0001469-0.00019159i,0.00085584-0.00034881i,0.00074363-0.00019886i,8.9793e-05+0.00020639i,0.00040425-5.2359e-05i,0.00036954-0.0009963i,-0.00040427-0.00068046i,-0.00061928-0.00065919i,-0.00031516-0.00093699i,0.00033929-0.00042113i
0.00047631-0.001242i,-0.00016831-0.0013325i,-6.6484e-05-0.0021543i,0.00031732-0.0017031i,0.00028386+5.3622e-06i,6.2662e-05+0.0011979i,-0.00056961+0.0016963i,-0.0001308+0.0013231i,0.00059447+0.00064839i,-0.00022093+6.3553e-05i,-0.00056576+0.00028461i,0.00035887+0.00018377i,0.00092834+0.0001535i,0.00039887+0.00071995i,-0.00043294+0.0001228i,-7.4652e-05-0.00022014i,-0.00049571+0.00073048i,-0.0018524+0.00064739i,-0.00093113+0.00027784i,-0.00059144+0.00044781i,-0.00056969+8.0572e-05i,0.00017664-0.00038349i,0.00028887-0.00034498i
0.00018803+0.0019546i,0.00012192+0.0010168i,-0.00041261+0.00038135i,-0.00056609-0.00030863i,0.00011126-0.00048041i,0.00033978-0.00024618i,-0.00051084+0.00098234i,-0.00058289+0.0016756i,0.00030461+0.0001158i,0.00086003-0.00053505i,0.00032577+0.00017389i,-0.0003572-6.3513e-05i,-0.00011209-0.00043899i,0.00013229-0.0004032i,4.9207e-05-0.00049378i,-0.00016298-0.00055523i,0.00025352-0.00010862i,0.00043758-0.00040268i,0.00015916-0.00032222i,-0.00047842+0.0003464i,-0.00072462+0.00027643i,-0.00053271+8.9543e-05i,-4.5831e-05-7.3979e-05i
0.00012012+0.0005198i,0.00030901-3.2023e-05i,0.0011464-0.00052266i,0.0018243-0.00066786i,0.0015117-0.0007229i,0.00024958+0.00088107i,-0.00055948+0.0017475i,-0.00029183+0.001623i,0.00027069+0.0015823i,-7.2203e-05+0.0010733i,-0.00022715+0.0010698i,3.9648e-05+0.0019767i,-0.00016476+0.0012627i,-0.0004618-0.00011896i,-0.00023334-0.00017941i,0.00030177-5.6208e-05i,6.2754e-05+0.00012643i,-0.00023325+0.00034333i,0.00043311+0.00064984i,0.0002885+0.0012452i,-0.00019136+0.00097265i,-0.00022441-0.00018433i,-0.00015786-0.00029178i
-0.0007618-0.0001221i,-0.00012411+2.7045e-05i,0.00063031-0.0012795i,0.0014849-0.0014534i,0.0015494-0.00045447i,0.00068807+8.1929e-05i,-0.00047+0.00078725i,-0.00044828+0.00079596i,0.00032615+0.00030021i,0.00059398-0.00029267i,0.00071233+6.2043e-05i,0.00075003+0.00030781i,0.000848-0.00025076i,0.00056427-0.00022149i,-0.00035875+0.00017998i,-0.00030659-0.00018486i,-9.0614e-05-0.00040744i,-4.1439e-05-0.00027442i,0.00034883-0.00072071i,0.00048168-0.00056887i,0.00059595-0.00018735i,0.00015398-7.6555e-05i,-0.00042145+0.00024153i
-0.00053806+0.0017564i,0.0006211+0.0018027i,0.0024857+0.0010969i,0.0028735+0.0002212i,0.0023485+0.00019783i,0.0022599+0.0003104i,0.0015337+0.00052558i,0.00079765+0.00029231i,0.00084997-0.00033429i,0.00061662-0.00023785i,-0.00016238-0.00013675i,-0.00065894-0.00060662i,-0.00083409-0.00051395i,-0.00089448-4.6107e-05i,-2.2116e-05+0.00014009i,0.00065309+0.00016127i,0.00043571+0.00050353i,-3.4085e-05+0.0011108i,-0.00048903+0.00081036i,-0.00053971-0.00045592i,0.00034799-0.00069304i,0.0011598+7.9406e-05i,0.00045385+0.00042754i
0.0005779-0.0008952i,0.00066872-0.00076305i,0.00022559-0.0010549i,0.0002411-0.0014347i,0.00023633-0.0010716i,-0.00098001-0.00025688i,-0.0012939-0.00015545i,-0.00043866+0.00013735i,0.00024307+0.00030789i,-0.00045138+0.00014764i,8.461e-05-0.00013263i,0.00098015-0.00031713i,0.00042562-0.0004464i,0.00012502-0.00023965i,-0.0002519-0.00026963i,-0.00021517-0.0001135i,0.00053081+0.0006399i,0.00045494+0.00093237i,-3.5554e-05+0.00022372i,0.00015366-0.00046085i,-0.00040229-0.00079605i,-0.0010685-0.00080026i,-0.00063568-0.00067923i
-0.00042065+0.00056201i,-0.00072855-9.9192e-05i,-0.00049982-0.00064294i,0.00028909-0.0010799i,0.00093871-0.00044764i,0.00021016+0.00045001i,-0.00023532+0.00066406i,0.00031001+0.00081048i,-0.000747+0.00063777i,-0.0019578-6.5254e-05i,-0.0010546-0.00061212i,0.00012723-0.00053085i,4.4035e-05-0.00042069i,-0.00020055+0.00017257i,-0.00053672+0.00034607i,-0.00059769+6.8868e-05i,-0.00010111-9.3382e-05i,-0.00045204+8.1907e-06i,-0.00078395-0.00029904i,-0.00019509-0.0003883i,0.00034335+0.00038184i,-3.044e-05+0.0010913i,7.2187e-05+0.0010186i
0.00051832-0.0009877i,0.0006999-0.0011586i,-0.00046952-0.0023348i,-0.00086188-0.00174i,-0.00019202-0.00012406i,-0.00054367+0.00097528i,-0.00057415+0.0014625i,0.00031495+0.0012439i,0.00065292+0.00047721i,0.00015534-0.00037595i,-0.00021046-0.00075553i,-0.00010183-0.00057934i,0.00020956-0.00031383i,0.00033369+5.9615e-05i,-2.1783e-05-0.00014132i,0.00031733-3.114e-05i,0.00044251+0.00028155i,-0.00035352-0.00022401i,-0.00023628-0.00032476i,0.00084676-0.00080753i,0.0010401-0.0007403i,0.00052237-0.00046687i,0.00031296-4.2297e-05i
-7.1593e-05+2.6663e-05i,0.00028355-0.00036325i,6.1686e-07-7.1203e-05i,0.00090045+0.00040226i,0.0016098+0.00051549i,0.0012762+0.00069183i,0.00015524+0.0014707i,0.00012579+0.0017714i,0.0009332+0.0006852i,0.00094388-0.00035954i,0.0003564-0.00060277i,0.00030598-0.00020198i,0.00059035+0.00025069i,0.0002537+0.00027763i,9.0569e-05+0.00019894i,-0.00022697+3.7949e-05i,-0.00050814+0.00035758i,9.6202e-05+0.00081081i,0.0006434+0.00053142i,0.00031541+0.00021927i,-0.00026894+0.00015409i,-0.00031316+9.2658e-05i,-0.00054045+2.9288e-05i
-0.00038324-0.00078181i,0.000609-0.00080095i,0.000366-0.0014003i,0.00028205-0.0014534i,0.0002354-9.8594e-06i,0.0011077+0.00027612i,0.0010185+0.00046476i,0.0003709+0.0014269i,0.00042896+0.0011789i,9.131e-05+0.00025965i,0.00044118-7.7119e-05i,0.0012951+6.6742e-05i,0.00065505+0.00058948i,-0.00069163+0.00019293i,-0.00053525-0.00058406i,-0.00017115-0.00037588i,0.00059408-0.00028894i,0.00073355+3.8653e-05i,0.00016974+0.00072564i,7.7841e-05+0.00059566i,-2.7198e-05+0.00012953i,-0.00012919+9.7995e-05i,-0.00024056+0.00042411i
-0.0010355+0.0017114i,-0.0016626+0.0018656i,-0.00038531+0.00062059i,0.0013822+0.00037135i,0.0020543+0.00036851i,0.0012814-0.00020025i,-3.2525e-05-0.00067271i,-0.00018202+0.00029901i,0.000803+0.001061i,0.0014051+0.00040806i,0.0014514+0.00025929i,0.0014445+0.00048073i,0.00071693-3.1596e-05i,0.00031628-0.0007184i,0.00050716-0.00051962i,0.0006973+0.00023001i,0.00065861+0.00056398i,0.00052556+0.00081324i,0.00061639+0.00086344i,0.0007593+0.0015023i,0.00014796+0.001736i,-0.00027033+0.0012399i,3.309e-05+0.00041208i
6.611e-05+0.00095819i,-0.00021668+6.6132e-05i,0.00010424-0.0018703i,0.00039628-0.0020881i,0.00078291-0.00156i,0.0011979-0.0011845i,0.0007015+0.0006725i,0.0006604+0.0019069i,0.0015054+0.0011868i,0.00067759+0.00064335i,6.2149e-05+0.00017874i,0.0006249-0.00043086i,0.00033158-0.00029489i,8.3397e-05+0.0005059i,0.00011114+0.00079585i,3.6485e-05+0.00015941i,0.00065559-0.00027113i,0.00057604-0.00035552i,0.00049566+0.00022826i,0.00032206+0.00056548i,-5.4344e-05+0.00043139i,-0.00029096+0.00069983i,-0.00037671+0.00093749i
-0.0019295+0.0013332i,-0.0017473+0.00099128i,0.00023454+0.0014816i,0.0015856+0.00089356i,0.001552+0.00012125i,0.00089025+0.00039195i,0.000874+0.00071527i,0.0011199+0.0010263i,0.0007611+0.0001328i,0.00011919-0.00024719i,-4.6256e-05+9.7999e-06i,0.00022429+0.00089575i,0.0001445+0.00091453i,-0.00044958-0.00029607i,-0.00065715-0.00057726i,-0.00018571+0.0002341i,-0.00044749+0.00046517i,-0.00054178-0.00025799i,0.00031693-0.00076316i,0.00026225-0.00078556i,-0.00066031-0.00072822i,-0.0011414-0.00033167i,-0.0006422-0.00021339i
-2.0486e-05-0.00087101i,-0.00044092-0.0017723i,-0.0014249-0.0025334i,-0.00085473-0.0018694i,0.00021412+9.0705e-06i,4.5072e-05+0.0010425i,-0.00050377+0.0012985i,-0.00029087+0.0018011i,-2.9272e-05+0.0011234i,-0.00042093-0.00037239i,-0.00060091-0.00098934i,-0.0001189+6.7191e-05i,0.00061587+3.8349e-05i,0.0009598-0.0007557i,0.00030741-0.00033101i,-0.00040108-2.8075e-05i,-8.0845e-06-0.00024361i,0.0003406+4.0082e-05i,0.00029263+0.00063288i,0.00039851+0.00043005i,3.5347e-05-0.00055106i,-0.00021351-0.0010043i,0.00013292-0.00020893i
0.0020046-0.0025542i,0.0015134-0.0031909i,0.00017926-0.0024459i,-0.00062991-0.0012457i,-0.00085647-0.00077043i,-0.00038042+0.00027394i,0.00060061+0.00056018i,0.00076194+0.00053983i,0.00034871+0.00070843i,0.00022772+0.00063472i,-0.00030592-2.0407e-05i,-0.00032599-0.00050864i,0.00029827+0.00046148i,0.00049954+0.0012498i,0.00069946+0.00060085i,0.00085696-0.00017882i,0.00086996-9.8474e-05i,0.00088542+0.00040979i,0.0015322+0.00024886i,0.00093202+0.00049076i,6.5194e-05+0.0007946i,0.0001814+1.887e-05i,-0.00017715-0.0004386i
0.00092565-0.00074967i,0.0005843-0.0017602i,-0.00016064-0.0030005i,-0.0003982-0.0021721i,0.0001266-0.00027267i,0.00037837+0.00081729i,0.00080256+0.0010663i,0.0013248+0.00081333i,0.00094202+0.00029447i,0.00010671+0.00040837i,-0.00070227+0.0010601i,-0.00056565+0.0012868i,-5.3467e-05+0.00016221i,0.00052813-0.00042696i,0.00053863+6.3048e-06i,-0.00020969-7.8338e-05i,-0.00029637-0.0003744i,-0.00023783+7.1148e-05i,-0.00069199+9.5439e-06i,-0.00069376-0.00010992i,-0.00045705+0.00026759i,-0.00022469+9.6142e-05i,-0.00035131-0.00017929i
-0.00068474-0.00028669i,-0.00076339-0.00021917i,-0.0018672+0.00013998i,-0.001396+0.00017715i,0.00047348+0.0002385i,0.0017278+0.00080195i,0.0014857+0.00081344i,0.0013517+0.00078779i,0.0013306+0.00059737i,0.00097278+1.0815e-05i,0.001037+3.2298e-06i,0.00065859+0.00016342i,0.00017527+0.00022652i,0.00041008+0.00034716i,0.00052356+0.00024946i,0.00049301-6.4641e-05i,0.0004897-0.00028036i,0.0010067+0.00012003i,0.0012465-0.00012289i,0.00072195-0.00043633i,0.00086438-0.00012128i,0.0014224+0.00012792i,0.0013771-0.00013268i
-0.00030219+0.00083517i,-0.00025259+0.00036981i,0.00018835-0.0016566i,0.00078307-0.00098775i,0.0010479+0.00041377i,0.00061512+0.00053634i,0.00012736+0.00058868i,0.00052864+0.00077325i,0.0010214+3.4671e-06i,0.0011117-0.00031809i,0.0014457+0.0004082i,0.0017672+0.00034287i,0.0011741-8.5763e-05i,0.00043948-0.00049209i,0.00028677-0.00021697i,0.00017481+0.00031659i,0.00044699+0.00040278i,0.0002797+7.2563e-05i,8.7005e-05+5.7834e-05i,0.00052242-7.5571e-05i,0.00026146+0.00012284i,-1.0308e-05+0.00045301i,-6.8804e-05-0.00016068i
0.00017446+0.00038301i,0.0012119+0.00012576i,0.0002988+4.446e-05i,-0.00076413-0.00013652i,-0.00099314+0.000475i,-0.0016456+0.0010695i,-0.0012084+0.0018308i,0.00034351+0.0023601i,0.00097615+0.0015407i,0.00075633+0.00034432i,0.0001048+0.0011675i,-0.00038727+0.0017555i,-3.7944e-05+0.0010438i,3.6579e-05-2.8751e-05i,0.00017223+1.8112e-05i,0.00014646+0.00066148i,0.00016728+0.00062926i,0.00038855+0.00035819i,0.00066741+0.00044666i,0.0010709+0.00058778i,0.0010163+0.00013472i,0.0010304-0.00051369i,0.00064484-0.00076662i
0.001184-0.00049758i,0.0016898-0.00072362i,0.0019007-0.001015i,0.0010306-0.0012869i,0.00035612-0.00048951i,0.00043205+0.00037509i,0.00059562+0.00044228i,0.00062262+0.00037685i,0.001097+1.7466e-06i,0.0010456+0.00010308i,0.0003559+0.00053049i,4.9019e-05+0.0004541i,0.00013552+0.0004607i,0.00030703+0.00054235i,0.00066497-0.00016384i,0.00084288-0.00092816i,0.00068457-0.00042765i,0.00076572+7.0875e-06i,0.00051382+0.00056606i,-0.00013041+0.00079506i,-2.9507e-05+0.00032487i,0.0005279-0.00017752i,0.00052181+2.376e-05i
0.0016578+0.0010942i,0.0015156+0.00031809i,0.0021505-0.0013738i,0.0014829-0.00085749i,0.00046968+2.0549e-05i,8.6666e-05+0.001248i,-0.00032998+0.001513i,-0.00010076+0.0012586i,0.00024479+0.00092543i,0.00033444-3.813e-05i,0.00057111-0.00060581i,0.0005447-0.00045037i,-0.00033687+0.00011213i,-0.00095944+2.4598e-06i,-0.0012195+0.00037486i,-0.00050491+0.0005268i,0.00027582+0.00075515i,-0.00031915+0.0011107i,-0.0005922+0.00077877i,-6.0941e-05+1.4109e-05i,-0.00029961-8.7829e-05i,-0.00059482-2.016e-05i,-0.00018103-4.9681e-05i
-0.0012775-0.001804i,-0.0016716-0.0020293i,-0.001395-0.0027994i,-0.0013095-0.0012523i,-0.00076655+0.00051238i,0.00077645+0.00072694i,0.0016799+0.0014191i,0.0011429+0.0020126i,0.0007278+0.0018267i,0.0011479+0.0013788i,0.0010404+0.0013296i,0.00055304+0.00074689i,0.00074906-0.0001838i,0.00060851-0.00011245i,0.00016191+0.00052886i,-4.8629e-05+0.0004904i,-0.00050818-0.00027192i,-0.0003296-0.00062428i,0.00029978-0.00014334i,0.00018847+0.00017818i,-0.00016596-0.00016475i,-0.00075433+0.00011522i,-0.0012726+0.00061907i
-0.0007061+0.00080269i,-0.00021243-0.00013002i,-0.00010443+0.0009428i,-7.5688e-05+0.0011364i,0.00059818+0.0001552i,0.0010882-0.00092162i,0.00078681-0.00061448i,0.00078524+0.00018729i,0.00095678+1.0501e-05i,0.00067608-0.00015202i,0.00049539+0.00042193i,0.00059763+0.00076909i,-2.732e-05+0.00050926i,-0.0008109-1.7574e-05i,-0.00017303-0.00039208i,0.0010344+8.2134e-05i,0.00010392+0.00046074i,-0.00056593-0.00041939i,-0.00047497-0.00093234i,-0.00037376-0.00068008i,-9.8567e-07-0.00047743i,-4.4947e-05-0.00011224i,0.00019016+0.00065302i
0.0016367+0.00029991i,0.0015801-0.00022714i,0.0015105-0.0017082i,0.0012086-0.0022684i,0.0007469-0.0010493i,-2.4011e-05+0.00041474i,-0.00020839+0.00094731i,4.3338e-05+0.0011001i,0.0002575+0.00023278i,0.00019208-0.00087714i,-0.00011045-0.00056581i,-0.00018095+0.00015946i,-3.2926e-05+0.00093193i,-0.00037261+0.00097863i,-0.000684+0.00033872i,-0.0004431-0.00019031i,-0.00054609-0.00057969i,-0.00032091-0.00057793i,-0.00061149-0.00022206i,-0.00048381-0.00011375i,0.00059402+2.7028e-05i,0.00067066-5.9455e-05i,0.00054568+0.00038212i
0.0018067+0.00092592i,0.0019547-0.00064825i,0.0015965-0.0015497i,0.00074449-0.0015293i,0.00029582-0.00085093i,0.0002649-0.00011427i,0.00014358+0.00085637i,0.00040359+0.0015395i,0.00073466+0.00077477i,0.0004017-0.00029649i,0.00014257-0.00079931i,0.00042375-0.00061094i,0.00070711-0.00021324i,0.00036383-0.00015075i,-0.00022557-0.00030378i,-0.00043683-0.00022276i,0.00020487-5.2274e-05i,0.00017505+0.00021953i,-0.00067057+0.00020368i,-0.00025282+0.00018584i,-0.00031521+0.00028423i,-0.00019659+0.00024128i,0.0001783+0.00097497i
-0.001644-0.0018029i,-0.001776-0.0012556i,-0.0018387-0.00019355i,-0.001586-0.00033147i,-0.00097992+6.4649e-05i,7.3063e-06+0.00031636i,0.00041069+0.00035164i,0.00048626+0.00061933i,-3.0568e-05+0.00028007i,-0.00015432+0.00022189i,-0.00028059+0.00040186i,-0.00035141-0.00034906i,0.00042064-0.00088126i,0.00081973-0.00058645i,0.00053002-0.00078717i,-0.00034345-0.0011779i,-0.0011146-0.00071797i,-0.00097846-6.5191e-06i,-0.00047428+0.00038481i,0.00024179+0.00097545i,0.00058286+0.0012696i,0.00028914+0.00016654i,-0.00031568-0.00071304i
