0.00045451+0.00026006i,0.0018277-0.0023034i,-0.00022509-0.003906i,-0.0019745-0.002771i,-0.0020733-0.00017165i,-0.0017986+0.0019915i,-0.0012183+0.0034362i,0.00035475+0.0028128i,0.0014748+0.00089367i,0.0017405+0.00016618i,0.0010353+0.0005174i,0.00027365+0.00077953i,0.00018445+0.00043264i,7.1034e-05-0.00036459i,0.00085634-0.00047315i,0.00088889-0.00062251i,0.00052752-0.00081382i,0.00020276-0.00068563i,0.00017353-0.00058628i,0.00041863-0.0001338i,0.00015163-0.00049181i,-0.00038673-0.0005253i,-0.00041451+0.00032736i
0.0079728+0.0022636i,0.028575+0.01393i,0.06043+0.039227i,0.076169+0.060781i,0.054898+0.048479i,0.017634+0.015446i,-0.0086724-0.0055199i,-0.01309-0.0015882i,-0.0011618+0.0085603i,0.0058177+0.007959i,0.0033009+0.0050987i,0.0029693+0.0062138i,0.007018+0.0052679i,0.0092138+0.0012248i,0.0059285-0.0025329i,0.00086821-0.0041978i,-0.00078051-0.0040895i,-0.00033923-0.0038485i,-0.00043263-0.0045789i,-0.0019704-0.0043265i,-0.0040632-0.0022461i,-0.0038151-0.00021959i,-0.0031113-0.00011565i
-0.007318+0.003314i,-0.027-0.0078101i,-0.05555-0.035963i,-0.070625-0.066222i,-0.052533-0.066957i,-0.020361-0.043775i,-0.00035093-0.019595i,0.013608-0.0026255i,0.02161+0.0021507i,0.018246+0.00023512i,0.012208-8.6687e-05i,0.0091696-0.0018676i,0.0064318-0.0059397i,0.0019123-0.0066049i,-0.0011407-0.0032547i,6.0684e-06+0.00070906i,0.0020246+0.0024824i,0.00093776+0.0020469i,-0.0014528+0.001226i,-0.0008583+0.0012316i,0.0017508+0.00098249i,0.003955-0.00070448i,0.003985-0.0010779i
0.010381+0.0010908i,0.035065+0.0085699i,0.070417+0.026525i,0.083794+0.043802i,0.05047+0.040438i,-0.0019549+0.026039i,-0.025591+0.017953i,-0.018548+0.0031409i,-0.0090094-0.014698i,-0.0080778-0.017113i,-0.0070657-0.0097749i,-0.0027569-0.0068712i,-0.00073763-0.0082537i,-0.001951-0.0075604i,-0.0024812-0.0035737i,-0.0022585-0.0011318i,-0.0036933-0.0021981i,-0.0048209-0.0030112i,-0.0043677-0.0021634i,-0.0035175-0.00019932i,-0.0019419+0.00059753i,-0.0006168-0.00050707i,-0.0014637-0.00095041i
-0.0072985+0.0036628i,-0.032581-0.0030367i,-0.073391-0.016916i,-0.10026-0.027813i,-0.081932-0.020578i,-0.030064-0.0028583i,0.011827-0.0012846i,0.016249-0.0084091i,0.0025535-0.0077874i,-0.0032371-0.0022599i,-0.0023931-7.1586e-05i,-0.0049221+0.0004425i,-0.010438+0.0023726i,-0.010632+0.0044402i,-0.004298+0.0046138i,0.00024642+0.0023646i,0.0014383+0.00094965i,0.0019757+0.0023505i,0.0026982+0.0039895i,0.0030607+0.002651i,0.001378-0.0010748i,-0.0010257-0.0025349i,-0.00030931-0.0016174i
0.013156-0.0043237i,0.042739-0.00084551i,0.092554+0.010707i,0.12136+0.031466i,0.095748+0.051086i,0.040664+0.04695i,-0.0058516+0.026597i,-0.028327+0.015295i,-0.029101+0.016291i,-0.016562+0.015903i,-0.0067277+0.0088344i,-0.0040921+0.0060478i,-0.0013731+0.0092041i,0.0033386+0.0084626i,0.0045574+0.0034924i,0.00017013+0.00060562i,-0.0032196+0.001486i,-0.0025722+0.0015837i,-0.0011249-0.00011657i,-0.0015453-0.0018747i,-0.0024741-0.0021504i,-0.0030819+3.7124e-05i,-0.0026386+0.0020757i
-0.0096135+0.0029264i,-0.03769+0.0006855i,-0.086628-0.0077i,-0.11192-0.021627i,-0.072012-0.03641i,-0.013571-0.037908i,0.0085106-0.027554i,0.0062084-0.010456i,0.0094105+0.0066116i,0.013419+0.0082394i,0.0086225+0.0026778i,0.0056566+0.003559i,0.0069561+0.0060037i,0.0053827+0.0045248i,0.00077499+0.0024132i,-0.00098545+0.0028039i,0.00043868+0.0035756i,0.0018624+0.0019209i,0.0017542-0.00090437i,0.00079209+0.00015731i,0.00021318+0.0032587i,0.00073413+0.0037635i,0.0012537+0.0017021i
0.0083901-0.0040403i,0.0415-0.0074636i,0.099413-0.008508i,0.1365-0.0096805i,0.1034-0.010344i,0.040999-0.0034505i,0.0012539+0.015628i,-0.0048291+0.029213i,0.0072958+0.015517i,0.0065308-0.003259i,-0.001345-0.0028455i,0.0022241+0.0023623i,0.008885-0.0029616i,0.007432-0.0083031i,0.0020023-0.0056419i,1.3111e-05-0.00045616i,0.00010978+0.0012256i,-0.00037595-0.00054006i,-0.0023815-0.0022625i,-0.0048327-0.00068035i,-0.0038289+0.0019053i,-0.00032191+0.0024586i,0.00041493+0.0016439i
-0.014447+0.0043649i,-0.045685+0.012527i,-0.10467+0.019725i,-0.15186+0.018734i,-0.13247+0.0070305i,-0.075159-0.013829i,-0.024107-0.023626i,0.010216-0.021209i,0.017357-0.016167i,0.0094666-0.0086031i,0.0046089-0.0035742i,0.001219-0.0047i,-0.0035966-0.0059792i,-0.0044414-0.0022119i,0.00027251+0.0015299i,0.0057514+0.0022516i,0.0073795+0.00099501i,0.0050836+3.982e-05i,0.0026902+0.0017737i,0.0037404+0.0011167i,0.005459-0.0024433i,0.0036496-0.003978i,0.0016099-0.0036209i
0.012451-0.0010212i,0.049836-0.011996i,0.1109-0.021262i,0.1435-0.01715i,0.095662+0.0048848i,0.022259+0.03872i,-0.0057786+0.046656i,-0.013446+0.021582i,-0.022297+0.0032898i,-0.019431+0.0046833i,-0.0066409+0.0077886i,-0.00026258+0.0038062i,-0.0030624+0.00029457i,-0.0026671+0.0012481i,0.00042588+0.0013034i,0.00044189-0.00036757i,-0.0015668-0.0007964i,-0.0030198-0.00039761i,-0.0033324+0.00043308i,-0.0022976+0.0014967i,-0.0005659+0.00052433i,-0.00010689-0.00082151i,-0.0011632+0.00018437i
-0.0099271+0.014097i,-0.04144+0.029103i,-0.089873+0.045912i,-0.11654+0.056078i,-0.078611+0.056827i,-0.017856+0.026799i,-0.00089795-0.016781i,-0.010303-0.028401i,-0.010012-0.014116i,0.00020109-0.004498i,0.0044327-0.0057384i,-0.0016247-0.0031168i,-0.0046342+0.0046319i,-0.0026003+0.0055503i,-0.002274-0.00092463i,-0.0038892-0.0049886i,-0.0035041-0.0031979i,-0.0007263-0.00095292i,0.00074677-0.0010741i,-0.00088636-0.00176i,-0.0031367-0.0008039i,-0.0026374+0.0012324i,-0.00017137+0.001007i
0.011432-0.0060403i,0.047643-0.026176i,0.10708-0.055689i,0.15439-0.076824i,0.15486-0.069705i,0.10629-0.027387i,0.049208+0.020114i,0.016592+0.039684i,0.0083497+0.03605i,0.0074994+0.018991i,0.0018362+0.0038204i,0.0015277+0.0015746i,0.0090293+0.0012886i,0.0099538-0.0025807i,0.0031203-0.003092i,-0.0012491+0.0010884i,-0.0016481+0.003088i,-0.0016112+0.0018321i,-0.0012885+6.5113e-05i,-0.0011082-0.0020414i,-0.002007-0.0021935i,-0.0012034+0.00028134i,-0.00041364+0.0022182i
-0.0086624+0.012668i,-0.041668+0.032038i,-0.094057+0.064176i,-0.13331+0.072599i,-0.12997+0.028182i,-0.082644-0.032134i,-0.040022-0.050802i,-0.022344-0.027588i,-0.0025244-0.0071031i,0.0069539-0.0057611i,-0.00046648-0.0049568i,-0.0050842-0.0013351i,-0.0038313-0.00057689i,-0.0040258+0.0018606i,-0.0046861+0.0062384i,-0.0033175+0.0076486i,-0.001133+0.0063111i,0.0010309+0.0043648i,0.0022556+0.0033136i,0.0032372+0.0040926i,0.004746+0.0026395i,0.0036472-0.00092189i,0.0010658-0.0032137i
0.015721-0.011577i,0.047469-0.036473i,0.090587-0.081807i,0.099173-0.11033i,0.053494-0.078353i,-0.00412-0.023331i,-0.012668+0.011239i,0.012609+0.018445i,0.01404+0.0039123i,-0.0016647-0.0017537i,-0.0028902+0.005989i,0.003904+0.0061731i,0.0014998-0.0020569i,-0.0038203-0.0035652i,-0.00081043+0.0006599i,0.0033595+0.0015284i,0.0029912+2.397e-06i,0.001503-0.0007295i,-0.00058978+0.00021968i,-0.0030247+0.0021635i,-0.0038454+0.0026424i,-0.0035242+0.0018365i,-0.0030926+0.0017746i
-0.0052535+0.0097485i,-0.032214+0.037696i,-0.075468+0.096403i,-0.096437+0.15244i,-0.077476+0.14782i,-0.054961+0.09737i,-0.046314+0.037649i,-0.034616-0.0051549i,-0.017193-0.014582i,-0.0047205-0.0078947i,-0.0010971-0.0024507i,-0.0016982+0.000618i,-0.0022497+0.0051184i,0.0019326+0.0090959i,0.006935+0.0058506i,0.0065535-0.00051731i,0.0028107-0.0027925i,0.00054497-0.0017874i,0.0020419-0.0021084i,0.0026634-0.0045875i,-0.00024643-0.0044581i,-0.0023767-0.0015061i,-0.0013621+0.00029644i
0.015702-0.012257i,0.043475-0.042925i,0.092957-0.10427i,0.12687-0.14624i,0.12362-0.10151i,0.10941-0.01418i,0.085554+0.027927i,0.045153+0.025433i,0.012595+0.016199i,0.0027813+0.0099105i,0.0054485+0.0045296i,0.0073422+0.00050718i,0.0071721+0.00010603i,0.0067511-0.00075304i,0.0033278-0.0027483i,-0.00022855-0.0018606i,-0.00096969+0.00030358i,-0.00095403+0.00012038i,-0.001399-0.00039613i,-0.0013255+0.0017053i,0.00014738+0.0030203i,0.0019004+0.0024106i,0.0023136+0.0003396i
-0.012636+0.0093528i,-0.033578+0.039946i,-0.072262+0.095244i,-0.085989+0.12609i,-0.048809+0.074909i,-0.016813-0.0089083i,-0.022711-0.035548i,-0.030776-0.017356i,-0.020374-0.0023347i,-0.006399-0.0010741i,-0.0033053-0.0053863i,-0.0050998-0.0032775i,-0.0022935+0.0011038i,-2.9611e-05-0.00031831i,-0.0015898-0.0023718i,-0.0040201-0.00069107i,-0.0036231+0.0019103i,-0.0018357+0.0032669i,-0.0011832+0.0033017i,-0.00056591+0.002487i,0.0022142+0.0021869i,0.0044568+0.00048769i,0.0030542-0.0027658i
0.0087438-0.009994i,0.028981-0.044334i,0.055205-0.10755i,0.045645-0.16694i,-0.0056166-0.16584i,-0.025902-0.11105i,0.0033828-0.058108i,0.022464-0.025047i,0.01681-0.0034698i,0.010027+0.004611i,0.0064497+0.0030617i,0.0055369-0.0013664i,0.0036635-0.0066443i,0.00046515-0.0068894i,0.00036139-0.0023364i,0.0030895-8.6896e-05i,0.0040798-0.00090666i,0.0023607-0.00079664i,0.00079749+2.6304e-05i,-0.00071838+0.00034805i,-0.0034907+0.0007946i,-0.0055821+0.00075976i,-0.005598+0.0028911i
-0.0056062+0.013396i,-0.021398+0.050294i,-0.044609+0.11954i,-0.054365+0.1888i,-0.054206+0.20166i,-0.071403+0.14154i,-0.08502+0.070406i,-0.064662+0.036857i,-0.027913+0.016961i,-0.010161-0.00122i,-0.011299-0.0033467i,-0.011729+0.005031i,-0.0089445+0.010398i,-0.0063346+0.010612i,-0.0030798+0.0087936i,-0.00069052+0.0060158i,-0.0002028+0.002605i,-2.3262e-05-0.00039973i,0.0012556-0.0018888i,0.0030379-0.0033056i,0.0028958-0.0047943i,0.00045724-0.0044686i,-0.0027008-0.0028612i
0.010078-0.020067i,0.028087-0.055881i,0.047907-0.10977i,0.054597-0.13197i,0.058461-0.079425i,0.068493+0.0030069i,0.065354+0.024825i,0.047393+0.0011351i,0.027724-0.0080752i,0.01394-0.0047695i,0.0074705-0.0042097i,0.0055443-0.0044193i,0.0046262-0.0039383i,0.0031147-0.0035081i,0.0015988-0.0042754i,-2.4293e-05-0.0050032i,-0.00094148-0.0044118i,6.4223e-05-0.0031331i,-0.00027844-0.0022211i,-0.0018274+0.00011015i,-0.0010439+0.0038052i,0.0028604+0.0061821i,0.0059986+0.0067795i
-0.014066+0.010726i,-0.02518+0.044981i,-0.023214+0.096316i,0.016706+0.11654i,0.063488+0.06711i,0.064657+0.0042536i,0.021514+0.003551i,-0.010457+0.028389i,-0.011311+0.027012i,-0.0089344+0.016159i,-0.0087711+0.014139i,-0.0033426+0.012511i,0.0036882+0.0089314i,0.0077499+0.0063995i,0.0068846+0.0040011i,0.0028265+0.0017646i,-0.0004384+0.001782i,-0.0021877+0.0027663i,-0.0019557+0.0012263i,-0.0016006-0.0018436i,-0.002795-0.0040081i,-0.0027861-0.0041675i,-0.0017015-0.0035228i
0.010254-0.014337i,0.022694-0.050779i,0.018933-0.11732i,-0.022124-0.17904i,-0.061836-0.19212i,-0.049075-0.1608i,-0.00644-0.11843i,0.0096578-0.079646i,-0.00087508-0.044193i,-0.0058757-0.014932i,4.4681e-05-0.00055911i,0.0034217-0.00069168i,-0.00043025-0.0040281i,-0.0051579-0.0028276i,-0.0061006+0.0023299i,-0.0027014+0.0045638i,0.00082605+0.0037824i,0.00068869+0.002174i,-0.00065899+0.0012265i,-8.7908e-05+0.0024728i,0.0018034+0.0021165i,0.0027614-0.00077274i,0.0017564-0.0018453i
-0.0024178+0.014058i,-0.014566+0.047372i,-0.022403+0.10698i,-0.024363+0.15933i,-0.052564+0.16323i,-0.096869+0.13107i,-0.09296+0.095168i,-0.04645+0.063711i,-0.0087186+0.034835i,0.00458+0.015029i,0.00435+0.0070029i,0.0020873+0.0061645i,0.002086+0.005184i,0.0016159+0.0014196i,0.00086886-0.0017941i,-0.00052641-0.0019346i,-0.001403-0.00021515i,-3.2974e-05+0.0019214i,0.00044884+0.0023939i,-0.0014529+0.00046355i,-0.003042+0.0003612i,-0.0029177+0.0018707i,-0.0024983+0.00070541i
0.011019-0.014917i,0.024746-0.045704i,0.022192-0.083791i,-0.010282-0.072266i,-0.028247+0.011077i,-0.0032454+0.074527i,0.013034+0.046733i,-0.000881+0.00023076i,-0.0054144-0.0013516i,0.010353+0.0032708i,0.016235-0.0070947i,0.0097714-0.011541i,0.0051255-0.0050663i,0.0061983+0.0025671i,0.0079291+0.0035293i,0.0068831-4.8745e-05i,0.0051628-0.0020301i,0.003936-0.0033044i,0.0021005-0.0033919i,0.00022956-0.001008i,6.3346e-06+0.0008445i,0.00039632+0.0027644i,0.0029832+0.0050824i
-0.016816+0.013914i,-0.02337+0.044432i,-0.0010329+0.087513i,0.083025+0.098532i,0.17633+0.056476i,0.1802+0.018033i,0.1081+0.02603i,0.047142+0.041517i,0.020158+0.025733i,0.00021591+0.002688i,-0.011574+0.0003618i,-0.0078409+0.0050012i,-0.00089724+0.0049153i,0.00060517+0.0039812i,-0.0013931+0.0038085i,-0.0020306+0.0055748i,-0.0011117+0.0061073i,-0.0023904+0.0043957i,-0.0037138+0.0038227i,-0.00086968+0.0024338i,0.0016577-0.0016989i,0.0014007-0.0057105i,-0.0021057-0.0063595i
0.015578-0.0056161i,0.032698-0.039133i,0.037471-0.092854i,0.0070541-0.14351i,-0.023528-0.17957i,-0.013766-0.18981i,-0.0039738-0.15944i,-0.011798-0.10168i,-0.012062-0.058049i,-0.010493-0.038849i,-0.013181-0.02617i,-0.01306-0.015492i,-0.009137-0.012208i,-0.0065726-0.012961i,-0.007031-0.0092922i,-0.0068462-0.0036396i,-0.0034423-0.0013255i,-0.00047945-0.0013252i,-7.4779e-05-0.00068663i,0.00082443+0.0013331i,0.0034484+0.001992i,0.0055712+0.00058226i,0.0073654-0.0013847i
-0.0093309+0.01433i,-0.027171+0.041911i,-0.041693+0.067039i,-0.05639+0.055806i,-0.098637+0.023736i,-0.1439+0.017405i,-0.11089+0.041947i,-0.032739+0.049526i,-0.00024305+0.039018i,-0.0021367+0.038573i,-0.0017343+0.035913i,0.0012748+0.024747i,0.0031046+0.014381i,0.0040026+0.0073892i,0.0055062+0.00022821i,0.0054996-0.0055844i,0.0016801-0.0042616i,-0.00071459+0.0015095i,0.00049474+0.0032169i,-0.0015347+0.0009042i,-0.0076982-0.00094588i,-0.012114+0.00088038i,-0.011495+0.0048532i
0.006377-0.019642i,0.026436-0.046679i,0.020585-0.058549i,-0.035262-0.0081038i,-0.095339+0.085771i,-0.098547+0.13193i,-0.074588+0.084243i,-0.068671+0.024576i,-0.054244+0.014143i,-0.023293+0.014898i,-0.0042038+0.0086048i,0.00044616+0.0062179i,0.0002035+0.0067129i,-0.00051336+0.008376i,0.00027121+0.010299i,0.00094591+0.0093114i,0.0015368+0.0046971i,0.00083262-0.0013631i,-0.0012833-0.0042305i,0.00070151-0.0039117i,0.0043945-0.0044159i,0.0058745-0.0057881i,0.0060314-0.0060682i
-0.018603+0.017698i,-0.03745+0.051323i,-0.028331+0.092617i,0.046057+0.11247i,0.14832+0.11438i,0.19118+0.10278i,0.15396+0.074897i,0.1035+0.044513i,0.073912+0.018425i,0.050309+0.0027508i,0.030577+0.00079264i,0.019431+0.0013386i,0.01256-0.00083343i,0.0047965-0.002776i,-0.003264-0.0031929i,-0.0087168+0.00014095i,-0.0076427+0.0046712i,-0.0018661+0.005866i,0.0016846+0.0046245i,0.00045607+0.0043112i,0.0003014+0.0078556i,0.0030814+0.010275i,0.0029407+0.0067932i
0.0212-0.017028i,0.053791-0.051588i,0.083497-0.09i,0.097884-0.10248i,0.11806-0.11372i,0.11681-0.13776i,0.057438-0.12116i,-0.0026685-0.060238i,-0.0079589-0.020386i,0.0041401-0.022251i,0.0013668-0.025708i,-0.0015035-0.017742i,0.00091973-0.0098271i,0.0058516-0.0045866i,0.0092774-0.0020154i,0.008179-0.00056102i,0.0040763-0.00076528i,0.0010684-0.0022859i,-0.00094228-0.0020018i,-0.0020874-0.0014759i,-0.0024839-0.0042668i,-0.004186-0.0066925i,-0.0034425-0.0058766i
-0.01431+0.020408i,-0.042922+0.051626i,-0.068497+0.068292i,-0.080662+0.0091959i,-0.11448-0.096683i,-0.1468-0.12349i,-0.10704-0.064405i,-0.032149-0.027928i,-0.006483-0.029833i,-0.015558-0.017057i,-0.011315+0.0025338i,-0.0031377+0.0052811i,-0.0021226+0.0033636i,-0.0016854+0.0039411i,0.0015883+0.0028835i,0.0051129-0.00025375i,0.0033257-0.0022423i,-0.00014724-0.00093625i,-0.00076773+0.00091335i,-0.0007872+0.00013159i,-0.00097414-0.00082548i,-0.0011972-0.00050933i,-0.0019253+0.0013849i
0.016451-0.010604i,0.05049-0.051501i,0.065304-0.096517i,0.0031258-0.087679i,-0.10361-0.0085695i,-0.15706+0.058445i,-0.12976+0.06218i,-0.082905+0.036729i,-0.056925+0.020425i,-0.040897+0.011624i,-0.028026+0.002276i,-0.019055+0.00068286i,-0.0098766-0.00046091i,-0.0039154-0.0052266i,-0.00074962-0.0059207i,0.0026005-0.0018357i,0.0041068-0.00060577i,0.0023229-0.0039028i,-0.00053139-0.0050955i,-0.001076-0.0024118i,-0.00081952+0.00044167i,-0.00066467+0.0012797i,0.0011574-0.0015779i
-0.016719+0.03155i,-0.047965+0.076543i,-0.075399+0.14207i,-0.058653+0.19592i,0.0075561+0.22604i,0.079719+0.22247i,0.1051+0.15207i,0.067314+0.067174i,0.031065+0.039975i,0.031422+0.036541i,0.02796+0.021489i,0.014778+0.0096542i,0.0069735+0.0074264i,0.0022112+0.0078042i,-0.0033149+0.0048982i,-0.0094113+0.0022304i,-0.0098225+0.0048032i,-0.00437+0.0085956i,-0.0018884+0.0093805i,-0.0016561+0.0088164i,-0.0010724+0.0093382i,0.00026164+0.0090205i,0.0015304+0.006236i
0.02576-0.032105i,0.061189-0.077791i,0.10346-0.12265i,0.139-0.10602i,0.17978-0.053882i,0.1939-0.057667i,0.12138-0.07918i,0.033211-0.037903i,0.011641+0.0047757i,0.010133-0.00092058i,-0.001054-0.0061827i,-0.0041967-0.0011052i,-0.0062205-0.0020104i,-0.0098094-0.0018513i,-0.0068174+8.2702e-05i,-0.00086077-0.0014961i,-0.00023866-0.0034551i,-0.0031785-0.0034083i,-0.0028835-0.0020632i,0.0001025-0.0024186i,0.0019227-0.0052486i,0.0013312-0.0076496i,-0.0014016-0.0075832i
-0.017597+0.027088i,-0.04357+0.076751i,-0.058493+0.12046i,-0.030508+0.078711i,0.00072571-0.055683i,-0.020108-0.14701i,-0.041181-0.11822i,-0.011546-0.062417i,0.01967-0.043147i,0.02005-0.029688i,0.013064-0.011693i,0.0085456+0.0011577i,0.010943+0.0081231i,0.017017+0.0072194i,0.015611+0.0030346i,0.010371+0.0021804i,0.0072201+0.0027382i,0.0071472+0.0021898i,0.0088693+0.001031i,0.0090004-0.00090432i,0.0078686-0.00079886i,0.0055258+0.0016694i,0.0038495+0.0045562i
0.014859-0.034731i,0.04333-0.092465i,0.062578-0.17366i,0.021218-0.22446i,-0.081805-0.2048i,-0.16607-0.1261i,-0.16321-0.035374i,-0.094237+0.011982i,-0.042645+0.0077602i,-0.032908-0.0020976i,-0.027458+0.0013018i,-0.0122+0.0043105i,-5.4909e-05+0.0027806i,0.0027785+0.0024108i,0.0033116+0.0041613i,0.0040907+0.0049293i,0.0013442+0.003308i,-0.0014361-0.00085955i,-0.0022726-0.0036563i,-0.0053034-0.0029471i,-0.0099648-0.0025411i,-0.010808-0.0022311i,-0.007318-0.0019644i
-0.01438+0.027995i,-0.039844+0.086609i,-0.074152+0.16204i,-0.099998+0.21681i,-0.10808+0.25088i,-0.071069+0.27019i,-0.0020537+0.21959i,0.013089+0.10358i,-0.014675+0.029933i,-0.014354+0.015242i,0.0037236+0.0095045i,0.012101+0.0014773i,0.010812-0.0059629i,0.0031353-0.0096326i,-0.0055775-0.0079188i,-0.012859-0.0044474i,-0.01372+0.00020996i,-0.008156+0.003369i,-0.004518+0.0018964i,-0.0040749+0.00115i,-0.00046132+0.0021524i,0.0063803+0.0012733i,0.0089894-0.0014642i
0.013184-0.0329i,0.034522-0.090113i,0.035537-0.13881i,0.0082651-0.10638i,0.015014-0.010053i,0.073216+0.028347i,0.090449-0.015921i,0.045497-0.027835i,0.017273+0.0042101i,0.013521+0.014277i,0.0066007+0.0061808i,-0.0021559-0.0027433i,-0.01191-0.0083661i,-0.0143-0.0059835i,-0.0053864-0.0040481i,0.0042599-0.0055547i,0.0059274-0.0062351i,0.00061076-0.0043678i,-0.0037697-0.00088683i,-0.0024921+0.00076435i,-0.0014913+0.0018147i,-0.0025738+0.0018739i,-0.0027156+7.6081e-05i
-0.01432+0.030882i,-0.025212+0.090655i,0.00024044+0.16042i,0.093182+0.17184i,0.18771+0.098312i,0.18903-0.0042505i,0.11473-0.047056i,0.054132-0.017827i,0.036232+0.013715i,0.031672+0.013249i,0.020091+0.0019676i,0.0066306+0.00096433i,0.0034566+0.010525i,0.0097719+0.017043i,0.014639+0.016209i,0.013913+0.015595i,0.012259+0.0139i,0.011308+0.010691i,0.011598+0.0079432i,0.010703+0.0036226i,0.0062122-0.0023032i,0.0011868-0.0056043i,-0.0022466-0.0038048i
0.017352-0.020686i,0.041333-0.075843i,0.051814-0.14288i,0.023938-0.18981i,-0.025961-0.21395i,-0.090313-0.19805i,-0.13606-0.13044i,-0.10316-0.067627i,-0.043019-0.051839i,-0.027208-0.047277i,-0.029544-0.026051i,-0.021208-0.0026909i,-0.0092449+0.011787i,-0.0028674+0.013077i,-0.006548+0.0061114i,-0.011883+0.00069621i,-0.011935-0.0013642i,-0.008992-0.002802i,-0.0082667-0.0037023i,-0.010271-0.0011299i,-0.0096049+0.0023917i,-0.0059997+0.0037553i,-0.0014577+0.0022871i
-0.023879+0.034214i,-0.040709+0.07677i,-0.03071+0.10177i,0.00025789+0.069065i,-0.0056858+0.034924i,-0.026972+0.060912i,0.00086339+0.091475i,0.030441+0.062466i,0.020877+0.020025i,0.011404+0.00665i,0.011445+0.0050647i,0.015039+0.0055943i,0.025711-0.0038645i,0.027204-0.021309i,0.015071-0.02812i,0.0032582-0.022077i,0.00043508-0.011668i,0.0037649-0.005738i,0.0047252-0.0057221i,0.0021967-0.0062929i,3.3095e-05-0.0022359i,0.0011003+0.0028017i,0.003541+0.0041751i
0.023741-0.031035i,0.039998-0.070596i,0.0017466-0.096122i,-0.11265-0.0578i,-0.2027+0.013558i,-0.18002+0.045395i,-0.1163+0.031085i,-0.089975+0.022824i,-0.07556+0.036046i,-0.047488+0.044012i,-0.022085+0.035331i,-0.0075192+0.016151i,-0.010143+0.00029946i,-0.016654+0.0045939i,-0.0088439+0.017334i,0.0013887+0.019272i,0.00059647+0.013548i,-0.0076573+0.0084378i,-0.010325+0.00904i,-0.002603+0.012443i,0.0053457+0.010128i,0.0043997+0.0027269i,-0.00019286-0.0030814i
-0.023661+0.032719i,-0.043483+0.066459i,-0.033466+0.093001i,0.043211+0.090624i,0.13528+0.082867i,0.16831+0.060632i,0.14617+0.0098836i,0.096807-0.016018i,0.055909-0.001363i,0.038835+0.0081804i,0.028721+0.0045397i,0.019003-0.0019071i,0.0065226-0.0087541i,-0.0084086-0.010341i,-0.01535-0.0044833i,-0.0097973+0.0021257i,0.00022967+0.0015939i,0.0063251-0.0013751i,0.0078766-0.0030925i,0.0062561-0.0058911i,0.0035572-0.0083615i,0.0020798-0.0068669i,0.001577-0.00080794i
0.023636-0.020007i,0.065664-0.03883i,0.098423-0.016337i,0.088553+0.061731i,0.052619+0.10778i,0.0019743+0.076994i,-0.056786+0.046887i,-0.048724+0.044148i,0.011613+0.017117i,0.032166-0.021349i,0.012154-0.026721i,-0.0058866-0.0080839i,-0.0075605+0.014317i,0.0064454+0.023188i,0.015795+0.010274i,0.010053-0.0029998i,0.0011974-0.00076742i,-0.0018497+0.0076949i,-0.00082769+0.010985i,0.0009411+0.0049305i,0.00030983-0.0029668i,-0.0025088-0.0048435i,-0.0024602-0.0038638i
-0.029591+0.022443i,-0.0705+0.036504i,-0.089737-0.0016664i,-0.035092-0.10879i,0.057068-0.18082i,0.098592-0.14124i,0.091592-0.066904i,0.065394-0.03524i,0.032404-0.023404i,0.013766-0.012769i,0.0099997-0.012609i,0.010353-0.012397i,0.015078-0.0086072i,0.01755-0.0055667i,0.012862-0.001927i,0.0049645-0.0025641i,-0.0020928-0.0070903i,-0.0029675-0.011399i,-0.002251-0.01656i,-0.0069569-0.015339i,-0.0094441-0.0066628i,-0.0036757+0.0001742i,0.0038812+0.0029793i
0.040136-0.024742i,0.10195-0.048871i,0.15503-0.042199i,0.11566-0.00086822i,-0.012108+0.00822i,-0.098666-0.010021i,-0.10331+0.002922i,-0.093933+0.016351i,-0.10225+0.0030809i,-0.10302+0.00090655i,-0.073075+0.014585i,-0.03403+0.016607i,-0.015255+0.0054264i,-0.015025-0.0031891i,-0.016204-0.00061792i,-0.010158+0.0068759i,-0.0015758+0.010409i,0.0022338+0.009479i,0.001684+0.009616i,-0.00046503+0.011559i,-0.0029028+0.0095738i,-0.0049201+0.0037325i,-0.0085487-0.0032329i
-0.042227+0.027933i,-0.12335+0.050313i,-0.22852+0.025759i,-0.27434-0.049106i,-0.2119-0.083859i,-0.1008-0.075579i,-0.0083706-0.092674i,0.033593-0.0953i,0.044608-0.047023i,0.04832-0.0062215i,0.033704+0.0012415i,0.012248-0.0012598i,0.0024281-0.0062591i,0.0012168-0.01051i,0.0023903-0.009905i,0.001608-0.0065588i,0.00012919-0.0039503i,-0.0022301-0.0042644i,-0.0081784-0.0039162i,-0.009389-0.0024931i,-0.0044031-0.00051243i,0.0001471+0.0010817i,0.0043456+0.0030557i
0.052722-0.017246i,0.15177-0.035754i,0.27271+0.0074096i,0.30226+0.13827i,0.19871+0.25555i,0.066013+0.265i,-0.0048657+0.21382i,-0.0049382+0.17665i,0.028706+0.14088i,0.044468+0.091274i,0.029241+0.047427i,0.0087721+0.028908i,0.001969+0.031294i,0.0054362+0.033444i,0.009678+0.024254i,0.010855+0.011415i,0.0070747+0.0052011i,0.0030242+0.007661i,0.0062002+0.012434i,0.014072+0.01276i,0.015535+0.0075344i,0.0076795+0.0029139i,-0.0020905+0.0020029i
