0.001443-0.00024342i,0.001269-0.00094309i,-9.8215e-05-0.0018853i,-0.0019417-0.001364i,-0.0038242+0.00017504i,-0.0038403+0.0024705i,-0.0014447+0.0039073i,0.00082618+0.0035573i,0.0015629+0.0019129i,0.0012518+0.0007533i,0.00039822-7.6034e-05i,-0.00035265-0.0011377i,-0.0014786-0.0005243i,-0.0014854+0.00055961i,-0.00063006+0.00015002i,0.00017075-0.00030565i,0.00050466-0.00060324i,0.00036138-0.00061915i,0.00023112-0.00055043i,-0.00030225-0.00027462i,-0.00023474-6.3109e-05i,4.8097e-05+0.00033593i,-7.0064e-05+6.7139e-05i
-0.019344-0.0092805i,-0.021881-0.012844i,-0.028575-0.011586i,-0.025461-0.011202i,-0.027846-0.019293i,-0.032756-0.024982i,-0.031088-0.020623i,-0.024699-0.012134i,-0.018365-0.0088302i,-0.014468-0.0043217i,-0.0084623+0.0024403i,-0.0038351+0.0052071i,-0.0023409+0.0060821i,-0.0011529+0.0062194i,-0.00089335+0.0047523i,-0.00053067+0.0030753i,-2.8135e-05+0.00064616i,0.0001686-0.0013995i,0.00078723-0.0025303i,0.00045366-0.0030382i,-0.0013251-0.0016307i,-0.0024613+0.00018163i,-0.0015705+0.00028569i
-0.0038903-0.002151i,-0.003929-0.0036563i,-0.0079589-0.0050934i,-0.018303-0.0035236i,-0.035142+0.0077696i,-0.041734+0.022613i,-0.030599+0.027529i,-0.019141+0.022407i,-0.016833+0.016548i,-0.012021+0.012538i,-0.0040422+0.0076408i,-0.00034645+0.0033235i,0.0016421+0.0017587i,0.0012968+0.0015962i,-0.0013296+0.0013832i,-0.0022893+0.0011424i,-0.001966+0.00017706i,-0.0014629-0.00084067i,-0.00073016-0.00040441i,-0.00040831+0.00017474i,-0.00078238+0.00028148i,-0.0011814+0.00084859i,-0.00065748+0.0009427i
-0.0012598-0.00066408i,-0.0014093-0.0010735i,-0.0016051+0.00058646i,-0.0016761+0.01006i,0.00087307+0.02646i,0.0068588+0.038232i,0.013387+0.034105i,0.013763+0.024553i,0.0089961+0.020806i,0.0061498+0.016265i,0.0052663+0.0076418i,0.0038278+0.00093074i,0.0021088-0.0018504i,0.00048429-0.0017732i,-0.0002326+0.00018409i,0.00011287+0.0011077i,0.0002512+0.0011517i,0.00042289+0.00029785i,0.0003695-0.00064944i,-0.00069999-0.00067809i,-0.0011781+6.8174e-05i,-0.00040447+0.00055189i,0.00065834+0.00037075i
-0.0045839-0.00093684i,-0.0061529-0.0014009i,-0.0059819+0.00060797i,0.0042244+0.004844i,0.022093+0.0064564i,0.034339+0.00048211i,0.030961-0.0079102i,0.022119-0.0082622i,0.018154-0.0032468i,0.013443-0.00045329i,0.0065496-0.0011702i,0.00083286-0.002243i,-0.0022812-0.002144i,-0.0021371-0.0002645i,-0.00072836+0.0012157i,0.0003845+0.00069989i,0.0016186+0.00024656i,0.002057+0.00080747i,0.0015341+0.00092443i,0.0011836+0.00037834i,0.00023629+0.00027225i,0.00039262-0.00029236i,0.00083544-0.00071296i
-0.0027653-0.0036965i,-0.0033909-0.0035924i,-0.0041481-0.0031499i,-0.0025495-0.0089624i,0.00082875-0.02403i,-0.0011696-0.036052i,-0.0088663-0.033137i,-0.0096066-0.021888i,-0.0033887-0.015539i,-0.0019073-0.012121i,-0.0036492-0.0065666i,-0.0041752-0.0015847i,-0.0035288+0.0016821i,-0.00185+0.0030056i,-0.00024365+0.0017773i,0.00053994+0.00029827i,0.00076124+9.9995e-05i,0.00029382+0.00024643i,-0.00051056-0.00019107i,-0.00042483-0.0013935i,-0.00070734-0.0019807i,-0.0011745-0.0019607i,-0.0011144-0.0015235i
-0.0014495-0.0039861i,0.00070585-0.0045841i,0.0012213-0.0058361i,-0.0052562-0.01145i,-0.023831-0.018688i,-0.041398-0.01652i,-0.040502-0.0036855i,-0.02976+0.0032476i,-0.023619+9.23e-05i,-0.017962-2.3336e-05i,-0.009558+0.0029855i,-0.0034659+0.0037033i,0.00023266+0.00447i,0.0012287+0.0040968i,4.2205e-05+0.0027641i,-0.00032977+0.0025342i,-8.1019e-05+0.0025226i,0.00032904+0.0018286i,0.00131+0.00043066i,0.00079388-0.00083236i,-0.00038567-0.00095028i,-0.00078926-0.00010366i,-0.001166+0.00011415i
-0.0018507-0.0043798i,-0.0014243-0.0039926i,-0.0030533-0.00065336i,-0.0097388+0.0076495i,-0.021451+0.021396i,-0.024879+0.03343i,-0.015242+0.034705i,-0.0086691+0.02838i,-0.008909+0.024036i,-0.006534+0.019555i,-0.002453+0.010661i,0.000892+0.0031582i,0.0030502+0.00074692i,0.0024819-0.00043871i,0.00041811-0.00085894i,-0.00028056-0.00054513i,-8.0127e-06-0.00035473i,0.00028279+0.00090632i,-0.00012286+0.00038255i,-0.0007474-0.0011731i,-0.00081222-0.00059009i,-0.0010409+0.00051626i,-0.00081281+0.00038402i
0.0022982+0.001534i,0.002166-0.00028744i,0.0014369-0.0012686i,0.0014753+0.0027658i,0.0078993+0.015435i,0.017632+0.024949i,0.022868+0.020496i,0.021094+0.014897i,0.017966+0.015813i,0.015209+0.013249i,0.0099945+0.0048265i,0.0052112-0.0018962i,0.002702-0.0045022i,0.0010841-0.0040902i,0.00045372-0.0019429i,0.00085019-0.00081514i,0.0017469-0.00095467i,0.0013567-0.00092981i,-6.3235e-06-0.00029827i,0.00010206+0.00042887i,3.2959e-05+0.00021309i,6.3642e-05-0.00012469i,0.0015479-0.0002295i
0.0010697+0.00066854i,0.0009803+0.00025913i,0.00059377-0.0014706i,0.0057862-0.0065786i,0.018955-0.014i,0.026769-0.02037i,0.020063-0.021213i,0.013989-0.015526i,0.016122-0.01069i,0.013982-0.008893i,0.0067198-0.0063165i,0.00095524-0.0044952i,-0.0027523-0.0036582i,-0.0035224-0.001951i,-0.0021693-0.00063678i,-0.0014152-0.0004967i,-0.0012062-0.00041763i,-0.00097971+5.8031e-05i,-0.001033+0.00062118i,-0.00072215+0.0004607i,-0.00093911-4.3403e-05i,-0.00049885-0.00042773i,0.00082431-0.001286i
-0.0014013-0.00065661i,-0.0014406+0.00059218i,-0.0029397+0.0024054i,-0.0049875-0.0030916i,-0.0091928-0.020305i,-0.015456-0.032734i,-0.019761-0.026669i,-0.017143-0.017483i,-0.011515-0.01624i,-0.009546-0.013824i,-0.0071783-0.0066111i,-0.0043126-0.0008136i,-0.0033978+0.003087i,-0.0023347+0.0044161i,-0.0013406+0.002249i,-0.00054581+0.0017041i,-0.0001095+0.002774i,-0.00036929+0.0028307i,0.00024933+0.0017045i,0.00027836+0.00024995i,-0.00010128-0.00023793i,0.00017945-0.00055759i,-0.00075601-0.0011366i
-0.0014278-0.0034023i,-0.0007923-0.0041917i,-0.0020295-0.0042826i,-0.010927-0.0029793i,-0.02877-0.0016903i,-0.039457+0.0016024i,-0.033192+0.0072016i,-0.024165+0.0087558i,-0.022293+0.0066396i,-0.018768+0.0063565i,-0.010052+0.0057173i,-0.0025168+0.0051009i,0.0018515+0.0049855i,0.0028117+0.0044483i,0.0016715+0.0037532i,0.00070109+0.0025537i,0.00036607+0.0014256i,0.00095377+0.00123i,0.001712+0.0015398i,0.0012936+0.0010097i,-0.00039885-0.00011415i,-0.0012496-0.00049814i,-0.0014197+0.00052123i
-0.0013295-0.0019523i,-0.00058197-0.0011953i,-0.0017753+0.0017802i,-0.003531+0.010664i,-0.0087505+0.026495i,-0.011075+0.036478i,-0.005169+0.032209i,-0.00082745+0.025411i,-0.0023912+0.023932i,-0.0019194+0.021213i,0.0010694+0.01322i,0.0024275+0.0051031i,0.0034843+0.001207i,0.0036994+0.00036231i,0.0028477-0.00092326i,0.0019136-0.0023908i,0.001958-0.0022326i,0.002052-0.0014804i,0.0013343-0.0017274i,-0.0002258-0.0011267i,-0.0015275-0.00028239i,-0.0014014+0.00023241i,-0.00080126+0.00097995i
-0.0027234-0.0016345i,-0.0025878-0.0042973i,-0.0003349-0.0086512i,0.0076186-0.0098524i,0.021699-0.0014629i,0.029694+0.0097426i,0.024969+0.0097077i,0.01898+0.0073698i,0.018573+0.010418i,0.01832+0.0093712i,0.012522+0.0039046i,0.005651-0.0010641i,0.00050892-0.0042692i,-0.0020523-0.0040672i,-0.0023826-0.0020489i,-0.0023883-0.00098742i,-0.0014504-0.00048507i,-0.00030686-0.00026881i,-0.00048365-0.00019511i,-0.00046608-0.00019327i,8.7472e-06-0.00017466i,0.00026057+0.00040714i,0.00084367+0.00074081i
-0.0017642-0.0007973i,-0.0038094-0.00057859i,-0.0080878-0.001714i,-0.0078232-0.0083876i,0.0023564-0.019864i,0.01124-0.027206i,0.0078622-0.022901i,0.0051293-0.015013i,0.0096542-0.013822i,0.0097309-0.014853i,0.005349-0.01051i,0.001625-0.0049043i,-0.0014388-0.0015609i,-0.0037431-0.0004048i,-0.0042968-0.00011797i,-0.0035919+0.0013147i,-0.0021934+0.0014045i,-0.0013577+0.0012762i,-0.0010754+0.0017514i,-0.00042943+0.00047805i,-0.00012009-0.00087149i,-0.0002648-0.00050048i,-0.0001191-0.00042075i
-0.0045381-0.0034148i,-0.0056033-0.0012093i,-0.0091831+0.0022383i,-0.016127+0.0014955i,-0.026648-0.010715i,-0.031843-0.021388i,-0.027708-0.016214i,-0.020006-0.0090028i,-0.016987-0.010605i,-0.015843-0.010904i,-0.010776-0.0065003i,-0.0059331-0.0012038i,-0.0047587+0.0029623i,-0.0042103+0.004692i,-0.00194+0.0050037i,0.00083155+0.0049076i,0.0019041+0.0040043i,0.0018644+0.0026903i,0.0017858+0.0008455i,0.00073782-0.0011901i,-0.00064415-0.0011794i,-0.0011294-0.001213i,-0.0014817-0.0018827i
-0.0011897+8.4032e-05i,0.0015418-0.00036506i,0.0055404+0.002532i,0.0016046+0.0093752i,-0.016315+0.017655i,-0.031175+0.021049i,-0.0253+0.019904i,-0.015796+0.015989i,-0.017799+0.014507i,-0.017694+0.015804i,-0.0099829+0.012348i,-0.0024699+0.0069027i,0.0025739+0.0046104i,0.0043205+0.0042796i,0.0036126+0.0031878i,0.0031696+0.0012339i,0.003647-0.00021694i,0.0027289-0.00058839i,0.00040786-0.00018818i,-0.00057328-0.00066523i,-2.6661e-06-0.00065581i,0.00016953-8.5806e-05i,-0.00024768-0.00062688i
0.001714+0.00098718i,0.0019171-0.00052702i,0.0035678-0.0030298i,0.0079646-0.0001573i,0.010708+0.015086i,0.0097125+0.029222i,0.0081833+0.026706i,0.0060463+0.019939i,0.005335+0.02184i,0.0063214+0.02242i,0.0057806+0.014798i,0.0041577+0.0055356i,0.0029811-2.1691e-05i,0.0022198-0.0021767i,0.0017471-0.0037217i,0.00097393-0.004171i,0.00017608-0.0032693i,0.00092664-0.0024792i,0.00098509-0.0020457i,-9.1856e-06-0.0014887i,-0.0010022-0.0013044i,-0.0016427-0.0010284i,-0.0015276-0.00083832i
-0.0045538-0.0012182i,-0.0048383-0.0035679i,-0.0046812-0.0094945i,0.0030006-0.01714i,0.020513-0.019159i,0.03122-0.015239i,0.023064-0.010779i,0.014859-0.0040547i,0.017994+0.0013599i,0.020165+0.00063631i,0.013842-0.0020271i,0.0064131-0.0030883i,0.0017212-0.0033829i,-0.0014428-0.003945i,-0.0037242-0.0038883i,-0.0054048-0.0014696i,-0.0054503+0.0012546i,-0.0037061+0.0013223i,-0.0020749+0.00098921i,-0.0011028+0.0010782i,-0.0015134+0.00075037i,-0.0015475+0.00063029i,0.00050416+0.00064821i
0.0012105+0.00077024i,-0.0027557+0.00067694i,-0.012427-0.0013459i,-0.022757-0.01i,-0.025542-0.028489i,-0.020197-0.039466i,-0.014727-0.029125i,-0.0089663-0.015929i,-0.0021727-0.015794i,-2.06e-05-0.018107i,-0.00040916-0.013738i,-0.0022685-0.0074354i,-0.0039521-0.0031175i,-0.0044767-0.00099814i,-0.0042724+0.00060956i,-0.0024869+0.0029061i,-7.4558e-05+0.0035978i,0.0010502+0.001864i,0.00086923+0.00019469i,-4.2554e-05-0.00031828i,-0.00079135-0.00018702i,-0.00011621-4.2928e-05i,0.0013191+0.00024357i
-0.0017614-0.00086884i,-0.00085469+0.0034984i,-0.0032651+0.010744i,-0.014924+0.016697i,-0.034431+0.015326i,-0.044205+0.009048i,-0.035666+0.0075489i,-0.023993+0.0064744i,-0.022329+0.0015044i,-0.021738-0.0004013i,-0.015436+0.00029834i,-0.0083154+0.0016836i,-0.0035898+0.0039099i,-0.00076382+0.0052557i,0.0011388+0.0051698i,0.0036212+0.0042192i,0.0047973+0.0022273i,0.0038403+0.00054121i,0.0019973+0.00014292i,0.00021582-0.00014499i,-0.00047218-0.00035901i,0.00036408-0.00093833i,0.0010295-0.0014532i
-0.00078273+0.0021085i,0.0031781+0.0030189i,0.0097151+0.010012i,0.0172+0.025339i,0.01293+0.041935i,0.0013623+0.046808i,-0.0011387+0.03808i,-0.00041344+0.027765i,-0.0047135+0.024605i,-0.0068735+0.02344i,-0.0044528+0.016754i,-0.00023919+0.0095072i,0.0035361+0.0055262i,0.0050612+0.0024616i,0.0045685-0.00087655i,0.0026807-0.0036404i,0.0014059-0.0046041i,0.0014918-0.0041814i,0.00096781-0.0027612i,-0.00029137-0.0016245i,-0.0010932-0.0013612i,-0.0014269-0.00050564i,-0.0010154+8.0434e-07i
-0.0026817-0.0039512i,-0.0019485-0.0071667i,0.0046677-0.015554i,0.020534-0.023123i,0.036302-0.016944i,0.040042-0.0036025i,0.03077+0.0014299i,0.020332+0.0048316i,0.018086+0.010797i,0.018065+0.011015i,0.012949+0.0068796i,0.0083134+0.0023781i,0.0062559-0.0017311i,0.0039151-0.0034409i,0.0015788-0.0033277i,-0.0011421-0.0023814i,-0.0025591-0.00083978i,-0.0018402+0.0011626i,-0.00060073+0.0021527i,0.00027126+0.00096242i,0.00010755-0.00073995i,-0.00088255-0.00023342i,-0.0020015+0.00043074i
-0.0018646+0.00069163i,-0.0039898-0.0021635i,-0.0088827-0.012056i,-0.012967-0.030863i,-0.0076655-0.048264i,0.00093454-0.050536i,0.0030653-0.038046i,0.0047906-0.023187i,0.0094021-0.015899i,0.010556-0.013203i,0.007955-0.0099625i,0.0038114-0.0076229i,-0.00092441-0.0065756i,-0.003244-0.0050132i,-0.0045342-0.0017576i,-0.0054937+0.0023858i,-0.0038651+0.0045209i,-0.0020211+0.0038742i,-0.001502+0.0020238i,-0.00077346+0.00045997i,-0.00062923+0.00047331i,-0.00090826+0.00095202i,0.00039816+0.00036814i
0.00030912+0.00028454i,-0.0038773+0.0024007i,-0.015823+0.0065128i,-0.038603+0.0064263i,-0.059206-0.0048723i,-0.06114-0.014465i,-0.047457-0.011575i,-0.030437-0.0082188i,-0.020089-0.010121i,-0.015236-0.01005i,-0.0092881-0.0073454i,-0.0061761-0.0052214i,-0.0065219-0.0020728i,-0.0055732+0.001641i,-0.0027109+0.0038325i,0.00052145+0.0044154i,0.0036516+0.0032487i,0.0053273+0.0015863i,0.0045503-6.1445e-05i,0.0016392-0.0016109i,-0.00065067-0.0014599i,-0.0006958-0.00048117i,-0.00026535-0.00084354i
0.00057337+0.0015584i,0.0018747+0.0052649i,0.0039641+0.017003i,-0.00090556+0.037511i,-0.014408+0.054099i,-0.026152+0.055593i,-0.025875+0.045701i,-0.020393+0.032196i,-0.018643+0.022261i,-0.015632+0.016427i,-0.0087212+0.010437i,-0.0037742+0.0074897i,-0.00070221+0.0083774i,0.0020665+0.0073164i,0.0032584+0.0042042i,0.004055+0.0011326i,0.0037363-0.0010155i,0.0017577-0.0020872i,-0.00062949-0.0018057i,-0.0023419-0.001002i,-0.002371-0.00031518i,-0.0022196-0.00021279i,-0.0021651-0.00035007i
0.0011916-7.3743e-05i,0.0055266-0.00075433i,0.018759+0.0014762i,0.038646+0.0094244i,0.051795+0.021273i,0.0495+0.026995i,0.037988+0.024949i,0.024629+0.024197i,0.016009+0.024208i,0.01217+0.01885i,0.0077175+0.010471i,0.0047618+0.0056175i,0.0060242+0.0021214i,0.0066198-0.0015203i,0.0049242-0.0038656i,0.0019263-0.005051i,-0.00085924-0.0042602i,-0.0003476-0.0027804i,0.00070985-0.0010832i,-0.00021699+0.00023935i,-0.00087264+0.00032805i,-0.00061969-0.00014937i,3.8679e-05+0.00056266i
0.0015773-0.0063254i,0.001939-0.011694i,0.0063812-0.027771i,0.018348-0.049642i,0.03281-0.060312i,0.036192-0.052552i,0.028671-0.036271i,0.022665-0.018985i,0.020294-0.0098314i,0.015689-0.0087812i,0.0084072-0.0063601i,0.0047383-0.0046384i,0.0027031-0.0057664i,-0.0007997-0.0056442i,-0.0029328-0.0024913i,-0.0038379+0.0016349i,-0.0030015+0.0045122i,-0.00049854+0.0048454i,0.001474+0.003184i,0.001502+0.0019045i,0.00058773+0.00082341i,0.00033183+0.00020224i,5.4353e-05-0.00074988i
-0.0022287+0.0037927i,-0.0069375+0.001481i,-0.020723-0.0066903i,-0.040437-0.024462i,-0.054237-0.044158i,-0.053804-0.048626i,-0.03919-0.038442i,-0.019741-0.028158i,-0.0098809-0.022235i,-0.0084029-0.014794i,-0.0060002-0.0063485i,-0.0041936-0.0031635i,-0.0053755-0.0029114i,-0.0061006-0.00035709i,-0.0050924+0.0021906i,-0.0031626+0.0030734i,-0.00047298+0.0019726i,0.00084682-0.00030887i,-0.00025515-0.0018306i,-0.00070321-0.0031053i,-0.00088483-0.0033178i,-0.0014751-0.0019536i,-0.0010053-0.0018912i
-0.00052107-0.0039301i,-0.0042109+0.0017487i,-0.018183+0.011434i,-0.044038+0.026021i,-0.065222+0.035106i,-0.064266+0.034736i,-0.049957+0.027733i,-0.037612+0.015505i,-0.030543+0.0083715i,-0.021758+0.0093444i,-0.0090389+0.0083224i,-0.0024939+0.00549i,-0.0023054+0.005982i,-0.0012637+0.0067041i,0.00059205+0.0048145i,0.0027128+0.0012529i,0.0040301-0.0014571i,0.0024881-0.001188i,0.00021483-0.00019173i,-0.0007713-0.0004516i,-0.0010456+0.00019398i,-0.001562+0.00031625i,-0.0017422-0.00042377i
-0.0029562-0.0019144i,0.0013042+0.0018514i,0.011149+0.01718i,0.025089+0.044738i,0.029266+0.066315i,0.021341+0.064404i,0.011699+0.0498i,0.0019863+0.039245i,-0.0021924+0.032922i,0.002193+0.023667i,0.0064584+0.012006i,0.0065904+0.0045091i,0.0070677+0.0028247i,0.0074215+0.0018606i,0.0049699+0.00017892i,0.0021495-0.0018403i,0.00028292-0.003472i,-0.00089191-0.0029266i,-0.0012821-0.0016439i,-0.0018964-0.00091745i,-0.0031219+0.00074987i,-0.0025597+0.0026159i,-0.0009743+0.0028959i
0.00091216+0.0023265i,0.0067725+0.0019514i,0.023674-0.0046288i,0.048236-0.013459i,0.063854-0.018454i,0.05956-0.019826i,0.044497-0.012819i,0.033058+0.0016208i,0.02767+0.0077692i,0.020979+0.0014861i,0.0093808-0.0049206i,0.00058638-0.0058402i,-0.00027714-0.0060895i,0.0011828-0.0073691i,4.4959e-05-0.0059226i,-0.0012193-0.0026381i,-0.0016671-0.00019654i,-0.0012218+0.00054956i,0.00093143+0.0013007i,0.0018484+0.0020305i,0.0017695+0.001497i,0.0019621+0.00012462i,0.001207-0.0010425i
-0.0028997+0.0032101i,-0.0036725-0.0035052i,-0.0021544-0.023603i,0.0017953-0.054887i,0.0032833-0.073237i,-0.0044317-0.062319i,-0.0075729-0.040678i,0.0023055-0.026923i,0.0069342-0.022121i,-0.00012934-0.017933i,-0.0064742-0.009245i,-0.007784-0.0024094i,-0.0079179-0.0017224i,-0.0076661-0.001553i,-0.0059329+0.0016733i,-0.0036506+0.0050418i,-0.0013184+0.0060593i,-0.0003599+0.0048044i,-0.00024958+0.0023532i,-0.00028074+0.00013269i,-0.00086541-0.00070146i,-0.00071594-0.0011391i,-0.00036409-0.0015403i
-0.00065146+0.004752i,-0.0066612+0.0033908i,-0.025159-0.0014979i,-0.059205-0.0099828i,-0.082392-0.016204i,-0.07276-0.012701i,-0.048475-0.0077287i,-0.030712-0.01012i,-0.024024-0.0097883i,-0.020338-0.00035562i,-0.011446+0.0088383i,-0.0031206+0.0099715i,-0.0010028+0.0076013i,-0.0006098+0.0072761i,8.2322e-06+0.0062616i,0.0011719+0.0031295i,0.0021194+0.00044003i,0.0018423-0.00050893i,0.00044154-0.00037656i,-0.00064449-0.00096374i,-0.001022-0.0020151i,-0.0015931-0.0018714i,-0.0018563-0.00081706i
-0.0028058-0.00072738i,-0.0057919+0.0059582i,-0.015395+0.021286i,-0.02807+0.043941i,-0.030088+0.0574i,-0.020522+0.050899i,-0.015978+0.03617i,-0.020121+0.026973i,-0.018732+0.025807i,-0.0068515+0.023826i,0.0059558+0.015222i,0.01077+0.0067284i,0.010414+0.0050483i,0.0093819+0.00377i,0.0059264+0.00048124i,0.0021091-0.0017935i,0.0011461-0.0040831i,0.00087855-0.0039413i,0.00021617-0.0014439i,-0.00095015+0.00066877i,-0.0015114+0.0020283i,-0.00051663+0.0027117i,0.0010102+0.002265i
0.0021065-0.00073824i,0.0080989+0.0029035i,0.026148+0.017783i,0.04741+0.043515i,0.048569+0.054536i,0.031959+0.036458i,0.015138+0.019858i,0.0085402+0.023697i,0.013433+0.025374i,0.018815+0.013576i,0.015997-0.00048222i,0.0091174-0.0074518i,0.0059725-0.0085221i,0.0047534-0.0078335i,0.0027435-0.0065507i,9.5904e-05-0.0048365i,-0.0020478-0.0033049i,-0.001251-0.0022018i,0.0009144-0.0016441i,0.0011335-0.00083514i,0.00062759+3.6403e-05i,0.00092419+0.00057477i,0.0012129-0.00031648i
0.001228+0.002874i,0.0047188+0.00048626i,0.018713-0.013381i,0.039885-0.039151i,0.051382-0.053274i,0.035167-0.042628i,0.017965-0.019197i,0.021793-0.0034494i,0.024531-0.0053764i,0.013455-0.013279i,-0.00023761-0.015187i,-0.0073841-0.011575i,-0.0087965-0.0077218i,-0.0081545-0.0053088i,-0.0059963-0.001682i,-0.0034421+0.0027612i,-0.0014444+0.0056344i,-0.00041472+0.0043078i,-0.00011+0.0014376i,0.0002539-0.00032894i,0.00028331-0.0012567i,0.0010286-0.0020743i,0.001084-0.0031426i
-0.00081535-0.0019835i,-0.0037103-0.011842i,-0.0057049-0.033292i,-0.010259-0.057982i,-0.01849-0.060568i,-0.018894-0.033168i,-0.0082866-0.010984i,-0.00016697-0.014724i,-0.0051427-0.020888i,-0.014204-0.014164i,-0.015289-0.0026478i,-0.010476+0.0040427i,-0.0080564+0.0054657i,-0.0074218+0.0066762i,-0.0043464+0.0076976i,-0.00037191+0.0070303i,0.001915+0.0067726i,0.0013093+0.0067323i,-0.00051743+0.0047072i,-0.0013862+0.0014875i,-0.0019714-0.00092871i,-0.0028211-0.0013576i,-0.0040634-5.658e-05i
0.00055383+0.00013956i,-0.0089514+0.0043801i,-0.037626+0.0066151i,-0.079255+0.0053945i,-0.091563-0.0012768i,-0.057408-0.0081456i,-0.023662-0.012364i,-0.021221-0.011521i,-0.026683-0.0005445i,-0.019507+0.012359i,-0.0058776+0.015436i,0.0028802+0.012252i,0.0049281+0.0099459i,0.004975+0.0081269i,0.0040634+0.005306i,0.0025126+0.00094392i,0.0020161-0.0027566i,0.0027978-0.0032235i,0.0028712-0.00073354i,0.0016936+0.00057442i,0.00044992-0.00094822i,-0.000825-0.00033104i,-0.0018521+0.0013713i
0.00091443+0.0035937i,-0.00097863+0.008259i,0.0018207+0.024318i,0.0067988+0.050547i,0.0043961+0.060767i,-0.0063032+0.037064i,-0.018212+0.012797i,-0.022559+0.016051i,-0.011687+0.027443i,0.0057076+0.02396i,0.013768+0.010279i,0.012346+0.00037133i,0.010051-0.0033547i,0.0082419-0.0058067i,0.0048471-0.0068357i,0.00091063-0.0068741i,-0.00081487-0.0067282i,-0.00015359-0.0065027i,0.0020464-0.0057427i,0.0026458-0.0031816i,0.0011373-0.00032392i,0.0013525+0.0016464i,0.0027794+0.0021551i
0.0029136+0.0057998i,0.011426+0.012977i,0.029681+0.029635i,0.045754+0.047057i,0.040274+0.046059i,0.010343+0.027426i,-0.012788+0.019176i,-0.0032049+0.025017i,0.016876+0.020243i,0.020179+0.0040429i,0.010895-0.0063322i,0.0032507-0.007577i,1.4597e-05-0.0065457i,-0.0017233-0.0060746i,-0.002775-0.0045977i,-0.0032439-0.0014125i,-0.0042978+0.0012463i,-0.0047049+0.0004841i,-0.0032963-0.0012911i,-0.0020107-0.0022754i,-0.001283-0.002372i,8.6317e-05-0.0025158i,0.0014104-0.0027934i
0.00067109-0.0025558i,0.0031152-0.012183i,0.017973-0.039362i,0.044678-0.074367i,0.058649-0.077448i,0.044509-0.034402i,0.030533+0.0072205i,0.029257+0.0085392i,0.020738-0.010081i,0.0034526-0.016804i,-0.0065462-0.01135i,-0.0086602-0.0057273i,-0.0097868-0.0031079i,-0.009385-0.00025408i,-0.0065319+0.0022971i,-0.0021715+0.0043608i,0.00081584+0.0071514i,0.0004824+0.008113i,-0.0004256+0.0057607i,-0.0011643+0.0027075i,-0.0020584+0.0013573i,-0.0013906-1.8538e-05i,-0.00097004-0.0022801i
0.0022084-3.9091e-05i,0.0015222-0.0048112i,-0.0063612-0.018458i,-0.028093-0.035349i,-0.043097-0.04095i,-0.025004-0.029043i,0.0045654-0.018048i,0.0067446-0.021232i,-0.011349-0.01965i,-0.019867-0.0057526i,-0.012593+0.0031713i,-0.0034765+0.0029679i,0.00024038+0.004037i,0.0013964+0.007462i,0.0028515+0.0077482i,0.0038455+0.0065876i,0.0045627+0.0056377i,0.0050323+0.0044383i,0.0044336+0.0040802i,0.0026272+0.003542i,0.00034546+0.0015312i,-0.0012498-0.00017348i,-0.0032821-0.00070682i
0.00066715+0.00060315i,-0.014213+0.003336i,-0.049026+0.0050726i,-0.087057+0.00094575i,-0.092185-0.012169i,-0.060718-0.028689i,-0.03223-0.036579i,-0.028792-0.022396i,-0.028256+0.0041632i,-0.014247+0.016709i,-0.0020559+0.011261i,-0.00026341+0.0028935i,0.0014943-0.00027872i,0.0038651-0.0019038i,0.0021593-0.0042359i,-0.00026413-0.0061357i,-0.0011263-0.0077297i,-0.00050551-0.0078996i,0.0024905-0.006552i,0.0045271-0.0054338i,0.0033666-0.0036143i,0.0014889-0.0012186i,0.00064022+0.00025162i
0.0032485-0.0030806i,0.010924+0.00417i,0.026539+0.029044i,0.0373+0.074317i,0.025814+0.10246i,-0.0087518+0.078429i,-0.035941+0.040709i,-0.030117+0.032173i,-0.0045494+0.033085i,0.011299+0.020272i,0.0094608+0.0064266i,0.0033017+0.0016644i,0.0019001-0.0011703i,0.0015146-0.0044387i,-0.00065162-0.0050624i,-0.0030118-0.003574i,-0.0040784-0.002977i,-0.00396-0.0036066i,-0.0032574-0.0047228i,-0.0031105-0.0052505i,-0.0024629-0.004069i,-0.00089419-0.0012856i,0.00099592+0.0010262i
-0.0021764+0.0029347i,-0.00044922+0.0091536i,0.0073214+0.016932i,0.02492+0.014712i,0.038832+0.0027299i,0.030528+0.0056106i,0.016254+0.023607i,0.020378+0.027829i,0.028286+0.011955i,0.019116-0.0030001i,0.005422-0.0037787i,0.00039995+0.0017165i,-0.0025448+0.0029256i,-0.0061944+0.0026467i,-0.0071971+0.0034205i,-0.0049042+0.0037586i,-0.0022822+0.0042564i,-0.0023413+0.0045181i,-0.0047463+0.003991i,-0.0068163+0.0025588i,-0.0055584+0.0017343i,-0.0024013+0.00099188i,-0.00019042-0.00024236i
