-0.0030018+0.0017158i,-0.0028261+0.0017079i,-0.0040498+0.0018752i,-0.0033829+0.0019119i,-0.0020492+0.0026734i,-0.00043058+0.0037065i,-0.00010369+0.0034219i,-0.00066524+0.0029617i,0.00017038+0.0027312i,0.00094594+0.0016232i,0.0012813-0.0001617i,0.00095263-0.0011044i,0.00054662-0.00080318i,7.0661e-05-5.2086e-05i,-0.00064203-2.7938e-05i,-0.0006349+0.00025395i,-0.00033389+0.00017452i,0.00012976-0.00031523i,0.00059132-0.00020189i,0.00038593-0.00025949i,0.00056554-0.00051449i,0.00061555-0.00052659i,-0.00014517+0.00043536i
0.0080456+0.02981i,0.011537+0.074437i,-0.0020661+0.10672i,-0.029257+0.078349i,-0.039207+0.01688i,-0.033762-0.012391i,-0.025209-0.013008i,-0.014619-0.0091835i,-0.0067187-0.0026572i,-0.0037261+0.0038358i,-0.0014945+0.0071547i,0.0018772+0.0068763i,0.0012724+0.0049513i,-0.003426+0.004177i,-0.0049893+0.005338i,-0.0020111+0.0068263i,-0.0002738+0.004692i,-0.0031838+0.00031345i,-0.0058161+0.00013284i,-0.0045106+0.0045164i,-0.002477+0.0087398i,-0.0015926+0.008753i,-0.00075831+0.0062666i
-0.0048082-0.028139i,-0.0026676-0.064653i,0.013104-0.083855i,0.030185-0.045145i,0.030563+0.014384i,0.024785+0.033369i,0.015903+0.02519i,0.0084748+0.015157i,0.0062576+0.0044038i,0.0044396-0.0025957i,0.0019395-0.0031103i,0.0017481-0.001063i,0.0047263-0.00038815i,0.0076928-0.00022453i,0.0083657+0.00084133i,0.0081079+0.00013513i,0.008078-0.0014185i,0.006594-0.0001034i,0.0048245+0.002057i,0.0062553+0.00011951i,0.0081934-0.0051393i,0.0066718-0.0078864i,0.0023215-0.0069155i
0.0028089+0.025097i,-0.0024924+0.056317i,-0.014706+0.068911i,-0.017137+0.030372i,-0.0061559-0.023823i,-0.0025289-0.039839i,-0.0021425-0.030894i,-0.0031512-0.019189i,-0.0056286-0.0075227i,-0.0061004-0.0010974i,-0.005689+0.0012594i,-0.0043223+0.0030159i,-0.0041952+0.0034752i,-0.0060935+0.0014913i,-0.0066519-0.00094006i,-0.0054945-0.00241i,-0.005632-0.003328i,-0.0051683-0.0041253i,-0.004108-0.0040709i,-0.0063769-0.0026742i,-0.0099282-0.00097336i,-0.0092837+0.0004229i,-0.0054+0.00098723i
-0.0010936-0.023497i,0.0063466-0.050753i,0.010942-0.057531i,0.00035925-0.016914i,-0.014978+0.03153i,-0.014798+0.041128i,-0.011867+0.030353i,-0.0089808+0.020358i,-0.00010623+0.0097223i,0.0066244+0.0010724i,0.0077681-0.0032748i,0.0050837-0.0054219i,0.0024437-0.0055732i,0.0023766-0.0031845i,0.001797-0.0018607i,-5.3702e-05-0.0017221i,-0.0019167+0.00023079i,-0.003138+0.0030911i,-0.0014829+0.0042513i,0.0032105+0.0042896i,0.0075909+0.0051156i,0.0091545+0.0039382i,0.0078854+0.00053682i
-0.0064395+0.01889i,-0.011779+0.044238i,-0.0097192+0.053473i,0.015038+0.022774i,0.038724-0.016805i,0.037771-0.027938i,0.028127-0.0218i,0.015701-0.015227i,0.001584-0.0083837i,-0.0048571-0.002111i,-0.0032796+0.00082316i,0.00076668+0.00047678i,0.0017368-0.0047829i,-0.0019123-0.010764i,-0.0063642-0.010997i,-0.0076313-0.0070179i,-0.0037388-0.0032125i,0.0014361-0.0019336i,0.0018472-0.0020959i,-0.00035345-0.0034025i,-0.0025232-0.0068636i,-0.0042207-0.0085713i,-0.0050776-0.0052409i
0.0048056-0.01523i,0.011752-0.03851i,0.0025843-0.047346i,-0.030467-0.022125i,-0.051339+0.0094833i,-0.044113+0.016616i,-0.031413+0.012361i,-0.01751+0.010706i,-0.003531+0.008198i,0.0018991+0.0052111i,0.0011452+0.0033975i,0.001327+0.0019736i,0.0018888+0.0030378i,0.000224+0.006273i,-0.0015077+0.0096343i,-0.00090356+0.01079i,0.00087+0.0079468i,0.0007749+0.0021653i,-0.00077045-0.00039102i,-0.0017914+0.0017089i,-0.002172+0.0047288i,-0.0015416+0.0059846i,0.00058346+0.0047021i
-0.004254+0.016136i,-0.0090578+0.037511i,0.0036971+0.0511i,0.040982+0.038329i,0.062605+0.014225i,0.054871+0.0023934i,0.039865+0.00074518i,0.022327-0.0030955i,0.0053204-0.0071277i,-0.0042189-0.0077108i,-0.0061593-0.0054541i,-0.0045127-0.0010257i,-0.0017587+0.00060828i,0.00027816-0.0010198i,0.0021915-0.0010713i,0.0050523-0.00068695i,0.0065434-0.0010808i,0.0048309+0.00039076i,0.0025611+0.0026809i,0.0031184+0.0021378i,0.0051147-0.00083626i,0.0045311-0.0031679i,0.0010252-0.0043252i
0.0056317-0.014097i,0.010479-0.03535i,-0.0034366-0.053677i,-0.039816-0.049339i,-0.058927-0.030349i,-0.049465-0.017937i,-0.036378-0.012412i,-0.023804-0.0032757i,-0.0078797+0.0032312i,0.0027396+0.0022964i,0.0056144-0.00029647i,0.0036151-0.0024541i,-0.00043941-0.0022983i,-0.0024261+0.00022076i,-0.00096424+0.0024976i,0.00033915+0.0019075i,-0.00052146-0.0012395i,-0.00087219-0.0029669i,0.00013298-0.0020704i,-0.0010183-0.0016958i,-0.0034856-0.0020975i,-0.0039526-0.0011913i,-0.0017524+0.00093244i
-0.0007722+0.012907i,-0.0089128+0.033594i,0.0024603+0.056429i,0.035362+0.063998i,0.052624+0.053105i,0.043703+0.03574i,0.029824+0.023661i,0.017362+0.012232i,0.0068145+0.0011897i,0.0033837-0.002285i,0.0041761-0.00095309i,0.0044968+0.00028978i,0.0045694-0.0013794i,0.0051433-0.005222i,0.0053445-0.0080675i,0.0034471-0.0082309i,0.00063781-0.0051796i,-0.0015698-0.0016379i,-0.0025995-0.00087012i,-0.0021277+0.00081182i,-0.00024344+0.0039167i,0.00068737+0.0030814i,0.001129-0.0010384i
0.0060194-0.01213i,0.013199-0.035059i,0.0040923-0.06386i,-0.023758-0.077233i,-0.038626-0.065785i,-0.031721-0.04481i,-0.020814-0.029733i,-0.013435-0.014323i,-0.0075554+0.00092226i,-0.0035335+0.0070221i,-0.0010072+0.0069024i,0.0013507+0.0039161i,0.00051534-0.00039824i,-0.00419-0.0022458i,-0.0092289-0.0022963i,-0.011017-0.0020847i,-0.0078664-0.0020819i,-0.0028633-0.0010552i,0.00025189+0.00034764i,0.002583-0.00094776i,0.0036964-0.0032999i,0.0029137-0.0031216i,0.00027597-0.00037438i
-0.0077051+0.009643i,-0.01872+0.034144i,-0.017568+0.067178i,0.0039598+0.089029i,0.021684+0.081498i,0.020807+0.055681i,0.013279+0.03488i,0.0081187+0.01583i,0.0024578-0.00070417i,-0.0031787-0.0061538i,-0.0056321-0.0037055i,-0.0047533+0.00020599i,-0.0019105+0.00081838i,-0.00052656-0.00021991i,-0.00079653+0.0018608i,-0.00044828+0.004421i,0.00046999+0.0039239i,0.0015469+0.0012478i,0.0009673-0.0018034i,-0.0016936-0.0032826i,-0.0037612-0.0029114i,-0.0034387-0.0023769i,-0.0013232-0.001646i
0.0054565-0.011208i,0.019305-0.034306i,0.02498-0.066176i,0.01421-0.085553i,0.0019626-0.077404i,0.0016076-0.05334i,0.0024825-0.034405i,-0.0019042-0.017487i,-0.0033805-0.0053895i,-0.0014925-0.0034511i,-0.00089577-0.0043567i,-0.00060255-0.004275i,-0.00079894-0.0038538i,-0.003013-0.0019743i,-0.0038104+0.0024001i,-0.0011848+0.0051998i,0.0020051+0.0039142i,0.0018192+0.00211i,-0.00038372+0.0027772i,0.00034302+0.0044212i,0.0024586+0.0046688i,0.002165+0.0036146i,0.00065498+0.0027093i
-0.0093042+0.012373i,-0.024858+0.035879i,-0.038587+0.069142i,-0.034644+0.091245i,-0.018261+0.083621i,-0.010809+0.055708i,-0.0097682+0.033733i,-0.0036404+0.017754i,0.0032225+0.0044227i,0.0062625-0.00098974i,0.007158-0.001851i,0.0055453-0.0010072i,0.0043043+0.0006006i,0.0054499+0.0016965i,0.0072587+0.0021282i,0.0080858+0.0023495i,0.0057951+0.0010904i,0.0026877-0.00022062i,0.002241-0.0014629i,0.0020806-0.004322i,0.00072469-0.0059361i,0.00094406-0.0042716i,0.0015721-0.002581i
0.010218-0.011496i,0.029423-0.032455i,0.049632-0.062595i,0.051212-0.081695i,0.035182-0.0733i,0.024696-0.047997i,0.018547-0.027366i,0.0061337-0.011362i,-0.0030962+0.00056244i,-0.0028511+0.0047018i,0.00061703+0.0046835i,0.002638+0.0022813i,0.0023811-0.0012707i,0.00096661-0.0039283i,0.00093544-0.0062907i,0.0017237-0.0083212i,0.0013391-0.0075639i,-0.00053125-0.0040074i,-0.0022168-0.00079357i,-0.0035679+0.0016474i,-0.0046675+0.0036529i,-0.0042605+0.0032969i,-0.0034864+0.0014773i
-0.011542+0.0045394i,-0.035929+0.025799i,-0.064818+0.056648i,-0.071852+0.077221i,-0.05176+0.070025i,-0.033242+0.044478i,-0.023592+0.023205i,-0.012151+0.01034i,-0.0042554+0.0027621i,-0.0043488+0.0003928i,-0.0051375+0.0020684i,-0.0032006+0.0028619i,-0.00082239+0.00027988i,-0.00083962-0.0024779i,-0.0020757-0.0038386i,-0.0039848-0.0042084i,-0.004918-0.0031834i,-0.0026757-0.00084222i,0.00080198+0.00064643i,0.0041373-0.00079982i,0.0066142-0.0014672i,0.0067154-0.00045656i,0.0051492+0.00017556i
0.012613-0.0078245i,0.03665-0.023863i,0.068292-0.04612i,0.080738-0.060796i,0.063209-0.052297i,0.042957-0.029584i,0.028075-0.013469i,0.010606-0.0060297i,-0.0011353-0.0026825i,-0.0032668-0.0029346i,-0.003588-0.0041038i,-0.0027336-0.0038076i,-0.0010667-0.0034593i,-0.0028513-0.0025128i,-0.0056571-0.00033298i,-0.0062221+0.00044831i,-0.0032608-1.8969e-05i,-0.00099603-0.0013562i,-0.0019484-0.002506i,-0.003374-0.0021961i,-0.003972-0.0015637i,-0.0034265-0.0023099i,-0.0027357-0.0021245i
-0.009313+0.0085592i,-0.034804+0.019437i,-0.071385+0.036168i,-0.087058+0.047373i,-0.067485+0.039688i,-0.04274+0.019914i,-0.026252+0.0065482i,-0.0096604+0.0025808i,0.0023437+5.7617e-05i,0.0055249-0.0035099i,0.0044698-0.004366i,0.0021764-0.0016604i,0.00060137+0.0017448i,0.00024844+0.0040052i,-0.00064469+0.0062203i,-0.00135+0.0082169i,-0.0016322+0.0063466i,-0.0021418+0.0035217i,-0.00084773+0.0032192i,0.001539+0.0034659i,0.0023653+0.0041327i,0.00051433+0.00458i,-0.00089286+0.0042036i
0.013035-0.0022387i,0.040256-0.010088i,0.077412-0.019341i,0.092935-0.024226i,0.073571-0.018948i,0.046513-0.0075463i,0.026526-0.00014185i,0.0097158+0.00098168i,0.0012433+0.0018272i,0.0026124+0.0026808i,0.0047299+0.001808i,0.0039073+0.0004665i,0.0017489-0.00051433i,0.00070078-0.00027954i,0.0025597+0.0019571i,0.004671+0.0035316i,0.0043111+0.0030265i,0.0028485+0.001419i,0.0021-0.00039158i,0.0014183-0.0020102i,0.0011469-0.0032759i,0.0012576-0.00392i,0.001417-0.0040481i
-0.011655+0.0042443i,-0.037731+0.0065252i,-0.074294+0.0094939i,-0.090264+0.012014i,-0.069412+0.0074092i,-0.040261-0.0026099i,-0.021525-0.0056331i,-0.008432+0.0003554i,-0.0015644+0.0038424i,-0.00051954+0.0032108i,1.3934e-05+0.0035799i,0.00093625+0.0031078i,0.00084074+0.001079i,0.00056805-0.0010208i,0.0030567-0.0020822i,0.0057881-0.0033265i,0.0047178-0.0046541i,0.001754-0.0027765i,4.4615e-05+0.00075422i,-0.0012624+0.0027797i,-0.0028472+0.0023155i,-0.0026465+0.0006478i,-0.0015974+0.001055i
0.011811-0.00025766i,0.038611+0.0015836i,0.074811+0.0048029i,0.089183+0.0067218i,0.070112+0.0079115i,0.040252+0.011119i,0.018451+0.010255i,0.0045468+0.0040232i,-0.00327+0.00027018i,-0.0058026-0.0013355i,-0.004755-0.0015133i,-0.0010674-0.001061i,0.0013384-0.002644i,-0.00034748-0.0054956i,-0.0024291-0.0063027i,-0.0018459-0.0052058i,-0.0011995-0.0036294i,-0.00053385-0.0034879i,0.0014023-0.0045487i,0.0026791-0.003588i,0.0029431-0.001622i,0.0031103-0.00035738i,0.0034704-0.00035632i
-0.01139-0.0019025i,-0.037848-0.008135i,-0.071372-0.018234i,-0.083394-0.021933i,-0.062558-0.018736i,-0.032482-0.016409i,-0.013694-0.013061i,-0.0047559-0.0052918i,-0.00026459-0.0021052i,0.00098525-0.0052256i,-0.00015772-0.0062148i,-0.0016458-0.0029451i,-0.0018572+0.00015572i,-0.0025034+0.00085246i,-0.0040307-1.7489e-05i,-0.0045443-0.0011965i,-0.0035867-0.0021921i,-0.0031456-0.001867i,-0.00422-0.00041322i,-0.0046711+0.00042934i,-0.0029791+4.0312e-05i,-0.0013722-0.00069716i,-0.0013315-0.00091702i
0.007619+0.00061114i,0.029403+0.012686i,0.057205+0.031695i,0.069513+0.041925i,0.055007+0.036402i,0.029501+0.026277i,0.011239+0.014759i,0.0034982+0.0031613i,0.0010717-0.0013933i,0.0018234-0.00071772i,0.0037157-0.00028635i,0.0040716-0.00039074i,0.001777-0.00064484i,-0.0011572-0.00085545i,-0.0029336+0.00063187i,-0.0038771+0.0032631i,-0.0034066+0.0041904i,-0.00081709+0.0029948i,0.0021253+0.0022932i,0.0029581+0.0027623i,0.0016841+0.0028773i,0.00019009+0.0014265i,-7.1548e-05+0.00094278i
-0.0081679-0.0036773i,-0.027316-0.01705i,-0.052281-0.038128i,-0.060448-0.04909i,-0.043373-0.039973i,-0.018474-0.025295i,-0.0042138-0.013458i,-0.00093766-0.0022292i,0.00090356+0.0034692i,0.0019438+0.0045152i,0.0014376+0.0048028i,0.00045361+0.0031752i,-0.00069826+0.00089699i,-0.00091229+0.0017062i,0.00060043+0.0042336i,0.0025774+0.004604i,0.0027739+0.0034195i,0.00088707+0.0016673i,-0.0015569-0.00044112i,-0.0025265-0.0024339i,-0.00213-0.0028465i,-0.0014914-0.0014661i,-0.00074678-0.00032934i
0.0091821+0.0054736i,0.025504+0.020747i,0.044267+0.04555i,0.04881+0.058965i,0.035518+0.048058i,0.015625+0.029091i,0.0026364+0.013908i,-1.1446e-05+0.003539i,-0.00097079-8.6109e-06i,-0.0033436+3.7888e-05i,-0.0028754-8.8266e-05i,0.0013566+0.00030557i,0.0046891-0.00032263i,0.0044029-0.0024807i,0.0036769-0.0030049i,0.0044136-0.0021955i,0.0044929-0.00095899i,0.0026257+0.00099128i,0.0020715+0.0023867i,0.0020897+0.0033891i,0.0016811+0.0025006i,0.002091+0.00043866i,0.0014769-0.0010156i
-0.0041222-0.0049177i,-0.019789-0.02294i,-0.035421-0.050138i,-0.037988-0.061639i,-0.025402-0.04714i,-0.0083242-0.026152i,-0.001082-0.0117i,-0.0023975-0.0026371i,-0.0018308-7.2128e-05i,-0.00018253-0.0034436i,-0.00057171-0.0044467i,-0.0017845-0.0015744i,-0.0020203-0.00057609i,-0.0015943-0.0017661i,-0.00085763-0.0031664i,0.00064191-0.0033979i,0.0015582-0.0031386i,0.001294-0.0047324i,0.0011118-0.0062789i,0.0007955-0.0068185i,-0.00075406-0.0053531i,-0.0024457-0.0023122i,-0.0026693-4.6733e-05i
0.0069979+0.0060899i,0.016076+0.024648i,0.025161+0.05233i,0.02553+0.066175i,0.016637+0.051423i,0.0032311+0.027173i,-0.0032572+0.010564i,-0.00064129+0.0017086i,0.0011937-0.0023149i,0.0006459-0.0032061i,0.0012591-0.0022944i,0.0017158-0.00047321i,0.001516+0.0012074i,-3.6311e-05+0.0012474i,-0.0029789-0.00020838i,-0.0046591-0.0023247i,-0.0038398-0.0028855i,-0.0027393-0.0012732i,-0.002909+0.0017783i,-0.0039781+0.0047689i,-0.0026383+0.0059331i,0.00054677+0.0044903i,0.0019499+0.00203i
-0.0033409-0.0075304i,-0.0103-0.026235i,-0.014533-0.053184i,-0.010999-0.064881i,-0.0029963-0.048848i,0.0037789-0.02419i,0.0037278-0.0079905i,0.00015452+0.00026877i,7.5225e-05+0.0030073i,0.0021291+0.0020222i,0.0019019+0.0015569i,2.7527e-05+0.0010535i,-0.0013541-0.00059527i,-0.0027226-0.00059435i,-0.0037789+0.00073251i,-0.0040903+0.0012298i,-0.0035624+0.00068287i,-0.0022319-0.00053458i,0.0014162-0.00096089i,0.0049445-0.0012743i,0.0040737-0.00303i,0.0004185-0.0047401i,-0.0017957-0.0040788i
0.0036658+0.0039763i,0.006569+0.023609i,0.0043641+0.051452i,-0.002033+0.064043i,-0.0060192+0.048337i,-0.0068654+0.02334i,-0.0035579+0.0074555i,-0.00015903+0.0017875i,-0.00012766+0.0003824i,-0.0013901+0.00089696i,-0.0014173+0.0025897i,0.00057261+0.0039214i,0.002355+0.0039804i,0.0020796+0.0030281i,0.0010887+0.0030178i,0.00087164+0.0037285i,-0.00011419+0.003616i,-0.001948+0.0026113i,-0.0038031+0.0018821i,-0.0048472+0.0015234i,-0.0043176+0.0024358i,-0.0025249+0.0039811i,0.00017755+0.0035743i
-0.0033769-0.0056143i,-0.0036252-0.023366i,0.00096684-0.046089i,0.0084399-0.052707i,0.013023-0.036315i,0.012472-0.016518i,0.0059776-0.0056308i,-0.0010481-0.0011592i,-0.0033187+0.0010104i,-0.0031141+0.00041161i,-0.0025725-0.0021306i,-0.0013825-0.0043369i,-0.00076377-0.0055416i,-0.00070064-0.005118i,0.00075091-0.0029711i,0.0030943-0.00055744i,0.0029718+0.0006797i,0.0019517+0.00092494i,0.0031826+0.0018622i,0.0051874+0.0025308i,0.0068763+0.00071188i,0.0064946-0.0027118i,0.0039897-0.004322i
-0.002988+0.0074947i,-0.0043933+0.024412i,-0.011716+0.048491i,-0.018425+0.057617i,-0.01598+0.040395i,-0.0082926+0.016662i,-0.0024973+0.0048607i,-2.847e-05+0.0022416i,0.00034386-4.5522e-05i,0.00058334-0.0023003i,0.0014513-0.00214i,0.0022919-0.00065721i,0.00099084-0.00022622i,-0.00095688-0.0005032i,-0.0010635-0.00070404i,0.00037809-0.001608i,0.0015639-0.0022538i,0.0017237-0.0027135i,0.00028134-0.0045096i,-0.0015894-0.0064223i,-0.0039221-0.005074i,-0.0056884-0.00089702i,-0.0048999+0.0018587i
0.00068671-0.0068499i,0.0055323-0.021395i,0.016788-0.040483i,0.025844-0.044747i,0.024217-0.028859i,0.015547-0.010142i,0.0066666-0.0020497i,0.0015011-0.00096096i,0.0012985-0.0005346i,0.0033176+0.00028342i,0.0033593-2.7906e-05i,0.0027285-0.0019365i,0.0022572-0.0031325i,0.00087177-0.0035468i,-0.00048685-0.0037482i,-0.00064245-0.0038938i,0.00012829-0.0038148i,0.00053578-0.0018075i,-0.00043518+0.0016392i,-0.0003221+0.0051204i,0.0018518+0.0058548i,0.0046728+0.0037252i,0.0054299+0.0010519i
-0.00238+0.0063469i,-0.0099785+0.019055i,-0.024368+0.034884i,-0.034323+0.039049i,-0.028643+0.026224i,-0.01587+0.0098919i,-0.0067981+0.0028984i,-0.0026048+0.0025754i,-0.00069984+0.0032281i,-0.00079798+0.0034376i,-0.0017962+0.0039249i,-0.0022452+0.0039128i,-0.0020703+0.0029753i,-0.0029589+0.0015138i,-0.0042952-0.0001982i,-0.0040488-0.00099449i,-0.0031489-0.001453i,-0.0016993-0.0017954i,0.0002474-0.0029045i,0.0013599-0.0053599i,0.00051231-0.0061171i,-0.0017649-0.0047395i,-0.0030532-0.0031982i
0.0010461-0.0043892i,0.010448-0.01606i,0.02632-0.027355i,0.037487-0.027924i,0.032088-0.016481i,0.017359-0.0045388i,0.0058993-0.00041228i,-0.00058517-0.00030514i,-0.0029345+0.00056134i,-0.002399+0.00014919i,-0.0018446-0.00041556i,-0.00086501-0.0011272i,0.0005858-0.0017836i,0.001051-0.00060662i,0.00083467+0.0011867i,0.00017945+0.001874i,-0.00074685+0.0014492i,-0.0014212+0.00062498i,-0.0020457+0.0013412i,-0.0034634+0.0031431i,-0.0037022+0.004388i,-0.001805+0.0053096i,0.00043316+0.0044671i
-0.004865+0.0068788i,-0.01402+0.016774i,-0.030174+0.025436i,-0.036917+0.024274i,-0.026449+0.013614i,-0.010603+0.0028638i,-0.0019966-0.00065289i,-0.00034912+0.00056471i,-0.00026232-2.5859e-05i,-0.0011973-0.0023634i,-0.0015387-0.0024802i,-0.00030755-0.00102i,-1.7204e-06-0.0010804i,3.3477e-05-0.00086404i,0.00024033+0.00094627i,0.00049323+0.0021577i,0.00042045+0.0021985i,0.0011589+0.0014585i,0.0036038+0.0012545i,0.0063612+0.00040022i,0.007258-0.0022888i,0.0045915-0.0043196i,0.00052593-0.0047984i
0.0049821-0.0026889i,0.014733-0.0095371i,0.031492-0.014157i,0.040843-0.011196i,0.031922-0.0032725i,0.016477+0.0025971i,0.0070612+0.002102i,0.0029594-0.00048688i,0.001538-0.0012485i,0.0025985-0.0017524i,0.0041916-0.0014492i,0.0043441-0.00052327i,0.0037794-0.00093132i,0.0017652-0.0011076i,-0.00010555-0.00027348i,-0.00016722+0.00056229i,0.00042517+0.00030287i,0.00026329-0.00078865i,-0.0011413-0.0024781i,-0.0030404-0.0032848i,-0.0046707-0.002437i,-0.0042473+0.00045606i,-0.0026936+0.0024113i
-0.0053673+0.0070377i,-0.01472+0.011581i,-0.030933+0.013069i,-0.037774+0.0077146i,-0.025591+0.0011182i,-0.0096854-0.0031341i,-0.0035257-0.0032798i,-0.0031412-0.00054236i,-0.00074897+0.001432i,0.0014577+0.0016186i,0.00049702+0.0015296i,-0.0016188+0.0009715i,-0.003166-0.00038689i,-0.0038265-0.002129i,-0.0029341-0.0036313i,-0.00086546-0.0034927i,0.00023487-0.002167i,-0.00020116-0.00093888i,-0.00035187+0.00015926i,0.00078893+0.0021206i,0.0027286+0.0034898i,0.0043486+0.0023854i,0.0037628+0.0012258i
0.0031996-0.0034453i,0.012597-0.0058612i,0.027831-0.0028538i,0.035482+0.0051764i,0.025937+0.0097259i,0.011107+0.0072496i,0.0035209+0.0029836i,0.00062473+0.0011859i,-0.0013608+0.0010533i,-0.0021759+0.00063456i,-0.0017366+0.00017039i,-0.00046224+0.00060856i,0.00019557+0.00078748i,0.00058601+0.00050351i,1.9279e-05-0.00018071i,-0.00037933-0.0012269i,0.00020794-0.0014352i,-8.885e-05-0.0015123i,-0.0007663-0.001994i,-0.0016804-0.003326i,-0.0021736-0.0050315i,-0.0026473-0.0038945i,-0.0037336-0.0016739i
-0.00013191-0.0010496i,-0.011258-0.00038221i,-0.027197-0.0040971i,-0.03276-0.010644i,-0.021307-0.011549i,-0.0078483-0.0063214i,-0.0025001-0.0010489i,-0.0011532+0.0010035i,-0.0002353-0.00010341i,1.2469e-05-0.0023207i,-0.00057298-0.0027812i,-0.00023178-0.0019678i,0.00014621-0.0016731i,-0.00042927-0.0016699i,-0.00074349-0.0002011i,-0.00029916+0.0014929i,-0.00042549+0.00084055i,-0.0012989-6.4609e-05i,-0.0024779+0.0023896i,-0.0028108+0.0053373i,-0.002022+0.0059193i,-0.0013429+0.0044833i,-0.00082401+0.0031747i
0.0011463-0.0024877i,0.0089527+0.00010606i,0.020348+0.0084281i,0.024447+0.016806i,0.015578+0.016859i,0.0048778+0.010274i,0.00053925+0.0031794i,-0.00066215-0.00056734i,-0.001365-0.0017406i,-0.00052812-0.0021341i,0.00083383-0.0014386i,0.0018469+0.00046074i,0.0021636+0.0013371i,0.00084047+0.00068001i,-0.00012546+0.00073813i,1.328e-05+0.0014337i,1.6164e-05+0.0014049i,0.00075745+0.00089829i,0.0025585-0.00010812i,0.0042601-0.0015053i,0.0048041-0.002427i,0.0043257-0.0022028i,0.002882-0.0024383i
-0.0021803+0.001573i,-0.0085099-0.00054581i,-0.017855-0.0088472i,-0.020245-0.017822i,-0.010606-0.015961i,-0.001051-0.0080041i,0.00061436-0.0029219i,-0.0011277-0.00036202i,-0.00016688+0.0012581i,0.002012+0.001715i,0.0017339+0.00056885i,0.00024341-0.00079874i,2.9738e-05-0.0025833i,0.00032167-0.0033542i,0.00054624-0.0020077i,0.0011972-0.00032673i,0.00030593+0.00028755i,-0.0012293-0.00033681i,-0.0025731-0.00034498i,-0.0046539-0.00048304i,-0.0053855-0.00039589i,-0.0044208+0.00013029i,-0.0027862+0.00071846i
0.0038424-0.00013096i,0.0083174+0.0041695i,0.015128+0.014781i,0.016218+0.023455i,0.0097365+0.020093i,0.0031866+0.010068i,0.00075261+0.0040249i,0.00044724+0.0017979i,-0.00014992+0.0012531i,-4.6647e-05+0.0013933i,0.00067781+0.0017902i,0.0007795+0.0019727i,0.00040281+0.0015924i,-0.00043697+0.00056414i,-0.00041383-0.00062849i,0.00076601-0.0011515i,0.0010137-0.0014011i,0.00060914-0.0012126i,0.0012961-0.00010746i,0.0032326+0.0011875i,0.0042385+0.0016427i,0.0031785+0.00097799i,0.0025384-0.00011558i
-0.00024215+0.0014443i,-0.0038824-0.0040058i,-0.0086706-0.015321i,-0.007976-0.023154i,-0.0017834-0.018991i,0.0021679-0.0093786i,0.0012991-0.0033316i,-0.00078259-0.00028235i,-0.0014357+0.0010018i,-0.0013516+0.00077076i,-0.0012475-0.00067421i,0.00027424-0.0017926i,0.0013419-0.0017406i,0.0006438-0.0013325i,6.1585e-05-0.00054477i,0.00084625-0.00063395i,0.0015053-0.0010173i,0.00079404-0.0013331i,-0.0014037-0.0026938i,-0.0037435-0.0038498i,-0.0041903-0.0040797i,-0.0031752-0.0036603i,-0.0024205-0.0022431i
0.002728+0.0022999i,0.0059452+0.0079475i,0.0083556+0.018374i,0.0063426+0.024553i,0.003362+0.018553i,0.0015014+0.0085733i,-6.4976e-05+0.0030029i,-0.00021941+0.00046916i,-0.00029518-0.00046399i,7.3776e-05-0.0016064i,0.00052021-0.0017262i,-3.2118e-05+0.00043432i,-0.0011544+0.0017727i,-0.0024681+0.0017511i,-0.0026952+0.0023676i,-0.001655+0.0025473i,-0.0010492+0.001218i,-0.00088565+0.0010971i,6.7202e-06+0.0025184i,0.00081496+0.0038637i,0.00047956+0.0047114i,-0.00031311+0.004429i,-6.524e-05+0.0033664i
-0.0012058-9.1143e-05i,-0.0023053-0.0059849i,-0.0028609-0.015148i,0.00086532-0.020283i,0.0051632-0.015604i,0.0054519-0.0071877i,0.001792-0.0019589i,-0.0011048-6.5746e-05i,-0.00049704+0.00036037i,0.0011016-0.00022832i,0.0017671-0.00023351i,0.0016671-0.00029875i,0.0019661-0.00093259i,0.0016036-0.001409i,-4.3759e-05-0.0011132i,-0.00073605-0.00049749i,-0.00032806-0.00046409i,0.00032827-0.0008665i,0.0012574-0.0016372i,0.0020614-0.0031292i,0.0024318-0.0038609i,0.0020636-0.0031323i,0.0010971-0.0025389i
0.0015915+0.0006106i,0.0020656+0.0054526i,0.00095298+0.014352i,-0.0027464+0.019959i,-0.0043062+0.015187i,-0.0024498+0.0067334i,-0.00063134+0.0031934i,0.00043304+0.0021563i,0.00081882+0.00072826i,0.0014852+0.00014429i,0.0011723+0.00045576i,-7.7594e-05-0.0001319i,-0.0011509-0.001053i,-0.001664-0.0015174i,-0.00135-0.0017123i,-0.00035152-0.0019109i,0.0003877-0.002052i,0.00022821-0.0013942i,-0.0014072-0.00055729i,-0.0031545+0.00052424i,-0.0038955+0.0017558i,-0.0036643+0.0017018i,-0.0026515+0.0012843i
