-0.001315+0.0025166i,-0.0011852+0.0011107i,-0.0014752+0.00075969i,-0.0019782+0.0004961i,-0.0021642+0.00093854i,-0.0023216+0.0016182i,-0.0023175+0.0020334i,-0.0012353+0.0013639i,0.00051695-0.00021062i,0.0010091-0.0010923i,0.00061592-0.0009411i,0.00043257-0.00020271i,0.00040209-0.00021862i,0.00025277-0.00070831i,-6.6728e-05-8.7055e-05i,-0.00028375+0.00067135i,-0.00024732+4.2698e-05i,-1.4733e-05-0.00017191i,0.00020727+0.00026152i,0.00011726+0.0004857i,5.166e-05-0.00035575i,-0.00032136-0.0012015i,-0.0006206-0.00072738i
0.00034816+0.0019248i,3.9726e-05+0.0020673i,0.00084176+0.0014442i,0.00010508+0.0011961i,-0.00085408+0.00036222i,-0.0017662-0.00090128i,-0.0019495-0.00015898i,-0.0010759+0.0008203i,-0.00050258+0.00063355i,-0.00079922+0.00071763i,-0.00049996+0.00048596i,0.00031489-0.00036696i,0.00029641-0.00095972i,-0.00054456-0.00056465i,-0.00022436-5.9888e-05i,0.0011111+0.00023327i,0.0012046+0.00085306i,7.5704e-05+0.001273i,-8.8774e-05+0.00023119i,0.00054307-0.00068615i,0.00024513-0.00077147i,-0.00032726-7.7663e-05i,-0.00015899+0.0013382i
0.0010988-0.00042908i,5.9239e-05-0.0012695i,7.9545e-06-0.0014303i,0.00032258-0.00079697i,0.00062489-0.00018363i,5.5216e-05-0.00036473i,-0.00060165+6.0356e-05i,-0.00046349+0.00069091i,-0.00013776+0.00057129i,0.00091071-5.014e-05i,0.0012858-0.00013887i,0.00056728-0.00038809i,-0.00032077-0.0011188i,-0.00037137-0.00097123i,-0.00042577+3.6162e-05i,-0.00041626+0.00030547i,0.00038178-0.00063911i,0.00076101-0.00083208i,0.0010465+0.00019906i,0.00031018+0.00019438i,-0.00052898+9.6233e-05i,-0.00045606+0.00075704i,-3.2897e-05+0.00028561i
0.00091995+0.00073069i,0.0018904-0.00010838i,0.0019945-0.00039531i,0.0009239-9.3788e-05i,0.00060198-0.00019377i,1.8251e-05+0.00018292i,-0.001363+0.0012642i,-0.00095223+0.0012455i,-0.00014072+0.00052452i,-0.00020838+0.00015803i,-0.00012304-0.00016423i,-0.00031771-0.00014865i,-0.00043178+0.00015185i,-4.1673e-05-0.00031972i,-2.3986e-05-0.00092427i,-6.2083e-05-0.00066884i,9.8139e-05-0.00022493i,-4.8271e-05+0.00040261i,-0.00033063-4.6102e-06i,-0.00048518-0.00049682i,-0.00050106-0.00059484i,-0.0005978-0.00013837i,-0.00020901+9.876e-05i
-0.0011282+0.0023565i,-0.00078782+0.0026542i,-0.00034356+0.0019847i,0.00098365+0.00051767i,0.00053352-0.00021004i,-0.0009386-0.00086776i,-0.0014274-0.00059142i,-0.00065225+0.00073176i,0.0004427+0.0010786i,0.00022612+0.00063455i,6.983e-05+0.00019193i,0.00010348-0.00025425i,-0.00018256-0.00047314i,0.00038463-0.0012046i,0.00076209-0.0009814i,-7.3657e-05+0.00024253i,-0.00044939+0.00036465i,-0.00040161-3.1562e-05i,-0.00082097-0.00014064i,-0.0010406-0.00031612i,-0.00056231-0.00067043i,0.00057673+8.4595e-05i,8.3446e-05+0.00032017i
-0.00021964-0.0013171i,-0.00066424-0.00087414i,-0.0017491-0.00030127i,-0.0015965+0.00012339i,-0.00035519+0.00067349i,-0.00070432+9.9138e-05i,-0.0013694+0.00023629i,-0.0014635+0.00066565i,-0.0013094+0.0001522i,-0.00079948+0.00030947i,-8.3372e-05+0.00054603i,0.00044621+0.00032366i,-0.00010105+1.6065e-05i,0.00028587-6.0592e-06i,0.00076957-0.00013119i,0.00010346-0.00064509i,-0.00029256-0.00053546i,-0.00013213-7.7252e-05i,0.00031991-6.9661e-05i,0.00018179-0.00038721i,-0.00057411-0.00038235i,-0.00063068+3.7985e-05i,-0.00060023+0.00018506i
-0.0028948+0.0022183i,-0.0030881+0.0025978i,-0.0028314+0.0040644i,-0.0015597+0.0042526i,0.00023765+0.0016376i,0.00083223-0.0016467i,-0.00074667-0.0021805i,-0.0012099-0.00014388i,-0.00051724+0.00072764i,-6.0204e-05+0.00070405i,0.00043761+0.0012299i,0.00070867+0.00023332i,0.00088609-0.00099626i,0.00077198-0.0019163i,0.0010059-0.0022493i,0.00044275-0.00064358i,-0.00033458-0.00012192i,4.137e-05-0.0011812i,0.00067037-0.0014855i,0.00050236-0.00071402i,-0.00053291+0.00029036i,-0.00085489+0.000666i,-0.00036095+0.00032018i
0.0087213-0.0040814i,0.0094468-0.0071146i,0.0068682-0.011295i,0.00087624-0.0096982i,-0.0048631-0.005368i,-0.0073982+8.6193e-05i,-0.0041317+0.0036556i,1.5294e-05+0.0035591i,0.001351+0.0011832i,-0.00030519-0.00070758i,-0.0022229-4.4717e-05i,-0.0021072+0.0011888i,-0.0011904+0.0025425i,-0.0012359+0.0048225i,-0.0020028+0.0053976i,-0.001577+0.0027038i,1.2573e-05-8.2615e-05i,0.001182-6.8918e-05i,0.0016232+0.0006654i,0.0019296+0.00060767i,0.0021278-0.00034858i,0.0014075-0.001206i,0.00038249-0.00081752i
0.0016982+0.0012917i,0.0015838+0.0014726i,0.00071642+0.00036525i,-0.00040718-0.00091424i,-0.00059631-0.00046967i,-0.0010728+0.0001845i,-0.0015313+0.0001132i,-0.00074501+0.00065749i,0.00056983+0.00070855i,0.0017249+0.00028695i,0.0014074+0.00034753i,0.00072019-4.6088e-05i,0.00060552-0.00031116i,0.00053845+8.4827e-05i,0.001026-0.0006708i,0.0011792-0.0006643i,-7.0631e-05-0.00052825i,-0.00083806-0.00066095i,-0.00064124+6.2659e-05i,-6.4997e-05+0.00033591i,0.00067697+0.00034008i,0.00071856+0.00044346i,0.0007298+2.5728e-05i
0.0021817-0.00081395i,0.0022758-0.0014156i,0.0012597-0.0029059i,0.00032601-0.0022697i,-0.0011505-0.0019326i,-0.0026115-0.001431i,-0.002182-0.00079796i,-0.00089143-0.00049752i,-9.1631e-05-0.00019555i,-0.00034456+0.00018698i,-0.00071317+0.00092407i,0.0005048+0.00072603i,0.0010734+0.0004191i,0.00028813+0.00066109i,-0.00018103+0.00040298i,-0.00024908+2.5905e-05i,-0.0003971-0.00021423i,-0.00030753-0.00012248i,-0.00046824-0.00029668i,-0.00041173-0.00098251i,-0.00046969-0.0010232i,-0.00073486-0.00088233i,-0.00037298-0.00053801i
0.00062868+0.00078284i,0.0015851+0.0010737i,0.001655+0.00084426i,0.000474+0.00035686i,-0.00038078+0.00028706i,-0.0015678+0.00040636i,-0.0017686+0.00087495i,-0.00083853+0.0011957i,-0.00033737+0.00086508i,-0.00056224+0.00091586i,-0.0006767+0.0013572i,-7.4928e-05+0.0011572i,0.00044807+0.00023576i,0.00043845-1.3835e-05i,0.00034043+0.00054274i,-8.1562e-05-8.498e-05i,0.0003763-0.00071059i,0.00042693-0.00038704i,7.5161e-05-4.2603e-05i,-0.00019485+0.00037409i,-0.00027892+0.00070967i,-9.043e-05+0.00014711i,-0.00057737-4.5235e-05i
-0.00013117+0.00041691i,-0.00096934+0.00064663i,-0.0012328+0.00072981i,-0.0010154+1.482e-05i,-0.00066814-0.00073108i,-0.00055732-0.00064623i,-0.00034918-4.85e-05i,0.00055617+0.00053647i,0.00061176+0.00048367i,-0.00027197+0.00035182i,-0.00039697-1.0945e-05i,1.4414e-05-0.00064536i,0.00028979-0.00025756i,-0.00014799+0.00065542i,-0.00076402+0.00085066i,-0.00010158-1.5096e-05i,0.00054614-0.00043546i,0.00019461-0.00047525i,7.4455e-05+0.0002217i,-3.8518e-06+0.00067098i,8.8151e-06+0.0010077i,0.00021742+0.001219i,7.7176e-05+0.00051596i
0.00076367+0.00051485i,-0.00018205+0.00071548i,-0.0011561-6.2842e-05i,-0.0024722-2.2206e-05i,-0.0018692+0.00096053i,-0.0018737+0.00092047i,-0.0024247-0.00024088i,-0.0018836+0.00010892i,-0.0012944+0.00013996i,-0.00048853-0.00035713i,-0.00031698+0.00021382i,-0.0007098+0.00072398i,6.4676e-05+0.0004455i,-0.0003857+0.00027465i,-0.0012248+0.00011621i,-0.00027263+6.216e-05i,0.00011907+0.00027887i,0.00015175+0.00068713i,0.00036033+0.0008137i,0.00010377+0.00054704i,0.00013988+0.00048009i,0.0004079-0.00051495i,0.00036982-0.0013094i
0.0011897+0.00074617i,0.0015426-0.0006446i,0.0019536-0.002784i,0.0014464-0.0026602i,-0.0001399-0.0015089i,-0.0020598-0.00067885i,-0.0023924+0.00033822i,-0.0014982+0.00080605i,-0.00047363+0.00066224i,-0.00038298+0.00066515i,-0.00016551+9.6683e-05i,0.00026873-0.00061867i,4.5391e-05-0.00049063i,-0.00012723-3.8628e-05i,0.0005182+0.00053831i,0.00083893+0.0012415i,0.00017079+0.00077764i,-0.00043348-1.6529e-06i,-0.00069724+0.00057726i,-0.00067965+0.00068155i,-0.00042359+0.00014878i,-0.00091562-0.00070894i,-0.00033775-0.0011693i
0.00072335-0.0011071i,0.0003629-0.0002252i,-0.0012463-0.00094182i,-0.0018086-0.0016856i,-0.0019354-0.00054896i,-0.0020918+0.00096372i,-0.0014851+0.000987i,-0.00054063+0.00052449i,5.5485e-06+0.00058509i,-0.00021533+0.00019455i,-0.0003868+1.7922e-06i,0.00033652-9.008e-05i,0.00028327+0.00020125i,0.00029464+0.00030832i,0.00043571+7.9126e-05i,0.00014033-9.2331e-05i,2.4092e-05-9.8e-05i,0.00057152+0.00032291i,0.0010494+0.00016868i,0.00049359-0.00033568i,6.4782e-06-0.00079562i,0.00048908-0.0010818i,0.00070447-0.00091923i
-0.00028157-0.00020284i,-0.0019953+0.00014378i,-0.00090875-0.00011003i,0.00061763-3.452e-06i,-0.00017575-0.00033443i,-0.0021889+0.00037049i,-0.0019544+0.00086282i,-0.0005997-0.00013064i,-0.00084333-0.00020999i,-0.00086778-0.00017075i,-0.00027376-0.00015549i,0.00023705+0.00073679i,-0.00067903+0.0010014i,-0.0018362+0.00061168i,-0.00082669+0.00048141i,0.0003499+0.0004498i,0.00094338+0.00020964i,0.0016106+0.00051225i,0.0011701+0.00070745i,0.00075533+0.00010073i,0.00040919-0.0001935i,0.00014832+0.0003019i,-0.00012895+0.0013283i
0.00067738-0.0027606i,0.0014209-0.0032654i,0.0002777-0.0026338i,-0.00073956-0.0012288i,-0.0011654-0.0003533i,-0.0014856-0.00028571i,-0.0014954-0.00017924i,-0.0014356+0.0002043i,-0.0012107+0.00017555i,-0.00079276+9.1396e-05i,-0.00029383+0.000321i,0.00053588+0.00014658i,0.00081126-0.00055126i,0.00049067-0.0003383i,0.00049516+0.00065515i,0.00014204+0.00096245i,-0.00030481+0.00073144i,-0.00049293+0.00029229i,-0.00017348-0.00024935i,2.178e-05-0.00073223i,-0.00021625-0.00022088i,-5.9077e-05+0.00026938i,0.00038846+9.9243e-05i
0.00024911+0.0013336i,0.00016992+0.001255i,-0.00038115+1.4876e-05i,-0.00049514-0.00090278i,-0.00013524-0.0011262i,-0.00012893-0.0002498i,-0.001548+6.0108e-05i,-0.002379-0.00071243i,-0.00095346-0.0010144i,0.00036481-0.00055689i,0.00047163-0.00044611i,1.3162e-05-0.00043708i,-0.00021112-8.2677e-05i,-0.00036405-0.00026009i,-0.00026229-0.001268i,-0.00011446-0.0011061i,-0.00056572-0.00068808i,-0.00059021-0.00024124i,-0.00010081-0.00021662i,9.0845e-05-0.00054164i,-0.00013377-8.7964e-05i,-0.00040985+0.00012757i,-0.00026197+0.00050759i
-6.8076e-05+0.0032395i,0.0016867+0.0037268i,0.0027413+0.0033394i,0.0022487+0.0018585i,0.0016453-8.2613e-05i,0.00023348-0.0015653i,-0.0017673-0.0014183i,-0.0012527-0.00081879i,0.00020682-0.00031471i,0.00052982-0.00014763i,0.0013546-0.00052133i,0.0016678-0.00054943i,0.00040998-0.00087014i,-0.00015327-0.00072393i,-6.6948e-06-0.00055092i,-0.0002385-0.00074176i,-0.00053004-0.00040944i,-0.00071528-0.00027917i,-0.00071986+9.3588e-05i,-0.00087846+0.00058969i,-0.0004155+0.00043522i,0.00015339+0.00091904i,0.00012202+0.0013011i
-0.0023644+0.00096515i,-0.0027598+0.002222i,-0.0019974+0.0022554i,-0.00019623+0.001521i,-3.7665e-05+0.0011856i,-0.0011092+0.00054958i,-0.0012849-0.0003573i,-0.0010328-0.00059545i,-0.00064841-6.9915e-05i,0.00014428+0.00038095i,0.00098522+0.00045201i,0.00059009+0.00016514i,0.00044579-0.00057209i,0.00032204-0.00058388i,0.00038199-0.0002024i,0.00081408-0.00058254i,0.00088146-0.0008372i,0.00060209+7.4143e-05i,3.2854e-05+0.00043652i,0.00026902+0.00028547i,0.0006775-0.00016318i,0.00088645-0.00019603i,0.00081281+0.00050576i
-0.00066673-0.0011326i,-0.0014202-0.0019819i,-0.0017304-0.0011317i,-0.0011125+0.00067373i,-0.00044874+0.00084947i,-0.001355-0.00018695i,-0.0029765-0.00085015i,-0.0025362-0.00045913i,-0.00069733+0.00025149i,0.00012874+0.0009914i,1.8726e-05+0.00093415i,-5.3081e-05+0.0003131i,0.0001467-1.2101e-05i,6.7673e-05-0.00098051i,7.1625e-05-0.0011121i,2.86e-06+0.00022913i,-0.00021954+0.00083157i,2.7289e-05+0.00063631i,0.0010604-0.00046278i,0.0016122-0.0006783i,0.00046927+0.00029167i,-0.00064996+0.00044979i,-0.00058965+0.00041232i
0.0024203+0.00088354i,0.0023833+0.00022347i,0.0030514-0.00097477i,0.0010344-0.00080536i,-0.0015012-2.9113e-05i,-0.0021692+0.00030986i,-0.0018617+0.00022178i,-0.0012227+0.0010057i,-0.00012917+0.0012571i,0.00030852+0.00065817i,0.00060122+0.00053787i,-0.00022254+0.00094745i,-0.001376+0.0010635i,-0.0011077+0.0012039i,-0.00087659+0.00034133i,0.00036942-0.00065043i,0.00047532-0.0010298i,-6.4191e-05-0.00035828i,-5.0048e-05+0.0001877i,0.0002347-0.00032267i,6.2896e-05-0.00038084i,-0.00026084-5.3421e-05i,-0.0001997+0.00039041i
0.00072701-0.00018595i,0.00089053-0.00079537i,0.00013181-0.002023i,-0.00086884-0.0023279i,-0.0014909-0.0019393i,-0.0013325-0.0010211i,-0.0013133+0.00027517i,-0.00011941+0.0010783i,0.00019825+0.00067106i,-0.0010579-0.00059316i,-0.00040475-0.00047741i,0.00077458-0.00029523i,0.0014276-0.00050085i,0.0015822+8.3694e-05i,0.0014283+0.00028403i,5.5718e-05+0.0001444i,-0.00079089-0.00033697i,-0.00024101+0.0002739i,0.00027151+0.00078733i,0.00018974+0.00030433i,-0.00013189+1.4276e-05i,-0.00051327+0.00018081i,-0.00069604+0.00050349i
-0.0010948+0.0011827i,-0.00065727+0.0013857i,-0.00048037+0.0021556i,-7.6467e-05+0.001458i,0.00061756-0.00016549i,0.00010563-0.001213i,-0.00086391-0.00089911i,-0.0014403+0.00034957i,-0.0014982+0.00066919i,-0.00085823+0.00035883i,2.8909e-05-0.00017023i,0.00096496-0.00073187i,0.00035097-0.00041252i,-0.0011507-0.00051076i,-0.0011651-0.0012354i,-0.00049792-0.0011476i,-0.00036719-0.00096673i,-0.00013298-0.001063i,0.00024791-0.00035603i,8.0852e-05+0.00025598i,-0.0004+3.8314e-05i,-0.00080118+0.00013601i,-0.00058124-0.00034677i
-0.00035738+0.00059707i,-0.00029735+0.0017102i,-0.00066775+0.0027895i,0.0007074+0.0029867i,0.0015175+0.0017087i,0.00032091+0.00092233i,-0.00043643+3.4451e-05i,-0.00094414-0.00049521i,-0.00052566-0.00024098i,-0.00012239+0.00053745i,-0.00033272+0.00081775i,0.00023713+0.00089574i,0.0006357+0.00079585i,0.00058256+0.00014343i,0.0005138-1.5969e-05i,0.00019552+0.0007179i,0.00025441+0.0013933i,0.00058626+0.0006115i,0.00052179-0.00047148i,0.0004572-0.00066252i,0.00059191-0.00024136i,0.000346-9.1294e-05i,3.5894e-05-5.159e-05i
-0.00057786-0.0015641i,-0.0021596-0.00098156i,-0.003392-0.0016574i,-0.0041258-0.0018806i,-0.0032766-0.00079913i,-0.0023856-0.00012749i,-0.0017884-0.00013596i,-0.0009523+0.00021262i,-0.00021722+0.00035466i,0.000182+0.00025532i,8.1572e-05+0.00051181i,-2.6004e-05+0.00040751i,-0.00047158-3.8366e-05i,-8.0031e-05+0.00023913i,0.00055087+0.00031164i,0.00068766-0.00029547i,0.0010059-0.00025324i,0.0012991-0.0003823i,0.00051379-0.00047343i,0.00028452+8.0782e-05i,0.00035994+0.00036564i,0.00032953-5.139e-05i,0.00030004-0.00021494i
0.0016537-0.00024136i,0.0016685-0.00032172i,0.0018688-0.00089758i,0.00060219-0.00095258i,-0.0013157-0.00037513i,-0.0034001+0.0002939i,-0.0031273+0.00072396i,-0.0016729+0.00095663i,-0.00044232+0.0013545i,0.00044753+0.00092881i,0.001049+6.3624e-05i,0.0014891-0.00027261i,0.0009933-0.00059311i,0.0001022-0.00037667i,2.9157e-05-0.00036084i,0.00069018-0.00035252i,0.00062426+1.9751e-05i,0.00020014+0.00046963i,-1.5404e-05+0.0013595i,0.00079271+0.001027i,0.0018429+1.6911e-05i,0.00096277+5.4503e-05i,-0.00048461+0.00026575i
-6.9379e-05-0.00038303i,0.00069879+2.2503e-05i,0.00084723-0.00014171i,-5.354e-05-0.0010164i,-0.00069227-0.0010767i,-0.00061315+2.0242e-05i,-0.0006868+0.00067878i,-0.00059976+0.0015041i,-0.00062168+0.0021876i,-0.00070589+0.0014516i,-0.0005088+0.00037921i,-0.00032261-0.0003082i,-0.00067293-6.1434e-05i,-0.00092765+0.00026497i,9.1304e-06+0.00048873i,0.00010123+0.00051466i,-0.001245+0.00030657i,-0.000793+0.00055503i,0.00055154+0.00046887i,0.0012968+6.4583e-05i,0.001368-0.00064302i,0.00051849-0.00093444i,0.00048239-0.00088562i
0.00037786-0.0011401i,-0.00049878-0.0020177i,-0.0010909-0.0015917i,-0.001117-0.0011684i,-0.0017719-0.0011288i,-0.0025962-0.00082467i,-0.0023193-0.00050341i,-0.00069015+0.00011743i,0.00076347+0.00016758i,0.00046362-5.0261e-05i,-0.00059343+0.00024559i,-0.00050644+0.00012752i,-0.00015179-0.00031499i,-0.00039192+0.00041562i,-0.00028736+0.00049426i,-0.00015201-0.0002597i,-3.8129e-05-0.00060694i,0.00027199-0.0013943i,0.00034958-0.0013021i,0.00075512-0.00033897i,0.0010919-0.0001924i,0.00067477-0.00024682i,2.3043e-05-0.00010543i
-0.0011939-0.001185i,0.00059983+0.00098774i,0.0012449+0.0022781i,0.00061872+0.0017005i,-0.00016138+0.00025546i,-0.00060114-0.00048937i,-0.0012523-0.00092329i,-0.0013241-0.0006089i,-0.00095192-0.00014003i,-0.00063665-7.3696e-05i,-0.00040623+0.00038582i,-3.1863e-05+0.00091731i,-0.00014788+0.00040259i,-4.782e-05-4.1521e-07i,0.00078914+0.00056179i,0.0010335+8.588e-05i,0.00067049-0.00056877i,-0.00017271-7.557e-06i,-0.00044912+0.0003706i,0.00015114-0.00052568i,-0.00046798-0.00089196i,-0.00076358-0.00035256i,-0.0001311+0.00029947i
0.0028872-0.000952i,0.002001-0.0024826i,0.0015649-0.0023481i,0.00019589-0.0012631i,-0.0021304-0.0013215i,-0.0028851+1.3286e-05i,-0.0022387+0.00096564i,-0.0017417+0.0017343i,-0.0010798+0.0020246i,-4.0035e-05+0.0018055i,-0.00018518+0.0016327i,-0.00065812+0.00098302i,-0.0010399+0.00079441i,-0.00078618+0.0012589i,-0.00045628+0.00094858i,-0.0003832+0.00072534i,-0.00012713+0.0004129i,-3.4106e-07+1.9253e-06i,-3.1931e-05-0.00077442i,0.00015407-0.00068203i,0.00027317-0.00017078i,0.00023317-0.0002361i,0.00031938+0.00035944i
0.0032832+0.0028071i,0.0033184+0.001929i,0.001745-0.00070235i,0.00069173-0.0015539i,0.0001147-0.0016685i,-0.0013183-0.0019821i,-0.0023718-0.00061636i,-0.0021515+0.0010796i,-0.00031981+0.001149i,0.00066265+0.00067064i,-0.00033442+0.00039145i,-0.00068016+1.9766e-05i,-0.00066034-0.00025413i,-0.0013025-0.00039743i,-0.0015526+0.00015975i,-0.00070557+1.8828e-05i,0.00028073-0.00052761i,1.7637e-05-0.00057382i,-7.4012e-05+2.0675e-05i,0.00044318+0.00063727i,-8.0974e-05+0.00090925i,-0.0011416+0.00021628i,-0.00094192-0.00019011i
0.00090685+0.0009335i,0.0020913+0.00053206i,0.0020829-0.00063517i,0.0012502-0.0012943i,-0.00038096-0.00088731i,-0.0022036-0.00095593i,-0.0026492-0.00070135i,-0.0018849-0.0001896i,-0.0009795-0.00026286i,-0.00030053-0.0001772i,0.00052935-0.00047389i,0.00098895-0.0010138i,0.0003294-0.0010671i,-0.00031665-0.0013687i,1.5646e-06-0.0012049i,0.00084313-0.00088822i,0.0010002+0.00015811i,0.00054025+0.00067561i,0.00031573-0.0002269i,0.00058711-8.9022e-05i,0.00034281+0.00034693i,-0.00038262-5.4263e-05i,-0.00087664+3.8065e-05i
-0.00083969+0.00062534i,-0.0015948+0.0010349i,-0.0018277-0.0001374i,-0.00057809-0.00093403i,-0.00085947-0.00065932i,-0.0025869-0.00028155i,-0.0027286-3.2108e-05i,-0.001398-0.00027456i,-0.00031786-0.00033736i,-0.00019903+0.00029977i,-0.00053733+0.00082696i,0.00051901+0.0007229i,0.0010511+0.00027726i,8.0374e-05+0.00023697i,-0.00040863+0.00046301i,-0.00034263-0.00039113i,0.00032944-0.00016569i,0.00044331+0.0001869i,-0.00036577-1.9228e-05i,-0.00091156+0.00080363i,-0.00086667+0.00080907i,-0.00018396-9.0537e-05i,1.023e-05-8.9288e-06i
-0.0011499-0.0033271i,-0.0024424-0.0031941i,-0.0024802-0.0014327i,-0.0016627+0.00078634i,-0.0014072+0.00062975i,-0.0011201-0.00063431i,-0.0017796-0.00087191i,-0.0017427-5.8961e-05i,-0.00019883+0.00022016i,0.00050681+0.00027047i,0.00061833+0.00024696i,0.00041248+0.0002267i,-0.00020692+0.0007439i,-0.0006408+0.0009568i,-0.00024299+0.00032118i,0.00038951-0.0004247i,0.00072089-0.0001948i,0.00084946-0.00056845i,0.00092868-0.0011447i,0.00080851-0.0004127i,0.00041853-9.9185e-05i,0.00022505+0.00011779i,0.00024594+0.00030854i
0.0018002+0.0030112i,0.002692+0.0040058i,0.0027158+0.002898i,0.0012982+0.0007697i,0.00036804-0.00061719i,-0.00071922-0.00098666i,-0.0011383-0.0002229i,-0.0010221+0.00072952i,-0.00075506+0.001001i,-0.00052263+0.00043784i,-0.00030912+0.00028827i,0.00047057+0.00031194i,0.00029751-0.00067367i,-0.00049053-0.00081551i,-0.0002127-9.3335e-05i,-0.0001888+0.00033492i,-4.6842e-05-0.00032516i,0.00034393-0.00067121i,0.00024641+0.00024774i,0.00016668+0.0005119i,7.92e-05+0.00038274i,-0.00039543+0.00094516i,-0.00034399+0.00095152i
0.00053776+7.696e-05i,0.00078139-0.0011939i,0.00032448-0.0020196i,-0.00056356-0.0014729i,-0.00054754-0.0012379i,-0.00072346-0.0011835i,-0.0017362-0.00046566i,-0.0013691+0.00028817i,-0.00040791+0.00073818i,5.4788e-05+0.00040145i,0.00043502+0.00039657i,-0.00051018+0.0010651i,-0.001298+0.0006034i,-0.00044926-0.00049076i,0.000784+0.00034925i,0.00067873+0.00089353i,4.7421e-05+0.00085598i,0.00016652+0.00034826i,0.00021849-0.00021374i,4.2086e-05-0.00091142i,0.00065392-0.001161i,0.0011845-0.00081514i,0.0010733-0.00058773i
0.0011298+0.0033366i,0.0022061+0.0032938i,0.0030652+0.0021019i,0.0019233-0.00033543i,0.00038096-0.0026655i,-0.0010413-0.0023898i,-0.0018362-0.0006101i,-0.0013249-3.2009e-05i,-0.00083859+0.0001902i,-0.00036018-4.0295e-05i,0.00047669-0.0011674i,0.00055374-0.0012891i,0.00013749-0.00051208i,8.2221e-05+0.00016607i,0.00044734-0.00016572i,0.00070189-0.00054305i,0.00074675-0.001119i,0.00062023-0.000993i,0.00021586-0.0006185i,0.00056018+0.00027373i,0.00087796+0.0013459i,0.00022963+0.00078424i,-0.0002073+0.00034503i
0.00072609-0.0016471i,0.0010517-0.0023603i,0.00020688-0.0022486i,-0.00019327-0.00093469i,-0.00069593+0.00035125i,-0.0010916+0.00074925i,-0.0016739+0.00050711i,-0.0012503+0.00034576i,-0.00065356-9.2457e-05i,-0.00079891-0.00074083i,-0.00030901-2.6455e-05i,-8.5903e-05+0.00064807i,-0.00061488+0.00067261i,-0.0005031+0.00031671i,-0.00058025+6.6746e-05i,-7.667e-06-0.00016497i,0.00037505+9.0858e-05i,-2.5777e-07+0.00040659i,6.617e-05+0.00056985i,-0.00047575-0.00025283i,-0.0003554-0.0014247i,0.00015054-0.0010226i,-0.00034466+1.4319e-05i
-0.0016321+0.0014079i,-0.0010487+0.0025708i,-0.00041406+0.0024757i,-0.00082593+0.0013587i,-0.00091951+0.00043211i,-0.001038-0.00095626i,-0.001558-0.0014777i,-0.0014493-0.001147i,-1.7786e-05-0.00010465i,0.00030612+0.00057561i,-0.00033776+0.00083585i,-5.5113e-05+0.00019105i,0.0008521-0.00065933i,0.00079296-0.00058504i,0.00092566-3.1875e-05i,0.00124-0.0001495i,0.00040852-0.0009974i,-0.00059885-0.00064793i,-0.00058165+0.00011152i,0.00073652+0.00019532i,0.0012352-7.6159e-05i,0.00071664-0.00056228i,0.00017818+0.00019692i
-0.00052082+0.0010184i,0.00063739+0.00046834i,0.00079244-0.00015508i,-0.00015801-0.0013049i,-0.00073244-0.0020043i,-0.0016273-0.0014788i,-0.0027904-0.00059996i,-0.0029998+0.00012276i,-0.0017045-3.6291e-05i,-0.00028046-0.00066956i,0.00036771-0.00064448i,0.0003878-0.0002071i,0.000135-0.00029615i,3.833e-05-0.00090572i,-0.00030297-0.0012278i,-0.00017479-0.00091246i,0.00049186-0.00037203i,0.00038036-0.00031332i,9.9517e-05-0.00058927i,-8.5298e-05-0.00055344i,0.00010334+0.00020434i,-2.4139e-05+0.00051059i,-0.00095103+5.0937e-05i
-5.662e-05+0.00095221i,0.00034469+0.00093473i,0.00070509+0.0015254i,0.00057705+0.0007397i,7.5655e-05-0.00086224i,-0.00079242-0.0013922i,-0.00036174-0.00085169i,-0.00018278+0.00030963i,2.0129e-05+0.00055552i,0.00053122-4.6638e-05i,3.5354e-05+0.00065244i,-0.00075704+0.00075385i,0.00017067-0.00043449i,0.00084764-0.0005097i,-0.00036696-4.8889e-05i,-0.00072212-6.8865e-05i,0.00012832+0.00013239i,0.00087344-0.00021481i,0.00050334-0.00055406i,-0.00081865-0.00017201i,-0.00019253+0.00024259i,-0.00020557+8.9374e-05i,-0.00094362-0.00024966i
0.0025624+0.00064211i,0.0032159-0.00025914i,0.0027518-0.00052349i,0.00074461-0.00030938i,-0.0016302-0.00072453i,-0.0025271-0.00029752i,-0.0019624+0.00033705i,-0.00026978+0.00034354i,0.00043842+0.00010513i,-0.0001216+9.5503e-05i,-0.00071218+0.00031093i,-0.00039868+0.00075818i,5.8068e-05+0.00072568i,2.9602e-05+0.00069519i,-0.00026922+0.0011509i,-0.00047407+0.00058946i,-0.00040272-0.000297i,-0.00029562-0.00030214i,2.0835e-05-0.00035467i,0.00048078-0.00072306i,0.0004961-0.0010362i,0.0001299-0.00064179i,0.00059248+0.00016972i
