-0.001315+0.0025166i,-0.0011852+0.0011107i,-0.0014752+0.00075969i,-0.0019782+0.0004961i,-0.0021642+0.00093854i,-0.0023216+0.0016182i,-0.0023175+0.0020334i,-0.0012353+0.0013639i,0.00051695-0.00021062i,0.0010091-0.0010923i,0.00061592-0.0009411i,0.00043257-0.00020271i,0.00040209-0.00021862i,0.00025277-0.00070831i,-6.6728e-05-8.7055e-05i,-0.00028375+0.00067135i,-0.00024732+4.2698e-05i,-1.4733e-05-0.00017191i,0.00020727+0.00026152i,0.00011726+0.0004857i,5.166e-05-0.00035575i,-0.00032136-0.0012015i,-0.0006206-0.00072738i
-0.003035-0.0014369i,-0.0055728-0.0013599i,-0.0053989-0.0011813i,-0.0037847+0.00029716i,-0.0028119-0.00032416i,-0.0027099-0.00041266i,-0.0019998+0.0017383i,-0.00068877+0.0017712i,1.7199e-05+0.00063333i,-0.00044796+0.00061761i,-0.00028003+0.00096768i,9.5318e-05+0.0013462i,0.00013948+0.00079126i,0.00085232-0.00042825i,0.001585-0.00020323i,0.0011233+1.7085e-05i,0.00081636+7.9582e-06i,0.0005951+0.00053485i,0.00041352+0.00041023i,0.00053495+5.4544e-05i,-0.00035202-0.00029045i,-0.00066479-0.00022966i,-0.00048911-0.0002122i
0.0020646-0.0022221i,0.00285-0.002865i,0.002037-0.0028413i,0.00021755-0.0014564i,-0.00091189-0.0011989i,-0.00058912-0.0016295i,-0.0008879-0.00081151i,-0.0011412+0.00014132i,-0.00087693+0.0004969i,-0.00099677+0.00063313i,5.2431e-05+0.00093425i,0.0016625+8.8154e-05i,0.001326-0.00048103i,0.00041601-4.2884e-05i,-0.00017118+0.000131i,-0.00014552-0.00017568i,-0.00024376+0.00030382i,-0.00074027+0.00055418i,-0.00072358+0.00021954i,5.2214e-05-5.6944e-05i,0.00017795-7.1029e-05i,-0.00030575+0.00058781i,-0.00051309+0.00073118i
-0.001914+0.00071595i,-0.0019936+0.0018152i,-0.0018423+0.001003i,-0.0011762+4.8927e-05i,-0.00071669+0.00019505i,-0.00081632+0.00081834i,-0.0012004+0.00093674i,-0.00046348+0.001097i,0.00072394+0.0014013i,0.00091442+0.0016276i,0.0011414+0.0014651i,0.0009259+0.00051842i,0.00016324-0.0006922i,-0.00016805-0.00046672i,0.00016394+0.00078011i,9.1809e-05+0.00076262i,0.0001494+0.0001623i,0.00013995+0.00038702i,9.2034e-05+0.00026327i,0.00070955-8.0415e-05i,0.0007072-0.00028246i,8.6902e-06-8.4535e-05i,-0.00028336+0.00042532i
0.0011752+0.00067228i,0.0023084+0.0006717i,0.0028688+0.00081462i,0.0013039+0.000437i,-0.0012144+3.8032e-05i,-0.0024876-0.00099759i,-0.002274-0.0016823i,-0.0013275-0.0011448i,0.0001811+8.0895e-05i,0.0009886+0.0005539i,0.0011835-0.0002249i,0.00085027-0.00054826i,7.0903e-05+0.00022467i,6.7582e-05+0.00044069i,-0.00014049-0.00013486i,-0.0002448-0.00073638i,-0.00029458-0.0011376i,-0.00060143-0.0004252i,7.5928e-05+0.00046661i,0.00049121+0.00058891i,-4.2287e-06+0.00048985i,9.1923e-05+0.00025794i,0.00028557-8.055e-05i
-0.00025071+0.0019591i,0.00015438+0.00085572i,0.0014097+0.0010591i,0.0015393-7.2969e-05i,0.00033899-0.0011046i,-0.0010652-0.0011027i,-0.0018402+2.2255e-05i,-0.001327+0.0012733i,4.5906e-05+0.00092049i,0.000314-0.00012023i,0.00018463-0.00088656i,-0.00024816-0.00058138i,-0.0010509+0.00045709i,-0.0011823+0.00059819i,-0.00037619-0.00018269i,0.00069158+0.00017158i,0.0011623+0.00045036i,0.0010959-0.00048947i,0.00080421-0.00069855i,0.00078617+0.00016703i,0.00039687+0.00045838i,-0.00022173-0.00017217i,0.00017623-0.00041756i
0.0022263-0.00010902i,0.0014763+0.00014567i,-0.00058184-0.00026222i,-0.0015479-0.00090351i,-0.0017071-0.0011264i,-0.0024174-0.00057436i,-0.0021562+0.00017657i,-0.00097283+0.00087966i,-0.00017498+0.00061383i,0.00013929-0.00017411i,-8.1803e-06-7.2798e-06i,-0.00061848+0.00034241i,-0.00056088+0.00068248i,-0.00039067+0.00074378i,-4.5166e-05+0.00031552i,0.0007663-0.00065584i,0.00089958-0.00063085i,0.00026374+0.00061404i,-0.00029695+0.0010313i,8.8726e-05+0.00018204i,5.5772e-05-0.00030356i,-0.00032606+0.00028641i,-0.00020203+0.00059356i
0.001264-0.00094699i,0.0007982-0.00011653i,-0.0002756-0.00042883i,0.00023011-0.00058745i,0.00053625-0.00032249i,-0.00042134-0.00029965i,-0.0011828+0.00018237i,-0.0010321+0.00055381i,-6.2903e-05+0.0011827i,0.00056276+0.0012998i,0.0010937+0.0011591i,0.0011934+0.00044275i,0.00054638+0.00021768i,-0.00023271+0.00077306i,-9.6469e-05+0.00032513i,0.00020964+6.5059e-05i,0.00025367+0.0006393i,0.00023142+0.0009605i,9.3484e-05+0.00024453i,7.4353e-05-0.00034864i,-0.00041985-6.6744e-05i,-0.00057603+0.00096673i,-0.00010204+0.0011957i
0.00057737+0.00018776i,0.0020864+0.0011109i,0.0020341+0.00060007i,-7.2861e-05+0.00026664i,-0.0011651+4.976e-05i,-0.001092-0.00037132i,-0.0013087-0.00089457i,-0.00032409-0.00058809i,0.00049922+0.00012772i,0.00066849+0.00032788i,0.0009085+0.00039998i,0.00067938+0.00056901i,0.00086021+0.00032685i,0.00081829-0.00014074i,0.0002024+0.0003145i,0.00029185+0.00079985i,-0.00022527+0.00033364i,-0.00031195-0.00021178i,0.00052968+0.00011609i,0.00097639+0.00035634i,0.00078493+5.5137e-06i,-0.00011016-0.00016185i,0.00038821+0.00026191i
0.00074583+0.0017828i,-0.00014603+0.0021293i,-0.00010993+0.0021943i,0.00021601+0.0010336i,0.00049582-0.0003776i,-8.7092e-05-0.00043358i,-0.0011815-0.00010359i,-0.0012943-0.00022768i,-0.00035944-0.00032789i,-4.3122e-05-0.00082382i,-0.00058353-0.00055287i,-0.00081018+0.00045959i,-0.0010939+0.00074936i,-0.00081648-0.00010995i,-0.00055713-0.0005518i,-0.00099945-0.00020355i,-0.00063971-0.00014856i,0.00022456+0.00033293i,0.00062775+0.0010274i,0.00032557+0.00033443i,0.000221-0.00049721i,-0.00046039-0.00039367i,-0.00079165-0.00055236i
0.00032963+0.00013395i,0.0011021+9.2622e-05i,0.0011384-0.0012427i,1.2239e-05-0.0013611i,-0.0011519-0.001233i,-0.0014197-0.0011749i,-0.0015879-0.00071517i,-0.0017219-0.00013402i,-0.00062921+4.9323e-05i,-0.00035422+0.00017389i,-0.00046645-3.4102e-05i,3.7191e-05-3.6127e-05i,0.00075246+0.00024694i,0.00086035+0.00012355i,0.00050164-7.3511e-05i,0.0002851-0.00027046i,0.00033961-0.00070503i,0.00014511-0.00022583i,-0.00013939+0.00026528i,0.00013768+0.00043268i,0.00032469+0.00086134i,3.406e-05+0.001016i,-5.4053e-05+0.00087333i
0.0023511+0.00036717i,0.0022341+0.00078744i,0.0013328+0.0010634i,-0.00012846+0.00065802i,-0.0017934+9.234e-05i,-0.002908-0.00097017i,-0.0032794-0.001942i,-0.0028112-0.0010489i,-0.0016498-0.00032856i,-0.0004787+2.4587e-06i,-6.4888e-05+0.0012201i,0.00031382+0.0016674i,-7.855e-05+0.0014615i,-0.00048951+0.00082778i,-0.00026477-3.2053e-05i,-0.00055068-0.00038878i,-0.0010597-0.0004019i,-0.0010223+0.00040845i,-0.0003164+0.0007383i,0.00038974-1.8838e-05i,0.00015151-5.0113e-05i,8.2546e-05+0.00050855i,0.00053125+0.00027569i
0.0021691-0.0008404i,0.00091652-0.0010588i,-0.0006609-0.00073954i,-0.0012556-0.00052523i,-0.0014265-0.0006831i,-0.0016216-0.00022731i,-0.0012132+0.00089112i,-0.0010229+0.0016507i,-0.00077049+0.0010803i,-0.00036692+0.0010946i,-0.00049304+0.00098485i,-0.00028568+0.00019103i,-0.00061278+7.7563e-05i,-0.00041616+0.00084144i,-0.00012526+0.00085935i,-0.00064019+6.0538e-05i,-0.00019988-0.00010218i,0.0007763-0.00020635i,0.00092277+0.00012481i,0.00051621-9.3878e-05i,-0.00034764-0.00033552i,-0.00069114-0.00020031i,-0.00050158-5.7009e-05i
0.00029699-1.2984e-05i,0.0010994-5.4223e-05i,0.0015876-0.0003017i,0.0010597-0.0010108i,-0.00021783-0.00079446i,-0.0019264-0.00087581i,-0.0026373-0.00085692i,-0.0012886-0.00056419i,-0.00021236+0.00018962i,0.00012571+0.00075964i,0.00024236+0.00015321i,-0.00016695-0.0010815i,-0.00034962-0.0017928i,-0.00057018-0.0013185i,-9.4452e-05-0.000474i,0.0004353-0.00031415i,0.00040527+0.00040576i,0.00027828+0.00043646i,0.00052718+1.3013e-05i,0.00059922-9.4391e-05i,0.00015016-0.00035557i,-0.00010577-0.00010885i,-1.9405e-05+0.00069875i
0.0018606+0.0013836i,0.0012975-0.00015998i,0.0015442-0.001881i,0.00051024-0.0025765i,-0.0027052-0.0022917i,-0.0035568-0.0015003i,-0.0020208-0.00083379i,-0.00059561+0.00035761i,-0.00033321+4.3032e-05i,-0.0007394-0.00052757i,-0.00088653-0.00029684i,-0.00099376-0.0004676i,-0.0011461-0.00034143i,-0.0012286-1.3104e-05i,-0.00092958+0.00024043i,-2.674e-06-0.00023003i,0.00058593-0.00036115i,0.00089376-0.00018084i,0.00074981+0.0011171i,6.8195e-05+0.0021027i,-0.00043192+0.0010356i,1.5086e-05+5.9093e-05i,0.00010247-0.00012225i
-0.00079761-2.5491e-05i,-0.0003969+0.0016692i,-0.00074274+0.0019186i,-7.2016e-05+0.00082061i,0.00056448-0.00033252i,0.00028227-0.0012945i,-0.00066709-0.0016725i,-0.001642-0.00072681i,-0.0013259-0.00053171i,-0.00068498-0.00062767i,-0.00023983-0.00048801i,0.00055901+0.0002956i,0.00017658+0.00054479i,-0.00067548+0.00022546i,-0.00028108+0.00036857i,8.0565e-05+0.00060954i,-0.0002556+0.00017416i,0.00021921-0.00036894i,0.00041154+0.00013396i,-5.5881e-05+0.00060879i,0.00031496+0.00049872i,0.00042303+0.00050323i,-7.624e-05+0.00044413i
0.00067567+0.002867i,0.00080618+0.0027893i,0.00039958+0.0017315i,0.00030323+0.00036803i,-0.00030461-0.0008761i,-0.001359-0.0019096i,-0.0024803-0.0017888i,-0.0018749-0.0012479i,-0.00036908-0.00029062i,0.00017918+0.00040014i,0.00015263+0.00045005i,2.3111e-05+0.00022836i,0.00026029-0.00012246i,0.00068695-0.00090375i,0.00091841-0.00088042i,0.00061382-0.00012121i,9.1777e-05-0.00027036i,-0.0005232-0.00017539i,-0.00017215+0.0002199i,0.00016924+7.0411e-05i,-0.00024925-0.00056183i,-0.00030864-0.00034138i,-0.00019716+0.00016184i
-0.00095853+0.0012399i,6.0486e-05+0.00073944i,0.00012724+0.00067397i,0.00031905+3.6584e-05i,0.0009885-0.00048869i,-0.00043915-0.001353i,-0.0021418-0.0014033i,-0.0022223-3.3146e-06i,-0.0014875+0.0010946i,-0.00024898+0.001415i,0.00093578+0.00099974i,0.0006718-0.00066225i,0.00035435-0.0012856i,0.00033216-0.00061981i,-7.6897e-05-0.00056865i,-0.00016614-0.00049151i,0.00028047-0.00036245i,0.00091925-0.00046277i,0.00043989-0.00069597i,-0.00046361-0.00035412i,-0.00023044-0.00054689i,0.00064196-0.00083962i,0.0006772-0.00067651i
0.0029336+0.00086711i,0.0033507+0.00058386i,0.0029111-0.00055293i,0.00074925-0.0019467i,-0.00099226-0.0017432i,-0.002134-0.00099429i,-0.0018165-0.00050593i,-0.00013844+0.00052801i,0.00058667+0.0009668i,0.00021533+0.00017512i,0.00034398-4.9828e-05i,0.00032563-0.00041015i,-0.0010463-0.0012048i,-0.0016052-0.0011907i,-0.0010682-0.00095517i,2.6949e-05-0.00088252i,0.00011638-0.00059467i,3.6348e-05-0.0003102i,0.00057074+5.1268e-05i,0.00092114+0.00022495i,0.0004741+0.00086735i,0.0002126+0.0014478i,0.00029402+0.00057227i
-0.0013101+0.0015603i,-3.4561e-05+0.0020189i,0.0013708+0.0022417i,0.001543+0.00083331i,0.0011177-0.00012707i,0.00023667-0.00042288i,-0.0011237-0.00056227i,-0.0016101+0.00012799i,-0.00080679+0.0001525i,0.00021053-0.00014187i,0.00068448-0.00018383i,0.0004173-0.00052362i,-2.6611e-05-0.00040885i,3.3614e-05+8.1047e-05i,-0.00024939+0.00048085i,-0.00027787+0.00034228i,-7.5033e-05+2.205e-05i,-8.9617e-05+0.00022462i,0.00094794+0.00053225i,0.0013375+0.00014383i,0.0003817-0.0001211i,9.2375e-05-6.363e-07i,0.0003635-0.00010433i
-0.0025342-0.0014039i,-0.0029669-0.00064732i,-0.0027871-0.00026104i,-0.0022701+0.00033751i,-0.0026004+0.0011353i,-0.0023234+0.00016795i,-0.0016371-0.001601i,-0.0014202-0.00090948i,-0.0012357+0.00053548i,-0.0021035+0.00087052i,-0.0018072+0.00066952i,1.2742e-05+0.00046787i,0.00085414+0.00064277i,0.00083267+0.00093758i,0.0014524+0.00071946i,0.0011605-3.3409e-05i,0.00080938-0.00084876i,0.00028751-0.0011993i,7.5336e-05-0.0012975i,0.00061475-0.00064101i,0.00051852+0.00020996i,6.8683e-05+0.00013784i,-0.00047047-0.00047532i
-0.00050829+0.0023787i,-0.00071096+0.003535i,-1.5635e-05+0.0027156i,0.00090925+0.0012018i,0.0014602+0.0002135i,0.001109-0.00096309i,-0.00080085-0.0016415i,-0.001298-0.00066673i,-0.0007933-0.00034924i,-7.5647e-05-0.00030829i,0.001084+9.1937e-05i,0.0015981-0.00012599i,0.0010767-0.00017403i,0.00044121-0.00064926i,0.0011013-0.0012808i,0.001122-0.00042825i,0.00049397+0.00063176i,0.00060785+0.0004305i,0.00040976+0.00037343i,-9.1678e-05+7.5438e-05i,-0.00013243-6.7028e-05i,-3.2284e-05-0.00015941i,-0.00012331-0.00072656i
0.00071583+0.00045599i,0.00016811+0.0010763i,0.00039303+0.00052394i,-0.00023622-0.00027806i,-0.002243-0.00030247i,-0.0032812-0.00022573i,-0.0031534+0.00018623i,-0.0019625+0.00080061i,-0.00045205-1.1541e-05i,-0.00013951-0.00081833i,-0.00033797-0.00079051i,-1.2946e-05-0.00060364i,4.1706e-05-0.00066472i,0.00020117-0.00038392i,-2.2643e-05-0.00023926i,0.00071311+0.00015666i,0.00091607+0.00015372i,-0.00065119+2.3053e-05i,-0.00077642+0.00047661i,0.00042012+0.00020074i,0.0013305-0.00058708i,0.0016428-0.00065277i,0.0012641-0.00016973i
0.0018685-0.0018546i,0.0014082-0.0028531i,0.0014505-0.0028509i,0.00049248-0.0010094i,-0.0010343-0.00017582i,-0.0018065-0.0010087i,-0.0014629-0.00081236i,-0.00091329+0.00012175i,-0.00036553+0.0002163i,-0.00040129-1.9989e-05i,-0.00032599+8.7411e-05i,-0.00019541+0.00045884i,-0.00042886+0.00073314i,-0.00052012+0.001349i,-0.00043048+0.00063273i,0.00018897-0.00035786i,0.00054398-0.00059516i,-0.00032729-0.0010923i,-4.8566e-05-0.001322i,0.0006333-0.00056297i,0.00011671-0.00030982i,-0.0007423-0.00041912i,-0.00039661-0.00021577i
0.0015084-0.0018573i,0.00029325-0.00084799i,0.00011349-0.0012968i,-0.00063729-0.0019278i,-0.0022657-0.0017506i,-0.003172-2.3594e-06i,-0.00308+0.0015487i,-0.0013591+0.0010192i,-0.00015273-0.00030232i,-0.00016312-0.001187i,-0.00048227-0.00036896i,-0.00065615-8.701e-05i,-0.00074055-1.2366e-05i,0.00033997+0.00031968i,0.00074918+0.00050018i,0.00031991+0.00051384i,0.00030957+0.00013118i,0.00035035+0.00032518i,0.00073436+0.00033319i,0.00069245+0.00027897i,0.00067231-8.7311e-05i,0.00067574-0.00058803i,0.00050889-0.00081565i
-0.0020489-0.00093358i,-0.002053-0.00094302i,-0.0017485+0.00032577i,-0.00098366+0.00099976i,-0.00081431+0.00077533i,-0.001131+0.00054194i,-0.00073087-0.00024744i,-0.00025581-0.00069336i,-0.00020288-0.00029106i,3.3125e-05+0.0002791i,0.0007138+0.00074111i,0.000925+0.0010444i,0.0011231+0.00077093i,0.0017314+0.00054859i,0.0017088+7.6404e-05i,0.00091351-0.00059377i,0.00047764-0.00041446i,0.00053247-0.0005949i,0.00073623-0.00068128i,-0.00038358+0.00038463i,-0.00077111+0.00029128i,7.765e-05-0.00032854i,-6.4989e-05+0.00017591i
-0.00025001+0.00038424i,-8.705e-05+0.00025311i,0.00053005+0.00037005i,0.00090348+0.00017737i,0.00040755-0.00031736i,-0.0013472-0.00058503i,-0.0020412-0.0004704i,-0.0012781-0.0001023i,8.1088e-05+0.00056904i,0.00032729+0.00055354i,-0.00011152+0.00080429i,-0.00011334+0.00059028i,-0.0012224-0.00019748i,-0.0014142-0.00014674i,0.00043582-0.00046842i,0.0012819-0.00060072i,0.00030438-0.0001421i,-0.00081837+0.00038247i,-0.0010129+0.00070142i,-0.00051103+0.00053765i,-2.3272e-05+0.00044413i,-0.00039912+0.00054472i,-0.0007653+8.0182e-05i
-0.0010968+0.00023545i,-0.0017949-0.00041962i,-0.0022846+0.00021149i,-0.0020539+0.00134i,-0.0011381+0.0013379i,-0.0018484+9.0603e-05i,-0.0025955-0.00085504i,-0.0015903-0.00063976i,-0.00062417+0.00032421i,0.00023078+0.00094301i,0.00088061+0.00098678i,0.00094653+0.0005577i,0.00035554-0.00027548i,-0.00014943-0.001244i,0.000317-0.00098112i,0.0011072-0.00021069i,0.00093467+0.00025256i,-0.00042041+0.00056006i,-0.0009658-9.433e-05i,-0.0011514-0.0001914i,-0.0012274+0.00025087i,-0.00026692+0.00039262i,0.00032543+0.00094792i
-0.00013389+0.0019106i,-1.9655e-05+0.0021423i,0.00015651+0.00071216i,0.00011982-0.00057723i,-0.00032886-0.00013145i,-0.00043234-0.00019125i,-0.0012808-0.000426i,-0.0017472-0.00052589i,-0.0016398-0.0003029i,-0.0011669+0.00049129i,-0.00038927+0.00021341i,0.00051723-0.00040207i,0.0010005+8.4377e-05i,0.00046505+0.00090384i,-0.00019098+0.00084427i,0.00021678-0.00014577i,0.00052396+2.2093e-06i,0.00021074+0.00020483i,0.00037743-0.00027753i,0.00044961-0.00029876i,6.5622e-05-0.00027113i,-0.00048259-3.6728e-05i,-0.00053261-7.5529e-05i
0.0017961+0.00047773i,0.0017925-0.00023012i,0.0010131-0.0010114i,0.0013195-0.0011507i,0.00050521-0.00084193i,-0.0014875-0.00053754i,-0.0026594+3.72e-05i,-0.001787+0.0011359i,-0.00055423+0.00094357i,-0.0007569+0.00058835i,-0.0014435+0.0006954i,-0.0014822+0.00031899i,-0.00088527-9.4426e-05i,-0.00061736-0.00017774i,-0.00038125-0.00022346i,4.2046e-05-0.00048079i,0.0001105-0.00045577i,0.00030173-0.00048281i,0.00032681-0.00041205i,0.00025197-0.0003477i,0.00013263-0.00067401i,-0.00014791-0.00083702i,-0.00068716-0.00080345i
0.0011196-0.0014062i,-0.00021422-0.0016707i,-0.00089503-0.0028457i,-0.0019044-0.00217i,-0.0020603-0.00080331i,-0.0015966-0.00014193i,-0.0017992+0.00027502i,-0.0011869+4.9562e-05i,0.00017277-0.00044967i,-0.00030179-0.00021489i,-0.00056257+0.00054927i,0.00039251+0.00055395i,0.00078604+0.00035392i,0.00034442+0.0010364i,-3.359e-05+0.00093283i,-0.00013163+0.0010832i,-0.00072442+0.001063i,-0.00076531+0.00037415i,-0.00058444+0.00046204i,-0.0005547+0.00034124i,0.00027599+0.00025871i,0.00060728+0.00012447i,-0.00039838-6.408e-06i
0.0011466+0.00015911i,0.00074444+9.383e-05i,0.0011973-0.00081849i,0.0007023-0.0014223i,-0.00069669-0.0022358i,-0.0024643-0.0027437i,-0.0022247-0.0011303i,-0.0008037+0.00046572i,0.00023659+0.00045112i,0.00036731-0.00023865i,0.00054325-0.00042676i,0.00086229-1.3357e-05i,0.00044247+0.00081967i,-0.00026163+0.00054841i,-0.00057142-0.00029444i,-5.3736e-05-0.00032394i,0.00051267+0.00058091i,0.00040923+0.0017494i,0.00045796+0.0014421i,0.00025569+0.00079889i,0.00029732+0.00077324i,0.00020106+0.00072431i,-8.8069e-05+0.00041156i
0.0014194-0.0015552i,-0.00017884-0.001911i,-0.00042106-0.0020941i,-0.00011802-0.0012261i,-0.0018143-0.00067402i,-0.0034137-0.00052568i,-0.0029424-0.00027244i,-0.00095533-4.8697e-05i,0.00024904-0.00071133i,-1.0799e-05-0.0013576i,-0.00031793-0.00031234i,-5.7552e-06+0.00085367i,0.00016093+0.0011044i,-2.7398e-05+0.0015106i,7.932e-05+0.0017794i,0.00040335+0.0013286i,0.00051647+0.0004305i,0.00077391+0.00012082i,0.0014947+0.00032229i,0.0015995+0.00030378i,0.001007-0.00035729i,0.00049701-0.00090612i,-0.0004177-0.00047221i
0.0017474+4.3065e-05i,0.0011375+0.00025496i,0.0015184+0.00022727i,0.0015192-0.00017819i,0.00012234-0.00021823i,-0.0017299-0.00064947i,-0.0021596-0.00080182i,-0.0014029-0.00010727i,-0.00081263-3.0157e-05i,-0.0005369+0.00022369i,7.8369e-05+0.0004778i,0.00025399+0.00025622i,0.00036684+6.6794e-05i,8.8978e-05+0.00055754i,-0.00069885+0.00098001i,-0.00053357+0.00032861i,0.00012859+3.4513e-05i,0.00018059-0.00012046i,0.0002958+0.00041874i,-2.4096e-05+0.00087716i,-0.00015932+0.00074182i,-0.00022967+0.00073655i,-0.000197+0.00034286i
-0.00116+0.00056282i,-0.0019082+0.00020859i,-0.0012626-0.00029675i,-0.0012973-0.00076321i,-0.0020182-0.00044199i,-0.0019242-0.0002584i,-0.0013342+2.2945e-05i,-0.0011773+0.0005513i,-0.00071812+0.00066228i,6.0663e-05+0.00057534i,0.00012377+0.000244i,-0.00014781-0.00050361i,-0.00062858-0.00092089i,-0.00064739-0.00063045i,-5.3986e-05-0.00037001i,0.00020518-0.00036933i,0.00038478-0.00063673i,0.0002093-0.00068547i,-0.00052048-0.00076827i,-0.00034652-0.00070944i,8.8523e-05-0.00035411i,0.00012003-0.00058027i,-0.00043642-0.00093033i
0.001634+0.00092237i,0.0021061-0.00025769i,0.0015656-0.00077423i,0.00035078-0.00020934i,-0.00099156-0.00046881i,-0.0011754-0.0014382i,-0.0011434-0.0022045i,-0.0010324-0.0014062i,-0.0003275+0.00014342i,0.0005765+0.00067611i,0.00076667+0.00088351i,0.00043013+0.00084653i,-0.00051879+0.00042155i,-0.0011447+0.00039853i,-0.0012311+0.00052942i,-0.00067113+0.00063436i,-0.00035064-0.0002453i,-0.00013771-0.00054174i,0.00029804+0.000123i,0.00043619+0.00028442i,0.000131+0.00056489i,0.00060555+0.00051261i,0.00077407-2.5417e-05i
-0.00095705+0.00032581i,-0.0027281+0.00026821i,-0.0037245-0.0013619i,-0.0037025-0.001624i,-0.0026261-0.0010243i,-0.0023442-0.00045817i,-0.0025027-0.00099341i,-0.0011517-0.00070526i,-8.9686e-06+0.0012606i,0.00017876+0.0014413i,0.00010261+0.00054909i,-0.00022622+6.8779e-05i,-0.00015444-0.00034847i,0.0010876-0.00084111i,0.001748-0.0011174i,0.00068668-0.00078779i,-0.00023308+0.00012468i,-0.00031579+0.00023695i,-0.00046532-0.00054678i,-0.00047349-0.0010956i,0.00031517-0.00084863i,0.00054544-0.00027523i,0.00017446-1.4842e-05i
-0.00060602+0.0013222i,0.0014205+0.0018979i,0.0029967+0.0023613i,0.0024235+0.0017662i,0.0010215+0.0012554i,0.00021839+0.0010774i,-0.0011316-0.00030636i,-0.001436-0.0015773i,-0.0001749-0.00082486i,-0.00030322-0.00015623i,0.00049575+1.5509e-05i,0.0018386+0.00045521i,0.0014683+0.00014783i,2.1297e-05-0.00028739i,-0.00034264-0.00086364i,0.00012924-0.0013947i,1.189e-05-0.00098106i,-4.7397e-05-9.331e-05i,0.00056187+0.00010644i,0.00077599-0.00055987i,0.00049639-0.00044368i,0.00048758-0.00045754i,0.00047904-0.00061396i
0.0012222+0.002642i,0.0014591+0.0016556i,0.0015795-0.00072234i,0.0011031-0.0020218i,0.00034272-0.0023221i,-0.00030705-0.0029789i,-0.0015665-0.0021003i,-0.0017997-0.00035078i,-0.00029703+0.00017148i,0.00025932-0.00094273i,-0.00032206-0.001359i,-0.00077885-0.00057913i,-0.00065347-0.00063566i,-0.00041119-0.00074867i,-0.00038981-0.00090961i,-2.8602e-06+3.1824e-05i,0.00028881+0.0010508i,0.00010586+0.00058641i,0.00027888-5.5827e-05i,0.0011215+1.4796e-05i,0.00091199+0.00054595i,-0.00032057+0.00042072i,-0.00032325-0.00078847i
-0.0006842-0.00091424i,-0.00052421-0.0010517i,-0.00047011-0.00019861i,-0.0010027+0.00073273i,-0.0012088+0.00046473i,-0.001031-0.0010278i,-0.0019295-0.0020201i,-0.0023313-0.0014534i,-0.0018996-0.0013249i,-0.0012476-0.0011058i,-0.00020688-0.00013668i,-7.3387e-05+0.00015894i,-0.00023185+0.00020986i,0.00071889-0.00028629i,0.00067656-0.00074837i,0.0012038-0.00068108i,0.0017776+9.2562e-05i,0.00074473+0.001187i,2.8718e-05+0.00052003i,-9.7297e-06-0.00049607i,-0.00010434-0.00020031i,-0.00031923-0.00067129i,-0.00050164-0.0010409i
0.00033938+0.00172i,2.106e-05+0.0012571i,0.00047782+0.00028208i,5.2224e-06-0.00011223i,-0.0012145-0.0005406i,-0.0021119-0.00099249i,-0.0021385-0.00055451i,-0.0014813+0.00057076i,-0.00079624+0.00094999i,-0.00068302+0.0010262i,-0.00058122+0.0013033i,-0.00048063+0.00053606i,4.9201e-05-0.00041856i,0.00066018+3.0303e-05i,0.00036363+0.00045407i,0.00067111+0.00043162i,0.00076942+0.00015752i,0.00077795-0.00019207i,0.0011768-7.533e-05i,0.0011061+0.00023292i,0.0011559+0.00017256i,0.00085181+0.00022364i,-9.0263e-05+0.00040429i
-0.00071005+0.0018145i,-0.00070509+0.0024756i,-0.00095521+0.0027969i,-0.00069948+0.0014276i,0.00034584+0.00019688i,0.00087908-0.00031324i,0.00042094-0.00040562i,7.2766e-05+0.00061664i,0.00086323+0.0013932i,0.0011353+0.0012323i,0.0010563+0.00074663i,0.00071896+9.6043e-05i,3.8256e-05-0.00027027i,-0.00010279-0.00084203i,0.00074594-0.00086297i,0.00050329-0.00018526i,-0.0006941-2.0081e-05i,-0.00099486+0.00022937i,-0.00082088+0.0001994i,-0.00044882+4.148e-05i,-0.00059354+0.00038643i,-0.00015697+0.00063728i,0.0005424+0.00088164i
0.00025348+0.00080317i,-0.00019514-0.00075246i,-0.0015407-0.0022412i,-0.0015721-0.0020543i,-0.0005898-0.0017635i,-0.00062032-0.0011258i,-0.0011891-0.00026042i,-0.00060413-0.00026657i,0.00015945-0.0010305i,0.0008493-0.00085199i,0.0010841+0.00034017i,0.00044795+0.0004784i,0.00088236-2.0087e-05i,0.00084896-0.00023761i,-0.00017707-0.00040894i,-0.00068538-0.00036245i,8.8947e-06-0.00025361i,-9.7731e-05-6.7554e-06i,-2.6335e-05-2.6786e-05i,-0.00016895-0.00035935i,-0.00041697-5.3413e-05i,-0.00034769+0.00078252i,0.00013263+0.000516i
