-0.0020768-0.00039672i,-0.0011724-0.00045819i,-0.0016115+0.0012314i,-0.0014627+0.002827i,-0.00044985+0.0032937i,0.00062721+0.002498i,0.00066346+0.001497i,0.00052962+0.0012092i,0.00069186+0.0020057i,0.001287+0.0021054i,0.0019694+0.00072236i,0.0008094-0.00034481i,-0.0004883-0.00068746i,-0.00078956-0.00115i,-0.00027592-0.0011315i,-0.00051829-0.00051311i,-0.0013882-0.00027224i,-0.00082791-0.00060872i,-0.00064776-2.1994e-05i,-0.00087819+0.00087925i,-0.000695+0.00080274i,-0.0006424-0.00024277i,8.6566e-05-0.00052542i
-0.0010675-0.0012101i,-0.00074395-0.0011008i,-0.0019028-0.00038361i,-0.0023468+0.00030871i,-0.00045331+0.0011428i,0.0012869+0.0015193i,0.0014011+0.00061291i,0.00084519-1.1416e-05i,-2.8189e-06+0.00062034i,-0.00081514+0.00093358i,-0.00084243+0.00088488i,9.0018e-05+0.0005554i,0.00017496-8.786e-06i,-0.00045562-0.00079225i,5.4894e-05-0.00062179i,-0.00015074+1.9121e-05i,-0.00012227-2.7825e-05i,0.00054385+0.00066737i,0.00015645+0.00072407i,-2.1426e-05+0.00068927i,-0.00014853+0.00060069i,-0.00057019-4.3646e-05i,-0.00030279-0.00023333i
0.0006759+5.5938e-05i,0.00077938-0.0011136i,0.0012054-0.0013757i,0.0012121+0.00015441i,0.0010591-0.00020316i,0.001169-0.00072032i,0.0014764+0.00048944i,0.00083648+0.0010649i,0.00015107+0.00082407i,-0.00056315+0.00057279i,-0.0013176+0.00058251i,-0.0011975+0.00023162i,-0.00073666+0.00014458i,-0.00035782+0.00077605i,-0.00067693+0.0012987i,-0.00042413+0.00086805i,0.00094821+0.00048646i,0.00083603-0.00043055i,4.3023e-05-0.0005205i,-0.00013568-0.00010441i,-4.178e-05-0.00066703i,0.00027569-0.00028844i,0.00089843-0.00031575i
0.0015613-0.0011275i,0.0019186-0.0022536i,0.0015316-0.0023638i,0.00061441-0.00091867i,0.00048412-0.00038735i,0.0011959-0.00065205i,0.0011603-0.00043482i,0.00041616+0.00017451i,-0.00039053+0.00060614i,-0.0006742+0.00074397i,-0.0010144+0.00041605i,-0.0015735-0.0005523i,-0.0009884-0.00070655i,-0.00033611-0.000151i,-8.0374e-05+3.236e-05i,0.00082614-0.00014835i,0.0011549+0.00046813i,0.00030168+0.00062043i,-0.00020194+8.7744e-05i,-0.00030212+9.3494e-05i,-0.00018129+0.00041631i,7.3022e-05+0.00093049i,0.00023926+0.001288i
-0.00021754-0.0017212i,-0.00053582-0.0017062i,-0.00097024-0.0012597i,-0.0019104+0.00068406i,-0.0017474+0.0018711i,-0.00035338+0.0020207i,0.00038668+0.0021544i,-0.0001036+0.0014565i,-0.00039783+0.0013716i,-0.00055656+0.0016272i,-0.0005332+0.00079147i,0.00031829-3.5074e-05i,9.907e-05-0.00058503i,-0.00026723-0.00097936i,0.00016522-0.0009936i,0.00067704-0.0005864i,0.0013524-0.00073941i,0.0013869-0.00052904i,0.0010946+0.00037784i,0.00050774+0.00038979i,0.00017605-0.00019979i,-3.3979e-05-0.00063577i,-0.00031694-0.0003059i
8.9872e-06-7.8333e-05i,-2.1412e-06-0.00060739i,-0.00041011-0.00046255i,-0.0010361-0.00032468i,-0.00050586-0.00029913i,0.0009061-0.00064377i,0.00088849-0.00053562i,-0.00024869+0.00030758i,-0.00077569+0.0012745i,-0.0014016+0.0016233i,-0.0016302+0.0011966i,-0.00061702+0.00041165i,0.00029285+0.00041832i,0.00063836-4.3886e-05i,0.0010056-0.00037095i,0.00061477+9.4734e-05i,0.00013984+0.00025164i,0.00038144-0.00050094i,-9.2858e-05-0.00061577i,0.00042964-0.00021515i,0.00079834+0.00019681i,0.0007153+0.00013343i,0.00065357-3.0535e-05i
0.0019866-0.0010454i,0.0015271-0.0010096i,0.001406-0.00048762i,0.0014654-0.00099507i,0.0023994-0.0013488i,0.001931-0.00058044i,0.0011329+2.9471e-05i,0.00031553+9.1189e-05i,8.8788e-05+0.00052914i,0.00078813+0.0013037i,0.00032798+0.0012063i,3.6301e-05+0.0011431i,-0.00013012+0.0010962i,-0.00039632+3.0496e-05i,-7.3925e-05+0.00010973i,0.00016853+0.0011768i,5.1159e-05+0.00093532i,-0.00041244-5.6342e-05i,-0.001049-0.00062179i,-0.00088527-0.00020558i,-0.00073934+8.8209e-06i,-0.0012843-0.00028213i,-0.00096388+0.00011549i
2.5255e-06+0.00043623i,-0.00057379-0.00011213i,-0.00096251-0.00083118i,-0.0011365+0.0003235i,-0.001526+0.0024834i,-0.00012322+0.002763i,0.00087427+0.0012589i,0.00013294+0.00058555i,-0.00065956+0.00093439i,-0.0004681+0.001112i,0.00069787+0.00088348i,0.00073175+0.00062727i,-0.00022144+0.00072716i,-0.00087499+0.00063601i,-0.00080573+4.364e-05i,-0.00026648-0.00014086i,0.00047082-9.2629e-06i,0.00075273+0.00047573i,-0.00025938+0.00035175i,-0.00082274-8.061e-05i,-0.00043144+0.00017194i,-0.00038851+0.000121i,-0.00072077+0.00011193i
0.0003941+0.00091321i,0.00024055-7.8169e-05i,0.00018328-0.001186i,0.0005906-3.1957e-05i,0.0013081+0.0012985i,0.001004+0.0004507i,0.0007315+6.0211e-05i,0.00087045+0.00091059i,0.000967+0.00095844i,0.00094425+0.0002457i,0.00018791+7.4495e-05i,-0.00047895+0.00023462i,-0.0001817+0.00036252i,-0.00010795+0.00027841i,-0.00083006-0.00025476i,0.00038751+4.7256e-05i,0.0012538+0.00027854i,-0.00024242-0.00021361i,-0.0010694+0.00010115i,-0.00070515+0.00012026i,-0.00014551-0.00043388i,-5.8978e-05-0.00010748i,-0.00027783+0.00081074i
-0.00056536-0.00034732i,-0.00074751-0.00013413i,-0.0014739+0.0010206i,-0.0010923+0.0013243i,-7.211e-05+0.00028466i,0.00039641+1.6426e-05i,0.00043956+0.00070719i,-1.9193e-05+0.0014208i,-0.00099022+0.0020739i,-0.00080141+0.0018009i,-2.8135e-05+0.00090049i,-0.00039032+0.0009603i,-0.0011528+0.0010443i,-0.0010365+0.00053926i,-0.00094839+0.00090479i,-0.00031278+0.0010524i,0.00077941+0.00026939i,0.00041783-0.00022086i,-0.00080796-0.00015038i,-0.0012897-0.00026314i,-0.001057-0.00016885i,-0.00073652+0.00048003i,-0.00063246+0.00052211i
0.00054355-0.0012448i,0.00022383-0.0017121i,-0.00075317-0.0030723i,-0.0010765-0.0032708i,0.00042754-0.0011985i,0.0012305+0.00026303i,0.00058345+0.000526i,0.00056373+0.00076151i,0.00064029+0.00056939i,0.00015424+0.00058438i,-0.00041485+0.00070073i,-0.00040894+0.00064038i,-0.00028108+0.00016807i,0.00015028+0.00017394i,9.1903e-05+0.00032529i,-0.00048313+0.00024602i,5.4125e-05-0.00012916i,0.00063461-0.00032771i,0.00018734-0.00032556i,-1.3492e-05-0.00024691i,6.2522e-05-0.00046184i,-0.00013955-0.00061539i,-0.00069119-0.00056711i
0.0013633-3.319e-05i,0.0011434-0.0010932i,0.00091903-0.0022593i,0.00028256-0.0021838i,0.00045356-0.0013271i,0.0012185-0.00061765i,0.0014076+0.00015602i,0.0010845+0.00070892i,0.00073508+0.00099949i,3.0027e-05+0.00094124i,-5.7956e-05-6.9628e-05i,0.00068861-0.00044124i,0.00090448+0.00033307i,0.00010389+0.00076117i,-0.0001052+0.00073585i,0.00035293+0.00042137i,-2.9398e-05+0.00030068i,-0.00050693+3.8665e-05i,-0.00015695+0.00034451i,0.00016693+0.00011333i,-0.00043369-0.00031167i,-0.00049574-0.00062806i,-0.00022594-0.0004563i
0.00055493-0.00034647i,0.00038174-0.00028153i,0.000261-0.0011291i,0.00048057-0.0010203i,0.00038425-0.00012561i,0.00012287+4.6694e-05i,0.0005008+0.00055967i,0.001549+0.0011103i,0.0012701+0.00097828i,0.00048748+0.00028295i,0.00073085-0.00026937i,0.00068495-0.00034781i,-4.593e-05-0.00019708i,-3.6446e-05+0.00020651i,0.00054367+0.00050091i,0.00045624+0.00043626i,-0.0002736+0.00036305i,-0.00044035+0.00052756i,5.9997e-05+0.00033875i,0.00021261+0.00047895i,8.5914e-05+0.00031601i,-0.00021888-0.00030913i,-0.00019133-0.00023806i
0.00083531-0.00051388i,0.0001636-0.0016042i,0.00014371-0.001088i,7.6911e-05-0.00081813i,0.00046709-0.00052822i,0.00053387+0.00028056i,0.00025139+0.00059173i,-4.5462e-05+0.00043029i,-0.00023025+0.00061837i,-8.8945e-05+0.00070526i,0.00019583+0.00045479i,7.3254e-05+0.00032366i,-0.00086887+0.00031876i,-0.0011455+0.00017194i,0.00010321-0.00016391i,0.00084379-8.594e-05i,0.0010522+0.00047626i,0.00044055+0.000914i,-0.0006339+0.00010217i,-0.00084954-0.00045285i,-0.00045412+7.9289e-05i,1.587e-05-2.3732e-07i,0.00034656-4.8538e-05i
-0.00040053-0.00076983i,-0.0007627-0.00077251i,-0.0012319-0.00056846i,-0.0017325+0.00050651i,0.00036524+0.0018036i,0.0025635+0.0023062i,0.0016218+0.0018207i,0.00053865+0.0014756i,-0.00034596+0.0010517i,-0.0005958+0.00065643i,-9.7215e-05+0.0008323i,0.0002918+0.00091949i,0.00098525+0.00026336i,0.00065587-0.00039864i,-0.00041143-0.00021435i,-0.0005508+0.00047814i,-0.00027346+0.00094102i,-0.00015422+0.00050949i,0.00018667+0.00018997i,-0.00033393-0.00026645i,-1.1749e-05-0.00049624i,0.00010309-0.00011923i,7.5786e-05-0.00037827i
-0.00023626-0.0014344i,0.00014109-0.0012304i,-0.00026538-0.00072543i,-0.00069394+0.00051586i,0.00048327+0.0010157i,0.0015012+0.00043134i,0.0012794-0.00025419i,0.00041605+0.00043147i,-0.00010144+0.0014756i,-0.00070768+0.0014971i,-0.00058287+0.00038138i,0.00050369-0.00060371i,0.00042408-0.0011868i,-2.3365e-07-0.0013109i,-0.00042261-0.00084311i,-0.0010195-0.0010413i,-0.00053079-0.00081274i,-0.00025859-0.00074007i,-0.00028517-0.00060052i,-0.00023039+0.00041991i,-0.00011665+0.0012236i,-0.00015837+0.00094572i,-0.00083289+1.1564e-05i
0.00058962+0.00021109i,0.0006963+0.00026287i,-0.00016846-0.00019255i,-0.00063479-0.0011853i,-1.6921e-05-0.0012018i,0.00079814-1.279e-06i,0.00070482+0.00054262i,0.00048568+0.0003691i,0.00053652+0.0007077i,0.00078795+0.0010771i,0.0006566+0.00060412i,-0.00065413+0.0002573i,-0.0012223+6.2937e-05i,-0.00031605-0.00013761i,-0.00062527+1.3469e-05i,-0.0010176-4.779e-05i,-0.0002021+0.0001176i,-0.00047297-0.00035434i,-0.00098963-0.00092615i,-0.001299-0.00074478i,-0.0013378-0.00064694i,-0.00085832-7.6451e-05i,-1.61e-05+0.00036408i
-0.00035979-0.00074394i,-0.00010309-0.0011072i,-0.00024602-0.0019422i,-0.00033246-0.0015417i,0.00040358-9.8275e-05i,0.0013025+0.0010464i,0.00069759+0.00116i,0.00014533+0.00081015i,0.00069068+0.00059089i,0.00084818+0.0012874i,0.00013848+0.0016516i,-0.00070145+0.00084877i,-0.0010304+0.00056594i,-0.0005445+0.00042865i,0.00023525+0.00063589i,0.00037186+0.00097089i,3.1749e-05+0.00099934i,3.9985e-05+0.0010537i,0.00012873+0.00029338i,-0.00010279-0.00021999i,-0.00034854-0.00044675i,-5.2537e-05-0.00097376i,0.00019337-0.00011021i
0.0010208-0.00095641i,0.00060223-9.1111e-05i,-0.00024364+0.001082i,-0.00052626+0.0012879i,0.00026406+0.0009224i,0.0011945+0.00050433i,0.0017314+0.00052883i,0.0020523+0.0011583i,0.0021441+0.0014922i,0.0017296+0.0013918i,0.00043543+0.00057328i,-0.00081444-0.00019262i,-0.00041199-4.9137e-05i,0.00017684+0.00021567i,0.00044866-0.00075392i,0.00061407-0.00074262i,0.00055085-0.00045527i,0.000757-0.00064986i,0.00020923-6.9994e-05i,-0.00035629+0.00044632i,-0.00052442+0.00028406i,0.00018665-4.0256e-05i,0.00048971+0.00063829i
0.0029862-0.0016858i,0.001573-0.002544i,0.0014197-0.0028901i,0.0001782-0.0030515i,-0.00045527-0.0023984i,-0.00043777-0.00087957i,-0.00034416+0.0002832i,0.00025695+0.00060743i,0.00029184+0.0002378i,-9.3815e-05-0.00013022i,-0.00036634+0.00016625i,-0.000569+0.00097691i,-0.00050405+0.0012464i,-4.3392e-05+0.00078703i,0.0005261-0.00020191i,0.00053959-0.00064992i,-0.0002385-1.2857e-05i,-0.00060526+0.00018903i,0.00011809+0.00020341i,0.00063736+0.00039799i,0.000155-0.00014491i,-9.56e-05-0.00049407i,-0.00027594-0.00040483i
0.00077582-0.00046281i,0.0010928-0.00092646i,-0.00016394-0.0020187i,-0.0012436-0.0022071i,-0.00086566-0.00074213i,0.00039156+0.0011657i,0.00088112+0.0015002i,0.00035673+0.00097173i,2.5873e-07+0.00052238i,-0.00051489+0.00010932i,-0.00058855+0.00013604i,-0.00056108+0.00023166i,-0.00071942-0.00026309i,0.00011058-0.00039721i,0.00090688-0.00057924i,0.0012263-0.00038843i,0.00099911+5.4337e-05i,0.0004293+0.00031867i,0.00044396+0.00044784i,0.00016796+0.00024989i,-0.00066823+0.00023387i,-0.0010925+0.00015657i,-0.00088149+0.00013403i
0.00070396-0.00077458i,0.0011935-0.00071126i,0.00064887-0.00089945i,-0.00083974-0.00040349i,-0.0010275+0.00017607i,0.0010287+0.00013293i,0.0019914+0.00011666i,0.00093271+0.0008403i,-0.00026116+0.0016599i,-0.00092546+0.001438i,-0.00074256+0.00043435i,-0.00066255-0.00034359i,-0.00056423+0.00049496i,0.00019796+0.00073799i,0.0011123+5.1669e-05i,0.00085901-0.00032398i,0.00051606-0.00061345i,0.000797-0.00049955i,0.0007913-0.00018373i,0.00010176-0.00048152i,-0.0011675-0.00056346i,-0.0012752+0.00025773i,-0.00087237+0.00062412i
0.00033592+0.0015062i,0.0010606+0.0005853i,0.0023146+0.00013601i,0.0021027-0.00049773i,0.0012533-0.00095934i,0.00062053-0.00053991i,0.00034875+0.0005039i,0.00041363+0.00081528i,0.00028657+0.00032956i,0.00017731+0.00081638i,0.00018903+0.00053483i,-0.00018032+0.00028133i,-0.00020253+0.0008231i,-0.00057406+0.00033632i,-0.00075438+0.0003027i,-0.00037914+0.0004426i,-0.00050458+8.7135e-05i,-0.00082726-0.00012656i,-0.00080598+2.1186e-05i,-0.0008849+0.00044118i,-0.0012959+0.00088642i,-0.0010057+0.00049071i,6.3111e-05-0.00050559i
-0.00067598+0.00014643i,-0.00089128-0.00040352i,-0.00027251+0.00089273i,-0.0002236+0.0012503i,2.8517e-05+0.0016319i,0.0016125+0.00061762i,0.0018673-0.00057335i,0.00071539+0.00087527i,-0.00025657+0.0026003i,4.2276e-05+0.0027886i,0.00071961+0.0013291i,0.00041117+0.00012138i,-5.7958e-05-0.0001283i,-0.00039641-0.00011742i,-0.00029747+0.00040866i,-4.9721e-05-0.00010522i,-0.00042706-0.00064613i,-0.00072958+0.00028082i,-0.00049178+0.00049331i,7.0623e-05+3.0615e-05i,0.00053047+0.00069025i,0.00030758+0.00054589i,0.00095785-0.00083546i
-0.0008822+0.00031532i,0.00013521+0.00072923i,-0.00028166+0.00071622i,-0.0012119+0.0016128i,-0.00056247+0.0015771i,0.00035464+0.00062253i,0.00051519+0.0011518i,-4.0463e-05+0.0019442i,0.00013453+0.0017664i,0.00035135+0.00071388i,0.0002805-0.00028063i,0.0002717-0.0003178i,-3.6917e-05-0.00016606i,0.00040199-0.00041628i,0.00016913-0.00048021i,-0.00042432+0.00011587i,-0.00032377+0.00053212i,6.6448e-05+0.00016313i,-7.9857e-06+0.00017093i,-0.00037247-4.0726e-06i,-0.00067322+0.00018943i,-0.0010789+9.1121e-05i,-0.0010255-0.00064968i
0.00065484-0.0001821i,0.00017826+0.00041555i,-0.00024948-4.7112e-05i,0.00025037+2.3881e-05i,0.001084+0.0010069i,0.0019179+0.0010661i,0.00085398+0.0001377i,-0.00064425-0.00015737i,-0.00030409+0.00069838i,0.00029188+0.0015457i,3.1239e-05+0.00094785i,0.00026836-0.00037413i,0.0007555-0.00056415i,0.00029363-0.00069822i,-0.00045942-0.0015485i,0.00019066-0.0011137i,0.0008255-0.00019205i,4.9988e-05-0.00043584i,-0.00016813-0.00078234i,-0.00043723+8.3942e-06i,-0.0013603+0.0011068i,-0.00072583+0.00087082i,-6.0101e-05+0.00010216i
0.0012846-0.0011281i,0.00096656-0.0022424i,0.00071088-0.0028709i,0.00051-0.001607i,0.00085929-0.00029068i,0.00099259-0.00074431i,0.00095909+4.1996e-06i,0.00081417+0.00086039i,9.6689e-05+0.00055189i,-0.00043454-7.1245e-05i,2.9876e-05-0.00064019i,-0.00023914-0.0007385i,-0.00070277-0.00042383i,-2.8193e-05-6.054e-05i,5.6463e-05-6.657e-05i,0.00021627-0.00040265i,0.00072724-0.00048633i,0.0004369-0.00047985i,-0.00015109-1.3234e-06i,-0.00029919+0.0005081i,0.00010673+0.00069662i,0.00019238+0.00034996i,-0.00075481-0.00061956i
0.00086715+0.0010335i,0.0011265-0.00076771i,0.0010765-0.0022866i,0.00088158-0.0014403i,0.00056918-0.0002504i,0.00013854+1.4993e-05i,0.00073686+0.00061058i,0.00091628+0.0013401i,0.00084731+0.001639i,0.00068544+0.0014434i,-0.00044451+0.0005213i,-0.0008568-6.2367e-06i,-0.00062988+0.00043141i,-0.00096926+0.00045109i,-0.0006701+0.00054029i,-2.6497e-05+0.00096166i,1.6099e-05+0.00050355i,-8.907e-05+4.5544e-05i,-0.00039826+0.00040588i,-0.00015235+0.0001899i,0.0006524-0.00037776i,0.00064833-7.2536e-06i,-0.00016778+0.0007281i
0.0009933-0.0013292i,0.00037652-0.0013003i,-0.00069931-0.0020595i,-0.0013779-0.0022041i,-0.00083159-0.001213i,-0.00024721+0.00067808i,0.001219+0.0013615i,0.002389+0.0014431i,0.0017529+0.0015757i,0.0002861+0.0010526i,-0.00010913+0.00047538i,-0.00036147+0.00012033i,-0.0005625-0.00051665i,0.0001626-0.00024238i,0.00016477+0.00054849i,6.1643e-05+6.6174e-05i,0.00046723-0.00063662i,0.00014969-0.00072782i,0.00019136-0.001011i,0.00035963-0.0011797i,-0.000221+5.1501e-05i,-0.00054127+0.00070197i,-0.00025507-0.0003887i
0.00074251+1.0653e-05i,0.00016276-0.00089096i,0.0001355-0.001548i,0.00077727-0.00084634i,0.00094045+0.00056321i,0.0013443+0.00018494i,0.0012616+0.00016294i,0.00049905+0.00099809i,0.00019513+0.0014814i,-0.00016668+0.0010104i,-0.00032061-0.00031399i,0.00025936-0.00067803i,0.00025165+4.8902e-05i,-0.00035966+0.00046732i,0.00011234+0.0011535i,0.00059661+0.0010692i,0.00024267-0.00021644i,-0.00014487-0.00049685i,-0.00098691+0.00013406i,-0.0011582+7.0095e-05i,-5.7806e-05+2.6537e-05i,0.00060427-0.00036613i,0.00038289-0.00082125i
-0.0003012-0.00075929i,5.461e-05-0.00091736i,5.1734e-05-0.001702i,0.00031093-0.0011978i,0.0011706-1.1683e-05i,0.001246+6.9406e-05i,0.00022332+0.00056744i,-0.00063367+0.0011409i,-0.00081022+0.0008168i,-0.00068133+0.0011985i,0.00039437+0.0017392i,0.00088116+0.0010763i,0.00084205+0.00018999i,0.0013808+0.00016133i,0.0008035+0.00048793i,0.00018112+0.00035203i,0.00070031+0.00040221i,0.00056045+0.00044699i,-0.00010492-0.00030339i,0.00023923-9.4159e-05i,1.3425e-05+0.00032852i,-0.00052328-0.00010404i,0.00023822-0.00024895i
-0.00026471-0.00068191i,0.00057716-0.0013927i,0.0010801-0.0015594i,0.0010131-0.00046314i,0.0012059+0.00028452i,0.0025302+0.00048413i,0.0024485+0.00073358i,0.0013444+0.00080969i,0.00056284+0.0013881i,0.00020341+0.0015232i,0.00029573+0.001107i,0.00091156+0.00048576i,0.0016042-0.00049696i,0.0011097-0.00031306i,0.0003229+9.323e-05i,0.000149-0.00015009i,0.00034608-0.00025004i,8.6215e-05-0.00010886i,-0.00023769-0.00014944i,-0.00053744+1.8932e-05i,-0.00056359+0.00027444i,-0.00024608-5.3227e-05i,9.959e-05-0.00024943i
-8.7732e-05+5.9993e-05i,-0.0002847+0.00024284i,-0.0016272+0.00024574i,-0.0013336+0.0010273i,-0.00091555+0.0020461i,-0.00031858+0.0014336i,0.00121+0.00049172i,0.0017668+0.00081221i,0.00075554+0.00076338i,-0.0009238-8.7216e-06i,-0.0013169-0.00011i,-0.00044338-0.00031887i,-1.3864e-05-0.00098903i,0.00011067-0.00066141i,0.00060634+1.9801e-05i,0.00064735-8.9781e-05i,0.00094254-4.934e-05i,0.0010678+0.00034192i,0.00032492+0.00013866i,0.00062223-0.0002178i,0.00058103-0.00014223i,-0.00047443-0.00017618i,-0.00054976-0.00010472i
-3.8347e-05-0.00011335i,0.0010569-0.0012i,0.0011463-0.0010347i,0.00059292-0.001292i,0.0010398-0.0013618i,0.00095238-0.00051917i,0.00027014+0.00080696i,-6.3498e-05+0.0019351i,-0.00028048+0.0025596i,-0.00044396+0.0022009i,-0.000415+0.00075896i,-0.00054342+4.5948e-05i,-0.00021054-0.0001363i,0.00025616-0.00086264i,-3.4738e-05-0.00056652i,-8.7373e-05+0.00013705i,0.0002695+0.00046529i,0.00028293+2.6095e-06i,-0.00010054-0.00077399i,-8.7858e-05-0.00088942i,9.4255e-05-0.00074051i,0.00040841-0.00026068i,0.00048823+0.00026374i
0.00044271-0.00096286i,0.0008071-0.0020677i,0.00020576-0.0029389i,-0.0010155-0.0022991i,-0.00056242-0.0015016i,0.00065053-0.00091274i,0.00071456+4.0757e-05i,0.00084815+0.0013911i,0.00035235+0.0021795i,-0.00098848+0.0016995i,-0.0013832+0.00079974i,-0.0001381+0.00051886i,0.00028974+0.00036781i,-0.00066037-0.00023647i,-0.00044181+0.00022612i,0.00072178+0.00081978i,0.0015862+0.00044732i,0.0010158-0.00022824i,0.00023752-0.00027478i,-0.00015518-0.00022125i,-0.00081781-0.0002025i,-0.0013473-7.4089e-05i,-0.00070917-0.00021311i
-0.00038449+0.00049193i,-0.0004027+0.00036788i,-0.00058025-0.00064695i,-0.00086803-0.00054998i,-0.00024215+0.00068037i,0.0013474+0.00149i,0.0018292+0.00095886i,0.00044301+0.00082274i,-0.00083755+0.0011215i,-0.0010574+0.00045714i,-0.00065653-0.00063356i,-0.00023937-0.00059817i,4.5875e-05-0.00020545i,0.00035895-0.0010999i,0.00056169-0.0015576i,0.00061076-0.00074508i,0.00073401+0.00013067i,-7.3833e-05-0.00049847i,-0.00096927-0.0010186i,-0.00073465-0.0004861i,-0.00032983+1.1035e-05i,-7.2258e-05-0.00034799i,-0.00066114-0.00042913i
0.001676+8.6158e-05i,0.00050616-0.0012524i,-5.6992e-05-0.0022878i,0.00010469-0.0016564i,0.00080778-0.00054835i,0.0015873+0.00037664i,0.0011371+0.00040967i,0.00047924+0.0006903i,-0.00010123+0.0011493i,5.1392e-05+0.00088192i,0.00055447+0.00052055i,0.00078743+4.8712e-05i,0.0003955-0.00018641i,-0.00012044-1.0059e-05i,3.825e-05+0.00042653i,0.00064488+0.00098371i,0.0010932+0.0011669i,0.00061839+0.0012526i,7.5322e-05+0.00081717i,-0.00049365-0.00025967i,-0.001033-0.00081535i,-0.00089951-0.00024243i,-0.00020009+0.00041396i
0.0010804-0.00062304i,0.0010187-0.0021206i,0.0021059-0.0026533i,0.0014407-0.0020376i,0.00024607-0.0016422i,-8.4882e-05-0.00040949i,5.1016e-05+0.00094125i,9.6961e-05+0.0011731i,-0.00041348+0.001029i,-0.00033743+0.00073973i,-0.00051723+0.00015254i,-0.0013166-0.0006306i,-0.00086266-0.00064683i,-0.00036512+5.3612e-05i,-0.00025255+0.00023292i,0.00054981-0.00023053i,0.00062632-0.00063646i,0.00017676-0.00062892i,-0.00013848+7.3065e-05i,-0.00055328+0.00056281i,-0.00048576+0.00018329i,-6.4191e-05+3.4036e-05i,0.00013282-0.0002038i
0.0011922-0.0010581i,0.00095354-0.00094391i,8.55e-05-0.00023885i,0.00037321+0.00084147i,0.0012102+0.0013126i,0.0010333+0.00063391i,0.0010923+0.00027065i,0.00082283+0.0011524i,-0.00010483+0.00090831i,0.00014219+0.00036662i,0.00039134+0.000633i,0.00019775+0.00025661i,-0.00034093-0.00092218i,-0.00046508-0.00086757i,-0.0002066-0.00014508i,-0.00010781+0.00037887i,0.00037798+0.00013354i,0.00076485-0.00034943i,0.00038006-0.0001546i,-0.00037816-0.00020097i,-0.00063084-0.00048164i,-0.00039369-0.00013262i,-9.4212e-05-0.00027037i
0.0011586+3.7047e-05i,0.0012468-0.00046099i,0.00085473-0.00096982i,0.00013506-0.00052317i,-0.00023815+0.00048367i,0.00070452+0.00093111i,0.00053554+0.00093062i,-0.00023033+0.00025857i,6.691e-05-0.00013178i,0.0006903-0.00012138i,0.00042595+0.00029708i,-0.00071382+0.00015907i,-0.00076015-0.00099356i,5.0562e-05-0.0012249i,-8.4369e-05-0.00093578i,9.8094e-06-0.00082813i,0.00023565-0.0003102i,4.6834e-05+0.00026145i,-0.00015677+0.00076164i,-0.00014626+0.0004507i,6.7811e-07-3.7057e-05i,-1.638e-05-0.00030392i,0.0002256-0.00072867i
-0.00066213-0.0013191i,-0.0006287-0.0016354i,-8.6519e-06-0.0014022i,-0.00043543+9.8421e-05i,-0.00037179+0.0010395i,0.00082611+0.00016805i,0.00063544-0.00018281i,-0.00041833+6.8816e-05i,-0.0016048+0.00015224i,-0.0017121+0.00042754i,-0.00074057+0.0005007i,0.00015508-0.00022177i,0.00083162+7.5757e-05i,0.00045799+0.0005414i,-0.00057938+7.2316e-05i,-7.5393e-05+0.00024082i,0.00040016-0.00022805i,-0.0010884-0.00039181i,-0.0018128+0.00046287i,-0.001327+0.00057649i,-0.00057716-0.00039494i,-0.00073435-0.00057484i,-0.00076364-0.00043148i
0.00089805-0.00078419i,0.0014678-0.00091785i,0.0011414-0.00061673i,0.00042653+0.00058578i,0.00092739+0.0013901i,0.0019723+0.00082808i,0.0015543+0.0012447i,0.00053752+0.0016393i,0.00029178+0.0012079i,0.00054166+0.00077397i,7.7743e-05+0.00051765i,0.00027906-0.00019127i,0.0014459-0.0004362i,0.0013448+0.00040273i,0.0004668+0.00081851i,0.00015549+1.9859e-05i,-9.7001e-05-0.0010625i,-0.00023337-0.00096752i,-0.00024685-0.0004361i,-0.00059479-0.00056461i,-0.00060397-0.00045165i,-0.00014363-5.0363e-05i,-5.4066e-05+0.00062727i
0.00045554+0.0011285i,0.00095435-0.00028359i,-1.3255e-05-0.00013868i,9.4164e-05+0.00065431i,0.0013012+0.0010405i,0.0011365+0.00060392i,0.00027754-0.00029142i,-0.00045972-1.9206e-05i,-0.00061021+0.0011642i,9.8034e-05+0.0010693i,0.00091111+0.00043972i,0.00097503+0.00041059i,0.00024818-0.00039081i,0.00024749-0.0010133i,0.0004359-0.00072378i,0.00035403-1.4388e-05i,5.7831e-05-0.00028802i,-0.00031949-0.00078217i,-0.00067471-0.00068871i,-0.00095463-0.00062478i,-0.00064788-0.00016191i,-0.00017167-0.00034939i,-0.0003882-0.00030811i
2.6326e-06-2.4117e-05i,0.00014065-0.001685i,0.00021136-0.002491i,-5.7866e-05-0.0011587i,-6.0561e-06+0.00087985i,0.00071283+0.00086365i,0.00010539+0.00015867i,-0.00091222+0.00061698i,-0.00056672+0.00096294i,0.0002464+0.0015287i,-0.00017107+0.0019052i,-0.00031111+0.0010492i,-0.0001496+0.00018549i,-5.4262e-05-8.2449e-05i,0.00011139-0.00030273i,0.00046874+0.00024289i,0.00037771+0.00058529i,-0.00063931+0.00010071i,-0.0010575+0.00013634i,-0.00084819+0.00046245i,-0.00063168+0.00056558i,-5.1818e-05+4.4259e-05i,0.00036421-0.00034379i
