-0.00092574+6.8928e-05i,-0.00065621-0.0011097i,-0.0016366-0.0024788i,-0.0026851-0.0027192i,-0.0032693-0.0017434i,-0.0024723+0.00025204i,-0.00025764+0.0012781i,0.0012896+0.00050067i,0.0014958-0.0005599i,0.001143-0.00067324i,0.00084661-0.00052332i,0.00053485-0.0012175i,0.00035887-0.0014893i,0.00046546-0.00036309i,-7.5023e-05-0.00047626i,-0.00034237-0.0009974i,-0.00056704-0.00061463i,-0.00081266-0.00014351i,-9.3175e-05+0.00020381i,0.00053453+9.1939e-05i,0.00022517-9.5103e-05i,9.9252e-05-0.00016441i,0.00056767-0.00049746i
0.046302+0.11312i,0.048153+0.12249i,0.055874+0.053704i,0.070445+0.0029149i,0.057935+0.0074395i,0.027717+0.010338i,0.00097778-0.0020602i,-0.014037-0.0064348i,-0.0159-0.0013471i,-0.012886+0.0018783i,-0.010009+0.0033251i,-0.0037217+0.006106i,0.0036852+0.0050949i,0.0049758-0.0006091i,0.0019296-0.0046024i,-0.00095016-0.0041434i,-0.0032254-0.0015884i,-0.0042732-0.00064439i,-0.0011862-0.0040372i,0.0043515-0.0086818i,0.0062594-0.0098969i,0.0029616-0.0089536i,-0.00062601-0.0068246i
-0.049779-0.10035i,-0.064831-0.1079i,-0.085605-0.05039i,-0.093219-0.008679i,-0.065861-0.0078805i,-0.034196-0.0067552i,-0.017922+0.0023949i,-0.010078+0.0037219i,-0.0041059-0.0036416i,0.00064185-0.012139i,0.0020027-0.017553i,0.0015681-0.020173i,0.00043668-0.018888i,-0.0018369-0.011257i,-0.0025232-0.0011573i,8.8325e-05+0.0060331i,0.0039373+0.0078106i,0.0061983+0.0066789i,0.0025797+0.0060535i,-0.0040101+0.0070065i,-0.0059806+0.0077534i,-0.0053994+0.0086162i,-0.0050499+0.0084983i
0.039943+0.086727i,0.058265+0.093399i,0.082237+0.056234i,0.089848+0.032235i,0.065045+0.031497i,0.03391+0.02652i,0.012724+0.017089i,0.00030349+0.012978i,-0.0056104+0.0087156i,-0.0074155+0.00045226i,-0.0090202-0.0051785i,-0.01019-0.0024195i,-0.0075501+0.002466i,-0.0011637+0.0014887i,0.0039931-0.0027183i,0.0061656-0.0067097i,0.0063893-0.010265i,0.0061391-0.011992i,0.0089729-0.011032i,0.013474-0.0076914i,0.013977-0.004408i,0.011189-0.0029347i,0.0082929-0.0013396i
-0.044583-0.076113i,-0.070904-0.087523i,-0.095271-0.062882i,-0.089483-0.042851i,-0.048409-0.035664i,-0.0098338-0.024402i,0.0088425-0.0096864i,0.013296-0.0043412i,0.010658-0.0054119i,0.0080382-0.0047387i,0.0086564-0.0040707i,0.0087419-0.0048703i,0.0054406-0.0049679i,-0.00061166-0.0029722i,-0.0061846-0.0015393i,-0.0094501-0.0016204i,-0.010232-0.00063292i,-0.010719-0.00015657i,-0.012209-0.0024713i,-0.013573-0.0055334i,-0.013518-0.0057167i,-0.011027-0.0038201i,-0.0068144-0.0028688i
0.040682+0.069276i,0.063809+0.083913i,0.082035+0.073471i,0.073223+0.057873i,0.039929+0.038614i,0.013205+0.013629i,0.0023991-0.0072897i,-0.0013877-0.012272i,-0.0011025-0.0047407i,0.0028577+0.00087008i,0.0045739+0.0011243i,0.0012857+0.0036619i,-0.00019586+0.0092797i,0.0030266+0.010762i,0.0055561+0.0071432i,0.005019+0.0045396i,0.0037041+0.0035756i,0.0038048+0.0044071i,0.004481+0.0082204i,0.0055555+0.012051i,0.0066423+0.012816i,0.0069869+0.0095786i,0.0062338+0.0042112i
-0.039873-0.059341i,-0.068562-0.082059i,-0.086925-0.081676i,-0.072153-0.065595i,-0.037684-0.044107i,-0.016982-0.024745i,-0.010481-0.011872i,-0.0059086-0.0087421i,0.00087526-0.008109i,0.0069113-0.0030722i,0.0096693+0.0016018i,0.011535+0.0011787i,0.012178-0.0028826i,0.0070607-0.005581i,0.00068017-0.0049712i,-0.0032602-0.0029955i,-0.0046738-0.0010438i,-0.0035718-0.0017847i,-0.0020953-0.0060168i,-0.00090609-0.010755i,-0.00015375-0.01326i,-0.00063393-0.012354i,-0.002048-0.0080281i
0.036223+0.054308i,0.05753+0.081584i,0.066543+0.088909i,0.047694+0.076101i,0.015848+0.051225i,-0.0018274+0.025611i,-0.0078969+0.0086232i,-0.011154+0.0043626i,-0.0080143+0.0053172i,-0.001109+0.0032673i,0.0017874-0.00058998i,-0.001264-0.0017573i,-0.0042729-0.000594i,-0.0024146+0.00076489i,0.00081294+0.0018696i,0.0028845+0.0034862i,0.0046592+0.0052142i,0.0049464+0.0068814i,0.0015368+0.0091205i,-0.0031277+0.011702i,-0.0056969+0.012597i,-0.0058881+0.011335i,-0.0045868+0.0091669i
-0.036382-0.053445i,-0.060052-0.083317i,-0.066345-0.092016i,-0.043228-0.071096i,-0.012306-0.037251i,0.0025404-0.0078861i,0.0062989+0.0095848i,0.008041+0.011189i,0.0075403+0.0052162i,0.0035214+0.0023606i,-0.0002305+0.0032796i,0.0012678+0.0025533i,0.0036063-0.0018924i,0.0019696-0.005213i,0.00051822-0.0054824i,0.0013463-0.0065603i,0.0020275-0.0079529i,0.002911-0.0081048i,0.0063728-0.007401i,0.012771-0.0070765i,0.01633-0.0071936i,0.014595-0.0053048i,0.010211-0.0012617i
0.033306+0.046287i,0.047522+0.080468i,0.042599+0.092371i,0.022273+0.072464i,0.0076488+0.039333i,0.006817+0.013085i,0.010017-0.00066619i,0.0086387-0.0031226i,0.0037702+0.00039014i,0.0012451+0.0037535i,0.001445+0.0038224i,-0.0010131+0.0030778i,-0.0053641+0.0049468i,-0.0056951+0.0065686i,-0.0040315+0.0051826i,-0.0037845+0.0034162i,-0.0042846+0.0019656i,-0.0059844+0.0012882i,-0.0090646+0.0013317i,-0.013677+0.00013538i,-0.016493-0.0017447i,-0.013955-0.0022315i,-0.0070681-0.0011907i
-0.031147-0.048899i,-0.044581-0.082171i,-0.039538-0.091503i,-0.017819-0.068978i,-0.00014476-0.038616i,0.0041587-0.019174i,0.0019175-0.010884i,0.00066754-0.0091068i,-0.00056535-0.0066126i,-0.0025244-0.002203i,-0.002481+0.000688i,0.00068055+0.0024094i,0.0056328+0.0023988i,0.0067819+0.001355i,0.0037438+0.0019544i,0.0014225+0.0023214i,0.00030829+0.0021833i,0.00057923+0.002945i,0.0046652+0.0052745i,0.010222+0.0098643i,0.012503+0.013722i,0.010447+0.013531i,0.005964+0.0082413i
0.026401+0.041646i,0.032559+0.07538i,0.017907+0.084566i,-0.0011686+0.060845i,-0.0093294+0.028651i,-0.010418+0.0057246i,-0.010476-0.0061719i,-0.013187-0.0070534i,-0.012693-0.0010903i,-0.0071452+0.0041567i,-0.0015524+0.0044174i,-0.00017009+0.0027381i,-0.0016843+0.0029909i,-0.0011359+0.0037845i,0.00011314+0.0025814i,-0.0010271+0.00099987i,-0.0015572+0.0012137i,-0.0010336+0.00023584i,-0.0018976-0.0044136i,-0.0028265-0.0108i,-0.0016161-0.015207i,-0.0002532-0.015376i,-0.00020621-0.010971i
-0.027747-0.041768i,-0.030832-0.073931i,-0.017513-0.078118i,-0.0022383-0.048894i,0.001796-0.017765i,-0.0015585-0.0020027i,-0.0073503+0.0051115i,-0.0095195+0.0069126i,-0.007976+0.004543i,-0.0060887+0.00079911i,-0.0051211-0.0019506i,-0.0021035-0.0028516i,0.0021598-0.0036542i,0.0030108-0.0035913i,0.0010079-0.0024603i,-6.9928e-05-0.0009235i,0.00053098+0.00064978i,0.00029179+0.0023793i,-0.0007129+0.006167i,-0.0026179+0.011996i,-0.0065354+0.015016i,-0.0090935+0.013436i,-0.0086211+0.0099663i
0.019141+0.038902i,0.016428+0.068678i,-0.00029316+0.074259i,-0.0096655+0.051348i,-0.0063873+0.027102i,-0.00094347+0.014103i,0.0030427+0.0078444i,0.002399+0.0057263i,1.054e-05+0.0052561i,-0.0014967+0.0060286i,-0.0025639+0.0073511i,-0.0045387+0.0057853i,-0.007448+0.0015685i,-0.0068994-0.0011693i,-0.0031598-0.0027629i,-0.00073833-0.0038858i,0.0010456-0.0032128i,0.0026624-0.0024165i,0.0053689-0.0045172i,0.010351-0.0081435i,0.013859-0.0089363i,0.013862-0.0057967i,0.011811-0.0014256i
-0.02187-0.038652i,-0.017736-0.065137i,-0.0020331-0.065014i,0.0084038-0.037474i,0.011028-0.013999i,0.011769-0.004774i,0.01023-0.0030773i,0.0095331-0.0045316i,0.0084873-0.0075967i,0.0063436-0.008446i,0.0046825-0.0071253i,0.0038603-0.0051446i,0.0028671-0.0030091i,0.00021441-0.0021336i,-0.0030714-0.0014435i,-0.0039017-0.0010117i,-0.0030145-0.0014459i,-0.0039518-0.0019926i,-0.0076867-0.00053496i,-0.013249+0.00028557i,-0.016809-0.0020021i,-0.015685-0.0044432i,-0.011476-0.0054739i
0.013602+0.03322i,0.0042575+0.056701i,-0.013527+0.056589i,-0.017777+0.033711i,-0.0093611+0.011663i,-0.0021701-0.0018311i,1.7814e-05-0.0093458i,-0.0016611-0.011197i,-0.0037827-0.0073643i,-0.0031312-0.0017937i,-0.0023619+0.0009306i,-0.0035985+0.0017581i,-0.0050596+0.0019901i,-0.0044901+0.0016095i,-0.0020999+0.00097516i,-0.00058085+0.0001202i,-0.0012586+7.1093e-08i,-0.00085903+0.0025502i,0.004242+0.0047716i,0.010286+0.0065502i,0.011823+0.010001i,0.0098429+0.011001i,0.0077982+0.0080232i
-0.013784-0.034553i,-0.0063318-0.055247i,0.0063253-0.052247i,0.0090981-0.029842i,0.004538-0.012211i,-0.0011994-0.0055751i,-0.0067834-0.0047375i,-0.0081446-0.0036186i,-0.0053116-0.0023338i,-0.00050467-0.0034906i,0.0025582-0.0057013i,0.0042808-0.0056739i,0.0061224-0.0036548i,0.0052522-0.0026325i,0.0019699-0.00073545i,-2.4427e-05+0.001282i,-0.00063919+0.0017755i,-0.00185+0.00055954i,-0.0041463-0.0027664i,-0.0063698-0.007598i,-0.0046132-0.011648i,-0.0024952-0.012535i,-0.0037638-0.011561i
0.0067138+0.029975i,-0.0039784+0.046326i,-0.019566+0.043226i,-0.020602+0.025687i,-0.012783+0.01243i,-0.0070254+0.0062955i,-0.0056634+0.0050941i,-0.0077111+0.0069552i,-0.0089446+0.0088088i,-0.0086136+0.008241i,-0.0081436+0.0051496i,-0.007496+0.00154i,-0.0055883-0.0011017i,-0.0021379-0.0011585i,0.0015728-0.00034859i,0.0031501-0.00056937i,0.0016783-0.00013835i,-2.9677e-05+0.0026525i,0.0011008+0.0071094i,0.0020426+0.010643i,-0.00034211+0.012274i,-0.0034522+0.013168i,-0.0039259+0.013828i
-0.0066295-0.028812i,0.0010522-0.042773i,0.012063-0.036599i,0.013072-0.015888i,0.0079166-0.0015757i,0.0044867+0.0036843i,0.0041934+0.0058818i,0.0057751+0.0059654i,0.0072808+0.0042217i,0.007953+0.001749i,0.0075231+0.0014631i,0.0068252+0.002862i,0.0070431+0.001948i,0.0061878-0.00022673i,0.0026108-0.00067202i,-0.001098+1.8317e-06i,-0.0014509+0.00023646i,1.9163e-05-0.0015307i,0.0019061-0.0052713i,0.0049541-0.0090236i,0.0080744-0.0089026i,0.0090236-0.0070478i,0.0083179-0.006531i
0.0032042+0.022337i,-0.0087428+0.036911i,-0.020838+0.032018i,-0.018636+0.016759i,-0.0074504+0.0065742i,0.0028017+0.0014338i,0.0076757-0.0024937i,0.0059672-0.0053227i,0.0013129-0.0059316i,-0.0015361-0.0039497i,-0.0019778-0.0012976i,-0.00173-0.00050957i,-0.001563-0.00077602i,-0.00037131-0.00063844i,0.0015552+0.00021281i,0.0025789-0.0001325i,0.0013337-0.0016269i,-0.0012636-0.0014552i,-0.0035016+0.0027366i,-0.0068713+0.0059665i,-0.009367+0.0038232i,-0.0088873+0.0015072i,-0.0070347+0.0020946i
-0.003287-0.025805i,0.0056853-0.038134i,0.013249-0.030498i,0.010529-0.013259i,0.0053762-0.0053512i,0.0025609-0.0055257i,0.00070515-0.0080744i,-0.00067311-0.010558i,0.0011612-0.0095948i,0.004865-0.0055366i,0.0061667-0.0012237i,0.0060176+0.0018764i,0.005488+0.0022432i,0.003613+0.00011907i,0.00069648-0.001985i,-0.0016911-0.0017068i,-0.0030271-0.00053015i,-0.0020748-0.00060766i,0.0022018-0.001851i,0.0064324-0.0023667i,0.0066848+0.00020288i,0.0058701+0.0018719i,0.0062728+0.0001168i
-2.803e-05+0.020997i,-0.011918+0.031217i,-0.022444+0.024221i,-0.018246+0.010953i,-0.0085725+0.0038035i,-0.0042689-6.8707e-05i,-0.0059257-0.0031591i,-0.009813-0.0039712i,-0.010417-0.0028281i,-0.0074202-0.0022667i,-0.0046732-0.0034671i,-0.0030729-0.0048397i,-0.0020858-0.0031397i,-0.0016729-0.00092652i,-0.0014158+0.00015346i,3.8702e-06+0.00097227i,0.0014989+0.0011465i,-0.00038312+0.001333i,-0.0052041+0.0021528i,-0.0068387+0.0012307i,-0.0050279-0.0010948i,-0.004792-0.0021828i,-0.0071128-0.00177i
-0.00088358-0.019539i,0.0090569-0.028057i,0.015845-0.019715i,0.010674-0.006284i,0.0039981-0.0010426i,5.089e-05+0.001542i,-0.0014702+0.0047762i,-0.0011797+0.0069727i,-0.0001981+0.0066925i,0.0012134+0.0053915i,0.00069892+0.0052359i,-0.0012526+0.0054819i,-0.0021196+0.0044572i,-0.00091431+0.0026522i,-0.00073247+0.00086102i,-0.0019378-0.0011212i,-0.0019437-0.0013913i,0.00033191+9.8736e-05i,0.004981+0.0019573i,0.007196+0.0033401i,0.0046896+0.0032932i,0.002682+0.0034908i,0.0031293+0.0051678i
-0.003079+0.013452i,-0.014244+0.020244i,-0.021056+0.013555i,-0.014725+0.0067218i,-0.0062034+0.006569i,-0.00065869+0.0065479i,0.0026634+0.0048688i,0.0027584+0.004875i,0.00074749+0.0055252i,-0.00039398+0.0044006i,-2.9673e-05+0.0021355i,0.00067404+0.00072326i,-0.00017305+0.00082641i,-0.0012529+0.001402i,-0.00085552+0.0023951i,0.00012268+0.0036417i,0.00030419+0.0029732i,-0.00025791+0.00015932i,-0.0020544-0.002999i,-0.0030635-0.004387i,-0.0020413-0.0029154i,-0.00028652-0.0021596i,0.00071302-0.0030987i
0.0002954-0.014937i,0.0076843-0.019316i,0.011317-0.010106i,0.0069792+0.00036016i,0.0042481+0.0021365i,0.0056832+0.00028077i,0.0058029-0.0017225i,0.0049544-0.0023565i,0.0040883-0.001201i,0.0024766+0.0003385i,0.00078098+0.0014961i,0.0004456+0.0017743i,0.001219+0.00026812i,0.003094-8.2657e-05i,0.0047299+1.686e-05i,0.0037828-0.00048879i,0.0012242-0.00043708i,0.00080032+0.0001736i,0.0022601+0.002856i,0.0025999+0.0045686i,0.0018679+0.0019876i,0.00097937+0.00013134i,-0.00038167+0.00066142i
-0.004216+0.010088i,-0.013077+0.011858i,-0.018384+0.0062262i,-0.012173+0.0018544i,-0.0040518+0.00046823i,-0.00095059-0.0018757i,-0.0010599-0.0052697i,-0.002207-0.0077243i,-0.0040679-0.0071222i,-0.0031244-0.0053374i,-0.00023736-0.0035838i,0.0010315-0.0014789i,0.00089314+0.00028981i,0.00032959-0.0011039i,-0.0003881-0.002919i,-0.00090398-0.0025003i,-0.00095009-0.0016544i,-0.0010736-0.0022591i,-0.00074211-0.0046988i,-0.00070852-0.0056006i,-0.0012705-0.0042482i,-0.0015101-0.0023156i,-0.00016674-0.0016025i
0.001136-0.008163i,0.0067723-0.011404i,0.007411-0.005121i,0.0027896+0.00075288i,0.00022693+0.00099437i,-0.0010684-0.00039112i,-0.0040622-0.0025453i,-0.0066823-0.0039551i,-0.0062326-0.0042555i,-0.0039744-0.0039538i,-0.0019296-0.0043648i,-0.0015313-0.0048545i,-4.7902e-05-0.0044978i,0.00054291-0.0032216i,-0.00084968-0.0019143i,-0.0010779-0.0013715i,-0.0014687-0.00093861i,-0.0024208+0.0013487i,-0.0032894+0.0047382i,-0.0033061+0.0060428i,-0.0010114+0.0050194i,0.00018933+0.0029607i,-0.0014114+0.0013198i
-0.003078+0.0039582i,-0.011115+0.006346i,-0.015008+0.0026758i,-0.010829-1.3797e-05i,-0.005479+0.00020735i,-0.0022268+0.00055829i,-0.0024776+0.001011i,-0.0049491+0.0012721i,-0.0053038+0.0019287i,-0.0023721+0.0016434i,-0.00053904+0.0015276i,-0.0018791+0.0025818i,-0.0032452+0.0035518i,-0.0029682+0.001633i,-0.0022337-0.00057843i,-0.0016084-1.1694e-05i,-0.00076074+0.00054941i,0.0010956+0.00013524i,0.0036274-0.0002628i,0.004635-0.0010992i,0.0030635-0.0015498i,0.0017335-0.00045641i,0.0022989+0.0024374i
0.0014549-0.0055923i,0.0051079-0.0061211i,0.004478-0.0020682i,0.0010219+0.0026667i,-9.701e-05+0.0052397i,0.00050106+0.004683i,0.0016311+0.0029928i,0.0020365+0.0029502i,0.0021429+0.0030036i,0.0027021+0.0010934i,0.0024084-0.00065706i,0.0021655-0.0013543i,0.002742-0.0014333i,0.0018594+0.0010365i,0.00026006+0.0026294i,-0.00062694+0.0026667i,-0.0013307+0.0020467i,-0.0017723+0.00042354i,-0.0028082-0.00060125i,-0.0030357-0.00034434i,-0.00096934+0.001263i,0.0010277+0.0016468i,0.00086479-0.00087926i
-0.0027946+0.0026397i,-0.010344+0.0024088i,-0.011546-0.0004008i,-0.0063327-0.00058598i,-0.0011119-0.00010794i,0.0021252-0.00059524i,0.0044869-0.0020254i,0.0052401-0.0023711i,0.0036746-0.0014816i,0.0017607+1.3431e-05i,0.0011929+0.0017745i,0.0015396+0.0024222i,0.00045493+0.0030159i,6.5259e-05+0.0034783i,0.0020386+0.003086i,0.0028896+0.0022473i,0.0027855+0.0018221i,0.0029895+0.0023293i,0.0037046+0.0025773i,0.0043933+0.0022948i,0.00377+0.00025406i,0.00161-0.00063236i,-0.00072951+0.0014168i
0.0039283-0.003406i,0.0068612-0.0046725i,0.0046559-0.0017336i,0.00059256+0.0020927i,-0.00069138+0.0022791i,-6.8894e-05-0.00034441i,9.4341e-05-0.0034656i,-0.00017946-0.0055271i,0.0011931-0.0050969i,0.0027572-0.003034i,0.0030203-0.0019502i,0.0041436-0.0016168i,0.0054671-0.0018808i,0.0050516-0.0029337i,0.0027787-0.0032056i,0.00060743-0.00265i,-0.00092949-0.0032866i,-0.002233-0.0039973i,-0.0027091-0.0044514i,-0.0034985-0.0041364i,-0.0031359-0.00122i,-0.0011868-0.00013981i,0.0013471-0.0016328i
-0.0038844+0.0025566i,-0.0099857+0.0025891i,-0.010681+0.00037375i,-0.0057759-0.0005013i,-0.0018649-0.00070404i,-0.002023-0.0012571i,-0.0041911-0.0022556i,-0.0055362-0.0038599i,-0.005774-0.0032937i,-0.0047104-0.00041507i,-0.0031668+0.00083065i,-0.0033441-2.1278e-05i,-0.0045121-0.0011897i,-0.0040378-0.0012929i,-0.0026297-0.00084518i,-0.0013466+1.7738e-05i,-0.00039938+0.0014522i,-0.00061995+0.0028763i,-0.0014581+0.0039862i,-0.00060116+0.0047063i,0.00039128+0.0035217i,-0.0011308+0.00076539i,-0.0033256+0.00033632i
0.0013825-0.0031584i,0.0041402-0.0024227i,0.0014537+0.0019291i,-0.0013724+0.0035157i,-0.00050757+0.0021993i,-4.8676e-05+0.0010586i,-0.0012413+0.00062499i,-0.0033834+0.0010282i,-0.0040581+0.0015602i,-0.0016808+0.00027451i,0.00058861-0.00067988i,0.0019654+5.5759e-05i,0.0029774+0.00010769i,0.0017704-0.00058923i,-0.0010304-0.00077774i,-0.0026093-0.0015183i,-0.0024085-0.0025841i,-0.0012271-0.002276i,0.00052777-0.0016236i,0.0014106-0.0027106i,0.0013217-0.0026665i,0.0019761+0.0004901i,0.0030908+0.0028614i
-0.0051417+0.0028214i,-0.010202+0.0013467i,-0.0097874+0.00038519i,-0.0059396+0.00090235i,-0.0022603+0.000591i,-0.0004805-0.00021718i,-0.00040116+0.00057951i,-0.00091851+0.0021194i,-0.002514+0.0020655i,-0.0031735+0.0017342i,-0.003179+0.0019312i,-0.0041722+0.0010222i,-0.005823+0.00046485i,-0.0061398+0.0017421i,-0.003979+0.0027852i,-0.001878+0.0032384i,-0.0016826+0.0039285i,-0.0022688+0.0036907i,-0.0025114+0.0035796i,-0.0021505+0.00347i,-0.00061277+0.0019474i,-4.1986e-05-0.0010076i,-0.00024814-0.0024323i
0.00201-0.0024005i,0.0015573-0.00043487i,-0.0011093+0.0028249i,-0.0012154+0.0036313i,0.00089037+0.0026175i,0.0020856+0.00098327i,0.0029974-0.0012966i,0.0041262-0.0012092i,0.0045875+0.00055335i,0.004601+0.00056905i,0.0044069-5.2174e-05i,0.0044693+0.00086895i,0.0053604+0.0024455i,0.0058536+0.0028142i,0.0047455+0.0011246i,0.0037111-0.00014819i,0.0033421+3.6028e-05i,0.0026741-0.00047647i,0.0023569-0.00053142i,0.0026699-0.00044472i,0.0022752-0.00060142i,0.00064965+0.00060587i,-0.00071199+0.0020516i
-0.005007-0.0014035i,-0.0064933-0.0025817i,-0.0069431-0.0028461i,-0.0040891-0.0005628i,-0.0010016+0.0013797i,0.00033248-0.00017021i,9.9842e-05-0.0026681i,-0.00047936-0.0037009i,-0.0014449-0.0029464i,-0.0021517-0.0010202i,-0.0024406+0.00047778i,-0.0028117+0.00016114i,-0.0020023-0.0017003i,-0.00043943-0.0026344i,0.00022616-0.0018437i,-0.00082843-0.0011114i,-0.0021889-0.00088981i,-0.0014079-0.001017i,-0.00093462-0.0015815i,-0.001725-0.0018387i,-0.0016297-0.0018705i,0.00011719-0.0022478i,0.00091207-0.0018642i
0.0025279-0.0014862i,0.0015774-0.00033134i,-0.0015043+0.0019392i,-0.0028243+0.0025683i,-0.0010567+0.0012709i,0.00042591-0.0010523i,-0.00054002-0.0024051i,-0.0014468-0.0028104i,0.00038226-0.0020458i,0.0032416-0.0013192i,0.004194-0.0013556i,0.0035904-0.00064107i,0.0034393+0.00013951i,0.00332-0.00033211i,0.0017332-0.0023942i,0.00069059-0.0028389i,0.0012078-0.0011071i,0.00071249+0.0003398i,-0.00028895+0.0010487i,-0.00082767+0.00075238i,-0.00080447+0.001222i,-0.0017474+0.00205i,-0.002446+0.0017361i
-0.005999-0.00063291i,-0.0075468-0.0016532i,-0.0075815-0.0017772i,-0.0048366-0.00025433i,-0.0008463+0.00075565i,0.00056384+0.00081606i,-0.0011751-0.00034048i,-0.0043294-0.0007837i,-0.0060836-0.00041485i,-0.0062017+9.48e-05i,-0.0047308+0.00051842i,-0.0030024+0.00037873i,-0.0037449-0.0013012i,-0.0045085-0.003281i,-0.0040683-0.0026099i,-0.003267-0.0014179i,-0.0024416-0.0016585i,-0.0022976-0.0014975i,-0.0023109-0.00085398i,-0.0019998-0.0003034i,-0.00081276+0.00012766i,0.0013954+0.00091741i,0.0024655+0.0018331i
0.0024225+0.00038494i,0.00098853+0.0010969i,-0.0013741+0.0027691i,-0.0025919+0.0030269i,-0.0010378+0.0017468i,0.00072989-0.00052907i,0.00093084-0.00065388i,0.00059895+0.0014768i,0.0013141+0.0023424i,0.0029648+0.0015966i,0.0037733+0.00091866i,0.0029699+0.0013053i,0.001177+0.0030097i,-0.00043776+0.0037432i,-0.00061482+0.0022571i,0.00018547+0.0021967i,0.0001713+0.0026765i,0.00014895+0.0021016i,-0.00017414+0.0016825i,-3.0598e-05+0.001865i,0.00044251+0.0016082i,0.00048878+7.6123e-05i,0.00030527-0.0014062i
-0.0056255+0.00026128i,-0.0089145-0.00085577i,-0.0077593-0.0016926i,-0.0036716-0.00065464i,2.1017e-05+0.00084993i,0.0017431+0.00084093i,0.0017118+0.00065596i,0.0010638+0.00092069i,-0.0010186+0.00099264i,-0.0030274+0.0010067i,-0.0028258+0.0013901i,-0.0017617+0.0018892i,-0.0017485+0.0011003i,-0.0024416+0.00095931i,-0.0011868+0.0015368i,0.0013587+0.001382i,0.0018691+0.00019568i,0.0016706-3.3126e-05i,0.001943-0.00044644i,0.0013192-0.0011387i,0.00051661-0.00074283i,0.00028488+0.00040628i,0.00057534+0.00052833i
0.0032835+0.00028135i,0.0033131-0.00089146i,0.00054676+0.00053417i,-0.0003552+0.0014756i,0.0013986+0.0014902i,0.0024897+2.1907e-05i,0.0014343-0.0018865i,0.001971-0.0026393i,0.0042381-0.0014367i,0.0054188+9.0067e-06i,0.0046413-6.1357e-05i,0.0028854-0.00037437i,0.0031939+0.0010158i,0.0044474+0.0022835i,0.0044689+0.001226i,0.0031068+0.0004777i,0.00091532+0.00046652i,4.2291e-05-6.5697e-05i,-2.1465e-05-0.00021458i,-4.7445e-05-0.00057102i,-0.00060209-0.00046711i,-0.00063782-0.00012927i,0.00016096+0.00035596i
-0.0036411+0.0030422i,-0.0077977+0.0013698i,-0.0080574+0.0010147i,-0.0051449+0.0010521i,-0.0022752+0.00042736i,-0.00056761-0.00040811i,-0.00077906-0.0015264i,-0.0023599-0.0030145i,-0.0025774-0.0035892i,-0.0024584-0.0021814i,-0.0036777-0.0010088i,-0.0035111-0.00078302i,-0.0037239-0.0019862i,-0.0039313-0.0034022i,-0.0024433-0.0033263i,-0.00080798-0.0024653i,0.0003714-0.0020012i,-0.00039291-0.0022163i,-0.0015915-0.0015409i,-0.0013123-0.0010677i,-6.0227e-05-0.0007794i,5.4608e-05-0.00035587i,-0.0012137-0.00033059i
0.00072321-8.5216e-05i,0.00058755-0.00065794i,-0.0013938-8.2194e-05i,-0.0016565+0.0014674i,2.3941e-05+0.0016235i,0.0015429-0.00056157i,0.00040282-0.0020708i,-0.00075574-0.0023223i,0.00071431-0.0017175i,0.0028681-0.00018959i,0.0036805-9.9413e-05i,0.0037027-0.0009091i,0.0031033-0.00099708i,0.0027127-0.00064446i,0.0019321-0.0012664i,-7.5547e-05-0.0011902i,-0.0014109+5.2526e-05i,-0.00096387+0.00049422i,-0.00085534+0.00090441i,-0.00078364+0.001208i,-0.00030452+0.0014019i,0.00013809+0.0017179i,0.00047641+0.0018455i
-0.0036505+0.0016594i,-0.0048694+0.0012271i,-0.0040972+0.0012982i,-0.002953+0.0013723i,-0.0012003+0.00077309i,0.00027123-0.00017581i,-0.00042326-0.00053324i,-0.0028625+0.00026141i,-0.0052946+0.0011334i,-0.0053988+0.00053082i,-0.0045703+0.00015469i,-0.0045946+0.00023803i,-0.0055413-0.00070427i,-0.0063882-0.0015405i,-0.0062746-0.0011194i,-0.0047214+1.6435e-05i,-0.0025057+0.00048517i,-0.0013844+0.00022356i,-0.00068245+0.00088359i,0.00020278+0.0012369i,0.0017356-5.1855e-05i,0.0029784-0.001549i,0.0023767-0.0016346i
-0.00031412-0.0016365i,-0.0027318-0.0021874i,-0.0045431-0.0018942i,-0.0050104-0.00031769i,-0.0030296+0.00053799i,-0.00088716-0.00012292i,0.00074306-0.00017056i,0.0016889+0.00071075i,0.0019488+0.0012262i,0.0024569+0.001164i,0.0041889+0.00098157i,0.0053719+0.0017253i,0.005253+0.0033262i,0.0047187+0.0046362i,0.0043253+0.0044166i,0.0033715+0.0025048i,0.001391+0.0015715i,-0.00061184+0.0016549i,-0.00099876+0.0016408i,-0.00082564+0.0013024i,-0.0016731+0.00026985i,-0.0022503-0.00021379i,-0.002674+0.00015973i
