0.0013646+0.00089839i,0.00091303+0.00062037i,0.00081589-0.00087855i,-0.00014192-0.0015997i,-0.0021133-5.2248e-06i,-0.0031099+0.00094255i,-0.0023497+0.0014527i,-0.00057211+0.0024422i,0.00056626+0.0021469i,0.00011684+0.0011335i,-0.00071125+6.2297e-05i,-0.0010948-0.0011227i,-0.0012726-0.001475i,-0.0011031-0.00025802i,-0.00097693-0.00012957i,-0.0010036-0.00033326i,-8.0709e-06+0.00033766i,0.00073994-1.4547e-05i,0.00096732-0.00044331i,0.0010486-0.00028581i,0.0010026-0.00031123i,0.00024899-0.00023284i,-0.00038077-0.00047707i
0.00030573-0.001089i,-0.0013889-0.00080695i,-0.0024555-0.00073963i,-0.0027631-0.00034908i,-0.0030818+0.00020615i,-0.0018925+0.00031583i,0.00011394-0.00023875i,-0.0002695-0.00024327i,-0.0021785-0.00036023i,-0.0023489-0.00035665i,-0.0014034-0.00012643i,-0.00043382-3.9261e-06i,-0.00032809+3.1207e-05i,-6.3857e-05-0.00020574i,0.00083117-0.0003488i,0.0010762-0.00082525i,0.0008587-0.00078777i,0.00029023-0.00080921i,-0.00033+2.6853e-05i,4.2474e-05+0.0012148i,0.00037011+0.00061332i,0.00046868+0.00010104i,6.7981e-05+0.00045506i
6.2078e-05-0.0006644i,0.00041502-0.00075206i,0.00021123-0.00050151i,-0.0001734-0.00029597i,-0.0010196-0.00040338i,-0.0015112-0.00054165i,-0.00046445-0.00013244i,0.00025755+0.00067551i,-0.0003951+0.00081729i,-0.00090023-0.00011903i,-0.00045356-0.00057052i,-0.00047519+0.00041326i,-0.00131+0.00051977i,-0.0020792+4.7397e-05i,-0.0013255-0.00034067i,0.00018348-0.00065279i,0.00079289-0.00066608i,0.0003007-0.00051163i,-0.00048677+9.4078e-05i,-0.00085543+0.00055779i,-0.00063452+8.4035e-05i,-0.00040679-0.00015307i,-0.00068652-0.00015009i
-0.0015671-0.0014609i,-0.0017866+0.00027636i,-0.0022279+0.0011759i,-0.0020152+0.00084893i,-0.0014252+0.00090367i,-0.00077699+0.0010791i,1.4344e-05+0.00078789i,0.00045763+0.00018633i,-0.00011223-0.00030259i,-0.00035244-0.00075701i,-0.00052573-0.0010056i,-0.0010389-0.00080166i,-0.0014392-0.00035615i,-0.00076797-0.00043905i,-0.00038731-0.00079814i,-0.00047688-0.0011077i,-0.00063979-0.0012486i,-0.00052762-0.00060216i,0.00013456+0.00022941i,0.00059562+0.00032761i,0.00019896-0.00038419i,-0.00049165-0.00111i,-0.00082603-0.00056729i
0.00083478+8.3788e-05i,0.0010791-0.00056067i,0.00079599-0.0016792i,-0.0004969-0.0018509i,-0.0016151-0.00072751i,-0.0016583+0.00029644i,-0.00038499+0.00023895i,5.0383e-05+1.1026e-06i,-0.00069937+0.00022215i,-0.0013127+4.8697e-05i,-0.0014078-0.0003741i,-0.00066849-0.00071952i,0.00015326-0.00098985i,0.00029261-0.00084272i,0.00045495-0.00093922i,0.00022805-0.0012588i,-0.00042576-0.00059377i,-0.00071762-4.3e-05i,-0.00070199-0.00064948i,-0.00058877-0.00076185i,-0.00027634-0.00042673i,-0.00020161+0.00016383i,-0.00069359+0.00030493i
-0.00030996+0.00021053i,-0.00018992-0.00064911i,-0.0005496-0.00041216i,-0.00078089+0.00053662i,-0.00036312+0.001799i,-0.00018646+0.0018152i,0.0002837+0.0010621i,-0.00030842+0.00040221i,-0.0012504-0.00015298i,-0.0010635-0.00061202i,-0.000433-0.00046525i,0.00023886-4.7259e-05i,0.00098314-0.00031839i,0.00074057-0.00085593i,4.5457e-05-0.00031429i,0.00013582+0.00033443i,-0.00032212+0.0009596i,-0.00066213+0.001284i,-3.2765e-05+0.00031641i,0.000346-0.00060387i,0.0004903+0.00013669i,0.00038411+0.00024537i,0.00031987-0.0002765i
0.00048801-0.00091361i,0.0002736+0.0004982i,0.00011841+0.00096296i,-0.00016308-5.8499e-05i,-0.00091698-0.00031831i,-0.00087301+0.00039338i,-0.00045659+8.222e-05i,-6.1793e-06-0.00046412i,2.059e-05-0.00078721i,-2.0152e-05-0.0010936i,-8.1032e-05-0.00064085i,-8.6492e-06-7.6212e-05i,-0.0002067-0.00015784i,-0.00010382-0.00080359i,8.6416e-05-0.0010988i,0.00010164-0.0003296i,-9.983e-05-0.00020587i,-3.2673e-05-0.00028678i,-0.00030218+0.00016959i,-0.00014202+0.00012257i,0.00077773-0.00027802i,0.00075488-0.00020538i,0.00019408+0.00023157i
-0.00073467-0.00068029i,-0.00022762-0.0012692i,-0.00067702-0.00064474i,-0.0018001+0.00059505i,-0.0025288+0.00088571i,-0.0018599+0.00055143i,-0.00072266-0.00035291i,-8.0786e-05-0.00073475i,-0.00013335+5.2654e-05i,-0.00055958-1.3043e-05i,-0.00072544-0.00055578i,-0.00057189-0.0003976i,3.3892e-05-0.00021418i,-7.3705e-05-0.00011873i,-0.00068795-0.00024641i,-0.00052768-0.0006191i,0.00017587-0.00076591i,0.00085599-9.6201e-05i,0.0010221+0.00022995i,0.001064+0.00010264i,0.00093602-6.878e-07i,0.00053616+6.4796e-05i,0.00017435+0.0001126i
-0.0013412+0.00098896i,-0.00039138+0.0009085i,0.0005832+0.0016362i,-0.00043407+0.0017403i,-0.0010353+0.0014293i,-0.00072968+0.00074264i,-0.00032+0.0002153i,0.00027414+3.6946e-05i,3.8991e-06-0.00036487i,-0.00010279-0.00018211i,5.8009e-06+0.00012752i,-0.00022576-0.00042843i,-0.00033348-0.001058i,-0.00034531-0.00047161i,-0.00011546-0.00022897i,0.00023213-0.00061036i,-0.00013004-8.7902e-05i,-0.00017134+0.0002286i,-9.6582e-05+0.000118i,-0.0007005-0.00029575i,8.5004e-05-6.1937e-05i,0.00052993+0.00045058i,0.00011499+0.00019069i
0.0017514-0.00093693i,0.001293-0.0012773i,0.00093137-0.0016503i,3.288e-05-0.0021346i,-0.00088653-0.00099786i,-0.0013305-0.00014388i,-0.00054408-0.00062989i,0.00017998-0.00054075i,0.0003104-0.0004305i,-6.479e-05-0.00091842i,-0.00087875-0.00083047i,-0.00069435-0.00062522i,-0.00035248-0.00058831i,-0.00080589-0.00063843i,-0.000797-0.00075451i,5.3313e-05-0.00022405i,0.00068405+0.00022252i,0.00032779+0.0001093i,-0.0003152+2.3625e-05i,2.6498e-07-0.00021844i,0.00082889-0.0003656i,0.00091263-0.00078514i,0.00036286-0.0010061i
0.00019255-0.00015831i,-3.3618e-05+0.00083371i,-0.00065435+0.00099075i,-0.0012913+0.00068495i,-0.001992+0.00022279i,-0.001234+0.00018135i,-2.9297e-05+9.2762e-05i,-0.00083383-0.00039127i,-0.0017061-0.00076612i,-0.0016506-0.0011291i,-0.001365-0.0010518i,-0.0007568-0.00089574i,-0.00013725-0.00035478i,-0.00022696-5.3754e-05i,-0.00046804-5.3957e-05i,-8.4582e-05+0.00034829i,0.00030351+0.0010387i,0.00012047+0.0011979i,0.000427+0.00060298i,0.00099393+0.00050302i,0.0012482+0.00011451i,0.00073166-0.00067209i,-6.1199e-05-0.00059199i
0.0018673+0.00093821i,0.0022106-0.0011691i,0.0024122-0.002819i,0.0011527-0.0033191i,-0.00075721-0.0027031i,-0.0021839-0.00088178i,-0.0019783-9.588e-05i,-0.0011155+4.2177e-05i,-0.00067922+0.0010216i,-0.00077325+0.0015421i,-0.0011662+0.00051326i,-0.00082183+8.3706e-05i,-0.00045712-6.3083e-05i,-0.00030335-0.00032051i,0.00013227+0.00046516i,3.7331e-05+0.00061651i,0.00028273+0.00056177i,0.00038936+0.00030979i,-0.00047826-3.1449e-05i,-0.00052409+0.00036343i,5.5634e-06+0.00047513i,0.00028876-0.00030524i,-0.00034809-0.00075272i
-0.00043574+0.00097736i,0.00011589+0.0011399i,-0.00064776+0.00055511i,-0.0017593+0.0015991i,-0.0016726+0.0021785i,-0.0018046+0.0014928i,-0.0010195+0.00014234i,-0.00030936-0.00033164i,-0.00088778-0.00014242i,-0.00096779-0.00078361i,-0.00043214-0.00093369i,0.00031008-0.00018667i,0.00051435+0.00034579i,0.00021395-5.5454e-06i,0.00024023-3.3347e-06i,0.00079216-0.00017059i,0.001046-0.00021359i,-0.00010884+0.00011825i,-0.0012715-0.00065924i,-0.0012239-0.001198i,-0.00050116-0.00040576i,0.00079539-0.00024491i,0.00095095-0.00063571i
-0.00032229+0.0020991i,0.0012574+0.0012924i,0.0034532+0.00014125i,0.0041006-0.00087519i,0.0017962-0.0010696i,-4.157e-05-0.00061879i,-0.00038493+1.4025e-05i,-0.00037966-2.7485e-05i,-0.00058008+0.00023692i,-6.8055e-05+0.00027327i,0.0008028-0.00067227i,0.00049074-0.0012308i,-0.00055784-0.00083215i,-0.0011833-0.00052635i,-0.0011539-0.00067958i,-0.00083467-0.00042065i,-0.00052812+0.00039496i,1.2538e-05+0.00063452i,0.00034463-0.0001539i,0.00055592-0.0010379i,0.00093803-0.00060766i,0.0002989+9.0523e-05i,-0.00095389-0.00019364i
0.00046902-0.00058748i,0.00031424-3.2783e-05i,-0.00034131-0.00044952i,-0.0015124-0.0010794i,-0.001842-0.00046128i,-0.00098174-0.00037842i,5.8178e-05-0.0010007i,0.00019624-0.0011363i,-0.00080347-0.0011489i,-0.0013863-0.0010372i,-0.0012883-0.00084791i,-0.0016587-0.00083086i,-0.0016368-0.0011206i,-0.0010492-0.00062969i,-0.000766+0.00044135i,-0.00024918+0.00088043i,0.00010714+0.00071934i,0.00040157-0.00014799i,0.0009202-0.0005404i,0.00025444-0.00020241i,-6.5764e-05-8.2122e-05i,0.00010377-7.3744e-05i,0.00054449+0.00011089i
-0.00046553+0.00034169i,-0.00020864-0.00014843i,0.0003256+5.5998e-05i,4.1539e-05+0.00087997i,-0.00080045+0.00082682i,-0.00098389+0.00060754i,-0.00046978+0.00069847i,-0.00028397+0.00027636i,-0.00020153+9.1007e-05i,-0.00051981-2.1699e-05i,-0.0010222-5.4248e-05i,-0.0011745-0.00012175i,-0.00075625-0.00050216i,-0.00080752-0.00053337i,-0.0012735-0.00011179i,-0.00063475+0.00048912i,-5.3755e-05+0.00036291i,0.00046926-0.00031527i,0.00070148-0.0003968i,0.00049681-0.0004678i,-0.00020528-0.00036616i,-0.0013082+0.00019309i,-0.0011966+0.00041471i
-8.1121e-05-0.0015626i,-0.00094679-0.0020878i,-0.0022309-0.0022507i,-0.003089-0.0014322i,-0.0025956+0.00039001i,-0.0016188+0.0023551i,-0.00083549+0.0019312i,-0.00042433+0.0002872i,-0.00022622+8.1346e-05i,-0.00057905+0.00029462i,-0.00077919-0.00057967i,-0.00063413-0.0015473i,-0.0010819-0.0018388i,-0.00035902-0.0011587i,0.00040555-0.00066013i,-1.3823e-05-0.00061723i,-0.00074336-0.00041253i,-0.0007849-0.00017968i,-8.4582e-05+0.00037623i,0.0002647+0.00063646i,-0.00031474+1.7367e-05i,-0.00071854-0.00018204i,-0.0002819-0.00027347i
-0.00057568+0.0019035i,-8.7589e-05+0.0016566i,9.8475e-05+0.0016451i,0.00026847+0.0022532i,0.00048977+0.0018029i,2.6936e-05+0.00020772i,-0.001099-0.00020075i,-0.00095448-0.0004937i,-0.0011578-0.00025267i,-0.0012328+0.0001539i,-7.2135e-05-0.00041595i,0.00020617-0.0011673i,-5.6453e-05-0.0012038i,-1.1633e-05-0.0012615i,-0.00012731-0.001396i,-0.00045539-0.00092696i,-0.00066313-2.5601e-05i,-0.00092489+0.00035312i,-0.00090294-0.00028266i,-0.00048585-0.00083558i,-0.00020148-0.00058986i,-0.00049577-0.00077994i,-0.0005379-0.00076238i
0.0019155-0.0021702i,0.00058028-0.0027354i,-0.0012398-0.002972i,-0.0017584-0.0022978i,-0.0021821-0.0007288i,-0.0019439+0.00071379i,-4.5843e-05+0.0012265i,0.0010143+0.00080849i,0.00021963+0.00029946i,-0.00097119-0.00030945i,-0.0007655+2.0245e-05i,2.1379e-05+0.00031246i,0.0003763-0.00030308i,0.0009174-0.00051135i,0.0010906-0.00018366i,0.0011963-1.0609e-05i,0.00096596+0.00011934i,-7.9143e-05+0.00013476i,-0.00028675-1.4906e-05i,0.00016894-0.00061522i,0.00025404-0.00068048i,0.00084168-0.00010254i,0.0009621-0.00028501i
0.00032773-4.4776e-05i,-0.00070954+0.00020496i,-0.001859+7.755e-05i,-0.0026277+0.00028443i,-0.0020394+0.00065702i,-0.0010643+0.00063217i,-0.0013112+0.00073449i,-0.0017422+0.00039799i,-0.001582+3.0791e-05i,-0.0011794-0.00034629i,-0.00031825-0.00045059i,-0.00029908+0.00014261i,-0.00082348+8.1189e-05i,-0.00044375-0.0012618i,0.00066716-0.0010026i,0.0008304+0.00042893i,0.00026095+0.00052892i,-0.00022736+0.00078276i,1.0537e-05+0.00064858i,0.00030752+0.00043526i,0.00011551+0.00068666i,0.00018126+0.00039787i,0.00011738+6.5183e-05i
2.2231e-06+0.00053789i,0.0010029+0.00036871i,0.0013309+0.00062272i,0.00067491+0.00061771i,0.00020362-0.00067964i,-0.00075649-0.00093313i,-0.0010248-5.9515e-06i,-0.00055185+0.00062247i,-0.0012102+0.00075717i,-0.0015137-0.00018242i,-0.00055273-0.00047475i,-0.00061314-0.00020721i,-0.0010139-0.00017284i,-0.0010332-3.056e-05i,-0.0011453-0.00036279i,-0.00075812-0.00094472i,0.00031248-0.0010917i,0.0012025-0.00091224i,0.00030848-0.0010587i,-0.00048886-0.00088617i,-0.00053508+6.3419e-05i,-0.00077611+0.00073247i,-0.00027674+0.00074063i
-0.00058363-0.00023557i,-0.00086688+0.0003773i,-0.00055154+0.00068933i,-0.00085774+0.00073015i,-0.00074304+0.00051061i,-0.00068291+0.00038454i,-0.00095636+0.00023266i,-0.00061871-0.00029477i,-0.00023328-0.00102i,-0.00013026-0.0013694i,-0.0002249-0.00074989i,-0.000448-0.00042423i,-0.00055096-0.0004238i,-0.00071385-0.00012826i,-0.0005107-0.00020115i,-0.0001364-0.00060512i,0.00026503-0.00087771i,0.00044489+0.00017159i,0.00046576+0.00075021i,0.00079963+0.00052876i,0.00035411+0.0003212i,-4.3935e-05-0.00056051i,-0.00012396-0.00056003i
0.001497+0.00067387i,0.0018172+0.0004503i,0.0014843-0.00040264i,-0.001014-0.0015167i,-0.0019868-0.0011461i,-0.001628-3.4598e-05i,-0.0011759+0.00074196i,-0.00085401+0.0007076i,-0.00062016+0.00012947i,0.00025992-0.00010523i,0.00048414-0.00045547i,-0.00014459-0.0013776i,-0.00062317-0.0012536i,-0.00069374-0.00030119i,-0.00030748+9.9499e-05i,-0.00056819+0.00025209i,-0.00068991+3.7881e-05i,8.6971e-05-0.00026418i,0.00048589-0.00042913i,2.1303e-05-0.00074542i,-0.00036431-0.00056598i,-0.00021228-5.7879e-05i,-0.00014626+0.00038891i
0.00015577+0.0010899i,0.0002229+0.0013064i,9.3097e-05-0.00047429i,-0.00049271-0.0016145i,-0.00089208-0.00087995i,-0.00111+0.0003314i,-0.00091538+0.0003091i,-0.0010663+0.00010953i,-0.0020696+0.00027495i,-0.0025028+9.8955e-06i,-0.0022168-0.00038598i,-0.0017874-0.001078i,-0.00058759-0.00091237i,5.5e-05-0.00034169i,-0.00057144-0.00087307i,-0.00052511-0.0013525i,0.00019643-0.00017363i,-4.3027e-05+0.00055406i,-0.0005658+0.00025371i,-0.00041449+0.0002499i,0.0003211+0.00024108i,0.00055961+0.00019099i,0.00011676-0.0002045i
0.00029191+0.0010623i,0.00046853+0.0014573i,6.4658e-05+0.0011829i,-0.00063112+0.00029599i,-0.0010156-0.00017541i,-0.00020215-7.643e-05i,0.00056932+2.1169e-05i,3.5476e-05+0.00015997i,-0.0010153+0.00056068i,-0.001604+0.00035795i,-0.0010871+0.00043493i,-0.00031851+0.00039112i,0.00041304-0.00014622i,0.00076024-0.00016508i,0.00021147+0.00023797i,-0.00069241+0.00058906i,-0.00063435+0.00058416i,-0.00026984-0.00012569i,-0.00090316-0.00051188i,-0.0005001-0.00066881i,-0.0007209-0.00071967i,-0.001715-0.00051739i,-0.0011649-0.00056882i
-0.00054268-0.00030642i,-0.00055465-0.00013808i,-0.0012062+9.35e-05i,-0.00063084+0.00051378i,6.8286e-05+0.001283i,-0.00026135+0.001226i,-0.00080474+0.00078705i,-0.0007458-0.00016526i,-0.001167-0.00053761i,-0.0010489-0.00050717i,-0.0002721-0.00076984i,-0.00045989-0.00075364i,-0.00098975-0.00095546i,-0.00080111-0.001192i,-0.00055702-0.00070795i,-0.00083151-0.00015778i,-0.00063386+8.4426e-05i,-0.00032596+0.00063678i,-5.2706e-05+0.00087365i,-0.00023545+0.00029484i,-0.00044244-0.00078637i,-0.00033907-0.00077841i,-0.00017592+3.2155e-05i
0.0011939+0.001124i,0.00022461+0.00011127i,0.0010267-0.0014045i,0.0001275-0.0018697i,-0.0014233-0.00087385i,-0.0011291-0.00031672i,-0.00059525-0.00072037i,-0.00053481-0.00072051i,-0.00070673-0.0001722i,-0.00066889-8.4282e-05i,-0.00040554-0.00039878i,-0.00023563+2.3124e-05i,-0.00050786+0.00084998i,-0.00085638+0.00069804i,-0.00091598+0.00071235i,-0.00068912+0.0010538i,-0.00025423+0.0008739i,2.782e-05+0.00081395i,-0.00018416+0.00063067i,-3.3218e-05-6.907e-05i,0.00017286-0.00042651i,1.5507e-05-0.00014961i,0.00028786+0.00038094i
0.00067328-0.0014015i,-0.00096688-0.00092871i,-0.003152-0.0012292i,-0.0034967-0.00088671i,-0.0023656-6.4312e-05i,-0.0010469+0.00029078i,6.0633e-05+0.00071301i,3.4707e-05+0.00053826i,-0.00083841-2.6706e-05i,-0.0011505+0.0002803i,-0.00078922+0.00011925i,-0.00071751-0.0010221i,-0.00050567-0.0013147i,-0.00040759-0.0010653i,-0.00090732-0.0010752i,-0.0010425-0.00034268i,-0.00030843+0.00023392i,0.00043358+0.00063063i,0.00083948+5.6232e-05i,0.0010899-0.00086441i,0.00075457-0.00013738i,-0.00033617+0.00039097i,9.765e-06+0.00049205i
7.2842e-05-0.00080561i,-0.00013462-0.0011608i,-8.51e-05-0.0018833i,0.00014466-0.0015683i,-0.0008638+0.00027503i,-0.0012635+0.0008236i,-0.0007277+4.5308e-05i,-0.00085479+0.00017285i,-0.0013526+0.0012339i,-0.0014164+0.00091981i,-0.0011672+6.7037e-05i,-0.00056407+0.00010384i,6.4445e-05-0.00023803i,-0.00046653-2.9178e-06i,-0.00054128+0.00059058i,-9.2323e-05+0.00027289i,0.00010793+9.4137e-05i,4.5896e-05+0.00044382i,-0.00048456+0.00027035i,-0.00020613-0.00030547i,0.00013469-0.00060391i,0.00035324-0.00014808i,0.00059045+0.00039042i
0.0011567-0.00097494i,0.000838-0.00059258i,1.7543e-05-0.00031026i,-0.00056414-0.0011486i,-0.00137-0.0011398i,-0.0015484-0.00067282i,-0.001075-1.5651e-05i,-0.00080244+0.00064267i,-0.00082142+0.00034126i,-0.00064049-0.00069759i,-0.0011281-0.0013255i,-0.0012323-0.0010884i,-0.00053752-0.00012727i,-0.00072589-0.00040772i,-0.00081362-0.0016473i,-0.00080021-0.0011713i,-0.00062868-0.00057902i,0.00085008-0.00043137i,0.00041341-0.00075136i,-0.00038877-0.00035967i,0.00035222+0.00033586i,0.0010027-1.8425e-05i,0.00034734+0.00027402i
7.2971e-05-0.00067851i,6.9331e-06-7.0747e-05i,0.00077023+0.00034251i,0.0010919+0.00052141i,0.00013874+0.00049299i,-0.00041363+0.00021302i,-0.00076377+0.00046685i,-0.00065025-0.00035664i,-0.00076934-0.0016156i,-0.00055102-0.0023544i,0.0002004-0.0019408i,0.00081934-0.0014551i,0.00054759-0.00072859i,-0.00010482-0.00026237i,-0.00046888-6.9364e-05i,-0.00021689+0.00055117i,0.00015886-7.4564e-05i,-0.00015304-0.0004263i,-0.00047589+0.00033636i,-0.00077063+0.00044472i,-0.00063135-7.7859e-06i,-0.00030345-0.0010021i,0.00026837-0.0012724i
-0.00099216-0.00021158i,0.00047269+0.00018684i,0.00020266+0.00075016i,-0.00089407+0.00068455i,-0.0008361+0.0003248i,-0.0010335+0.00047953i,-0.00080836-0.00023843i,-8.6346e-05-0.00069707i,-0.00016466-0.00021306i,-0.00096216-0.00027763i,-0.00090965-0.00041732i,0.00011644-0.00095134i,-2.6924e-05-0.00053443i,-0.00056187+0.00054151i,-0.00036231+0.00011416i,-1.7845e-05-0.00079325i,0.00024902-0.00077075i,-3.2226e-05-0.00027143i,-0.00044308-0.00028889i,-0.00068655-0.00041528i,-0.00034605-0.00026211i,0.00024284-7.0501e-06i,0.00050556+0.00013034i
-0.0015334-0.0004954i,-0.0024803-0.00038568i,-0.0028085+0.00023i,-0.0026742+0.00078618i,-0.0024138+0.0013295i,-0.0011735+0.0018025i,-4.0129e-05+0.0014613i,-0.00064579+0.00036625i,-0.0017054-0.00073414i,-0.0014346-0.00078901i,-0.00062845-9.6274e-05i,-6.4718e-05+0.00061888i,0.0009069+0.00046636i,0.00097519-0.00063776i,-9.537e-05-0.0014598i,-5.7731e-05-0.001212i,5.9186e-05-0.00078004i,-0.00031429-0.00049611i,9.2989e-05-0.0004264i,0.00068421-0.00098307i,0.00027622-0.0004377i,-0.000392+0.0010602i,-0.00069828+0.0008599i
0.001005-9.6144e-05i,0.0013693-0.00077681i,0.00080743-0.00077077i,-0.00048222-0.00043932i,-0.0011035-0.00011587i,-0.00094234-0.00027885i,-0.00032847-0.00045363i,-0.00063666-0.00034964i,-0.0016396-0.00022075i,-0.0012122-0.00039027i,-0.00052253-0.0010452i,-0.00034881-0.00094864i,-0.00091515-0.00031008i,-0.0012461-0.00046656i,-0.00061063-0.00071428i,0.00026256-0.00089608i,0.00094716-0.00075025i,0.00077291+0.0001819i,5.3967e-05+0.00016835i,0.00021696-0.00064247i,-1.9931e-05-0.00089934i,-0.00057656+1.369e-05i,-0.00091061+0.00067584i
0.0014873-0.0011637i,0.00045227-0.0012416i,-0.0015949-0.00092699i,-0.002342-0.00037374i,-0.0028187-6.4624e-05i,-0.0020018+0.00048981i,-0.00072511-3.1647e-06i,-0.00042999-0.00071824i,-0.00011478-0.000743i,-0.00026329-0.00062615i,-0.000571-0.00054415i,-0.0003719-0.00061789i,-0.000414-0.000535i,-0.00013022-0.000502i,8.2588e-05-0.00036996i,0.00021994-3.2505e-05i,9.1445e-05+0.00040803i,-0.00028286+0.00052668i,-0.00032049+0.0005222i,-0.00034224-0.00038048i,0.00027998-0.00087026i,0.00033468-0.00022588i,-8.882e-05+0.00047442i
-0.00043251+0.0018731i,0.001151+0.00052783i,0.0017748+7.3262e-05i,0.0012949+9.5922e-05i,0.00033369-0.00010044i,0.0004297-0.00021019i,0.00058481-0.00029027i,-0.00049415-7.1005e-06i,-0.00068026+9.3447e-05i,-0.00054258-0.00012436i,-0.00019906-0.00051792i,-2.5994e-05-0.0016898i,2.7395e-05-0.0018629i,-0.00026564-0.00067735i,-0.00022037+0.00022857i,0.00091915+0.00032126i,0.0011097+0.00027633i,0.00065376+0.00068308i,0.00065412+0.00066651i,-1.9221e-05+0.00039475i,-0.00048254+0.0002008i,0.00056096+4.1617e-05i,0.001078-9.522e-06i
0.0012842+0.00030651i,0.00043725+0.00058278i,-0.00036728-0.00037629i,-0.0013433-0.0015242i,-0.0012669-0.0010991i,-0.00061934-0.00032053i,-0.00071745+0.00017725i,-0.0014959+0.00093388i,-0.0014346+0.00066681i,-0.00092617-0.00057819i,-0.00095364-0.00097874i,-0.0011143-0.00068246i,-0.0012585-0.00042024i,-0.0011751+0.00024736i,-0.00024984+0.00050583i,0.00012803+0.00015598i,-0.00049034-0.00035965i,-8.9562e-05-0.00047992i,0.00064136+0.0001595i,0.00068895-5.6814e-05i,0.00061385-0.00081402i,0.00030991-0.00063025i,0.00058358-0.00032517i
0.00078883-0.0001444i,0.0014206+0.00029796i,0.00087252+0.00149i,-0.000548+0.00085807i,-0.00090642+0.00023156i,-0.00070354+0.00046674i,-5.3501e-05+0.0003847i,0.00016542-0.00024165i,-0.0006641-0.00040376i,-0.001836+9.9944e-05i,-0.0014195-6.1976e-05i,-0.0010002-0.00058536i,-0.0017657-0.00090982i,-0.0013976-0.00092906i,-0.000905-0.0010045i,-0.00089574-0.00065936i,-0.00016852-0.00047975i,0.00047962-0.00031286i,0.00048403-2.2111e-05i,-0.00020173-0.00015481i,-0.00026202-0.00034111i,0.00021933-0.00061016i,0.00028936-0.00072563i
-0.001501+0.0017712i,-0.0013048+0.0015258i,-0.00094608+0.0010457i,-0.00048291-0.00012068i,0.0001446-0.00035573i,0.00077797-0.00027061i,0.00037241-0.00046131i,-0.00094408-0.00017571i,-0.0010481+0.00080529i,-0.0003865+0.0013687i,-0.00036534+0.00094441i,-0.0008402+0.0001771i,-0.0011434-0.00066996i,-0.00097389-0.00066414i,-0.00028913-0.00068162i,0.00026216-0.0007353i,0.00032681-0.00032479i,-0.00037486-0.00042376i,-0.00085081-0.00047966i,-0.00015862-0.00013765i,-0.00014426-0.00056666i,0.00028372-0.00073249i,0.00097049+9.0054e-05i
0.00094799-0.0019862i,0.00080924-0.0020793i,-1.717e-05-0.0013858i,-0.0014181-0.00033847i,-0.0017598+0.00063197i,-0.0010611+0.00094368i,-0.00072382+0.0004009i,-0.0004704+7.2362e-05i,-0.00083618+2.644e-06i,-0.0010977-0.00086763i,-0.00059001-0.00099771i,-0.00070464-0.00048435i,-0.00068048-0.00040346i,0.00014692-0.00016808i,0.00030101-0.00066717i,-0.00027841-0.00079593i,-0.00051008-0.00052595i,-0.00025111-0.00026137i,-0.00037151+0.00026753i,-0.00025833+0.00080263i,-0.00038164+0.00042471i,-0.00053543-0.00020363i,7.1124e-05-0.0004166i
-0.0017784+0.00027987i,-0.0025053+0.00027587i,-0.0008524-5.9992e-05i,0.00039851+0.00062779i,-0.00028334+0.0011725i,-0.00066396+0.0013327i,-0.0012171+0.00088019i,-0.001718+0.00026679i,-0.0015113+7.2232e-05i,-0.00081772-0.00012255i,-0.00014518-0.00029505i,-0.00038805-0.0005598i,-0.0006554-0.00063377i,-0.00087906-0.00064834i,-0.00094944-0.00044861i,-0.00034735-4.5525e-05i,0.00022459+0.00022767i,-0.00014249+0.00028259i,-0.00028773+0.00044255i,-0.00020544+0.0001014i,1.0543e-05-0.00030323i,0.00033091-1.7323e-05i,0.00033635+0.00035817i
0.001076-7.468e-05i,0.0012883+0.00037606i,0.0010467+0.00037783i,0.00014979+0.00056932i,-0.00063571+0.001416i,-0.0011908+0.0015349i,-0.0011296+0.00028837i,-0.00066559-0.00076972i,-0.00059861-0.00039415i,-0.00049535+0.00090874i,-4.7375e-05+0.00084191i,0.00049322-6.8539e-07i,-0.00062376+0.00023432i,-0.0019221+0.00025338i,-0.0011937-0.00019203i,-0.00025336-0.00066402i,-0.00092281-0.00066566i,-0.001429-0.00012212i,-0.0007766-0.00018625i,-0.00032108-0.0006058i,-0.00063126-0.00024239i,-0.0012845+0.00036047i,-0.0012362+0.00056922i
-9.1448e-05-0.0015504i,-0.00019131-0.0018781i,-0.00047678-0.0018426i,-0.0011393-0.0024533i,-0.0012313-0.0013861i,-0.0013722+0.00036289i,-0.00074049+0.00036818i,-0.00056124-5.3336e-05i,-0.00099937+0.000143i,-0.00080836-0.00036752i,-0.00072634-0.00087326i,-0.00066411-0.00021181i,-0.00033731-6.7105e-05i,-0.00023915-0.00014997i,-0.00051857-0.0001377i,-0.00077435+0.00031567i,-0.00071693+0.0010813i,-0.0004586+0.00020093i,-0.00017786-0.00076526i,0.00056852+7.952e-05i,0.0010101+0.00033606i,0.00063903-0.00055264i,0.00031791-0.00031684i
