0.0065121-0.00045211i,0.0047938-0.0039578i,0.0033245-0.006752i,0.00042379-0.0062107i,-0.0029953-0.0035597i,-0.0043044+0.00041843i,-0.0022748+0.0016226i,-0.00012222+0.001243i,0.0012901+0.00033387i,0.0009248-0.00094561i,-0.00049141-0.00097663i,-0.001098-0.00015633i,-0.0022089+0.00088614i,-0.0031984+0.0015847i,-0.0030554+0.001337i,-0.0019199+0.00075823i,0.00013426-0.0003128i,0.00080852-0.0006313i,6.9373e-05+0.00017457i,0.00043763+0.00048599i,0.00068494-0.00011329i,-0.00010994-0.00074418i,-0.0005342-0.00094103i
0.099801+0.14263i,0.13366+0.24745i,0.089682+0.25287i,0.0058752+0.16271i,-0.0389+0.13172i,-0.021359+0.16143i,0.013973+0.14316i,0.02688+0.098015i,0.027107+0.063104i,0.02094+0.033851i,0.01591+0.018843i,0.020693+0.013462i,0.025849+0.0080572i,0.025818+0.0047992i,0.022298+0.0040286i,0.015054+0.0053782i,0.0067932+0.0079421i,0.00097323+0.0066942i,-0.002503+0.0014234i,-0.003129-0.0015183i,-0.00067258-0.0019613i,0.0029252-0.00017523i,0.0045264+0.0028763i
-0.018636-0.19518i,-0.061339-0.32582i,-0.082915-0.31092i,-0.012446-0.1496i,0.10935-0.054014i,0.1457-0.079021i,0.081203-0.086358i,0.01838-0.049263i,0.0029367-0.015426i,0.0065021-0.00078538i,0.0007825+0.004159i,-0.0088765+0.011094i,-0.010502+0.015665i,-0.010846+0.01561i,-0.01125+0.011793i,-0.010067+0.0064407i,-0.0058798+0.0032182i,0.0037763-0.0020641i,0.0089347-0.010014i,0.005402-0.013922i,0.0018056-0.011119i,0.0020295-0.0059246i,0.0037387-0.0029176i
-0.014148+0.0080766i,0.04289+0.054598i,0.12173+0.09784i,0.10368+0.071742i,-0.0065733+0.012427i,-0.07886-0.00022275i,-0.075131+0.010763i,-0.053712+0.0084519i,-0.046485-0.0020541i,-0.03912-0.0065776i,-0.027301-0.009868i,-0.021525-0.013235i,-0.015473-0.0088865i,-0.008148-0.0029227i,-0.0058514-0.0014602i,-0.0042932-0.0034345i,-0.0031349-0.0081181i,-0.002196-0.0093303i,0.00025287-0.0057592i,0.004068-0.0019393i,0.0064105-0.00020617i,0.0017846-0.003134i,-0.0057725-0.0063165i
-0.079135+0.18913i,-0.17533+0.28488i,-0.23691+0.23405i,-0.20053+0.088024i,-0.13148+0.027941i,-0.086724+0.060776i,-0.041835+0.072588i,-0.0085015+0.040798i,-0.001262+0.016826i,-0.0025509+0.011585i,-0.00026913+0.0095995i,0.002034+0.0096042i,-7.7387e-05+0.0097384i,-0.0021395+0.0046718i,-0.00050548-0.00046309i,0.0010542-0.00079023i,0.001029+0.0029261i,0.00081865+0.0093517i,0.0031595+0.01369i,0.0056879+0.011795i,0.0045737+0.0088448i,0.0043338+0.0088303i,0.0068929+0.0073347i
0.18393-0.16502i,0.30027-0.33846i,0.3113-0.40197i,0.22307-0.26478i,0.1698-0.10461i,0.17281-0.077301i,0.13761-0.10167i,0.078734-0.086827i,0.043907-0.050887i,0.028745-0.020784i,0.019337-0.0090323i,0.0080811-0.014418i,-0.0027106-0.018701i,-0.0073183-0.016177i,-0.0068874-0.0083312i,-0.0020413-0.00078507i,0.0027972+0.0021921i,0.0040876+0.0038707i,0.0048597+0.0056454i,0.0045288+0.0046063i,0.0025705+0.0022959i,0.0020285+0.003037i,0.0049062+0.0060305i
-0.056325+0.030894i,-0.086714+0.17061i,-0.084486+0.33456i,-0.064769+0.3309i,-0.069944+0.17658i,-0.088694+0.074771i,-0.060857+0.052458i,-0.018992+0.027769i,-0.0061412-0.00043802i,-0.0056045-0.010427i,0.00099215-0.0096076i,0.0099762-0.0070098i,0.015846-0.0044112i,0.015228-0.000237i,0.0095502+0.0030116i,0.0048307+0.0037805i,0.0020541+0.001425i,-0.0036378-0.0053179i,-0.011246-0.0073809i,-0.012804-0.0021596i,-0.0070394-0.00065543i,-0.0033704-0.0056724i,-0.0067443-0.0079792i
-0.22073+0.020984i,-0.37863-0.025417i,-0.4031-0.131i,-0.25995-0.19426i,-0.11233-0.14783i,-0.064351-0.060378i,-0.063472+0.013137i,-0.04242+0.0549i,-0.012906+0.04819i,-0.0088917+0.019355i,-0.018969+0.015347i,-0.014464+0.029522i,-0.0021448+0.029354i,0.0057938+0.015848i,0.0064579+0.0035013i,-0.00027085-0.00056429i,-0.005904-0.0002136i,-0.0045579-0.00013966i,-0.00064413-0.0010914i,-0.0011776-0.0017602i,-0.0031774+0.00024494i,-0.002324+0.0043813i,-0.0015846+0.0074751i
0.26711+0.049719i,0.5358+0.023908i,0.64772-0.042428i,0.47686-0.056204i,0.25358-0.0053138i,0.16901+0.012375i,0.12463-0.025599i,0.051769-0.043349i,0.0093337-0.021762i,0.0033321-0.00084616i,0.0017805+0.0011163i,-0.0019637-0.0074427i,-0.0039273-0.010881i,-0.005433-0.00785i,-0.0054725-0.0064256i,-0.0031365-0.0057167i,0.0031663-0.0019636i,0.012271+0.0022802i,0.015652+0.0033797i,0.01097+0.003223i,0.0037869+0.0037216i,0.00089937+0.0044766i,4.9708e-05+0.0024443i
-0.088754-0.046519i,-0.27647+0.038364i,-0.43762+0.21392i,-0.40297+0.29565i,-0.24629+0.20719i,-0.13348+0.088671i,-0.061016+0.024798i,-0.0137-0.014972i,-0.0081262-0.023841i,-0.00049462-0.0088013i,0.010237-0.010369i,0.00040961-0.011963i,-0.010269-0.0009266i,-0.013229+0.0062333i,-0.01135+0.0084135i,-0.005377+0.0071095i,-0.0031651+0.0048958i,-0.0062579+0.0055779i,-0.0084811+0.0046017i,-0.0067612-0.00025696i,-0.0035953-0.0057128i,0.00059257-0.011508i,0.0050851-0.017056i
-0.10434-0.17549i,-0.15075-0.34696i,-0.11352-0.47032i,-0.0082384-0.43393i,0.072882-0.289i,0.088269-0.1533i,0.066774-0.06363i,0.050292-0.0069904i,0.046509+0.013305i,0.032287+0.002415i,0.0093712-0.004452i,-0.0047528+0.0015382i,-0.0067363+0.0034996i,-0.002311+0.00057238i,0.00098592+0.00086784i,-0.00011772+0.0020945i,-0.0068305+0.00026934i,-0.015629-0.00054682i,-0.015424+0.0014609i,-0.0065352+0.001009i,-0.0001615-0.0022012i,-0.00014062-0.0006127i,0.00025014+0.0059787i
0.13293+0.24528i,0.35327+0.44031i,0.53709+0.4738i,0.46028+0.30733i,0.20399+0.15782i,0.048009+0.12665i,0.025869+0.10522i,0.015674+0.05025i,-0.0075458+0.0094318i,-0.021045+0.0072556i,-0.010723+0.016414i,0.013129+0.006759i,0.023575-0.0092722i,0.017821-0.012444i,0.010977-0.0069423i,0.0091407-0.001913i,0.010838-0.0022568i,0.01259-0.0066329i,0.0093599-0.0083226i,0.0040412-0.0041688i,0.0032136+0.00059886i,0.0035495+0.0012715i,0.00061111+0.0016197i
-0.011916-0.09831i,-0.21295-0.19468i,-0.49754-0.16818i,-0.57535-0.013074i,-0.39576+0.078288i,-0.23101+0.060753i,-0.15786+0.043656i,-0.097717+0.030158i,-0.06265+0.007955i,-0.042861+0.0027318i,-0.021318+0.0022711i,-0.012586+0.0010602i,-0.0077815+0.0058624i,-0.0027707+0.0050053i,-0.0037655-0.0024208i,-0.0045702-0.0054671i,-0.00032749-0.0050447i,0.005958-0.0075938i,0.0088948-0.011028i,0.0089657-0.0084411i,0.011449-0.0011808i,0.01671+0.002547i,0.018796+0.00061034i
0.079427-0.10435i,0.15933-0.20987i,0.25246-0.30862i,0.30273-0.31031i,0.29256-0.21294i,0.24614-0.14442i,0.15943-0.11669i,0.078867-0.052648i,0.05802+0.0076463i,0.05399+0.0061272i,0.025856-0.0072954i,-0.0021327+0.0036444i,-0.010807+0.015464i,-0.0067825+0.015077i,-0.0022721+0.0096546i,-0.0033703+0.0058449i,-0.0026573+0.0056596i,0.0013314+0.0083409i,0.0051374+0.012016i,0.0065833+0.01255i,0.0017857+0.011993i,-0.0062224+0.013463i,-0.011414+0.013846i
-0.13955+0.20578i,-0.1262+0.46015i,0.024778+0.62999i,0.14093+0.50472i,0.066293+0.22103i,-0.043798+0.070362i,-0.035747+0.031765i,0.0075736-0.017903i,0.0077117-0.050113i,-0.010363-0.02996i,-0.011299-0.00068664i,0.002205+0.0041747i,0.0056375-0.001643i,-0.00079153+0.0028396i,-0.0024552+0.012265i,0.0015475+0.015947i,0.0036818+0.017899i,0.0020306+0.022276i,-0.00055136+0.020948i,-0.0066148+0.012807i,-0.01337+0.0055382i,-0.014336+0.00055103i,-0.012807-0.0032383i
0.042642-0.056864i,-0.0005399-0.24043i,-0.20088-0.40376i,-0.39001-0.34045i,-0.33923-0.13466i,-0.17574-0.018799i,-0.087633+0.0059091i,-0.055322+0.011078i,-0.042146+0.002115i,-0.034145-0.0045007i,-0.020387-0.0095293i,-0.015271-0.016346i,-0.015029-0.014674i,-0.011387-0.012781i,-0.0090578-0.011805i,-0.0090949-0.0088464i,-0.012365-0.0083682i,-0.016479-0.012548i,-0.016355-0.013699i,-0.010974-0.0084088i,-0.0023163-0.0052004i,0.005131-0.0052389i,0.010104-0.0072731i
0.030582+0.0036493i,0.093205-0.012161i,0.20462-0.050281i,0.2899-0.06784i,0.28907-0.0245i,0.25747+0.02482i,0.19246+0.029863i,0.093751+0.046109i,0.050094+0.072875i,0.050551+0.048066i,0.028776+0.0090361i,0.0040556+0.0011074i,0.0013868-0.0013988i,0.0055785-0.0093914i,0.0041077-0.015481i,-0.00372-0.017601i,-0.0048098-0.0183i,0.00065166-0.019377i,0.0017597-0.014922i,0.0010747-0.008474i,0.00042434-0.0074727i,-0.0013697-0.0094101i,-0.0016474-0.0080637i
-0.13218-0.073553i,-0.23908+0.06477i,-0.23902+0.30466i,-0.12729+0.3662i,-0.071838+0.17909i,-0.12702+0.010652i,-0.13204-0.024043i,-0.056122-0.045307i,-0.012428-0.069468i,-0.010285-0.050192i,-0.0024534-0.016089i,0.015687-0.0029284i,0.022724-0.0046203i,0.013642-0.0022063i,0.0068513+0.0047909i,0.01133+0.0092006i,0.017311+0.01293i,0.018011+0.016692i,0.015319+0.01223i,0.0097182+0.0013609i,0.0067086-0.003287i,0.0095191-0.00083894i,0.010467+0.0030275i
0.084013-0.013302i,0.15419-0.11311i,0.11739-0.27623i,-0.022486-0.32727i,-0.084052-0.18698i,-0.012888-0.047906i,0.043673-0.031666i,0.019141-0.047401i,-0.023574-0.028423i,-0.027938+0.0043134i,-0.0061444+0.0099007i,-0.0019469+0.001553i,-0.0066128+0.0081156i,-0.00068426+0.014285i,0.0041114+0.010086i,0.0028335+0.0046729i,-0.0022738+0.00082684i,-0.0057663-0.00022905i,-0.0030565+0.00073414i,-0.00042316+0.003731i,0.00042427+0.010133i,0.00083128+0.013557i,-0.0001064+0.010868i
0.0027578+0.0039791i,0.0095102-0.022722i,0.07771-0.033247i,0.16411-0.0075269i,0.18165+0.027723i,0.16004+0.07279i,0.14235+0.1072i,0.10625+0.10869i,0.062172+0.09791i,0.036805+0.068076i,0.012366+0.032758i,-0.0081249+0.021959i,-0.0085767+0.019315i,-0.0030184+0.011568i,-0.001166+0.0044957i,-0.0016314-0.0029962i,-0.0035729-0.0079029i,-0.0064256-0.0065371i,-0.0092318-0.00061265i,-0.0070129+0.0040494i,-0.002984-9.3466e-05i,-0.0036907-0.007575i,-0.0054846-0.0088347i
0.10646-0.010767i,0.057773+0.021592i,-0.090466+0.12147i,-0.17892+0.18538i,-0.17133+0.099394i,-0.19079-0.023591i,-0.1925-0.034403i,-0.097771-0.014286i,-0.011389-0.050373i,-0.010299-0.063861i,-0.022439-0.025148i,-0.0077868-0.0004439i,-0.00030218-0.0048448i,-0.0083892-0.0077074i,-0.013616+0.0032806i,-0.0083268+0.018735i,-0.001294+0.022272i,-0.0024476+0.013085i,-0.002284+0.0028528i,0.0031521-0.0033665i,0.0074653-0.002857i,0.0091608+0.0022889i,0.0063596+0.0038624i
-0.012453+0.062513i,0.029929+0.076347i,0.084069-0.0010134i,0.070589-0.075594i,0.033809-0.023323i,0.039397+0.050592i,0.027574+0.029815i,-0.02749-0.018347i,-0.063707-0.025178i,-0.055673-0.014445i,-0.031869-0.017247i,-0.021579-0.02424i,-0.020287-0.016482i,-0.012175-0.0079379i,-0.008757-0.011972i,-0.013702-0.0165i,-0.010892-0.015901i,0.0027807-0.016797i,0.010678-0.017077i,0.0054644-0.0098018i,-0.0029842+0.00028646i,-0.0044778+0.0018398i,-0.00080199-0.0039098i
-0.060834-0.024436i,-0.044974-0.064304i,0.013308-0.066805i,0.066713-0.036239i,0.091826-0.029284i,0.099798-0.041974i,0.085705-0.034217i,0.058022+0.010371i,0.045887+0.05523i,0.052403+0.045323i,0.040013+0.0051836i,0.017369-0.0082541i,0.014253-0.0032673i,0.019022-0.0028714i,0.021679-0.0068121i,0.02271-0.012968i,0.023505-0.010757i,0.020873+0.001828i,0.012422+0.01023i,0.0051856+0.0084572i,0.0032727+0.001204i,0.0036091-0.0038517i,0.003302+7.5847e-05i
-0.019819+0.14662i,-0.04794+0.20579i,-0.087212+0.15218i,-0.10917+0.030785i,-0.1004-0.055596i,-0.057351-0.10361i,-0.0062391-0.11466i,0.034105-0.086242i,0.056991-0.055932i,0.045153-0.030513i,0.022749+0.0044943i,0.01634+0.02632i,0.011315+0.023086i,0.00042979+0.016792i,-0.0077839+0.021606i,-0.0098573+0.031335i,-0.014175+0.035538i,-0.020099+0.03074i,-0.015127+0.024282i,-0.0047005+0.019335i,0.0010607+0.014172i,0.0006665+0.011175i,-0.0053493+0.0081127i
-0.018388-0.10858i,-0.012343-0.13678i,0.020453-0.081755i,0.04071+0.018852i,0.024863+0.11854i,0.018828+0.21193i,0.034355+0.20662i,0.0056681+0.099235i,-0.05629+0.02154i,-0.071754+0.0097692i,-0.043074+0.0026955i,-0.021517-0.010332i,-0.014047-0.010753i,-0.0081219-0.0044582i,-0.0056366-0.0072785i,-0.0091892-0.019425i,-0.011397-0.02926i,-0.008232-0.030056i,-0.0066033-0.022627i,-0.0085482-0.013559i,-0.0082937-0.0069917i,-0.0012543-0.0066818i,0.0083499-0.014009i
-0.0035379-0.10252i,-0.020404-0.10204i,-0.040636-0.054196i,-0.032698-0.026053i,-0.0028789-0.049279i,-0.022513-0.068276i,-0.067941-0.029018i,-0.069017+0.027358i,-0.036361+0.049001i,-0.0041612+0.031854i,0.0096922+0.0068443i,0.0093344-0.0010896i,0.010967-0.0024336i,0.011672-0.0079122i,0.012014-0.0056762i,0.020244+0.0036881i,0.028336+0.0087844i,0.02483+0.0045529i,0.013341-0.0044669i,0.005282-0.0089774i,0.0029936-0.0078655i,0.0017725-0.00079789i,0.0030467+0.010362i
-0.10056+0.002665i,-0.14074+0.019244i,-0.088437+0.0033515i,0.0071744-0.038541i,0.039663-0.07509i,0.039146-0.1054i,0.063802-0.13345i,0.080932-0.13758i,0.06826-0.10629i,0.031822-0.055887i,-0.005881-0.0076194i,-0.021954+0.019661i,-0.023811+0.021271i,-0.020523+0.015269i,-0.021298+0.015218i,-0.030067+0.020391i,-0.033472+0.021966i,-0.023714+0.019322i,-0.0066058+0.016941i,0.0030182+0.013496i,0.0013636+0.0095522i,-0.005972+0.0043442i,-0.014255+0.00069086i
0.21323+0.032576i,0.2774+0.025898i,0.21161+0.061148i,0.076427+0.12587i,0.0032511+0.16502i,0.0094787+0.16741i,0.038897+0.1514i,0.062382+0.096891i,0.037021+0.026967i,0.0010548-0.0008836i,0.0039003-0.01054i,0.012705-0.026604i,0.012304-0.023092i,0.014391-0.01172i,0.017402-0.01773i,0.020457-0.033811i,0.02247-0.038636i,0.018511-0.024229i,0.00837-0.0071035i,0.0012858-0.0012626i,0.00040498-0.0020024i,0.0072616-0.0037222i,0.01624-0.0083987i
-0.00096049-0.0054119i,-0.071964-0.075968i,-0.18496-0.15657i,-0.20738-0.16337i,-0.10362-0.12436i,-0.016321-0.09602i,-0.028007-0.045754i,-0.061294+0.033991i,-0.035039+0.073678i,0.0080509+0.04891i,0.016162+0.017135i,0.011837+0.015808i,0.018017+0.01604i,0.021345+0.0048119i,0.018343+0.0062828i,0.016388+0.022184i,0.010163+0.031213i,-0.0010382+0.020837i,-0.0073596+0.0035599i,-0.0048353-0.0036309i,-0.00018651-0.004917i,-0.0013576-0.0040807i,-0.0053676+0.001125i
-0.01892-0.042193i,0.021627-0.05493i,0.12299-0.043336i,0.18617-0.02537i,0.13097+0.00086445i,0.055683+0.037629i,0.035555+0.026922i,0.026312-0.018024i,0.0081311-0.032807i,-0.0081605-0.024653i,-0.028736-0.013867i,-0.042975-0.0032106i,-0.047687+0.0020512i,-0.047055+0.010249i,-0.041914+0.014835i,-0.041919+0.0060241i,-0.041714-0.0078631i,-0.030518-0.013868i,-0.015107-0.0081999i,-0.0022003+0.0013785i,0.0057786+0.0056655i,0.0085822+0.0036701i,0.0074769-0.0025736i
-0.090317+0.22135i,-0.026788+0.37354i,0.038636+0.38308i,0.013961+0.25324i,-0.033657+0.1259i,-0.062702+0.056093i,-0.078065+0.022365i,-0.068913+0.0074638i,-0.04498+0.00062198i,-0.024185+0.0060521i,0.0076253+0.0085505i,0.035279-0.0060039i,0.037383-0.013675i,0.026925-0.01171i,0.020212-0.011357i,0.029539-0.011607i,0.045865-0.0094072i,0.047252-0.0062876i,0.029866-0.0062116i,0.0094528-0.0022353i,-0.00085038+0.0087626i,0.00062195+0.018892i,0.010331+0.021722i
0.011889-0.18149i,-0.033269-0.33568i,-0.095572-0.40401i,-0.11705-0.31705i,-0.070099-0.1708i,0.019889-0.11126i,0.068221-0.12985i,0.05318-0.12722i,0.022773-0.077587i,0.015803-0.026724i,0.013007-0.008849i,-0.00078751-0.0005241i,0.0016491+0.0071639i,0.015756-0.0031361i,0.011344-0.010287i,-0.0085331+0.0037523i,-0.022107+0.018556i,-0.019307+0.019693i,-0.0077275+0.012864i,-0.0019835+0.0049305i,-0.0054102-0.0051245i,-0.01402-0.015299i,-0.020697-0.013207i
0.05468+0.092294i,0.068877+0.19616i,0.1194+0.24587i,0.16859+0.18496i,0.13802+0.10855i,0.10362+0.12288i,0.15423+0.15734i,0.18394+0.11235i,0.12101+0.040464i,0.039619+0.0018402i,-0.009123-0.0061107i,-0.032637-8.9553e-06i,-0.043767+0.0076252i,-0.044143+0.014184i,-0.029606+0.010439i,-0.011302-0.0060103i,-0.0047175-0.017918i,-0.0073603-0.011999i,-0.0074355+0.0021987i,0.0012423+0.0050452i,0.010881-0.0021365i,0.014753-0.0073607i,0.0096697-0.0098638i
-0.17062-0.18363i,-0.2894-0.16824i,-0.29616-8.8552e-05i,-0.17139+0.12988i,-0.057366+0.091708i,-0.063379+0.034824i,-0.12825+0.066163i,-0.13579+0.11599i,-0.077481+0.10566i,-0.029955+0.06004i,-0.0072459+0.03146i,0.017825+0.015114i,0.03515+0.00053427i,0.034813-0.00016038i,0.02629+0.011869i,0.023447+0.027774i,0.027416+0.035479i,0.024354+0.022873i,0.010733+0.0011652i,-0.0035857-0.0054261i,-0.0087853+0.0051549i,-0.0044674+0.017132i,0.0040694+0.015755i
0.30626+0.059618i,0.44554-0.027211i,0.33917-0.19496i,0.061634-0.24822i,-0.10029-0.15581i,-0.11053-0.10878i,-0.1028-0.13966i,-0.091008-0.14511i,-0.056173-0.10387i,-0.015483-0.055684i,0.010899-0.028825i,0.016363-0.019744i,0.012705-0.015509i,0.0032943-0.013659i,-0.013446-0.014331i,-0.03312-0.018208i,-0.042671-0.021892i,-0.031579-0.018515i,-0.013995-0.0099869i,-0.0056909-0.0034089i,-0.0028125-0.0040772i,-0.0006856-0.010247i,0.0014453-0.0099522i
-0.31493+0.17082i,-0.43808+0.22373i,-0.32751+0.19627i,-0.075962+0.10985i,0.086038+0.032578i,0.13269+0.0065847i,0.13338-0.0082285i,0.090963-0.028854i,0.039317-0.025577i,0.013982-0.017312i,-0.012396-0.014272i,-0.043082+0.0065109i,-0.055524+0.027147i,-0.04823+0.022401i,-0.027672+0.0067238i,-0.0011309-0.003131i,0.014245-0.0051158i,0.0092088-0.00064594i,0.0041461+0.0079695i,0.012155+0.013162i,0.017667+0.010933i,0.010969+0.0087377i,-0.000824+0.0064434i
0.317-0.29426i,0.40591-0.39561i,0.28495-0.27041i,0.11594-0.038825i,0.079382+0.083934i,0.11495+0.076004i,0.13582+0.044629i,0.1123+0.033535i,0.047713+0.043303i,0.0044238+0.060497i,0.0077188+0.0435i,0.023119+0.00094792i,0.036926-0.020224i,0.04349-0.017653i,0.031564-0.0086509i,0.011252+0.0039544i,0.003978+0.014341i,0.0091863+0.013616i,0.0081059+0.0027108i,-0.0029728-0.005937i,-0.0087226-0.0055322i,-0.0032397-0.0037469i,0.0056513-0.0050325i
-0.1511+0.43572i,-0.1415+0.59412i,-0.068552+0.42405i,-0.073436+0.11022i,-0.14522-0.0083511i,-0.12054+0.060552i,-0.018161+0.11113i,0.058337+0.069702i,0.063991-0.0088062i,0.022464-0.037444i,-0.00047901-0.0077986i,0.0098234+0.019241i,0.020962+0.013001i,0.020858-0.00847i,0.016883-0.021131i,0.014562-0.025981i,0.0088852-0.023514i,0.00043868-0.011626i,-0.0032457-0.0047898i,-0.001653-0.006902i,0.003569-0.0082856i,0.0082397-0.0056205i,0.0085373-0.001615i
-0.31424-0.57059i,-0.44503-0.7289i,-0.34566-0.53808i,-0.086185-0.22063i,0.063517-0.063964i,0.015814-0.019634i,-0.078368-0.00080664i,-0.12541+0.0083065i,-0.088973+0.026933i,-0.016932+0.0079462i,-0.010952-0.034507i,-0.054666-0.033224i,-0.074682+0.003557i,-0.059037+0.035282i,-0.028207+0.046893i,-0.0054875+0.046756i,0.00073411+0.035142i,-0.0037837+0.014434i,-0.0040252+0.0064438i,0.0063734+0.012137i,0.010019+0.014201i,-0.0017382+0.0098567i,-0.0098357+0.0014331i
0.64519+0.39853i,0.89107+0.51893i,0.71435+0.43291i,0.30734+0.26392i,0.048165+0.12317i,-0.04384+0.0053142i,-0.077666-0.026874i,-0.061387-0.0050484i,-0.056561+0.0040873i,-0.061123+0.036077i,-0.0059923+0.062204i,0.067967+0.036786i,0.087919-0.00044327i,0.056149-0.011799i,0.011499-0.0027963i,-0.013392+0.0011708i,-0.0095956-0.0043087i,0.0051385-0.0092088i,0.0064257-0.0097753i,-0.0036674-0.0022197i,-0.0024486+0.0094842i,0.016486+0.015329i,0.02905+0.017653i
-0.62962-0.042347i,-0.94238-0.016695i,-0.8798-0.0019907i,-0.55558-0.027751i,-0.24054-0.035173i,-0.021915-0.014888i,0.082942-0.029772i,0.098169-0.057236i,0.088759-0.070115i,0.047615-0.079064i,-0.02754-0.052349i,-0.071566+0.0036726i,-0.056413+0.027348i,-0.024252+0.002239i,-0.014534-0.028223i,-0.013933-0.027932i,-0.0092059-0.011483i,-0.0092174+0.0021561i,-0.0088522+0.0084579i,-0.0061542+0.0057207i,-0.0083196+0.003286i,-0.013713+0.0029757i,-0.019109-0.0036452i
0.59773-0.43487i,0.73456-0.74262i,0.5382-0.76589i,0.26671-0.49586i,0.15505-0.19841i,0.17688-0.053993i,0.20868-0.061958i,0.14153-0.088353i,0.040343-0.026992i,0.031246+0.026181i,0.04902-0.024738i,0.011394-0.08047i,-0.033223-0.060513i,-0.041853-0.0086375i,-0.019104+0.015572i,0.00029764+0.0055627i,0.0032099-0.0076465i,0.0052182-0.013716i,0.0084836-0.012929i,0.014592-0.0074813i,0.016443-0.013624i,0.0065464-0.022534i,0.0021747-0.01788i
-0.28544+0.81852i,-0.12033+1.1947i,0.22604+1.0215i,0.35133+0.48156i,0.15364+0.10619i,-0.068165+0.051646i,-0.11757+0.13783i,-0.042795+0.14568i,-0.0049472+0.042463i,-0.050614+0.00077402i,-0.050895+0.068758i,0.019762+0.11372i,0.072406+0.082383i,0.075252+0.027231i,0.04982+0.0024738i,0.037146+0.0086452i,0.040302+0.015166i,0.038014+0.012295i,0.027012+0.00061859i,0.0088429-0.0021845i,0.0026083+0.015202i,0.012336+0.031973i,0.010922+0.030422i
-0.1961-0.63309i,-0.42548-0.80792i,-0.51454-0.52782i,-0.35377-0.080396i,-0.11544+0.10527i,-0.0088804+0.078696i,-0.02578+0.035696i,-0.04478+0.027125i,-0.002355+0.033402i,0.043237-0.0021358i,0.013197-0.059818i,-0.049577-0.072347i,-0.070348-0.041625i,-0.047147-0.012323i,-0.02179-0.0016749i,-0.021137+0.0083575i,-0.028039+0.021917i,-0.030358+0.025756i,-0.025943+0.024684i,-0.017773+0.015768i,-0.021135-0.00040272i,-0.023281-0.014971i,-0.0054311-0.031128i
0.37371+0.31539i,0.53118+0.30299i,0.38223+0.079363i,0.087372-0.10301i,-0.023669-0.10893i,0.030975-0.10222i,0.060814-0.13429i,0.01927-0.12437i,-0.044499-0.059624i,-0.044597+0.012125i,0.015668+0.024491i,0.05259-0.0072495i,0.033316-0.023834i,-0.013349-0.0020682i,-0.034181+0.028994i,-0.020598+0.025776i,-0.0057746+0.00046961i,0.0031214-0.016847i,0.007424-0.016133i,0.01178-0.0045613i,0.022261-0.0048908i,0.023749-0.0096962i,0.01244+0.0073948i
-0.42901-0.15736i,-0.57886+0.02776i,-0.35862+0.25353i,0.0015107+0.25198i,0.14493+0.12186i,0.15458+0.064291i,0.17482+0.025721i,0.15621-0.035924i,0.10825-0.069971i,0.035439-0.06533i,-0.043617-0.0040604i,-0.05563+0.068723i,-0.0047089+0.072681i,0.034166+0.019307i,0.016744-0.023i,-0.015007-0.018133i,-0.012153+0.0031043i,0.0081391+0.0088323i,0.013763+0.0026799i,0.0073631+0.0011928i,0.0066891+0.015033i,0.010681+0.024303i,0.0017433+0.0075786i
0.28385-0.14869i,0.2878-0.34896i,0.088829-0.38305i,-0.11321-0.19995i,-0.18038-0.028447i,-0.15203+0.074713i,-0.037285+0.13954i,0.051648+0.10843i,0.030101+0.064185i,0.011275+0.056096i,0.015293+0.0053466i,-0.018743-0.044477i,-0.048565-0.041992i,-0.045222-0.037203i,-0.02358-0.051969i,-0.0097941-0.066288i,-0.018555-0.051668i,-0.035446-0.013773i,-0.040622+0.0074201i,-0.031433+0.0013608i,-0.023064-0.014459i,-0.01447-0.023279i,0.0082237-0.019793i
-0.01455+0.14993i,0.032013+0.17472i,0.09227+0.062865i,0.1334-0.096871i,0.20662-0.21096i,0.2353-0.31375i,0.10923-0.29801i,0.0021314-0.13993i,-0.0076195-0.04718i,-0.028612-0.04402i,-0.044086-0.023323i,-0.019104-0.0016317i,0.0075834+0.010658i,0.026304+0.039895i,0.043861+0.069056i,0.058628+0.071553i,0.054824+0.043413i,0.042592+0.010891i,0.044159-0.0070397i,0.046037-0.01509i,0.038701-0.012128i,0.024691-0.0023848i,0.0036029+0.0063775i
0.10097+0.19851i,0.13463+0.26554i,0.12757+0.28642i,0.094108+0.28179i,0.054718+0.29792i,0.087356+0.33244i,0.16487+0.25879i,0.13989+0.090006i,0.063146-0.0085709i,0.02296-0.03181i,-0.011458-0.033834i,-0.023972-0.014263i,-0.0047672-0.0074314i,0.0036151-0.018897i,-0.0080416-0.016637i,-0.022243-0.00014928i,-0.020099+0.01154i,-0.010137+0.013498i,-0.011468+0.017389i,-0.017472+0.02524i,-0.019213+0.030841i,-0.0087259+0.032126i,0.011856+0.021446i
-0.2995-0.22971i,-0.4051-0.33772i,-0.37834-0.29229i,-0.22275-0.094352i,0.059781+0.10579i,0.30661+0.20515i,0.31312+0.17964i,0.15922+0.095755i,0.054327+0.063343i,0.051633+0.043559i,0.052427-0.0026396i,0.027503-0.016023i,0.023109-0.011828i,0.0074443-0.030602i,-0.034274-0.035317i,-0.050409-0.014053i,-0.036313-0.0041396i,-0.03217-0.009556i,-0.037762-0.0092859i,-0.024686-0.0090031i,-0.0019274-0.020894i,0.0011062-0.035043i,-0.01073-0.037588i
