0.0065121-0.00045211i,0.0047938-0.0039578i,0.0033245-0.006752i,0.00042379-0.0062107i,-0.0029953-0.0035597i,-0.0043044+0.00041843i,-0.0022748+0.0016226i,-0.00012222+0.001243i,0.0012901+0.00033387i,0.0009248-0.00094561i,-0.00049141-0.00097663i,-0.001098-0.00015633i,-0.0022089+0.00088614i,-0.0031984+0.0015847i,-0.0030554+0.001337i,-0.0019199+0.00075823i,0.00013426-0.0003128i,0.00080852-0.0006313i,6.9373e-05+0.00017457i,0.00043763+0.00048599i,0.00068494-0.00011329i,-0.00010994-0.00074418i,-0.0005342-0.00094103i
-0.00060293+0.0010227i,-0.00038346+0.0012519i,0.00043817+0.0012379i,0.00064439+0.00027907i,0.0015912-0.00069888i,0.0015578-0.0013436i,0.0004929-0.00086162i,-0.00042968-0.00044148i,-0.0013644-0.00091645i,-0.00073743-0.00047787i,0.0008559-0.00059565i,0.00075516-0.00038357i,-0.00068365+0.00068632i,-0.00080052+0.00077083i,-0.00015376+0.00018744i,-0.00029997+0.00052042i,-0.00076664+0.00016128i,-0.00038206-0.00034127i,4.1238e-05+0.00043772i,-0.00057376+0.00038655i,-0.00069171-0.0006551i,-0.0006248-0.0012561i,-0.00094359-0.00079965i
-0.0015702+0.00076377i,-0.00047338+0.0012535i,-0.00046813+0.0021103i,-3.3053e-06+0.0017946i,0.0010216+0.00052211i,0.0014771-0.00042759i,0.0016309-0.00074963i,0.00063704-0.00062301i,4.938e-05-0.0002222i,0.00021779+0.00011515i,0.00037326-0.00038796i,0.00054656-0.0010173i,0.0011296-0.0012456i,0.00054569-0.0011931i,-0.00011391-0.00074791i,0.00033904-0.00077702i,0.00129-0.00064527i,0.0013314+7.9877e-05i,0.00048247-0.00030571i,0.0002323-0.00062364i,0.00023809-0.00064741i,-0.00013845-0.0013584i,0.00033262-0.0019368i
-0.00027565+0.0001263i,-0.0001849-0.00026315i,0.00019405-0.00012698i,1.7276e-05-1.4934e-05i,1.4177e-05-0.00047964i,0.00098953-0.0011354i,0.0010619-0.0015709i,0.00030941-0.0012317i,0.00062043-0.00042244i,0.00093099-0.00022517i,9.9619e-05-0.00058484i,-0.00069312-0.00065974i,-0.0010138-0.00032138i,-0.00126-0.00059604i,-0.0012868-0.0013251i,-0.00082049-0.0012049i,-0.00022902-0.00035158i,0.00022507+0.00041298i,0.00032103+0.00031388i,0.00033324-0.00011447i,0.00034433-0.00023997i,-0.00015569-0.00050057i,-0.00051397-0.00055283i
-0.00040728-6.4804e-05i,0.00038543+0.00029055i,5.0625e-05+0.0002176i,6.3327e-05-7.4087e-05i,0.0011096+0.00035611i,0.0020561+9.5527e-05i,0.0024637-0.0010686i,0.001269-0.00078546i,0.00040669+0.00083288i,-0.00010795+0.0015054i,-0.00065098+0.0013412i,-0.00067672+0.00075734i,0.00031013+0.00054988i,0.0004315+0.00017413i,0.000275-0.00037479i,0.00054758+0.00013457i,0.00019797+0.00058584i,-0.00029044+0.00016299i,-0.00031956-8.9355e-05i,-0.00039045-2.5051e-05i,-0.00021547+5.3576e-05i,0.00052372+0.00019419i,-1.2081e-05-0.00018869i
-0.00064216+0.00069965i,-0.00072393+0.0015482i,-0.00023761+0.0016983i,-3.889e-05+0.001254i,0.0005002+0.00048687i,0.001259-0.00014109i,0.0012024-0.0010004i,0.00091331-0.0010316i,0.00039631-0.00013062i,0.00076772-0.00083759i,0.00098034-0.00046465i,-0.00024215+0.00032522i,-0.00041919-0.00034458i,-7.3515e-05-0.00081035i,-5.0377e-05-0.0005598i,6.3373e-05+0.00011781i,-9.0039e-05+0.00057565i,-4.1255e-05+0.0009894i,1.0415e-05+0.0010443i,0.00060733+0.00028026i,0.00098596-0.00032376i,0.00079836-5.9713e-05i,0.00023891-7.9659e-06i
-0.00020996-0.00034277i,-0.0004122-0.00064644i,-0.00054839+3.6865e-05i,-0.00078541+0.00034846i,-0.00042257+0.00023835i,0.00044999-0.00051127i,0.0014836-0.0014424i,0.0012361-0.0015876i,0.00057882-0.00059116i,2.013e-05+0.0006659i,-4.2518e-05+0.00063813i,0.00023274-0.00011997i,0.00091793+1.1743e-05i,0.0010171+0.00044109i,0.0006345+0.0010164i,1.9623e-05+0.0015925i,0.00022094+0.00074128i,0.00064693+1.1607e-05i,0.0012317+0.00015128i,0.0014482+0.00011864i,0.00065567-9.3666e-05i,5.3443e-06-0.0004763i,-4.8826e-05-0.0007474i
-0.00069825-0.0012844i,-0.00056005-0.0012454i,-0.0010534-0.0009426i,-0.0013848-9.2896e-05i,-0.00072579+0.0004817i,0.0001102+0.00013788i,0.00023214-0.0006947i,0.00041777-0.00094651i,0.00023859-0.00051466i,2.8471e-05-0.00038599i,-0.00029454-0.00011137i,-0.00036592+0.00030143i,0.00053414+0.00052066i,0.0010575+0.00027492i,0.00076414-0.00031829i,9.1785e-05-0.00023342i,-0.00024016+0.00012265i,-0.00018341+0.00010415i,0.00089398+3.9816e-05i,0.00075443+0.00014645i,4.6133e-05+0.00047818i,-0.00083845+0.00038212i,-0.0013136+0.00010082i
-0.00013528+0.00085259i,-0.00081969+0.0011082i,-0.00066444+2.7548e-06i,-0.00056693-0.00030889i,-0.00053579-0.00013602i,0.00024268-2.3188e-05i,0.00103-0.00048209i,0.00082594-0.00097841i,6.2371e-05-0.00014495i,-0.00015912-9.4751e-05i,-0.00022113-0.00046733i,0.00016073-0.00036056i,0.00038316-0.00039835i,0.00056459-0.00055376i,-0.00013145-0.0011498i,-0.00034331-0.00039556i,-0.00024984+0.00079344i,-0.00066159+0.00015492i,-0.00014718-0.0003582i,0.00035181-0.00025709i,-2.3989e-05-0.00091211i,-0.00019675-0.0010159i,-0.00053258-0.0011876i
0.0023742-0.002006i,0.0026216-0.0035301i,0.0018138-0.0032577i,0.0001005-0.0020972i,-0.00013156-0.00085091i,3.1055e-05-0.00080102i,-0.00038822-0.00070986i,-0.00098339-0.00012047i,-0.00032452+0.00015249i,-0.00013045-0.00018225i,-0.00062377-7.8821e-05i,-0.00091624+0.0004699i,-0.0010282+0.00018557i,-0.00028155-0.00018546i,-0.00013743+3.5487e-05i,-0.00060824+0.00025569i,-0.00083068+0.00019597i,-0.00071544-0.0002341i,-0.00032292-0.00029708i,-7.4496e-05-0.00053314i,0.00040597-0.00041244i,0.00041583+2.5321e-05i,0.0004719+0.00015953i
8.8711e-05-0.00073066i,1.7336e-05+0.00094823i,-0.00012921+0.002004i,0.00069023+0.0011268i,0.001141+1.2297e-06i,0.001243-0.00039817i,0.0015855+5.9456e-05i,0.0015584+0.00071686i,0.00088868+0.00011657i,0.00070186-0.00053734i,0.00039349-0.00014614i,0.00030523-0.00013903i,0.00063076-6.3346e-05i,0.00060401+0.00020994i,8.8304e-05+0.00059966i,-0.0001241-0.00029657i,0.0010004-0.00041614i,0.0011116+0.00050102i,0.00071915+0.0010282i,0.00029299+0.001028i,-2.9376e-05+0.00079593i,0.00021498+0.00020068i,0.00069586-0.00020664i
0.00037967+0.001405i,-0.00030129-8.5537e-05i,-0.00051337-0.0011112i,-0.00085969-0.00073163i,-0.00063584-0.00075664i,-0.00017466-0.00074995i,-9.5251e-06-0.0010526i,0.00011741-0.00064139i,0.00038499+0.00016936i,4.952e-05+0.0001023i,-0.00016498+9.5209e-05i,-0.00019784+3.8926e-05i,-0.00028654-5.5257e-05i,8.6254e-05-0.00067892i,2.4244e-05-0.00081821i,-0.00017811-3.8014e-05i,-8.8337e-06-0.00018319i,-0.00039688-0.00048112i,-0.001174-0.0013636i,-0.00095099-0.00096914i,9.4425e-05+0.00036459i,0.00037797+0.00057599i,0.00041835+0.00030207i
-0.0010995+8.0745e-06i,-0.00093457-0.00011253i,-0.0011118-0.00036849i,-0.0005614-0.0002953i,0.0011103+0.00054726i,0.0024993+0.00061391i,0.0017657-0.00041587i,0.00033382-0.0010762i,-0.00024904-0.000512i,3.3685e-06-9.906e-05i,-4.3496e-05-0.00025612i,-1.254e-05-0.00012332i,0.00094155-0.00058622i,0.0011051-0.00082721i,0.00019868-0.00016688i,-2.9209e-05-0.00037206i,6.715e-05-0.00040674i,-0.00020724+0.00040696i,-0.00063964+0.00015052i,-0.00055075-0.00050469i,-0.00033079-0.0007439i,-0.00012663-0.00068534i,6.7882e-05-0.00061797i
-0.00064924-0.00019783i,-0.0010967-0.00098333i,-0.00087135-0.00073745i,-0.00045181+0.00061628i,-0.00031144+0.00023037i,0.00030402-0.00085005i,0.0006367-0.0017849i,0.00056229-0.0017499i,2.0377e-05-0.00074075i,-0.00034127+0.00010118i,-8.4288e-05+0.00033857i,0.00050795+5.1299e-05i,0.00026917+0.00045102i,-0.00070258+6.5129e-05i,-0.001035-0.00026868i,-0.00086584+3.3109e-06i,0.00013916+0.00012792i,9.5466e-05+0.00014942i,-0.00014586+0.00028957i,-0.00021684-6.2884e-05i,-0.0014003-0.00095265i,-0.0011759-0.00095774i,0.00017803-0.0010798i
-0.00038832-0.0012918i,-0.00071191-0.00024893i,-0.0011454+0.00097637i,-0.0011049+0.00061346i,-0.00030234+0.00019693i,0.00049079+0.00015846i,0.00062465+2.3356e-05i,-0.00036698+3.1939e-05i,-0.0013634+0.0001797i,-0.0011083+2.8004e-05i,-0.00032064+0.00017151i,-0.00037845+0.00099044i,-0.00010794+0.00090623i,0.00076462-5.9209e-05i,0.00064935-0.00044317i,-0.00023715-9.84e-06i,-0.0013132+0.00022971i,-0.0017333+0.00013631i,-0.00087483-0.00097687i,0.00044232-0.0017512i,0.00084391-0.00055817i,7.1073e-05-0.00032598i,0.00014404-0.00070159i
0.00078192-0.00022131i,0.0023201-0.00058109i,0.0022171-0.00010749i,0.00084578+0.00045235i,0.0015291+0.0001259i,0.0021085-0.00077708i,0.0010523-0.0010896i,-0.00033418-4.618e-05i,-0.00048987+0.00046756i,6.0011e-05+0.00015314i,0.0001647+2.1012e-05i,3.6725e-05+3.7586e-05i,-0.00021809-0.00020495i,-0.00058817-0.00035534i,4.0184e-05-0.00039477i,0.00050586-0.00020506i,0.00079492+0.00029461i,0.00070501+0.0010519i,0.00012415+0.0010409i,0.00011625+0.00019396i,8.6469e-05-0.00022341i,0.0001066-0.0003657i,0.0010973+7.4146e-05i
-0.0024625+0.0018825i,-0.0020196+0.0023338i,-0.0009653+0.0022768i,9.7058e-06+0.0014909i,0.00032849+0.0013125i,0.0010236+0.00082505i,0.0016306+0.00010788i,0.00077285-0.00017577i,8.8472e-06-0.00032459i,0.00010156-0.00065901i,0.00031161-0.00029951i,-3.8927e-05+0.00048532i,0.00015274+0.0005828i,0.00030372-0.00034028i,-2.259e-05-0.0010423i,5.8224e-05-0.00086768i,-0.00037647-0.00067371i,-0.00036999+1.5748e-05i,-5.3272e-05+0.00043491i,0.0006636+0.00056116i,0.00087908+0.00063866i,0.00027922+0.00049959i,3.3588e-05+0.00079164i
0.0014841-0.001761i,0.0005511-0.0017895i,0.00038726-0.0017697i,0.00043938-0.0015182i,-0.00024326-0.0010244i,6.5825e-05-0.00067287i,0.00069509-0.00049203i,0.00043365-0.00050793i,3.9595e-05-0.00072438i,-0.00042282-0.00069988i,-0.00054398-0.00046198i,-0.00012672-0.00010258i,-0.00017479+0.00014611i,-0.00041651+2.4715e-05i,-0.0004625+0.00018471i,-0.00022221+0.00016765i,0.00051976-0.00016272i,0.00094844-0.00034448i,0.00067533+4.0503e-06i,0.00090639+0.00031854i,0.00025965+0.00019066i,-0.00021772-0.00012127i,-5.1165e-05-0.00017255i
-0.0015942+0.00098481i,-0.0017072+0.0012763i,-0.00062462+0.0013737i,0.00060776+0.00086572i,0.0010767+0.00025351i,0.0011717-7.1672e-05i,0.00047299-0.00076999i,2.9513e-05-0.0012893i,-0.00031606-0.00021458i,-0.00037824+0.00081884i,-0.00020693+0.00058268i,-0.00014222-2.366e-05i,-0.00036648-0.00031504i,-0.00057738-0.00076943i,-0.00064428-0.0011221i,-0.00021819-0.00067136i,0.00012097+0.0005489i,-0.00030446+0.00080755i,-0.00051069-0.00027036i,-1.1529e-05-1.8078e-06i,-0.00014712+0.0008101i,-0.00080091+0.00039881i,-2.4363e-05-0.00010277i
0.0026941+0.00079352i,0.0030796+0.0012445i,0.0024494+0.00054879i,0.0011835-0.00064197i,0.00030627-0.0010172i,0.00014208-0.0010599i,-0.00035726-0.00046281i,-0.00073952-8.8091e-05i,-0.00028068-0.00048663i,0.00031383-0.00068031i,0.00010996-0.00019882i,-0.00071588+0.00044156i,-0.00055172+0.00025984i,-0.0011547-0.00056577i,-0.0013772-0.00098496i,-0.00078486-0.00046119i,-0.00031478+0.0003163i,0.00051061+0.00024446i,0.00060487+0.00046471i,0.00028933+0.00089129i,0.00032949+0.0006328i,-0.0001819+0.00021821i,-0.00076636-0.00014634i
-0.0021916+3.8814e-05i,-0.0023387-0.00037931i,-0.001515-0.00041647i,-0.00019995-1.5787e-06i,0.0010989-0.0002525i,0.0016213-0.00040104i,0.0013033-0.00074046i,0.00087827-0.0010554i,0.00041143-0.00045548i,0.00019442+0.0001226i,4.6135e-05+0.00072528i,0.00013368+0.00096953i,0.00033071+0.00010254i,-3.2659e-05-0.00049645i,-1.0514e-05+0.0004674i,-0.00095777+0.0011605i,-0.00067698+0.00049562i,-2.3961e-05-0.00020552i,-0.00063487-0.00025558i,-0.00063152-0.0002357i,-0.00031905-0.00077363i,2.8086e-05-0.00070486i,9.3285e-05-0.00027013i
0.00043148-0.00038389i,0.00089337+0.0001086i,0.0010486+0.00018817i,0.00061396+0.00069184i,0.00043252+0.00042702i,0.00060513-0.00059738i,0.00036645-0.00092239i,-0.00015162-0.0011047i,-0.00025774-0.00063067i,-0.00023852+0.0003641i,-0.00071823+0.00059116i,3.6123e-05+0.00069473i,0.00046791+0.00080567i,-0.0005733+0.00036656i,-0.00040196-1.2786e-05i,0.00075755+0.00029553i,0.00090397+0.00044473i,0.00058495+0.00019899i,0.00064678+0.00038178i,0.00044657+0.00022865i,0.00017123-0.00079224i,0.00024286-0.00083998i,-7.4786e-05-0.00028356i
-0.00050411-0.00046031i,-0.00031852-0.0001565i,-0.00063048+0.00076779i,-0.00024133-0.0002672i,9.7643e-05-0.0014535i,0.00061752-0.0018287i,0.0013217-0.001836i,0.00042241-0.0015612i,-0.00022572-0.00099854i,0.0001977+0.00022264i,0.00067355+0.00073046i,0.00067837+0.0003308i,0.00021569+0.00051146i,0.00029815+0.00068354i,0.00041434+0.00073278i,0.00030372+0.00030941i,0.00046437+0.00031233i,0.00056321+0.0007838i,-0.00010845+0.00072085i,-0.00043819-0.00012627i,0.00032056-0.000438i,0.00034712+0.00025389i,-6.9794e-05+0.00019989i
0.00081625-0.001389i,0.0015641-0.0016932i,0.0016313-0.0017373i,0.0010183-0.00021387i,0.0005207+0.00083121i,0.0011636-0.0002206i,0.0019554-0.0009575i,0.0011455-0.0012399i,4.9722e-05-0.00076093i,0.00061314+0.00045925i,0.00038479+0.00034536i,0.0001327-0.00041216i,-0.00049869-7.8709e-05i,-0.0014776+0.00029614i,-0.0011075+0.0008539i,0.00024165+0.00079521i,0.0001962+0.0004005i,-0.0011165+0.00039378i,-0.0011413-0.00033973i,-0.00031468-0.00051034i,0.00044998-0.00018738i,0.00036657+0.00040975i,-0.00014735+0.00071003i
-0.0016319+0.0017857i,-0.00037607+0.0031909i,0.00073717+0.0027156i,0.0010325+0.0011223i,0.0016788-3.9552e-05i,0.0020087-0.00079094i,0.0012164-0.0015638i,0.00040004-0.00061298i,-6.272e-05-5.0374e-05i,-0.00010936-0.00036343i,0.00035042-0.00019113i,0.00065593-0.00023399i,0.0004324-0.00061998i,0.00020463-0.00094131i,-0.00048215-0.00058607i,-4.9934e-05-0.00048425i,0.00045222-0.00043942i,-0.00019573-0.00039691i,-0.00042603-0.00037661i,-0.00054719+0.00066394i,-0.00076847+0.00088486i,-0.00042157+0.00016839i,0.00029345-0.00025773i
0.0019515-0.00052783i,0.00023772-0.0011769i,-0.00012636-0.0016433i,-7.8557e-05-0.0012083i,0.00013978-0.00021398i,0.00054808+0.00096474i,0.00024955+0.0018426i,-0.00041752+0.00068428i,-0.00021789+6.8909e-05i,-0.00089034+0.00047036i,-0.0012594+0.00058466i,-0.00065265+0.00074747i,-9.502e-05+0.00047983i,-0.00013096-0.00010565i,-0.00013956+0.00057521i,0.00032955+0.0012102i,0.00053825+0.0010321i,0.000359+0.0011258i,0.00013665+0.00040606i,0.00080432-0.00039737i,0.0012073+0.00044795i,0.00056549+0.00080868i,-0.0002977-0.0008157i
-0.0016679-0.00087235i,-0.00046882-0.00063709i,-0.00011914-0.00093561i,1.849e-05-0.0011664i,0.00030498-0.0006486i,0.00051055-0.00096067i,0.00065663-0.0019293i,-2.6654e-05-0.0016232i,-0.00020983-0.00054104i,0.00010044+0.00045999i,0.0001264+0.00025745i,2.7842e-05-0.00010699i,-0.00024041-0.00018873i,-0.00057124-1.5258e-05i,-0.0003068+3.7693e-05i,0.00018762-0.00046146i,0.00054897-0.00059944i,0.00051503-0.00084694i,0.00095286-0.00072713i,0.0011273-0.00023475i,0.0003463-0.00037629i,-2.7247e-05-0.00033484i,-0.00061496+0.00027566i
0.00077621+0.00039172i,0.00081526+0.00045786i,0.0012055+0.00092618i,0.0014792+0.0012028i,0.00074844+0.00082934i,0.00041554+4.6915e-05i,0.00069949-0.00051221i,8.8346e-05-0.0010111i,-0.00066897-0.00097439i,-0.00039426-0.00032811i,-0.00050518+0.00037481i,-0.00086453+0.00058492i,-0.00036527+0.00069255i,-6.7185e-05+0.00037996i,-0.00029846-0.00029046i,-0.00034311-8.169e-05i,0.00012935+0.00051138i,0.00066987+0.00032938i,0.00048719-0.00047541i,0.000607-0.0007116i,0.00086173-0.00071474i,0.00069823-0.0006281i,0.00059017-0.00038672i
0.0026015+0.00051781i,0.0020205+0.00012683i,0.0009696-0.0007866i,0.00035499-0.0015042i,0.00051707-0.0018458i,0.00079998-0.0016798i,0.0010139-0.001115i,0.00051293-0.00042811i,0.00035905-0.00038615i,0.00066093-0.00031987i,-1.2273e-05-6.6208e-05i,-0.00074729+0.0002457i,-0.00066263+0.00047096i,-0.00065113+1.5768e-05i,-0.0011468-0.00017148i,-0.0014562+0.00066436i,-0.00084562+0.0011512i,-0.00080558+0.00066745i,-0.0011994-2.5253e-05i,-0.00073082-3.3806e-05i,0.00017855-7.037e-05i,3.2253e-05-0.00027537i,-0.00082954-0.00041871i
0.0010606+6.5189e-05i,0.00056111+0.00022994i,0.00051285-0.00021144i,-0.00028342+0.00018418i,-0.00074223+0.00019479i,0.00017984-8.4892e-05i,0.00029198-0.00044704i,-0.00026631-0.00027028i,-0.00035694-8.1816e-05i,-0.00076197-0.00031387i,-0.00071823-6.0497e-06i,-0.0004822+0.00058285i,0.00018546+0.00027622i,0.0003972-0.0001476i,7.1586e-05+0.00040764i,-7.3632e-05+0.00079077i,0.00012632+0.00055886i,8.2366e-05-0.00011277i,-0.00039246+6.3147e-05i,-0.00063855+0.00035986i,-1.4243e-05-0.0003523i,0.00037527+5.0609e-05i,0.00037129+0.00047058i
0.00092153+0.0024025i,0.0014284+0.0024387i,0.0013083+0.0014692i,0.00050169-0.00084641i,0.00052068-0.0015559i,0.00073165-0.0013627i,0.00064644-0.0014007i,0.00061054-0.0011343i,0.00061108-0.00020991i,-3.4878e-05+0.0002172i,-0.00064736-1.4494e-05i,-0.00095264-0.00013707i,-0.0008832-0.00098217i,-0.0010371-0.00072926i,-0.0015756+0.00013967i,-0.00026043-0.00021533i,0.00081468-0.00017154i,0.00013393-1.8403e-05i,-0.0005424-0.00025179i,-0.00077845-0.00032647i,9.3638e-05-0.00022601i,0.00086649-0.000894i,0.00051924-0.0013342i
0.001002-0.00023706i,-0.00018042-1.7495e-05i,-0.0010958-0.00029435i,-0.0015409-0.00069112i,-0.0012132-0.00048143i,-0.00017035+0.00011866i,0.00078698+2.8309e-05i,0.0012319+0.00041827i,0.0010311+0.00050125i,-5.3184e-06+0.0002973i,-0.00027384+0.00041139i,0.00026654+0.00015951i,0.00026701+0.00023956i,-5.6485e-05+0.00050036i,0.00026867+0.0009815i,0.00050232+0.0012439i,0.0001371+0.00088977i,-0.00036506+0.00080208i,-0.00092744+0.00037447i,-0.00053838-0.00053354i,0.00079351-0.0006559i,0.00063947+0.00032768i,0.00026474-6.4378e-05i
-0.0018455+3.8343e-05i,-0.0011907+0.00064651i,-0.00014929+0.00051009i,0.00049254+0.00020653i,0.00086352-0.00049328i,0.0011709-0.0012427i,0.0013055-0.0013666i,0.00083604-0.0012734i,-5.3072e-06-0.00015114i,6.9e-05+0.00077148i,-0.00014981+0.0007504i,-0.00077515+0.00021726i,-6.3115e-05+4.2173e-05i,0.00035802+0.00021917i,0.00029875+0.00073984i,0.00050518+0.001217i,-5.8777e-06-0.00038606i,-0.00057874-0.0010542i,-0.00056168-0.00041571i,0.0002701-0.00030319i,0.00028118+0.00032562i,0.00024636+0.00042302i,0.00021409+0.00062753i
-5.7428e-05-0.00021552i,-0.0001482+0.00027519i,-0.00045537+0.0016435i,-0.00034893+0.0018431i,-0.00022521+0.0012178i,0.00024883+0.00063712i,0.00012265-0.00074957i,-5.7999e-05-0.0010447i,6.5813e-05-3.2723e-05i,9.9274e-05+0.00071246i,0.00037281+0.00071253i,0.00045882+0.00066733i,0.00076825+0.00054039i,0.0013457+0.00059469i,0.0015134+0.0005584i,0.0012201+0.00019313i,0.00036506-0.00063882i,-0.00034171-0.0010523i,-0.00035401-0.00060531i,-0.0002325-4.9053e-05i,-3.4114e-05-6.6208e-05i,0.00067495-8.7896e-05i,0.00050753+8.672e-05i
-0.0011507+0.0004791i,-0.00052301+0.00051776i,-2.3611e-05-0.00017854i,-0.00017897-0.00022917i,1.8707e-05+0.0005098i,0.0010066-0.00017952i,0.0011863-0.00097487i,0.00040386-0.0010728i,-0.00022143-0.0010014i,-2.6869e-05-0.00081531i,0.00032238-0.00051564i,5.8543e-05-8.4441e-05i,-2.6279e-06+5.2433e-05i,0.00042877+0.00010408i,0.00082403-0.00035411i,0.00059319-0.00040027i,0.00068676+0.0003112i,0.00072036+0.00037319i,0.00038781+0.00040387i,0.00010606-0.00011653i,-0.00035988-0.00044159i,-0.00071321+8.8231e-06i,-0.0003887+0.00056004i
8.0991e-05-0.00024052i,6.7559e-05-0.00031612i,0.00024911-0.00066509i,0.00065397-0.00085779i,0.00058355-0.0009682i,0.00012309+0.00017323i,-0.00057742+0.0012428i,-0.00054959+0.00066794i,0.00010251-0.0001079i,-3.2646e-05-0.00042358i,-0.00010743-0.00064808i,-0.000139-0.00042798i,-0.0006472+0.00026205i,-0.00030237+0.00042869i,0.00018949+2.6236e-05i,-2.1572e-05-6.3092e-05i,0.000174+0.00031498i,0.00024747+0.00023605i,-0.00021449+0.00016307i,-4.3757e-05+0.00011301i,-0.00019382+0.00011549i,-0.00057551+0.00029264i,-0.00024079+0.00058739i
-0.001293+0.0020242i,-0.00040402+0.0016i,0.0010114+0.00078541i,0.00186+0.00060494i,0.00127+0.00043289i,0.00058392-0.00024231i,0.00016916-0.0011365i,7.4281e-05-0.0010914i,0.00029692-0.00053572i,0.00054109-0.00033505i,0.00020928+0.00011032i,-0.0004683+0.00049413i,-0.0002118+0.00045896i,0.00015992+0.00023467i,-0.0005344+0.0006065i,-0.00050522+0.0011415i,-0.00034246+0.00056795i,-0.00068864-8.4522e-06i,0.00037013+0.00011048i,0.00056493-0.00041671i,0.00031782-0.00021055i,0.00035427+0.00012371i,-0.00010598-0.00026962i
0.00035462-0.0017672i,-4.8688e-05-0.0014916i,-0.00072708-0.00046789i,-0.00048605-0.0002666i,0.00021119-0.00041165i,0.00026478-0.00043478i,0.0004631-0.00049673i,0.00092794-0.00075182i,0.00057337-0.00080395i,0.0004437-0.00096132i,0.0008855-0.00059432i,6.1433e-05+0.00018327i,-0.00016176+0.00053327i,-0.00044764+0.0003271i,-0.00074642-0.00016049i,0.00033185-1.5721e-05i,0.00056127+9.0144e-06i,0.00055941-0.00011092i,0.0004198-0.00037506i,-0.00016809-0.00042194i,-0.0003598-0.00051108i,-0.00015779-0.00052275i,2.9075e-05-0.00030971i
0.0014573+0.00086257i,0.0014901+0.0014937i,0.00036206+0.0012437i,0.00042709+0.0013857i,0.00087758+0.0013209i,0.00089103+0.00096433i,0.00054123-0.00024i,-0.00010075-0.0011966i,-0.00089978-0.00043378i,-0.00121+0.00044038i,-0.000656+0.00011567i,-0.000598-0.00010587i,-0.00060597+0.0002787i,-0.00035709+0.00029614i,-0.00041466+0.00057663i,-0.00044692+0.00077268i,-0.00023799+0.00047188i,-0.00040464+0.00020281i,-0.00033723-0.00024179i,-5.8866e-05-0.00057215i,0.00032562-0.00023656i,0.00061585+0.00023546i,0.00063333+0.00025522i
-0.0023854+7.4262e-05i,-0.0034178+0.00015354i,-0.0028484+0.00031206i,-0.00082162+0.00054137i,0.0010049+0.0012693i,0.0018143+0.0010688i,0.0014041+1.7557e-05i,0.00060162-0.00037717i,-8.7782e-06-2.8218e-05i,-0.0002082+0.00041563i,0.00022228+0.0007158i,0.0004205+0.00037568i,0.0006825-6.0084e-05i,0.0010751-0.00027695i,0.00032189-3.9857e-05i,-0.00059569-4.8339e-05i,-0.00040604-0.00035805i,-0.000366-4.3517e-05i,-0.00027929-6.5453e-05i,0.00044406-0.00014359i,0.00065926+0.00017466i,0.00030628+0.00046938i,0.00026891+0.00062681i
0.00064017+0.00077473i,0.00094417-0.00034833i,0.00094438-4.8735e-05i,0.0012971-0.00031009i,0.0016918-0.00086932i,0.0016061-0.0012744i,0.00099277-0.0017834i,-2.0776e-05-0.001647i,-0.00050424-0.0004147i,1.8555e-05+0.00066324i,-0.0001237-5.6478e-05i,-0.00070269-0.0010232i,0.00019806-0.00045176i,0.00046834+0.00017582i,-7.5829e-05-7.6316e-05i,0.00017637-0.00036463i,0.00036386-0.00034478i,0.00018585-0.00028053i,0.00022274-0.00035317i,0.00070108-0.00019228i,0.00058985+5.5405e-05i,-4.2781e-05-2.6766e-06i,0.00040568+0.00012747i
-0.0020594+0.00098183i,-0.0014282+0.0013837i,-0.0012681+0.0022855i,-0.0006887+0.001367i,0.00066686-0.00049259i,0.0016579-0.0010391i,0.0010762-0.0011278i,6.2984e-05-0.0012523i,-0.00018956-0.00043336i,-0.00024256+0.00036468i,0.00021636+0.00029167i,0.00035083-0.00035021i,0.00028499-0.0011695i,-8.8037e-05-0.0019312i,-0.00060677-0.0016249i,-0.00029653-0.00018275i,-4.7833e-05+0.00025907i,-0.00083926-0.00031282i,-0.0015801-0.00023756i,-0.001327-0.00019579i,-0.00016792+0.00016503i,0.0005834+0.00071929i,0.00018123+0.00033312i
-0.00072762-0.0018367i,-0.0014938-0.0015218i,-0.0021822-0.0011352i,-0.0017028-0.00081515i,-1.6479e-05-2.5164e-05i,0.00093109+0.00081052i,0.00099385-0.00015277i,0.00056207-0.0011944i,-0.000113-0.00073602i,-0.00053847+0.00090358i,-0.00080496+0.0012505i,-0.00079187+0.00085525i,-0.00052643+0.00064312i,0.00033415+0.00043515i,0.00062204+0.00078819i,0.00060874+0.00068947i,0.00025422-0.00020724i,-0.0003801-0.00021776i,-0.00026743+0.00026655i,-0.00037179+0.00015303i,-0.00051995-0.00059568i,-4.226e-05-0.00093229i,-0.00014101+0.00022984i
