-0.0017543+0.0019123i,-0.0018644+0.0010726i,-0.001512+0.00055574i,-0.0011243+0.00017655i,-0.0011772+0.00090993i,-0.0015945+0.0015616i,-0.00067104+0.0014993i,0.00037239+0.0013909i,0.0003081+0.00096481i,0.00028573-0.00021174i,0.000986-0.00088069i,0.0010497-0.00097277i,0.00051246-0.0007882i,-3.783e-05-0.00054589i,4.9772e-05-7.7431e-05i,0.00010795+0.0001024i,-0.00033712-0.00021269i,-0.00011724-0.00040375i,0.00017421-0.00019366i,-0.00017569-0.0002057i,0.00073069+2.9068e-05i,0.0011078+0.00035016i,0.00025039+0.00052131i
-0.0013887-0.00027397i,-0.0018693+0.00068939i,-0.0017753+0.0011453i,-0.0006172+0.0013629i,0.00055411+0.0011518i,0.0012398+0.0010767i,0.0011154+0.0005509i,0.00016523+0.00060016i,-0.00064787+0.00027616i,-0.0015031-7.6199e-05i,-0.0014226-0.00088751i,5.5437e-05-0.0012749i,-0.00025432-0.00038958i,-0.0012351+0.00019587i,-0.00079744+0.00020311i,-0.00020462+2.453e-05i,0.00058502-6.7363e-05i,0.00065778-0.00014906i,-0.00023564-0.00029996i,-0.00025026-0.00065309i,0.00045309-0.00031401i,0.0010555-6.6414e-05i,0.00090927-0.00024367i
0.00013589+5.1761e-06i,-2.4364e-05-0.00033031i,-0.0003177-0.00011788i,-0.0010456+0.00032929i,-0.0010194+0.00013651i,-7.8078e-05-0.00042973i,8.6303e-05+0.0001857i,-0.00099407+0.00059085i,-0.0014209+0.00015231i,-0.00083713-0.00024581i,0.00026937-0.00046677i,0.00091051-0.00095257i,0.00028727-0.00084579i,0.00011079-8.2351e-05i,0.00027218+0.0002422i,9.0838e-05-0.0003279i,0.00063574-0.00054174i,0.00067105-4.9906e-05i,0.0001428-0.00013541i,0.00041585-0.00028527i,0.00029013-0.00029778i,0.00035694-0.00024782i,0.00080054+0.00039825i
-0.00058403+0.00073311i,-0.00019261+0.00079188i,0.0012075+0.0010937i,0.0014842+0.00028737i,0.00090535-7.276e-05i,0.00071271+0.00045972i,0.00044986+0.00015502i,0.00011768-0.00011736i,-0.00038673+0.00056196i,-0.00047521+0.0005387i,-0.00010895+0.00070362i,-0.00011249+0.0012401i,-0.00018742+0.00032751i,-0.00021179-0.00031193i,-0.00026805+3.7213e-05i,-0.00027033+8.1528e-05i,0.00079058-0.00017903i,0.0013763+0.00027105i,-0.00015847-2.5672e-05i,-0.0010415-0.0002071i,0.00018981+2.6679e-05i,0.00034377-0.00030771i,1.4817e-05-0.00016563i
-0.0004227+0.0010529i,-0.00011559+0.0012199i,0.00074069+0.0019968i,0.0014458+0.0020825i,0.0018281+0.0011434i,0.0017159+0.0004199i,0.00068828-0.00021324i,-0.00013814-0.0007154i,-0.00053731-0.0002269i,-0.00091416-2.3388e-07i,-0.00086567-0.00069797i,-0.0010733-0.0007347i,-0.0014916-0.00075018i,-0.0010447-0.00047195i,-0.00010885+0.00036713i,-9.1282e-05+0.00049008i,-0.00021703+0.00058179i,-0.00043948-0.00021642i,-0.00024983-0.00053368i,-3.5093e-05+7.1779e-05i,0.0003737+0.00021598i,0.00069423+0.00075668i,0.00029751+0.00070559i
-0.00016177+0.00065387i,0.00036942-0.0002824i,0.0016008-0.0008577i,0.0019374-0.00089572i,0.00049009-0.00023372i,-0.00011722-0.00016185i,-0.0010574+4.6154e-05i,-0.0014772+0.00029157i,-0.00075487+0.00014262i,-0.00092846-0.00063312i,-0.00031464-0.0012503i,0.00026673-0.00084026i,-0.00075094-0.00026303i,-0.0015237+0.00016736i,-0.0010011+0.0004894i,-0.00057181+0.0010894i,-0.00036002+0.00095352i,0.00023997+0.00054604i,0.00045675+0.00068457i,-0.00015032+0.00072354i,-0.00013555+0.00038514i,-0.00045618+6.4262e-05i,-0.00080056-0.00032846i
-0.0013799-0.00011541i,0.00023471-0.00045906i,0.00070587+0.0013227i,9.705e-05+0.0017319i,0.00027695+0.0010543i,0.00054377+0.00041485i,0.00080542+1.4607e-05i,3.0809e-05+0.00011828i,-0.001215+0.00054804i,-0.0012747+0.00055862i,-0.00093234+0.0010261i,-0.0011813+0.0012189i,-0.0012553+0.00022162i,-0.0011915-0.00020114i,-0.00073297-0.00011429i,-0.00030201-5.7031e-05i,0.00079642-0.00042596i,0.00085217-0.00079834i,-1.1014e-05-0.00055092i,0.00051321-0.00022232i,0.00073657-0.00018135i,-0.00017522+1.0882e-05i,-0.00045112-1.6426e-05i
-0.001529-0.00054992i,-0.0013109-0.0010722i,-0.00082577-0.00089067i,-0.00059823+0.00016003i,-0.00046251+0.00090621i,-6.9577e-05+0.00099724i,0.00052047+0.00052435i,0.00066376+0.00082847i,-0.0005529+0.0002188i,-0.0020236-0.00045388i,-0.0012756-7.0146e-05i,-7.9376e-05+0.00022949i,-0.0003587+0.00049887i,-0.0004885+0.00098407i,-7.5727e-05+0.00089043i,-0.00028967+0.00067566i,-0.00023313+5.7121e-05i,0.00029445+0.00018115i,-6.1804e-05+0.0010079i,-0.00037374+0.00092557i,0.00034652+0.00032711i,0.00058158-7.3909e-06i,0.00028677-0.00023046i
0.00083499-0.00053639i,0.0010588+0.00093744i,0.0009529+0.0017666i,0.0011377+0.0011369i,0.0014826+5.2945e-05i,0.0013975-0.00015257i,0.00040282+0.00025125i,-0.00017073+0.00021562i,-0.00032306-0.00016101i,-0.0010177+5.6924e-05i,-0.0010854+1.6828e-05i,-0.00053785-0.00047702i,-3.7875e-05-0.00046111i,-0.00043911-1.5077e-05i,-0.0012312+0.00024699i,-0.00091501-0.00025735i,-0.00066083-0.00052714i,-0.00063788-0.00012594i,-0.00026094+0.0004295i,-7.7309e-05+0.00027995i,-5.5746e-05-0.00037067i,0.00034869-0.00064441i,0.00077561-0.00055533i
-0.00052575-0.0011319i,-0.0019759-0.00074974i,-0.003143-0.0004993i,-0.0033667+0.00036969i,-0.0023132+0.00091496i,-0.00076687+0.00013424i,-0.00017016-3.6743e-05i,-0.00040264+0.00061316i,-0.001005+0.0009734i,-0.0011173+0.00085934i,-0.00054775+0.00059346i,-0.00033248+0.00049663i,-0.00039509+0.00060071i,-0.00035586+0.00086611i,-0.0009379+0.0011248i,-0.00063002+0.0010345i,-0.00033853+0.0009177i,-0.00030076+0.00084025i,0.0001296-7.7698e-06i,5.2234e-05+8.2493e-05i,-0.00038923+0.00098245i,-0.00060101+0.00036997i,-0.00069072-0.00046329i
-0.00078369-0.0018337i,-0.0018356-0.00092774i,-0.0019326-0.00021584i,-0.00090255-0.0007158i,0.00019184-3.0671e-05i,0.00058582+0.0011098i,0.00010931+0.0015329i,-0.00084325+0.0003568i,-0.0015742+0.0001538i,-0.0014947-0.00042291i,-0.0014025-0.00076073i,-0.0010014+0.00018409i,-0.00036667+0.00039738i,-0.000329+0.00036917i,5.8647e-05+0.00074051i,0.00032505+0.0006473i,0.00058342+0.00019257i,0.00012289-0.00043543i,-0.00027559-0.00098652i,-2.943e-05-0.00093002i,0.00030323-0.00094357i,9.645e-05-0.00062971i,-0.00045076+0.00015733i
-0.0010148-0.00081559i,-0.0017956-0.00093145i,-0.0030502-0.0010931i,-0.0024864-6.4735e-05i,-0.0011599+0.0012515i,-0.0006385+0.0010775i,-0.00012028+0.00024036i,0.00027748+0.00044244i,-0.00031556+0.00011635i,-0.00090433-0.00016539i,-0.00068954+0.00020425i,-0.00053596-0.00032748i,-0.00024819-0.0008062i,-0.000104-0.00034654i,-2.4353e-05+0.00062451i,-0.00021175+0.00072031i,-0.00079486+0.00084859i,-0.00096946+0.00068561i,-0.0010552+0.00023806i,-0.0010975-0.00032596i,-0.00015945+0.00016318i,0.00070033+0.0008494i,0.00050208+0.00045327i
-0.00024966+1.8788e-05i,-0.00012663-0.00025829i,-0.00016933+9.3572e-05i,0.00022385+0.0010207i,0.00038724+0.0013988i,-0.00015548+0.0012318i,-0.00044241+0.00059587i,-0.00016087+0.00040772i,-0.00028952+0.00037637i,-0.00042812-0.00018474i,-0.00035618-0.0009248i,-0.00019838-0.0012729i,4.344e-05-0.00067624i,-0.00025894+0.00048369i,-0.00055679+0.00071773i,-1.3156e-05+0.00045147i,0.00019396+0.00011776i,-0.00012181-0.00023428i,2.9814e-05-0.00020465i,-0.00022541-6.3908e-06i,-0.00057834-3.4783e-05i,-0.00048664-4.9801e-05i,-1.7889e-05-0.00030995i
0.00012808+0.00094696i,0.001189-0.00010848i,0.0017014-0.00046256i,0.0016161-0.00072167i,0.0017597-0.00065213i,0.00072225+0.00012472i,-0.00025257+0.00048644i,-0.00037965+0.00032152i,7.1905e-05-0.00024094i,-0.00018614-0.00031579i,-0.00092961-0.00042168i,-0.0013428-0.0010729i,-0.0010809-0.0010008i,-0.00039934-0.00013315i,0.00027459+0.00083087i,0.00018404+0.0004323i,0.00029794-0.00063123i,0.00052721-0.00031992i,7.9928e-05-0.00015245i,-9.1302e-05-0.00068207i,-0.00044662-0.00018444i,-0.00074181-1.834e-06i,-0.00044054-0.00044852i
-0.0015799+0.0004089i,-0.0018593+0.00060182i,-0.0018921+0.0015538i,-0.0011535+0.0023346i,-0.00042483+0.001992i,0.00032078+0.00087693i,0.00089226-6.6136e-05i,0.00060808-0.00085159i,0.00053475-0.00064829i,0.00043436+0.00014272i,0.00043739+0.00036729i,0.00010178+0.00081227i,-0.0005151+0.0010951i,-0.0010496+0.00042097i,-0.0011433-0.00016789i,-3.395e-06+0.00053455i,0.00021936+0.000303i,-0.00060781-0.00032264i,-0.0008722-0.00028912i,-0.00052329-0.00036659i,-0.00070895+0.00028162i,-0.00095544+0.00092107i,-0.00049337+0.0005233i
-0.0035016+0.0015352i,-0.0019011+0.0024125i,1.8669e-05+0.0032554i,0.0012118+0.0027448i,0.0013748+0.002226i,0.0016222+0.0013319i,0.0013095-0.00058512i,8.3171e-07-0.0015464i,-0.00083359-0.00065683i,-0.00062248-0.00036217i,-0.00064911-0.00087302i,-0.00067824-0.0016465i,-0.00062174-0.0018697i,-0.00077291-0.00073507i,-0.0010044+0.00051389i,-0.00089166+0.00091127i,-0.00030746+0.00048078i,0.00011384+0.00049154i,-0.0002264+0.00068132i,-0.00031782+0.00092034i,-3.8215e-05+0.0010551i,0.00040393+6.2664e-05i,0.00025053-3.757e-05i
-0.000598+0.0013648i,-0.0011479+0.0010127i,-0.0014655+0.00026762i,0.00014781+0.0001349i,0.0014162+0.00079229i,0.0016137+0.001317i,0.0011844+0.00078096i,0.00058098-1.5577e-06i,-0.00017439-0.00068379i,-0.00081826-0.0006996i,-0.00086515+0.00026575i,-0.00063469+0.00014144i,-0.00024822-0.00036838i,-0.00062823-5.6632e-05i,-0.00070986+0.00040634i,5.1514e-05+0.00035139i,0.00071744+0.00048012i,0.00086947+0.00058348i,0.00032562-0.000286i,-0.0002525-0.00062558i,-0.00026993-0.000508i,0.00024397-0.00068896i,0.00022214-0.0005538i
0.0011803+0.0016377i,0.0013637+0.0006226i,0.0020676-0.00026449i,0.0018579-0.00051273i,0.0010462-0.00023901i,0.00059784+0.00046211i,2.4073e-05+0.00041881i,7.7188e-05-0.0002129i,0.00012691-0.00081299i,-0.00048889-0.00059089i,-0.00095161-0.00026218i,-0.0011648-0.00090478i,-0.00080261-0.0013651i,-0.00029844-0.00031897i,1.7356e-05+0.0011599i,-1.0924e-05+0.001139i,-0.00021856+0.00033024i,-7.5083e-05+0.00018044i,0.00031592+0.00037024i,0.00022793+6.1432e-05i,-0.00044821-0.00028436i,2.2866e-05-0.00067719i,0.00065277-0.00044148i
-0.0011201-0.00025731i,-0.00074674-0.0011706i,-0.0004189-0.0011403i,-0.00051598-0.00035652i,1.3634e-05+0.00025079i,0.00038869+0.00022475i,-0.0006354+0.00031396i,-0.00045685+0.00062313i,-6.4124e-05+0.00044595i,-0.00050224-0.00024816i,-0.00081541-0.00042311i,-0.00041034-0.00024104i,-0.00046782-7.4073e-05i,-0.0010724+0.00036135i,-0.00055299+0.00089144i,0.0004288+0.00083593i,0.0012141+0.000697i,0.0012233+0.00070031i,0.00022011+0.00029539i,1.7641e-05-0.00018605i,0.00018932-0.00011802i,-5.7188e-05+0.0004705i,-8.678e-05+0.00070875i
0.00091293+7.9698e-05i,0.0011036-0.00028209i,0.00017107-0.00055767i,-0.0001351-0.00026809i,-0.00019744-0.00069525i,-0.00013834-0.0011814i,0.00017872-0.0011999i,-8.7788e-05-0.0012164i,-0.0002205-0.00037126i,-0.0010107-1.2661e-05i,-0.0020927-0.00013465i,-0.0015143+0.00015086i,-0.00077178-0.00036965i,-0.00020782-0.00097788i,-0.00010485-0.00034535i,0.00012211+0.00043791i,0.00068443+0.00013691i,0.00091718-0.00059541i,0.00039812-0.0006232i,-0.00027956-0.0002569i,-0.00028341+0.00042094i,-0.00053571+0.00014171i,-0.00045025-0.00041726i
0.00029188-0.0014528i,0.00052679-0.00090992i,1.6633e-06+2.8506e-05i,-0.0005091+0.00047727i,0.00013155+0.00075122i,0.00069422+0.00086728i,0.00024611+3.3532e-05i,-0.00020108-0.00027855i,-0.00067573-0.00018238i,-0.0015533-0.0015598i,-0.0012698-0.0019072i,-0.00063972-0.0005226i,-0.00056866-0.00047952i,6.1362e-05-0.00053923i,-7.9106e-05+0.00010603i,3.5254e-05+8.133e-05i,-0.00015671-0.00034002i,-0.00046942-0.00043187i,0.00025434+6.4271e-05i,0.00076178+0.00030369i,0.00024312+0.00026306i,-0.00063554+0.00019478i,-0.00034928+8.7796e-05i
0.00013915-0.001666i,-0.00048075-0.001688i,-0.00063198-0.0015502i,0.00032881-0.00089251i,0.0009408-0.00057202i,0.0010181-0.00069225i,0.00067621-0.00042576i,0.00016704-0.0002i,0.00015816-0.00057258i,-1.9743e-05-0.00077122i,-0.00050279-0.0001671i,-0.0006825+0.00053823i,-0.00072997+0.00021487i,-0.00067128+7.5532e-05i,-0.00027119+0.00024191i,0.00020747+0.00020473i,0.000367+0.0003527i,0.00040855-0.00059441i,0.00038569-0.0015725i,-3.7306e-05-0.00067895i,-0.00027099+0.00017709i,1.2695e-06-9.2082e-05i,-2.7227e-05+5.2442e-05i
0.00027696+0.00039512i,0.00067069-0.0013517i,0.00045637-0.0019531i,-0.0005601-0.00077304i,-0.0012764+0.00064124i,-0.0013017+0.0013854i,-0.00099688+0.00083046i,-0.00096359+0.00020075i,-0.0010409+0.00021658i,-0.00075022+0.00046771i,-0.001095+0.0001847i,-0.0015451-0.00072128i,-0.0010683-0.00059905i,-0.00017057+0.00077641i,8.4483e-05+0.0019659i,0.00074126+0.0016813i,0.00056559+0.0010684i,-0.00047973+0.00035727i,-0.00012424+4.4929e-05i,0.0006493+0.00025299i,-4.8107e-05-1.6953e-05i,-0.00046376-0.00015881i,0.00016394+9.5075e-05i
-0.00014411+0.0010593i,8.9784e-05+8.916e-05i,0.00088411+0.00050414i,0.00098287+0.00062925i,0.00094877+6.2765e-05i,0.0012069+7.7276e-05i,0.0011059+0.00054585i,-0.00011736+0.00031726i,-0.0012403+0.00056609i,-0.00085244-5.2311e-05i,0.00025726-0.00062598i,0.00067672+7.8815e-05i,0.00016856-4.6993e-06i,-0.0012432+0.00011719i,-0.0013165+0.00025629i,-3.5851e-05+0.00012848i,0.00028152+0.0005037i,0.00035792+0.0010724i,0.00040719+0.00082696i,-0.00051668+0.00030949i,-0.001053-3.6987e-05i,-0.00023538-0.00081081i,0.0001884-0.00072597i
0.0013296-0.0012297i,0.0010334-0.0015485i,0.00033667-0.0024307i,4.5053e-05-0.0024977i,0.00028913-0.0018836i,0.00058517-0.00059546i,0.00079022+0.00037033i,5.4029e-05+0.00024373i,-0.00090095+1.7879e-05i,-0.0019537+9.4163e-05i,-0.0018619-0.00040436i,-0.0011397-0.0006823i,-0.00066069-0.00026608i,-0.00033318+0.00064838i,-0.00047227+0.0010997i,-0.00023555+0.00012887i,6.6828e-06-0.00055338i,0.00022575-0.00031959i,0.00064383+0.00013294i,0.00091549+0.00027653i,0.00020738+0.00022731i,-0.00028291+7.7103e-05i,0.00076768+6.2352e-05i
0.00036137+0.0013301i,-0.00020126+0.0016057i,-0.00021566+0.0020013i,-0.00020768+0.0023209i,-0.00026644+0.0013145i,-7.6871e-05+0.00062834i,0.00040004+0.00069821i,0.00023958+3.9086e-05i,7.0631e-05-0.00047235i,-0.00040233-0.00045162i,-0.0010154-8.991e-05i,-0.00095845+0.00012697i,-0.0008639-0.00028177i,-0.0006571-0.00068643i,9.0112e-05-0.00036847i,5.948e-05+0.0003669i,-0.0013735+0.00049731i,-0.0015766-0.00012799i,-0.00064578-0.00058414i,-6.0847e-05-0.00051168i,-0.0001842-0.0001524i,-0.0002991-0.00068464i,-0.00022716-0.00069164i
-0.00081977-0.00035723i,-0.0015276+9.3893e-05i,-0.0010672+0.00017047i,-0.0005739-2.4188e-06i,6.971e-05+0.00012476i,0.00061856+0.00074442i,0.00080076+8.2819e-05i,0.00053773-0.00034957i,-0.00013336+0.00026086i,-0.00052787+0.00044338i,-0.0004613+0.00016865i,-0.0012237-0.00025274i,-0.0015598-0.00019776i,-0.00139-0.00018182i,-0.00094903-0.00032074i,-0.00062997-0.00064877i,-0.00067544-0.0003921i,-0.00058864-9.1935e-06i,-0.00015889-9.2388e-06i,0.00052044+0.00015581i,0.00034696+0.00023057i,0.00053487+0.00056933i,0.0010637+0.00019084i
0.0013796-0.0014691i,0.0011689-0.0012771i,0.001118-0.0010854i,0.00083981-0.00041843i,-0.00015086-0.00011719i,-0.0015397+1.9099e-05i,-0.0015705+0.00061962i,-6.3198e-05+0.00017904i,0.00085981-0.00018498i,-0.00018381+0.00029991i,-0.0013024+0.00010683i,-0.00086748-7.1482e-05i,-0.00057069+0.00013072i,-0.00022335+0.0004171i,0.00055387+0.00042446i,0.00055327+0.00085514i,0.00023297+0.00034513i,0.00052854-0.00053331i,0.00035614+0.00017983i,0.00050861+0.00014042i,4.7381e-05-0.00067992i,-0.00075454-0.00034441i,-0.00071178-7.8911e-05i
-0.00021747-0.00016907i,-0.00090711-0.00034852i,-0.0013534-0.00010396i,-0.0013618-6.0568e-05i,-0.00039124+0.00014753i,0.00056986+0.00083768i,0.00055332+0.00097738i,0.00027809+0.00040711i,6.8571e-05-0.00042384i,-0.00057568-0.00039368i,-0.001064+0.0003953i,-0.00073961-0.00010335i,-0.00036401-0.0007061i,-0.00043204-9.4637e-05i,-0.00025311+0.00048913i,0.00022721+2.9922e-05i,0.00058433-0.00055184i,0.00080151+6.0271e-05i,0.00061882+0.00027375i,-0.00023042-0.00065281i,-0.00048981-0.00043879i,-0.00055586+0.00025886i,-0.00093378+0.00078173i
0.00034095-0.001561i,0.00015217-0.0015481i,0.00037608-0.0019161i,0.00043264-0.0014309i,-0.00041861+0.00015384i,-7.6317e-05+0.00013394i,0.00076648-0.0002864i,0.00058296+0.00011113i,-0.00054425+1.6033e-05i,-0.0019582-0.0010023i,-0.0019233-0.0010716i,-0.00099026-0.00025403i,0.00018363+0.00052519i,0.00010593+0.00054408i,-0.00064904-0.00017201i,-0.00049782-0.00077636i,0.00056046-0.00078914i,0.00093629-9.4412e-05i,0.00030074+0.00060854i,-6.7242e-05+0.00063768i,0.00015784+0.00017496i,0.00036298-7.9169e-05i,-0.00049117-9.025e-05i
-0.001245+0.00059974i,-0.0021552+0.00037757i,-0.0026945+0.0010005i,-0.0017695+0.0018957i,-0.00037465+0.0020974i,0.00069531+0.00032228i,0.00074633-0.0008646i,-4.5387e-05-9.0874e-05i,-0.00043675+0.00025842i,0.00029352+0.00044618i,0.00058132+0.00047813i,-0.00035716-0.00078079i,-0.00071185-0.0011147i,-0.00061456-0.00018911i,-0.00014443+0.00014949i,0.00011064-0.00042102i,0.00049569-0.0004643i,0.00074395+0.00039203i,0.00048028-0.00037579i,3.2421e-05-0.0013269i,-0.00014907-0.00092594i,-0.00018496-0.0005748i,-0.00018352-0.00031762i
-0.00025886+7.9481e-05i,0.0004901+0.00066594i,0.0017814+0.00076255i,0.0013712+6.3029e-05i,0.00038412-0.00033776i,0.00078322-0.00034788i,0.0010094+4.9831e-05i,-9.22e-06+0.00043018i,-0.00050876+0.00050322i,-0.00012204+0.00044109i,-0.00035682-3.959e-05i,-0.00057424-0.00055696i,-0.00027004-0.00012176i,0.00029089+0.00083473i,-5.9374e-05+0.00099721i,-0.0013471+0.00068916i,-0.0011194+0.00014895i,3.9954e-05-0.00055255i,0.00045569-0.00078058i,0.00014748-0.0010955i,2.9158e-05-0.00035987i,0.0004359-0.00010813i,0.00017518-0.00021793i
-0.00030772+0.00050301i,-0.00051995+0.00012759i,-0.00050283+0.00048877i,0.00020448+0.00032188i,0.001348-0.00061931i,0.0014647-0.00087656i,0.0010914+0.00050981i,-0.00022233+0.0006615i,-0.0018128+9.8734e-05i,-0.0016405-5.129e-06i,-0.00077828-0.00027406i,-0.00054847-0.00020055i,-7.2389e-05-0.00032554i,0.0003307-0.0005093i,2.8066e-05+0.00024875i,-0.00055869+0.00088919i,-0.0012332+0.00032504i,-0.0012292-0.00063973i,-0.00059099-0.00040612i,-0.00049349-3.7746e-05i,-0.00045719-0.00025419i,0.00040976-0.00012852i,0.00076234+0.00022152i
0.0011399+0.00046624i,0.00052566-0.00052655i,-0.0011254-0.0012112i,-0.001073+2.6967e-05i,-2.8688e-05+0.0018741i,0.00041365+0.0021021i,0.00058951+0.00093773i,-0.00013425-0.0004612i,-0.0010581-0.00098673i,-0.0011229-0.00059038i,-0.0010497-0.00020151i,-0.00049092-0.00045638i,-0.00023773-0.00048968i,-0.00060444+9.9636e-05i,-0.00094617+0.00049787i,-0.00072062-7.8081e-05i,-0.00084266-0.00018138i,-0.00070345-0.00019112i,-6.344e-05-0.00038759i,-3.3651e-05-4.848e-06i,-0.00025713+0.00022595i,-0.00032944-2.9843e-05i,0.00022931-0.0002155i
0.00020499+0.00065702i,0.00026118+0.00065181i,0.0005978+0.0012266i,0.00063062+0.001594i,0.000821+0.001404i,0.00099726+0.00051702i,0.00086813-0.00027924i,0.00058909-0.00030149i,0.00010758-0.00027308i,-0.00057095-0.00019516i,-0.00098301-4.9565e-05i,-0.00073343-0.00062505i,-0.00076844-0.00066568i,-0.00096549-8.4251e-05i,-0.00076696+0.00023884i,-0.00029935+0.00037539i,-0.00051555+0.00071196i,-6.4381e-05+0.00043569i,0.00013098-0.00025129i,-0.00030118-0.00091777i,-2.233e-06-0.00052131i,-0.00028308+7.2775e-05i,-0.00053903-0.00011293i
-0.00028556+0.00041727i,-0.00075508+0.00099317i,-0.00085327+0.0017557i,-0.00063029+0.0019032i,0.00010996+0.0013147i,0.00074789+0.00095048i,0.00018703+0.00047296i,-0.00062818-0.00044712i,-0.00083124-0.00071044i,-0.00075111-0.00057537i,-0.00049511+0.00020348i,-0.00065275+0.00012588i,-0.00082443-0.00072079i,-0.00052316-0.00022768i,-0.00030081+0.00030128i,0.0003816+0.00020156i,0.00065986+0.00028313i,0.00032403+0.0002997i,0.00040984+0.00061675i,0.00028347+0.00033168i,0.00025414-0.00029992i,0.00035574-0.00057095i,0.00013109-0.00011153i
-0.0016627-0.00010975i,-0.00089424+0.00031424i,0.00026886+0.0013572i,0.00092493+0.0018785i,0.00027096+0.0017059i,-6.9694e-05+0.00054306i,0.0007153-0.00039833i,0.00017447+4.477e-05i,-0.0009871+0.00021736i,-0.0010553-1.6853e-05i,-0.0011407+0.00017787i,-0.0012117-6.0501e-05i,-0.00033615+9.8174e-05i,-0.00017262+0.00013049i,-0.00089225+0.00029938i,-0.00092357+0.00046916i,-0.0003344+5.2428e-05i,-0.00017381+4.6345e-05i,-0.00022325-7.744e-05i,-0.00012328+2.2709e-05i,0.00026065+0.00057911i,0.00015736+2.068e-05i,-0.00023062-0.00073392i
-0.00077796+0.00034177i,0.00045535+0.00045715i,0.0010836+0.00088085i,0.00073117+0.00059775i,0.0010643-0.00056786i,0.00119-0.00091088i,-0.00011276-0.00061911i,-0.0015176-0.00069596i,-0.0013953-0.00045315i,-0.00074886+0.00023104i,-0.00062609+0.00023187i,-0.00083053+0.00013441i,-0.00061121+0.00036293i,-0.00040057+0.00076467i,-0.00071689+0.001196i,-0.00053297+0.00072403i,-0.00024042+0.00028406i,8.4937e-05+0.00012049i,-4.1668e-05-0.00061513i,-0.00065767-0.00063597i,-0.00094647+0.00010539i,-0.00081746+0.00079786i,-0.00050531+0.00049714i
0.00076851+0.0001314i,0.00031984-0.00029187i,-0.00014873-0.00054009i,-0.00025509-0.00071812i,-0.00028602-0.00091873i,-0.00036066-0.00026745i,2.9402e-05+0.00012496i,0.00039947+0.00037024i,-0.00011907+0.00021763i,-0.001005-0.00062948i,-0.0006114-0.0013428i,-0.00047312-0.0012565i,-0.00068429-0.00077873i,-0.00071962-0.00040949i,-0.0012934-9.3563e-05i,-0.00089039+0.00018483i,-0.00018507-3.8921e-05i,-0.00023712-0.00097586i,-1.8043e-05-0.0013424i,3.695e-05-0.0005746i,-0.00046853+9.6247e-05i,-0.00096044+0.00038811i,-0.0006869+0.00058361i
0.00075042+0.00071169i,-0.00010997+0.00071347i,0.00036079+0.00062571i,0.0011315-2.6086e-05i,0.0014038-0.00022378i,0.0010691-1.3988e-05i,0.00043163-0.00014487i,-0.00017655-0.00013458i,-0.0010207+0.00038977i,-0.0016246+0.00050205i,-0.0010418+0.00033446i,-0.00037801+8.1463e-05i,-0.00027499-9.0631e-06i,-0.00060214-0.00010276i,-0.00048221+0.00019663i,-0.00027909+0.00037537i,-0.00071259-0.00014296i,-0.0007702-0.00046449i,-0.00030083-0.00077053i,-0.00039035-0.00058948i,-0.00032841+0.00035777i,0.00018691+0.00044038i,0.00037377-0.00035199i
4.7879e-05-0.00047233i,-0.00087232-0.00052025i,-0.0012283-0.00084402i,-0.00056317-0.00067587i,-0.00043252-0.00043789i,-0.00061918+0.00030762i,-0.00041914+0.0012734i,-0.00049201+0.0010824i,-0.0016219+9.97e-05i,-0.001875-0.00029489i,-0.00084845+8.3941e-05i,-0.00038839+0.00059818i,-0.00039616+0.0010312i,-0.00060259+0.0011349i,-0.00053124+0.0005178i,-0.00037769+0.00030412i,-0.00023484-7.2582e-05i,-0.0003318-0.00078536i,-0.0003927-0.0007542i,-5.602e-06+6.3865e-05i,9.1438e-06+0.001128i,-0.00041731+0.00088794i,-0.00059979-0.00066598i
0.00096657+0.0009313i,0.00097572+0.00047327i,0.00073694+0.00063099i,0.00012046+0.00047468i,0.00020583+0.00024522i,0.00022895+0.00013813i,0.00034022-0.00052186i,8.4473e-05-0.0010849i,-0.00024779-0.00083422i,-0.00088176-0.0010259i,-0.0012363-0.0011637i,-0.00097962-0.00041189i,-0.00081272-0.00029341i,-0.00023121+0.00019347i,0.00013956+0.00028894i,-4.5195e-05-7.2004e-05i,-0.0011126-0.00028661i,-0.0014936-3.5091e-05i,-0.00079999+0.00068075i,-0.00026567+4.8731e-05i,0.00024411-0.00032824i,0.00036176+8.1491e-05i,-0.0008321-9.6407e-05i
0.00041029+0.00076839i,0.00068098+0.00031145i,0.0012102-0.00032041i,0.0005121-0.00012033i,-0.0005749+0.00025161i,-0.00065548-0.00013116i,-0.0010187+9.8191e-05i,-0.00096421+1.3263e-05i,-0.00081506+1.1272e-05i,-0.00044307+0.00014906i,-0.00048513-9.7777e-05i,-0.00077983-0.0010849i,-0.00090654-0.0017869i,-0.0005656-0.0013208i,-0.00039998-0.00045138i,8.692e-05+0.00014601i,0.0007999+0.00091602i,0.0010123+0.0010562i,0.00084137+0.00041518i,0.0007714+0.00010361i,8.6896e-05-0.00022254i,-0.00099305+0.00016269i,-0.00045702+0.0010176i
