9.4105e-05+7.1085e-05i,0.00099636-0.0013697i,0.00059393-0.0019239i,-0.00044569-0.0012234i,-0.0028485-0.00042081i,-0.0041291+0.00051054i,-0.0015014+0.00069359i,0.00035005+0.0015398i,0.00097223+0.0014971i,0.0021174+0.00074389i,0.0013378+0.0006318i,2.5637e-05-0.00033644i,-0.00029418-0.0011965i,-0.00037484-0.00062719i,-0.00071613+0.00018184i,-0.00072615+7.1939e-05i,-0.00034915-0.00043625i,0.00052154-0.00055639i,0.0011134-0.00056948i,0.00065967+0.00016483i,0.00014054+0.00084647i,-0.00036012+0.00021818i,-0.0010103-0.00065631i
-0.012192-0.020652i,-0.067327-0.027064i,-0.19766+0.048306i,-0.34456+0.25822i,-0.31448+0.48021i,-0.089134+0.46017i,0.10248+0.2159i,0.13898+0.029678i,0.10632-0.0095773i,0.066426-0.010813i,0.020155+0.0042468i,0.0072578+0.027899i,0.011573+0.016227i,0.0026973-0.0047805i,0.016567-0.0083156i,0.048052-0.015403i,0.052714-0.040594i,0.022826-0.079438i,-0.012697-0.10019i,-0.021405-0.085721i,-0.02018-0.065401i,-0.035694-0.045667i,-0.042699-0.016584i
0.060789-0.046342i,0.21967-0.16152i,0.45122-0.35545i,0.60527-0.41073i,0.60015-0.19566i,0.4838+0.032997i,0.3017+0.023422i,0.14454-0.077781i,0.1039-0.12984i,0.091327-0.15053i,0.037417-0.11218i,0.013586-0.043695i,0.029841-0.011425i,0.044007-0.018245i,0.047127-0.054502i,0.025721-0.085303i,-0.02038-0.071882i,-0.071968-0.031416i,-0.095523+0.0046087i,-0.068397+0.021711i,-0.027687+0.024397i,-0.0048258+0.034193i,0.008373+0.043311i
-0.065234+0.057382i,-0.25954+0.16715i,-0.50742+0.28843i,-0.57181+0.2893i,-0.40019+0.10395i,-0.26284-0.11085i,-0.22816-0.16007i,-0.13045-0.11867i,-0.01962-0.12007i,0.0010213-0.10045i,0.0057819-0.023601i,0.033788+0.012046i,0.042738-0.018667i,0.025431-0.064505i,-0.0068264-0.088088i,-0.027062-0.06415i,-0.025651-0.011276i,-0.024647+0.033691i,-0.017566+0.043289i,-0.0033376+0.013207i,-0.0064274-0.014922i,-0.017651-0.010586i,-0.011922+0.0025431i
0.070402-0.05713i,0.24395-0.16346i,0.41857-0.32236i,0.34762-0.38375i,0.053519-0.18102i,-0.13336+0.15649i,-0.12159+0.26582i,-0.10232+0.11229i,-0.13313-0.023555i,-0.1296-0.028898i,-0.070059-0.0054693i,-0.016536-0.021769i,-0.010967-0.036084i,-0.029172-0.016857i,-0.039039+0.0068885i,-0.032672+0.018862i,-0.013641+0.036464i,0.00076821+0.063915i,-0.001628+0.072826i,-0.01166+0.048098i,-0.01526+0.018018i,-0.0026135+0.0087381i,0.012204+0.0041203i
0.010643+0.036186i,-0.090391+0.06556i,-0.31111+0.19486i,-0.41083+0.41293i,-0.20774+0.47182i,0.036493+0.29995i,0.087244+0.14519i,0.053403+0.086495i,0.022276+0.045027i,0.0060008+0.036103i,0.027394+0.042138i,0.043061+0.028789i,0.034009+0.011815i,0.018807-0.0014989i,0.009328-0.00041239i,0.015242+0.011884i,0.028097+0.021635i,0.040172+0.025913i,0.039311+0.014199i,0.015103-0.0042018i,-0.0076949-0.0087711i,-0.0050891-0.0092786i,0.0059107-0.018117i
-0.022716-0.043878i,-0.0094907-0.070655i,0.13213-0.12181i,0.30092-0.23396i,0.26803-0.30933i,0.16426-0.22139i,0.16613-0.076839i,0.13081-0.0082199i,0.047978+0.04181i,0.037025+0.064396i,0.030915+0.026563i,-0.0067105+0.0042659i,-0.012541+0.013995i,0.01158+0.014721i,0.030882+0.0021608i,0.037383-0.00859i,0.041186-0.013274i,0.042863-0.016086i,0.026662-0.0090485i,-0.00067356+0.0083186i,-0.014846+0.015089i,-0.015394+0.00012912i,-0.017931-0.014919i
0.0033589+0.081402i,0.064793+0.26589i,0.17871+0.47798i,0.21799+0.51619i,0.065491+0.36858i,-0.14026+0.20465i,-0.17147+0.084512i,-0.068224+0.022213i,0.035324+0.030746i,0.089072+0.042571i,0.088949+0.035033i,0.077672+0.031007i,0.069466+0.014716i,0.043469-0.0059789i,0.017673-0.010473i,0.011131-0.0094348i,0.0084926-0.010676i,-0.00078853-0.012333i,-0.0073855-0.012124i,-0.010637-0.0086943i,-0.022623-0.0077025i,-0.037485-0.0077655i,-0.035283-0.0049043i
0.11242-0.11261i,0.2761-0.47256i,0.31275-1.0349i,0.071135-1.241i,-0.137-0.77181i,-0.032306-0.22824i,0.096679-0.076111i,0.08927-0.053537i,0.10381-0.037113i,0.10469-0.07317i,0.054434-0.073024i,0.038456-0.040723i,0.044007-0.025991i,0.039529-0.014506i,0.029023-0.013909i,0.0075203-0.021047i,-0.01403-0.012532i,-0.024132+0.0049256i,-0.024103+0.015146i,-0.02137+0.019936i,-0.01821+0.026246i,-0.011723+0.026491i,-0.0087627+0.017494i
-0.18062-0.0025073i,-0.50341+0.13907i,-0.77635+0.46125i,-0.63573+0.68074i,-0.25466+0.50793i,-0.11587+0.23561i,-0.11349+0.18657i,-0.0048291+0.12507i,0.045049-0.024588i,0.0006984-0.069402i,-0.014297-0.042497i,-0.010075-0.038442i,-0.0066579-0.047073i,0.00015597-0.051819i,-0.0011343-0.040583i,-0.0041542-0.016425i,0.0050595+0.0030825i,0.021604+0.007884i,0.027704-0.0017263i,0.020038-0.0068735i,0.013208+0.00029673i,0.0074595+0.0034478i,0.003978-0.0016203i
0.012209+0.087125i,0.017169+0.2075i,-0.023697+0.32358i,-0.095111+0.37124i,-0.10727+0.34801i,-0.027316+0.26725i,0.062596+0.12774i,0.062268+0.018998i,0.01424-0.0057876i,-0.0069163+0.002588i,-0.008251+0.0080332i,-0.0097676+0.012335i,-0.0084452+0.016008i,-0.0065121+0.014704i,-0.0054847+0.012664i,-0.0043336+0.012197i,0.0007778+0.0064914i,0.0059335-0.0063067i,0.004126-0.014931i,-0.0014983-0.013472i,-0.0070399-0.0099277i,-0.010752-0.0057914i,-0.015025+0.00022576i
0.19219+0.054591i,0.60684+0.14379i,1.1625+0.15674i,1.3408-0.041368i,0.94439-0.23405i,0.51336-0.1676i,0.33676-0.066786i,0.18178-0.069362i,0.038741-0.02832i,0.023223+0.019259i,0.038877+0.012059i,0.038311+0.0094979i,0.040437+0.010608i,0.032979+0.0033502i,0.026451+0.0007732i,0.022831-0.0015614i,0.01227-0.0084366i,0.00038707-0.022014i,-0.010505-0.034451i,-0.019758-0.031589i,-0.023443-0.019941i,-0.023227-0.0089082i,-0.018393-0.0031358i
-0.16824-0.19314i,-0.44976-0.53867i,-0.76225-0.89058i,-0.78657-0.85332i,-0.47681-0.50621i,-0.20286-0.32213i,-0.13596-0.23778i,-0.063157-0.061958i,0.056673+0.033612i,0.07204-0.0012367i,0.020481-0.031177i,-0.00015759-0.035629i,0.010265-0.037763i,0.019737-0.037019i,0.011355-0.033007i,-0.0056493-0.02274i,-0.019913-0.014577i,-0.035649-0.015434i,-0.044901-0.015133i,-0.035767-0.0018498i,-0.017815+0.01433i,-0.0018345+0.021809i,0.0058428+0.023109i
0.044531+0.13112i,0.077377+0.28056i,0.014491+0.34057i,-0.19167+0.20065i,-0.39464+0.044661i,-0.40638+0.040482i,-0.23238+0.048124i,-0.038342-0.0088367i,0.049277-0.066309i,0.028812-0.073679i,-0.011728-0.03408i,-0.021554-0.0017642i,-0.026534-0.0043317i,-0.032595-0.0093823i,-0.019821-0.0026914i,-0.0023618+0.0028053i,-0.0039197+0.0051859i,-0.020642+0.0090774i,-0.029255+0.013183i,-0.019532+0.0081732i,-0.0082692-0.0023659i,-0.0055185-0.0033027i,-0.0030192+0.0035885i
-0.016033+0.019722i,-0.053269+0.15409i,-0.046355+0.37103i,0.061204+0.47174i,0.1673+0.38598i,0.14219+0.29562i,0.083774+0.23162i,0.062433+0.076526i,0.0087953-0.051461i,-0.033496-0.038516i,-0.022711+0.010698i,-8.1408e-05+0.029915i,0.013967+0.033049i,0.020174+0.022007i,0.012176+0.0045684i,-0.0043998+0.0028688i,-0.011773+0.025006i,-0.0046432+0.051545i,0.0077691+0.05299i,0.0092905+0.031269i,0.0019038+0.012057i,0.003262+0.0037597i,0.01491-0.00021953i
0.042693-0.11555i,0.14851-0.30871i,0.251-0.48323i,0.21068-0.38198i,0.1176-0.09736i,0.14459+0.036411i,0.14891-0.012697i,0.022522-0.024075i,-0.063497+0.041794i,-0.047666+0.06741i,-0.010037+0.040089i,0.013088+0.0058734i,0.017074-0.011946i,0.0060568-0.015238i,-0.0047881-0.012482i,0.00076484-0.0053571i,0.025045-0.0023448i,0.048774-0.013568i,0.048491-0.032178i,0.023631-0.036668i,-0.0026333-0.02203i,-0.010887-0.0068226i,-0.0041961-0.0059375i
-0.014331+0.12433i,-0.06339+0.26149i,-0.10213+0.28616i,-0.074094+0.0432i,-0.045403-0.25807i,-0.073686-0.3346i,-0.066249-0.21185i,0.0071178-0.068057i,0.062739+0.0023092i,0.063252+0.014344i,0.02991+0.009587i,-0.00039752+0.0033007i,-0.014578-0.0031866i,-0.016101+0.00044149i,-0.0061344+0.011173i,0.012526+0.0098709i,0.032746-0.017051i,0.035433-0.056249i,0.013016-0.073834i,-0.0098297-0.054758i,-0.012097-0.02266i,-0.0031923-0.0081468i,-0.0012894-0.013142i
-0.022147-0.089853i,-0.043023-0.18713i,-0.053054-0.21333i,-0.034734-0.087376i,-0.040494+0.075493i,-0.11135+0.14526i,-0.13791+0.13789i,-0.052149+0.091169i,0.043358+0.039771i,0.066026+0.020231i,0.048379+0.028021i,0.030549+0.040671i,0.02768+0.049543i,0.033834+0.040503i,0.030674+0.008575i,0.008825-0.032124i,-0.035571-0.063307i,-0.082687-0.066486i,-0.098137-0.040019i,-0.077337-0.0056384i,-0.045258+0.017845i,-0.019988+0.028993i,-0.0091393+0.028149i
0.039198+0.031578i,0.096779+0.043995i,0.07597+0.0024392i,-0.10409-0.051072i,-0.24637+0.010301i,-0.14294+0.1575i,0.02892+0.16404i,0.066354+0.044132i,0.037793-0.037811i,0.029581-0.050088i,0.030226-0.034914i,0.034334-0.020958i,0.040253-0.023315i,0.02807-0.03368i,-0.0062946-0.031235i,-0.046681-0.010637i,-0.07594+0.017277i,-0.080927+0.038265i,-0.056706+0.042631i,-0.020143+0.036003i,0.0083309+0.024713i,0.023884+0.0084492i,0.01957-0.0043945i
-0.06007+0.0045747i,-0.17671+0.039586i,-0.25219+0.086643i,-0.11936+0.082745i,0.11721-0.0088137i,0.20684-0.094562i,0.15187-0.079186i,0.076046-0.050452i,0.012397-0.052745i,-0.011905-0.044914i,0.00024417-0.02851i,0.012213-0.024573i,0.011107-0.026662i,-0.00011684-0.013064i,-0.011593+0.018938i,-0.013852+0.056965i,-0.007952+0.088659i,0.0019823+0.096083i,0.0075481+0.066477i,0.0098146+0.020992i,0.016953-0.011145i,0.021162-0.026474i,0.017446-0.026238i
0.032543-0.03091i,0.10982-0.030888i,0.183+0.037125i,0.11882+0.14405i,-0.048981+0.1646i,-0.12578+0.065607i,-0.10422-0.026711i,-0.075053-0.0098669i,-0.034629+0.037444i,-0.0078578+0.029806i,-0.0093259+0.0078565i,-0.010847+0.0053318i,-0.0042156+0.006455i,0.0072976+0.0055797i,0.025582+0.0073299i,0.048012+0.015103i,0.064206+0.02479i,0.061443+0.025896i,0.034119+0.018447i,0.00075622+0.010327i,-0.019932+0.002369i,-0.030425-0.0043939i,-0.034168-0.0052346i
0.023061+0.057438i,0.05891+0.070295i,0.094835-0.035838i,0.058482-0.21486i,-0.048534-0.22782i,-0.11491-0.039295i,-0.067931+0.099884i,0.017968+0.086536i,0.051266+0.032694i,0.039788+0.0059754i,0.020534-0.0050644i,0.01185-0.012936i,0.015174-0.020733i,0.020499-0.029134i,0.016146-0.033539i,0.019598-0.03138i,0.040113-0.029321i,0.052756-0.024466i,0.042427-0.0064659i,0.02014+0.014443i,0.0062256+0.023929i,0.0024406+0.020436i,0.0025621+0.01193i
-0.046315-0.084214i,-0.1435-0.16524i,-0.25599-0.17372i,-0.23468-0.019481i,-0.064641+0.16388i,0.079726+0.19319i,0.11133+0.12689i,0.083641+0.043346i,0.034294-0.026225i,-0.0096764-0.026649i,-0.013781+0.0092349i,-0.00085936+0.019008i,-0.0002139+0.0065594i,-0.014312-0.0016499i,-0.025278+0.0071012i,-0.0157+0.0099284i,0.0011413-0.011751i,0.011724-0.035959i,0.021358-0.039828i,0.033803-0.028546i,0.040079-0.021734i,0.030843-0.018086i,0.014103-0.012606i
0.012896+0.059256i,0.045172+0.16619i,0.049339+0.26543i,-0.030145+0.23257i,-0.092631+0.10014i,-0.024765+0.0057292i,0.069147-0.042961i,0.065973-0.034238i,0.033597+0.020591i,0.038491+0.039192i,0.043112+0.016076i,0.033269-0.0056992i,0.019436-0.020367i,0.012244-0.018603i,0.026109-0.0077439i,0.03385-0.015962i,0.010455-0.034785i,-0.020841-0.040966i,-0.030658-0.037756i,-0.026379-0.0375i,-0.026868-0.034596i,-0.026834-0.022266i,-0.024453-0.010267i
0.030606+0.006977i,0.068092-0.0068461i,0.1332-0.055263i,0.19085-0.095357i,0.17858-0.086481i,0.099049-0.067838i,0.043602-0.054523i,0.052096-0.041162i,0.06876-0.035807i,0.061293-0.036412i,0.037593-0.041493i,0.0071375-0.043131i,-0.015398-0.029344i,-0.015426-0.018201i,-0.010855-0.02752i,-0.025752-0.032681i,-0.043206-0.011132i,-0.043649+0.013707i,-0.040367+0.016476i,-0.04179+0.013266i,-0.034895+0.019145i,-0.018065+0.018862i,-0.0096183+0.015925i
-0.00049394-0.0798i,-0.028435-0.16287i,-0.098757-0.169i,-0.16486-0.03145i,-0.15599+0.097388i,-0.10699+0.098889i,-0.060258+0.037205i,-0.015625-0.023987i,-0.001465-0.068111i,-0.020537-0.069892i,-0.038453-0.035096i,-0.043612+0.0028046i,-0.036963+0.022827i,-0.03561+0.017261i,-0.050522+0.010107i,-0.056269+0.02952i,-0.032989+0.055005i,-0.0034991+0.05933i,0.0068416+0.052736i,0.011483+0.045179i,0.02162+0.030237i,0.0195+0.010798i,0.0075546+0.0037387i
-0.01471+0.079145i,-0.031951+0.17689i,-0.019041+0.20176i,0.0010743+0.070002i,-0.0063842-0.056717i,0.0076957-0.033406i,0.048299+0.0092869i,0.041158-0.00052083i,0.0060115+0.012176i,0.0015866+0.030377i,0.012928+0.029076i,0.030627+0.028684i,0.045758+0.022182i,0.039559+0.024444i,0.03452+0.055153i,0.060539+0.079943i,0.091916+0.063852i,0.094176+0.031092i,0.075661+0.010923i,0.05656-0.0049486i,0.034996-0.023479i,0.0090578-0.025842i,-0.0011806-0.010546i
0.030089-0.037765i,0.065688-0.087474i,0.081019-0.093057i,0.088024+0.0079213i,0.11413+0.10444i,0.12413+0.068467i,0.094399-0.022768i,0.060892-0.062847i,0.042146-0.059798i,0.022856-0.042408i,0.012306-0.030755i,0.014257-0.035367i,0.014782-0.03856i,0.022543-0.028422i,0.054684-0.025948i,0.08701-0.052483i,0.084004-0.085145i,0.055279-0.09164i,0.027989-0.077521i,0.0048081-0.060936i,-0.015698-0.039747i,-0.017978-0.01209i,-0.0058902+0.0059716i
-0.014445-0.015926i,-0.044817-0.016792i,-0.084327+0.0062048i,-0.12674+0.018045i,-0.1464-0.01734i,-0.10886-0.057265i,-0.063762-0.08099i,-0.055291-0.084665i,-0.04733-0.05905i,-0.028152-0.027167i,-0.028261-0.0099985i,-0.041508-0.011902i,-0.046224-0.025161i,-0.035729-0.041722i,-0.024314-0.070982i,-0.035278-0.10218i,-0.056893-0.1073i,-0.060639-0.089478i,-0.053703-0.067467i,-0.051597-0.042908i,-0.043666-0.019651i,-0.027671-0.010312i,-0.01386-0.0098934i
-0.0021289+0.04218i,0.013934+0.08019i,0.07737+0.047264i,0.14978-0.053465i,0.14366-0.096958i,0.054739-0.068948i,-0.024447-0.030079i,-0.048927+0.011459i,-0.030178+0.039744i,-0.0013581+0.043407i,0.0096127+0.050384i,0.0073595+0.063499i,-0.0028244+0.060936i,-0.024399+0.044145i,-0.055209+0.037566i,-0.081551+0.046855i,-0.089159+0.056351i,-0.081987+0.055749i,-0.070968+0.051153i,-0.056706+0.045896i,-0.038595+0.034695i,-0.02367+0.021625i,-0.013888+0.01264i
0.028936-0.046501i,0.036072-0.10223i,-0.018684-0.092114i,-0.10995+0.029147i,-0.13187+0.13192i,-0.080222+0.12519i,-0.025836+0.0724i,0.030387+0.024027i,0.063504-0.024558i,0.055532-0.047475i,0.049586-0.037371i,0.047906-0.018408i,0.033884+0.0030674i,0.022662+0.025556i,0.027982+0.045671i,0.040868+0.063452i,0.044285+0.071633i,0.034082+0.06627i,0.01867+0.057688i,0.0049214+0.053793i,-0.0057616+0.049939i,-0.0088519+0.043192i,-0.0044522+0.032255i
-0.047937+0.027331i,-0.098099+0.066313i,-0.12084+0.077939i,-0.091846+0.017947i,-0.042083-0.040469i,0.0064661-0.037995i,0.036185-0.039235i,0.012724-0.070051i,-0.029129-0.066296i,-0.028709-0.036359i,-0.0034353-0.026224i,0.01788-0.027781i,0.033602-0.024733i,0.046019-0.024589i,0.058898-0.037048i,0.072998-0.051187i,0.083075-0.049498i,0.084521-0.035546i,0.078459-0.018416i,0.067878-0.0021282i,0.05112+0.0070753i,0.035145+0.0059992i,0.023088-0.0019879i
0.030612+0.019891i,0.099097+0.028894i,0.19547+0.028493i,0.2542+0.022984i,0.21966+0.0047765i,0.11335-0.041251i,0.001161-0.078416i,-0.063347-0.058584i,-0.062285-0.01537i,-0.037989+0.000215i,-0.027431-0.00071845i,-0.023543-6.1767e-05i,-0.017279-0.0060784i,-0.02121-0.017i,-0.035868-0.027707i,-0.041881-0.042526i,-0.033083-0.059133i,-0.021594-0.064419i,-0.0094283-0.055391i,0.0074575-0.040254i,0.018416-0.024361i,0.012837-0.014861i,-0.002664-0.0098421i
0.0031533-0.04382i,-0.041175-0.097114i,-0.16051-0.12212i,-0.28952-0.072804i,-0.30037-0.011269i,-0.21522+0.0026965i,-0.14421+0.016503i,-0.077023+0.044953i,-0.0044782+0.035772i,0.023105+8.4791e-05i,0.018157-0.021074i,0.0079161-0.026213i,-0.0058016-0.022576i,-0.013953-0.0084555i,-0.020809+0.0068616i,-0.0367+0.0075218i,-0.057481-0.0050442i,-0.066885-0.018096i,-0.062369-0.026756i,-0.053742-0.030875i,-0.043765-0.025244i,-0.034421-0.0066232i,-0.02417+0.01483i
-0.03503+0.032391i,-0.056654+0.079925i,-0.017302+0.10314i,0.070826+0.052962i,0.08865+0.0056109i,0.025274+0.046282i,0.00041933+0.087928i,0.0076842+0.048324i,-0.016146-0.00055493i,-0.038564-0.00068943i,-0.033452+0.015753i,-0.018764+0.024098i,-0.0057068+0.0247i,0.0083075+0.017799i,0.020882+0.0098965i,0.017508+0.014277i,0.00068468+0.030113i,-0.01277+0.041716i,-0.018224+0.042225i,-0.019014+0.034868i,-0.013947+0.027841i,0.00053999+0.025913i,0.01738+0.023526i
0.05288-6.5803e-05i,0.12014+0.0023144i,0.1685+0.023172i,0.13779+0.079293i,0.078445+0.12197i,0.065259+0.088515i,0.055807+0.018204i,0.024616-0.011292i,0.0084734-0.0029882i,0.005452+0.0054317i,0.00047029+0.0099594i,-0.0017184+0.015296i,-0.0019014+0.010833i,-0.010029-0.0047202i,-0.021299-0.014046i,-0.01915-0.0040487i,-0.0047688+0.015602i,0.007783+0.029491i,0.011054+0.035962i,0.010249+0.041886i,0.013991+0.040638i,0.021269+0.024078i,0.0259+0.0017976i
-0.022239-0.030907i,-0.097569-0.086862i,-0.21757-0.14175i,-0.28661-0.14578i,-0.21451-0.10873i,-0.093852-0.078108i,-0.040052-0.051099i,-0.025471-0.014699i,-0.00027656+0.0093939i,0.027409+0.0086682i,0.044095+0.00088313i,0.050644-0.0045007i,0.041868-0.0034799i,0.020462+0.0063968i,0.001653+0.013958i,0.0014817+0.011826i,0.015065+0.0008459i,0.023239-0.010019i,0.025224-0.012106i,0.030471-0.011428i,0.029835-0.012873i,0.017788-0.014229i,0.0051005-0.016092i
-0.0019783+0.037401i,0.022983+0.10895i,0.12422+0.17831i,0.23425+0.16402i,0.19882+0.084352i,0.052002+0.040972i,-0.029626+0.038435i,-0.02972+0.011772i,-0.028259-0.023567i,-0.033467-0.029756i,-0.026865-0.022817i,-0.012947-0.02347i,-0.0014995-0.022891i,0.0073297-0.0091428i,0.013795+0.0047543i,0.014361+0.0019933i,0.010393-0.010652i,0.0078829-0.018162i,0.010511-0.01967i,0.01237-0.022844i,0.011952-0.020947i,0.011052-0.011414i,0.0052267-0.0075101i
0.032341-0.016682i,0.065987-0.041729i,0.040887-0.055076i,-0.058321-0.011779i,-0.1149+0.056143i,-0.077936+0.071489i,-0.034349+0.047313i,-0.0158+0.040114i,-0.0016091+0.035756i,0.0010046+0.018458i,-0.0065984+0.0044764i,-0.014612-0.0057017i,-0.016752-0.013277i,-0.010917-0.017864i,-0.0091354-0.017085i,-0.017154-0.010649i,-0.025942-0.0030456i,-0.029397+0.0023872i,-0.028688+0.0029567i,-0.027001+0.00066506i,-0.018489-0.00046403i,-0.0043242-0.0055002i,-0.0038701-0.0092717i
-0.043853-0.018191i,-0.11371-0.057921i,-0.18245-0.10404i,-0.17225-0.11555i,-0.080866-0.06932i,0.0089277-0.0026542i,0.047668+0.026558i,0.040564+0.013815i,0.018418+0.0063849i,0.012216+0.017088i,0.018766+0.023174i,0.015832+0.021989i,0.0030346+0.020869i,-0.0081015+0.01846i,-0.010745+0.020692i,-0.0067088+0.029097i,-0.0014623+0.033317i,0.0011022+0.026231i,0.00044411+0.01632i,-0.00014158+0.012431i,0.0010507+0.0043147i,-0.0025381-0.0070398i,-0.009582-0.0029617i
0.016114+0.041598i,0.067902+0.12839i,0.17667+0.23975i,0.27495+0.2733i,0.25402+0.18707i,0.13891+0.070902i,0.045994-0.00080987i,0.0033039-0.035307i,-0.01431-0.042613i,-0.015198-0.031864i,-0.0066659-0.023104i,0.0052389-0.015651i,0.013589-0.0055442i,0.015492+0.0065539i,0.022962+0.014969i,0.038127+0.013583i,0.047164+0.0061162i,0.042659-0.00033701i,0.03075-0.0016356i,0.020855-0.0020012i,0.0091874-0.0049226i,-0.0064418-0.0032309i,-0.0080535+0.0048342i
0.019832-0.025773i,0.023443-0.088182i,-0.035686-0.16907i,-0.1458-0.18859i,-0.1829-0.13462i,-0.12343-0.084285i,-0.083317-0.049137i,-0.071042+0.010215i,-0.034938+0.044923i,-0.005076+0.026534i,-0.00049533+0.0032962i,-0.00071998-0.0083514i,0.0021634-0.011321i,0.0090366-0.011729i,0.014335-0.023315i,0.010243-0.039093i,-0.00056701-0.043608i,-0.010984-0.033893i,-0.01315-0.020246i,-0.0096103-0.013702i,-0.008194-0.0069033i,-0.0042525+0.0021174i,0.0035586+0.00034909i
-0.040289-0.011352i,-0.085789-0.020171i,-0.10049-0.022843i,-0.039641-0.017716i,0.016708-0.0013301i,0.0029287+0.040751i,0.00025906+0.081848i,0.035425+0.065706i,0.035861+0.02374i,0.012285+0.013265i,0.0038784+0.015731i,0.0023897+0.0085952i,0.00045392-0.0020429i,-0.006517-0.0090329i,-0.021334-0.0084077i,-0.035754-0.0019304i,-0.039668+0.0068836i,-0.030847+0.014288i,-0.019083+0.013663i,-0.012104+0.010779i,-0.0031202+0.011485i,0.0048358+0.010791i,0.0028653+0.0065916i
0.013335+0.039977i,0.063747+0.12493i,0.14206+0.23852i,0.19132+0.28914i,0.16178+0.23304i,0.10612+0.13771i,0.074299+0.048796i,0.042625-0.021634i,0.007363-0.038888i,-0.0042544-0.021501i,0.0016105-0.011491i,0.0022022-0.0069643i,-0.0001293+0.0017284i,0.00045291+0.013367i,0.0040189+0.030867i,0.013846+0.04754i,0.026265+0.050001i,0.033058+0.038005i,0.028557+0.022605i,0.018455+0.010052i,0.011955-0.0035419i,0.0054317-0.013222i,-0.0019467-0.0097436i
0.01536-0.043713i,0.0089798-0.13955i,-0.041709-0.28114i,-0.11764-0.34687i,-0.11836-0.26766i,-0.042668-0.15658i,-0.021581-0.096689i,-0.055274-0.035345i,-0.045904+0.020796i,-0.010779+0.024216i,-0.0012333+0.0050731i,-0.0063209-0.0034741i,-0.0078405-0.0038382i,0.0056915-0.0019292i,0.032836-0.006793i,0.052449-0.021012i,0.053739-0.033417i,0.042274-0.035525i,0.027568-0.026952i,0.016945-0.017724i,0.0062121-0.015657i,-0.0025213-0.015096i,-0.0033642-0.011495i
-0.025298+0.0031862i,-0.058649+0.032007i,-0.04859+0.085685i,0.02819+0.10891i,0.064246+0.062905i,0.0073031+0.021267i,-0.029666+0.045663i,0.0013689+0.063195i,0.02837+0.033706i,0.019522+0.0088059i,0.0061903+0.0071984i,0.0047001+0.010533i,0.011912+0.0062663i,0.014993-0.013123i,0.00381-0.03848i,-0.013738-0.054312i,-0.026725-0.055006i,-0.028735-0.044914i,-0.022228-0.030993i,-0.018597-0.017175i,-0.020644-0.0022562i,-0.021979+0.010488i,-0.017189+0.015911i
0.022686+0.036874i,0.059979+0.092498i,0.087612+0.15467i,0.060233+0.17485i,0.005389+0.15208i,-0.013427+0.11041i,0.010101+0.059536i,0.028234+0.012407i,0.01563-0.014084i,0.00034101-0.013494i,0.0017471-0.0043483i,0.0077554-0.0012865i,0.0065274-0.0012617i,-0.0077446-0.00055567i,-0.030199+0.006159i,-0.046211+0.019224i,-0.048601+0.029538i,-0.039939+0.028569i,-0.025953+0.017456i,-0.012548+0.0079661i,-0.0018296+0.0056126i,0.0040102+0.0063423i,0.0038915+0.010583i
0.0018005-0.043341i,0.0015371-0.14384i,-0.01338-0.28958i,-0.036436-0.35827i,-0.029227-0.26417i,0.01152-0.12038i,0.021576-0.057804i,-0.0091928-0.035626i,-0.021662+0.0026718i,-0.0038371+0.020187i,0.0067828+0.0070705i,0.0024368-0.0087617i,-0.0033842-0.013974i,-0.0012834-0.0012434i,0.012858+0.021173i,0.029832+0.036238i,0.037578+0.039654i,0.032596+0.035727i,0.019479+0.026949i,0.011853+0.015026i,0.012433+0.0035778i,0.015773-0.0032208i,0.021657-0.0050193i
-0.030405+0.020228i,-0.065799+0.081536i,-0.076468+0.17882i,-0.019336+0.23093i,0.046295+0.16764i,0.03312+0.061645i,-0.0095715+0.031027i,-0.0054437+0.042824i,0.01996+0.03056i,0.024065+0.013016i,0.011819+0.0077965i,0.00098139+0.011377i,0.0025065+0.015116i,0.013545+0.0044643i,0.025382-0.016544i,0.033546-0.031918i,0.037522-0.036147i,0.034825-0.031986i,0.024614-0.022453i,0.010232-0.014173i,-0.0049317-0.010831i,-0.013377-0.0098193i,-0.009741-0.011527i
0.022101+0.012212i,0.054648+0.033795i,0.065535+0.03989i,0.017628+0.016928i,-0.041815-0.0087293i,-0.048318+0.0034103i,-0.014497+0.024404i,0.011364+0.020329i,0.012847+0.0022853i,0.0035069-0.010008i,0.00071152-0.0047615i,0.0092745+0.0036867i,0.013388+0.00063598i,0.0037877-0.010695i,-0.012576-0.024414i,-0.027556-0.036184i,-0.033404-0.044368i,-0.027669-0.043853i,-0.016813-0.033209i,-0.009401-0.01934i,-0.0082758-0.0056136i,-0.0096212+0.0019361i,-0.013704+0.00029637i
-0.0024698-0.044569i,0.0043659-0.13078i,0.01654-0.24885i,0.020489-0.2966i,0.0092937-0.21139i,0.0094633-0.090736i,0.025156-0.039201i,0.022922-0.028507i,0.0077963-0.0052651i,0.0063668+0.012862i,0.012369+0.0062546i,0.015106-0.0077713i,0.011573-0.015192i,-0.0016102-0.0095572i,-0.017021+0.0095472i,-0.027047+0.029586i,-0.034735+0.03759i,-0.038175+0.030547i,-0.031946+0.017419i,-0.018593+0.0092446i,-0.0051995+0.0069447i,0.001894+0.0082441i,0.00013479+0.010918i
