-0.0018012+0.00040463i,-0.0018073+1.9882e-05i,-0.0014944+0.00080352i,-0.0011768+0.00030653i,-0.0018623-0.00058502i,-0.0027366-0.0007069i,-0.0021602+2.2899e-05i,-0.00018091+0.00072764i,0.0011565+0.0012805i,0.0013452+0.001311i,0.00073232+0.00073642i,0.00020171+9.5143e-05i,0.00060454-8.2313e-05i,0.0010966+0.00030012i,0.00010651+0.00073557i,-0.0010126+0.00050691i,-0.00091821-0.00038705i,-0.00020578-0.0007027i,1.1476e-05-0.00066038i,-0.00040945-0.00048512i,0.00030697+0.0003465i,0.00044937+9.0343e-05i,2.9587e-05-0.00084677i
-0.0018622-0.00093311i,-0.001733+0.00035546i,-0.0013007+0.00060066i,-0.001467+9.8221e-05i,-0.002245+0.00052635i,-0.003002+0.00024617i,-0.0025668+0.00026528i,-0.0015033+0.00056351i,-0.0012226+0.00035125i,-0.0006261-0.00021237i,0.00059342+0.00030048i,0.0010119+0.0010773i,0.0008215+0.00068948i,0.0003695+0.00036959i,0.00011332+0.00029196i,0.00057929+0.00054476i,0.00092102+0.00090723i,0.00067028+0.00036213i,-0.00067665+3.8272e-06i,-0.0010038-0.00022476i,-0.00016436-0.00059569i,0.00023528-0.00043917i,0.00030282-0.00041505i
0.0014091-0.00029094i,-0.00094418-0.0009258i,-0.0016646-0.00082004i,-0.00077289-0.00056193i,-0.00042314-0.0013108i,-0.0020085-0.0010048i,-0.0032989-0.00067961i,-0.0018949-0.00073474i,-0.00051194-1.363e-05i,3.714e-05+0.00032907i,0.00044698+0.00013186i,0.00061984-0.00027955i,0.00084479+6.4403e-05i,0.00090025+0.00045331i,0.00058427+0.00037572i,0.00071273+0.00068763i,0.00083833+0.00070486i,0.00062981+0.00039477i,0.00049645+0.0001547i,-0.00049759+0.00019466i,-0.00080215-0.00017386i,-2.206e-05-0.00061282i,0.00051759-0.0004739i
-0.0012127+0.00011786i,-0.00087479+0.00037102i,-0.0019561+0.0016003i,-0.0022155+0.0012897i,-0.0012045+0.00031005i,-0.0012595-0.00010438i,-0.0018717+9.7275e-06i,-0.0017797+0.00055754i,-0.0013279+0.00089332i,-0.00084276+0.00068767i,0.00021727+0.00032628i,0.0013723-0.00023275i,0.0016842-0.00056177i,0.0010822+0.0002858i,0.00067765+0.0010202i,0.00036071+0.00036076i,-0.00018463+0.00015628i,5.2155e-05+0.00034552i,-0.000416-1.1846e-05i,-0.00024302-0.00049783i,-8.2882e-05-0.00015431i,-0.00011424+1.7507e-05i,0.00050191-7.7806e-06i
0.0013849+0.00019789i,-0.00037456+0.00047519i,-0.0011506-0.0004234i,-0.0010606-0.00092966i,-0.0013788-0.001005i,-0.0025122-0.0016698i,-0.0024432-0.0014666i,-0.0013089-0.00084141i,-0.00030253-0.00088584i,0.00013955-0.00056885i,-0.00030795+0.00010601i,-0.00070635+0.00024806i,-0.00032772-0.00047503i,-9.9729e-05-0.00059781i,-2.1542e-05-0.00031047i,3.3591e-05-8.7908e-05i,0.00011493+7.3524e-05i,0.00028365+0.00017323i,-4.1415e-06+0.00068469i,-0.00010066+0.00057857i,0.00033118+0.00088557i,0.00058226+0.00055622i,0.0005913-0.00072028i
0.00065365+0.0021394i,0.0004372+0.0013876i,0.00054486+0.00058021i,-0.00032639-0.00017414i,-0.0023968-0.00048919i,-0.003104-0.001241i,-0.0028486-0.00087572i,-0.0020541-1.183e-05i,-0.00059703-0.00022097i,6.6839e-05-0.00040141i,-0.00050401-0.00011674i,-0.00048955+0.00057956i,-3.3162e-06+0.0013697i,0.00012796+0.00068606i,0.0002347-0.00022264i,6.6952e-05-0.00053507i,0.00093965+5.4393e-05i,0.0014841+0.00021022i,0.00049022-9.815e-05i,2.2851e-05+0.00036145i,-0.00046573+0.00041725i,-0.0009659-0.00019987i,-0.00019766-0.00073217i
-0.00037126+0.00055844i,-0.00047236+0.0011844i,-0.0009455+0.0011409i,-0.000478+0.00036488i,-0.00063901-0.00066595i,-0.0024573-0.0014179i,-0.0027937-0.00079451i,-0.0011025-5.3846e-05i,-0.00026837+0.00045438i,-0.00030074+0.00089468i,-0.00032851+0.0011291i,0.0001269-0.0001383i,0.00033942-0.0011598i,-0.00048959-0.00059763i,-0.00055029-0.00055901i,0.00016257-0.00040711i,-3.1998e-05+0.00021551i,-0.00077604-0.00063261i,-0.00047528-0.0011832i,0.00025396-0.00065199i,-0.00011859-0.00051605i,-2.7319e-05-0.00036711i,0.00029261+3.8576e-05i
-0.0017336+0.0024739i,-0.00026862+0.0019216i,-0.00020356+0.0020383i,-0.00050482+0.0012386i,-9.1923e-05-0.00039555i,-0.0015131-0.0016462i,-0.0025874-0.00099354i,-0.0020341+0.00029817i,-0.0010076+0.00057978i,-0.00026703+0.00014768i,-0.00020065-0.00052758i,1.9519e-05-0.00066617i,0.00045563-0.00076408i,0.00053851-0.00079637i,0.00091964-0.00044713i,0.00072065-0.00023019i,4.7399e-06-0.00027799i,-0.00025575+0.00018376i,-0.0005174+1.9779e-05i,-0.00028048-0.00013596i,-0.0003903+0.00021357i,-5.2714e-05+0.00062925i,0.00055818+0.00094016i
-0.00087544-9.6984e-06i,-0.0018645+0.00075169i,-0.0016621+0.00069515i,-0.0018754+0.0011945i,-0.00171+0.00082772i,-0.0015084-0.00029339i,-0.001128-0.00090094i,-0.00081796-0.00068679i,-0.00018604-0.00057812i,0.00016761-0.00056224i,0.00019257-0.00071808i,0.00048812-0.0010847i,0.00057222-0.00057109i,0.00026327+0.00013326i,0.00012062+0.00014316i,-0.00027866-0.00024268i,-0.00071106-0.00049133i,0.00010763-0.00042117i,0.00013144-0.00042126i,-5.08e-06-0.00047453i,0.00028353-0.00047937i,0.00016294-5.8893e-05i,-0.00055337+0.00052944i
-0.0012251+0.00024325i,-0.00087478+0.00045263i,-7.8416e-05+0.00017873i,-0.00077891-0.00031009i,-0.0014146-0.00024191i,-0.0015774+3.1244e-05i,-0.0021571-0.00015884i,-0.0018786-1.7118e-05i,-0.00066214+0.00035402i,0.00040492+0.00040154i,0.00042305-8.8044e-05i,0.00018527+9.0567e-05i,0.00018725+0.00023753i,0.00036688+2.1205e-06i,0.00018276-0.00013998i,0.00020946-0.00012448i,0.00098853+0.00070532i,0.0014265+0.0011898i,0.00011229+0.00035392i,-0.00016023-0.00040986i,-0.00018283-0.00023308i,-0.00037028+0.00035364i,0.00041561+0.00039833i
-0.00079407+0.0008174i,-0.0010357+0.00020281i,-0.001154+0.00031779i,-0.00089063+0.0010428i,-0.00097572+0.00037378i,-0.0010831-0.00073555i,-0.0013663-0.00020091i,-0.0010781+0.00024732i,-0.00052142+5.2623e-05i,3.817e-06+0.00018211i,0.0004702+0.00047365i,0.00039646-0.00045171i,0.00038615-0.0011818i,0.00049633-0.0006429i,0.00035553+0.0001048i,-0.00053988+0.00016625i,-0.00066193-0.0002037i,0.00024809-0.00071563i,0.00021245-0.0008503i,-0.00038069-0.00081668i,4.2301e-05-0.0002338i,0.0010228+0.00065211i,0.0015295+0.00071227i
-0.00098591+0.00018594i,-0.00076303+0.00053219i,-0.00031668+0.00063759i,0.00017017+0.0012373i,0.00011541+0.00094323i,-0.00098586+0.00026807i,-0.0017421-0.00060046i,-0.0018468-0.00093918i,-0.0006937-0.00095144i,0.00071267-0.0012975i,0.00040899-0.0009397i,-0.0001984-0.00049772i,-0.00087846-0.00025166i,-0.00067322-0.00059677i,0.00024444-0.00054058i,0.00021179-0.00039875i,-0.00015336+0.00016223i,-0.00039284+0.00029052i,-0.00099022-9.2634e-05i,-0.00069321+0.00019457i,0.00053469+0.00037334i,0.00097456+0.00054092i,0.00038945+0.00053529i
-0.0016042+0.00019115i,-0.0018612-0.00043031i,-0.0023369-0.00036532i,-0.0021059-0.00043471i,-0.0017715-0.00064059i,-0.002034-0.00044066i,-0.0028615+0.00011899i,-0.0022645+0.00018274i,-0.00067866+4.2232e-05i,-0.0007756+0.00050787i,-0.00070654+0.00090917i,-6.1598e-05+0.00032587i,0.00049242-0.00033615i,0.00035499-0.00013598i,-0.00069153+0.00018418i,-0.00068186+4.8255e-05i,0.00055997+4.2971e-05i,0.00064597+0.0001582i,0.00028962+0.00030559i,0.00047306+0.00066865i,0.00018925-0.00022562i,0.00041709-0.00064922i,0.0012344-2.652e-05i
-0.00029526+0.0010567i,-0.00010115+0.0013541i,0.00083063+0.00080307i,0.00014702+0.00039125i,-0.0018383-0.00071413i,-0.0027974-0.0011515i,-0.0023095-0.00059608i,-0.0011029+0.00011941i,0.00045169+3.1031e-05i,0.00053836-0.00076481i,-0.00016351-0.0011791i,-0.00012849-0.00093158i,0.00013548-0.00072498i,0.00014937-0.00036356i,0.00016972+0.0001811i,0.00031339+0.00012357i,0.00032713-0.00014449i,0.00018988-0.00014285i,1.5959e-05+0.00015945i,0.00015262+0.00040718i,0.00078559-0.00010394i,0.00067975-0.00072704i,0.00061739-0.00080712i
-0.00018078-0.0018961i,-0.00053964-0.00093683i,-0.00088022-0.00019994i,-0.0009353+0.00022492i,-0.0013715+0.00039774i,-0.0023389-0.00064678i,-0.0023879-0.0013132i,-0.0012929-0.0010108i,-0.00070338-7.9282e-05i,-0.00024204+0.00024877i,0.00036804-0.00039425i,0.00036545-0.0010211i,-0.00012388-0.00046834i,-0.00017738+0.00027075i,7.8715e-05-0.00045809i,-0.00021618-0.00045907i,-0.00012332+0.00025415i,0.00071703+0.00049356i,0.00029762+0.00030493i,-0.00040739-0.00045521i,-0.00028108-0.00080917i,-0.00010387-0.00016105i,0.00013763+0.00023087i
-0.00058873+0.00010538i,-0.0012893+0.00032073i,-0.0011218+2.0613e-05i,-0.0020635+8.4552e-05i,-0.0030471+0.0003396i,-0.0030805-0.00016097i,-0.0024575-0.00034809i,-0.0013405-0.00057823i,-0.00053402-0.00043306i,-0.00070497-0.00014984i,-0.00051689-0.00015731i,-0.00055604-0.00026366i,-0.00044575-7.4318e-06i,-5.2246e-05+0.00032129i,-0.00015938+0.00022477i,-0.0002732+0.0003607i,-0.00011865+0.00033372i,-7.1849e-05-4.4717e-07i,0.00034219+0.00029488i,0.001048+0.00056617i,0.00059363+0.00048767i,0.00016229+0.00011806i,0.00040252+0.00044435i
0.0012507+0.00010709i,0.0018043-0.00023286i,0.0011031-0.00041211i,2.1691e-05-0.00045185i,-0.0010901-0.00045431i,-0.001463-0.00079255i,-0.0013854-0.00051775i,-0.001199+0.00020046i,-0.0007352+0.00069113i,-0.00020822+0.00085194i,-3.071e-05+0.00036111i,-0.00018735+5.7155e-05i,0.00028688+0.00024046i,0.00055228+0.00051386i,0.00033434+0.00034466i,0.00043632+0.00045479i,0.00038456+0.00023726i,-0.00027648-0.00013188i,-6.8601e-06+9.5791e-05i,0.00043632+0.00064825i,0.00033151+0.000842i,0.00031731+0.00014602i,0.0003241-0.00047718i
-0.0014116-0.00017401i,-0.0016973-0.00010919i,-0.0020622-0.0019539i,-0.0022385-0.0011008i,-0.0027415-9.7648e-05i,-0.0032881-0.0005846i,-0.0023956-0.00083061i,-0.0007691-0.00054483i,-0.00012318-2.0983e-05i,-0.00029179+0.00086186i,-0.00029674+0.0012999i,0.00019322+0.00044362i,0.00067554+0.00013617i,0.00034404+0.00053611i,0.00054778-7.9342e-05i,0.00055026-0.00027637i,1.5744e-05-4.0236e-05i,-0.00045177+0.00054402i,-0.00058328+0.00080798i,-0.00011029-0.00041853i,-0.00062568-0.0011367i,-0.0017609-0.00068083i,-0.0011728-4.6336e-05i
-0.0012783-0.00080737i,-0.0019357+0.00058009i,-0.0015386+0.00091479i,-0.0016356+0.00078116i,-0.0016456+0.00031479i,-0.0019551-0.00023121i,-0.0021211-0.0011896i,-0.0011055-0.00033202i,-9.7632e-05+0.00079244i,0.00015138+0.00095366i,-0.00020179+0.0010321i,-0.00061261+0.0002141i,-0.00050597+0.00037282i,-0.00038924+0.0010519i,-0.00031337+0.00097792i,-0.00037888+0.00093633i,-0.00045936+0.00050249i,-0.00065343-2.9012e-05i,-0.00016298-0.0003843i,0.0002684-0.00030266i,0.00015284-0.00043401i,0.00022743-0.00088269i,-0.00031884-0.00015606i
-0.0011651-0.0018137i,-0.0010066-0.0018105i,-0.0014339-0.00077025i,-0.0027295-4.1262e-05i,-0.0018934-0.0004676i,-0.0011917-0.00091235i,-0.0012939-0.0014193i,-0.00098713-0.00080252i,-0.00051307+2.4312e-05i,-8.739e-05+0.00058915i,-1.7915e-05+0.00058854i,-0.00026621+0.00065437i,-6.5432e-05+0.00042743i,-3.2794e-05+0.00012404i,-0.00058835-6.6482e-05i,-0.00048188+0.00016259i,-0.0001922+0.0008749i,-0.00025406+0.00082013i,-0.00016865-0.0001194i,0.00015011-0.00034i,-6.1689e-06+0.0001281i,0.00025197+0.000232i,-2.892e-05+0.00012507i
-0.0014391+2.2161e-05i,-0.0015461-0.00017408i,-0.0018526+0.0004143i,-0.0017127+0.00072844i,-0.0016162+0.00055309i,-0.0017834-0.0007011i,-0.0016956-0.00064872i,-0.0012447-0.00013008i,-0.00055823+0.00024831i,7.9058e-05+0.00017642i,7.4628e-05+7.2781e-06i,3.3366e-05+0.00056011i,-0.00013563+0.00049946i,0.00021602+0.00064083i,0.00049591+0.00056503i,0.0003068-0.0001128i,0.00011531+9.4146e-07i,-0.00048665+0.00013165i,-0.00090648+0.00031405i,-0.00046927+5.8063e-05i,-4.4249e-05-0.00053728i,0.00027401-0.00083425i,0.00019562-0.00067774i
-0.00072441-0.0013223i,-0.00079021-0.0013525i,-0.0011285-0.00084237i,-0.00043213-0.00018373i,-0.00027324-0.00015851i,-0.0013652-8.7346e-05i,-0.0021152+0.00061839i,-0.0019617+0.00080659i,-0.0012572+0.00026966i,-0.00038838-0.00012358i,0.00014102+0.00057633i,-0.00010307+0.00093912i,3.7751e-05+0.00021281i,0.00016796-0.00053952i,-6.5784e-05-0.00014991i,-0.00016276+0.0005232i,0.00013592+0.00036987i,-0.00025196-0.000232i,-0.00066295-0.00047324i,-0.00077994-0.00032096i,-0.00056716-0.00024055i,-8.9757e-05+0.00026521i,-5.1959e-06+0.00061314i
-0.0012897-0.00057473i,-0.0011073-0.00040735i,-0.001094+0.0003489i,-0.0011768+0.00094104i,-0.0012208-3.3068e-05i,-0.0014779-0.00043924i,-0.0018091+0.00017296i,-0.0019585+0.0012117i,-0.0013196+0.0011048i,-0.0007159+0.00045963i,3.1009e-05+7.5676e-07i,0.00058007-0.0001291i,0.0007637+9.2908e-05i,0.00071942+4.806e-05i,0.00016671+0.00016702i,-7.7066e-06+7.5303e-05i,0.00023131-9.5639e-05i,0.00096645+0.00013569i,0.00081663+0.00029675i,-2.4352e-05+0.0002067i,-0.00012888-0.00045131i,0.00025967-0.00078326i,0.00018947-0.00073942i
-0.0016974-0.001479i,-0.0012321-0.0012225i,-0.0011699-0.00065703i,-0.0016599-0.0016081i,-0.0015454-0.0028505i,-0.002243-0.0023807i,-0.002165-0.0018197i,-0.00091028-0.00066649i,-0.00040304+0.00083592i,-0.00024667+0.001179i,-0.00011329+0.00099868i,-0.0005314+0.00021465i,-0.00057831-0.00018633i,-0.00018406-1.7978e-05i,0.00027831-0.00036525i,7.8786e-05-0.00069392i,-0.00037631-0.00040692i,-0.0012333-4.4533e-05i,-0.0012792-9.418e-06i,-0.00020193-4.2383e-05i,-0.00047966+0.00028401i,-0.00087965+0.00069388i,0.00019915+0.00079276i
-0.00020775+0.0025653i,-0.00061834+0.0018607i,-0.00077761+0.001105i,-0.00016896+0.0003469i,0.00027943-0.0014368i,-0.00057511-0.0019137i,-0.0017272+0.00013904i,-0.0010716+0.00078946i,2.9544e-05+7.8187e-05i,0.00021564-0.00029478i,5.2563e-05-0.00038077i,-0.00052276-0.00051494i,-0.00045412-0.0008116i,-0.00031313-0.00059451i,-0.00040047+0.00030567i,-0.00076714+7.3563e-05i,-0.00090832-0.00042893i,-0.00030009-0.0003825i,0.00017338-0.00015274i,0.0004771+0.00020171i,0.00031787+0.00067427i,-0.00038147+0.0013819i,-0.00051635+0.00081223i
-0.00031267+0.0012879i,0.00071858+0.00045865i,0.001116+0.00039336i,0.00062166+0.00013395i,-0.00054529-0.00030068i,-0.0011581-0.00099364i,-0.00075022-0.0011018i,0.00022256-0.00063029i,0.00016028+0.00028967i,0.00035013+0.00031381i,0.00045685+0.00044749i,8.9725e-05+0.00051698i,-0.00031976+0.00016713i,-0.00091386+0.00039496i,-0.00063587+0.0010445i,-0.00028649+0.00071954i,-3.1193e-06-0.00054661i,0.00049687-0.00040893i,-0.00030127+0.0003536i,-0.00064737+0.00024921i,-0.00078775-9.6196e-05i,-0.00094091-0.00063877i,-0.00037952-0.00042749i
1.6141e-05+0.00043283i,-0.00015449-0.00041143i,-0.00048467-0.0010587i,-0.0013449-0.0015966i,-0.0024571-0.0017253i,-0.0032119-0.0012974i,-0.0026833-0.00055519i,-0.0010863-0.00016805i,-5.8151e-05+0.00046154i,0.00023672+0.00052019i,-4.1979e-05+2.3167e-05i,-0.00021089-0.00043984i,0.00065667-0.00050066i,0.0011544+5.5191e-05i,0.00056393-5.1457e-05i,-0.00026391-0.00038731i,-0.00066031-2.7555e-05i,-0.00013414-4.552e-05i,-0.00051636+2.0637e-06i,-0.0013704+0.00045018i,-0.00076394+2.9689e-05i,3.0733e-06-0.00064847i,1.1657e-05-0.00053253i
-0.0019024-0.0004531i,-0.0021726-0.00066933i,-0.0026033-3.765e-05i,-0.001427+0.00064096i,-0.00088377+0.00028008i,-0.0024633-4.0961e-05i,-0.0024114-0.00074173i,-0.0010419-0.0005465i,-0.00089406-0.00014712i,-0.00056529-0.00062863i,-0.00021679-0.00067516i,0.00022124-0.00020903i,0.00078385+0.00021027i,0.00040197-5.554e-05i,-0.00056176-0.00051007i,-0.00016296-6.5803e-05i,0.00043362+0.00050234i,0.00028129+0.00064066i,0.00076293+0.00042349i,0.00048816-0.00010333i,3.8743e-06+8.7497e-05i,-5.9886e-05+0.00033385i,8.4565e-05-0.00047852i
0.0012527+0.00094514i,0.00085439+0.00064176i,-0.00028597-0.00027163i,-0.0013559-0.001403i,-0.001832-0.0018949i,-0.0023129-0.0017565i,-0.0022341-0.00065276i,-0.001294-6.6486e-05i,-0.00020262-0.00040199i,-0.00023119-0.00055864i,-9.2068e-05-3.2394e-06i,6.4387e-05+0.00045915i,-0.00025809-0.00040101i,-0.00028581-0.00073518i,-0.00051348-0.00045668i,-0.00012561-0.00029017i,0.00029735-0.0001938i,-1.0324e-05+1.6009e-05i,-0.0005151-0.00019781i,-0.00073916-0.00057777i,-0.00029668-0.0010055i,0.00015189-0.00075472i,1.3357e-05+4.9641e-06i
-0.00012808-0.0014097i,-9.6526e-05-0.0018594i,-0.00075242-0.0018262i,-0.0019037-0.0019002i,-0.0019859-0.001589i,-0.0017788-0.00059858i,-0.0015242-0.00023153i,-0.0010833-0.00045432i,0.0001976-0.00031687i,0.00072779-0.00048416i,0.00018982-0.00044156i,0.00012422+2.95e-05i,0.00036008+0.00012086i,0.00050358+0.00066353i,0.00017486+0.00051199i,-5.8212e-05-0.00067445i,0.00025233-0.00077479i,0.00056456+0.00031895i,-0.00028837+0.0011461i,-0.0006086+0.00086076i,7.111e-05+0.00013558i,-4.7411e-05-0.00026143i,-0.00085904-0.00040758i
0.0010403+0.00025743i,-0.00038194+0.0003906i,-0.0010917+0.00024313i,-0.00037398-0.00011593i,-0.00082891-0.00058555i,-0.0019118-0.00048878i,-0.0020672-0.00031516i,-0.001109-0.00038447i,-0.00073264+0.00017058i,-0.0008688-0.00012238i,-0.00059363-0.00071171i,-0.00035941-0.00046033i,-0.00059088+0.00019565i,-0.00037781+4.6024e-05i,1.2404e-06-6.9449e-05i,0.00021124+0.00064347i,0.00059965+0.001073i,0.00022815+0.00058987i,-0.00010416-0.0005254i,-5.5889e-05-0.00071938i,-0.00029008-6.7264e-07i,-0.00070853+0.00029634i,-0.00063855+0.00035182i
0.00097042-0.00087036i,-8.873e-05-0.0009556i,-0.0004228-0.0010768i,-0.00056956-0.0014782i,-0.00043793-0.0015056i,-0.0013316-0.0013272i,-0.0025334-0.00063537i,-0.001817+0.0002627i,-0.00082856+0.00030717i,-0.00045742-0.0007181i,-0.00011666-0.0014091i,-0.00014082-0.0011362i,-2.7555e-05-0.00050763i,-0.00014584-0.00054481i,-0.0004955-0.0006776i,-0.0013254-0.0005517i,-0.0012948+8.765e-08i,-0.00033508+0.00049085i,0.00012101+0.00022222i,-0.00013508-0.00023065i,-4.4169e-05-0.00064472i,-4.8315e-05-0.00060202i,-0.00038579-0.00020624i
-0.00036508+0.00012677i,-0.00029591+0.00028611i,-0.00058494-0.00038319i,-0.0012529-0.0008763i,-0.0023428-0.00059148i,-0.0026295-0.00062085i,-0.001923-0.00098974i,-0.00070087-0.00093425i,0.00091265-0.00011838i,0.00066174+0.00036379i,0.00018418+0.00026767i,0.00036897+0.00030502i,0.00032366-0.00033483i,0.00066002-0.00067439i,0.00050355-7.0304e-05i,0.00047898-0.00014638i,0.00044554-0.00013062i,-7.6201e-05+0.00026217i,-8.9467e-05-0.00013912i,-2.3407e-05-0.00027275i,-7.569e-05-0.00035301i,3.6436e-05-0.00010269i,-0.00014387+0.00011352i
-0.0016801-0.0016697i,-0.0011634-0.00051752i,-0.00078947+7.054e-05i,-0.0012773-0.00058844i,-0.0021977-0.00090101i,-0.0019063-0.00089822i,-0.0016977-0.0014469i,-0.0017458-0.00099348i,-0.0015483-0.00028123i,-0.00092391-0.00010343i,-0.00044269+0.0001068i,-0.00078875-0.00024652i,-0.00026773-0.00042573i,0.00031091+0.00055605i,-0.00016656+0.00080585i,-0.00062316+0.00045569i,-0.00026001+0.0010652i,0.00015018+0.00044887i,-0.0002083+0.00018118i,-5.5965e-05+0.00050516i,0.00011574+5.1675e-05i,-5.4731e-05-0.00036994i,-0.00032315-0.00027548i
-0.0019248-0.00089728i,-0.0014602-0.00039471i,-0.0012389+0.00075398i,-0.00058029+0.0020268i,-0.0012764+0.0014128i,-0.0022514-0.00041252i,-0.0021765-0.0011328i,-0.001608-0.00044335i,-0.0010906+0.00034566i,-0.0010604+0.00050112i,-0.00067445+0.00034015i,0.0002277-0.00015677i,0.00018129-0.00065885i,0.00044769-0.00054835i,0.0010888-0.00025477i,0.00078753-0.0001992i,0.00028765+6.7356e-05i,-0.00017223+0.0002499i,0.00040798-0.00048069i,0.00086619-0.00067114i,0.00010093-0.00025391i,-0.00023055-0.00026484i,0.00019814+2.2821e-05i
-0.00033876+0.0002339i,0.00038825-0.0008822i,-9.4462e-05-0.00062231i,-0.00069278-0.00029704i,-0.0014-0.0005993i,-0.0030745-0.00074106i,-0.0026058-0.0011237i,-0.00086502-0.0012055i,0.00037891+0.00042482i,0.00056605+0.0014214i,5.9727e-05+0.00055099i,6.9742e-05+0.00013916i,4.0571e-05-8.9916e-05i,-7.4126e-05-0.00038756i,-0.0003149-0.00076881i,-0.00061861-0.00077503i,-0.00017929+2.3123e-05i,-0.00039174+0.00034152i,-0.00039578-0.00012515i,-0.00029844-6.6989e-05i,-0.00082642-2.1591e-05i,-0.00031131-0.00038475i,-0.00021592-0.00043372i
0.0003202-0.0010888i,-0.00069989-0.0010689i,-0.0013022-0.0011339i,-0.0016836-0.00035172i,-0.0025755-0.00019381i,-0.0030006-0.00017204i,-0.0021091-0.0005413i,-0.0013222-0.00068317i,-0.00083468-7.0116e-05i,-0.00054097-0.00044889i,-0.00032695-0.00048583i,0.00034506+0.0001104i,0.00086917+0.00049246i,0.00033308+0.00051599i,-0.00011473+0.00028118i,0.00029735+0.00033814i,0.00013129-3.9626e-05i,-0.0007203-0.0003114i,-0.0011097+0.00022717i,-0.00047949+0.00075669i,-0.00013163+0.00085773i,-0.00057056+0.00017443i,-0.00030736-0.00038836i
-0.0010274+0.00028564i,0.00051173-9.3943e-05i,0.00027199-0.00033315i,0.00033981-0.00090205i,-0.00081264-0.00035482i,-0.0023049+5.466e-05i,-0.0022617-1.3555e-05i,-0.00093652+0.00028716i,-0.00048516+0.00054969i,-0.00064756+0.00013873i,-0.00026691-0.00059797i,0.00020864-0.00081836i,0.00043451-0.00017567i,0.00033668-0.00029533i,0.00014505-0.00054515i,0.00053699-9.821e-05i,0.0005389+0.0004298i,3.2875e-06+0.0005435i,-0.00058242+0.00024586i,-0.0013376+0.00046391i,-0.0011923+2.5041e-05i,-0.00018758-0.00050927i,0.00035005-0.00042567i
-0.00061043-0.00055511i,-0.00042681-0.00089459i,-0.0014965-0.0004795i,-0.0018182-0.00017381i,-0.0016701-0.00064623i,-0.0022425-0.0012153i,-0.0025094-0.0013191i,-0.0022898-0.0010179i,-0.0011016-8.5234e-05i,0.0002029+0.00018145i,0.001202-0.00037365i,0.00086454-0.00046855i,0.00026594-0.00073902i,0.00063817-0.00048351i,0.0004159+0.00079601i,-0.00043243+0.0010784i,-0.00052859+0.00052279i,2.8567e-05+0.00053103i,0.00037544+0.00049689i,0.0005048+4.5163e-05i,0.00044984+5.769e-05i,0.00065179+0.00050369i,0.0011033+0.00042587i
0.0021998+0.00078927i,0.0017671+0.00063883i,0.0010175-0.0001898i,0.00025569-0.00050988i,-0.00056445-0.0010025i,-0.0016389-0.00084314i,-0.0020233-0.00039583i,-0.0012758+0.00023755i,-0.00037052+0.00044157i,0.00040296-0.00022695i,0.0007516-7.5265e-05i,0.00088421-0.00043575i,0.00084221-0.00051009i,-0.00032062-0.00011132i,-0.00053336-0.00021903i,0.00016141-2.9065e-05i,0.00040975+0.00063123i,0.00010546+0.0013861i,0.00014105+0.00096885i,-4.3517e-05+0.0001417i,-0.00048512-0.00089477i,-0.00058328-0.00070793i,-0.00069804-7.7005e-05i
-0.00030557-0.00095352i,-0.0003567-0.0015678i,-0.00060553-0.002221i,-0.00076531-0.0012916i,-0.001654-0.00056546i,-0.002004-0.0013185i,-0.0018171-0.0014897i,-0.0012285-0.00063887i,2.5444e-06+0.00010156i,-0.0001941+0.00030956i,-0.00063943+0.00041148i,0.00011349+0.00026457i,-0.00030379-0.00037775i,-0.00067431-0.0011044i,-5.4748e-05-0.0015222i,0.00046109-0.0010681i,0.00052207+0.00014265i,-0.00060004+0.00027561i,-0.00090561-0.00021632i,-0.00053768+5.1144e-05i,-0.00082489+0.00034413i,-0.0010403+0.00058594i,-0.00040888+0.0012277i
4.93e-07+0.00016467i,-0.00023484+0.00038811i,-0.00070205+0.0011648i,-0.0014266+0.00086458i,-0.0015603+0.00054272i,-0.0017963-8.5634e-05i,-0.0020085-0.00095297i,-0.0014104-0.0009629i,-0.00024174-0.00057541i,0.00051273-4.4459e-05i,0.00055562+0.00046407i,0.00034224-5.3085e-05i,-4.8362e-05-0.00024025i,-0.00039552+3.5604e-06i,-0.00014266+0.00027774i,-4.281e-05+0.0012327i,-0.00039272+0.0015962i,-0.0003305+0.0013327i,-0.00051628+0.00072146i,-0.00023051-0.00020733i,1.0032e-05+0.00028531i,-0.00068998+0.0010031i,-0.00053037+0.0005399i
0.00056143-0.00028781i,-0.00095931-0.00087578i,-0.00072375-0.0020478i,-0.000757-0.002332i,-0.0023738-0.0018554i,-0.0029333-0.0016199i,-0.0022705-0.0015019i,-0.0013808-0.00051414i,-0.00058287+0.00017372i,-0.00041519-0.00037847i,-0.00010445+7.475e-05i,0.00050776+0.00071824i,0.00087887+0.0011875i,-0.00010601+0.0015953i,-0.00068457+0.00073176i,0.00025481+5.2204e-05i,0.00022316-8.1235e-05i,-8.0843e-05-9.8747e-05i,0.00029952-0.00016629i,0.0006422-0.0001747i,0.0010416-0.00060799i,0.00059305-0.0012155i,-0.00047661-0.00099722i
