-0.002901-0.00015594i,-0.0030369+0.00012288i,-0.002876+0.00044233i,-0.0018512+0.00054845i,0.00088939+0.0010009i,0.0021669+0.0012763i,0.0016148+0.0012216i,0.0011685+0.0013001i,0.0010466+0.0012502i,0.00053688+0.0011002i,8.1633e-05+0.00061395i,-0.00021374-0.00024137i,0.0002281-0.00040128i,0.0012155-7.2249e-05i,0.0012401-0.00086576i,0.00091981-0.00092061i,0.00027179-0.0003003i,-8.2949e-05-0.00045522i,0.0005342-0.00045933i,0.00034866-0.00028373i,-6.4852e-05-0.00011535i,0.00040749-5.069e-05i,0.00099717+0.00056901i
-0.0011028+0.0013519i,-0.0013031+0.00037353i,-0.00075154-0.0004198i,0.00042792-8.7038e-06i,0.00098559+1.415e-05i,0.0012076-0.00022032i,0.0014794-0.00017551i,0.00060857-0.00047755i,-0.00021454-0.00061111i,-0.0003659-0.00013846i,6.2214e-05+0.00023819i,0.0001362+7.2273e-05i,0.00017439-0.00036739i,0.00029054+0.0002612i,0.0002569+0.0011545i,0.00079486+0.00033153i,0.00074077-5.7291e-05i,0.00072796+9.1005e-05i,0.00087402+0.00034873i,-6.4618e-05+0.00030677i,0.00028159+3.0532e-05i,0.00072541+0.00032384i,-5.4249e-05+0.00051049i
0.0013157-0.0014431i,0.0015133-0.0025423i,0.00054448-0.0028309i,-7.2068e-05-0.00086828i,0.00026079+0.0016579i,0.00067499+0.0020302i,0.0010846+0.00053766i,0.00055347+0.00012293i,-0.00049499+0.0013851i,-0.00050001+0.0015779i,0.00013544-0.00019839i,9.2276e-05-0.0012517i,-0.00030747-0.00083289i,7.782e-06-0.00083579i,0.00037597+0.00016756i,0.00020046+0.0008957i,2.2983e-05+0.00054471i,1.4945e-05+0.00045371i,0.00067538+0.00016269i,0.00055874-0.00011301i,0.00030597+0.00021861i,0.00033314+0.00025866i,0.00041943+0.00025993i
-0.0010642+0.0016831i,-0.0013338+0.0025693i,-0.00020617+0.0035476i,0.00059978+0.0021529i,0.0010609+0.0003367i,0.00064041+2.8006e-05i,0.00011959+7.5469e-05i,0.00012688-0.00036144i,-0.00010828-0.0002224i,-0.00017368+6.5121e-05i,-0.00031508-0.00051532i,-0.00086308-0.00074036i,-0.00073184+0.00021216i,-0.0010699+0.0010679i,-0.00096087+0.00063831i,-0.00083289+0.000204i,-0.00070191-0.00044461i,-0.00041975-0.00067462i,-0.00032711-0.00051118i,0.00013013-0.00034355i,0.00061245-5.2657e-06i,0.00039324-1.6799e-05i,-0.0004068-6.1665e-05i
0.0038924-0.0014235i,0.0029328-0.0027578i,0.0010758-0.0036608i,0.00084294-0.0024874i,0.0006025-0.00060167i,0.00053268+0.00074782i,0.000832+0.0011808i,0.00071514+0.000518i,0.00084258+0.0001389i,0.00041669+0.00010663i,-0.00048001-0.00018001i,-0.0003071-0.00046248i,-0.00018296-0.00041836i,-0.00043974+0.00073716i,-0.00042193+0.0014255i,-6.1223e-05+0.00063748i,-0.00020982+0.00017202i,-0.00046322+0.00058804i,-0.00074018+0.00051151i,-0.00064015+0.0002865i,-0.0004919+2.824e-06i,-0.00028833+0.00018274i,-0.00011466+0.00014164i
-5.9911e-05-0.001018i,-0.0015527-0.0009059i,-0.0009241-0.00082134i,0.00065838-0.00042005i,0.0012272+7.9624e-05i,0.001099+0.00046413i,0.0011879+0.00037338i,0.0011713-0.00028247i,0.00051858-0.00039431i,-0.00011007+0.00040793i,-0.00041604+0.00051804i,0.00062929+0.00037831i,0.0013832+0.00038229i,0.00041535+0.00020383i,-0.00060499+0.00066519i,-0.00095133+0.00057358i,-0.00074346-0.00043893i,-0.0002582-0.0010403i,0.00025828-0.00090967i,0.00076424-4.7553e-05i,0.00044574-0.00054065i,0.00023755-0.00081484i,-0.00032749+0.00021636i
-0.00010396-0.0029141i,-0.00013424-0.002948i,-0.00075626-0.0017927i,-0.00094768+0.00056089i,0.00030189+0.0013548i,0.00096035+0.00078389i,0.00010667+0.00088115i,-0.0001798+0.00026457i,-0.00015309+8.6401e-06i,-0.00099402+0.00048885i,-0.0012943+5.9578e-05i,-0.00037995+6.4724e-05i,0.00017632+0.00043823i,0.00061279+0.00072103i,0.00092594+0.00067104i,0.00088588-8.6277e-05i,0.00062805-0.00046213i,1.032e-05-0.0004312i,-0.00011727-0.00017001i,0.00043062-0.00033009i,0.0010283-0.00055959i,0.0010518-0.00059699i,0.00041428-8.9533e-06i
-9.3986e-06+0.00054102i,-0.00089868+0.0010045i,-0.001691+0.0010397i,-0.0015282+0.00065675i,-0.00042927+0.0015491i,0.00066706+0.0013582i,0.0007691-5.0564e-05i,0.00047825-0.0003615i,0.00044298-0.00047016i,0.00043023-0.00040153i,0.00061446-0.0001479i,0.0001057+0.00041858i,-0.00060237+0.0010202i,-0.00075523+0.0009874i,-0.00012483+0.00019918i,0.00043593-0.00010652i,0.00023926+0.00013099i,0.00012434-0.0002857i,0.00010085-0.00034405i,0.00044414+0.00043389i,8.7381e-05+0.00058153i,0.00010831+0.0005939i,0.00079266-0.00033839i
0.0012401+0.00095096i,0.0019595+0.00032186i,0.002605-0.00043721i,0.0025308-0.00044815i,0.0021512+0.00069855i,0.0012473+0.00049504i,0.0004347+0.00023003i,9.0318e-05-0.00030093i,0.0004438-0.00052259i,-0.00016273+0.00048522i,-0.00084587+0.0010789i,-0.00070957+0.00023673i,-0.00073315-0.0010901i,-0.00074026-0.00075664i,-0.00027915+0.00055881i,-0.00019613+0.0011689i,-0.0005407+0.00020968i,-0.00053702-0.00052985i,-0.00031412-0.00024264i,0.00020225+0.00047691i,-0.00013413+0.00091185i,-0.00034849+0.0008698i,-9.2158e-05+0.00021405i
0.00034652-0.0020102i,-0.00069806-0.0020928i,-0.00070652-0.0021491i,-0.00053847-0.0015645i,-0.00061763-0.00054159i,-0.00028252-2.6029e-05i,0.0010645+0.00040313i,0.001444+0.00077871i,0.00077744+0.0004964i,-8.1864e-05+0.00038222i,-0.00039932+0.00023014i,0.00013689+0.00027093i,0.00042162+0.00049252i,0.00021703+0.0010972i,-0.00091302+0.0015482i,-0.001637+0.00062094i,-0.0008614-0.00032362i,-0.0004325-3.6463e-05i,-0.00024866+0.00074925i,0.00040247+0.00066141i,-0.00023875-3.8126e-05i,-0.00080696-0.00036297i,-0.00071588-0.00017318i
0.00081525-0.0033203i,0.00038629-0.0037124i,-0.00029774-0.0030625i,-0.00082135-0.001456i,-0.0014428+0.00092849i,-0.0012267+0.0019716i,9.4844e-05+0.0015074i,0.00088724+0.00058041i,0.00092338-0.00039914i,0.00052418-0.00030621i,0.00041224-0.00016843i,0.00015126-0.00017703i,7.2323e-05+0.00013968i,-1.0809e-05+0.00089542i,-0.00010969+0.0012121i,0.00044969+0.0011372i,0.00077471+0.00077272i,0.00069052+0.00060887i,0.00059738+0.00037685i,3.9199e-05+1.367e-05i,-0.00050817+3.1942e-05i,-0.00061388-0.00041745i,-0.00054633-0.00052357i
-0.00022731+0.0012692i,7.8302e-05+0.0007288i,0.00050084+0.0012992i,0.00013627+0.0014358i,-0.00035193+0.00078937i,-0.00084878+0.00052862i,-0.00094498+0.00038032i,-0.00061516-0.00035888i,-0.00034402-0.00073006i,5.5315e-05-0.00037536i,-0.00023472+6.0635e-05i,-0.0010017+0.00021696i,-0.00073632-0.00062627i,-2.0449e-05-0.00072108i,-0.000122-0.00018157i,-0.00022862+0.0002471i,0.00025003+0.00038046i,0.00084348-6.6523e-05i,0.0009943-0.00044307i,0.00079326-0.00046355i,0.00057378-2.7145e-05i,0.00034377+6.4659e-05i,0.00049046+0.00011401i
0.00063422+0.00030379i,0.00065078-0.00061648i,0.00085366+0.000675i,0.0011487+0.0016659i,0.0015525+0.0016072i,0.0016755+0.0013415i,0.0011531+0.00072298i,0.00050731-6.5656e-05i,-0.00052669+0.00026283i,-0.0009174+0.00065241i,3.0633e-05+5.9278e-05i,0.00046986-0.00066664i,0.00043168-0.00026043i,-0.00030748+0.0005043i,-0.00057777+0.00058929i,-7.6453e-05-0.00015083i,0.00052617-0.0002121i,0.00092741+4.3809e-05i,0.00071562-0.00013259i,0.00052805-0.00013722i,0.00013336-0.00022972i,-0.00019255-0.0010428i,0.00028025-0.00083853i
-0.00013076+0.00031155i,0.00036761+0.00037581i,-0.00039738+2.468e-05i,-0.00056584+0.0009034i,0.00040726+0.00035968i,0.00068963-0.00025274i,0.00070671+8.2964e-05i,0.0010877-0.00042826i,0.00053277-0.00099874i,-0.00057642-0.0010219i,-0.0010307-0.00059237i,-0.0010117-0.00018072i,-0.00055914-2.4341e-05i,-0.00034013+0.00011019i,-0.00020636+0.00021849i,-9.1803e-05+0.00071609i,-0.00047824+0.00060266i,-0.00039026+0.00022067i,0.00070796+7.0826e-05i,0.0014041-0.0004122i,0.0011235-0.00015417i,0.0010123+9.7936e-05i,0.0010399-0.00013139i
0.0012852-0.00057289i,0.00055-0.0010484i,0.00063465-0.0019712i,0.00075862-0.0022078i,-5.0608e-05-0.0011954i,-0.00077319-9.0013e-05i,6.8643e-05-0.00054759i,0.00085199-0.001626i,0.00024667-0.0010703i,-0.00080714+0.00040827i,-0.00096927+0.00053835i,-0.00088621+0.00018624i,-6.7027e-05+0.00041384i,0.00021738+0.00057586i,-0.00042771+0.00049546i,-0.00025406+6.4871e-05i,0.00073589-0.00022205i,0.00083638+0.0009608i,0.00057905+0.0010239i,0.00052229+0.00021271i,-0.00038565+8.9692e-05i,-0.00033722+0.00022253i,-0.0004625+0.00033015i
-0.002765+0.0010899i,-0.0019149+0.0017497i,-0.00068686+0.0017752i,-0.00018666+0.0020372i,0.00028728+0.002381i,0.0010014+0.00098278i,0.00088718-0.0007578i,0.00042268-0.00048508i,-0.0006899+7.1172e-05i,-0.0012041+0.00014851i,-0.0012203+0.00054674i,-0.0010336+0.00062788i,-0.00093503-7.5319e-06i,-0.00036207-0.00012242i,0.00046954+0.00013005i,0.00036202-1.8494e-05i,-0.00051717-0.00042283i,-0.00024915-0.00040148i,0.00053226-0.00044109i,0.00078541-0.00062794i,0.00039045-0.0004622i,0.00030602-0.00023515i,0.00046411-0.00030415i
0.0022602+0.00067647i,0.0014975-0.00042946i,0.00086057-0.00019335i,-9.5076e-05+0.0010336i,8.8541e-05+0.0014086i,0.0014461+0.0013854i,0.0017749+0.0011944i,0.00066675+0.00070537i,-0.00027245-0.00066338i,-0.00063997-0.00092195i,-0.00054018+0.00015283i,2.1406e-05+0.0001764i,-0.00045631-0.00040985i,-0.0012617-5.602e-05i,-0.0013544+0.00060189i,-0.00066443+0.00078666i,-1.9801e-05+0.00034215i,0.00026684-0.00032132i,0.00038375+0.00023175i,0.00039623+0.0010354i,0.00064809+0.00047001i,0.00076273-0.00036602i,0.00040044-0.00089476i
0.00038203-0.00040009i,-0.0004087-0.00057325i,-0.00063809-0.00045783i,-8.8811e-05+0.00019066i,0.00096437+0.00038007i,0.0013297+0.00025706i,0.0014679-0.00025665i,0.00074436-0.00097908i,-0.00020592-0.00084363i,-0.00030496+5.0071e-05i,-0.00049191+0.00046167i,-0.00021692+0.00042692i,0.00034394+0.00015981i,-0.00041533+0.00020109i,-0.00062647+0.00024986i,0.00011611-0.00041378i,-0.00019575-0.00084903i,-0.00053694-0.00037933i,-0.0003975-0.00041386i,-0.00038498-0.00060831i,-0.00055168-0.00012785i,-0.00030775+0.00072847i,-0.00010727+0.00077105i
0.00092862+0.0010718i,0.00052111+0.00052718i,0.00080148-0.00031789i,0.00029484-0.00049829i,-0.00011783-0.00040861i,-4.961e-05-8.1247e-05i,0.00027044+0.00055412i,0.00083341+0.00037726i,0.00043666+0.00019466i,-0.00026174+4.1731e-05i,-0.00044052-0.0002857i,-0.00087931-8.9536e-05i,-0.0010272+0.00049256i,-0.0011224+0.00033914i,-0.001305-0.0004182i,-0.0012235-0.0005236i,-0.00081652-0.00014488i,-0.0001172+0.00026402i,-0.00021025+1.6645e-05i,-0.00051313-0.00042425i,-0.00067341-8.2065e-05i,-0.00038652+0.00030548i,0.00041745+0.00052679i
-0.00047358-0.0020886i,-0.00067318-0.0019063i,-0.0014444-0.0016778i,-0.0013863-0.0006336i,-0.00064712+0.0013688i,0.00041199+0.0020407i,0.0010117+0.0015103i,0.00074343+0.00067999i,-0.000508+0.00018386i,-0.0012668+0.00010175i,-0.0006515+2.5505e-05i,0.00026382+0.00012348i,0.00018003+3.8175e-05i,-0.00014973+0.00037865i,0.00082324+0.00067465i,0.0016122+0.00015197i,0.0011084-0.00041853i,0.00086618+3.4537e-05i,-9.8325e-05+0.00052489i,-0.00088565+9.7528e-05i,-0.000468-0.0007545i,1.0389e-05-0.00044481i,-8.1143e-05+0.00050405i
0.00050338+0.0015672i,0.0016164+0.0019365i,0.0017578+0.0016516i,0.0011087+7.5105e-05i,0.0020051-0.00033555i,0.0023641+0.00021604i,0.00091171+0.00010128i,-0.0003654-0.00037291i,-0.00023943-0.00074119i,0.00043807-0.00054705i,-0.00015053-4.9968e-05i,-0.00059558+0.00059216i,-0.00055351+0.00025835i,-0.00020446-0.00031525i,0.00041774+7.4303e-05i,-6.119e-05+0.0005269i,-0.00050491+0.00018399i,-0.00034267-0.00013054i,-0.00033686-0.0001324i,-0.00082379+5.0712e-05i,-0.00046208+0.00034748i,-7.9522e-06+0.00066828i,-0.00022725+0.00094354i
0.000128-0.00030171i,-0.00018303-0.00066031i,-0.0010353-9.1293e-05i,-0.0015132+0.00061133i,-0.00033936+0.0012539i,0.0005926+0.0016187i,0.00058516+0.0010136i,0.00034991+0.00053887i,-2.0398e-05+0.00040858i,-0.00017197-0.00044608i,-0.00010082-0.0009573i,-4.1336e-05-0.00054491i,0.00022039+0.00028623i,0.00017154+0.00059972i,0.00022499+0.00031719i,0.00024278+0.00058121i,-0.00046401+0.00053654i,-0.0002935+7.5742e-05i,0.00013726+2.6016e-06i,0.0005251-0.00028477i,0.00041783-0.00012754i,-0.00031878+0.00018746i,-0.00045017+0.00047617i
-5.9923e-05-0.0017065i,-7.818e-05-0.0019709i,-0.00059255-0.00029427i,-0.0013181+0.0013661i,-0.00056271+0.0012729i,0.00098325+0.00076149i,0.0021239+0.00096414i,0.0014966+0.00040213i,-4.1308e-05-0.00051734i,-0.00078966-0.00030409i,-0.00060678+2.7127e-05i,-0.00027187+0.00030798i,0.00010468+0.00095711i,0.00095433+0.00035429i,0.0011678-0.00034082i,0.00073256-0.00042694i,0.00022719-7.0896e-06i,-0.00039928+0.00044526i,-0.00083204+0.00032853i,0.00012314+0.00047038i,0.00037207+0.0009042i,0.0002978+0.00098558i,0.00033182+0.0010304i
0.0007484-0.002366i,-0.00017768-0.0030126i,-0.0016081-0.0032202i,-0.0024209-0.0021693i,-0.0023637+0.00024552i,-0.0020415+0.0017099i,-0.0011348+0.0011911i,-0.00020153-0.0002633i,-0.00056054-0.00075296i,-0.0007557-0.00057283i,-0.00046573-0.00062501i,-0.00056829-0.00010004i,-0.0004503+0.0013127i,6.2365e-05+0.0014194i,7.8375e-05+0.00096622i,-0.00026766+0.00081811i,0.00024829-0.00024434i,0.00018823-0.00031185i,-2.3233e-05-3.6211e-05i,0.00065616+0.00023353i,0.00056397+0.00063681i,-0.00024556+0.00015568i,-0.0011118-0.00039074i
-0.0012706+0.0029439i,-0.00061881+0.0031639i,0.00081401+0.0022247i,0.0019036+0.0017438i,0.0027139+0.0017676i,0.0021852+0.00015717i,0.0010556-0.00093075i,-0.00024712-0.00090177i,-0.00052326-0.001307i,-0.00032031-0.00091798i,-0.00056638-6.1817e-05i,-0.00075093-6.9305e-05i,-0.00044385-0.00021758i,-0.00055113-0.00096329i,-0.00085568-0.0020702i,-0.00039553-0.0011783i,0.00054955+0.00020923i,0.00069767+0.00021419i,-0.00014138+0.0006529i,-0.00031611+0.00086646i,6.2735e-05+0.00037072i,1.3032e-05-0.00012289i,0.00040677-9.1109e-05i
-0.00027671+0.0026936i,-0.00062225+0.0030732i,2.0436e-05+0.0028269i,0.00049985+0.0025651i,0.0004172+0.0014287i,0.00032032-0.00065366i,0.00059957-0.00073227i,0.00056114+0.00014363i,-0.00070417+0.00029815i,-0.00083146+0.00030617i,-0.00037781-0.00010398i,-0.00096518-6.3417e-06i,-9.3609e-05+0.00010661i,0.00035308-0.00011404i,-0.00054649-0.0002061i,-0.00036041+0.00032619i,0.00012467+0.00027826i,0.00039515-0.00066298i,0.00017779-0.00054799i,-2.2021e-06+0.0005189i,0.00013278+0.00056479i,0.00047613-9.7044e-05i,0.00051525-0.00093214i
-0.00034449+5.0047e-05i,-0.00075736-0.00085341i,0.00044553-0.0011813i,0.0011647-0.00091221i,0.0014083+0.00020552i,0.0020249+0.0013209i,0.001662+0.00045455i,0.00014544-0.0004119i,-0.00065182+0.00019057i,-0.00062667+0.00045666i,-0.00081804+0.00022985i,-0.00059249-5.0398e-05i,-0.00013085-0.00024676i,-0.00014691-0.0002039i,0.00050887+0.00018303i,0.00040591+1.856e-05i,-0.00041458-0.00067584i,0.00018958-0.00073361i,0.00057301-0.00043754i,0.00032222-0.00042821i,0.00048423-8.1071e-05i,0.00052524+0.00031075i,0.00076149+0.00037364i
0.0010148-0.00048529i,0.0014577-8.4806e-05i,0.00050865+0.0011111i,0.00029956+0.001048i,0.00060909+0.00093274i,0.00084265+0.0013569i,0.00066002+0.0017016i,-0.00037257+0.00060814i,-0.00082717-0.00037499i,-0.00073435-0.00026521i,-0.00018991+0.00032589i,0.00038879+0.00046203i,0.00068987-0.00021547i,0.00011026-0.00050805i,-0.0010036+0.00024332i,-0.00097932+0.00037641i,-0.00013097-0.00036804i,-0.00039158-0.00025564i,-0.00070268+0.00022893i,-0.00030481+8.3181e-05i,0.00052683-0.00038898i,0.00059251-0.00040292i,0.00010813-0.00042698i
-0.00016872+0.00014181i,-0.00054968-0.0014554i,-0.00066321-0.0019203i,-0.00035578-0.00038291i,0.00041286+0.00039303i,0.00091904+0.00044464i,0.00045466+5.0068e-06i,3.7054e-06+0.00011488i,-0.00040597-3.8605e-05i,-0.00012798-0.00051179i,-0.00047596-0.00080147i,-0.00050074-0.00088135i,0.00031546-0.00035549i,-0.00047023-0.00020154i,-0.0011559-2.2489e-05i,-8.8931e-05-5.5733e-06i,0.0011006+0.00028382i,0.0012453+0.00031771i,0.00063956+0.00028706i,0.00026668+0.000645i,-0.00016826+0.0011406i,-0.0005194+0.0004271i,-0.00026577-0.00042395i
0.0023337-0.00047633i,0.0030359-0.00056566i,0.0024275-0.00062774i,0.0024761-0.00031484i,0.0026239-1.6094e-05i,0.0022188+0.00049327i,0.0014176+0.00080324i,4.4818e-05+0.0011231i,-0.00098927+0.00081514i,-0.00067517+1.7469e-05i,-0.00026068+0.00023439i,-0.00053728+0.00046596i,-0.00048187+0.00036799i,-0.00024768+0.00061826i,0.00028191+0.00075415i,0.00024525+0.00023916i,0.00019094-0.00010472i,0.00078025+0.00036822i,0.00078707+0.00042973i,0.00029108-0.00022119i,0.00073685-0.0001564i,0.0010143+0.00032247i,-4.6371e-05+0.00052411i
1.73e-05-0.00011761i,0.00031817-0.00093753i,-0.00025468-0.0015006i,-0.00016015-0.0011155i,0.00036894-0.00027517i,0.00056707-6.2336e-05i,0.00040938-0.00033078i,-4.7976e-05-0.00053276i,-0.00081121-0.0010024i,-0.00086955-0.00041783i,-0.00061877+0.00072406i,6.7748e-05+0.00043756i,0.00075309-6.4499e-05i,0.00096999+8.3262e-05i,0.0010147-9.1315e-05i,0.00082736-0.00041637i,9.2818e-05+0.00028i,-0.00059336+0.00056271i,-1.5284e-05+0.00016968i,0.00015399-0.00025358i,2.2576e-05-0.00029443i,0.00033776-0.00036041i,0.00060111+0.00011639i
0.00037682-0.00064309i,-0.000377+1.5656e-05i,-0.00022723+0.00038609i,-0.0014046+0.0003253i,-0.0024635+0.00028423i,-0.00088772+0.00077299i,0.00057964+0.00084305i,4.7207e-05+0.00013739i,-0.0004271-0.00093437i,0.00023986-0.0013058i,-0.00032065-0.00070738i,-0.00080793-0.00031534i,-0.00028083-0.00023317i,-0.00013289+0.00017586i,-0.0003422+0.00072733i,-0.00068738+0.00011217i,-0.000579-0.00059701i,-0.00044442-0.00022802i,-0.00037164-8.4734e-07i,-0.0005378-0.00022819i,-0.00074003-0.00035094i,-0.00018278+5.7587e-05i,0.00026257+0.00037508i
0.00052498-0.0014767i,0.00014424-0.002628i,0.00032477-0.0024785i,0.0006897-0.00043784i,0.0010764+0.001401i,0.00119+0.0022649i,0.00066412+0.0012499i,0.00050019-0.00069573i,0.0004544-0.0011458i,-9.6562e-05-0.0010067i,-0.00051037-0.00043136i,-0.00011169+0.00025659i,0.00052206+8.739e-05i,0.00045989-0.00016315i,0.00015828-0.00028802i,0.00041221-0.00024261i,0.0010418+9.7551e-05i,0.00034775+0.00033183i,-0.000385+0.00049077i,0.00017374+0.00060595i,0.00019235-0.00013998i,-5.6507e-05-0.00049358i,0.00029549-0.00039654i
0.0011028+0.00057451i,0.0019534+0.00061807i,0.0012163+0.00021853i,0.00086675+9.5104e-05i,0.00055278+0.00024511i,0.00044988+0.00099514i,0.00069719+0.0010701i,0.00081164+9.1295e-05i,0.0011136-0.00056299i,0.00072729-0.00032367i,0.00012227-0.0001595i,-0.00029762-0.00054048i,-0.00037677-0.0010943i,-3.0848e-06-0.0011509i,5.3635e-05-0.00019863i,-0.00020193+0.00053645i,-0.00025335+0.0003084i,-0.00057886-0.00022629i,-0.00077588-0.00045454i,-0.00068483-0.00060801i,-0.00059842-0.00079936i,0.00019606-0.00063532i,0.00028506-7.3942e-05i
0.00038529-0.00028124i,-0.00041573-0.00050643i,-0.00035335-0.00059248i,0.00048402-0.0007043i,0.00071315-0.00011325i,0.0014137+0.00061868i,0.0018572+0.00052729i,0.00094855-0.00036772i,4.8475e-05-0.0011162i,-0.00042868-0.0010009i,-0.0010759-0.00048714i,-0.0013476-9.5076e-05i,-0.0011877+0.00019505i,-0.00090194-1.5876e-05i,-0.00049417+0.00010282i,0.00018281+0.00039439i,0.00010988+0.00027126i,-0.00057971-4.6898e-06i,-0.0004994+0.00055572i,0.00016097+0.00053888i,0.00027675-1.2934e-05i,3.0792e-05-4.0465e-05i,-1.0826e-05+2.1895e-05i
-0.00069484+0.0018316i,-0.00057613+0.0015796i,-5.7776e-05+0.0013959i,0.00016529+0.0012976i,0.00037968+0.0010011i,0.00082187+0.00062112i,0.00038884+6.1194e-05i,-0.0003275-0.00036541i,-0.000921-0.00071059i,-0.00097287-0.00088481i,-0.00058961-0.00028262i,-0.00014516+0.00017979i,-0.00038532-0.00056087i,-0.0007541-0.0010742i,-0.00078856-0.00014894i,-0.00020328+0.00092433i,0.0006488+0.00064886i,0.00076674-0.0002669i,0.00054169-1.271e-05i,-0.00018265+0.00079525i,-0.0010131+0.0010497i,-0.00090302+0.00042776i,-0.00037157-0.00022968i
-0.0015515-0.0010348i,-0.0016044-0.00093936i,-0.0013924-2.0806e-05i,-0.00031778+0.00087863i,0.00097886+0.0010508i,0.001781+0.0013576i,0.0021064+0.0009775i,0.00088931-9.6865e-05i,-0.00080719-0.00014426i,-0.001305-0.00023728i,-0.0012622+0.00016201i,-0.00087996+0.001068i,-0.00065356+0.0011344i,-0.00054667+0.00046668i,0.00036484+0.0001466i,0.00068552+0.00030076i,0.00032988-0.00021969i,-9.6198e-05-0.00073386i,-0.00027878-0.00061141i,0.00024219-0.00020965i,0.00051217-4.7345e-05i,0.00022134-9.2519e-06i,0.00054488+0.00060771i
0.00089356+0.00047255i,0.00066306+8.2424e-05i,4.5597e-05+7.2522e-05i,0.00014179+0.00071075i,0.00052094+0.0003681i,0.00032519-0.00012995i,0.00033315+0.00029643i,0.00071231+0.00027342i,0.000143-0.00027598i,6.9171e-05-0.00046027i,0.00047632-0.00030406i,-0.00015897-0.0003468i,0.00011034+2.1836e-05i,0.00031374+0.00058773i,-0.00037526+0.00028397i,5.7188e-05+6.103e-05i,0.00016329-0.00035373i,-0.0002147-0.00034798i,-0.000231-6.013e-05i,-0.00012723-0.00018979i,0.00045428-0.00038079i,0.00085062-0.0002003i,0.00030071-1.9614e-05i
-0.00026324-0.000598i,-0.00098435-0.0016597i,-0.0015118-0.0010255i,0.00013674-0.00043215i,0.0011543+0.00073085i,0.00076696+0.0013009i,0.0005024+0.00069363i,-0.00014853+7.2852e-05i,-7.144e-05-0.00023338i,-0.00013568-0.00053546i,-0.00085732-0.00058116i,-0.00077583-0.00050117i,-6.3155e-06-0.00026528i,0.00028907+0.0001806i,0.00016892+0.00014809i,-0.00029653-0.00011347i,-0.00020579-0.00041964i,7.0013e-06-0.00050734i,7.1732e-05-0.00082324i,4.6229e-05-0.00060779i,-0.00064736+0.00022193i,-0.0012894+0.0003835i,-0.0006893+0.00028459i
0.00097841+0.00024908i,0.0016471+0.00042498i,0.0021802+0.00024484i,0.001845-0.00034728i,0.0016584+0.00010414i,0.0013096+0.0011339i,5.8476e-05+0.001219i,-0.00079437+0.0001124i,-7.0528e-05-0.00063662i,-0.00050183-6.7247e-05i,-0.0012629+0.0001577i,-0.00069754-3.4966e-05i,-0.00019972+0.00050189i,-0.00034612+0.00058198i,-0.00072641-0.00021505i,-0.00094511-0.00011131i,-0.0013607+0.00041496i,-0.0013443+0.00039952i,-0.00072876+3.7772e-05i,-0.00057591-0.00027471i,-0.00069598-0.0002966i,-0.00044989-0.00029148i,-0.0006308+1.3378e-05i
-0.0014254+0.00037036i,-0.0018742+0.00019585i,-0.0018158-0.00054523i,-0.00054815-0.0012413i,0.00078111-0.00093153i,0.0010269-2.5729e-05i,0.0010647+0.00075429i,0.00045314+0.00054143i,-0.00025611+0.00036473i,-0.00070758+0.0001793i,-0.00092513-0.00050775i,-0.00028457-3.8731e-05i,-2.2529e-05+0.00094387i,-0.00037633+0.00037872i,-0.0015408-0.00070554i,-0.0018674-0.00041921i,-0.00047581+0.00033246i,0.00018726+0.00076913i,-5.3242e-06+0.00030376i,-5.165e-05+0.00034229i,-9.9701e-05+0.00040547i,-0.00020195-0.00010342i,-0.00062264-0.00068387i
0.0013196+0.0021153i,0.0014944+0.0020625i,0.0017517+0.0016744i,0.0021668+0.00025594i,0.0017513-0.00044581i,0.00067026-0.00023174i,0.00049767-0.0006612i,0.00085604-0.00083618i,0.00075518-0.00054803i,-0.00035032-0.00069762i,-0.0009432-0.00050228i,-0.00062669-8.4431e-06i,-0.00080286-0.00035164i,-0.0008898-0.00096031i,-0.00073598-0.00057501i,-0.0001396-7.9248e-05i,0.00035793-0.00049837i,0.00020792+0.0003111i,0.00033925+0.00095582i,7.2962e-05+0.0011304i,-0.00023013+0.00075989i,0.00065817-0.00036273i,0.00074779-0.00069161i
-0.00087177+0.001148i,-0.00060779-9.0553e-07i,-0.00084923+0.00041486i,-0.00038667+0.0015906i,0.00065465+0.0018685i,0.0018091+0.00057704i,0.0014639-0.00052537i,0.00045392-0.00089857i,-0.0002163-0.00075303i,-0.00045194-0.00045016i,-0.00078096-0.00022632i,-0.00048579-5.2457e-05i,5.4344e-06+4.6179e-05i,-0.0002777+0.00014743i,-0.00061163+0.00014142i,-0.00045263+0.00025861i,-0.00040793+0.0005082i,0.00034906+0.00046243i,5.5632e-05+0.00046183i,-0.00078884+0.00020008i,0.00026283-0.00020863i,0.0012338-5.2302e-05i,0.0011102+9.9917e-05i
