-0.0025124+0.0024081i,-0.0019411+0.0023404i,-0.0020422+0.0027157i,-0.0020311+0.0024406i,-0.0015226+0.0027743i,-0.00080011+0.0023705i,-0.00045654+0.0013123i,-0.00044421+0.00098204i,0.0003883+0.001584i,0.0012128+0.0016155i,0.0016583+0.00011982i,0.0014441-0.00067338i,0.0012383-0.00086004i,0.0003289-0.0013762i,-0.00067748-0.00099685i,-0.00065942+0.00028915i,0.00044851+0.00083991i,0.001026+0.00065047i,0.00070851+0.00012929i,0.00023975+1.2127e-05i,0.00023243+0.00014042i,0.00015222+0.00074932i,-0.00046893+0.00089982i
0.0063512+0.0049031i,-0.0068353+0.0045883i,-0.039846+0.014789i,-0.074816+0.066047i,-0.080115+0.14515i,-0.036846+0.17332i,0.023334+0.11969i,0.04897+0.049261i,0.031351+0.021803i,0.0083912+0.023765i,0.0018803+0.022954i,0.0028595+0.012514i,0.0051995-0.0037377i,0.00091184-0.017891i,-0.012727-0.024969i,-0.025849-0.025196i,-0.028335-0.025881i,-0.018077-0.028234i,-0.0039168-0.02745i,0.0023536-0.024851i,-0.00235-0.018813i,-0.0050069-0.0079126i,-0.0029393-0.00044983i
-0.0010819-0.0047408i,0.0090433-0.0030916i,0.046434-0.0013885i,0.10282-0.030813i,0.13855-0.092611i,0.11345-0.12853i,0.041966-0.11259i,-0.014514-0.069648i,-0.023706-0.034694i,-0.012672-0.018493i,-0.0025298-0.010681i,0.0012241-0.0058014i,-0.00728+0.00029922i,-0.014352+0.012285i,-0.0075688+0.026261i,0.0028685+0.032737i,0.0038393+0.031503i,-0.0035807+0.025402i,-0.011558+0.016298i,-0.013546+0.011868i,-0.0052589+0.010028i,0.0059551+0.0037304i,0.0098637-0.00099062i
0.0065735+0.008414i,0.0027417+0.0020519i,-0.034588-0.010199i,-0.09977-0.00031691i,-0.14799+0.040273i,-0.14282+0.083903i,-0.084376+0.11589i,-0.023229+0.11004i,-0.012864+0.075088i,-0.027081+0.052248i,-0.023955+0.043737i,-0.0074604+0.035322i,0.010467+0.024651i,0.021491+0.0090342i,0.022699-0.0091661i,0.019403-0.021272i,0.019686-0.023072i,0.020983-0.017351i,0.01838-0.010256i,0.014842-0.0084738i,0.007197-0.012064i,-0.0060255-0.014181i,-0.01371-0.012853i
-0.01533-0.0022177i,-0.011714+0.010061i,0.028432+0.037125i,0.093331+0.053626i,0.1373+0.052718i,0.14847+0.030784i,0.12564-0.02379i,0.076171-0.055206i,0.042628-0.035067i,0.033703-0.014044i,0.023146-0.006865i,0.012265+0.001233i,0.0041585+0.0036635i,-0.0094665+0.0031521i,-0.021904+0.0071662i,-0.024447+0.0098823i,-0.022617+0.0053426i,-0.020166-0.0011174i,-0.015713-0.0044876i,-0.012948-0.0033007i,-0.010597+0.0057693i,-0.0040652+0.017684i,0.0022658+0.021111i
0.01706+0.0051162i,0.02109-0.010683i,-0.014331-0.041483i,-0.06118-0.060527i,-0.068236-0.072989i,-0.075719-0.074371i,-0.10365-0.023351i,-0.091615+0.031969i,-0.048785+0.02768i,-0.031504+0.0013668i,-0.03265-0.0068238i,-0.028613-0.0069359i,-0.017392-0.0036314i,-0.0015711+0.0023582i,0.013864+0.0059499i,0.022232+0.0089984i,0.022167+0.015308i,0.015919+0.019538i,0.0087981+0.017185i,0.0070827+0.011732i,0.010662+0.0047812i,0.013597-0.004923i,0.012518-0.01154i
-0.01898-0.0075785i,-0.028175+0.013925i,0.0028491+0.047307i,0.036649+0.053526i,0.017797+0.053001i,0.017048+0.068045i,0.067841+0.052179i,0.078213+0.01266i,0.042049+0.0039335i,0.023475+0.011723i,0.016156+0.0089177i,0.0017723+0.0058962i,-0.010178+0.0023387i,-0.016689-0.00637i,-0.019387-0.015041i,-0.015034-0.018879i,-0.0046332-0.01926i,0.0045043-0.016721i,0.0077162-0.0097604i,0.0051964-0.0051186i,-0.0036638-0.0052326i,-0.013961-0.0022662i,-0.017279+0.0039859i
0.026714+0.006902i,0.037374-0.019626i,0.0042879-0.049526i,-0.028312-0.032747i,0.0071973-0.0090899i,0.022193-0.040642i,-0.047573-0.073031i,-0.089213-0.048672i,-0.06006-0.022257i,-0.03212-0.025131i,-0.019563-0.028455i,-0.0056467-0.024326i,0.0020865-0.014601i,0.0037691-0.0013583i,0.0031582+0.0076193i,-0.0040601+0.0094666i,-0.01432+0.0093147i,-0.015205+0.006374i,-0.0070291-0.0013674i,6.1186e-05-0.0056491i,0.0032533-0.0015742i,0.0068442+0.0039305i,0.010056+0.0041554i
-0.033304-0.0021007i,-0.043506+0.030448i,-0.0033877+0.064293i,0.043859+0.03102i,0.0098287-0.026625i,-0.038235+0.00036421i,-0.0061518+0.069966i,0.026613+0.07082i,0.0025556+0.040684i,-0.016019+0.035653i,-0.0086219+0.0314i,-0.0057776+0.020382i,-0.009235+0.010231i,-0.0091669+0.0011582i,-0.0045435-0.0041481i,0.0027896-0.0034714i,0.0082217+0.0008856i,0.0067435+0.0029724i,-0.00034921+0.0014904i,-0.0038464-0.00064141i,-0.0005124-0.0063733i,-0.00080255-0.014767i,-0.0064801-0.017578i
0.029857+0.0040667i,0.045599-0.029798i,0.00080234-0.064962i,-0.07072-0.018609i,-0.051956+0.075315i,0.035103+0.065776i,0.057914-0.03883i,0.029106-0.072256i,0.025366-0.034392i,0.030581-0.018048i,0.023767-0.018544i,0.022197-0.010688i,0.02375+0.00066285i,0.019261+0.010213i,0.013126+0.012763i,0.0083141+0.0025114i,0.0019411-0.010345i,-0.003024-0.011917i,-0.00098333-0.0038799i,0.0018448+0.0021113i,-0.00037642+0.0044381i,-0.0042031+0.0080637i,-0.005423+0.010085i
-0.039028+0.0018128i,-0.057495+0.04283i,-0.0042914+0.098586i,0.11005+0.065994i,0.14615-0.053562i,0.052678-0.091854i,-0.029045-0.0081531i,-0.028547+0.038032i,-0.018148+0.0157i,-0.023534+0.0086508i,-0.021523+0.015155i,-0.015589+0.00681i,-0.012505-0.0093536i,-0.010738-0.018816i,-0.0074726-0.015444i,-0.0040532-0.0051628i,-0.0048112+0.00396i,-0.0053966+0.0051769i,-0.0053084-0.00029714i,-0.0051847-0.0034282i,0.00028776+0.00018178i,0.0095441+0.0035123i,0.01407+0.0023584i
0.042139+0.003557i,0.068882-0.041031i,0.017893-0.11787i,-0.12454-0.1184i,-0.20318+0.0010663i,-0.10265+0.084551i,0.030415+0.046584i,0.05592+0.011614i,0.0389+0.023692i,0.037999+0.022412i,0.033001+0.010607i,0.020055+0.012086i,0.0082597+0.018339i,1.6887e-05+0.020935i,-0.0026873+0.017622i,0.0014928+0.0095586i,0.010542+0.0021845i,0.013628-0.00022708i,0.007731+0.0040563i,0.0024029+0.0079709i,-0.00028363+0.0037108i,-0.0029135-0.0039743i,-0.0043792-0.0074516i
-0.044289-0.0057676i,-0.081658+0.042459i,-0.042502+0.14695i,0.11393+0.19736i,0.23411+0.098236i,0.15784-0.026555i,0.0074934-0.044556i,-0.042685-0.022687i,-0.033525-0.027589i,-0.037201-0.028572i,-0.035168-0.01327i,-0.017207-0.0034063i,-0.000419-0.0051637i,0.0061459-0.011092i,0.0038915-0.014028i,-0.0025-0.012251i,-0.0070295-0.01018i,-0.0043076-0.0091575i,0.0045482-0.011015i,0.0089673-0.013572i,0.0037011-0.0082065i,-0.0027437+0.003222i,-0.003066+0.0094505i
0.049147+0.0053571i,0.099387-0.043405i,0.082739-0.16788i,-0.066751-0.26416i,-0.21755-0.19239i,-0.18935-0.030005i,-0.061741+0.057046i,-0.0072314+0.063005i,-0.013475+0.057019i,-0.0066857+0.047625i,0.002127+0.029101i,-0.0061986+0.016439i,-0.018606+0.014695i,-0.022536+0.017096i,-0.017413+0.017762i,-0.0081782+0.015495i,-0.0014778+0.014243i,-0.0013878+0.010225i,-0.0070144+0.0019023i,-0.0099159-0.0032162i,-0.0038538-0.0051193i,0.0044898-0.007133i,0.0064153-0.0086095i
-0.055404-0.0091062i,-0.12187+0.039887i,-0.13576+0.18237i,-0.013353+0.32843i,0.14946+0.30441i,0.17844+0.12904i,0.092543-0.015868i,0.031279-0.051539i,0.021114-0.043126i,0.0053021-0.037711i,-0.015016-0.026603i,-0.014606-0.010594i,-0.00062683-0.00036664i,0.011926+0.0010198i,0.017479-0.0022297i,0.016578-0.0058268i,0.012121-0.0070294i,0.0089448-0.0028793i,0.010158+0.0042093i,0.01095+0.0064755i,0.0056076+0.0020415i,-0.0049234-0.0021244i,-0.011979-0.0011056i
0.055367+0.014823i,0.13868-0.025166i,0.19026-0.16402i,0.11744-0.33373i,-0.030257-0.35707i,-0.11483-0.20207i,-0.10273-0.033029i,-0.065626+0.032361i,-0.04288+0.039134i,-0.019072+0.041349i,0.00031169+0.030481i,0.0024259+0.0061876i,-0.0063029-0.013407i,-0.016184-0.018166i,-0.019543-0.013083i,-0.01697-0.007395i,-0.013831-0.0037781i,-0.0087622-0.0032718i,-0.0033655-0.0058833i,-0.00013501-0.0050341i,0.0014254+0.0013128i,0.0039142+0.008534i,0.0062985+0.0096436i
-0.066285-0.020227i,-0.16434+0.012083i,-0.25398+0.14025i,-0.2315+0.31479i,-0.096987+0.37136i,0.044586+0.24554i,0.10118+0.078212i,0.084558+0.0032684i,0.05709-0.0094655i,0.034727-0.021091i,0.01322-0.024061i,0.0019209-0.0096517i,0.0018206+0.0046191i,0.0052423+0.0097945i,0.0055647+0.0098253i,0.0033389+0.0090176i,0.0041001+0.0079728i,0.003262+0.0067452i,-0.0018763+0.0082522i,-0.0037984+0.0094305i,-4.9906e-05+0.0052684i,0.0033703-0.0019031i,0.0028451-0.0063307i
0.067963+0.020903i,0.17295+0.0057009i,0.28967-0.089135i,0.31849-0.23749i,0.21757-0.31257i,0.052495-0.24318i,-0.058996-0.11794i,-0.078161-0.042459i,-0.061824-0.013341i,-0.043515+0.0073625i,-0.016468+0.016724i,0.0078233+0.0092178i,0.016173-0.0025771i,0.012552-0.0084711i,0.0075379-0.009033i,0.0063973-0.010612i,0.0041907-0.013454i,0.0011667-0.013414i,0.0018414-0.0095821i,0.0027917-0.0060093i,-0.00063913-0.003914i,-0.0046589-0.00058073i,-0.0033135+0.0012331i
-0.065393-0.027799i,-0.1769-0.029554i,-0.31225+0.028259i,-0.37471+0.14381i,-0.29818+0.22854i,-0.12553+0.21752i,0.015234+0.14292i,0.051679+0.071479i,0.03433+0.028742i,0.020811-0.0003073i,0.0085178-0.016538i,-0.0071489-0.01114i,-0.017102+0.0024022i,-0.016614+0.0093884i,-0.010669+0.0084949i,-0.0084868+0.0050908i,-0.0090647+0.0043012i,-0.0089492+0.0033286i,-0.0087291-0.0013607i,-0.0078313-0.0054117i,-0.0059676-0.005252i,-0.0016129-0.0043232i,0.00087427-0.0041058i
0.066573+0.03039i,0.17573+0.051175i,0.31355+0.035154i,0.38998-0.031306i,0.33997-0.10485i,0.19072-0.14286i,0.046305-0.13235i,-0.017188-0.081916i,-0.025184-0.033458i,-0.026614-0.0018506i,-0.020054+0.018172i,-0.0037677+0.022517i,0.0080996+0.017075i,0.010836+0.011847i,0.010979+0.010206i,0.014687+0.0090417i,0.017251+0.0066011i,0.015305+0.0046698i,0.010148+0.0036122i,0.0046508+0.0032996i,0.0012219+0.0013622i,-0.001075-0.00072423i,-0.0010759+0.00061034i
-0.064024-0.036534i,-0.16565-0.074155i,-0.29234-0.09397i,-0.3632-0.068869i,-0.32403-0.0073032i,-0.20463+0.069602i,-0.081858+0.11437i,-0.011645+0.092397i,0.012564+0.050713i,0.023299+0.021568i,0.020931-0.00033805i,0.0059312-0.011564i,-0.0072344-0.013721i,-0.012652-0.013558i,-0.011848-0.013539i,-0.0098752-0.014102i,-0.0076385-0.011857i,-0.0021356-0.0075218i,0.0046329-0.0040501i,0.0089517-0.0024524i,0.0084801-0.0034748i,0.0045868-0.0036802i,0.00075766-0.0023315i
0.055022+0.041645i,0.14455+0.097549i,0.24915+0.15079i,0.30323+0.16136i,0.27739+0.11388i,0.20407+0.016684i,0.11822-0.062255i,0.049244-0.061352i,0.012535-0.028334i,-0.0091474-0.0077778i,-0.019775+0.0078379i,-0.012114+0.018914i,-0.0025056+0.020231i,-0.0021496+0.018343i,-0.0047512+0.018613i,-0.004576+0.019067i,-0.0010585+0.015569i,0.0013467+0.0075156i,-0.00031943-0.00043577i,-0.0039391-0.0027522i,-0.0058157+0.00042044i,-0.0035895+0.0038334i,-0.00051326+0.0058585i
-0.051892-0.045922i,-0.12731-0.11068i,-0.20641-0.17726i,-0.23037-0.20084i,-0.19967-0.15906i,-0.16342-0.06215i,-0.12203+0.024635i,-0.06791+0.041326i,-0.027363+0.021972i,-0.0027128+0.0092393i,0.012761-0.0031537i,0.013459-0.013508i,0.0080603-0.015574i,0.0071072-0.014439i,0.010948-0.013463i,0.012742-0.014877i,0.0087424-0.015595i,0.0011486-0.010711i,-0.0048847-0.0010957i,-0.0022126+0.0063857i,0.0055641+0.0054744i,0.0094785-0.00012865i,0.0073893-0.0041305i
0.039948+0.048321i,0.099339+0.12256i,0.15017+0.20019i,0.14667+0.226i,0.11661+0.18674i,0.11436+0.10453i,0.10527+0.023748i,0.05666-0.0097172i,0.008627-0.0073208i,-0.015644-0.0054485i,-0.025452-0.003358i,-0.023516+0.0039432i,-0.017839+0.0081154i,-0.015736+0.0077697i,-0.016851+0.0050184i,-0.01871+0.0037846i,-0.01694+0.0046521i,-0.0096253+0.0047509i,-0.00054758+2.4471e-05i,0.0017899-0.0082625i,-0.0040209-0.010895i,-0.010317-0.0072744i,-0.011433-0.0032603i
-0.034958-0.051723i,-0.079331-0.12738i,-0.10682-0.20086i,-0.082901-0.211i,-0.046203-0.16238i,-0.059504-0.10371i,-0.083984-0.049119i,-0.061178-0.008778i,-0.023292+0.0064486i,-0.00087844+0.010381i,0.01207+0.0084962i,0.015602+0.0021865i,0.013842-0.0015815i,0.0136-0.0013204i,0.01585-0.00038456i,0.016775+0.00063198i,0.013138+0.0025643i,0.0060687+0.0016919i,-0.0031592+1.7735e-05i,-0.0077682+0.0037811i,-0.002893+0.010111i,0.005192+0.011789i,0.0078169+0.0086925i
0.030034+0.052637i,0.059474+0.12651i,0.071498+0.19263i,0.040967+0.18505i,0.0062324+0.12689i,0.024336+0.088607i,0.057413+0.062031i,0.046376+0.030189i,0.017668+0.012548i,0.0012796+0.0027972i,-0.0097146-0.0031025i,-0.014355+6.1965e-05i,-0.013003+0.0029536i,-0.01348+0.0006275i,-0.014051-0.002199i,-0.011985-0.0049371i,-0.0069915-0.0062301i,0.00099557-0.001718i,0.0099893+0.0036356i,0.01513+0.00056158i,0.011869-0.0097457i,0.0042411-0.016406i,-0.0010732-0.013313i
-0.019181-0.045254i,-0.032884-0.11849i,-0.032504-0.17502i,-0.0056163-0.14935i,0.021827-0.084868i,0.0087859-0.067098i,-0.021047-0.065623i,-0.02093-0.036094i,-0.0026023-0.0091432i,0.0080239+0.0030437i,0.012685+0.0089995i,0.013455+0.007548i,0.0096248+0.0049106i,0.0058505+0.0067553i,0.0052582+0.0098318i,0.0065507+0.010648i,0.006169+0.0069416i,0.0037521-0.0026682i,-0.0024228-0.011799i,-0.0099527-0.010679i,-0.014037+8.7521e-05i,-0.012276+0.010261i,-0.0076489+0.011463i
0.011026+0.045402i,0.014168+0.11509i,0.0071212+0.16524i,-0.0062949+0.12984i,-0.014396+0.060254i,-0.0074118+0.046786i,0.0068518+0.055661i,0.0063827+0.033139i,-0.0073145+0.0071557i,-0.015242-0.0036017i,-0.016177-0.0087671i,-0.015108-0.0078973i,-0.011474-0.0058478i,-0.0081152-0.0070228i,-0.0049778-0.0074976i,-0.00073441-0.0081594i,0.0020919-0.0090241i,-1.2281e-06-0.0031308i,-0.0019856+0.00779i,0.0031368+0.012727i,0.011524+0.0079295i,0.015989+0.00033225i,0.012798-0.0027555i
-0.0076625-0.040635i,-3.3612e-05-0.10259i,0.012082-0.145i,0.011673-0.10559i,0.0034438-0.033471i,0.0096362-0.019926i,0.011319-0.036901i,-0.0018827-0.024331i,-0.0084615-0.0009053i,-0.0058335+0.0087982i,-0.0011765+0.010859i,0.0036491+0.0081566i,0.0043408+0.0028125i,0.0033593+0.001454i,0.0029697+0.001627i,-0.00025965+0.0016106i,-0.002414+0.0010804i,0.00025418-0.0019967i,0.0038639-0.0072668i,0.0013143-0.01307i,-0.0074159-0.014552i,-0.013396-0.010707i,-0.010882-0.007073i
-0.001226+0.0358i,-0.019358+0.09188i,-0.036984+0.13596i,-0.016997+0.11115i,0.018627+0.050336i,0.010255+0.027519i,-0.010117+0.034333i,-0.0050426+0.025028i,-0.002836+0.0049832i,-0.0082368-0.0055272i,-0.0093541-0.0095436i,-0.0086383-0.0074027i,-0.0062909-0.0026051i,-0.0048625-0.0019595i,-0.0054733-0.0021737i,-0.0033651-0.0015797i,-0.0014646+0.00061411i,-0.0041649+0.0031017i,-0.0080839+0.005864i,-0.0072789+0.010295i,-0.0013005+0.014224i,0.0038906+0.01506i,0.0034544+0.012158i
0.012919-0.026349i,0.042372-0.075982i,0.069013-0.12461i,0.038372-0.11952i,-0.020503-0.068031i,-0.017-0.028063i,0.012346-0.01872i,0.0096736-0.0095225i,0.004954+0.0082254i,0.0087507+0.016274i,0.0092525+0.015235i,0.009293+0.012143i,0.0064835+0.009153i,0.0030497+0.0097755i,0.0040153+0.010838i,0.0049538+0.0078101i,0.0046895+0.003386i,0.0070056+0.0018249i,0.011275+8.0767e-05i,0.013726-0.0053707i,0.012306-0.011618i,0.0086302-0.013969i,0.0073532-0.010443i
-0.012671+0.02421i,-0.050462+0.061583i,-0.08833+0.11012i,-0.058729+0.12889i,0.012732+0.09725i,0.019153+0.048731i,-0.0085315+0.024353i,-0.0020417+0.01508i,0.010075-0.00035682i,0.0064904-0.013579i,0.0010237-0.016049i,-0.0031203-0.011811i,-0.0062864-0.0071413i,-0.0079897-0.0069331i,-0.0076872-0.0065882i,-0.0051703-0.0043785i,-0.003863-0.0038603i,-0.0052059-0.0041837i,-0.0076904-0.0027945i,-0.010365-0.00039206i,-0.013403+0.0034577i,-0.014411+0.005684i,-0.013068+0.0022699i
0.021295-0.011288i,0.071013-0.038989i,0.12625-0.086962i,0.10449-0.12561i,0.023628-0.11159i,-0.0037241-0.058306i,0.0080941-0.022956i,-0.0032851-0.011874i,-0.015339+0.0026863i,-0.010923+0.014748i,-0.006004+0.016193i,-0.0036258+0.013266i,-0.0027161+0.010425i,-0.002072+0.010553i,-0.00038004+0.01169i,0.0021491+0.0094479i,0.0046353+0.0058998i,0.0056268+0.0044078i,0.0069943+0.004746i,0.010564+0.0047285i,0.013811+0.0035577i,0.013899+0.0038633i,0.011284+0.0062499i
-0.021481+0.0048643i,-0.079455+0.018524i,-0.14972+0.05856i,-0.14398+0.11328i,-0.06467+0.12443i,-0.017507+0.074039i,-0.015785+0.029429i,-0.0083335+0.020841i,0.0026117+0.01287i,0.002873+0.00029129i,0.00073271-0.0045931i,-0.00075219-0.0062071i,-0.0006116-0.0079416i,0.0019065-0.012649i,0.0011299-0.018501i,-0.00071928-0.018379i,-0.0016235-0.014763i,-0.0027657-0.011779i,-0.0036652-0.0098849i,-0.0062336-0.010639i,-0.0097626-0.012784i,-0.010066-0.014153i,-0.0059614-0.01446i
0.023167+0.0022241i,0.085848+0.0075116i,0.16841-0.01341i,0.18326-0.069957i,0.11539-0.10138i,0.050996-0.067894i,0.024476-0.028289i,0.0041693-0.018886i,-0.016963-0.0055742i,-0.022354+0.01214i,-0.015401+0.016684i,-0.0073829+0.01383i,-0.0055524+0.0095391i,-0.0092469+0.009578i,-0.01027+0.012382i,-0.0076875+0.012682i,-0.0049968+0.011876i,-0.0033787+0.0086366i,-0.0023847+0.005896i,8.5607e-05+0.0087635i,0.00077754+0.012569i,-0.002331+0.013745i,-0.0064924+0.014211i
-0.023171-0.01172i,-0.089309-0.032949i,-0.18219-0.032095i,-0.2156+0.019876i,-0.15631+0.07138i,-0.074454+0.056143i,-0.03263+0.022528i,-0.012699+0.020856i,0.006673+0.017348i,0.012975+0.0008126i,0.0089817-0.0065798i,0.0060822-0.0048559i,0.0070957-0.002159i,0.010878-0.0020876i,0.014341-0.0041613i,0.014408-0.0060607i,0.011035-0.0073064i,0.006008-0.0064339i,0.0021243-0.0048227i,0.0021746-0.0069409i,0.0062034-0.010538i,0.010747-0.010806i,0.013643-0.0083204i
0.027462+0.019218i,0.089478+0.055366i,0.18425+0.080514i,0.23387+0.044674i,0.18797-0.018991i,0.09972-0.028433i,0.047672-0.013233i,0.025159-0.021069i,0.00098668-0.024638i,-0.01497-0.014285i,-0.016915-0.0059449i,-0.012714-0.0017411i,-0.010534-0.0012277i,-0.013262-0.00041165i,-0.014415+0.0038145i,-0.011701+0.0062574i,-0.0097537+0.0059836i,-0.0071742+0.0056191i,-0.0040052+0.0049884i,-0.0044978+0.0044763i,-0.0082617+0.0036057i,-0.011687+0.00051882i,-0.013477-0.0036244i
-0.015708-0.027486i,-0.070591-0.084133i,-0.16015-0.13968i,-0.22149-0.12088i,-0.19177-0.043688i,-0.10544-0.0054861i,-0.050205-0.00074666i,-0.029383+0.013959i,-0.0064607+0.019459i,0.010251+0.0083002i,0.010061-0.00031046i,0.0040182+0.0011579i,0.0025955+0.0061449i,0.0068737+0.0082391i,0.010776+0.0063485i,0.012556+0.0027325i,0.012689+0.001215i,0.0098555-0.00052058i,0.0077104-0.0017889i,0.0089709-0.0010224i,0.012315+0.0010537i,0.013363+0.0056261i,0.010704+0.009768i
0.010512+0.040095i,0.05398+0.1124i,0.13118+0.19481i,0.19561+0.19652i,0.18271+0.11363i,0.1096+0.048592i,0.05697+0.0239i,0.033958+0.0033125i,0.0094739-0.0079835i,-0.0077604-0.0037378i,-0.0075145+0.00056395i,-0.002548-0.0015491i,-0.003024-0.0070357i,-0.009124-0.011202i,-0.01473-0.010826i,-0.015345-0.0086991i,-0.012039-0.0068227i,-0.0077639-0.0045777i,-0.0058418-0.0030903i,-0.0073814-0.0038882i,-0.0097528-0.0073528i,-0.0077356-0.011088i,-0.0030708-0.012735i
-0.0087628-0.045312i,-0.03424-0.12687i,-0.090543-0.22542i,-0.14521-0.2405i,-0.13744-0.15481i,-0.07929-0.072493i,-0.042699-0.032137i,-0.033048-0.0012879i,-0.017028+0.021686i,0.0006175+0.023968i,0.0065398+0.015319i,0.0041897+0.008773i,-0.00052852+0.0080678i,-0.0018163+0.0092168i,0.0016206+0.0089664i,0.0050673+0.0091001i,0.0060333+0.006496i,0.0047366+0.0019182i,0.0034753+0.001852i,0.0043958+0.0066952i,0.0030813+0.010379i,-0.0028947+0.011109i,-0.0085197+0.010785i
-0.0041324+0.046446i,0.0017829+0.13744i,0.032652+0.25047i,0.078848+0.28164i,0.088827+0.20117i,0.057759+0.10654i,0.034732+0.054994i,0.028625+0.023793i,0.014546+0.00080992i,-0.0032059-0.0065072i,-0.0084942-0.0036553i,-0.0020767-0.0019936i,0.0050536-0.0050191i,0.005803-0.0084848i,0.003703-0.009764i,0.0030731-0.0096221i,0.0023888-0.0080033i,-9.7998e-06-0.0044398i,-0.0025082-0.0037422i,-0.002392-0.007984i,0.0013143-0.011371i,0.0063452-0.010262i,0.010584-0.0066751i
0.01078-0.049103i,0.023158-0.14199i,0.020296-0.25648i,-0.008707-0.28614i,-0.027591-0.20421i,-0.018726-0.10745i,-0.014695-0.056015i,-0.021804-0.026396i,-0.018847-0.0020512i,-0.010079+0.0063133i,-0.007764+0.0042745i,-0.0086025+0.0039224i,-0.0075258+0.0048418i,-0.0050988+0.0059661i,-0.0014879+0.006725i,0.00041543+0.0056377i,0.00012786+0.00369i,6.9134e-05+0.0027436i,7.3823e-05+0.0038431i,-0.0012172+0.00667i,-0.0036963+0.0075098i,-0.0056554+0.0032498i,-0.0071929-0.0031385i
-0.017531+0.047435i,-0.048882+0.13803i,-0.075885+0.24639i,-0.065615+0.276i,-0.034512+0.20115i,-0.017656+0.10887i,-0.0071834+0.05944i,0.0046303+0.031714i,0.0056643+0.0058425i,-0.00087374-0.0078705i,-0.0039941-0.0068211i,-0.0020257-0.001201i,0.001433+0.0015488i,0.0022728+0.0015157i,0.00059111-0.00020559i,0.00065414-0.00095927i,0.0014078+0.00068661i,0.00091628+0.0019847i,0.0022189-6.9414e-05i,0.0058702-0.0032722i,0.0086477-0.0030086i,0.008976+0.00089656i,0.0073315+0.0059117i
0.027828-0.046863i,0.074713-0.1311i,0.1249-0.22452i,0.12778-0.24199i,0.08593-0.17031i,0.049376-0.088227i,0.025299-0.049388i,0.0024566-0.028819i,-0.0082034-0.0065007i,-0.0055361+0.0051425i,-0.0010933+0.0035154i,-0.0021776-0.00017717i,-0.0069164-0.00049168i,-0.0090341+0.0005949i,-0.0074742+0.0011388i,-0.0060573-0.00093716i,-0.0045183-0.0025521i,-0.0019394-0.0013913i,-0.0017291-0.00011439i,-0.0059384+0.00059197i,-0.0095556-0.00036404i,-0.0069061-0.0025343i,-0.0012034-0.0047628i
-0.031553+0.042413i,-0.092298+0.11359i,-0.16056+0.18859i,-0.1714+0.19641i,-0.11892+0.13215i,-0.066568+0.064581i,-0.036098+0.036157i,-0.012728+0.024935i,0.0017178+0.011589i,0.0039666+0.0022187i,0.0022878+0.00042448i,0.0022499+0.0012365i,0.0013221+0.00090816i,-0.0015191-0.00013249i,-0.0028665+0.0010274i,-0.0022833+0.0045331i,-0.0021136+0.0056535i,-0.0018647+0.0026737i,-0.00031568-0.00040803i,0.0036296+0.00039217i,0.0051958+0.0028725i,0.00099612+0.0043652i,-0.0050653+0.0054289i
0.035555-0.033345i,0.1066-0.089255i,0.18596-0.13918i,0.19895-0.13187i,0.13957-0.075431i,0.082342-0.029284i,0.049197-0.018033i,0.021441-0.013615i,0.0019944-0.0021204i,-0.0040207+0.0063345i,-0.0039712+0.0062929i,-0.0027503+0.0022365i,-0.0015045-0.00097888i,0.0011934-0.0021177i,0.0052277-0.0023012i,0.0083313-0.004278i,0.0090056-0.0072454i,0.0068861-0.0059702i,0.0024369-0.0038034i,-0.0018082-0.0053839i,-0.003035-0.0074908i,-0.0010817-0.0051459i,0.0020882-0.0014263i
-0.0455+0.027127i,-0.12013+0.070479i,-0.20255+0.099803i,-0.2098+0.082156i,-0.13734+0.03692i,-0.070678+0.0069646i,-0.039016+0.0033709i,-0.019469+0.0053958i,-0.0073075+0.002924i,-0.0062098-9.9836e-05i,-0.00723+0.00063414i,-0.0035004+0.0030099i,0.00050589+0.0017989i,-4.2263e-07-0.001486i,-0.002649-0.0031286i,-0.0056724-0.0033957i,-0.0075173-0.0026729i,-0.005917-0.0022287i,-0.0019042-0.001016i,0.0012617+0.0027183i,0.001688+0.006162i,0.00051948+0.0043973i,-0.0018524-0.00087951i
0.04492-0.027028i,0.11905-0.054001i,0.19535-0.062553i,0.19341-0.031924i,0.12065+0.0089267i,0.063284+0.025364i,0.037694+0.018123i,0.017317+0.0079395i,0.0016715+0.0033339i,-0.003046+0.00062406i,-0.0029632-0.001895i,-0.002873-0.0010089i,-0.0025922+0.0032066i,-0.00083846+0.00595i,0.003129+0.0059235i,0.0077125+0.0047894i,0.010038+0.0042642i,0.0079607+0.0043706i,0.0048224+0.0023996i,0.0050324-0.0012822i,0.006427-0.0030514i,0.0049903-0.0014382i,0.0027959+0.0024463i
