-0.0012466+0.0012536i,-0.00098189+0.0019146i,-0.0019467+0.001632i,-0.0027032-3.3645e-05i,-0.002527-0.00091105i,-0.0017175+0.00030518i,-0.00047456+0.0016758i,0.00086493+0.0018444i,0.0017984+0.0015608i,0.0018758+0.00074633i,0.00178+0.00082856i,0.0010489+0.0007483i,8.7444e-05+0.00017188i,-0.00026846+0.00017623i,-0.00056002-0.00018398i,-9.0609e-05-0.0006704i,0.00020225-0.00055221i,0.00054259-0.00027024i,0.00028397-0.0001572i,-0.00036001-0.00014409i,-0.00017449-0.00011726i,-0.00022237-1.0532e-05i,-0.00041146-0.00060412i
0.00052033+0.0013974i,8.1509e-05+0.00048359i,0.00060051+0.00012201i,0.0013238-3.5949e-05i,9.7915e-05-0.00072283i,-0.0010844-0.0010925i,-0.00078286+0.00019101i,-0.0001265+0.0010667i,0.00095182+0.00083941i,0.0015083+5.4837e-05i,0.00068142-0.00026161i,-0.00051416+0.00013789i,-0.00082694+0.0002702i,-0.00031641-4.1595e-06i,8.372e-05-0.00033147i,0.00026179+8.9058e-05i,-0.00039106+0.00047794i,-0.0007595+0.00014931i,-0.00016032-0.00026001i,0.00028082-0.00037165i,6.3371e-05+0.00011554i,-0.00031194+0.00051625i,-0.00029378-0.00067128i
0.00092207+0.0006042i,-0.00035669+0.00138i,-0.00029144+0.00077616i,0.00070855+0.00059975i,0.00078893+4.4578e-05i,0.0016055-0.00037163i,0.0018929-0.00038089i,0.0015428-0.00049785i,0.00097745-0.00050855i,0.00016031-0.00031948i,-0.00015143+0.00035165i,0.00046168+0.00088919i,0.00086826+0.00016239i,0.00014428-0.00071085i,-9.1086e-05-0.00081487i,-6.7148e-05-0.00034816i,0.00050286+0.00015241i,0.0011098+0.00059088i,0.00068068+0.0010513i,0.00017763+0.0010904i,0.00032181+0.00055901i,0.00026817-0.00022436i,-6.4635e-05-5.5169e-05i
0.00032365-0.0012347i,-0.00017951-0.0014668i,-0.00040046-0.00069847i,-0.00021438-0.00043871i,-6.1718e-05-0.00093473i,1.6739e-05-0.0012771i,-5.066e-05-0.00032593i,-0.00016607+0.00036296i,7.5946e-05-0.00010914i,0.00081462-0.0003311i,0.00091842+0.00029832i,-0.00028673+0.00011669i,-0.00033379-7.863e-05i,-0.00015619-0.00018158i,-7.6882e-05-0.00048733i,0.00018792-0.00031945i,0.00060864-0.0004819i,0.00065114-0.00071627i,0.00019547-0.00041995i,-5.3141e-05+4.4557e-05i,0.0002251-0.00027499i,0.00045842-0.0010213i,0.00033499-0.00097503i
-0.00044629+0.00058372i,-0.00065829+0.0015111i,-0.0016333+0.0015512i,-0.0012792+0.0012994i,-0.00072322+0.00044472i,-0.00077229-0.00024475i,1.2675e-05-0.00045711i,0.0015238+0.00018751i,0.0019874+0.0010579i,0.00080044+0.0010314i,0.00030421+0.00056591i,0.00083183-1.7338e-05i,0.00089215-0.0004099i,0.00055651-0.00045962i,0.0004538-0.00073329i,0.00030515-0.00048098i,-0.00011233+0.00016962i,-0.00020538+0.00036195i,0.00026804+0.00028814i,0.00032241-0.00035384i,-0.00031992-0.00069318i,-0.00032755-0.0007713i,0.00050001-0.00057743i
-0.0023832+0.00069024i,-0.0016158-0.00033091i,-0.0010658+0.00068029i,-0.00041393+0.00027152i,-0.00025332-0.00036588i,0.00023306-0.00015367i,0.00047343+0.00046732i,0.00011479+0.00063053i,0.00025792+0.0007997i,0.00095243+0.00067365i,0.00091255+0.00034287i,0.0003488+0.00057378i,-0.00048996+0.00018158i,-0.00081975-0.0001188i,-0.00066552-0.00046707i,-0.0011655-0.00058997i,-0.00102-0.00035928i,5.6314e-05-0.00017924i,0.00051498-0.00028209i,0.00046659-0.00051548i,3.0766e-05-0.00018183i,-0.00090091+0.00025168i,-0.00034312+0.0001143i
-0.00045988+0.0020059i,-0.00055356+0.0022684i,0.00051561+0.00081116i,0.00089752-0.00035194i,0.00088813-0.0007483i,0.00095348-0.0012273i,0.00058916-0.00051819i,0.00067335+0.00047262i,0.0012816+0.00040166i,0.00062817+0.00039276i,-0.00073203+0.00037502i,-0.00096074+0.00052044i,-0.00087346+0.00068605i,-0.00029559+0.00027828i,0.00045688-3.9416e-05i,0.00029749+0.00058479i,-0.00018501+0.00084588i,-0.00041616+0.00025916i,0.0001449+2.8359e-05i,0.00039005-0.00011131i,3.1982e-06+3.6564e-05i,-0.00042193+0.00044245i,-0.00096385+0.00050141i
0.00097809-0.0025327i,0.0011697-0.0016928i,0.00016881-0.0019959i,-0.0008157-0.0018007i,-0.00085899-0.00048491i,-0.00027826+0.00014868i,0.00044134-0.00014858i,0.00098714-0.00040348i,0.00040514+2.4724e-05i,-0.00044878+0.00092328i,-0.00053736+0.0012983i,0.00062958+0.00085431i,0.00048623+8.4004e-05i,5.1899e-05-0.00081333i,0.00054226-0.0011006i,7.0881e-05-0.00071853i,-0.0002502+2.4417e-05i,-0.00017683+0.00039i,-1.3294e-05+0.00023382i,-0.00052764+0.00061599i,-0.00071395+0.00073565i,-7.5253e-05+0.00014966i,0.00032403+5.0283e-06i
-0.001154-0.00019668i,-0.00076749-0.00024042i,-0.0018133+0.00074565i,-0.0012649+0.0010869i,0.00022605+0.0013732i,0.00032432+0.0010826i,0.00025058+0.00092707i,0.00037728+0.00065188i,0.00098739+0.00022984i,0.00064227+0.00041702i,-0.00011153+0.00037638i,-0.00036158+0.00019094i,-0.00064238-0.00067305i,-0.00039542-0.001465i,-2.4715e-05-0.00096416i,-0.00034691-0.00068078i,-0.00091992-0.0011131i,-0.00041557-0.00072356i,-7.5907e-05-7.5734e-05i,0.00032967+0.00026031i,0.00076295+0.00016027i,0.00078786+0.00021089i,0.00047793+0.00064547i
0.00022525-0.00016418i,-0.00019658+6.0498e-05i,-0.0010515+0.00033715i,-0.00070695+0.00089535i,0.0005806+0.00045739i,0.00092852+0.00028505i,0.00038124+0.00057985i,0.00085199+0.00030858i,0.0014342+0.00014916i,0.00044871+0.00069872i,-5.2789e-05+0.00073471i,3.499e-05+0.00043821i,-0.00028563+0.00042652i,-0.0010278+0.00039997i,-0.0014666+0.00047029i,-0.00048001-0.00032085i,0.0005688-0.00081893i,0.00015553-8.8207e-05i,6.9754e-05-8.9602e-05i,0.00012501-0.00040179i,-6.2321e-05-0.00042567i,0.000203-0.00010657i,-0.00010803+0.00047862i
-0.0015692+0.0029005i,-0.001741+0.0016104i,-0.00039312+0.00086322i,0.00091202+0.00038479i,0.00059313-0.00066476i,-1.968e-05-0.00054103i,-0.00052789+0.00086347i,-8.89e-05+0.0012065i,0.00068111+0.00086245i,0.00054145+0.0006137i,0.00039225+0.00030694i,0.00034679-0.00011896i,0.00010116+5.3258e-05i,-5.2378e-05-3.6814e-05i,5.6573e-05-0.00027768i,-0.00048547-0.00024301i,-0.0010932+0.00020116i,-0.0003403+0.00027029i,0.00043078+0.00060352i,2.1404e-05+0.000977i,0.00010503+0.00065016i,0.0001699+0.00049004i,-0.00045297+0.00073859i
0.0016963-0.00023225i,0.0020025+0.0002557i,0.00098837-0.00019447i,-0.00022152-0.00026611i,-0.00058187+0.00028419i,-0.0003252+0.00068109i,0.00048091+0.00044874i,0.00055105-8.6529e-06i,0.00083673-0.00018312i,0.0009639+0.00052516i,0.00046899+0.00055313i,-1.0783e-05+0.00068279i,-0.00029991+0.0003964i,-0.00024894+0.00029602i,0.00018506+3.4431e-05i,0.00015928-0.000404i,0.00017266+0.00035661i,0.00025543+0.0013105i,0.00035989+0.0012011i,0.00014533+0.00069573i,-0.00044261+0.00048758i,-0.00057646+0.00014691i,7.887e-05-0.00069072i
-0.00098789-0.0013056i,1.1046e-05-0.0012366i,0.00025395-0.00072441i,0.00026787-0.00042337i,0.00045659+0.00039679i,0.0010431+0.00079012i,0.0015072+0.000861i,0.001432+0.00076551i,0.0010653+0.0006729i,0.00069025+0.00066678i,1.3878e-05+0.00048443i,-0.00053286+0.00065992i,-0.00045513+0.00051028i,-0.00020042-6.0521e-05i,-8.2506e-05-0.00084014i,0.00014413-0.00076486i,-0.00014682-0.00010224i,-0.00027729+0.00032063i,-0.00037404+0.00020857i,-0.00028706-0.00025764i,0.00024088-0.00018688i,0.00033696-0.00018716i,0.00041416+0.0004698i
-0.00054867+0.0016415i,-0.0001664-0.00064281i,0.00036398-0.0010365i,0.0006888-0.00049777i,0.00066073-0.0013253i,-4.0557e-05-0.0017905i,-0.0003822-0.0010092i,-8.9464e-05+0.00016953i,0.00072292+0.00079076i,0.00088364+0.00044279i,0.00037304+0.00090936i,-5.701e-05+0.0011435i,-0.00033972+0.00015613i,-0.00059103-0.00023335i,-0.00071479+9.8715e-05i,-0.00079259-0.000325i,-0.00085358-0.00015762i,-0.00064541+0.00062582i,-0.00019067+0.00042718i,-0.00049566-0.00015167i,5.4584e-05-0.00017197i,0.00044205-0.00069341i,0.00083557-0.00069619i
-0.00097494+5.2873e-05i,-9.124e-05+0.00067951i,0.00016243+0.0022987i,-9.8541e-05+0.0024962i,-0.00055635+0.0010324i,-0.00035293+0.00017425i,0.00036641+0.00059654i,0.00074291+0.0011151i,0.00054904+0.00026632i,0.0010337+0.00018008i,0.00094131+0.0010068i,-8.7367e-05+0.00075582i,-0.00028384+0.00026786i,-0.00044683-0.00022224i,-0.00011594+9.4454e-05i,0.00018018+0.00058722i,0.00011295+0.00059638i,-0.00044131+0.00010657i,-0.00026111-0.00050709i,0.00018849-0.00042697i,-0.00013111-0.00049857i,0.00036428-0.00038864i,0.00047418+0.00034874i
0.00014942+0.00015721i,0.00098691+0.00019378i,0.001143-8.5524e-05i,0.0012034+4.3981e-05i,0.0011657+1.784e-05i,0.00065375+5.6589e-06i,0.0010787-3.6199e-05i,0.0015021-0.00017846i,0.0011726+7.1416e-05i,0.00080495+0.00084799i,0.00076589+0.00016332i,0.00095832-0.00038269i,0.00097216+0.00034022i,0.00033331+0.00043515i,-0.00068631+0.00020342i,-0.00069526-4.2835e-05i,-0.00046476-0.00057299i,-0.00048969-0.00098125i,-0.00043699-0.00070854i,-0.0001767+5.4738e-05i,0.00015121-0.00034677i,-9.4856e-05-0.00086984i,-0.00043738+5.6799e-05i
0.0010576+0.0001354i,0.0011547+0.00039823i,0.00053463-0.00027634i,0.00012592+1.8827e-05i,5.5717e-05+0.00049608i,0.00036137+0.00080714i,-3.5028e-05+0.00071868i,6.1648e-06+5.3582e-05i,0.0013264+0.0002859i,0.0022918+0.00072863i,0.0020488-1.8845e-05i,0.0013289+2.6543e-05i,0.00030794+0.00012794i,-0.00043668-3.1773e-07i,-0.00057198+0.00026323i,-0.00057949+9.8169e-05i,2.2205e-05+0.00030521i,0.00056746+0.00040243i,0.00011194+0.0010573i,-0.00012327+0.0012768i,-0.00034735+0.0005911i,-0.00043629+1.9404e-05i,-0.00079364+1.7627e-05i
0.00083155-0.00080333i,0.00072399+0.00035476i,0.00075665-0.00054085i,0.00035755-0.0014392i,-0.0012539-0.0015016i,-0.0015639-0.00068297i,-0.00071659-8.0295e-05i,0.00017026-0.00023496i,0.0011276-0.0004677i,0.00056117-0.00038976i,-0.00020436+0.00017433i,0.00039504+0.00062218i,2.7913e-05+0.00056818i,-0.00095916+0.00041759i,-0.00080614-0.00038983i,-0.00065649-0.001306i,-0.0011319-0.00091928i,-0.00093737-0.00027632i,-0.00027542-0.00029637i,0.0006343-0.00067731i,0.00098702-0.00093754i,0.0010792-0.00043417i,0.00053928+0.00047725i
0.0010683+0.00032248i,0.00020967+9.8794e-05i,0.00010937-0.0013542i,-0.00017357-0.0012907i,-0.00013402-0.00028746i,0.00022086-0.00021095i,0.00054725-0.00027652i,0.00032082+0.00026209i,0.00058774-0.00029483i,0.0004735-0.0007937i,-0.00044189+4.5097e-05i,-0.00086373+0.00051462i,-0.00025575+0.00028434i,0.00068196-7.2577e-05i,0.00054967-9.54e-05i,0.00014762+0.00024575i,0.00046574+0.00037698i,0.00036474+0.0002928i,0.00017526-0.00013654i,6.5008e-05-0.00012325i,-0.00033467+0.00018187i,-0.00042046+0.00049326i,-0.00054913+5.9448e-05i
0.0003574-0.00075965i,-0.00091633+0.00071456i,-0.00095853-0.00044291i,-0.00095471-0.00090324i,-0.0015806-0.00076535i,-0.0017673-0.00041092i,-0.0013952+0.00050234i,-0.00023424+0.00037572i,0.00072849-0.00055315i,0.00046532-0.00066656i,-5.5586e-05-0.00086462i,0.00014216-0.00057906i,0.00035309-0.00056232i,0.00045923-0.0013235i,-5.2158e-05-0.0011644i,-7.9611e-05-0.00095573i,0.00025768-0.00052727i,-6.4446e-05-0.00016159i,-0.00033249-0.0003685i,-0.00053325+0.00016962i,-0.00042285+0.00071259i,-0.0002085+0.00041015i,-0.00055725+4.1259e-05i
0.00012477-0.0014434i,0.00060071-0.00047286i,-1.8805e-05-0.0013751i,0.00023226-0.0015005i,-1.761e-05-0.00059822i,-0.00062467-0.00065246i,-2.4321e-05-0.00052623i,0.00090609-7.0776e-05i,0.00053585+6.3255e-05i,0.00021943+0.00025566i,0.00071763-0.00023153i,0.0010335-0.00063911i,0.0010467-0.0012541i,0.00017858-0.001338i,-0.00024356-0.00072659i,0.00050571-0.00086555i,0.00083599-0.000862i,-5.8974e-05-0.00031448i,-0.00098659-8.9758e-05i,-0.0013205-6.4086e-06i,-0.00095149+0.00039i,2.872e-05+0.00092213i,0.00023399+0.00041736i
-0.00012851+0.0020574i,0.00043929+0.0015859i,0.0011601+0.00021736i,0.0013865-0.00014656i,0.0011889+0.00030384i,0.00056092+0.00037605i,-5.7806e-05+0.00035594i,-0.00032654+0.00082298i,-3.3991e-05+0.0005546i,0.00033094+0.00041278i,-8.3035e-05+0.00033785i,-0.00041445+3.6407e-05i,-8.902e-05-3.8076e-05i,-7.9799e-05-6.1035e-06i,-0.00085336-3.6754e-05i,-0.0012004+0.00029021i,-0.00094849+0.00049044i,-0.00016193+0.00073524i,0.00023599+0.00065465i,-0.00021805+0.00042116i,-2.6814e-05-0.00026536i,0.00033055-0.0008137i,0.00037175-0.00049058i
0.0012397+8.1477e-06i,7.7255e-05-0.001496i,-0.00040475-0.0028843i,-0.00071751-0.002432i,-0.0011296-0.0014117i,-0.0011165-0.00066519i,-0.00061923+0.00012162i,-3.1841e-05+9.9007e-05i,8.4379e-05-0.00024427i,4.9021e-06+0.00022224i,4.0107e-05+0.00060365i,-7.3504e-05-8.1148e-05i,-0.00028257-0.0003503i,-0.00027823-0.0002579i,-0.00037565-0.00066207i,-0.00041657-0.00057995i,-8.8652e-05-0.00011811i,0.00019534-4.1844e-05i,0.00042649+2.5196e-05i,0.00031614+0.00077276i,0.00045023+0.0005284i,0.00069474-0.00056036i,0.00077416-0.00067076i
-0.0013531+0.0013761i,-0.0015935+0.002321i,-0.0012245+0.0028038i,-0.00011904+0.0015764i,0.00096925+0.00041819i,0.0011705-0.00010038i,0.0013721-0.00014698i,0.0017957-5.6364e-05i,0.0020718-0.00012556i,0.0014693+0.0005184i,0.00087784+0.0010817i,2.7901e-05+0.00095386i,-0.00021052-0.00011531i,0.00029328-0.00030969i,0.00019438+0.00040279i,-0.00010435+0.00077322i,-0.00046222+0.00080103i,-0.00052615+0.00067458i,-0.00029495+0.00092511i,2.2237e-05+0.00047863i,-8.8033e-05-0.00019665i,-0.00013908+2.6873e-06i,0.00036459+0.00045369i
0.00089315-0.00020018i,0.00095188-0.00046183i,0.00023859-0.00058638i,0.00059129-0.00013064i,0.00059716+0.00014365i,0.00049397-0.00067806i,0.00102-0.00084901i,0.00087113+0.00019429i,0.00042403+0.0013579i,-8.2835e-06+0.0014717i,-0.00068271+0.0017346i,-0.00078863+0.0016483i,0.00040475+0.00061223i,0.00064984+0.00036936i,-0.00011213+0.00032609i,-0.00049811+0.00053174i,-1.0084e-05+0.00050646i,0.0004259+0.00043063i,0.00027486+0.00052195i,-0.00013435+0.00018426i,-0.00034951-0.00041582i,-0.00017184-0.00019935i,-0.00011921+0.00075174i
0.00082178+0.0011972i,0.00084324+0.00074018i,0.00029232-6.8441e-05i,0.0003273-3.7631e-06i,0.00026652-6.9557e-05i,-0.00026391+0.0010114i,-0.00061028+0.0010394i,4.2794e-05+0.00040109i,0.0013544+0.0004053i,0.0019961+2.0565e-05i,0.0011026+0.00033095i,0.00040452+0.00027986i,-0.00013291-9.214e-05i,-0.00028803+0.00040475i,-0.00045732+0.00027854i,-0.00085611+0.00027199i,-0.00019485+0.00025614i,0.00023306+8.3082e-05i,-0.00020455+0.00033805i,-1.6128e-05-0.0002267i,0.00050297-0.00078517i,0.00066998-0.0011596i,0.00059856-0.0011059i
-0.00038899-0.0012219i,0.00014417+0.00071729i,0.00015119+0.0019505i,0.00015508+0.0012325i,0.0006323+0.00017626i,0.00016803+0.0010023i,-0.00014888+0.0010672i,0.00015389+0.00070423i,0.00083991+0.00048588i,0.0013407-0.00030287i,0.0003806-0.00016624i,-0.00064749+0.00057236i,-0.00035913+0.00087309i,-0.00015332-0.00038556i,0.00015142-0.0011144i,0.00080474+0.00016626i,0.00084796+0.00077412i,0.00089711+0.00049386i,0.0011891+0.00014715i,0.00040307+0.00038076i,-0.000351+0.0007936i,-7.9667e-05+0.0007348i,-0.00018511+0.00034678i
0.0016718-0.0001394i,0.001312-0.00017216i,0.0016147+0.00026094i,0.0012929-8.578e-05i,-0.0001096-0.0012857i,-0.00077471-0.0020301i,0.00011922-0.0018431i,0.0013786-0.00052203i,0.0018956+5.8976e-05i,0.0018181-0.00025321i,0.00080201-0.00022366i,0.0001086+1.0764e-05i,0.00024861-0.00021767i,0.00010068-0.00043285i,-2.6525e-05+0.00046629i,0.000294+0.00034182i,0.00051562-0.00036176i,0.00019938-7.283e-05i,-0.00027903+0.00017752i,-0.00042714+0.00028753i,-0.00030185+0.00051323i,-7.2508e-05+0.00025186i,0.00048585+0.00027633i
-0.001218+0.0041704i,-0.00032664+0.0016584i,0.0010694+0.00085534i,0.00054436+0.000516i,-0.00038007+0.00089061i,-0.00038472+0.0013363i,-0.00044489+0.0014283i,-0.00039223+0.00095955i,0.00055622-0.00013364i,0.00084975-0.00084548i,0.00086823-0.00036544i,0.0010334+0.0007526i,0.0010673+0.00081161i,0.00097759+0.0001571i,0.00042619+0.00056273i,-0.00028705+0.00060054i,-0.00066636-0.00028537i,-0.00086287-0.00023755i,-0.0005549-0.00040924i,-0.00012029-0.00054771i,-0.00023244-2.4952e-05i,-0.0012636-0.00014561i,-0.0011765-0.00054586i
-0.00077138+0.00010598i,-0.00037368-1.8254e-05i,-0.00010714+0.00053518i,-0.0011096+0.0013963i,-0.0011468+0.0016983i,0.00039852+0.0013413i,0.0014605+0.00092132i,0.0011978+0.00023882i,0.0004782-0.00011214i,0.00015482+0.00044692i,0.0004062+0.00032584i,0.00089981+0.00021675i,0.00020305+0.00062436i,8.433e-05+0.00039844i,0.00031271-0.00034217i,-0.00053669-0.00075229i,-0.00013427-0.00078148i,0.00056612-0.0002083i,0.00060829-0.0002542i,0.00089985-0.00065596i,0.001371-0.00052308i,0.0011789-0.00034822i,0.00063733+0.00038133i
-0.00040285+0.00070647i,-0.0012296-0.00039815i,-0.0013239-0.00039749i,-7.5101e-05-0.0011915i,0.0011587-0.00078295i,0.0010865+1.4411e-05i,6.8906e-05-0.00013689i,-4.4071e-05-0.0001707i,0.00072256+0.00015722i,0.00086879-0.00024197i,0.00068232-0.00019779i,0.00054813+0.00030378i,0.00058728+0.00011585i,0.00022504-0.00037723i,-0.00099787-0.00017495i,-0.0017588+0.0001452i,-0.0010406-0.00070095i,0.0001366-0.00094435i,0.00054086-7.1168e-05i,-9.5425e-06+0.00077546i,0.0002376+0.00087128i,0.00075099+0.00046924i,0.00063498+0.00056215i
-0.00097576+0.00051215i,-0.00081896+0.00057196i,-0.00021062+0.00076774i,0.00067105+0.00066646i,0.00082392+0.00040724i,0.0010389+0.00027514i,0.00085862+0.00071369i,0.00045896+0.00061448i,0.00057688+2.8851e-05i,0.00024505+0.00015294i,-0.0006233+3.8922e-05i,-0.00064234-0.0001899i,-0.00025592-0.0010992i,-0.00047844-0.0016285i,-0.0011498-0.0014227i,-0.0011885-0.00096215i,-0.00053124-0.00027711i,-0.00058594-0.00030956i,-0.0002747-0.00071588i,0.00075021-0.00068887i,0.0010571-0.00091147i,0.00020557-0.0011538i,-0.00017191-0.0010619i
0.0010041-0.0015018i,0.0010828-0.0024863i,0.00025894-0.0024112i,-0.0010066-0.0013813i,-0.0013874-0.00077924i,-0.00077199+0.00034549i,0.00040457+0.0010535i,0.00073255+0.00072317i,0.00031174+0.00069586i,-3.5411e-05+0.00069993i,-0.0001365+0.00022269i,-0.00024975-0.00050107i,-0.00041325-0.00019911i,-1.2062e-05-0.00062735i,0.00017508-0.00083817i,-6.7903e-05-0.00015664i,0.0002842+0.00050894i,0.00018185+0.00065906i,-0.00021993+6.553e-05i,-0.00037886-0.00056726i,-1.7078e-05-0.0009i,0.00058339-0.00013933i,0.00038416+0.00056603i
-0.00051474+0.0015242i,-0.00071272+0.0021126i,-0.00063363+0.001478i,-0.00091803+0.0005101i,-0.00021435+0.00069402i,0.00072769+0.00086636i,0.00033907+0.00062245i,0.00013612+0.00054969i,0.00020257+0.00060832i,-4.6657e-05+0.00062127i,-4.5494e-05+0.0001087i,-9.4315e-05-0.00015355i,-0.00037884+0.00049956i,-0.00063777+0.00046771i,-0.00023256-0.00011519i,0.00015804-0.0004202i,0.00020707-0.00060986i,0.00089507-3.4741e-05i,0.0011554+0.00012814i,0.00061454+0.0004145i,0.00010566+0.0010623i,0.00011943+0.00071408i,-7.3039e-05-0.0001242i
-0.00018307-0.00072627i,0.00031608-0.0016176i,0.0010506-0.00039463i,0.00062086-2.0476e-05i,5.8151e-05-0.0007808i,-3.9305e-05-0.00025016i,-0.00039687+0.00035539i,-0.00054859+0.00072384i,-0.00026412+0.00094161i,0.00025472+4.5605e-05i,-0.00028424-0.00030539i,-0.00080615-0.00017079i,-0.0005318+0.00034236i,-0.00032968+0.00020437i,-0.00062219-0.0004777i,-0.00063907-0.00046688i,-0.00015005-0.00021679i,-0.00016844-0.00057796i,-0.00020587-0.0009272i,0.00043633-0.00077196i,0.00070958-0.00073629i,0.00086877-0.00059103i,0.00070026-0.00019698i
-2.997e-05+0.0013584i,-8.0878e-05+0.0013228i,-0.00072802+0.00065512i,-0.00013613+0.00036376i,0.00029441+0.00034606i,-0.00045479+0.00021199i,-0.00055889+0.0001955i,-0.00019359-0.00022842i,0.0003696-0.00054797i,0.0013335-0.00021046i,0.0012172+0.00026633i,0.00081017+5.4502e-05i,0.00052669-0.00073808i,0.00024117-0.0008148i,0.00024255-0.00061146i,-0.0002721+7.5075e-05i,-0.00046347+0.00078143i,-0.00038004+0.0011067i,-0.00049333+0.0010968i,-0.00011583+0.00097362i,5.1267e-05+0.00052423i,-0.00014241+0.00053085i,0.00016109+0.00019394i
-0.00010271+0.00012121i,-0.00026151+0.00087566i,0.00020623+0.00049669i,0.0010465-0.00081153i,0.0010444-0.00097931i,0.00051322-0.00070229i,-0.00020318-0.00025512i,5.5325e-05+0.0010579i,0.00096089+0.0016624i,0.0012523+0.00090752i,0.0011063+0.00045944i,-0.0002237-0.00031038i,-0.00021085-0.00078458i,0.00036537-0.00037013i,-1.1599e-05-0.00025173i,0.0001618-0.0001698i,-0.00036761-0.00041284i,-0.00077109-0.00088354i,-0.00012486-0.00077681i,-8.7153e-05-0.00045805i,5.5263e-05-0.00032219i,0.0001859+0.000423i,-5.4403e-05+0.00057277i
0.00053742+0.0018432i,-0.00050528+0.00052205i,-0.00037452+0.00015304i,0.00059445-0.0003655i,0.00057809-0.0012428i,-0.00020986-0.0012363i,-0.00077701+0.00018841i,-0.00039616+0.0012293i,0.0002877+0.0010635i,0.00062545+0.0004127i,0.00063684-0.00096235i,0.00022617-0.00013827i,-0.00019892+0.00089984i,-0.00048672+0.00089521i,0.00045743+0.00038833i,0.0010133-0.00042354i,0.0004625-0.0001065i,0.00058502-0.00011563i,0.00017298+1.9463e-05i,-0.00027829+0.00064577i,-0.00070169+0.00086938i,-0.00062224+0.00080529i,-0.00013259+0.00039362i
-0.0010304+0.0014861i,-0.00012398+0.0018346i,0.00070667+0.0020527i,0.0016462+0.0012733i,0.001497+0.00034016i,0.00035578-0.00058874i,0.00034117-5.1497e-05i,0.0012352+0.00024118i,0.001566-0.00021981i,0.0013998-0.0003532i,0.00068628-3.1787e-05i,-0.00025235+0.00068952i,-0.00030155+0.00028866i,0.00011291+0.00010936i,-6.7231e-05+0.00080316i,-0.00043141-1.4096e-06i,-0.00020947-0.00068843i,0.00012763-0.00058354i,5.7757e-05+0.00012797i,-0.00039907+0.00061209i,-0.00081752+0.000802i,-0.00051289+0.00089405i,0.00020536+0.00030654i
-0.00031156-0.00045976i,6.3318e-05-0.0012448i,-0.00059938-0.0012134i,-0.00072819+0.00026179i,-4.9423e-05+0.0012398i,6.7428e-05+0.00086313i,0.00074271+0.00035137i,0.0014448+7.6749e-05i,0.00083867-0.00017281i,-6.1739e-06-0.00050966i,0.00025346+0.00018269i,1.0145e-05+0.0010966i,-0.00091283+0.00067145i,-0.00080836+0.00023792i,8.6672e-05-0.00015412i,0.00036123-0.00066014i,6.5211e-05-0.00042995i,5.6933e-05-4.3907e-05i,0.00043512-0.00061915i,0.0003957-0.00086411i,6.4901e-05-0.00047768i,0.00027923-0.00049665i,0.00071699-0.00090141i
-0.0013353-0.00048269i,-0.0016686-0.00041277i,-0.0011005+0.00026461i,-0.0010463+0.00043473i,-0.00051089-0.0001059i,-0.00051263+0.00017668i,-0.00021019+0.00051206i,0.0010966+8.2794e-05i,0.0018014+0.00053982i,0.0013686+0.0010013i,-0.0002624+0.0011349i,-0.0012694+0.0014839i,-0.00066477+0.0013071i,-6.8564e-05+0.0006711i,8.0733e-05-0.00039206i,0.00047115-0.00038435i,0.00093361+0.00013925i,0.001637+5.4733e-05i,0.00088769-0.0003802i,-0.00031072-0.00075353i,-0.00018067-0.00034975i,-0.00024587+0.00021945i,-0.00013515+0.00046675i
-0.00055081-7.076e-05i,0.00059407-0.00070388i,0.00064608-0.00056262i,0.00029356+0.00057114i,-0.00044106+0.00061368i,-0.00014928+0.0002458i,0.00073814+0.00047139i,0.00082418+0.00064442i,0.00087195+0.00052966i,0.00047336+0.00019957i,0.00016641+0.00011641i,0.00039976+0.00023226i,0.00036968+0.00028968i,-0.00097253-0.00028152i,-0.0013776-0.00086932i,-0.0005786-0.00034039i,-0.00089413+0.00011635i,-0.00058246+0.00057518i,0.00019457+0.000461i,3.4683e-05-0.00045572i,-0.00031568-0.00040155i,-0.00020216+0.00012032i,0.00040208+0.00046442i
-0.0012881-0.0003966i,-0.0012645-0.0013029i,-0.00097795-0.0013618i,-0.00068497-0.00099215i,-0.00027159-0.00093813i,-8.7146e-06-0.0010817i,0.00019787-0.00045543i,0.00048374+0.00029745i,0.00036859+0.00051219i,-6.0454e-05+0.00048738i,-0.00024233+0.00036422i,3.3726e-05-0.0001979i,0.00088646-0.00089244i,0.0012941-0.00071615i,0.00073561+0.00016906i,0.00060692+0.00014878i,0.00060984-0.00019165i,-0.00013668-0.00040843i,-0.00057381-0.00017478i,0.00022156+0.00037016i,0.00093447+0.00049682i,0.0004979+0.00055442i,-0.0001156+7.2527e-05i
