-0.0012466+0.0012536i,-0.00098189+0.0019146i,-0.0019467+0.001632i,-0.0027032-3.3645e-05i,-0.002527-0.00091105i,-0.0017175+0.00030518i,-0.00047456+0.0016758i,0.00086493+0.0018444i,0.0017984+0.0015608i,0.0018758+0.00074633i,0.00178+0.00082856i,0.0010489+0.0007483i,8.7444e-05+0.00017188i,-0.00026846+0.00017623i,-0.00056002-0.00018398i,-9.0609e-05-0.0006704i,0.00020225-0.00055221i,0.00054259-0.00027024i,0.00028397-0.0001572i,-0.00036001-0.00014409i,-0.00017449-0.00011726i,-0.00022237-1.0532e-05i,-0.00041146-0.00060412i
-0.22071-0.45899i,-0.11711-0.58644i,0.030925-0.49608i,0.011432-0.26446i,-0.11273-0.077671i,-0.16179-0.0083216i,-0.082435-0.014877i,0.061223-0.050724i,0.14513-0.099255i,0.1249-0.10766i,0.081354-0.069004i,0.062027-0.035479i,0.037588-0.029206i,0.0055016-0.026842i,0.0069165-0.0088113i,0.030652+0.010412i,0.02507+0.0097945i,-0.012131-0.0020112i,-0.036839+0.00066537i,-0.021256+0.0081321i,0.0086763-0.0051065i,0.018951-0.031029i,0.013165-0.042556i
0.51849+0.61387i,0.66197+0.84426i,0.52337+0.76533i,0.25186+0.49797i,0.079292+0.32993i,0.049529+0.2489i,0.069429+0.10805i,0.03443-0.036854i,-0.023762-0.071541i,-0.037827-0.033532i,-0.01606-0.0015099i,0.0015116+0.0019271i,-0.0094643+0.0097058i,-0.026692+0.051233i,-0.022979+0.089438i,0.0021906+0.085556i,0.035596+0.061274i,0.055552+0.043443i,0.041645+0.026457i,-0.0055545+0.0019061i,-0.061722-0.016573i,-0.095605-0.011576i,-0.088343+0.010056i
-0.52956-0.26473i,-0.61434-0.23128i,-0.41369-0.16492i,-0.15719-0.19628i,-0.0013925-0.24306i,0.088258-0.22496i,0.067758-0.14278i,-0.024192-0.0050641i,-0.067422+0.088575i,-0.066646+0.089997i,-0.056727+0.058418i,-0.043261+0.022279i,-0.025767-0.010081i,-0.0040233-0.038868i,-0.00077905-0.06871i,-0.023487-0.081899i,-0.042367-0.073031i,-0.033971-0.056319i,6.0518e-05-0.046124i,0.034243-0.037119i,0.047713-0.014964i,0.046755+0.012242i,0.037573+0.022196i
0.2388-0.0020294i,0.089766-0.25361i,-0.12438-0.40497i,-0.14927-0.28976i,-0.10816-0.15476i,-0.17936-0.09367i,-0.20097+0.0023291i,-0.08983+0.0565i,0.0025285+0.038449i,0.038689+0.0060819i,0.045872-0.027264i,0.023373-0.032374i,-0.0013306-0.018249i,-0.014963-0.013767i,-0.011436+0.00046421i,0.0052359+0.031196i,0.0095791+0.05168i,-0.0037202+0.051054i,-0.017025+0.045368i,-0.011855+0.044602i,0.011411+0.040744i,0.034134+0.021229i,0.039086-0.0089486i
-0.21834-0.24172i,-0.14572-0.14659i,-0.0050041+0.078019i,0.017496+0.21795i,-0.017271+0.27093i,0.025897+0.29322i,0.087289+0.20627i,0.098666+0.051062i,0.084182-0.046904i,0.056368-0.054894i,0.035526-0.010871i,0.044006+0.026075i,0.053894+0.040629i,0.044818+0.050391i,0.027245+0.047229i,0.015633+0.022101i,0.011411-0.0099751i,0.0024619-0.025186i,-0.015486-0.011872i,-0.031235+0.012487i,-0.029146+0.019194i,-0.016459+0.0059097i,-0.011368-0.0019875i
0.49746+0.44186i,0.71917+0.49911i,0.68437+0.28836i,0.47093+0.018636i,0.30959-0.13602i,0.23537-0.21324i,0.15346-0.22274i,0.055123-0.15925i,0.00020446-0.091352i,-0.0131-0.039217i,-0.0087233+0.00097611i,-0.0036499+0.010572i,-0.0042144-0.007894i,-0.0089837-0.03247i,-0.021967-0.044864i,-0.043331-0.039845i,-0.058607-0.017375i,-0.04657+0.0038162i,-0.0088587-0.0057745i,0.0209-0.042344i,0.017091-0.068327i,-0.00013432-0.057966i,-0.0027582-0.031595i
-0.50289-0.26588i,-0.74457-0.29668i,-0.75535-0.23174i,-0.57861-0.13957i,-0.41565-0.047224i,-0.29744+0.01604i,-0.16286+0.02996i,-0.04721+0.021847i,0.0038378+0.016102i,0.0017774+0.0046977i,-0.01619-0.0094308i,-0.025815-0.019012i,-0.03449-0.026137i,-0.037794-0.023214i,-0.015428-0.016388i,0.015774-0.01395i,0.029462-0.01184i,0.028784-0.0099862i,0.022674-0.0037841i,0.019863+0.011214i,0.01825+0.024939i,0.0081333+0.021985i,-0.0035393+0.0051851i
0.19572+0.18287i,0.16302+0.21182i,0.10046+0.24094i,0.1237+0.28341i,0.18963+0.27318i,0.18199+0.21948i,0.11303+0.14641i,0.061405+0.06153i,0.03405+0.0087748i,0.019593-0.0088189i,0.010265-0.015994i,0.0052935-0.012739i,0.0060251+0.0017829i,0.0040799+0.024185i,-0.0028957+0.043964i,-0.0057077+0.041303i,-0.0048563+0.014878i,-0.012363-0.0052607i,-0.02657-2.6644e-05i,-0.033455+0.012741i,-0.030586+0.009618i,-0.029081-0.0018332i,-0.031462-0.0024882i
-0.034619-0.3708i,0.069399-0.5114i,0.11749-0.46327i,0.035329-0.30467i,-0.019425-0.21287i,0.0079832-0.18685i,0.026534-0.12573i,0.020825-0.047431i,0.014988-0.01618i,0.0074099-0.0099864i,0.0065018+0.0041478i,0.013877+0.019196i,0.026254+0.027165i,0.033891+0.023557i,0.028859+0.013111i,0.019256+0.010481i,0.015313+0.016647i,0.019527+0.016868i,0.024356+0.0021859i,0.019857-0.016142i,0.013141-0.018258i,0.018739-0.0061206i,0.025527+0.0035068i
0.082153+0.37902i,0.037575+0.53634i,-0.0028253+0.47178i,0.012607+0.24067i,-0.02589+0.048315i,-0.11574-0.0076897i,-0.10772+0.0014731i,-0.046373-0.010462i,-0.020678-0.014469i,-0.001129+0.0037487i,0.01979+0.0054708i,0.017738-0.007067i,0.0011363-0.023526i,-0.013967-0.041522i,-0.01681-0.042358i,-0.0080966-0.023011i,-0.001581-0.0043815i,0.00029377+0.00076823i,0.0027807-0.00024867i,0.0099358+0.0030302i,0.020366+0.011503i,0.025818+0.011714i,0.023433-0.00093197i
-0.073965-0.063142i,-0.010157+0.012539i,0.091302+0.068798i,0.098932+0.035375i,0.041669+0.039681i,0.048382+0.079162i,0.059718+0.042901i,0.021629+0.0087114i,0.0096006+0.013507i,0.009568-0.00032169i,-0.013543-0.0094383i,-0.024426-0.0033359i,-0.023454+0.0060803i,-0.019312+0.024209i,-0.010417+0.028539i,-0.0075756+0.012317i,-0.013648-0.0011685i,-0.024162+0.0025604i,-0.029641+0.015691i,-0.026699+0.021702i,-0.022448+0.014238i,-0.0213+0.0010799i,-0.019415-0.0062564i
0.028837-0.01836i,0.035254-0.17448i,0.069396-0.30578i,0.11691-0.25636i,0.13418-0.15554i,0.074573-0.11888i,-0.013245-0.059086i,-0.013254+0.0014656i,0.016182-0.010454i,0.00031272-0.017824i,-0.0057069+0.0068574i,0.0063711+0.018238i,0.016981+0.008237i,0.019938-0.012294i,0.0061083-0.023271i,-0.013173-0.018004i,-0.017724-0.0076722i,-0.0035338-0.0035117i,0.013744-0.014902i,0.01686-0.035235i,0.0028229-0.046556i,-0.012599-0.037475i,-0.012129-0.016983i
0.03491-0.19629i,-0.032894-0.27689i,-0.22431-0.23283i,-0.36537-0.10252i,-0.32562+0.035551i,-0.16507+0.12625i,0.00031109+0.11149i,0.05596+0.026093i,0.02894-0.010024i,0.022543-0.0069198i,0.026708-0.015048i,0.016792-0.014517i,-0.0042767+0.0013149i,-0.025519+0.017631i,-0.023714+0.02659i,-0.00053506+0.022378i,0.019705+0.0020622i,0.01926-0.020098i,0.0064019-0.017875i,0.0020776+0.010954i,0.010448+0.039918i,0.017755+0.043884i,0.01677+0.024678i
-0.030736+0.17609i,0.017547+0.3432i,0.13856+0.432i,0.24255+0.38421i,0.29967+0.22773i,0.27584+0.041712i,0.14437-0.068912i,0.029972-0.062087i,0.0050239-0.031624i,0.00055729-0.023038i,-0.0021606-0.014855i,0.0064807-0.015455i,0.019869-0.018858i,0.037272-0.013077i,0.046562-0.013035i,0.034025-0.024668i,0.0052426-0.028032i,-0.018707-0.012585i,-0.02527+0.0092177i,-0.015943+0.018126i,0.00024881+0.0071253i,0.0065135-0.0072327i,-0.0046522-0.0070713i
0.063885-0.05444i,0.036629-0.19124i,-0.072811-0.31789i,-0.15723-0.3542i,-0.21819-0.33309i,-0.26466-0.24471i,-0.18506-0.089303i,-0.055417-0.0097842i,-0.01439+0.00303i,-0.006302+0.021409i,0.0013868+0.022312i,-0.011119+0.012993i,-0.02308+0.0011861i,-0.029953-0.018513i,-0.034819-0.022388i,-0.032739-0.0024342i,-0.020921+0.025118i,0.0018046+0.035412i,0.015512+0.014491i,0.0040224-0.015602i,-0.015392-0.028176i,-0.016778-0.022889i,0.00012301-0.014977i
-0.32837+0.029035i,-0.49835+0.26531i,-0.3612+0.50301i,-0.086761+0.52492i,0.015777+0.45324i,0.026042+0.38431i,0.030468+0.22279i,0.0069088+0.071792i,0.0018083+0.013098i,0.0013579-0.011436i,-0.0077158-0.0035215i,0.0065274+0.018616i,0.018518+0.023738i,0.010194+0.029208i,2.4766e-05+0.035371i,0.0053649+0.032298i,0.017819+0.017463i,0.017747-0.0017983i,0.016161-0.0094358i,0.025321-0.0030763i,0.034357+0.0070146i,0.030998+0.0067662i,0.015698-0.0042778i
0.47493+0.13851i,0.85142-0.035252i,0.83782-0.32129i,0.49418-0.4511i,0.28135-0.39782i,0.22597-0.30209i,0.14465-0.17382i,0.070703-0.055423i,0.032611-0.0093915i,0.0071669+0.009427i,0.0015729+0.012109i,-0.0051915-0.006126i,-0.016033-0.011977i,-0.013337-0.0060053i,-0.0060706-0.0023589i,-0.011586-0.005438i,-0.023241-0.0085895i,-0.026905-0.0034447i,-0.021349+0.0069063i,-0.012554+0.010586i,-0.011104+0.00070967i,-0.018256-0.0074329i,-0.018191-0.00285i
-0.31254-0.37976i,-0.62457-0.40855i,-0.69116-0.19267i,-0.50686+0.045952i,-0.35224+0.10925i,-0.25879+0.07213i,-0.14097+0.016946i,-0.054513-0.024661i,-0.0066518-0.030266i,0.022321-0.038327i,0.016333-0.037581i,0.0054451-0.010623i,0.0074802+0.0031979i,0.0063446-0.0045776i,0.001377-0.012069i,0.0014919-0.0072293i,0.0066176-0.001682i,0.010264-0.0031576i,0.0085289-0.0066132i,-0.00069487-0.0092165i,-0.011431-0.0072901i,-0.016282+0.00090263i,-0.018418+0.006789i
0.20428+0.54435i,0.45726+0.66328i,0.51527+0.44678i,0.37733+0.13815i,0.28369-0.0027689i,0.22152-0.038802i,0.10897-0.037222i,0.034575-0.0030338i,0.0089897+0.010802i,-0.012553+0.010079i,-0.010036+0.004763i,0.0045679-0.014206i,0.0024562-0.023127i,-8.8424e-05-0.011941i,0.011158-0.004191i,0.0199-0.015501i,0.014495-0.025468i,0.0034539-0.022903i,-0.0048898-0.015986i,-0.0060202-0.0061724i,0.0021391+0.0065987i,0.01419+0.011373i,0.022082+0.0063137i
-0.1296-0.66419i,-0.35597-0.8786i,-0.44801-0.67175i,-0.35804-0.26952i,-0.27701-0.04962i,-0.24355-0.00012143i,-0.15982+0.030053i,-0.051074+0.023753i,0.008584-0.0023135i,0.025884-0.0027467i,0.020939+0.0055454i,0.0073021+0.015795i,0.0092794+0.019482i,0.011744+0.0039621i,-0.0014572-0.011086i,-0.015208-0.0091206i,-0.020084-0.0011732i,-0.017203+0.003562i,-0.013772+0.0071118i,-0.010326+0.01344i,-0.0031528+0.018503i,0.00090736+0.014649i,-0.0012509+0.0028346i
-0.14813+0.62173i,-0.12157+0.85594i,0.0028844+0.71777i,0.15143+0.37837i,0.21136+0.20315i,0.19158+0.2046i,0.15927+0.16703i,0.09996+0.065458i,0.019466+0.0037202i,-0.023514+0.0039189i,-0.016114+0.019713i,0.0044976+0.015909i,0.0010442+0.00044344i,-0.019877+0.0067519i,-0.028547+0.029881i,-0.019091+0.041244i,-0.0041096+0.035178i,0.005004+0.019773i,0.0097562+0.0032136i,0.015583-0.012408i,0.01807-0.024511i,0.017813-0.023819i,0.019477-0.010478i
0.33914-0.42887i,0.44537-0.53556i,0.31823-0.42419i,0.04163-0.25478i,-0.089282-0.1659i,-0.027956-0.14697i,0.021145-0.13618i,0.0040901-0.079291i,0.0114-0.010542i,0.040595+0.0064181i,0.039664-0.010235i,0.012102-0.015594i,-0.0014718-0.0011787i,0.013484+0.0079222i,0.031202+0.00079119i,0.029484-0.0062157i,0.015992-0.0026066i,0.0088359+0.0042756i,0.010982+0.005494i,0.0093+5.5859e-05i,-0.0021281-0.0091184i,-0.012349-0.01836i,-0.015615-0.025374i
-0.32465+0.30774i,-0.42289+0.34946i,-0.31297+0.27522i,-0.082429+0.19613i,0.034742+0.094594i,0.0071184-0.010557i,-0.035342-0.03747i,-0.022208-0.015251i,0.00123-0.015319i,-0.011983-0.032559i,-0.034297-0.027461i,-0.028976-0.012389i,-0.012282-0.016182i,-0.013244-0.027692i,-0.024612-0.028799i,-0.024498-0.020844i,-0.015591-0.013112i,-0.010247-0.003721i,-0.0078545+0.011465i,-0.0030682+0.024436i,0.0023705+0.026885i,-0.00044514+0.021403i,-0.0081898+0.018098i
0.31541-0.16851i,0.41691-0.14323i,0.33863-0.11032i,0.13382-0.14582i,-0.029697-0.14739i,-0.092564-0.10389i,-0.093219-0.078003i,-0.067686-0.053295i,-0.030817-0.023333i,-0.0033593+0.0041916i,0.011461+0.022466i,0.016369+0.022944i,0.0059725+0.021766i,0.00086189+0.030234i,0.01078+0.030745i,0.015318+0.014418i,0.0081525-0.0013855i,0.0011656-0.0067737i,-0.00060378-0.0097956i,-0.0032704-0.017416i,-0.0090891-0.018914i,-0.0094295-0.0096349i,-0.002503-0.0032434i
-0.21647-0.020719i,-0.26107-0.17021i,-0.19685-0.20932i,-0.077902-0.036245i,0.016432+0.12807i,0.039377+0.16829i,0.021692+0.15399i,0.017502+0.10146i,0.0049982+0.0261i,-0.019-0.014328i,-0.019354-0.017468i,-0.002447-0.010484i,0.016085-0.0075056i,0.023467-0.017642i,0.016082-0.027609i,0.0086367-0.02309i,0.0068721-0.014988i,0.0037234-0.018165i,-0.0067858-0.023725i,-0.015525-0.011979i,-0.012905+0.01062i,-0.0040147+0.021067i,0.0012622+0.018027i
0.068126+0.035582i,0.0090894+0.1654i,-0.041549+0.18209i,-0.011723+0.025386i,0.024713-0.086489i,0.051522-0.046434i,0.10393+0.0047057i,0.10622-0.0094953i,0.052834-0.008557i,0.022456+0.01932i,0.017042+0.025545i,0.0078509+0.010684i,-0.011019-0.0023665i,-0.031885+0.0037705i,-0.038554+0.022692i,-0.030349+0.028232i,-0.020012+0.017704i,-0.014302+0.010508i,-0.0061793+0.014596i,0.0092912+0.016309i,0.022153+0.0076178i,0.023243-0.0028855i,0.015948-0.0074439i
0.0096136+0.031277i,0.091927-0.027852i,0.08939-0.064309i,-0.032011-0.016167i,-0.098758+0.054032i,-0.052477+0.053695i,-0.013437+0.0053767i,-0.007922-0.0057311i,0.0098735+0.001698i,0.029391-0.016918i,0.024119-0.034375i,0.0060259-0.02285i,0.0057271+0.0028973i,0.024616+0.014978i,0.036563+0.010083i,0.027941+0.0052342i,0.012609+0.010514i,0.0075258+0.01651i,0.0094423+0.011316i,0.0050229-0.0028834i,-0.0019035-0.016556i,-0.0043993-0.021929i,-0.0038571-0.018015i
-0.073072-0.047623i,-0.198+0.01375i,-0.21706+0.098238i,-0.087764+0.11941i,0.024691+0.035418i,0.027387-0.060712i,-0.014157-0.076583i,-0.025481-0.041275i,-0.0045133-0.0096152i,0.0024855+0.0053546i,-0.004437+0.012467i,-0.00035484+0.0080049i,0.001813-0.012706i,-0.013184-0.034746i,-0.03172-0.040067i,-0.030166-0.02991i,-0.013914-0.015781i,-0.0028603-0.0040368i,0.0003165+0.0031564i,0.00086007+0.0051939i,-0.00051546+0.0051472i,-0.0033545+0.0040534i,-0.0012856+0.00074126i
0.11302+0.10341i,0.28189+0.11361i,0.35255+0.069079i,0.2532+0.0029141i,0.093268-0.025186i,-0.022929-0.029661i,-0.06747-0.025804i,-0.060017-0.012179i,-0.038482-0.0081692i,-0.017682-0.0052344i,0.00066745+0.0052714i,0.0046822+0.0087573i,-0.0078291+0.015151i,-0.0091318+0.037452i,0.0082597+0.048872i,0.017538+0.033747i,0.010153+0.011297i,0.0017618-0.0020152i,-0.00021184-0.0037994i,0.00071083-0.00067119i,0.0018431+0.0023971i,0.0014192+0.0045838i,-0.0026972+0.0035664i
-0.063706-0.1933i,-0.16466-0.28563i,-0.20211-0.28071i,-0.14597-0.17897i,-0.056-0.057645i,0.012696+0.033199i,0.039423+0.057192i,0.035548+0.030326i,0.011616+0.0055468i,-0.016565+0.00047269i,-0.02386+0.0053793i,-0.0078629+0.0088165i,0.014954+0.00084815i,0.029107-0.022917i,0.024619-0.043294i,0.012133-0.039357i,0.00561-0.022969i,0.0038049-0.013157i,0.003234-0.011887i,0.0016609-0.012309i,-0.0024401-0.010649i,-0.0068929-0.0057606i,-0.0086777+0.0029434i
0.014437+0.1933i,0.065009+0.2747i,0.076855+0.24982i,0.064322+0.14718i,0.056134+0.050881i,0.054892+0.0030603i,0.064086+0.0038592i,0.06361+2.5153e-05i,0.039367-0.015618i,0.017414-0.013483i,0.0081435-0.0061739i,-0.0017886-0.0044626i,-0.017261-0.0017356i,-0.036479+0.012101i,-0.042606+0.031377i,-0.028576+0.032427i,-0.011887+0.015087i,-0.0061562-0.00030722i,-0.010172-0.0043193i,-0.014496-0.00089251i,-0.012923+0.0046883i,-0.0069789+0.0082489i,-0.00022831+0.0035626i
-0.0053966-0.18091i,-0.052606-0.25782i,-0.079139-0.25365i,-0.1078-0.18988i,-0.13684-0.091368i,-0.10583-0.0077439i,-0.046308-0.0059214i,-0.019325-0.026746i,-0.0025918-0.016884i,0.016594-0.01384i,0.019222-0.024555i,0.013252-0.020939i,0.017053-0.0044756i,0.031843+0.00028673i,0.039965-0.010102i,0.027561-0.016468i,0.0058779-0.0077065i,-0.0054364+0.0095722i,-0.0010472+0.02203i,0.011677+0.024274i,0.022822+0.019796i,0.023071+0.011658i,0.010505+0.0034983i
-0.043501+0.1728i,-0.051417+0.2483i,-0.086875+0.27936i,-0.077566+0.29381i,0.0073339+0.2374i,0.045423+0.10933i,-0.00035034+0.041416i,-0.025537+0.046257i,-0.0074237+0.04114i,0.0028075+0.024324i,0.00092413+0.01722i,-0.0023194+0.0069269i,-0.0091532-0.010181i,-0.025579-0.02037i,-0.043016-0.014543i,-0.040261+0.0012938i,-0.017865+0.011104i,0.0036134+0.0065829i,0.0097161-0.0069008i,0.0054271-0.021133i,0.0016367-0.030327i,0.0039779-0.027793i,0.012436-0.012252i
0.070689-0.12426i,0.11376-0.13826i,0.20442-0.10862i,0.25485-0.134i,0.16314-0.17463i,0.036599-0.1339i,0.012916-0.065974i,0.029647-0.037643i,0.019702-0.019932i,0.0094011+0.0003964i,0.012912+0.010463i,0.015803+0.012248i,0.010112+0.014368i,0.010198+0.025518i,0.0226+0.033503i,0.029397+0.023439i,0.020411+0.0032863i,0.0049136-0.01022i,-0.0071967-0.0072632i,-0.013509+0.0050587i,-0.017031+0.01227i,-0.015319+0.0050035i,-0.010554-0.011824i
-0.046992+0.096549i,-0.045675+0.062851i,-0.08714-0.038504i,-0.14546-0.069444i,-0.11482-0.0070727i,-0.034152+0.024418i,-0.012596+0.007695i,-0.021044+0.00056529i,-0.017281-0.0043818i,-0.020645-0.010763i,-0.029797-0.006285i,-0.027656-0.0029117i,-0.015793-0.0069226i,-0.0038592-0.016145i,-0.00046513-0.027856i,-0.0049795-0.028561i,-0.0081796-0.015746i,-0.0052461-0.0025019i,0.0031364+0.0014205i,0.011011-0.0025488i,0.012087-0.0052106i,0.0023331-0.00045799i,-0.011942+0.0086262i
0.032093-0.081589i,-0.0019874-0.053185i,-0.0026857+0.041244i,0.054541+0.070389i,0.07979-0.003923i,0.052344-0.050361i,0.041805-0.033796i,0.04534-0.029218i,0.030232-0.030362i,0.018384-0.013871i,0.020936+0.0016842i,0.022611+0.011577i,0.015327+0.013415i,-0.00046315+0.0096484i,-0.012397+0.010993i,-0.012124+0.012342i,-0.0070926+0.0076284i,-0.0044426+0.0049377i,-0.005649+0.0053538i,-0.010219+0.0044522i,-0.01371+0.0038729i,-0.0082432+0.0088526i,0.0044756+0.012094i
-0.030923+0.066603i,0.020058+0.039997i,0.038901-0.051459i,-0.038952-0.082504i,-0.11608+0.0038297i,-0.094998+0.071542i,-0.055525+0.04459i,-0.052332+0.012934i,-0.03621+0.0059171i,-0.0088278-0.010558i,0.0014678-0.027346i,0.00076042-0.031009i,0.0011527-0.020694i,0.0097119-0.0064245i,0.019432-0.0041916i,0.016908-0.0071933i,0.00594-0.0039988i,-0.00064451+0.0020164i,0.0013738+0.0034211i,0.0082209+0.0028952i,0.014827+0.0021885i,0.015728-0.0043835i,0.0074575-0.010053i
0.017434-0.073773i,-0.072039-0.067757i,-0.15676+0.029518i,-0.10887+0.14116i,0.019635+0.14456i,0.072056+0.087592i,0.059742+0.067803i,0.060342+0.060478i,0.053462+0.038489i,0.026604+0.027716i,0.0058474+0.029105i,-0.0032364+0.02762i,-0.002609+0.018013i,-0.0031551+0.003038i,-0.012731-0.0042397i,-0.016992-0.0017731i,-0.0092769-0.0011152i,-0.0021459-0.004987i,-0.0020132-0.0062538i,-0.0025077-0.0032316i,-0.001519-0.0026073i,-0.0029382-0.0044628i,-0.0034107-0.00065412i
-0.016378+0.084649i,0.084908+0.13385i,0.2094+0.10633i,0.22382-0.0030558i,0.10858-0.083115i,0.0072918-0.083075i,-0.0087734-0.060463i,-0.0055468-0.049508i,-0.0084641-0.038853i,-0.0035256-0.024985i,0.0056131-0.013734i,0.010434-0.0101i,0.0015612-0.0083403i,-0.010189+0.0065143i,-0.0058941+0.024237i,0.0057168+0.026157i,0.0080353+0.015309i,0.0039746+0.002774i,0.00078966-0.0032679i,0.00012898-0.0045985i,0.0020294-0.0050182i,0.0056183-0.0046409i,0.0085416-0.00982i
0.035656-0.085515i,-0.023473-0.17415i,-0.10857-0.23533i,-0.13982-0.20347i,-0.096113-0.1136i,-0.04628-0.049506i,-0.032736-0.024308i,-0.022372-0.0038314i,-0.0091916+0.011688i,-0.011363+0.013664i,-0.01652+0.0080337i,-0.01625-0.00016047i,-0.0096218-0.0033694i,0.0018715-0.0098822i,0.0081816-0.021979i,0.008094-0.02807i,0.0054716-0.022472i,0.0014332-0.0095609i,-0.0027117+0.000334i,-0.008543+0.0038433i,-0.015481+0.0045454i,-0.019347+0.0033515i,-0.02154+0.0015519i
-0.052812+0.071504i,-0.042636+0.16468i,-0.02318+0.24052i,-0.0072294+0.21612i,0.0027133+0.10046i,-0.0027338+0.010503i,-0.0095355-0.01203i,-0.0095341-0.021834i,-0.0033848-0.026654i,0.010099-0.017398i,0.016648-0.0044971i,0.014184+0.0068514i,0.0086845+0.0055926i,-0.0029918-0.0027222i,-0.015714-0.0027182i,-0.021552+0.0031274i,-0.020758+0.007269i,-0.01184+0.0092869i,0.001291+0.0090471i,0.013699+0.0077482i,0.020822+0.0076244i,0.018889+0.010885i,0.015602+0.016895i
0.069697-0.055969i,0.10068-0.13467i,0.12207-0.2076i,0.088815-0.18704i,0.024617-0.065374i,0.015198+0.029433i,0.032147+0.037143i,0.023359+0.026144i,0.0065908+0.023119i,-0.0017484+0.011271i,0.00061832-0.002276i,0.0077462-0.0074625i,0.011281-0.0020132i,0.015689+0.0081368i,0.022606+0.012454i,0.024234+0.012665i,0.019213+0.012202i,0.010845+0.0094238i,0.00058084+0.0030334i,-0.0080555-0.0083038i,-0.011863-0.019457i,-0.0078649-0.023925i,-0.0019595-0.023275i
-0.086072+0.02083i,-0.15304+0.064593i,-0.22635+0.13297i,-0.20016+0.17787i,-0.069377+0.13994i,0.020252+0.063487i,0.032271+0.024368i,0.03454+0.0068337i,0.03537-0.011254i,0.021004-0.011758i,-0.00033949-0.0006735i,-0.013665+0.0065029i,-0.010367+0.0055168i,-0.0050483-0.0031025i,-0.0084042-0.0089562i,-0.0098827-0.010362i,-0.0056903-0.013374i,-0.0012673-0.013708i,0.00038031-0.0063763i,-7.1891e-05+0.0086838i,-0.00049235+0.022158i,-0.0023743+0.022624i,-0.0071222+0.01615i
0.084011+0.016577i,0.1693+0.030382i,0.28095+0.017109i,0.2985-0.04067i,0.16949-0.080285i,0.039266-0.061173i,0.0011617-0.030485i,-0.0058684-0.02011i,-0.018674-0.015366i,-0.021496-0.0092004i,-0.005787-0.0037869i,0.011032-0.002726i,0.0070204-0.0051915i,-0.0068415+8.5794e-05i,-0.010067+0.00822i,-0.0066188+0.0086286i,-0.005844+0.0035426i,-0.007023-0.0029255i,-0.004647-0.0074404i,0.0049007-0.013408i,0.014973-0.017689i,0.01893-0.012266i,0.019066-0.0064805i
-0.068312-0.053994i,-0.13195-0.11845i,-0.22413-0.17776i,-0.26037-0.1561i,-0.19101-0.074139i,-0.10523-0.022192i,-0.072342-0.0091395i,-0.049103+0.0047081i,-0.014308+0.015751i,0.004604+0.013187i,0.0017226-0.00094361i,-0.008385-0.012753i,-0.0099329-0.010311i,0.00011904-0.0076492i,0.0099809-0.011724i,0.011324-0.015496i,0.0068637-0.0118i,0.0035493-0.0015841i,0.0017487+0.0044506i,-0.0062765+0.0046769i,-0.01839+0.0021234i,-0.023451-0.0020644i,-0.020776-0.0058542i
0.039643+0.075345i,0.058739+0.16194i,0.090375+0.25537i,0.11487+0.24543i,0.093798+0.13246i,0.045468+0.052576i,0.028732+0.036734i,0.029036+0.019822i,0.015533+0.000254i,0.0046944-0.0011642i,0.0033108+0.012749i,0.0066222+0.023822i,0.0081017+0.016034i,-0.00062132+0.0037733i,-0.011135-0.0010266i,-0.015542-0.00016363i,-0.011832+0.00145i,-0.00341+0.0010017i,0.0030706+0.0008786i,0.0093565+0.0044728i,0.014267+0.0097392i,0.013075+0.010729i,0.0082598+0.011131i
-0.013118-0.084143i,0.020366-0.16644i,0.03926-0.25982i,0.00077271-0.25417i,-0.034415-0.13062i,-0.0028376-0.038804i,0.025837-0.030381i,0.018209-0.02543i,0.012869-0.0069751i,0.013923+0.0022927i,0.012308+0.0007163i,0.0076218-0.0041573i,0.0042398+0.0024586i,0.0054807+0.015651i,0.0077132+0.023554i,0.0087291+0.025222i,0.0058621+0.021422i,-0.00010595+0.015189i,-0.0057947+0.010114i,-0.0072682+0.002687i,-0.0044944-0.0094249i,-0.0025167-0.017398i,-0.00050217-0.016133i
-0.013606+0.074237i,-0.092152+0.13029i,-0.16361+0.20826i,-0.11721+0.22838i,-0.0089849+0.13584i,0.023777+0.036528i,0.01136+0.0074918i,0.012397-0.0019777i,0.010655-0.018366i,-0.00031611-0.024432i,-0.0095236-0.015861i,-0.0089632-0.0047892i,-0.0016014-0.0054603i,-9.2899e-06-0.013365i,-0.00024012-0.017413i,0.0047757-0.016949i,0.01034-0.01425i,0.013117-0.010553i,0.011688-0.0058695i,0.004985+0.0004432i,-0.0019759+0.010264i,-0.0021596+0.017531i,-0.00012596+0.014435i
0.021636-0.05145i,0.13031-0.060007i,0.24867-0.089119i,0.22853-0.13066i,0.09551-0.1133i,0.011825-0.058315i,-0.0089579-0.034935i,-0.021692-0.025184i,-0.022895-0.0022094i,-0.010727+0.010522i,0.00087226+0.0056325i,0.0029526-0.0039059i,-0.0064261-0.0071308i,-0.014413-0.00091595i,-0.015222+0.0036114i,-0.0162-0.0013736i,-0.018204-0.010173i,-0.018467-0.016364i,-0.015533-0.016003i,-0.0061559-0.010846i,0.0067817-0.0068762i,0.012405-0.0079313i,0.010503-0.0084832i
