0.0015807+0.0018282i,0.0013062+0.001482i,0.00064571+0.0011742i,-0.00024729+0.00070565i,-0.0012775+0.0007276i,-0.0019965+0.0014959i,-0.0013151+0.0019106i,-0.00065005+0.0020603i,5.9036e-06+0.0015812i,0.00086518+0.00055112i,0.0012933-0.00021342i,0.00082429-6.7937e-05i,0.00034317-0.00024357i,0.00049518-0.00035564i,0.00029972+0.00032797i,-0.00029482+0.00016991i,2.6755e-05-0.00014079i,0.00074863+2.7951e-05i,0.0008855+9.3986e-05i,0.00057749-0.00017505i,0.00021318-0.00061445i,3.714e-05-0.00083448i,9.6845e-05-0.00084375i
0.00033598-0.00060247i,9.7447e-07-0.00019934i,0.00030131+4.7734e-07i,0.0012253+0.00098433i,0.001989+0.001262i,0.0023723+0.00074321i,0.0023096+0.00081913i,0.0019155+0.00067461i,0.0019189-0.00045294i,0.0013305-0.0018012i,4.7099e-05-0.0014049i,-0.00050208+0.00056195i,-0.00033705+0.00030629i,0.00035731-0.00065986i,0.00062457+0.00046183i,-2.4517e-07+0.00067474i,-0.00025634-0.00020739i,0.00015694-0.00031991i,0.00074125-6.9106e-05i,0.00098178-0.00034908i,0.00069014-0.00034611i,-0.00026951-0.00017317i,-0.00035099-8.1038e-05i
-0.000437-0.00055172i,-9.8995e-05+0.00062681i,0.0005522+0.0010221i,0.0011105+0.00080014i,0.00057309+0.0011551i,0.00056169+0.0013325i,0.00077377+0.001037i,0.00026371+0.00031402i,3.1385e-05+6.6469e-05i,0.00010324+0.00066653i,0.00067346+0.0010787i,0.0014471+0.0012596i,0.0012753+0.0007377i,0.00052742+0.00035392i,0.00017222+0.00015516i,0.00081587+0.00018493i,0.00099634+0.00035371i,0.00014316+0.00015338i,-0.00058265+0.00060016i,-0.00020986+0.00053847i,-0.00029795+0.0003551i,-0.00034948+0.00024902i,-7.9715e-05+0.00052755i
7.3101e-05+0.00025578i,0.00060491+0.00048671i,0.0015937+0.00046127i,0.0018805+0.0020962i,0.0018267+0.0029365i,0.0012531+0.0014713i,0.00077177+0.00013654i,0.00086804+0.00014676i,0.00015008+0.00057009i,-0.00050878+0.00038387i,-0.00061738-0.00047874i,0.0003159-0.00064705i,0.00079393+0.00021221i,0.00044673+0.00042305i,0.00048639+0.00020405i,0.00038308+6.6715e-05i,-0.0003186-0.00062614i,-0.00036631-0.0011595i,0.00027971-0.00040512i,0.00082731-0.00026528i,0.0010175+0.00010274i,0.00021004+0.00088611i,-0.00058802+0.00066906i
-0.0011478-0.00074196i,-0.0013932+0.00046754i,0.00016281+0.0012395i,0.0014053+0.0015793i,0.0012353+0.0012927i,0.00066734+0.0010817i,0.0006951+0.0011037i,0.00079283+0.0012009i,0.00070174+0.00055318i,-0.00014344-0.00090635i,-0.00087488-0.00139i,-0.00026348-0.00084431i,0.00044095-2.1292e-05i,0.00065594-6.396e-05i,0.00040214-0.0012076i,-0.00051398-0.0016535i,-0.00067296-0.0011099i,0.00018171-0.00029712i,0.00051588+0.00012976i,0.00031538-0.000235i,-0.00014419-0.00098982i,-0.00028244-0.00050385i,-1.9839e-05+0.00032503i
0.00097397+0.00040059i,0.00091588+0.00024832i,0.0016757+0.00020307i,0.001782+0.00065349i,0.0013721+0.0017687i,0.0019599+0.0027603i,0.0022427+0.0029004i,0.001868+0.0020187i,0.0012391+0.00084556i,0.0014529+0.00039732i,0.0017935+7.7622e-05i,0.00095504-0.00014942i,0.00057679-0.00029647i,0.00052247-0.00063209i,0.00047335+0.00014363i,0.00072574+0.00092188i,0.0012546+9.4157e-05i,0.00054793-0.00031913i,-0.00033208-8.579e-05i,0.00022737-0.00043345i,0.00046462-0.00055081i,-0.00052145+4.8102e-05i,-0.0011018+0.00033332i
-0.0011817-0.00086919i,-0.00053312+0.00035391i,-0.00034302+0.0019496i,0.00090841+0.003782i,0.0018757+0.0043688i,0.0020103+0.00367i,0.0011672+0.003115i,0.00025508+0.0022775i,0.00015744+0.0013219i,0.00034349+0.00093438i,0.0005532+0.0011727i,0.0006989+0.00054998i,0.00058434-9.6685e-05i,-0.00010721+0.00057057i,-0.0005177+0.00023031i,0.00010552-0.00070086i,0.00033545-0.0011708i,-0.00038804-0.00076582i,-0.00081733+0.00023328i,-0.00078357-0.00019389i,-0.00064023-0.00045185i,0.00018913+0.00043944i,0.0012335+0.00088903i
-0.0012567+0.0007629i,0.00043408+0.00149i,0.00046163+0.0021456i,0.0012834+0.0029199i,0.0021813+0.0023042i,0.0022181+0.00081669i,0.0014932+0.00052938i,0.00031173+0.0010303i,-0.00092476+0.00074016i,-0.0011901+0.00018235i,-0.00014826+0.00051768i,0.00065441+0.0010759i,0.00093001+0.0012575i,0.00091687+0.00091272i,0.00059034-1.3282e-05i,0.00028673-0.00034218i,-0.00017138-0.00032103i,0.0001356-0.00054572i,-1.2275e-05-0.0012627i,-0.00031056-0.0015305i,0.00019044-0.00070358i,0.00061947+0.00021192i,0.00032529+0.00020397i
0.0011089-0.00048028i,0.00063871-0.00062347i,0.00012826-5.4611e-05i,0.00031703+0.00069149i,0.0011023+0.00090953i,0.0013345+0.00070815i,0.0014292+0.0012062i,0.0014312+0.00077477i,0.00089306-0.00026158i,0.00017527-0.00087445i,-0.00010194-0.00064974i,-0.0003177+0.00027753i,0.00019977+0.0010527i,0.0007377+0.00077207i,0.00025545-0.00046872i,0.00080183-0.0010196i,0.0011195-0.0011718i,0.00089025-0.00088766i,0.0010918-0.00031518i,0.00088563-0.00092954i,0.00077721-0.0011673i,0.00055148-0.00022042i,0.00047754+0.00061367i
-0.0023129+0.00039215i,-0.00058557+0.0012982i,0.00095828+0.0022438i,0.0014769+0.0031142i,0.0020172+0.0033385i,0.0025107+0.0024053i,0.0019527+0.0013917i,0.00062772+0.00093616i,0.00045972-2.4484e-05i,0.0014027-0.0010374i,0.00096196-0.00058145i,0.00065258-0.00034002i,0.0011276-0.00086657i,0.00081086-0.00066036i,0.00061761-0.00073414i,0.00067259-0.0004009i,0.00017886+2.0089e-05i,-0.0001349+0.00030042i,0.00063369+0.0001342i,0.00099146-0.00049138i,0.00073657-0.0012814i,0.00042278-0.0009988i,-8.6947e-06+0.00031629i
0.0011843+0.00051375i,0.001994+0.0011271i,0.0011886+0.0015928i,-0.00038309+0.0012176i,2.4813e-05+0.001018i,0.00087519+0.0012815i,0.00024504+0.0018269i,-9.8356e-05+0.0015229i,0.00043617+0.0011112i,0.00089619+0.0004587i,0.00071131-0.00052482i,0.00078312-0.00062627i,0.00054853-0.00019121i,-0.00024837-0.00010345i,-0.00038485+0.00030055i,-0.00032258-0.0003055i,-0.00036111-0.00032839i,-0.00054668+0.00053099i,-0.00030591+0.00028892i,0.00073968-0.00048495i,0.00093091-0.00069667i,0.00025564-0.00048561i,-0.00086464-8.4322e-06i
-0.00043566+0.0010674i,-0.00093702+0.0013629i,0.00026331+0.0013429i,0.0021057+0.0011951i,0.003162+0.00013668i,0.0014223+0.00012443i,-0.00085879+0.00079548i,-0.00093769+0.0017584i,8.7417e-05+0.0023532i,0.00088866+0.0018576i,0.0012333+0.0011769i,0.00080999+0.00083836i,0.0007096+0.00065861i,0.00040446+0.00045556i,-0.00035891-0.00020056i,-0.00051626+3.8764e-05i,-5.1122e-06+0.00076449i,9.6921e-05+0.00013211i,0.00025226-0.00054078i,0.0003879-3.8621e-05i,0.00045778+0.00093073i,0.00037065+0.0011048i,-0.00018896+0.00069408i
0.0018304+0.0012611i,0.0021988+0.00036588i,0.0025059+0.00070422i,0.002404+0.0015542i,0.0018246+0.0010923i,0.0017686+0.000471i,0.0011202+0.00043605i,0.00083382+0.00067193i,0.00081299+0.00021299i,-0.000289-0.00052077i,-0.00095143-0.0003031i,-0.00078568+0.00025175i,-0.00063262+0.00039469i,-0.00025438-0.0001781i,0.00041373-0.00036263i,0.00029613+0.00027546i,6.8546e-05+0.00017642i,0.00021273-0.00049865i,0.0002292-0.00042314i,0.00049207+0.00024548i,0.00026268+0.00051914i,-0.00032255+0.00051217i,-0.00035657+0.00072878i
-0.00047147-9.0946e-05i,-8.6519e-05+0.00059107i,-6.2419e-05+0.0020277i,0.00025734+0.0020875i,0.0011262+0.0013786i,0.0018778+0.0011796i,0.0017369+0.0007599i,0.00091758-4.3429e-05i,0.0012545-0.000437i,0.0014728-0.00078343i,0.0011212-0.00035651i,0.0010239+0.00015589i,0.0012783-0.00039605i,0.0012036-0.00084485i,0.00097407-0.00064621i,0.00085653-0.00028923i,0.00026129-0.00083817i,-0.00015929-0.0014808i,-9.6048e-05-0.001014i,5.9329e-05-0.0010117i,-5.855e-05-0.00058137i,4.934e-05-0.00011129i,0.00014352-0.00092971i
0.0025408+0.0013796i,0.0024125+0.0012051i,0.0018729+0.0010912i,0.0014284+0.00077792i,0.001567+0.0010477i,0.00050204+0.0025254i,-0.00019217+0.0030947i,0.00086361+0.0024997i,0.0021369+0.001755i,0.0025234+0.00047704i,0.00089507-0.0004321i,-0.00012819+0.00031072i,0.00068819+0.00034578i,0.00077199-0.00057696i,-0.00020079-4.3109e-05i,-0.00025766+0.0006497i,0.00043472+0.0006594i,0.00067224+0.00022807i,0.00035783-0.0004714i,-0.00012994-0.00081711i,-0.0005714-0.0002989i,-0.00041705+0.00024188i,-0.00035759-0.00034639i
0.00086883+0.0017368i,0.00057754+0.00035324i,0.0013197-1.219e-05i,0.0019231+6.5825e-05i,0.00099227+4.7818e-05i,-0.00063926-5.7602e-05i,-0.0013749+0.0012059i,-0.00074965+0.0019963i,-0.00017577+0.001695i,-0.00018554+0.0018139i,-0.00031317+0.0012005i,-0.00021042-2.8865e-05i,-0.00012547-0.00031062i,-3.0107e-05-0.00023573i,0.00048428-0.0001315i,0.00080024-0.00054167i,0.00026797-0.0010365i,-3.1566e-05-0.00080757i,0.00020544-0.00014498i,0.00021233-0.00020718i,0.00036752-0.00070961i,0.00052344-0.00056953i,0.00061856+0.0004485i
0.00096208+0.0030058i,0.0013262+0.0023312i,0.0016476+0.0015273i,0.0018876+0.0015951i,0.0024828+0.0012555i,0.0029997+0.00029923i,0.0018335-0.00010688i,-6.652e-05+0.00050871i,-0.00074515+0.00047368i,-0.0010627+0.00012185i,-0.00051861+0.00014909i,-1.0652e-05-9.4922e-05i,-0.00010405-0.00012708i,3.1064e-05+0.00013779i,-0.00015129-0.00015833i,-0.00060934-0.0007001i,-0.00057385-0.00035417i,-0.00044728+7.764e-05i,0.00032919-1.5527e-05i,0.00055699-0.00038213i,-1.7005e-05-0.00037453i,2.936e-05-0.0001975i,0.00041261-0.00056201i
-0.0016531-0.0003901i,-0.0002376-0.00081531i,0.00095225-0.00065401i,0.0011739+0.0015098i,0.0012134+0.0037781i,0.0014346+0.0032238i,0.0016507+0.0016441i,0.0016313+0.00078992i,0.0014414+0.00025664i,0.00094983+3.6798e-05i,0.00080536-0.00034032i,0.0010969+0.00023572i,0.0011051+0.00088392i,0.00054165+0.00041984i,-0.00024778-0.0002676i,-0.00018187-0.0011537i,-7.5e-05-0.0012142i,-0.0002199-0.00053111i,0.00053681-0.00054696i,0.00060218-0.0012062i,0.00029256-0.0010909i,0.00033756-0.00053899i,-1.0153e-05+0.00021138i
-0.0011587+0.0010017i,-0.00024684+0.0018275i,0.00020799+0.002174i,0.00082634+0.0018805i,0.001436+0.0018147i,0.0019595+0.0025776i,0.0012167+0.002613i,0.00062126+0.0011281i,0.0015686-0.00025031i,0.0020402-2.0321e-05i,0.0016004+0.00022517i,0.00084982+0.00013475i,0.00059167+4.0651e-05i,0.00060191+0.00028205i,0.00015756+0.00047901i,-7.3653e-05-0.00030499i,-5.5353e-05-0.00073082i,6.7466e-05-0.00019591i,0.00065804+0.00036162i,0.00076093+0.00043426i,0.00038079-0.00025754i,8.5444e-05-0.0007195i,-7.1058e-05+9.831e-05i
0.0014814-0.0017666i,-0.00028356-0.0016527i,-0.00097387-0.0001578i,-0.00060978+0.0012077i,-0.00011755+0.0018772i,-0.0005023+0.0018941i,-0.00057369+0.0010116i,0.00033353+0.00024355i,0.00041301+0.00082441i,0.00014034+0.0016567i,0.00020815+0.0019526i,0.00034818+0.0012327i,0.00059767+0.00094898i,0.0008399+0.00041544i,0.00059773-0.00097345i,0.00063072-0.00077875i,0.0003906+0.00055221i,-0.00031253+0.0004278i,0.0001128-0.00042179i,0.00076138-0.0010681i,0.00094201-0.00071775i,0.00039679-0.00017851i,4.3429e-05-9.2587e-05i
-0.0005164-0.0019107i,-0.00011344-0.00053591i,-0.00040365+0.00093857i,-0.00040165+0.0017622i,0.00040285+0.0019677i,0.00109+0.00075489i,0.0013635-0.00027562i,0.0013848-0.00017363i,0.0010048-0.00022832i,0.0002415-0.00011828i,-0.00039902+0.00043398i,-0.00060151+0.00036525i,-0.00033389+5.8422e-05i,-7.5482e-05-0.00080924i,2.4566e-05-0.00095542i,0.00050416-0.00097437i,0.00054519-0.00087493i,-2.7655e-05-0.00048086i,5.4375e-05-0.00020377i,0.00015578+0.00018791i,-0.00055984-6.3867e-05i,-0.00037589-0.00095511i,0.00047048-0.0010177i
-0.0012102+0.0012595i,-0.001671+0.0014611i,-0.0003876+0.0032677i,0.0023386+0.0037387i,0.0034137+0.0021202i,0.0033227+0.00061355i,0.0016457+0.00056308i,-0.00019942+0.00075604i,-0.00027157+0.00078431i,0.00054594-0.00023842i,0.00061788-0.0015652i,0.00065757-0.0020735i,0.0011292-0.001885i,0.00039433-0.0012587i,-0.00048852-0.00052315i,-5.7971e-05+0.000394i,0.00026374+0.0004239i,-2.8939e-05-0.00023177i,1.5344e-05-0.0006937i,-0.00025472-0.00059267i,0.00032807-0.00012417i,0.00050025-0.00020757i,-5.4832e-05-0.0010085i
0.00032527+0.00072578i,0.0006676+0.0010632i,0.0013562+0.0011541i,0.0021905+0.001074i,0.0021904+0.0011725i,0.0015118+0.0011914i,0.00045301+0.0015576i,0.00011072+0.0021761i,0.00041841+0.0018247i,0.0012926+0.0013556i,0.0015262+0.0012422i,0.0015552+0.00035826i,0.0016625-0.00023543i,0.00094811-0.00030882i,0.00085281-0.0004614i,0.00084224+0.00021143i,0.00019923+0.00060458i,1.6446e-05-0.00022091i,0.00010775-0.00029395i,0.00012937+0.000133i,-0.00017915+0.00045678i,-0.00014094+0.0011572i,5.265e-05+0.00092259i
0.00088465+0.00087667i,0.00033219+0.0013869i,0.00041944+0.00062i,0.001292+0.00046089i,0.0010769+0.00099732i,0.00043021+0.00087677i,0.00031747+0.0015672i,0.00021588+0.0019472i,0.0007133+0.0014737i,0.00076782+0.0012437i,0.00053273+0.00089999i,3.1065e-05+0.00054055i,-0.0005738-0.00020089i,-0.00065232-0.00065436i,-0.00067982-0.0009736i,-0.0005642-0.0011941i,-0.00068206-0.00063503i,-0.00013312+0.00017568i,-0.00024995+0.00017208i,-0.00029682-4.7932e-05i,-5.5145e-05+0.00014506i,0.00011023+0.00047561i,0.00080188+0.00033114i
-0.001558+0.0025863i,-0.00072241+0.0019635i,0.0012949+0.0024898i,0.0022738+0.0021756i,0.0031474+0.0015693i,0.0028724+0.0010549i,0.00088031+0.00020035i,-0.00030939+0.00047844i,-0.00068961+0.0011111i,-0.00023825+0.00069579i,0.00038791+1.3945e-05i,0.00016369-0.00060864i,0.00042231-0.00095926i,8.8788e-05-0.0011457i,-0.00038071-0.00052346i,4.6924e-05+0.00023574i,0.00031204-0.00043187i,0.00013799-0.000973i,0.00045536-0.00041418i,0.00022531+8.8338e-05i,-0.00018401-0.00020265i,0.00042202-0.00017801i,0.00091451+0.00032783i
0.0015111+0.00048208i,-0.00051353-0.00023736i,-0.0002756-0.00026098i,0.00065904+0.00036383i,0.0012628+0.0011238i,0.0014139+0.0016218i,0.0013556+0.0013741i,0.00097116+0.00099369i,0.00049149+0.00030884i,-4.8986e-05-0.001045i,-0.00018644-0.0013613i,0.00016159-0.00028777i,0.0001408+0.00067598i,4.7671e-05+0.00016471i,0.00012441-2.2992e-06i,-0.00070986+0.0001904i,-0.0013508+3.5487e-05i,-0.00093717+7.1473e-05i,0.00025787-9.6082e-05i,0.001578+0.00012395i,0.00081539+0.00043536i,4.0704e-05+0.00045411i,-0.00021453+0.00040932i
-0.00013968+0.0011626i,-0.00022945+0.0020849i,0.0011561+0.0026178i,0.0018095+0.0026723i,0.0014185+0.002858i,0.0011247+0.0026823i,0.00096236+0.0020721i,0.00066087+0.0016181i,0.00028356+0.0011633i,0.0012236+0.00093345i,0.0016658+0.00078136i,0.0017809+0.00049739i,0.0012563-0.00022557i,0.0006236-0.0010329i,0.00066317-0.00094336i,0.001283-0.00092494i,0.0014825-0.0010124i,0.00070014-0.00058142i,0.00020909-0.00065955i,0.00016376-0.00064804i,0.00019027-1.3391e-05i,0.00013794+0.00027921i,0.00013148-0.00019893i
-0.0010601+0.0001471i,0.00072146-0.00046008i,0.0018877+0.00010031i,0.0017784+0.00085701i,0.00072866+0.0012328i,0.0010997+0.0015528i,0.00048424+0.0015021i,-8.3167e-05+0.0017308i,0.00071251+0.0014758i,0.00046267+0.00095628i,0.00014773+0.00059209i,-0.00020599+9.9026e-05i,0.00029637+8.8571e-05i,0.00043648-0.00045732i,-0.0002119-0.00059262i,-0.00022268-0.00040388i,0.00018111-0.00056592i,0.00012655-0.00015554i,0.00016446-0.00038366i,0.00020314-2.1982e-05i,-0.00091899+0.00086058i,-0.0008799+0.00041844i,-5.5731e-06+0.00014861i
-0.00085516-0.0015856i,-0.00099393+0.00081872i,-0.0014165+0.0030158i,-0.0008243+0.0027322i,0.00095926+0.0018284i,0.0018281+0.0017849i,0.0019677+0.0014478i,0.00063768+0.00098497i,-0.00084398+0.00056439i,-0.00099159+5.7956e-05i,-0.00089309+8.6802e-06i,0.00011124+0.00038137i,0.0012387+0.00060484i,0.0014129-7.5631e-05i,0.0010775-0.0011343i,0.00046699-0.00081491i,0.00010277-0.00035327i,0.00011124-0.00081171i,0.00052806-0.00055581i,0.0010387-0.00022311i,0.00036922-0.00034292i,-0.00029203-0.00031705i,0.00046728-0.0006247i
-0.0001284-0.00022417i,5.6025e-05-0.00037074i,0.00034287+0.00064765i,0.00047868+0.0022113i,0.0018949+0.0032756i,0.0024573+0.0027861i,0.0023403+0.0011847i,0.0012492+0.00060095i,0.00010096+0.00072363i,-0.00025299+7.0246e-05i,-0.00023827-0.00023253i,0.0003962-0.00019428i,0.0010129+3.8758e-06i,0.00054362+9.0439e-05i,-0.00034138+0.00012762i,-0.0008033+4.3319e-05i,-0.00033952-5.7577e-05i,0.00066658-0.00024764i,0.00075-0.00045584i,0.00014467-0.00047739i,-1.8512e-05-0.00053818i,0.00020326-0.00033172i,0.00064782-0.00019602i
-0.00083152-0.00055751i,-0.00069357+0.0011593i,-0.00055387+0.0019489i,0.00048272+0.0029296i,0.0014231+0.0033284i,0.0020419+0.0032601i,0.0021578+0.0033269i,0.0012508+0.0024508i,0.00058479+0.001691i,0.0007089+0.0013072i,1.4235e-05+0.00029066i,-0.0003309+4.4136e-05i,-0.00015546+0.00054907i,0.00027751+0.00018922i,0.00077455-0.00054338i,0.00071293-0.0011179i,0.00063286-0.001148i,0.0010468-0.00086152i,0.00108-0.00027484i,0.00018108-0.0002466i,-0.00044615-0.00039897i,4.0035e-05+4.932e-05i,0.00024518+0.00086818i
0.00042119+0.00063613i,0.0010897+0.00075917i,0.0015837+0.0009187i,0.0016228+0.0017691i,0.00089287+0.0021546i,0.00038299+0.0015475i,0.00020574+0.001368i,-0.00035574+0.0011172i,-0.00078241+0.00038567i,-0.00072335+0.00068029i,9.6646e-05+0.00095876i,0.00098064+0.00015333i,0.00099877-9.1015e-05i,0.00026155-0.00026795i,-0.00014342-0.00046427i,-0.00011726-0.00040231i,1.759e-05-0.0006369i,-0.00043293-0.0010368i,-0.0007184-0.00058322i,-0.00016006-5.6163e-05i,4.1379e-05+0.00023212i,-0.00027156+0.00046271i,-0.00034793+0.00063315i
0.0011956+0.00092023i,0.00098794+0.000735i,0.0010012+0.00057449i,0.0013954-6.9626e-06i,0.001682+9.0412e-05i,0.0012746-5.9245e-05i,0.00053534+0.00014661i,0.00060252+0.001155i,0.0010497+0.0017154i,0.00038282+0.0016425i,0.00022575+0.00066048i,0.00029728-0.0005597i,-0.00020796-0.00093705i,-0.00012038-0.0012415i,-0.00032907-0.0010054i,-0.00037563-0.00029235i,0.00038873-0.00026367i,0.00062302-6.4683e-05i,0.00085739-0.00078482i,0.00081541-0.0011606i,0.00012787-0.00027575i,5.9529e-07-0.00036046i,0.00021623-6.3928e-05i
-0.00018041+0.00032913i,0.00046891+0.00071387i,0.0014699+0.0015969i,0.0028069+0.0014075i,0.0032805+0.00063129i,0.0023111+0.0003475i,0.0015799+0.00038791i,0.0010776+0.00051954i,0.00060178+0.00058986i,0.00045176-0.00034625i,0.00020734-0.0008704i,0.00017957-0.00072726i,0.00026978+0.00011244i,8.0323e-05+0.0011023i,0.00012534+0.00072213i,0.00024516-0.00051171i,-1.7858e-05-0.0011705i,0.00014879-0.0010775i,0.00082598-0.00039801i,0.00060537+2.9961e-06i,0.00024194+0.00011151i,0.00012378+0.00016926i,0.00018671+0.00031137i
0.0001414+0.00025367i,0.00025408+2.7793e-05i,0.0012446+0.00030763i,0.0022953+0.00097651i,0.0024889+0.0017325i,0.0013984+0.0013725i,-0.00047245+0.0011145i,0.00023572+0.0015218i,0.0022261+0.0016668i,0.0023852+0.00072716i,0.0014564-0.00012809i,0.00063151-1.4057e-05i,0.0007135-0.0003627i,0.0012187-0.00033822i,0.00032146-0.00038284i,-0.0003388-0.00021096i,4.3307e-05+1.2478e-05i,0.00044385-0.00063673i,0.00062566-0.00071857i,0.00017331-0.00012437i,-0.00075145-0.00047931i,-0.00083502-0.00026305i,0.00012332+0.00072649i
0.0004617+0.000824i,0.00087123+0.00088578i,0.0022148+0.0010816i,0.0012353+0.0010287i,0.000224+0.0016599i,-0.00038094+0.0018475i,-0.00089195+0.0017621i,-9.3914e-05+0.0010874i,0.00059643+0.0010292i,0.00049469+3.4817e-05i,0.00029038-0.00067819i,-0.00015876+0.00014518i,0.00027794-0.00022654i,0.00062765-0.00049866i,0.00028088-0.00027014i,0.00018203-0.00066425i,0.00078943-0.00063932i,0.001642-0.00056401i,0.0010437-0.00081523i,0.0001235-0.00054325i,-0.00054996+0.00037294i,-0.00085599+0.00092449i,-0.00054228+0.00028637i
0.00090199-0.00080216i,0.00090224-0.00063107i,0.00023153-0.00065118i,0.00062807-0.00031355i,0.002087-0.00047008i,0.0021766-0.00022847i,0.0013525-0.00022551i,0.0014123-0.00049518i,0.00093938+0.0005587i,-0.00023838+0.00096058i,-0.00019489+0.00023755i,-0.00027509+0.00016629i,-0.00010013+0.00035578i,0.00063387-0.00016913i,0.00083228-0.00070426i,0.00062352-0.00074391i,0.0001079-0.00076918i,0.00037-0.00091096i,0.00070472-0.00081345i,-1.6277e-05-0.00059616i,-0.00089853-0.00043533i,-0.00033747-9.7746e-05i,0.00040468+0.00011922i
-0.0015529+0.001125i,-0.00057587+0.0015675i,0.00039558+0.0019736i,0.0015487+0.0026669i,0.0020412+0.003355i,0.0017427+0.0024236i,0.0013166+0.0011696i,0.0011352+0.0014945i,0.00099244+0.0009611i,0.00045643+0.00028654i,-0.00021231-0.00041815i,0.00030496-0.00012297i,0.00083848+0.00060156i,0.00096385+0.00032889i,0.00091881+0.00022929i,3.8046e-05-1.3663e-05i,0.00025829-0.00062585i,0.0012796-0.00074609i,0.0009688-0.00017231i,0.00077658+0.00061098i,0.00063018+0.001051i,0.00053227+0.00071418i,0.0012207+0.0008376i
-0.001286-0.00086123i,-0.00057297+0.00014405i,-3.2697e-05+0.0014448i,0.00015239+0.0032038i,0.00069937+0.0033829i,0.0020928+0.0027801i,0.0015861+0.0017804i,0.00043739+0.001381i,0.00041581+0.0015783i,0.00058178+0.0016368i,-1.9021e-05+0.0008195i,-0.00039154+0.0002516i,-0.00025867+0.00018695i,-0.00017494-0.00015113i,0.00025584-0.00036374i,-0.00017249-0.0003256i,-0.00019904-0.00013303i,0.00032361+0.0005286i,0.00044007+0.00075552i,0.00057507+0.00024523i,0.00045138-0.00042141i,-0.00043128-0.00023261i,-0.00039572+0.00035576i
0.001856+0.0019006i,0.001344+0.0017395i,0.0007288+0.0014445i,0.00088601+0.0014107i,0.00137+0.0019688i,0.0013058+0.0019008i,0.0003973+0.001166i,0.00025493+0.00071609i,-0.00050518+0.00061225i,-0.00096834+0.00050827i,5.8705e-05+0.00023915i,0.00024799+0.00069201i,-0.00024528+0.00085704i,0.00059987-0.0001057i,0.0012292-0.00023917i,0.00036545-2.6589e-05i,0.00064058+0.00034019i,0.001261+0.00088659i,0.00016773+0.00032541i,0.0004418-0.00031705i,0.00050594+0.00014952i,-0.00039413+0.00017463i,-0.00066834+0.00011432i
0.0025189+0.00073387i,0.002563+2.6974e-05i,0.0020561-9.9881e-05i,0.0024817-1.1207e-05i,0.0023238+0.00068773i,0.00031242+0.0011562i,-0.0014528+0.00097462i,-0.00087646+0.00057924i,-1.1928e-05+0.00011415i,0.00096524+8.9254e-05i,0.0015582-0.00030047i,0.0013672-0.00082904i,0.00089607-0.00041949i,0.00074062-0.00074071i,0.00066128-0.00066752i,-0.00034699+9.9239e-05i,-0.00077343-3.8868e-05i,0.00040289-0.00042575i,0.0004628-0.00049894i,-0.00028125-0.00070971i,0.00027909-0.00018403i,0.00024649+0.00048184i,-0.00059766+0.00026313i
-0.00087091-3.2631e-05i,-0.00088079+0.00109i,-0.00075316+0.0011716i,0.00074675+0.00087609i,0.0020438+0.00035399i,0.0021401+9.2428e-05i,0.0016043-0.00015245i,0.0015069+0.0004054i,0.0014671+0.00071797i,0.00077172+0.00026705i,0.00031727+1.1232e-05i,0.0002883-0.00015328i,0.00014936-0.00028919i,-0.00035974-0.00065166i,-0.00027297-0.0013275i,0.0004355-0.0012661i,0.0008563-0.00060607i,0.00088748-0.00069327i,0.00071965-0.0011106i,0.00035438+0.00015131i,9.48e-05+0.00097572i,-0.0005023+2.5139e-06i,-0.00036563-0.00015311i
0.0024008+0.00061935i,0.001006-0.00052572i,0.0008959-0.00052977i,0.0011642+0.00052703i,0.0019504+0.0014742i,0.0019687+0.0022516i,0.001595+0.0025475i,0.0014008+0.0021509i,0.00098061+0.0011327i,0.00051705+5.1968e-05i,0.00073768-0.00031318i,0.00021662+0.00021702i,-0.00014384-4.8817e-05i,6.0577e-05+3.1609e-05i,0.00033972+5.9142e-05i,0.00088508-0.00056602i,0.00072693-0.00078975i,-5.2018e-05-0.0005596i,-0.00033344+0.00014048i,0.00020627+3.6885e-05i,0.00042844-0.00022542i,0.00016358+0.00026731i,0.00040185+0.00050778i
0.001233+0.0010309i,0.00099564+0.0011224i,0.001599+0.00053517i,0.00077025+0.00079152i,-0.00044256+0.0013463i,-5.5118e-05+0.001734i,0.0012153+0.002188i,0.0018205+0.0019693i,0.0013863+0.0011266i,0.0010529+0.00047432i,0.00061326-7.8616e-05i,-0.00010318-0.00010139i,-8.5622e-05+0.00018979i,-0.00023634-0.00041214i,-0.00020261-0.00055395i,4.1284e-05-0.00036025i,4.1429e-05-0.00044914i,-0.00071422-7.1743e-05i,-0.0010696+3.5601e-05i,-0.00040174-0.00058972i,0.00018564-0.00045381i,0.00025272+0.00065892i,0.00012828+0.00083178i
