-0.002464+0.00041246i,-0.0029503+0.0003137i,-0.0033856+0.00082373i,-0.0014561+0.0011216i,-0.00052489+0.001741i,3.783e-05+0.0021212i,0.00065114+0.0025996i,0.00094203+0.0027561i,0.0014821+0.0014802i,0.002365-0.00034452i,0.0015451-0.00069696i,0.00023402-0.00090474i,0.00027745-0.00084138i,0.00032927-0.00020477i,7.7523e-05+0.00022463i,5.6242e-06+0.00023043i,0.00022348-6.0099e-06i,0.00032532-8.3814e-05i,0.00039685-0.00014046i,0.00010425-0.00014694i,5.3748e-05-0.00031923i,-0.00040653-0.00032275i,-0.00057796+0.0002953i
-0.0013588+0.00070323i,-0.0017328+0.001387i,-0.0020717+0.0014613i,-0.00094319+0.00063909i,-8.2903e-05+0.00022963i,0.00063184+0.00031577i,0.00070735+4.9645e-05i,0.00081184-7.1995e-05i,0.0016173+0.00027165i,0.0015908+0.00016958i,0.0010675-0.00044238i,0.00090613-0.0006487i,0.00026692-0.00075067i,-0.00056234-0.00064904i,-0.00010514-0.00028416i,0.00035197-0.00084014i,0.00016705-0.0012214i,-0.00018376-0.00070129i,-0.00047695-0.00041676i,0.00035126+7.3266e-05i,0.00010732+0.00057972i,-0.00080257-0.00028351i,-2.4451e-05-0.00065549i
-0.0013199+0.0011109i,-0.00038072+0.00042942i,-0.00051635+0.00066084i,-0.00015428+0.0012637i,0.00060953+0.0019401i,0.0011825+0.0018454i,0.00073333+0.00063788i,0.00041329+0.00071421i,0.0011755+0.00017492i,0.0011535-0.00042653i,0.00011622-6.718e-05i,-0.00057701+0.00038119i,0.00026174-1.822e-05i,0.0009047-0.0004742i,0.00070639-0.00074344i,0.00051392-0.00051335i,0.00094014-0.00077656i,0.0014524-0.0012676i,0.00091064-0.00054189i,0.00079003-0.00027075i,0.00069749-0.00036031i,-4.2721e-06-0.00032635i,-0.00034997-0.00051459i
-0.0018738+0.000638i,-0.0018228+0.00093246i,-0.0014043+0.0010221i,-0.00031065+0.00050821i,0.00029414+9.759e-05i,0.00048586+3.1275e-05i,0.00014479-0.00015006i,-9.8916e-05-9.8328e-05i,0.00036686-5.8015e-05i,0.0011267-0.00071627i,0.00044927-0.0012262i,-0.00010831-0.00054512i,9.4368e-05-0.00019659i,-0.00072165-0.00040912i,-0.00095309-0.0001368i,-8.3563e-05-5.7946e-06i,0.00023146-8.6562e-05i,6.2898e-05-0.00060584i,0.00025116-0.00070955i,0.00063793-0.00042657i,0.00055449-0.00073536i,0.00088051-0.00075671i,0.00048446-0.00060041i
0.00028926+0.0026914i,0.0010165+0.0024505i,0.0021418+0.0012598i,0.0021483-0.00019595i,0.0010903-0.00035484i,0.00040803+0.0006341i,0.00057809+0.0010887i,0.00027536+0.00061477i,-7.1673e-05-4.7675e-06i,0.00053354-0.00020481i,0.00021909+0.00029948i,-0.00040452+0.00025203i,-0.00015753+9.0836e-06i,-0.00066768-1.5181e-05i,-1.4109e-05-0.00039177i,0.0011239-0.00093586i,0.0012292-0.00084113i,0.00038669-0.00083842i,-6.4033e-05-0.00071134i,0.00029187-0.00082237i,0.00019144-0.00048381i,-6.5856e-05+0.00027327i,0.00025665+9.4519e-05i
0.00086326-0.0040465i,-0.0004657-0.0035073i,0.00050078-0.0029804i,0.00016169-0.0030095i,-0.00083639-0.0019073i,-0.00075619+0.00059402i,0.00073908+0.00086984i,0.0013419+0.00010871i,0.00046598-0.00031859i,0.00022431-0.00067597i,0.00033864-0.00097035i,-0.00010334-0.00109i,-0.00071491-0.00066023i,-0.00024268+0.00025219i,5.8276e-05+0.00047788i,-0.00019064-0.00014103i,-0.00017679-9.5588e-05i,-0.00017806+0.00015144i,-0.00059103-0.00016732i,-0.00017667-0.00043448i,0.0004476-0.00075989i,-9.8231e-05-0.0013405i,-0.00063534-0.0016805i
-0.00062474+0.00088715i,-0.0009633+0.00071826i,0.00024149+0.0006535i,0.0012161+0.0011483i,0.00081819+0.00086616i,0.00024164-0.0003911i,-0.00059952-1.2874e-05i,-0.00064183+0.00019381i,6.1987e-06-0.00031539i,0.00027318-0.00050153i,0.00034506-0.00056382i,0.00032563-0.00045584i,7.4931e-05+0.00023668i,1.8901e-05+0.00039463i,0.00014704+2.9322e-05i,-0.00036526-0.0002321i,-0.00021373-0.00030574i,-3.9831e-05+0.00035845i,-0.000607+0.00057942i,-0.00041945+0.00030322i,-0.00020464+0.00031224i,-0.00023331+3.1777e-05i,-0.00069551-0.00067892i
0.00048591+0.00090854i,0.00048613+0.0018093i,0.00019669+0.0021572i,0.00048377+0.0014545i,0.00076661+0.00022026i,0.00054088-0.00024325i,-0.00017951-0.00017615i,-0.0001258+0.00017801i,0.00039081+4.3841e-05i,0.00061276-0.00060553i,0.00062558-0.00030853i,0.00012765+0.00035672i,2.4833e-05+0.00041744i,0.00052579+0.00063861i,0.00056702+5.3676e-05i,0.0010372-9.7845e-05i,0.00050264+0.00021005i,-0.0005007-0.00012086i,0.0002409-0.00077338i,0.001043-0.00074401i,0.00059796-0.00039785i,-0.00025063+0.00019851i,-0.00061032+2.9586e-05i
0.0001332-0.0013883i,0.00019927-0.0025315i,0.00064323-0.00165i,0.00068788-9.2793e-05i,0.00045163+0.00071243i,0.00044863+0.00085236i,0.0011327+0.00010674i,0.0010094+0.00023501i,0.0001926+0.00063474i,-1.8128e-05-0.00023864i,0.00042356-0.00080529i,0.00040154-0.00053378i,9.2955e-05-0.00044604i,0.00050582-0.00075976i,0.00076582-0.00030157i,0.00045325+0.00031112i,6.6609e-05+8.0537e-05i,0.00056532+2.5832e-05i,0.00099021+0.00036609i,0.00044495+0.0001504i,0.00035198+0.00014504i,9.7212e-05-0.00028801i,-0.00048384+7.326e-05i
-0.0012339-4.2174e-05i,-0.0014719-0.00078418i,-0.0012451-0.0010049i,0.00052614-0.0014651i,0.0018407-0.0010469i,0.00095168-0.00021349i,0.00096204+0.0002515i,0.00087407+0.00013526i,0.00065786-0.00091012i,0.0011415-0.0015546i,0.00078341-0.00035131i,0.00032901+0.0013267i,-0.00026223+0.0010494i,-0.00057302+0.00028362i,0.00011352-3.9698e-05i,0.00032881-0.00042622i,0.00016863-0.00063809i,-2.9728e-05-0.00015541i,-0.00064016-3.8216e-05i,-0.00041144-0.00027114i,3.5527e-05+0.00023931i,-0.0002758+0.00072069i,-0.00090361+0.0003237i
-0.0020293+0.0022008i,-0.0017506+0.00073296i,-0.0017797+0.0012302i,-0.001422+0.0011129i,-0.0004639-0.00018108i,0.00109-0.0007911i,0.0012226-0.00069366i,0.00041471-0.00048878i,5.717e-05-0.00039578i,-0.00027387-0.00063264i,-0.00047032-0.0004745i,-0.00029778-0.00013682i,6.5146e-05+7.8385e-05i,0.00022619-0.00015113i,-0.00047956-0.00035391i,-0.00088789+0.00027733i,-0.00081512+0.00085794i,-0.00086363+0.0011615i,-0.00027001+0.00087732i,0.00098391-9.5314e-05i,0.0008059-0.00028997i,-3.0252e-05-0.00023401i,-0.00029734-0.0006106i
0.00013874-0.0015593i,-0.0013819-0.0016077i,-0.0013554-0.0019388i,-0.0012804-0.0023348i,-0.00066856-0.0017544i,0.00048785-0.00015839i,0.00031035+0.0011762i,0.00033626+0.00065194i,0.0012517-0.00071864i,0.0013809-0.0013111i,0.00044103-0.00051387i,-0.00063383+6.6043e-05i,-0.0011041-7.9402e-05i,-0.0014958-0.00044784i,-0.001926-0.00011796i,-0.0012564+3.568e-06i,-9.7547e-05-0.00054406i,0.00031712-0.00079149i,0.00017642-0.00062081i,0.00014023-0.0010439i,0.00048754-0.0010737i,0.00026971-0.00045232i,0.0001022-0.00022922i
0.00018812+0.00016145i,-0.00024001+0.00033081i,0.00016873+0.0019725i,0.00031401+0.0022085i,0.00034254+0.00070192i,0.00091455-0.00047445i,0.0013619+6.871e-06i,0.0017059+0.00027813i,0.0011729-0.00016876i,0.00035376-0.00073207i,0.00044343-0.00092079i,0.00042302-0.00011655i,0.00024153+0.00029833i,0.00029278-0.00014753i,0.00087495-0.00041793i,0.00035479-0.0011254i,-0.0012272-0.0015277i,-0.0014657-0.0005717i,-0.0012008-6.2279e-05i,-0.00084392-0.00037252i,-0.00043256-0.00036811i,-0.00019207-0.00060384i,0.00056842-0.0010936i
-0.00065971-0.00011491i,-0.00043206-0.00049587i,0.00016107+0.00012639i,0.0014031+0.00044219i,0.0012263-0.00020978i,0.00013853-0.001253i,-0.00050526-0.00076483i,-0.00051575-6.9104e-05i,0.00035647+4.6212e-05i,0.00063144-0.00031188i,0.00088565-0.00092534i,0.00099262-0.00038466i,0.00065681+0.00014545i,0.00080927-0.00050654i,0.00062451-0.00068586i,0.00061815+0.00010217i,0.0011295+0.00016342i,0.00060883+0.00020091i,-7.2625e-05-0.00025313i,0.00016898-0.0009412i,0.00063105-0.00087918i,-0.00030765-0.00091262i,-0.0011162-0.0014906i
-0.0014584-0.00067329i,-0.0023629+0.00050544i,-0.0016086+0.00057317i,-0.0011308+0.0002267i,2.3909e-05+0.00055529i,0.00077771+0.00080672i,0.00059172+0.0012506i,0.0011157+0.0013327i,0.0014378+0.00066662i,0.0013793+0.00015691i,0.00077823+5.725e-05i,0.00048805-3.2145e-05i,0.00076507+5.7347e-06i,0.00048488+0.00023359i,-0.00017585+0.00043075i,-0.00047283-1.9854e-05i,-0.00027135+0.00016455i,0.00033096+0.00051585i,9.1406e-05-0.00067372i,0.00021108-0.00031423i,0.00050045+0.0010613i,0.00013711+0.00036081i,-0.00020304-0.0002049i
-0.0005053-0.0016552i,-0.00033932-0.0015946i,-0.00082345-0.0016947i,-0.0016233-0.00071645i,-0.0010153+0.0001932i,-0.00025883+0.0015811i,0.0003576+0.0018094i,0.0012468+0.0008504i,0.0014836-0.00039359i,0.00064373-0.0012037i,0.00019281-0.00053095i,-0.0004054-1.7401e-05i,-0.0012022+0.00013299i,-0.00088626+8.8696e-05i,-4.0575e-05-5.7035e-05i,-5.5066e-05-0.00010047i,-0.00024458-4.152e-05i,-0.00032123-4.2124e-05i,-0.00020835-0.00019041i,-3.6414e-05+0.00068101i,-0.00016021+0.00071833i,3.7276e-05+4.0272e-05i,0.00036612+0.00029709i
0.00018226+0.0011157i,-0.00040705+0.00081127i,0.00020297+0.00058217i,0.0011855+9.8094e-05i,0.0011528-0.000148i,0.00037147+0.00012911i,-0.00037458+0.00082281i,-4.4712e-05+0.0010205i,0.00040643+0.00037233i,-9.445e-05-1.9133e-05i,-0.00046489-0.00036976i,-0.00036418-0.0006945i,0.00046682-0.00040874i,0.00090467+3.1996e-05i,0.00043519-0.00021373i,0.00014775-0.00033358i,0.00040255-0.00034217i,0.00072313+3.351e-05i,-1.7118e-05+0.00050283i,-0.00016477+0.0011439i,0.00033505+0.00069736i,0.00034095-0.00056002i,0.00016816-0.00069394i
-0.00096189-0.0010012i,-0.0013137-0.00053066i,-0.0011149-0.00022481i,-6.0897e-05+0.00019977i,0.0005894-5.554e-05i,0.00082237+0.0004895i,0.00091679+0.00072143i,0.00077544-0.00059637i,0.00052111-0.0011767i,0.00041124-0.0015084i,0.00072986-0.0011601i,0.00053068-0.00021445i,0.00025198-0.00023774i,0.00016705-0.00018587i,0.00027363+0.00035994i,0.00038209+0.00030045i,0.0005401-0.0003385i,0.00019897-0.00058689i,-0.00012279-0.00040147i,-0.00024978-0.00024239i,1.6806e-05-0.00029472i,0.00035359+3.632e-05i,-8.7425e-05+0.00019158i
-0.001544+0.00067612i,-0.0021021-0.00044812i,-0.0021995-0.00078558i,-0.0016442-0.00053608i,-0.00092057-0.00034241i,-0.00020127-0.00030369i,0.00026894-0.00042541i,0.00025789+0.00040682i,0.00061566+0.00038777i,0.0012499-0.00060227i,0.00084439-0.00059396i,0.00053629+0.0004119i,0.0013584+0.00042976i,0.0015397-8.6267e-05i,0.00088865+0.00013065i,0.00037551-0.0001092i,0.00047437-0.00010354i,0.00067488+0.00041746i,0.00045075+0.00052658i,-3.2332e-05+0.00012306i,0.0001001-0.00053797i,0.00032731-0.00095814i,-0.00035103-0.00029858i
-0.0010226+0.0004871i,-0.00069433+0.0011529i,-0.0011318+0.0012426i,-0.00059347+0.0010983i,0.00062542+0.0010733i,0.0014867+0.0012168i,0.0014878+0.0006584i,0.0004572-5.5374e-05i,-1.686e-05-0.00054718i,-0.00024403-0.00068745i,-0.0002749-1.2307e-05i,-0.00018385+0.00055913i,-0.00029195+0.00058608i,0.00013142+0.00053367i,0.00053811+8.3962e-05i,0.00058617-0.00020466i,0.00058894-3.447e-05i,0.00023843+7.4924e-05i,-0.00072221-0.00040169i,-0.00039717-0.00020259i,0.00078751+0.0002602i,0.00067597-0.00032387i,0.00046553-0.00054805i
-0.00076422-0.00017484i,-0.00094581-0.00023368i,-0.00041101+0.00030041i,0.00011024+0.00044485i,0.00059898+0.00089064i,0.0003516+0.001034i,-0.00030481+0.00069594i,-0.00020481+0.0013975i,0.00037497+0.00062462i,0.0011387-9.6974e-05i,0.0013903-0.00010398i,0.0010233-0.00010907i,0.00090161+0.00094248i,0.00046989+0.00088779i,0.00028557+0.0001233i,0.00062333+0.00025788i,0.00051765-8.8398e-06i,6.5188e-05-0.00028617i,-0.00046425-0.00019101i,-0.0006895-0.00011636i,0.00020125-0.00059001i,0.00042251-0.0010681i,-0.00026833-0.00072691i
-0.00065852+0.00040394i,0.0001807+0.00078644i,-0.00040125+0.00046107i,-0.00082065+0.00054085i,5.026e-05+0.00021579i,0.0015118-5.0973e-05i,0.001967-7.0207e-06i,0.0012867+0.00011097i,0.0015192+0.00068932i,0.00094893+0.00064143i,0.00030201-0.00021725i,0.00045973+2.513e-05i,0.0007005+0.00020515i,0.0014625-0.00039876i,0.0014732-0.0004067i,0.00067372-0.00021866i,0.0010147-0.00037508i,0.00024959-0.00043746i,-0.00075198-0.00047673i,-0.00024468-0.00065962i,0.00015044-0.00096027i,4.7222e-05-0.0010698i,-0.00066392-0.00045818i
-0.0019922-0.0011733i,-0.0025597-0.0017804i,-0.0021286-0.0018618i,-0.0017259-0.0012241i,-0.0010015-0.0002828i,0.00051178+0.0010517i,0.00079672+0.0016007i,0.00011512+0.00064888i,-9.3249e-05-0.00019798i,-0.00065194-0.0008226i,-0.00070556-0.00046991i,4.3311e-05-0.00016667i,0.00054789+0.00035938i,0.00029562+0.00095042i,-0.00019476+0.00043342i,5.0419e-05+0.00020867i,0.00012235+0.00043594i,-0.00017655-0.00056542i,-4.2474e-05-0.00063452i,0.00028326-0.00013332i,0.00073656+0.00022408i,0.00027368+0.00038441i,-0.00031779-3.4586e-05i
0.0013025-0.00084316i,0.00098511-0.0013469i,0.0014811-0.0018148i,0.0020488-0.0013319i,0.0011459-0.0010462i,0.00071026+0.0001484i,0.00053642+0.0011302i,0.00046575+0.00027059i,0.0012393-0.00085062i,0.0016149-0.0015326i,0.00035737-0.0017403i,-0.00043447-0.0012086i,-5.8795e-05-0.00049823i,-0.00047634-7.5459e-05i,-0.0010571+0.00089878i,-0.00032754+0.0011874i,0.00034051+0.00051009i,-0.00023048-4.7062e-05i,-0.00043537-4.7888e-05i,0.00031747+0.00017578i,0.00058421-0.0001473i,0.00065621-0.00014181i,0.00038506+0.00043815i
0.0017596-0.00059622i,0.000225-0.0011202i,0.001292-0.0012521i,0.001985-0.0012656i,0.00055755-0.00099299i,-0.0011708+0.00026788i,-0.0010546+0.00074338i,-0.00049344+0.00017288i,0.00016539-1.4653e-05i,0.00096133-0.00082469i,0.00078162-0.0012229i,0.00047722-0.00040089i,0.00049426+0.00023011i,0.00026591+0.00056174i,-3.5285e-05+0.00041096i,-0.00059308-0.00030692i,-0.00054685-0.0012746i,-0.00063434-0.001662i,-0.0006267-0.00072796i,0.00037446+0.00011504i,0.00049818-9.6493e-06i,-1.0239e-05-0.00085816i,0.00030126-0.0005426i
-0.00041714+0.00083069i,-8.7291e-05+0.001095i,-1.2493e-05+0.00098943i,-0.00078822+0.00055589i,-0.00024178+8.012e-05i,0.00033488-0.00043778i,6.851e-05-0.00037361i,0.00049306-0.00013051i,0.0012828-0.00049626i,0.0013715-0.000912i,0.00071967-0.0012082i,0.0006188-0.0013829i,0.00068272-0.00071087i,0.00055727+0.00015193i,0.0004616-4.4501e-05i,-6.9404e-05-0.00038804i,-7.4101e-05-0.00064479i,0.00021769-0.0015341i,0.00030279-0.0015395i,-9.2271e-05-0.0003736i,-0.00032349-0.00018368i,0.00029444-0.00082675i,-0.00024865-0.0012118i
0.00058256-0.0004485i,0.00020297-0.00051199i,0.0005213-0.0011513i,0.0009701-0.0007884i,0.00078238+0.00041107i,0.00050581+0.00095174i,0.0012177+0.0010814i,0.0014282+0.00092143i,0.00089187+0.00060787i,0.0010633-0.00011583i,0.00074999-0.0001954i,-7.4626e-05+0.00093358i,-0.0004876+0.0010957i,-0.00042967+3.0956e-05i,0.00053634+0.0004776i,0.0011176+0.00042385i,0.00094164-0.00025722i,0.00095983-0.00082338i,0.00053688-0.00079398i,-0.00054365-0.00021673i,-0.00053013-2.3277e-05i,0.00022184-6.8358e-05i,0.000417-1.8384e-05i
-0.00024547+0.0018105i,-0.0010681+0.0015364i,-0.00067532+0.0017904i,-0.00012372+0.00065623i,0.0003691-0.00028713i,0.00036295-6.6006e-05i,-0.00033949+0.00022939i,-0.00018664-0.00027706i,0.0012128-0.0003238i,0.0019915-4.0543e-05i,0.0013268-9.3497e-06i,0.001173-2.0786e-05i,0.0005897-0.00047226i,-0.00040793-0.00062465i,-0.00015922-0.00012744i,0.00030665+2.2688e-05i,0.00089104+4.5846e-05i,0.001297+0.00051413i,0.00087299+0.00048676i,0.00042605-0.00024938i,-6.3955e-05-0.0010938i,4.9683e-05-0.0011359i,0.00022796-0.00044888i
0.00018145+0.00083548i,0.00096145+0.00072308i,0.0012949+0.0005552i,0.0017047+0.00035881i,0.0019579+0.00054179i,0.0011314+0.00031456i,0.0011998+1.0541e-05i,0.00089222+6.7418e-05i,9.7954e-05-0.00020154i,0.00043787-0.00090623i,0.00061027-0.0011971i,0.00031795-0.00079811i,-8.7947e-05+0.00028712i,-3.8848e-05+0.0003896i,0.00029669-9.8661e-05i,0.00022892-0.00035064i,0.00051486-0.00075647i,-0.00012527-0.0014443i,-0.00061198-0.0015486i,7.6841e-05-0.00076544i,-3.3461e-05-0.00018959i,-0.00057666+0.00023078i,-0.00053949+0.00032971i
-7.2528e-05-0.0016586i,0.00089353-0.0024067i,0.0018074-0.0029654i,0.0015709-0.0018399i,0.00030937-0.00031537i,0.00027173+2.3829e-05i,0.00052342+0.00021042i,0.00048831+0.00045924i,0.00068042-0.00024037i,0.00085862-0.0013576i,0.00030544-0.0011846i,0.00047724-0.00080246i,0.0010181-2.0986e-05i,0.00072237+0.00067807i,0.00020363+0.0007583i,-0.00032846+0.00049581i,-0.00043914+0.0003093i,-0.00023427+0.00012145i,-0.00023058+0.00010906i,-0.00037642-0.00018998i,-8.0061e-05-0.000881i,0.00017636-0.0011949i,-0.00013097-0.0007082i
-0.0015284-0.00069696i,-0.0023143-0.00072009i,-0.0034097-0.0010975i,-0.0018332-0.0010301i,-3.4359e-05-0.00062816i,-0.00099981+0.00023804i,-0.001454+0.00025075i,-0.00057164-0.00013204i,0.00015021+0.00028362i,0.00079668+0.00081833i,0.00027455+0.00031353i,-0.00032954+0.00038901i,-0.00047799+0.00093106i,-0.0010365+0.00093706i,-0.00053331+0.00017914i,-4.5882e-05-0.00025659i,-0.00011835-0.00018739i,9.4636e-05-9.1522e-06i,-3.0456e-06-0.00013151i,-0.00026337+0.0002645i,-0.00076255+0.00026326i,-0.00027809-0.00040201i,-0.00050101-0.00016576i
-0.0007742-0.00043377i,-0.0011624-0.00035325i,-0.00027482+0.00016187i,0.00063571+0.00043868i,0.00056614+0.00065787i,0.00085543+0.00070256i,0.0015704+0.00058643i,0.0017141+0.00050118i,0.00062512-6.0652e-05i,-0.00013518-0.00081479i,-5.7521e-05-0.00080124i,0.00022446+0.00034189i,0.00036508+0.0003523i,0.00023816-0.00035005i,-0.00022511-0.00063607i,-0.00073532-0.00050534i,-0.00090296-0.00041794i,-0.00042774-0.0007862i,-0.00030292-0.0005885i,-4.5804e-05-0.00035272i,0.00044763+0.00029328i,-0.00031603+0.00075156i,-0.0011039+0.00042125i
0.00098075-0.0019077i,-0.00037321-0.0027186i,-0.00046307-0.0027107i,-0.00074391-0.002415i,-0.0013393-0.0013847i,-0.00087603+0.00061447i,0.00018485+0.0012507i,0.00055125+0.00056658i,0.00047357-0.00052782i,-0.00035608-0.0008232i,-0.0010401-0.00089454i,-0.00075026-0.00055205i,-0.00047812-0.000108i,-7.2393e-07-9.8304e-05i,0.0004414+0.00046787i,0.00016758+0.00037795i,-0.00063692-0.00061978i,-0.00054087-0.00076048i,0.00013587-0.00053045i,0.00016383-0.00071397i,-0.00010991+0.00011751i,-0.00034562+0.00013488i,-0.00021882-0.00090825i
0.0017218+0.0014868i,0.0013588+0.0016267i,0.0016208+0.0022123i,0.0020962+0.0014012i,0.0014958+0.00017667i,0.00050973+0.00011124i,-0.00023668+0.00052947i,-8.1384e-05+0.00044459i,0.0010205-0.00029691i,0.0019208-0.0010436i,0.00088649-0.00098545i,0.00027208-0.00044911i,0.00078504-5.8084e-05i,0.00084617-0.0001009i,0.00057668-0.00012583i,0.00043497+0.00040571i,0.00024873+0.00064356i,-0.00038091+0.00020382i,-0.00024225-0.00083232i,0.0002512-0.00050496i,0.00034491+7.9685e-07i,8.2609e-05-0.00047779i,-0.00073669-0.0005157i
-0.0016646+0.00075851i,-0.0011476+0.00034993i,-0.00073273+0.0006298i,-8.1952e-05+0.00049872i,0.00040554+0.00028928i,0.00031955-0.00039869i,-0.00024647-0.00029925i,0.00029759+0.0003949i,0.0012115+0.00092043i,0.0012058+0.00018212i,0.00098062-0.00057234i,0.00077671+5.627e-05i,0.0010868+0.0002628i,0.0011439+0.00013278i,0.00042874+7.3345e-05i,0.00045309+0.00031952i,0.00050326+0.0010152i,0.00032508+0.0005647i,0.00042128-6.9839e-05i,0.00035987-0.00016653i,0.0012852-0.00042621i,0.0018445-0.00052272i,0.0011602-0.00064182i
-4.5175e-05-0.0018738i,0.00030595-0.0030705i,0.00088073-0.0028317i,0.00060616-0.001223i,0.0005691-0.00033164i,0.0010235+0.00040721i,0.00042667+0.0013691i,-0.00043272+0.0011908i,-0.0004071-0.00015856i,0.00015618-0.0003249i,0.00040581+0.00026142i,0.00012166+0.00061587i,-0.00017367+0.00054718i,-0.00034586+0.00053219i,-0.00029794+0.00060865i,0.00024581+0.00037909i,0.00068651-0.00042061i,0.0010065-0.00099341i,0.00075492-0.0012774i,-0.00013457-0.0011851i,0.00039698-0.000489i,0.0012389-0.00047983i,0.00079492-0.00042797i
0.0015915+0.00018977i,0.0011175-0.00042661i,0.0016778-0.00089795i,0.0016228-0.00064309i,0.0016007-0.00094551i,0.00062245-0.00083203i,-0.00011788+0.00049838i,0.00059336+0.00084465i,0.0012013-0.00024647i,0.00054277-0.00071676i,9.4451e-05-0.0010391i,0.00040157-0.0012426i,0.00014113-0.00071454i,-0.00026867-0.00070258i,-0.00020843-0.0004818i,-0.00011318-0.00020735i,0.00012558-0.00034121i,-0.00022487-0.00021473i,-0.00082539-0.00068027i,-0.00046887-0.00081356i,0.00020488-0.00032996i,0.00013895-0.00030652i,-0.00044714-0.00036741i
-0.00313-0.0025256i,-0.0030956-0.0037786i,-0.0035218-0.0028011i,-0.001872-0.0014244i,7.485e-05+0.00028538i,0.00060678+0.0014052i,0.0007504+0.00077146i,0.00046732-0.00039293i,-0.00011934-0.00028913i,0.00018726+0.00082594i,0.00059688+0.0011484i,-1.7822e-05+0.00064349i,-0.0007004+0.00041709i,-0.00053342+0.00017849i,-0.00019407-0.00013014i,-5.594e-05-7.5092e-05i,0.00021758-0.00039015i,0.00033751-0.00025782i,0.00043862+2.7816e-05i,0.00093516+0.00015727i,0.0011451-0.00013901i,0.00085697-7.8315e-05i,0.00043495+0.00079027i
-0.0016199+0.00087035i,-0.00083474+0.0014557i,-0.0010693+0.0016897i,-0.0010432+0.0012103i,-0.0005376+0.0010593i,0.00023272+0.00066495i,0.00073163+0.00028915i,0.0010779+0.0004765i,0.0010049-2.5848e-05i,0.00093285-0.00097703i,0.00089035-0.0011328i,0.00075567-0.0016449i,0.0011165-0.0014719i,0.0010311-0.00049794i,5.6502e-05+0.00031779i,-0.00038393+0.0002071i,-0.00039911-0.00033451i,0.00026603+2.2055e-05i,0.001558+0.00030865i,0.0016372+3.884e-06i,0.0011192-0.00059152i,0.00067667-0.00085635i,-0.00024035-0.00057609i
-3.5481e-06+1.3512e-05i,0.00056036+0.0005101i,0.00019144+0.00015652i,-0.0010047-0.00083006i,-0.001324-0.0010117i,-0.00061671-5.844e-05i,0.00016086+0.00057624i,0.00040881+0.00099734i,0.00059383+0.00099137i,0.00045446-3.1905e-05i,-2.9186e-05-0.00080607i,0.00026403-0.00035031i,0.00085898-2.5813e-06i,0.00019841-0.00054235i,-0.0010081-7.6563e-05i,-0.00065867+0.00054148i,-6.2207e-07-5.7438e-05i,0.00032274-0.00017224i,0.00044632-0.00030277i,0.00057883-0.00036781i,0.00060289-0.00059286i,0.00020054-1.021e-05i,-9.6539e-05+0.00073512i
-0.0014193+0.00031453i,-0.00099092-2.3896e-05i,-0.00096227+0.00055962i,0.00069215+0.00046791i,0.0023018+0.00028295i,0.0020884+0.0008909i,0.0012318+0.0021728i,0.0010361+0.0016106i,0.0012767+0.00037848i,0.0011802+0.00027458i,0.00064965+9.7044e-05i,0.00015978-7.526e-05i,-2.1692e-05-0.00022688i,-7.4665e-06-5.5947e-05i,0.00079118+0.00073394i,0.0013566+0.0011514i,0.00071519+0.0006338i,-4.8529e-05-9.4016e-05i,-0.00062722+0.00061145i,-0.00055512+0.0011046i,0.00016688+0.00031573i,0.00088379-0.00038389i,0.0010841-0.00017i
-0.0021437+9.7913e-05i,-0.0011274-4.4024e-05i,-0.00030619+0.0011666i,-6.517e-05+0.0010368i,-0.00018987+0.00066326i,0.00015059+0.00048444i,0.00070668-0.00054882i,0.0014388-0.0012091i,0.0013862-0.0010719i,0.00075699-0.0009071i,0.0011016-0.00063619i,0.0011325+0.00047037i,0.00092335+0.0002011i,0.00017814+0.00040571i,-0.00046523+0.0011908i,-5.1741e-05+0.00041825i,0.00010197-0.00023057i,-6.6001e-05-0.00012108i,-0.0001801+0.0003243i,-0.00070376+0.00064182i,-0.00070664+0.00085004i,5.3239e-05+0.0012659i,0.00020895+0.0011396i
0.00082864-0.00063265i,0.0011171-0.00086819i,0.0012351-0.0012544i,0.00062438-0.0022567i,0.00014738-0.0027606i,-0.00049399-0.0016845i,-0.00056828-0.00071314i,-0.00036747-0.00042558i,0.00019167-0.00070033i,0.001117-0.0012248i,0.0012829-0.00090305i,0.00083055-0.00076183i,0.00077565-8.27e-05i,0.00017968+0.00059786i,0.00013562+0.00024148i,0.00039491-0.00025983i,0.00024601-0.00070835i,-0.00013842-0.0010199i,0.00028152-0.00054013i,0.00096403+0.00035324i,0.00019224+0.00034139i,-0.00027506-0.00017885i,-0.00022641-0.00043898i
0.00028549+0.00073912i,-0.00044065+0.00050016i,-0.00012544+0.00128i,0.00020533-5.9335e-05i,0.0010685-0.00072548i,0.00064944+0.00060153i,0.00038966+0.00097556i,0.00078771+0.00079762i,0.0010266+7.6146e-05i,0.0013632-0.0012851i,0.0011465-0.0014154i,0.00035924-0.000203i,0.0003582+0.000124i,0.00097199-0.00053102i,0.0006683-0.0011888i,-1.0773e-05-0.0014162i,0.00036048-0.0011224i,0.00078406+9.704e-06i,0.00026986+0.00033491i,0.00018856-0.00026129i,0.00032654-0.00049614i,0.00020336-0.001043i,0.00017354-0.0011726i
