-6.5599e-05-0.00035745i,0.00070272+0.00034559i,-0.00079833+0.00073633i,-0.0017136+0.0014243i,-0.0011081+0.0022188i,-0.00065824+0.0021013i,-0.00063808+0.0016903i,-0.0012405+0.0012043i,-0.00096043+0.0015341i,0.00013623+0.0021753i,0.00051071+0.0014118i,-0.00025498-0.00022592i,-0.00027552-0.00071653i,6.9931e-05+1.9014e-05i,-0.00024104+0.00033103i,-2.4267e-05-0.00013138i,0.00027984-0.00035177i,0.0002443-0.00026015i,-0.00014377-0.00033783i,2.0677e-05+7.283e-05i,0.00049594+0.00036334i,0.0005076+0.00018317i,-0.00019736-0.00016888i
0.015951+0.019878i,0.015191+0.021709i,0.013029+0.014843i,0.0079059+0.0063038i,0.0038746+0.0021367i,0.0011278+0.00051358i,-0.0011422-0.0011495i,-0.001368-0.0010456i,-0.0020651+4.8796e-05i,-0.0021812+0.00059812i,-0.00094576+0.00061061i,-0.00068562+0.0004733i,-0.00065622+0.0017173i,0.00036568+0.0019599i,0.00032562+0.00084079i,-0.00012818+0.00065083i,0.00022114+0.00085211i,0.00063547+0.00080669i,0.00015367+0.00084969i,-0.0002883+0.00057329i,0.0005987+0.00015158i,0.001635+2.6529e-05i,0.0014903+3.3172e-05i
0.022923-0.0068616i,0.026988-0.0063144i,0.019394-0.0091846i,0.0076067-0.0090899i,0.0014072-0.008971i,-0.0011178-0.0083964i,-0.0020841-0.0037208i,-0.0014917-0.00031811i,-0.00054902-0.0001608i,2.6199e-05+0.00065003i,0.00047544+0.00049212i,0.00031522-0.00072495i,0.0012999-0.001069i,0.001471-0.0011684i,0.00066098-0.00021546i,0.001161+0.0011343i,0.0019875+0.00081024i,0.0013566+0.00069663i,0.0011203+0.00055856i,0.0017257+0.00047787i,0.00054689+0.00037322i,-0.00053053-1.4762e-05i,-0.00045256+0.00018171i
0.0003149-0.02889i,-0.0026243-0.033007i,-0.0098268-0.024822i,-0.012796-0.012667i,-0.011116-0.0045412i,-0.0075838+0.00079367i,-0.0028537+0.0027201i,0.00014239+0.00076204i,0.00049492-0.0016127i,0.00060901-0.0016067i,0.00054953-6.6449e-05i,-6.3006e-05-0.00049559i,-0.00076148-0.0022465i,-0.001104-0.001958i,-0.00057312-0.00052673i,0.0010763-6.5478e-05i,0.0014979-0.00029599i,0.0015291+0.00032125i,0.0018229+0.0010937i,0.0016415+0.00062235i,0.00083071-0.00062456i,-8.2496e-05-0.0010315i,-0.00045374-0.00078767i
-0.029426-0.0062016i,-0.031206-0.0033003i,-0.025488+0.0057972i,-0.014551+0.011322i,-0.0052832+0.011261i,0.00015111+0.0088762i,0.0022487+0.0040372i,0.00040029+0.00066491i,-0.0016066+5.2199e-06i,-0.00095361-0.00021719i,-0.00022906-0.00069113i,-0.0012365-0.0010278i,-0.002064-0.00097385i,-0.0010716-2.3567e-05i,0.0011015+0.00010204i,0.0015222-0.00061633i,0.00015354-1.3986e-06i,-0.00049063+0.00066203i,9.6185e-05-0.00064557i,0.00062049-0.0016785i,-6.667e-05-0.00073188i,-0.00087298-0.0002276i,-0.00065793+0.00025225i
-0.014156+0.023694i,-0.013052+0.025984i,-0.0042042+0.021735i,0.0045768+0.014i,0.0085343+0.006465i,0.0077743+0.0013325i,0.0052704-0.001616i,0.0032528-0.0016822i,0.0009496-0.0015232i,-0.00041973-0.0021698i,-0.0011842-0.0010756i,-0.0017712+0.00088717i,-0.00071813+0.0023874i,0.0010713+0.0023616i,0.0012983+0.00088882i,0.00080856-0.00032361i,0.00066832+0.00014374i,8.594e-07+0.00090338i,-0.00054607+0.001192i,4.1542e-05+0.0015271i,0.00051184+0.0017245i,-7.2167e-05+0.0012611i,-8.7765e-05+0.00065974i
0.024591+0.022474i,0.025963+0.020478i,0.023785+0.0077925i,0.015805-0.0047785i,0.0062506-0.010952i,6.6401e-05-0.011245i,-0.0025225-0.0067448i,-0.002166-0.0032273i,-0.0015835-0.0026663i,-0.0017328-0.00096179i,-0.0014183+0.00030373i,0.00014052+0.00079367i,0.00092588+0.00066295i,0.00040603-0.00080807i,-0.00021374-0.0014529i,0.0001577-0.00053531i,0.0010823-0.00061419i,0.0015839-0.00096816i,0.00068764+1.5478e-05i,0.00044423+0.0011647i,0.0011824+0.0014425i,0.00113+0.00079052i,0.00073067-0.00020309i
0.030534-0.015212i,0.026299-0.02148i,0.010816-0.02408i,-0.0044256-0.020395i,-0.012516-0.013641i,-0.014058-0.0056995i,-0.0098516+0.0011075i,-0.0045814+0.0018767i,-0.0024097+0.00024874i,-0.00098118+0.00051278i,8.9921e-05+0.00069387i,6.9303e-06+0.00030001i,-0.00054909-0.00021241i,-0.00087721-0.00039245i,-0.00048666+0.00036794i,0.00083365+0.00072127i,0.0013411+0.00030116i,0.0010916+0.00026512i,0.00071341+0.00023496i,0.00028215+1.3289e-05i,0.00090552-9.2769e-05i,0.00087781-0.00032382i,-7.3173e-05-0.00072711i
-0.0074901-0.031751i,-0.012978-0.029352i,-0.019824-0.016029i,-0.019301-0.00029259i,-0.012434+0.0088783i,-0.0050278+0.010382i,7.4473e-05+0.0075567i,0.0008017+0.0042967i,0.00042832+0.002879i,0.0011954+0.00085797i,0.0016382-0.0016005i,0.00037501-0.0024668i,-0.00084223-0.0017594i,-0.00097413+0.00012177i,-0.00026157+0.0012504i,-2.7665e-05+0.00058045i,-0.00044655-0.00085925i,-0.00047128-0.00020301i,-9.4102e-05+0.00056628i,0.00070654-0.00042505i,0.00031522-0.0016148i,0.00014049-0.0011804i,9.3105e-05+0.000736i
-0.03428-0.0046533i,-0.034112+0.0025161i,-0.022605+0.013732i,-0.0050303+0.017443i,0.0073673+0.012338i,0.010653+0.0049279i,0.009262+2.1625e-05i,0.0062937-0.0011845i,0.0041507-0.0011394i,0.002744-0.0016835i,0.00082425-0.0018649i,-0.0003596-0.00063049i,-0.00053306+0.0013797i,0.00066448+0.00092534i,0.0010878-0.0006241i,0.00054681+0.00010162i,3.2053e-05+0.0012253i,-0.00010416+0.001427i,0.00056664+0.0012305i,0.00011293+0.0014981i,-0.00099282+0.00067378i,-0.00049487-0.00052324i,0.00035253-2.0584e-07i
-0.0099749+0.034935i,-0.0033106+0.034622i,0.0079578+0.021866i,0.013774+0.0041214i,0.01155-0.0084318i,0.0060186-0.012502i,0.0010477-0.010033i,-0.00065431-0.0063325i,-0.00057433-0.0052971i,-0.0015965-0.0035165i,-0.0015545-0.0008722i,-0.00080987+0.00016652i,-0.00064771+0.00025125i,-0.00013828-0.00014013i,0.00070775-0.00033035i,0.00061994+8.4225e-05i,0.00018829+0.00015744i,0.00025407+0.00035524i,0.00079098+0.00070995i,0.00066552+0.0011493i,-0.00041581+0.0018934i,-0.00105+0.0016011i,-0.0012828+0.00092397i
0.032619+0.021885i,0.031022+0.01099i,0.020683-0.0059987i,0.0055354-0.015903i,-0.00747-0.01507i,-0.012956-0.0081691i,-0.011199-0.0019739i,-0.0062665-0.00073952i,-0.0037434-0.0017304i,-0.0029537+0.00022303i,-0.0015462+0.0011737i,-0.0004562-0.00054931i,-5.4251e-05-0.00078105i,-0.00016094-0.00029112i,-0.0007391+0.00043722i,-0.00054511+0.001122i,0.001418+0.00078954i,0.0023678+0.00031376i,0.0018025+0.0010986i,0.0012599+0.0014969i,0.001148+0.00093044i,0.0015606+6.0225e-05i,0.00085039-0.00060031i
0.02942-0.023892i,0.019848-0.02566i,0.00094727-0.020656i,-0.013051-0.0085263i,-0.013919+0.0039565i,-0.0072865+0.0089807i,-0.0015923+0.0079654i,0.00017682+0.0063112i,-0.0010396+0.0056068i,-0.00097655+0.0048772i,-7.1555e-05+0.0025934i,-0.00044102-0.00026857i,-0.00098622-0.0011581i,-0.00063239+0.00010101i,-0.00029068+0.0010259i,0.00014706+0.00025228i,0.00018147-0.00077208i,-0.00067121-0.00049114i,-0.0010615+0.00018188i,0.00086331-7.8944e-05i,0.0023337-0.00011575i,0.0016564+0.00025117i,6.5497e-05+0.0001265i
-0.012006-0.036088i,-0.019105-0.027341i,-0.01943-0.0076597i,-0.010141+0.0069802i,0.0003726+0.0084065i,0.0049561+0.0052253i,0.0054749+0.0032009i,0.0052802+0.0016072i,0.005689+0.000988i,0.0052838+8.6937e-05i,0.0029523-0.00090296i,0.00079851-0.00029099i,9.7808e-05+0.00078731i,0.00026114+0.0011655i,0.0011013+0.0013601i,0.001508+0.0013916i,0.0013453+0.001036i,0.00082664+0.0014962i,0.0006775+0.0012997i,0.00065843-0.00024103i,9.8405e-05-0.0013347i,-0.0004084-0.0016764i,-0.00026449-0.00086436i
-0.041018+0.00051731i,-0.032662+0.0097469i,-0.012933+0.014969i,0.0028952+0.0089436i,0.007349-0.0015944i,0.0051432-0.0074999i,0.0025167-0.0085061i,0.0015015-0.0075666i,0.0013377-0.0073693i,0.0006661-0.0065174i,0.00028687-0.003419i,0.00039099-0.00072164i,0.00066442+3.6366e-05i,0.0013725-2.6046e-05i,0.0015677-0.00034005i,0.0017471-0.00054209i,0.0011477-0.00096692i,-0.00016564-7.1283e-05i,-0.00054246+0.0009582i,-0.00031577+0.00061396i,-7.1783e-05-0.00019574i,-0.0008105-0.00035266i,-0.0011641-0.00015598i
-0.0070535+0.039007i,0.001286+0.033265i,0.0090894+0.01525i,0.0061628-0.0018914i,-0.0034476-0.0084917i,-0.008776-0.006518i,-0.0080698-0.0036316i,-0.0058351-0.0027149i,-0.0053562-0.0028601i,-0.0048933-0.0012094i,-0.0022712-4.1999e-05i,-5.8081e-06-0.00053662i,-0.00059346+0.00037427i,-0.0014179+0.0011255i,-0.00041999+0.00069119i,0.00025613+0.00066986i,0.0011391+0.0013334i,0.0016477+0.0018244i,0.00072722+0.0012731i,0.00019651+0.0013509i,0.00096381+0.00092175i,0.0012906+0.00068055i,0.00081679+0.00067904i
0.035985+0.018103i,0.031432+0.0062624i,0.012609-0.006284i,-0.0038476-0.0075458i,-0.008022-0.0011431i,-0.005882+0.0042445i,-0.004081+0.006444i,-0.0032067+0.006343i,-0.0032263+0.0057036i,-0.0027483+0.0048369i,-0.0011281+0.0021009i,-0.0011933-0.00037357i,-0.0017369-0.0002691i,-0.0012721+0.00019623i,-0.0013537+0.00035806i,-0.0016885+3.9716e-05i,-0.0013218-0.00071211i,-0.00045034-0.00034378i,0.00081995+0.00065517i,0.0013432+0.0013506i,0.00094223+0.0014523i,0.00064401+0.001181i,0.00027143+0.0004434i
0.030338-0.028046i,0.017669-0.027698i,0.00020654-0.014466i,-0.0048971-0.0013246i,-0.0011125+0.003773i,0.0025704+0.0037433i,0.0043242+0.0032351i,0.0056643+0.0020832i,0.0058061+0.0017239i,0.0042065+0.0027956i,0.001307+0.0030267i,-0.0012794+0.002286i,-0.0009933+0.0018711i,0.00012568+0.0017179i,0.00063034+0.0014046i,0.00077257+0.00084014i,0.0011346-5.3621e-05i,0.0013626-0.00038783i,0.00096765+0.00059564i,0.00078552+0.0013374i,0.0007513+0.0010471i,0.0013772-7.1309e-05i,0.0012368-0.00071467i
-0.018323-0.039066i,-0.02253-0.025847i,-0.015095-0.0062744i,-0.0034712+0.0031016i,0.0012634+0.0012609i,0.00075545-0.0019884i,0.001765-0.0028534i,0.0021816-0.004386i,0.0017416-0.0052143i,0.0017348-0.0041524i,0.0019597-0.002005i,0.0020951-0.00040177i,0.00082472-0.0011976i,0.00043317-0.0017579i,0.0014443-0.00084325i,0.0010612-8.2079e-05i,-0.00030937+0.00043185i,-0.0012887+0.00059484i,-0.000606+0.00084652i,0.001293-5.8501e-05i,0.0016949-0.00076709i,0.00062114-0.00078319i,2.2858e-05-0.00041763i
-0.040027+0.0047262i,-0.030222+0.011764i,-0.0098019+0.010258i,0.0004838+0.0030066i,-0.0012899-0.0014018i,-0.0028469-0.0028156i,-0.002363-0.0040542i,-0.0027209-0.0051546i,-0.0032549-0.0053229i,-0.0030445-0.003831i,-0.0017132-0.0013699i,2.3495e-05-0.00037889i,-1.496e-05-0.00028123i,-0.00043043+0.00074033i,0.00016548+0.0014361i,0.00053732+0.00059179i,-0.00037041+0.00023286i,1.0299e-05+0.0010336i,0.00066575+0.0017518i,0.00020771+0.0014127i,0.00023358+0.00013051i,0.00065383-0.0003136i,0.00031455-0.00039929i
-0.008993+0.043163i,9.8658e-05+0.035753i,0.0043318+0.014768i,0.0021667+0.00098251i,-0.00016317-0.00080535i,-0.00068911-0.00107i,-0.002663-0.000936i,-0.0045244+0.00086588i,-0.0051229+0.0023408i,-0.003934+0.0021766i,-0.0015374+4.1733e-05i,-0.0010769-0.0019974i,-0.0012692-0.0021166i,-0.0010071-0.00049079i,-0.00035861+0.00027011i,-6.2461e-06-0.00033653i,-0.00050062+0.00057341i,0.00044251+0.0013714i,0.0015243+0.001395i,0.0012711+0.00047552i,-0.00030049-0.00061022i,-0.002414-0.00063582i,-0.0024568+0.00013845i
0.040834+0.016945i,0.034957+0.0056011i,0.013202-0.0016088i,-0.0027218-0.00017158i,-0.0055173+2.6334e-05i,-0.0042991-0.0010447i,-0.0019601+0.00078272i,0.0021328+0.0026513i,0.0030573+0.002426i,0.00038516+0.002427i,-0.0019357+0.0026828i,-0.0027386+0.0025671i,-0.0021729+0.002488i,-0.00075279+0.0012813i,0.00024874+0.00010432i,-6.4832e-06-0.00014471i,0.00011389-0.00031106i,0.0014282+0.00029685i,0.0012277+0.0010218i,0.00057281+0.0014472i,-0.0003681+0.0015365i,-0.00060238+0.001109i,0.00060195+0.00097791i
0.025389-0.033644i,0.013055-0.029634i,0.00020998-0.012497i,-0.0032938+0.00056037i,-0.00378+0.0034848i,-0.0037821+0.0039303i,-0.00033078+0.0026462i,0.0025535-0.0016009i,0.0016312-0.0035805i,0.00092406-0.0013968i,0.0019871+0.0010562i,0.0021682+0.0015126i,0.001468+0.00057605i,0.00096399-0.00064351i,0.00024172-0.0012345i,0.00030785-0.00053241i,-4.2512e-05+0.0003894i,-0.00090872+0.00053432i,-0.0013528+0.0012786i,-0.00069036+0.0020007i,0.00098059+0.002272i,0.00118+0.0015034i,0.00059693+0.0004262i
-0.019249-0.040758i,-0.024509-0.027562i,-0.014859-0.010799i,-0.0054543-0.0027635i,-0.0029389+0.000818i,4.6928e-05+0.0038915i,0.0031865+0.0013841i,0.0018568-0.0025906i,-0.00098327-0.0031642i,-0.00092202-0.0023684i,0.00057227-0.00073878i,0.0013804+5.2511e-06i,0.00045791+9.1019e-05i,-0.00061174+0.00040129i,-0.0003021+0.00056191i,-0.00042605+0.0009346i,3.6084e-05+0.0012107i,0.00067667+0.0016114i,0.0011155+0.0022294i,0.0018698+0.0018389i,0.0018861+0.0006173i,0.0019999-0.00033312i,0.001477-0.00026786i
-0.044292+0.0069979i,-0.034425+0.015705i,-0.01608+0.011231i,-0.0055655+0.0026945i,-0.00081665-0.00090025i,0.0035396-0.0029968i,0.0025718-0.004725i,-0.0017241-0.0031358i,-0.0034705-0.0017865i,-0.0030647-0.0025191i,-0.0015829-0.0030276i,-0.0007092-0.003198i,-0.00059464-0.0028961i,0.00029182-0.001494i,0.001328-0.00024991i,0.0017336+0.00024802i,0.0015633+0.00068632i,0.0017066+0.0016996i,0.0023437+0.0012724i,0.0020724-0.00054896i,0.0008242-0.0022655i,-0.00025671-0.0031184i,-0.00072182-0.002377i
-0.0018265+0.045862i,0.0067477+0.036956i,0.0032538+0.016041i,-0.0045049+0.001972i,-0.0054933-0.0040579i,-0.0056819-0.0067052i,-0.0062836-0.00313i,-0.0023946+0.00079928i,0.00015756+0.00049959i,-0.0011129+0.00069528i,-0.0020573+0.0010686i,-0.0023227+0.0011389i,-0.0020802+0.00094331i,-0.00097166+1.8653e-05i,0.0006962+0.00013884i,0.0014955+0.0013532i,0.0013379+0.001354i,0.0015114-6.266e-05i,0.0010516-0.00060386i,-0.00012872-0.00067413i,-0.00038166-0.00016994i,-0.0010572+0.0002693i,-0.0019178+0.00013551i
0.039508+0.011448i,0.034137+0.002387i,0.014225+0.0019054i,0.0010689+0.0046418i,-0.0046648+0.0032923i,-0.0076378+0.0030155i,-0.0046854+0.00412i,-0.00091744+0.0014572i,-0.0017798-0.00074341i,-0.0016566-4.7497e-05i,0.00016492+0.00080754i,-1.9489e-05+0.00086039i,-0.00047034+0.00063936i,-4.9954e-05+0.00036885i,0.0010208-0.00070758i,0.00082444-0.0012467i,-0.00011838-0.00051109i,-7.3581e-05+0.00079435i,-0.00031062+0.0014363i,-0.00089158+0.001303i,-0.0015158+0.0013482i,-0.0024472+0.00042857i,-0.002153-0.0005354i
0.028424-0.033999i,0.014881-0.034279i,0.005002-0.017327i,0.0027433-0.0017575i,0.0018706+0.0051752i,0.001982+0.0089665i,0.0050518+0.0062363i,0.0055047+0.00056222i,0.0025077-0.0002815i,0.0008816+0.0014078i,0.00020555+0.0021469i,0.00034135+0.0025675i,0.00052773+0.0031456i,0.00038008+0.0022036i,0.00017828+0.0012893i,-7.9239e-05+0.0011057i,0.00079516+0.00080891i,0.001511+0.0011996i,0.0013609+0.0018203i,0.0012647+0.0019275i,0.0014199+0.0021249i,0.0021103+0.0022991i,0.0022912+0.0017259i
-0.025498-0.036606i,-0.030511-0.024965i,-0.016198-0.012634i,-0.0018463-0.009174i,0.0047747-0.0074477i,0.0081879-0.0065332i,0.0063508-0.0065257i,0.0015548-0.0047547i,0.00085354-0.0027429i,0.0015734-0.0014134i,0.0019331-0.0010035i,0.0023045-0.0019608i,0.0019541-0.0032631i,0.0015505-0.0024239i,0.0012167-0.00069338i,0.001213+0.00093381i,0.0013576+0.0016262i,0.00079063+0.0012549i,0.00035335+0.00053384i,0.0011875+0.00024864i,0.0018814+0.00038158i,0.0019246-0.00088108i,0.00060892-0.0016457i
-0.041647+0.016706i,-0.033957+0.023169i,-0.018086+0.013385i,-0.0078358+0.00079456i,-0.0039358-0.0074262i,-0.0036764-0.012435i,-0.0048403-0.0098723i,-0.0028393-0.0030262i,-0.00028152-0.0011236i,8.7561e-05-0.0013799i,-0.00024205-0.0014156i,-0.00059726-0.002088i,-0.00080707-0.001652i,-0.00056701-0.00077247i,-0.00015934-0.00051735i,0.00038398-0.00019942i,0.00047482+0.00080556i,0.00012858+0.001556i,-5.9929e-05+0.00064076i,0.00016509-7.5308e-05i,0.0011028-0.00071338i,0.0012973-0.0016884i,0.00071823-0.0016545i
0.0067324+0.041385i,0.01634+0.035874i,0.0072977+0.017327i,-0.0066576+0.0063011i,-0.012796+0.0029869i,-0.013704+0.0020355i,-0.0096017+0.0041564i,-0.0044549+0.0027681i,-0.0044506-0.0012484i,-0.0048485-0.002005i,-0.0034405-0.001951i,-0.0030175-0.0021188i,-0.0028971-0.0016523i,-0.0022452-0.0010013i,-0.00090041-0.00048605i,0.00088993-0.00097733i,0.00086735-0.00064479i,-0.00070836+0.0007411i,-0.00099513+0.00075188i,-0.00031978-0.00029393i,-0.00086159-0.00094038i,-0.0016295-0.00059942i,-0.0014765+0.00015857i
0.039242+0.007525i,0.036169-0.0026943i,0.017213-0.0023127i,0.002846+0.0055527i,-0.001106+0.0099052i,-0.00048601+0.010777i,0.0033448+0.0087447i,0.0049381+0.0032668i,0.0019923+0.0017464i,-0.00062759+0.0034484i,-0.0025247+0.0031775i,-0.0033471+0.0029839i,-0.0024936+0.0040933i,-0.0011111+0.0042609i,0.00012406+0.0026864i,0.00054011+0.0014146i,0.00063772+0.0012231i,0.00092476+0.0021022i,0.0016373+0.0026932i,0.0013042+0.0024884i,0.00020903+0.0019808i,-0.00034115+0.0015145i,-4.7159e-05+0.0014529i
0.019583-0.037727i,0.0064577-0.039265i,0.0021539-0.022054i,0.0064291-0.0076864i,0.0081338-0.0022809i,0.0085935-0.00065386i,0.0079997-0.0034927i,0.0044413-0.0052578i,0.0025896-0.0049364i,0.00243-0.0034178i,0.0022217+0.00021016i,0.0018096+0.002337i,0.0019289+0.0015019i,0.0025772+0.00024003i,0.0019319-0.00040752i,0.0017061-0.00061754i,0.0017684+0.00014515i,0.00092207+0.00041569i,0.00043569+0.00079989i,0.00074499+0.0016613i,0.00078177+0.0022502i,0.0003813+0.0029463i,-0.00011088+0.0019106i
-0.029386-0.028413i,-0.036432-0.017108i,-0.022661-0.01045i,-0.0091275-0.011614i,-0.0039182-0.012308i,-0.0018315-0.010568i,-0.0010559-0.0076679i,0.00032143-0.0053116i,0.0011921-0.0044018i,0.00013492-0.0026005i,-8.1791e-05-0.00028288i,0.0016466-0.00091148i,0.0014907-0.0018429i,0.00014128-0.0010519i,0.00023888-0.00018194i,0.00043166-1.6909e-05i,0.00094379-0.00051024i,0.0012042-0.00030173i,0.0013045-0.00041733i,0.0020709-0.00020556i,0.0030358+0.00063046i,0.0032889+0.00044545i,0.0023607-0.00039561i
-0.032767+0.022578i,-0.024659+0.032143i,-0.014747+0.020526i,-0.011675+0.0041418i,-0.012165-0.0019073i,-0.012147-0.0032364i,-0.010651-0.0016456i,-0.0087497-8.7778e-05i,-0.0075912-0.001129i,-0.0053837-0.0010721i,-0.001636-0.0010674i,-0.00039004-0.002524i,-0.0015275-0.0033158i,-0.001523-0.0021314i,-0.00051239-0.00057003i,-0.00010365+0.0007384i,-0.0006461+0.00085519i,-0.00082616+0.0006175i,3.429e-05-0.00046419i,0.00083904-0.0018535i,0.0011395-0.0017446i,0.00021951-0.0027551i,-0.00087333-0.0031059i
0.0089653+0.033109i,0.020228+0.028752i,0.012944+0.018543i,-0.00016349+0.012841i,-0.0045425+0.010956i,-0.0026115+0.0093033i,0.00017533+0.0071574i,0.0028568+0.0054915i,0.002808+0.0049839i,0.00094205+0.0051457i,-0.00101+0.0033032i,-0.0032024+0.0017197i,-0.0036832+0.0022051i,-0.002677+0.0017982i,-0.0016026+0.00097702i,-0.0008392+0.00082836i,-0.00044198+0.0010307i,-0.00024217+0.001417i,9.254e-05+0.0023391i,0.00035341+0.0019602i,5.54e-05-0.00079257i,-0.0002779-0.0022083i,-0.00050541-0.0016709i
0.034811+0.00043873i,0.033761-0.012981i,0.018302-0.010665i,0.0079252+0.00081212i,0.0069041+0.004849i,0.0060781+0.0037353i,0.004607+0.0012533i,0.0027398-0.0021936i,0.0014999-0.0039732i,0.0020243-0.0034499i,0.0020803-0.00049116i,0.00069444+0.0020534i,-0.00044402+0.0025625i,0.00053176+0.0018146i,0.0015674+0.00048786i,0.0019789+4.0056e-05i,0.0023666+0.00095327i,0.0020405+0.0020502i,0.0016731+0.0021268i,0.00042726+0.0020401i,-0.0015473+0.0024238i,-0.0024541+0.0021555i,-0.0022901+0.00090881i
0.010329-0.034758i,-0.0047439-0.037329i,-0.0048961-0.023983i,0.0042286-0.01428i,0.0055223-0.01101i,0.0034104-0.0074325i,0.0024317-0.0042382i,0.0021924-0.0030779i,0.0026907-0.0033027i,0.0013338-0.0033926i,-0.00055421-0.0019881i,0.00095453-0.00047203i,0.0027586+0.00084041i,0.0030485+0.0018416i,0.0014897+0.0012872i,-0.00030068-0.00021472i,9.4629e-05-0.0006357i,0.0012917-0.00011565i,0.0015697+0.00076113i,0.0014792+0.0015254i,0.0018053+0.0018781i,0.0024433+0.0019246i,0.0022011+0.0019813i
-0.028446-0.015061i,-0.038151-0.0033967i,-0.027424-0.0016392i,-0.014668-0.0074471i,-0.0104-0.0085722i,-0.0078965-0.0052901i,-0.0054848-0.0029341i,-0.0048621-0.0026305i,-0.0061303-0.003474i,-0.0059036-0.0030119i,-0.0025505-0.0017988i,-0.00013931-0.0024655i,0.0013856-0.0032473i,0.0017945-0.0029433i,0.00071969-0.0014612i,-0.00062585-0.0004024i,-0.00051851-0.00022872i,-0.00010131+0.00013674i,0.00029968+0.00031233i,0.0015193-5.8853e-05i,0.0019048+0.0001423i,0.00083556-0.00021902i,3.5329e-05-0.0010857i
-0.017892+0.018396i,-0.0089566+0.030101i,-0.005508+0.02156i,-0.010899+0.0071978i,-0.012057+0.00069161i,-0.0078315-0.00037069i,-0.0037075+0.00038284i,-0.00020317+0.0011774i,0.00082891+0.0032466i,-1.2589e-05+0.0058263i,-0.0012914+0.0043589i,-0.0020764+0.00043083i,-0.0020433-0.0014621i,-0.0015074-0.0011683i,-0.00072887-0.00023029i,-0.00040726+0.00021088i,-0.00077271+0.00083544i,-0.00072029+0.0010413i,-0.00052113+0.00067779i,-0.00020366-0.00022915i,0.0013395-0.001135i,0.002018-0.0015884i,0.0016202-0.0013407i
0.014616+0.021671i,0.024761+0.016401i,0.017863+0.0067214i,0.0035838+0.0051558i,-0.004583+0.0065795i,-0.0056005+0.0045945i,-0.0044184+0.0017076i,-0.0026563-0.00079405i,-0.00069557-0.0034726i,0.0013827-0.0044244i,0.0017732-0.0024341i,-0.00072575+0.00071616i,-0.0029543+0.0021433i,-0.0028449+0.0015345i,-0.00070018+0.0011274i,0.0011844+0.0010578i,0.0010796+0.0018146i,-0.00031298+0.0023902i,-0.0012081+0.0024238i,-0.00039983+0.0024065i,-0.00046912+0.0010014i,-0.0015549-0.00064931i,-0.0017691-0.00047772i
0.030648-0.0088937i,0.025306-0.02462i,0.0089697-0.022268i,0.00097294-0.0067751i,0.00074842+0.0022411i,-0.000591+0.0067982i,0.0016464+0.0092835i,0.004836+0.0056087i,0.0035487+0.0014476i,-0.00012147-0.00021606i,-0.002328-0.0011121i,-0.0024738-0.00019641i,-0.0015591+0.0021816i,-0.00030947+0.0033551i,0.00086783+0.0020076i,0.0018652+0.0001028i,0.0019677+0.00047918i,0.0016452+0.0018523i,0.0016609+0.0019934i,0.0017739+0.0010852i,0.0012013+0.00012867i,0.00071045+0.00010957i,0.00067029+0.00094419i
-0.011713-0.013519i,-0.022262-0.018009i,-0.012636-0.0056336i,0.0076849-0.00072081i,0.017217-0.0044598i,0.013408-0.0085075i,0.0025835-0.0079635i,-0.005594-0.0042535i,-0.0072733-0.00064382i,-0.0032925+0.001027i,0.0013889+0.00020106i,0.0035151-0.001553i,0.0037552-0.0029078i,0.0033219-0.0029665i,0.0010975-0.0019003i,-0.00022499-0.00089105i,0.00076474-0.00040492i,0.0010089-0.00011745i,0.001213-0.0002937i,0.0011672-0.00085895i,0.00020423+0.00024898i,-0.00096771+0.0015553i,-0.0013033+0.00089594i
-0.019522-0.0015452i,-0.026095+0.01219i,-0.01828+0.014784i,-0.0082991+0.0021892i,-0.0029094-0.0070567i,0.0014184-0.010247i,0.002794-0.0090138i,0.0024713-0.0050521i,0.002203+0.00013675i,0.00014005+0.0053043i,-0.00063642+0.0046933i,0.00051962+0.0003959i,0.0010784-0.0023571i,0.00011107-0.0024592i,-0.00097616-0.0020157i,-0.0013312-0.00094598i,-0.001155+0.00035913i,0.00024562+0.00019095i,0.0010385+3.4727e-05i,0.0016601+0.00058584i,0.0021207+0.00015055i,0.0022529-0.00051846i,0.0026916+0.00060933i
-0.0096037+0.017228i,0.0022895+0.026329i,0.0074121+0.018815i,-0.0012879+0.0081366i,-0.0095607+0.0019117i,-0.01228-0.00057445i,-0.011798-0.0014931i,-0.0085406-0.0035198i,-0.0051546-0.0066397i,-0.0012279-0.0056798i,0.0021206-0.0024047i,0.00057728-0.0013457i,-0.0025995-0.0007858i,-0.0026907+0.00011841i,-0.0018468+0.0012111i,-0.0011134+0.0027503i,-0.00057648+0.0029378i,-0.00079021+0.0022221i,-0.00094934+0.0025094i,-0.001065+0.0034745i,-0.001365+0.0029914i,-0.0010757+0.00061396i,-0.00035074-0.00042367i
