0.0017697+0.00037413i,0.0023077+0.00023262i,0.0016645-0.00050697i,0.00079809-0.0013094i,-3.2861e-05-0.0012484i,-0.0013722+0.00053276i,-0.00097289+0.0021121i,0.00045267+0.0020311i,0.0014106+0.00092522i,0.0012168+0.00073375i,0.00033447+0.00035543i,0.00037435-0.00049215i,0.0006042-8.4293e-05i,0.00018748+0.00014413i,0.00032751+0.00016377i,0.00022878+0.00094172i,-0.00075398+0.00073361i,-0.0010804+5.7086e-05i,-0.00097259-0.00022233i,-0.001125-0.00018134i,-0.0014218+0.0001373i,-0.0015564+0.00029791i,-0.0014818+0.00026976i
-0.00071582+0.00096858i,-0.001002+0.00033816i,0.00083423-0.001721i,0.0018279-0.0019623i,0.001119-0.00088256i,0.00049714+9.521e-05i,-3.7557e-05+0.00036196i,0.00040565-2.7515e-05i,0.0010462-0.00048745i,0.00052846-5.0514e-05i,0.00021794+0.00044842i,0.00045918+0.00041018i,0.00060138+0.00082556i,0.00072409+0.001048i,0.00070844+0.00076943i,0.00014876+0.00051267i,-0.0005582-3.4314e-08i,-0.00043908-0.00044392i,-3.1733e-05-0.00039215i,-6.6418e-05-0.00026775i,4.0634e-05-0.00056672i,-0.00012401-0.00059869i,-0.0002481+0.00063111i
-0.00011789-0.00051743i,0.00051132-0.0020888i,0.00084317-0.0010076i,0.00033858+5.3665e-05i,-0.00053446-0.00053689i,-0.00099214-0.00053232i,-0.00070861+7.9225e-05i,8.0212e-05+0.0005813i,0.00043886+0.00056572i,0.00014964+0.00012537i,0.00031469+0.00050272i,1.8237e-05+0.0011624i,-0.00051565+0.001567i,-0.00049167+0.00081384i,0.00039249+0.00046132i,0.00017079+0.0010552i,-0.00051322+0.00057533i,-0.00014823-0.00027941i,-7.1e-05-0.00011488i,-0.00017794+0.00070251i,7.1094e-05+0.0010394i,-0.00010668+0.0013914i,2.7276e-05+0.0010734i
0.00063196-0.00059853i,0.0013612+7.5595e-05i,0.0012172-0.00038536i,-0.00014716-0.00034345i,-0.0016161+0.00061078i,-0.0013336+0.0016673i,0.00014328+0.001142i,0.00069642+0.00014805i,0.00013754-0.00063649i,2.1567e-06-0.00090885i,7.2289e-05-0.0007796i,4.5965e-05-0.00038889i,2.9311e-05+0.00051885i,-0.00087836+0.0006375i,-0.0014583-2.5819e-05i,-0.0012131-0.00053025i,-0.00081755-0.00053079i,-0.00038042+8.8257e-05i,-0.00023554+0.00082716i,0.00016696+0.0014657i,0.00048406+0.0013332i,0.00030963+0.00049201i,-0.00012355+0.000325i
0.00010487-0.0011368i,0.00036414-0.0004667i,0.00054092+0.00027798i,0.0011585-0.00050236i,0.0010254-0.00088822i,0.00029672-4.3526e-05i,-0.00039149+2.8214e-05i,-0.00028539+0.00019588i,0.00030904-0.0001142i,0.00042023-0.0007567i,3.2114e-05-0.00028624i,-0.00018391-0.00018433i,-0.00023968-0.00066116i,-0.00067816-0.00012829i,-0.00051862+0.00086047i,-0.00018385+0.00085841i,-8.5404e-05+2.5682e-05i,0.00077276-0.00045824i,0.0010373-0.0003543i,0.00059196+3.5566e-05i,6.1151e-05-0.00048411i,-0.00036934-0.00089837i,-0.00021952-0.00069748i
-8.458e-05-0.00075466i,0.00028525-0.0012004i,-0.000469-0.001569i,-0.0007809-0.0015772i,-0.00021261-0.0007419i,-0.00013246+0.00072211i,-0.00019084+0.0003749i,0.0004538-0.00013661i,0.0006748+0.00043424i,0.00070386+0.0004925i,0.00039352+0.00046072i,9.1547e-08+0.00019857i,-9.1574e-05+0.0003178i,-0.00043556+6.4028e-05i,-0.00053851-0.00084073i,-0.00055202-0.00068846i,-0.00058283+6.1885e-05i,-0.0005216+0.00040984i,-0.00012869-2.7598e-05i,0.00035161-0.00013771i,0.00035831+0.00015387i,0.0004831-2.5638e-05i,0.00078978+0.000244i
-0.0011413+8.4848e-06i,0.00051314-0.00037673i,0.0022679-5.5689e-05i,0.0024048+0.00042986i,0.0013421+0.00090578i,0.0007422+0.00039273i,0.00076718-0.00065464i,0.00076183-0.00089405i,0.00049258-0.00066378i,0.00049+0.0002779i,0.0006426+0.00089895i,0.00085762+0.00074448i,0.00093096+5.5064e-06i,0.00032732-0.00065287i,-0.00043322-0.00024992i,-0.0008829+0.00019457i,-0.00068685+0.00022806i,-1.0605e-06+3.6594e-05i,0.00013524+0.00027337i,-0.00083403+0.00056402i,-0.0009878-3.1343e-05i,0.00040584-0.00015708i,0.00076292+5.7096e-05i
0.00022691+0.00027362i,0.0011262-0.00061789i,0.001041-1.5637e-05i,0.0014893-0.00045157i,0.0014597-0.00065283i,-0.00010316-0.00022238i,-0.00086656+3.0321e-05i,0.00024489+0.00035158i,0.0013307+0.00049149i,0.00087213+0.00032254i,0.00045084+0.00022411i,0.00024367+3.8236e-05i,-0.00044815-0.0001444i,-0.00082777+0.00031114i,-1.3838e-05+0.00085109i,-0.00010394+0.00090555i,-0.00036701+2.414e-05i,0.00021124+2.3179e-05i,-0.00054423+0.00038085i,-0.00083051-1.8647e-05i,-0.00071156-8.5927e-05i,-0.0011088+0.00035512i,-0.00046945+0.00052117i
0.00065106-0.0017734i,0.0005966-0.001193i,0.0010498-0.00065691i,0.00080326-0.00072132i,-0.00058387-0.00093295i,-0.00094367-0.00032192i,-0.00029774-9.7882e-05i,0.00036072-0.00055564i,0.00039035-0.00080865i,-0.00043433-0.00057166i,-0.0004342-0.00050182i,6.0385e-05-0.00071995i,-1.0087e-05-0.00093846i,-0.0005121-0.0010201i,-0.00052523-0.0010098i,-0.00045428-0.0007382i,-0.00049288-0.00014206i,0.00018145+0.0010307i,0.00054102+0.0012797i,-7.5919e-05-4.8562e-05i,5.7191e-06-0.0005921i,0.00066155-0.00025054i,0.00056892-0.00059346i
0.00016091-0.00044192i,-0.0002053-0.00068929i,2.3e-06-0.00097263i,-5.2227e-05-0.0013188i,0.00021049-0.00091545i,-0.00016352-0.00043591i,-7.2245e-05-0.00060798i,0.00042747-0.00060165i,-0.00023176+4.4702e-05i,-5.1735e-05+0.00071108i,0.00045166+0.0007635i,0.00020353+0.0001625i,-0.00017513-1.8112e-05i,-0.00023279+3.8603e-05i,3.7061e-05-0.00011735i,-0.00015004-0.00048895i,-0.00020921-0.00047356i,-5.5407e-05-0.00011908i,7.3797e-05+0.00040173i,-0.00036131+5.7733e-06i,-0.0002187-0.00045385i,0.0005062-0.0004712i,-1.8966e-05-0.00034206i
-0.00057534-0.00089063i,-0.0010214-0.00074663i,8.8108e-05-0.0013232i,0.001048-0.0009929i,0.0010458-0.00023134i,0.00027437+2.0679e-05i,0.00022393+0.00016824i,0.00044842+0.00053942i,0.00088881+0.00018389i,0.00078246-0.00043898i,-0.00043729-0.00022574i,-0.00022338-0.00013422i,1.7032e-05-0.00043485i,-0.00016616-0.00043957i,-0.00029021-0.000465i,-0.00030457-0.00084747i,-0.00027271-0.00062394i,-0.00059505+0.00044224i,-0.00078164+0.00071236i,-0.00069063-0.00011946i,-0.00012668+5.4676e-05i,-0.00011726+0.00049682i,-0.00029082+0.0002671i
0.00011693-0.0011173i,0.00081818-0.0021204i,0.001338-0.0015931i,0.00060689-0.00053818i,-0.00010015+0.00037699i,-0.0003159+0.001484i,-9.3734e-07+0.0020625i,0.00063731+0.00068964i,0.00065876+0.00012563i,0.00049513+0.00037563i,0.00033963-0.00033862i,0.00046561-0.00027228i,0.00044639+0.00023959i,0.00019914+0.00016996i,0.00048143-0.00035543i,0.001411-0.00060322i,0.0015574+0.000644i,0.00014619+0.0011424i,-0.00074052-0.00013098i,-0.00056742-0.00018241i,-0.00029148+0.00070871i,-7.085e-05+0.00093232i,-0.00052775+0.00064715i
-0.00086166-0.00043806i,-0.00044966-0.0010527i,0.00034648-0.00089968i,0.00071418+0.00035789i,0.00095365+0.00067356i,0.0016791+9.2983e-05i,0.0016953-0.00088565i,0.0013646-0.00094456i,0.0011598-0.00024108i,0.00083348+0.00026975i,0.00056873+0.00043255i,0.0011933-0.0001874i,0.00080731+0.0001098i,-0.00026467+0.00055764i,-0.00031273-0.00015804i,-0.00064232-0.00091861i,-0.00022394-0.00049817i,-0.00019951+0.00056836i,-0.00088047+0.00056769i,-0.00076528+0.00013747i,-0.00096361+1.6827e-05i,-0.00094763+8.3024e-05i,-0.00086489+3.756e-05i
0.0021786-0.00060635i,0.0023667-0.0020228i,0.0025106-0.0018843i,0.0014645-0.0013939i,0.0003008-0.0012905i,-0.00045151-0.00035681i,-0.00085438+0.00059741i,-0.00020621+0.00069636i,0.00083425+0.00024372i,0.001292+8.6778e-06i,0.0011064+0.0004481i,0.00089271+0.0010169i,0.0006102+0.00087318i,-0.00017393+0.00087773i,-0.00016156+0.00066309i,0.00015383+0.00028887i,0.00011124+0.00076996i,0.00074961+0.00084825i,0.00084377+0.00026113i,0.00041256-0.00021299i,0.00032607-0.00023701i,-8.6495e-05-0.0002497i,-0.00068909-0.00041996i
0.00078374+0.0026635i,0.0015579+0.0022372i,0.002124+0.0020628i,0.001131+0.0011273i,0.00058532-0.00043666i,0.00064526-0.00097736i,0.00094144-0.00053899i,0.0010589-0.0006596i,0.0014397-0.0011478i,0.0017834-0.00044891i,0.0017126+0.00046304i,0.001053+0.00046394i,-0.00019319-4.2189e-05i,-0.00070253+0.00021024i,-0.00030976+0.00094651i,-0.00025485+0.00095378i,-0.00075724+0.00018497i,-0.00077361-0.00063945i,-0.00055691-0.00030756i,2.8503e-05-0.00018919i,0.00040114-0.0001852i,0.000178+0.00056765i,8.0181e-05+0.00045171i
-4.1538e-05-0.0012924i,0.00013606-0.0010214i,0.00022435-0.0014597i,-0.00016436-0.0014383i,-0.00091378-0.0009484i,-0.00058627-0.00047918i,-0.00010016-0.000142i,-0.00015203-0.00065639i,0.00026253-0.00059955i,0.00051857+1.4875e-05i,0.00065554+0.00057374i,0.00061739+0.00087104i,0.00062681+0.00040625i,0.00032761+0.00055712i,0.00025275+0.00038828i,0.00059296+0.00017567i,0.00042623+0.00028141i,0.00044446-8.3184e-05i,0.00033308-0.00048221i,-6.4374e-05-0.00073673i,-0.00012453-0.00016751i,-0.00016274+0.00035032i,8.9116e-05+0.00055747i
-5.5174e-05+0.0005806i,0.0012062+0.0001602i,0.0017743+8.252e-05i,0.002186-0.00068285i,0.0013853-0.0010191i,-0.00032043+0.00027375i,-0.0010186+0.0011158i,-0.00023141+0.0002108i,0.00035361-0.00080728i,0.00023936-0.0014699i,0.0006253-0.00065198i,0.0006144+0.00032122i,-0.00011423-0.00030808i,-0.00045933-0.0012276i,-0.00087675-0.00094934i,-0.0005137-0.00051615i,-0.00022686-0.00027517i,-0.00010705+0.00058808i,-9.3811e-05+0.0007045i,-3.4755e-05-0.00033467i,-0.00012259-0.0001736i,-5.281e-05+0.00025443i,0.00044509+2.1823e-05i
-0.00088647-0.0019858i,0.00086889-0.0025857i,0.00092135-0.0017694i,0.0004304-0.00097946i,9.3547e-05-0.00049822i,0.00028294-0.00022567i,0.00031188-0.00021728i,0.001041-0.00066859i,0.0012922-0.0007006i,0.00046808+8.0786e-05i,-0.00049404+0.00061051i,-0.00065944-0.00024587i,-0.00030761-0.00065528i,-0.00077041-4.7142e-05i,-0.0009874+0.00020471i,-0.00064844-0.0006158i,-0.00044797-0.00076168i,-0.00025955+0.00030744i,-0.0001203+0.00079382i,0.00070483+0.00066616i,0.0010751+0.00076037i,6.6015e-05+0.000838i,-0.00055095+8.1481e-05i
-0.0012009-0.00062914i,-0.00033767-0.0003977i,-0.00054687+0.00023031i,-0.00035696+0.00054271i,0.0003431+0.00097477i,0.00052782+0.0015176i,0.00025449+0.0012323i,0.00051942+0.00028558i,0.00055266-3.2613e-06i,-0.00052611+3.5263e-05i,-0.00072068-0.00046996i,0.00024078-0.00053402i,0.00021893-0.00016613i,-1.4758e-05+0.00012081i,-0.0001999+0.00079698i,-0.0010059+0.0008827i,-0.0016748+0.00037659i,-0.0012419+0.00022954i,-0.00041843+0.00012736i,-4.5357e-05-0.00022333i,8.39e-05-0.00032749i,0.00043314-0.00034183i,0.0004042-0.00041875i
-0.00010701-0.00089283i,-0.00010148-0.0024828i,0.00013495-0.0020449i,-0.00034654-0.00089255i,-0.00052581+0.00019853i,0.0003415+0.00051274i,0.00099849+0.00045623i,0.0010729+0.00036706i,0.0012385-8.9432e-05i,0.00076046+0.00019342i,4.9629e-05+0.00026374i,-0.00040115-0.00029777i,-0.0011052-3.1985e-05i,-0.0012282-6.542e-05i,-0.00069807-0.00033465i,-0.00042751-0.00017156i,-0.00045548+7.4151e-06i,-0.00090391+0.00027882i,-0.00088331+0.00012492i,0.00013007-0.00021947i,0.00074314-0.00033194i,0.00061598-8.7134e-05i,0.00022223+0.00017775i
-0.0012689-0.00045673i,8.2324e-06-0.0011625i,0.001564-0.0009136i,0.0025148+6.075e-05i,0.0021823+0.00023745i,0.0011572-0.00045494i,0.00091145-0.00034759i,9.9205e-05-0.00035595i,3.2154e-05-0.00056409i,0.00085198-5.9179e-05i,0.0004692+0.0004325i,1.0792e-05+0.00020032i,-0.0007332+3.2288e-06i,-0.00032325-3.8305e-05i,2.6413e-05+0.00040586i,-0.00012052+4.434e-05i,-0.00051982-0.00047188i,-0.0013903+0.00020008i,-0.0010924+7.4779e-05i,-0.0010238-0.00015273i,-0.0010249-0.00026032i,-0.00027136-0.00016754i,7.8106e-05-0.00022194i
0.0013165-0.00066666i,0.0022747-0.00049222i,0.0018528-0.0008379i,-0.00020001-0.0016122i,-0.0010764-0.0010361i,-0.00085838+0.00018594i,-0.00095723+0.00053163i,-0.00021245+0.00038892i,0.00071369+0.00018291i,0.00033981+5.1766e-06i,-0.00022282+0.00038674i,-8.4579e-05+0.00051258i,-0.00068258+1.8311e-06i,-0.00075875+6.3467e-05i,-0.00058651+0.00042218i,-0.0010408+0.00028205i,-0.00027039-3.3513e-05i,0.00034354+0.00052416i,0.00019646+0.00074241i,0.00032597-0.00010665i,0.00026961-7.4995e-05i,4.2917e-05+0.0003097i,3.5416e-05-5.9419e-05i
0.0010123-0.00076523i,0.00042221-0.0016425i,0.00073053-0.0013521i,0.00077199-0.00044573i,0.0002152+3.3829e-05i,-0.00014725+0.00018559i,8.3342e-05+0.00020602i,0.00026448+0.00037694i,0.00021274+0.00062235i,0.0001123+0.00086856i,0.00033998+0.0010806i,0.00030242+0.00062119i,8.5604e-05-7.5349e-05i,-7.5182e-05-0.00014866i,-0.00051536-1.1336e-05i,-0.0010207-0.00026051i,-0.00090505-0.00048667i,-0.00044519+0.00032461i,-0.00049781+0.00032027i,-7.3631e-05-0.00011834i,-4.3229e-05+8.1748e-05i,6.8348e-05+0.00018607i,9.1441e-05+0.00012392i
0.0014716+0.00029485i,0.0023549-0.0014168i,0.0019958-0.0031109i,0.00072555-0.0028159i,-0.00034026-0.00089479i,-0.0011579+0.0010496i,-0.00042331+0.0020407i,0.00044145+0.0014429i,0.0010137+0.00062998i,0.0012634-0.00014389i,0.00065272-7.9994e-05i,-0.00042058+3.2546e-05i,-0.00019327-0.00034969i,-6.7876e-06+9.954e-05i,-0.0010919+0.00037378i,-0.00059054+1.9991e-05i,-0.00036612+0.00011643i,-0.0012252+0.00070989i,-0.00066847+0.00087771i,-8.2467e-05+0.00036168i,0.00021206+0.00032573i,0.00011696+0.00069154i,-0.00098709+0.0010697i
-0.0010225-0.0006185i,6.4069e-05-0.00059204i,0.00010842-9.8388e-06i,-0.00063096-2.9995e-06i,-0.0010557+0.00028243i,-1.9942e-05+0.00049001i,0.0011583-0.00025524i,0.0011747+9.4931e-05i,-0.00025456-0.00019304i,-0.00083598-0.0011728i,-0.00025466-0.0010078i,-7.2448e-05-0.00017172i,-0.00015507+0.00015607i,-0.0010868-0.00042225i,-0.0010679-0.00052205i,-0.00086271+1.8983e-05i,-0.00042709-0.00068012i,0.00020253-0.00055482i,-0.00046913+0.00014889i,-0.00043358+0.0003021i,0.00044107+0.00073629i,-3.0611e-05+0.00067373i,-0.0012103+0.00035209i
0.0010509-0.00088228i,0.00084186-0.0010811i,0.0013608-0.0015951i,0.0018683-0.00091967i,0.0007855+0.00031599i,-5.9601e-05+0.0012173i,0.00025369+0.0011147i,0.00048973+0.00067787i,0.00051379+0.00044895i,0.00068311-3.9624e-05i,0.00061291-0.00081791i,0.00039527-0.00084166i,-2.6723e-05-0.0011644i,-0.00060545-0.00072355i,-0.00035258+0.00061392i,0.00011756+0.00086561i,-7.5297e-05+0.00063893i,-0.00012956+0.0011611i,0.00023074+0.0015623i,-0.00023358+0.00095496i,-0.0008102+6.1161e-05i,-0.0002471-0.00047107i,-5.2102e-05-0.00011851i
0.0022452+0.00012932i,0.0029231+0.0013363i,0.0018505+0.00035057i,0.00053074-0.0013592i,-2.608e-05-0.00090328i,-0.00060753+0.00078625i,-0.00040147+0.00072495i,0.00041995+0.00024519i,9.3962e-05-0.00042497i,0.00011867-0.00054666i,0.0002239-0.00010679i,0.0003523+0.00013862i,-9.7815e-05+3.1429e-05i,-0.00032806+1.6899e-05i,0.00029059+0.00062529i,0.00051893+0.0010115i,0.00038371+0.00031806i,-5.7241e-05-0.00046174i,-0.00064062-0.0003811i,-0.00070288-5.751e-05i,-0.00017657+0.00027864i,0.00042845+0.00047536i,0.00033758+0.00055608i
-0.00017847-0.001222i,-0.00010674-0.0021536i,0.00045075-0.0019901i,0.00047406-0.0015227i,0.00030991-0.00057018i,0.00062795+0.00018937i,0.00053889+0.00010978i,-2.9982e-06-5.1326e-05i,-0.00011641+0.00032665i,-0.00021758+0.00089316i,-1.3644e-05+0.00086695i,-2.0076e-05+0.00064631i,-8.6715e-05+0.00031475i,-0.00021256-0.00049848i,-0.00077284-0.00082312i,-0.00068714-0.00086101i,-0.00016682-0.0008163i,0.00014862-0.00028154i,2.7823e-05-0.00032504i,-0.00055786-0.0004739i,-0.00050111-0.00037596i,-0.00057963-0.00014873i,-0.0004691+1.0353e-05i
0.0027254+0.00030154i,0.0025273+0.00038247i,0.0022803+0.0011204i,0.0021962+0.00070302i,0.001683-0.00041639i,0.00099217-0.00027533i,0.00071683+0.00071228i,0.00028244+0.0011355i,-0.00026838+6.4619e-05i,-6.0018e-05-0.00064393i,0.00046577-0.00076528i,0.00062766-0.00092774i,-8.775e-05-0.00041372i,-0.00080873+0.00028788i,-0.00095176+0.00043106i,-0.00056347+0.00022259i,0.00063058-0.00023463i,0.001106+0.00051163i,-5.3707e-05+0.00030283i,-0.0001742-0.00047462i,-0.0001525-0.00015703i,-0.00026611+9.8368e-05i,0.00012294+2.7319e-05i
-0.00096948+7.3108e-05i,-0.00030127+0.00054964i,0.00015866-0.0010369i,0.0012273-0.0017914i,0.0011007-0.0017498i,0.00065812-0.00085354i,0.0014511+0.00044741i,0.0016426+0.00062065i,0.0010599+0.00042353i,0.00036762+0.00053468i,8.7888e-05+0.00033211i,0.00059253-0.00017366i,0.0001088-0.00012173i,-0.00090052-0.0001339i,-0.0016153-0.00013385i,-0.0008883+0.00073428i,0.00025833+0.00019228i,0.00074222-0.00051535i,0.00033874-0.00015548i,-0.00018677+0.00052639i,-0.00062211+0.00073329i,-0.00051879+0.0012266i,-0.00013894+0.00097081i
-0.0017002+0.00069977i,0.00020496-5.0043e-05i,-5.2514e-05+0.000212i,-0.00047032+0.0017605i,0.00021001+0.0027867i,0.0012188+0.0017849i,0.0016355+0.00068691i,0.0015898+0.00049866i,0.0010926+0.00083297i,0.0010362+0.00096827i,0.00078388+0.0006306i,-0.00019934-0.0003498i,-0.000895-0.0014558i,-0.00080345-0.0013067i,-0.00046034-2.4614e-05i,-0.00029175+0.00098102i,-0.00053939+0.00048347i,-0.00047214+0.00013581i,0.00010197+0.0001518i,0.00020681-3.6204e-05i,-0.00065427+0.0002794i,-0.00075089-0.00019124i,-0.00017497-0.00050188i
0.0045462-0.0018802i,0.0046621-0.0015371i,0.0032805-0.0030642i,0.00075091-0.0028329i,-0.00095236-0.0017937i,-0.0011994-0.0015198i,-0.00063676-0.00081647i,-0.00067564-0.00078401i,-0.00067856-0.0015207i,-0.00041408-0.0008658i,0.00032568+0.00027047i,0.0010869-0.00011304i,0.00082859-0.00084619i,-0.00029724-0.00068224i,-0.001043+0.00017916i,-0.00057995+0.00079947i,-4.5311e-05+0.00081823i,-0.0001852+0.00090569i,-0.0014293+0.00066186i,-0.0015209+7.2875e-05i,-0.00035124+0.00044591i,0.00045251+0.00066621i,0.00022664+0.00059424i
-0.0007497+0.00081992i,-0.00029109-7.1964e-06i,0.00055475+0.00033737i,0.00078414-0.00010603i,0.00038383-0.00025846i,0.00053799+4.2084e-05i,0.0010374-0.00020576i,0.0012738-0.00019792i,0.001359-6.7241e-05i,0.0012658-0.00021733i,0.001095+0.00012222i,0.00072893-0.00016918i,0.00035728-0.0004863i,5.9838e-06-6.4835e-05i,0.00023804-0.00060961i,0.00063137-0.00032101i,0.00069771+0.00069022i,0.00050901+9.876e-05i,0.00012837-0.00019964i,-0.00027628+6.5307e-06i,4.4079e-05-1.3526e-05i,0.00052454-1.0936e-05i,0.00066697+0.00071986i
-0.00066849-0.0023181i,-2.5135e-05-0.0015408i,0.0012855-0.0010951i,0.0018163-0.00086059i,0.00061114-0.00022616i,-6.7495e-05+0.0001114i,0.00059793+3.4122e-05i,0.0009627-0.00054495i,0.00068057-0.00095509i,-0.00010879-0.00056134i,6.4471e-05-2.9386e-05i,0.00046616+0.00034788i,1.4133e-05+7.8691e-05i,-0.00023161-0.00046527i,0.00029012-0.00098257i,0.00086452-0.00097598i,0.00034499-0.00053304i,-0.00040829-0.00017052i,-0.00052847+0.00020398i,-0.00075057-5.5532e-05i,-0.00032569+0.00024603i,0.0007813+0.00055441i,0.0006735+0.00031837i
0.00052962-0.00087183i,0.0011827-0.0015419i,0.00030282-0.0010096i,-0.00051958-0.00030995i,-0.00018512+0.00057266i,-0.00045658+0.0012443i,-0.00078666+0.00099047i,3.0936e-05+0.00012699i,0.00027577-0.00023973i,-0.00014105+5.383e-05i,-0.00023077+0.00028019i,0.00015587+0.00049944i,0.00071474-0.00039505i,-4.0097e-05-0.00066646i,-0.00086546-0.00056378i,-0.0010427-0.00058155i,-0.00062771-0.00033988i,-0.00012328-0.00017018i,-0.0011644-0.00043453i,-0.00054961-0.00068424i,0.0004164-0.00068837i,-0.00026218-6.8811e-05i,-0.00055659+6.5288e-05i
0.00010252-0.00092445i,0.0023382-6.6934e-05i,0.0026073-0.00022531i,0.0016145-0.00083411i,0.00055795+0.00036774i,5.7545e-05+0.0010169i,-0.00032212+0.00014106i,-0.00070985-0.00012711i,-0.00050002-0.00052733i,0.00019585-0.00053192i,0.0011103-0.0001473i,0.0016178-0.00017427i,0.00085697-6.1927e-05i,0.00033712-3.6165e-05i,2.4522e-05-0.00072628i,-0.00015648-0.00093985i,6.9038e-05+0.00010538i,0.00014941+0.0010902i,-0.00044102+0.0010178i,-0.00055908+0.00040632i,0.00033608-0.00021773i,0.00063962-0.0003529i,0.00020054+0.0001781i
-0.00070045-0.0022677i,-0.00098579-0.0022444i,-0.0010576-0.0012702i,-0.00041288-0.00013228i,-0.00030719+0.00068396i,9.5935e-05+0.0015211i,0.00037785+0.0012585i,-1.5883e-05+0.00047444i,-0.00010388+0.00028961i,-0.00011272+0.00033247i,-0.00047953+0.00061677i,-0.00023346+0.00079528i,0.00019475+0.0002065i,0.00047528-0.00023958i,-0.00019134-5.8583e-06i,-0.00089128-0.00016704i,-0.00032724-0.00025057i,0.0009287-0.00060354i,0.0010505-0.00021861i,0.00072575+0.00071158i,0.00075448+0.00050603i,0.00010233+0.00041686i,9.5892e-05+0.00024039i
0.0007483+0.0023165i,0.0013796+0.0020107i,0.002034+0.00074845i,0.0018071-0.00079621i,0.00051437-0.00058654i,-0.00091113-0.00026622i,-0.0010564-0.00044108i,-0.00068196+9.1863e-05i,-0.00015016+0.00043811i,0.00012067+0.00053619i,-0.00032643+0.00064206i,-0.0003596+0.00059018i,-0.00040656+0.00027115i,-0.00042844+0.00054025i,0.00019148+0.00041434i,0.00044873-0.00015658i,-0.00024571-0.0003918i,-0.00050264-0.00064609i,-0.00030174-0.00055873i,-0.00028328+0.00025863i,-0.00027846+0.00017278i,-0.00042113+0.00019497i,-0.00059291+0.00050421i
-0.0015833-0.0018514i,-0.001758-0.0025293i,-0.00063212-0.002392i,0.00023556-0.0012108i,0.00013329+0.00026281i,-9.3897e-05+0.00060012i,0.0003744+0.00022992i,0.00065263-4.8827e-05i,0.00079189-5.8707e-05i,0.00056573+0.00017056i,0.00016534-2.3159e-05i,0.00059056-0.00017005i,0.00023814-0.0002896i,-0.00043842-0.00017914i,-7.3931e-05+0.00073938i,4.1942e-05+0.00012679i,-0.00046575-0.00021147i,-0.00062465+6.5151e-05i,-0.00060824-0.00031785i,-6.1771e-07-0.00094889i,0.00076082-0.00086795i,0.00053706-2.0505e-05i,0.00019011+0.00040886i
0.0013144+3.614e-05i,0.0029708-0.00063333i,0.0021961-0.0010463i,0.00064839-0.0014014i,-0.00047434-0.0017379i,-0.00076988-0.0005766i,-9.5932e-05+0.00059825i,0.00036442+0.00075805i,0.00056366+0.00018631i,0.00043098-0.00023778i,0.00010908-0.00028683i,0.00047591-0.00021517i,0.0006691-0.0002313i,-4.7235e-05-0.00093338i,-0.0008623-0.00073818i,-0.00089997-2.6474e-05i,-1.7921e-05+0.00024728i,0.0001448+3.4804e-05i,0.00011365-0.0003471i,0.00036226+0.00021312i,9.8837e-05+0.00020935i,-0.00027088-0.00048422i,-0.00057418-4.8475e-06i
-0.00076417-0.00038377i,-0.00074952-0.0014068i,-0.00039191-0.00049041i,-0.00037436+0.00018818i,-0.00057835+0.00053165i,-9.5255e-06+0.00057077i,-0.00018515+3.6446e-05i,-0.00048578-0.00051851i,0.0007318-0.00032324i,0.0011275+0.00055045i,0.00061429+0.00063063i,0.0010941+0.00072201i,0.0010765+0.00062224i,0.00046148+0.00019624i,0.00052161-0.00046577i,0.00085848-0.00095884i,0.00077076-8.1342e-05i,0.00023709+0.00074644i,-0.00019766+0.00062244i,8.5693e-05-4.0808e-05i,0.00017782-0.00061182i,-0.00085538-0.00040284i,-0.001074+0.00030192i
0.00078015-0.0021638i,0.0011335-0.0021073i,0.0012466-0.0010363i,0.0013518+0.000284i,0.00066616+7.964e-05i,0.0012358-0.0004895i,0.0013277-0.0003924i,0.00028387-8.1908e-05i,-0.00020162+2.2541e-06i,-0.00020298+0.00033048i,-5.6328e-05+0.00041717i,0.00054496+0.00031431i,0.00032949-0.00050383i,-0.00015856-0.0013943i,0.00015133-0.00070515i,0.00022983+8.6269e-05i,2.6864e-05+0.00066659i,-7.2864e-05+0.00084053i,0.00025172+0.00050239i,-0.00036549+0.00020086i,-0.00089586-0.00017402i,-0.00015938-3.7851e-05i,0.00037521-8.4536e-05i
0.0010397-0.00034018i,0.0010098-0.00072757i,0.00097701-0.0019991i,-0.0003214-0.003108i,-0.00182-0.0025733i,-0.0019945-0.0010387i,-0.00045698-1.4613e-05i,0.00075678+0.00027284i,0.0010299-0.00060288i,0.00071118-0.00058188i,0.00019281+8.491e-05i,0.00020362+7.913e-05i,0.00048271+0.00024964i,0.0011051+0.00035095i,0.00062703-0.00014369i,0.00034557-0.00051816i,0.00096268+0.00018657i,0.0013405+0.0012589i,3.6649e-05+0.0015285i,-0.00066645+0.0010475i,0.0002999+0.00038136i,0.00022015+0.00011952i,-0.00022713+0.00015222i
